token,bearers,as_given,as_surname,as_married,behaves,patronymic_marker,script,placeholder
Urbanna,1,1,0,0,given,,Latin,
Urbgen,1,0,0,1,married-only,,Latin,
Urbien,1,1,0,0,given,,Latin,
Urbin,1,1,0,0,given,,Latin,
Urbye,1,1,0,0,given,,Latin,
Urchada,1,0,1,1,surname,,Latin,
Urcullo,1,0,0,1,married-only,,Latin,
Urdahl,1,0,1,0,surname,,Latin,
Urdanegui,1,0,0,1,married-only,,Latin,
Urdhvag,1,1,0,0,given,,Latin,
Urdinola,1,0,0,1,married-only,,Latin,
Urduja,1,1,0,0,given,,Latin,
Urdure,1,1,0,0,given,,Latin,
Urdzhakan,1,1,0,0,given,,Latin,
Urek,1,1,0,0,given,,Latin,
Urengtash,1,1,0,0,given,,Latin,
Ureña.,1,0,1,0,surname,,Latin,
Urgulania,1,1,0,0,given,,Latin,
Urgulanilla,1,1,0,0,given,,Latin,
Urgulanius,1,0,0,1,married-only,,Latin,
Urhi-Teshup,1,1,0,0,given,,Latin,
Uriankhai,1,1,0,0,given,,Latin,
Uriansrud,1,0,1,1,surname,,Latin,
Urianstad,1,0,0,1,married-only,,Latin,
Uribe-Salazar,1,0,0,1,married-only,,Latin,
Uriburu,1,0,1,1,surname,,Latin,
Urica,1,1,0,0,given,,Latin,
Urich,1,1,0,0,given,,Latin,
Urisohn,1,0,0,1,married-only,,Latin,
Urizar,1,0,0,1,married-only,,Latin,
Urjaswati,1,1,0,0,given,,Latin,
Urjita,1,1,0,0,given,,Latin,
Urjuwan,1,1,0,0,given,,Latin,
Urkha,1,1,0,0,given,,Latin,
Urkudak,1,1,0,0,given,,Latin,
Urlos,1,1,0,0,given,,Latin,
Urma,1,1,0,0,given,,Latin,
Urmasz?,1,1,0,0,given,,Latin,
Urnanabha,1,1,0,0,given,,Latin,
Urolanse,1,1,0,0,given,,Latin,
Urošic,1,1,0,0,given,,Latin,
Urpinah,1,1,0,0,given,,Latin,
Urquixo,1,0,0,1,married-only,,Latin,
Urquizo,1,0,0,1,married-only,,Latin,
Urraca),1,1,0,0,given,,Latin,
Urraquez,1,0,1,1,surname,,Latin,
Urries,1,0,0,1,married-only,,Latin,
Urritia,1,0,1,1,surname,,Latin,
Urruela,1,0,0,1,married-only,,Latin,
Urríes,1,0,0,1,married-only,,Latin,
Ursa,1,1,0,0,given,,Latin,
Ursala,1,1,0,0,given,,Latin,
Urse,1,1,0,0,given,,Latin,
Ursila,1,1,0,0,given,,Latin,
Ursina,1,1,0,0,given,,Latin,
Ursinda,1,1,0,0,given,,Latin,
Ursinich,1,0,1,0,surname,,Latin,
Ursino,1,0,0,1,married-only,,Latin,
Urslingen,1,0,1,0,surname,,Latin,
Ursolina,1,1,0,0,given,,Latin,
Ursua,1,0,1,0,surname,,Latin,
Ursulina,1,1,0,0,given,,Latin,
Ursus-Adhémard,1,1,0,0,given,,Latin,
Urswick,1,0,0,1,married-only,,Latin,
Urtx,1,0,0,1,married-only,,Latin,
Uru'udaï,1,1,0,0,given,,Latin,
Uru'ut,1,1,0,0,given,,Latin,
Uruana,1,1,0,0,given,,Latin,
Uruk-Borak,1,1,0,0,given,,Latin,
Uruk-Hatun,1,1,0,0,given,,Latin,
Uruma,1,1,0,0,given,,Latin,
Urungh-Kurtuka,1,1,0,0,given,,Latin,
Urunk,1,1,0,0,given,,Latin,
Urus-Han,1,1,0,0,given,,Latin,
Urusak,1,1,0,0,given,,Latin,
Urusov,1,0,0,1,married-only,,Latin,
Uruudajus,1,1,0,0,given,,Latin,
Uruvela,1,1,0,0,given,,Latin,
Ury,1,0,1,0,surname,,Latin,
Uršula,1,1,0,0,given,,Latin,
Usaym,1,1,0,0,given,,Latin,
Usca,1,1,0,0,given,,Latin,
Uscanga,1,0,1,1,surname,,Latin,
Userkaf,1,1,0,0,given,,Latin,
Userkare,1,1,0,0,given,,Latin,
Userkhaure-setepenre,1,1,0,0,given,,Latin,
Ushanan,1,1,0,0,given,,Latin,
Ushanas,1,1,0,0,given,,Latin,
Ushi,1,1,0,0,given,,Latin,
Ushikatsu,1,1,0,0,given,,Latin,
Ushiko,1,0,1,1,surname,,Latin,
Ushyn,1,0,1,0,surname,,Latin,
Usiewaład,1,1,0,0,given,,Latin,
Usile,1,1,0,0,given,,Latin,
Usilia,1,1,0,0,given,,Latin,
Usim,1,1,0,0,given,,Latin,
Usir.kha.'ure,1,1,0,0,given,,Latin,
Usir.maat.re,1,1,0,0,given,,Latin,
UsirmaatRa,1,1,0,0,given,,Latin,
Uskøynd,1,0,0,1,married-only,,Latin,
Usler-Gleichen,1,0,0,1,married-only,,Latin,
Usma,1,1,0,0,given,,Latin,
Usnara,1,1,0,0,given,,Latin,
Uspak,1,1,0,0,given,,Latin,
Usquiano,1,0,0,1,married-only,,Latin,
Ussita,1,1,0,0,given,,Latin,
Ussulu,1,1,0,0,given,,Latin,
Ustam,1,1,0,0,given,,Latin,
Ustariz,1,0,0,1,married-only,,Latin,
Usterud,1,0,0,1,married-only,,Latin,
Usticke,1,0,1,0,surname,,Latin,
Ustiniya,1,1,0,0,given,,Latin,
Usula,1,1,0,0,given,,Latin,
Usup,1,1,0,0,given,,Latin,
Usurper,1,0,0,1,married-only,,Latin,
Usurper-Pharaoh,1,1,0,0,given,,Latin,
Usviverson,1,0,1,0,surname,-son,Latin,
Usvivson,1,0,1,0,surname,-son,Latin,
Usábal,1,0,1,0,surname,,Latin,
Uta/Ula,1,1,0,0,given,,Latin,
Uta?,1,1,0,0,given,,Latin,
Utaaker,1,0,1,0,surname,,Latin,
Utako,1,1,0,0,given,,Latin,
Utama),1,1,0,0,given,,Latin,
Utamesh,1,1,0,0,given,,Latin,
Utara),1,1,0,0,given,,Latin,
Utari,1,1,0,0,given,,Latin,
Utarid,1,1,0,0,given,,Latin,
Utayba,1,1,0,0,given,,Latin,
Utberga,1,1,0,0,given,,Latin,
Utch-Bukha,1,1,0,0,given,,Latin,
Utchkar-Tukha,1,1,0,0,given,,Latin,
Ute,1,1,0,0,given,,Latin,
Utena,1,0,0,1,married-only,,Latin,
Utenhage,1,0,0,1,married-only,,Latin,
Uteniškis,1,0,1,0,surname,,Latin,
Utfield,1,0,1,0,surname,,Latin,
Utha,1,1,0,0,given,,Latin,
Uthaman,1,1,0,0,given,,Latin,
Uthar,1,1,0,0,given,,Latin,
Uthayar,1,1,0,0,given,,Latin,
Uthmān,1,1,0,0,given,,Latin,
Uthra,1,1,0,0,given,,Latin,
Uththiya,1,1,0,0,given,,Latin,
Utiamešas,1,1,0,0,given,,Latin,
Utianski,1,0,1,0,surname,,Latin,
Uticensis,1,1,0,0,given,,Latin,
Utik,1,1,0,0,given,,Latin,
Utilo,1,1,0,0,given,,Latin,
Utirao,1,1,0,0,given,,Latin,
Utjeh,1,1,0,0,given,,Latin,
Utjin,1,1,0,0,given,,Latin,
Utju,1,1,0,0,given,,Latin,
Utkilen,1,0,0,1,married-only,,Latin,
Uto,1,1,0,0,given,,Latin,
Utorm,1,1,0,0,given,,Latin,
Utormssen,1,1,0,0,given,-ssen,Latin,
Utoyo,1,0,0,1,married-only,,Latin,
Utsman-Rejoslamet,1,1,0,0,given,,Latin,
Utso,1,1,0,0,given,,Latin,
Utsoladtr,1,0,1,1,surname,,Latin,
Utsteinn,1,1,0,0,given,,Latin,
Utsushikome欝色謎命,1,1,0,0,given,,mixed:Han+Latin,
Utsushikoo欝色雄命,1,1,0,0,given,,mixed:Han+Latin,
Uttam,1,1,0,0,given,,Latin,
Uttanabarhi,1,1,0,0,given,,Latin,
Uttanapāda,1,0,0,1,married-only,,Latin,
Uttenhofen,1,0,1,0,surname,,Latin,
Uttenstein,1,0,1,0,surname,,Latin,
Uttika,1,1,0,0,given,,Latin,
Uttun,1,0,0,1,married-only,,Latin,
Utwara,1,1,0,0,given,,Latin,
Utze,1,1,0,0,given,,Latin,
Uuago,1,1,0,0,given,,Latin,
Uvdal,1,0,0,1,married-only,,Latin,
Uwana,1,1,0,0,given,,Latin,
Uwaymir,1,1,0,0,given,,Latin,
Uwe,1,1,0,0,given,,Latin,
Uwei,1,1,0,0,given,,Latin,
Uwo,1,1,0,0,given,,Latin,
Uxfrea,1,1,0,0,given,,Latin,
Uyahito,1,1,0,0,given,,Latin,
Uyainah,1,1,0,0,given,,Latin,
Uyang,1,1,0,0,given,,Latin,
Uyayna,1,1,0,0,given,,Latin,
Uyghur,1,1,0,0,given,,Latin,
Uykhtu,1,1,0,0,given,,Latin,
Uykhu,1,1,0,0,given,,Latin,
Uyu,1,1,0,0,given,,Latin,
Uz,1,1,0,0,given,,Latin,
Uz-Temur,1,1,0,0,given,,Latin,
Uz-Temuras,1,1,0,0,given,,Latin,
Uz-Timur,1,1,0,0,given,,Latin,
Uz.,1,1,0,0,given,,Latin,
Uzaa,1,1,0,0,given,,Latin,
Uzaman,1,1,0,0,given,,Latin,
Uzayhir,1,1,0,0,given,,Latin,
Uzcagna,1,0,1,0,surname,,Latin,
Uzedo,1,0,0,1,married-only,,Latin,
Uzhqushsu,1,1,0,0,given,,Latin,
Uzune-no-mikoto,1,1,0,0,given,,Latin,
Uzza,1,1,0,0,given,,Latin,
Uí,1,1,0,0,given,,Latin,
Učeň,1,1,0,0,given,,Latin,
Učuganas,1,1,0,0,given,,Latin,
Užkariautojas,1,1,0,0,given,,Latin,
V*,1,1,0,0,given,,Latin,
V/VII,1,1,0,0,given,,Latin,
V111,1,1,0,0,given,,Latin,
VABHRO,1,1,0,0,given,,Latin,
VAHANA),1,1,0,0,given,,Latin,
VAHNI,1,1,0,0,given,,Latin,
VAITITHI,1,1,0,0,given,,Latin,
VAIVASWATA,1,1,0,0,given,,Latin,
VAJRAJVALA,1,1,0,0,given,,Latin,
VAJRANABHA,1,1,0,0,given,,Latin,
VAJRĀNG,1,1,0,0,given,,Latin,
VALANDHARA,1,1,0,0,given,,Latin,
VALDEZ-SANCHEZ.,1,0,0,1,married-only,,Latin,
VALDIVIESO,1,0,1,0,surname,,Latin,
VALENCIA,1,0,1,0,surname,,Latin,
VALENTIN,1,1,0,0,given,,Latin,
VALENTINIAN,1,1,0,0,given,,Latin,
VALLI,1,1,0,0,given,,Latin,
VANĀYU,1,1,0,0,given,,Latin,
VAPU,1,1,0,0,given,,Latin,
VARA,1,1,0,0,given,,Latin,
VARAYRE,1,0,0,1,married-only,,Latin,
VARIE,1,0,0,1,married-only,,Latin,
VARĪYĀN,1,1,0,0,given,,Latin,
VASANTHA,1,1,0,0,given,,Latin,
VASISHTA,1,1,0,0,given,,Latin,
VASTES,1,0,0,1,married-only,,Latin,
VASUDANA,1,1,0,0,given,,Latin,
VASUKI,1,1,0,0,given,,Latin,
VASUMAN,1,1,0,0,given,,Latin,
VASUSENA,1,1,0,0,given,,Latin,
VATAPI,1,1,0,0,given,,Latin,
VATSALA,1,1,0,0,given,,Latin,
VATSARA,1,1,0,0,given,,Latin,
VAUDETAR,1,0,0,1,married-only,,Latin,
VEDASHIRA,1,1,0,0,given,,Latin,
VEGA,1,0,1,0,surname,,Latin,
VELARDE,1,0,1,0,surname,,Latin,
VELASCO,1,0,0,1,married-only,,Latin,
VELASQUES,1,0,1,0,surname,,Latin,
VELAZCO,1,0,0,1,married-only,,Latin,
VEN,1,1,0,0,given,,Latin,
VENA,1,1,0,0,given,,Latin,
VERGENTLIN,1,1,0,0,given,,Latin,
VERMANDOIS,1,0,1,0,surname,,Latin,
VERNHES,1,0,1,0,surname,,Latin,
VEdaanti,1,1,0,0,given,,Latin,
VI/I,1,1,0,0,given,,Latin,
VIBAR,1,0,1,0,surname,,Latin,
VIBHISHANA,1,1,0,0,given,,Latin,
VIBHUDHA,1,1,0,0,given,,Latin,
VICENCIO,1,1,0,0,given,,Latin,
VICENTA,1,1,0,0,given,,Latin,
VICHITRAVIRYA,1,1,0,0,given,,Latin,
VICTORINO,1,1,0,0,given,,Latin,
VIDHARBA,1,1,0,0,given,,Latin,
VIDHYUDHGAVAN,1,1,0,0,given,,Latin,
VIDHĀTĀ,1,1,0,0,given,,Latin,
VIDISHA,1,1,0,0,given,,Latin,
VIDURATH,1,0,0,1,married-only,,Latin,
VII/III,1,1,0,0,given,,Latin,
VIIbis,1,1,0,0,given,,Latin,
VIKARNA,1,1,0,0,given,,Latin,
VIKATINANDA,1,1,0,0,given,,Latin,
VIKRUTI,1,0,0,1,married-only,,Latin,
VIKUKSHI,1,1,0,0,given,,Latin,
VIKUNTHA,1,1,0,0,given,,Latin,
VILLACRECES,1,0,1,0,surname,,Latin,
VILLARD,1,0,1,0,surname,,Latin,
VILLARS,1,0,0,1,married-only,,Latin,
VILLEHARDOUIN,1,0,1,0,surname,,Latin,
VILLEMURS,1,0,1,0,surname,,Latin,
VILLENA,1,0,0,1,married-only,,Latin,
VINALL,1,0,0,1,married-only,,Latin,
VINATA,1,1,0,0,given,,Latin,
VINDHYAVALI,1,1,0,0,given,,Latin,
VINES,1,0,0,1,married-only,,Latin,
VINĀYAKA,1,1,0,0,given,,Latin,
VIOLANTE,1,1,0,0,given,,Latin,
VIPRA,1,1,0,0,given,,Latin,
VIPRACHITTI,1,1,0,0,given,,Latin,
VIRAJA,1,1,0,0,given,,Latin,
VIRAN,1,1,0,0,given,,Latin,
VIRASENA,1,1,0,0,given,,Latin,
VIROCHANA,1,1,0,0,given,,Latin,
VIRUSASENA,1,1,0,0,given,,Latin,
VIRĀJASA,1,1,0,0,given,,Latin,
VIRĀTA,1,1,0,0,given,,Latin,
VIRĀVI,1,1,0,0,given,,Latin,
VISHALA,1,1,0,0,given,,Latin,
VISHRUTWAN,1,0,0,1,married-only,,Latin,
VISHVAJATI,1,1,0,0,given,,Latin,
VISHVĀYU,1,1,0,0,given,,Latin,
VISHWAMITRA,1,1,0,0,given,,Latin,
VISHWAVASU,1,1,0,0,given,,Latin,
VISHĀKHA,1,1,0,0,given,,Latin,
VISRAVAS,1,1,0,0,given,,Latin,
VISĀLĀKSHA,1,1,0,0,given,,Latin,
VIVAR,1,0,1,0,surname,,Latin,
VIVILSU,1,1,0,0,given,,Latin,
VIYATI,1,1,0,0,given,,Latin,
VIcente,1,1,0,0,given,,Latin,
VIerves,1,0,0,1,married-only,,Latin,
VIirginio,1,1,0,0,given,,Latin,
VIktoria,1,1,0,0,given,,Latin,
VIº,1,0,1,0,surname,,Latin,
VOC,1,0,0,1,married-only,,Latin,
VOUHEC,1,0,1,0,surname,,Latin,
VOZARA,1,0,0,1,married-only,,Latin,
VRIDHASHARMA,1,1,0,0,given,,Latin,
VRIHADVALA,1,1,0,0,given,,Latin,
VRIKĀSUR,1,1,0,0,given,,Latin,
VRINDAARAKA,1,1,0,0,given,,Latin,
VRISHABHA,1,1,0,0,given,,Latin,
VRISHAKA,1,1,0,0,given,,Latin,
VRISHAKETHU,1,0,0,1,married-only,,Latin,
VRISHAKETU,1,1,0,0,given,,Latin,
VRISHAPARVA,1,1,0,0,given,,Latin,
VRISHASENA,1,1,0,0,given,,Latin,
VRISHNIMAT,1,1,0,0,given,,Latin,
VRSAAND,1,1,0,0,given,,Latin,
VRSNI,1,1,0,0,given,,Latin,
VRUJINVANTA,1,1,0,0,given,,Latin,
VRUSHALI,1,1,0,0,given,,Latin,
VYOM,1,0,0,1,married-only,,Latin,
VYUSHTAN,1,1,0,0,given,,Latin,
VYĀSA,1,1,0,0,given,,Latin,
Vaaler,1,0,1,0,surname,,Latin,
Vaam,1,1,0,0,given,,Latin,
Vaasa,1,0,1,0,surname,,Latin,
Vaballathus,1,1,0,0,given,,Latin,
Vacaflor,1,0,1,1,surname,,Latin,
Vacahk,1,1,0,0,given,,Latin,
Vacaresco,1,0,1,0,surname,,Latin,
Vacha,1,1,0,0,given,,Latin,
Vachagan,1,1,0,0,given,,Latin,
Vaclav,1,1,0,0,given,,Latin,
Vaco,1,1,0,0,given,,Latin,
Vadamerca,1,1,0,0,given,,Latin,
Vader,1,1,0,0,given,,Latin,
Vadhryasva,1,1,0,0,given,,Latin,
Vadis,1,1,0,0,given,,Latin,
Vadseth,1,0,0,1,married-only,,Latin,
Vadshuus,1,0,1,0,surname,,Latin,
Vaehle,1,0,1,0,surname,,Latin,
Vaesch,1,0,1,0,surname,,Latin,
Vagmi,1,1,0,0,given,,Latin,
Vagnadottir,1,0,0,1,married-only,-dottir,Latin,
Vagnadottír,1,0,1,0,surname,,Latin,
Vagnadóttir,1,1,0,0,given,-dóttir,Latin,
Vagne,1,1,0,0,given,,Latin,
Vagnsen,1,0,0,1,married-only,-sen,Latin,
Vagné,1,0,1,0,surname,,Latin,
Vahagn,1,1,0,0,given,,Latin,
Vahlberg,1,0,1,0,surname,,Latin,
Vahni,1,0,0,1,married-only,,Latin,
Vahran,1,1,0,0,given,,Latin,
Vahudas,1,1,0,0,given,,Latin,
Vahvashin,1,1,0,0,given,,Latin,
Vaidila,1,1,0,0,given,,Latin,
Vaidutas,1,1,0,0,given,,Latin,
Vaidutis,1,1,0,0,given,,Latin,
Vail,1,0,0,1,married-only,,Latin,
Vaillant,1,1,0,0,given,,Latin,
Vaillant',1,1,0,0,given,,Latin,
Vailli,1,0,1,1,surname,,Latin,
Vaimo:,1,1,0,0,given,,Latin,
Vaindelmonde,1,1,0,0,given,,Latin,
Vainienė,1,1,0,0,given,,Latin,
Vainius,1,1,0,0,given,,Latin,
Vais,1,1,0,0,given,,Latin,
Vaishvānar,1,1,0,0,given,,Latin,
Vaissava,1,1,0,0,given,,Latin,
Vaitiekus,1,1,0,0,given,,Latin,
Vajira,1,1,0,0,given,,Latin,
Vajk,1,1,0,0,given,,Latin,
Vajrabahu,1,1,0,0,given,,Latin,
Vajramitra,1,1,0,0,given,,Latin,
Vajramitra),1,1,0,0,given,,Latin,
Vajranābha,1,0,0,1,married-only,,Latin,
Vak,1,0,0,1,married-only,,Latin,
Vakarų,1,0,1,0,surname,,Latin,
Vakencia,1,1,0,0,given,,Latin,
Vakhushti,1,1,0,0,given,,Latin,
Vaksdal,1,0,1,0,surname,,Latin,
Valad,1,1,0,0,given,,Latin,
Valadares),1,0,0,1,married-only,,Latin,
Valady,1,0,0,1,married-only,,Latin,
Valakhilyas,1,1,0,0,given,,Latin,
Valan,1,1,0,0,given,,Latin,
Valaquida,1,1,0,0,given,,Latin,
Valaravans,1,1,0,0,given,,Latin,
Valarsaces,1,1,0,0,given,,Latin,
Valarsh,1,1,0,0,given,,Latin,
Valasson,1,0,1,0,surname,-sson,Latin,
Valbrandadottir,1,0,0,1,married-only,-dottir,Latin,
Valbrandson,1,0,0,1,married-only,-son,Latin,
Valbuena,1,0,1,1,surname,,Latin,
Valcaçar,1,0,1,1,surname,,Latin,
Valcácer,1,0,0,1,married-only,,Latin,
Valdelaguna,1,0,0,1,married-only,,Latin,
Valdella,1,1,0,0,given,,Latin,
Valdemaro,1,1,0,0,given,,Latin,
Valdemarsdtr.,1,0,1,1,surname,,Latin,
Valdemarsohn,1,0,0,1,married-only,,Latin,
Valdemarssøn,1,0,0,1,married-only,-søn,Latin,
Valdemoro,1,0,0,1,married-only,,Latin,
Valdenz,1,1,0,0,given,,Latin,
Valderabano,1,0,0,1,married-only,,Latin,
Valderas,1,0,0,1,married-only,,Latin,
Valdermarssøn,1,0,1,0,surname,-søn,Latin,
Valderrama-Moctezuma,1,0,1,0,surname,,Latin,
Valdersnes,1,0,1,0,surname,,Latin,
Valdevesso,1,0,0,1,married-only,,Latin,
Valdine,1,1,0,0,given,,Latin,
Valdis,1,1,0,0,given,,Latin,
Valdonias,1,1,0,0,given,,Latin,
Valdoux),1,0,0,1,married-only,,Latin,
Valdovin,1,1,0,0,given,,Latin,
Valdrada,1,1,0,0,given,,Latin,
Valdres,1,0,1,1,surname,,Latin,
Valduerna,1,0,1,0,surname,,Latin,
"Valduerna""",1,1,0,0,given,,Latin,
Valdumiro-Volhynsk,1,0,0,1,married-only,,Latin,
Valdštejn,1,0,1,0,surname,,Latin,
Valeds,1,0,0,1,married-only,,Latin,
Valeilles,1,0,1,1,surname,,Latin,
Valena,1,1,0,0,given,,Latin,
Valencia',1,1,0,0,given,,Latin,
Valencia),1,1,0,0,given,,Latin,
Valenciano,1,0,0,1,married-only,,Latin,
Valencourt,1,1,0,0,given,,Latin,
Valensi,1,0,0,1,married-only,,Latin,
Valensole,1,0,1,1,surname,,Latin,
"Valente""",1,1,0,0,given,,Latin,
Valentenianus,1,1,0,0,given,,Latin,
Valenti),1,0,0,1,married-only,,Latin,
Valentiniana,1,1,0,0,given,,Latin,
Valentinianus),1,1,0,0,given,,Latin,
Valentino,1,1,0,0,given,,Latin,
Valentinsson,1,1,0,0,given,-sson,Latin,
Valentinus,1,1,0,0,given,,Latin,
Valent»,1,1,0,0,given,,Latin,
Valeria-Messalla,1,0,1,0,surname,,Latin,
Valery,1,1,0,0,given,,Latin,
Valesca*,1,1,0,0,given,,Latin,
Valesdatter,1,0,0,1,married-only,-sdatter,Latin,
Valeska,1,1,0,0,given,,Latin,
Valetie,1,1,0,0,given,,Latin,
Valetta,1,1,0,0,given,,Latin,
Valette-Cornusson,1,0,0,1,married-only,-sson,Latin,
Valet”,1,1,0,0,given,,Latin,
Valevatn/,1,0,0,1,married-only,,Latin,
Valevska,1,1,0,0,given,,Latin,
Valfando,1,1,0,0,given,,Latin,
Valfred,1,1,0,0,given,,Latin,
Valfredo,1,1,0,0,given,,Latin,
Valgarðsdóttir,1,0,1,0,surname,-sdóttir,Latin,
Valgerda,1,1,0,0,given,,Latin,
Valgerdsdatter,1,0,1,0,surname,-sdatter,Latin,
Valgerdur,1,1,0,0,given,,Latin,
Valgerðardottir,1,0,1,0,surname,-dottir,Latin,
Valgerðarson,1,1,1,1,both,-son,Latin,
Valgidur,1,1,0,0,given,,Latin,
Valgjerdsdatter,1,0,1,1,surname,-sdatter,Latin,
Valhika,1,1,0,0,given,,Latin,
Valhondo,1,0,0,1,married-only,,Latin,
Valiant,1,1,0,0,given,,Latin,
Valida,1,1,0,0,given,,Latin,
Valide,1,0,0,1,married-only,,Latin,
Valin,1,1,0,0,given,,Latin,
Valina,1,1,0,0,given,,Latin,
Valinak,1,1,0,0,given,,Latin,
Valjotsdotter,1,0,1,0,surname,-sdotter,Latin,
Valk,1,0,0,1,married-only,,Latin,
Valkaviskietė,1,0,1,0,surname,,Latin,
Valkavysk,1,0,1,0,surname,,Latin,
Valkenbosch,1,0,0,1,married-only,,Latin,
Valkenhuijzen,1,0,0,1,married-only,-zen,Latin,
Valla-Brandur,1,1,0,0,given,,Latin,
Vallabrandson,1,0,0,1,married-only,-son,Latin,
Valladóttir,1,0,0,1,married-only,-dóttir,Latin,
Vallandigham,1,1,0,0,given,,Latin,
Valldal,1,0,0,1,married-only,,Latin,
Vallem,1,0,1,0,surname,,Latin,
Vallenten,1,0,0,1,married-only,,Latin,
Valleraune,1,0,1,0,surname,,Latin,
Vallestad,1,0,1,0,surname,,Latin,
Vallette,1,0,0,1,married-only,,Latin,
Vallgornera,1,0,1,1,surname,,Latin,
Vallieres,1,0,0,1,married-only,,Latin,
Vally,1,1,0,0,given,,Latin,
Valma,1,1,0,0,given,,Latin,
Valmiki,1,1,0,0,given,,Latin,
Valo,1,0,0,1,married-only,,Latin,
Valois-Bourgogne,1,0,1,0,surname,,Latin,
Valois-Courtenay,1,0,1,0,surname,,Latin,
Valois/de,1,0,1,0,surname,,Latin,
Valon,1,1,0,0,given,,Latin,
Valoul,1,1,0,0,given,,Latin,
Valrafn,1,0,0,1,married-only,,Latin,
Valsassina,1,0,1,0,surname,,Latin,
Valserres,1,0,1,1,surname,,Latin,
Valskår,1,0,0,1,married-only,,Latin,
Valsvik,1,0,1,0,surname,,Latin,
Valsø,1,0,0,1,married-only,,Latin,
Valtes,1,0,0,1,married-only,,Latin,
Valthjof,1,1,0,0,given,,Latin,
Valthjofsdottir,1,0,0,1,married-only,-sdottir,Latin,
Valthjofson,1,0,0,1,married-only,-son,Latin,
Valthjofsson,1,0,0,1,married-only,-sson,Latin,
Valthjófsdóttir,1,0,0,1,married-only,-sdóttir,Latin,
Valtjofsdotter,1,0,1,0,surname,-sdotter,Latin,
Valtjofson,1,0,0,1,married-only,-son,Latin,
Valtjofsson,1,0,1,0,surname,-sson,Latin,
Valtjot,1,1,0,0,given,,Latin,
Valtjotsdotter,1,0,1,1,surname,-sdotter,Latin,
Valton,1,0,1,1,surname,,Latin,
Valtonen,1,0,1,0,surname,,Latin,
Valua,1,0,1,0,surname,,Latin,
Valva,1,0,0,1,married-only,,Latin,
Valázquez,1,0,1,1,surname,,Latin,
Valåker,1,0,0,1,married-only,,Latin,
Valério,1,1,0,0,given,,Latin,
Valência,1,0,0,1,married-only,,Latin,
Vamadeva,1,1,0,0,given,,Latin,
Vamana,1,1,0,0,given,,Latin,
Vamberthy,1,0,1,0,surname,,Latin,
Vambertie,1,0,1,0,surname,,Latin,
Vammeli,1,0,0,1,married-only,,Latin,
VanArk,1,0,1,0,surname,,Latin,
VanKleet,1,0,0,1,married-only,,Latin,
VanNatta,1,0,0,1,married-only,,Latin,
Vana,1,1,0,0,given,,Latin,
Vanarsdale,1,0,0,1,married-only,,Latin,
Vance,1,1,0,0,given,,Latin,
Vandad-Hormozd,1,1,0,0,given,,Latin,
Vandal,1,1,0,0,given,,Latin,
Vandale,1,0,0,1,married-only,,Latin,
Vandaomid,1,1,0,0,given,,Latin,
Vandelmodis,1,1,0,0,given,,Latin,
Vandenbergh,1,1,0,0,given,,Latin,
Vanderbrooke,1,0,0,1,married-only,,Latin,
Vanderley,1,0,1,0,surname,,Latin,
Vandiver,1,1,0,0,given,,Latin,
"Vandogg,Ø",1,0,1,1,surname,,Latin,
Vandraas,1,0,0,1,married-only,,Latin,
Vandrad,1,1,0,0,given,,Latin,
Vandrada,1,1,0,0,given,,Latin,
Vane,1,0,0,1,married-only,,Latin,
Vanecky,1,0,0,1,married-only,,Latin,
Vanegas,1,0,0,1,married-only,,Latin,
Vaneyu,1,1,0,0,given,,Latin,
Vangen,1,0,1,0,surname,,Latin,
Vangipurattachi,1,1,0,0,given,,Latin,
Vanhi,1,1,0,0,given,,Latin,
Vanhove,1,0,1,0,surname,,Latin,
Vanina,1,1,0,0,given,,Latin,
Vanitius,1,1,0,0,given,,Latin,
Vanlande,1,1,0,0,given,,Latin,
Vanlandeson,1,0,1,0,surname,-son,Latin,
Vanlandesson,1,0,1,1,surname,-sson,Latin,
Vanlandi,1,1,0,0,given,,Latin,
Vanley,1,1,0,0,given,,Latin,
Vanne,1,0,1,0,surname,,Latin,
Vannucci,1,0,1,0,surname,,Latin,
Vapno,1,0,0,1,married-only,,Latin,
Vapnø,1,0,0,1,married-only,,Latin,
Vapper,1,1,0,0,given,,Latin,
Vapushtama,1,1,0,0,given,,Latin,
"Vaquier""",1,1,0,0,given,,Latin,
Vara,1,0,1,0,surname,,Latin,
Varada,1,1,0,0,given,,Latin,
Varadachariyar,1,0,0,1,married-only,,Latin,
Varanas,1,1,0,0,given,,Latin,
Varangian,1,0,1,0,surname,,Latin,
Varas-Tiridates,1,1,0,0,given,,Latin,
Varatinskaitė,1,0,1,0,surname,,Latin,
Varavesin,1,0,1,0,surname,,Latin,
Varaz-Bakur,1,1,0,0,given,,Latin,
Varaz-Schapouh,1,1,0,0,given,,Latin,
Varaz-Tiroc',1,1,0,0,given,,Latin,
Varazdat,1,1,0,0,given,,Latin,
Varazdoukht,1,1,0,0,given,,Latin,
Vardal,1,0,1,0,surname,,Latin,
Vardandukht,1,1,0,0,given,,Latin,
Vardanoysch,1,1,0,0,given,,Latin,
Vardanoysh,1,1,0,0,given,,Latin,
Varddhan,1,1,0,0,given,,Latin,
Vardeman,1,1,0,0,given,,Latin,
Vardhana,1,1,0,0,given,,Latin,
Vardhana),1,1,0,0,given,,Latin,
