geni_id	qid	display_name	tokens
6000000003417407614		Machteld Gerritsdr van Heemstede	Gerritsdr
6000000003417412181		Bertrade Arnoutdsdr. Spiker van Waterland	Arnoutdsdr.
6000000003422188096		Eiliv Ølverssøn Ryk	Ølverssøn
6000000003423007736		Barbro Johannesdtr. Saua	Johannesdtr.
6000000003431093037		Rachel bat Nathan	bat Nathan
6000000003431600878		Ragnhild Aadnesdt. Sveen	Aadnesdt.
6000000003431706634		Anna Andersdtr Grønnevik	Andersdtr
6000000003431757302		Anders Andersen Andersdtr Grønnevik	Andersdtr
6000000003431820427		Magnhild Eivindsdtr. Vestvik	Eivindsdtr.
6000000003431837758		Heyltge Schelteusdtr. Friis	Schelteusdtr.
6000000003440134266		Sina Marie Larsdtr. Berge	Larsdtr.
6000000003444587754		Serine Larsdtr. Berge	Larsdtr.
6000000003444587754		Serina Larsdtr. Berge	Larsdtr.
6000000003446499867	Q444026	Isabella nic Domhnaill	nic Domhnaill | nic Domhnaill
6000000003454724969		Wife, Rabbi Moshe Dau. Leib Caro of Glovna	Glovna
6000000003459234501		Astrid Larsdtr. Horpestad	Larsdtr.
6000000003459286539		Marte Larsdtr. Berge	Larsdtr.
6000000003459286539		Marta Larsdtr. Berge	Larsdtr.
6000000003466770268		Ingeborg Bolette Larsdtr. Berge	Larsdtr.
6000000003466770268		Ingeborg Bolette Larsdtr. Berge	Larsdtr.
6000000003479783187		Eochaid ap Rhun	ap Rhun | ap Rhun
6000000003481547211		Elisabeth Maria Andersdtr. Riber	Andersdtr.
6000000003491933858		Anna Pedersdtr. Nessa	Pedersdtr.
6000000003491933858		Anna Pedersdtr. Nessa	Pedersdtr.
6000000003491948753		Kristine Serine Ingebretsdtr.	Ingebretsdtr. | Ingebretsdtr.
6000000003491948790		Anna Maria Martine Martinsdtr.	Martinsdtr. | Martinsdtr.
6000000003491951003		Jorina Svensdtr. Mossige	Svensdtr.
6000000003491954292		Karen Ellingsdtr.	Ellingsdtr.
6000000003491954297		Karen Ellingsdtr.	Ellingsdtr.
6000000003491958257		Signy Andreasdtr.	Andreasdtr. | Andreasdtr.
6000000003491958839		Johanna Matilde Ivarsdtr.	Ivarsdtr. | Ivarsdtr.
6000000003491962081		Anna Antoniusdatter Antoniusdtr.	Antoniusdtr. | Antoniusdtr.
6000000003491962096		Ingeborg Larsdtr.	Larsdtr. | Larsdtr.
6000000003491962116		Elisabet Frantsdtr.	Frantsdtr. | Frantsdtr.
6000000003491962141		Kari Olsdtr.	Olsdtr. | Olsdtr.
6000000003491962769		Ingeborg	Thorsdtr.
6000000003491967219		Grete Maria Olsdtr. Gausland	Olsdtr.
6000000003491971971		Johanna Ingebretsdtr. Frøyland	Ingebretsdtr.
6000000003491976968		Anna Svensdatter Svensdtr. Ånestad	Svensdtr.
6000000003491978043		Ingeborg Berte Svensdtr.	Svensdtr. | Svensdtr.
6000000003491982359		Ingrid Gabrielsdatter Johannesdtr.	Johannesdtr.
6000000003491988229		Karoline Joabine Kristiansdtr.	Kristiansdtr. | Kristiansdtr.
6000000003491988299		Maren Sofie Pedersdtr.	Pedersdtr. | Pedersdtr.
6000000003491988309		Anna Serina Svensdtr. Amdal	Svensdtr.
6000000003491988309		Anna Serina Svensdtr. Amdal	Svensdtr.
6000000003491988314		Alette Ådnesdtr.	Ådnesdtr. | Ådnesdtr.
6000000003491988329		Berta Karina Jakobsdtr. Soma	Jakobsdtr.
6000000003491988499		Oline Tollaksdtr.	Tollaksdtr. | Tollaksdtr.
6000000003491988514		Inger Marie Tollaksdtr.	Tollaksdtr. | Tollaksdtr.
6000000003491988539		Petra Larsdtr.	Larsdtr. | Larsdtr.
6000000003491988544		Sina Larsdtr.	Larsdtr. | Larsdtr.
6000000003491988594		Marta Pedersdtr.	Pedersdtr. | Pedersdtr.
6000000003491988614		Marie Pedersdtr.	Pedersdtr. | Pedersdtr.
6000000003491988619		Selma Pedersdtr. Raustad	Pedersdtr.
6000000003491988624		Beate Pedersdtr.	Pedersdtr. | Pedersdtr.
6000000003491988629		Olaug Pedersdtr.	Pedersdtr. | Pedersdtr.
6000000003491988644		Bertine Olausdtr. Aareskjold	Olausdtr.
6000000003491988644		Bertine Olausdtr. Olausdtr.	Olausdtr. | Olausdtr. | Olausdtr.
6000000003491988667		Ingeborg Larine Samuelsdtr.	Samuelsdtr. | Samuelsdtr.
6000000003491988692		Dortea Enoksdatter Enoksdtr.	Enoksdtr. | Enoksdtr.
6000000003491988707		Sigrid Enoksdatter Enoksdtr.	Enoksdtr.
6000000003491988753		Jørgine Jonasdtr.	Jonasdtr. | Jonasdtr.
6000000003491988776		Karen Johanna Eivindsdtr.	Eivindsdtr. | Eivindsdtr.
6000000003491988801		Anna Svensdtr. Svensdtr.	Svensdtr. | Svensdtr. | Svensdtr.
6000000003491988871		Helga Pedersdtter Pedersdtr	Pedersdtr | Pedersdtr
6000000003491988891		Aline Gabrielsdtr. Malmeim	Gabrielsdtr.
6000000003491988891		Aline Gabrielsdtr. Malmeim	Gabrielsdtr.
6000000003491988934		Karen Pedersdtr.	Pedersdtr. | Pedersdtr.
6000000003491990096		Ingeborg Larsdtr.	Larsdtr. | Larsdtr.
6000000003491990856		Ingeborg Malene Olsdtr. Vigdel	Olsdtr.
6000000003491990936		Martea Rasmusdtr.	Rasmusdtr. | Rasmusdtr.
6000000003491992071		Maren Pedersdatter Pedersdtr.	Pedersdtr.
6000000003491992086		Helga Pedersdatter Pedersdtr.	Pedersdtr.
6000000003491992101		Karen Kristina Olsdtr.	Olsdtr. | Olsdtr.
6000000003491992126		Malena Toresdatter Toresdtr.	Toresdtr.
6000000003491992186		Tabitta Olsdtr. Todneim	Olsdtr.
6000000003491992191		Maria Olesdatter Olsdtr.	Olsdtr.
6000000003491992451		Anne Berte Pedersdtr.	Pedersdtr. | Pedersdtr.
6000000003491992461		Berte Ivarsdtr. Ivarsdtr.	Ivarsdtr. | Ivarsdtr. | Ivarsdtr.
6000000003491992506		Oline Oleson	Olsdtr.
6000000003491995059		Kari Rasmusdtr.	Rasmusdtr. | Rasmusdtr.
6000000003491995099		Lisabet Fastingsdtr.	Fastingsdtr. | Fastingsdtr.
6000000003491995104		Lisabet Kristine Eivindsdtr.	Eivindsdtr. | Eivindsdtr.
6000000003491995129		Berte Karine Eivindsdtr.	Eivindsdtr. | Eivindsdtr.
6000000003491995174		Elisa Johannesdtr Rønneberg	Johannesdtr
6000000003491995174		Elisa Johannesdtr. Soma	Johannesdtr.
6000000003491995219		Bertha Marie Hoversdtr. Lura	Hoversdtr.
6000000003491995219		Berte Marie Håvardsdtr. Lura	Håvardsdtr.
6000000003491995384		Anna Bergitta Torine Rasmusdtr. Vestre Stangaland	Rasmusdtr.
6000000003491995399		Karen Gurina Rasmusdtr. Vestre Stangaland	Rasmusdtr.
6000000003491995404		Berta Martea Rasmusdtr. Vestre Stangaland	Rasmusdtr.
6000000003491995424		Anna Tøresdtr. Håland	Tøresdtr.
6000000003491995429		Ingeborg Tøresdtr. Tøresdatter Håland	Tøresdtr.
6000000003491995429		Ingeborg Maria Tørresdtr. Løyning	Tørresdtr.
6000000003491995454		Ane Kristina Tønnesdtr.	Tønnesdtr. | Tønnesdtr.
6000000003491995464		Karen Lisebet Antonsdtr.	Antonsdtr. | Antonsdtr.
6000000003491995469		Ane Taletta Antonsdtr.	Antonsdtr. | Antonsdtr.
6000000003491995484		Ingeborg Maria Antonsdtr.	Antonsdtr. | Antonsdtr.
6000000003491995489		Ingeborg Maria Antonsdtr.	Antonsdtr. | Antonsdtr.
6000000003491995499		Taletta Antonsdtr.	Antonsdtr. | Antonsdtr.
6000000003491995504		Anna Antonsdtr.	Antonsdtr. | Antonsdtr.
6000000003491995524		Ane Taletta Torkelsdtr. Skadberg	Torkelsdtr.
6000000003491995534		Karen Torkelsdtr. Skadberg	Torkelsdtr.
6000000003491998155		Marta Eivindsdtr.	Eivindsdtr. | Eivindsdtr.
6000000003491998160		Berta Maria Eivindsdtr.	Eivindsdtr. | Eivindsdtr.
6000000003491998213		Tabitta Hansdatter Hansdtr.	Hansdtr.
6000000003491998846		Anna Tønnesdtr. Garborg	Tønnesdtr.
6000000003492005492		Ane Ole Johannesdtr Hognestad	Johannesdtr
6000000003492005913		Ane Berta Larsdtr. Lende	Larsdtr.
6000000003492007256		Sigrid Jonsdtr.	Jonsdtr. | Jonsdtr.
6000000003492007261		Anna Jonsdtr.	Jonsdtr. | Jonsdtr.
6000000003492007331		Ingeborg Larsdtr.	Larsdtr. | Larsdtr.
6000000003492012428		Ane Margrete Andreasdtr Frøyland	Andreasdtr
6000000003492012433		Anna Regina Andreasdtr Frøyland	Andreasdtr
6000000003492012443		Ågot Andreasdtr Frøyland	Andreasdtr
6000000003492015088		Oline Svensdatter Svensdtr.	Svensdtr.
6000000003492018296		Jorina Jonsdtr.	Jonsdtr. | Jonsdtr.
6000000003492021150		Serine Ommundsdtr. død som barn	Ommundsdtr. | Ommundsdtr.
6000000003492022290		Berte Elisabet Olsdtr. Frøyland	Olsdtr.
6000000003492022305		Karen Serina Olsdtr. Frøyland	Olsdtr.
6000000003492022305		Karen Serine Olsdtr.	Olsdtr. | Olsdtr.
6000000003492022310		Ingeborg Sofia Olsdtr. Frøyland	Olsdtr.
6000000003492022310		Ingeborg Sofia Olsdtr.	Olsdtr. | Olsdtr.
6000000003492022315		Olena Olsdtr. Frøyland	Olsdtr.
6000000003492022315		Olena Olsdtr. Olsdtr.	Olsdtr. | Olsdtr. | Olsdtr.
6000000003492022320		Anna Jolette Olsdtr.	Olsdtr. | Olsdtr.
6000000003492022325		Inga Tomine Olsdtr. Frøyland	Olsdtr.
6000000003492022325		Inga Tomina Olsdtr.	Olsdtr. | Olsdtr.
6000000003492022330		Janna Sevrina Olsdtr. Frøyland	Olsdtr.
6000000003492022330		Janna Sevrina Olsdtr.	Olsdtr. | Olsdtr.
6000000003492022981		Elen Regine Torkelsdtr.	Torkelsdtr. | Torkelsdtr.
6000000003492022986		Berte Elisabeth Torkelsdtr.	Torkelsdtr. | Torkelsdtr.
6000000003492022991		Lene Marie Torkelsdtr.	Torkelsdtr. | Torkelsdtr.
6000000003492026207		Berta Olsdtr. Rosland	Olsdtr.
6000000003492026702		Agate Gabrielle Olsdtr.	Olsdtr. | Olsdtr.
6000000003492031623		Anna Maria Hansdtr.	Hansdtr. | Hansdtr.
6000000003492031646		Olena Hansdtr.	Hansdtr. | Hansdtr.
6000000003492031898		Elizabeth Stangeland	Jonsdtr.
6000000003492031958		Anna Larsdtr. Stangeland	Larsdtr.
6000000003492031963		Monsine Larine Larsdtr. Stangeland	Larsdtr.
6000000003492031968		Bergljot Larsdtr. Stangeland	Larsdtr.
6000000003492033029		Anna Bertea Svensdtr. Olson	Svensdtr.
6000000003492057260		Marite Jonsd Lea	Jonsd
6000000003492057260		Marite Jonsd Lea	Jonsd
6000000003492057694		Bent Pederssøn Amdal	Pederssøn
6000000003492064709		Povel Christenssøn	Christenssøn
6000000003492068130		Eline Samuelsdatter Samuelsdtr.	Samuelsdtr. | Samuelsdtr.
6000000003492068135		Boel Maren Samuelsdtr.	Samuelsdtr. | Samuelsdtr.
6000000003492068255		Elen Pallesd Trane	Pallesd
6000000003492068255		Elen Pallesd	Pallesd
6000000003492068340		Mette Tygesdtr.	Tygesdtr. | Tygesdtr.
6000000003492068350		Lisbeth Tygesdtr.	Tygesdtr. | Tygesdtr.
6000000003492068413		Kirsten Kieldsdtr.	Kieldsdtr. | Kieldsdtr.
6000000003492068418		Elisabeth Kieldsdtr.	Kieldsdtr. | Kieldsdtr.
6000000003492068507		Christine Søfrensdtr. Hegelund	Søfrensdtr.
6000000003492068572		Anna Catharina Nilsdtr.	Nilsdtr. | Nilsdtr.
6000000003492068647		Ukjent Christiansdtr.	Christiansdtr. | Christiansdtr.
6000000003492068767		Elisabeth Godskesdtr.	Godskesdtr. | Godskesdtr.
6000000003492068772		Anna Godskesdtr.	Godskesdtr. | Godskesdtr.
6000000003492068813		Else Klausdtr.	Klausdtr. | Klausdtr.
6000000003492068873		Anna Maria Hansdtr.	Hansdtr. | Hansdtr.
6000000003492068878		Christina Hansdtr.	Hansdtr. | Hansdtr.
6000000003492068888		Agnethe Hansdtr. Godtzen	Hansdtr.
6000000003492068948		Anna Baltzersdtr. Thrane	Baltzersdtr.
6000000003492072203		Maren Christensd Austrått	Christensd
6000000003492072203		Maren Christensd Austrått	Christensd
6000000003492072263		Karen Olsd Grannes	Olsd
6000000003492072415		Maren Abelsdtr.	Abelsdtr. | Abelsdtr.
6000000003492072420		Karen Abelsdtr.	Abelsdtr. | Abelsdtr.
6000000003492072550		Jens Jenssøn Avaldsnes	Jenssøn
6000000003492072578		Elisabet Jensdtr.	Jensdtr. | Jensdtr.
6000000003492072586		Kristina Jensdtr.	Jensdtr. | Jensdtr.
6000000003492072594		Anna Kristina Jensdtr.	Jensdtr.
6000000003492072766		Malena Torbjørnsdtr.	Torbjørnsdtr. | Torbjørnsdtr.
6000000003492083185		Maren Sofie Kristiansdtr.	Kristiansdtr. | Kristiansdtr.
6000000003492083283		Inga Marie Martinsdtr. Grude	Martinsdtr.
6000000003492083603		Anne Marie Samuelsdtr.	Samuelsdtr. | Samuelsdtr.
6000000003492083608		Martha Marie Samuelsdtr.	Samuelsdtr. | Samuelsdtr.
6000000003492083663		Karen Kristine Pedersdtr.	Pedersdtr. | Pedersdtr.
6000000003492083768		Anna Eivindsdtr Gausel	Eivindsdtr
6000000003492083878		Marta Malena Jonsdtr.	Jonsdtr. | Jonsdtr.
6000000003492083943		Kari Johnsdatter Jonsdtr.	Jonsdtr.
6000000003492088081		Oline Marie Olsdtr.	Olsdtr. | Olsdtr.
6000000003492088111		Hilda Oline Olsdtr.	Olsdtr. | Olsdtr.
6000000003492088117		Ingeborg Terese Olsdtr.	Olsdtr. | Olsdtr.
6000000003492088369		Marta Samuelsdtr.	Samuelsdtr. | Samuelsdtr.
6000000003492088393		Marta Maria Samuelsdtr. Samuelsdtr.	Samuelsdtr. | Samuelsdtr.
6000000003492088501		Jorina Pedersdtr.	Pedersdtr.
6000000003492089078		Astrid Arntsdtr Øksnevad	Arntsdtr
6000000003492089199		Ingrid Agyda Mathilde Ivarsdtr.	Ivarsdtr. | Ivarsdtr.
6000000003492089205		Sigrid Ivarsdtr.	Ivarsdtr. | Ivarsdtr.
6000000003492089254		Albretta Serina Olsdtr. Årsvoll	Olsdtr.
6000000003492089266		Hanne Malena Olsdtr. Årsvoll	Olsdtr.
6000000003492089272		Karen Taletta Olsdtr. Årsvoll	Olsdtr.
6000000003492089284		Johanne Gerhardine Olsdtr. Årsvoll	Olsdtr.
6000000003492089380		Berta Karina Olsdtr. Hana	Olsdtr.
6000000003492089391		Karen Elisabet Samuelsdtr.	Samuelsdtr. | Samuelsdtr.
6000000003492089978		Anna Jakobsdatter Jakobsdtr	Jakobsdtr
6000000003492095114		Guri Torbjørnsdtr.	Torbjørnsdtr. | Torbjørnsdtr.
6000000003492095509		Bol Roaldsdtr.	Roaldsdtr. | Roaldsdtr.
6000000003492095611		Maren Rasmusdatter Rasmusdtr.	Rasmusdtr.
6000000003492653909		Borgny Andersdtr	Andersdtr
6000000003493045952		Maren Magdalena Olesdtr. Hermandson	Olesdtr.
6000000003493353301		Ingeborg Hansdtr. Lien	Hansdtr.
6000000003494762384		Haer verch Merion	verch Merion | verch Merion
6000000003494765080		Esyllt	verch Cynan
6000000003494765080		Esyllt verch Cynan	verch Cynan | verch Cynan
6000000003494769129		N.N. verch Gwerystan	verch Gwerystan | verch Gwerystan
6000000003494769643		Morien ap Morgeneu	ap Morgeneu | ap Morgeneu
6000000003495145903		Baruch Bendit ben Meir Halberstadt	ben Meir
6000000003495148191		Löb ben Heschel Chalfan	ben Heschel
6000000003495148196		Joshua Heschel ben Elia Chalfan	ben Elia
6000000003495148202		Elia ben Abba Mari Chalfan	ben Abba
6000000003495148281		Joseph ben Solomon Colon MaHaRIK	ben Solomon
6000000003495278728		Maria Hendriksdr. van der Lecke	Hendriksdr.
6000000003495278728		Maria Hendriksdr. van der Lecke	Hendriksdr.
6000000003495315400		Gronwy ab Owain	ab Owain | ab Owain
6000000003495389288		Susanna verch Gruffydd	verch Gruffydd | verch Gruffydd
6000000003495389304		Morfydd verch Ednywain Bendew	verch Ednywain | verch Ednywain
6000000003495391046		Cadell ap Rhodri Mawr	ap Rhodri
6000000003495391376		Cadwallon Lawhir ab Einion Brenin Gwenydd	ab Einion | ab Einion
6000000003495391396		Prawst verch Tidlet	verch Tidlet | verch Tidlet
6000000003495391671		Cadell Ap ap Brochwel Brenin Deyrnllwg	ap Brochwel | ap Brochwel
6000000003495393409		Caradog ap Gwyn	ap Gwyn | ap Gwyn
6000000003495393431		Lluddica ap Tudur Lord of Maelors and Oswestry	ap Tudur | ap Tudur
6000000003495393701		Meirion y Blaidd Rhudd ap Lleufodeu	ap Lleufodeu
6000000003501135217		Mette Kristine Sørensdtr. Hegelund	Sørensdtr.
6000000003502381109		Jacob Peitersøn Dass	Peitersøn
6000000003502381340		Elling Torssøn	Torssøn | Torssøn
6000000003502381351		Ole Joenssøn	Joenssøn | Joenssøn
6000000003502423655		Gisken Levisdtr Levisdatter Leksvik	Levisdtr
6000000003502423655		Gisken Levisdtr Feldtschow	Levisdtr
6000000003502457081		Arent Olssøn Storch	Olssøn
6000000003502463110		Johan Jacobssøn Jacobssøn	Jacobssøn | Jacobssøn
6000000003510573107		Tarjer Clemetsdtr.	Clemetsdtr. | Clemetsdtr.
6000000003510573137		Anne Jensdtr.	Jensdtr. | Jensdtr.
6000000003510573229		Jacobine Regine Henriksdtr.	Henriksdtr. | Henriksdtr.
6000000003510573775		Karen Jensdtr. Lyngør	Jensdtr.
6000000003510600331		Julie Henriette Henriksdtr.	Henriksdtr. | Henriksdtr.
6000000003510624883		Else Clemetsdtr.	Clemetsdtr. | Clemetsdtr.
6000000003510634759		Inger Olsdtr.	Olsdtr. | Olsdtr.
6000000003513044579		Kari Christoffersdtr Hustoft	Christoffersdtr
6000000003513171372		Anna Christoffersdtr Hustoft	Christoffersdtr
6000000003513731919	Q29042590	Hólmfríðr Eriksdóttir	Eriksdóttir
6000000003513970899		Anne Pedersdtr. Thilo	Pedersdtr.
6000000003515628603		Synneva Sjursdtr Ringøy	Sjursdtr
6000000003515792476		Iwan Michajłowicz Wiśniowiecki h. Korybut	Michajłowicz
6000000003520880869	Q3277519	Teodor Olgerdovich of Rylsk, Ratnia & Briansk	Olgerdovich
6000000003520880869	Q3277519	Fiodor Olgierdowicz	Olgierdowicz
6000000003521266933	Q336754	Olgierd Giedyminowicz	Giedyminowicz
6000000003521563399		Sissel Johannesdtr.	Johannesdtr.
6000000003521582719		Larsine Svendsdtr Svensdtr. Nesse	Svendsdtr | Svensdtr.
6000000003522039804		Andreas Nielsen Nilsøn	Nilsøn | Nilsøn
6000000003522105980		Søren Sørensøn Søfrensson	Sørensøn
6000000003522127061		Ane Cecilie Knutsdtr.	Knutsdtr.
6000000003522139656		Omine Johanne Knutsdtr.	Knutsdtr.
6000000003522211352		Christine Knutsdtr.	Knutsdtr.
6000000003522396084		Ole Pedersøn Straumsnes	Pedersøn | Pedersøn
6000000003523136366		Marie Johannesdtr Kroken	Johannesdtr
6000000003523140954		Johanne Hansdtr Urdahl	Hansdtr
6000000003524503476	Q2464977	Korybut Dymitr Olgierdowicz	Olgierdowicz
6000000003524527851	Q17095763	Anastazja Olegovna Riazańska wielka księżna Trubecka i Briańska	Olegovna
6000000003525271134		Marta Maria Torsdtr	Torsdtr | Torsdtr
6000000003525271189		Rakel Rasmusdtr Tungland	Rasmusdtr
6000000003525289684		Anna Torgersdtr Tungland	Torgersdtr
6000000003525289698		Ragnhild Torgersdtr Tungland	Torgersdtr
6000000003525289718		Anna Andersdotter Andersdtr	Andersdtr | Andersdtr
6000000003525292007		Borghild Eivindsdtr	Eivindsdtr | Eivindsdtr
6000000003525292023		Anna Tormodsdtr Tungland	Tormodsdtr
6000000003525292028		Kari Tormodsdtr Norland	Tormodsdtr
6000000003525292034		Borghild Eivindsdtr Tungland	Eivindsdtr
6000000003525292054		Ragnhild Eivindsdtr Tungland	Eivindsdtr
6000000003525292064		Ragnhild Eivindsdtr Jørpeland	Eivindsdtr
6000000003525292491		Berta Toresdtr Nag	Toresdtr
6000000003525292537		Kari Nilsdtr Fjelde	Nilsdtr
6000000003525292555		Kari Nilsdtr Fjelde	Nilsdtr
6000000003525292567		Kari Nislsdtr Fjelde	Nislsdtr
6000000003525292590		Kristine Nilsdtr Fjelde	Nilsdtr
6000000003525296470		Marta Eriksdtr ( Litle ) Geitaskjer Nag	Eriksdtr
6000000003525296502		Dagna Bjørnsdtr Jørpelandsdalen	Bjørnsdtr
6000000003525296511		Joren Bjørnsdtr ( Jørpelandsdalen ) Tungland	Bjørnsdtr
6000000003525296523		Gunhild Bjørnsdtr Jørpelandsdalen	Bjørnsdtr
6000000003525296536		Berthe Bjørnsdtr Jørpelandsdalen	Bjørnsdtr
6000000003525296897		Adlau Tollaksdtr ( Skreå ) Lunde	Tollaksdtr
6000000003525304249		Malene Pedersdtr Voster	Pedersdtr
6000000003525304255		Kari Pedersdtr Voster	Pedersdtr
6000000003525304280		Malene Pedersdtr Voster	Pedersdtr
6000000003525468637		Sigurd Erlendsønn	Erlendsønn
6000000003525486397		Oliana Andersdtr Andersdatter	Andersdtr
6000000003525486415		Johanne Andersdtr Andersdatter	Andersdtr
6000000003528666644		Herman Mentzsøn Darre	Mentzsøn
6000000003528910714		Niels Mentzsøn Darre	Mentzsøn
6000000003528913577		Friedrich Mentzsøn Darre	Mentzsøn
6000000003539392006		Einivoldur Olesen Arnbjarnardóttir	Arnbjarnardóttir
6000000003539610500		Bat Gershon Treves	Bat Gershon
6000000003539713434		Avraham ben Matityahu Treves	ben Matityahu
6000000003541035857		Thomas ap Gwilym	ap Gwilym | ap Gwilym
6000000003545323086		Knud Erikssøn Rud	Erikssøn
6000000003545362139	Q4157508	Aurora Pavlovna Demidov	Pavlovna | Karageorgievich
6000000003549757939		Søren Christensøn Wittrup	Christensøn
6000000003549997634		Johanna Cathrina Eliasdtr. Howart	Eliasdtr.
6000000003570161814		Johan Jørgensøn Brennberg	Jørgensøn
6000000003570250519		Jon Johansøn Utland	Johansøn
6000000003572271134		Johanne Jonsdtr. Økland	Jonsdtr.
6000000003575251883	Q11995526	Petter Jacobssøn Falch	Jacobssøn
6000000003575290734		Inga Vikingsdotter	Víkingadóttir
6000000003580744527		Arnbjarnardóttir Arnbjornsdatter	Arnbjarnardóttir
6000000003580806153	Q11884488	Nicolay Feodorovich Kiselev	Feodorovich
6000000003582828389		Bertine Sofie Olsdtr Pettersen	Olsdtr
6000000003586209034		Olava Dortea Olausdtr.	Olausdtr.
6000000003587472402		Jørgen Jenssøn	Jenssøn
6000000003587777842		Reier Henrikssøn Urdahl	Henrikssøn
6000000003587854764		Johan Hanssøn Rue	Hanssøn
6000000003591177738		Jens Jørgensøn Hass	Jørgensøn
6000000003591953999		Gurið Snæúlvsdóttir	Snæúlvsdóttir
6000000003601050751		Maren Knudsdtr Juel	Knudsdtr
6000000003603098054		Angharad Agatha verch Alain	verch Alain | verch Alain
6000000003603449471		Christine Mortensdtr Mortensdatter	Mortensdtr
6000000003612667779		Borghild Henriksdtr. Bjørheim	Henriksdtr.
6000000003615495755		Margery verch Gruffydd	verch Gruffydd | verch Gruffydd
6000000003615547826	Q75561239	Gwenllian verch Rhys Mechyll	verch Rhys | verch Rhys
6000000003615597648		Constance verch Owain Cyfeiliog of Powys	verch Owain | verch Owain
6000000003615733266		Angharad verch Griffith	verch Griffith | verch Griffith
6000000003615733457		Gruffydd Farwn ap Gruffydd Lord Glyndwrdwy	ap Gruffydd | ap Gruffydd
6000000003615733463		Gwladys verch Ithel	verch Ithel | verch Ithel
6000000003617141839		Robert ap Gruffydd	ap Gruffydd | ap Gruffydd
6000000003617232297		Gruffudd Llwyd ap Robert	ap Robert | ap Robert
6000000003617352399		Myfanwy verch Rhys	verch Rhys | verch Rhys
6000000003617362053		Catherine verch Gruffydd	verch Gruffydd | verch Gruffydd
6000000003617917013		Ithel ab Edryd	ab Edryd
6000000003635145425		Elen Jørgine Johannesdtr. Sandve	Johannesdtr.
6000000003635746575	Q3141679	Hoël Mawr ap Emyr Llydaw I, King of Brittany	ap Emyr | ap Emyr
6000000003637874993		Jacob Johannesdtr. Vaage	Johannesdtr.
6000000003637962119		Kari Johannesdtr. Vaage	Johannesdtr.
6000000003637971376		Susanna Johannesdtr. Vaage	Johannesdtr.
6000000003638155250		Kari Olsdotter	Olsdtr
6000000003645175393		Sergej Pavlovich Pavlovich von Glasenapp	Pavlovich | Pavlovich
6000000003645175393		Sergej Pavlovich Pavlovich von Glasenapp	Pavlovich | Pavlovich
6000000003645667560		Christopher Knudssøn Glad	Knudssøn
6000000003645667900		Marta Gurine Jensdr Huse	Jensdr | Jensdr
6000000003645667937		Anna Berta Jensdr Huse	Jensdr | Jensdr
6000000003645672860	Q130320417	Rafarta	Kjarvalsdóttir
6000000003645746875		N Ingessønn	Ingessønn
6000000003645746880		Kristrod of Hebrides Ingessønn	Ingessønn
6000000003645775864		Anne Olufsdtr Galskyt	Olufsdtr
6000000003645788750		Meirchoin Fawr Filwr ab Owain	ab Owain
6000000003645788750		Meirchion ab Owain	ab Owain
6000000003645797582		Thorbjørg Thorsteinsdottir	Thorsteinsdottir
6000000003645806182		Trond Jonson	Jonssøn
6000000003645825345	Q50693034	Helga Moddansdóttir	Moddansdóttir | Moddansdóttir
6000000003645825356	Q75532099	NN Hákonardóttir	Hákonardóttir | Hákonardóttir
6000000003645825602	Q4806421	"Ragnhildur ""The Wicked"" Eiríksdóttir"	Eiríksdóttir
6000000003645853440		Zabbai bat Herith	bat Herith | bat Herith
6000000003645896040		Christoffer Jonssøn Benkestok	Jonssøn
6000000003645906433		Ingunn Þorsteinsdóttir	Þorsteinsdóttir
6000000003645906447		Yngvildur Þorgeirsdóttir	Þorgeirsdóttir
6000000003645908750		Thorbjorg Gilsdóttir	Gilsdóttir | Gilsdóttir
6000000003645908750		Þorbjargar Gilsdóttir	Gilsdóttir | Gilsdóttir
6000000003645908750		Þorbjargar Gilsdóttir	Gilsdóttir | Gilsdóttir
6000000003645908760	Q16421105	Þjóðhildr Iorunðardóttir	Iorunðardóttir | Iorunðardóttir
6000000003645908760	Q16421105	Þjóðhildar Jörundardóttir	Jörundardóttir | Jörundardóttir
6000000003645908760	Q16421105	Thjodhild Jörundsdóttir	Jörundsdóttir | Jörundsdóttir
6000000003645908760	Q16421105	Thjodhild Jörundsdóttir	Jörundsdóttir | Jörundsdóttir
6000000003645908790	Q451114	Freydís Eiríksdóttir	Eiríksdóttir
6000000003645908825	Q467469	Guðríður Thorbjörnsdotter	Þorbjarnardóttir
6000000003645908959		Sudislav Vladimirovich Rurikid	Vladimirovich
6000000003645929130		Marchell Ferch verch Tewdrig	verch Tewdrig | verch Tewdrig
6000000003645929135		Gwladys verch Anlach	verch Anlach
6000000003645929391		Else Andersdtr. Helvik	Andersdtr.
6000000003645929506		Katarina Ivarsdtr. Helvik	Ivarsdtr.
6000000003645940257		Didrik Jochumssøn Greve	Jochumssøn
6000000003645940755		Anna Jonsdtr. Tråvik	Jonsdtr.
6000000003645940761		Anna Katrine Fredriksdtr. Tråvik?	Fredriksdtr.
6000000003645952034		Ingrid Helgesdtr. Sætre	Helgesdtr.
6000000003645966944		Meurig ap Idwal Foel King of Gwynedd, Wales	ap Idwal
6000000003646023279		Elling Pedersøn Oxe	Pedersøn
6000000003646023927		Thórgerd Thórdis Sidu-Hallsdóttir	Sidu-Hallsdóttir | Sidu-Hallsdóttir
