round	geni_id	qid	band	ours	theirs	our_parents	their_parents	comparable_slots	slots_agreeing
1	6000000000701231991	Q98699240	NO-PARENTS	Johanne Orgies	NN	0	0	0	0
1	6000000000711466176	Q5547802	PARENTS-ONE-SIDE	Magnus Jakob Johansson Alopaeus	Magnus Jacob Alopaeus	2	0	0	0
1	6000000000714646103	Q3846916	BOTH-PARENTS-AGREE	Margherita Aldobrandeschi 3^contessa di Sovana	Margherita Aldobrandeschi	2	2	2	2
1	6000000000717229053	Q2878505	PARENTS-ONE-SIDE	Étiennette de Longwy countess consort of Bourgogne	Stephanie of Burgundy	0	2	0	0
1	6000000000721390809	Q720944	BOTH-PARENTS-AGREE	Jean de Bourbon-La Marche comte de la Marche	John I, Count of La Marche	2	2	2	2
1	6000000000721833015	Q69242	BOTH-PARENTS-PARTIAL	Johan V Herzog von Sachsen-Lauenberg Herzog	John V, Duke of Saxe-Lauenburg	2	2	2	1
1	6000000000722232334	Q505976	PARENTS-ONE-SIDE	Christian Albrecht Holstein-Gottorp, Oldenburg Herzog	Christian Albert I of Schleswig-Holstein-Gottorp	0	2	0	0
1	6000000000725251273	Q136376190	BOTH-PARENTS-AGREE	Niels Henriksen Friis af Ørbæklunde og Hesselager	Niels Henriksen Friis	2	2	2	2
1	6000000000725251281	Q136376192	BOTH-PARENTS-AGREE	Vibeke Christoffersdatter Gyldenstjerne	Vibeke Christoffersdatter Gyldenstjerne	2	2	2	2
1	6000000000728247095	Q10826312	BOTH-PARENTS-AGREE	Anna Hlohovská von Glogau	Anna Hlohovská	2	2	2	2
1	6000000000732125704	Q101247188	BOTH-PARENTS-PARTIAL	Ermegard Fickesdotter Bülow	Ermegård/Armgard Fikkesdotter Bylow, heiress of Sundby & Brokind	2	2	2	1
1	6000000000732300706	Q110304347	BOTH-PARENTS-AGREE	Anna Pedersdatter Skram	Anne Pedersdatter Skram, heiress of Alsted manor	2	2	2	2
1	6000000000732404227	Q110304346	BOTH-PARENTS-AGREE	Jens Mogensen Juel til Alsted	lieutenant Jens Mogensen Juel	2	2	2	2
1	6000000000735972498	Q6008765	ONE-PARENT-AGREE	Nils Kettilsson (Vasa) till Björnö	Nils Kettilsson	2	1	1	1
1	6000000000736000368	Q4350599	BOTH-PARENTS-AGREE	Tord Röriksson Bonde	Tord Bonde	2	2	2	2
1	6000000000736166183	Q312304	NAMES-CONFLICT	Alfonso V 'el Magnánimo' de Castilla y León rey de Aragón	Alfonso V of Aragon	2	2	2	0
1	6000000000736768413	Q259267	BOTH-PARENTS-PARTIAL	Constanza Manuelė de Villena infanta de Castilla	Constanza Manuel	2	2	2	1
1	6000000000737443202	Q4990261	BOTH-PARENTS-PARTIAL	Rebecca Randi Weiss	Nadja Weiss	2	2	2	1
1	6000000000742788611	Q167401	BOTH-PARENTS-AGREE	Elisabeth of Luxembourg	Elizabeth of Luxembourg	2	2	2	2
1	6000000000743335131	Q52557265	BOTH-PARENTS-PARTIAL	Bourgogne de Rançon Dame de Fontenay	Bourgogne de Rancon	2	2	2	1
1	6000000000743372033	Q110398770	NO-PARENTS	Sarrasine NN	Sarasine de Lezay	0	0	0	0
1	6000000000743414023	Q1386404	ONE-PARENT-AGREE	Hugues V 'le Pieux' de Lusignan Seigneur de Lusignan	Hugh V of Lusignan	1	2	1	1
1	6000000000743955206	Q241923	BOTH-PARENTS-AGREE	Joan Beaufort Queen of Scots	Joan Beaufort	2	2	2	2
1	6000000000748053313	Q75254901	BOTH-PARENTS-AGREE	Isabel Kerr	Lady Isabel Kerr	2	2	2	2
1	6000000000748066266	Q75262265	PARENTS-ONE-SIDE	James Douglas	James Douglas, 8th of Drumlanrig	0	2	0	0
1	6000000000748079261	Q75262266	BOTH-PARENTS-AGREE	Mary Fleming	Mary Fleming	2	2	2	2
1	6000000000759890348	Q3769178	BOTH-PARENTS-AGREE	Judith	Judith of Babenberg	2	2	2	2
1	6000000000759893323	Q778149	BOTH-PARENTS-PARTIAL	"Guglielmo ""il Vecchio"" Marchese di Monferrato"	William V, Marquess of Montferrat	2	2	2	1
1	6000000000768857361	Q299400	BOTH-PARENTS-PARTIAL	"Andrew I ""the White"" ""the Catholic"" Árpád dynasty"	Andrew I of Hungary	2	2	2	1
1	6000000000768957873	Q347013	BOTH-PARENTS-PARTIAL	Vratislaus II Przemyslides	Vratislaus II of Bohemia	2	2	2	1
1	6000000000769174075	Q355013	NAMES-CONFLICT	Brzetislaus I Brzetislaus	Bretislaus I	2	2	2	0
1	6000000000769386615	Q76300538	PARENTS-ONE-SIDE	Thietburg 'Dietprich'	Dietbirg von Thurgau	0	2	0	0
1	6000000000769520666	Q110303994	BOTH-PARENTS-AGREE	Pritbern von Podebusk	Pridbor IV Podebusk	2	2	2	2
1	6000000000769560303	Q455016	ONE-PARENT-AGREE	Emnilda_Hodica Von Lusatia	Emnilda of Lusatia	2	1	1	1
1	6000000000769880888	Q96778469	PARENTS-ONE-SIDE	Barbara Abernathy	Barbara Abernethy	2	0	0	0
1	6000000000769890622	Q75251079	BOTH-PARENTS-AGREE	Mary FitzAlan Baroness Strange of Blackmere	Lady Mary FitzAlan	2	2	2	2
1	6000000000769891479	Q7878022	BOTH-PARENTS-AGREE	Uchtred mac Fergus Lord of Galloway	Uhtred of Galloway	2	2	2	2
1	6000000000769891489	Q75242460	BOTH-PARENTS-AGREE	Gunhild of Allerdale	Gunhilda of Dunbar	2	2	2	2
1	6000000000769899901	Q183499	BOTH-PARENTS-PARTIAL	Æthelred 'Unræd'	Æthelred the Unready	2	2	2	1
1	6000000000769903827	Q18535774	BOTH-PARENTS-AGREE	Lowri verch Gruffudd Fychan	Lowri ferch Gruffudd Fychan	2	2	2	2
1	6000000000769914171	Q535528	BOTH-PARENTS-AGREE	Margaret nic Uilliam Princess of Scotland	Margaret of Scotland, Countess of Kent	2	2	2	2
1	6000000000769914999	Q75764363	BOTH-PARENTS-AGREE	Agnes de Ros	Agnes de Ros	2	2	2	2
1	6000000000769920068	Q76300819	BOTH-PARENTS-AGREE	Ermentrudis Billung Im Padergau	Ermentrude of France	2	2	2	2
1	6000000000769920440	Q3486550	BOTH-PARENTS-AGREE	Ælfgifu	Ælfgifu of York	2	2	2	2
1	6000000000769976561	Q61896406	BOTH-PARENTS-AGREE	Idoine de Camville Countess of Salisbury	Idoine de Camville	2	2	2	2
1	6000000000769996633	Q231794	BOTH-PARENTS-PARTIAL	Jeanne de Bourbon reine de France	Joanna of Bourbon	2	2	2	1
1	6000000000769996873	Q545140	NAMES-CONFLICT	Pierre de Dreux II, duc de Bretagne	Peter II, Duke of Brittany	2	2	2	0
1	6000000000769996983	Q2961035	BOTH-PARENTS-AGREE	Charlotte Bâtarde de Valois Dame de Meignelay	Charlotte de France	2	2	2	2
1	6000000000770078169	Q362728	BOTH-PARENTS-AGREE	Adolph von Schauenburg-Holstein IV	Adolf IV of Holstein	2	2	2	2
1	6000000000774650887	Q653945	BOTH-PARENTS-AGREE	Rogièr I 'lo Vièlh' de Comenge comte de Carcassona	Roger I of Carcassonne	2	2	2	2
1	6000000000796819061	Q266025	BOTH-PARENTS-AGREE	María 'la Grande' Alfonso de Molina reina consorte de Castilla	María de Molinillo	2	2	2	2
1	6000000000796819389	Q3400736	BOTH-PARENTS-AGREE	William ap Thomas	William ap Thomas	2	2	2	2
1	6000000000796830276	Q61911167	BOTH-PARENTS-AGREE	Joan de Cantelou	Joan de Cantilupe	2	2	2	2
1	6000000000796834108	Q42407299	BOTH-PARENTS-AGREE	Roger Clifford Kt.	Roger III de Clifford	2	2	2	2
1	6000000000796835599	Q75928108	ONE-PARENT-AGREE	Mary Davenport	Mary Davenport	1	2	1	1
1	6000000000796840008	Q1911611	BOTH-PARENTS-AGREE	Marguerite de Bar comtesse de Longwy	Margaret of Bar	2	2	2	2
1	6000000000796840269	Q75931872	BOTH-PARENTS-PARTIAL	Adelicia de Belmeis Lady Ashby la Zouche	Alice de Belmeis	2	2	2	1
1	6000000000796840291	Q16834998	ONE-PARENT-AGREE	Elizabeth de Berkeley Countess of Warwick	Elizabeth Beauchamp, Countess of Warwick	1	2	1	1
1	6000000000796840899	Q18714138	BOTH-PARENTS-PARTIAL	Aliva de Braose	Aline de Braose	2	2	2	1
1	6000000000796842181	Q8012779	PARENTS-ONE-SIDE	William Ill de Cantelou Knt.	William III de Cantilupe	0	2	0	0
1	6000000000796842681	Q465182	BOTH-PARENTS-AGREE	Peter I of Dreux Duke of Brittany	Peter I, Duke of Brittany	2	2	2	2
1	6000000000796849178	Q61911142	PARENTS-ONE-SIDE	Mahaut de Lusignan Countess of Hereford	Maud of Lusignan	0	2	0	0
1	6000000000796850241	Q75249624	ONE-PARENT-DISAGREE	Eleanor (Eleanor) Poynings Baroness Poynings	Eleanor de Poynings, Baroness de Poynings	1	2	1	0
1	6000000000796862667	Q3841908	BOTH-PARENTS-AGREE	Maud de Creully Dame de Creuilly	Mabel FitzRobert of Gloucester	2	2	2	2
1	6000000000796874512	Q7966513	BOTH-PARENTS-AGREE	Walter de Lacy Lord of Meath and Ludlow	Walter de Lacy, Lord of Meath	2	2	2	2
1	6000000000796884387	Q19606668	PARENTS-ONE-SIDE	Béatrice de Montluçon	Beatrice of Montluçon	0	1	0	0
1	6000000000796888612	Q2168134	BOTH-PARENTS-AGREE	Aleid van Gelre countess of Holland	Adelaide of Guelders	2	2	2	2
1	6000000000796888623	Q76192753	BOTH-PARENTS-PARTIAL	Agnes van Gelre	Agnes van Gelre	2	2	2	1
1	6000000000796897304	Q19039845	PARENTS-ONE-SIDE	Edward Stradling	Edward Stradling	0	2	0	0
1	6000000000796897540	Q75939753	PARENTS-ONE-SIDE	Eleanor Strongbow	Eleanor Stradling	0	2	0	0
1	6000000000803988858	Q231258	ONE-PARENT-AGREE	Julia Maesa	Julia Maesa	1	1	1	1
1	6000000000812943370	Q362163	BOTH-PARENTS-AGREE	Stenkil Ragnvaldsson	Stenkil	2	2	2	2
1	6000000000813179174	Q375664	BOTH-PARENTS-PARTIAL	Halsten Stenkilsson Stenkilsson King of Sweden	Halsten Stenkilsson	2	2	2	1
1	6000000000813921234	Q122641752	NO-PARENTS	Carolina Matilda Matilda Lundgren	Carolina Mathilda Lundgren	0	0	0	0
1	6000000000813929473	Q122641687	PARENTS-ONE-SIDE	Laurentius Bergendahl	Laurentius Bergendahl	2	0	0	0
1	6000000000831060653	Q233865	NAMES-CONFLICT	Blanca I de Navarra reina de Navarra	Blanche I of Navarre	2	2	2	0
1	6000000000831222922	Q358365	BOTH-PARENTS-PARTIAL	Carlos III 'el Noble' de Navarra rey de Navarra	Charles III of Navarre	2	2	2	1
1	6000000000834266815	Q96198746	NO-PARENTS	John Thurston	John Thurston	0	0	0	0
1	6000000000839811133	Q123036366	BOTH-PARENTS-AGREE	Adelaide Gustava Aspasie Armfelt	Gustava Armfelt	2	2	2	2
1	6000000000840029693	Q22222809	BOTH-PARENTS-PARTIAL	Maria Margareta Bonnier	Greta Bonnier	2	2	2	1
1	6000000000840435002	Q5581863	ONE-PARENT-AGREE	Isidor* Adolf Herman Bonnier	Adolf Bonnier	2	1	1	1
1	6000000000840843134	Q3433262	ONE-PARENT-AGREE	John Lyng Jr.	Jon Lyng	2	1	1	1
1	6000000000844107249	Q123700953	BOTH-PARENTS-AGREE	Peretta Usodimare	Peretta Usodimare	2	2	2	2
1	6000000000849394138	Q104550180	BOTH-PARENTS-AGREE	Brita Kristersdotter Horn	Piriitta Ristontytär of Joensuu, Heiress of Teijo	2	2	2	2
1	6000000000855403344	Q11851329	PARENTS-ONE-SIDE	Anders Claesson Molander	Anders Molander	0	2	0	0
1	6000000000855447487	Q115870967	BOTH-PARENTS-PARTIAL	Maria Lisa Aronsdotter Mollenius	Maaria Elisabet of Molander	2	2	2	1
1	6000000000855618243	Q11880513	BOTH-PARENTS-AGREE	Magnus Fredricus Torstensson Tawast	Magnus Fredrik Tawast	2	2	2	2
1	6000000000857016008	Q1962578	BOTH-PARENTS-AGREE	Maria comtesse de Saint-Paul of Luxembourg Countess of Saint-Pol	Marie of Luxembourg, Countess of Vendôme	2	2	2	2
1	6000000000864049064	Q352940	BOTH-PARENTS-AGREE	Louis de France Comte d’Evreux, de Meulan, de Gien et de Longueville	Louis of Evreux	2	2	2	2
1	6000000000864362671	Q94788387	PARENTS-ONE-SIDE	Bonnier Lehmann	Bonnier Lehmann	2	0	0	0
1	6000000000865518088	Q641895	BOTH-PARENTS-PARTIAL	Johann I Askanier Markgraf	John I, Margrave of Brandenburg	2	2	2	1
1	6000000000882773121	Q136757268	PARENTS-ONE-SIDE	Hannchen Joel	Chana Fischl Joel	1	0	0	0
1	6000000000883332237	Q287279	PARENTS-ONE-SIDE	Marie Dame de Belleville Touchet (Mistress) Touchet	Marie Touchet	0	2	0	0
1	6000000000890246444	Q75388573	BOTH-PARENTS-AGREE	Louise de la Trémoille	Louise de la Trémoille	2	2	2	2
1	6000000000894077128	Q115974080	ONE-PARENT-AGREE	Hedvig Sophia Hannelius	Hedvig Sofia Hannelius	2	1	1	1
1	6000000000897104416	Q108743050	BOTH-PARENTS-AGREE	Margareta Mauritzdotter Grip	Margareta Grip	2	2	2	2
1	6000000000897265147	Q104550826	BOTH-PARENTS-AGREE	Barbara Anrep	Barbara von Anrep	2	2	2	2
1	6000000000898069208	Q16610255	BOTH-PARENTS-PARTIAL	Estefania de Barcelona vescomte consort de Dacs	Estefania of Barcelona	2	2	2	1
1	6000000000900889388	Q1185160	BOTH-PARENTS-AGREE	Elvira Alfonso condesa de Tolosa	Elvira of Castile	2	2	2	2
1	6000000000905014194	Q3175646	BOTH-PARENTS-AGREE	Jean de Poitiers seigneur de Saint-Vallier, marchese di Crotone	Jean de Poitiers, Seigneur de Saint Vallier	2	2	2	2
1	6000000000905212220	Q257202	BOTH-PARENTS-AGREE	Margarita de Navarra reina consorte de Sicilia	Margaret of Navarre	2	2	2	2
1	6000000000908056992	Q106704523	BOTH-PARENTS-AGREE	Katherine Grosvenor	Katherine Grosvenor	2	2	2	2
1	6000000000913464065	Q133861610	PARENTS-ONE-SIDE	Amanda Olivia Carlsdotter Clouberg	Olivia Amanda Clouberg	0	2	0	0
1	6000000000922833009	Q5144468	BOTH-PARENTS-AGREE	Brigitte von Sachsen Markgräfin von Brandenburg	Brigitte Jutta of Saxony	2	2	2	2
1	6000000000929355322	Q837911	PARENTS-ONE-SIDE	Mundzuk Des Huns	Mundzuk	0	1	0	0
1	6000000000937329305	Q2518611	PARENTS-ONE-SIDE	"Ioannes II ""Maledictus"" prince of Salerno"	John II of Salerno	1	0	0	0
1	6000000000944947381	Q6061198	BOTH-PARENTS-AGREE	Ragnvald Ingesson Knaphövde	Ragvald Ingesson	2	2	2	2
1	6000000000944948696	Q130334560	BOTH-PARENTS-AGREE	Peder Thygesen til Stigs-Vedby	Peder Tygesen af Hyringsholm	2	2	2	2
1	6000000000944958312	Q21548965	BOTH-PARENTS-AGREE	Arild Baad af Halland til Vadsted	Arild Svendsen Baad of Skedal	2	2	2	2
1	6000000000945038319	Q103787469	PARENTS-ONE-SIDE	Märta Mårtensdotter Svan	Märta Mårtensdotter	0	2	0	0
1	6000000000954079569	Q75561234	BOTH-PARENTS-AGREE	Sarah de Beauchamp	Sarah de Beauchamp	2	2	2	2
1	6000000000954119760	Q89913699	BOTH-PARENTS-AGREE	Carlo Maria Buonaparte	Carlo Maria Buonaparte	2	2	2	2
1	6000000000955327387	Q96212937	NO-PARENTS	Costanza Pozzo di Borgo	Constance Pozzo di Borgo	0	0	0	0
1	6000000000955356334	Q96212935	NO-PARENTS	Pietro Odone	Pietro Odone	0	0	0	0
1	6000000000957335009	Q4769362	BOTH-PARENTS-PARTIAL	Isabella de Warenne Baroness of Bywell	Isabella de Warenne	2	2	2	1
1	6000000000961695313	Q94784942	BOTH-PARENTS-AGREE	Abraham Joseph Guggenheim	Abraham Gugenheim	2	2	2	2
1	6000000000966157341	Q54087509	PARENTS-ONE-SIDE	Gerberge du Gâtinais comtesse d'Anjou	Gerberga	2	0	0	0
1	6000000000970342399	Q638973	ONE-PARENT-AGREE	Leofric	Leofric, Earl of Mercia	1	2	1	1
1	6000000000975400956	Q75392881	PARENTS-ONE-SIDE	Mario Gabrielli III Principe di Prossedi	Don Mario Gabrielli, Principe Gabrielli	2	0	0	0
1	6000000000975599633	Q3660158	BOTH-PARENTS-AGREE	Carlotta Filistina Bonaparte	Charlotte Bonaparte Gabrielli	2	2	2	2
1	6000000000976947983	Q1232026	NAMES-CONFLICT	Lucius Æmilius Paullus	Marcus Plautius Silvanus	2	2	2	0
1	6000000001001313356	Q443511	BOTH-PARENTS-AGREE	Emilia Secunda van Nassau Countess Palatine-Zweibrucken	Countess Emilia Antwerpiana of Nassau	2	2	2	2
1	6000000001009244901	Q4965774	BOTH-PARENTS-AGREE	Maria of Mecklenburg Mecklenburg af Mecklenburg	Maria of Mecklenburg-Schwerin	2	2	2	2
1	6000000001009256198	Q326738	BOTH-PARENTS-AGREE	Anna Brandenburg Herzogin zu Mecklenberg-Güstrow	Anna of Brandenburg	2	2	2	2
1	6000000001013085939	Q75388344	BOTH-PARENTS-AGREE	Egidia Douglas Countess of Orkney	Egidia Douglas	2	2	2	2
1	6000000001013093567	Q75242562	ONE-PARENT-DISAGREE	Janet Mure Baroness Rowallan	Janet Mure	2	1	1	0
1	6000000001013098002	Q75261139	BOTH-PARENTS-AGREE	Elizabeth Graham	Lady Elizabeth Graham	2	2	2	2
1	6000000001019157079	Q50824425	BOTH-PARENTS-AGREE	Margaret Montgomerie	Margaret Montgomerie	2	2	2	2
1	6000000001020486217	Q22668563	PARENTS-ONE-SIDE	Beatriz Barbosa Fernandes	Justine Picq	2	0	0	0
1	6000000001034485341	Q2314898	BOTH-PARENTS-AGREE	Sancho Alfonso Castile I count of Alburquerque	Sancho Alfonso, 1st Count of Alburquerque	2	2	2	2
1	6000000001034695091	Q440112	BOTH-PARENTS-AGREE	Beatrice Borgonha-Portugal	Beatrice, Countess of Alburquerque	2	2	2	2
1	6000000001036055652	Q101247941	NO-PARENTS	Martin Magnusson Stjerne	Martin Magnusson (Stjärna)	0	0	0	0
1	6000000001038487031	Q112968714	PARENTS-ONE-SIDE	Anna Mårtensdotter Hästesko af Målagård	Anna Mortintytär Skoo, heiress of Nummilahti, dowager of Riilahti manor	0	2	0	0
1	6000000001041441773	Q352800	ONE-PARENT-DISAGREE	Cináed II mac Maíl Coluim Rí na h'Alba	Kenneth II of Scotland	1	1	1	0
1	6000000001042517123	Q101247543	BOTH-PARENTS-AGREE	Christina Knutsdotter Kurck	Kirsti Nuutintytär of Laukko	2	2	2	2
1	6000000001043391898	Q135682025	PARENTS-ONE-SIDE	Tasfa Iyasus	lord Tasfa Iyasus	2	0	0	0
1	6000000001044369371	Q61578965	BOTH-PARENTS-PARTIAL	Euphemia von Troppau	Euphemia of Opava	2	2	2	1
1	6000000001045266891	Q1348708	BOTH-PARENTS-AGREE	Ercole I d'Este duque de Ferrara	Ercole I d'Este	2	2	2	2
1	6000000001045459542	Q671407	BOTH-PARENTS-PARTIAL	Eleonora Trastámara d'Aragona	Eleanor of Naples, Duchess of Ferrara	2	2	2	1
1	6000000001052386360	Q101247924	NAMES-CONFLICT	Bjørn Assurson Holter	Björn Amundsson (Kamp)	2	2	2	0
1	6000000001054451006	Q105796213	BOTH-PARENTS-AGREE	Margareta Horn af Marienborg	Margareta, Friherrinna Horn af Marienborg	2	2	2	2
1	6000000001062958477	Q48547	BOTH-PARENTS-AGREE	Cosimo l de' Medici grand duke of Tuscany	Cosimo I de' Medici, Grand Duke of Tuscany	2	2	2	2
1	6000000001062969490	Q237717	BOTH-PARENTS-AGREE	Eleonora Álvarez de Toledo y Osorio Pimentel Marquesa de Villafranca	Eleanor of Toledo	2	2	2	2
1	6000000001063194930	Q116473995	PARENTS-ONE-SIDE	Teodorina de Mari	Teodorina de Mari	1	0	0	0
1	6000000001063327687	Q272509	BOTH-PARENTS-AGREE	Madeleine de La Tour d'Auvergne	Madeleine de La Tour d'Auvergne	2	2	2	2
1	6000000001063331071	Q2859526	PARENTS-ONE-SIDE	Arano Cybo viceré di Napoli	Arano Cybo	2	0	0	0
1	6000000001063370043	Q2253264	ONE-PARENT-DISAGREE	Francesco Cybo	Franceschetto Cybo	2	1	1	0
1	6000000001074275300	Q75382513	ONE-PARENT-DISAGREE	Wigg	Brand	1	1	1	0
1	6000000001075186052	Q61726998	NAMES-CONFLICT	Giovanni Salviati	Giovanni Salviati	2	2	2	0
1	6000000001095341361	Q56395973	PARENTS-ONE-SIDE	Edoardo Bueri	Edoardo Bueri	1	0	0	0
1	6000000001107642774	Q1557512	PARENTS-ONE-SIDE	Guy II (Gui, Guido) de Dampierre seigneur de Dampierre et de Montluçon	Guy II of Dampierre	0	2	0	0
1	6000000001113004923	Q5623708	BOTH-PARENTS-AGREE	Gwladus Ddu ferch Dafydd Gam	Gwladys ferch Dafydd Gam	2	2	2	2
1	6000000001116944664	Q136006548	PARENTS-ONE-SIDE	Pedro Cano	Pedro Cano	1	0	0	0
1	6000000001117003612	Q136006549	PARENTS-ONE-SIDE	Catalina Gómez de Saavedra	Catalina Goméz de Saavedra	1	0	0	0
1	6000000001126498796	Q71819975	BOTH-PARENTS-AGREE	Eleanor de Warenne	Eleanor de Warenne	2	2	2	2
1	6000000001126874688	Q101248193	PARENTS-ONE-SIDE	Ivar Olavsson Sandbu	Ivarr	1	0	0	0
1	6000000001139368448	Q75382392	BOTH-PARENTS-AGREE	Johanna “Jean” Stewart Princess of Scots	Jean Stewart	2	2	2	2
1	6000000001140143471	Q75401081	ONE-PARENT-AGREE	Jane Somerset	Lady Jane Somerset	1	2	1	1
1	6000000001140277254	Q235480	BOTH-PARENTS-AGREE	Marguerite de France reine consort d'Angleterre	Margaret of France	2	2	2	2
1	6000000001142106968	Q1858365	BOTH-PARENTS-AGREE	Hendrik II Borsselen comte de van Borssele heer van Veere en Zandenburg, Vlissingen, Westkapelle, Domburg..	Hendrik II van Borselen	2	2	2	2
1	6000000001142127731	Q2288629	BOTH-PARENTS-AGREE	Johann I. Corsselaer	Johan I van Wittem	2	2	2	2
1	6000000001142143368	Q75385096	BOTH-PARENTS-AGREE	Elizabeth Stewart Princess of Scots	Elizabeth Stewart	2	2	2	2
1	6000000001142200835	Q86055	BOTH-PARENTS-AGREE	Wilhelm III IV von Jülich-Berg	William III, Duke of Jülich-Berg	2	2	2	2
1	6000000001142225962	Q3298989	BOTH-PARENTS-PARTIAL	Mechthild von Hessen-Marburg Prinzessin von Hessen	Mathilde of Hesse	2	2	2	1
1	6000000001142238712	Q558318	BOTH-PARENTS-AGREE	Thiébaut de Bar II	Theobald II, Count of Bar	2	2	2	2
1	6000000001142495182	Q297811	BOTH-PARENTS-AGREE	Girolama Orsini	Gerolama Orsini	2	2	2	2
1	6000000001142564337	Q2506063	ONE-PARENT-DISAGREE	Ermengarde de Beaugency	Ermengarde, Countess of Maine	1	2	1	0
1	6000000001148027348	Q96317195	PARENTS-ONE-SIDE	Vasco Porcallo Manuel de Figueroa	NN	2	0	0	0
1	6000000001149373100	Q101247031	PARENTS-ONE-SIDE	Leonard Henrik Rääf i Småland	Leonhard Hindric Rääf	0	2	0	0
1	6000000001149396140	Q101247046	PARENTS-ONE-SIDE	Hedvig Charlotta Grönhagen	Hedvig Charlotta Grönhagen	2	0	0	0
1	6000000001156811632	Q270395	BOTH-PARENTS-PARTIAL	Bertha	Bertha of Swabia	2	2	2	1
1	6000000001156994090	Q476338	BOTH-PARENTS-PARTIAL	Herman Count Palatine of Lotharingia	Herman I, Count Palatine of Lotharingia	2	2	2	1
1	6000000001156994345	Q437974	ONE-PARENT-AGREE	Liudolf von Sachsen	Liudolf	1	2	1	1
1	6000000001156994355	Q11993048	BOTH-PARENTS-PARTIAL	Oda Billunger Duchess of Saxony	Oda of Billung	2	2	2	1
1	6000000001164726740	Q271940	BOTH-PARENTS-AGREE	Cecilia Vasa	Princess Cecilia of Sweden	2	2	2	2
1	6000000001169094604	Q110302810	BOTH-PARENTS-AGREE	Astrid Lydvo Ormsdatter	Astrid Ormsdatter	2	2	2	2
1	6000000001169157426	Q75384572	BOTH-PARENTS-PARTIAL	Kaðlin Hrólfsdóttir	Kathlin de Normandie	2	2	2	1
1	6000000001169174345	Q75393571	PARENTS-ONE-SIDE	Astrid Hróadóttir	Astrid Roesdotter	2	0	0	0
1	6000000001169229753	Q16652462	ONE-PARENT-DISAGREE	Þorsteinn Thorkelsson	Þorsteinn Þorkelsson	2	1	1	0
1	6000000001173531306	Q15870029	BOTH-PARENTS-PARTIAL	Angharad verch Maredudd	Angharad ferch Maredudd	2	2	2	1
1	6000000001177106110	Q73763319	ONE-PARENT-DISAGREE	Johan Tengström	Johan Tengström	2	1	1	0
1	6000000001180225952	Q93398265	ONE-PARENT-AGREE	Charles Carter	Charles Carter	1	2	1	1
1	6000000001180329995	Q93122028	BOTH-PARENTS-AGREE	Elizabeth 'Bettie' Lewis	Betty Lewis	2	2	2	2
1	6000000001180336383	Q96083077	NO-PARENTS	Julia Ann Blackburn	Julia Anne Blackburn	0	0	0	0
1	6000000001180386750	Q88299812	ONE-PARENT-AGREE	Elizabeth Gwynne	Elizabeth Gwynne	2	1	1	1
1	6000000001180676541	Q4201432	BOTH-PARENTS-AGREE	Pnbhn. Senapati Danang Suta Wijaya R. Bagus (1587-1601) Senapati Danang Sutowijaya Raden Bagus Dananjaya	Senapati of Mataram	2	2	2	2
1	6000000001182741167	Q376351	PARENTS-ONE-SIDE	Anthony Fitzherbert of Norbury	Anthony Fitzherbert	0	2	0	0
1	6000000001188871893	Q85979652	BOTH-PARENTS-AGREE	Alexander August Emil Mickwitz	Axel Mickwitz	2	2	2	2
1	6000000001190075110	Q112971389	NO-PARENTS	Catharina Elisabeth Carlsdotter Nonnemann	Catharina Elisabeth Nonnemann	0	0	0	0
1	6000000001199993264	Q695735	BOTH-PARENTS-AGREE	"Otto ""der Reiche"" von Ballenstedt Graf von Ballenstedt"	Otto, Count of Ballenstedt	2	2	2	2
1	6000000001200506171	Q11682241	ONE-PARENT-AGREE	"Gudbrand ""Kula"" Breid"	Gudbrand Kula	2	1	1	1
1	6000000001209100724	Q19950726	ONE-PARENT-AGREE	Thorolf Skjalg Skjalg Ogmundsson på Sola	Torolv skjalg Ogmundson	2	1	1	1
1	6000000001209188278	Q8772694	ONE-PARENT-AGREE	Eirik Bjodaskalle Kåresson av Obrestad	Eirik Bjodaskalle	2	1	1	1
1	6000000001210444666	Q1608524	BOTH-PARENTS-PARTIAL	"Heribert I ""Éveille-chien"" du Maine comte du maine"	Herbert I, Count of Maine	2	2	2	1
1	6000000001210512138	Q3780157	ONE-PARENT-DISAGREE	Gwrwst Ledlwm 'Half Bare' ap Ceneu King of Rheged	Gwrwst Lledlwm	1	1	1	0
1	6000000001210537431	Q75774845	BOTH-PARENTS-AGREE	Robert Boothe Sheriff of Cheshire	Sir Robert Bouth	2	2	2	2
1	6000000001219636503	Q2004866	BOTH-PARENTS-AGREE	Dervorguilla nic Alan of Galloway	Dervorguilla of Galloway	2	2	2	2
1	6000000001226966872	Q16219395	ONE-PARENT-AGREE	Leopold de Saussure	Léopold de Saussure	2	1	1	1
1	6000000001229814635	Q75393628	BOTH-PARENTS-PARTIAL	Cristina Jonsdotter Jonsdotter (Rickeby)	Christina Jonsdottir	2	2	2	1
1	6000000001230046163	Q6216894	BOTH-PARENTS-AGREE	Ture Stensson Bielke	Ture Stensson (Bielke)	2	2	2	2
1	6000000001230082152	Q6216883	BOTH-PARENTS-AGREE	Ture Jönsson	Ture Jönsson	2	2	2	2
