round	geni_id	qid	band	ours	theirs	our_parents	their_parents	comparable_slots	slots_agreeing
1	1077590	Q110601806	ONE-PARENT-AGREE	Pierre Blosset	Pierre Blosset	1	2	1	1
1	1077592	Q110601811	NO-PARENTS	Isabelle de Canouville	Isabelle D'Esmalleville	0	0	0	0
1	1077692	Q116003570	PARENTS-ONE-SIDE	Robert VI d'O Seigneur d'O	Robert VI d'O, seingeur d'O	0	2	0	0
1	1077697	Q116003577	BOTH-PARENTS-AGREE	Jeanne LeBaveux Dame de Fresnes, Baillet, Mailleboix et Franconville	Jeanne Le Baveux, Dame de Fresnes, Baillet, Mailleboix et Franconville	2	2	2	2
1	1312227	Q96201650	PARENTS-ONE-SIDE	Bethia Lathrop	Bethiah Lathrop	0	2	0	0
1	1341991	Q2718796	PARENTS-ONE-SIDE	"Godred ""Crovan"" Haraldsson King of the Isle of Man and of Dublin"	Godred Crovan	0	1	0	0
1	1350415	Q107302286	PARENTS-ONE-SIDE	Borbála Berényi de Karancsberény	Gräfin Borbála Berényi de Karancs-Berény	0	2	0	0
1	1793389	Q20890684	PARENTS-ONE-SIDE	Louise (Tante Vis) Welhaven	Louise Welhaven	2	0	0	0
1	2186128	Q5976087	ONE-PARENT-AGREE	Alfred Henrik de Maré	Henrik de Maré	2	1	1	1
1	2433762	Q19546134	BOTH-PARENTS-AGREE	Willem III van Brederode van Teylingen	Willem van Brederode	2	2	2	2
1	283157258880005868	Q110549309	NO-PARENTS	Anna Plantina	Anna Plantin	0	0	0	0
1	283163048380005890	Q127270394	NO-PARENTS	Margareta Hansdotter	Margareta Hansdotter	0	0	0	0
1	284143581860005978	Q112969084	BOTH-PARENTS-AGREE	Catharina Segersdotter Nentzelia	Catharina Nentzenius	2	2	2	2
1	2852356	Q126089031	PARENTS-ONE-SIDE	Peder Arvidsson Roman	Per Arvidsson	2	0	0	0
1	287616355090002968	Q75445757	BOTH-PARENTS-PARTIAL	Carl Johan Bagge	Carl Bagge	2	2	2	1
1	287620114100006364	Q75445769	BOTH-PARENTS-PARTIAL	Caroline Elizabeth Bagge	Carolina Elisabeth Bagge	2	2	2	1
1	290458573020002572	Q3417511	PARENTS-ONE-SIDE	Regintrude I de Bourgogne	Ragnétrude	2	0	0	0
1	290459821900001444	Q3431489	NO-PARENTS	Richemer d'Orleans Duke of the Burgundians and Franconians	Richomer	0	0	0	0
1	290460696890002594	Q3104400	PARENTS-ONE-SIDE	Garitrudis	Gertrud of Hamage	2	0	0	0
1	290640787220001509	Q99301908	ONE-PARENT-AGREE	Anna Axelsdotter Hällekis	Anna Axelsdotter av Hellekis, heiress of Säby & Hällekis	1	2	1	1
1	291011464460007572	Q16945071	NO-PARENTS	Göran Andersson Andersson	Göran Armsköld	0	0	0	0
1	292346345950008551	Q110426276	BOTH-PARENTS-AGREE	Lone Knutzon	Lone Seidenfaden	2	2	2	2
1	294497400980006361	Q314001	BOTH-PARENTS-PARTIAL	Rudolf II Habsburg Duke of Swabia	Rudolf II, Duke of Austria	2	2	2	1
1	294499031220005507	Q57323	BOTH-PARENTS-AGREE	Otto III Béla V Wittelsbach Herzog von Niederbayern, König von Ungarn magyar király	Otto V, Duke of Bavaria	2	2	2	2
1	294505619910001663	Q5053006	PARENTS-ONE-SIDE	Katarzyna	Catherine of Hungary, Duchess of Świdnica	0	2	0	0
1	294505796020003642	Q553884	BOTH-PARENTS-AGREE	Henry II of Świdnica	Henry II, Duke of Świdnica	2	2	2	2
1	297898016850003658	Q101248439	BOTH-PARENTS-AGREE	Sten Haraldsson Gren	Sten Haraldsson [Gren] på Ål	2	2	2	2
1	298732052860003667	Q261237	BOTH-PARENTS-AGREE	Elisabeth Wittelsbach Römisch-Deutsche Königin, Königin von Sizilien und Jerusalem	Elisabeth of Bavaria, Queen of Germany	2	2	2	2
1	300373742270008098	Q1747562	PARENTS-ONE-SIDE	Christine Henriette von Hessen-Rheinfels-Rotenburg	Landgravine Christine of Hesse-Rotenburg	0	2	0	0
1	302329770210002882	Q75382599	PARENTS-ONE-SIDE	Katherine Howard	Katherine Howard	0	2	0	0
1	303017853050005647	Q7879756	ONE-PARENT-AGREE	Ulpia Domitia	Ulpia	2	1	1	1
1	303641689860003787	Q75389552	NO-PARENTS	Thomas Isaac	Sir Thomas Isaac	0	0	0	0
1	3044393	Q8044361	PARENTS-ONE-SIDE		Xie Daoyun	0	1	0	0
1	3047566	Q50512407	BOTH-PARENTS-AGREE	Elisabet Kock	Elisabeth Cronström	2	2	2	2
1	305505408250004454	Q101247640	BOTH-PARENTS-PARTIAL	Göran Hansson (Stiernsköld)	Göran Hansson Stiernsköld	2	2	2	1
1	305976324250005669	Q254374	NAMES-CONFLICT	Judith of Swabia	Judith of Swabia	2	2	2	0
1	307046056690002160	Q123359125	NO-PARENTS	Carolina Gustava Zachau	Carolina Gustava Zachau	0	0	0	0
1	310795735510001425	Q61212	ONE-PARENT-AGREE	Wilhelm Ludwig von Württemberg Herzog	William Louis, Duke of Württemberg	1	2	1	1
1	310869549760008257	Q1426441	BOTH-PARENTS-AGREE	Irmengard zu von Öttingen	Irmengard of Oettingen	2	2	2	2
1	311731497930005744	Q62481	BOTH-PARENTS-PARTIAL	Wilhelm Welf the Younger, Duke of Brunswick-Lüneburg	William the Younger, Duke of Brunswick-Lüneburg	2	2	2	1
1	312092994390004595	Q238458	BOTH-PARENTS-AGREE	Augusta Frederica Welf, Guelph	Princess Augusta of Great Britain	2	2	2	2
1	313670929900002772	Q19838821	ONE-PARENT-AGREE	Alphonse Jean François de Saussure	Alphonse de Saussure	2	1	1	1
1	3137536	Q553550	BOTH-PARENTS-AGREE	Franz I Askanier Herzog	Francis I, Duke of Saxe-Lauenburg	2	2	2	2
1	3137692	Q14841647	ONE-PARENT-AGREE	"Hámundur ""heljarskinn"" Hjörsson prince of Rogaland"	Hámundur heljarskinn Hjörsson	2	1	1	1
1	3137997	Q130896	ONE-PARENT-AGREE	Ingjald Anundsson	Ingjaldr	1	1	1	1
1	314509167280001262	Q132188819	PARENTS-ONE-SIDE	Olof Olofsson Strandberg	Olof Olofsson Strandberg	2	0	0	0
1	315331424140002728	Q98050963	PARENTS-ONE-SIDE	Samuel Willard	Samuel Willard	0	2	0	0
1	315704712390006463	Q12310276	PARENTS-ONE-SIDE	Erik Appel	Erik Appel	2	0	0	0
1	316665486200008333	Q50383861	PARENTS-ONE-SIDE	Lucien Vidal-Naquet	Lucien Vidal-Naquet	2	0	0	0
1	317507680190006563	Q124021864	NO-PARENTS	Geneviève Railhac	Geneviève Railhac	0	0	0	0
1	317671909630001390	Q101247657	ONE-PARENT-AGREE	Margareta Bondesdotter	Margareta Bondesdotter	1	1	1	1
1	317708579610001391	Q76312421	BOTH-PARENTS-AGREE	Janet Ogilvy of Boyne	Janet Ogilvy	2	2	2	2
1	318696605220006609	Q103782790	BOTH-PARENTS-AGREE	Christina Arvidsdotter (Drake af Intorp)	Kristina Arvidsdotter	2	2	2	2
1	321047597580002316	Q130683608	NO-PARENTS	Poul Ingwersen	Inge Ingwersen	0	0	0	0
1	321249986350006345	Q101247184	BOTH-PARENTS-PARTIAL	Ingeborg Bengtsdotter (bjälke)	Ingeborg Bengtsdotter, dowager of Bysta	2	2	2	1
1	322112186500007391	Q110303577	BOTH-PARENTS-AGREE	Margareta Svantesdotter Natt och Dag	countess Margareta Svantesdotter av Stegeholm, Lady of Tureforsa	2	2	2	2
1	322122353900004992	Q99301926	BOTH-PARENTS-PARTIAL	Anna Poulsdotter Sested tre Sjöblad	Anna Sested	2	2	2	1
1	322125935320007344	Q28922688	BOTH-PARENTS-PARTIAL	Anna Åkesdotter Bååt	Anna Åkesdotter (Bååt)	2	2	2	1
1	3249363	Q103780603	BOTH-PARENTS-AGREE	Margrethe Clausdatter Clausdatter Thott til Tøndelgaard	Margrethe Clausdotter [Thott]	2	2	2	2
1	3250235	Q103780589	PARENTS-ONE-SIDE	Gunhild Ovesdatter Bing	Gunhild Ovesdatter (Bing)	2	0	0	0
1	328003699320004652	Q128803927	BOTH-PARENTS-AGREE	Anna Eriksdotter Soop	Anna Soop, heiress of Hammar & Hesthalla	2	2	2	2
1	328058257770004654	Q75767077	PARENTS-ONE-SIDE	Anne Steptoe	Anne Steptoe	2	0	0	0
1	328064865480001109	Q114458273	BOTH-PARENTS-AGREE	Samuel Walter Washington	Samuel Walter Washington	2	2	2	2
1	328147886880005469	Q109179696	BOTH-PARENTS-AGREE	Elsa Hansdotter Soop	Elsa Soop	2	2	2	2
1	328148159350004655	Q109179186	BOTH-PARENTS-AGREE	Olof Eriksson Ryning	Olof Eriksson Ryning	2	2	2	2
1	329667511990007558	Q130750959	PARENTS-ONE-SIDE	Birgitta Gabrielsdotter Oxenstierna till Gäddeholm	Birgitta Oxenstierna	2	0	0	0
1	333550262480011868	Q450985	ONE-PARENT-AGREE	Friederike Sophia Christiana Münter	Friederike Brun	2	1	1	1
1	335848880110006014	Q45485638	PARENTS-ONE-SIDE		Chen Boxuan	0	1	0	0
1	335854384000006042	Q45422189	PARENTS-ONE-SIDE		Chen Jian	0	1	0	0
1	336530723230014235	Q7526447	BOTH-PARENTS-AGREE	Dugald Campbell of Auchenbreck 1st Baronet	Sir Dugald Campbell, 1st Baronet	2	2	2	2
1	336530813020014239	Q75536572	BOTH-PARENTS-AGREE	Mary Erskine	Mary Erskine	2	2	2	2
1	336540115720011832	Q4718808	BOTH-PARENTS-AGREE	Alexander Erskine	Alexander Erskine of Gogar	2	2	2	2
1	339446815790012895	Q130359469	BOTH-PARENTS-AGREE	Johan Pedersen	Johannes Pedersån Rudbeck, scribe of Örebro town	2	2	2	2
1	340770956840013025	Q3366247	BOTH-PARENTS-AGREE	Kamma Heger døbenavn Karen Margareta Heger	Kamma Rahbek	2	2	2	2
1	340820289410001358	Q55900144	PARENTS-ONE-SIDE	Christiane Elisabeth Georgine Heger	Christiane Georgina Elisabeth Öhlenschläger	2	0	0	0
1	340831793700006589	Q16064115	PARENTS-ONE-SIDE	Joachim Conrad Oehlenschläger	Joachim Conrad Oehlenschläger	2	0	0	0
1	341670938620011531	Q108133411	PARENTS-ONE-SIDE	Erik Ottesen Ottesson til Vatne og Valvatne	Erik Ottesen Orning	2	0	0	0
1	342024963440013580	Q131048256	NO-PARENTS	Johan Peter von Sydow	Johan Peter Sydow	0	0	0	0
1	342026151920011851	Q29246906	NO-PARENTS	Eleonora Juliana Wiggman	Eleonora von Sydow	0	0	0	0
1	347217641430012561	Q12298066	NO-PARENTS	Chimnechildis	Chimnechild of Burgundy	0	0	0	0
1	347657700690011265	Q161831	ONE-PARENT-AGREE	Siemomysł Piast	Siemomysl	1	1	1	1
1	352411058120003159	Q99302101	BOTH-PARENTS-AGREE	Margareta Axelsdotter Natt och Dag	Margareta Axelsdotter (Natt och Dag)	2	2	2	2
1	356601173070003496	Q3112191	ONE-PARENT-DISAGREE	Helena Torildsdotter princess of Sweden	Helena	2	1	1	0
1	357363007900012581	Q109012638	BOTH-PARENTS-AGREE	Ferdinand Hans Henrich Lerche	Ferdinand Hans Henrik Lerche-Lerchenborg till Lerchenborg	2	2	2	2
1	359279068060001896	Q110738135	PARENTS-ONE-SIDE	Andronikos Doukas	Andronikos Doukas	1	0	0	0
1	359282548040006278	Q727828	BOTH-PARENTS-AGREE	Constantine Doukas Byzantine Co-emperor	Konstantinos Doukas	2	2	2	2
1	361089647570003508	Q240407	BOTH-PARENTS-AGREE	Anna of Savoy	Anna of Savoy	2	2	2	2
1	361239376580007703	Q2658379	BOTH-PARENTS-AGREE	Helena Kantakouzene	Helena Kantakouzene	2	2	2	2
1	361239904280001373	Q37084	BOTH-PARENTS-AGREE	Jovan VI Kantakouzenos Byzantine emperor	John VI Kantakouzenos	2	2	2	2
1	361240244600012699	Q2574542	BOTH-PARENTS-PARTIAL	Irene Asanina	Irene Asanina	2	2	2	1
1	361240881420011659	Q2360993	BOTH-PARENTS-AGREE	Irene Palaiologina	Irene Palaiologina	2	2	2	2
1	361246584430007702	Q3657814	ONE-PARENT-AGREE	Eugenia Irene Gattilusio of Lesbos	Irene Gattilusio	2	1	1	1
1	361247784740007621	Q272418	ONE-PARENT-AGREE	Helena Dragaš saint Hypomone	Helena Dragaš	2	1	1	1
1	361249243780011638	Q878962	BOTH-PARENTS-AGREE	Jean de Lusignan King of Cyprus	John II of Cyprus	2	2	2	2
1	361255292390013563	Q15844653	BOTH-PARENTS-PARTIAL	Catherine Asenina Zaccariaina lady of Arkadia	Catherine Zaccaria	2	2	2	1
1	361885454580013913	Q4060972	NO-PARENTS	Alexandra (Maria) Ivanovna Velyaminova	Alexandra Velyaminova	0	0	0	0
1	361889592490004752	Q2287599	BOTH-PARENTS-PARTIAL	Dmitri Konstantinovich of Suzdal	Dmitry of Suzdal	2	2	2	1
1	361899168470007979	Q30879239	BOTH-PARENTS-PARTIAL	Feodosia Mstislavovna of Vladimir	Feodossiya Mstislavna	2	2	2	1
1	363459300950013490	Q75275143	BOTH-PARENTS-AGREE	Patrick Graham	Patrick Graham	2	2	2	2
1	363466680820005860	Q41641831	ONE-PARENT-AGREE	David Graham of Dundaff	David de Graham	1	1	1	1
1	363883666190011719	Q53442	BOTH-PARENTS-AGREE	Bolesław IV the Curly IV The Curly High Duke of Poland	Bolesław IV the Curly	2	2	2	2
1	363920011020004040	Q53445	BOTH-PARENTS-PARTIAL	"Henry I ""the Bearded"" ´der Bärtige`"	Henry I the Bearded	2	2	2	1
1	364408738850013706	Q434662	BOTH-PARENTS-AGREE	Anna Czeska von Böhmen	Anne of Bohemia, Duchess of Silesia	2	2	2	2
1	364546996610002449	Q32607	ONE-PARENT-DISAGREE	I. János Zapolya magyar király	John Zápolya	1	2	1	0
1	365372056200006257	Q68110236	BOTH-PARENTS-AGREE	Anne de Ferrers	Anne de Ferrers	2	2	2	2
1	365411847800006405	Q7184742	BOTH-PARENTS-AGREE	Philippa de Beauchamp Countess of Stafford	Philippa de Beauchamp	2	2	2	2
1	367115010670011049	Q75387795	NO-PARENTS	Sinill de Douglas	Sinill, Mormaer of Angus	0	0	0	0
1	368483634080002549	Q110549260	BOTH-PARENTS-AGREE	Jöns Filipsson Bonde	Jöns Filipsson Bonde	2	2	2	2
1	368713820640003185	Q631524	BOTH-PARENTS-PARTIAL	Ludvig Louis d'Anjou Graf	Louis of Durazzo, Count of Gravina	2	2	2	1
1	368714154710012201	Q75394476	ONE-PARENT-DISAGREE	Margareta Sanseverino	Margaret of San Severino	2	1	1	0
1	3696730	Q263296	ONE-PARENT-AGREE	Maria Dobronega of Kiev, Rurikid	Maria Dobroniega of Kiev	2	1	1	1
1	370166216450011194	Q98697738	BOTH-PARENTS-AGREE	Katarina Karlsdotter Lejonbalk	NN Karlsdotter (Lejonbalk)	2	2	2	2
1	373825433260012185	Q2544015	BOTH-PARENTS-AGREE	Floris Carel van Beieren-Schagen	Floris Carel van Beieren-Schagen	2	2	2	2
1	373825948450007046	Q106875612	BOTH-PARENTS-AGREE	Jacoba Maria van Wassenaer	Jacoba Maria van Wassenaer	2	2	2	2
1	374186411790012301	Q18209847	NO-PARENTS	William Shields Reid	William S. Reid	0	0	0	0
1	374702604860007088	Q47541485	PARENTS-ONE-SIDE	David McKay	David McKay	2	0	0	0
1	375693712960012610	Q748091	PARENTS-ONE-SIDE	Ivan Asen I	Ivan Asen I of Bulgaria	0	1	0	0
1	375743294250004675	Q715297	PARENTS-ONE-SIDE	George I Terter	George I of Bulgaria	0	1	0	0
1	375771159210012562	Q574537	BOTH-PARENTS-AGREE	N.N. Palaiologina	Smiltsena Palaiologina	2	2	2	2
1	375784738310012619	Q234805	ONE-PARENT-DISAGREE	Börte Üjin Ujin Khatun Onggïrat	Börte	2	1	1	0
1	376406918790013422	Q234568	BOTH-PARENTS-AGREE	Maria Theresa Francesca Giuseppa Giovanna Benedicta von Habsburg-Lothringen regina di Sardegna	Maria Theresa of Austria	2	2	2	2
1	376411602640013414	Q181261	PARENTS-ONE-SIDE	Carlo Alberto Amedeo Emanuele Vittorio Maria Clemente Saverio di Savoia Re di Sardegna	Carlo Alberto I of Sardinia	0	2	0	0
1	376456844520011080	Q131142450	ONE-PARENT-AGREE		Maria	1	2	1	1
1	376460534500005789	Q735831	PARENTS-ONE-SIDE	Maria Elisabeth Francesca Elisabetta Carlotta Giuseppina di Savoia-Carignano Erzherzogin von Österreich, viceré del Lombardo-Veneto	Princess Elisabeth of Savoy	0	2	0	0
1	376461877660013431	Q442756	BOTH-PARENTS-AGREE	Rainer Joseph Johann Michael Franz Hieronymus von Habsburg-Lothringen Erzherzog, viceré del Lombardo-Veneto	Archduke Rainer Joseph of Austria	2	2	2	2
1	377256097400012303	Q20028150	PARENTS-ONE-SIDE	Demetrius I Kantakuzin despot of Morea	Alexios I of Gothia	2	0	0	0
1	377258997460012307	Q447704	BOTH-PARENTS-AGREE	Angelina Araniti Komneni	Saint Angelina of Serbia	2	2	2	2
1	377259658320002147	Q1272767	BOTH-PARENTS-PARTIAL	Guglielmo Paleologo marchese del Monferrato	William IX, Marquess of Montferrat	2	2	2	1
1	377386245700013789	Q92189452	NO-PARENTS	William Adam Hocker	William A. Hocker	0	0	0	0
1	377633143710013804	Q122364468	PARENTS-ONE-SIDE	Berndt Ulrik Nordgren	Bernt Ulrik	0	1	0	0
1	377633663810013807	Q122364477	ONE-PARENT-AGREE	Hulda Christina Munck af Fulkila	noble Hulda Kristiina of Munkki	1	2	1	1
1	377649183480004232	Q1327859	ONE-PARENT-AGREE	Elen ferch Eudaf Hen	Elen	2	1	1	1
1	377663071280012351	Q116055661	ONE-PARENT-DISAGREE	Anlach Goronog mac Cormac King of Ireland	Anlach mac Coronac ab Eurbre Wyddel	2	1	1	0
1	378271468310013093	Q136193173	NAMES-CONFLICT	Anna Magdalena Joachimsdotter Wargentin	Anna Matleena of Wargentin	2	2	2	0
1	3784382	Q464081	BOTH-PARENTS-AGREE	Theophanu Skleraina	Theophanu	2	2	2	2
1	383205592810012430	Q75889756	NAMES-CONFLICT	Roger van Gistel Heer van Straete	Roger de Ghistelles, Seigneur de Dudzeele et de Straten	2	2	2	0
1	384070862300011689	Q76298658	NO-PARENTS	Hadaburg N.N. Gräfin im Saalgau	Hadaburg (?)	0	0	0	0
1	384745660540013670	Q40104550	NO-PARENTS	Erik Carlsson Kuse till Almby	Erik Kuse	0	0	0	0
1	384957042050004258	Q99301907	BOTH-PARENTS-AGREE	Märta Axelsdotter Posse	Mereta Axelsdotter av Hellekis och Tun	2	2	2	2
1	386743189540005666	Q4959104	NAMES-CONFLICT	Sigrid Margareta Charlotta Fleming af Liebelitz	Hedvig Amalia Charlotta Klinckowström	2	2	2	0
1	387982253800007385	Q5715368	PARENTS-ONE-SIDE	Mama Palla Chimpu Tucto Coca 11va Colla Reina del Cusco	Añas Colque	1	0	0	0
1	388476407570002989	Q18161557	BOTH-PARENTS-AGREE	Anthony John Neuberger	Anthony Neuberger	2	2	2	2
1	388714070460007453	Q110302069	BOTH-PARENTS-PARTIAL	Juana Fernández de Orozco Ruiz Sra. de Hita y de Buitrago	Juana de Orozco	2	2	2	1
1	388793565870003237	Q56258080	NO-PARENTS	Rotrude	Rotrude	0	0	0	0
1	389789863260004418	Q45379787	PARENTS-ONE-SIDE		Chen Yishi	0	1	0	0
1	3929061297010049751	Q117353135	PARENTS-ONE-SIDE	Peder Tyreson	Per Tyrsson	2	0	0	0
1	3985322	Q108840739	PARENTS-ONE-SIDE	Anders Nilsen Panter til Asdal	Anders Nielsen Panter Sappi	2	0	0	0
1	4015183362770034969	Q87783197	BOTH-PARENTS-AGREE	Mercy Tyng	Mercy Tyng	2	2	2	2
1	4028933255290011118	Q110313606	BOTH-PARENTS-AGREE	Maria Göransdotter Ekeblad	Maria Ekeblad	2	2	2	2
1	4047727089520079185	Q110304466	PARENTS-ONE-SIDE	Anna Margretha Kaasbøl	Anna Margarethe Kaboll	1	0	0	0
1	4076929673010124126	Q108434577	PARENTS-ONE-SIDE	Johan Claes Cnattingius	Claes Johan Cnattingius	2	0	0	0
1	4083563	Q6008802	BOTH-PARENTS-AGREE	Nils Nilsson Nilsson (Natt och Dag)	Nils Nilsson	2	2	2	2
1	4085335	Q111189569	BOTH-PARENTS-PARTIAL	Catharina Ebba Carlsdotter Natt och Dag	Catharina Ebba Natt och dag	2	2	2	1
1	4085368611040124960	Q105796231	NAMES-CONFLICT	Margareta Gödiksdotter Fincke till Kanckas	Marjatta of Porkkala, heiress of Sunniemi, Autuinen & Porkkala	2	2	2	0
1	4093676309000010109	Q96244826	PARENTS-ONE-SIDE	Isabelle Élisabeth de Montagu	Isabelle (Bonne-Elisabeth) de Montaigu, Dame de Marcoussis et de Germaine	0	2	0	0
1	4093711337850033819	Q102830155	BOTH-PARENTS-PARTIAL	Simon de Roucy Pierrepont Comte de Roucy et de Braine	Simon de Roucy, Count of Braine	2	2	2	1
1	4127785360220059581	Q6170694	PARENTS-ONE-SIDE	Johan Franciscus Gottlieb Schønheyder	Johan Franciscus Gottlieb Schønheyder	2	0	0	0
1	4129655224770040509	Q116983391	NO-PARENTS	Gilbert Gautier de Saint Valéry Seigneur de Heugleville	Gilbert de Saint-Valery	0	0	0	0
1	4179623622700125728	Q3665517	PARENTS-ONE-SIDE	Cesare Rasponi Bonanzi Conte	Cesare Rasponi Bonanzi	2	0	0	0
1	4189058181370041848	Q29419475	PARENTS-ONE-SIDE	Elis Furuhjelm	Elis Furuhjelm	0	2	0	0
1	4207878	Q5812602	NO-PARENTS	Oscar Claes Fleming Holtermann	Oscar Holtermann	0	0	0	0
1	4224136108080121326	Q229592	BOTH-PARENTS-AGREE	Mathilde de Boulogne Queen consort of England, comtessa de Boulogne	Matilda of Boulogne	2	2	2	2
1	4225312789020057152	Q4450926	BOTH-PARENTS-AGREE	Agnes Guelph	Agnes of the Palatinate	2	2	2	2
1	4229810402330033993	Q75243290	BOTH-PARENTS-PARTIAL	Katherine de Balsac	Catherine de Balsac	2	2	2	1
1	4240537919610035130	Q110386205	NAMES-CONFLICT	Lars Bengtsson Hierta till Kålsholmen	captain Laurens Bentsån 'Griis'	2	2	2	0
1	4246764	Q24066899	PARENTS-ONE-SIDE	Giovanni Attendolo	Giovanni Attendolo	2	0	0	0
1	4246765	Q61636573	ONE-PARENT-AGREE	Elisa Petraccini	Elisa Petraccini	2	1	1	1
1	4250296231220063485	Q27661831	BOTH-PARENTS-AGREE	Mario Chigi Albani della Rovere VII principe di Farnese	Mario Chigi Albani della Rovere	2	2	2	2
1	4250306164680049781	Q16271474	BOTH-PARENTS-AGREE	Agostino Chigi della Rovere	Agostino Chigi Albani della Rovere	2	2	2	2
1	4256705952020039745	Q23771111	ONE-PARENT-AGREE	Agnes von Barby-Mühlingen	Agnes of Barby-Mühlingen	1	2	1	1
1	4256719696270064351	Q55155115	BOTH-PARENTS-AGREE	Wolfgang I Graf von Barby-Mühlingen	Wolfgang I, Count of Barby-Mühlingen	2	2	2	2
1	4258867	Q233178	PARENTS-ONE-SIDE	Giovanna ‘Vannozza’ dei Cattanei	Vannozza dei Cattanei	0	2	0	0
1	4258970970100070152	Q466257	BOTH-PARENTS-AGREE	Rozala d'Ivrea	Rozala of Italy	2	2	2	2
1	4259042	Q6214652	BOTH-PARENTS-PARTIAL	Jofré de Borja y Escrivà 1er Señor de la Casa de Borja en Xátiva	Jofré Llançol i Escrivà	2	2	2	1
1	4259374	Q1955329	BOTH-PARENTS-AGREE	Charlotte d'Albret Dame de Châlu, regent of the Duchy of Valentinois	Charlotte of Albret	2	2	2	2
1	4264137824880038907	Q1188419	BOTH-PARENTS-PARTIAL	Maria Borisovna of Tver'	Maria of Tver	2	2	2	1
1	4264540977180065944	Q73763253	BOTH-PARENTS-AGREE	Helena Christina Gustafsdotter Grass	Helena Kristina Grass	2	2	2	2
1	4265302014980128122	Q939520	PARENTS-ONE-SIDE	Hugues de Lusignan Comte de la Marche	Hugh IX of Lusignan	0	2	0	0
1	4268988	Q61727005	PARENTS-ONE-SIDE	Elena Gondi	Elena Gondi-Buondelmonti	0	2	0	0
1	4269521	Q1113645	BOTH-PARENTS-AGREE	Lucrezia Tornabuoni	Lucrezia Tornabuoni	2	2	2	2
1	4285434	Q1305838	BOTH-PARENTS-AGREE	Jean I de Dampierre comte de Namur	John I, Marquis of Namur	2	2	2	2
1	4293217	Q2366364	BOTH-PARENTS-PARTIAL	Sune Folkesson Folkunga	Sune Folkesson	2	2	2	1
1	4301208601180054964	Q133891316	ONE-PARENT-AGREE	Jeanne Crevier Dit Bellerive	Marie-Jeanne Crevier	2	1	1	1
1	4309959632010067721	Q111189014	ONE-PARENT-AGREE	Karin Brandell	Karin Kerfstedt	2	1	1	1
1	4309976041010067293	Q50351267	PARENTS-ONE-SIDE	Ulrika Brandell	Ulrika Pehrsdatter Brandell	2	0	0	0
1	4321098567160010617	Q2749178	PARENTS-ONE-SIDE	Nicolas 'le Beau' d'Oisy seigneur d'Avesnes, de Leuze & de Condé	Nicholas d'Oisy, Lord of Avesnes	0	2	0	0
1	4322668	Q958817	BOTH-PARENTS-PARTIAL	Erik Arvidsson Trolle till Fånö, Ekholmen och Lagnö	Eric Trolle	2	2	2	1
1	4342753987680065165	Q104211882	PARENTS-ONE-SIDE	Meyer Ruben Henriques	Meyer Ruben Henriques	1	0	0	0
1	4349450	Q99301933	BOTH-PARENTS-AGREE	Carin Eriksdotter Gyldenstierne	Karin Eriksdotter av Fogelvik och Vinstorp	2	2	2	2
1	4363152365890123437	Q2621664	BOTH-PARENTS-PARTIAL	Narymunt Gleb Gleb Giedymidis Gedimind	Narimantas	2	2	2	1
1	4363165195640021509	Q2041044	NAMES-CONFLICT	Patrikas, prince of Starodub & Zwenihorod	Patrikas	2	2	2	0
1	4363184995560049059	Q2080596	BOTH-PARENTS-PARTIAL	Koriat Mikhail, prince of Navahrudak and Vaŭkavysk	Karijotas	2	2	2	1
1	4363245702860036902	Q2669823	NAMES-CONFLICT	Tautvilas, duke of Lithuania	Tautvilas Kęstutaitis	2	2	2	0
1	4369107	Q98697688	BOTH-PARENTS-AGREE	Bengt Heer Uddsson Vinstorp	Bengt Uddsson (Vinstorpaätten)	2	2	2	2
1	4369463	Q64125	BOTH-PARENTS-PARTIAL	Christina Magdalena Wittelsbach zu Baden-Durlach	Christina Magdalena of the Palatinate-Zweibrücken	2	2	2	1
1	4372078941100029399	Q3064488	NO-PARENTS	Faileuba	Faileuba	0	0	0	0
1	4377269	Q48562235	PARENTS-ONE-SIDE	Olaus Troilius	Olof Troilius	2	0	0	0
1	4419737840620030736	Q27835186	BOTH-PARENTS-AGREE	Agostino Chigi della Rovere III principe di Farnese	Agostino Chigi della Rovere, 3rd Prince of Farnese	2	2	2	2
1	4419737899550021662	Q130313011	PARENTS-ONE-SIDE	Giulia Augusta Albani	Giulia Augusta Albani	0	2	0	0
1	4419771655010030488	Q27999314	BOTH-PARENTS-AGREE	Augusto Chigi	Augusto Chigi	2	2	2	2
1	4419771697210021677	Q110459127	BOTH-PARENTS-AGREE	Maria Eleonora Rospigliosi	Donna Maria Eleonora Rospigliosi	2	2	2	2
1	4419784885600127318	Q26899109	BOTH-PARENTS-AGREE	Agostino Chigi	Agostino Chigi	2	2	2	2
1	4419784919120021680	Q110459208	BOTH-PARENTS-AGREE	Maria Virginia Borghese	Maria Virginia Borghese	2	2	2	2
1	4419816435970068562	Q100441573	BOTH-PARENTS-AGREE	Flavio Chigi	Flavio Chigi, Gonfaloniere	2	2	2	2
1	4420665020940030271	Q5906632	ONE-PARENT-AGREE	Johannes Kerfstedt	Johannes Kerfstedt	2	1	1	1
1	4442868391570026354	Q96203262	PARENTS-ONE-SIDE	Mary Ellen Ball	Mary Ellen Ball	2	0	0	0
