geni_id	qid	geni_name	wikidata_ja_label	state	reading_or_source	evidence_strength	correspondence_sources
6000000001770917132	Q2890348	高頼 六角	六角高頼	jawiki article	六角高頼	3 hop(s)	zipper
6000000001773332170	Q11574913	家宗 生駒	生駒家宗	jawiki article	生駒家宗	3 hop(s)	zipper
6000000001773861856	Q8513824	忠知 蒲生	蒲生忠知	jawiki article	蒲生忠知	3 hop(s)	zipper
6000000001782852630	Q11353132	元有 細川	一色満範	jawiki article	一色満範	3 hop(s)	zipper
6000000001806828275	Q11520040	忠豊 本多	本多忠豊	jawiki article	本多忠豊	3 hop(s)	zipper
6000000001809171449	Q7004359	光松院 織田	松孝院	jawiki article	松孝院	3 hop(s)	zipper
6000000001874392418	Q11068736	氏景 朝倉	朝倉氏景	jawiki article	朝倉氏景 (3代当主)	3 hop(s)	zipper
6000000001882094627	Q8192119	秀政 小笠原	小笠原秀政	jawiki article	小笠原秀政	3 hop(s)	zipper
6000000001908014037	Q11376938	能通 藤原	今川範忠	jawiki article	今川範忠	3 hop(s)	zipper
6000000001908572106	Q11545659	公氏 正親町三条	正親町三条公氏	jawiki article	正親町三条公氏	3 hop(s)	zipper
6000000001916923599	Q11642024	遠山夫人 織田	遠山夫人	jawiki article	龍勝院	3 hop(s)	zipper
6000000001916965494	Q5369237	信勝 武田	武田信勝	jawiki article	武田信勝	3 hop(s)	zipper
6000000001931983684	Q109287985	貞遠 伊勢	伊勢貞遠	jawiki article	伊勢貞遠	3 hop(s)	zipper
6000000001933159603	Q11651502	行兼 藤原	長信	jawiki article	長信	3 hop(s)	zipper
6000000002157976148	Q11623412	盛実 藤原	藤原盛実	jawiki article	藤原盛実	3 hop(s)	zipper
6000000002159893414	Q11605109	諸人 紀	紀諸人	jawiki article	紀諸人	3 hop(s)	zipper
6000000002210376049	Q10856577	登久 峯高院 松平	登久姫	jawiki article	登久姫	3 hop(s)	zipper
6000000002232468766	Q10856541	忠知 小笠原	小笠原忠知	jawiki article	小笠原忠知	3 hop(s)	zipper
6000000002232963326	Q10856547	小笠原忠雄	小笠原忠雄	jawiki article	小笠原忠雄	3 hop(s)	zipper
6000000002232975225	Q10856584	長宣 小笠原	小笠原長宣	jawiki article	小笠原長宣	3 hop(s)	zipper
6000000002232978085	Q10517436	亀 本多	円照院 (本多忠政次女)	jawiki article	円照院	3 hop(s)	zipper
6000000002367680991	Q11546122	信高 武田	武田元光	jawiki article	武田元光	3 hop(s)	zipper
6000000002416276234	Q11623162	宗能 藤原	藤原宗能	jawiki article	藤原宗能	3 hop(s)	structural;zipper
6000000002416479066	Q11623159	宗忠 藤原	藤原宗忠	jawiki article	藤原宗忠	3 hop(s)	zipper
6000000002431821665	Q109287902	唐 県犬養	県犬養唐	jawiki article	県犬養唐	3 hop(s)	zipper
6000000002494644742	Q10856319	衛友 谷	谷衛友	jawiki article	谷衛友	3 hop(s)	zipper
6000000002531963071	Q11400604	晴豊 勧修寺	勧修寺晴豊	jawiki article	勧修寺晴豊	3 hop(s)	zipper
6000000002580852776	Q109796885	英利 小出	園基勝	jawiki article	園基勝	3 hop(s)	zipper
6000000002681148002	Q11483151	武綱 秩父	平武綱	jawiki article	平武綱	3 hop(s)	zipper
6000000002839207398	Q97636286	人数 藤原	藤原人数	jawiki article	藤原人数	3 hop(s)	zipper
6000000003186859965	Q109799130	英貞 小出	園基香	jawiki article	園基香	3 hop(s)	zipper
6000000004163690722	Q11651975	長岌 諏訪	長岌	jawiki article	長岌	3 hop(s)	zipper
6000000006855687440	Q8515976	重直 松平	松平重直	jawiki article	松平重直	3 hop(s)	zipper
6000000006895360215	Q11668788	永慶 高倉	高倉永慶	jawiki article	高倉永慶	3 hop(s)	zipper
6000000007162293692	Q11623624	関雄 藤原	藤原関雄	jawiki article	藤原関雄	3 hop(s)	zipper
6000000007162629640	Q11623474	縄継 藤原	藤原綱継	jawiki article	藤原綱継	3 hop(s)	zipper
6000000007162730277	Q11623104	吉野 藤原	藤原吉野	jawiki article	藤原吉野	3 hop(s)	zipper
6000000007162799539	Q11544185	三夏 橘	橘三夏	jawiki article	橘三夏	3 hop(s)	zipper
6000000007162950201	Q11544232	安喜雄 橘	橘安吉雄	jawiki article	橘安吉雄	3 hop(s)	zipper
6000000007180389448	Q106293021	仲保 藤原	藤原公利	jawiki article	藤原公利	3 hop(s)	zipper
6000000007212103289	Q11530400	定長 松平	松平定長	jawiki article	松平定長	3 hop(s)	zipper
6000000007730719661	Q109849406	頼業 葉室	葉室頼業	jawiki article	葉室頼業	3 hop(s)	zipper
6000000008025426414	Q106433860	成順 高階	高階成順	jawiki article	高階成順	3 hop(s)	zipper
6000000008118941417	Q11580789	俊哲 百済王	百済王俊哲	jawiki article	百済王俊哲	3 hop(s)	zipper
6000000008132916184	Q106760246	基家 小机	渋谷重家	jawiki article	河崎重家	3 hop(s)	zipper
6000000008201989052	Q11623529	行経 藤原	藤原行経	jawiki article	藤原行経	3 hop(s)	zipper
6000000008261513710	Q106708896	重資 庭田	庭田重資	jawiki article	庭田重資	3 hop(s)	zipper
6000000008369461114	Q110886408	公雄 風早	風早公紀	jawiki article	風早公紀	3 hop(s)	zipper
6000000008369791006	Q110874195	実種 風早	風早公元	jawiki article	風早公元	3 hop(s)	zipper
6000000008652935068	Q89521260	行親 平	平行親	jawiki article	平行親	3 hop(s)	zipper
6000000008652993646	Q17225467	親信 平	平親信	jawiki article	平親信	3 hop(s)	zipper
6000000008737237569	Q701641	蘭 瓜爾佳	幼蘭	jawiki article	幼蘭	3 hop(s)	structural;zipper
6000000009879973346	Q124483480	良経 藤原	藤原良経	jawiki article	藤原良経 (平安時代中期の貴族)	3 hop(s)	zipper
6000000009880095594	Q11623181	実経 藤原	藤原実経	jawiki article	藤原実経	3 hop(s)	zipper
6000000009894821218	Q7223074	実雄 洞院	洞院実雄	jawiki article	洞院実雄	3 hop(s)	zipper
6000000013331296246	Q109173757	石霞 怡瑩 唐	唐石霞	jawiki article	唐石霞	3 hop(s)	wikidata-p2600
6000000016130573875	Q99517149	登美 恩地	恩地トミ	jawiki article	恩地トミ	3 hop(s)	zipper
6000000133689267860	Q26248568	和乙継	和乙継	jawiki article	和乙継	3 hop(s)	zipper
6000000210408834830	Q97341863	坂上	坂上大国	jawiki article	坂上大国	3 hop(s)	wikidata-p2600
6000000210409014823	Q97341865	坂上	坂上首名	jawiki article	坂上首名	3 hop(s)	wikidata-p2600
6000000001751619339	Q118746933	吉英 永見	永見吉英	jawiki article	永見吉英	4 hop(s)	zipper
6000000001773538118	Q5368466	定秀 蒲生	蒲生定秀	jawiki article	蒲生定秀	4 hop(s)	zipper
6000000001907491490	Q3198726	忠嗣 近衛	近衛忠嗣	jawiki article	近衛忠嗣	4 hop(s)	zipper
6000000001907614031	Q3198713	兼嗣 近衛	近衛兼嗣	jawiki article	近衛兼嗣	4 hop(s)	zipper
6000000001908545007	Q17213898	公貫 正親町三条	正親町三条公貫	jawiki article	正親町三条公貫	4 hop(s)	zipper
6000000001908563013	Q20039036	実蔭 正親町三条	正親町三条実蔭	jawiki article	正親町三条実蔭	4 hop(s)	zipper
6000000001933062981	Q95162404	能俊 源	源能俊	jawiki article	源能俊	4 hop(s)	zipper
6000000001950633478	Q11623498	秀郷 藤原	藤原良世	jawiki article	藤原良世	4 hop(s)	zipper
6000000002157907316	Q106450897	憲輔 藤原	藤原憲輔	jawiki article	藤原憲輔	4 hop(s)	zipper
6000000002580552014	Q11466763	正弘(宗永) 山口	山口宗永	jawiki article	山口宗永	4 hop(s)	zipper
6000000002968029509	Q11355812	公兼 三条	三条公兼	jawiki article	三条公兼	4 hop(s)	zipper
6000000002968082251	Q11355834	実秀 左大臣 三条	三条実秀	jawiki article	三条実秀	4 hop(s)	zipper
6000000003126586583	Q17230451	泰清 源	源泰清	jawiki article	源泰清	4 hop(s)	zipper
6000000003187856211	Q110174337	英筠 小出	園基茂	jawiki article	園基茂	4 hop(s)	zipper
6000000004405344748	Q11546121	元光 武田	武田元信	jawiki article	武田元信	4 hop(s)	zipper
6000000006994338541	Q11449186	興家 宇喜多	宇喜多興家	jawiki article	宇喜多興家	4 hop(s)	zipper
6000000008133573627	Q11483150	武基 秩父	平武基	jawiki article	平武基	4 hop(s)	zipper
6000000008652888700	Q11483540	行義 平	平行義	jawiki article	平行義	4 hop(s)	zipper
6000000009827936989	Q17213407	有雄 清原	清原有雄	jawiki article	清原有雄	4 hop(s)	wikidata-p2600
6000000010120739929	Q4990857	穎 愛新覺羅 三	愛新覚羅韞穎	jawiki article	愛新覚羅韞穎	4 hop(s)	zipper
6000000210408834842	Q11424810	坂上	坂上老	jawiki article	坂上老	4 hop(s)	wikidata-p2600
6000000001868362418	Q6639705	元信 武田	武田国信	jawiki article	武田国信	5 hop(s)	zipper
6000000001868783054	Q6639877	信重 武田	武田信重	jawiki article	武田信重	5 hop(s)	zipper
6000000001893845662	Q108056668	種利 前田	前田種利	jawiki article	前田種利	5 hop(s)	zipper
6000000001998436039	Q6951120	為広 冷泉	毛利豊元	jawiki article	毛利豊元	5 hop(s)	zipper
6000000002431546793	Q11582686	大伴 県犬養	県犬養大伴	jawiki article	県犬養大伴	5 hop(s)	zipper
6000000002580553038	Q11466828	弘定 左馬助 山口	山口弘定	jawiki article	山口弘定	5 hop(s)	zipper
6000000002593071078	Q11355814	公広 権大納言 三条	三条公広	jawiki article	三条公広	5 hop(s)	zipper
6000000002968040971	Q11355832	実治 左大臣 三条	三条実治 (22代)	jawiki article	三条実治	5 hop(s)	zipper
6000000006993840787	Q11449185	能家 宇喜多	宇喜多能家	jawiki article	宇喜多能家	5 hop(s)	zipper
6000000001950861953	Q106451664	頼行 藤原	藤原邦恒	jawiki article	藤原邦恒	6 hop(s)	zipper
6000000001998394324	Q11547671	為富 冷泉	毛利煕元	jawiki article	毛利煕元	6 hop(s)	zipper
6000000001950766294	Q11623599	兼光 藤原	藤原邦昌	jawiki article	藤原邦昌	7 hop(s)	zipper
6000000001749775130	Q11153648	万福丸 浅井	浅井万福丸	jawiki article	浅井万福丸	name form	zipper
6000000001753932209	Q11623488	胤子 藤原	藤原胤子	jawiki article	藤原胤子	name form	structural;zipper
6000000001754185261	Q11486251	康子	康子内親王	jawiki article	康子内親王	name form	zipper
6000000001760470709	Q10901487	藤子 豊楽門院 勧修寺	勧修寺藤子	jawiki article	勧修寺藤子	name form	structural;zipper
6000000001766024152	Q11510634	資子 日野西	日野西資子	jawiki article	日野西資子	name form	zipper
6000000001773909812	Q109679023	長政 榊原	榊原長政	jawiki article	榊原長政	name form	zipper
6000000001774235600	Q861797	鶴姫 榊原	福正院	jawiki article	福正院	name form	zipper
6000000001774326151	Q11541718	清政 榊原	榊原清政	jawiki article	榊原清政	name form	zipper
6000000001809511354	Q11623447	範子 藤原	藤原範子	jawiki article	藤原範子	name form	zipper
6000000001880575515	Q10517461	勝子 円盛院 本多	円盛院	jawiki article	円盛院	name form	zipper
6000000001896703385	Q11061157	滋子 平	平滋子	jawiki article	平滋子	name form	structural;zipper
6000000001914071654	Q15838925	尊子 藤原	藤原尊子	jawiki article	藤原尊子 (藤原道長女)	name form	zipper
6000000001933446325	Q106269195	周子 源	源周子 (源唱の娘)	jawiki article	源周子	name form	zipper
6000000001934715122	Q11564114	明子 源	源明子	jawiki article	源明子	name form	zipper
6000000002176368254	Q11623369	沢子 藤原	藤原沢子	jawiki article	藤原沢子	name form	zipper
6000000002189422977	Q11564375	麗子 源	源麗子	jawiki article	源麗子	name form	zipper
6000000002189590553	Q11623279	懿子 源	藤原成子 (藤原季成女)	jawiki article	藤原成子	name form	wikidata-p2600
6000000002190429591	Q11544279	徳子 橘	橘徳子	jawiki article	橘徳子	name form	zipper
6000000002191738396	Q7141819	貞子	貞子内親王	jawiki article	貞子内親王	name form	zipper
6000000002241741445	Q6636741	絲子 普峯院 徳川	徳川京姫	jawiki article	京姫	name form	zipper
6000000002415281255	Q11623536	親子 藤原	藤原親子	jawiki article	藤原親子	name form	zipper
6000000002419815206	Q11623305	旅子 藤原	藤原旅子	jawiki article	藤原旅子	name form	zipper
6000000002442394187	Q11564340	順子 源	源順子	jawiki article	源順子	name form	zipper
6000000002485365537	Q11536669	桂岩院 四辻	桂岩院	jawiki article	桂岩院	name form	zipper
6000000002578989154	Q11370812	寧子 宝珠院 徳川	亀姫 (松平忠直の長女)	jawiki article	亀姫 (松平忠直の娘)	name form	zipper
6000000002816432266	Q13635359	長娥子 藤原	藤原長娥子	jawiki article	藤原長娥子	name form	zipper
6000000002816650226	Q11623185	宮子 藤原	藤原宮子	jawiki article	藤原宮子	name form	zipper
6000000002840816074	Q48765260	河子 藤原	藤原河子	jawiki article	藤原河子	name form	zipper
6000000002849626216	Q10514092	薬子 藤原	藤原薬子	jawiki article	藤原薬子	name form	zipper
6000000002932818640	Q5354510	完子 豊臣	豊臣完子	jawiki article	豊臣完子	name form	zipper
6000000002968077297	Q11355829	実顕 三条	三条実顕	jawiki article	三条実顕	name form	zipper
6000000002982955773	Q11355838	季晴 三条	三条季晴	jawiki article	三条季晴	name form	zipper
6000000003127273387	Q97674245	数子 藤原	藤原数子	jawiki article	藤原数子	name form	zipper
6000000003128075427	Q11567717	煕子	煕子女王	jawiki article	煕子女王	name form	zipper
6000000004100737740	Q11355852	国儔 畠山	三条西季知	jawiki article	三条西季知	name form	zipper
6000000004100900137	Q136214367	国祐 畠山	三条西実勲	jawiki article	三条西実勲	name form	zipper
6000000006805142084	Q11512051	明子	高松宮明子女王	jawiki article	明子女王	name form	zipper
6000000007020591103	Q11447199	煕子 妻木	妻木煕子	jawiki article	妻木煕子	name form	zipper
6000000007161918481	Q4168118	泰子 高陽院 藤原	藤原泰子	jawiki article	藤原泰子	name form	zipper
6000000007161998447	Q95162482	禧子	禧子内親王	jawiki article	禧子内親王	name form	zipper
6000000007162199250	Q11605021	家子 紀	紀家子	jawiki article	紀家子	name form	zipper
6000000007170838222	Q11623099	原子 藤原	藤原原子	jawiki article	藤原原子	name form	zipper
6000000007181015359	Q11623073	全子 藤原	藤原全子	jawiki article	藤原全子	name form	zipper
6000000008025328200	Q95161308	悰子	悰子内親王	jawiki article	悰子内親王	name form	zipper
6000000008201390067	Q11578702	重能 畠山	畠山重能	jawiki article	畠山重能	name form	zipper
6000000008262022824	Q111108255	知子 島津	徳川知子	jawiki article	徳川知子	name form	zipper
6000000008269675131	Q11408990	経子 德川	博恭王妃経子	jawiki article	博恭王妃経子	name form	zipper
6000000008290721387	Q106480877	清子 島津	島津清子	jawiki article	島津清子	name form	zipper
6000000008322738159	Q11488058	頼子 有馬	彰仁親王妃頼子	jawiki article	彰仁親王妃頼子	name form	zipper
6000000009826833630	Q13368464	盛子 藤原	藤原盛子	jawiki article	藤原盛子 (藤原経邦女)	name form	zipper
6000000010702048905	Q11366911	御食子 中臣	中臣御食子	jawiki article	中臣御食子	name form	zipper
6000000010702248921	Q11625197	娼子 蘇我	蘇我娼子	jawiki article	蘇我娼子	name form	zipper
6000000012593614229	Q862582	夙子 九条	英照皇太后	jawiki article	英照皇太后	name form	zipper
6000000012634226481	Q5507520	賢子 源	藤原賢子	jawiki article	藤原賢子	name form	zipper
6000000012634764260	Q11563997	倫子 原	源倫子	jawiki article	源倫子	name form	zipper
6000000012925035669	Q11623484	美都子 藤原	藤原美都子	jawiki article	藤原美都子	name form	zipper
6000000023809764252	Q2193667	蒜子 河南陽翟	褚蒜子	jawiki article	褚蒜子	name form	structural;zipper
6000000031444620144	Q7140740	景子 鷹司	鷹司景子	jawiki article	鷹司景子	name form	zipper
6000000037091035842	Q6765384	林子 敬士 吳興武康	沈林子	jawiki article	沈林子	name form	wikidata-p2600
6000000214153192822	Q108111356	好子 醍醐	邦憲王妃好子	jawiki article	邦憲王妃好子	name form	zipper
6000000218451283821	Q7139926	範子 九条	菊麿王妃範子	jawiki article	菊麿王妃範子	name form	zipper
6000000001754202102	Q108046067	人康	藤原氏江	no source yet		1 hop(s)	zipper
6000000001758627423	Q111221338	光継室 武田	武田信豊の娘 (明智光継の正室)	no source yet		1 hop(s)	zipper
6000000001782797590	Q109920225	信澄室 明智	花渓眞英大姉	no source yet		1 hop(s)	zipper
6000000001883570336	Q111009317	岡重政室 石田	小石殿	no source yet		1 hop(s)	zipper
6000000001885953681	Q108440706	たつ 二之丸殿 奥平	奥平たつ	no source yet		1 hop(s)	zipper
6000000001933539084	Q106282469	源高明妻 藤原	藤原師輔の三女 (源高明の妻)	no source yet		1 hop(s)	zipper
6000000001934991207	Q106359464	頼宗室 藤原	藤原伊周の長女	no source yet		1 hop(s)	zipper
6000000002204170256	Q110656065	高和 京極	安毛高政	no source yet		1 hop(s)	zipper
6000000002417881285	Q106255925	師尹室 藤原	藤原定方の九女	no source yet		1 hop(s)	zipper
6000000002440783432	Q106303555	具平妻	為平親王の次女	no source yet		1 hop(s)	zipper
6000000002441754127	Q110450304	連永 藤原	藤原連永	no source yet		1 hop(s)	zipper
6000000002579108251	Q108842651	正利 井上	白川雅喬王	no source yet		1 hop(s)	zipper
6000000002816584073	Q13635333	比売 賀茂	賀茂比売	no source yet		1 hop(s)	zipper
6000000002827552638	Q106645133	朝元室 藤原	藤原実方の娘 (菅原定義の室)	no source yet		1 hop(s)	zipper
6000000002836524698	Q106290008	為平親王室 源	源高明の娘 (為平親王の妻)	no source yet		1 hop(s)	zipper
6000000003126612527	Q106355146	有年女 藤原	藤原有年の娘	no source yet		1 hop(s)	zipper
6000000003126721616	Q106299130	敦敏女 藤原	藤原敦敏の娘 (藤原為光室)	no source yet		1 hop(s)	zipper
6000000003126812056	Q106256828	実頼室 藤原	藤原時平の娘 (藤原実頼室)	no source yet		1 hop(s)	zipper
6000000003127585050	Q106360275	懐平室 藤原	藤原佐理の娘	no source yet		1 hop(s)	zipper
6000000004666570218	Q110049745	御屋地 島津	長寿院 (松平定行の正室)	no source yet		1 hop(s)	zipper
6000000006790710102	Q139040404	園姫 広幡	広幡園姫	no source yet		1 hop(s)	zipper
6000000007155744629	Q110250048	伊也 菊の方 細川	一色義遠の娘 (稲葉通則の妻)	no source yet		1 hop(s)	zipper
6000000007156945262	Q110726377	実顕室 吉田	酒井斐姫	no source yet		1 hop(s)	zipper
6000000007161395468	Q110311480	三守妻 飯高	飯高弟子の娘 (藤原三守の妻)	no source yet		1 hop(s)	zipper
6000000007162020426	Q106645041	光清 紀	紀光清	no source yet		1 hop(s)	zipper
6000000007170909544	Q106306317	伊周妻 源	源重光の娘 (藤原伊周室)	no source yet		1 hop(s)	zipper
6000000007180568288	Q106306733	為輔妻 藤原	藤原守義の娘	no source yet		1 hop(s)	zipper
6000000007197875201	Q108056731	祖心尼娘 前田	おたあ	no source yet		1 hop(s)	zipper
6000000008025216760	Q106358965	中務 平	中務 (平祐之女)	no source yet		1 hop(s)	zipper
6000000008025413412	Q106459474	清仁親王室 源	源頼房の娘 (清仁親王妃)	no source yet		1 hop(s)	zipper
6000000008118146124	Q106268717	善基女 橘	橘善基の娘 (源唱室)	no source yet		1 hop(s)	zipper
6000000008370029645	Q110874832	時慶 西洞院	柳沢信昌	no source yet		1 hop(s)	zipper
6000000008717968158	Q96200296	嘉 徳川	徳川翰子	no source yet		1 hop(s)	zipper
6000000008821307784	Q108747388	康政正室 大須賀	大須賀康高の娘 (榊原康政の正室)	no source yet		1 hop(s)	zipper
6000000009510703296	Q110892562	実豊室 松平	三条西浜子	no source yet		1 hop(s)	zipper
6000000009815766723	Q111019624	生善院 斉藤	鍋島市姫	no source yet		1 hop(s)	zipper
6000000010699000909	Q19296795	武輔 池上	池上武輔	no source yet		1 hop(s)	zipper
6000000012037681095	Q19292141	範貞 江頭	江頭範貞	no source yet		1 hop(s)	zipper
6000000021260901339	Q10513912	鎋 南蘭陵		no source yet		1 hop(s)	wikidata-p2600
6000000021260943072	Q45420819	道賜 南蘭陵		no source yet		1 hop(s)	wikidata-p2600
6000000021261083078	Q10511856	雋 子武 南蘭陵		no source yet		1 hop(s)	wikidata-p2600
6000000074728947769	Q45372468	延 開封		no source yet		1 hop(s)	wikidata-p2600
6000000208925776867	Q110701447	真 勧修寺	勧修寺真	no source yet		1 hop(s)	zipper
6000000218446817829	Q139145729	浅岡 村松	浅岡	no source yet		1 hop(s)	zipper
6000000001748902281	Q109123196	稲葉氏 稲葉	織田三吉郎信秀の生母	no source yet		2 hop(s)	zipper
6000000001752001330	Q108799123	岡山 清涼院 中川	清涼院 (結城秀康の側室)	no source yet		2 hop(s)	zipper
6000000001753197610	Q137671680	近江の方 浅井	浅井近江の方	no source yet		2 hop(s)	zipper
6000000001907417035	Q106361526	輔道 藤原	藤原輔道	no source yet		2 hop(s)	zipper
6000000001914189557	Q110746113	源顕房妻 藤原	藤原良任の娘 (源顕房の妻)	no source yet		2 hop(s)	zipper
6000000001919935004	Q135485566	信之正室 小笠原	小笠原信嶺の娘 (小笠原信之の正室)	no source yet		2 hop(s)	zipper
6000000001931770809	Q110068561	尹豊室 伊勢	伊勢貞遠の娘 (勧修寺尹豊の妻)	no source yet		2 hop(s)	zipper
6000000001933217256	Q110266357	源雅通室 藤原	美福門院女房 (源雅通の妾)	no source yet		2 hop(s)	zipper
6000000001933522209	Q106358188	隆国妻 源	源経頼の娘 (源隆国の妻)	no source yet		2 hop(s)	zipper
6000000001998787418	Q106673226	家利 杉原	杉原家利	no source yet		2 hop(s)	zipper
6000000001999622358	Q106410752	為時室 藤原	藤原為信の娘 (藤原為時の妻)	no source yet		2 hop(s)	zipper
6000000002150140293	Q114861378	幸千代 本多	幸千代	no source yet		2 hop(s)	zipper
6000000002177386096	Q106240559	文徳宮人 伴	伴氏女 (文徳天皇宮人)	no source yet		2 hop(s)	zipper
6000000002180805430	Q106304060	敦実室 藤原	藤原時平の娘 (敦実親王の妃)	no source yet		2 hop(s)	zipper
6000000002191155550	Q106361602	佐臣 橘	橘佐臣	no source yet		2 hop(s)	zipper
6000000002193239344	Q109805562	基音室 谷	谷衛友の娘 (園基音の正室)	no source yet		2 hop(s)	zipper
6000000002230506236	Q111310224	竹 毛利	鷹司房輔の家女房	no source yet		2 hop(s)	zipper
6000000002230740244	Q106673511	安井重継室 浅野	浅野長詮の娘 (安井重継の正室)	no source yet		2 hop(s)	zipper
6000000002241507972	Q108900703	花 浅野	浅野花姫	no source yet		2 hop(s)	zipper
6000000002241752028	Q109657183	幸長正室 池田	慶雲院 (浅野幸長の正室)	no source yet		2 hop(s)	zipper
6000000002415209791	Q106364285	守清 源	源守清	no source yet		2 hop(s)	zipper
6000000002415223128	Q106368136	顕季室 藤原	藤原経平の娘	no source yet		2 hop(s)	zipper
6000000002415243761	Q106364534	経通室 源	源高雅の娘 (藤原経通室)	no source yet		2 hop(s)	zipper
6000000002415337314	Q106364434	源守清室 藤原	藤原清正の娘	no source yet		2 hop(s)	zipper
6000000002416099481	Q106444584	宗通室 藤原	藤原顕季の娘 (藤原宗通室)	no source yet		2 hop(s)	zipper
6000000002416607024	Q106374634	俊家室 源	源隆国の二女 (藤原俊家室)	no source yet		2 hop(s)	zipper
6000000002416653004	Q106509319	宗俊室 藤原	源俊房の娘 (藤原宗俊室)	no source yet		2 hop(s)	zipper
6000000002431926223	Q106153083	貞媛 阿倍	阿倍貞媛	no source yet		2 hop(s)	zipper
6000000002440251920	Q106485883	通基室 源	上西門院一条	no source yet		2 hop(s)	zipper
6000000002440605943	Q108176757	師経 源	源師経	no source yet		2 hop(s)	wikidata-p2600
6000000002440709717	Q106451959	師房室 藤原	藤原頼宗娘 (源師房室)	no source yet		2 hop(s)	zipper
6000000002442835026	Q106085619	国咸大刀自 石川	石上国盛	no source yet		2 hop(s)	zipper
6000000002446032061	Q109921380	光重 明智	明智頼尚	no source yet		2 hop(s)	zipper
6000000002493299426	Q111019990	徳 長松院 上杉	上杉徳姫	no source yet		2 hop(s)	zipper
6000000002517190525	Q108957356	資勝 日野	日野資勝	no source yet		2 hop(s)	zipper
6000000002580456075	Q108686204	七条 池田	織田七条	no source yet		2 hop(s)	zipper
6000000002580929421	Q110074964	英利正室 井上	白川雅喬王の娘 (園基勝の妻)	no source yet		2 hop(s)	zipper
6000000002827433754	Q106645119	孝標室 藤原	藤原倫寧の娘 (菅原孝標の室)	no source yet		2 hop(s)	zipper
6000000002827609349	Q106267536	乙春 藤原	菅野高年の娘	no source yet		2 hop(s)	zipper
6000000002836980519	Q133896451	海雄 清原	清原海雄	no source yet		2 hop(s)	wikidata-p2600
6000000002839642792	Q108873966	豊成室 路	路虫麻呂の娘 (藤原豊成の妻)	no source yet		2 hop(s)	zipper
6000000002849498572	Q106241562	藤原蔵下麻呂妻 粟田	粟田廉刀自	no source yet		2 hop(s)	zipper
6000000002932163648	Q106358121	源俊賢室 藤原	中納言の君	no source yet		2 hop(s)	zipper
6000000003116565671	Q106356215	雅信室 藤原	藤原元方の娘 (源雅信の妻)	no source yet		2 hop(s)	zipper
6000000003126479150	Q106358247	行成娘 藤原	藤原行成の四女 (藤原長家室)	no source yet		2 hop(s)	zipper
6000000003126730516	Q106298999	元名女 藤原	藤原淑子 (藤原元名の娘)	no source yet		2 hop(s)	zipper
6000000003128090156	Q106282770	高明室 藤原	藤原実頼の次女	no source yet		2 hop(s)	zipper
6000000003128232001	Q106298878	扶幹女 藤原	藤原扶幹の娘 (藤原元名の妻)	no source yet		2 hop(s)	zipper
6000000004296860232	Q110378040	繁古女 橘	橘繁古あるいは藤原敏有の娘 (源経基の妻)	no source yet		2 hop(s)	zipper
6000000004301723758	Q106399074	春日殿 藤原	春日殿	no source yet		2 hop(s)	zipper
6000000006894923560	Q110949118	通純室 高倉	高倉永慶の娘 (中院通純の妻)	no source yet		2 hop(s)	zipper
6000000007044660281	Q111309352	竹 久香院 長	竹島殿	no source yet		2 hop(s)	zipper
6000000007072010141	Q110968898	乗親継室 松平	松平乗寿の娘 (小笠原長宣の正室)	no source yet		2 hop(s)	zipper
6000000007089192366	Q110817365	高知正室 織田	毛利秀頼の娘 (京極高知の継室)	no source yet		2 hop(s)	zipper
6000000007162616352	Q106236776	高房室 藤原	藤原真夏の娘 (藤原高房室)	no source yet		2 hop(s)	zipper
6000000007162722569	Q106413022	三船女 淡海	淡海三船の娘	no source yet		2 hop(s)	zipper
6000000007170263542	Q106173819	犬養娘 大伴	大伴犬養女	no source yet		2 hop(s)	zipper
6000000007171113420	Q106359882	帥殿の御方 藤原	藤原周子	no source yet		2 hop(s)	zipper
6000000007171518234	Q106341185	九の御方 藤原	九の御方	no source yet		2 hop(s)	zipper
6000000007180410201	Q106465785	伊通妻 藤原	藤原定実の女 (藤原伊通室)	no source yet		2 hop(s)	zipper
6000000008025412699	Q108841259	成順女 高階	四条宮筑前	no source yet		2 hop(s)	zipper
6000000008369847701	Q110889062	実豊 風早	三条西実義	no source yet		2 hop(s)	zipper
6000000008369972621	Q110878611	公景室 西洞院	柳沢信昌の娘 (風早実秋の妻)	no source yet		2 hop(s)	zipper
6000000008652234093	Q106085680	宇合娘 藤原	藤原宇合の娘 (藤原魚名室)	no source yet		2 hop(s)	zipper
6000000008652301131	Q106087237	人上娘 粟田	粟田人上娘	no source yet		2 hop(s)	zipper
6000000009228144925	Q110084999	長通 久我	園基国	no source yet		2 hop(s)	zipper
6000000009880145561	Q106358268	是輔女 源	藤原行成の娘 (源成頼の母)	no source yet		2 hop(s)	zipper
6000000009898762952	Q110050531	忠尹室 三条	三条実顕の娘 (中山忠尹の妻)	no source yet		2 hop(s)	zipper
6000000012648025652	Q106418907	頼義妻 平	平直方の娘 (源頼義室)	no source yet		2 hop(s)	zipper
6000000074730163287	Q45372471	麗澤 開封		no source yet		2 hop(s)	wikidata-p2600
6000000074730390334	Q45372490	麗正 開封		no source yet		2 hop(s)	wikidata-p2600
