geni_id	our_name	qid	candidate_name	slot	via	sex	shared_words
6000000016688348757	蔓 陸	Q1059310	King Min of Qi	sibling	皐 陸	M	
6000000016719507875		Q47453158	Nikolai Alexandrovich Kushelev-Bezborodko	sibling	Grigorij Aleks. Kušelev-Bezborodko	M	
6000000016720007613		Q115957119	Vassili Nikolaïevitch Repnine-Volkonski	child	Варвара Алексеевна Репнина-Волконская	M	
6000000016737268926	Francesco Cicogna Mozzoni	Q76138051	Q76138051	sibling	Gian Luca Cicogna Mozzoni	M	
6000000016753700674	Hendrik van Wittem	Q133504393	Hendrik van Witthem	child	Johann I. Corsselaer	M	jan van
6000000016758792645	Guillaume d'Ussel Coseigneur d'Ussel	Q1553582	Guy IV de Limoges	child	Elbles de Ventadour vicomte de Ventadour	M	
6000000016764571476	René de Bueil	Q3427029	Q3427029	child	Anne de Daillon	M	anne daillon
6000000016771511950	Étienne d'Albret	Q1336245	Louis d'Albret	child	Charles II d'Albret	M	charles
6000000016774281781	Cypros	Q11751806	Cypros	child	Cypros	F	cypros
6000000016777210605	Dora Charlotte Dorian	Q114838982	Dora Dorian	child	Капитолина Сергеевна Дориан	F	franois hugo
6000000016783340558	Isabel Francisca de Borbón y Borbón	Q75369732	Q75369732	child	Francisco de Paula de Borbón y de la Torre	F	borbn enriqueta parade
6000000016783423838	Beatriz de Borbón y Rich	Q75369797	Q75369797	child	José María de Borbón y de la Torre	F	borbn jose mara torre
6000000016793310165	Maria Ana de Austria	Q6003321	María Ana de Austria y Mendoza	child	Johann von Österreich	F	
6000000016800235203	Jan Jacob van Marnix	Q699191	Q699191	sibling	Filips van Marnix van Sint Aldegonde heer van West-Souburg	M	
6000000016810842280		Q5995504	Marcela Cubillos	sibling	Felipe Cubillos Sigall	F	cubillos felipe
6000000016812894364	John Chichele	Q21281059	Q21281059	child	Thomas Chicheley MP	M	
6000000016899437107	Franz Eugen von Lobkowitz	Q24237133	Q24237133	child	Johann Nepomuk Karl Philipp von Lobkovicz	M	friedrich jaroslav johann lobkowicz lobkowitz nepomuk von
6000000016904135891	Louise de Riquet de Caraman-Chimay	Q110381402	Auguste Charlotte Louise de Riquet de Caraman	child	Victor Louis Charles de Riquet de Caraman	F	emmanuel ghislaine guignard josephine leopoldine merode saintpriest
6000000016905460255	Maximilian Karl Friedrich von Thurn und Taxis	Q55895397	Maximilian Friedrich Prinz von Taxis	child	Karl Theodor von Thurn und Taxis	M	von
6000000016922790490	María Fernandez de Cordoba Carrillo	Q16405038	Q16405038	sibling	Martín de Córdoba I conde de Alcaudete	F	
6000000016943848535	Lucie Virginie de Choiseul Praslin	Q75830929	Q75830929	child	Antoine César de Choiseul-Praslin	F	beauvau beauvaucraon etienne
6000000016945572436		Q12166860	Varvara Khanenko	child	6000000016944806067	F	
6000000016947694939	Prebrana Maria Mikhailovna	Q138817576	Q138817576	child	Mikhalko Yuryevich of Vladimir-Suzdal	F	
6000000016974780135	Arnold von Bentheim-Tecklenburg-Steinfurt IV	Q695420	Q695420	child	Anna von Tecklenburg	M	amalie amoena anna bentheimsteinfurt bentheimtecklenburg eberwin von
6000000016978995673	Jacques de Clermont	Q3160271	Q3160271	child	Louis de Clermont	M	clermont damboise louis renee
6000000017023100212	Rudolph van Aalst	Q75924055	Q75924055	child	Rudolph de Boulogne	M	
6000000017029779104	Adrian von Nassau	Q13428401	Adriaan van Nassau	child	Johann von Nassau-Dillenburg IV	M	
6000000017036559043	Heinrich* August von Bock auf Kersel	Q20752203	Q20752203	child	Helene Juliane von Bock	M	bock helene von
6000000017055856506		Q75330885	Q75330885	child	Леонилла Михайловна Skórzewska	M	
6000000017064122854	伯彥訥謨祜 博爾濟吉特	Q10885650	Buyannemekü	child	Sengge Rinchen [Borjigit]	M	
6000000017064629568	Carlos Correa de Saa y Lazón	Q5750079	Carlos Correa de Saa	sibling	Rafael Antonio Correa de Saa Lazón	M	correa rafael saa
6000000017097181344		Q16514918	Q16514918	child	6000000017097424066	M	
6000000017122800025	Henry Charles Howard	Q75257635	Q75257635	child	Charles Greystoke Howard	M	
6000000017125900163	Josef Oswald III Matthias von Thun-Hohenstein	Q79542822	Q79542822	child	Kristiana Alžběta von Waldstein-Wartenberg	M	adolf hohenstein thun
6000000017132873062	Catherine de La Rochefoucauld	Q110381773	Marie Catherine de La Rochefoucauld	child	François de La Rochefoucauld	F	brlart carloman philogne
6000000017133108302	Pulchérie de Vischer de Celles	Q110381416	Antonine Vischer de Celles	child	Antoine Philippe Jean Fiacre Ghislain de Vischer de Celles Comte de Celles	F	
6000000017141630550	Louis Marie Athanase de Loménie	Q3260698	Q3260698	sibling	Etienne Charles de Loménie de Brienne	M	
6000000017158175272	Louis de Melun	Q3262273	Q3262273	child	Alexandre Guillaume de Melun	M	
6000000017206969864		Q76287550	Q76287550	child	6000000017207090024	M	
6000000017207535272		Q75506727	Q75506727	child	Fernanda Pauline Wanamaker	F	fernanda wanamaker
6000000017212260702	Maria Franziska von Losenstein	Q20734945	Q20734945	child	Bruno lll von Mansfeld-Vorderort-Bornsted Graf	F	adam anna franz katharina losenstein manrique maria rosalia theresia von
6000000017225684467	Anne-Marie Therese de Simiane	Q116181184	Anne Therese de Simiane	child	François de Simiane	F	anne descoubleau franois marie simiane
6000000017225894384	Alexandre Maximilien Balthasar de Gand Vilain de Merode	Q102536957	Alexandre de Gand-Vilain, Comte de Middelburg	sibling	Louis de Gand de Mérode de Montmorency	M	alphonse crevant elisabeth jean marguerite marie pauline rochefoucauld therse
6000000017233931369	Guillaume Tortosa de Montpellier Seigneur de Castries	Q5615332	Gui Guerrejat	child	Guilhèm VI de Montpelhièr senhor de Montpelhièr	M	montpellier
6000000017248827124	George Cockburn	Q5538018	George Cockburne	child	John Cockburn	M	cockburn john mary shuttleworth
6000000017250284399	Urošic Nemanjić	Q7901091	Q7901091	child	Stefan Dragutin Nemanjić king of Serbia	M	
6000000017274560765	Henrietta Livingstone	Q75850951	Q75850951	child	George Livingston	F	george livingston
6000000017296528035	Bettie Holmes	Q90151287	Q90151287	child	Charles Louis Fleischmann	F	charles fleischmann holmes louis
6000000017297707215	Catharine Margrethe Brockdorff	Q12305550	Cathrine Margrethe von der Schulenburg	sibling	Joachim von Brockdorff	F	
6000000017321300020	Catharina van Gelre	Q105938996	Catharina van Gelre	child	Peter van Gelre	F	jasper lynden van
6000000017322432471	Vinzenz Georg Wilhelm von Thurn und Valsassina-Como-Vercelli	Q76282629	Q76282629	child	Mária Gabriella Pálffy-Daun	M	
6000000017332131778	Karl Gustav Graf Rehbinder	Q120472509	Karl Gustav Graf Rehbinder	child	Gustav Diedrich Rehbinder	M	diedrich gustav rehbinder
6000000017345747604	Ana Maria Braga	Q56345417	Ana Braga	sibling	Sonia Braga	F	
6000000017355359440		Q2621928	Q2621928	child	6000000017355214697	M	
6000000017357850180	Alexander Irvine	Q76038114	Q76038114	child	John Irvine	M	
6000000017392272672	George Urquhart	Q75867601	Q75867601	child	William Urquhart	M	
6000000017408577469	Michael Möller	Q4300488	Q4300488	child	Sophie Петровна Möller	M	
6000000017426459644	Louise Astor Saunderson	Q92984422	Q92984422	child	Margaret Louise Bruguiere	F	
6000000017429083975	Eugen Czernin von und zu Chudenitz	Q98060128	Q98060128	child	Ottokar Evžen Czernin von und zu Chudenitz	M	von
6000000017429588322	Franz Joseph Theodor Ottokar Maria Graf Czernin von und zu Chudenitz	Q66466842	Q66466842	child	Josef Czernin von und zu Chudenitz	M	
6000000017432173307	Maria Angela zu Solms-Braunfels	Q75323651	Q75323651	child	Ernst-August Adolf Wilhelm Friedrich Hermann Albrecht Bernhard Maria Prinz zu Solms-Braunfels	F	
6000000017434413097	Margaret Campbell	Q75260928	Q75260928	child	Lachlan Cattanach Maclean	F	cattanach lachlan maclean
6000000017458513186	William Bellenden	Q8005363	Q8005363	child	James Bellenden	M	
6000000017470602414		Q75346786	Q75346786	child	Friedrich Maximilian Egon Hubertus Joseph Maria Karl Anna zu Fürstenberg	M	
6000000017502849893	ElisabethMagdalene von Schönburg-Forderglauchau	Q75454557	Q75454557	child	Sophie Marie Reuss von Plauen J5)	F	
6000000017505433581	Alexander Georg Maria Josef Ignatius von Croÿ Prinz	Q75383566	Q75383566	child	Alexander Marie August Stephan Klemens von Croÿ	M	
6000000017512820282	Carl Fredrik Manderstierna	Q4280302	Q4280302	child	Hedwig Auguste von Manderstjerna	M	auguste hedwig manderstierna von
6000000017524128057	Li	Q15902499	Princess Jincheng	child	守禮 李	F	
6000000017526397551	Giulia Mastrilli	Q108433989	Giulia Mastrilli, dei Duchi di Marigliano	child	Giovanna Caracciolo	F	caracciolo francesco giovanna mario mastrilli pignatelli salvatore
6000000017528764720	George Douglas	Q5538594	George Douglas, 2nd Earl of Dumbarton	child	George Douglas	M	douglas george
6000000017530031523	James Douglas	Q75389959	Q75389959	child	Mary Gordon	M	
6000000017555633601	重潤 李	Q701734	Q701734	child	韋	M	
6000000017564689766	Jean II dit van Gistel seigneur d’Esquelbecq, Beveren, La Motte, Houplines et Reninge	Q115634259	Jean II de Ghistelles, Heer van Eskelbeeke, Leeuwerghem	child	Marguerite De Ghistelles, Dame de Rimboval	M	van
6000000017576967783	Philippe de Tournon-Simiane	Q2935121	Q2935121	child	Geneviève de Seytres de Caumont	M	alexandre franois xavier
6000000017584002549	Jean Gaspard de Montboissier-Beaufort-Canillac Marquis de Canillac	Q110586773	Jean Gaspard de Montboissier-Beaufort-Canillac,  Marquis de Montboissier	child	Marie d'Alegre de Beauvoir	M	dienne marie montboissierbeaufortcanillac philippe vicomte
6000000017585039488	Françoise Louise de Clermont Tonnerre	Q110617957	Françoise de Clermont	child	Françoise de Poitiers	F	franoise poitiers
6000000017589069775	Louis Antoine de Pardaillan de Gondrin	Q8056	Q8056	child	Louis Henri Pardaillan de Gondrin	M	
6000000017589158196	Anne Jullie Françoise de Crussol	Q58447242	Anne-Julie Françoise de Crussol d'Uzès	child	Jean Charles de Crussol	F	adrienne anne baume blanc bullion emilie felicite fervacques marguerite marie
6000000017597625448	Gen. John Jay Jackson	Q1700620	Q1700620	child	Rep. John G. Jackson (DR-VA)	M	
6000000017606334670	Basil Komnenos	Q75571231	Q75571231	child	David Megas Komnenos emperor of Trebizond	M	david trebizond
6000000017610603147	Thomas Burnett	Q16824974	Q16824974	child	Robert Burnett, Lord Crimond	M	
6000000017614719677	Marc Antoine d'Oultremont	Q75378480	Q75378480	child	Jean d'Oultremont	M	doultremont jean
6000000017637695198	Caroline Juliane Sophie von Hohenlohe-Waldenburg-Schillingsfürst	Q61813880	Carolina zu Hohenlohe-Waldenburg-Schillingsfürst	child	Philipp Ernst Ernst Fürst zu Hohenlohe-Waldenburg-Schillingsfürst Graf	F	
6000000017637981166	Moritz Hermann van Limburg Bronkhorst	Q1765500	Q1765500	child	Maurits van Limburg Bronkhorst	M	limburg van
6000000017667968611	Reynold Cobham 4th Baron Cobham	Q75238273	Q75238273	child	Reginald de Cobham	M	
6000000017670461055	Andor Hubay Cebrian	Q27330133	Q27330133	child	Jenö Hubay	M	
6000000017683354096	Egon Karl Franz Hohenlohe-Waldenburg-Schillingsfürst	Q107567427	Prince Egon zu Hohenlohe-Waldenburg-Schillingsfürst	child	Marie Leopoldine Elisabeth Auguste Hohenlohe-Waldenburg-Schillingsfürst	M	leopoldine
6000000017708816367	Александра Петровна Лебедева	Q93578732	Q93578732	child	Peter Alekseevich Prince Kropotkin	F	kropotkin peter
6000000017736320006	Demetrius Yuditsky	Q110588311	Franz Wilhelm von Hille	child	Margareta Judycki h. wł. (Von Halle)	M	von
6000000017737623816	Gotthard Vilhelm Васильевич Von Budberg	Q15205881	Reinhold Wilhelm Baron Budberg	child	Gustav Wilhelm von Budberg	M	budberg gustav von wilhelm
6000000017738325618	Frederik Theodore Ernst, graaf van Limburg-Stirum	Q110109206	Frederik Theodor Ernst van Limburg Stirum	child	Frederik Willem, graaf van Limburg-Stirum	M	
6000000017762299255	Jacobine Henriette von Flemming	Q133380380	Jacobine Henriette von Werthern	child	Reichsgraf Bogislaw Bodo von Flemming	F	louise von
6000000017777257067	Marie Henriette von Lingen	Q124789146	Q124789146	child	Margarethe Louise von Wistinghausen	F	louise margarethe von wistinghausen
6000000017783391773		Q86688	Q86688	child	Karl Anton Adolf Julian Viktor Maria	M	
6000000017783938003		Q76012255	Q76012255	child	Karl Alain Albert Maria von Rohan	F	
6000000017804254001	Eudokia Alexandrovna of Smolensk	Q131143670	エヴドキヤ・アレクサンドロヴナ	child	Alexandra Bryachislavna of Polotsk	F	alexandra
6000000017806745718	Friedrich-Wilhelm Eberhard von Dörnberg	Q75329646	Q75329646	child	Maria Viktoria von Hohenau	M	
6000000017807058888		Q75389013	Q75389013	child	Wilhelm Albrecht Carlotto Alexander von Hohenau	F	hohenau von wilhelm
6000000017807104282	Urraca González Vermúdez	Q125498877	Urraca Bermúdez	child	Vermudo Ovéquiz	F	
6000000017807179764		Q104211845	Henry Parente	child	6000000004079807484	M	
6000000017807236682		Q135489322	Margherita Parente	child	6000000004079807484	F	
6000000017837024087		Q22348394	Q22348394	child	Harry Morgan	M	
6000000017837213093	Adriana Johanna Collot d'Escury	Q76242991	Q76242991	child	Hendrik Collot d`Escury baron	F	
6000000017851181264	Guillaume Willem Karel Six	Q116472625	Guillaume Six	child	Alexa Alix de Latre	M	alix carel six
6000000017856688998	William Crichton	Q75521864	Q75521864	child	Robert Crichton	M	
6000000017879801742	Elisabeth Magdalene von Sinzendorf	Q110538466	Elisabeth Maria Magdalena of Fürstenberg-Stühlingen	child	Maxmilian Franz von Fürstenberg 1	F	franz von
6000000017896997937	Nikolay Dmitrievich Tatischeff	Q116200938	Nikolay Tatishchev	child	Вера Анатольевна Татищева	M	
6000000017897172485	Roeleman Frederik Neomagnus van Bylandt	Q108410057	Roeleman, Graaf van Bylandt	child	Louise Burggräfin und Gräfin zu Dohna-Carwinden	M	burggrafin grafin und
6000000017901448136	Nikolai Vladimirovich Galitzine	Q75323826	Q75323826	child	Catherine Helene Galitzine	M	
6000000017903674605	Dorothée Charlotte Emilie de de Talleyrand-Périgord	Q70750619	Q70750619	child	Johanna Dorothea von Sagan	F	
6000000017913849634	William Stirling	Q75825156	Q75825156	child	Henry Stirling	M	
6000000017922113582	Sofia Vasilevna Васильевна Apraksina	Q106368544	Sofya Ladomirskaya	child	Vasily Ivanovich Ladomirsky	F	aleksandra aleksandrovna alexandrovna apraksina ladomirskaya maria
6000000017925454917	Magdalena von Pettau	Q110366897	Anna von Pettau, Heiress of Friedau, Ankerstein & Rosegg	child	Bernhard of Pettau-Wurmberg	F	bernhard von
6000000017936638234	Rodoislav Olgovich of Ryazan	Q16692348	Q16692348	child	Eufrosina Ольгердовна Riazanskietė	M	ryazan
6000000017945066989	Sof'ja Mikhajlovna Boratinskaja	Q28944118	Q28944118	child	6000000017944922833	F	
6000000017947163500	Elena Maria Borghese	Q75318208	Q75318208	child	Don Junio Valerio Scipione dei Principi Borghese	F	
6000000017970460187		Q4380163	Q4380163	child	Ivan Andreyevich Prozorovsky	M	
6000000017970628366	Анна Ивановна Трубецкая	Q138527129	Q138527129	child	6000000017970488370	F	
6000000017981962431		Q108913999	Donna Lee Way (née Rush)	child	Elena Lina Rush	F	elena lina rush
6000000018018017021	Louise Almaric Bathilde Isidore Contat	Q2840981	Q2840981	child	Louis Marie Jacques Amalric de Narbonne-Lara	F	
6000000018037366769	Carl Friedrich von Staal	Q1038149	Carl Friedrich von Staal	child	Gertrude Elisabeth von Staal	M	elisabeth gertrude staal von
6000000018039798311		Q135681540	Aleksey Khmelyov	child	Nadezhda Sergeyevna *Lyalya Khmeleva	M	
6000000018088464521	Eugène Joseph-Fidèle du Bouzet	Q23956975	Q23956975	sibling	Charles Philipe du Bouzet Marquis du Bouzet	M	bouzet charles
6000000018091652514	Mary Anne Murray	Q75293445	Q75293445	child	William Murray	F	
6000000018117492485	Arianito Arianiti Comneno	Q107265776	Arianitto Arianiti	child	Francesca Paleólogo	M	francesca
6000000018144197220	Madeleine de Tournon	Q86664578	Q86664578	child	Just de Tournon seigneur de Tournon	F	claudine tournon
6000000018145878907	NN Balthes	Q110230475	Anonyma	child	Fávila duque de Cantabria	F	
6000000018150245970	Татьяна Дмитриевна Кунер	Q75622686	Q75622686	child	6000000018145957333	F	
6000000018156081101	Arnold IV, heer van Steyn	Q75384372	Q75384372	child	Maria van Kleef Valkenburg	M	
6000000018162928295	Willem* Frederick Christiaan von Bentinck	Q75253398	Q75253398	child	Johan Karel von Aldenburg Bentinck	M	
6000000018164413006		Q1677559	Q1677559	child	Max Kohnstamm	M	
6000000018168769023	Adm. John William Brackenbury, C.B., C.M.G.	Q76322534	Q76322534	child	Magdalen Julia Brackenbury (McGillivray)	M	
6000000018171015284		Q4113054	Q4113054	child	Lev Yuryevich of Lutsk and Galicia Rurikid	M	
6000000018172863727	Maximianius Constans	Q46734	Constantine II	child	Gaius Flavius Valerius Aurelius Constantinius	M	constantius helena
6000000018176038145		Q75599486	Q75599486	child	Marie CAJETANA Leopoldine Franziska Robertine Bowman	F	
6000000018183361954	George Sinclair	Q75532483	Q75532483	child	Francis Sinclair	M	
6000000018183855215	Elfride Kronemann	Q138573897	Leonie Irma Henny Auguste Bertra von Merkatz	sibling	Hans* Joachim Benno Hermann Gustav Oskar von Merkatz	F	benno merkatz paul rudolf von
6000000018194575848	Johann Ulrich* Bar. v. Schlippenbach	Q55883494	Felix Freiherr von Schlippenbach	child	Bar. Ulrich Karl Ernst Gustav* George Lothar von Schlippenbach	M	gustav schlippenbach von
6000000018194963389	Pons IV de Pons	Q110588162	Pons IV de Pons, Comte de Roquefort, Marquis de Roissac	child	Pons de Pons	M	armand armande charles charlotte pons vicomte
6000000018203594388	Heinrich Johann Schramm	Q94938666	Q94938666	child	Sebastian Heinrich Schramm	M	ferdinand heinrich schramm sebastian
6000000018220723213	Konstantin Fedorovich Yaroslavsky Prince Yaroslavsky	Q4231325	Q4231325	child	Anna Ulduz Timurovna	M	anna
6000000018220845691		Q4104409	Q4104409	child	Roman Glebovich	M	glebovich roman
6000000018220873688		Q4104409	Q4104409	child	Alexander Glebovich of Smolensk	M	glebovich
6000000018221102743	Semen Васильевич of Novlensk	Q123477868	Q123477868	child	Vasily Vasilyevich of Yaroslavl	M	
6000000018222225179	叔敖 子仁 陳	Q10565078	陈叔敖	child	施	M	
6000000018247846031	Isabeau de Bourgogne	Q110731597	Isabella bâtarde de Brabant	child	Philippe de Bourgogne	F	fierens
6000000018319369179	Hermann* Johann Baron von Campenhausen	Q51789242	Hermann von Campenhausen	child	Balthasar II Frhr. von Campenhausen	M	balthasar campenhausen christoph sophie von
6000000018324585254	Jean Sinclair	Q75532485	Q75532485	child	Francis Sinclair	F	
6000000018334535235	James Stewart VIII, -Denham of Westshield and Coltness, 7th Baronet	Q257107	Q257107	child	James Stewart	M	
6000000018335429161	George Carnegie	Q96085239	Q96085239	sibling	David Carnegie	M	carnegie william
6000000018356609252	Walpurga von Bentheim-Steinfurt	Q110549032	Walburga, Gräfin von Bentheim	child	Anna von Tecklenburg	F	anna bentheimsteinfurt eberwin von
6000000018359162155	Agnes von Breuberg	Q101350987	Agnes von Breuberg	child	Mechtild von Büdingen-Gelnhausen	F	mechtild von
6000000018416799373	Dmitri Ivanovich Narishkin	Q18405583	Q18405583	sibling	Zinaida Ivanovna Countess Zinaida de Chauveau, marchioness de Serres, formerly Princess Yussupova, née Narishkina	M	ivanovna zinaida
6000000018418780497	慶鑾 曉坡 南池 孔	Q22812726	Q22812726	child	憲增 如川 怡齋 孔	M	
6000000018426656646	Louis Marie Céleste d'Aumont	Q16855731	Q16855731	child	Louis Alexandre Céleste d'Aumont de Rochebaron	M	daumont
6000000018430988507	John Bruce	Q9012407	Q9012407	child	William Bruce	M	
6000000018440566679		Q4525662	Andrei Shmeman	sibling	Alexander Schmemann	M	schmemann
6000000018440989160	Mathilde	Q139566430	Mathilde von Burgund	child	Mathilde de France Reine Consort des Deux-Bourgognes	F	conrad
6000000018441698160	Agnes Foulis elder	Q76095965	Q76095965	child	Margaret Haldane	F	
6000000018442698085	Maria Sergeyevna Khreptovich-Buteneva	Q106643000	Mariya Trubetskaya	child	Sergey Nikolayevich Trubetskoy	F	
6000000018444001720		Q16635336	Q16635336	child	6000000007585731323	M	
6000000018446133689	Nikita Wladimirowitch Troubetzkoy	Q138509228	Nikita Vladimirovich Trubetskoy	child	Vladimir Vladimirovich Владимирович Трубецкой	M	vladimir vladimirovich
6000000018472839827	Piers* Joseph Edmund Johann Eberhard von Löwis of Menar	Q119011123	Piers Joseph Edmund Johann Eberhard von Löwis of Menar	child	Woldemar Anton von Löwis	M	anton lowis maria von woldemar
6000000018474834267	Gotthard* Christoph Ernst von Vietinghoff-Scheel	Q55090996	Gotthard Christoph Ernst von Vietinghoff	child	Nikolaus Georg von Vietinghoff-Scheel	M	georg nikolaus von
6000000018515071569	Vladimir Tikhonov	Q4458671	Vladimir Tikhonov	child	USSR People's Artist Nona Mordiukova	M	varley
6000000018517383519	Johann Heinrich Twin Schlegel	Q5091765	Johann Heinrich Schlegel	child	Maria Ulrike Rebekka Wilke	M	frederik johan maria schlegel
6000000018525913013	Emmanuel Raoul Maurice d'Astier de La Vigerie	Q536102	Emmanuel d'Astier de La Vigerie	sibling	François d'Astier de La Vigerie	M	dastier franois vigerie
6000000018528011323		Q11995549	Petter Skavlan	child	6000000018497497791	M	per skavlan
6000000018545728300	Catharina Elisabeth van Dòhren	Q116479795	Catharina Elisabeth Burchtorff	child	Heinrich Albrecht Burcktorff	F	albrecht dohren friedrich georg heinrich von
6000000018561202585	William Graham 3rd Baronet	Q76112913	Q76112913	child	Margaret Campbell	M	2nd baronet graham john
6000000018561943258	John Graham 2nd Baronet	Q44832722	Sir John Graham, 2nd Baronet	child	William Graham 1st Baronet	M	
6000000018608282018	Lt.-Col. James Hamilton	Q75385643	Q75385643	child	Anne Hamilton	M	
6000000018647696570		Q11960772	Berit Søder	child	Randi Lindtner Næss	F	lindtner nass randi
6000000018673145905		Q2861724	Q2861724	child	Jean Héracle Armand François Emmanuel Marie Joseph de Polignac	M	polignac
6000000018689012223	Albertine de Ligne Aremberg	Q110370427	Dorothée de Ligne-Arenberg	child	Anne Isabelle de Croÿ	F	
6000000018738282226	Semen Andreevich Urusov	Q4477398	Semyon Urusov	child	Andrey Satyevich Urusov	M	nikita urusov
6000000018749432038		Q75351776	Q75351776	child	Philipp Ernst Maria Adalbert Joseph Maximilian Antonius Ignatius Stanislaus Lamoral of Thurn and Taxis Prince	M	
6000000018750010487	Мария Ивановна Римская-Корсакова	Q111576523	Maria Ivanovna Rimskay-Korsakova	child	Варвара Алексеевна Наумова	F	rimskykorsakov
6000000018757737090		Q115735086	Maria Mikitichna Dandukova-Korsakova	child	Вера Ионовна Дондукова-Корсакова	F	
6000000018764960170		Q103823433	Semyon Urusov	child	Nikita Sergeevich Urusov	M	dmitry nikita urusov
6000000018778582330	Leonore Marie Helene von Lichnowsky	Q75365629	Q75365629	child	Mechtilde Christiane Maria	F	
6000000018799275519	Johannes Marinus Kan	Q3944985	Q3944985	sibling	Willem Cornelis Kan	M	
6000000018816881502	Johann von Patkul V	Q116587089	Johan Patkull	sibling	Göran Patkull	M	goran patkull
6000000018834329037	Peter Trotzig	Q117014251	Peter Trotzig	child	Karl Emanuel Trotzig	M	karl trotzig
6000000018847273977	Charles Hamilton	Q5078717	Charles Hamilton, 5th Earl of Abercorn	sibling	Claud Hamilton 4th Earl of Abercorn	M	4th abercorn claud earl george hamilton
6000000018847523423	George	Q5540174	George Hamilton, 4th Baron Hamilton of Strabane	sibling	James Hamilton	M	4th abercorn charles claud earl hamilton james
6000000018879924103		Q6308089	Julie Cobb	child	Helen Beverley	F	beverley helen
6000000018893101587	Elizabeth Laura Waldegrave Countess Waldegrave	Q5363674	Elizabeth Waldegrave, Countess Waldegrave	child	James Waldegrave	F	6th anne charlotte earl fitzroy george horatia james john waldegrave
6000000018895481798	Marie Immaculata Caroline von Wuthenau-Hohenturm	Q75299490	Q75299490	child	Carl Adam Ludwig Johann Traugott von Wuthenau-Hohenturm Graf	F	
6000000018908141565	John Baldac	Q75384741	Q75384741	child	Edward of Windsor	M	edward
6000000018909993380	Philippa FitzAlan	Q75435433	Q75435433	child	Edmund de Arundel Knight	F	edmund
6000000018922248701	Juliana Sophia Adolphina Freiin von Morrien	Q108924046	Juliana Sophia Adolphina, Freiin von Morrien zu Nortkirchen	child	Anna Sophia	F	anna elisabeth freiin katharina maria sophia von weichs
6000000018992443074	Mentor	Q553304	Mentor of Rhodes	sibling	Memnon	M	
6000000019076636516		Q15206293	Dmitry Gorlov	child	Natalie Константиновна Горлова	M	natalie
6000000019093699036	Luise Friederike	Q55912828	Countess Luise Friederike of Stolberg-Stolberg	child	Christoph Friedrich von Stolberg-Stolberg	F	stolbergstolberg von
6000000019104614048	Carolina Christina Anna Louise Sinclair	Q110548856	Carolina Christina Anna, Friherrinna Sinclair	child	Magdalena Sofia Augusta Lewenhaupt	F	augusta lewenhaupt magdalena sofia
6000000019106644675		Q75368883	Q75368883	child	Eleonore von Goëß	F	friedrich heinrich johannes maria orsini rosenberg von
6000000019156792499	Jeanne de La Bouverie	Q136260117	Jeanne de la Bouverie	child	Isabeau de Melun	F	isabeau melun
6000000019169595026	Jacobina Hamilton	Q75902252	Q75902252	child	John Hamilton WS	F	
6000000019192930045	Anne de Ligne	Q110935007	Anne de Ligne	child	Anne Marie de Melun	F	cardona felipa ligne
6000000019216360295	John Anstruther	Q7527558	Q7527558	child	John Anstruther	M	
6000000019265935297	Frans Jennings	Q140136889	Frans Jennings	sibling	John Jennings	M	jennings john
6000000019275938579	Charles Leopold de La Trémoïlle	Q22713616	Q22713616	child	Antoine Philippe de La Trémoille Prince of Talmont	M	
6000000019286621991	John Yate	Q75930712	Q75930712	child	Catherine Yate	M	
6000000019296920058	Michael Gottlieb Birckner Collin	Q16065236	Theodor Collin	child	Jonas Collin	M	collin
6000000019333580573	Louisa Emily Anne Berkeley	Q45891874	Anne Louisa Emily Berkeley	child	George Cranfield Berkeley	F	caroline mary
6000000019337687468	Gerhard Dönhoff III, a. Kappel	Q98698668	Q98698668	child	Maye von Tiesenhausen a.d.H. Odensee (Livl.)	M	
6000000019341442557		Q75382286	Q75382286	child	Marie Catherine Sophie Kleinmichel	F	
6000000019352715434	Peter Alexandrovich Buturlin	Q99869477	Q99869477	child	Екатерина Борисовна Бутурлина	M	
6000000019373058493	Henrietta Frances Simpson	Q75271688	Q75271688	child	Elizabeth Worsley	F	worsley
6000000019374761955	Irmingard von Calw	Q95193646	Q95193646	child	Adalbert von Calw	F	
6000000019419862035	Hermann Gossler	Q86008	Q86008	child	Johann Heinrich Gossler	M	gossler heinrich johann
6000000019428028646	Elisabet Holst	Q110301658	Elisabet Holst	child	Mauritz Holst	F	carl fredrik holst
6000000019443047785	Gottfried Wilhelm von Feilitzen	Q5727228	Carl Fredrik Johan von Feilitzen	child	Olof von Feilitzen	M	august feilitzen gustaf olof reinhold von
6000000019458439621		Q1572259	Shulamit Lapid	child	Yechiel David Gilaadi	F	lapid yair
6000000019469998201	Sofia Lovia Ehrenborg	Q110395701	Kristina Beata Vilhelmina, Friherrinna Funck	child	Alexander Mauritz Ehrenborg	F	ehrenborg
6000000019498303970	John Buckworth-Herne	Q75515100	Q75515100	child	Anne Buckworth-Herne	M	
6000000019513723018	Edward Carr 4th Baronet	Q75454666	Q75454666	child	Elizabeth Carr	M	carr elizabeth
6000000019539096329	Mårten Sturtzenbecker	Q16650409	Q16650409	sibling	Adolf Fredrik Sturtzenbecker	M	laura
