cluster,cluster_size,geni_id,name,generations_above,exports_containing
2,16935,6000000003095163213,Kristi Torsteinsdtr. Espedal,15,1
2,16935,6000000009089931451,Nils Torsteinsen,15,1
2,16935,6000000186747216831,Sissel Torsteinsdatter Espedal,15,1
2,16935,6000000002512241437,Anders Jonson Benkestok,14,1
2,16935,381761530540011401,Margrethe Jonsdatter Benkestok,14,1
2,16935,6000000002512252133,Anna Jonsdatter Benkestok,14,1
2,16935,6000000003645896014,Torlof Jonsson Benkestok,14,1
2,16935,6000000003645896033,Niels Jonson Benkestok,14,1
2,16935,6000000003645896040,Christoffer Jonssøn Benkestok,14,1
2,16935,6000000003768604339,Johan Jonsøn Benkestok,14,1
2,16935,6000000007049612131,Trond Jonsson Benkestok,14,1
2,16935,6000000094451697974,Tord Jonsson Benkestok,14,1
2,16935,6000000202009377823,Anna Jonsdatter Benkestok,14,1
2,16935,6000000052048000893,Peder Ellingsen,14,1
2,16935,6000000031548578964,N.N. Eriksen Bernhof,14,1
2,16935,6000000000128283637,Karen Tordsdatter,14,1
2,16935,6000000003821039383,Trond VI Tordson Benkestok,14,1
2,16935,6000000006589229421,Brynhild Tordsdatter Benkestok,14,1
2,16935,6000000006821149298,Anna Tordsdatter,14,1
2,16935,6000000021062990439,Thomas Jensen Juel,14,1
2,16935,6000000001613859047,Jens Andersen,14,1
2,16935,6000000006242770237,Margrete Andersdatter Agerøe,14,1
2,16935,6000000024283316342,NN Andersdatter Thingvold,14,1
2,16935,6000000002757195886,Kirsten hansdatter Gjul,14,1
2,16935,6000000007416653167,Hans Eriksen,14,1
2,16935,6000000008658532322,Peder Eriksen,14,1
2,16935,6000000009916313603,Kirsten Eriksdatter,14,1
2,16935,6000000010355495165,Fru Eriksdatter,14,1
2,16935,6000000010356093613,Alheit Eriksdatter Juul,14,1
2,16935,6000000004214224042,Peder,14,1
2,16935,6000000006263982298,Skakk Christenson Lystrup,14,1
2,16935,6000000000128283544,Jon Benchestoch,14,1
2,16935,6000000000128292076,Knud ? Benkestok,14,1
2,16935,4162186596380089689,Nils Christensen Gjersvik,14,1
2,16935,6000000017129746940,Jon Lystrup,14,1
2,16935,6000000035062393254,Christopher Christensen Gjersvik,14,1
2,16935,6000000001700510190,Olav Torsson Benkestok-Myklebust,14,1
2,16935,6000000001723725700,Jon Jonsson Haard,14,1
2,16935,6000000010827008540,Anna Jonsdatter,14,1
2,16935,6000000010507581967,Thorvald Knudsen Knutsen,14,1
2,16935,6000000010509735244,Lars Knudsen Knutsen,14,1
2,16935,6000000012691452108,Margrethe (Marit),14,1
2,16935,6000000003491992346,Rasmus Pederson Todnem,14,1
2,16935,6000000003491992351,Marta Pedersdatter Todnem,14,1
2,16935,6000000003491992356,Peder Kornelius Pederson Todnem,14,1
2,16935,6000000003491992361,Enevald Bernhard Pederson Todnem,14,1
2,16935,6000000003491992366,Karen Pedersdatter Todnem,14,1
2,16935,6000000003491992371,Berta Gustava Pedersdatter Todnem,14,1
2,16935,6000000003491992376,Bernhard Pederson Todnem,14,1
2,16935,6000000003491992381,Andreas Pederson Todnem,14,1
2,16935,6000000012692284145,Peder Mosessøn,14,1
2,16935,6000000012692916651,Elias Mosessøn,14,1
2,16935,6000000012692991594,Inger Mosesdatter,14,1
2,16935,6000000024248323131,Anne Mosesdatter Mosesdatter,14,1
2,16935,6000000005606867031,Tollef Tollefsen Håland,14,1
2,16935,6000000005606867038,Tollef Tollefsen Håland,14,1
2,16935,6000000005606867045,Malli Tollefsdatter Håland,14,1
2,16935,6000000005606867052,Karen Tollefsdatter Håland,14,1
2,16935,6000000005606867059,Tollef Tollefsen Håland,14,1
2,16935,6000000011341210588,Jon Tollefsen Håland,14,1
2,16935,6000000037517104144,Kristin Tollefsdatter Håland,14,1
2,16935,6000000082774251478,Peder Tollefson Håland,14,1
2,16935,6000000184923165839,Siri Madsdatter Ødegården,14,1
2,16935,6000000005770801563,Berit Bjørnsdatter Omlid,14,1
2,16935,6000000181056223853,Salve Bjørnsen,14,1
2,16935,6000000018173348952,Ragnhild Torkilsdatter Guddal,14,1
2,16935,6000000010808631896,Siri Torkelsdatter Guddal,14,1
2,16935,6000000198083542855,Jorid Torkelsdatter Guddal,14,1
2,16935,6000000007442953621,Helga Karlsdatter Liland,14,1
2,16935,6000000024726120274,Kristi Gunnarsdatter Vassbotn,14,1
2,16935,6000000202599997840,Samuel 1. Gunnarson Vassboten,14,1
2,16935,6000000202601063822,Jon Gunnarson Vassbotn,14,1
2,16935,6000000181373827837,Berte Halvorsdatter,14,1
2,16935,6000000184921546898,Ole Halverson,14,1
2,16935,6000000184923216847,Gunhild Halvardsdatter,14,1
2,16935,6000000003095174464,Rasmus Sjurson Lerang,14,1
2,16935,6000000010758694091,Ole Karlson Liland/Josdal,14,1
2,16935,6000000172421941283,Osmund Jørgensen Lunde,14,1
2,16935,6000000180914690830,Gunvor Jørgensdatter Lunde,14,1
2,16935,6000000180915475834,Astrid Jørgensdatter Lunde,14,1
2,16935,6000000207024279832,Kirsti Jørgensdatter Lunde,14,1
2,16935,6000000007352703021,Helga Asbjørnsdatter Liland,14,1
2,16935,6000000007352344981,Johannes Asbjørnsen Liland,14,1
2,16935,6000000007352739776,Torborg Asbjørnsdatter,14,1
2,16935,6000000007352744537,Siri Asbjørnsdatter,14,1
2,16935,6000000007352929263,Peder Asbjørnsen Liland,14,1
2,16935,6000000005770801658,Jorid Atlaksdotter Haugen,14,1
2,16935,6000000048101484899,Torbjørg,14,1
2,16935,6000000067050826836,Ole d.e.,14,1
2,16935,6000000067051836852,Ole d.y.,14,1
2,16935,6000000013135856601,Torstein Nilsson Nilsson,14,1
2,16935,6000000002017898070,Jon Trondson Benkestok,13,1
2,16935,6000000001137197188,Berethe Trondsdatter Benkestok,13,1
2,16935,6000000001827582083,Adelus Trondsdatter,13,1
2,16935,6000000002893611154,Tord Trondson,13,1
2,16935,6000000215689469872,Jens Pedersen Juel,13,1
2,16935,6000000006242834273,Anders Pedersøn,13,1
2,16935,6000000002757712197,Jens,13,1
2,16935,6000000002757743227,Hans Pederssøn,13,1
2,16935,6000000007416800018,Erik Pedersen Juul,13,1
2,16935,6000000000128283537,NN Benkestok,13,1
2,16935,6000000007980453763,Karen Nilsdatter Haard,13,1
2,16935,6000000001700467915,Tor Torleifson Benkestok,13,1
2,16935,6000000003645818416,Jon Nilsson Haard,13,1
2,16935,4265475684170021035,Anne Josefsdatter Ånestad,13,1
2,16935,6000000007225404465,Guri Marta Josefsdatter Ånestad,13,1
2,16935,6000000038336124397,Ola Asbjørn Josefson Ånestad,13,1
2,16935,6000000052224917015,Rasmus Josefson Ånestad,13,1
2,16935,6000000052225001234,Anna Josefsdatter Ånestad,13,1
2,16935,6000000052225099331,Ola Josefson Ånestad,13,1
2,16935,6000000052225413927,Peder Josefson Ånestad,13,1
2,16935,6000000052225603946,Serina Maria Josefsdatter Ånestad,13,1
2,16935,6000000052225680948,Berta Malena Josefsdatter Ånestad,13,1
2,16935,6000000052225878877,Josef Josefson Ånestad,13,1
2,16935,6000000009581644324,Guri Martha Tjølsdatter Njølstad,13,1
2,16935,6000000016148173146,Ola Olsen Torland,13,1
2,16935,6000000016416647030,Sven Olson Torland,13,1
2,16935,6000000029302515541,Rakel Jorina Olsdatter Torland,13,1
2,16935,6000000082773857874,Jon Olson Torland,13,1
2,16935,6000000082774559614,Guri Marta Olsdatter Torland,13,1
2,16935,6000000082774883062,Ola Olson Torland,13,1
2,16935,6000000082774970103,Elen Helena Olsdatter Torland,13,1
2,16935,6000000010504711478,Inger Tollaksdtr,13,1
2,16935,6000000167444847584,Olaus Larsen Hegre,13,1
2,16935,6000000005608927792,Gina Torsdatter Kolnes,13,1
2,16935,6000000027721656505,Tollef Toreson Kolnes,13,1
2,16935,6000000120855723908,Ole Ingvald Toresen Kolnes,13,1
2,16935,6000000200214887844,Peder Toresen Kolnes,13,1
2,16935,6000000003020256134,Hans Kristian Jeremiasson,13,1
2,16935,6000000003504700738,Hans Kristian,13,1
2,16935,6000000003504775439,Abel,13,1
2,16935,6000000007799896401,Ole Johannes Jeremiasson,13,1
2,16935,6000000000899328626,Bertha Tollaksdatter Stangeland,13,1
2,16935,6000000001095102892,Anna Tollaksdatter Stangeland,13,1
2,16935,6000000010504520892,Even Tollaksen,13,1
2,16935,6000000010504554041,Knud Tollaksen,13,1
2,16935,6000000010504756340,Karen Mallena Tollaksdatter Stangeland,13,1
2,16935,6000000174428458927,Tollak Tollaksen,13,1
2,16935,6000000032889086696,Olina Olsdatter Hårr,13,1
2,16935,6000000179586526822,Ola Olson Hårr,13,1
2,16935,6000000219147098872,Berta Olsdatter Hårr,13,1
2,16935,6000000220103234827,Dorthea Kristine Olsdatter Hårr,13,1
2,16935,6000000220103372863,Elen Olsdatter Hårr,13,1
2,16935,6000000220103869821,Elias Olsen Hårr,13,1
2,16935,6000000220103886821,Rakel Olsdatter Hårr,13,1
2,16935,6000000220103940822,Serina Olsdatter Hårr,13,1
2,16935,6000000219938947946,Berta Hansdatter Husveg,13,1
2,16935,6000000031958451209,Johannes,13,1
2,16935,6000000012342585797,Andreas Andreassen Sæbø,13,1
2,16935,6000000015682851914,Lars Andreas Andreassen Sæbø,13,1
2,16935,6000000176458468841,Gunnhild Maria Sæbø,13,1
2,16935,6000000208820838885,Adolf Oluf Andreassen Sæbø,13,1
2,16935,6000000208821122827,Andreas Andreassen Sæbø,13,1
2,16935,6000000208821174856,Marta Bertine Andreasdatter Sæbø,13,1
2,16935,6000000208821225823,Olaus Teodor Andreassen Sæbø,13,1
2,16935,6000000208821316822,Andrine Ragnhild Kirstina Andreasdatter Sæbø,13,1
2,16935,6000000208821393826,Martina Andreasdatter Sæbø,13,1
2,16935,6000000039177660278,Bertha Karina Sørensdatter Østrådt,13,1
2,16935,6000000005607123438,Anton Kristian Eivindson Austrått,13,1
2,16935,6000000024247187122,Eivind,13,1
2,16935,6000000024247187126,Bertil Martin,13,1
2,16935,6000000024247187130,Knut,13,1
2,16935,6000000024247187134,Elen Serine Østrått,13,1
2,16935,6000000003491992341,Peder Rasmusson Todnem,13,1
2,16935,6000000017697559365,Johannes Rasmusson Todnem,13,1
2,16935,6000000057185221972,Eivind Rasmusson Todnem,13,1
2,16935,6000000057185424871,Gabriel Rasmusson Todnem,13,1
2,16935,6000000005795660952,Andreas Martinius Jensen,13,1
2,16935,6000000007654537250,Peder Daniel Jensen Klingshei,13,1
2,16935,6000000139988673036,Ola Jensson Klingshei,13,1
2,16935,6000000206362138922,Jens Jensen Klingshei,13,1
2,16935,6000000206362386833,Tollak Jensen Klingshei,13,1
2,16935,6000000022192762797,Sikke Gurine Johannesdatter Samuelsen,13,1
2,16935,6000000003491968000,Anna Svensdatter Skrudland,13,1
2,16935,6000000000496986928,Karen Berte Hansdatter Haarr,13,1
2,16935,6000000011366046011,Anders Hansen Haarr,13,1
2,16935,6000000110629340816,Serine Hansdatter Haarr,13,1
2,16935,6000000110629357823,Hans Hansen Haarr,13,1
2,16935,6000000011465951749,Anna Pauline Taraldsdatter Kvalbein,13,1
2,16935,6000000013791979178,Ingeborg Margreta Taraldsdatter Kvalbein,13,1
2,16935,6000000005607344127,Helga Sivertsdatter Vik,13,1
2,16935,6000000029363568062,Gabriel Sivertson Vik,13,1
2,16935,6000000050185794565,Rasmus Sivertson Vik,13,1
2,16935,6000000050187758080,Sivert Sivertsen Vik,13,1
2,16935,6000000144152896849,Jon Sivertson Vik,13,1
2,16935,6000000193104495905,Malena Sivertsdatter Vik,13,1
2,16935,6000000193104981843,Sille Maria Sivertsdatter Vik,13,1
2,16935,6000000002063215005,Bertel Kristian Johansen Tjelta,13,1
2,16935,6000000058265818862,Joachim Johan Hendriksen Johansson Høgeholen,13,1
2,16935,6000000116679962900,Johan Bertel Johansson Høgeholen,13,1
2,16935,6000000024214733697,Ole Gabriel Tørresen Tjora,13,1
2,16935,6000000010516982757,Kristine Simonsdatter Time,13,1
2,16935,6000000017585290962,Ellef Olson,13,1
2,16935,6000000017828319824,Abraham Olsen Ree,13,1
2,16935,6000000017830682312,Ola Olson Ree,13,1
2,16935,6000000017830682316,Karen Olsdotter Re,13,1
2,16935,6000000017830682320,Ola Olson Re,13,1
2,16935,6000000049997659982,Lars Olsen Ree,13,1
2,16935,6000000085464827000,Ingeborg Olsdatter Ree,13,1
2,16935,6000000085464827010,Kirsten Olsdatter Ree,13,1
2,16935,6000000085464850252,Marta Sofie Olsdatter Ree,13,1
2,16935,6000000085464850272,Anna Olsdatter Ree,13,1
2,16935,6000000027723792551,Torsten Pederson Risa,13,1
2,16935,6000000027724215075,Ola Pederson Pederson,13,1
2,16935,6000000027724479847,Guri Pedersdatter Risa,13,1
2,16935,6000000006281834284,Peder Taraldsson Kvalbein,13,1
2,16935,6000000013791640688,Johanna Helena Taraldsdatter Kvalbein,13,1
2,16935,6000000013791877634,Anthon Tharaldsen Kvalbein,13,1
2,16935,6000000016264026165,Nils-Salmund Tørresen Tjora,13,1
2,16935,6000000005609505382,David Mauritsson,13,1
2,16935,6000000006979674173,Kristi Sigbjørnsdatter Forsand,13,1
2,16935,6000000023402375498,Rasmus Ommundsen Tjøtta,13,1
2,16935,6000000023402441323,Gabriel Ommundson Tjøtta,13,1
2,16935,6000000023402602117,Malena Ommundsdatter Tjøtta,13,1
2,16935,6000000023402737901,Guri Ommundsdatter Tjøtta,13,1
2,16935,6000000073181983971,Rasmus,13,1
2,16935,6000000073182013935,Rasmus,13,1
2,16935,6000000073182025851,Rasmus,13,1
2,16935,6000000073182083902,Bertha Tomine Salomonsdatter Kolnes,13,1
2,16935,6000000006409825244,Torjei Salvesen,13,1
2,16935,6000000186030214978,Mads Salvesen,13,1
2,16935,6000000035295306508,Torger Marselius Karlsen,13,1
2,16935,6000000017192013853,Private,13,1
2,16935,6000000038339668469,Private,13,1
2,16935,6000000056222678967,Private,13,1
2,16935,6000000023970862643,Private,13,1
2,16935,6000000077771152868,Private,13,1
2,16935,6000000178005016970,Private,13,1
2,16935,6000000178008019834,Gerd Hellestø,13,1
2,16935,6000000003094973439,Private,13,1
2,16935,6000000007770075468,Private,13,1
2,16935,6000000007770159300,Jon,13,1
2,16935,6000000007846138213,Marit Bjelland,13,1
2,16935,6000000007846644836,Kåre Alsterlund,13,1
2,16935,6000000007846714372,Åse,13,1
2,16935,6000000007846770388,Ove Alsterlund,13,1
2,16935,6000000007846965666,Private,13,1
2,16935,6000000013060944718,Private,13,1
2,16935,6000000007847074424,Per Kristian,13,1
2,16935,6000000007847107458,Private,13,1
2,16935,6000000007847117248,Private,13,1
2,16935,6000000013937372878,Else Ingjerd Christiansen,13,1
2,16935,6000000013937550961,Gunvor Christiansen,13,1
2,16935,6000000007847069651,Private,13,1
2,16935,6000000007846685317,Private,13,1
2,16935,6000000013937813996,John Christiansen,13,1
2,16935,6000000013937822853,Mildred Christiansen,13,1
2,16935,6000000013937917122,Ingbjørg Christiansen,13,1
2,16935,6000000013937809456,Private,13,1
2,16935,6000000013937414678,Tom Kristiansen,13,1
2,16935,6000000013937440814,Kjell Kristiansen,13,1
2,16935,6000000013937476165,Private,13,1
2,16935,6000000006230989277,Ingeborg Olsdatter,13,1
2,16935,6000000184485400843,Ole Olsen,13,1
2,16935,6000000221277275903,Asbjørn O. Skreå,13,1
2,16935,6000000005770730662,Johanna Andreasdotter Viste,13,1
2,16935,6000000221463888837,Gunhild Kristine Andreasdatter Viste,13,1
2,16935,6000000221464277828,Kjeran Andreassen,13,1
2,16935,6000000003095260231,Jonas Teodor Karlson Laland,13,1
2,16935,6000000013900104615,Regina Teodine Karlsdatter Laland,13,1
2,16935,6000000089978066862,Malena Olava Karlsdatter Laland,13,1
2,16935,6000000089978175956,Bernhardine Amalie Karlsdatter Laland,13,1
2,16935,6000000089978612825,Karl Johan Karlsen,13,1
2,16935,6000000018183641626,Peder d.e. Atlaksen Hompland,13,1
2,16935,6000000029476061362,Peder Atlaksen Hompland,13,1
2,16935,6000000003095003478,Taral Jonson Fossmork,13,1
2,16935,6000000003095003486,Taral Jonson Fossmork,13,1
2,16935,6000000003095003493,Barn Jonson Fossmork,13,1
2,16935,6000000003095003500,Gunvor Jonsdotter Fossmork,13,1
2,16935,6000000003095003507,Magla Jonsdatter Fossmork,13,1
2,16935,6000000024726166628,Gunvor Jonsdatter Ovre-Fossmork,13,1
2,16935,6000000003095206459,Sjur Toreson Lerang,13,1
2,16935,6000000006973000798,Hans,13,1
2,16935,6000000006973000803,Siri Toresdatter,13,1
2,16935,6000000006973000807,Marite Toresdatter,13,1
2,16935,6000000006973000811,Marite Toresdatter,13,1
2,16935,6000000006973000815,Ragnhild Toresdatter,13,1
2,16935,6000000006973000819,Tore,13,1
2,16935,6000000006973000830,Ragnhild Toresdatter,13,1
2,16935,6000000007279468963,Bertha Toresdatter Toresdatter,13,1
2,16935,6000000006979618118,Ingeborg Toresdtr. Lerang,13,1
2,16935,6000000010664116772,Anna Thorsdatter,13,1
2,16935,6000000011715184171,Sjur Toresen U-berge,13,1
2,16935,6000000049443091940,Tore Toresen Lerang,13,1
2,16935,6000000003095260226,Berta Karina Ellingsdatter Laland,13,1
2,16935,6000000221548523956,Siri Tolleivsdatter Øyestøl,13,1
2,16935,6000000223314496850,Halvard,13,1
2,16935,6000000007217189287,Torkel Pedersen Liland,13,1
2,16935,6000000003525296904,Jørgen Osmundsen Lunde,13,1
2,16935,6000000009129319382,Mads Madsen Eigeland,13,1
2,16935,6000000174380740855,Gunhild Madsdatter Eigeland,13,1
2,16935,6000000180070389924,Siri Madsdatter Eigeland,13,1
2,16935,6000000180070749843,Bjørn Madsen,13,1
2,16935,6000000180112015857,Inga Madsdatter Eigeland,13,1
2,16935,6000000180124247837,Ole Johan Madsen,13,1
2,16935,6000000180124616834,Helga Madsdatter Eigeland,13,1
2,16935,6000000004055788720,Martin Svindland,13,1
2,16935,6000000004055914481,Inger Svindland,13,1
2,16935,6000000004055963418,Anna Gesine Svindland,13,1
2,16935,6000000184860024840,Samuel Svindland,13,1
2,16935,6000000005770743918,Kolben Gunnarson Salmelid,13,1
2,16935,6000000005770743925,Inga Gunnarsdatter Salmelid,13,1
2,16935,6000000005770743931,Siri Gunnarsdatter Salmelid,13,1
2,16935,6000000005770743937,Mads Gunnarson Salmelid,13,1
2,16935,6000000005770743943,Anders Gunnnarson Salmelid,13,1
2,16935,6000000005770743949,Lars Gunnarson Salmelid,13,1
2,16935,6000000005770743955,Mads Gunnarson Salmelid,13,1
2,16935,6000000005770743961,Serena Gunnarsdatter Salmelid,13,1
2,16935,6000000007249934706,Asgjerd Gunnarsdatter Salmelid,13,1
2,16935,6000000013658694505,Anna Kristine Ellingsdatter Laland,13,1
2,16935,6000000013658854498,Hans Teodor Ellingson Laland,13,1
2,16935,6000000090074689560,Anna Chirstine Ellingsdatter Laland,13,1
2,16935,6000000007220800784,Torid Pedersdotter Liland,13,1
2,16935,6000000007352733670,Johannes,13,1
2,16935,6000000010039772651,Gunhild Pedersdatter,13,1
2,16935,6000000002335691856,Karen Sofie Vellesdatter,13,1
2,16935,6000000032938261936,Osmund,13,1
2,16935,6000000180874811855,Inger Willadsdatter Josdal,13,1
2,16935,6000000184449097821,Todne Vedlesdatter Nygård,13,1
2,16935,6000000009385694264,Osmund Stålesen,13,1
2,16935,6000000002302667721,Laura Gabrielsen Skjæveland,13,1
2,16935,6000000058919802979,Berthe Gurine Skjæveland,13,1
2,16935,6000000196428337862,Inger Marie Skjæveland,13,1
2,16935,6000000196446199861,Hans Peter,13,1
2,16935,6000000196446906829,Grethe Serine Skjæveland,13,1
2,16935,6000000082946127842,Emilie Pedersen,13,1
2,16935,6000000111237896845,Ida Severine Pedersen,13,1
2,16935,6000000196284940853,Ingvald Oluf Peder Pedersen,13,1
2,16935,6000000196286653855,Inga Pedersen,13,1
2,16935,6000000196286878827,Thorvald,13,1
2,16935,6000000196286952850,Johan Peter,13,1
2,16935,6000000117744818156,Jorgina Halvarsdatter Halvardsdatter,13,1
2,16935,6000000002601523975,Torborg Olsdotter Knaben,13,1
2,16935,6000000015282290994,Serina Olsdatter Olsdotter Knaben,13,1
2,16935,6000000020039227299,Anne Olsdatter Knaben,13,1
2,16935,6000000020039413599,Tore Olsen Knaben,13,1
2,16935,6000000020039419424,Tollak Olsen Knaben,13,1
2,16935,6000000020039495326,Nils Olsen Knaben,13,1
2,16935,6000000020039504209,Jette Marie Olsdotter Høydal,13,1
2,16935,6000000007255678083,Bernt Andersson Gautestad,13,1
2,16935,6000000007442885014,Johannes Anderson,13,1
2,16935,6000000007442913001,Anne Tobine Andersdatter,13,1
2,16935,6000000007442920947,Tore Andersson Mygland,13,1
2,16935,6000000007442990083,Anne Sofia Andersdatter Mygland,13,1
2,16935,6000000007443071594,Andreas Andresson Mygland,13,1
2,16935,6000000007443218421,Anders Anderson Andresson Mygland,13,1
2,16935,6000000014095003952,Anne Lovise Andersdatter Mygland,13,1
2,16935,6000000037407545520,Anne Tobine Andersdatter,13,1
2,16935,6000000041175158505,Ole Johannes Anderssen Mygland,13,1
2,16935,6000000170493776840,Lise Andersdatter Andersdatter,13,1
2,16935,6000000020038247634,Lars Ståleson Knaben,13,1
2,16935,6000000020038748488,Asgjerd Stålesdatter Knaben,13,1
2,16935,6000000020038777605,Ståle Ståleson,13,1
2,16935,6000000020038824459,Torborg Stålesdatter,13,1
2,16935,6000000020038888567,Sereina Stålesdatter,13,1
2,16935,6000000020039046010,Tor Ståleson,13,1
2,16935,6000000116067963004,Tore Stålesen Knaben,13,1
2,16935,6000000020038899591,Antonetta Hansdater,13,1
2,16935,6000000020038980019,Ingerid Hansdotter,13,1
2,16935,6000000020039248135,Per Andreas Hanson Eiesland,13,1
2,16935,6000000207799879853,Tobine Larsdatter Lien,13,1
2,16935,4499594,Berta Monsdatter Grødem,13,1
2,16935,4534856,Dortea,13,1
2,16935,4534863,Maria,13,1
2,16935,4534866,Emelia,13,1
2,16935,4534870,Laurentse???,13,1
2,16935,6000000005608897575,Martin Olson,13,1
2,16935,6000000010701128258,Rakel Marie Gabrielsdatter,13,1
2,16935,6000000018018344683,Theodor Ludvigsen Ludvigsen,13,1
2,16935,6000000122747456050,Ole Ingebrigtson Birkedal,13,1
2,16935,6000000008975974281,Daniel Ingebretson Øvstebø,13,1
2,16935,6000000146023324965,Gunnar Ingebretson Østebø,13,1
2,16935,6000000146023410331,Sikke Ingebretsdtr Østebø,13,1
2,16935,6000000146023589058,Ola Ingebretson Østebø,13,1
2,16935,6000000146024143041,Taletta Ingebretsdtr Østebø,13,1
2,16935,6000000146024244120,Enok Ingebretson Østebø,13,1
2,16935,6000000146024925956,Sigrid Ingebretsdtr Østebø,13,1
2,16935,6000000146024994909,Ole Johan Ingebretson Østebø,13,1
2,16935,6000000146025566822,Joren Ingebretsdtr Østebø,13,1
2,16935,6000000004977375047,Sven Andreas Tønnessen,13,1
2,16935,6000000004977625626,Halvor Tønnessen,13,1
2,16935,6000000004978393205,Tønnes Andreas Tønnessen,13,1
2,16935,6000000180173427902,Siri Tønnessen,13,1
2,16935,6000000225183820825,Rakel Tønnessen,13,1
2,16935,6000000225192091908,Ole,13,1
2,16935,6000000225192430823,Anna Tønnessen,13,1
2,16935,6000000179864296826,Leiel,13,1
2,16935,6000000015766713942,Inger Sofie Salvesdatter Bærøen,13,1
2,16935,6000000181168946011,Inger Sofie Salvesdatter Bærøen,13,1
2,16935,6000000181172202877,Jørgen Salvesen,13,1
2,16935,6000000181172837883,Halvor Salvesen,13,1
2,16935,6000000181174683843,Marta Gjertine Salvesdatter Tonstad,13,1
2,16935,6000000181175836823,Anne Salvesdatter,13,1
2,16935,6000000181491016966,Rasman Jørgensen,13,1
2,16935,6000000181501251821,Gunhild Jørgensen,13,1
2,16935,6000000181504107827,Gjertrud Jørgensen,13,1
2,16935,6000000181507463879,Anna Jørgensen,13,1
2,16935,6000000012074333216,Atlak Atlaksen,13,1
2,16935,6000000005609557221,Nils Torsteinson Torsteinson,13,1
2,16935,6000000003095209385,Mikkel Torsteinson Espedal,13,1
2,16935,6000000150816945866,Guttorm Torsteinsen Espedal,13,1
2,16935,6000000150816945874,Anna Torsteinsdotter Ø. Espedal,13,1
2,16935,6000000150816945882,Haaver Torsteinsen Espedal,13,1
2,16935,6000000022541804117,Gjertrud Toresdatter Erevik,13,1
2,16935,6000000135563928709,Mari Toresdatter Erevik,13,1
2,16935,6000000215689547848,Peder,12,1
2,16935,6000000002757705605,Peder Benkestok,12,1
2,16935,6000000003820977946,Trond Pedersson Benkestok-Høyum,12,1
2,16935,6000000003820977951,Torleif Pedersson Benkestok-Sauda-Luster,12,1
2,16935,6000000003506306030,Nils,12,1
2,16935,6000000005609552279,Peder Olson Klingshei,12,1
2,16935,6000000013986137917,Maria Olsdatter Klingshei,12,1
2,16935,6000000005606916599,Dortea Monsdatter Øksnevad,12,1
2,16935,6000000005607155011,Johannes Monsson Øksnevad,12,1
2,16935,6000000005607155019,Berta Monsdatter,12,1
2,16935,6000000005961930053,Guri Olsdatter Torland,12,1
2,16935,6000000021675829093,Maren Kristina Olsdatter Torland,12,1
2,16935,6000000054644141430,Hans Olson Torland,12,1
2,16935,6000000054644384043,Ole Asbjørn Olson Torland,12,1
2,16935,6000000054644481025,Serina Maria Olsdatter Torland,12,1
2,16935,6000000082774377122,Ola Olson Torland,12,1
2,16935,6000000003492033301,Ane Lisebet Olsdatter Klingshei,12,1
2,16935,6000000035703282201,Berte Olsdatter Klingshei,12,1
2,16935,6000000120855723941,Ingeborg Olsdatter Klingshei,12,1
2,16935,6000000202883826895,Elisabet Olsdatter Klingshei,12,1
2,16935,6000000202884398821,Berta Kirstina Olsdatter Klingshei,12,1
2,16935,6000000202884504825,Elisabet Olsdatter Klingshei,12,1
2,16935,6000000202884626825,Ola Olsen Klingshei,12,1
2,16935,6000000219939183906,Berta Karina Eliasdatter Husveg,12,1
2,16935,6000000219939194834,Karen Eliasdatter Husveg,12,1
2,16935,6000000022028993870,Mons Olsen Bjorland,12,1
2,16935,6000000036927526559,Berta Olsdatter Bjorland,12,1
2,16935,6000000036927880663,Anna Olsdatter Bjorland,12,1
2,16935,6000000036927931307,Torstein Olsen Bjorland,12,1
2,16935,6000000036927997140,Torstein Olsen Bjorland,12,1
2,16935,6000000053249398032,Ingeborg Birthe Olsdatter Bjorland,12,1
2,16935,6000000008111390108,Jeremias Skrettingland,12,1
2,16935,6000000006198453224,Ingeborg Eivindsdatter Austrått,12,1
2,16935,6000000003491951742,Inger Olsdatter Aniksdal,12,1
2,16935,6000000003491951750,Berta Olsdatter Aniksdal,12,1
2,16935,6000000003491951760,Anne Berte Olsdatter Aniksdal,12,1
2,16935,6000000003491951770,Lars Olsen Aniksdal,12,1
2,16935,6000000003491951778,Marta Olsdatter Aniksdal,12,1
2,16935,6000000003491951783,Mons Olsen Aniksdal,12,1
2,16935,6000000003491951798,Ola Olsen Aniksdal,12,1
2,16935,6000000003491951811,Taletta Olsdatter Aniksdal,12,1
2,16935,6000000003491951821,Jonas Olsen Aniksdal,12,1
2,16935,6000000003491951826,Rasmus Olsen Aniksdal,12,1
2,16935,6000000063288616902,Mons Monsen Høien,12,1
2,16935,6000000224133247946,Sven Monsen Bø,12,1
2,16935,6000000224133443837,Mons Monsen Høien,12,1
2,16935,6000000224133546864,Berta Monsdatter Høien,12,1
2,16935,6000000224133599831,Tolleiv Monsen Høien,12,1
2,16935,6000000003492089776,Berta Kirstina Ellingsdatter Haugland,12,1
2,16935,6000000169024680882,Mons Ellingsen Haugland,12,1
2,16935,6000000221194170944,Kristian Ellingsen Haugland,12,1
2,16935,6000000221194932839,Lars Ellingsen Haugland,12,1
2,16935,6000000221195008844,Anna Ellingsdatter Haugland,12,1
