qid,geni_id,en_label,reaches_charlemagne
Q45397297,6000000074757469843,Shi Tang,no
Q45397300,6000000074757460835,Shi Changling,no
Q45397304,6000000074756854137,Shi Daiwen,no
Q45397307,6000000074757513832,Shi Daiju,no
Q45397310,6000000074757067075,Shi Xunzhi,no
Q45397313,6000000074757376848,Shi Siqing,no
Q45397315,6000000074709897833,Shi Kangbo,no
Q45397316,6000000074757281009,Guo Fu,no
Q45397317,6000000074698914923,Guo Hanping,no
Q45397319,6000000074735962909,Shi Yue,no
Q45397321,6000000074757294969,Shi Gongru,no
Q45397324,6000000074756126831,Shi Jiyu,no
Q45397327,6000000074756057879,Shi Shen,no
Q45397332,6000000074757339915,Shang Yueqing,no
Q45397337,6000000074735230169,Shi Jingxun,no
Q45397340,6000000074736160826,Shi Shisheng,no
Q45397342,6000000074725303137,Shi Jujian,yes
Q45397344,6000000039253585097,Shi Jingshu,yes
Q45397348,6000000039253444192,Shi Jingyu,yes
Q45397352,6000000039253531175,Shi Jingwan,yes
Q45397354,6000000039253640835,Shi Jingzhu,yes
Q45397357,6000000074757530823,Shi Jinggong,no
Q45397362,6000000074757406867,Shi Duanyi,no
Q45397368,6000000074757410890,Shi Tunan,no
Q45397372,6000000074757016085,Shi Yunde,no
Q45397377,6000000075061319007,Zhao Shuyin,yes
Q45397382,6000000075061819839,Zhao Yizhi,yes
Q45397385,6000000075061545932,Zhao Gongji,yes
Q45397388,6000000075061767841,Zhao Yansheng,yes
Q45397392,6000000075061791837,Zhao Pufu,yes
Q45397394,6000000075061649846,Zhao Shiru,yes
Q45397397,6000000074757314052,Xuan A,no
Q45397401,6000000074725549850,Xuan Bi,yes
Q45397404,6000000074725169272,Xuan Ang,yes
Q45397407,6000000074725568829,Xuan Zhide,yes
Q45397409,6000000074703908873,Su Zhen,no
Q45397412,6000000074757151134,Su Tao,no
Q45397415,6000000074757229105,Du Huizheng,no
Q45397416,6000000074757577839,Du Kehui,no
Q45397418,6000000074757223080,Du Xuji,no
Q45397421,6000000074757647822,Du Changqi,no
Q45397422,6000000074757651824,Du Bi,no
Q45397426,6000000074757465968,Du Sigong,no
Q45397430,6000000074757585913,Du Chuixiang,no
Q45397432,6000000074757672822,Du B,no
Q45397433,6000000074757012304,Du Jianzhong,no
Q45397437,6000000074757361945,Du Yi,no
Q45397439,6000000074757016148,Du Shunqing,no
Q45397443,6000000074757559902,Du Chun,no
Q45397448,6000000074757049218,Du Ying,no
Q45397450,6000000074757016155,Du Ye,no
Q45397453,6000000074757261046,Du Zhiren,no
Q45397458,6000000074757230322,Du Tingchen,no
Q45397462,6000000074757514020,Du Xiu,no
Q45397463,6000000074757701863,Du Youxuan,no
Q45397466,6000000075325206867,Du Jun,no
Q45397469,6000000075324308453,Du Yuan,no
Q45397472,6000000074757567056,Du Hu,no
Q45397475,6000000074757878840,Lin Shi,no
Q45397478,6000000074757630977,Lin Hao,no
Q45397482,6000000074757773921,Lin Xingxiang,no
Q45397486,6000000074757811883,Lin Nai,no
Q45397490,6000000074757226359,Lin Zhongqian,no
Q45397495,6000000038072693980,Zhao Zonglin,yes
Q45397497,6000000074688420058,Zhao Zhongxian,yes
Q45397498,6000000074783238202,Zhao Shinian,yes
Q45397500,6000000074783650906,Zhao Buduo,yes
Q45397505,6000000074783627925,Zhao Shanao,yes
Q45397508,6000000074783611890,Zhao Shanchen?,yes
Q45397512,6000000074782730477,Zhao Shanfu,yes
Q45397515,6000000074783730847,Zhao Ruqi,yes
Q45397518,6000000074782883392,Zhao Rushou,yes
Q45397521,6000000074783736839,Zhao Rulin,yes
Q45397524,6000000074783311022,Zhao Chongyu,yes
Q45397526,6000000074783728833,Zhao Chongxian,yes
Q45397528,6000000074704809876,Du Zhao,no
Q45397533,6000000074704780873,Du Wo,no
Q45397536,6000000074758004822,Yu Yi,no
Q45397540,6000000074707950908,Yu Xiong,no
Q45397543,6000000074757669009,Yu Hang,no
Q45397545,6000000074757873869,Yu Shou,no
Q45397548,6000000074757828907,Yu Yun,no
Q45397553,6000000074757994835,Guan Yuan,no
Q45397558,6000000074757952857,Tan Zongchen,no
Q45397560,6000000074758001834,Yu Song,no
Q45397564,6000000074733459850,Zhang B,no
Q45397567,6000000074685295062,Zhang Jin,no
Q45397571,6000000074757873883,Fang Qinzu,no
Q45397575,6000000074756805546,Yue Fang,no
Q45397578,6000000074757315405,Fang Shi,no
Q45397581,6000000074758001846,Fang Gongsun,no
Q45397585,6000000074718439052,Xiangli A,yes
Q45397588,6000000074718781966,Xiangli Zhou,yes
Q45397604,6000000023531494618,Du Yin,yes
Q45397606,6000000074757580158,Du Lin,yes
Q45397609,6000000074757856970,Du Xiwang,yes
Q45397616,6000000074757743079,Shi Mian,no
Q45397617,6000000074757676124,Shi Zi,no
Q45397623,6000000074758108832,Shi Zhiyan,no
Q45397626,6000000074757663155,Shi Fan,no
Q45397627,6000000074757771031,Shi Chou,no
Q45397630,6000000074757977942,Shi Gongqi,no
Q45397632,6000000074758537823,Shi Manqing,yes
Q45397634,6000000074758082880,Shi Xun,no
Q45397644,6000000074715968878,Sima Lin,no
Q45397647,6000000037721973586,Sima Zheng,no
Q45397652,6000000074703750882,Sima Ke,no
Q45397657,6000000074703562945,Sima Bing,no
Q45397661,6000000037722314086,Sima Xuan,no
Q45397668,,Sima Li,no
Q45397671,6000000074758187821,Wei Xian,no
Q45397674,6000000074758050908,Zhang Zhen,no
Q45397681,6000000074703810837,Sima Xuan,no
Q45397683,6000000074758082912,Zhang Anren,no
Q45397685,6000000074758097906,Lei Zhoufu,no
Q45397690,6000000074757829067,Lei Zhouxun,no
Q45397692,6000000074758121944,Lei Zhouyou,no
Q45397694,,Sima Yong,no
Q45397697,6000000074757313154,Sima Yang,no
Q45397700,6000000074703104457,Sima Gao,no
Q45397705,6000000075325065028,Sima Zi,no
Q45397708,6000000075324242658,Sima Jing,no
Q45397710,6000000074757777137,Fan Jingrang,no
Q45397713,6000000074757823117,Fan Jingwen,no
Q45397716,6000000074757899994,Sima You,no
Q45397720,6000000074703472065,Sima Tongguo,no
Q45397723,6000000074702682749,Sima Zhi,no
Q45397726,6000000074758145883,Sima Kuo,no
Q45397731,6000000074758015902,Sima Huai,no
Q45397734,6000000074758123893,Sima Zisi,no
Q45397738,6000000074757892034,Sima Mengqiu,no
Q45397741,6000000074758202823,Sima Zongzhao,no
Q45397745,6000000074703974830,Su Zhuo,no
Q45397746,6000000039010182360,Su Su,yes
Q45397750,6000000074757951937,Su Jian,no
Q45397756,6000000074758031952,Shi Zuke,no
Q45397762,6000000074758188823,Su Fu,no
Q45397765,6000000074730552823,Su Ziming,no
Q45397767,6000000074730429904,Su Zizheng,no
Q45397768,6000000074730442961,Su Ziyuan,no
Q45397772,6000000074758012976,Su Zhenwen,no
Q45397774,6000000074758025970,Zhao Mao,no
Q45397779,6000000074703811887,Su Guang,no
Q45397781,6000000074703123485,Su Guotai,no
Q45397784,6000000074757685239,Su Shiwan,no
Q45397787,6000000074758034980,Pan Zizhen,no
Q45397790,6000000074758175872,Pan Ziyu,no
Q45397792,6000000074758180857,Pan Jingbo,no
Q45397797,6000000074757663256,Pan Haobo,no
Q45397799,6000000074758159868,Pan Xianbo,no
Q45397800,6000000074757707097,Pan Jibo,no
Q45397804,6000000074733440185,Pan Huaiying,no
Q45397807,6000000074734233901,Pan Junbo,no
Q45397812,6000000074758173876,Pan Zheng,no
Q45397815,6000000075324885166,Pan B,no
Q45397818,6000000074758165880,Pan Zhidao,no
Q45397822,6000000074757491334,Pan Zongmeng,no
Q45397825,6000000074757927057,Su Zhonggui,no
Q45397833,6000000074757953029,Su Zonggui,no
Q45397835,6000000074757549233,Sun Lin,no
Q45397839,6000000074757746243,Sun Cha,no
Q45397841,6000000074703975875,Sun A,no
Q45397845,6000000074725280178,Li Zhaowen,no
Q45397851,6000000074718595033,Wang Keng,no
Q45397853,6000000074718716966,Wang Yan,no
Q45397857,6000000074718747920,Wang Chengqian,no
Q45397860,6000000074718774971,Wang Li,no
Q45397862,6000000074702763370,Sun Guanzhi,no
Q45397865,6000000074717730910,Yang Yuan,no
Q45397868,6000000074717744866,Yang Cong,no
Q45397871,6000000074703761000,Sun Bian,no
Q45397875,6000000074703662152,Sun Tian,no
Q45397877,6000000074703804987,Sun Quan,no
Q45397881,6000000074703604107,Sun Kuangti,no
Q45397883,6000000074703956871,Sun Jun,no
Q45397885,6000000074703704050,Sun Chengxiang,no
Q45397890,6000000074703716037,Sun Yong,no
Q45397893,6000000074703514125,Sun Zhao,no
Q45397898,6000000074702936584,Sun Congyi,no
Q45397904,6000000074564690893,Sun De,no
Q45397908,6000000074564722882,Sun Shu,no
Q45397913,6000000074564788873,Sun Zi,no
Q45397915,6000000074564825888,Sun Yuanfang,no
Q45397919,6000000074564555967,Sun Dacheng,no
Q45397923,6000000074757837113,Zhang Dayun,no
Q45397924,6000000074564453955,Zhang Dayong,no
Q45397927,6000000074758161910,Zhang Chuhou,no
Q45397928,6000000074564794875,Sun Yi,no
Q45397932,6000000074757657229,Liu Zijing,no
Q45397935,6000000074756887589,Chen Dayou,no
Q45397959,6000000074734064056,Chen Fahui,yes
Q45397962,6000000074734375900,Chen Sheng,yes
Q45397964,6000000074757491346,Chen Jian,no
Q45397969,6000000074757637287,Chen Yi,no
Q45397973,6000000074562038847,Chen Jiayan,no
Q45397976,6000000074562079877,Chen Shen,no
Q45397981,6000000074561901934,Chen Ti,no
Q45397984,6000000074758055942,Sun Huazhong,no
Q45397986,6000000046903147073,Sun Gongcheng,yes
Q45397988,6000000074703169374,Sun Zaixin,yes
Q45397991,6000000038176870198,Sun Yi,yes
Q45397993,6000000074757714243,Sun Guan,no
Q45397997,6000000074703797836,Sun Xingyou,no
Q45398003,6000000074758176858,Sun Xingyi,no
Q45398009,6000000074758235862,Sun Fangjian,no
Q45398014,6000000074757817121,Sun Fangjin,no
Q45398018,6000000074757689189,Sun Quanhui,no
Q45398022,6000000074368062236,Xie Yin,yes
Q45398026,6000000074757771115,Lv Zhongyan,no
Q45398029,6000000074703944852,Sun Cheng,no
Q45398032,6000000074758029018,Sun Changling,no
Q45398035,6000000074758191869,Sun Wenzhun,no
Q45398037,6000000075325107983,Sun Zhen,no
Q45398038,6000000074731192132,You Hui,no
Q45398040,6000000074726286913,Sun Cheng,no
Q45398042,6000000074726218925,Sun Rong,no
Q45398047,6000000074725971190,Sun Da,no
Q45398051,6000000074725997219,Sun Jin,no
Q45398054,6000000074725583604,Sun Qi,no
Q45398058,6000000074758257834,Pan Yi,yes
Q45398060,6000000074757036491,Sun Liao,no
Q45398063,6000000074703517196,Sun Tao,no
Q45398065,6000000074703841958,Sun Shimu,no
Q45398067,6000000074703905952,Sun Yanxu,no
Q45398071,6000000074703589126,Sun Dan,no
Q45398073,6000000074703715157,Sun Suiliang,no
Q45398303,6000000074758211878,Sun Fu,no
Q45398307,6000000074758101933,Sun Kui,no
Q45398314,6000000074757890105,Sun Ting,no
Q45398321,6000000074757966125,Sun Di,no
Q45398328,6000000074703736095,Sun Shi,no
Q45398335,6000000074704028852,Sun Miao,no
Q45398341,6000000074703923971,Sun Di,no
Q45398345,6000000074703771096,Sun Yu,no
Q45398352,6000000074703895000,Sun Kuo,no
Q45398356,6000000074703527338,Sun Lue,no
Q45398361,6000000074758046967,Sun Junyi,no
Q45398368,6000000074757768186,Sun Caiguan,no
Q45398374,6000000074703855954,Sun An,no
Q45398379,6000000074758184927,Sun Can,no
Q45398384,6000000074757833083,Sun Yin,no
Q45398389,6000000074758038996,Sun Mengguan,no
Q45398395,6000000074758161945,Liang Jixuan,no
Q45398401,6000000074703694142,Sun Jixian,no
Q45398406,6000000074703849892,Sun Wudang,no
Q45398411,6000000074703912893,Sun Dan,no
Q45398420,6000000074687259084,Zhao Keji,yes
Q45398426,6000000074687665834,Zhao Shushao,yes
Q45398436,6000000074703596005,Shi Xun,no
Q45398440,6000000074757714272,Cai Yu,no
Q45398451,6000000074703715465,Cai Fang,no
Q45398458,6000000074757274503,Cai Zai,no
Q45398464,6000000074757160906,Sun Wenzan,no
Q45398471,6000000074757227839,Sun Juyue,no
Q45398476,6000000074757140958,Sun Zongji,no
Q45398480,6000000074756891024,Sun Zongxiu,no
Q45398486,6000000074757002968,Sun Tingchen,no
Q45398492,6000000074756851919,Sun Miao,no
Q45398494,6000000074757923051,Sun Lian,no
Q45398498,6000000074757171872,Sun Shi,no
Q45398503,6000000074756989029,Sun Hao,no
Q45398508,6000000074757149879,Sun Qi,no
Q45398512,6000000074756811942,Sun Qi,no
Q45398516,6000000074703519281,Sun Ba,no
Q45398523,6000000074703889976,Sun Lian,no
Q45398528,6000000074704029867,Sun Yi,no
Q45398536,6000000074703956969,Sun Chen,no
Q45398539,6000000074725587640,Sun E,yes
Q45398543,6000000051922051203,Sun Zhi,yes
Q45398546,6000000074758079949,Sun Pu,no
Q45398549,6000000074758110926,Sun Changru,no
Q45398551,6000000074703779064,Sun Xi,no
Q45398556,6000000074703802999,Sun Pei,no
Q45398559,6000000074703591196,Sun Zhuming,no
Q45398561,6000000074757782192,Sun Mi,no
Q45398566,6000000074757786015,Sun Mi,no
Q45398569,6000000074758124013,Sun Kan,no
Q45398572,6000000074758220906,Sun Zhuang,no
Q45398575,6000000074757776249,Sun Yong,no
Q45398578,6000000074758094052,Sun Jian,no
Q45398581,6000000074758178927,Sun Hui,no
Q45398585,6000000074758094058,Sun Jing,no
Q45398589,6000000074704047872,Sun Zhaoyuan,no
Q45398593,6000000074758313826,Sun Zhi,no
Q45398595,6000000074757685295,Sun Zeng,no
Q45398597,6000000074757901237,Sun Ruhui,no
Q45398600,6000000074757663322,Sun Minwen,no
Q45398603,6000000074758149994,Sun Zai,no
Q45398605,6000000074757945115,Sun Guang,no
Q45398607,6000000074757815087,Sun Tan,no
Q45398610,6000000074757578212,Sun Feng,no
Q45398612,6000000074758114948,Sun Hong,no
Q45398615,6000000074758323829,Sun Gao,no
Q45398618,6000000074758193906,Sun Yan,no
Q45398622,6000000074757578218,Sun Wan,no
Q45398625,6000000074758322824,Sun Boda,no
Q45398629,6000000074758209997,Sun Zongjian,no
Q45398632,6000000074756923734,Sun Tingyang,no
Q45398635,6000000074758049092,Sun Baonian,no
Q45398638,6000000074758251856,Sun Xiannian,no
Q45398642,6000000074758178941,Sun Guinian,no
Q45398646,6000000074758061027,Sun Danian,no
Q45398649,6000000074758263884,Sun Yinian,no
Q45398652,6000000074758165966,Sun Kangnian,no
Q45398656,6000000074758332832,Sun Anguo,no
Q45398658,6000000074757972119,Sun Anyi,no
Q45398660,6000000074758358823,Sun Wo,no
Q45398665,6000000074758275828,Sun Fen,no
Q45398667,6000000074758122028,Sun Liu,no
Q45398670,6000000074757637390,Sun Zhi,no
Q45398672,6000000074758122033,Sun Jun,no
Q45398675,6000000074757357512,Sun Boxiu,no
Q45398676,6000000074758220950,Ju Xizhong,no
Q45398679,6000000074758097069,Ju Tongzhang,no
Q45398681,6000000074758191893,Ju Lingxuan,no
Q45398686,6000000074758068082,Gou Zhongzheng,no
Q45398687,6000000074758330826,Ju Xigu,no
Q45398688,6000000074757972140,Gou Chen,no
Q45398692,6000000074758517878,Sun Zongjian,no
Q45398697,6000000074757815379,Sun Wentong,no
Q45398699,6000000074758406016,Sun Shimen,no
Q45398701,6000000074758406024,Sun Zhen,no
Q45398704,6000000074703626178,Sun Zhe,no
Q45398707,6000000074758392066,Sun Zhaoxian,no
Q45398710,6000000074758260124,Sun Shujin,no
Q45398712,6000000074758423990,Sun Shuxie,no
Q45398714,6000000074758531915,Sun Yuanqing,no
Q45398715,6000000074758336082,Song Xiyuan,no
Q45398718,6000000074758668822,Song Jing,no
Q45398721,6000000074703944939,Song Luan,no
Q45398729,6000000074758468908,Dai Jixian,no
Q45398732,6000000074758564906,Dai Daxian,no
Q45398735,6000000074758624885,Dai Xuan,no
Q45398739,6000000074719078866,Fan Wen,yes
Q45398741,6000000074719150838,Fan Quan,yes
Q45398744,6000000074719156836,Fan Chun,yes
Q45398748,6000000074718999955,Fan Ju,yes
Q45398751,6000000074719163821,Fan Kai,yes
Q45398755,6000000074717925473,Fan Guang,yes
Q45398757,6000000074758637855,Bei Zicheng,no
Q45398759,6000000074758685827,Bei Dounan,no
Q45398762,6000000074758236147,Bei Doushan,no
Q45398765,6000000074687699824,Zhao Keguang,yes
Q45398769,6000000074687389031,Zhao Shuya,yes
Q45398771,6000000074687461920,Zhao Baozhi,yes
Q45398774,6000000074687625902,Zhao Gongmao,yes
Q45398776,6000000074687725826,Zhao Yanmeng,yes
Q45398779,6000000074687208153,Zhao Chongfu,yes
Q45398784,6000000074785350004,Zhao Zhongyu,yes
Q45398786,6000000075058757901,Zhao Shizun,yes
Q45398789,6000000075058725935,Zhao Buchu,yes
Q45398792,6000000074758412033,Dai Hou,no
Q45398795,6000000074758632836,Dai Yun,no
Q45398798,6000000074758324028,Dai Guangshi,no
Q45398801,6000000074758516989,Shu Zhu,no
Q45398803,6000000074758523953,Shu Heng,no
Q45398807,6000000074758631870,Shu Zi,no
Q45398809,6000000074758039278,Dai Rixuan,no
Q45398812,6000000074758215168,Shan Zhao,no
Q45398815,6000000074758676842,Shan Zhiwei,no
Q45398818,6000000074758633836,Shan Zhizhang,no
Q45398822,6000000074758323081,Shan Zhirou,no
Q45398825,6000000074757923266,Shan Wei,no
Q45398826,6000000074758648864,Shan Xin,no
Q45398829,6000000074758517933,Shan Kui,no
Q45398833,6000000074692452888,Xie Li,no
Q45398834,6000000074704162870,Tan Fang,no
Q45398838,6000000074703232572,Tan Ang,no
Q45398840,6000000074758552961,Tan Liangxian,no
Q45398843,6000000074758498954,Tan Hong,no
Q45398846,6000000074758329071,Tan Bocang,no
Q45398850,6000000074758620894,Tan Weiyin,no
Q45398853,6000000074758579888,Tang Dewei,no
Q45398855,6000000074758552971,Tang Qian,no
Q45398857,6000000074758639912,Tang Jin,no
Q45398859,6000000074758471018,Tang Zhong,no
Q45398861,6000000074758396168,Tang Shizhong,no
Q45398863,6000000074758604897,Tang Han,no
Q45398867,6000000074758623912,Tang Shen,no
Q45398871,6000000074758702839,Tang Sunjiang,no
Q45398873,6000000074758362070,Tang Baoheng,no
Q45398874,6000000074758443996,Tang Zhiyin,no
Q45398948,6000000074758652881,Tang Gao,no
Q45398950,6000000074758127248,Tang Zhun,no
Q45398952,6000000074758763822,Tang Zhen,no
Q45398954,6000000074758603908,Tang Yan,no
Q45398956,6000000074758573891,Tang Ru,no
Q45398959,6000000074758658897,Tang Yanjing,no
Q45398961,6000000074758504905,Tang Yanlong,no
Q45398962,6000000074758557972,Tang Yancai,no
Q45398964,6000000074758603915,Tang Yanfu,no
Q45398965,6000000074758593879,Tang Yi,no
Q45398966,6000000074758753837,Tang Que,no
Q45398968,6000000074758608890,Tang Dazhong,no
Q45398970,6000000074758514959,Tang Bangbao,no
Q45398971,6000000074758027337,Tang Qinruo,no
Q45398972,6000000074758194252,Tang Xiaoyou,no
Q45398973,6000000074758586978,Tang Che,no
Q45398974,6000000074758775845,Tang Fu,no
Q45398976,6000000074758525954,Tang Rong,no
Q45398977,6000000074757851482,Tang Lin,no
Q45398979,6000000074758602902,Tang Gui,no
Q45398980,6000000074758744828,Tang Yan,no
Q45398981,6000000074758773826,Tang Ruxie,no
Q45398983,6000000074758039358,Tang Kai,no
Q45398985,6000000074758324070,Tang Jiefu,no
Q45398988,6000000074758775850,Tang Sun,no
Q45398989,6000000074758795832,Tang Jian,no
Q45398990,6000000074758710939,Tang Shaoxian,no
Q45398992,6000000074704141937,Tang Yantong,no
Q45398994,6000000074703762121,Tang Bohu,no
Q45398997,6000000074758660888,Shi Gong,yes
Q45398999,6000000074758604934,Shi Tong,no
Q45399001,6000000074758627924,Shi Guai,no
Q45399003,6000000074758594927,Shi Xun,no
Q45399004,6000000074758588962,Shi Xuan,no
Q45399007,6000000074727864874,Shi Ben,no
Q45399008,6000000074758721897,Shi Jin,no
Q45399011,6000000074727600142,Shi Datong,no
Q45399012,6000000074727797992,Shi Xian,no
Q45399013,6000000074727976845,Shi Yi,no
Q45399015,6000000074727065659,Shi Yuandui?,no
Q45399017,6000000074758650926,Shi Qin,no
Q45399019,6000000074758761884,Shi Xi,no
Q45399021,6000000074757809571,Tang Zui,no
Q45399024,6000000074758698933,Tang Bi,no
Q45399025,6000000074704209894,Tao Jun,no
Q45399026,6000000074704193911,Tao Jin,no
Q45399029,6000000074703251682,Tao Tuan,no
Q45399033,6000000074704008086,Tao Pang,no
Q45399034,6000000074757815459,Tao Yang,no
Q45399036,6000000074758538006,Tao Zhi,no
Q45399037,6000000074716274030,Tao Jian,no
Q45399039,6000000074716857923,Tao Ji,no
Q45399040,6000000074716935874,Tao Shunzi,no
Q45399042,6000000074716336044,Tao Jiefu,no
Q45399045,6000000074758154254,Tao Ye,no
Q45399046,6000000074758690917,Deng Jinzhong,no
Q45399049,6000000074758407120,Deng Shen,no
Q45399052,6000000074758701904,Deng Yuan,no
Q45399053,6000000074726025976,Teng Yaochen,no
Q45399056,6000000074726012009,Teng Gongchuo,no
Q45399057,6000000074726095859,Teng Gong,no
Q45399059,6000000074725867095,Teng Cheng,no
Q45399060,6000000074758127286,Teng Boxiang,no
Q45399062,6000000074726125834,Teng Jin,no
Q45399065,6000000074725668235,Teng Chen,no
Q45399066,6000000074758814834,Teng Qiangshu,no
Q45399069,6000000074704085973,Teng Jian,no
Q45399071,6000000074703990112,Teng Zhong,no
Q45399072,6000000074704286853,Teng Lingcong,no
Q45399074,6000000074703730199,Teng Yi,no
Q45399076,6000000074704203913,Teng Kang,no
Q45399078,6000000074703715321,Teng Gai,no
Q45399080,6000000074703928113,Teng Xiang,no
Q45399082,6000000074704307822,Teng Mai,no
Q45399083,6000000074704258833,Teng Bo,no
Q45399085,6000000074704130945,Teng Wengui,no
Q45399087,6000000074704243852,Teng Renjun,no
Q45399088,6000000074758751899,Teng Ying,no
Q45399089,6000000074312556020,Teng Yao,no
Q45399091,6000000074312319111,Teng Xu,no
Q45399092,6000000074312820898,Teng Baoyi,no
Q45399094,6000000074312692966,Teng Xuanxi,no
Q45399095,6000000074703225817,Teng Xiu,no
Q45399096,6000000074704214913,Teng Pu,no
Q45399097,6000000074703967102,Tian You,no
Q45399100,6000000074704167930,Tian Xingzhou,no
Q45399101,6000000074704363853,Tian Yanzhao,no
Q45399103,6000000074758588973,Zhang Zifang,no
Q45399104,6000000074758623950,Zhang Zhen,no
Q45399105,6000000074758232236,Tian Zhian,no
Q45399106,6000000074758627937,Tian Zhiping,no
Q45399107,6000000074758436023,Tian Geng,no
Q45399109,6000000074704384821,Tian Yuan,no
Q45399110,6000000074703914162,Tian Xun,no
Q45399112,6000000074704386821,Tian Xia,no
Q45399114,6000000074758254188,Tian Zhou,no
Q45400162,6000000074757901491,Tian Chou,no
Q45400165,6000000074704051965,Tian Song,no
Q45400166,6000000074704174946,Tian Yi,no
Q45400168,6000000074703503502,Tian Daiwen,no
Q45400169,6000000074758410082,Wang Jie,no
Q45400171,6000000074704174951,Tian Shouzhong,no
Q45400173,6000000074704260870,Tian Zhongxuan,no
Q45400175,6000000074703918140,Tian Jundu,no
Q45400176,6000000074704280859,Tian Yizhi,no
Q45400178,6000000074704176960,Tian Cheng,no
Q45400179,6000000074703467481,Tian Yi,no
Q45400181,6000000074704147947,Tian Qingyu,no
Q45400184,6000000074758844831,Tian Yan,no
Q45400185,6000000074758793862,Tian Hui,no
Q45400186,6000000074758688969,Tian Yu,no
Q45400188,6000000074758492118,Tian Dan,no
Q45400191,6000000074716808994,Ding Hui,no
Q45400194,6000000074716949869,Ding Liang,no
Q45400196,6000000074717011825,Ding Jianzhi,no
Q45400200,6000000074716756048,Ding Zongchen,no
Q45400203,6000000074758562999,Ding Changren,no
Q45400204,6000000074758362140,Ding Feng,no
Q45400207,6000000074704236959,Ding Yan,no
Q45400208,6000000074704475822,Ding Zhuan,no
Q45400210,6000000074703898251,Ding Hao,no
Q45400213,6000000074716190044,Dou Xun,no
Q45400215,6000000074716326065,Dou Sigong,no
Q45400217,6000000074717016934,Dou Yuxi,no
Q45400223,6000000074716990838,Dou Kan,no
Q45400225,6000000074717021842,Dou Xi,no
Q45400226,6000000074716732070,Dou Yin,no
Q45400229,6000000074716841987,Dou Yang,no
Q45400231,6000000074716790976,Dou Gao,no
Q45400233,6000000074758526952,Dou Yue,no
Q45400235,6000000074709909843,Dou Gang,no
Q45400237,6000000074725144323,Huo Ying,no
Q45400240,6000000074757901504,Dou Congzhou,no
Q45400242,6000000074758558026,Dou Cheng,no
Q45400243,6000000074758633978,Dou Zhongfei,no
Q45400245,6000000074758829851,Cai Jie,no
Q45400247,6000000074758558031,Cai Weishan,no
Q45400250,6000000074758627959,Cai Zonghe,no
Q45400252,6000000074758602971,Cai Yuanzhen,no
Q45400256,6000000074758553096,Cai Chi,no
Q45400257,6000000074704283965,Cai Zeji,no
Q45400259,6000000074758816867,Cai Zemin,no
Q45400260,6000000074757884467,Cai Shen,no
Q45400262,6000000074758870837,Cai Xingguo,no
Q45400263,6000000074758711903,Cai Xingzu,no
Q45400265,6000000074758574969,Cai Kai,no
Q45400267,6000000074757901527,Cai Pi,no
Q45400269,6000000038980366493,Cai Xiyan,no
Q45400272,6000000074758812876,Cai Yuan,no
Q45400273,6000000074688145832,Zhao Shicheng,yes
Q45400276,6000000074688013892,Zhao Lingyong,yes
Q45400278,6000000074687371146,Zhao Zize,yes
Q45400279,6000000074688108846,Zhao Botong,yes
Q45400282,6000000074704492877,Cai Cheng,no
Q45400285,6000000074758682918,Cao Xiaoqing,no
Q45400287,6000000074758462083,Cao Xiumu,no
Q45400292,6000000074758718017,Qiu Yuling,no
Q45400294,6000000074758760916,Chen Yi,no
Q45400297,6000000074704592870,Cao Jin,no
Q45400299,6000000074704655822,Cao Shen,no
Q45400301,6000000074704651835,Cao Lun,no
Q45400303,6000000074704553905,Cao Zong,no
Q45400305,6000000074758563077,Cao Zu,no
Q45400307,6000000074758180407,Cao Shuyuan,no
Q45400308,6000000074758860868,Cao Bin,no
Q45400311,6000000074758796870,Cao Yilao,no
Q45400312,6000000074758888835,Cao Liangdu,no
Q45400313,6000000074758573037,Wu Shunlong,no
Q45400316,6000000074757945553,Cao Yuanfa,no
Q45400318,6000000074758882846,Cao Bi,no
Q45400322,6000000074758699019,Cao Liangpeng,no
Q45400323,6000000019863336788,Zeng Xiaochun,no
Q45400324,6000000042925967150,Zeng Yi,no
Q45400325,6000000074758223302,Zeng D,no
Q45400327,6000000074704141272,Zeng Zan,no
Q45400328,6000000074704702881,Zeng Qingong,no
Q45400330,6000000019867751396,Zeng Mu,no
Q45400333,6000000074758223307,Zeng Xiaoyong,no
Q45400334,6000000074758864888,Zeng Xiang,no
Q45400336,6000000074758908823,Zeng Cheng,no
Q45400338,6000000074758632951,Zeng Zhifeng,no
Q45400339,6000000074758455173,Zeng Yonghu,no
Q45400340,6000000074704544970,Zeng Hao,no
Q45400342,6000000074704726863,Zeng Tong,no
Q45400344,6000000074758389125,Zeng Bi,no
Q45400345,6000000074704393061,Zeng Xu,no
Q45400347,6000000019865504060,Zeng Cheng,no
Q45400348,6000000074758740927,Zeng Gou,no
Q45400350,6000000074717211982,Zeng Chen,no
Q45400351,6000000074704308053,Zeng Ye,yes
Q45400353,6000000074703906389,Zeng Jue,yes
Q45400386,6000000074758793911,Wei Tai,no
Q45400389,6000000074758843933,Zeng Song,no
Q45400391,6000000074704654931,Zeng Wu,yes
Q45400393,6000000074758729965,Zeng Zao,no
Q45400394,6000000074704381082,Zeng Xian,no
Q45400396,6000000074704756846,Zeng Shizong,no
Q45400397,6000000074704521048,Zeng Chong,no
Q45400399,6000000074704835826,Zeng Jingchu,no
