qid,classes,mul,en,ja,zh,ko,ar,he,ru,de,fr,es,pt,it,nl,sv,nb,da,fi,pl
Q262119,Q11879590,Pamela,Pamela,パメラ,帕梅拉,,باميلا,פמלה,Памела,Pamela,Pamela,Pamela,Pamela,Pamela,Pamela,Pamela,Pamela,Pamela,Pamela,Pamela
Q262439,Q12308941,Ólafur,Ólafur,オーラヴル,奥拉维尔,올라뷔르,,אולאפור,Оулавюр,Ólafur,Ólafur,Ólafur,Ólafur,Ólafur,Ólafur,Ólafur,Ólafur,Ólafur,Ólafur,Ólafur
Q277783,Q11879590,Thora,Thora,ゾーラ,索拉,,,ת'ורה,,Thora,Thora,Thora,Thora,Thora,Thora,Thora,Thora,Thora,Thora,Thora
Q279543,Q101352,Compston,Compston,,,,,,,Compston,Compston,Compston,Compston,Compston,Compston,Compston,Compston,Compston,Compston,Compston
Q282919,Q12308941,Fabiusz,Fabiusz,,,,,,,Fabiusz,Fabiusz,Fabiusz,Fabiusz,Fabiusz,Fabiusz,Fabiusz,Fabiusz,Fabiusz,Fabiusz,Fabiusz
Q297063,Q101352,Schott,Schott,ショット,,,شوت,שוט,Шотт,Schott,Schott,Schott,Schott,Schott,Schott,Schott,Schott,Schott,Schott,Schott
Q300775,Q101352,Aadland,Aadland,オードラン,,,أدلاند,,,Aadland,Aadland,Aadland,Aadland,Aadland,Aadland,Aadland,Aadland,Aadland,Aadland,Aadland
Q307783,Q101352,,Özer,,厄泽尔,,أوزير,,,Özer,Özer,Özer,Özer,Özer,Özer,Özer,Özer,Özer,Özer,Özer
Q318375,Q12308941,Abel,Abel,アベル,阿貝爾,,هابيل,אבל,Абель,Abel,Abel,Abel,Abel,Abel,Abel,Abel,Abel,Abel,Abel,Abel
Q323415,Q12308941,Abram,Abram,アブラム,Abram,,,אברם,Абрам,Abram,,,,,,,,,,
Q339383,Q101352,,Accoramboni,,,,,,,Accoramboni,Accoramboni,Accoramboni,Accoramboni,Accoramboni,Accoramboni,Accoramboni,Accoramboni,Accoramboni,Accoramboni,Accoramboni
Q344119,Q12308941,,İsmail,イスマイル,伊斯梅尔,,إسماعيل,איסמעיל,Исмаил,İsmail,İsmail,İsmail,İsmail,İsmail,İsmail,İsmail,İsmail,İsmail,İsmail,İsmail
Q348263,Q12308941,Adalnot,Adalnot,,,,,,,Adalnot,Adalnot,Adalnot,Adalnot,Adalnot,Adalnot,Adalnot,Adalnot,Adalnot,Adalnot,Adalnot
Q351735,Q101352,Adams,Adams,アダムズ,,애덤스,آدمز,אדמס,Адамс,Adams,,,,,,,,,,
Q355383,Q101352,McKinnon,McKinnon,マキノン,麦金农,,مكينون,מקינון,Маккиннон,McKinnon,McKinnon,McKinnon,McKinnon,McKinnon,McKinnon,McKinnon,McKinnon,McKinnon,McKinnon,McKinnon
Q357255,Q11879590,,Adile,,,,عديلة,,,Adile,Adile,Adile,Adile,Adile,Adile,Adile,Adile,Adile,Adile,Adile
Q369735,Q101352,Mainzer,Mainzer,マインツァー,,,,,Майнцер,Mainzer,Mainzer,Mainzer,Mainzer,Mainzer,Mainzer,Mainzer,Mainzer,Mainzer,Mainzer,Mainzer
Q374807,Q11879590,Adriana,Adriana,アドリアーナ,阿德里安娜,,أدريانا,אדריאנה,Адриана,Adriana,,,,,,,,,,
Q381351,Q11879590,Hannelore,Hannelore,ハンネローレ,汉内洛蕾,,هانيلور,הנלורה,Ханнелора / Ханнелоре,Hannelore,Hannelore,Hannelore,Hannelore,Hannelore,Hannelore,Hannelore,Hannelore,Hannelore,Hannelore,Hannelore
Q382071,Q101352,Афанасьев,Afanasyev,アファナシエフ,,,أفاناسيف,אפנסייב,Афанасьев,Afanassjew,Afanassiev,Afanásiev,Afanasjeu,Afanas'ev,Afanasjeu,Afanasiev,,Afanasjeu,,
Q385063,Q101352,Лебедев,Lebedev,レベデフ,列别杰夫,,ليبيديف,,Лебедев,Lebedew,Lebedev,Lébedev,Lebedev,Lebedev,Lebedev,Lebedev,,Lebedev,Lebedev,Lebiediew
Q388231,Q101352,Şamdereli,Şamdereli,,,,,,,Şamdereli,Şamdereli,Şamdereli,Şamdereli,Şamdereli,Şamdereli,Şamdereli,Şamdereli,Şamdereli,Şamdereli,Şamdereli
Q392807,Q11879590,Šárka,Šárka,,萨尔卡,,,שרקה,,Šárka,Šárka,Šárka,Šárka,Šárka,Šárka,Šárka,Šárka,Šárka,Šárka,Šárka
Q393927,Q12308941,Žibartas,Žibartas,,,,,,,Žibartas,Žibartas,Žibartas,Žibartas,Žibartas,Žibartas,Žibartas,Žibartas,Žibartas,Žibartas,Žibartas
Q394055,Q12308941,Agis,Agis,,,,أجيس,אגיס,Агис,Agis,Agis,Agis,Agis,Agis,Agis,Agis,Agis,Agis,Agis,Agis
Q394343,Q101352,,Žvižej,,,,جفيجي,,,Žvižej,Žvižej,Žvižej,Žvižej,Žvižej,Žvižej,Žvižej,Žvižej,Žvižej,Žvižej,Žvižej
Q415399,Q101352,Lahti,Lahti,ラハティ,,,لاتي,,Лахти,Lahti,Lahti,Lahti,Lahti,Lahti,Lahti,Lahti,Lahti,Lahti,Lahti,Lahti
Q420455,Q101352,Odom,Odom,オドム,,,أودوم,,Одом,Odom,Odom,Odom,Odom,Odom,Odom,Odom,Odom,Odom,Odom,Odom
Q424327,Q11879590,Akvilė,Akvilė,,,,,,Akvilė,Akvilė,Akvilė,Akvilė,Akvilė,Akvilė,Akvilė,Akvilė,Akvilė,Akvilė,Akvilė,Akvilė
Q432807,Q101352,Alströmer,Alströmer,,,,ألسترومر,,Альстрёмер,Alströmer,Alströmer,Alströmer,Alströmer,Alströmer,Alströmer,Alströmer,Alströmer,Alströmer,Alströmer,Alströmer
Q440471,Q101352,Althaus,Althaus,,奥尔索斯,,,,Альтхаус,Althaus,Althaus,Althaus,Althaus,Althaus,Althaus,Althaus,Althaus,Althaus,Althaus,Althaus
Q448135,Q3409032,Alva,Alva,アルヴァ,阿尔瓦,,ألفا,אלווה,Альва,Alva,Alva,Alva,Alva,Alva,Alva,Alva,Alva,Alva,Alva,Alva
Q452023,Q101352,Gibb,Gibb,ギブ,吉布,,غيب,גיב,Гибб,Gibb,Gibb,Gibb,Gibb,Gibb,Gibb,Gibb,Gibb,Gibb,Gibb,Gibb
Q480231,Q101352,Amthor,Amthor,,阿姆托尔,,,,,Amthor,Amthor,Amthor,Amthor,Amthor,Amthor,Amthor,Amthor,Amthor,Amthor,Amthor
Q488359,Q12308941,Jorn,Jorn,ヨルン,,,يورن,,Йорн,Jorn,Jorn,Jorn,Jorn,Jorn,Jorn,Jorn,Jorn,Jorn,Jorn,Jorn
Q493639,Q3409032,Meryl,,,梅丽尔,,,,Мерил,Meryl,Meryl,Meryl,Meryl,Meryl,Meryl,Meryl,Meryl,,Meryl,
Q503175,Q12308941,Andrejus,Andrejus,,,,,,,Andrejus,Andrejus,Andrejus,Andrejus,Andrejus,Andrejus,Andrejus,Andrejus,Andrejus,Andrejus,Andrejus
Q503607,Q11879590,Rebecca,Rebecca,レベッカ,丽贝卡,,ريبيكا,רבקה,Ребекка / Ревекка,Rebecca,Rebecca,Rebecca,Rebecca,Rebecca,Rebecca,Rebecca,Rebecca,Rebecca,Rebecca,Rebecca
Q504231,Q11879590,Admira,Admira,,,,,,,Admira,,,,,,,,,,
Q505367,Q202444,,,,,,,,,,,,,,,,,,,
Q539223,"Q3409032,Q11879590",Angie,Angie,アンジー,安吉,,,אנג'י,Энджи,Angie,Angie,Angie,Angie,Angie,Angie,Angie,Angie,Angie,Angie,Angie
Q564327,Q11879590,Annalena,Annalena,アンナレーナ,安娜莱娜,,,,,Annalena,Annalena,Annalena,Annalena,Annalena,Annalena,Annalena,Annalena,Annalena,Annalena,Annalena
Q570167,Q12308941,Anssi,Anssi,,安西,,آنسي,,Ансси,Anssi,Anssi,Anssi,Anssi,Anssi,Anssi,Anssi,Anssi,Anssi,Anssi,Anssi
Q574743,Q101352,Gröning,Gröning,グレニング,,,غرونينغ,,Грёнинг,Gröning,Gröning,Gröning,Gröning,Gröning,Gröning,Gröning,Gröning,Gröning,Gröning,Gröning
Q575207,Q12308941,Alois,Alois,アロイス,阿洛伊斯,알로이스,ألويس,אלויס,Алоиз,Alois,Alois,Alois,Alois,Alois,Alois,Alois,Alois,Alois,Alois,Alois
Q580999,Q101352,Wachter,Wachter,,瓦克特,,,,Вахтер,Wachter,Wachter,Wachter,Wachter,Wachter,Wachter,Wachter,Wachter,Wachter,Wachter,Wachter
Q581143,"Q202444,Q12308941",Alban,Alban,アルバン,阿尔班,,ألبان,אלבן,Албан / Альбан,Alban,Alban,Alban,Alban,Alban,Alban,Alban,Alban,Alban,Alban,Alban
Q582903,Q11879590,Roshanak,Roshanak,ロシャナク,Roshanak,,,,Рошанак,Roshanak,Roshanak,Roshanak,Rossana,Roshanak,Roshanak,Roshanak,Roshanak,Roshanak,Roshanak,Roshanak
Q594279,Q12308941,Henrik,Henrik,ヘンリク,亨里克,,هنريك,הנריק,Хенрик,Henrik,Henrik,Henrik,Henrik,Henrik,Henrik,Henrik,Henrik,Henrik,Henrik,Henrik
Q600823,Q12308941,Armel,Armel,,阿梅尔,,,,,Armel,Armel,Armel,Armel,Armel,Armel,Armel,Armel,Armel,Armel,Armel
Q602647,Q11879590,Elfrida,Elfrida,,,,,אלפרידה,,Elfrida,Elfrida,Elfrida,Elfrida,Elfrida,Elfrida,Elfrida,Elfrida,Elfrida,Elfrida,Elfrida
Q609239,Q101352,Knightley,Knightley,ナイトリー,奈特利,,,,Найтли,Knightley,Knightley,Knightley,Knightley,Knightley,Knightley,Knightley,Knightley,Knightley,Knightley,Knightley
Q612807,Q11879590,Maksyma,Maksyma,,,,,,Максима,Maksyma,Maksyma,Maksyma,Maksyma,Maksyma,Maksyma,Maksyma,Maksyma,Maksyma,Maksyma,Maksyma
Q613863,Q101352,Rumsfeld,Rumsfeld,ラムズフェルド,,럼즈펠드,رامسفيلد,,,Rumsfeld,Rumsfeld,Rumsfeld,Rumsfeld,Rumsfeld,Rumsfeld,Rumsfeld,Rumsfeld,Rumsfeld,Rumsfeld,Rumsfeld
Q617751,Q11879590,,Aparna,アパルナ,阿帕娜,,,,,Aparna,Aparna,Aparna,Aparna,Aparna,Aparna,Aparna,Aparna,Aparna,Aparna,Aparna
Q622583,Q11879590,Alfonzin,Alfonzin,,,,,,,Alfonzin,Alfonzin,Alfonzin,Alfonzin,Alfonzin,Alfonzin,Alfonzin,Alfonzin,Alfonzin,Alfonzin,Alfonzin
Q628471,Q12308941,Donato,Donato,ドナート,多纳托,,,דונאטו,Донато,Donato,Donato,Donato,Donato,Donato,Donato,Donato,Donato,Donato,Donato,Donato
Q644599,Q11879590,Ida,Ida,イーダ,伊妲,,إيدا,אידה,Ида,Ida,Ida,Ida,Ida,Ida,Ida,Ida,Ida,Ida,Ida,Ida
Q650375,Q12308941,Stefano,Stefano,ステファノ,斯特凡诺,,ستيفانو,סטפנו,Стефано,Stefano,Stefano,Stefano,Stefano,Stefano,Stefano,Stefano,Stefano,Stefano,Stefano,Stefano
Q664791,Q3409032,Natsume,Natsume,なつめ,夏目,,,,,Natsume,Natsume,Natsume,Natsume,Natsume,Natsume,Natsume,Natsume,Natsume,Natsume,Natsume
Q676823,Q12308941,Werner,Werner,ヴェルナー,维尔纳,,فيرنر,ורנר,Вернер,Werner,Werner,Werner,Werner,Werner,Werner,Werner,Werner,Werner,Werner,Werner
Q677191,Q12308941,James,James,ジェームズ,James,제임스,جيمس,ג'יימס,Джеймс,James,James,James,James,James,James,James,James,,James,
Q686679,Q11879590,Armgard,Armgard,,,,,ארמגארד,,Armgard,Armgard,Armgard,Armgard,Armgard,Armgard,Armgard,Armgard,Armgard,Armgard,Armgard
Q713703,Q11879590,Ildikó,Ildikó,イルディコー,伊尔迪科,일디코,,אילדיקו,Ильдико,Ildikó,Ildikó,Ildikó,Ildikó,Ildikó,Ildikó,Ildikó,Ildikó,Ildikó,Ildikó,Ildikó
Q713735,Q11879590,Aranka,Aranka,アランカ,,,,ארנקה,Аранка,Aranka,Aranka,Aranka,Aranka,Aranka,Aranka,Aranka,Aranka,Aranka,Aranka,Aranka
Q715015,Q12308941,,Graziano,グラツィアーノ,格拉齐亚诺,,,גרציאנו,,Graziano,Graziano,Graziano,Graziano,Graziano,Graziano,Graziano,Graziano,Graziano,Graziano,Graziano
Q716007,Q12308941,Artūras,Artūras,アルトゥーラス,阿尔图拉斯,,,ארתוראס,,Artūras,Artūras,Artūras,Artūras,Artūras,Artūras,Artūras,Artūras,Artūras,Artūras,Artūras
Q717767,Q101352,韩,Han,韓,韓,한,هان,חאן,Хань,Han,Han,Han,Han,Han,Han,Han,Han,Han,Han,Han
Q725719,Q101352,Ashley,Ashley,アシュリー,阿什利,,أشلي,אשלי,Эшли,Ashley,Ashley,Ashley,Ashley,Ashley,Ashley,Ashley,Ashley,,Ashley,
Q734855,Q12308941,Malik,Malik,マリック,马利克,,مالك,,Малик,Malik,Malik,Malik,Malik,Malik,Malik,Malik,Malik,Malik,Malik,Malik
Q741079,Q12308941,Nebojša,Nebojša,ネボイシャ,内博伊沙,네보이샤,,נבוישה,Небойша,Nebojša,Nebojša,Nebojša,Nebojša,Nebojša,Nebojša,Nebojša,Nebojša,Nebojša,Nebojša,Nebojša
Q749831,Q101352,Leclerc,Leclerc,ルクレール,勒克莱尔,,لوكلير,,Леклерк,Leclerc,Leclerc,Leclerc,Leclerc,Leclerc,Leclerc,Leclerc,Leclerc,Leclerc,Leclerc,Leclerc
Q766519,Q101352,Le Floch,Le Floch,,,,,,,Le Floch,Le Floch,,,,,,,,,
Q774679,Q12308941,,,,,,,,,,Aracs,,,,,,,,,
Q775479,Q12308941,Aurelijus,Aurelijus,,,,,,,Aurelijus,Aurelijus,Aurelijus,Aurelijus,Aurelijus,Aurelijus,Aurelijus,Aurelijus,Aurelijus,Aurelijus,Aurelijus
Q777559,Q11879590,Armida,Armida,アルミーダ,阿米达,,,,Армида,Armida,Armida,Armida,Armida,Armida,Armida,Armida,Armida,Armida,Armida,Armida
Q777751,Q11879590,Arnolda,Arnolda,,,,,,,Arnolda,Arnolda,Arnolda,Arnolda,Arnolda,Arnolda,Arnolda,Arnolda,Arnolda,Arnolda,Arnolda
Q787863,Q11879590,Babette,Babette,バベット,芭贝特,,بابيت,בבט,Бабетт,Babette,Babette,Babette,Babette,Babette,Babette,Babette,Babette,Babette,Babette,Babette
Q789799,Q12308941,Balár,Balár,,,,,,,Balár,Balár,Balár,Balár,Balár,Balár,Balár,Balár,Balár,Balár,Balár
Q790023,Q11879590,Auður,Auður,,,,,,,Auður,Auður,Auður,Auður,Auður,Auður,Auður,Auður,Auður,Auður,Auður
Q791463,Q11879590,Baucisz,Baucisz,,,,,,,Baucisz,,,,,,,,,,
Q793239,Q12308941,,,,,,,,,,,,,,,,,,,
Q793735,Q101352,Azhari,Azhari,,,,,,Азхари,Azhari,Azhari,Azhari,Azhari,Azhari,Azhari,Azhari,Azhari,Azhari,Azhari,Azhari
Q797639,Q101352,Бабенко,Babenko,,巴班克,,,,Бабенко,Babenko,Babenko,Babenko,Babenko,Babenko,Babenko,,,Babenko,,Babenko
Q797735,Q110874,,Babonids,,,,,,,Babonen,Babonen,,,,,,Baboner,,,
Q804455,Q101352,Bakker,Bakker,,巴克,,باكر,באקר,Баккер,Bakker,Bakker,Bakker,Bakker,Bakker,Bakker,Bakker,Bakker,Bakker,Bakker,Bakker
Q804839,Q12308941,Baldur,Baldur,ベーベル,巴尔杜,,,באלדור,Бальдр,Baldur,Baldur,Baldur,Baldur,Baldur,Baldur,Baldur,Baldur,Baldur,Baldur,Baldur
Q808007,Q101352,,Bardens,,,,,,,Bardens,Bardens,Bardens,Bardens,Bardens,Bardens,Bardens,Bardens,Bardens,Bardens,Bardens
Q813719,Q101352,Beckh,Beckh,,,,,,,Beckh,Beckh,Beckh,Beckh,Beckh,Beckh,Beckh,Beckh,Beckh,Beckh,Beckh
Q816407,Q12308941,Ben,Ben,ベン,Ben,,بين,בן,Бен,Ben,Ben,Ben,Ben,Ben,Ben,Ben,Ben,,Ben,
Q823143,Q101352,,Bernatonis,,,,,,,Bernatonis,Bernatonis,Bernatonis,Bernatonis,Bernatonis,Bernatonis,Bernatonis,Bernatonis,Bernatonis,Bernatonis,Bernatonis
Q830839,Q12308941,Szervác,Szervác,,,,,,,Szervác,Szervác,Szervác,Szervác,Szervác,Szervác,Szervác,Szervác,Szervác,Szervác,Szervác
Q831559,Q11879590,Silvana,Silvana,シルヴァーナ,西尔瓦娜,,سيلفانا,סילבנה,Сильвана,Silvana,Silvana,Silvana,Silvana,Silvana,Silvana,Silvana,Silvana,Silvana,Silvana,Silvana
Q833351,Q11879590,Boglár,Boglár,,,,,,,Boglár,,,,,,,,,,
Q833463,Q12308941,Bohumil,Bohumil,ボフミル,博胡米尔,,بوهوميل,בוהומיל,Богумил,Bohumil,Bohumil,Bohumil,Bohumil,Bohumil,Bohumil,Bohumil,Bohumil,Bohumil,Bohumil,Bohumil
Q833719,Q12308941,Veli,Veli,ヴェリ,维蒂,,,,Вели,Veli,Veli,Veli,Veli,Veli,Veli,Veli,Veli,Veli,Veli,Veli
Q841383,Q12308941,Uthman,Uthman,ウスマーン,,우스만,عثمان,עות'מאן,Усман,Uthman,Uthman,Uthman,Uthman,Uthman,Uthman,Uthman,Uthman,Uthman,Uthman,Uthman
Q846855,Q101352,,Zhuo,卓,卓,卓,,,Чжо,Zhuo,Zhuo,Zhuo,Zhuo,Zhuo,Zhuo,,,Zhuo,,
Q848743,Q12308941,,Boáz,,,,,,,Boáz,Boáz,,,,,,,,,
Q863991,Q101352,Binninger,Binninger,,,,,,,Binninger,Binninger,Binninger,Binninger,Binninger,Binninger,Binninger,Binninger,Binninger,Binninger,Binninger
Q873831,Q11879590,Csobilla,Csobilla,,,,,,,Csobilla,Csobilla,Csobilla,Csobilla,Csobilla,Csobilla,Csobilla,Csobilla,Csobilla,Csobilla,Csobilla
Q888407,Q3409032,Bobbie,Bobbie,ボビー,,,بوبي,בובי,,Bobbie,Bobbie,Bobbie,Bobbie,Bobbie,Bobbie,Bobbie,Bobbie,Bobbie,Bobbie,Bobbie
Q894183,Q101352,,Borschevsky,,,,,,Борщевский,Borschtschewski,,,,,,,,,,
Q904455,Q11879590,Lydia,Lydia,リディア,莉迪娅,,ليديا,לידיה,Лидия,Lydia,Lydia,Lydia,Lydia,Lydia,Lydia,Lydia,Lydia,Lydia,Lydia,Lydia
Q904679,Q11879590,,,,,,,,,,,,,,,,,,,
Q906471,Q101352,Martínez,Martínez,マルティネス,马丁内斯,,مارتينيز,מרטינס,Мартинес,Martínez,Martínez,Martínez,Martínez,Martínez,Martínez,Martínez,Martínez,Martínez,Martínez,Martínez
Q909095,Q101352,,Brennecke,,布伦内克,,,,,Brennecke,Brennecke,Brennecke,Brennecke,Brennecke,Brennecke,Brennecke,Brennecke,Brennecke,Brennecke,Brennecke
Q911015,Q11879590,Dulcinea,Dulcinea,ドゥルシネーア,,,,,,Dulcinea,Dulcinea,Dulcinea,Dulcinea,Dulcinea,Dulcinea,Dulcinea,Dulcinea,Dulcinea,Dulcinea,Dulcinea
Q911783,Q11879590,Dusánka,Dusánka,,,,,,,Dusánka,Dusánka,Dusánka,Dusánka,Dusánka,Dusánka,Dusánka,Dusánka,Dusánka,Dusánka,Dusánka
Q912615,Q11879590,Daria,Daria,ダリア,达里娅,,داريا,דריה,Дарья,Daria,Daria,Daria,Daria,Daria,Daria,Daria,Daria,Daria,Daria,Daria
Q914279,Q101352,Foley,Foley,フォーリー,福利,,فولي,,Фоули,Foley,Foley,Foley,Foley,Foley,Foley,Foley,Foley,,Foley,
Q916647,Q12308941,Ceyhun,Ceyhun,,杰伊洪,,جيحون,,,Ceyhun,Ceyhun,Ceyhun,Ceyhun,Ceyhun,Ceyhun,Ceyhun,Ceyhun,Ceyhun,Ceyhun,Ceyhun
Q919943,Q11879590,Désirée,Désirée,デシリエ,德茜蕾,,,דזירה,Дезире,Désirée,Désirée,Désirée,Désirée,Désirée,Désirée,Désirée,Désirée,Désirée,Désirée,Désirée
Q921479,Q11879590,Muriel,Muriel,ミュリエル,缪丽尔,,موريل,מוריאל,Мюриэл / Мюриэль,Muriel,Muriel,Muriel,Muriel,Muriel,Muriel,Muriel,Muriel,Muriel,Muriel,Muriel
Q922983,Q12308941,Gregory,Gregory,グレゴリー,Gregory,그레고리,غريغوري,גרגורי,Грегори,Gregory,Gregory,Gregory,Gregory,Gregory,Gregory,Gregory,Gregory,Gregory,Gregory,Gregory
Q937447,Q12308941,Mogens,Mogens,モーエンス,莫根斯,모겐스,موغنس,מוגנס,Могенс,Mogens,Mogens,Mogens,Mogens,Mogens,Mogens,Mogens,Mogens,,Mogens,
Q945863,Q12308941,Владислав,Vladislav,ヴワディスワフ,弗拉季斯拉夫,,فلاديسلاف,ולדיסלב,Владислав,Wladislaw,Vladislav,Vladislav,,Vladislav,Vladislav,Vladislav,Vladislav,,Vladislav,Vladislav
Q947991,Q101352,小林,Kobayashi,小林,小林,고바야시,كوباياشي,קובאיאשי,Кобаяси,Kobayashi,Kobayashi,Kobayashi,Kobayashi,Kobayashi,Kobayashi,Kobayashi,Kobayashi,Kobayashi,Kobayashi,Kobayashi
Q954023,Q12308941,Ercole,Ercole,エルコール,埃尔科莱,,إركولي,ארקולה,Эрколе,Ercole,Ercole,Ercole,Ercole,Ercole,Ercole,Ercole,Ercole,Ercole,Ercole,Ercole
Q956487,Q11879590,My,My,,,,,,Мю,My,My,My,My,My,My,My,My,My,My,My
Q965991,Q12308941,Jimeno,Jimeno,ヒメノ,希梅诺,,,,,Jimeno,Jimeno,Jimeno,Jimeno,Jimeno,Jimeno,Jimeno,Jimeno,Jimeno,Jimeno,Jimeno
Q973239,Q101352,Hill,Hill,ヒル,希尔,,هيل,היל,Хилл,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill,Hill
Q973575,Q12308941,Sture,Sture,,斯图尔,,,,Стуре,Sture,Sture,Sture,Sture,Sture,Sture,Sture,Sture,Sture,Sture,Sture
Q989959,Q12308941,,Enzó,,,,,,,Enzó,Enzó,,,,,,,,,
Q991383,Q101352,Brubeck,Brubeck,ブルーベック,,,,,,Brubeck,Brubeck,Brubeck,Brubeck,Brubeck,Brubeck,Brubeck,Brubeck,Brubeck,Brubeck,Brubeck
Q996951,Q101352,Brühlmeier,Brühlmeier,,,,,,,Brühlmeier,Brühlmeier,Brühlmeier,Brühlmeier,Brühlmeier,Brühlmeier,,,Brühlmeier,,
Q1000263,Q101352,Lamboray,Lamboray,,,,,,,Lamboray,Lamboray,Lamboray,Lamboray,Lamboray,Lamboray,Lamboray,Lamboray,Lamboray,Lamboray,Lamboray
Q1009255,Q11879590,Genevieve,Genevieve,ジュヌヴィエーヴ,吉纳维芙,,جينيفيف,ג'נבייב,Женевьев,Genevieve,Genevieve,Genevieve,Genevieve,Genevieve,Genevieve,Genevieve,Genevieve,Genevieve,Genevieve,Genevieve
Q1010359,Q202444,,,,,,,,,,,,,,,,,,,
Q1017095,Q101352,,Burtnett,,,,,,,Burtnett,Burtnett,Burtnett,Burtnett,Burtnett,Burtnett,Burtnett,Burtnett,Burtnett,Burtnett,Burtnett
Q1026023,Q12308941,Caius,Caius,,,,كايوس,קאיוס,,Caius,Caius,Caius,Caius,Caius,Caius,Caius,Caius,Caius,Caius,Caius
Q1035239,Q11879590,Helena,Helena,ヘレナ,海伦娜,헬레나,هيلانة,הלנה,Елена / Элена / Хелена,Helena,Helena,Helena,Helena,Helena,Helena,Helena,Helena,Helena,Helena,Helena
Q1040183,Q101352,Telegin,Telegin,,,,,טלגין,Телегин,Telegin,Telegin,Telegin,Telegin,Telegin,Telegin,Telegin,Telegin,Telegin,Telegin,Telegin
Q1041591,Q101352,Carlberg,Carlberg,,卡尔伯格,,كارلبيرج,,Карлберг,Carlberg,Carlberg,Carlberg,Carlberg,Carlberg,Carlberg,Carlberg,Carlberg,Carlberg,Carlberg,Carlberg
Q1043303,Q11879590,Zora,Zora,,佐拉,,زورا,זורה,Зора,Zora,Zora,Zora,Zora,Zora,Zora,Zora,Zora,Zora,Zora,Zora
Q1043415,Q11879590,Clementine,Clementine,クレメンタイン,克莱门廷,,كلمنتين,קלמנטיין,Клементина,Clementine,Clementine,Clementine,Clementine,Clementine,Clementine,Clementine,Clementine,Clementine,Clementine,Clementine
Q1052087,Q101352,Caínzos,Caínzos,,,,,,,Caínzos,Caínzos,Caínzos,Caínzos,Caínzos,Caínzos,,,Caínzos,,
Q1058951,Q12308941,Haim,Haim,,海姆,,حاييم,חיים,Хаим,Haim,Haim,Haim,Haim,Haim,Haim,Haim,Haim,Haim,Haim,Haim
Q1068231,Q11879590,Marcella,Marcella,マルチェッラ,玛塞拉,,,מרסלה,Марселла / Марчелла,Marcella,Marcella,Marcella,Marcella,Marcella,Marcella,Marcella,Marcella,Marcella,Marcella,Marcella
