qid	label	geni_ids	in_corpus	shape	detail
Q13033589	Jan Cedrowski	6000000016957651171;6000000085422027945	0	neither profile is in our corpus	
Q130364402	Ян Казімеж Варшыцкі	6000000013321807470;6000000184735972821	0	neither profile is in our corpus	
Q130364840	Тэадора Бялжэцкая	6000000024789257205;6000000184735927821	0	neither profile is in our corpus	
Q130394384	НН	6000000090933597831;6000000206988407828	0	neither profile is in our corpus	
Q130394978	Ганна Казека	6000000016457689530;6000000046285440102	0	neither profile is in our corpus	
Q130415948	Аўдоцця Іванаўна Крошынская	6000000024824150492;6000000184824602852	0	neither profile is in our corpus	
Q130446899	Duncan S. Magee	6000000042970004271;6000000206560316865	0	neither profile is in our corpus	
Q130456793	Ганна Друцкая-Сакалінская	6000000038367756308;6000000046208684692	0	neither profile is in our corpus	
Q130456794	Кірык Карэнга	6000000038367633259;6000000046209070104	0	neither profile is in our corpus	
Q130457036	Казімір Козел-Паклеўскі	6000000004106674471;6000000086474168978	0	neither profile is in our corpus	
Q130457039	Гальшка Крошынская	6000000038367759675;6000000210468834822	0	neither profile is in our corpus	
Q130457231	Пётр Ежы Крошынскі	6000000038368134441;6000000086472259872	0	neither profile is in our corpus	
Q130478446	Аляксандра Сямашка	6000000054874787895;6000000217495172821	0	neither profile is in our corpus	
Q130478664	Марына Курбская	6000000057036256821;6000000217496058822	0	neither profile is in our corpus	
Q130485123	Гальшка Стужынская	6000000016457530714;6000000029497030162	0	neither profile is in our corpus	
Q130485999	Teofila Kurcewicz	6000000033254638988;6000000046253501971	0	neither profile is in our corpus	
Q130547479	Багдана Андрэеўна Лукомская	6000000021331401513;6000000039893500158;6000000053550002918	0	neither profile is in our corpus	
Q130564091	Zofia Grabianka	6000000015153126937;6000000019777504038	0	neither profile is in our corpus	
Q130565113	Уладзіслаў Яўстах Кірдзей	6000000014882664930;6000000027126521954	0	neither profile is in our corpus	
Q130569676	Ян Стэфан Білевіч	6000000015354326708;6000000040811680510	0	neither profile is in our corpus	
Q130569743	Ганна Пянткоўская	6000000015354188879;6000000040812077198	0	neither profile is in our corpus	
Q130570161	Вацлаў Шэмет	6000000080108243928;6000000105269482894	0	neither profile is in our corpus	
Q130573422	Хрызастом Білевіч	6000000002659223985;6000000033770497114	0	neither profile is in our corpus	
Q130574434	Элеанора Ганна Азямблоўская	6000000030883378944;6000000030883386969	0	neither profile is in our corpus	
Q130607921	Julia E. Phelps	6000000004047512052;6000000174196683129	0	neither profile is in our corpus	
Q130611777	Леў Курч	6000000022671668162;6000000041177786350	0	neither profile is in our corpus	
Q130611792	Krystyna Masalska	6000000019890563149;6000000022671644025;6000000174720156358	0	neither profile is in our corpus	
Q130617458	Алена Мацвееўна	6000000043660167828;6000000053550091944	0	neither profile is in our corpus	
Q130618013	Ганна Масальская	6000000053597203840;6000000086650479841	0	neither profile is in our corpus	
Q130619559	Марына Фёдараўна Масальская	6000000024947681786;6000000052256693938	0	neither profile is in our corpus	
Q130619564	Андрэй Азямблоўскі	6000000024947505492;6000000053593349251	0	neither profile is in our corpus	
Q130634110	Jemima Fish	6000000015717954260;6000000079330486929	0	neither profile is in our corpus	
Q130634122	Zebulon Butler	6000000015717555432;6000000079330098130	0	neither profile is in our corpus	
Q130643634	Robert Blackwell	6000000020009058635;6000000177802189827	0	neither profile is in our corpus	
Q130643672	Anna Willing	6000000077250892294;6000000141592738883	0	neither profile is in our corpus	
Q130709801	Nina Floyd Crosby	6000000015933169055;6000000143848332852	0	neither profile is in our corpus	
Q130710644	Аўдоцця	6000000037399484053;6000000053604475002	0	neither profile is in our corpus	
Q130711783	Крыштаф Масальскі	6000000006704897469;6000000190176730838	0	neither profile is in our corpus	
Q130717866	Charles Digges	6000000011371822303;6000000187808622948	0	neither profile is in our corpus	
Q130717869	Susanna Maria Lowe	6000000024447204247;6000000187808622954	0	neither profile is in our corpus	
Q130729006	Timothy Tredwell	6000000006439788566;6000000178484911870	0	neither profile is in our corpus	
Q130732710	Фёдар Андрэевіч Адзінцэвіч	6000000039322298885;6000000044763876914	0	neither profile is in our corpus	
Q130742176	Васіль Фёдаравіч Мсціслаўскі	6000000039798312624;6000000153185774821	0	neither profile is in our corpus	
Q130900909	Багдан Фёдаравіч Адзінцэвіч	6000000039320571835;6000000044763587902	0	neither profile is in our corpus	
Q131008252	Sarah Lewis	6000000000770134471;6000000006795243716	0	neither profile is in our corpus	
Q131062325	Марыяна Рахеля Пяткевіч	6000000039039440356;6000000186183820072	0	neither profile is in our corpus	
Q131085251	Ян Угрын Неміровіч	6000000039436361334;6000000077611247427	0	neither profile is in our corpus	
Q131085392	Ганна Неміровіч	6000000077611384260;6000000077611470975	0	neither profile is in our corpus	
Q131085395	Дарота Неміровіч	6000000077610683708;6000000077611399212	0	neither profile is in our corpus	
Q131085397	Алена Неміровіч	6000000039437349182;6000000077611171410	0	neither profile is in our corpus	
Q131161079	Пётр Агінскі	6000000024970844918;6000000086324067003	0	neither profile is in our corpus	
Q131161081	Дзмітрый Агінскі	6000000014121552815;6000000024970700324;6000000082418149859	0	neither profile is in our corpus	
Q131163826	Алена Храпавіцкая	6000000082418070926;6000000224601671847	0	neither profile is in our corpus	
Q131170565	Святохна	6000000077611494742;6000000080757482241	0	neither profile is in our corpus	
Q131179532	Mary Richards	6000000019568014310;6000000173937538492	0	neither profile is in our corpus	
Q131279499	Hannah Amelia Jarvis Ryerson	6000000171730881026;6000000182063665821	0	neither profile is in our corpus	
Q131309895	Orville Fiske	6000000013195491496;6000000069198252905	0	neither profile is in our corpus	
Q131311032	Helen Anne Lilian Thomson	6000000001817623623;6000000208252581822	0	neither profile is in our corpus	
Q131325318	Кацярына Агінская	6000000039481481804;6000000039481741156	0	neither profile is in our corpus	
Q13132828	Andrzej Kazimierz Puzyna	6000000011706755341;6000000024948115346	0	neither profile is in our corpus	
Q131333185	Solomon Fay	6000000074416643828;6000000110969991856	0	neither profile is in our corpus	
Q13133749	Mikołaj Zawisza	6000000015186369332;6000000190455000327	0	neither profile is in our corpus	
Q131342151	Lucy Lewis	6000000001481353707;6000000023738325397	0	neither profile is in our corpus	
Q131348186	Abijah Bigelow	6000000001219608038;6000000148339395942	0	neither profile is in our corpus	
Q131354587	Solomon Severance	6000000000020082489;6000000014349682149	0	neither profile is in our corpus	
Q131355863	Charles Daniel Frey Jr.	6000000026177983066;6000000221648329284	0	neither profile is in our corpus	
Q131364659	Lydia Thurber	6000000176180922821;6000000187309434907	0	neither profile is in our corpus	
Q131364660	Freelove Kingsley	6000000007372247342;6000000176180790827	0	neither profile is in our corpus	
Q131370606	Ebenezer Poor	6000000112492233999;6000000209415459836	0	neither profile is in our corpus	
Q131375817	Крыштаф Гружэўскі	6000000027125878711;6000000038900880856	0	neither profile is in our corpus	
Q131385563	Іван Юр’евіч Пронскі	6000000086346587854;6000000119183927902	0	neither profile is in our corpus	
Q131386778	Каспар Сясіцкі	6000000037304654154;6000000160092070832	0	neither profile is in our corpus	
Q131427080	Sibyl Maxwell	6000000008917422494;6000000049285710952	0	neither profile is in our corpus	
Q131430192	Гаўрыл Камбулатавіч	6000000008868123432;6000000014949340182	0	neither profile is in our corpus	
Q131430935	Андрэй Палубінскі	6000000011810183499;6000000012342408984	0	neither profile is in our corpus	
Q131432639	Альжбета Раецкая	6000000221910239917;6000000225836905821	0	neither profile is in our corpus	
Q131439288	Abigail Gibbs	6000000001781668324;6000000195744449829	0	neither profile is in our corpus	
Q131439289	Abigail Chase	6000000001069553646;6000000001781668338	0	neither profile is in our corpus	
Q131440574	Адам Календа	6000000015395164338;6000000167312580235	0	neither profile is in our corpus	
Q131441532	John Kendall	351554294540001373;6000000033078464003	0	neither profile is in our corpus	
Q131449398	John Rutger Bleecker	6000000013545950666;6000000041118781966	0	neither profile is in our corpus	
Q131461341	Соф’я Гербурт	6000000039481740326;6000000044499818866	0	neither profile is in our corpus	
Q131470536	Vincent White Wiggins	6000000176025767828;6000000211856568835	0	neither profile is in our corpus	
Q131470538	Charlotte Elizabeth Wiggins	6000000176025767834;6000000211856568830	0	neither profile is in our corpus	
Q131535319	Matilda Louisa Robbins	6000000034627062056;6000000209117526827	0	neither profile is in our corpus	
Q131538773	Daniel Cook Robbins	4157203647790027741;6000000034626613397	0	neither profile is in our corpus	
Q131553869	Anna Jundzill	6000000014054608701;6000000027648884665	0	neither profile is in our corpus	
Q131560533	Charles Stoddard	6000000020227106935;6000000036557480985	0	neither profile is in our corpus	
Q131562399	Францішак Сцыпіён	6000000038236557077;6000000184874354821	0	neither profile is in our corpus	
Q131562402	Ганна Рудаміна-Дусяцкая	6000000038236302425;6000000184874364821	0	neither profile is in our corpus	
Q131575117	Мацей Лявіцкі	6000000028265361277;6000000184850211894	0	neither profile is in our corpus	
Q131580383	Mary Abigail Noble	6000000020226806680;6000000036557427952	0	neither profile is in our corpus	
Q131581462	Samuel Johnson	6000000036557318155;6000000046620409828	0	neither profile is in our corpus	
Q131583213	Ян Міхал Каленцкі	6000000015184858739;6000000015346705442;6000000024948271270	0	neither profile is in our corpus	
Q131619019	Міхал Ян Мірскі	6000000025307903714;6000000085540682833	0	neither profile is in our corpus	
Q131619832	Табут Клаўсуцевіча	6000000022664477882;6000000052262228880	0	neither profile is in our corpus	
Q131619887	Клаўсуць	6000000014945246259;6000000053783390030	0	neither profile is in our corpus	
Q131630534	Anne Almy Chase	6000000013356632808;6000000157734150821	0	neither profile is in our corpus	
Q131630536	Benjamin Chase	6000000003937210213;6000000013356237022	0	neither profile is in our corpus	
Q131630537	Mary Almy	6000000003940243738;6000000013356192196	0	neither profile is in our corpus	
Q131716990	James Fenner	6000000001384312995;6000000003712044176	0	neither profile is in our corpus	
Q131733790	Ян Гамшэй	6000000016749626271;6000000184824809822	0	neither profile is in our corpus	
Q131747906	Настасся Пронская	6000000086346731866;6000000189483893824	0	neither profile is in our corpus	
Q131747910	Ян Мікалай Юр’евіч	6000000086346013002;6000000189483970821	0	neither profile is in our corpus	
Q131749279	Wenceslas de T'Serclaes	6000000015620371922;6000000213052921313	0	neither profile is in our corpus	
Q131756778	Peleg Babcock	6000000006797071401;6000000206069734745	0	neither profile is in our corpus	
Q131782618	Ядвіга Пузына	6000000024948318188;6000000027130524856	0	neither profile is in our corpus	
