qid	wikidata_label	geni_id	geni_name	verdict	our_father	our_mother	anchor_father	anchor_mother	decisive	withheld_because	one_is_the_other_parent	decided_by
Q114832211	Ebenezer Hinckley	6000000020776046778		UNKNOWN (not in our tree)			6000000002545875893		no		no	
Q114832211	Ebenezer Hinckley	6000000187427982856		UNKNOWN (not in our tree)			6000000002545875893		no		no	
Q1149178	Emperor Daowu of Northern Wei	6000000002188195738		CONFIRMED	6000000002188195768	6000000004869017546	6000000002188195768		no		no	
Q1149178	Emperor Daowu of Northern Wei	6000000075329340860		UNKNOWN (not in our tree)			6000000002188195768		no		no	
Q115190618	Karoline von Bretzenheim	6000000031949588614		UNKNOWN (not in our tree)			6000000007705676782	6000000016258658836	no		no	
Q115190618	Karoline von Bretzenheim	6000000042873264165		UNKNOWN (not in our tree)			6000000007705676782	6000000016258658836	no		no	
Q115277784	Юрый Васілевіч Друцкі-Горскі	6000000015346460403		UNKNOWN (not in our tree)			6000000047339128864		no		no	
Q115277784	Юрый Васілевіч Друцкі-Горскі	6000000046096998340		UNKNOWN (not in our tree)			6000000047339128864		no		no	
Q115278516	Аўдоцця Іванаўна Друцкая-Горская	6000000015346347516		UNKNOWN (not in our tree)			6000000015346469338	6000000015346485305	no		no	
Q115278516	Аўдоцця Іванаўна Друцкая-Горская	6000000044792012846		UNKNOWN (not in our tree)			6000000015346469338	6000000015346485305	no		no	
Q115326250	Anna Burnett	6000000000629141989		UNKNOWN (not in our tree)				6000000001846120753	no		no	
Q115326250	Anna Burnett	6000000173032518823		UNKNOWN (not in our tree)				6000000001846120753	no		no	
Q115337517	Teodor Wołłowicz	6000000048751011935		UNKNOWN (not in our tree)				6000000212898940828	no		no	
Q115337517	Teodor Wołłowicz	6000000215793371821		UNKNOWN (not in our tree)				6000000212898940828	no		no	
Q11534311	Liu Daiwei	6000000074712865897		UNKNOWN (not in our tree)			6000000048525959848		no	parents sit on one Wikidata item - the duplicate propagates upward	no	
Q11534311	Liu Daiwei	6000000075345880181		CONFIRMED	6000000048525959848	6000000115341803881	6000000048525959848		no	parents sit on one Wikidata item - the duplicate propagates upward	no	
Q11534311	Liu Daiwei	6000000115336721841		CONFIRMED	6000000048525959848	6000000115341803881	6000000048525959848		no	parents sit on one Wikidata item - the duplicate propagates upward	no	
Q115355463	Martha Paschall	6000000020947505665		UNKNOWN (not in our tree)			6000000077862821982		no		no	
Q115355463	Martha Paschall	6000000077862049537		UNKNOWN (not in our tree)			6000000077862821982		no		no	
Q11541089	Yang Fu	6000000074705648192		CONFIRMED	6000000074705589245		6000000074705589245		no		no	
Q11541089	Yang Fu	6000000074732804185		UNKNOWN (not in our tree)			6000000074705589245		no		no	
Q11547092	Yin Buhai	6000000049444249543		UNKNOWN (not in our tree)			6000000075346350834		no		no	
Q11547092	Yin Buhai	6000000075346323867		UNKNOWN (not in our tree)			6000000075346350834		no		no	
Q115537303	Elizabeth Bates	6000000002531814811		UNKNOWN (not in our tree)			6000000002531901400	6000000002531894628	no		no	
Q115537303	Elizabeth Bates	6000000199756027549		UNKNOWN (not in our tree)			6000000002531901400	6000000002531894628	no		no	
Q115537806	Lynn Smith Burns	6000000028283256491		UNKNOWN (not in our tree)			6000000028283543169		no		no	
Q115537806	Lynn Smith Burns	6000000035636964872		UNKNOWN (not in our tree)			6000000028283543169		no		no	
Q115537900	Emily Lucille Burns	6000000028283202293		UNKNOWN (not in our tree)			6000000028283078189		no		no	
Q115537900	Emily Lucille Burns	6000000035636218162		UNKNOWN (not in our tree)			6000000028283078189		no		no	
Q115561969	Richard Rice	6000000002338977726		UNKNOWN (not in our tree)			6000000002328078015		no		no	
Q115561969	Richard Rice	6000000040124496377		UNKNOWN (not in our tree)			6000000002328078015		no		no	
Q115566397	Anna Hale Barnard	6000000042331312287		UNKNOWN (not in our tree)			6000000042331086419	6000000042331027605	no		no	
Q115566397	Anna Hale Barnard	6000000141419388824		UNKNOWN (not in our tree)			6000000042331086419	6000000042331027605	no		no	
Q115575405	Hannah Kent	6000000002686535582		UNKNOWN (not in our tree)			6000000007456232281	6000000007455971713	no		no	
Q115575405	Hannah Kent	6000000130280877829		UNKNOWN (not in our tree)			6000000007456232281	6000000007455971713	no		no	
Q115575647	John Field IV	6000000017797471065		UNKNOWN (not in our tree)			6000000023685511123		no		no	
Q115575647	John Field IV	6000000177758300905		UNKNOWN (not in our tree)			6000000023685511123		no		no	
Q115575648	Fidelia Nash	6000000017797467165		UNKNOWN (not in our tree)			6000000172193806118	6000000172200556641	no		no	
Q115575648	Fidelia Nash	6000000177757993904		UNKNOWN (not in our tree)			6000000172193806118	6000000172200556641	no		no	
Q115596749	Parker Gurdon	6000000003814601161		UNKNOWN (not in our tree)			6000000014698966988		no		no	
Q115596749	Parker Gurdon	6000000022200657245		UNKNOWN (not in our tree)			6000000014698966988		no		no	
Q115619418	Shadrach Hoar	304824908170008288		UNKNOWN (not in our tree)			6000000001411018433		no		no	
Q115619418	Shadrach Hoar	6000000033415992986		UNKNOWN (not in our tree)			6000000001411018433		no		no	
Q11565617	Pan Zuyin	6000000020988849607		UNKNOWN (not in our tree)			6000000020989515876		no		no	
Q11565617	Pan Zuyin	6000000075607065884		UNKNOWN (not in our tree)			6000000020989515876		no		no	
Q115656281	Jabez Bingham	6000000006821338177		UNKNOWN (not in our tree)			6000000011024933327	6000000006444490949	no		no	
Q115656281	Jabez Bingham	6000000018677842835		UNKNOWN (not in our tree)			6000000011024933327	6000000006444490949	no		no	
Q115656459	Joseph Rockwell	385487204280012940		UNKNOWN (not in our tree)			6000000006971431467	6000000006971038920	no		no	
Q115656459	Joseph Rockwell	6000000007059993765		UNKNOWN (not in our tree)			6000000006971431467	6000000006971038920	no		no	
Q115706265	Ruth Penniman	6000000003938043695		UNKNOWN (not in our tree)			6000000003939726173	6000000003940555515	no		no	
Q115706265	Ruth Penniman	6000000003940185342		UNKNOWN (not in our tree)			6000000003939726173	6000000003940555515	no		no	
Q115707435	Sarah Cushman	6000000010798796170		UNKNOWN (not in our tree)			6000000002545918176		no		no	
Q115707435	Sarah Cushman	6000000016330390886		UNKNOWN (not in our tree)			6000000002545918176		no		no	
Q115716272	Victoria Elizabeth Williams Bartlett	6000000040262642573		UNKNOWN (not in our tree)			6000000015091335919		no		no	
Q115716272	Victoria Elizabeth Williams Bartlett	6000000061270306964		UNKNOWN (not in our tree)			6000000015091335919		no		no	
Q115721412	John Rogers	6000000003938811752		UNKNOWN (not in our tree)				6000000006451515216	no		no	
Q115721412	John Rogers	6000000013427562527		UNKNOWN (not in our tree)				6000000006451515216	no		no	
Q115726246	David Austin	6000000020915095763		UNKNOWN (not in our tree)				6000000082689488833	no		no	
Q115726246	David Austin	6000000082689911022		UNKNOWN (not in our tree)				6000000082689488833	no		no	
Q115726884	Stanley True Atwood	6000000186983934887		UNKNOWN (not in our tree)			6000000186984475825		no		no	
Q115726884	Stanley True Atwood	6000000188018818872		UNKNOWN (not in our tree)			6000000186984475825		no		no	
Q115726887	Charles Albert Atwood	6000000186984475825		UNKNOWN (not in our tree)			6000000175105361389		no		no	
Q115726887	Charles Albert Atwood	6000000188018811850		UNKNOWN (not in our tree)			6000000175105361389		no		no	
Q115726888	Thomas Albert Atwood	6000000175105361389		UNKNOWN (not in our tree)			6000000175105783282		no		no	
Q115726888	Thomas Albert Atwood	6000000186983481960		UNKNOWN (not in our tree)			6000000175105783282		no		no	
Q115727189	Isaac M. Odgen	6000000028751550586		UNKNOWN (not in our tree)			6000000028751560615		no		no	
Q115727189	Isaac M. Odgen	6000000108928636832		UNKNOWN (not in our tree)			6000000028751560615		no		no	
Q115728076	Казімір Галынскі	6000000017199288064		UNKNOWN (not in our tree)			6000000017199276280	6000000025503062591	no		no	
Q115728076	Казімір Галынскі	6000000109840738968		UNKNOWN (not in our tree)			6000000017199276280	6000000025503062591	no		no	
Q115770830	Samuel Chase	6000000028377534143		UNKNOWN (not in our tree)			6000000006418462276	6000000006418462356	no		no	
Q115770830	Samuel Chase	6000000181915592821		UNKNOWN (not in our tree)			6000000006418462276	6000000006418462356	no		no	
Q115775983	Sarah Cobb Hinckley	6000000000967096957		UNKNOWN (not in our tree)				6000000002172647341	no		no	
Q115775983	Sarah Cobb Hinckley	6000000002545875901		UNKNOWN (not in our tree)				6000000002172647341	no		no	
Q115778500	Abraham A Ordway	6000000009756802100		UNKNOWN (not in our tree)				6000000019061310563	no		no	
Q115778500	Abraham A Ordway	6000000040877941060		UNKNOWN (not in our tree)				6000000019061310563	no		no	
Q115778672	Willis Johnson	6000000003913852416		UNKNOWN (not in our tree)			6000000002291400710		no		no	
Q115778672	Willis Johnson	6000000009756983613		UNKNOWN (not in our tree)			6000000002291400710		no		no	
Q115864675	Anna Sabrina Patrick	6000000048215485062		UNKNOWN (not in our tree)				6000000048215249206	no		no	
Q115864675	Anna Sabrina Patrick	6000000177661534852		UNKNOWN (not in our tree)				6000000048215249206	no		no	
Q115902412	Salomon Sundelius	1648900		UNKNOWN (not in our tree)			1649005		no		no	
Q115902412	Salomon Sundelius	6000000007329954152		UNKNOWN (not in our tree)			1649005		no		no	
Q115904348	Anna Moore	6000000008530225802		UNKNOWN (not in our tree)			6000000000953565617	6000000007273412990	no		no	
Q115904348	Anna Moore	6000000033304981288		UNKNOWN (not in our tree)			6000000000953565617	6000000007273412990	no		no	
Q115916335	Attarah Smith	6000000002904932246		UNKNOWN (not in our tree)			6000000206080142857	6000000002789664467	no		no	
Q115916335	Attarah Smith	6000000206080123905		UNKNOWN (not in our tree)			6000000206080142857	6000000002789664467	no		no	
Q115923500	Elizabeth Carrier	6000000038191379764		UNKNOWN (not in our tree)				6000000037974073728	no		no	
Q115923500	Elizabeth Carrier	6000000061006505842		UNKNOWN (not in our tree)				6000000037974073728	no		no	
Q115923546	Mary Hills	6000000003084725996		UNKNOWN (not in our tree)			6000000006960084886	6000000004974898493	no	candidates share a name - may be one person	no	
Q115923546	Mary Hills	6000000131296693878	Mary Lord Pitkin	CONFIRMED	6000000006960084886	6000000004974898493	6000000006960084886	6000000004974898493	no	candidates share a name - may be one person	no	
Q115923907	Nancy Newell	6000000006782990536		UNKNOWN (not in our tree)			6000000023827794408		no		no	
Q115923907	Nancy Newell	6000000023828141823		UNKNOWN (not in our tree)			6000000023827794408		no		no	
Q115924004	Thomas Sanford	6000000000229596542		UNKNOWN (not in our tree)				6000000000229599413	no		no	
Q115924004	Thomas Sanford	6000000008756035377		UNKNOWN (not in our tree)				6000000000229599413	no		no	
Q115924135	Jesse Upham	6000000026094703421		UNKNOWN (not in our tree)			6000000080648227514		no		no	
Q115924135	Jesse Upham	6000000080648838377		UNKNOWN (not in our tree)			6000000080648227514		no		no	
Q115924136	John Upham	6000000026093799680		UNKNOWN (not in our tree)				352401530200013939	no		no	
Q115924136	John Upham	6000000080648227514		UNKNOWN (not in our tree)				352401530200013939	no		no	
Q116026184	Violl Vyvian	6000000005412864814		UNKNOWN (not in our tree)			6000000005758025613	6000000005757872622	no		no	
Q116026184	Violl Vyvian	6000000026942830278		UNKNOWN (not in our tree)			6000000005758025613	6000000005757872622	no		no	
Q116196287	Александр Тимофеевич Мосальский	6000000019886047369		UNKNOWN (not in our tree)			6000000017986207877		no		no	
Q116196287	Александр Тимофеевич Мосальский	6000000053604003363		UNKNOWN (not in our tree)			6000000017986207877		no		no	
Q116203702	Фёдор Михайлович Мосальский	6000000017987528953		UNKNOWN (not in our tree)			6000000012599602914		no		no	
Q116203702	Фёдор Михайлович Мосальский	6000000024824227642		UNKNOWN (not in our tree)			6000000012599602914		no		no	
Q116211734	Андрей Петрович Мосальский	6000000206290406909	Andrzej Piotrowicz Massalski h. wł.	CONFIRMED	6000000014949063254		6000000014949063254	6000000014949029555	no	candidates share a name - may be one person	no	
Q116211734	Андрей Петрович Мосальский	6000000224722661855		UNKNOWN (not in our tree)			6000000014949063254	6000000014949029555	no	candidates share a name - may be one person	no	
Q1162332	Daniel Roberdeau	6000000003941051435		UNKNOWN (not in our tree)			6000000034008931394	6000000034009337209	no		no	
Q1162332	Daniel Roberdeau	6000000026781766962		UNKNOWN (not in our tree)			6000000034008931394	6000000034009337209	no		no	
Q116448972	Андрэй Канстанцінавіч Друцкі-Прыхабскі	6000000042508842101		UNKNOWN (not in our tree)			6000000018171646069		no		no	
Q116448972	Андрэй Канстанцінавіч Друцкі-Прыхабскі	6000000050143705619		UNKNOWN (not in our tree)			6000000018171646069		no		no	
Q116448972	Андрэй Канстанцінавіч Друцкі-Прыхабскі	6000000184824696835		UNKNOWN (not in our tree)			6000000018171646069		no		no	
Q116455957	Раина Лукомская	6000000024947983899		UNKNOWN (not in our tree)			6000000038124801091	6000000038125036151	no		no	
Q116455957	Раина Лукомская	6000000038109616926		UNKNOWN (not in our tree)			6000000038124801091	6000000038125036151	no		no	
Q116465666	Prentis Cobb Hale	6000000036324778509		UNKNOWN (not in our tree)			6000000036324907063		no		no	
Q116465666	Prentis Cobb Hale	6000000114866619875		UNKNOWN (not in our tree)			6000000036324907063		no		no	
Q116481874	Иван Тимофеевич Юрлов-Плещеев	6000000014193055498		UNKNOWN (not in our tree)			6000000037396022225		no		no	
Q116481874	Иван Тимофеевич Юрлов-Плещеев	6000000138060013072		UNKNOWN (not in our tree)			6000000037396022225		no		no	
Q11658318	Chen Shuying	6000000018221794683		CONTRADICTED	6000000003175650332	6000000018222540977	6000000074734517880		no		no	
Q11658318	Chen Shuying	6000000074734160070		UNKNOWN (not in our tree)			6000000074734517880		no		no	
Q11663950	Wei Yi	6000000075328456176		UNKNOWN (not in our tree)			6000000052113812950		no		no	
Q11663950	Wei Yi	6000000075345227826		CONFIRMED	6000000052113812950		6000000052113812950		no		no	
Q116748672	Daniel Sicard Sr.	363821538390012350		UNKNOWN (not in our tree)			363821951470005854		no		no	
Q116748672	Daniel Sicard Sr.	6000000000934372090		UNKNOWN (not in our tree)			363821951470005854		no		no	
Q116762324	Charles Ketcham Carpenter	6000000013708502488		UNKNOWN (not in our tree)			6000000000426729454		no		no	
Q116762324	Charles Ketcham Carpenter	6000000106856289902		UNKNOWN (not in our tree)			6000000000426729454		no		no	
Q11685102	Helena Skirmunt	6000000014090840311		UNKNOWN (not in our tree)				6000000216765394828	no		no	
Q11685102	Helena Skirmunt	6000000216775172847		UNKNOWN (not in our tree)				6000000216765394828	no		no	
Q116855462	William Tilden	6000000021179739885		UNKNOWN (not in our tree)			6000000003940555470	6000000029361605292	no		no	
Q116855462	William Tilden	6000000038659917296		UNKNOWN (not in our tree)			6000000003940555470	6000000029361605292	no		no	
Q116855513	Elizabeth Ruggles	6000000006290092487		UNKNOWN (not in our tree)			6000000023145937163		no		no	
Q116855513	Elizabeth Ruggles	6000000006290092705		UNKNOWN (not in our tree)			6000000023145937163		no		no	
Q116877688	Dewi Sarah	6000000007601966321		UNKNOWN (not in our tree)			6000000003007963337		no	candidates share a name - may be one person	no	
Q116877688	Dewi Sarah	6000000179491563835	Putri Aria Dikara	UNKNOWN (no parent recorded)			6000000003007963337		no	candidates share a name - may be one person	no	
Q116889623	Agatha Benigna von der Osten-Sacken	6000000015877440407	Agathe Benigna von der Osten-Sacken	CONFIRMED	6000000019208084387	6000000019208078626	6000000019208084387		no		no	
Q116889623	Agatha Benigna von der Osten-Sacken	6000000020839870171	Christine Emerentia von Haudring	UNKNOWN (no parent recorded)			6000000019208084387		no		no	
Q11697257	Eufémia Radziwiłł	6000000037175967968		UNKNOWN (not in our tree)			6000000003589457428	6000000003589525232	no		no	
Q11697257	Eufémia Radziwiłł	6000000190455000350		UNKNOWN (not in our tree)			6000000003589457428	6000000003589525232	no		no	
Q116974510	Elizabeth Fowler	6000000008496363760		UNKNOWN (not in our tree)				6000000004237813293	no		no	
Q116974510	Elizabeth Fowler	6000000199626338847		UNKNOWN (not in our tree)				6000000004237813293	no		no	
Q11698707	Franciszek Potocki	6000000023295420040		UNKNOWN (not in our tree)			6000000023295161497		no		no	
Q11698707	Franciszek Potocki	6000000190455268066		UNKNOWN (not in our tree)			6000000023295161497		no		no	
Q117031856	Феліцыяна Падбярэзская	6000000019206529285		UNKNOWN (not in our tree)				6000000038212553123	no		no	
Q117031856	Феліцыяна Падбярэзская	6000000179340029852		UNKNOWN (not in our tree)				6000000038212553123	no		no	
Q117038817	Samuel Mowry Nicholson	6000000078807758172		UNKNOWN (not in our tree)			6000000071859020105		no		no	
Q117038817	Samuel Mowry Nicholson	6000000177340846831		UNKNOWN (not in our tree)			6000000071859020105		no		no	
Q117069984	Charles Chandler	6000000128216703821		UNKNOWN (not in our tree)			6000000024947179330	6000000024947564939	no		no	
Q117069984	Charles Chandler	6000000151735919821		UNKNOWN (not in our tree)			6000000024947179330	6000000024947564939	no		no	
Q117187869	Timothy Childs	6000000026107262949		UNKNOWN (not in our tree)			6000000076922034163	6000000113724514863	no		no	
Q117187869	Timothy Childs	6000000027614032031		UNKNOWN (not in our tree)			6000000076922034163	6000000113724514863	no		no	
Q11719600	Jan of Sienno	6000000015353012202	Jan Feliks Jan Oleśnicki h. Dębno	CONTRADICTED	6000000048562685952		6000000011427069373	6000000196252045865	yes		no	parents
Q11719600	Jan of Sienno	6000000018648806323	Jan z Sienna h. Dębno	CONFIRMED	6000000011427069373		6000000011427069373	6000000196252045865	yes		no	parents
Q11719606	Jan of Tarnów	6000000014820643219		UNKNOWN (not in our tree)			6000000014819066914	6000000003273391929	no		no	
Q11719606	Jan of Tarnów	6000000209175012851		UNKNOWN (not in our tree)			6000000014819066914	6000000003273391929	no		no	
Q11724541	Jerzy Drucki Sokoliński	6000000018647383091		UNKNOWN (not in our tree)				6000000014877510056	no		no	
Q11724541	Jerzy Drucki Sokoliński	6000000028264765763		UNKNOWN (not in our tree)				6000000014877510056	no		no	
Q117311498	Amelia Chapman	6000000012889712422	Amelia Chapman	CONFIRMED	6000000007602580207	6000000007602835717		6000000007602835717	no	candidates share a name - may be one person	no	
Q117311498	Amelia Chapman	6000000176104731971		UNKNOWN (not in our tree)				6000000007602835717	no	candidates share a name - may be one person	no	
Q11731214	Józef Puzyna	6000000192274874832		UNKNOWN (not in our tree)			6000000192274682848		no		no	
Q11731214	Józef Puzyna	6000000192275203824		UNKNOWN (not in our tree)			6000000192274682848		no		no	
Q117313987	Nathaniel Chapman Hunter	6000000019188924076		UNKNOWN (not in our tree)				6000000017282385264	no		no	
Q117313987	Nathaniel Chapman Hunter	6000000041885850935		UNKNOWN (not in our tree)				6000000017282385264	no		no	
Q117325276	Ruth Sylvester	6000000000550140061		UNKNOWN (not in our tree)				358778627250010692	no		no	
Q117325276	Ruth Sylvester	6000000192953407849		UNKNOWN (not in our tree)				358778627250010692	no		no	
Q11737091	Katarzyna Wapowska	6000000019658744061		UNKNOWN (not in our tree)			6000000082711586845		no		no	
Q11737091	Katarzyna Wapowska	6000000025737738028		UNKNOWN (not in our tree)			6000000082711586845		no		no	
Q117427289	Capt. Samuel Dunn	6000000003939362470		UNKNOWN (not in our tree)				6000000000921268406	no		no	
Q117427289	Capt. Samuel Dunn	6000000159902051866		UNKNOWN (not in our tree)				6000000000921268406	no		no	
Q117450030	Nehemiah Cushing	6000000006821286571		UNKNOWN (not in our tree)			6000000003939075982		no		no	
Q117450030	Nehemiah Cushing	6000000011222002460		UNKNOWN (not in our tree)			6000000003939075982		no		no	
Q117450260	Elisha Cushing, Sr.	6000000003939075902		UNKNOWN (not in our tree)			6000000008043698273	6000000003939033163	no		no	
Q117450260	Elisha Cushing, Sr.	6000000003987456087		UNKNOWN (not in our tree)			6000000008043698273	6000000003939033163	no		no	
Q117465339	Eunice Robbins	6000000000795188004		UNKNOWN (not in our tree)			6000000000795184895	6000000000795108241	no		no	
Q117465339	Eunice Robbins	6000000001909475547		UNKNOWN (not in our tree)			6000000000795184895	6000000000795108241	no		no	
Q117491117	Margaret Molineux	6000000038285113961		UNKNOWN (not in our tree)			6000000020263791058		no		no	
Q117491117	Margaret Molineux	6000000181230772968		UNKNOWN (not in our tree)			6000000020263791058		no		no	
Q117500005	William Sancroft	6000000002116240431		UNKNOWN (not in our tree)			6000000008473326922		no		no	
Q117500005	William Sancroft	6000000010913908206		UNKNOWN (not in our tree)			6000000008473326922		no		no	
Q11755969	Martsybela Zawisza	6000000015185500876		UNKNOWN (not in our tree)			6000000003691758762	6000000003691801633	no		no	
Q11755969	Martsybela Zawisza	6000000190457919114		UNKNOWN (not in our tree)			6000000003691758762	6000000003691801633	no		no	
Q11756037	Katarzyna Tyszkiewicz	6000000015185969310		UNKNOWN (not in our tree)			6000000015184547438		no		no	
Q11756037	Katarzyna Tyszkiewicz	6000000022875220338		UNKNOWN (not in our tree)			6000000015184547438		no		no	
Q11767923	Marcjan Białłozor	6000000130727280821		UNKNOWN (not in our tree)			6000000121884417161	6000000121952264839	no		no	
Q11767923	Marcjan Białłozor	6000000130745185821		UNKNOWN (not in our tree)			6000000121884417161	6000000121952264839	no		no	
Q117750285	Willliam Pyncheon, II	6000000006919401522		UNKNOWN (not in our tree)			6000000063213058974	6000000001562931494	no		no	
Q117750285	Willliam Pyncheon, II	6000000103330216029		UNKNOWN (not in our tree)			6000000063213058974	6000000001562931494	no		no	
Q117782123	William Ward	6000000074448833216		UNKNOWN (not in our tree)			6000000179753504874		no		no	
Q117782123	William Ward	6000000179752730914		UNKNOWN (not in our tree)			6000000179753504874		no		no	
Q11779047	Michał Mycielski	6000000000557853176		UNKNOWN (not in our tree)			6000000003273391076		no		no	
Q11779047	Michał Mycielski	6000000003273391239		UNKNOWN (not in our tree)			6000000003273391076		no		no	
Q117846045	Ellen Nisser	6000000071714652906		UNKNOWN (not in our tree)			6000000000757944542		no		no	
Q117846045	Ellen Nisser	6000000082889786862		UNKNOWN (not in our tree)			6000000000757944542		no		no	
Q11801122	Otto Büngner	6000000040308402366		UNKNOWN (not in our tree)			6000000040308487878		no		no	
Q11801122	Otto Büngner	6000000183341830874		UNKNOWN (not in our tree)			6000000040308487878		no		no	
Q118146480	Isaac Howe Sears	6000000051385262886		UNKNOWN (not in our tree)			6000000012397433075		no		no	
Q118146480	Isaac Howe Sears	6000000132322233857		UNKNOWN (not in our tree)			6000000012397433075		no		no	
Q118146509	Enoch Hamlin Sears	6000000137355194877		UNKNOWN (not in our tree)			6000000011412827796	6000000011412752157	no		no	
Q118146509	Enoch Hamlin Sears	6000000166197428848		UNKNOWN (not in our tree)			6000000011412827796	6000000011412752157	no		no	
Q118146535	Seth Sears, Sr	6000000011412827796		UNKNOWN (not in our tree)			6000000006290318725	6000000011403401898	no		no	
Q118146535	Seth Sears, Sr	6000000137356794849		UNKNOWN (not in our tree)			6000000006290318725	6000000011403401898	no		no	
Q118146536	James Sears, Sr.	6000000006290318725		UNKNOWN (not in our tree)				6000000000742128686	no		no	
Q118146536	James Sears, Sr.	6000000137352705306		UNKNOWN (not in our tree)				6000000000742128686	no		no	
Q118146540	Stephen Sears	6000000001637053959		UNKNOWN (not in our tree)			6000000007660023312		no		no	
Q118146540	Stephen Sears	6000000012714435214		UNKNOWN (not in our tree)			6000000007660023312		no		no	
Q118152918	Desire Tobey	6000000011403401898		UNKNOWN (not in our tree)				6000000006444764150	no		no	
Q118152918	Desire Tobey	6000000137356043999		UNKNOWN (not in our tree)				6000000006444764150	no		no	
Q118352142	Harriet Elizabeth Archer	6000000032280567822		UNKNOWN (not in our tree)			6000000079579347003		no		no	
Q118352142	Harriet Elizabeth Archer	6000000079579683924		UNKNOWN (not in our tree)			6000000079579347003		no		no	
Q118426688	Gustaf Kinnander	6000000038356682533	Gustaf Kinnander	CONFIRMED	6000000038356904122	6000000038357039910	6000000038356904122		no	candidates share a name - may be one person	no	
Q118426688	Gustaf Kinnander	6000000073342383890		UNKNOWN (not in our tree)			6000000038356904122		no	candidates share a name - may be one person	no	
Q118444410	Hannah Pierce	6000000003468345891		UNKNOWN (not in our tree)			6000000009300399351		no		no	
Q118444410	Hannah Pierce	6000000024832985218		UNKNOWN (not in our tree)			6000000009300399351		no		no	
Q11860256	Gabriel Melartopaeus	6000000004655698186		UNKNOWN (not in our tree)			6000000011288264709		no		no	
Q11860256	Gabriel Melartopaeus	6000000069756254559		UNKNOWN (not in our tree)			6000000011288264709		no		no	
Q118720037	Ki Ageng Ngerang III	6000000028995789749	Ki Ageng Ngerang III Kyai Buyut ing Pati III bin Ki Ageng Ngerang I	UNKNOWN (no parent recorded)	6000000041001145674	6000000026054639545			no		yes	
Q118720037	Ki Ageng Ngerang III	6000000204790929885	Ki Ageng Ngerang-3	UNKNOWN (no parent recorded)	6000000028995789749				no		yes	
Q118868992	John Pope	6000000029324796275		UNKNOWN (not in our tree)				6000000023870856476	no		no	
Q118868992	John Pope	6000000195386603123		UNKNOWN (not in our tree)				6000000023870856476	no		no	
Q11959415	Asser Rig	6000000000901150478	Asser Skjalmsøn Rig (Hvide)	CONFIRMED	5522320867850060430	5001540482550082932	5522320867850060430		yes		no	parents
Q11959415	Asser Rig	6000000195598510821	Asser (Rig) Skjalmsen Hvide	CONTRADICTED	6000000203091200824	6000000203090916864	5522320867850060430		yes		no	parents
Q11994430	Otto Rode	6000000084112634954		UNKNOWN (not in our tree)			6000000009848769601		no		no	
Q11994430	Otto Rode	6000000190578686847		UNKNOWN (not in our tree)			6000000009848769601		no		no	
Q120175311	Mary Elizabeth Cabell	6000000012125818607		UNKNOWN (not in our tree)			6000000002968832802	6000000000677860397	no		no	
Q120175311	Mary Elizabeth Cabell	6000000180172750827		UNKNOWN (not in our tree)			6000000002968832802	6000000000677860397	no		no	
Q120564	Empress Meishō	6000000011626883169	Okiko Meisho-tenno	CONFIRMED	6000000011627083509	6000000012609955026	6000000011627083509	6000000012609955026	no	parents sit on one Wikidata item - the duplicate propagates upward	no	
Q120564	Empress Meishō	6000000177656672888	“Okiko” Meisho 109th Emperor 1629–1643	CONFIRMED	6000000011627083509	6000000012601928948	6000000011627083509	6000000012609955026	no	parents sit on one Wikidata item - the duplicate propagates upward	no	
Q12060949	Charles Kanaina	6000000002882057241		UNKNOWN (not in our tree)				6000000006340093227	no		no	
Q12060949	Charles Kanaina	6000000084376527032		UNKNOWN (not in our tree)				6000000006340093227	no		no	
Q12061121	Jonathan Leavitt	351713979770011850		UNKNOWN (not in our tree)			6000000017587585703	6000000017587672604	no		no	
Q12061121	Jonathan Leavitt	6000000039611599657		UNKNOWN (not in our tree)			6000000017587585703	6000000017587672604	no		no	
Q120719373	Helena Glen	6000000000954669672		UNKNOWN (not in our tree)			6000000040905673938		no		no	
Q120719373	Helena Glen	6000000006444307156		UNKNOWN (not in our tree)			6000000040905673938		no		no	
Q120719504	Jacob Lansing(Jr)	6000000006444967038		UNKNOWN (not in our tree)			6000000006444307161	6000000006444307156	no		no	
Q120719504	Jacob Lansing(Jr)	6000000012178581228		UNKNOWN (not in our tree)			6000000006444307161	6000000006444307156	no		no	
Q120834563	Robert Dennis	6000000003939509515		UNKNOWN (not in our tree)				6000000002931045820	no		no	
Q120834563	Robert Dennis	6000000007921472632		UNKNOWN (not in our tree)				6000000002931045820	no		no	
Q120835636	Lucy Woodward	6000000092248320865		UNKNOWN (not in our tree)			6000000023175663824	6000000031280732336	no		no	
Q120835636	Lucy Woodward	6000000092290376885		UNKNOWN (not in our tree)			6000000023175663824	6000000031280732336	no		no	
Q12085112	Брячислав Давидович	6000000019589207004	Bryachislav Davydovich of Izyaslavl	CONFIRMED	6000000002187837808		6000000002187837808		no	candidates share a name - may be one person	no	
Q12085112	Брячислав Давидович	6000000080892097734		CONTRADICTED	6000000002187837843		6000000002187837808		no	candidates share a name - may be one person	no	
Q120868164	Іван Багданавіч Валовіч	6000000027842760852		UNKNOWN (not in our tree)				6000000016750049649	no		no	
