qid	kind	case	leading_title	live_mul	live_en	proposed_label	proposed_aliases	hold	langs_carrying_live	geni_ids
Q99707425	pipe				Margaret|Margery Alcocke	Margaret Alcocke	Margery Alcocke		en nl	
Q99707443	title	upper	Sir		Sir Thomas Rokell			no-change	en nl	
Q99707449	title	upper	Sir		Sir John de Aspall (Aspale), of Lackford, Suffolk			no-change	en nl	
Q99708114	title	upper	Captain		Captain John Gray Cargill			no-change	en nl	6000000000334438944
Q99733715	title	upper	Captain		Captain Jonathan Prescott			no-change	en nl	6000000000171218496
Q99735550	title	upper	Sir		Sir John Raynsford, of Mychell Tew			no-change	en nl	6000000003398990686
Q99735556	title	upper	Sir		Sir William Raynsford, Kt.			no-change	en nl	6000000000642003517
Q99735559	title	upper	Sir		Sir Richard Cheney, Kt., of Shurland			no-change	en nl	6000000001233203267
Q99735563	title	upper	Sir		Sir William de Cheney, I			no-change	en nl	6000000008447971134
Q99735753	pipe				William de la Spine (Spineto|Spyne|Spinney), of Coughton			pipe-shape	en nl	6000000003495298213
Q99735761	pipe				Margery|Margeria			one-token	en nl	
Q99735765	title	upper	Sir		Sir Henry de Bruley, of Aston Bruley			no-change	en nl	
Q99735771	title	upper	Sir		Sir Richard I Adderbury (Abberbury), of Donnington			no-change	en nl	
Q99735774	title	upper	Sir		Sir William Shareshull			no-change	en nl	
Q99735802	title	upper	Sir		Sir Roger Durvassal, of Coughton			no-change	en nl	
Q99735803	title	upper	Sir		Sir John Durvassal, of Coughton			no-change	en nl	
Q99743940	title	upper	Sir		Sir George Raynsford			no-change	en nl	6000000000769966156
Q99767564	title	upper	Captain		Captain Moses Chase			no-change	en nl	6000000001510800789
Q99767833	title	upper	Captain		Captain Joseph Stanton, I			no-change	en nl	6000000012431976988
Q99799818	title	upper	Sir		Sir John de Brugge			no-change	en nl	
Q99799866	title	upper	Sir		Sir Thomas Merbury			no-change	en nl	
Q99799870	title	upper	Sir		Sir John Pembrugge (Pembridge), of Pembridge, Herefordshire			no-change	en nl	
Q99800225	title	upper	Sir		Sir Richard Walwyn, of Hellions & Stoke Edith			no-change	en nl	
Q99800232	pipe				Joan de Helyon (Helion|Hellion)			pipe-shape	en	
Q99800358	title	upper	Sir		Sir Geoffrey de Cornwall, 3rd Baron of Burford			no-change	en nl	6000000000700905026
Q99800478	title+pipe	upper	Sir		Sir David|Miles Skull	Sir David Skull	Sir Miles Skull		en nl	
Q99800514	title	upper	Miles		Miles Skull			no-change	en nl	
Q99801061	title	upper	Sir		Sir Richard Hampton			no-change	en nl	
Q99801126	title	upper	Sir		Sir John Deiville of Egmanton			no-change	en	
Q99801132	title	upper	Sir		Sir Henry de Ardern (Arden), of Warws			no-change	en nl	
Q99802443	title	upper	Sir		Sir John Barre			no-change	en nl	
Q99803652	title	upper	Sir		Sir William Mallory, of Studley			no-change	en nl	
Q99803683	title	upper	Sir		Sir William Mallory, of Studley			no-change	en nl	
Q99803700	title	upper	Sir		Sir John Mallory, of Studley			no-change	en nl	
Q99803748	pipe				Denise|Dionisia Tempest, of Studley	Denise Tempest, of Studley	Dionisia Tempest, of Studley		en nl	
Q99803833	title	upper	Sir		Sir William Constable, of Halsham			no-change	en nl	
Q99803886	pipe				Laura|Lora FitzHugh	Laura FitzHugh	Lora FitzHugh		en nl	
Q99803993	title	upper	Sir		Sir John Thwaites, of Thwaites			no-change	en nl	
Q99804016	pipe				Joan|Jane			one-token	en nl	
Q99804028	title	upper	Sir		Sir John Norton, of Norton-Conyers			no-change	en nl	
Q99804047	title	upper	Sir		Sir John Norton, of Norton-Conyers			no-change	en nl	
Q99804140	title	upper	Sir		Sir William Washington			no-change	en nl	
Q99804176	title	upper	Sir		Sir Geoffrey Pigott, of Clotherham			no-change	en nl	
Q99804195	title	upper	Sir		Sir Randolph Pigot, of Melmorby			no-change	en nl	
Q99804234	title	upper	Sir		Sir Roger Leeds, of Northall			no-change	en nl	
Q99804258	title	upper	Sir		Sir Robert Plumpton, of Steeton, Yorks			no-change	en nl	
Q99804264	title	upper	Sir		Sir William Plumpton			no-change	en nl	
Q99804277	title	upper	Sir		Sir Godfrey Foljambe			no-change	en nl	
Q99804305	title	upper	Sir		Sir Roger Warde, of Givendale			no-change	en nl	
Q99804318	title	upper	Sir		Sir Roger Warde, of Givendale			no-change	en nl	
Q99804330	title	upper	Sir		Sir John Warde, of Givendale			no-change	en nl	
Q99804342	title	upper	Sir		Sir Simon de la Warde			no-change	en nl	
Q99804383	title	upper	Sir		Sir Thomas Markenfield			no-change	en nl	
Q99804387	title	upper	Sir		Sir Thomas Markenfeld			no-change	en nl	
Q99804405	title	upper	Sir		Sir Henry Sothill, of Soothill			no-change	en nl	
Q99804414	pipe				Dionysia|Denise			one-token	en nl	
Q99804421	pipe				Jane|Joan Tunstall	Jane Tunstall	Joan Tunstall		en nl	
Q99805053	title	upper	Sir		Sir Robert Holand			no-change	en nl	
Q99805111	title	upper	Sir		Sir Richard Chamberlayne (Chamberlain)			no-change	en	
Q99805126	title	upper	Sir	Sir Robert Plumpton	Sir Robert Plumpton			no-change	mul en nl	
Q99805153	title	upper	Sir		Sir John Leek (Leeke), of Cotham			no-change	en nl	
Q99805166	title	upper	Sir		Sir Simon Leek, of Leake, Notts			no-change	en nl	
Q99805205	pipe				Thomas|John Towers, of Somerby	Thomas Towers, of Somerby	John Towers, of Somerby		en nl	
Q99805221	title	upper	Sir		Sir Andrew Markenfield			no-change	en nl	
Q99805231	title	upper	Sir		Sir John Miniott, of Carlton Miniott			no-change	en nl	
Q99805244	title	upper	Sir		Sir Henry de Sothill			no-change	en nl	
Q99805262	pipe				William|Henry de Tunstall	William de Tunstall	Henry de Tunstall		en nl	
Q99806018	pipe				Ivette|Juette de Ros	Ivette de Ros	Juette de Ros		en nl	
Q99806217	title	upper	Sir		Sir Thomas de Metham			no-change	en nl	
Q99806222	title	upper	Sir Miles		Sir Miles Stapleton, 3rd Lord Stapleton			no-change	en nl	
Q99806226	title	upper	Sir		Sir Nicholas de Stapleton, 2nd Lord Stapleton			no-change	en nl	
Q99806952	title	upper	Sir		Sir John Thwaites, of Lofthouse			no-change	en nl	
Q99807109	title+pipe	upper	Sir		Sir William|Ralph Babthorp	Sir William Babthorp	Sir Ralph Babthorp		en nl	
Q99807158	title	upper	Sir		Sir Robert Hildyard			no-change	en nl	
Q99858722	title	upper	Sir		Sir William Gifford, of Itchell			no-change	en nl	
Q99858728	title	upper	Sir		Sir John Paulet, of Nunney			no-change	en nl	
Q99858732	title	upper	Sir		Sir Robert Roos (Ros), of Gedney & Irby			no-change	en nl	
Q99864696	title	upper	Dr.		Dr. Granger			no-change	en nl	
Q99884003	title	upper	Capt.		Capt. Simeon Draper			no-change	en nl	6000000042958340839
Q99884004	title	upper	Capt.		Capt. Joshua Draper			no-change	en nl	6000000047277669948
Q99884311	title	upper	Captain		Captain Charles Dyer, II			no-change	en nl	888173
Q99884393	title	upper	Rev		Rev Giles Buckingham Willcox			no-change	en nl	6000000096192691128
Q99884402	title	upper	Captain		Captain Daniel Stanton			no-change	en nl	6000000002526810757
Q99884653	title	upper	Sir		Sir Nicholas Drury, of Thurston			no-change	en nl	
Q99884661	title	upper	Sir		Sir William Calthorpe, of Burnham Thorpe			no-change	en nl	
Q99884669	title	upper	Sir		Sir John Raynsford			no-change	en nl	
Q99907435	title	upper	Capt.		Capt. David Hyatt Whitney			no-change	en nl	5703410335890126866
Q99912200	title	upper	Capt		Capt Matthew St John			no-change	en nl	6000000002766650265
Q99951655	title	upper	Lady		Lady Mary Goodricke			no-change	en de nl sv es it pt	
Q99951786	title	upper	Freiin		Freiin Maria Theresia von Mayrhofen zu Aulenbach			no-change	en nl	
Q99952009	title	upper	Dr.		Dr. Adonijah Warner			no-change	en nl	6000000074930608864
Q99964753	title	upper	Lady		Lady Kerr			no-change	en fr de nl sv es it pt	
Q99964771	title	upper	Lady		Lady Kelly			no-change	en fr de nl sv es it pt	
Q99964798	title	upper	Lady		Lady Judith Thornhill			no-change	en fr de nl sv es it pt	
Q99972002	title	upper	Lady		Lady Irene Logan			no-change	en fr de nl sv es it pt	
Q99978109	title	upper	Capt.		Capt. John Sherman			no-change	en nl	6000000018002747135
Q100109193	title	upper	Princess		Princess Joséphine of Belgium			no-change	en	
Q100110539	title	upper	Prince		Prince Oscar of Belgium			no-change	en	
Q100152977	pipe			Margaret|Joan? Billing	Margaret|Joan? Billing	Margaret Billing	Joan? Billing		mul en nl	
Q100152980	title	upper	Sir	Sir Thomas Billing	Sir Thomas Billing			no-change	mul en nl	
Q100153007	title	upper	Sir	Sir Robert Moton, of Peckleton	Sir Robert Moton, of Peckleton			no-change	mul en nl	
Q100153010	title	upper	Sir	Sir William Moton, of Peckleton	Sir William Moton, of Peckleton			no-change	mul en nl	
Q100153029	pipe				Alison|Alice Dauncey (Dauntsey)	Alison Dauncey (Dauntsey)	Alice Dauncey (Dauntsey)		en	
Q100153035	title	upper	Sir		Sir Thomas Fettiplace, of East Shefford			no-change	en nl	
Q100153041	pipe			Joan|Jane Fabian	Joan|Jane Fabian	Joan Fabian	Jane Fabian		mul en nl	
Q100153045	title	upper	Sir	Sir Peter Besylles (Besells), of Besselslegh & Bokeland, Berks	Sir Peter Besylles (Besells), of Besselslegh & Bokeland, Berks			no-change	mul en nl	
Q100153046	title	upper	Sir	Sir Thomas de Besylles (Bessells), of Besselslegy & Bokeland, Berks	Sir Thomas de Besylles (Bessells), of Besselslegy & Bokeland, Berks			no-change	mul en nl	
Q100153065	title	upper	Sir	Sir William de Hoo, of Hoo	Sir William de Hoo, of Hoo			no-change	mul en nl	
Q100153103	title	upper	Sir	Sir William de Moton	Sir William de Moton			no-change	mul en nl	
Q100153126	title	upper	Sir	Sir Anketil Mallory, of Kirkby Mallory	Sir Anketil Mallory, of Kirkby Mallory			no-change	mul en nl	
Q100153303	title	upper	Sir	Sir John Clifford of Frampton-on-Severn	Sir John Clifford of Frampton-on-Severn			no-change	mul en nl	
Q100153305	title	upper	Sir	Sir Robert de Grey, of Rotherfield, Somerton and Hardwick	Sir Robert de Grey, of Rotherfield, Somerton and Hardwick			no-change	mul en nl	
Q100153306	title	upper	Sir	Sir Walter de Grey, of Rotherfield	Sir Walter de Grey, of Rotherfield			no-change	mul en nl	
Q100153759	title	upper	Sir	Sir William Marmion, of Tanfield	Sir William Marmion, of Tanfield			no-change	mul en nl	
Q100153842	pipe			Robert Francis (Frauncis|Fraunceys), of Foremark	Robert Francis (Frauncis|Fraunceys), of Foremark			pipe-shape	mul en nl	
Q100153845	title	upper	Sir	Sir John St.Clair, of Aldham St.Cleres	Sir John St.Clair, of Aldham St.Cleres			no-change	mul en nl	
Q100153866	title	upper	Sir	Sir Thomas de Hoo, of Hoo	Sir Thomas de Hoo, of Hoo			no-change	mul en nl	
Q100153868	title	upper	Sir	Sir John St.Leger, of Offley	Sir John St.Leger, of Offley			no-change	mul en nl	
Q100153871	title	upper	Sir	Sir Thomas de Saint Omer	Sir Thomas de Saint Omer			no-change	mul en nl	
Q100153873	title	upper	Sir	Sir Nicholas Malmains	Sir Nicholas Malmains			no-change	mul en nl	
Q100325967	title	upper	Sir	Sir Edmund Mauleverer, of Arncliffe Hall	Sir Edmund Mauleverer, of Arncliffe Hall			no-change	mul en nl	
Q100325972	title	upper	Sir	Sir William Mauleverer	Sir William Mauleverer			no-change	mul en nl	
Q100325977	title	upper	Sir	Sir Ninian de Markenfield, of Ripon	Sir Ninian de Markenfield, of Ripon			no-change	mul en nl	
Q100325998	title	upper	Sir	Sir Richard Aldeburgh, of Aldeburgh	Sir Richard Aldeburgh, of Aldeburgh			no-change	mul en nl	
Q100326000	pipe			Joan|Jane Fairfax, of Walton	Joan|Jane Fairfax, of Walton	Joan Fairfax, of Walton	Jane Fairfax, of Walton		mul en nl	
Q100326022	pipe			Agnes|Anne Ingleby	Agnes|Anne Ingleby	Agnes Ingleby	Anne Ingleby		mul en nl	
Q100326320	title	upper	Sir	Sir Richard Aldeburgh, of Aldeburgh	Sir Richard Aldeburgh, of Aldeburgh			no-change	mul en nl	
Q100326333	title	upper	Sir		Sir Robert Rocliffe (Rowcliffe)			no-change	en	
Q100326337	title	upper	Sir	Sir William Plumpton	Sir William Plumpton			no-change	mul en nl	
Q100326340	title	upper	Sir	Sir Brian Stapleton, of Carlton	Sir Brian Stapleton, of Carlton			no-change	mul en nl	
Q100326342	title	upper	Sir	Sir Brian 'junior' Stapleton, of Carlton	Sir Brian 'junior' Stapleton, of Carlton			no-change	mul en nl	
Q100326346	title	upper	Sir	Sir John Godard, of Bransholme	Sir John Godard, of Bransholme			no-change	mul en nl	
Q100326382	pipe			Matilda|Alice Hamerton	Matilda|Alice Hamerton	Matilda Hamerton	Alice Hamerton		mul en nl	
Q100326388	title+pipe	upper	Sir	Sir Richard|Thomas Radcliffe (Radclyffe), of Winmarleigh	Sir Richard|Thomas Radcliffe (Radclyffe), of Winmarleigh	Sir Richard Radcliffe (Radclyffe), of Winmarleigh	Sir Thomas Radcliffe (Radclyffe), of Winmarleigh		mul en nl	
Q100326390	title	upper	Sir	Sir Thomas Radclyffe, of Winmarleigh	Sir Thomas Radclyffe, of Winmarleigh			no-change	mul en nl	
Q100326398	title	upper	Sir	Sir Robert Mauleverer, of Wothersome	Sir Robert Mauleverer, of Wothersome			no-change	mul en nl	
Q100326424	title	upper	Sir	Sir William Wycliffe	Sir William Wycliffe			no-change	mul en nl	
Q100326434	title	upper	Sir		Sir Robert Bowes, of Streatlam			no-change	en nl	
Q100326440	title	upper	Sir	Sir Richard Goldsborough, of Goldsborough	Sir Richard Goldsborough, of Goldsborough			no-change	mul en nl	
Q100326443	title	upper	Sir	Sir Richard Goldsborough	Sir Richard Goldsborough			no-change	mul en nl	
Q100326464	title	upper	Sir		Sir William Ingleby, of Ripley			no-change	en nl	
Q100326466	title	upper	Sir	Sir William Ingleby, of Ripley	Sir William Ingleby, of Ripley			no-change	mul en nl	
Q100326468	pipe			Ellen|Eleanor|Marion Holme	Ellen|Eleanor|Marion Holme	Ellen Holme	Eleanor Holme | Marion Holme		mul en nl	
Q100326472	title	upper	Sir	Sir James 'the Elder' Strangways, of West Harsley, Yorks	Sir James 'the Elder' Strangways, of West Harsley, Yorks			no-change	mul en nl	
Q100326474	pipe			Joan|Jane Orrell	Joan|Jane Orrell	Joan Orrell	Jane Orrell		mul en nl	
Q100326482	pipe			Jeannette|Janet Percival, of Ripon	Jeannette|Janet Percival, of Ripon	Jeannette Percival, of Ripon	Janet Percival, of Ripon		mul en nl	
Q100326484	title	upper	Sir	Sir Thomas Boynton, of Acclam	Sir Thomas Boynton, of Acclam			no-change	mul en nl	
Q100326490	title	upper	Sir	Sir Norman Normanville, of Kilnwick (Killingwick), Yorks	Sir Norman Normanville, of Kilnwick (Killingwick), Yorks			no-change	mul en nl	
Q100326498	title	upper	Sir	Sir Christopher Spenser	Sir Christopher Spenser			no-change	mul en nl	
Q100326507	title	upper	Sir	Sir Robert Conyers, of Ormesby	Sir Robert Conyers, of Ormesby			no-change	mul en nl	
Q100326508	pipe			Elizabeth|Isabella Eure	Elizabeth|Isabella Eure	Elizabeth Eure	Isabella Eure		mul en nl	
Q100326554	pipe			Englesia|Engaret Dymoke	Englesia|Engaret Dymoke	Englesia Dymoke	Engaret Dymoke		mul en nl	
Q100327073	title	upper	Sir	Sir Henry Champernowne	Sir Henry Champernowne			no-change	mul en nl	
Q100327094	title	upper	Sir	Sir Gilbert English	Sir Gilbert English			no-change	mul en nl	
Q100327135	title	upper	Sir	Sir John Bigbury	Sir John Bigbury			no-change	mul en nl	
Q100389061	pipe			Elizabeth|Ellen Alcock	Elizabeth|Ellen Alcock	Elizabeth Alcock	Ellen Alcock		mul en nl	
Q100389661	title	upper	Sir	Sir Walter Delahoyde (Delahyde), of Moyglare	Sir Walter Delahoyde (Delahyde), of Moyglare			no-change	mul en nl	
Q100389725	title	upper	Sir	Sir James Delahoyde (Delahyde), of Moyglare	Sir James Delahoyde (Delahyde), of Moyglare			no-change	mul en nl	
Q100390442	title	upper	Sir	Sir Barnaby de Naungle, 9th Baron of Navan	Sir Barnaby de Naungle, 9th Baron of Navan			no-change	mul en nl	
Q100390580	title	upper	Sir	Sir Richard Tuyt, of Killeen	Sir Richard Tuyt, of Killeen			no-change	mul en nl	
Q100390584	pipe			Maud|Matilda Fleming, of Slane	Maud|Matilda Fleming, of Slane	Maud Fleming, of Slane	Matilda Fleming, of Slane		mul en nl	
Q100390589	title	upper	Sir	Sir Baldwin Le Fleming	Sir Baldwin Le Fleming			no-change	mul en nl	
Q100436126	title	upper	Count		Count Othenio Lichnowsky			no-change	en	
Q100436637	title	upper	Conde	Conde Fernando Afonso de Toledo	Conde Fernando Afonso de Toledo			no-change	mul en nl	
Q100439895	pipe			Sylvestre|Silventro Gondi	Sylvestre|Silventro Gondi	Sylvestre Gondi	Silventro Gondi		mul en nl	
Q100440308	title	lower	count	count Joan Alfons Ferrell	count Joan Alfons Ferrell	Joan Alfons Ferrell			mul en nl	
Q100440398	title	upper	Donna	Donna Dorothea Spinelli	Donna Dorothea Spinelli			no-change	mul en nl	
Q100440402	title	upper	Don	Don Carlo Spinelli, 1.Principe di Cariati, 1.Duca di Seminara	Don Carlo Spinelli, 1.Principe di Cariati, 1.Duca di Seminara			no-change	mul en nl	
Q100440671	pipe			Despoina Eirene|Irina	Despoina Eirene|Irina	Despoina Eirene	Despoina Irina		mul en nl	
Q100447015	pipe			Mercy|Marcy Freeman	Mercy|Marcy Freeman	Mercy Freeman	Marcy Freeman		mul en nl	6000000006444441778
Q100447118	pipe			Azariah|Hezekiah Boody	Azariah|Hezekiah Boody	Azariah Boody	Hezekiah Boody		mul en nl	
Q100447567	pipe				William Wilcockson (Wilcoxon|Willcox)			pipe-shape	en	
Q100447585	pipe			Anna|Hannah	Anna|Hannah			one-token	mul en nl	
Q100447924	pipe			Isabelle|Elizabeth	Isabelle|Elizabeth			one-token	mul en nl	
Q100450220	title	upper	Capt.	Capt. Nathan Stanton	Capt. Nathan Stanton			no-change	mul en nl	5388743205760042712
Q100580192	title	upper	Rabbi		Rabbi Osher Yaakov Westheim			no-change	en	6000000006429608701
Q100604996	title	upper	Princess		Princess Elisabeth of Schwarzburg-Rudolstadt			no-change	en	6000000014046095905
Q100696076	title	upper	Dr	Dr Benjamin Richards	Dr Benjamin Richards			no-change	mul en nl	5142230499540066063
Q100698907	title	upper	Mrs.	Mrs. Martha Ford	Mrs. Martha Ford			no-change	mul en nl	
Q100699877	title	upper	Captain	Captain Hatsel Kelley Handy	Captain Hatsel Kelley Handy			no-change	mul en nl	6000000025554522698
Q100699879	title	upper	Captain	Captain Job Handy	Captain Job Handy			no-change	mul en nl	6000000001790709302
Q100707644	title	upper	Miles	Miles Sackler	Miles Sackler			no-change	mul en nl	
Q100709386	title	upper	Sir		Sir Eustace Borrowes, 11th Baronet			no-change	en	
Q100726973	title	upper	Sir	Sir Peter de Arderne, of Alvanley	Sir Peter de Arderne, of Alvanley			no-change	mul en nl	
Q100727120	pipe			Margaret|Katherine	Margaret|Katherine			one-token	mul en nl	
Q100727169	title	upper	Sir	Sir Richard Venables, baron of Kinderton	Sir Richard Venables, baron of Kinderton			no-change	mul en nl	
Q100727185	title	upper	Sir	Sir Ralph Langton, of Walton-le-Dale	Sir Ralph Langton, of Walton-le-Dale			no-change	mul en nl	
Q100727391	title	upper	Sir	Sir Richard Harington, of Blackrod	Sir Richard Harington, of Blackrod			no-change	mul en nl	
Q100727413	title	upper	Sir	Sir Robert Urswick, of Tatham, Lancs and Badsworth, Yorks	Sir Robert Urswick, of Tatham, Lancs and Badsworth, Yorks			no-change	mul en nl	
Q100727444	title+pipe	upper	Sir	Sir William|Robert Bradshagh, of Blackrod et al	Sir William|Robert Bradshagh, of Blackrod et al	Sir William Bradshagh, of Blackrod et al	Sir Robert Bradshagh, of Blackrod et al		mul en nl	
Q100727449	title	upper	Sir	Sir Hugh Bradshagh	Sir Hugh Bradshagh			no-change	mul en nl	
Q100727496	title	upper	Sir	Sir John de Assheton	Sir John de Assheton			no-change	mul en nl	
Q100727503	title	upper	Sir	Sir John Radcliffe, of Ordsall	Sir John Radcliffe, of Ordsall			no-change	mul en nl	
Q100727506	title	upper	Sir	Sir John Radcliffe, of Ordsall	Sir John Radcliffe, of Ordsall			no-change	mul en nl	
Q100727510	title	upper	Sir	Sir Richard Radcliffe, of Ordsall	Sir Richard Radcliffe, of Ordsall			no-change	mul en nl	
Q100727512	pipe			Maud|Mathilde de Legh, of Booths & Sandbach	Maud|Mathilde de Legh, of Booths & Sandbach	Maud de Legh, of Booths & Sandbach	Mathilde de Legh, of Booths & Sandbach		mul en nl	
Q100729585	title	upper	Sir	Sir William de Grey	Sir William de Grey			no-change	mul en nl	
Q100755043	title	upper	Captain	Captain John Adams, III	Captain John Adams, III			no-change	mul en nl	6000000009429586152
Q100755814	title	upper	Captain	Captain Watson Freeman	Captain Watson Freeman			no-change	mul en nl	6000000015363699317
Q100756365	title	upper	Capt	Capt Ziba Hunt	Capt Ziba Hunt			no-change	mul en nl	6000000048775877868
Q100896803	title	upper	Capt.	Capt. Daniel Barstow	Capt. Daniel Barstow			no-change	mul en nl	6000000003940393763
Q100900234	title	upper	Sir	Sir Richard Woodrow (Woodroffe), of Woolley	Sir Richard Woodrow (Woodroffe), of Woolley			no-change	mul en nl	
Q100900265	title	upper	Sir	Sir Thomas Markenfield, of Markenfield	Sir Thomas Markenfield, of Markenfield			no-change	mul en nl	
Q100900274	pipe			Eleanor|Alianor Conyers, of Hornby	Eleanor|Alianor Conyers, of Hornby	Eleanor Conyers, of Hornby	Alianor Conyers, of Hornby		mul en nl	
Q100900290	title	upper	Sir	Sir John Tessington, of Stamford, Lincs	Sir John Tessington, of Stamford, Lincs			no-change	mul en nl	
Q100900294	pipe			Reginald|Reynald Conyers, of Wakerley	Reginald|Reynald Conyers, of Wakerley	Reginald Conyers, of Wakerley	Reynald Conyers, of Wakerley		mul en nl	
Q100900295	pipe			Anne|Alice Norwich	Anne|Alice Norwich	Anne Norwich	Alice Norwich		mul en nl	
Q100900507	pipe			Piers|Peter Corbet	Piers|Peter Corbet	Piers Corbet	Peter Corbet		mul en nl	
Q100900719	pipe			Doda|Gouda de Cornailles	Doda|Gouda de Cornailles	Doda de Cornailles	Gouda de Cornailles		mul en nl	
Q100900747	title	upper	Sir		Sir Robert Corbet, of Moreton Corbet			no-change	en nl	6000000006444764867
Q100900748	title	upper	Sir		Sir Thomas Corbet, of Moreton Corbet			no-change	en nl	6000000003649670700
Q100900750	title	upper	Sir		Sir Richard Corbet			no-change	en nl	
Q100900751	title	upper	Sir		Sir Richard Corbet, of Moreton			no-change	en nl	
Q100900752	title	upper	Sir		Sir Roger Corbet, of Wattlesborough			no-change	en nl	
Q100900813	title	upper	Sir	Sir Giles Erdington, of Shawbury	Sir Giles Erdington, of Shawbury			no-change	mul en nl	6000000006444159226
Q100900848	title	upper	Sir	Sir Richard Lacon, of Willey, Salop	Sir Richard Lacon, of Willey, Salop			no-change	mul en nl	
Q100900853	title	upper	Sir		Sir Hamon de Peshall (Peshale)			no-change	en	
Q100900854	pipe			Alice|Alicia Harley	Alice|Alicia Harley	Alice Harley	Alicia Harley		mul en nl	
Q100900924	title	upper	Sir	Sir Thomas Forster	Sir Thomas Forster			no-change	mul en nl	
Q100901131	title	upper	Sir	Sir John Mainwaring, of Peover	Sir John Mainwaring, of Peover			no-change	mul en nl	6000000006906892027
Q100901142	title	upper	Sir	Sir John Honford, of Handforth	Sir John Honford, of Handforth			no-change	mul en nl	
Q100901144	title+pipe	upper	Sir	Sir Lawrence|Laurence de Warren, of Poynton, Ches	Sir Lawrence|Laurence de Warren, of Poynton, Ches	Sir Lawrence de Warren, of Poynton, Ches	Sir Laurence de Warren, of Poynton, Ches		mul en nl	
Q100901145	pipe			Margaret|Margery Bulkeley, of Cheadle	Margaret|Margery Bulkeley, of Cheadle	Margaret Bulkeley, of Cheadle	Margery Bulkeley, of Cheadle		mul en nl	
Q100901203	title+pipe	upper	Sir	Sir Randall|Randle Brereton, of Malpas	Sir Randall|Randle Brereton, of Malpas	Sir Randall Brereton, of Malpas	Sir Randle Brereton, of Malpas		mul en nl	
Q100901207	title	upper	Sir	Sir William de Ipstones, of Ipstones	Sir William de Ipstones, of Ipstones			no-change	mul en nl	
Q100901210	title	upper	Sir	Sir William Bulkeley, of Eaton	Sir William Bulkeley, of Eaton			no-change	mul en nl	
Q100901214	title	upper	Sir	Sir John Carrington	Sir John Carrington			no-change	mul en nl	
Q100901215	pipe			Isabel|Elizabeth de Beeston	Isabel|Elizabeth de Beeston	Isabel de Beeston	Elizabeth de Beeston		mul en nl	
Q100901233	title	upper	Sir	Sir William Atherton	Sir William Atherton			no-change	mul en nl	
Q100901236	title	upper	Sir	Sir Thomas Fouleshurst, of Crewe	Sir Thomas Fouleshurst, of Crewe			no-change	mul en nl	
Q100901247	title	upper	Sir		Sir Richard Vernon, of Shipbrook			no-change	en nl	
Q100901836	title	upper	Sir	Sir Nicholas de Goushill, of Hoveringham	Sir Nicholas de Goushill, of Hoveringham			no-change	mul en nl	
Q100901867	title	upper	Sir	Sir John de Ipstones, of Ipstones	Sir John de Ipstones, of Ipstones			no-change	mul en nl	
Q100901905	title	upper	Sir	Sir William Atherton	Sir William Atherton			no-change	mul en nl	
Q100901961	title	upper	Sir	Sir Robert de Fouleshurst	Sir Robert de Fouleshurst			no-change	mul en nl	
Q100901968	title	upper	Sir	Sir Baldwin Fitzpiers, of Glenfield, Leics	Sir Baldwin Fitzpiers, of Glenfield, Leics			no-change	mul en nl	
Q100901985	title	upper	Sir	Sir Piers de Malbank	Sir Piers de Malbank			no-change	mul en nl	
Q100902008	title	upper	Sir	Sir John Domville (de Dunfoul), of Oxton & Brunstath, Cheshire	Sir John Domville (de Dunfoul), of Oxton & Brunstath, Cheshire			no-change	mul en nl	
Q100911124	title	upper	Prince	Prince Alden	Prince Alden			no-change	mul en	6000000000321430495
Q100942571	title	upper	Rev	Rev Alanson Kingsley	Rev Alanson Kingsley			no-change	mul en nl	6000000019129035278
Q100942619	title	upper	Captain	Captain Nathaniel Swift, Sr.	Captain Nathaniel Swift, Sr.			no-change	mul en nl	6000000005913751518
Q100945907	title	upper	Captain	Captain James Fitch	Captain James Fitch			no-change	mul en nl	6000000039938576264
Q100958847	title	upper	Sir		Sir William Hoste, 3rd Baronet			no-change	en	6000000025130343264
Q100990634	title	upper	Jarl	Jarl Bjelke	Jarl Bjelke			no-change	mul en fr de nl sv da	6000000000316645702
Q101034197	title	upper	Lady		Lady Arabella Hervey			no-change	en nl	
Q101163065	title	upper	Sir	Sir William Harris, of Shenfield	Sir William Harris, of Shenfield			no-change	mul en nl	
Q101163165	pipe			Jeffrey|Geoffrey Okes, of Shrubland, Suffolk	Jeffrey|Geoffrey Okes, of Shrubland, Suffolk	Jeffrey Okes, of Shrubland, Suffolk	Geoffrey Okes, of Shrubland, Suffolk		mul en nl	
Q101163175	title	upper	Sir	Sir Edward Wichingham	Sir Edward Wichingham			no-change	mul en nl	
Q101163257	title	upper	Sir	Sir John Troutbeck	Sir John Troutbeck			no-change	mul en nl	
Q101163302	title	upper	Sir		Sir John Champernoun, of Modbury			no-change	en nl	
Q101163514	title	upper	Sir	Sir Roger Bacon, of Baconsthorpe	Sir Roger Bacon, of Baconsthorpe			no-change	mul en nl	
Q101163932	title	upper	Sir	Sir Nicholas Bonville	Sir Nicholas Bonville			no-change	mul en nl	
Q101163938	title	upper	Sir	Sir Nicholas de Bonville	Sir Nicholas de Bonville			no-change	mul en nl	
Q101163958	title	upper	Sir	Sir Henry de Champernoun	Sir Henry de Champernoun			no-change	mul en nl	
