wikidata_qid,property,label,value,geni_id,orderlife_qid,verdict
Q361377,P1819,genealogics.org person ID,I00735577,,Q151483,already stated
Q361377,P4159,WeRelate person ID,Lucius_Cornelius_Scipio_Asiaticus_(1),,Q151483,already stated
Q298168,P1819,genealogics.org person ID,I00735624,,Q151485,already stated
Q298168,P4159,WeRelate person ID,Lucius_Aemilius_Paullus_Macedonicus_(1),,Q151485,already stated
Q503320,P1819,genealogics.org person ID,I00735583,6000000001412384166,Q73128,already stated
Q503320,P4159,WeRelate person ID,Publius_Cornelius_Scipio_Nasica_Corculum_(1),6000000001412384166,Q73128,already stated
Q12289911,P1819,genealogics.org person ID,I00736002,,Q151487,already stated
Q459836,P1819,genealogics.org person ID,I00735627,,Q151488,already stated
Q459836,P4159,WeRelate person ID,Quintus_Fabius_Maximus_Aemilianus_(1),,Q151488,already stated
Q521498,P1185,Rodovid ID,371183,6000000008404802241,Q73311,already stated
Q521498,P1819,genealogics.org person ID,I00733976,6000000008404802241,Q73311,already stated
Q521498,P4159,WeRelate person ID,Lucius_Caecilius_Metellus_Denter_(1),6000000008404802241,Q73311,already stated
Q4281782,P1819,genealogics.org person ID,I00735960,,Q151498,already stated
Q1227209,P1185,Rodovid ID,359915,,Q151508,already stated
Q1227209,P4159,WeRelate person ID,Lucius_Valerius_Messalla_Thrasea_Priscus_(1),,Q151508,already stated
Q131731574,P1819,genealogics.org person ID,I00800929,,Q151516,already stated
Q241707,P4159,WeRelate person ID,Titus_Flavius_Sabinus_(1),,Q151518,already stated
Q97062732,P1819,genealogics.org person ID,I00801021,,Q151524,already stated
Q1215347,P1185,Rodovid ID,1465150,,Q151527,already stated
Q553282,P1819,genealogics.org person ID,I00801059,6000000003828382631,Q78423,already stated
Q6422835,P1819,genealogics.org person ID,I00801078,,Q151531,already stated
Q772838,P1185,Rodovid ID,1464970,,Q151538,already stated
Q12296285,P1819,genealogics.org person ID,I00446808,6000000006101312593,Q72383,already stated
Q42887,P2949,WikiTree person ID,Romanus-6,,Q151553,already stated
Q42887,P9495,National Historical Museums of Sweden ID,term/3902dbc1-ca3e-4e19-bee2-3ebd3068d6ac,,Q151553,already stated
Q1283514,P1819,genealogics.org person ID,I00736253,,Q151564,already stated
Q857028,P1819,genealogics.org person ID,I00736003|I00800974,,Q151566,item states a DIFFERENT value for this property
Q102417058,P6821,Alvin ID,alvin-person:25578,,Q151573,already stated
Q5759141,P1819,genealogics.org person ID,I00735570,6000000015612805936,Q73887,already stated
Q453947,P1185,Rodovid ID,132739,,Q151587,already stated
Q453947,P4159,WeRelate person ID,Appius_Claudius_Caudex_(1),,Q151587,already stated
Q179824,P1185,Rodovid ID,523931,,Q151588,already stated
Q111309885,P1819,genealogics.org person ID,I00735573,,Q151589,already stated
Q708483,P1819,genealogics.org person ID,I00735574,6000000030450162221,Q73569,already stated
Q708483,P4159,WeRelate person ID,Lucius_Cornelius_Scipio_(consul_259_BC)_(1),6000000030450162221,Q73569,already stated
Q316475,P1819,genealogics.org person ID,I00735581,6000000012693598635,Q73443,already stated
Q316475,P4159,WeRelate person ID,Gnaeus_Cornelius_Scipio_Calvus_(1),6000000012693598635,Q73443,already stated
Q1548826,P1819,genealogics.org person ID,I00735578,,Q151597,already stated
Q1533112,P1819,genealogics.org person ID,I00735622,6000000042187788851,Q73413,already stated
Q453860,P1819,genealogics.org person ID,I00735582,6000000012693987231,Q73293,already stated
Q453860,P4159,WeRelate person ID,Publius_Cornelius_Scipio_Nasica_(1),6000000012693987231,Q73293,already stated
Q1247322,P1819,genealogics.org person ID,I00735959,,Q151610,already stated
Q254261,P4159,WeRelate person ID,Lucius_Valerius_Messalla_Apollinaris_(1),,Q151619,already stated
Q112865796,P1819,genealogics.org person ID,I00800937,6000000041297307361,Q69886,already stated
Q289392,P1819,genealogics.org person ID,I00801060,,Q151638,already stated
Q718133,P1185,Rodovid ID,1464972,,Q151641,already stated
Q706305,P1819,genealogics.org person ID,I00736254,,Q151656,already stated
Q3530990,P1819,genealogics.org person ID,I00736392,,Q151673,already stated
Q3072469,P1185,Rodovid ID,401200,,Q151674,already stated
Q3072469,P1819,genealogics.org person ID,I00736393,,Q151674,already stated
Q441191,P1819,genealogics.org person ID,I00249495,,Q151681,already stated
Q374630,P4159,WeRelate person ID,Lucius_Cornelius_Scipio_Barbatus_(1),6000000042171376049,Q73692,already stated
Q453853,P4159,WeRelate person ID,Gnaeus_Cornelius_Scipio_Asina_(1),,Q151687,already stated
Q1306266,P1819,genealogics.org person ID,I00735621,6000000042187252634,Q73551,already stated
Q369710,P1819,genealogics.org person ID,I00735958,,Q151698,already stated
Q343814,P4159,WeRelate person ID,Lucius_Valerius_Claudius_Acilius_Priscillianus_Maximus_(1),,Q151704,already stated
Q334910,P4159,WeRelate person ID,Titus_Sulpicianus_(1),6000000041325816868,Q151707,already stated
Q2604067,P1185,Rodovid ID,413973,,Q151708,already stated
Q2604067,P1819,genealogics.org person ID,I00709555,,Q151708,already stated
Q2604067,P4159,WeRelate person ID,Flavia_Titiana_(1),,Q151708,already stated
Q1528929,P1185,Rodovid ID,1466298,,Q151714,already stated
Q1894209,P1185,Rodovid ID,1466295,,Q151715,already stated
Q714622,P1819,genealogics.org person ID,I00801061,,Q151717,already stated
Q113639198,P6821,Alvin ID,alvin-person:33622,,Q151722,already stated
Q297377,P6821,Alvin ID,alvin-person:53701,,Q151732,already stated
Q1440,P6821,Alvin ID,alvin-person:28402,6000000006101317134,Q151739,already stated
Q1440,P1819,genealogics.org person ID,I00716750,6000000006101317134,Q151739,already stated
Q1440,P9495,National Historical Museums of Sweden ID,person/ad0fc836-6709-4846-b16b-2f4fdfcdfa96,6000000006101317134,Q151739,already stated
Q1440,P535,Find a Grave memorial ID,35110414,6000000006101317134,Q151739,already stated
Q2747796,P1185,Rodovid ID,1283400,,Q151740,already stated
Q2747796,P1819,genealogics.org person ID,I00738150,,Q151740,already stated
Q441774,P2949,WikiTree person ID,Caecina-1,,Q151755,already stated
Q664977,P4159,WeRelate person ID,Lucius_Valerius_Claudius_Poplicola_Balbinus_Maximus_(1),,Q151757,already stated
Q1436,P1185,Rodovid ID,413950,6000000006101317550,Q151760,already stated
Q1436,P535,Find a Grave memorial ID,35110089,6000000006101317550,Q151760,already stated
Q1436,P6821,Alvin ID,alvin-person:28401,6000000006101317550,Q151760,already stated
Q1436,P1819,genealogics.org person ID,I00446867,6000000006101317550,Q151760,already stated
Q1436,P9495,National Historical Museums of Sweden ID,person/ec9afb92-172a-4187-9b34-833288705a22,6000000006101317550,Q151760,already stated
Q2479052,P6821,Alvin ID,alvin-person:33756,,Q151785,already stated
Q2479052,P1819,genealogics.org person ID,I00716751,,Q151785,already stated
Q2479052,P9495,National Historical Museums of Sweden ID,person/68b5a900-ead3-467b-8f3d-53b828d5c842,,Q151785,already stated
Q453551,P6821,Alvin ID,alvin-person:33757,,Q151786,already stated
Q2293889,P1819,genealogics.org person ID,I00716756,,Q151789,already stated
Q2293889,P9495,National Historical Museums of Sweden ID,person/f31287aa-44de-408e-97a1-63e83dca638e,,Q151789,already stated
Q2715003,P1185,Rodovid ID,268632,,Q151791,already stated
Q2715003,P1819,genealogics.org person ID,I00738151,,Q151791,already stated
Q2175504,P4159,WeRelate person ID,Lucius_Valerius_Messalla_(1),,Q151797,already stated
Q6915295,P4159,WeRelate person ID,Lucius_Valerius_Maximus_Basilius_(1),,Q151828,already stated
Q774066,P1185,Rodovid ID,132729,,Q151844,already stated
Q621105,P1185,Rodovid ID,132730,,Q151845,already stated
Q683347,P1185,Rodovid ID,132732,,Q151846,already stated
Q1226341,P4159,WeRelate person ID,Lucius_Valerius_Maximus_Basilius_(2),,Q151850,already stated
Q958966,P4159,WeRelate person ID,Lucius_Laberius_Maximus_(1),,Q151854,already stated
Q1236655,P1185,Rodovid ID,351421,6000000003645864201,Q64648,already stated
Q1236655,P1819,genealogics.org person ID,I00446868,6000000003645864201,Q64648,already stated
Q1236655,P4159,WeRelate person ID,Publius_Septimius_Geta_(father_of_Septimius_Severus)_(1),6000000003645864201,Q64648,already stated
Q1442,P4159,WeRelate person ID,Septimius_Severus_(1),6000000003645864196,Q63879,already stated
Q1442,P535,Find a Grave memorial ID,35110615,6000000003645864196,Q63879,already stated
Q1442,P6821,Alvin ID,alvin-person:1176,6000000003645864196,Q63879,already stated
Q1442,P1819,genealogics.org person ID,I00446870,6000000003645864196,Q63879,already stated
Q1442,P9495,National Historical Museums of Sweden ID,person/7e151e60-85ae-465a-ba57-70dc1dfb7ff1,6000000003645864196,Q63879,already stated
Q229246,P1185,Rodovid ID,351442,6000000003828224112,Q63846,already stated
Q229246,P4159,WeRelate person ID,Julia_Domna_(1),6000000003828224112,Q63846,already stated
Q229246,P535,Find a Grave memorial ID,33833757,6000000003828224112,Q63846,already stated
Q229246,P6821,Alvin ID,alvin-person:33852,6000000003828224112,Q63846,already stated
Q229246,P1819,genealogics.org person ID,I00446872,6000000003828224112,Q63846,already stated
Q229246,P9495,National Historical Museums of Sweden ID,person/2bb3e745-ebd6-4b0f-a6f3-b5fb92f60801,6000000003828224112,Q63846,already stated
Q183089,P4159,WeRelate person ID,Publius_Septimius_Geta_(1),6000000010568748002,Q151860,already stated
Q183089,P535,Find a Grave memorial ID,35110929,6000000010568748002,Q151860,already stated
Q183089,P6821,Alvin ID,alvin-person:33919,6000000010568748002,Q151860,already stated
Q183089,P1819,genealogics.org person ID,I00446876,6000000010568748002,Q151860,already stated
Q183089,P9495,National Historical Museums of Sweden ID,person/d78fe30d-1754-469a-ac67-1e32b63aa98b,6000000010568748002,Q151860,already stated
Q238151,P1185,Rodovid ID,360310,,Q151863,already stated
Q238151,P4159,WeRelate person ID,Fulvia_Plautilla_(1),,Q151863,already stated
Q238151,P6821,Alvin ID,alvin-person:33912,,Q151863,already stated
Q238151,P1819,genealogics.org person ID,I00446874,,Q151863,already stated
Q238151,P9495,National Historical Museums of Sweden ID,person/bb45df5f-92af-43eb-aa7b-c0917eaa645f,,Q151863,already stated
Q1232755,P1819,genealogics.org person ID,I00446878,,Q151864,already stated
Q1232755,P4159,WeRelate person ID,Julius_Avitus_(1),,Q151864,already stated
Q15982235,P1185,Rodovid ID,351458,,Q151866,already stated
Q237861,P1185,Rodovid ID,1148902,,Q151867,already stated
Q237861,P1819,genealogics.org person ID,I00446890,,Q151867,already stated
Q237861,P4159,WeRelate person ID,Sallustia_Orbiana_(1),,Q151867,already stated
Q237861,P9495,National Historical Museums of Sweden ID,person/25b76cda-24a8-4374-9048-a7186136968e,,Q151867,already stated
Q1174061,P1819,genealogics.org person ID,I00736207,,Q151872,already stated
Q1174061,P4159,WeRelate person ID,Septimius_Bassus_(1),,Q151872,already stated
Q12293585,P1819,genealogics.org person ID,I00736208,,Q151878,already stated
Q3655706,P1185,Rodovid ID,273338,,Q151879,already stated
Q3655706,P4159,WeRelate person ID,Lucius_Valerius_Septimius_Bassus_(1),,Q151879,already stated
Q3305547,P1185,Rodovid ID,271058,,Q151880,already stated
Q3305547,P4159,WeRelate person ID,Valerius_Maximus_Basilius_(1),,Q151880,already stated
Q644101,P4159,WeRelate person ID,Marcus_Vitorius_Marcellus_(1),6000000003828396664,Q67055,already stated
Q5517487,P1185,Rodovid ID,351419,,Q151887,already stated
Q50989199,P1819,genealogics.org person ID,I00446871,,Q151891,already stated
Q1163372,P1185,Rodovid ID,351443,6000000003828224118,Q64615,already stated
Q1163372,P1819,genealogics.org person ID,I00446877,6000000003828224118,Q64615,already stated
Q1163372,P4159,WeRelate person ID,Julius_Bassianus_(1),6000000003828224118,Q64615,already stated
Q947550,P1185,Rodovid ID,360311,,Q151896,already stated
Q947550,P1819,genealogics.org person ID,I00446875,,Q151896,already stated
Q947550,P4159,WeRelate person ID,Gaius_Fulvius_Plautianus_(1),,Q151896,already stated
Q2494981,P1185,Rodovid ID,933365|351455,,Q151898,item states a DIFFERENT value for this property
Q2494981,P1819,genealogics.org person ID,I00446887,,Q151898,already stated
Q963677,P1819,genealogics.org person ID,I00446891,,Q151899,already stated
Q963677,P4159,WeRelate person ID,Seius_Sallustius_(1),,Q151899,already stated
Q7911423,P4159,WeRelate person ID,Valerius_Adelphius_Bassus_(1),6000000041406080313,Q151904,already stated
Q3306296,P1185,Rodovid ID,271060,,Q151905,already stated
Q3306296,P4159,WeRelate person ID,Melania_The_Elder_(1),,Q151905,already stated
Q1223428,P1185,Rodovid ID,351415,6000000041263106644,Q68812,already stated
Q1223428,P4159,WeRelate person ID,Gnaeus_Hosidius_Geta_(1),6000000041263106644,Q68812,already stated
Q108567773,P1819,genealogics.org person ID,I00736193,6000000041125836821,Q65585,already stated
Q271668,P1185,Rodovid ID,271067,,Q151921,already stated
Q271668,P4159,WeRelate person ID,Melania_the_Younger_(1),,Q151921,already stated
Q1174111,P2949,WikiTree person ID,Anicii-5,6000000005747722788,Q75637,already stated
Q1174111,P4159,WeRelate person ID,Anicius_Auchenius_Bassus_(prefect)_(1),6000000005747722788,Q75637,already stated
Q12297063,P2949,WikiTree person ID,Honorata-1,,Q151955,already stated
Q830183,P1185,Rodovid ID,103833|32370|361720,298349057780005454,Q30880,item states a DIFFERENT value for this property
Q830183,P2889,FamilySearch person ID,L8R2-JBH|LJYV-GRB|LR35-F8Z,298349057780005454,Q30880,item states a DIFFERENT value for this property
Q830183,P9495,National Historical Museums of Sweden ID,term/A1D53604-DF15-49A1-8B35-6F7B7A7D3AED,298349057780005454,Q30880,already stated
Q75387743,P1185,Rodovid ID,970663,,Q153596,already stated
Q75387743,P4638,The Peerage person ID,p10768.htm#i107671,,Q153596,already stated
Q75387743,P4159,WeRelate person ID,Ealdgyth_Northumberland_(1),,Q153596,already stated
Q75387743,P2949,WikiTree person ID,Northumbria-6,,Q153596,already stated
Q75387743,P7929,Roglo person ID,p=edith;n=of bamburgh,,Q153596,already stated
Q75387743,P1819,genealogics.org person ID,I00108331,,Q153596,already stated
Q116479576,P1819,genealogics.org person ID,I00751986,,Q153599,already stated
Q1221211,P7929,Roglo person ID,p=dietpold;n=von berg,,Q153601,already stated
Q75290592,P2949,WikiTree person ID,Perche-36,,Q153604,already stated
Q75290592,P4638,The Peerage person ID,p4187.htm#i41865,,Q153604,already stated
Q75290592,P1819,genealogics.org person ID,I00330741,,Q153604,already stated
Q75290592,P7929,Roglo person ID,p=geoffroi;n=du perche,,Q153604,already stated
Q1599431,P1819,genealogics.org person ID,I00333162,,Q153607,already stated
Q1599431,P7929,Roglo person ID,p=heinrich i.;n=von weida,,Q153607,already stated
Q13569669,P1819,genealogics.org person ID,I00333164,,Q153608,already stated
Q13569669,P7929,Roglo person ID,p=heinrich ii.;n=von weida,,Q153608,already stated
Q63070,P1185,Rodovid ID,58468,6000000004368161695,Q153727,already stated
Q116147537,P1819,genealogics.org person ID,I00749259,,Q153750,already stated
Q297855,P1185,Rodovid ID,95784,6000000000437385329,Q74455,already stated
Q297855,P1819,genealogics.org person ID,I00738293,6000000000437385329,Q74455,already stated
Q11072254,P1185,Rodovid ID,485642,,Q7287,already stated
Q11072254,P1819,genealogics.org person ID,I00524428,,Q7287,already stated
Q3044,P3051,Kindred Britain ID,I2491,6000000002457013227,Q115039,already stated
Q3044,P1185,Rodovid ID,8601,6000000002457013227,Q115039,already stated
Q3044,P4638,The Peerage person ID,p10107.htm#i101064,6000000002457013227,Q115039,already stated
Q3044,P4159,WeRelate person ID,Charlemagne_(1),6000000002457013227,Q115039,already stated
Q3044,P6821,Alvin ID,alvin-person:32828,6000000002457013227,Q115039,already stated
Q3044,P8172,Sejm-Wielki.pl profile ID,dw.7689,6000000002457013227,Q115039,already stated
Q3044,P535,Find a Grave memorial ID,6623,6000000002457013227,Q115039,already stated
Q3044,P4108,GEDBAS genealogy person ID,1181500410,6000000002457013227,Q115039,already stated
Q3044,P2949,WikiTree person ID,Carolingian-77,6000000002457013227,Q115039,already stated
Q3044,P7929,Roglo person ID,p=charles;n=de+herstal,6000000002457013227,Q115039,already stated
Q3044,P4193,Familypedia person ID,Charlemagne_(747-814),6000000002457013227,Q115039,already stated
Q3044,P1819,genealogics.org person ID,I00000001,6000000002457013227,Q115039,already stated
Q3044,P2889,FamilySearch person ID,LZ62-TSV,6000000002457013227,Q115039,already stated
Q3044,P9495,National Historical Museums of Sweden ID,person/A4591A97-50D8-44D7-8AE3-896773303317,6000000002457013227,Q115039,already stated
Q91392,P1185,Rodovid ID,28956,5535353244920040751,Q135895,already stated
Q91392,P4638,The Peerage person ID,p41714.htm#i417134,5535353244920040751,Q135895,already stated
Q91392,P4159,WeRelate person ID,Pépin_de_Herstal_(1),5535353244920040751,Q135895,already stated
Q91392,P8172,Sejm-Wielki.pl profile ID,dw.7673,5535353244920040751,Q135895,already stated
Q91392,P535,Find a Grave memorial ID,131325529,5535353244920040751,Q135895,already stated
Q91392,P2949,WikiTree person ID,Pippinid-3,5535353244920040751,Q135895,already stated
Q91392,P7929,Roglo person ID,p=pepin;n=de herstal;oc=1,5535353244920040751,Q135895,already stated
Q91392,P1819,genealogics.org person ID,I00020925,5535353244920040751,Q135895,already stated
Q1147586,P1185,Rodovid ID,273343,6000000000316781656,Q75576,already stated
Q1147586,P2949,WikiTree person ID,Adelphius-1,6000000000316781656,Q75576,already stated
Q1147586,P4159,WeRelate person ID,Clodius_Celsinus_Adelphius_(1),6000000000316781656,Q75576,already stated
Q2289711,P2949,WikiTree person ID,Anicii-3,6000000005747722778,Q75573,already stated
Q2289711,P4159,WeRelate person ID,Anicius_Auchenius_Bassus_(consul_408)_(1),6000000005747722778,Q75573,already stated
Q570034,P1185,Rodovid ID,273329,6000000003828107738,Q75579,already stated
Q570034,P2949,WikiTree person ID,Proba-3,6000000003828107738,Q75579,already stated
Q570034,P4159,WeRelate person ID,Faltonia_Betitia_Proba_(1),6000000003828107738,Q75579,already stated
Q1226472,P1185,Rodovid ID,382626,6000000012025892359,Q75673,already stated
Q1226472,P4159,WeRelate person ID,Pompeius_Probus_(1),6000000012025892359,Q75673,already stated
Q1174111,P2949,WikiTree person ID,Anicii-5,6000000005747722788,Q75637,already stated
Q1174111,P4159,WeRelate person ID,Anicius_Auchenius_Bassus_(prefect)_(1),6000000005747722788,Q75637,already stated
Q299291,P2949,WikiTree person ID,Cassius-1,6000000007531887429,Q148243,already stated
Q299291,P1819,genealogics.org person ID,I00735534,6000000007531887429,Q148243,already stated
Q5517418,P2949,WikiTree person ID,Heliodorus-1,,Q154088,already stated
Q5517418,P1819,genealogics.org person ID,I00735533,,Q154088,already stated
Q99726933,P2949,WikiTree person ID,Alexandria-1,,Q144329,already stated
Q99726933,P1819,genealogics.org person ID,I00735532,,Q144329,already stated
Q5517441,P2949,WikiTree person ID,Berenicianus-1,6000000041165440948,Q141695,already stated
Q5517441,P1819,genealogics.org person ID,I00735531,6000000041165440948,Q141695,already stated
Q99726753,P2949,WikiTree person ID,Lepida-5,6000000007530656976,Q144327,already stated
Q99726753,P1819,genealogics.org person ID,I00735530,6000000007530656976,Q144327,already stated
Q5517437,P1819,genealogics.org person ID,I00736191,6000000006874867859,Q68650,already stated
Q4199265,P1185,Rodovid ID,769161,6000000040338300845,Q1815,already stated
Q711577,P1185,Rodovid ID,139831,6000000000437400073,Q78953,already stated
Q711577,P1819,genealogics.org person ID,I00736424,6000000000437400073,Q78953,already stated
Q711577,P4159,WeRelate person ID,Orontes_I_(1),6000000000437400073,Q78953,already stated
Q14505105,P1819,genealogics.org person ID,I00736423,6000000000437400083,Q78956,already stated
Q706174,P1819,genealogics.org person ID,I00737834,6000000001354419384,Q78974,already stated
Q706174,P4159,WeRelate person ID,Artasyrus_(1),6000000001354419384,Q78974,already stated
Q188472,P1185,Rodovid ID,96048,6000000006077957709,Q74013,already stated
Q188472,P1819,genealogics.org person ID,I00736409,6000000006077957709,Q74013,already stated
Q202236,P1819,genealogics.org person ID,I00736408,6000000000437362906,Q74067,already stated
Q237851,P1185,Rodovid ID,139864,6000000003645847749,Q74070,already stated
Q237851,P1819,genealogics.org person ID,I00737916,6000000003645847749,Q74070,already stated
Q8351317,P1819,genealogics.org person ID,I00737829,6000000011739301829,Q74126,already stated
Q189689,P1185,Rodovid ID,96046,6000000006131531097,Q74129,already stated
Q189689,P1819,genealogics.org person ID,I00736407,6000000006131531097,Q74129,already stated
Q271376,P1185,Rodovid ID,139856,283181900190003966,Q74192,already stated
Q271376,P1819,genealogics.org person ID,I00737921,283181900190003966,Q74192,already stated
Q129165,P1185,Rodovid ID,95779,6000000006078785713,Q74195,already stated
Q129165,P1819,genealogics.org person ID,I00736406,6000000006078785713,Q74195,already stated
Q129165,P535,Find a Grave memorial ID,8153452,6000000006078785713,Q74195,already stated
Q19513557,P1185,Rodovid ID,139857,6000000009553122259,Q74243,already stated
Q19513557,P1819,genealogics.org person ID,I00737922,6000000009553122259,Q74243,already stated
Q233359,P1819,genealogics.org person ID,I00736405,6000000004868805911,Q74246,already stated
Q379863,P1185,Rodovid ID,95781,6000000002060768421,Q74296,already stated
Q379863,P1819,genealogics.org person ID,I00736340,6000000002060768421,Q74296,already stated
Q131732243,P1819,genealogics.org person ID,I00738045,6000000002447103414,Q74299,already stated
Q116474334,P1819,genealogics.org person ID,I00737923,6000000012565017393,Q74302,already stated
Q8423,P1185,Rodovid ID,95780,6000000003897579982,Q74305,already stated
Q8423,P1819,genealogics.org person ID,I00736402,6000000003897579982,Q74305,already stated
Q8423,P535,Find a Grave memorial ID,12077,6000000003897579982,Q74305,already stated
Q442401,P1185,Rodovid ID,506367,6000000065777214898,Q74308,already stated
Q442401,P1819,genealogics.org person ID,I00736403,6000000065777214898,Q74308,already stated
Q355799,P1185,Rodovid ID,95864,6000000006079317279,Q74356,already stated
Q355799,P1819,genealogics.org person ID,I00736339,6000000006079317279,Q74356,already stated
Q299428,P1185,Rodovid ID,95790,6000000000437385272,Q74365,already stated
Q299428,P1819,genealogics.org person ID,I00736400,6000000000437385272,Q74365,already stated
Q271260,P1185,Rodovid ID,95787,6000000006079492556,Q74368,already stated
Q271260,P1819,genealogics.org person ID,I00736401,6000000006079492556,Q74368,already stated
Q336436,P1185,Rodovid ID,95865,6000000006079317319,Q74398,already stated
Q336436,P1819,genealogics.org person ID,I00736338,6000000006079317319,Q74398,already stated
Q295225,P1185,Rodovid ID,96053,6000000003645847827,Q74407,already stated
Q295225,P1819,genealogics.org person ID,I00736399,6000000003645847827,Q74407,already stated
Q271527,P1185,Rodovid ID,95786,6000000006079286768,Q74410,already stated
Q271527,P1819,genealogics.org person ID,I00738295,6000000006079286768,Q74410,already stated
Q435246,P1819,genealogics.org person ID,I00738287,6000000008248165320,Q74413,already stated
Q271527,P1185,Rodovid ID,95786,6000000006079286768,Q74410,already stated
Q271527,P1819,genealogics.org person ID,I00738295,6000000006079286768,Q74410,already stated
Q435246,P1819,genealogics.org person ID,I00738287,6000000008248165320,Q74413,already stated
Q310095,P1185,Rodovid ID,95863,6000000008506694917,Q74443,already stated
Q310095,P1819,genealogics.org person ID,I00736337,6000000008506694917,Q74443,already stated
Q131732244,P1819,genealogics.org person ID,I00738479,6000000205595047857,Q74452,already stated
Q297855,P1185,Rodovid ID,95784,6000000000437385329,Q74455,already stated
Q297855,P1819,genealogics.org person ID,I00738293,6000000000437385329,Q74455,already stated
Q299551,P6821,Alvin ID,alvin-person:52151,6000000001258751247,Q74458,already stated
Q299551,P1819,genealogics.org person ID,I00738286,6000000001258751247,Q74458,already stated
Q297855,P1185,Rodovid ID,95784,6000000000437385329,Q74455,already stated
Q297855,P1819,genealogics.org person ID,I00738293,6000000000437385329,Q74455,already stated
Q299551,P6821,Alvin ID,alvin-person:52151,6000000001258751247,Q74458,already stated
Q299551,P1819,genealogics.org person ID,I00738286,6000000001258751247,Q74458,already stated
Q312032,P1185,Rodovid ID,95791,6000000006131105658,Q74485,already stated
Q312032,P1819,genealogics.org person ID,I00736336,6000000006131105658,Q74485,already stated
Q374756,P1185,Rodovid ID,96077,6000000002837444716,Q74497,already stated
Q374756,P1819,genealogics.org person ID,I00738285,6000000002837444716,Q74497,already stated
Q374756,P1185,Rodovid ID,96077,6000000002837444716,Q74497,already stated
Q374756,P1819,genealogics.org person ID,I00738285,6000000002837444716,Q74497,already stated
Q640203,P1185,Rodovid ID,96079,6000000002837444731,Q74542,already stated
Q640203,P1819,genealogics.org person ID,I00738284,6000000002837444731,Q74542,already stated
Q640203,P1185,Rodovid ID,96079,6000000002837444731,Q74542,already stated
Q640203,P1819,genealogics.org person ID,I00738284,6000000002837444731,Q74542,already stated
Q18720650,P1819,genealogics.org person ID,I00738476,6000000002187614055,Q74593,already stated
Q312537,P1185,Rodovid ID,96080|410244,6000000002837444739,Q74596,item states a DIFFERENT value for this property
Q312537,P1819,genealogics.org person ID,I00738283,6000000002837444739,Q74596,already stated
Q312537,P1185,Rodovid ID,96080|410244,6000000002837444739,Q74596,item states a DIFFERENT value for this property
Q312537,P1819,genealogics.org person ID,I00738283,6000000002837444739,Q74596,already stated
Q237156,P1185,Rodovid ID,139882,6000000003513191421,Q73629,already stated
Q237156,P1819,genealogics.org person ID,I00736573,6000000003513191421,Q73629,already stated
Q237156,P4159,WeRelate person ID,Laodice_I_(1),6000000003513191421,Q73629,already stated
Q222930,P1185,Rodovid ID,139879,6000000006009035001,Q73632,already stated
Q222930,P6821,Alvin ID,alvin-person:52175,6000000006009035001,Q73632,already stated
Q222930,P1819,genealogics.org person ID,I00736276,6000000006009035001,Q73632,already stated
Q222930,P4159,WeRelate person ID,Antiochus_II_Theos_(1),6000000006009035001,Q73632,already stated
Q3373,P1185,Rodovid ID,376461,6000000006007855001,Q73506,already stated
Q3373,P6821,Alvin ID,alvin-person:52176,6000000006007855001,Q73506,already stated
Q3373,P1819,genealogics.org person ID,I00736277,6000000006007855001,Q73506,already stated
Q3373,P4159,WeRelate person ID,Seleucus_II_Callinicus_(1),6000000006007855001,Q73506,already stated
Q450841,P1819,genealogics.org person ID,I00736358,6000000031641646075,Q73500,already stated
Q450841,P4159,WeRelate person ID,Laodice_(wife_of_Mithridates_II_of_Pontus)_(1),6000000031641646075,Q73500,already stated
Q1897013,P1185,Rodovid ID,139883,6000000003645859344,Q73746,already stated
Q1897013,P1819,genealogics.org person ID,I00736572,6000000003645859344,Q73746,already stated
Q1897013,P4159,WeRelate person ID,Achaeus_(son_of_Seleucus_I_Nicator)_(1),6000000003645859344,Q73746,already stated
Q211488,P1185,Rodovid ID,139880,6000000006011320007,Q73737,already stated
Q211488,P4159,WeRelate person ID,Antiochus_I_Soter_(1),6000000006011320007,Q73737,already stated
Q211488,P6821,Alvin ID,alvin-person:52174,6000000006011320007,Q73737,already stated
Q211488,P1819,genealogics.org person ID,I00736274,6000000006011320007,Q73737,already stated
Q211488,P9495,National Historical Museums of Sweden ID,person/0a8867e2-88b4-4f1f-bfa8-543f7b23601f,6000000006011320007,Q73737,already stated
Q235061,P1185,Rodovid ID,139881,6000000008630613169,Q73740,already stated
Q235061,P1819,genealogics.org person ID,I00736321,6000000008630613169,Q73740,already stated
Q235061,P4159,WeRelate person ID,Stratonice_of_Syria_(1),6000000008630613169,Q73740,already stated
Q451066,P1185,Rodovid ID,1253599|588853,6000000003645853704,Q73620,item states a DIFFERENT value for this property
Q451066,P1819,genealogics.org person ID,I00715471,6000000003645853704,Q73620,already stated
Q451066,P4159,WeRelate person ID,Apama_II_(1),6000000003645853704,Q73620,already stated
Q269950,P1819,genealogics.org person ID,I00736278,6000000005946324308,Q73503,already stated
Q269950,P4159,WeRelate person ID,Laodice_II_(1),6000000005946324308,Q73503,already stated
Q3365,P1185,Rodovid ID,115881,6000000007376492703,Q73362,already stated
Q3365,P6821,Alvin ID,alvin-person:52177,6000000007376492703,Q73362,already stated
