geni_id,cjk,culture,evidence
6000000012368499276,運 慕容,zh,"graph traversal, 2 hop(s)"
6000000012368499306,仁 慕容,zh,place: China
6000000012368547694,農 慕容,,"split vote at 2 hop(s): ko 1, zh 1"
6000000012368630015,德 玄明 慕容,zh,"graph traversal, 1 hop(s)"
6000000012368659230,皝 元真 慕容,zh,place: China
6000000012368832324,永 叔明 慕容,zh,"graph traversal, 4 hop(s)"
6000000012368905283,恪 玄恭 慕容,zh,"graph traversal, 1 hop(s)"
6000000012368992945,令 慕容,,"split vote at 2 hop(s): ko 1, zh 1"
6000000012369136081,泓 慕容,ko,"graph traversal, 1 hop(s)"
6000000012369926500,會 慕容,ko,"graph traversal, 1 hop(s)"
6000000012370029286,沖 慕容,ko,"graph traversal, 1 hop(s)"
6000000012370038870,騰 慕容,zh,"graph traversal, 1 hop(s)"
6000000012370081305,楷 慕容,zh,"graph traversal, 2 hop(s)"
6000000012370181288,暐 景茂 慕容,ko,"graph traversal, 1 hop(s)"
6000000012370460668,超 祖明 慕容,zh,"graph traversal, 2 hop(s)"
6000000012370532905,遠 慕容,zh,the person's own Wikidata item Q45614719 is labelled in zh
6000000012370666296,驎 慕容,,"split vote at 2 hop(s): ko 1, zh 1"
6000000012370956971,定 慕容,ko,"graph traversal, 1 hop(s)"
6000000012371190270,瑤 慕容,ko,"graph traversal, 2 hop(s)"
6000000012371458229,策 慕容,ko,"graph traversal, 1 hop(s)"
6000000012371593301,郁 慕容,zh,the person's own Wikidata item Q45614656 is labelled in zh
6000000012371886214,紹宗 慕容,zh,"graph traversal, 1 hop(s)"
6000000012381029063,钟 道明 慕容,zh,carries a form that exists only in simplified Chinese
6000000012410266716,廓 子度 濟陽考城,zh,"graph traversal, 2 hop(s)"
6000000012410326687,興宗 濟陽考城,zh,"graph traversal, 3 hop(s)"
6000000012422668422,高野新笠,ja,"graph traversal, 2 hop(s)"
6000000012431667989,梨本宮 守正王,ko,the person's own Wikidata item Q339595 is labelled in ko
6000000012485590097,忠平 藤原,ja,"graph traversal, 1 hop(s)"
6000000012560205909,平君 碭郡昌邑,zh,"graph traversal, 3 hop(s)"
6000000012560435327,午 陳,zh,"graph traversal, 1 hop(s)"
6000000012560517125,進 劉,zh,"graph traversal, 3 hop(s)"
6000000012560517179,詢 劉,zh,"graph traversal, 2 hop(s)"
6000000012560530962,許,zh,"graph traversal, 5 hop(s)"
6000000012560630520,驁 劉,zh,"graph traversal, 4 hop(s)"
6000000012560639842,扶風安陵,zh,"graph traversal, 5 hop(s)"
6000000012560725906,合德 趙,zh,"graph traversal, 5 hop(s)"
6000000012560737443,成君 河東平陽,zh,"graph traversal, 3 hop(s)"
6000000012560812737,飛燕 趙,zh,"graph traversal, 5 hop(s)"
6000000012560847769,平良文,ja,"graph traversal, 4 hop(s)"
6000000012560863216,奭 劉,zh,"graph traversal, 3 hop(s)"
6000000012561014967,佐々木源三秀義,ja,"graph traversal, 3 hop(s)"
6000000012561163353,青 仲卿 河東平陽,zh,"graph traversal, 1 hop(s)"
6000000012561172109,済信,ja,"graph traversal, 2 hop(s)"
6000000012561210538,佐々木五郎義清,ja,"graph traversal, 3 hop(s)"
6000000012561358794,佐々木源次大夫経方,ja,"graph traversal, 4 hop(s)"
6000000012561547838,源時中,ja,"graph traversal, 2 hop(s)"
6000000012561575227,佐々木為俊,ja,"graph traversal, 4 hop(s)"
6000000012561960462,五辻時方,ja,carries a character that exists only in Japanese
6000000012561983354,佐々木兵庫助成頼,ja,"graph traversal, 2 hop(s)"
6000000012562042555,源 雅信,ja,"graph traversal, 1 hop(s)"
6000000012562117778,源通義,ja,"graph traversal, 2 hop(s)"
6000000012562119721,源時叙(寂源),ja,"graph traversal, 2 hop(s)"
6000000012562127252,敦実親王,ja,"graph traversal, 1 hop(s)"
6000000012562147201,源扶義,ja,"graph traversal, 1 hop(s)"
6000000012562182881,済時,ja,"graph traversal, 2 hop(s)"
6000000012566074109,賀 劉,zh,"graph traversal, 1 hop(s)"
6000000012569677391,烏師廬 攣鞮,zh,"graph traversal, 5 hop(s)"
6000000012569778117,伊屠智伢師 攣鞮,zh,"graph traversal, 1 hop(s)"
6000000012570687941,媛 上黨潞,zh,"graph traversal, 4 hop(s)"
6000000012570829117,傅,zh,"graph traversal, 4 hop(s)"
6000000012570853027,欣 劉,zh,"graph traversal, 5 hop(s)"
6000000012570903104,康 劉,zh,"graph traversal, 4 hop(s)"
6000000012570918628,衎 劉,zh,"graph traversal, 5 hop(s)"
6000000012570931200,文 劉,zh,"graph traversal, 4 hop(s)"
6000000012570967035,興 劉,zh,"graph traversal, 4 hop(s)"
6000000012570971566,衛,zh,"graph traversal, 3 hop(s)"
6000000012571017157,勳 劉,zh,"graph traversal, 4 hop(s)"
6000000012571018820,嬰 劉,zh,"graph traversal, 6 hop(s)"
6000000012571058146,囂 劉,zh,"graph traversal, 3 hop(s)"
6000000012571080842,顯 劉,zh,"graph traversal, 5 hop(s)"
6000000012577636196,伉 劉,zh,"graph traversal, 2 hop(s)"
6000000012577666190,志 劉,ko,"graph traversal, 1 hop(s)"
6000000012577674096,唐,zh,"graph traversal, 2 hop(s)"
6000000012577796539,發 劉,zh,"graph traversal, 2 hop(s)"
6000000012577825699,炳 劉,ko,"graph traversal, 3 hop(s)"
6000000012577843737,欽 劉,zh,"graph traversal, 4 hop(s)"
6000000012577859887,庸 劉,zh,"graph traversal, 3 hop(s)"
6000000012577868584,買 劉,zh,"graph traversal, 3 hop(s)"
6000000012577870683,縯 劉,zh,"graph traversal, 5 hop(s)"
6000000012577949508,秀 劉,zh,"graph traversal, 3 hop(s)"
6000000012577975875,隆 劉,zh,"graph traversal, 3 hop(s)"
6000000012578008285,回 劉,zh,"graph traversal, 5 hop(s)"
6000000012578029355,熊渠 劉,zh,"graph traversal, 4 hop(s)"
6000000012578045986,肇 劉,zh,"graph traversal, 2 hop(s)"
6000000012578050300,外 劉,zh,"graph traversal, 4 hop(s)"
6000000012578071412,保 劉,ko,"graph traversal, 2 hop(s)"
6000000012578084267,良 劉,zh,"graph traversal, 6 hop(s)"
6000000012578097792,炟 劉,zh,"graph traversal, 1 hop(s)"
6000000012578112270,仲 劉,zh,"graph traversal, 5 hop(s)"
6000000012578167311,莊 劉,zh,"graph traversal, 2 hop(s)"
6000000012578196668,慶 劉,zh,"graph traversal, 2 hop(s)"
6000000012578210006,纘 劉,ko,"graph traversal, 3 hop(s)"
6000000012578243376,鴻 劉,,"split vote at 4 hop(s): ko 1, zh 1"
6000000012578248646,開 劉,zh,"graph traversal, 2 hop(s)"
6000000012578291250,祜 劉,,"split vote at 3 hop(s): ko 1, zh 1"
6000000012578320369,寵 劉,zh,"graph traversal, 3 hop(s)"
6000000012578347780,翼 劉,ko,"graph traversal, 2 hop(s)"
6000000012580099035,政 劉,zh,"graph traversal, 3 hop(s)"
6000000012580137114,淑 劉,ko,"graph traversal, 2 hop(s)"
6000000012580151007,辯 劉,ko,the person's own Wikidata item Q7301 is labelled in ko
6000000012580157830,南陽宛縣,ko,"graph traversal, 1 hop(s)"
6000000012580185185,萇 劉,ko,"graph traversal, 1 hop(s)"
6000000012580196539,操 孟德 沛國譙縣,ko,the person's own Wikidata item Q204077 is labelled in ko
6000000012580196588,植 子建 沛國譙郡,ko,the person's own Wikidata item Q698890 is labelled in ko
6000000012580240366,得 劉,zh,"graph traversal, 3 hop(s)"
6000000012580287619,炳 曹,ko,"graph traversal, 2 hop(s)"
6000000012580289955,丕 子桓 沛國譙縣,ko,the person's own Wikidata item Q313333 is labelled in ko
6000000012580315768,琅邪開陽,ko,"graph traversal, 1 hop(s)"
6000000012580345035,協 伯和 劉,ko,the person's own Wikidata item Q7316 is labelled in ko
6000000012580377517,熊 曹,ko,"graph traversal, 1 hop(s)"
6000000012580385251,董,ko,"graph traversal, 1 hop(s)"
6000000012580407449,榮 邯鄲,ko,"graph traversal, 1 hop(s)"
6000000012580428694,嵩 巨高 沛國譙縣,ko,the person's own Wikidata item Q699910 is labelled in ko
6000000012580469095,叡 元仲 沛國譙縣,ko,the person's own Wikidata item Q378470 is labelled in ko
6000000012581430843,跋 文起 長樂信都,zh,"carries the clan seat 長樂信都, which is Chinese"
6000000012581597189,賢 明允 隴西狄道,zh,"carries the clan seat 隴西狄道, which is Chinese"
6000000012581613681,恭 修業 河南洛陽,zh,"carries the clan seat 河南洛陽, which is Chinese"
6000000012581637904,羽 河南洛陽,zh,"carries the clan seat 河南洛陽, which is Chinese"
6000000012581695429,椒房 孟,zh,"graph traversal, 1 hop(s)"
6000000012581698613,欣 河南洛陽,zh,"carries the clan seat 河南洛陽, which is Chinese"
6000000012581703371,永業 河南洛陽,zh,"carries the clan seat 河南洛陽, which is Chinese"
6000000012581815285,懷 宣義 河南洛陽,zh,"carries the clan seat 河南洛陽, which is Chinese"
6000000012581831243,詡 河南洛陽,zh,"carries the clan seat 河南洛陽, which is Chinese"
6000000012581993501,弘 宣慈 隴西狄道,zh,"carries the clan seat 隴西狄道, which is Chinese"
6000000012582031617,全 劉,zh,"graph traversal, 2 hop(s)"
6000000012582195463,壽 劉,zh,"graph traversal, 2 hop(s)"
6000000012582258212,淑 劉,zh,"graph traversal, 2 hop(s)"
6000000012588301019,安 劉,zh,"graph traversal, 3 hop(s)"
6000000012588316797,寬 劉,zh,"graph traversal, 3 hop(s)"
6000000012588351900,嘉 劉,zh,"graph traversal, 5 hop(s)"
6000000012588351934,襄 劉,zh,"graph traversal, 3 hop(s)"
6000000012588352790,護 劉,zh,"graph traversal, 3 hop(s)"
6000000012588356603,陽 劉,zh,"graph traversal, 7 hop(s)"
6000000012588361163,高 劉,zh,"graph traversal, 3 hop(s)"
6000000012588370743,煖 劉,zh,"graph traversal, 5 hop(s)"
6000000012588383675,由 劉,zh,"graph traversal, 4 hop(s)"
6000000012588386036,輔 劉,zh,"graph traversal, 5 hop(s)"
6000000012588391973,定國 劉,zh,"graph traversal, 5 hop(s)"
6000000012588393594,義 劉,zh,"graph traversal, 3 hop(s)"
6000000012588400645,普 劉,zh,"graph traversal, 6 hop(s)"
6000000012588400736,建 劉,zh,"graph traversal, 2 hop(s)"
6000000012588404980,昌 劉,zh,"graph traversal, 1 hop(s)"
6000000012588410131,福 劉,zh,"graph traversal, 6 hop(s)"
6000000012588410716,駿 劉,zh,"graph traversal, 6 hop(s)"
6000000012588413660,昌 劉,zh,"graph traversal, 3 hop(s)"
6000000012588423039,隱 劉,zh,"graph traversal, 5 hop(s)"
6000000012588446755,商 劉,zh,"graph traversal, 2 hop(s)"
6000000012588513286,趙,zh,"graph traversal, 2 hop(s)"
6000000012588568466,登 劉,zh,"graph traversal, 2 hop(s)"
6000000012588575649,循 劉,zh,"graph traversal, 7 hop(s)"
6000000012588576046,平 劉,zh,"graph traversal, 2 hop(s)"
6000000012588582002,安世 劉,zh,"graph traversal, 3 hop(s)"
6000000012588601489,昆侈 劉,zh,"graph traversal, 4 hop(s)"
6000000012588604729,庸 劉,zh,"graph traversal, 5 hop(s)"
6000000012588622016,靖 劉,zh,"graph traversal, 7 hop(s)"
6000000012588634649,章 劉,zh,"graph traversal, 2 hop(s)"
6000000012588650957,嘉 劉,zh,"graph traversal, 7 hop(s)"
6000000012588668356,偃 劉,zh,"graph traversal, 3 hop(s)"
6000000012588673026,遂 劉,zh,"graph traversal, 6 hop(s)"
6000000012588673051,立 劉,zh,"graph traversal, 8 hop(s)"
6000000012588680969,舜 劉,zh,"graph traversal, 8 hop(s)"
6000000012588681889,霸 劉,zh,"graph traversal, 1 hop(s)"
6000000012588688270,商 劉,zh,"graph traversal, 9 hop(s)"
6000000012588688967,慎 劉,zh,"graph traversal, 4 hop(s)"
6000000012588689097,去 劉,zh,"graph traversal, 3 hop(s)"
6000000012588692581,弘 劉,zh,"graph traversal, 1 hop(s)"
6000000012588694476,賀 劉,zh,"graph traversal, 4 hop(s)"
6000000012588696271,勃 劉,zh,"graph traversal, 2 hop(s)"
6000000012588702311,意 劉,zh,"graph traversal, 2 hop(s)"
6000000012588719558,舜 劉,zh,"graph traversal, 3 hop(s)"
6000000012588723990,彭離 劉,zh,"graph traversal, 2 hop(s)"
6000000012588745644,守 劉,zh,"graph traversal, 2 hop(s)"
6000000012588762102,旦 劉,zh,"graph traversal, 6 hop(s)"
6000000012588773340,宏 劉,zh,"graph traversal, 3 hop(s)"
6000000012588783378,文 劉,zh,"graph traversal, 2 hop(s)"
6000000012588792034,建德 劉,zh,"graph traversal, 5 hop(s)"
6000000012588799504,海陽 劉,zh,"graph traversal, 3 hop(s)"
6000000012588806419,璜 劉,zh,"graph traversal, 4 hop(s)"
6000000012588808257,齊 劉,zh,"graph traversal, 2 hop(s)"
6000000012588811672,毋傷 劉,zh,"graph traversal, 4 hop(s)"
6000000012588840578,尊 劉,zh,"graph traversal, 2 hop(s)"
6000000012588845261,買 劉,zh,"graph traversal, 2 hop(s)"
6000000012588852616,充 劉,zh,"graph traversal, 4 hop(s)"
6000000012588866246,鮒鮈 附朐 劉,zh,"graph traversal, 4 hop(s)"
6000000012588877278,宗 劉,zh,"graph traversal, 6 hop(s)"
6000000012588877299,魯人 劉,zh,"graph traversal, 7 hop(s)"
6000000012588953460,不識 劉,zh,"graph traversal, 2 hop(s)"
6000000012588985354,定 劉,zh,"graph traversal, 2 hop(s)"
6000000012589007234,明 劉,zh,"graph traversal, 2 hop(s)"
6000000012595126585,思遠 陳,zh,"graph traversal, 13 hop(s)"
6000000012601391861,將閭 劉,zh,"graph traversal, 2 hop(s)"
6000000012601405967,賢 劉,zh,"graph traversal, 2 hop(s)"
6000000012601467140,濞 劉,zh,"graph traversal, 2 hop(s)"
6000000012601477008,興居 劉,zh,"graph traversal, 2 hop(s)"
6000000012601533139,信都 劉,zh,"graph traversal, 2 hop(s)"
6000000012601559847,罷軍 劉,zh,"graph traversal, 2 hop(s)"
6000000012601571658,安 劉,zh,"graph traversal, 2 hop(s)"
6000000012601574583,卬 劉,zh,"graph traversal, 2 hop(s)"
6000000012601590724,辟光 劉,zh,"graph traversal, 2 hop(s)"
6000000012601592871,襄 劉,zh,"graph traversal, 2 hop(s)"
6000000012601630824,喜 仲 劉,zh,"graph traversal, 1 hop(s)"
6000000012601664395,張,zh,"graph traversal, 2 hop(s)"
6000000012601664532,章 劉,zh,"graph traversal, 2 hop(s)"
6000000012601673446,志 劉,zh,"graph traversal, 2 hop(s)"
6000000012601677453,寧國 劉,zh,"graph traversal, 2 hop(s)"
6000000012601684325,敖 張,zh,"graph traversal, 2 hop(s)"
6000000012601733252,雄渠 劉,zh,"graph traversal, 2 hop(s)"
6000000012621731171,源頼国,ja,"graph traversal, 2 hop(s)"
6000000012622311370,李,zh,"graph traversal, 2 hop(s)"
6000000012622363619,綰 竇,zh,"graph traversal, 3 hop(s)"
6000000012623575416,高田沙弥麻呂,ja,"graph traversal, 3 hop(s)"
6000000012633368684,平良兼,ja,"graph traversal, 4 hop(s)"
6000000012633432630,平国香,ja,"graph traversal, 4 hop(s)"
6000000012633480960,平良将,ja,"graph traversal, 2 hop(s)"
6000000012633667438,平聖範,ja,"graph traversal, 4 hop(s)"
6000000012633713317,平維時,ja,"graph traversal, 4 hop(s)"
6000000012653113520,桓 趙,ko,the person's own Wikidata item Q7488 is labelled in ko
6000000012653136468,佶 趙,ko,the person's own Wikidata item Q7486 is labelled in ko
6000000012653246282,大名莘縣,zh,"carries the clan seat 大名莘縣, which is Chinese"
6000000012653535544,愭 杭州錢塘,zh,the person's own Wikidata item Q16075300 is labelled in zh
6000000012663918618,由辰 吳興,zh,"graph traversal, 4 hop(s)"
6000000012687011940,考 姬姓,ko,"graph traversal, 1 hop(s)"
6000000012687146944,旦 姬姓,ko,"graph traversal, 1 hop(s)"
6000000012687152815,匄 姬,ko,"graph traversal, 2 hop(s)"
6000000012687180631,度 姬姓,ko,"graph traversal, 1 hop(s)"
6000000012687224465,鮮 姬姓,ko,"graph traversal, 1 hop(s)"
6000000012687271444,辟方 姬,ko,"graph traversal, 6 hop(s)"
6000000012687386455,鄭 姬,zh,"graph traversal, 4 hop(s)"
6000000012687389305,繄扈 姬姓,ko,"graph traversal, 6 hop(s)"
6000000012687426513,仁 姬,ko,"graph traversal, 3 hop(s)"
6000000012687447172,宰 姬姓,ko,"graph traversal, 4 hop(s)"
6000000012687467402,班 姬,,"split vote at 6 hop(s): ko 1, zh 1"
6000000012687471723,瑜 姬,ko,"graph traversal, 4 hop(s)"
6000000012687480385,伯服 姬姓,ja,"graph traversal, 8 hop(s)"
6000000012687487340,宜臼 姬姓,ja,"graph traversal, 8 hop(s)"
6000000012687488549,佗 姬,zh,"graph traversal, 7 hop(s)"
6000000012687488893,夷 姬,ko,"graph traversal, 3 hop(s)"
6000000012687489720,貴 姬,ko,"graph traversal, 1 hop(s)"
6000000012687498441,胡齊 姬,zh,"graph traversal, 6 hop(s)"
6000000012687507864,壬臣 姬,,"split vote at 5 hop(s): ko 1, zh 1"
6000000012687508434,洩 姬,zh,"graph traversal, 8 hop(s)"
6000000012687525450,閬 姬,zh,"graph traversal, 5 hop(s)"
6000000012687535697,延 姬,ko,"graph traversal, 10 hop(s)"
6000000012687539292,克 姬,zh,"graph traversal, 8 hop(s)"
6000000012687542646,晉 姬,ko,"graph traversal, 3 hop(s)"
6000000012687549093,息姑 姬姓,zh,"graph traversal, 6 hop(s)"
6000000012687559414,猛 姬,ko,"graph traversal, 2 hop(s)"
6000000012687560158,戲 姬姓,ko,"graph traversal, 7 hop(s)"
6000000012687597307,泄心 姬,ko,"graph traversal, 2 hop(s)"
6000000012687675772,酋 姬姓,ko,"graph traversal, 3 hop(s)"
6000000012687719854,喜 姬,ko,"graph traversal, 8 hop(s)"
6000000012687728980,驕 姬,ko,"graph traversal, 7 hop(s)"
6000000012687741137,定 姬,ko,"graph traversal, 9 hop(s)"
6000000012687749459,介 姬,ko,"graph traversal, 4 hop(s)"
6000000012687756399,去疾 姬,ko,"graph traversal, 5 hop(s)"
6000000012687798452,嵬 姬,ko,"graph traversal, 5 hop(s)"
6000000012687800357,叔襲 姬,ko,"graph traversal, 5 hop(s)"
6000000012687844268,午 姬,ko,"graph traversal, 6 hop(s)"
6000000012687876162,濞 姬姓,ko,"graph traversal, 6 hop(s)"
6000000012687880253,扁 姬,ko,"graph traversal, 8 hop(s)"
6000000012687881990,熙 姬姓,ko,"graph traversal, 3 hop(s)"
6000000012687887959,敖 姬姓,ko,"graph traversal, 6 hop(s)"
6000000012687913882,沸 姬姓,ko,"graph traversal, 4 hop(s)"
6000000012687917733,稱 姬姓,zh,"graph traversal, 6 hop(s)"
6000000012687932275,伯禽 姬姓,ko,"graph traversal, 2 hop(s)"
6000000012687987574,括 姬姓,ko,"graph traversal, 7 hop(s)"
6000000012687990123,呂無知 姜,zh,"graph traversal, 5 hop(s)"
6000000012687992823,小白 姜姓,zh,"graph traversal, 1 hop(s)"
6000000012688000330,擢 姬姓,ko,"graph traversal, 5 hop(s)"
6000000012688011531,弗湟 姬姓,zh,"graph traversal, 5 hop(s)"
6000000012688012080,糾 姜姓,zh,"graph traversal, 3 hop(s)"
6000000012688021167,慶父 共仲 姬姓,zh,"graph traversal, 5 hop(s)"
6000000012688021171,叔牙 僖叔 姬姓,zh,"graph traversal, 5 hop(s)"
6000000012688021533,呂靜 姜,ja,"graph traversal, 4 hop(s)"
6000000012688024215,具 姬姓,ko,"graph traversal, 5 hop(s)"
6000000012688037359,伯御 姬姓,ko,"graph traversal, 8 hop(s)"
6000000012688043865,‏‏‎ ‎ 姜姓,zh,"graph traversal, 3 hop(s)"
6000000012688053923,呂赤 姜,zh,"graph traversal, 5 hop(s)"
6000000012688075887,慈母 姜姓,ja,"graph traversal, 3 hop(s)"
6000000012688092831,得 姜姓,ja,"graph traversal, 2 hop(s)"
6000000012688096414,允 姬姓,zh,"graph traversal, 4 hop(s)"
6000000012688096721,仲年 姜,zh,"graph traversal, 4 hop(s)"
6000000012688096967,壽 姜姓,ja,"graph traversal, 5 hop(s)"
6000000012688100850,山 姜姓,ja,"graph traversal, 4 hop(s)"
6000000012688102428,呂購 姜,zh,"graph traversal, 3 hop(s)"
6000000012688109459,友 姬姓,zh,"graph traversal, 4 hop(s)"
6000000012688110442,同 姬姓,zh,"graph traversal, 4 hop(s)"
6000000012688156265,呂諸兒 姜,zh,"graph traversal, 3 hop(s)"
6000000012688162728,望 子牙 姜姓,ja,"graph traversal, 2 hop(s)"
6000000012688170589,呂無忌 姜,,"split vote at 6 hop(s): ja 1, zh 1"
6000000012688176219,祿甫 姜姓,zh,"graph traversal, 2 hop(s)"
6000000012688208164,驁 姜姓,zh,"graph traversal, 7 hop(s)"
6000000012688228376,呂不辰 姜,ja,"graph traversal, 4 hop(s)"
6000000012688234235,呂脫 姜,zh,"graph traversal, 4 hop(s)"
6000000012688254966,環 姜姓,zh,"graph traversal, 4 hop(s)"
6000000012688278225,伋 姜姓,ja,"graph traversal, 1 hop(s)"
6000000012688410704,陽生 姜姓,zh,"graph traversal, 6 hop(s)"
6000000012688436585,潘 姜姓,zh,carries a form that exists only in simplified Chinese
6000000012688443024,葛嬴,zh,"graph traversal, 1 hop(s)"
6000000012688468958,貸 姜姓,zh,"graph traversal, 9 hop(s)"
6000000012688473660,鄭姬,zh,"graph traversal, 2 hop(s)"
6000000012688483941,杵臼 姜姓,zh,"graph traversal, 5 hop(s)"
6000000012688486548,積 姜姓,zh,"graph traversal, 8 hop(s)"
6000000012688502523,商人 姜姓,zh,"graph traversal, 2 hop(s)"
6000000012688503742,壬 姜姓,zh,"graph traversal, 7 hop(s)"
6000000012688559392,無虧 姜姓,zh,"graph traversal, 2 hop(s)"
6000000012688564307,昭 姜姓,zh,"graph traversal, 2 hop(s)"
6000000012688565691,光 姜姓,zh,"graph traversal, 5 hop(s)"
6000000012688579301,舍 姜姓,zh,"graph traversal, 1 hop(s)"
6000000012688620239,密姬,zh,"graph traversal, 2 hop(s)"
6000000012688620424,無野 姜姓,zh,"graph traversal, 3 hop(s)"
6000000012688620557,荼 姜姓,zh,"graph traversal, 6 hop(s)"
6000000012688623761,服人 姬姓,ko,"graph traversal, 5 hop(s)"
6000000012688671996,宜臼 姬姓,ko,"graph traversal, 7 hop(s)"
6000000012688707980,燮 姬姓,ko,"graph traversal, 3 hop(s)"
6000000012688749018,稱 姬姓,ja,"graph traversal, 2 hop(s)"
6000000012688773806,緡 姬姓,ja,"graph traversal, 10 hop(s)"
6000000012688790621,任好 嬴姓,ja,"graph traversal, 3 hop(s)"
6000000012688797932,仇 姬姓,ja,"graph traversal, 6 hop(s)"
6000000012688800900,嬴,ja,"graph traversal, 3 hop(s)"
6000000012688802479,虞 子於 姬姓,ko,"graph traversal, 2 hop(s)"
6000000012688807587,蘇 姬姓,ja,"graph traversal, 6 hop(s)"
6000000012688807863,詭諸 姬姓,ja,"graph traversal, 1 hop(s)"
6000000012688813846,申生 姬姓,ja,"graph traversal, 2 hop(s)"
6000000012688819033,夷皋 姬,ja,"graph traversal, 4 hop(s)"
6000000012688821468,伯 姬姓,ja,"graph traversal, 7 hop(s)"
6000000012688837352,寧族 姬姓,ko,"graph traversal, 4 hop(s)"
6000000012688838546,某 姬姓,ja,"graph traversal, 11 hop(s)"
6000000012688846326,費王 費生 姬姓,ja,"graph traversal, 5 hop(s)"
6000000012688848191,柳 姬,ja,"graph traversal, 12 hop(s)"
6000000012688850513,獳 姬,ja,"graph traversal, 4 hop(s)"
6000000012688857618,鱓 姬姓,ja,"graph traversal, 3 hop(s)"
6000000012688862774,夷吾 姬,ja,"graph traversal, 2 hop(s)"
6000000012688864426,成師 姬姓,ja,"graph traversal, 4 hop(s)"
6000000012688868396,郄 姬姓,ja,"graph traversal, 9 hop(s)"
6000000012688874336,司徒 姬姓,ja,"graph traversal, 7 hop(s)"
6000000012688885210,福 姬姓,ko,"graph traversal, 6 hop(s)"
6000000012688901239,光 姬姓,ja,"graph traversal, 10 hop(s)"
6000000012688903318,平 姬姓,ja,"graph traversal, 8 hop(s)"
6000000012688904177,驕 姬,ja,"graph traversal, 11 hop(s)"
6000000012688964962,公孫忌,ja,"graph traversal, 10 hop(s)"
6000000012688980367,圉 姬,ja,"graph traversal, 3 hop(s)"
6000000012688987489,黑臀 姬,ja,"graph traversal, 3 hop(s)"
6000000012688988226,重耳 姬姓,ja,"graph traversal, 2 hop(s)"
6000000012688990371,驩 姬,ja,"graph traversal, 3 hop(s)"
6000000012688993628,州蒲 姬,ja,"graph traversal, 5 hop(s)"
6000000012689004276,奚齊 姬姓,ja,"graph traversal, 2 hop(s)"
6000000012689009436,嬴,ja,"graph traversal, 5 hop(s)"
6000000012689041435,止 姬,ja,"graph traversal, 13 hop(s)"
6000000012689047470,頎 姬,ja,"graph traversal, 14 hop(s)"
6000000012689072416,去疾 姬,ja,"graph traversal, 9 hop(s)"
6000000012689072632,俱酒 姬,,"no evidence within 14 hops, 34 relative(s) reached"
6000000012689078372,夷 姬,ja,"graph traversal, 8 hop(s)"
6000000012689104244,午 姬,ja,"graph traversal, 10 hop(s)"
6000000012689107225,彪 姬,ja,"graph traversal, 7 hop(s)"
6000000012689120202,周 姬,ja,"graph traversal, 6 hop(s)"
6000000012689163243,戴子雍,ja,"graph traversal, 9 hop(s)"
6000000012689164224,鑿 姬,ja,"graph traversal, 11 hop(s)"
6000000012695554070,稻 嬴姓,ja,"graph traversal, 4 hop(s)"
6000000012695790045,嬴姓,ja,"graph traversal, 1 hop(s)"
6000000012695857971,嬴姓,ja,"graph traversal, 3 hop(s)"
6000000012695997919,嬴,ja,"graph traversal, 4 hop(s)"
6000000012696010455,開 嬴姓,ja,"graph traversal, 5 hop(s)"
6000000012696082877,其 嬴姓,ja,"graph traversal, 4 hop(s)"
6000000012696112569,仲 嬴姓,ja,"graph traversal, 3 hop(s)"
6000000012696156920,雍 姬姓,ja,"graph traversal, 3 hop(s)"
6000000012696160439,贏,ja,"graph traversal, 6 hop(s)"
6000000012696167350,嬴,ja,"graph traversal, 5 hop(s)"
6000000012696183531,罃 嬴姓,ja,"graph traversal, 3 hop(s)"
6000000012696187542,昭子 嬴姓,ja,"name ends in 子, a Japanese given-name ending"
6000000012696194542,籍? 嬴姓,ja,"graph traversal, 6 hop(s)"
6000000012696224510,穆姬,ja,"graph traversal, 2 hop(s)"
6000000012696235539,嬴姓,ja,"graph traversal, 3 hop(s)"
6000000012696242215,嬴,ja,"graph traversal, 6 hop(s)"
6000000012696250625,師隰 嬴姓,ja,"graph traversal, 2 hop(s)"
6000000012696253271,嬴姓,ja,"graph traversal, 5 hop(s)"
6000000012696253426,嬴姓,ja,"graph traversal, 1 hop(s)"
6000000012696254012,嬴姓,ja,"graph traversal, 5 hop(s)"
6000000012696268227,嬴姓,ja,"graph traversal, 6 hop(s)"
6000000012696285460,悼 嬴姓,ja,"graph traversal, 2 hop(s)"
6000000012696294640,榮 嬴姓,,"split vote at 5 hop(s): zh 1, ja 1"
6000000012696294912,嬴姓,ja,"graph traversal, 4 hop(s)"
6000000012696300313,非子,ja,"name ends in 子, a Japanese given-name ending"
6000000012696313204,嬴姓,ja,"graph traversal, 6 hop(s)"
6000000012696314506,渠梁 嬴姓,ja,"graph traversal, 3 hop(s)"
6000000012696331279,嬴姓,ja,"graph traversal, 2 hop(s)"
6000000012696382424,石 嬴姓,,"split vote at 6 hop(s): zh 1, ja 1"
6000000012696402367,欣? 贏,ja,"graph traversal, 3 hop(s)"
6000000012696457339,嬴姓,ja,"graph traversal, 1 hop(s)"
6000000012696472332,嬴姓,ja,"graph traversal, 4 hop(s)"
6000000012696484201,嬴,ja,"graph traversal, 2 hop(s)"
6000000012696491614,柱 嬴姓,zh,"graph traversal, 6 hop(s)"
