qid	relative	kinship	qualifiers
Q106881151	Q64241530	Q13204680	P1039
Q106919	Q166216	Q42302432	P1039
Q106919282	Q4405514	Q13204680	P1039
Q106926598	Q84355678		
Q106926598	Q94824910		
Q106989333	Q106988995	Q11921506	P1039
Q106989333	Q6757852	Q19680017	P1039
Q106989333	Q100700923	Q42297295	P1039
Q106993228	Q297804	Q12438956	P1039
Q106993230	Q297804	Q12438956	P1039
Q106993398	Q516720	Q18489480	P1039
Q106993398	Q48755703	Q4120409	P1039
Q106993406	Q3298824	Q13184390	P1039
Q107011123	Q4990987	Q3238556	P1039
Q107011123	Q107013165	Q12158205	P1039
Q107023583	Q5608	Q15224724	P1039
Q107028280	Q5645435	Q927143	P1039
Q107028280	Q6932399	Q9238344	P1039
Q107028280	Q20278332	Q927143	P1039
Q107028280	Q114351023	Q927143	P1039
Q107028280	Q112365788	Q927143	P1039
Q107028280	Q107028265	Q76507	P1039
Q107028280	Q126392445	Q10861465	P1039
Q107064	Q75887		
Q10707	Q7167845	Q23009870	P1039
Q107070568	Q209439	Q11921506	P1039
Q107076236	Q13017860	Q4994791	P1039
Q107076236	Q16139316	Q111668366	P1039
Q10709067	Q164874	Q15224724	P1039
Q10709067	Q15437536	Q15224724	P1039
Q107101893	Q359810	Q11921506	P1039
Q10710256	Q12035734	Q19680017	P1039
Q1071031	Q4013441		P1039
Q1071031	Q21272295	Q23009870	P1039
Q107116834	Q33866	Q13184390	P1039
Q107124548	Q2857519	Q11921506	P1039
Q107139	Q74416	Q23009870	P1039
Q107139379	Q544632	Q10861465	P1039
Q107139379	Q134286958	Q595094	P1039
Q107165619	Q58189489	Q15224724	P1039
Q107165619	Q3580037	Q2914212	P1039
Q107165619	Q687173	Q4994791	P1039
Q107178446	Q107178250	Q15224724	P1039
Q107188	Q68386	Q31819505	P1039
Q1072211	Q8013464	Q31819505	P1039
Q10723609	Q5288346	Q12183411	P1039
Q107288	Q6455234	Q61740758	P1039
Q107288	Q25752877	Q20746725	P1039
Q107291873	Q855	Q11921506	P1039
Q107291969	Q135410370	Q19680017	P1039
Q107291969	Q107817220	Q19680017	P1039
Q107291969	Q122226150	Q13183045	P1039
Q107291969	Q122226100	Q19680017	P1039
Q107291969	Q107218521	Q19756330	P1039
Q107291969	Q107291945	Q19756330	P1039
Q107291969	Q107290922	Q11921506	P1039
Q107291969	Q107290947	Q19756330	P1039
Q107291969	Q122226194	Q19680017	P1039
Q107291969	Q119921172	Q19680017	P1039
Q107291969	Q122226333	Q19680017	P1039
Q107291969	Q122226241	Q13183045	P1039
Q107291969	Q122226265	Q19682183	P1039
Q107291969	Q49109005	Q19680017	P1039
Q107291969	Q107291515	Q19680017	P1039
Q107291969	Q135218154	Q11921506	P1039
Q107291969	Q135227947	Q11921506	P1039
Q107291969	Q135437202	Q13183045	P1039
Q107297915	Q135227939	Q19756330	P1039
Q107297915	Q107218828	Q11921506	P1039
Q107297915	Q135437248	Q19756330	P1039
Q107297988	Q135227939	Q19756330	P1039
Q1072997	Q22569586	Q15224724	P1039
Q107301527	Q15441129	Q11921506	P1039
Q107302	Q870520	Q15224724	P1039
Q107305458	Q2522377	Q23045211	P1039
Q107337239	Q104027	Q11921506	P1039
Q107338258	Q80938	Q11921506	P1039
Q107338954	Q5966438	Q12158205	P1039
Q107344336	Q1967194	Q23009870	P1039
Q107344379	Q67621867	Q116914618	P1039
Q107364179	Q18603295	Q76557	P1039
Q10738	Q2458450	Q4994791	P1039
Q10738	Q6539386	Q4994787	P1039
Q10738	Q20901722	Q69611015	P1039
Q10738	Q2474413	Q23009870	P1039
Q10738	Q275971	Q23009870	P1039
Q10738	Q3959987	Q13204680	P1039
Q1074680	Q6540867	Q15224724	P1039
Q1074680	Q578400	Q18489480	P1039
Q107545834	Q2376079	Q3752578	P1039
Q107551749	Q4566426	Q9238344	P1039
Q107561058	Q263024	Q183905	P1039
Q107566844	Q71172	Q19595227	P1039
Q107566844	Q2640044	Q19595227	P1039
Q107566844	Q321492	Q19595226	P1039
Q107566844	Q875817	Q19595226	P1039
Q107566844	Q94895732	Q19595226	P1039
Q107566844	Q107592437	Q19595228	P1039
Q107566844	Q107608167	Q19595228	P1039
Q107566844	Q224548	Q19595226	P1039
Q107566844	Q21292928	Q19595228	P1039
Q107566844	Q11905407	Q19595228	P1039
Q107566844	Q107615739	Q19595226	P1039
Q107566844	Q107615805	Q19595226	P1039
Q107566844	Q107615985	Q19595228	P1039
Q107566844	Q107637377	Q19595226	P1039
Q107566844	Q107637554	Q19595228	P1039
Q107570343	Q2400568	Q11921506	P1039
Q107597567	Q656629		
Q107597567	Q209152		
Q107597569	Q209152		
Q107597569	Q656629		
Q107600383	Q107570343	Q9238344	P1039
Q107600383	Q107585347	Q76557	P1039
Q107600383	Q2400568	Q23009870	P1039
Q107608877	Q94692019	Q13204680	P1039
Q1076201	Q24181411	Q3403377	P1039
Q1076201	Q7901266	Q3238556	P1039
Q107629904	Q107630005	Q76557	P1039
Q107637377	Q3930104	Q19595226	P1039
Q107637377	Q568757	Q19595226	P1039
Q107637377	Q20107972	Q19595228	P1039
Q107637377	Q3259444	Q19595226	P1039
Q107637377	Q448124	Q19595228	P1039
Q107637377	Q107566844	Q19595228	P1039
Q107637377	Q107566920	Q19595226	P1039
Q107637377	Q324829	Q19595226	P1039
Q107637377	Q76238410	Q19595228	P1039
Q107637377	Q107567341	Q19595226	P1039
Q107637377	Q107567689	Q19595228	P1039
Q107637377	Q107567865	Q19595226	P1039
Q107640651	Q12032592	Q4994791	P1039
Q107640651	Q12028541	Q19682162	P1039
Q1076511	Q5343278	Q31819505	P1039
Q1076511	Q5726903	Q31819505	P1039
Q107656969	Q213680	Q13204680	P1039;P580
Q107656969	Q52150112	Q723868	P1039;P580
Q107691	Q15439767	Q20746725	P1039
Q107691	Q1004786		
Q107691	Q1004779		
Q107691	Q12351990		
Q107736806	Q2377266	Q19680017	P1039
Q107737289	Q107737277	Q19682162	P1039
Q107742703	Q6567261	Q3238556	P1039
Q107752247	Q6567261	Q76507	P1039
Q10781852	Q12021503		
Q1078881	Q18224283		
Q107889997	Q23063125		
Q107909	Q1334677	Q31819505	P1039
Q1079508	Q829892	Q4113832	P1039
Q107971004	Q55677257	Q3752578	P1039
Q1079809	Q94894330		
Q107981839	Q107981889	Q76557	P1039
Q107981889	Q107981839	Q15224724	P1039
Q107986	Q76597		
Q108044	Q94802011		
Q108048	Q1403077		
Q108053973	Q7809200		
Q108053973	Q108802677		
Q108089	Q71004	Q41805469	P1039
Q1081032	Q1986837	Q15224724	P1039
Q1081032	Q1904064	Q15224724	P1039
Q108120818	Q447827	Q9238344	P1039
Q108134069	Q140459833	Q23045293	P1039
Q108144567	Q107218828	Q15224724	P1039
Q108151	Q60772	Q3403377	P1039
Q1081523	Q23013902	Q20746713	P1039
Q108160436	Q108103975	Q15224724	P1039
Q108160436	Q3379050	Q12443619	P1039
Q108181577	Q547655	Q6035384	P1039
Q108184635	Q4533790	Q9238344	P1039
Q108185202	Q214530		
Q108185202	Q48635407		
Q108198	Q1399940	Q13204680	P1039
Q108283	Q6288076	Q4120409	P1039
Q108283	Q1273533	Q30254751	P1039
Q108293871	Q14441	Q19822354	P1039;P580
Q1082982	Q3607666	Q19682162	P1039
Q108306	Q142472	Q76507	P1039
Q108316	Q3172643	Q11921506	P1039
Q108316	Q380092	Q19680017	P1039
Q108316	Q160369	Q12158205	P1039
Q108316	Q101266	Q53277248	P1039
Q108317704	Q110088391	Q18489480	P1039
Q108317704	Q110088677	Q18489480	P1039
Q108337053	Q5935211	Q23868497	P1039
Q10833902	Q534019	Q20746725	P1039
Q108367907	Q52932		
Q108367907	Q465131		
Q108367907	Q108366960		
Q108367907	Q531790		
Q108367907	Q108367203		
Q108367907	Q62593		
Q108367907	Q65232		
Q108367907	Q108608		
Q108370917	Q108382311	Q19682162	P1039
Q108374459	Q130332373	Q2914212	P1039
Q108380	Q54891	Q13204680	P1039
Q108397764	Q51756987	Q23045211	P1039
Q108425904	Q2059942		
Q108432118	Q113427707	Q4994791	P1039
Q108441841	Q1299264	Q12158205	P1039
Q1084428	Q16300162	Q84158642	P1039
Q1084592	Q123982	Q76557	P1039
Q1084592	Q123984	Q76557	P1039
Q1084592	Q55848427	Q76557	P1039
Q108470317	Q25491942	Q2914212	P1039
Q1084715	Q6273869	Q6933584	P1039
Q1084715	Q11539877	Q3752578	P1039
Q108486729	Q84423	Q19595226	P1039
Q1085179	Q1364300		
Q108523980	Q27306823	Q9238344	P1039
Q108523980	Q112245071	Q9238344	P1039
Q108523980	Q77084532	Q9238344	P1039
Q10853588	Q16196331	Q2914212	P1039
Q10853588	Q96224414	Q3403377	P1039
Q10853588	Q98382417	Q4346792	P1039
Q10853588	Q98382515	Q19822354	P1039
Q10853588	Q102055307	Q12051531	P1039
Q10854004	Q357336	Q12051531	P1039
Q10854053	Q11774328	Q12158205	P1039
Q1085497	Q28111197		
Q1085497	Q106925415		
Q108550552	Q924618	Q19682171	P1039
Q108550552	Q31684582	Q19682162	P1039
Q108565843	Q1704288		
Q108565843	Q1467956		
Q108565843	Q17124001		
Q108576	Q124335822	Q41805477	P1039
Q10857645	Q11881187	Q3403377	P1039
Q10857645	Q110584369	Q3403377	P1039
Q10857645	Q12025420	Q15224724	P1039
Q10857645	Q2064640	Q23009870	P1039
Q10859081	Q104180	Q3752578	P1039
Q108601605	Q107307807	Q13204680	P1039
Q108604426	Q45765	Q4346792	P1039
Q1086433	Q1113401	Q12160962	P1039
Q108673	Q55684546		
Q108673	Q60837764		
Q108673	Q108308052		
Q108696844	Q446663	Q12051531	P1039
Q108696876	Q446663	Q3403377	P1039
Q108704736	Q2698652	Q18489480	P1039
Q108705487	Q5821105	Q42301631	P1039
Q108705487	Q5821131	Q42301631	P1039
Q108705487	Q5821117	Q42301631	P1039
Q10873	Q94795009	Q15224724	P1039
Q108749744	Q2004801	Q76557	P1039
Q10878472	Q10558985	Q20746725	P1039
Q108804463	Q127461309	Q3752578	P1039
Q108812279	Q64398270	Q12158205	P1039
Q108814307	Q63699	Q15224724	P1039
Q108839320	Q108839360	Q3238556	P1039
Q108839360	Q75438931	Q3238556	P1039
Q108839360	Q108839320	Q3238556	P1039
Q108839360	Q75438944	Q3403377	P1039
Q108839360	Q75438952	Q3403377	P1039
Q108850925	Q963437	Q12158205	P1039
Q108854	Q65214		
Q108854	Q119170		
Q108854	Q68070		
Q108861142	Q1597113		
Q108873743	Q2545109	Q12160962	P1039
Q10887897	Q134080108	Q61740757	P1039
Q108886649	Q6179603	Q31819505	P1039
Q108886649	Q17305243	Q76557	P1039
Q108928702	Q139955467	Q23045211	P1039
Q108935750	Q3021012	Q4120409	P1039
Q10901486	Q11458673	Q20746725	P1039
Q10901486	Q30931847	Q11572068	P1039
Q10901486	Q30931721	Q20746725	P1039
Q10901486	Q11611124	Q20746725	P1039
Q10901486	Q15930861	Q20746725	P1039
Q109074	Q2544646	Q19682162	P1039
Q109074	Q1479844	Q12158205	P1039
Q109074	Q450030	Q12051531	P1039
Q109074	Q276175	Q104626971	P1039
Q109074	Q94871754	Q4120409	P1039
Q109074	Q2001	Q110292096	P1039
Q109074	Q69234	Q31819505	P1039
Q109120764	Q5992208	Q19682162	P1039
Q10914484	Q1871628	Q2914212	P1039
Q109189	Q2086727	Q9238344	P1039
Q109189	Q1731943	Q3752578	P1039
Q10923058	Q134081042	Q61740757	P1039
Q109232	Q900707	Q9238344	P1039
Q109240	Q295157	Q21173186	P1039
Q109250974	Q21515649	Q23045211	P1039
Q109262554	Q6193097	Q12183411	P1039
Q109262554	Q109264294	Q3752578	P1039
Q109262554	Q94914367	Q12183411	P1039
Q109274009	Q7057128	Q15224724	P1039
Q109274009	Q111465891	Q3752578	P1039
Q109286760	Q86220	Q3752578	P1039
Q109293376	Q4759885	Q3752578	P1039
Q109294	Q213630	Q4346792	P1039
Q109294	Q152245	Q4346792	P1039
Q109294102	Q15967217	Q13184390	P1039
Q109294102	Q1233320	Q13184390	P1039
Q109322649	Q18411703	Q9238344	P1039
Q109322649	Q85695	Q2914212	P1039;P580
Q109322649	Q84920	Q15224724	P1039
Q109334487	Q591957	Q11921506	P1039
Q109334534	Q5341485	Q11921506	P1039
Q109334535	Q5341485	Q19680017	P1039
Q109334536	Q5341485	Q19682183	P1039
Q109378024	Q5931227		
Q10943125	Q15924867	Q20746725	P1039
Q10944422	Q10944298	Q11921506	P1039
Q109450966	Q2779532	Q12160962	P1039;P580
Q109455303	Q5043520	Q18489480	P1039
Q10948101	Q133809489	Q20746728	P1039
Q109487035	Q133806311	Q3403377	P1039
Q109490697	Q113953805	Q19682162	P1039
Q109520345	Q2625574	Q9238344	P1039
Q1095394	Q1014586	Q9238344	P1039
Q109557733	Q50512407	Q18489480	P1039
Q109560927	Q109686654	Q183905	P1039
Q109569572	Q1400094	Q76557	P1039
Q109587310	Q107266710	Q13204680	P1039
Q109592638	Q981190	Q15224724	P1039
Q1096448	Q748113	Q9238344	P1039
Q109649140	Q118142001	Q15657883	P1039
Q1096508	Q2977667	Q12183411	P1039
Q109658680	Q48173	Q9238344	P1039
Q10966064	Q45374262		
Q109662342	Q22812994	Q19595228	P1039
Q109662342	Q109630632	Q19595228	P1039
Q109662342	Q109646518	Q19595228	P1039
Q109662342	Q831684	Q19595226	P1039
Q109662342	Q109652878	Q19595228	P1039
Q109662623	Q270629	Q12051531	P1039
Q109663350	Q270629	Q23045278	P1039
Q109676	Q41806783	Q12051531	P1039
Q109676	Q41880758	Q4113830	P1039
Q109796473	Q23816483	Q12158205	P1039
Q109796473	Q3052740	Q4994791	P1039
Q109805783	Q2306860	Q76557	P1039
Q1098169	Q105715849	Q4120409	P1039
Q1098713	Q1100715	Q13204680	P1039
Q109877376	Q129600	Q3752578	P1039
Q109877740	Q366671	Q11921506	P1039
Q109877740	Q136388123	Q12150991	P1039
Q109885942	Q120968884	Q3103421	P1039
Q109993	Q55843461		
Q1100107	Q61759	Q13204680	P1039
Q1100195	Q96972	Q9238344	P1039
Q110033673	Q110040096	Q23045211	P1039
Q110040096	Q110033673	Q12158205	P1039
Q1100715	Q1098713	Q3752578	P1039
Q110083298	Q122438160	Q11921506	P1039
Q1100953	Q19521132	Q42302432	P1039
Q110123791	Q430769	Q76507	P1039
Q110123791	Q2624463	Q76557	P1039
Q110123791	Q104286470	Q76557	P1039
Q110123791	Q110094562	Q76507	P1039
Q110123791	Q6225700	Q76557	P1039
Q110123791	Q4648282	Q15224724	P1039
Q11012808	Q11180164	Q10861465	P1039
Q11012808	Q28413875	Q10861465	P1039
Q110136931	Q5931040	Q15657883	P1039
Q1101372	Q26869071	Q6035384	P1039
Q1101533	Q19195654	Q4346792	P1039
Q110154	Q44487704	Q6035384	P1039
Q110176755	Q1011744	Q76557	P1039
Q110176755	Q84138534	Q2914212	P1039
Q110181	Q96089605	Q402152	P1039
Q110181	Q96817318	Q76557	P1039
Q110181624	Q109886721	Q18489480	P1039
Q110181624	Q110083859	Q3752578	P1039
Q110181624	Q21535249	Q9238344	P1039
Q110186170	Q5082123	Q76557	P1039
Q1101944	Q121070547	Q5992509	P1039
Q110212273	Q6248319	Q13204680	P1039
Q110223961	Q95174788		
Q110223961	Q4682983		
Q110223961	Q51728886		
Q110225296	Q1452064	Q4120409	P1039
Q110252173	Q23988424	Q15657883	P1039
Q1102671	Q1243227	Q11921506	P1039
Q1102671	Q1243224	Q19756330	P1039
Q1102764	Q379621		
Q1102764	Q715128	Q9235758	P1039
Q110314769	Q76096207	Q31819505	P1039
Q110323321	Q130315019	Q12158205	P1039
Q110362138	Q138465450	Q595094	P1039
Q110381528	Q110394613	Q19682162	P1039
Q1103876	Q1611437	Q4994791	P1039
Q110395220	Q89978131	Q19682162	P1039
Q110395220	Q5548897	Q12160962	P1039
Q110399748	Q110399936	Q15657883	P1039
Q110400873	Q14264308	Q19822354	P1039
Q110405	Q26678498	Q13204680	P1039
Q110407876	Q45589774	Q402152	P1039
Q110410377	Q94936539	Q31819505	P1039
Q110415673	Q55462114	Q18489480	P1039
Q110415673	Q2538082	Q12051531	P1039
Q1104412	Q20481184	Q13204680	P1039
Q110473086	Q54988731		
Q110473086	Q1147825		
Q11048986	Q907847	Q19595229	P1039
Q11048986	Q11622136	Q19595227	P1039
Q110490579	Q110499592	Q15657883	P1039
Q110499592	Q110490579	Q19682162	P1039
Q110509	Q76559		
Q11052724	Q274168	Q76507	P1039
Q11052724	Q95180862	Q12051531	P1039
Q110560485	Q16859102		
Q110576740	Q4962350	Q19756330	P1039
Q110576740	Q128395447	Q19756330	P1039
Q110588208	Q102825194	Q41823427	P1039
Q110588416	Q110458406	Q19682162	P1039
Q110602797	Q108448578	Q12158205	P1039
Q110605022	Q189599	Q12183411	P1039
Q1106183	Q135942216	Q3403377	P1039
Q1106184	Q49686	Q12158205	P1039
Q1106184	Q7996	Q57832810	P1039
Q110629772	Q6225964	Q19682162	P1039
Q110629772	Q5614033	Q3752578	P1039
Q110651458	Q117052842	Q2329919	P1039
Q11068661	Q11069036	Q61740757	P1039
Q11069036	Q11068661	Q20746725	P1039
Q110693472	Q104677385	Q3752578	P1039
Q1107070	Q1402310	Q2914212	P1039
Q1107070	Q941793	Q2914212	P1039
Q11074611	Q113634586	Q19756330	P1039
Q110749316	Q1353945	Q4120409	P1039
Q11075364	Q470718	Q402152	P1039
Q11075364	Q6761281	Q402152	P1039
Q11075364	Q262734	Q402152	P1039
Q11075364	Q6761162	Q402152	P1039
Q1107707	Q770789	Q19756330	P1039
Q110775	Q76894	Q31819505	P1039
Q110775	Q76911	Q31819505	P1039
Q110786933	Q16650164	Q4994791	P1039
Q110851541	Q46096	Q41823427	P1039
Q110865	Q216319	Q13204680	P1039
Q110876307	Q7322454	Q76557	P1039
Q11088813	Q114423726	Q12158205	P1039
Q110903769	Q3182759	Q1282201	P1039
Q110910179	Q110232252	Q4346792	P1039
Q110910179	Q124262096	Q19756330	P1039
Q11091436	Q30610932	Q25858158	P1039
Q11091495	Q971925	Q61740757	P1039
Q110917130	Q110796626	Q3403377	P1039
Q110923999	Q15154553	Q9238344	P1039
Q110935182	Q12332260	Q15224724	P1039
Q110952456	Q3008877	Q4994791	P1039
Q11099000	Q11098990	Q19680017	P1039
Q111019617	Q98394848	Q61740757	P1039
Q111019617	Q12269798	Q61740758	P1039
Q11102246	Q8251456		
Q111031761	Q3092451	Q76557	P1039
Q111031761	Q3557329	Q76557	P1039
Q111031761	Q2853440	Q1282201	P1039
Q111077680	Q380717	Q9238344	P1039
Q111094863	Q59524566	Q11921506	P1039
Q111094910	Q118913621	Q13204680	P1039
Q111097792	Q16029957	Q76507	P1039
Q111097792	Q16858006	Q9235758	P1039
Q1111231	Q294065	Q76557	P1039
Q1111231	Q1128543	Q31819505	P1039
Q1111231	Q115300847	Q3752578	P1039
Q111142224	Q853639	Q5992509	P1039
Q111143589	Q102164948	Q19756330	P1039
Q11114865	Q11115066	Q11921506	P1039
Q11115066	Q11114865	Q19682162	P1039
Q111151873	Q38111	Q12183411	P1039
Q11119506	Q7418	Q183905	P1039
Q11121082	Q21608074		
Q111219471	Q106571691	Q19595226	P1039
Q111219471	Q1694687	Q19595226	P1039
Q111219471	Q111546205	Q19595226	P1039
Q111242053	Q905319	Q9238344	P1039
Q111263400	Q19629001	Q402152	P1039
Q111263400	Q111442083	Q41823427	P1039
Q111263400	Q24205953	Q19682162	P1039
Q111263400	Q28936494	Q3813877	P1039
Q111263400	Q45107526	Q23009870	P1039
Q111263400	Q25455059	Q23009870	P1039
Q111263400	Q122664308	Q31819505	P1039
Q111263400	Q42331664	Q23009870	P1039
Q111263400	Q111263544		
Q111263400	Q25455134	Q41810796	P1039
Q111263400	Q106313060	Q15224724	P1039
Q111263400	Q106418343	Q41810796	P1039
Q111263400	Q103320382	Q41810796	P1039
Q111263544	Q19629001	Q402152	P1039
Q111263544	Q42331664	Q23009870	P1039
Q111263544	Q25455059	Q76557	P1039
Q111263544	Q111263400	Q23009870	P1039
Q111284050	Q4261167		
Q1113061	Q2343934	Q2500621	P1039
Q1113061	Q1345186	Q4994791	P1039
Q111330231	Q111328885	Q15224724	P1039
Q111337470	Q299001	Q20747105	P1039
Q111337470	Q525035	Q20747106	P1039
Q111343	Q15452566		
Q111352117	Q137738589	Q23045278	P1039
Q111352118	Q5607023	Q76557	P1039
Q111358887	Q110967118	Q11921506	P1039
Q1113731	Q2618507	Q3752578	P1039
Q1113731	Q5860087	Q1498282	P1039
Q1113731	Q356762	Q15657883	P1039
Q1113731	Q3893559	Q12438956	P1039
Q1113731	Q54371829	Q12438956	P1039
Q1113731	Q4895658	Q42302432	P1039
Q1113731	Q6042169	Q19680017	P1039
Q1113731	Q3081925	Q19680017	P1039
Q1113731	Q2943401	Q19680017	P1039
Q1113731	Q124736961	Q19680017	P1039
Q1113731	Q108383943	Q42297295	P1039
Q1113731	Q76269700	Q42297295	P1039
Q111383178	Q29654966	Q19682162	P1039
Q111383178	Q50843226	Q12433519	P1039
Q111383569	Q6229559	Q19682162	P1039
Q111383569	Q110893651	Q12158205	P1039
Q111432615	Q128019	Q3813877	P1039
Q111436	Q64996014	Q11921506	P1039
Q111436	Q64996051	Q11921506	P1039
Q111465891	Q109274009	Q13204680	P1039
Q111474359	Q113540920	Q4994791	P1039
Q111495543	Q98847924	Q12158205	P1039
Q111514540	Q1350818	Q9238344	P1039
Q111525788	Q47906	Q76557	P1039
Q111527791	Q19667104	Q76557	P1039
Q1115387	Q124931401	Q12051531	P1039
Q111560	Q68069764	Q19595226	P1039
Q1115871	Q2246904	Q76557	P1039
Q111605554	Q94932910	Q11921506	P1039
Q111609769	Q5566039	Q19682162	P1039
Q1116257	Q1005989	Q3752578	P1039
Q111663980	Q15633180	Q4346792	P1039
Q111664811	Q6164088	Q11921506	P1039
Q111668385	Q5015349	Q41855114	P1039
Q111699694	Q6119143	Q9238344	P1039
Q111708899	Q131768241		
Q111708899	Q57290		
Q111731891	Q12024026	Q13204680	P1039
Q111731891	Q26835656	Q723868	P1039
Q111744596	Q61074	Q76557	P1039
Q111767461	Q6096462	Q12158205	P1039
Q111778244	Q6096462	Q12158205	P1039
Q111781280	Q1606090	Q19682162	P1039
Q111781280	Q19977059	Q23045211	P1039
Q111785281	Q24018196	Q12158205	P1039
Q11180164	Q28413875	Q10861465	P1039
Q11180164	Q11012808	Q10861465	P1039
Q111802863	Q1466753	Q11921506	P1039
Q111806564	Q548543	Q2500621	P1039
Q11182169	Q8201174	Q9238344	P1039
Q11182317	Q5931095	Q76557	P1039
Q1118660	Q1118663	Q19756330	P1039
Q111918735	Q1413407	Q15657883	P1039
Q111920408	Q166092	Q12158205	P1039
Q111955191	Q1237820	Q15224724	P1039
Q111955191	Q1176375	Q76557	P1039
Q111962132	Q104653357	Q76557	P1039
Q111962132	Q104405885	Q9235758	P1039
Q111962132	Q119082	Q23009870	P1039
Q1119886	Q63344	Q13204680	P1039
Q111990113	Q528162	Q402152	P1039
Q112025946	Q270707	Q23045278	P1039
Q11202677	Q5481401	Q4994791	P1039
Q11202677	Q11860749	Q4120409	P1039
Q112034965	Q27589892	Q41823427	P1039
Q1120391	Q1159848	Q2914212	P1039
Q112066400	Q38229456	Q19756330	P1039
Q112066400	Q38203565	Q11921506	P1039
Q112066400	Q112066410	Q11921506	P1039
Q112066400	Q112066214	Q19680017	P1039
Q112066400	Q112066235	Q19680017	P1039
Q112066400	Q112066341	Q13183045	P1039
Q112066400	Q112066074	Q112066429	P1039
Q112077092	Q374273		
Q1120787	Q4941084	Q76507	P1039
Q1120969	Q1120972	Q19756330	P1039
Q1120969	Q854976	Q3752578	P1039
Q1120969	Q16191234	Q18489480	P1039
Q112128	Q9458	Q9238344	P1039
Q1121340	Q460169	Q13204680	P1039
Q1121340	Q136992632	Q19756330	P1039
Q11217267	Q24282799	Q13204680	P1039
Q11217835	Q11850460	Q31819505	P1039
Q11217870	Q12028600	Q15224724	P1039
Q112184945	Q17413376	Q19682162	P1039
Q112184945	Q125189999	Q12433519	P1039
Q112193	Q22681125	Q18489480	P1039
Q112196	Q78889	Q9238344	P1039
Q1122065	Q1121896	Q23009870	P1039
Q11220681	Q242130	Q15224724	P1039
Q112224594	Q458241	Q76557	P1039
Q112254043	Q5793312	Q3752578	P1039
Q112269932	Q64760575	Q12158205	P1039
Q112329631	Q129090752	Q2500621	P1039
Q1124	Q15142858	Q3752578	P1039
Q112422568	Q1761289	Q9238344	P1039
Q112422568	Q1110253	Q76557	P1039
Q112560725	Q16320591	Q2500621	P1039
Q1125802	Q1116296	Q13204680	P1039
Q112581737	Q4777268	Q2914212	P1039
Q112613	Q21165642	Q11921506	P1039
Q112635155	Q723358	Q3752578	P1039
Q112670191	Q112673048	Q3752578	P1039
Q1127071	Q109472	Q13204680	P1039
Q11274542	Q313061		
Q11274542	Q91806405		
Q1127505	Q7742	Q19682162	P1039
Q112758898	Q7088390	Q19595228	P1039
Q112760	Q78636	Q3752578	P1039
Q1127678	Q318829		
Q1127758	Q873033	Q13204680	P1039
Q112775898	Q140361475	Q20827872	P1039
Q112784431	Q267691	Q61740758	P1039;P580
Q112784431	Q705022	Q61740757	P1039;P580
Q112794	Q1420864	Q3752578	P1039
Q112817102	Q90207	Q9238344	P1039
Q112820690	Q3140477	Q76557	P1039
Q1128211	Q1128214	Q11921506	P1039
Q1128211	Q921675		
Q1128211	Q223611	Q11921506	P1039
Q112824667	Q55625954	Q76557	P1039
Q1128542	Q1128543	Q15224724	P1039
Q1128543	Q1128542	Q76557	P1039
Q1128543	Q1111231	Q31819505	P1039
Q112862	Q547726	Q19756330	P1039
Q112865655	Q5559774	Q11921506	P1039
Q1128970	Q18647994	Q11921506	P1039
Q1128970	Q1217642	Q13204680	P1039
Q112906416	Q12341081	Q15224724	P1039
Q1129116	Q1123319	Q3752578	P1039
Q1129116	Q376826	Q11921506	P1039
Q1129116	Q180468	Q19680017	P1039
Q112928094	Q11909009		
Q11293668	Q84559663	Q4994791	P1039
Q112943010	Q40021447	Q23045211	P1039
Q112957458	Q1227872	Q12160962	P1039
Q112957458	Q61270574	Q20094017	P1039
Q11298109	Q134513466	Q15657883	P1039
Q113026334	Q108846844		
Q113031974	Q92920803		
Q113041384	Q15269194	Q13204680	P1039
Q113057	Q1405591	Q11921506	P1039
Q11307445	Q2440395	Q4994791	P1039
Q11309406	Q106705820	Q20746725	P1039
Q11310714	Q456794	Q3752578	P1039
Q113112347	Q458004	Q3813877	P1039
Q113133897	Q682456	Q3752578	P1039
Q113253	Q1503795		
Q113253	Q57235		
Q113253	Q110954		
Q113253	Q57236		
Q1132927	Q4715596	Q3403377	P1039
Q113355490	Q55911965	Q3752578	P1039
Q113355490	Q94786599	Q11921506	P1039
Q113355490	Q215122	Q19680017	P1039
Q113355490	Q1678546	Q23009870	P1039
Q113367593	Q113367626	Q19756330	P1039
Q113385	Q2150201	Q1282201	P1039
Q113385	Q75314959	Q13204680	P1039
Q1133998	Q29635141	Q9238344	P1039
Q1133998	Q107539136		P3373
Q1133998	Q15433333	Q177232	P1039
Q1134261	Q5622813	Q76557	P1039
Q1134261	Q5589524	Q15224724	P1039
Q1134261	Q4895415	Q183905	P1039
Q113486718	Q113486676	Q9235758	P1039
