qid	geni_id
Q8055954	6000000178794287858
Q8262857	6000000023167303575
Q9511624	6000000195149174838
Q9569181	6000000001380828716
Q10299225	6000000001381114215
Q10438384	6000000001272831610
Q10514592	6000000007213183226
Q10752092	6000000001381046535
Q10933357	6000000008004418918
Q11078587	6000000001844033355
Q11368575	6000000227350727867
Q11368580	6000000227350487098
Q11382304	6000000001753971014
Q11382323	6000000012561575227
Q11405449	6000000227331651847
Q11558664	6000000227350297833
Q11596350	6000000001835522164
Q11665947	6000000227350572848
Q11665951	6000000227350595957
Q13485740	6000000178795554821
Q15639426	6000000015211291801
Q17212991	6000000227350486846
Q18028984	6000000188494434823
Q18236076	6000000012562003977
Q24890131	6000000002039751362
Q28409803	6000000002848066261
Q55406423	6000000227332013831
Q55529040	6000000227351216851
Q55533077	6000000012789418407
Q86734749	6000000012789241315
Q92924732	6000000227332003822
Q95161949	6000000227334262869
Q95161958	6000000227331924854
Q95161959	6000000227331968828
Q107534535	6000000178794440875
Q107534557	6000000178793554881
Q107534637	6000000178794973832
Q108764515	6000000178794680852
Q108907045	6000000178794683854
Q108907046	6000000178793727891
Q109361305	6000000227332010837
Q109888305	6000000178795028823
Q118782320	6000000178795086852
Q123511663	6000000227331880928
Q132435802	6000000227350573875
Q135489727	6000000178794831823
Q135489728	6000000178793980898
Q135489730	6000000178795709821
Q135489731	6000000178795360828
Q135489805	6000000178795717823
Q135489819	6000000178794999821
Q135524789	6000000227350539869
Q135524790	6000000227350480005
Q135524793	6000000227350512947
Q135524794	6000000227350551882
Q135524795	6000000227350592846
Q135524797	6000000227350480021
Q135524798	6000000227350508924
Q135524799	6000000227350600828
Q135524801	6000000227350588855
Q135524803	6000000227350527916
Q135524804	6000000227350466844
Q135524805	6000000227350605869
Q135524806	6000000227350511019
Q135524807	6000000227350483979
Q135524808	6000000227350531833
Q135524809	6000000227350556836
Q135524810	6000000227350486925
Q135524811	6000000227350739851
Q135524812	6000000227350590843
Q135524814	6000000227350508962
Q135524815	6000000227350557852
Q135524816	6000000227350595891
Q135524820	6000000227350639842
Q135524821	6000000227350450833
Q135524822	6000000227350468920
Q135524823	6000000227350605885
Q135524824	6000000227350468901
Q135524826	6000000227350683895
Q135524828	6000000227350705908
Q135524829	6000000227350605990
Q135524830	6000000227350483988
Q135524831	6000000227350575878
Q135524832	6000000227350661830
Q135524833	6000000227350468906
Q135524834	6000000227350504993
Q135524835	6000000227350585974
Q135524836	6000000227350693884
Q135524838	6000000227350739858
Q135524839	6000000227350708868
Q135524840	6000000227350705920
Q135524841	6000000227350675940
Q135524842	6000000227350587897
Q135524844	6000000227350508982
Q135524845	6000000227350612827
Q135524846	6000000227350468929
Q135524848	6000000227350480136
Q135524849	6000000227350611012
Q135524850	6000000227350703911
Q135524851	6000000227350752844
Q135524852	6000000227350747859
Q135524853	6000000227350733847
Q135524854	6000000227350737865
Q135524854	6000000227350884822
Q135524855	6000000227350703883
Q135524856	6000000227350573858
Q135524858	6000000227350432965
Q135524860	6000000227350605921
Q135524862	6000000227350698848
Q135524863	6000000227350704822
Q135524864	6000000227350457835
Q135524865	6000000227350676859
Q135524867	6000000227350759848
Q135524868	6000000227350675955
Q135524869	6000000227350675960
Q135524871	6000000227350617868
Q135524872	6000000227350739869
Q135524873	6000000227350459846
Q135524874	6000000227350676868
Q135524875	6000000227350466908
Q135524876	6000000227351157886
Q135524877	6000000227350716844
Q135524878	6000000227350700901
Q135524879	6000000227350585923
Q135524882	6000000227350738821
Q135524884	6000000227350676877
Q135524885	6000000227350683839
Q135524886	6000000227350703891
Q135524887	6000000227350727872
Q135524888	6000000227350600851
Q135524889	6000000227350704830
Q135524890	6000000227350458858
Q135524892	6000000227350480176
Q135524893	6000000227350704918
Q135524894	6000000227350524887
Q135524895	6000000227350739830
Q135524896	6000000227350595928
Q135524897	6000000227350748821
Q135524898	6000000227350524835
Q135524899	6000000227350486977
Q135524900	6000000227350747823
Q135524901	6000000227350610914
Q135524902	6000000227350595951
Q135524904	6000000227350610924
Q135524905	6000000227350709826
Q135524906	6000000227350739844
Q135524907	6000000227350716880
Q135524909	6000000227350700930
Q135524910	6000000227350790824
Q135524911	6000000227350802824
Q135524912	6000000227351379821
Q135524914	6000000227350734863
Q135524915	6000000227350533879
Q135524916	6000000227350759876
Q135524917	6000000227350826825
Q135524919	6000000227350819822
Q135524921	6000000227350800846
Q135524922	6000000227350814835
Q135524924	6000000227350767823
Q135524925	6000000227351269898
Q135524927	6000000227350747937
Q135524928	6000000227350596084
Q135524930	6000000227350589923
Q135524931	6000000227350676015
Q135524932	6000000227350811835
Q135524933	6000000227350763845
Q135524934	6000000227350800834
Q135524935	6000000227350617924
Q135524936	6000000227350744934
Q135524937	6000000227350744940
Q135524939	6000000227350734887
Q135524940	6000000227350802831
Q135524941	6000000227350826842
Q135524942	6000000227350867821
Q135524943	6000000227350856824
Q135524944	6000000227350867826
Q135524945	6000000227350797870
Q135524946	6000000227350869832
Q135524947	6000000227350826862
Q135524948	6000000227350857841
Q135524950	6000000227350828860
Q135524952	6000000227350826883
Q135524952	6000000227379436850
Q135524954	6000000227379158022
Q135524955	6000000227350822857
Q135524957	6000000227350822862
Q135524960	6000000227350797893
Q135524961	6000000227350855841
Q135524962	6000000227350769911
Q135524965	6000000227350881838
Q135524968	6000000227350861849
Q135524969	6000000227350769923
Q135524971	6000000227350878846
Q135524972	6000000227350828902
Q135524973	6000000227350530885
Q135524974	6000000227350858841
Q135524975	6000000227350530892
Q135524977	6000000227350877878
Q135524979	6000000227350871828
Q135524980	6000000227350880839
Q135524981	6000000227350856861
Q135524984	6000000227350530913
Q135524985	6000000227350878880
Q135524986	6000000227350861875
Q135524987	6000000227350769945
Q135524988	6000000227350589990
Q135524989	6000000227350837845
Q135524990	6000000227350877904
Q135524991	6000000227379231882
Q135524993	6000000227350878899
Q135524994	6000000227350881854
Q135524995	6000000227350878907
Q135524996	6000000227351212844
Q135524999	6000000227351250838
Q135525000	6000000227351138949
Q135525001	6000000227351205884
Q135525002	6000000227351301821
Q135525003	6000000227351273825
Q135525006	6000000227351138968
Q135525008	6000000227351270846
Q135525009	6000000227351241860
Q135525010	6000000227351269845
Q135525011	6000000227351315822
Q135525012	6000000227351174975
Q135579354	6000000012789160423
Q135579355	6000000012789283534
Q135579356	6000000012789489311
Q135579358	6000000012789429513
Q135579359	6000000012789332311
Q135579360	6000000012789365875
Q135579361	6000000012789539255
Q135579362	6000000001893413214
Q135579365	6000000227332010844
Q135579366	6000000227332000825
Q135579367	6000000227331911824
Q135579368	6000000227331940873
Q135579369	6000000227331888918
Q135579370	6000000227331898875
Q135579371	6000000227331898861
Q135579373	6000000227331968838
Q135579374	6000000227331852896
Q135579375	6000000227334396821
Q135579376	6000000227334231868
Q135579377	6000000227331711977
Q135579378	6000000227334291838
Q135579379	6000000227334372830
Q135579380	6000000227331940846
Q135579381	6000000227331882876
Q135579382	6000000227331950830
Q135579384	6000000227331989821
Q135579385	6000000227331939856
Q135579386	6000000227331884904
Q135579387	6000000227331885873
Q135579388	6000000227331789887
Q135579389	6000000227331619947
Q135579391	6000000227331796880
Q135579394	6000000227334351847
Q135579395	6000000227331915821
Q135579396	6000000227334274865
Q135579397	6000000227331730867
Q135579398	6000000227334361840
Q135579399	6000000227331623962
Q135579400	6000000227331729891
Q135579402	6000000227331840857
Q135579404	6000000227331607945
Q135579406	6000000227331852838
Q135579407	6000000019403016022
Q135579409	6000000019459698488
Q135579410	6000000019459238863
Q135579411	6000000019459424477
Q135579414	6000000019460072018
Q135579415	6000000019459773306
Q135579416	6000000019459854230
Q135579418	6000000227331611963
Q135579420	6000000019459924115
Q135579421	6000000227335094894
Q135579423	6000000227331845853
Q135579424	6000000227334843823
Q135579425	6000000227335131944
Q135579434	6000000227331888821
Q135579441	6000000019459850459
Q135579447	6000000227335301867
Q135579454	6000000227331694933
Q135579455	6000000019459881225
Q135579457	6000000227335324856
Q135579462	6000000227331577978
Q135579463	6000000227331730906
Q135579464	6000000019459822378
Q135579466	6000000227335360837
Q135579470	6000000227331719906
Q135579471	6000000019459119872
Q135579472	6000000227334759839
Q135579475	6000000227335366839
Q135579476	6000000227334350078
Q135579476	6000000227335699823
Q135579477	6000000227331762828
Q135579478	6000000019460177052
Q135579481	6000000227331756829
Q135579483	6000000227331698934
Q135579485	6000000227335155963
Q135579486	6000000227331690912
Q135579487	6000000227335415836
Q135579488	6000000227335430822
Q135579490	6000000227331674896
Q135579491	6000000227335444826
Q135579492	6000000227335378827
Q135579493	6000000227331623899
Q135579494	6000000227331605900
Q135579495	6000000227331698868
Q135579496	6000000227335353899
Q135579497	6000000227335430827
Q135579498	6000000227331674921
Q135579499	6000000227331577963
Q135579500	6000000227331650867
Q135579501	6000000227335472827
Q135579502	6000000227335397826
Q135579503	6000000227335299879
Q135579505	6000000227331729823
Q135579506	6000000227335344839
Q135579508	6000000227331690863
Q135579509	6000000227335339873
Q135579511	6000000227331536905
Q135579512	6000000227335337887
Q135579513	6000000227335008051
Q135579514	6000000227335376843
Q135579515	6000000227331651878
Q135579516	6000000227335365856
Q135579517	6000000227335365861
Q135579518	6000000227331591841
Q136908598	6000000001893436003
Q137394557	6000000227245553985
