round	geni_id	qid	slot	method	from_geni	from_qid	evidence
1	6000000006727823591	Q2889821	child	date	6000000006597112520	Q2917876	born 1414 vs 1414
1	6000000006727823601	Q55753904	child	date	6000000006597112520	Q2917876	born 1415 vs 1415
1	6000000006727823608	Q75394773	child	date	6000000006597112520	Q2917876	born 1416 vs 1416
1	6000000006727823615	Q123415252	child	date	6000000006597112520	Q2917876	born 1420 vs 1420
1	6000000006727823662	Q813293	spouse	date	6000000003579163848	Q65946	born 1404 vs 1403
1	6000000006727823760	Q116007002	child	name	6000000006727839205	Q44191403	shared: irmgard
1	6000000006727823813	Q2039318	father	solo	6000000006727820475	Q1450061	position
1	6000000006727823829	Q364630	child	date	6000000006727823822	Q75246033	born 1419 vs 1419
1	6000000006727823852	Q2039340	child	date	6000000006727823822	Q75246033	born 1426 vs 1426
1	6000000006727823859	Q1358797	child	date	6000000006727823822	Q75246033	born 1430 vs 1430
1	6000000006727823873	Q606556	child	date	6000000006727823822	Q75246033	born 1439 vs 1439
1	6000000006727823882	Q75290183	child	date	6000000006727823822	Q75246033	born 1444 vs 1444
1	6000000006727823903	Q1352482	father	solo	6000000006727810177	Q75244665	position
1	6000000006727826380	Q110548790	mother	solo	6000000006727858565	Q16650006	position
1	6000000006727826558	Q73316	spouse	solo	6000000006727790825	Q328573	position
1	6000000006727826704	Q44192458	father	solo	6000000014987970760	Q110262073	position
1	6000000006727826711	Q110153854	mother	solo	6000000014987970760	Q110262073	position
1	6000000006727826774	Q110153768	child	date	6000000006727840724	Q15449868	born 1360 vs 1360
1	6000000006727826813	Q31191965	father	solo	6000000006727823822	Q75246033	position
1	6000000006727827005	Q75246392	spouse	solo	6000000003827474729	Q2592813	position
1	6000000006727827096	Q2336175	child	date	6000000006727827088	Q76261374	born 1475 vs 1475
1	6000000006727827124	Q76261414	child	date	6000000006727827088	Q76261374	born 1486 vs 1486
1	6000000006727827585	Q437440	spouse	solo	6000000006444422502	Q447535	position
1	6000000006727827673	Q110414782	mother	solo	6000000003827484818	Q76264283	position
1	6000000006727827758	Q110573	mother	solo	6000000003827438341	Q90737	position
1	6000000006727830109	Q105906070	spouse	solo	6000000006727830102	Q61140117	position
1	6000000006727830329	Q6310203	child	solo	6000000003827467568	Q808503	position
1	6000000006727830360	Q64254	child	date	6000000006727830343	Q61974	born 1455 vs 1455
1	6000000006727830573	Q101518721	child	solo	6000000001504993353	Q31191931	position
1	6000000006727830782	Q477623	spouse	solo	6000000006727830789	Q86748715	position
1	6000000006727830881	Q61884132	child	name	6000000001398131432	Q2349138	shared: anna
1	6000000006727832227	Q55178685	child	date	6000000003827470819	Q1223227	born 1365 vs 1365
1	6000000006727832318	Q116029811	child	name	6000000003827477176	Q44192307	shared: kunigunde
1	6000000006727832325	Q90857	father	solo	6000000003827435927	Q1330431	position
1	6000000006727832332	Q1736038	mother	solo	6000000003827435927	Q1330431	position
1	6000000006727832709	Q75247937	child	date	6000000003858805100	Q695279	born 1339 vs 1339
1	6000000006727832716	Q472584	child	date	6000000003858805100	Q695279	born 1341 vs 1341
1	6000000006727832723	Q64742	child	date	6000000003858805100	Q695279	born 1343 vs 1343
1	6000000006727832747	Q63178	child	date	4202780705000039134	Q57161	born 1319 vs 1319
1	6000000006727832775	Q60312492	mother	solo	6000000003827464542	Q824532	position
1	6000000006727832846	Q2132097	father	solo	6000000006727821721	Q1980579	position
1	6000000006727832881	Q6301737	spouse	solo	6000000002187829941	Q553247	position
1	6000000006727838098	Q4127277	child	date	6000000001409023478	Q679083	born 1328 vs 1328
1	6000000006727838231	Q454922	child	date	6000000003858624547	Q77253	born 1361 vs 1361
1	6000000006727838306	Q75615219	child	date	6000000000717690363	Q155669	born 1372 vs 1372
1	6000000006727838322	Q290705	father	solo	6000000003858771217	Q231334	position
1	6000000006727838358	Q867367	child	date	6000000003858776605	Q1285976	born 1384 vs 1384
1	6000000006727838531	Q831327	child	date	6000000003858645967	Q4979499	born 1321 vs 1321
1	6000000006727838766	Q61989870	mother	solo	6000000002027504085	Q477616	position
1	6000000006727838818	Q76056809	child	name	6000000000269766653	Q62959	shared: ulrich
1	6000000006727838825	Q76058824	child	name	6000000000269766653	Q62959	shared: ludwig
1	6000000006727839219	Q44191359	child	name	6000000006727839205	Q44191403	shared: konrad
1	6000000006727839227	Q86391	child	name	6000000006727839205	Q44191403	shared: rudolf
1	6000000006727839728	Q9155880	spouse	solo	6000000006727863510	Q479997	position
1	6000000006727839960	Q101247145	mother	solo	372709031250003467	Q19803172	position
1	6000000006727840002	Q101248449	mother	solo	6000000007551562282	Q5770947	position
1	6000000006727840254	Q61139989	child	name	6000000007335909386	Q528745	shared: elisabeth
1	6000000006727845011	Q110414898	spouse	solo	6000000006727863775	Q55593206	position
1	6000000006727845134	Q1566933	child	name	6000000007662254986	Q588143	shared: beveren
1	6000000006727845313	Q110153915	child	solo	6000000003827484104	Q31987505	position
1	6000000006727845386	Q20638796	child	date	6000000003827535953	Q54819657	born 1357 vs 1357
1	6000000006727849017	Q55913227	child	date	6000000014219277239	Q25487370	born 1592 vs 1592
1	6000000006727849038	Q559437	father	solo	6000000016434526555	Q325735	position
1	6000000006727849062	Q1573092	father	solo	6000000016475624548	Q76265039	position
1	6000000006727849072	Q31192038	spouse	date	6000000006727863935	Q25487244	born 1572 vs 1572
1	6000000006727849111	Q24662822	mother	solo	6000000029710660198	Q24522214	position
1	6000000006727849155	Q76076832	child	date	6000000006727849125	Q70019	born 1565 vs 1565
1	6000000006727849162	Q76085975	child	date	6000000006727849125	Q70019	born 1570 vs 1570
1	6000000006727849304	Q94918183	child	date	6000000003827624202	Q16854422	born 1507 vs 1507
1	6000000006727849311	Q24661983	child	date	6000000003827624202	Q16854422	born 1508 vs 1508
1	6000000006727849342	Q25487413	child	date	6000000003827624202	Q16854422	born 1513 vs 1513
1	6000000006727849900	Q69960	father	solo	6000000006443762197	Q66847	position
1	6000000006727849905	Q55340044	spouse	solo	6000000006727746617	Q11928267	position
1	6000000006727849925	Q21474577	child	date	6000000012015909525	Q11905640	born 1637 vs 1637
1	6000000006727850265	Q53493429	child	date	6000000007603613980	Q75507351	born 1525 vs 1525
1	6000000006727853050	Q1329742	spouse	solo	6000000020335851403	Q1347060	position
1	6000000006727853240	Q542773	child	date	6000000006727778081	Q98022	born 1564 vs 1564
1	6000000006727853450	Q92198	child	date	6000000003232579985	Q267483	born 1587 vs 1587
1	6000000006727853490	Q60471	child	date	4522459	Q11917704	born 1617 vs 1617
1	6000000006727853550	Q89409	child	date	6000000003827477589	Q78143	born 1531 vs 1531
1	6000000006727853675	Q13737648	father	solo	6000000016809567179	Q1396090	position
1	6000000006727853720	Q31191703	mother	solo	6000000009968129124	Q28058834	position
1	6000000006727853745	Q2468982	child	date	6000000008506981493	Q1106184	born 1560 vs 1560
1	6000000006727853775	Q238227	mother	solo	4040216435970129981	Q167236	position
1	6000000006727853800	Q70676	child	date	6000000001369733240	Q657636	born 1585 vs 1585
1	6000000006727855025	Q98645807	spouse	date	6000000006727778727	Q1505862	born 1552 vs 1552
1	6000000006727855040	Q225524	father	solo	6000000006727853855	Q462228	position
1	6000000006727855045	Q324725	father	solo	6000000015119277994	Q666719	position
1	6000000006727855105	Q127270726	mother	solo	6000000001448225040	Q5945098	position
1	6000000006727855155	Q25487339	spouse	solo	6000000006727781718	Q3241152	position
1	6000000006727855225	Q55178429	spouse	date	6000000006727781962	Q323539	born 1565 vs 1565
1	6000000006727855230	Q829816	child	date	6000000003827151607	Q322357	born 1542 vs 1542
1	6000000006727855275	Q110154756	child	date	6000000000182121111	Q26235973	born 1534 vs 1534
1	6000000006727855290	Q25484278	child	date	6000000004532046008	Q26877300	born 1541 vs 1541
1	6000000006727855865	Q2476954	child	date	6000000006727863775	Q55593206	born 1499 vs 1499
1	6000000006727855875	Q54819861	spouse	name	6000000003827151607	Q322357	shared: amalie,büdingen,isenburg
1	6000000006727858315	Q615604	child	date	6000000003937220475	Q565914	born 1403 vs 1403
1	6000000006727858340	Q258360	mother	solo	5130530354530117640	Q787932	position
1	6000000006727858380	Q65645762	child	name	6000000006444099404	Q3846996	shared: montferrat
1	6000000006727858425	Q6240622	spouse	date	6000000006727810139	Q55180541	born 1473 vs 1471
1	6000000006727858580	Q29381152	mother	solo	6000000042803332186	Q87351270	position
1	6000000006727858820	Q116170748	child	name	6000000007472526386	Q28648665	shared: kunigunde,nellenburg
1	6000000006727858830	Q116029622	child	name	6000000006727862565	Q110507164	shared: eva
1	6000000006727862030	Q571128	father	solo	6000000015212683906	Q571457	position
1	6000000006727862245	Q107211491	mother	solo	6000000017853801272	Q1690979	position
1	6000000006727862290	Q9165673	child	name	6000000015212683906	Q571457	shared: barbara
1	6000000006727862805	Q44192701	father	solo	6000000007862383112	Q102227276	position
1	6000000006727863035	Q44192395	spouse	name	6000000011082777074	Q77875	shared: hohenberg,margarethe
1	6000000006727863105	Q61754394	spouse	solo	6000000010705300790	Q1188685	position
1	6000000006727863115	Q125957480	spouse	solo	6000000006727838189	Q4228358	position
1	6000000006727863215	Q1599115	father	solo	6000000022885049290	Q448478	position
1	6000000006727863505	Q105824255	spouse	solo	6000000006727839707	Q481444	position
1	6000000006727863710	Q61139790	father	solo	6000000008684545778	Q96585487	position
1	6000000006727863720	Q813296	spouse	name	6000000002188021103	Q71254	shared: beatrix,brandenburg
1	6000000006727863925	Q562285	mother	solo	6000000016434526555	Q325735	position
1	6000000006727863930	Q76265040	child	date	6000000016475742163	Q25484436	born 1569 vs 1569
1	6000000006727863950	Q25480678	mother	solo	6000000017601038508	Q22317020	position
1	6000000006727867660	Q20500812	mother	solo	6000000005598897132	Q378756	position
1	6000000006727867916	Q1060357	child	date	6000000000153391275	Q367226	born 1312 vs 1312
1	6000000006727867983	Q53107	child	date	6000000000153344904	Q152370	born 1226 vs 1226
1	6000000006727869091	Q528401	child	date	4924448917970137597	Q212052	born 1243 vs 1243
1	6000000006727869222	Q196157	child	date	6000000001563293216	Q614258	born 1274 vs 1274
1	6000000006727869236	Q712759	child	date	6000000001563293216	Q614258	born 1278 vs 1278
1	6000000006727869809	Q447337	spouse	date	6000000002322315251	Q156147	born 1261 vs 1261
1	6000000006727871024	Q122706310	child	date	6000000003897541628	Q86940	born 1156 vs 1156
1	6000000006727871031	Q5068474	spouse	solo	6000000001669640632	Q319713	position
1	6000000006727871104	Q11754917	child	date	6000000002400782615	Q68567	born 1115 vs 1115
1	6000000006727871181	Q4056989	child	date	6000000002400782615	Q68567	born 1137 vs 1137
1	6000000006727871518	Q7177912	child	date	6000000003660469168	Q235409	born 1152 vs 1152
1	6000000006727871574	Q234253	mother	solo	6000000002322291872	Q163102	position
1	6000000006727871589	Q2006191	spouse	date	6000000000665544437	Q356564	born 1182 vs 1182
1	6000000006727871619	Q3742704	child	date	6000000002043258381	Q296003	born 1190 vs 1190
1	6000000006727871800	Q235462	child	date	6000000005791896564	Q134259	born 1160 vs 1160
1	6000000006727871858	Q2613844	child	date	6000000002947577496	Q30301558	born 1095 vs 1095
1	6000000006727871963	Q267849	mother	solo	6000000003243185408	Q5363813	position
1	6000000006727873223	Q21154039	child	solo	6000000014170256977	Q130285855	position
1	6000000006727873385	Q5860449	child	date	6000000001610389741	Q312767	born 1153 vs 1153
1	6000000006727873467	Q645953	father	solo	6000000006714512140	Q48688659	position
1	6000000006727873611	Q233631	spouse	solo	6000000003087173440	Q41849	position
1	6000000006727873734	Q118735893	child	date	6000000003495414198	Q304409	born 1086 vs 1086
1	6000000006727873891	Q1618396	mother	solo	6000000001744902183	Q281245	position
1	6000000006727876082	Q15615597	spouse	solo	6000000006727878600	Q9255749	position
1	6000000006727876411	Q75395039	child	date	6000000000531807761	Q530661	born 1121 vs 1121
1	6000000006727876418	Q75395042	child	date	6000000000531807761	Q530661	born 1122 vs 1122
1	6000000006727876600	Q61865644	father	solo	6000000002043258387	Q10366258	position
1	6000000006727876641	Q21106097	spouse	solo	6000000006727867629	Q2132941	position
1	6000000006727876711	Q60808923	spouse	name	6000000001500835116	Q3929569	shared: xèrica
1	6000000006727876826	Q4792975	spouse	date	6000000001501010534	Q37086	born 1183 vs 1183
1	6000000006727876881	Q879305	father	solo	6000000002444013586	Q579846	position
1	6000000006727878135	Q2349188	spouse	solo	6000000000134665152	Q527404	position
1	6000000006727878810	Q63171	father	solo	6000000003979848930	Q154064	position
1	6000000006727880274	Q2929506	mother	solo	6000000002041979470	Q1310403	position
1	6000000006727885898	Q1186147	child	date	6000000005587789441	Q230561	born 1128 vs 1128
1	6000000006727885966	Q530631	child	date	6000000003026008879	Q462881	born 1074 vs 1074
1	6000000006727888014	Q75243078	child	name	6000000006988758746	Q712580	shared: maurice
1	6000000006727888172	Q2553862	spouse	solo	6000000011926990323	Q610458	position
1	6000000006727892012	Q263474	spouse	name	6000000002457013227	Q3044	shared: desiderata
1	6000000006727895068	Q96074764	spouse	solo	6000000006323365059	Q5196756	position
1	6000000006727902633	Q76174306	mother	solo	6000000003827587039	Q3769175	position
1	6000000006727904614	Q76324611	child	date	5259832366410021053	Q4329885	born 1066 vs 1066
1	6000000006727904966	Q108526325	child	name	6000000003098118211	Q3437872	shared: amable
1	6000000006727905158	Q1723413	spouse	solo	6000000008811632774	Q117271539	position
1	6000000006727908095	Q76264293	child	date	6000000003645985053	Q2151007	born 1186 vs 1186
1	6000000006727908136	Q61963034	child	date	6000000001745022008	Q4395698	born 1146 vs 1146
1	6000000006727908218	Q97353346	child	name	6000000006188836878	Q3439788	shared: henry
1	6000000006727908631	Q76298191	child	name	6000000001126515902	Q3142516	shared: ralph
1	6000000006727913630	Q20724809	father	solo	6000000003219768111	Q16850609	position
1	6000000006727913712	Q7108705	child	date	6000000003646004191	Q61971596	born 1316 vs 1316
1	6000000006727915122	Q3802282	mother	solo	6000000002447085644	Q2034626	position
1	6000000006727915717	Q56285114	child	name	6000000006727915740	Q3568456	shared: grecia
1	6000000006727917266	Q56159547	child	date	6000000001611675939	Q3766298	born 1307 vs 1307
1	6000000006727920488	Q6172243	mother	solo	365447742810013159	Q10795576	position
1	6000000006727924961	Q76283681	child	date	6000000002447085644	Q2034626	born 1287 vs 1287
1	6000000006727924975	Q76193814	spouse	solo	6000000002173010360	Q3568776	position
1	6000000006727926398	Q3982386	child	date	4687427039910030320	Q242769	born 1270 vs 1270
1	6000000006727926508	Q3176074	spouse	solo	6000000000350921883	Q449008	position
1	6000000006727926653	Q5339948	child	name	6000000000166150229	Q6265561	shared: edmund,pontefract
1	6000000006727931003	Q1398384	father	solo	6000000006290690315	Q592561	position
1	6000000006727931101	Q448342	child	date	6000000002043192045	Q783126	born 1194 vs 1194
1	6000000006727931951	Q76093915	spouse	date	6000000003614420649	Q18204227	born 1200 vs 1200
1	6000000006727936135	Q76286541	child	date	6000000003614420649	Q18204227	born 1233 vs 1233
1	6000000006727936666	Q108525906	child	name	6000000005566351597	Q527438	shared: foulques
1	6000000006727936736	Q75252491	child	name	6000000006189043542	Q1412613	shared: margaret
1	6000000006727936817	Q7794814	child	name	6000000003219768111	Q16850609	shared: thomas
1	6000000006727936936	Q72380423	mother	solo	6000000006231608770	Q4865294	position
1	6000000006727942933	Q124704707	child	name	6000000000796860964	Q348932	shared: eleanor
1	6000000006727944245	Q116146148	spouse	date	6000000000796830953	Q16209208	born 1152 vs 1152
1	6000000006727944542	Q75390802	mother	solo	6000000002746326164	Q1342958	position
1	6000000006727944769	Q1228695	father	solo	6000000002187788204	Q3914865	position
1	6000000006727944778	Q1998107	mother	solo	6000000002187788204	Q3914865	position
1	6000000006727945206	Q76189044	spouse	solo	6000000006727945197	Q3418336	position
1	6000000006727945219	Q40861879	child	date	6000000006906805952	Q463181	born 1290 vs 1290
1	6000000006727945289	Q9142193	mother	solo	6000000002187829941	Q553247	position
1	6000000006727945341	Q61314272	mother	solo	6000000000701216181	Q361611	position
1	6000000006727945348	Q19345936	father	solo	6000000006727945197	Q3418336	position
1	6000000006727945871	Q5538609	father	solo	6000000003615466134	Q1266779	position
1	6000000006727945930	Q75274831	spouse	name	6000000002187896880	Q419859	shared: drummond
1	6000000006727945973	Q75389898	child	date	6000000002979740903	Q359632	born 1452 vs 1452
1	6000000006727947771	Q22115475	child	solo	6000000006119816324	Q262059	position
1	6000000006727947804	Q7032743	child	date	6000000000523551913	Q1772833	born 1279 vs 1279
1	6000000006727947882	Q75290548	child	name	6000000002144303917	Q708175	shared: aveline
1	6000000006727947889	Q75795956	child	name	6000000002144303917	Q708175	shared: eleanor
1	6000000006727947911	Q20180910	child	name	6000000002144303917	Q708175	shared: maud
1	6000000006727947925	Q75290598	child	name	6000000002144303917	Q708175	shared: katherine
1	6000000006727948761	Q26237383	child	date	4129460599360059866	Q15854698	born 1206 vs 1206
1	6000000006727956231	Q2324744	mother	solo	6000000000424798772	Q7606061	position
1	6000000006727956406	Q75565565	spouse	solo	6000000002043244300	Q984430	position
1	6000000006727956736	Q75242785	child	solo	6000000000701219068	Q2962479	position
1	6000000006727956743	Q95492812	child	name	6000000002176265383	Q2526281	shared: william
1	6000000006727956889	Q75243088	child	date	6000000006714384628	Q958548	born 1216 vs 1216
1	6000000006727956904	Q75268374	child	date	6000000006714384628	Q958548	born 1223 vs 1223
1	6000000006727957974	Q75439070	spouse	solo	6000000002240813831	Q1233728	position
1	6000000006727958158	Q75388021	mother	solo	6000000001944734847	Q633144	position
1	6000000006727965306	Q101422821	mother	solo	6000000002849475483	Q101422819	position
1	6000000006733309576	Q111954774	spouse	date	6000000004212973634	Q5613467	born 1677 vs 1677
1	6000000006733672169	Q99301913	child	solo	6000000007255497390	Q5952048	position
1	6000000006734608431	Q73762235	child	date	6000000000063545111	Q11857379	born 1634 vs 1634
1	6000000006734855232	Q73762465	spouse	solo	6000000007802691854	Q11887830	position
1	6000000006743335855	Q461520	spouse	name	6000000002465094974	Q42606	shared: gilukhipa
1	6000000006758054641	Q261213	spouse	name	6000000000351094247	Q1523	shared: bintanath
1	6000000006762449470	Q99387694	father	solo	6000000004089555163	Q76275679	position
1	6000000006762898827	Q135855410	father	solo	6000000006763270052	Q101247755	position
1	6000000006763086938	Q116452619	child	date	6000000006270313300	Q55238452	born 1900 vs 1900
1	6000000006763164167	Q107488938	child	date	6000000006270313300	Q55238452	born 1890 vs 1890
1	6000000006764023309	Q21372097	father	solo	6000000006127846129	Q6175893	position
1	6000000006765901582	Q110303558	spouse	solo	6000000011852161694	Q12362247	position
1	6000000006769280276	Q75908776	mother	solo	6000000000700886851	Q75248362	position
1	6000000006769354583	Q6232877	father	solo	6000000006769168867	Q115943330	position
1	6000000006774613291	Q372542	child	date	6000000006727764421	Q467837	born 1538 vs 1538
1	6000000006774637537	Q20171639	child	date	6000000026408456309	Q128790203	born 1881 vs 1881
1	6000000006777578893	Q108787595	mother	solo	6000000006777865566	Q35823087	position
1	6000000006778041034	Q121484315	child	date	6000000006265066426	Q45841195	born 1850 vs 1850
1	6000000006782823783	Q4063418	child	solo	6000000000297316210	Q728177	position
1	6000000006789642036	Q2377989	mother	solo	6000000006788848667	Q325649	position
1	6000000006790436253	Q271581	mother	solo	6000000006727753685	Q265243	position
1	6000000006792546007	Q182070	child	name	6000000005241028746	Q45530	shared: maxentius
1	6000000006792950125	Q234562	spouse	name	6000000006101378871	Q172168	shared: galeria,valeria
1	6000000006795777412	Q112968328	spouse	solo	6000000011583338485	Q112968327	position
1	6000000006795832412	Q112974614	child	date	4246295551780049320	Q19841277	born 1572 vs 1572
1	6000000006796070337	Q104550313	mother	solo	328153368140006969	Q5125016	position
1	6000000006796831562	Q6196586	spouse	solo	6000000006796008214	Q4935467	position
1	6000000006797137732	Q447766	mother	solo	6000000008461854328	Q87575	position
1	6000000006797471148	Q3176206	mother	solo	6000000015646275885	Q17628639	position
1	6000000006801717634	Q131369508	child	name	6000000002447420158	Q124367250	shared: frances
1	6000000006803850848	Q75271601	mother	solo	6000000010234843777	Q75488229	position
1	6000000006804555945	Q75384364	child	solo	6000000000436936320	Q242317	position
1	6000000006804834808	Q108840576	father	solo	6000000012927728317	Q12305512	position
1	6000000006805345026	Q11670311	child	date	6000000011627007814	Q349440	born 1603 vs 1603
1	6000000006806744528	Q75389846	spouse	date	6000000003232538566	Q633149	born 1520 vs 1520
1	6000000006807966142	Q103780674	child	date	6000000003645806289	Q103780704	born 1521 vs 1521
1	6000000006808706112	Q106497114	father	solo	6000000014646348388	Q70914808	position
1	6000000006810000165	Q5812136	child	date	6000000009560378534	Q6011338	born 1661 vs 1661
1	6000000006811652929	Q22691009	spouse	solo	6000000006812995612	Q4938996	position
1	6000000006811727779	Q112968350	spouse	solo	6000000003274806698	Q6186767	position
1	6000000006813574355	Q104550332	father	solo	6000000006127631359	Q104550331	position
1	6000000006814145084	Q15255681	child	date	6000000011852161694	Q12362247	born 1591 vs 1591
1	6000000006815244628	Q136383919	mother	solo	4631415	Q110457180	position
1	6000000006819539410	Q13230617	father	solo	6000000000351102192	Q223134	position
1	6000000006820806369	Q11896896	child	date	6000000007692049437	Q17383863	born 1894 vs 1894
1	6000000006821288916	Q111988869	father	solo	6000000006821699341	Q110154727	position
1	6000000006821315290	Q10787418	spouse	solo	6000000000269766653	Q62959	position
1	6000000006823665914	Q28358002	child	date	6000000003287258346	Q444383	born 1821 vs 1821
1	6000000006827377261	Q391454	child	name	6000000003645853693	Q441885	shared: agathocles
1	6000000006827749116	Q130335459	spouse	solo	6000000032824355094	Q130335532	position
1	6000000006828365640	Q109265702	child	date	6000000006828366697	Q26239714	born 1671 vs 1671
1	6000000006828391336	Q115870657	father	solo	6000000006828549211	Q115870656	position
1	6000000006828562507	Q109265478	child	date	6000000006828366697	Q26239714	born 1661 vs 1661
1	6000000006828657011	Q115870653	spouse	name	6000000006828487280	Q115870655	shared: erik
1	6000000006828701331	Q109266155	spouse	solo	6000000006828534420	Q109265381	position
1	6000000006828783137	Q109266103	child	date	6000000006828366697	Q26239714	born 1666 vs 1666
1	6000000006829032196	Q75275073	child	date	6000000003366265119	Q6768368	born 1577 vs 1577
1	6000000006832093905	Q16331573	child	name	6000000003645853653	Q168261	shared: argaeus
1	6000000006835247216	Q165448	child	date	6000000003645753332	Q191039	born 7 vs 7
1	6000000006836151722	Q110549532	mother	solo	6000000001504537306	Q251445	position
1	6000000006839363070	Q11369702	child	date	6000000011626877868	Q11642999	born 1901 vs 1901
1	6000000006843118534	Q16595530	child	name	5291213138660106567	Q99302238	shared: carin
1	6000000006845525895	Q131729963	child	date	6000000010887870735	Q131729964	born 1667 vs 1667
1	6000000006845838309	Q3532631	father	solo	6000000016651884785	Q11644240	position
1	6000000006847090177	Q3036790	child	date	6000000002043186310	Q3111071	born 980 vs 980
1	6000000006850552249	Q109802283	child	date	6000000001329520025	Q5575593	born 1582 vs 1582
1	6000000006853244069	Q75561218	father	solo	6000000006444082557	Q75561216	position
1	6000000006856882192	Q515204	child	solo	6000000002187599883	Q465074	position
1	6000000006856952085	Q302813	child	solo	6000000005759156012	Q651208	position
1	6000000006857813421	Q1275952	child	solo	6000000006858827010	Q230716	position
1	6000000006858757121	Q1227324	father	solo	6000000012099498633	Q102416305	position
1	6000000006858830060	Q266030	child	date	6000000007892332453	Q234665	born 5 vs 5
1	6000000006858835151	Q240928	spouse	name	6000000006101240586	Q1409	shared: caesonia,milonia
1	6000000006862330154	Q24019469	father	solo	6000000006862039630	Q10443071	position
1	6000000006862450085	Q29468335	spouse	date	310751065250001432	Q3352137	born 1908 vs 1908
1	6000000006864285953	Q75322803	mother	solo	6000000033286636045	Q75322790	position
1	6000000006869943404	Q3419202	father	solo	6000000006870219033	Q3122211	position
1	6000000006869947230	Q317205	father	solo	6000000006889735530	Q262428	position
1	6000000006870085654	Q5064594	child	date	6000000003578848967	Q3492362	born 1280 vs 1280
1	6000000006870125218	Q2851355	mother	solo	6000000008708724282	Q432774	position
1	6000000006870170223	Q96243805	mother	solo	6000000006870219033	Q3122211	position
1	6000000006870272099	Q2788799	mother	solo	6000000003937220475	Q565914	position
1	6000000006877411130	Q111424499	father	solo	6000000000105413287	Q111424498	position
1	6000000006892327667	Q6185135	child	date	6000000006892321669	Q6184910	born 1654 vs 1654
1	6000000006897337018	Q98697623	mother	solo	6000000011830319899	Q109266419	position
1	6000000006897666324	Q2457060	child	name	6000000003645859280	Q2495012	shared: antiochus
1	6000000006898904258	Q109180142	child	date	6000000001760353891	Q11400603	born 1576 vs 1576
1	6000000006899060041	Q109180067	child	date	6000000001760353891	Q11400603	born 1573 vs 1573
1	6000000006900339296	Q4802408	spouse	solo	6000000006900232530	Q12005329	position
1	6000000006900553987	Q654576	mother	name	6000000001336803104	Q285148	shared: pompeia
1	6000000006905935999	Q2575566	mother	solo	6000000007317481262	Q4288329	position
1	6000000006905955898	Q5067767	spouse	name	6000000003494774759	Q451397	shared: swanhilde
1	6000000006906100402	Q17270013	mother	solo	6000000003243404866	Q75397955	position
1	6000000006906100528	Q15834293	spouse	solo	6000000002187828532	Q2350272	position
1	6000000006906165109	Q1746060	spouse	solo	4957925920090125485	Q275998	position
1	6000000006906186517	Q75431788	spouse	solo	6000000004867827616	Q61971294	position
1	6000000006906208607	Q3510942	spouse	name	6000000006906570375	Q506317	shared: tengling,wirpirk
1	6000000006906294761	Q31192321	father	solo	6000000008905633109	Q4681926	position
1	6000000006906412491	Q122254684	spouse	solo	6000000006906412508	Q122231634	position
1	6000000006906428932	Q9353042	father	solo	6000000001120089414	Q118087	position
1	6000000006906464060	Q13406412	child	date	6000000000475063599	Q470862	born 863 vs 863
1	6000000006906506405	Q709699	child	date	6000000003726054418	Q43961	born 948 vs 948
1	6000000006906517066	Q273319	child	date	3953135291130122872	Q76802	born 955 vs 955
1	6000000006906517236	Q5066980	spouse	solo	6000000002134762341	Q348137	position
1	6000000006906543427	Q22344311	mother	solo	6000000002224166476	Q2072769	position
1	6000000006906543782	Q11682276	spouse	date	6000000000011284066	Q819030	born 1011 vs 1012
1	6000000006906550173	Q16985749	mother	solo	6000000001586559347	Q64329	position
1	6000000006906563530	Q19960317	child	name	6000000010218558380	Q435137	shared: hermann
1	6000000006906578280	Q96074866	child	name	6000000006906550197	Q64318	shared: gebhard
1	6000000006906578820	Q695950	child	date	5104803485940063952	Q153023	born 1052 vs 1052
1	6000000006906605617	Q2117274	spouse	solo	6000000003087188011	Q453056	position
1	6000000006906605978	Q7325694	father	solo	6000000000276146890	Q75620304	position
1	6000000006906614042	Q5216054	mother	solo	6000000000701127473	Q507801	position
1	6000000006906624617	Q2287996	child	date	6000000005864637017	Q328755	born 1093 vs 1093
1	6000000006906624717	Q75384632	child	date	6000000003051107855	Q237886	born 1094 vs 1094
1	6000000006906640730	Q17418842	father	solo	6000000003484295832	Q19303222	position
1	6000000006906647563	Q75384449	child	solo	6000000003146930329	Q1331448	position
1	6000000006906647944	Q75464051	mother	solo	6000000006727915740	Q3568456	position
1	6000000006906655660	Q269917	child	date	6000000000531807761	Q530661	born 1126 vs 1126
1	6000000006906655766	Q269961	child	name	6000000000701127473	Q507801	shared: petronilla
1	6000000006906665550	Q1062522	child	name	6000000000436328266	Q2618807	shared: rhodri
1	6000000006906676716	Q17606373	father	solo	6000000001501010534	Q37086	position
1	6000000006906684937	Q75241831	child	date	6000000000175417426	Q55973888	born 1151 vs 1151
1	6000000006906697562	Q3132260	child	date	6000000007626293686	Q2827019	born 1155 vs 1155
1	6000000006906697804	Q97180261	child	date	6000000000666780234	Q234234	born 1156 vs 1156
1	6000000006906706526	Q940156	child	date	6000000003660469168	Q235409	born 1161 vs 1161
1	6000000006906706835	Q75237255	mother	solo	6000000001501069123	Q314662	position
1	6000000006906715458	Q28796236	father	solo	6000000000435968674	Q77532126	position
1	6000000006906715813	Q108377957	child	date	6000000008630617676	Q77243	born 1171 vs 1171
