qid,classes,mul,en,ja,zh,ko,ar,he,ru,de,fr,es,pt,it,nl,sv,nb,da,fi,pl
Q307433,Q101352,Öttl,Öttl,,,,,,,Öttl,Öttl,Öttl,Öttl,Öttl,Öttl,Öttl,Öttl,Öttl,Öttl,Öttl
Q307945,Q101352,Özoğuz,Özoğuz,,,,أوزوغوز,,,Özoguz,Özoğuz,Özoğuz,Özoğuz,Özoğuz,Özoğuz,Özoğuz,Özoğuz,Özoğuz,Özoğuz,Özoğuz
Q335561,Q110874,,Þorláksson,,,,,,,Þorláksson,Þorláksson,Þorláksson,Þorláksson,Þorláksson,Þorláksson,Þorláksson,Þorláksson,Þorláksson,Þorláksson,Þorláksson
Q337257,Q11879590,Saskia,Saskia,サスキア,萨斯基亚,사스키아,ساسكيا,ססקיה,Саския,Saskia,Saskia,Saskia,Saskia,Saskia,Saskia,Saskia,Saskia,Saskia,Saskia,Saskia
Q346569,Q101352,佐々木,Sasaki,佐々木,佐佐木,사사키,ساساكي,ססקי,Сасаки,Sasaki,Sasaki,Sasaki,Sasaki,Sasaki,Sasaki,Sasaki,Sasaki,Sasaki,Sasaki,Sasaki
Q347929,Q101352,Wilkinson,Wilkinson,ウィルキンソン,威尔金森,,ويلكينسون,וילקינסון,Уилкинсон,Wilkinson,Wilkinson,Wilkinson,Wilkinson,Wilkinson,Wilkinson,Wilkinson,Wilkinson,,Wilkinson,
Q348969,Q101352,,Maccarone,マッカローネ,马卡罗内,,مكاروني,,,Maccarone,Maccarone,Maccarone,Maccarone,Maccarone,Maccarone,Maccarone,Maccarone,Maccarone,Maccarone,Maccarone
Q352089,Q101352,Adamsson,Adamsson,,,,آدمسون,,,Adamsson,Adamsson,Adamsson,Adamsson,Adamsson,Adamsson,Adamsson,Adamsson,Adamsson,Adamsson,Adamsson
Q353737,Q12308941,Deodato,Deodato,,,,,דאודטו,Деодато,Deodato,Deodato,Deodato,Deodato,Deodato,Deodato,Deodato,Deodato,Deodato,Deodato,Deodato
Q354633,Q11879590,Adelaide,Adelaide,アデレイド,爱德莱德,,آديلايد,אדליידה,Аделаида,Adelaide,Adelaide,Adelaide,Adelaide,Adelaide,Adelaide,Adelaide,Adelaide,Adelaide,Adelaide,Adelaide
Q356377,Q101352,Aderholt,Aderholt,,,,,,,Aderholt,Aderholt,Aderholt,Aderholt,Aderholt,Aderholt,Aderholt,Aderholt,Aderholt,Aderholt,Aderholt
Q356969,Q101352,Adickes,Adickes,,,,,,,Adickes,Adickes,Adickes,Adickes,Adickes,Adickes,Adickes,Adickes,Adickes,Adickes,Adickes
Q365625,Q12308941,,Adolphe,アドルフ,阿道夫,,أدولف,אדולף,Адольф,Adolphe,Adolphe,Adolphe,Adolphe,Adolphe,Adolphe,Adolphe,Adolphe,Adolphe,Adolphe,Adolphe
Q373257,Q12308941,Boleslaw,Boleslaw,,博莱斯瓦夫,,,בולסלב,Болеслав,Boleslaw,Boleslaw,Boleslaw,Boleslaw,Boleslaw,Boleslaw,Boleslaw,Boleslaw,Boleslaw,Boleslaw,Boleslaw
Q376265,Q12308941,まもる,Mamoru,まもる,,마모루,,ממורו,Мамору,Mamoru,Mamoru,Mamoru,Mamoru,Mamoru,Mamoru,Mamoru,Mamoru,Mamoru,Mamoru,Mamoru
Q377369,Q11879590,Adrienne,Adrienne,エイドリアン,阿德里安娜,,أدريان,אדריאן,Эдриэнн / Адриенн,Adrienne,Adrienne,Adrienne,Adrienne,Adrienne,Adrienne,Adrienne,Adrienne,Adrienne,Adrienne,Adrienne
Q383113,Q101352,Dean,Dean,ディーン,迪安,,دين,דין,Дин,Dean,Dean,Dean,Dean,Dean,Dean,Dean,Dean,Dean,Dean,Dean
Q388777,Q101352,Şen,Şen,,,,,,,Şen,Şen,Şen,Şen,Şen,Şen,Şen,Şen,Şen,Şen,Şen
Q391321,Q11879590,Jacqueline,Jacqueline,ジャクリーン,杰奎琳,,جاكلين,ז'קלין,Жаклин,Jacqueline,Jacqueline,Jacqueline,Jacqueline,Jacqueline,Jacqueline,Jacqueline,Jacqueline,,Jacqueline,
Q392745,Q101352,,Švedas,,,,,,Швед,Švedas,Švedas,Švedas,Švedas,Švedas,Švedas,Švedas,Švedas,Švedas,Švedas,Švedas
Q398121,Q101352,,Pavelić,パベリッチ,帕韦利奇,,بافليتش,,Павелич,Pavelić,Pavelić,Pavelić,Pavelić,Pavelić,Pavelić,Pavelić,Pavelić,Pavelić,Pavelić,Pavelić
Q403433,Q101352,de Jong,de Jong,デ・ヨング,德容,,دي جونغ,דה יונג,де Йонг,de Jong,de Jong,de Jong,de Jong,de Jong,de Jong,de Jong,de Jong,de Jong,de Jong,de Jong
Q405609,Q11879590,Aimie,Aimie,,,,,,,Aimie,Aimie,Aimie,Aimie,Aimie,Aimie,Aimie,Aimie,Aimie,Aimie,Aimie
Q408729,Q11879590,Airinė,Airinė,,,,,איירין,,Airinė,Airinė,Airinė,Airinė,Airinė,Airinė,Airinė,Airinė,Airinė,Airinė,Airinė
Q413753,Q101352,Evrard,Evrard,,,,,,Эврар,Evrard,Evrard,Evrard,Evrard,Evrard,Evrard,Evrard,Evrard,Evrard,Evrard,Evrard
Q419161,Q101352,Rey,Rey,レイ,,,ري,,Рей,Rey,Rey,Rey,Rey,Rey,Rey,Rey,Rey,Rey,Rey,Rey
Q420601,Q101352,Bowles,Bowles,ボウルズ,鲍尔斯,,بولز,,Боулс,Bowles,Bowles,Bowles,Bowles,Bowles,Bowles,Bowles,Bowles,Bowles,Bowles,Bowles
Q430281,Q3409032,ゆう,Yū,ゆう,,유우,يو,יו,,Yū,Yū,Yū,Yū,Yū,Yū,Yū,Yū,Yū,Yū,Yū
Q444937,Q3409032,Nino,Nino,ニーノ,,,نينو,נינו,Нино,Nino,Nino,Nino,Nino,Nino,Nino,Nino,Nino,Nino,Nino,Nino
Q448361,Q101352,Propp,Propp,,,,بروب,,Пропп,Propp,Propp,Propp,Propp,Propp,Propp,Propp,Propp,Propp,Propp,Propp
Q450441,Q11879590,Alyssa,Alyssa,アリッサ,阿莉莎,앨리사,أليسا,אליסה,Алисса,Alyssa,Alyssa,Alyssa,Alyssa,Alyssa,Alyssa,Alyssa,Alyssa,Alyssa,Alyssa,Alyssa
Q451705,Q101352,Amadei,Amadei,,阿马代,아마데이,,,Амадеи,Amadei,Amadei,Amadei,Amadei,Amadei,Amadei,Amadei,Amadei,Amadei,Amadei,Amadei
Q462601,Q12308941,Amenhotep,Amenhotep,,,,أمنحتب,אמנחותפ,Аменхотеп,Amenhotep,Amenhotep,Amenhotep,Amenhotep,Amenhotep,Amenhotep,Amenhotep,Amenhotep,Amenhotep,Amenhotep,Amenhotep
Q474185,Q101352,,Amoruso,,阿莫鲁索,,أمورسو,,Аморузо,Amoruso,Amoruso,Amoruso,Amoruso,Amoruso,Amoruso,Amoruso,Amoruso,Amoruso,Amoruso,Amoruso
Q477529,Q11879590,Milla,Milla,ミッラ,米拉,,,,,Milla,Milla,Milla,Milla,Milla,Milla,Milla,Milla,Milla,Milla,Milla
Q479129,Q11879590,Aba,Aba,,,,,אבא,,Aba,Aba,Aba,Aba,Aba,Aba,Aba,Aba,Aba,Aba,Aba
Q486457,Q12308941,,Anas,アンドレウ,阿纳斯,,أنس,אנס,Анас,Anas,Anas,Anas,Anas,Anas,Anas,Anas,Anas,,Anas,Anas
Q503785,Q11879590,Adeodata,Adeodata,,,,,,,Adeodata,Adeodata,Adeodata,Adeodata,Adeodata,Adeodata,Adeodata,Adeodata,Adeodata,Adeodata,Adeodata
Q508553,Q12308941,Gavin,Gavin,ギャヴィン,盖温,,غافن,גאווין,Гэвин,Gavin,Gavin,Gavin,Gavin,Gavin,Gavin,Gavin,Gavin,Gavin,Gavin,Gavin
Q512153,Q11879590,Zsófia,Zsófia,,索菲娅,,,סופיה,Жофия,Zsófia,Zsófia,Zsófia,Zsófia,Zsófia,Zsófia,Zsófia,Zsófia,Zsófia,Zsófia,Zsófia
Q524537,Q3409032,Kimberly,Kimberly,キンバーリー,金伯莉,,كيمبرلي,קימברלי,Кимберли,Kimberly,Kimberly,Kimberly,Kimberly,Kimberly,Kimberly,Kimberly,Kimberly,Kimberly,Kimberly,Kimberly
Q564025,Q11879590,Annabel,Annabel,アナベル,安娜贝尔,,أنابيل,אנאבל,Аннабель,Annabel,Annabel,Annabel,Annabel,Annabel,Annabel,Annabel,Annabel,Annabel,Annabel,Annabel
Q564393,Q11879590,Annalisa,Annalisa,アンナリーザ,安娜丽莎,,آناليزا,אנליסה,,Annalisa,Annalisa,Annalisa,Annalisa,Annalisa,Annalisa,Annalisa,Annalisa,Annalisa,Annalisa,Annalisa
Q578505,Q101352,Knauer,Knauer,,克瑙尔,,,,Кнауэр,Knauer,Knauer,Knauer,Knauer,Knauer,Knauer,Knauer,Knauer,Knauer,Knauer,Knauer
Q581849,Q12308941,Kancjusz,Kancjusz,,,,,,,Kancjusz,Kancjusz,Kancjusz,Kancjusz,Kancjusz,Kancjusz,Kancjusz,Kancjusz,Kancjusz,Kancjusz,Kancjusz
Q588617,Q11879590,Teofánia,Teofánia,,,,,,,Teofánia,Teofánia,Teofánia,Teofánia,Teofánia,Teofánia,Teofánia,Teofánia,Teofánia,Teofánia,Teofánia
Q591273,Q11879590,Saoirse,Saoirse,,,시르셔,,סירשה,,Saoirse,Saoirse,Saoirse,Saoirse,Saoirse,Saoirse,Saoirse,Saoirse,Saoirse,Saoirse,Saoirse
Q591929,Q12308941,Angus,Angus,アンガス,安格斯,,أنجوس,אנגוס,Ангус / Энгус,Angus,Angus,Angus,Angus,Angus,Angus,Angus,Angus,Angus,Angus,Angus
Q596393,Q101352,Koevermans,Koevermans,,,,,,Куверманс,Koevermans,Koevermans,Koevermans,Koevermans,Koevermans,Koevermans,Koevermans,Koevermans,Koevermans,Koevermans,Koevermans
Q607721,Q12308941,Medard,Medard,,,,,מדרדו,,Medard,Medard,Medard,Medard,Medard,Medard,Medard,Medard,Medard,Medard,Medard
Q610473,Q12308941,Sozont,Sozont,,,,,,Созон,Sozont,Sozont,Sozont,Sozont,Sozont,Sozont,Sozont,Sozont,Sozont,Sozont,Sozont
Q610489,Q11879590,Florentina,Florentina,フローレンティーナ,弗洛伦蒂娜,,,,,Florentina,Florentina,Florentina,Florentina,Florentina,Florentina,Florentina,Florentina,Florentina,Florentina,Florentyna
Q615417,Q12308941,Anže,Anže,アンゼ,,,,,Анже,Anže,Anže,Anže,Anže,Anže,Anže,Anže,Anže,Anže,Anže,Anže
Q620793,Q101352,Appelquist,Appelquist,,,,,,Аппельквист,Appelquist,Appelquist,Appelquist,Appelquist,Appelquist,Appelquist,Appelquist,Appelquist,Appelquist,Appelquist,Appelquist
Q638777,Q11879590,Fatime,Fatime,ファティマ,,,,,,Fatime,Fatime,Fatime,Fatime,Fatime,Fatime,Fatime,Fatime,Fatime,Fatime,Fatime
Q645737,Q12308941,Alfréda,Alfréda,,,,,,,Alfréda,Alfréda,Alfréda,Alfréda,Alfréda,Alfréda,Alfréda,Alfréda,Alfréda,Alfréda,Alfréda
Q646313,Q12308941,Algernon,Algernon,アルジャーノン,阿尔杰农,,ألجيرنون,אלגרנון,Элджернон,Algernon,Algernon,Algernon,Algernon,Algernon,Algernon,Algernon,Algernon,Algernon,Algernon,Algernon
Q649225,Q101352,Юшкевич,Yushkevich,ユシュケヴィチ,,유시케비치,,,Юшкевич,Juschkewitsch,Iouchkevitch,Yushkevich,Yushkevich,Yushkevich,Yushkevich,,,Yushkevich,,
Q671561,Q101352,Morawetz,Morawetz,,,,,,,Morawetz,Morawetz,Morawetz,Morawetz,Morawetz,Morawetz,Morawetz,Morawetz,Morawetz,Morawetz,Morawetz
Q672393,Q12308941,Arkád,Arkád,,,,,ארקד,Аркад,Arkád,Arkád,Arkád,Arkád,Arkád,Arkád,Arkád,Arkád,Arkád,Arkád,Arkád
Q682121,Q11879590,Desideria,Desideria,デシデリア,德西德里亚,,,דזירה,Дезидерия,Desideria,Desideria,Desideria,Desideria,Desideria,Desideria,Desideria,Desideria,Desideria,Desideria,Desideria
Q703401,Q101352,全,Quan,全,全,취안,,,Цюань,Quan,Quan,Quan,Quan,Quan,Quan,,,Quan,,
Q726249,"Q12308941,Q101352",أشرف,Ashraf,アシュラフ,阿什拉夫,,أشرف,אשרף,Ашраф,Ashraf,Ashraf,Ashraf,,Ashraf,,Ashraf,,,,
Q732169,Q12308941,Taavi,Taavi,ターヴィ,塔维,,,טאווי,Таави,Taavi,Taavi,Taavi,Taavi,Taavi,Taavi,Taavi,Taavi,Taavi,Taavi,Taavi
Q742537,Q11879590,Raminta,Raminta,,,,,,Раминта,Raminta,Raminta,Raminta,Raminta,Raminta,Raminta,Raminta,Raminta,Raminta,Raminta,Raminta
Q747961,Q101352,Liebenberg,Liebenberg,リーベンバーグ,,,,,,Liebenberg,Liebenberg,Liebenberg,Liebenberg,Liebenberg,Liebenberg,Liebenberg,Liebenberg,Liebenberg,Liebenberg,Liebenberg
Q752665,Q12308941,Hashim,Hashim,ハーシム,哈西姆,,هاشم,האשם,Хашим,Hashim,Hashim,Hashim,Hashim,Hashim,Hashim,Hashim,Hashim,Hashim,Hashim,Hashim
Q754585,Q101352,Ateş,Ateş,,阿特什,,أتش,,Атеш,Ateş,Ateş,Ateş,Ateş,Ateş,Ateş,Ateş,Ateş,Ateş,Ateş,Ateş
Q770041,Q12308941,Augustus,Augustus,オーガスタス,奥古斯塔斯/奥古斯图斯,아우구스투스,أغسطس,אוגוסטוס,Огастес,Augustus,Augustus,Augustus,Augustus,Augustus,Augustus,Augustus,Augustus,Augustus,Augustus,Augustus
Q771209,Q11879590,Aukje,Aukje,,奥克耶,,,,Ауке,Aukje,Aukje,Aukje,Aukje,Aukje,Aukje,Aukje,Aukje,Aukje,Aukje,Aukje
Q772249,Q11879590,Antigoné,Antigoné,,,,,,,Antigoné,,,,,,,,,,
Q777449,Q11879590,,Arlett,,,,,,,Arlett,Arlett,,,,,,,,,
Q778441,Q11879590,Arzénia,Arzénia,,,,,,,Arzénia,Arzénia,Arzénia,Arzénia,Arzénia,Arzénia,Arzénia,Arzénia,Arzénia,Arzénia,Arzénia
Q779497,Q11879590,Aspazja,Aspazja,,,,,אספאסיה,,Aspazja,Aspazja,Aspazja,Aspazja,Aspazja,Aspazja,Aspazja,Aspazja,Aspazja,Aspazja,Aspazja
Q785817,Q12308941,Filibert,Filibert,フィリベルト,,,,פיליברטו,,Filibert,Filibert,Filibert,Filibert,Filibert,Filibert,Filibert,Filibert,Filibert,Filibert,Filibert
Q789161,Q12308941,Balassa,Balassa,,,,,,,Balassa,Balassa,Balassa,Balassa,Balassa,Balassa,Balassa,Balassa,Balassa,Balassa,Balassa
Q790185,Q12308941,Barakony,Barakony,,,,,,,Barakony,,,,,,,,,,
Q793417,Q11879590,,Ayşegül,,阿依塞古,,,,,Ayşegül,Ayşegül,Ayşegül,Ayşegül,Ayşegül,Ayşegül,Ayşegül,Ayşegül,Ayşegül,Ayşegül,Ayşegül
Q794793,Q3409032,,Aşkın,,,,,,,Aşkın,Aşkın,Aşkın,Aşkın,Aşkın,Aşkın,Aşkın,Aşkın,Aşkın,Aşkın,Aşkın
Q797449,Q101352,Baader,Baader,バーダー,,,بادر,,Баадер,Baader,Baader,Baader,Baader,Baader,Baader,Baader,Baader,Baader,Baader,Baader
Q804649,Q101352,,Balasingam,,,,,,,Balasingam,Balasingam,Balasingam,Balasingam,Balasingam,Balasingam,,,Balasingam,,
Q806825,Q101352,Banks,Banks,バンクス,班克斯,,بانكس,בנקס,Бэнкс,,,,Banks,Banks,Banks,Banks,Banks,Banks,Banks,Banks
Q809785,Q101352,Базаров,Bazarov,,,,,,Базаров,Basarow,Bazarov,Bazarov,Bazarov,Bazarov,Bazarov,,,Bazarov,,Bazarow
Q810649,Q11879590,Bastienne,Bastienne,,,,,,,Bastienne,Bastienne,Bastienne,Bastienne,Bastienne,Bastienne,Bastienne,Bastienne,Bastienne,Bastienne,Bastienne
Q811193,Q101352,Baudyš,Baudyš,,,,,,Баудиш,Baudyš,Baudyš,Baudyš,Baudyš,Baudyš,Baudyš,Baudyš,Baudyš,Baudyš,Baudyš,Baudyš
Q811561,Q101352,Baumgartner,Baumgartner,バウムガートナー,鲍姆盖特纳,바움가르트너,باومغارتنر,,Баумгартнер,Baumgartner,Baumgartner,Baumgartner,Baumgartner,Baumgartner,Baumgartner,Baumgartner,Baumgartner,,Baumgartner,
Q815049,Q101352,Bekrić,Bekrić,,,,,,,Bekrić,Bekrić,Bekrić,Bekrić,Bekrić,Bekrić,Bekrić,Bekrić,Bekrić,Bekrić,Bekrić
Q816089,Q101352,Belmont,Belmont,ベルモント,贝尔蒙特,,بيلمونت,בלמונט,Белмонт,Belmont,Belmont,Belmont,Belmont,Belmont,Belmont,Belmont,Belmont,Belmont,Belmont,Belmont
Q816729,Q101352,Benckert,Benckert,,本克特,,,,,Benckert,Benckert,Benckert,Benckert,Benckert,Benckert,Benckert,Benckert,Benckert,Benckert,Benckert
Q817785,Q101352,,Benke,,,,,,,Benke,Benke,Benke,Benke,Benke,Benke,Benke,Benke,Benke,Benke,Benke
Q819529,Q101352,Bergendahl,Bergendahl,ベリエンダール,贝延达尔,,بيرجيندال,,,Bergendahl,Bergendahl,Bergendahl,Bergendahl,Bergendahl,Bergendahl,Bergendahl,Bergendahl,Bergendahl,Bergendahl,Bergendahl
Q821945,Q101352,Berlinsky,Berlinsky,,,,,,Берлинский,Berlinsky,Berlinsky,Berlinsky,Berlinsky,Berlinsky,Berlinsky,Berlinsky,Berlinsky,Berlinsky,Berlinsky,Berlinsky
Q826489,Q11879590,Bernhild,Bernhild,,,,,,,Bernhild,Bernhild,Bernhild,Bernhild,Bernhild,Bernhild,Bernhild,Bernhild,Bernhild,Bernhild,Bernhild
Q829865,Q12308941,Besim,Besim,,贝西姆,,,,Бесим,Besim,Besim,Besim,Besim,Besim,Besim,Besim,Besim,Besim,Besim,Besim
Q834473,Q11879590,Bonita,Bonita,,博妮塔,,,,,Bonita,Bonita,Bonita,Bonita,Bonita,Bonita,Bonita,Bonita,Bonita,Bonita,Bonita
Q845673,Q101352,,Shan,単,單/单,산,,,Шань,Shan,Shan,Shan,Shan,Shan,Shan,,,Shan,,
Q847961,Q11879590,Borsika,Borsika,,,,,,,Borsika,,,,,,,,,,
Q848537,Q12308941,Botár,Botár,,,,,,,Botár,,,,,,,,,,
Q850745,Q12308941,Buda,Buda,ブダ,,,,,,Buda,,,,,,,,,,
Q852889,Q12308941,,,,,,,,,,,,,,,,,,,
Q853609,Q12308941,Csaba,Csaba,チャバ,乔鲍,,سابا,,Чаба,Csaba,Csaba,Csaba,Csaba,Csaba,Csaba,Csaba,Csaba,Csaba,Csaba,Csaba
Q853689,Q12308941,Peregrin,Peregrin,ペレグリン,,,,,,Peregrin,Peregrin,Peregrin,Peregrin,Peregrin,Peregrin,Peregrin,Peregrin,Peregrin,Peregrin,Peregrin
Q854889,Q101352,Bhattarai,Bhattarai,バッタライ,巴塔拉伊,,,,Бхаттараи,Bhattarai,Bhattarai,Bhattarai,Bhattarai,Bhattarai,Bhattarai,Bhattarai,Bhattarai,Bhattarai,Bhattarai,Bhattarai
Q861833,Q101352,,Bilius,,,,,,,Bilius,Bilius,Bilius,Bilius,Bilius,Bilius,Bilius,Bilius,Bilius,Bilius,Bilius
Q865625,Q101352,,Birkerts,,,,,,,Birkerts,Birkerts,Birkerts,Birkerts,Birkerts,Birkerts,Birkerts,Birkerts,Birkerts,Birkerts,Birkerts
Q870969,Q12308941,,Csege,,,,,,,Csege,Csege,Csege,Csege,Csege,Csege,Csege,Csege,Csege,Csege,Csege
Q879369,Q12308941,Bjarni,Bjarni,ビャルニ,比亚尼,,بيارني,ביארני,Бьядни,Bjarni,Bjarni,Bjarni,Bjarni,Bjarni,Bjarni,Bjarni,Bjarni,Bjarni,Bjarni,Bjarni
Q884841,Q11879590,Blodeuwedd,Blodeuwedd,,,,,,Блодьювед,Blodeuwedd,Blodeuwedd,Blodeuwedd,Blodeuwedd,Blodeuwedd,Blodeuwedd,Blodeuedd,Blodeuwedd,Blodeuwedd,Blodeuwedd,Blodeuwedd
Q892857,Q101352,Bonsack,Bonsack,,,,,,,Bonsack,Bonsack,Bonsack,Bonsack,Bonsack,Bonsack,Bonsack,Bonsack,Bonsack,Bonsack,Bonsack
Q896521,Q101352,Bracamontes,Bracamontes,,布拉卡蒙特斯,,براكامونتاس,,,Bracamontes,Bracamontes,Bracamontes,Bracamontes,Bracamontes,Bracamontes,Bracamontes,Bracamontes,Bracamontes,Bracamontes,Bracamontes
Q898649,Q12308941,Branko,Branko,ブランコ,布兰科,,برانكو,ברנקו,Бранко,Branko,Branko,Branko,Branko,Branko,Branko,Branko,Branko,Branko,Branko,Branko
Q901865,Q202444,,,,,,,,,,,,,,,,,,,
Q909097,Q11879590,,,,,,,,,,,,,,,,,,,
Q909257,Q101352,Brenner,Brenner,ブレナー,布伦纳,,برينر,ברנר,Бреннер,Brenner,Brenner,Brenner,Brenner,Brenner,Brenner,Brenner,Brenner,Brenner,Brenner,Brenner
Q920329,Q12308941,Sune,Sune,,苏恩,,سوني,סונה,,Sune,Sune,Sune,Sune,Sune,Sune,Sune,Sune,Sune,Sune,Sune
Q924953,Q101352,Broeck,Broeck,,,,,,Брук,Broeck,Broeck,Broeck,Broeck,Broeck,Broeck,Broeck,Broeck,Broeck,Broeck,Broeck
Q927545,Q12308941,Bronius,Bronius,ブロニウス,,,,ברוניוס,Бронюс,Bronius,Bronius,Bronius,Bronius,Bronius,Bronius,Bronius,Bronius,Bronius,Bronius,Bronius
Q928249,Q101352,Kelly,Kelly,ケリー,凯利,,كيلي,קלי,Келли,Kelly,Kelly,Kelly,Kelly,Kelly,Kelly,Kelly,Kelly,Kelly,Kelly,Kelly
Q941049,Q12308941,Jacques,Jacques,ジャック,雅克,자크,جاك,ז'אק,Жак,Jacques,Jacques,,,,,,,,,
Q943881,Q12308941,Knut,Knut,クヌート,克努特,크누트,كنوت,קנוט,Кнут,Knut,Knut,Knut,Knut,Knut,Knut,Knut,Knut,Knut,Knut,Knut
Q946969,Q12308941,Kamil,Kamil,カミル,卡米尔,,كامل,קמיל,Камиль,Kamil,Kamil,Kamil,Kamil,Kamil,Kamil,Kamil,Kamil,Kamil,Kamil,Kamil
Q962521,Q101352,,Pestano,,,,,,,Pestano,Pestano,Pestano,Pestano,Pestano,Pestano,Pestano,Pestano,Pestano,Pestano,Pestano
Q968649,Q12308941,Hisham,Hisham,ヒシャーム,希沙姆,,هشام,השאם,Хишам,Hisham,Hisham,Hisham,Hisham,Hisham,Hisham,Hisham,Hisham,Hisham,Hisham,Hisham
Q968985,Q101352,Kormann,Kormann,,,,,,,Kormann,Kormann,Kormann,Kormann,Kormann,Kormann,Kormann,Kormann,,Kormann,
Q987673,Q11879590,Edith,Edith,エディス,伊迪丝,,إديث,אדית,Эдит,Edith,Edith,Edith,Edith,Edith,Edith,Edith,Edith,Edith,Edith,Edith
Q987817,Q101352,喬,Qiao,喬,喬,차오,,,Цяо,Qiao,Qiao,Qiao,,Qiao,Qiao,,,,,
Q989001,Q12308941,Elmár,Elmár,,,,,,,Elmár,Elmár,Elmár,Elmár,Elmár,Elmár,Elmár,Elmár,Elmár,Elmár,Elmár
Q991417,Q12308941,Telman,Telman,,,,,טלמן,Тельман,Telman,Telman,Telman,Telman,Telman,Telman,Telman,Telman,Telman,Telman,Telman
Q992713,Q11879590,,,,,,,,,,,,,,,,,,,
