our_geni	our_name	via_child_geni	via_child_name	via_child_qid	candidate_parent_qids
6000000002043184330	Alain Fergant de Cornouaille Duc de Bretagne, Comte de Rennes et Nantes	6000000008789624608	Conan	Q728149	Q453613
6000000002043184703	Helen de Moreville	5028850249730050581	Devorguilla of Galloway	Q61964094	Q75242459
6000000002043186152	Luitgarde	6000000000424629314	Emma	Q3082675	Q540472|Q1811439
6000000002043186317	Murchad mac Finn O'Fáeláin King of Leinster	6000000002043186310	Gormflaith ingen Murchada O'Faelain	Q3111071	Q3328049
6000000002043186946	Adela of Ponthieu de Bellême Countess of Surrey	6000000006592017657	Isabel de Warenne 4th Countess of Surrey	Q516503	Q63247319
6000000002043192166	Muirchertach mac Gilla Comgaill Ó Tuathail	6000000002043192158	Mór ingen Muirchertaig Ó Tuathail	Q6950281	Q103566007|Q103566025
6000000002043192241	Cennétig mac Lorcáin King of the Dál gCais	6000000002043263223	Brian Bóruma mac Cennétig Rí na h'Éireann	Q272498	Q2944246|Q5004968
6000000002043192285	Simon de Senlis Earl of Huntingdon and Northampton	6000000004241400060	Matilda de Senlis of Buckby and Daventry	Q75387846	Q1793104
6000000002043192326	Ermengarde d'Anjou Duchess of Aquitaine and Brittany	6000000008789624608	Conan	Q728149	Q453613
6000000002043192840	Judith da Baviera Duchess Consort of Bavaria	6000000002229247837	Henry ll von Bayern Duke of Bavaria	Q454304	Q367571|Q454000
6000000002043192961	Bernard Comte d'Autun; Marquis de Septimanie; Count of Barcelona	6000000006864186180	William	Q1340512	Q826380|Q449846
6000000002043193692	Rhys ap Tewdwr of Deheubarth	6000000003649677344	Llewelyn Ddiriaid ap Rhys	Q76154270	Q1381003;Q116052807
6000000002043193973	Bertha FitzMiles de Hereford Heiress of Brecon	6000000002134845380	William de Braose III	Q3779058	Q3779057|Q3638894
6000000002043195252	Reginar IV count of Hainaut	6000000005703890001	Béatrix de Hainaut	Q48925204	Q128208|Q3129344
6000000002043201116	Cecily de Rumilly	6000000002043214812	Alice de Rumilly Lady of Craven and of Skipton	Q75393450	Q2825511|Q75387799
6000000002043204087	Berthold	6000000002043204073	Cunigonde	Q1834693	Q12273182
6000000002043204130	Jutta von Arlon Gräfin von Arlon und Limburg	6000000001531202519	Hendrik Conde von Limbourg Hertog van Limburg and Arlon (Duke of lower Lotharingia)	Q113025	Q125989;Q122277863|Q76207648
6000000002043208985	Albert II of Namur	6000000001593947330	Albert III of Namur	Q930741	Q262528|Q2288787
6000000002043208992	Regilinde de Lorraine	6000000001593947330	Albert III of Namur	Q930741	Q262528|Q2288787
6000000002043214660	Judith van Gelder Wassenberg Limburg	6000000000424920263	Henry of Limburg	Q68668	Q56760455
6000000002043214699	Yolanda von Wassenberg, Gravin von Gelre von Wassenberg, Countess of Hennegau	6000000012852760213	Baldwin	Q703389	Q2075550
6000000002043214826	Æthelreda	6000000002043214819	William fitz Duncan	Q1778144	Q366745|Q782354
6000000002043214910	Guillaume de Poitiers IV duc d'Aquitaine et II comte de Poitou	6000000004167822768	William d'Aquitaine III Count of Poitou, V Duke of Aquitaine	Q382339	Q708547
6000000002043232424	Hugo VIII, count in Nordgau & at Egisheim	6000000003098215498	Pope Leo IX	Q58559	Q3142592|Q967415
6000000002043232480	Heilwig von Dagsburg	6000000003098215498	Pope Leo IX	Q58559	Q3142592|Q967415
6000000002043232552	Richlind	6000000000469455971	Herman Duke of Swabia II	Q715062	Q125454
6000000002043252415	Hugh de Audley 1st Earl of Gloucester	6000000000516253417	Margaret de Stafford 2nd Baroness Audley, Countess of Stafford	Q15040852	Q2385983
6000000002043258261	Orabella de Mar heiress of Leuchars, Countess of Mar	6000000003146930404	Saier de Quincy 1st Earl of Winchester, Magna Carta Surety	Q1703908	Q65065220|Q75518347
6000000002043260887	Adeliza de Normandie	6000000000716998561	Guillaume I de Bourgogne Comte de Bourgogne	Q519641	Q2728803
6000000002043263103	Matilda of Swabia duchess of Carinthia, duchess of Upper Lorraine	6000000000765100226	Sophie, Countess of Bar	Q291762	Q700599|Q470283
6000000002043263445	Auxilia di Savoia	4957925890120125479	Otto, count of Savoy	Q451377	Q61705647
6000000002043263697	Ebles Manzer de Poitiers duc d'Aquitaine	6000000001412937598	Guillaume 'Tête d'étoupe' d'Aquitaine III duc d'Aquitaine, I comte de Poitou	Q543880	Q529220
6000000002045087601	Janet Hepburn	6000000002045155360	George Seton	Q5544434	Q5544432|Q75263738
6000000002045238090	Elizabeth Hay	6000000005331185018	George Seton	Q5544435	Q75263742
6000000002048018567	Gruffydd Fychan ap Gruffydd Lord of Glyndwrdy	6000000003827328593	Owain Glyndwr ap Gruffudd Prince of Wales	Q317279	Q2350777|Q99071692
6000000002048053250	Elen verch Thomas	6000000003827328593	Owain Glyndwr ap Gruffudd Prince of Wales	Q317279	Q2350777|Q99071692
6000000002056931413	Anna Maria Sabelstierna	6000000002056902490	Erik Lorentzson Blåfield	Q136289548	Q136289605
6000000002057425562	Sofia Ulrika Westberg	4626632238080050958	Johan Ulrik Söderhjelm	Q115974205	Q123585247
6000000002057869434	Althéa Maria Cederberg	6000000002057920394	Lorentz Peter Söderhielm	Q115974207	Q115974231
6000000002063115439	Elias Pedersson Gavelius	6000000007675721719	Petrus Eliae Cederschiöld till Lidboholm	Q5605668	Q16649267
6000000002063666472	Catharina Larsdotter Carpelan	6000000002056833410	Catharina Göransdotter Hufvudsköld	Q136289549	Q136289622
6000000002065701616	Johan Fredric von Knorring	6000000009987071373	Henrik Johan von Knorring	Q100597750	Q84062929|Q20726526
6000000002065863283	Margareta Elisabet Fransdotter von Knorring	6000000009987071373	Henrik Johan von Knorring	Q100597750	Q84062929|Q20726526
6000000002081326221	Inga Margareta von Rudbeck	6000000021024138506	Israel Trolle d.y.	Q19977196	Q123505768
6000000002084448513	Ingegerd	6000000001669615869	Ingrid Ragnvaldsdatter of Norway	Q438469	Q6061198
6000000002106077816	Leonard Hastings Kt.	6000000002052536959	William Hastings	Q1396340	Q75762462|Q75762463
6000000002106131629	Thomas Ferrers of Tamworth	6000000003087110618	John Ferrers Kt.	Q75555528	Q39137386|Q75781140
6000000002106146504	Aelia Ariadne	6000000007169246313	Flavius Leo Iunior Augustus	Q191707	Q183452|Q291756
6000000002106206712	Margaret de Cornwall	6000000002135307796	Geoffrey de Cornwall	Q75775660	Q75776395
6000000002106208023	Tarasis Kodisa Rousombladadiotes	6000000007169246313	Flavius Leo Iunior Augustus	Q191707	Q183452|Q291756
6000000002106239063	Chrothildis	6000000002213938255	Childébert des Francs roi des Francs	Q109223	Q295175|Q2979714
6000000002106275821	Maud of Apulia	6000000000011075006	"Ramon Berenguer III ""the Great"" count of Barcelona"	Q367001	Q60943|Q9026788
6000000002106409332	Joanna Montfort	6000000002106169658	Robert Lord Montfort Esq.	Q75775022	Q75870105
6000000002112733897	Edmund le Botiller	6000000002112707514	James Butler 1st Earl of Ormond	Q6130586	Q5339352|Q6205050
6000000002114073346	Richard Talbot K.B.	6000000002113988221	Gilbert Talbot	Q61835588	Q18576889
6000000002115464562	Niels Jacobsen Bild	6000000000725107454	Margrethe Nielsdatter Bild	Q110303291	Q136376191
6000000002115929571	James Hamilton of Innerwick	6000000017266421837	Alison Hamilton	Q76274729	Q76274730|Q76274731
6000000002116013091	Eupheme Murray	6000000017271134572	George Stewart	Q75850916	Q75267132|Q76254938
6000000002116065187	William Keith	6000000002188056246	George Keith	Q5541264	Q75389515|Q75260351
6000000002116068283	William Hay	6000000002116068310	William Hay	Q19873055	Q19873053|Q75255582
6000000002116074197	Alice de Fenton	6000000004533450985	William Sinclair of Roslin Lord of Roslin	Q18813411	Q18534177|Q75532199
6000000002116079736	Helen Home	6000000017266421837	Alison Hamilton	Q76274729	Q76274730|Q76274731
6000000002116095745	Elizabeth Douglas	6000000003615466134	James Douglas 4th Earl of Morton; Regent of Scotland	Q1266779	Q5538609|Q75389855
6000000002116129259	Elizabeth Douglas of Cavers	6000000008212283490	Alexander Stewart	Q75715041	Q75268585|Q75715039
6000000002116129856	Janet Gordon of Aberdalgie	6000000011747733588	Hugh Fraser 3rd Lord Fraser of Lovat	Q41450386	Q75404339
6000000002116140505	Anne Mariota Forbes	6000000003891024547	Katherine Gordon	Q75518859	Q75518861|Q75920367
6000000002116164237	John Kennedy	6000000007009464697	Margaret Burnet	Q17352665	Q6242824|Q50824408
6000000002116164243	Jean Hamilton	6000000007009464697	Margaret Burnet	Q17352665	Q6242824|Q50824408
6000000002116190542	Mary Grey	5491313493740121430	Arthur Grey	Q4798891	Q8010201|Q6485520
6000000002119029860	Severa verch Macsen	6000000002119248024	Caderyn Fendigaid ap Gwrtheyrn Brenin Powys	Q1292998	Q326585
6000000002133673900	Johan Magnus af Tengström	6000000007710544504	Johan Martin Jacob af Tengström	Q6215247	Q11866613
6000000002134224443	Guillaume I de Nevers Comte de Nevers, Comte d'Auxerre, Comte de Tonnerre	6000000001353959747	Ermengarde de Nevers	Q76010797	Q2118230|Q728436
6000000002134778785	Bertrada	6000000012303301082	Hartnid	Q3127394	Q827676
6000000002134815439	Maria Elisabeth Flandrine de la Tour d'Auvergne	6000000001842551175	Marie de La Tour d'Auvergne	Q3292912	Q443476
6000000002134845934	William de Braose II	6000000002134845380	William de Braose III	Q3779058	Q3779057|Q3638894
6000000002134850430	Nest ‘Agnes’ ferch Osbern	6000000000337400222	Sybil de Neufmarché	Q3960034	Q2394860|Q75382459
6000000002134972526	Maude FitzWalter	6000000000276146890	Bertha FitzRichard	Q75620304	Q7325694|Q75464181
6000000002135149996	Aloisia di Saluzzo	6000000001744825617	Alice of Saluzzo, Countess of Arundel	Q3611717	Q922316|Q60311943
6000000002135188337	Ulrich IV. von Neuenburg III	6000000005689140001	Agnès de Neuchâtel	Q105769398	Q2645170|Q105769410
6000000002135188345	Jolanthe von Urach Arberg Gräfin von Neuenburg	6000000005689140001	Agnès de Neuchâtel	Q105769398	Q2645170|Q105769410
6000000002135546760	Richard St Maur knight	6000000009431462576	John St Maur	Q105770540	Q76100289|Q75449685
6000000002137313247	Christina Maria Falkenberg af Trystorp	6000000012587970591	Didrik Henrik Taube	Q6204645	Q109296412
6000000002142035742	Coenred	6000000001184035610	Ingild	Q25990706	Q886103|Q96074766
6000000002142791054	Æðelbeorht	6000000013575564861	Eadberht II King of Kent	Q880235	Q75451538
6000000002143186115	Mérovech {Legendary leader of the Frankish tribes}	6000000005913253971	Childéric Mérovingiens	Q193869	Q58165
6000000002152952321	Bertachar King of Thuringia König der Thüringer	6000000011540372224	Radegund of Thuringia	Q236974	Q660277
6000000002154297114	Rotrude	5475363828490111452	Pépin	Q81212	Q469702
6000000002160065116		6000000011627413251	Konin-tenno (Amemunetakatsugi)	Q958662	Q11072254|Q24868439
6000000002164125989	Anna Hieronymusdotter Mums	6000000002164125996	Maria Mårtensdotter Mums	Q110304553	Q110304554|Q110304555
6000000002168353049	Constance Unknown Countess of Northumberland	6000000002665155925	Eleanor Percy Duchess of Buckingham	Q5354355	Q40850487
6000000002172738206	Maud Talbot Countess of Shrewsbury, Baroness Furnivalle	6000000002188655517	John Talbot	Q72087	Q75251739
6000000002172838952	Sybil de Braose	6000000000424646430	William de Ferrers 4th Earl of Derby	Q8020786	Q61896279
6000000002172855257	Margaret la Zouche	6000000000796888188	Euphemia FitzRobert de Clavering	Q75095304	Q75091274
6000000002173042224	Catherine Stafford Countess of Westmorland	6000000006444774484	Margaret de Neville	Q75256268	Q6240511|Q75403987
6000000002173080951	William de Vescy Knight	6000000001300332643	William de Vesci	Q8020834	Q8020833|Q75291652
6000000002174415141	Marthe Françoise De Noailles	6000000002174415149	François de Gontaut Biron	Q108942341	Q108942344
6000000002174688133	Concubine #4 of Henry I	6000000000269743509	Sybilla of Normandy Queen consort of Scotland	Q2293930	Q2001541
6000000002174918494	Roger Sheldon of Stanton Stafford	6000000028910792035	Joseph Sheldon Lord Mayor of London	Q75826320	Q76365969
6000000002176345049	Niall mac Dhonnchad 2nd Earl of Carrick	6000000000523566628	Marthok nic Niall	Q273307	Q1692522|Q75387966
6000000002176509248	Margaret Seton	6000000001792609913	James Hamilton	Q3806588	Q75389794
6000000002176556116	Margaret Hamilton Countess of Crawford Lindsay	6000000002116140769	Elizabeth Lindsay	Q75266326	Q4262007|Q75390088
6000000002176608795	Patrick Lyon 1st Earl of Kinghorn	6000000002176608790	John Lyon 2nd Earl of Kinghorne	Q75248514	Q75251974|Q4768565
6000000002176641626	Simonetta, da Collevecchio	6000000007816340913	Alessandro de'Medici duca di Firenze	Q378232	Q312612;Q83159|Q3961302
6000000002176658327	Elizabeth Łokietkówna of Poland	6000000056484157870	Charles of Hungary	Q75911563	Q242825
6000000002176661888	N.N.	6000000002187690229	Levente Árpád dynasty	Q943469	Q462947
6000000002176677784	Fedor Gutsherren Ivanovich Godunov	6000000007993571922	Boris Feodorovich Godunov	Q170172	Q75394669
6000000002176677789	Stephanida Ivanovna Godunova	6000000007993571922	Boris Feodorovich Godunov	Q170172	Q75394669
6000000002181368497	Bonne de Savoie	6000000002180978779	Gian Galeazzo Maria Galeazzo Sforza	Q314514	Q2721001
6000000002181957104	George Beaumont	6000000001471825485	William Beaumont	Q75275293	Q75275297|Q75275299
6000000002184459182	Domhnall mac Uilleim 6th Earl of Mar	6000000003446499867	Isabella nic Domhnaill	Q444026	Q2947755|Q75414945
6000000002186211880	Gustaf Rudolf Idman	6000000010238594771	Karl Gustaf Idman	Q2335630	Q23698908
6000000002187298826	Sven Knutsson Ribbing	6000000006200545096	Bengt Svensson Ribbing till Svanseryd	Q6070032	Q5916003
6000000002187588552	Sophie Grafin von Wirttenburg	6000000003827438579	Eberhard II of Württemberg	Q69359	Q101342047
6000000002187588619	Kunigunde von Baden	6000000003827611991	Kunigunde von Wertheim	Q55527369	Q31192653|Q110603931
6000000002187588706	Hermann VI von Zähringen Markgraf von Baden	6000000002188546124	Duke Friedrich III of Austria Von Baden	Q558049	Q548107|Q454796
6000000002187592101	Áed mac Cináeda Rí na h'Alba	6000000009432252772	Constantín II mac Áeda Rí na h'Alba	Q333748	Q305341
6000000002187599790	Marcus Antonius Orator	6000000003645753292	Gaius Antonius Hybrida	Q435213	Q176122|Q110737979
6000000002187608792	Thutmose I Pharaoh of Egypt	6000000003645797173	Hatshepsut I Makere Queen, Pharaoh of Egypt	Q129234	Q157962|Q240256
6000000002187608811	Ahmose I Queen of Egypt	6000000003645797173	Hatshepsut I Makere Queen, Pharaoh of Egypt	Q129234	Q157962|Q240256
6000000002187617530	Laodice	6000000000424702295	Cleopatra	Q461784	Q446544
6000000002187639067	Alix d'Este	6000000003827400343	Azzo VII d'Este Marquis of Ferrara	Q794469	Q17527817
6000000002187639492	Agnes von Württemberg von Württemberg	5127554572940064726	Ulrich I. Graf von von Truhendingen	Q75956112	Q44192326|Q394800
6000000002187639500	Agnes von Liegnitz Von Schlesien	6000000002187588579	Eberhard I von Württemberg Graf von Württemberg	Q650606	Q394781
6000000002187639519	Irmgard von Ulten	6000000002187639480	Ulrich von Württemberg Graf von Württemberg	Q247786	Q139564431
6000000002187639569	Oda	6000000002188028136	Ludwig von Kärnten König des Ostfrankenreiches	Q157099	Q154936|Q265436
6000000002187639909	Sjostislava Rurikid Przemyslid	6000000033247122646	Prince of Novgorod Vysheslav Vladimirovich of Kiev, Rurikid	Q1961514	Q18691680
6000000002187656126	Heimrich Graf im Saalgau	6000000003346787945	Poppo von Babenberg Graf im Grabfeldgau	Q2746904	Q76299054|Q76298658
6000000002187656452	Dorothea von Haldensleben	6000000003318546921	Thietburga von Haldensleben	Q75247727	Q570504
6000000002187656492	dogaressa Grimelda Árpád, princess of Hungary	6000000003495351521	Frozza Adelheid Orseolo	Q1885480	Q935635|Q14916855
6000000002187684147	Irmingard Fürstin von Anhalt	6000000003827527724	Jutta von Anhalt	Q20500876	Q75289039
6000000002187684590	Dietrich Graf im Hassegau	6000000003858812164	Dedo I von Wettin Markgraf von Merseburg	Q520301	Q248335|Q75247738
6000000002187699043	Alpais von Eifelgau de Frioul	6000000092625553891	Gerhard of Metz	Q1928688	Q14565888|Q76299046
6000000002187699572	Anicius Probinus	6000000002187572907	Petronius Maximus Western Roman Emperor	Q191940	Q723472|Q131731623
6000000002187699688	Petronius Probinus	6000000000316744035	Sextus Claudius Petronius Probus	Q1542092	Q1219455
6000000002187712904	Lucius Domitius Ahenobarbus	6000000003796596243	Lepida	Q107718375	Q351495|Q233704
6000000002187720024	Aeacides of Epirus King of Epirus	6000000002187720008	Pyrrhus	Q172353	Q403377|Q3239160
6000000002187720035	Phthia of Pharsalos II	6000000002187720008	Pyrrhus	Q172353	Q403377|Q3239160
6000000002187757413	Koloman ÁRPÁD (házi)	5028249596360123553	Stephan II	Q82448	Q83066
6000000002187757796	Helena Alypius byzantine empress	385912840740007136	Zoe Porphyrogenita byzantine empress	Q41659	Q3657801
6000000002187768562	Janet Borthwick Lady Dalkeith	6000000006444360978	Helen Hepburn	Q75512492	Q75263813|Q75412886
6000000002187771287	Elizabeth Hay	6000000002188056246	George Keith	Q5541264	Q75389515|Q75260351
6000000002187788709	Marjory Dunbar	6000000000217144581	Mariotta Spalding	Q138807221	Q4719410|Q75388325
6000000002187788810	Margaret Ruthven of Balerno	6000000005417759097	Malcolm Drummond of Cargill & Stobhall Kt.	Q61466220	Q75275013|Q75275015
6000000002187798500	Mechtild van Nassau	6000000002188563201	Otto von Nassau-Siegen	Q462493	Q2031173
6000000002187805531	Günther l von Kevernburg Graf von Schwarzburg	6000000002187696186	Sizzo III von Kevernburg Graf von Schwarzburg	Q102084	Q25418063|Q21106446
6000000002187814242	Henry von Limburg	6000000019511741569	Walram von Limburg IV	Q83660	Q72939
6000000002187818297	Adelheid von Waldeck	6000000007335955230	Otto Graf von Waldeck II	Q2039326	Q75292117
6000000002187820277	Dietrich IV VI von Kleve	6000000008640629738	Dietrich Luf I von Kleve	Q1223929	Q91469|Q21396241
6000000002187820456	Elisabeth von Jülich-Berg	6000000003827468000	Adolph III von Waldeck-Landau	Q362670	Q31191843
6000000002187821458	Ripsimia	6000000000686067806	Aron Komitopulos	Q4170906	Q3394080|Q9069406
6000000002187823190	Teodora Diogenes	6000000007215687165	Anna Diogenissa	Q3932110	Q17720341|Q12296185
6000000002187823205	Isaak Leo Komnenos Sebastokrator of the Byzantine Empire	6000000002187820571	Andronikos Komnenos I	Q41830	Q392653
6000000002187823529	Margareta von Jülich	6000000037064299850	Diether von Katzenelnbogen	Q31192671	Q1223231|Q75292336
6000000002187823791	Ludwig von Schauenburg I	6000000002187823743	Ludwig von Schauenburg	Q586924	Q96268|Q61865728
6000000002187823799	Cecilia Margravinde Stade von Thüringen Countess	6000000002187823743	Ludwig von Schauenburg	Q586924	Q96268|Q61865728
6000000002187825609	Agnes von Bayern	6000000001504387635	Sophia von Brandenburg	Q3078144	Q4693142
6000000002187825642	Heinrich XIII/I von Bayern Herzog zu Niederbayern	6000000008067092228	Ludwig III von Bayern Herzog von Niederbayern	Q64326	Q61154|Q671707
6000000002187826416	Gottfried I von Habsburg-Laufenburg Graf von Habsburg-Laufenburg	6000000003827280516	Rudolf III von Habsburg-Laufenburg Graf von Habsburg-Laufenburg	Q2173036	Q1512056|Q108838944
6000000002187828621	Poppo von Berg-Schelklingen zu Roggenstein	6000000002947577496	Heinrich I von Berg-Schelklingen Grave	Q30301558	Q61139428|Q61314175
6000000002187828634	Diepold II von Vohburg Graf im bayerischen Nordgau	6000000001669640454	Adelheid van Mochental	Q61314170	Q61812302|Q1866153
6000000002187834025	Judith Countesson von Brandenburg	6000000003827799015	Judith Askanier, Herzogin zu Sachsen-Wittenberg	Q75289087	Q102542830|Q102542990
6000000002187834912	Wacław I legnicki of Legnica książę	6000000003204433619	Rupert I legnicki of Legnica książę	Q367271	Q442091|Q633699
6000000002187837090	Elena Maria Romanovna Chernigovsky of Chernigov	6000000002187837106	Mstislav Mikhailovich of Karachev	Q15650645	Q497962
6000000002187837098	Mikhail Vsevolodovich Černigovský	6000000002187837106	Mstislav Mikhailovich of Karachev	Q15650645	Q497962
6000000002187837668	Vsevolod II Olegovich of Kiev	6000000002187837607	Sviatoslav Vsevolodovich of Chernigov and Kiev	Q497100	Q368805|Q13032127
6000000002187845278	Mathilde de Sully	6000000000172371709	Gilles II de Sully seigneur de Sully	Q107300498	Q107293401
6000000002187845293	Alberge de Beaugency	6000000002043192318	Hildegard Lancelote de Beaugency	Q75402865	Q2185834
6000000002187851473	Theophilactus I Tusculanum	6000000010331432922	Theodora II di Tuscolo, Judex Palatinus	Q1438630	Q44975|Q44978
6000000002187851484	Theodora	6000000010331432922	Theodora II di Tuscolo, Judex Palatinus	Q1438630	Q44975|Q44978
6000000002187851701	Jeanne de Nevers Duchesse de Bretagne	6000000000350921883	Jean V de Montfort Duke of Brittany	Q449008	Q544055|Q288219
6000000002187855362	Margaret of Dampierre of Flanders	6000000001500884462	John II de Brabant duke of Brabant	Q703470	Q545424|Q921825
6000000002187857348	Theodoulos Synadenos	6000000013005079391	Synadene	Q447076	Q62588465|Q117951953
6000000002187857356	N/a Botaneiatissa	6000000013005079391	Synadene	Q447076	Q62588465|Q117951953
6000000002187868660	Giles Boyd	6000000008661311414	Hugh Montgomerie	Q75263831	Q75263829|Q75263841
6000000002187888470	Hildegarde	6000000001745028799	Adela of Nordgau	Q2315828	Q3142608|Q103563066
6000000002187891981	Constantine Diogenes	6000000007215687165	Anna Diogenissa	Q3932110	Q17720341|Q12296185
6000000002187893247	Hodierne	6000000003244369507	Raymond III de Toulouse count of Tripoli, prince of Galilee & Tiberias	Q354389	Q53114
6000000002187894109	George Sinclair 5th Earl of Caithness	6000000003615703235	William Sinclair Lord Berridale	Q43915407	Q75262550|Q75262771
6000000002187894750	Elizabeth Crichton Countess of Huntly	6000000000772899261	George Gordon 2nd Earl of Huntly	Q495643	Q495612|Q75269383
6000000002187894758	Christian Seaton Innes	6000000008630801654	Robert Innermarkey Haynes of Innes	Q76036179	Q75933737|Q75761363
6000000002187894940	Jean Hepburn	4622833893320071468	James Sinclair of Murkle Master of Caithness	Q75272465	Q6170833
6000000002187911224	Marie de Brienne	6000000003827599862	Philippe de Courtenay I	Q888405	Q526450
6000000002187911988	Gilbert of the Haye	6000000001013078078	William Hay 1st Earl of Errol, 2nd Lord Hay, Constable of Scotland	Q18821934	Q75557629|Q75560696
6000000002187923905	Ragnahild Queen Consort of the Visigoths	6000000006244496074	Alaric ll	Q110884	Q217620|Q11944484
6000000002187952677	Catharina von Lothringen	6000000003827136164	Fréderic III de Lorraine duc de Lorraine	Q574017	Q571439|Q2942117
6000000002187974126	Jeanne de Valletort Warenne (not married)	6000000021811834754	Richard de Cornwall of Thunnock	Q75384375	Q75384378
6000000002187982465	Tord Horda-Kåresson	6000000003243418196	Tora «Mostaff» Mosterstong	Q1769527	Q5813548
6000000002187992932	Anna Durward	365373372940001808	William de Ferrers 1st Lord Ferrers de Groby	Q19325837	Q15709931
6000000002188001810	Henry VIII the Sparrow duke of Glogau VIII	6000000006727826039	Johan l von Glogau-Sagan	Q442562	Q442158
6000000002188002341	Eudokia Palaiologina	6000000008010371409	Michael Megas Komnenos Emperor of Trebizond	Q1240084	Q452041|Q3059527
6000000002188002474	Boleslaw III opolski of Oppeln książę	6000000005232224447	Jan Kropidło książę	Q479890	Q479897|Q10853424
6000000002188002489	Bernard of Świdnica	6000000002188002458	Elisabeth of Świdnica von Oppeln	Q10787531	Q571364|Q3487816
6000000002188002551	Leshek Piast	6000000006727876746	Boleslav V Piast	Q53443	Q53991|Q3331104
6000000002188002562	Gremislava Ingvarevna	6000000006727876746	Boleslav V Piast	Q53443	Q53991|Q3331104
6000000002188002842	Władysław Duke of Opole	6000000002188002850	Bolko I of Opole	Q670447	Q668210|Q5410344
6000000002188002872	Grzymislawa Agnieszka af Belz	6000000002188002466	Bolko II of Opole von Oppeln	Q571012	Q102538337
6000000002188002948	Anna Cieszyńska Princess of Silesia-Teschen	6000000003204433619	Rupert I legnicki of Legnica książę	Q367271	Q442091|Q633699
6000000002188002956	Przemysław I Noszak Duke of Cieszyn	6000000015212276497	Przemysław of Oświęcim	Q556397	Q690312|Q96076125
6000000002188005065	Anna Mstislavna of Galicia	6000000001409107184	Leo Lev I Danilovich Rurikid King of Galicia and Rus, Ukraiane	Q156357	Q16738581
6000000002188005367	Magdalene von Brandenburg Herzogin zu Braunschweig-Lüneburg, Fürstin zu Lüneburg	6000000006727796048	Margarethe von Mecklenburg	Q105586	Q64548|Q325842
6000000002188005610	Caterina del Carretto da Marano	6000000012714687220	Aurelia del Carretto	Q137399701	Q3663534
6000000002188005849	Antonia Borri	6000000002188005833	Bonacossa Borri	Q3642013	Q3967448|Q61973479
6000000002188008020	Jacopino della Scala	6000000011485500771	Manfredo della Scala vescovo di Verona	Q18223206	Q1134022
6000000002188008287	Elisabeth van Strijen van Stienen	6000000006727945197	Wouter III van Egmond	Q3418336	Q19345936|Q76189043
6000000002188021209	Wartislaw I Świętoborzyc Duke of Pomerania	6000000003645782595	Bogislaw I Duke of Pomerania	Q572023	Q559682
6000000002188021217	Heila	6000000003645782595	Bogislaw I Duke of Pomerania	Q572023	Q559682
6000000002188021457	Рихца фон Хойя	6000000003827484430	Christian III von Oldenburg Graf von Oldenburg	Q1080420	Q75246982
6000000002188021538	Elisabeth von Hessen Gräfin zu Waldeck	6000000007335965769	Heinrich von Waldeck Graf von Waldeck	Q1232029	Q75290558
6000000002188040083	Walter Innes of Innermarkie	6000000008630801654	Robert Innermarkey Haynes of Innes	Q76036179	Q75933737|Q75761363
6000000002188043948	John Erskine 5th Lord Erskine	6000000012963636521	Margaret Erskine	Q532354	Q6231896|Q75269487
6000000002188045991	Christian Lyon	6000000002116068310	William Hay	Q19873055	Q19873053|Q75255582
6000000002188050047	James Scrimgeour of Dudhope	6000000003615721280	Mariota Scrymgeour	Q75257567	Q75257572|Q75628728
6000000002188050174	Athiochta Ingen Cian	6000000000437088180	Niall Frossach mac Fergail Ard-rí na h'Éireann	Q1143330	Q1143708|Q76121925
6000000002188050222	Gormlaith ingen Dunchad	6000000000350979840	Áed Findliath mac Niall High king of Ireland	Q1271722	Q608420|Q76121945
6000000002188056957	Alexander Robertson	6000000002187768819	Elizabeth Gordon Countess of Sutherland	Q7655744	Q1801768|Q75264585
6000000002188059168	Elizabeth Ross	298183310170001736	John Fleming, 1st Earl of Wigton, 6th Lord Fleming	Q19360709	Q50824046
6000000002188081547	Katherine Margaret Fraser	6000000001466902528	Hugh Fraser	Q75252714	Q75237444
6000000002188088486	John Lindsay 5th Lord Lindsay of the Byres	6000000005380767801	Patrick Lindsay	Q16854092	Q16200005|Q75263441
6000000002188088804	Colin Oliphant	6000000002116138010	Laurence Oliphant	Q16863476	Q75388160|Q75532227
6000000002188095835	Jeanette Fleming	6000000010029868594	Anne Maitland	Q50824422	Q18671661
6000000002188099881	隆基 李	6000000074767796848	李	Q10721148	Q8251314
6000000002188101001	珪 字澤 韋	6000000017554351446	李	Q4309963	Q8251352
6000000002188101188	Li Yuan 叔德 李	6000000075060953885	元裕 李	Q11095437	Q8251601
6000000002188101355		6000000007513339285	虎 文彬 李	Q5370334	Q8254936
6000000002188110606	Theodosios Monomachos	385935664970005621	Constantine IX Monomachos, byzantine emperor	Q30594	Q109301763
6000000002188118296	Anna di von Neuffen	6000000015331464653	Elisabeth Visconti	Q1330397	Q694351;Q63178|Q116890141
6000000002188162687	Gundred de Gournay	6000000001745022008	Roger I de Mowbray Sieur d'Aubigny, Seigneur de Monbray et Lord d'Axholme	Q4395698	Q7032731|Q61963088
6000000002188166366	Mechtilde Yaropolkovna von Turov	6000000002187696186	Sizzo III von Kevernburg Graf von Schwarzburg	Q102084	Q25418063|Q21106446
