geni_id,token,implied_father_given_name,modal_count,confirmed_fathers_for_token,mother_geni_id,father_group
6000000005606847408,Jonson,Jon,208,208,,own
6000000005606847436,Larsdatter,Lars,620,620,,own
6000000005606847838,Pedersdatter,Peder,688,688,,own
6000000005606849162,Endresen,Endre,16,16,,own
6000000005606849186,Larsdatter,Lars,620,620,,own
6000000005606849220,Nilsdatter,Nils,311,311,,own
6000000005606851308,Pedersdatter,Peder,688,688,6000000005609466610,6000000005609466610:Peder
6000000005606851327,Pedersdatter,Peder,688,688,6000000005609466610,6000000005609466610:Peder
6000000005606851336,Pedersen,Peder,633,633,6000000005609466610,6000000005609466610:Peder
6000000005606851655,Pedersdatter,Peder,688,688,,own
6000000005606851844,Jakobsen,Jakob,85,85,,own
6000000005606851868,Endresdatter,Endre,35,35,,own
6000000005606851898,Enersen,Ener,6,6,,own
6000000005606851959,Rasmusdatter,Rasmus,404,404,,own
6000000005606855138,Olsdatter,Ole,814,1256,,own
6000000005606855513,Olsdatter,Ole,814,1256,6000000005609466629,6000000005609466629:Ole
6000000005606855541,Olsdatter,Ole,814,1256,6000000005609466629,6000000005609466629:Ole
6000000005606860158,Larsson,Lars,637,637,6000000008152231206,6000000008152231206:Lars
6000000005606860558,Taraldsen,Tarald,19,19,6000000003491982469,6000000003491982469:Tarald
6000000005606860958,Bårdsen,Bård,1,1,6000000006281834530,6000000006281834530:Bård
6000000005606867130,Jonsdatter,Jon,363,370,6000000009082427784,6000000009082427784:Jon
6000000005606867299,Jonsdatter,Jon,363,370,,own
6000000005606867789,Jensdatter,Jens,392,392,,own
6000000005606873782,Asbjørnsdatter,Asbjørn,59,59,6000000005607685507,6000000005607685507:Asbjørn
6000000005606873967,Jonsen,Jon,206,208,,own
6000000005606881356,Pettersdatter,Petter,12,12,6000000022876307877,6000000022876307877:Petter
6000000005606886559,Olson,Ola,311,428,,own
6000000005606886567,Rasmusdatter,Rasmus,404,404,,own
6000000005606886852,Larsdatter,Lars,620,620,,own
6000000005606886870,Gabrielson,Gabriel,57,57,,own
6000000005606886955,Martinsen,Martin,14,14,,own
6000000005606889017,Olaisdatter,Olai,2,2,,own
6000000005606889033,Sørensen,Søren,85,85,,own
6000000005606889045,Larsson,Lars,637,637,,own
6000000005606889123,Rasmusdatter,Rasmus,404,404,6000000003491990906,6000000003491990906:Rasmus
6000000005606889235,Jensson,Jens,78,78,,own
6000000005606889253,Jenssen,Jens,14,14,,own
6000000005606889527,Sørensdatter,Søren,81,81,,own
6000000005606889562,Ivarsdatter,Ivar,77,77,,own
6000000005606889578,Pedersdatter,Peder,688,688,,own
6000000005606889601,Gabrielson,Gabriel,57,57,,own
6000000005606889609,Jakobsen,Jakob,85,85,,own
6000000005606900243,Johannesdatter,Johannes,276,276,6000000035261665245,6000000035261665245:Johannes
6000000005606900251,Larsson,Lars,637,637,6000000013258226251,6000000013258226251:Lars
6000000005606900257,Johannessen,Johannes,113,113,6000000035261665245,6000000035261665245:Johannes
6000000005606900273,Johannessen,Johannes,113,113,6000000035261665245,6000000035261665245:Johannes
6000000005606900282,Johannessen,Johannes,113,113,6000000035261665245,6000000035261665245:Johannes
6000000005606900304,Johannessen,Johannes,113,113,6000000035261665245,6000000035261665245:Johannes
6000000005606900312,Johannessen,Johannes,113,113,6000000035261665245,6000000035261665245:Johannes
6000000005606900377,Jonasson,Jonas,55,55,,own
6000000005606900654,Hansdatter,Hans,618,618,,own
6000000005606900869,Jonsdatter,Jon,363,370,6000000023910985603,6000000023910985603:Jon
6000000005606907039,Samuelsdatter,Samuel,74,74,,own
6000000005606907275,Toresdatter,Tore,163,163,,own
6000000005606916319,Omundsdatter,Omund,14,14,6000000008867646729,own
6000000005606916447,Asbjørnson,Asbjørn,14,14,6000000002801147250,6000000002801147250:Asbjørn
6000000005606916462,Asbjørnsen,Asbjørn,41,41,6000000002801147250,6000000002801147250:Asbjørn
6000000005606916478,Enokson,Enok,35,35,6000000003492045854,6000000003492045854:Enok
6000000005606916486,Enokson,Enok,35,35,6000000003492045854,6000000003492045854:Enok
6000000005606916502,Enoksdatter,Enok,54,54,6000000003492045854,6000000003492045854:Enok
6000000005606916510,Enoksdatter,Enok,54,54,6000000003492045854,6000000003492045854:Enok
6000000005606916518,Enoksdatter,Enok,54,54,6000000003492045854,6000000003492045854:Enok
6000000005606916866,Olsen,Ole,936,1210,6000000005607160572,own
6000000005606933093,Pettersen,Petter,6,6,6000000022876307877,6000000022876307877:Petter
6000000005606933116,Pettersdatter,Petter,12,12,6000000022876307877,6000000022876307877:Petter
6000000005606933123,Pettersen,Petter,6,6,6000000022876307877,6000000022876307877:Petter
6000000005606933136,Pettersen,Petter,6,6,6000000022876307877,6000000022876307877:Petter
6000000005606933150,Pettersen,Petter,6,6,6000000022876307877,6000000022876307877:Petter
6000000005606953031,Nilsdatter,Nils,311,311,6000000008695372382,6000000008695372382:Nils
6000000005606958098,Pederson,Peder,221,221,6000000013881985671,6000000013881985671:Peder
6000000005606958158,Olsen,Ole,936,1210,6000000005609428154,6000000005609428154:Ole
6000000005606986581,Endreson,Endre,22,22,6000000002806081515,6000000002806081515:Endre
6000000005606986596,Endresdatter,Endre,35,35,6000000002806081515,6000000002806081515:Endre
6000000005606986894,Larsson,Lars,637,637,6000000002374951152,6000000002374951152:Lars
6000000005606986921,Larsdatter,Lars,620,620,6000000002374951152,6000000002374951152:Lars
6000000005606994390,Jonson,Jon,208,208,,own
6000000005607007228,Pedersen,Peder,633,633,6000000003902913625,6000000003902913625:Peder
6000000005607007813,Gulleiksdatter,Gulleik,5,5,,own
6000000005607007819,Larsdatter,Lars,620,620,,own
6000000005607007875,Knutson,Knut,156,156,,own
6000000005607007890,Omundson,Omund,7,7,,own
6000000005607012046,Olsen,Ole,936,1210,6000000006776187591,6000000006776187591:Ole
6000000005607012491,Olsdatter,Ole,814,1256,,own
6000000005607012984,Toresdatter,Tore,163,163,,own
6000000005607020016,Knutson,Knut,156,156,6000000006979615574,own
6000000005607020333,Jonsen,Jon,206,208,6000000003491940871,6000000003491940871:Jon
6000000005607020486,Nilsson,Nils,424,424,,own
6000000005607023317,Davidsdatter,David,16,16,6000000003492021435,6000000003492021435:David
6000000005607023779,Pedersen,Peder,633,633,6000000003094961031,6000000003094961031:Peder
6000000005607023797,Pedersen,Peder,633,633,6000000095352827027,6000000095352827027:Peder
6000000005607023805,Pedersdatter,Peder,688,688,6000000095352827027,6000000095352827027:Peder
6000000005607023811,Pedersen,Peder,633,633,6000000095352827027,6000000095352827027:Peder
6000000005607023817,Pedersen,Peder,633,633,6000000095352827027,6000000095352827027:Peder
6000000005607023823,Pedersdatter,Peder,688,688,6000000003094961031,6000000003094961031:Peder
6000000005607023832,Pedersen,Peder,633,633,6000000003094961031,6000000003094961031:Peder
6000000005607023841,Pedersen,Peder,633,633,6000000003094961031,6000000003094961031:Peder
6000000005607031659,Rasmusson,Rasmus,292,292,,own
6000000005607031685,Knudson,Knud,20,20,,own
6000000005607050904,Olson,Ola,311,428,,own
6000000005607081316,Gunnarsen,Gunnar,25,25,,own
6000000005607081903,Olson,Ola,311,428,,own
6000000005607089584,Knutsdatter,Knut,142,142,,own
6000000005607099439,Tjærandson,Tjærand,12,12,5342777370700131077,5342777370700131077:Tjærand
6000000005607099494,Tjærandson,Tjærand,12,12,5342777370700131077,5342777370700131077:Tjærand
6000000005607099514,Tjærandsdatter,Tjærand,14,14,5342777370700131077,5342777370700131077:Tjærand
6000000005607099875,Svenson,Sven,71,71,,own
6000000005607109398,Fanuelsdatter,Fanuel,5,5,,own
6000000005607109544,Larsson,Lars,637,637,6000000005607123699,6000000005607123699:Lars
6000000005607114034,Mikalson,Mikal,30,30,6000000003481472512,6000000003481472512:Mikal
6000000005607114226,Danielson,Daniel,33,33,,own
6000000005607114903,Trulsdatter,Truls,22,22,6000000009375825899,6000000009375825899:Truls
6000000005607119222,Svendsen,Svend,29,29,6000000005607119205,own
6000000005607119303,Svensdatter,Sven,106,106,6000000005607119205,6000000005607119205:Sven
6000000005607119317,Svensen,Sven,70,70,6000000005607119205,6000000005607119205:Sven
6000000005607119326,Svensen,Sven,70,70,6000000005607119205,6000000005607119205:Sven
6000000005607123822,Larsdatter,Lars,620,620,6000000005607123699,6000000005607123699:Lars
6000000005607123857,Larsdatter,Lars,620,620,6000000005607123699,6000000005607123699:Lars
6000000005607128450,Olsen,Ole,936,1210,,own
6000000005607133806,Olasdotter,Ola,2,2,6000000003095022765,6000000003095022765:Ola
6000000005607146274,Larsson,Lars,637,637,6000000003095028032,6000000003095028032:Lars
6000000005607146283,Larsdatter,Lars,620,620,6000000003095028032,6000000003095028032:Lars
6000000005607146298,Larsdatter,Lars,620,620,6000000003095028032,6000000003095028032:Lars
6000000005607146316,Larsdatter,Lars,620,620,6000000003095028032,6000000003095028032:Lars
6000000005607146325,Larsdatter,Lars,620,620,6000000003095028032,6000000003095028032:Lars
6000000005607146334,Larsdatter,Lars,620,620,6000000003095028032,6000000003095028032:Lars
6000000005607146353,Olsdotter,Ole,37,74,6000000005606976190,6000000005606976190:Ole
6000000005607146399,Olsdatter,Ole,814,1256,6000000005606976190,6000000005606976190:Ole
6000000005607146919,Mortenson,Morten,7,7,6000000005609347448,6000000005609347448:Morten
6000000005607150496,Rasmusdatter,Rasmus,404,404,,own
6000000005607150899,Severinsen,Severin,5,5,,own
6000000005607152318,Olsen,Ole,936,1210,,own
6000000005607152481,Reiersdatter,Reier,3,3,,own
6000000005607152624,Person,Per,84,84,6000000020327637717,6000000020327637717:Per
6000000005607152632,Person,Per,84,84,6000000020327637717,6000000020327637717:Per
6000000005607152642,Person,Per,84,84,6000000020327637717,6000000020327637717:Per
6000000005607152651,Person,Per,84,84,6000000020327637717,6000000020327637717:Per
6000000005607152660,Person,Per,84,84,6000000020327637717,6000000020327637717:Per
6000000005607152669,Person,Per,84,84,6000000020327637717,6000000020327637717:Per
6000000005607152711,Person,Per,84,84,6000000020327637717,6000000020327637717:Per
6000000005607152909,Olson,Ola,311,428,6000000003492057365,6000000003492057365:Ola
6000000005607152917,Olsdatter,Ole,814,1256,6000000003492057365,own
6000000005607155237,Halvorsdatter,Halvor,73,73,,own
6000000005607155933,Torgerson,Torger,57,57,6000000006890259710,6000000006890259710:Torger
6000000005607160543,Torgerson,Torger,57,57,6000000005607160534,own
6000000005607160716,Fanuelsdatter,Fanuel,5,5,,own
6000000005607167759,Pederson,Peder,221,221,6000000000961878099,6000000000961878099:Peder
6000000005607183580,Tjerandsdatter,Tjerand,18,18,6000000001169146369,6000000001169146369:Tjerand
6000000005607187700,Svensdatter,Sven,106,106,6000000003094973635,own
6000000005607187815,Tjølsdatter,Tjøl,11,11,6000000005606976492,6000000005606976492:Tjøl
6000000005607193652,Adamson,Adam,1,1,6000000003094971280,6000000003094971280:Adam
6000000005607193661,Adamson,Adam,1,1,6000000003094971280,6000000003094971280:Adam
6000000005607193670,Adamson,Adam,1,1,6000000003094971280,6000000003094971280:Adam
6000000005607193679,Adamson,Adam,1,1,6000000003094971280,6000000003094971280:Adam
6000000005607193835,Olsdatter,Ole,814,1256,,own
6000000005607196348,Olaisdatter,Olai,2,2,,own
6000000005607196913,Svendsdatter,Svend,21,21,,own
6000000005607206448,Enoksdatter,Enok,54,54,,own
6000000005607206468,Antonsdatter,Anton,8,8,,own
6000000005607213329,Pedersen,Peder,633,633,,own
6000000005607213617,Sivertsdatter,Sivert,35,35,,own
6000000005607217008,Kristofferson,Kristoffer,45,45,,own
6000000005607217105,Ommundson,Ommund,35,35,6000000003492057517,6000000003492057517:Ommund
6000000005607236005,Abrahamson,Abraham,10,10,6000000005609403810,6000000005609403810:Abraham
6000000005607264423,Jakobsdatter,Jakob,116,116,,own
6000000005607264433,Jonsdatter,Jon,363,370,,own
6000000005607264466,Eivindsdatter,Eivind,63,63,,own
6000000005607268107,Israelsdatter,Israel,4,4,,own
6000000005607268509,Torgersdatter,Torger,89,89,,own
6000000005607272697,Knutson,Knut,156,156,,own
6000000005607272778,Jonson,Jon,208,208,6000000172334627887,own
6000000005607279333,Svensen,Sven,70,70,6000000005607133514,own
6000000005607282336,Jakobsdatter,Jakob,116,116,,own
6000000005607285118,Toresdatter,Tore,163,163,6000000005607326072,own
6000000005607296007,Gabrielsdatter,Gabriel,76,76,6000000011788986314,6000000011788986314:Gabriel
6000000005607296144,Sveinsdatter,Svein,21,21,,own
6000000005607296154,Ommundsdatter,Ommund,81,81,,own
6000000005607296297,Tollakson,Tollak,14,14,,own
6000000005607296303,Rasmusson,Rasmus,292,292,,own
6000000005607296749,Nilsdatter,Nils,311,311,,own
6000000005607304597,Pedersdatter,Peder,688,688,6000000027610248904,6000000027610248904:Peder
6000000005607304949,Olson,Ola,311,428,6000000005607304429,6000000005607304429:Ola
6000000005607304970,Olson,Ola,311,428,6000000005607304429,6000000005607304429:Ola
6000000005607304979,Olson,Ola,311,428,6000000005607304429,6000000005607304429:Ola
6000000005607304988,Olsdatter,Ole,814,1256,6000000005607304429,own
6000000005607311010,Jonsdatter,Jon,363,370,6000000005607304988,6000000005607304988:Jon
6000000005607311021,Jonsdatter,Jon,363,370,6000000005607304988,6000000005607304988:Jon
6000000005607311093,Jonsdatter,Jon,363,370,6000000005607304988,6000000005607304988:Jon
6000000005607311971,Olson,Ola,311,428,6000000131301529414,own
6000000005607326028,Gullikson,Gullik,7,7,6000000005607326006,6000000005607326006:Gullik
6000000005607326918,Eriksdatter,Erik,339,339,6000000169024579916,6000000169024579916:Erik
6000000005607326973,Jonsdatter,Jon,363,370,6000000005609451853,6000000005609451853:Jon
6000000005607332058,Johannesdatter,Johannes,276,276,6000000005607326918,6000000005607326918:Johannes
6000000005607332078,Johannesdatter,Johannes,276,276,6000000005607326918,6000000005607326918:Johannes
6000000005607332145,Johannesson,Johannes,180,180,,own
6000000005607332229,Larsson,Lars,637,637,,own
6000000005607332357,Johannesdatter,Johannes,276,276,6000000005607326540,6000000005607326540:Johannes
6000000005607332391,Johannesdatter,Johannes,276,276,6000000005607326540,6000000005607326540:Johannes
6000000005607332400,Johannesson,Johannes,180,180,6000000005607326540,6000000005607326540:Johannes
6000000005607332409,Johannesson,Johannes,180,180,6000000005607326540,6000000005607326540:Johannes
6000000005607332418,Johannesdatter,Johannes,276,276,6000000005607326540,6000000005607326540:Johannes
6000000005607332427,Johannesdatter,Johannes,276,276,6000000005607326540,6000000005607326540:Johannes
6000000005607332445,Johannesdatter,Johannes,276,276,6000000005607326540,6000000005607326540:Johannes
6000000005607335166,Toresdatter,Tore,163,163,6000000005607155046,6000000005607155046:Tore
6000000005607335342,Toreson,Tore,112,112,6000000005607155046,6000000005607155046:Tore
6000000005607335373,Toreson,Tore,112,112,6000000005607155046,6000000005607155046:Tore
6000000005607339237,Abrahamsdatter,Abraham,27,27,,own
6000000005607339290,Andreasdatter,Andreas,133,133,,own
6000000005607349152,Gudmundsdatter,Gudmund,30,30,6000000026602708946,6000000026602708946:Gudmund
6000000005607362164,Bjørnson,Bjørn,51,51,6000000002390902516,6000000002390902516:Bjørn
6000000005607365222,Gunnarson,Gunnar,109,109,,own
6000000005607369455,Bårdsdatter,Bård,7,7,6000000017962601665,6000000017962601665:Bård
6000000005607369479,Bårdsdatter,Bård,7,7,6000000017962601665,6000000017962601665:Bård
6000000005607369488,Bårdsen,Bård,1,1,6000000017962601665,6000000017962601665:Bård
6000000005607369499,Bårdsen,Bård,1,1,6000000017962601665,6000000017962601665:Bård
6000000005607373046,Jørgensdatter,Jørgen,238,238,,own
6000000005607381017,Toresdatter,Tore,163,163,,own
6000000005607387388,Larsson,Lars,637,637,6000000003094973774,6000000003094973774:Lars
6000000005607387679,Olsdatter,Ole,814,1256,,own
6000000005607392834,Knutsdatter,Knut,142,142,,own
6000000005607400019,Trulsdatter,Truls,22,22,6000000009375825899,6000000009375825899:Truls
6000000005607400413,Olson,Ola,311,428,,own
6000000005607400569,Olsdatter,Ole,814,1256,6000000005607506264,own
6000000005607402191,Pedersen,Peder,633,633,,own
6000000005607402502,Svensen,Sven,70,70,6000000005606986921,own
6000000005607402542,Rasmusdatter,Rasmus,404,404,,own
6000000005607407648,Jonsdatter,Jon,363,370,6000000014229708667,6000000014229708667:Jon
6000000005607407830,Jonson,Jon,208,208,6000000002390809426,6000000002390809426:Jon
6000000005607411598,Olsen,Ole,936,1210,6000000003491998208,6000000003491998208:Ole
6000000005607418014,Olsdatter,Ole,814,1256,,own
6000000005607418127,Monsdatter,Mons,56,56,,own
6000000005607421773,Olson,Ola,311,428,6000000011888549215,6000000011888549215:Ola
6000000005607421823,Ivarsson,Ivar,30,30,,own
6000000005607421885,Olson,Ola,311,428,,own
6000000005607421904,Ingebretsen,Ingebret,27,27,,own
6000000005607421953,Pedersen,Peder,633,633,,own
6000000005607426115,Pederson,Peder,221,221,6000000008125951266,6000000008125951266:Peder
6000000005607426250,Ivarsdatter,Ivar,77,77,,own
6000000005607426703,Jakobsen,Jakob,85,85,,own
6000000005607426912,Olsdatter,Ole,814,1256,6000000005607400569,6000000005607400569:Ole
6000000005607432679,Jonsen,Jon,206,208,,own
6000000005607458804,Halvardsdatter,Halvard,48,48,,own
6000000005607468717,Torkelson,Torkel,46,48,,own
6000000005607475434,Torgerson,Torger,57,57,,own
6000000005607475525,Nilsdatter,Nils,311,311,6000000005607133983,6000000005607133983:Nils
6000000005607477152,Asbjørnsen,Asbjørn,41,41,,own
6000000005607477258,Tolleivson,Tolleiv,35,35,,own
6000000005607481447,Larsdatter,Lars,620,620,,own
6000000005607481750,Toresdatter,Tore,163,163,,own
6000000005607481760,Hansson,Hans,195,195,,own
6000000005607481981,Endreson,Endre,22,22,,own
6000000005607491250,Svenson,Sven,71,71,,own
6000000005607502662,Ådnesdatter,Ådne,56,56,,own
6000000005607506337,Svenson,Sven,71,71,,own
6000000005607506912,Omundson,Omund,7,7,,own
6000000005607509301,Andersson,Anders,603,603,6000000007977673284,6000000007977673284:Anders
6000000005607517574,Larsson,Lars,637,637,,own
6000000005607517977,Olsson,Ola,46,69,,own
6000000005607524328,Svenson,Sven,71,71,,own
6000000005607524813,Vermundsen,Vermund,6,6,,own
6000000005607527639,Olsdatter,Ole,814,1256,,own
6000000005607533617,Olsdatter,Ole,814,1256,,own
6000000005607533834,Rasmusdatter,Rasmus,404,404,6000000008871442907,6000000008871442907:Rasmus
6000000005607536215,Rasmusson,Rasmus,292,292,,own
6000000005607587699,Gunnarson,Gunnar,109,109,,own
6000000005607587709,Knutsdatter,Knut,142,142,,own
6000000005607594365,Nilsdatter,Nils,311,311,,own
6000000005607618437,Berntson,Bernt,14,14,5206062343750062543,5206062343750062543:Bernt
6000000005607618509,Ivarsdatter,Ivar,77,77,6000000023922822591,6000000023922822591:Ivar
6000000005607624461,Nilsdatter,Nils,311,311,,own
6000000005607627119,Tormodsdatter,Tormod,30,30,,own
6000000005607627680,Pedersen,Peder,633,633,6000000003902913625,6000000003902913625:Peder
6000000005607634782,Albertsdatter,Albert,7,7,6000000007068800204,6000000007068800204:Albert
6000000005607638255,Jonson,Jon,208,208,6000000006983350442,6000000006983350442:Jon
6000000005607638284,Jonson,Jon,208,208,6000000006983350442,6000000006983350442:Jon
6000000005607638302,Jonsdatter,Jon,363,370,6000000006983350442,6000000006983350442:Jon
6000000005607651009,Johannesson,Johannes,180,180,6000000003095036136,6000000003095036136:Johannes
6000000005607651256,Bjørnsdatter,Bjørn,78,78,6000000002330598306,6000000002330598306:Bjørn
6000000005607672786,Endresen,Endre,16,16,,own
6000000005607672801,Sivertsdatter,Sivert,35,35,,own
6000000005607679040,Jensdatter,Jens,392,392,6000000005609207949,6000000005609207949:Jens
6000000005607685142,Karlsdatter,Karl,43,43,6000000005607679040,6000000005607679040:Karl
6000000005607685219,Karlson,Karl,33,33,6000000005607679040,6000000005607679040:Karl
6000000005607685247,Karlsdatter,Karl,43,43,6000000005607679040,6000000005607679040:Karl
6000000005607685268,Karlson,Karl,33,33,,own
6000000005607685920,Toresen,Tore,54,54,6000000008725423900,6000000008725423900:Tore
6000000005607694001,Rasmusdatter,Rasmus,404,404,,own
6000000005607694183,Jensdatter,Jens,392,392,6000000005609207949,6000000005609207949:Jens
6000000005607694192,Jensdatter,Jens,392,392,6000000005609207949,6000000005609207949:Jens
6000000005607694223,Jensdatter,Jens,392,392,6000000005609207949,6000000005609207949:Jens
6000000005607694233,Jensson,Jens,78,78,6000000005609207949,6000000005609207949:Jens
6000000005607909602,Ivarsson,Ivar,30,30,,own
6000000005608104456,Håkonsson,Håkon,10,11,,own
6000000005608867742,Endresdatter,Endre,35,35,,own
6000000005608873104,Ivarsdatter,Ivar,77,77,,own
6000000005608873451,Torsteinsdatter,Torstein,24,24,,own
6000000005608873735,Endresen,Endre,16,16,,own
6000000005608873925,Larsdatter,Lars,620,620,6000000039433501970,6000000039433501970:Lars
6000000005608880145,Olsdatter,Ole,814,1256,6000000005608880162,6000000005608880162:Ole
6000000005608880168,Olsdatter,Ole,814,1256,6000000005608880162,6000000005608880162:Ole
6000000005608880258,Hansson,Hans,195,195,6000000003491962639,6000000003491962639:Hans
6000000005608880272,Hansson,Hans,195,195,6000000003491962639,6000000003491962639:Hans
6000000005608880279,Hansson,Hans,195,195,6000000003491962639,6000000003491962639:Hans
6000000005608880293,Hansson,Hans,195,195,6000000003491962639,6000000003491962639:Hans
6000000005608880445,Erikson,Erik,104,104,6000000005608880492,6000000005608880492:Erik
6000000005608880492,Larsdatter,Lars,620,620,6000000009977276208,6000000009977276208:Lars
6000000005608880502,Erikson,Erik,104,104,6000000005608880492,6000000005608880492:Erik
6000000005608880507,Eriksdatter,Erik,339,339,6000000005608880492,6000000005608880492:Erik
6000000005608880547,Jakobsdatter,Jakob,116,116,6000000022186541405,6000000022186541405:Jakob
6000000005608880554,Erikson,Erik,104,104,6000000005608880547,6000000005608880547:Erik
6000000005608880561,Eriksen,Erik,279,279,6000000005608880547,6000000005608880547:Erik
6000000005608880568,Eriksdatter,Erik,339,339,6000000005608880547,6000000005608880547:Erik
6000000005608880575,Erikson,Erik,104,104,6000000005608880547,6000000005608880547:Erik
6000000005608880582,Eriksdatter,Erik,339,339,6000000005608880547,6000000005608880547:Erik
6000000005608880589,Erikson,Erik,104,104,6000000005608880547,6000000005608880547:Erik
6000000005608880677,Jonson,Jon,208,208,6000000005606986882,6000000005606986882:Jon
6000000005608880755,Larsdatter,Lars,620,620,6000000009977276208,6000000009977276208:Lars
6000000005608880762,Larsdatter,Lars,620,620,6000000009977276208,6000000009977276208:Lars
6000000005608880769,Larsson,Lars,637,637,6000000009977276208,6000000009977276208:Lars
6000000005608880996,Olsdatter,Ole,814,1256,,own
6000000005608884020,Olsen,Ole,936,1210,6000000011981827379,6000000011981827379:Ole
6000000005608884034,Gabrielsen,Gabriel,56,56,,own
6000000005608884149,Rasmusdatter,Rasmus,404,404,,own
6000000005608884155,Pedersdatter,Peder,688,688,,own
6000000005608884192,Ivarson,Ivar,82,82,,own
6000000005608884433,Rasmusdatter,Rasmus,404,404,,own
6000000005608884447,Taraldsen,Tarald,19,19,,own
6000000005608884834,Gulliksdatter,Gullik,13,13,6000000005607326006,6000000005607326006:Gullik
6000000005608884862,Eriksen,Erik,279,279,,own
6000000005608888073,Ivarsdatter,Ivar,77,77,,own
6000000005608888425,Arntsdatter,Arnt,10,10,6000000005608888440,6000000005608888440:Arnt
6000000005608888447,Arntsdatter,Arnt,10,10,6000000005608888440,6000000005608888440:Arnt
6000000005608888454,Arntsdatter,Arnt,10,10,6000000005608888440,6000000005608888440:Arnt
6000000005608888461,Arntsdatter,Arnt,10,10,6000000005608888440,6000000005608888440:Arnt
6000000005608892006,Enoksen,Enok,24,24,,own
6000000005608892584,Jonsen,Jon,206,208,6000000014229708667,6000000014229708667:Jon
6000000005608897048,Olsen,Ole,936,1210,6000000005608892888,6000000005608892888:Ole
6000000005608897137,Olsen,Ole,936,1210,6000000005608892888,6000000005608892888:Ole
6000000005608897152,Tøresson,Tøres,2,2,6000000005608892888,6000000005608892888:Tøres
6000000005608897160,Tøresdatter,Tøres,3,3,6000000005608892888,6000000005608892888:Tøres
6000000005608897167,Tøresdatter,Tøres,3,3,6000000005608892888,6000000005608892888:Tøres
6000000005608897174,Tøresson,Tøres,2,2,6000000005608892888,6000000005608892888:Tøres
6000000005608897181,Tørresdatter,Tørres,41,41,6000000005608892888,6000000005608892888:Tørres
6000000005608897188,Tøresdatter,Tøres,3,3,6000000005608892888,6000000005608892888:Tøres
6000000005608897575,Olson,Ola,311,428,6000000005609566206,own
6000000005608905123,Ingebretsen,Ingebret,27,27,,own
6000000005608905391,Jonsdatter,Jon,363,370,6000000013716687119,6000000013716687119:Jon
6000000005608905906,Olsdatter,Ole,814,1256,,own
6000000005608909015,Person,Per,84,84,,own
6000000005608909258,Simonson,Simon,16,16,,own
6000000005608927732,Jonson,Jon,208,208,6000000005609102131,6000000005609102131:Jon
6000000005608927792,Torsdatter,Tore,15,24,6000000120855723941,6000000120855723941:Tore
6000000005608927816,Gunnarson,Gunnar,109,109,6000000005609102756,own
6000000005608927923,Nilsdatter,Nils,311,311,6000000002973323411,6000000002973323411:Nils
6000000005608927943,Nilsdatter,Nils,311,311,6000000002973323411,6000000002973323411:Nils
6000000005608945278,Olesdatter,Ole,27,27,,own
6000000005608966456,Pederson,Peder,221,221,6000000006705591740,6000000006705591740:Peder
6000000005608966492,Pederson,Peder,221,221,6000000006705591740,6000000006705591740:Peder
6000000005608966498,Pederson,Peder,221,221,6000000006705591740,6000000006705591740:Peder
6000000005608966516,Pederson,Peder,221,221,6000000006705591740,6000000006705591740:Peder
6000000005608966521,Pederson,Peder,221,221,6000000006705591740,6000000006705591740:Peder
6000000005608966526,Pederson,Peder,221,221,6000000006705591740,6000000006705591740:Peder
6000000005608966541,Pedersdatter,Peder,688,688,6000000006705591740,6000000006705591740:Peder
6000000005608966552,Pedersdatter,Peder,688,688,6000000006705591740,6000000006705591740:Peder
6000000005608966557,Pedersdatter,Peder,688,688,6000000006705591740,6000000006705591740:Peder
6000000005608971503,Johnsen,John,21,21,,own
6000000005608983405,Samuelsen,Samuel,39,39,6000000030775827252,6000000030775827252:Samuel
6000000005608983416,Samuelsdatter,Samuel,74,74,6000000030775827252,6000000030775827252:Samuel
6000000005608983984,Sivertsdatter,Sivert,35,35,,own
6000000005608993158,Larsson,Lars,637,637,6000000013258226251,6000000013258226251:Lars
6000000005609095284,Gunnarson,Gunnar,109,109,6000000005931087617,6000000005931087617:Gunnar
6000000005609095490,Endresdatter,Endre,35,35,6000000116683001848,own
6000000005609102198,Pedersdatter,Peder,688,688,6000000009243855508,6000000009243855508:Peder
6000000005609102216,Torkelsdatter,Torkel,73,74,6000000005609463743,own
6000000005609102290,Larsson,Lars,637,637,6000000005609102280,own
6000000005609102670,Hansdatter,Hans,618,618,6000000005609102684,own
6000000005609102756,Jonsdatter,Jon,363,370,6000000005609113382,6000000005609113382:Jon
6000000005609102861,Sørensdatter,Søren,81,81,,own
6000000005609113791,Olsdatter,Ole,814,1256,6000000005609477632,own
6000000005609117194,Pettersdatter,Petter,12,12,6000000023545422206,6000000023545422206:Petter
6000000005609117929,Mortensdatter,Morten,18,18,4792689770050030787,4792689770050030787:Morten
6000000005609141140,Olsen,Ole,936,1210,,own
6000000005609141711,Paulsen,Paul,7,7,,own
6000000005609141723,Pedersen,Peder,633,633,,own
6000000005609182259,Larsdatter,Lars,620,620,6000000005609406963,6000000005609406963:Lars
6000000005609202497,Svendsdatter,Svend,21,21,6000000005607123569,own
6000000005609202663,Jørgensdatter,Jørgen,238,238,6000000203114401834,6000000203114401834:Jørgen
6000000005609202845,Kristenson,Kristen,18,18,6000000005609202874,6000000005609202874:Kristen
