qid,classes,mul,en,ja,zh,ko,ar,he,ru,de,fr,es,pt,it,nl,sv,nb,da,fi,pl
Q399876,Q202444,Amenemhat,,アメンエムハト,阿蒙涅姆赫特,,أمنمحات,אמנמחת,Аменемхет,Amenemhet,,,,,,,,,Amenemhet,
Q411924,Q101352,Frazier,Frazier,フレイジャー,弗雷泽,,فريزر,,Фрейзер,Frazier,Frazier,Frazier,Frazier,Frazier,Frazier,Frazier,Frazier,Frazier,Frazier,Frazier
Q415460,Q101352,Dufour,,デュフール,杜富尔,,دوفور,,Дюфур,,Dufour,,,,,,,,,
Q419460,Q101352,Weinert,Weinert,ヴァイナート,,,فاينرت,,Вайнерт,Weinert,Weinert,Weinert,Weinert,Weinert,Weinert,Weinert,Weinert,Weinert,Weinert,Weinert
Q420404,Q101352,Frenkel,Frenkel,フレンケル,,,,פרנקל,Френкель,Frenkel,Frenkel,Frenkel,Frenkel,Frenkel,Frenkel,Frenkel,Frenkel,Frenkel,Frenkel,Frenkel
Q421604,Q101352,Aksoy,Aksoy,アクソイ,阿克索伊,,أكسوي,,Аксой,Aksoy,Aksoy,Aksoy,Aksoy,Aksoy,Aksoy,Aksoy,Aksoy,Aksoy,Aksoy,Aksoy
Q426452,Q101352,Дятлов,Dyatlov,,佳特洛夫,댜틀로프,,,Дятлов,Djatlow,Diatlov,Diatlov,Dyatlov,Dyatlov,Dyatlov,,,Dyatlov,,Diatłow
Q449508,Q101352,岡田,Okada,岡田,岡田,오카다,أوكادا,אוקאדה,Окада,Okada,Okada,Okada,Okada,Okada,Okada,,,Okada,,Okada
Q461796,Q12308941,Amelius,Amelius,,,,,,,Amelius,Amelius,Amelius,Amelius,Amelius,Amelius,Amelius,Amelius,Amelius,Amelius,Amelius
Q483460,Q12308941,Anacleto,Anacleto,,,,,אנקלטוס,,Anacleto,Anacleto,Anacleto,Anacleto,Anacleto,Anacleto,Anacleto,Anacleto,Anacleto,Anacleto,Anacleto
Q490500,Q12308941,Ander,Ander,アンデル,,안데르,أندير,אנדר,Андер,Ander,Ander,Ander,Ander,Ander,Ander,Ander,Ander,Ander,Ander,Ander
Q505908,Q11879590,Debora,Debora,デボラ,德博拉,,,דבורה,Дебора,Debora,Debora,Debora,Debora,Debora,Debora,Debora,Debora,Debora,Debora,Debora
Q513524,Q101352,Rosen,Rosen,ローゼン,罗森,,روزين,רוזן,Розен,Rosen,Rosen,Rosen,Rosen,Rosen,Rosen,Rosen,Rosen,Rosen,Rosen,Rosen
Q529460,Q101352,Schipper,Schipper,,,,شيبر,,Шиппер,Schipper,Schipper,Schipper,Schipper,Schipper,Schipper,Schipper,Schipper,Schipper,Schipper,Schipper
Q541364,Q11879590,Norma,Norma,ノーマ,诺玛,,نورما,נורמה,Норма,Norma,Norma,Norma,Norma,Norma,Norma,Norma,Norma,,Norma,
Q554852,Q12308941,Ajád,Ajád,,,,,,,Ajád,,,,Ajád,,,,,,
Q567412,Q11879590,Annunziata,Annunziata,,,,,,,Annunziata,Annunziata,Anunciación,,Annunziata,Annunziata,,,,,Anuncjata
Q572868,Q11879590,,Meritites,メリタテス,,,,,,Meritites,Méritites,,,,,,,,,
Q582148,Q12308941,,Halldór,ハルドール,,,,הלדור,Халльдоур,Halldór,Halldór,Halldór,Halldór,Halldór,Halldór,Halldór,Halldór,Halldór,Halldór,Halldór
Q599668,Q11879590,Erna,Erna,エルナ,埃尔娜,,إرنا,ארנה,Эрна,Erna,Erna,Erna,Erna,Erna,Erna,Erna,Erna,Erna,Erna,Erna
Q603204,Q12308941,Koppány,Koppány,コッパーニ,,,,,,Koppány,Koppány,Koppány,Koppány,Koppány,Koppány,Koppány,Koppány,Koppány,Koppány,Koppány
Q615620,Q11879590,Raisa,Raisa,ライサ,赖莎,,,רייסה,Раиса,Raisa,Raïssa,Raisa,Raisa,Raisa,Raisa,Raisa,Raisa,Raisa,Raisa,Raisa
Q634916,Q11879590,Sigrid,Sigrid,シグリッド,西格丽德,,سيغريد,סיגריד,Сигрид / Зигрид,Sigrid,Sigrid,Sigrid,Sigrid,Sigrid,Sigrid,Sigrid,Sigrid,Sigrid,Sigrid,Sigrid
Q639748,Q12308941,Esra,Esra,,埃斯拉,,إسراء,ישראא,Эсра,Esra,Esra,Esra,Esra,Esra,Esra,Esra,Esra,Esra,Esra,Esra
Q645412,Q11879590,Diana,Diana,ディアナ,Diana,,ديانا,דיאנה,Диана,Diana,Diana,Diana,Diana,Diana,Diana,Diana,Diana,Diana,Diana,Diana
Q650324,Q11879590,Alina,Alina,アリーナ,阿林娜,알리나,ألينا,אלינה,Алина,Alina,Alina,Alina,Alina,Alina,Alina,Alina,Alina,Alina,Alina,Alina
Q657732,Q11879590,Almira,Almira,,阿力米热,,,,,Almira,Almira,Almira,Almira,Almira,Almira,Almira,Almira,Almira,Almira,Almira
Q658676,Q101352,,Cooke,クック,库克,,كوك,,Кук,Cooke,Cooke,Cooke,Cooke,Cooke,Cooke,Cooke,Cooke,Cooke,Cooke,Cooke
Q661284,"Q3409032,Q12308941",Nigel,Nigel,ナイジェル,Nigel,,نايجل,נייג'ל,Найджел,Nigel,Nigel,Nigel,Nigel,Nigel,Nigel,Nigel,Nigel,,Nigel,
Q661572,Q11879590,Arina,Arina,,阿莉娜,,,ארינה,Арина,Arina,Arina,Arina,Arina,Arina,Arina,Arina,Arina,Arina,Arina,Arina
Q665812,Q12308941,Apollo,Apollo,アポロ,阿波罗,,,אפולו,Аполлон,Apollo,Apollo,Apollo,Apollo,Apollo,Apollo,Apollo,Apollo,Apollo,Apollo,Apollo
Q668036,Q12308941,Roar,Roar,,罗阿尔,,روار,רור,,Roar,Roar,Roar,Roar,Roar,Roar,Roar,Roar,Roar,Roar,Roar
Q674660,Q101352,,Arlauskas,,阿洛斯卡斯,,,,,Arlauskas,Arlauskas,Arlauskas,Arlauskas,Arlauskas,Arlauskas,Arlauskas,Arlauskas,Arlauskas,Arlauskas,Arlauskas
Q685620,Q12308941,,Alárd,,,,,,,Alárd,Alárd,,,,,,,,,
Q686532,Q12308941,Ivo,Ivo,イヴォ,伊沃,,إيفو,איבו,Иво,Ivo,Ivo,Ivo,Ivo,Ivo,Ivo,Ivo,Ivo,Ivo,Ivo,Ivo
Q700836,Q101352,,Mangjul,島間網切氏,島間網切氏,도간 망절씨,,,,Mangjeol,Mangjeol,Mangjeol,Mangjeol,Mangjeol,Mangjeol,,,Mangjeol,,
Q712260,Q101352,梅,Mei,梅,梅,메이,مي,מיי,Мэй,Mei,Mei,Mei,,Mei,Mei,,Mei,,,
Q714052,Q12308941,Artturi,Artturi,,阿尔图里,,,ארטורי,Арттури,Artturi,Artturi,Artturi,Artturi,Artturi,Artturi,Artturi,Artturi,Artturi,Artturi,Artturi
Q716212,Q101352,,Yuan,袁,袁,위안,يوان,יואן,Юань,Yuan,Yuan,Yuan,Yuan,Yuan,Yuan,Yuan,,,,Yuan
Q724772,Q101352,Kamalisarvestani,Kamalisarvestani,,,,,,,Kamalisarvestani,Kamalisarvestani,Kamalisarvestani,Kamalisarvestani,Kamalisarvestani,Kamalisarvestani,,,Kamalisarvestani,,
Q734292,Q11879590,Beatrice,Beatrice,ベアトリス,贝亚特丽斯,,بيترس,ביאטריס,Беатриса / Беатрис / Беатри́че,Beatrice,Beatrice,Beatrice,Beatrice,Beatrice,Beatrice,Beatrice,Beatrice,Beatrice,Beatrice,Beatrice
Q736292,Q11879590,,Gülcan,,,,,,Гюльджан,Gülcan,Gülcan,Gülcan,Gülcan,Gülcan,Gülcan,Gülcan,Gülcan,Gülcan,Gülcan,Gülcan
Q741780,Q12308941,Alighiero,Alighiero,アリギエーロ,阿莱罗,,,,,Alighiero,Alighiero,Alighiero,Alighiero,Alighiero,Alighiero,Alighiero,Alighiero,Alighiero,Alighiero,Alighiero
Q743332,Q3409032,Rhys,Rhys,リス,里斯,,ريس,ריס,Рис,Rhys,Rhys,Rhys,Rhys,Rhys,Rhys,Rhys,Rhys,Rhys,Rhys,Rhys
Q746548,Q11879590,Edna,Edna,エドナ,埃德娜,,إدنا,עדנה,Эдна,Edna,Edna,Edna,Edna,Edna,Edna,Edna,Edna,Edna,Edna,Edna
Q759028,Q12308941,Audrius,Audrius,アウドリウス,,,,,,Audrius,Audrius,Audrius,Audrius,Audrius,Audrius,Audrius,Audrius,Audrius,Audrius,Audrius
Q759044,Q11879590,Audrun,Audrun,,,,,,,Audrun,Audrun,Audrun,Audrun,Audrun,Audrun,Audrun,Audrun,Audrun,Audrun,Audrun
Q768196,Q12308941,Lewis,Lewis,ルイス,刘易斯,,لويس,לואיס,Льюис,Lewis,Lewis,Lewis,Lewis,Lewis,Lewis,Lewis,Lewis,Lewis,Lewis,Lewis
Q770100,Q11879590,Erin,Erin,エリン,埃琳,에린,إيرين,ארין,Эрин,Erin,Erin,Erin,Erin,Erin,Erin,Erin,Erin,Erin,Erin,Erin
Q770516,Q11879590,Zoltána,Zoltána,,,,,,,Zoltána,Zoltána,Zoltána,Zoltána,Zoltána,Zoltána,Zoltána,Zoltána,Zoltána,Zoltána,Zoltána
Q774212,Q12308941,Apród,Apród,,,,,,,,Apród,,,,,,,,,
Q775828,Q101352,Aurell,Aurell,アウレル,,,,,,Aurell,Aurell,Aurell,Aurell,Aurell,Aurell,Aurell,Aurell,Aurell,Aurell,Aurell
Q776324,Q12308941,Odorico,Odorico,,,,,אורדוריק,,Odorico,Odorico,Odorico,Odorico,Odorico,Odorico,Odorico,Odorico,Odorico,Odorico,Odorico
Q778468,Q12308941,Arsenio,Arsenio,アルセニオ,阿塞尼奥,,أرسينيو,ארסניו,Арсенио,Arsenio,Arsenio,Arsenio,Arsênio,Arsenio,Arsenio,Arsenio,Arsenio,,Arsenio,
Q778724,Q12308941,,Aser,,,,,,,Aser,,Aser,,,Aser,,,,,
Q788756,Q12308941,Bajnok,Bajnok,,,,,,,Bajnok,,,,,,,,,,
Q791172,Q12308941,Aviv,Aviv,アヴィーヴ,阿维夫,,,אביב,,Aviv,Aviv,Aviv,Aviv,Aviv,Aviv,Aviv,Aviv,Aviv,Aviv,Aviv
Q793492,Q12308941,,,,,,,,,,,,,,,,,,,
Q797588,Q101352,Babashoff,Babashoff,,,,,בבשוף,,Babashoff,Babashoff,Babashoff,Babashoff,Babashoff,Babashoff,Babashoff,Babashoff,Babashoff,Babashoff,Babashoff
Q804420,Q12308941,Baki,Baki,,巴基,,,באקי,,Baki,Baki,Baki,Baki,Baki,Baki,Baki,Baki,Baki,Baki,Baki
Q809524,Q12308941,Bartolommeo,Bartolommeo,バルトロンメーオ,,,,ברתולומיאו,Бартоломмео,Bartolommeo,Bartolommeo,Bartolommeo,Bartolommeo,Bartolommeo,Bartolommeo,Bartolommeo,Bartolommeo,Bartolommeo,Bartolommeo,Bartolommeo
Q812916,Q101352,Beale,Beale,ビール,Beale,,بيلي,,Бил,Beale,Beale,Beale,Beale,Beale,Beale,Beale,Beale,Beale,Beale,Beale
Q814532,Q101352,Behncke,Behncke,,,,,,,Behncke,Behncke,Behncke,Behncke,Behncke,Behncke,Behncke,Behncke,Behncke,Behncke,Behncke
Q815332,Q101352,Bele,Bele,,贝莱,,,,,Bele,Bele,Bele,Bele,Bele,Bele,Bele,Bele,Bele,Bele,Bele
Q818628,Q12308941,Beppo,Beppo,,贝波,,,בפו,,Beppo,Beppo,Beppo,Beppo,Beppo,Beppo,Beppo,Beppo,Beppo,Beppo,Beppo
Q819028,Q12308941,Berengar,Berengar,ベレンガーリオ,贝伦加,,,ברנגר,Беренгер,Berengar,Berengar,Berengar,Berengar,Berengar,Berengar,Berengar,Berengar,Berengar,Berengar,Berengar
Q820100,Q101352,Bergquist,Bergquist,,伯奎斯特,,بيرجكويست,,Бергквист,Bergquist,Bergquist,Bergquist,Bergquist,Bergquist,Bergquist,Bergquist,Bergquist,Bergquist,Bergquist,Bergquist
Q827140,Q101352,Berry,Berry,ベリー,贝里,,بيري,ברי,Берри,Berry,Berry,Berry,Berry,Berry,Berry,Berry,Berry,Berry,Berry,Berry
Q837124,Q11879590,Silvia,Silvia,シルヴィア,西尔维娅,,سيلفيا,סילביה,Сильвия,Silvia,Silvia,Silvia,Silvia,Silvia,Silvia,Silvia,Silvia,Silvia,Silvia,Silvia
Q856260,Q12308941,Bibi,Bibi,ビビ,比比,,بيبي,ביבי,Биби,Bibi,Bibi,Bibi,Bibi,Bibi,Bibi,Bibi,Bibi,Bibi,Bibi,Bibi
Q861860,Q11879590,,Biljana,ビルイエル,,,,ביליאנה,Биляна,Biljana,Biljana,Biljana,Biljana,Biljana,Biljana,Biljana,Biljana,Biljana,Biljana,Biljana
Q863380,Q101352,Bily,Bily,ビリー,,,,,,Bily,Bily,Bily,Bily,Bily,Bily,Bily,Bily,Bily,Bily,Bily
Q865924,Q11879590,Birutė,Birutė,,,,,בירוטה,,Birutė,Birutė,Birutė,Birutė,Birutė,Birutė,Birutė,Birutė,Birutė,Birutė,Birutė
Q890388,Q101352,,Bogataj,,,,,,,Bogataj,Bogataj,Bogataj,Bogataj,Bogataj,Bogataj,Bogataj,Bogataj,Bogataj,Bogataj,Bogataj
Q894708,Q101352,Botha,Botha,ボタ,博塔,,بوتا,בותה,,Botha,Botha,Botha,Botha,Botha,Botha,Botha,Botha,Botha,Botha,Botha
Q894980,Q101352,Bouck,Bouck,,,,,,,Bouck,Bouck,Bouck,Bouck,Bouck,Bouck,Bouck,Bouck,Bouck,Bouck,Bouck
Q897716,Q101352,Brand,Brand,ブラント,布兰德,,براند,ברנד,Брэнд,Brand,Brand,Brand,Brand,Brand,Brand,Brand,Brand,,Brand,
Q900084,Q101352,Brauer,Brauer,ブラウアー,布劳尔,,براور,בראואר,Брауэр,Brauer,Brauer,Brauer,Brauer,Brauer,Brauer,Brauer,Brauer,Brauer,Brauer,Brauer
Q900516,Q101352,Brauksiepe,Brauksiepe,,,,,,,Brauksiepe,Brauksiepe,Brauksiepe,Brauksiepe,Brauksiepe,Brauksiepe,Brauksiepe,Brauksiepe,Brauksiepe,Brauksiepe,Brauksiepe
Q903972,Q101352,Brearley,Brearley,,,,,ברירלי,Брирли,Brearley,Brearley,Brearley,Brearley,Brearley,Brearley,Brearley,Brearley,Brearley,Brearley,Brearley
Q904468,Q12308941,,Detre,,,,,,,Detre,Detre,Detre,Detre,Detre,Detre,Detre,Detre,Detre,Detre,Detre
Q906932,Q12308941,Damir,Damir,ダミール,达米尔,,دامير,דמיר,Дамир,Damir,Damir,Damir,Damir,Damir,Damir,Damir,Damir,Damir,Damir,Damir
Q933780,Q11879590,Donata,Donata,ドナタ,多娜达,,,דונאטה,,Donata,Donata,Donata,Donata,Donata,Donata,Donata,Donata,Donata,Donata,Donata
Q950916,Q11879590,Kalista,Kalista,,,,,,,Kalista,Kalista,Kalista,Kalista,Kalista,Kalista,Kalista,Kalista,Kalista,Kalista,Kalista
Q951924,Q3409032,Nicola,Nicola,ニコラ,尼古拉,니콜라,نيقولا,ניקולה,Никола,Nicola,Nicola,Nicola,Nicola,Nicola,Nicola,Nicola,Nicola,Nicola,Nicola,Nicola
Q954052,Q12308941,Indriði,Indriði,,,,,,,Indriði,Indriði,Indriði,Indriði,Indriði,Indriði,Indriði,Indriði,Indriði,Indriði,Indriði
Q956196,Q12308941,Sándor,Sándor,シャーンドル,山多尔,,ساندور,שאנדור,Шандор,Sándor,Sándor,Sándor,Sándor,Sándor,Sándor,Sándor,Sándor,Sándor,Sándor,Sándor
Q957188,Q11879590,Irmtraud,Irmtraud,,,,,,,Irmtraud,Irmtraud,Irmtraud,Irmtraud,Irmtraud,Irmtraud,Irmtraud,Irmtraud,Irmtraud,Irmtraud,Irmtraud
Q961444,Q101352,De Bruyn,De Bruyn,,德·布鲁云,,دو برين,,,De Bruyn,De Bruyn,De Bruyn,De Bruyn,De Bruyn,De Bruyn,De Bruyn,De Bruyn,De Bruyn,De Bruyn,De Bruyn
Q964212,Q101352,,Johnsson,ジョンソン,,,,,Юнссон,Johnsson,Johnsson,Johnsson,Johnsson,Johnsson,Johnsson,Johnsson,Johnsson,Johnsson,Johnsson,Johnsson
Q966532,Q101352,Szilágyi,Szilágyi,,,,سيلاجي,,Силадьи,Szilágyi,Szilágyi,Szilágyi,Szilágyi,Szilágyi,Szilágyi,Szilágyi,Szilágyi,Szilágyi,Szilágyi,Szilágyi
Q969236,Q101352,Schlömer,Schlömer,,,,,,,Schlömer,Schlömer,Schlömer,Schlömer,Schlömer,Schlömer,Schlömer,Schlömer,Schlömer,Schlömer,Schlömer
Q969332,Q101352,Hagler,Hagler,,,,هاغلر,,,Hagler,Hagler,Hagler,Hagler,Hagler,Hagler,Hagler,Hagler,Hagler,Hagler,Hagler
Q970228,Q101352,Genovese,Genovese,ジェノヴェーゼ,,,جينوفيز,,Дженовезе,Genovese,Genovese,Genovese,Genovese,Genovese,Genovese,Genovese,Genovese,Genovese,Genovese,Genovese
Q973028,Q101352,Talbert,Talbert,,塔尔伯特,,تالبرت,,Талберт,Talbert,Talbert,Talbert,Talbert,Talbert,Talbert,Talbert,Talbert,Talbert,Talbert,Talbert
Q978692,Q101352,佐藤,Satō,佐藤,佐藤,사토,ساتو,סאטו,Сато,Satō,Satō,Satō,Sato,Satō,Satō,,,Satō,Satō,Satō
Q978756,Q12308941,Laimontas,Laimontas,,,,,,,Laimontas,Laimontas,Laimontas,Laimontas,Laimontas,Laimontas,Laimontas,Laimontas,Laimontas,Laimontas,Laimontas
Q985700,Q101352,,Yehe Nara clan,葉赫那拉氏,葉赫那拉氏,예허나라 할아,,,,Yehenara,Yehenara,Yehenara,Yehenara,Yehenara,Yehenara,Yehonala,,Yehenara,,
Q986996,Q12308941,,Dévald,,,,,,,Dévald,Dévald,,,,,,,,,
Q990884,Q11879590,Ernesta,Ernesta,,,,,,Эрнеста,Ernesta,Ernesta,Ernesta,Ernesta,Ernesta,Ernesta,Ernesta,Ernesta,Ernesta,Ernesta,Ernesta
Q990980,Q12308941,Ernák,Ernák,,,,,,,Ernák,,,,,,,,,,
Q991588,Q11879590,Estilla,Estilla,,,,,,,Estilla,Estilla,Estilla,Estilla,Estilla,Estilla,Estilla,Estilla,Estilla,Estilla,Estilla
Q991892,Q11879590,,,,,,,,,,,,,,,,,,,
Q992308,Q101352,Bruggmann,Bruggmann,,布鲁格曼,,,,,Bruggmann,Bruggmann,Bruggmann,Bruggmann,Bruggmann,Bruggmann,Bruggmann,Bruggmann,Bruggmann,Bruggmann,Bruggmann
Q993860,Q11879590,,,,,,,,,,,,,,,,,,,
Q995156,Q101352,Bryar,Bryar,ブライアー,,,,,,Bryar,Bryar,Bryar,Bryar,Bryar,Bryar,Bryar,Bryar,Bryar,Bryar,Bryar
Q996724,Q11879590,,,,,,,,,,,,,,,,,,,
Q1001220,Q11879590,Fidélia,Fidélia,,,,,,,Fidélia,Fidélia,Fidélia,Fidélia,Fidélia,Fidélia,Fidélia,Fidélia,Fidélia,Fidélia,Fidélia
Q1001236,Q202444,Helke,Helke,,赫尔克,,,,,Helke,Helke,Helke,Helke,Helke,Helke,Helke,Helke,Helke,Helke,Helke
Q1017684,Q101352,Busse,Busse,ブッセ,布塞,,,,Буссе,Busse,Busse,Busse,Busse,Busse,Busse,Busse,Busse,Busse,Busse,Busse
Q1021892,Q11879590,Bushra,Bushra,,,,بشرى,,,Büşra,Bushra,Bushra,Bushra,Bushra,Bushra,Bushra,Bushra,Bushra,Büşra,Bushra
Q1025892,Q12308941,,Caio,カイオ,Caio,,,קאיו,Кайо,Caio,Caio,Caio,Caio,Caio,Caio,Caio,Caio,Caio,Caio,Caio
Q1026276,Q101352,,Calathes,,,,,,Калатес,Calathes,Calathes,Calathes,Calathes,Calathes,Calathes,,,Calathes,,
Q1028468,Q11879590,,Camelia,,,,,,,Camelia,Camelia,,,,,,,,,
Q1030020,Q11879590,Shanice,Shanice,,,,,שאניס,Шэнис,Shanice,Shanice,Shanice,Shanice,Shanice,Shanice,Shanice,Shanice,Shanice,Shanice,Shanice
Q1030036,Q11879590,Gyémánt,,,,,,,,,,,,,,,,,,
Q1035316,Q11879590,Henni,Henni,,,,,הני,,Henni,Henni,Henni,Henni,Henni,Henni,Henni,Henni,Henni,Henni,Henni
Q1037764,Q101352,甄,Zhen,甄,甄,전,,,Чжэнь,Zhen,Zhen,Zhen,,Zhēn,,,,,,
Q1042612,Q12308941,Ákos,Ákos,,阿科什,,,אקוש,Акош,Ákos,Ákos,Ákos,Ákos,Ákos,Ákos,Ákos,Ákos,Ákos,Ákos,Ákos
Q1068724,Q101352,Chebii,Chebii,,,,تشيبي,,Чебии,Chebii,Chebii,Chebii,Chebii,Chebii,Chebii,Chebii,Chebii,Chebii,Chebii,Chebii
Q1070852,Q101352,Chettri,Chettri,,切特里,,,,,Chettri,Chettri,Chettri,Chettri,Chettri,Chettri,Chettri,Chettri,Chettri,Chettri,Chettri
Q1072980,Q11879590,Albina,Albina,アルビナ,阿宾娜,,,אלבינה,Альбина,Albina,Albina,Albina,Albina,Albina,Albina,Albina,Albina,Albina,Albina,Albina
