qid,geni_id,label,side,states,occupations,cbdb
Q45670202,6000000075502809971,Shi Qingsong,China,Song dynasty,Buddhist monk,
Q45670250,6000000075502867874,Shi Qingjiao,China,Song dynasty,Buddhist monk,
Q45670270,6000000075486527919,Feng Guanguo,China,Song dynasty,,
Q45670297,6000000075502347114,Shi Jingquan,China,Song dynasty,Buddhist monk,
Q45670315,6000000075485481567,You Yuan,China,Song dynasty,,
Q45670347,6000000075501952358,Shi Jingwu,China,Song dynasty,Buddhist monk,
Q45670361,6000000075486553890,You Jiang,China,Song dynasty,,
Q45670396,6000000075502729078,Shi Jingzhen,China,Song dynasty,Buddhist monk,
Q45670407,6000000075485100728,You Bing,China,Song dynasty,,
Q45670443,6000000075502732967,Shi Jingfan,China,Song dynasty,Buddhist monk,
Q45670454,6000000075486048107,You Zhao,China,Song dynasty,painter,
Q45670490,6000000075502631055,Shi Jinghui,China,Song dynasty,Buddhist monk,
Q45670502,6000000075486271052,You Gui,China,Song dynasty,,
Q45670539,6000000075502495078,Shi Jingye,China,Song dynasty,Buddhist monk,
Q45670548,6000000075485239666,You Ni,China,Song dynasty,,
Q45670595,6000000075502706032,Shi Jingduan,China,Song dynasty,Buddhist monk,
Q45670609,6000000075485751279,You Bin,China,Song dynasty,ci lyric writer,
Q45670641,6000000075502830900,Shi Jingtan,China,Song dynasty,Buddhist monk,
Q45670658,6000000075486234035,You Kai,China,Song dynasty,,
Q45670689,6000000075501890402,Shi Jingxian,China,Song dynasty,Buddhist monk,
Q45670738,6000000075502956833,Shi Jinghuan,China,Song dynasty,Buddhist monk,
Q45670752,6000000075486486975,You Sun,China,Song dynasty,,
Q45670786,6000000075502412264,Shi Jingqin,China,Song dynasty,Buddhist monk,
Q45670797,6000000075486480899,You Fu,China,Song dynasty,,
Q45670835,6000000075502786944,Shi Mayi,China,Song dynasty,Buddhist monk,
Q45670843,6000000075486278100,You Yi,China,Song dynasty,,
Q45670885,6000000075501926499,Shi Weiyi,China,Song dynasty,Buddhist monk,
Q45670890,6000000075486591882,You Jing,China,Song dynasty,,
Q45670933,6000000075502661058,Shi Weiyi,China,Song dynasty,Buddhist monk,
Q45670981,6000000075502869898,Shi Weizhong,China,Song dynasty,Buddhist monk | poet,
Q45670985,6000000075486612922,You Zhongfu,China,Song dynasty,,
Q45671029,6000000075486650852,You Zhongfu,China,Song dynasty,,
Q45671030,6000000075502522163,Shi Weiyue,China,Song dynasty,Buddhist monk,
Q45671077,6000000075486605901,You Shaoyou,China,Song dynasty,,
Q45671080,6000000075502604138,Shi Weizheng,China,Song dynasty,Buddhist monk | calligrapher | poet,
Q45671123,6000000075486744839,You Cigong,China,Song dynasty,,
Q45671133,6000000075502646036,Shi Weizhong,China,Song dynasty,Buddhist monk,
Q45671183,6000000075502556029,Shi Weizheng,China,Song dynasty,Buddhist monk,
Q45671217,6000000075486493937,You Baikui,China,Song dynasty,,
Q45671232,6000000075502164294,Shi Weidi,China,Song dynasty,Buddhist monk,
Q45671263,6000000075486432073,You Kejing,China,Song dynasty,,
Q45671281,6000000075502575023,Shi Weize,China,Song dynasty,Buddhist monk,
Q45671309,6000000075486521988,You Guanqing,China,Song dynasty,,
Q45671328,6000000075501926516,Shi Weiqing,China,Yuan dynasty,Buddhist monk | poet,
Q45671379,6000000075502563102,Shi Weijing,China,Song dynasty,Buddhist monk,
Q45671402,6000000075485481641,Tang Qi,China,Song dynasty,,
Q45671428,6000000075502656029,Shi Weiwo,China,Song dynasty,Buddhist monk,
Q45671448,6000000075486219165,Tang Hui,China,Song dynasty,,
Q45671477,6000000075502646041,Shi Weishi,China,Song dynasty,Buddhist monk,
Q45671495,6000000075486294115,Tang Jian,China,Song dynasty,astronomer,
Q45671525,6000000075502781990,Shi Weishan,China,Song dynasty,Buddhist monk,
Q45671544,6000000075486591943,Tang Zhi,China,Song dynasty,,
Q45671573,6000000075502871886,Shi Weisheng,China,Song dynasty,Buddhist monk,
Q45671618,6000000075502864878,Shi Weijing,China,Song dynasty,Buddhist monk,
Q45671633,6000000075486701876,Tang Mo,China,Song dynasty,poet,
Q45671665,6000000075502862891,Shi Weiyin,China,Song dynasty,Buddhist monk,
Q45671680,6000000075486429089,Tang Xu,China,Song dynasty,poet,
Q45671713,6000000075502797954,Shi Weifeng,China,Song dynasty,Buddhist monk,
Q45671762,6000000075502581999,Shi Weijin,China,Song dynasty,Buddhist monk,
Q45671775,6000000075486769831,Tang Lu,China,Song dynasty,,
Q45671810,6000000075502857875,Shi Weijian,China,Song dynasty,Buddhist monk,
Q45671818,6000000075486631896,Tang Zisheng,China,Song dynasty,painter,
Q45671860,6000000075502482082,Shi Weiyan,China,Song dynasty,Buddhist monk,
Q45671866,6000000075486690871,Tang Dafang,China,Song dynasty,poet,
Q45671906,6000000075502440160,Shi Huashu,China,Song dynasty,Buddhist monk,
Q45671951,6000000075502796943,Shi Fancai,China,Song dynasty,Buddhist monk,
Q45671998,6000000075502706037,Shi Fanguang,China,Song dynasty,Buddhist monk,
Q45672046,6000000075502092334,Shi Fanzhen,China,Song dynasty,Buddhist monk,
Q45672047,6000000075486631918,Tang Xiaoxin,China,Song dynasty,,
Q45672091,6000000075485887398,Tang Boyang,China,Song dynasty,,
Q45672093,6000000075502901910,Shi Tonghui,China,Song dynasty,Buddhist monk,
Q45672141,6000000075502771947,Shi Wuben,China,Song dynasty,Buddhist monk,
Q45672182,6000000075486639961,Tang Shuyong,China,Song dynasty,,
Q45672189,6000000075502965840,Shi Qiankang,China,Song dynasty,Buddhist monk | poet,
Q45672242,6000000075502329237,Shi Zongzhen,China,Song dynasty,Buddhist monk,
Q45672288,6000000075502955842,Shi Chuyuan,China,Song dynasty,Buddhist monk,
Q45672321,6000000075486377055,Tang Shensou,China,Song dynasty,,
Q45672335,6000000075502971830,Shi Chuliang,China,Song dynasty,Buddhist monk,
Q45672369,6000000075486822836,Zhan Cun,China,Song dynasty,,
Q45672386,6000000075502164317,Shi Chuxian,China,Song dynasty,Buddhist monk,
Q45672415,6000000075485888505,Zhan Heng,China,Song dynasty,,
Q45672424,6000000074783363021,Feng Kai,China,Tang dynasty,,
Q45672433,6000000075502575039,Shi Chuqian,China,Song dynasty,Buddhist monk,
Q45672460,6000000075486754872,Zhan Ruo,China,Song dynasty,,
Q45672484,6000000075502740997,Shi Changcong,China,Song dynasty,Buddhist monk,
Q45672508,6000000075486786858,Zhan Ruo,China,Song dynasty,,
Q45672533,6000000075502956878,Shi Xizhan,China,Song dynasty,Buddhist monk,
Q45672554,6000000075486752877,Zhan Zhizhong,China,Song dynasty,,
Q45672580,6000000075503002834,Shi Xiyan,China,Song dynasty,Buddhist monk | poet,
Q45672600,6000000075486581037,Zhan Gangzhong,China,Song dynasty,,
Q45672630,6000000075502786965,Shi Conglun,China,Yuan dynasty,Buddhist monk,
Q45672645,6000000075486627029,Tong Sheng,China,Song dynasty,,
Q45672679,6000000075503019822,Shi Congmi,China,Song dynasty,Buddhist monk,
Q45672728,6000000075501917437,Shi Congdeng,China,Song dynasty,Buddhist monk | calligrapher,
Q45672739,6000000075486474052,Tong Can,China,Song dynasty,,
Q45672777,6000000075502888875,Shi Congya,China,Song dynasty,Buddhist monk,
Q45672784,6000000075486832841,Tong Fei,China,Song dynasty,gentry,
Q45672824,6000000075502521053,Shi Congyi,China,Song dynasty,Buddhist monk,
Q45672829,6000000075486817876,Tong Chao,China,Song dynasty,,
Q45672874,6000000075502632131,Shi Congyan,China,Song dynasty,Buddhist monk,
Q45672877,6000000075485888538,Tong Yi,China,Song dynasty,,
Q45672920,6000000075502864900,Shi Congyu,China,Song dynasty,Buddhist monk,
Q45672921,6000000075486250105,Tong Ying,China,Song dynasty,,
Q45672965,6000000075486609998,Tong Baniang,China,Song dynasty,,
Q45672966,6000000075502782007,Shi Jiaoyuan,China,Song dynasty,Buddhist monk,
Q45673011,6000000075486516042,Tong Renyi,China,Song dynasty,painter,
Q45673015,6000000075502376150,Shi Minxing,China,Song dynasty,Buddhist monk | painter,
Q45673057,6000000075486872822,Tong Bida,China,Song dynasty,,
Q45673063,6000000075502946877,Shi Minchuan,China,Song dynasty,Buddhist monk,
Q45673103,6000000075486837841,Tong Boyu,China,Song dynasty,,
Q45673111,6000000075502995850,Shi Shaoyuan,China,Song dynasty,Buddhist monk,
Q45673151,6000000019151760015,Yun Baoyuan,China,Qing dynasty,,
Q45673158,6000000075502690064,Shi Shaoyue,China,Song dynasty,Buddhist monk,
Q45673203,6000000075502669049,Shi Shaozong,China,Song dynasty,Buddhist monk,
Q45673240,6000000075486753897,Fu Gun,China,Song dynasty,,
Q45673249,6000000075502690074,Shi Shaozong,China,Song dynasty,Buddhist monk,
Q45673286,6000000075486815856,Fu Xie,China,Song dynasty,,
Q45673297,6000000075501894461,Shi Shaozhong,China,Song dynasty,Buddhist monk,
Q45673330,6000000075486311179,Ning Can,China,Song dynasty,,
Q45673344,6000000075501537704,Shi Shaonan,China,Song dynasty,Buddhist monk,
Q45673372,6000000075486790876,Ning Jun,China,Song dynasty,,
Q45673387,6000000075502983847,Shi Shaozu,China,Song dynasty,Buddhist monk,
Q45673392,6000000075508749822,Zhongyi Sanduo,China,Republic of China,,
Q45673479,6000000075502321323,Shi Jilong,China,Song dynasty,Buddhist monk,
Q45673504,6000000075486906822,Ning Shifeng,China,Song dynasty,,
Q45673522,6000000075502482112,Shi Shaolong,China,Song dynasty,Buddhist monk,
Q45673549,6000000075485599546,Ning Zhixian,China,Song dynasty,,
Q45673568,6000000075502840905,Shi Shaosong,China,Song dynasty,Buddhist monk,
Q45673591,6000000075486471016,Zeng Dan,China,Song dynasty,,
Q45673616,6000000075502966873,Shi Shaoxi,China,Song dynasty,Buddhist monk,
Q45673635,6000000075486329227,Zeng Cun,China,Song dynasty,,
Q45673662,6000000075502692948,Shi Shaode,China,Song dynasty,Buddhist monk,
Q45673678,6000000075485879394,Zeng Guang,China,Song dynasty,,
Q45673706,6000000075502939855,Shi Shaojiao,China,Song dynasty,Buddhist monk,
Q45673720,6000000075486412131,Zeng Xian,China,Song dynasty,,
Q45673749,6000000075502973855,Shi Shaojian,China,Song dynasty,Buddhist monk,
Q45673760,6000000075486522088,Zeng Ji,China,Song dynasty,,
Q45673793,6000000075501890477,Shi Pujiao,China,Song dynasty,Buddhist monk,
Q45673802,6000000075486888849,Zeng Hong,China,Song dynasty,,
Q45673837,6000000075503028837,Shi Puming,China,Song dynasty,Buddhist monk,
Q45673845,6000000075486690906,Zeng Yuan,China,Song dynasty,,
Q45673880,6000000075502766020,Shi Pudu,China,Song dynasty,Buddhist monk,
Q45673886,6000000075486835858,Zeng Bing,China,Song dynasty,,
Q45673924,6000000075502023349,Shi Puji,China,Song dynasty,Buddhist monk,
Q45673965,6000000075502102489,Shi Puji,China,Song dynasty,Buddhist monk,
Q45673967,6000000075485908361,Zeng Yi,China,Song dynasty,,
Q45674006,6000000075486925836,Zeng Ji,China,Song dynasty,,
Q45674009,6000000075502813960,Shi Puxuan,China,Song dynasty,Buddhist monk,
Q45674047,6000000075485908367,Zeng Ban,China,Song dynasty,,
Q45674051,6000000075502574053,Shi Shanyue,China,Song dynasty,Buddhist monk,
Q45674094,6000000075501662704,Shi Shanben,China,Song dynasty,Buddhist monk,
Q45674128,6000000075486768886,Zeng Chun,China,Song dynasty,,
Q45674136,6000000075502952883,Shi Shansheng,China,Song dynasty,Buddhist monk,
Q45674180,6000000075503050822,Shi Shanxiu,China,Song dynasty,Buddhist monk,
Q45674224,6000000075502329285,Shi Shanzhen,China,Song dynasty,Buddhist monk,
Q45674252,6000000075486841875,Zeng Li,China,Song dynasty,,
Q45674291,6000000075486798925,Zeng Hua,China,Song dynasty,,
Q45674308,6000000075502856939,Shi Shanxin,China,Song dynasty,Buddhist monk,
Q45674333,6000000075486670904,Zeng Fu,China,Song dynasty,,
Q45674353,6000000075502575059,Shi Shanwu,China,Song dynasty,Buddhist monk,
Q45674394,6000000075502734007,Shi Shanneng,China,Song dynasty,Buddhist monk,
Q45674410,6000000075486815880,Zeng Huan,China,Song dynasty,,
Q45674436,6000000075502685130,Shi Shanneng,China,Song dynasty,Buddhist monk,
Q45674451,6000000075486219282,Zeng Kai,China,Song dynasty,,
Q45674479,6000000075502886940,Shi Shantong,China,Song dynasty,Buddhist monk,
Q45674491,6000000075486513070,Zeng Xun,China,Song dynasty,,
Q45674523,6000000075503020858,Shi Shanbin,China,Song dynasty,Buddhist monk,
Q45674532,6000000075486761013,Zeng Rong,China,Song dynasty,,
Q45674565,6000000075503041833,Shi Shanchong,China,Song dynasty,Buddhist monk,
Q45674609,6000000075502412335,Shi Shanrong,China,Song dynasty,Buddhist monk,
Q45674613,6000000075486742953,Zeng Feng,China,Song dynasty,,
Q45674649,6000000075501890496,Shi Shanhui,China,Song dynasty,Buddhist monk,
Q45674651,6000000075486787944,Zeng Yi,China,Song dynasty,,
Q45674692,6000000075485705518,Zeng Yu,China,Song dynasty,,
Q45674693,6000000075502387236,Shi Shanxi,China,Song dynasty,Buddhist monk,
Q45674731,6000000075486952850,Zeng Lv,China,Song dynasty,,
Q45674736,6000000075503060835,Shi Shanxian,China,Song dynasty,Buddhist monk,
Q45674771,6000000075486723918,Zeng E,China,Song dynasty,,
Q45674778,6000000075502719062,Shi Shanying,China,Song dynasty,Buddhist monk,
Q45674809,6000000075486581122,Zeng Ji,China,Song dynasty,,
Q45674817,6000000075501867392,Shi Shanquan,China,Song dynasty,Buddhist monk,
Q45674849,6000000075486810920,Zeng Yi,China,Song dynasty,,
Q45674860,6000000075503012881,Shi Dunzhao,China,Song dynasty,Buddhist monk,
Q45674887,6000000075486866858,Zeng Xun,China,Song dynasty,,
Q45674903,6000000075502619030,Shi Yunlin,China,Song dynasty,Buddhist monk,
Q45674926,6000000075486590041,Zeng Jiao,China,Song dynasty,,
Q45674943,6000000075503068825,Shi Yunda,China,Song dynasty,Buddhist monk,
Q45674953,6000000075502450206,Shi Yunbian,China,Song dynasty,Buddhist monk,
Q45674971,6000000075503074824,Shi Huili,China,Song dynasty,Buddhist monk,
Q45675009,6000000075502367255,Shi Huixing,China,Song dynasty,Buddhist monk,
Q45675021,6000000075486739968,Zeng Ziyuan,China,Song dynasty,,
Q45675051,6000000075502797991,Shi Huiyan,China,Song dynasty,Buddhist monk,
Q45675061,6000000075486723930,Ceng Shizhuo,China,Song dynasty,,
Q45675094,6000000075502616176,Shi Huiding,China,Song dynasty,Buddhist monk,
Q45675101,6000000075486592105,Zeng Shixian,China,Song dynasty,painter,
Q45675132,6000000075503083824,Shi Huiming,China,Song dynasty,Buddhist monk | poet,
Q45675140,6000000075486932850,Zeng Zhijin,China,Song dynasty,,
Q45675177,6000000075502937895,Shi Huiquan,China,Song dynasty,Buddhist monk | poet,
Q45675180,6000000075485869480,Zeng Wenzhong,China,Song dynasty,,
Q45675218,6000000075486807944,Zeng Wenzhao,China,Song dynasty,,
Q45675221,6000000075503090822,Shi Huizhen,China,Song dynasty,Buddhist monk,
Q45675257,6000000075486866866,Zeng Yuangui,China,Song dynasty,,
Q45675261,6000000075502612138,Shi Huizhen,China,Song dynasty,Buddhist monk,
Q45675295,6000000075486624091,Zeng Yuanzhong,China,Song dynasty,,
Q45675301,6000000075502788019,Shi Huishen,China,Song dynasty,Buddhist monk,
Q45675341,6000000075503020879,Shi Huiyuan,China,Song dynasty,Buddhist monk,
Q45675371,6000000075486683986,Zeng Minzhan,China,Song dynasty,astronomer,
Q45675383,6000000075502711060,Shi Huikang,China,Song dynasty,Buddhist monk,
Q45675412,6000000075486436285,Zeng Yongliang,China,Song dynasty,,
Q45675423,6000000075502851959,Shi Huiji,China,Song dynasty,Buddhist monk,
Q45675451,6000000075486795903,Zeng Rulin,China,Song dynasty,,
Q45675461,6000000075503018864,Shi Huitong,China,Song dynasty,Buddhist monk,
Q45675486,6000000075486914875,Zeng Anzhong,China,Song dynasty,,
Q45675501,6000000075503033848,Shi Huitong,China,Song dynasty,Buddhist monk,
Q45675540,6000000075503029900,Shi Huichong,China,Song dynasty,Buddhist monk | painter | poet,
Q45675560,6000000075486838893,Zeng Anqiang,China,Song dynasty,,
Q45675584,6000000075502669106,Shi Huilong,China,Song dynasty,Buddhist monk,
Q45675600,6000000075487006823,Zeng Shouyue,China,Song dynasty,,
Q45675623,6000000075502620161,Shi Huiqin,China,Song dynasty,Buddhist monk | poet,
Q45675636,6000000075486905851,Zeng Shizhong,China,Song dynasty,,
Q45675666,6000000075502727086,Shi Huiguang,China,Song dynasty,Buddhist monk,
Q45675703,6000000075502741072,Shi Huiqian,China,Song dynasty,Buddhist monk,
Q45675742,6000000075503032867,Shi Huixian,China,Song dynasty,Buddhist monk,
Q45675746,6000000075486621054,Zeng Ruji,China,Song dynasty,,
Q45675781,6000000075502885997,Shi Huiyan,China,Song dynasty,Buddhist monk,
Q45675783,6000000075486903866,Zeng Jigu,China,Song dynasty,,
Q45675819,6000000075486939870,Zeng Chengshu,China,Song dynasty,,
Q45675821,6000000075502329304,Shi Huibian,China,Song dynasty,Buddhist monk,
Q45675854,6000000075486949878,Zeng Yangui,China,Song dynasty,,
Q45675859,6000000075502688139,Shi Shengqin,China,Song dynasty,Buddhist monk,
Q45675896,6000000075502788038,Shi Chaoran,China,Song dynasty,Buddhist monk | painter,
Q45675929,6000000075486425158,Zeng Zudao,China,Song dynasty,,
Q45675966,6000000075486816926,Zeng Yuanyi,China,Song dynasty,poet,
Q45675974,6000000075503121822,Shi Chaoxin,China,Song dynasty,Buddhist monk,
Q45676003,6000000075486618042,Zeng Yuanwu,China,Song dynasty,,
Q45676011,6000000075503112836,Shi Sishou,China,Song dynasty,Buddhist monk | calligrapher,
Q45676039,6000000075486770976,Zeng Xiyan,China,Song dynasty,,
Q45676076,6000000075486996845,Zeng Fengzhen,China,Song dynasty,,
Q45676092,6000000075502616210,Shi Xuji,China,Song dynasty,Buddhist monk | painter,
Q45676112,6000000075485928434,Zeng Fenglong,China,Song dynasty,,
Q45676134,6000000075503019881,Shi Jingyuan,China,Song dynasty,Buddhist monk,
Q45676173,6000000075501704634,Shi Jingchun,China,Song dynasty,Buddhist monk,
Q45676212,6000000075503039863,Shi Jingchun,China,Song dynasty,Buddhist monk,
Q45676251,6000000075502847034,Shi Jingjian,China,Song dynasty,Buddhist monk,
Q45676263,6000000075486771990,Zeng Xingzong,China,Song dynasty,,
Q45676292,6000000075503132822,Shi Jingxian,China,Song dynasty,Buddhist monk,
Q45676300,6000000075487034838,Zeng Yingzhang,China,Song dynasty,,
Q45676331,6000000075502620166,Shi Weicai,China,Song dynasty,Buddhist monk,
Q45676335,6000000075487016856,Zeng Yuelin,China,Song dynasty,,
Q45676370,6000000075502688165,Shi Wuyong,China,Song dynasty,Buddhist monk,
Q45676372,6000000075486708022,Tan Qingyuan,China,Song dynasty,,
Q45676407,6000000075485928445,Huang Kang,China,Song dynasty,,
Q45676408,6000000075502847039,Shi Yongmian,China,Song dynasty,Buddhist monk,
Q45676442,6000000075487041823,Huang You,China,Song dynasty,,
Q45676477,6000000075487051822,Huang Zhong,China,Song dynasty,,
Q45676482,6000000075502690165,Shi Wuyan,China,Song dynasty,Buddhist monk,
Q45676519,6000000075502482148,Shi Wujin,China,Song dynasty,Buddhist monk,
Q45676546,6000000075486250192,Huang Jie,China,Song dynasty,astronomer,
Q45676558,6000000075502424235,Shi Zhicai,China,Song dynasty,Buddhist monk,
Q45676595,6000000075502983907,Shi Zhiri,China,Song dynasty,Buddhist monk,
Q45676616,6000000075486763942,Huang Shi,China,Song dynasty,,
Q45676631,6000000075501687656,Shi Zhiyong,China,Song dynasty,Buddhist monk,
Q45676649,6000000075487050825,Huang Zha,China,Song dynasty,,
Q45676668,6000000075501565499,Shi Zhiping,China,Song dynasty,Buddhist monk | painter,
Q45676707,6000000075503050859,Shi Zhiben,China,Song dynasty,Buddhist monk,
Q45676724,6000000075485855318,Huang Shen,China,Song dynasty,,
Q45676743,6000000075503099831,Shi Zhiben,China,Song dynasty,Buddhist monk,
Q45676759,6000000075487068828,Huang Shen,China,Song dynasty,,
Q45676780,6000000075502907933,Shi Zhiye,China,Song dynasty,Buddhist monk,
Q45676795,6000000075486984883,Huang Tai,China,Song dynasty,,
Q45676819,6000000075502194417,Shi Zhixian,China,Song dynasty,Buddhist monk,
Q45676830,6000000075487055836,Huang Pu,China,Song dynasty,,
Q45676853,6000000075501565504,Shi Zhiquan,China,Song dynasty,Buddhist monk | physician,
Q45676864,6000000075486901884,Huang Tong,China,Song dynasty,,
Q45676889,6000000075503134849,Shi Zhizi,China,Song dynasty,Buddhist monk | poet,
Q45676898,6000000075486649990,Huang Yan,China,Song dynasty,,
Q45676929,6000000075503070833,Shi Zhijing,China,Song dynasty,Buddhist monk,
Q45676932,6000000075486993857,Huang Fen,China,Song dynasty,,
Q45676963,6000000075503065851,Shi Zhixing,China,Song dynasty,Buddhist monk,
Q45676965,6000000075486539191,Huang Hong,China,Song dynasty,scholar,
Q45676997,6000000075503047877,Shi Zhilin,China,Song dynasty,Buddhist monk,
Q45677000,6000000075487043866,Huang Chen,China,Song dynasty,,
Q45677034,6000000075503125830,Shi Zhiming,China,Song dynasty,Buddhist monk,
Q45677035,6000000075486947899,Huang Jun,China,Song dynasty,,
Q45677068,6000000075502759135,Shi Zhihai,China,Song dynasty,Buddhist monk,
Q45677103,6000000075503089883,Shi Zhizhu,China,Song dynasty,Buddhist monk,
Q45677139,6000000075503023871,Shi Zhiqing,China,Song dynasty,Buddhist monk,
Q45677174,6000000075502869027,Shi Zhishen,China,Song dynasty,Buddhist monk,
Q45677211,6000000075502964966,Shi Zhichun,China,Song dynasty,Buddhist monk,
Q45677238,6000000075486753209,Huang Yu,China,Song dynasty,,
Q45677246,6000000075502413240,Shi Zhine,China,Song dynasty,Buddhist monk,
Q45677271,6000000075487255878,Huang Zhou,China,Song dynasty,,
Q45677280,6000000075501537776,Shi Zhitong,China,Song dynasty,Buddhist monk,
Q45677303,6000000075487074004,Huang Zhuo,China,Song dynasty,poet,
Q45677316,6000000075502482154,Shi Zhilian,China,Song dynasty,Buddhist monk,
Q45677340,6000000075487383828,Huang Hu,China,Song dynasty,,
Q45677351,6000000075502925974,Shi Zhizhen,China,Song dynasty,Buddhist monk,
Q45677386,6000000075502023389,Shi Zhiqing,China,Song dynasty,Buddhist monk,
Q45677405,6000000075487367854,Huang Shi,China,Song dynasty,,
Q45677424,6000000075502560140,Shi Zhiyuan,China,Song dynasty,Buddhist monk | painter,
Q45677440,6000000075487364843,Huang Mu,China,Song dynasty,,
Q45677464,6000000075502907956,Shi Zhilian,China,Song dynasty,Buddhist monk,
Q45677474,6000000075485705746,Huang Hong,China,Song dynasty,,
Q45677533,6000000075503129867,Xutang Zhiyu,China,Song dynasty,Buddhist monk,
Q45677539,6000000075487023010,Huang Qia,China,Song dynasty,,
Q45677568,6000000075503174837,Shi Zhifu,China,Song dynasty,Buddhist monk,
Q45677572,6000000075487282925,Huang Zhu,China,Song dynasty,,
Q45677603,6000000075502586120,Shi Zhixian,China,Song dynasty,Buddhist monk,
Q45677605,6000000075487310890,Huang Yi,China,Song dynasty,,
Q45677638,6000000075487387835,Huang Xuan,China,Song dynasty,,
Q45677639,6000000075502905957,Shi Zhixian,China,Song dynasty,Buddhist monk,
Q45677670,6000000075486927159,Huang Mei,China,Song dynasty,,
Q45677674,6000000075503054880,Shi Zhiyuan,China,Song dynasty,Buddhist monk,
Q45677702,6000000075487382835,Huang Bing,China,Song dynasty,,
Q45677709,6000000075502814058,Shi Zhideng,China,Song dynasty,Buddhist monk,
Q45677736,6000000075487191936,Huang Bing,China,Song dynasty,,
Q45677745,6000000075503058891,Shi Zhirong,China,Song dynasty,Buddhist monk | painter,
Q45677769,6000000075487165961,Huang Ge,China,Song dynasty,,
Q45677784,6000000075502785069,Shi Zhitan,China,Song dynasty,Buddhist monk,
Q45677803,6000000075486920081,Huang Ji,China,Song dynasty,,
Q45677818,6000000075501867425,Shi Zhixian,China,Song dynasty,Buddhist monk,
Q45677835,6000000075487430827,Huang Gong,China,Song dynasty,,
Q45677853,6000000075503032938,Shi Zhiyan,China,Song dynasty,Buddhist monk,
Q45677869,6000000075487182946,Huang Si,China,Song dynasty,,
Q45677887,6000000075502903036,Shi Zhiguan,China,Song dynasty,Buddhist monk,
Q45677899,6000000075487400827,Huang Di,China,Song dynasty,,
Q45677921,6000000075503000962,Shi Jinying,China,Song dynasty,Buddhist monk,
Q45677931,6000000075487111993,Huang Jun,China,Song dynasty,,
Q45677958,6000000075503123864,Shi Fuji,China,Song dynasty,Buddhist monk,
Q45677960,6000000181248250829,Gu Houkun,China,Qing dynasty | Republic of China,politician,
Q45677964,6000000075486250390,Huang Yi,China,Song dynasty,painter,
Q45677993,6000000075503102861,Shi Shunwan,China,Song dynasty,Buddhist monk,
Q45678000,6000000075486702222,Huang Xun,China,Song dynasty,,
Q45678028,6000000075503142883,Shi Yuanzhi,China,Song dynasty,Buddhist monk | poet,
Q45678033,6000000075486382400,Huang Yu,China,Song dynasty,,
Q45678066,6000000075487112006,Huang Lie,China,Song dynasty,,
Q45678067,6000000075502610141,Shi Yingke,China,Song dynasty,Buddhist monk,
Q45678130,6000000075486613218,Huang Pou,China,Song dynasty,,
Q45678140,6000000075502843936,Shi Yiguang,China,Song dynasty,Buddhist monk,
Q45678164,6000000075487460822,Huang Ti,China,Song dynasty,,
Q45678197,6000000075487456834,Huang Chu,China,Song dynasty,,
Q45678209,6000000075502983917,Shi Yishen,China,Song dynasty,Buddhist monk,
Q45678230,6000000075487364861,Huang Lun,China,Song dynasty,,
Q45678245,6000000075503043886,Shi Yiyun,China,Song dynasty,Buddhist monk,
Q45678281,6000000075502413269,Shi Yilong,China,Song dynasty,Buddhist monk,
Q45678298,6000000075487453824,Huang Zhang,China,Song dynasty,,
Q45678317,6000000075502428183,Shi Yicheng,China,Song dynasty,Buddhist monk,
Q45678332,6000000075487270934,Huang Yin,China,Song dynasty,,
Q45678351,6000000075502341376,Shi Yixia,China,Song dynasty,Buddhist monk,
Q45678387,6000000075502957003,Shi Daoyuan,China,Song dynasty,Buddhist monk,
Q45678422,6000000075502887967,Shi Daoyuan,China,Song dynasty,Buddhist monk,
Q45678456,6000000075502610150,Shi Daoyue,China,Song dynasty,Buddhist monk,
Q45678464,6000000075487049962,Huang Yan,China,Song dynasty,,
Q45678492,6000000075501894545,Shi Daosheng,China,Song dynasty,Buddhist monk,
Q45678498,6000000075487400868,Huang Cong,China,Song dynasty,,
Q45678526,6000000075502698081,Shi Daoxian,China,Song dynasty,Buddhist monk,
Q45678562,6000000075503128872,Shi Daoan,China,Song dynasty,Buddhist monk,
Q45678597,6000000075487060981,Huang Xun,China,Song dynasty,,
Q45678599,6000000075503207840,Shi Daoguang,China,Song dynasty,Buddhist monk,
Q45678630,6000000075487053996,Huang Deng,China,Song dynasty,,
Q45678634,6000000075502364297,Shi Daoyin,China,Song dynasty,Buddhist monk,
Q45678667,6000000075503057899,Shi Daoquan,China,Song dynasty,Buddhist monk,
Q45678680,6000000074750145047,Guo Zhu,China,Tang dynasty,,
Q45678694,6000000075487425844,Huang Lun,China,Song dynasty,,
Q45678700,6000000075503143859,Shi Daoquan,China,Song dynasty,Buddhist monk,
Q45678714,6000000074750351839,Guo Zhongwen,China,Tang dynasty,,
Q45678727,6000000075487371877,Huang Ji,China,Song dynasty,,
Q45678733,6000000075502023411,Shi Daoru,China,Song dynasty,Buddhist monk,
Q45678745,6000000074750115095,Guo Zhongqian,China,Tang dynasty,,
Q45678758,6000000075486668171,Huang Ji,China,Song dynasty,,
Q45678769,6000000075502376242,Shi Daochong,China,Song dynasty,Buddhist monk,
Q45678779,6000000074749923245,Guo Zhongxu,China,Tang dynasty,,
