qid,classes,mul,en,ja,zh,ko,ar,he,ru,de,fr,es,pt,it,nl,sv,nb,da,fi,pl
Q715082,Q12308941,Eneasz,Eneasz,,,,,,,Eneasz,Enej,Eneasz,Eneasz,Eneasz,Eneasz,Eneasz,Eneasz,Eneasz,Eneasz,Eneasz
Q717770,Q101352,,Song,宋,宋,쑹,سونغ,סונג,Сун,Song,Song,Song,Sòng,Song,Sòng,Song,,Sòng,Song,
Q726554,Q12308941,Regimantas,Regimantas,,,,,,Регимантас,Regimantas,Regimantas,Regimantas,Regimantas,Regimantas,Regimantas,Regimantas,Regimantas,Regimantas,Regimantas,Regimantas
Q730346,Q12308941,Asim,Asim,アジム,阿西姆,,عاصم,,,Asim,Asim,Asim,Asim,Asim,Asim,Asim,Asim,Asim,Asim,Asim
Q739162,Q12308941,Assan,Assan,アッサン,,,,אסן,,Assan,Assan,Assan,Assan,Assan,Assan,Assan,Assan,Assan,Assan,Assan
Q742506,Q12308941,Widukind,Widukind,ヴィドゥキント,,비두킨트,,וידוקינד,,Widukind,Widukind,Widukind,Widukind,Widukind,Widukind,Widukind,Widukind,Widukind,Widukind,Widukind
Q743658,Q11879590,Nikodema,Nikodema,,,,,,,Nikodema,Nikodema,Nikodema,Nikodema,Nikodema,Nikodema,Nikodema,Nikodema,Nikodema,Nikodema,Nikodema
Q749530,Q101352,Astle,Astle,,,,,,,Astle,Astle,Astle,Astle,Astle,Astle,Astle,Astle,Astle,Astle,Astle
Q749802,Q12308941,Liberat,Liberat,,,,,,,Liberat,Liberat,Liberat,Liberat,Liberat,Liberat,Liberat,Liberat,Liberat,Liberat,Liberat
Q750186,Q12308941,Erik,Erik,エリック,埃里克,에릭,إريك,אריק,Эрик,Erik,Erik,Erik,Erik,Erik,Erik,Erik,Erik,Erik,Erik,Erik
Q754762,Q101352,Athanasiadis,Athanasiadis,アタナシアディス,,,,,Афанасиадис,Athanasiadis,Athanasiadis,Athanasiadis,Athanasiadis,Athanasiadis,Athanasiadis,Athanasiadis,Athanasiadis,Athanasiadis,Athanasiadis,Athanasiadis
Q761514,Q101352,Rebelo,Rebelo,レベーロ,雷贝洛,,,,,Rebelo,Rebelo,Rebelo,Rebelo,Rebelo,Rebelo,Rebelo,Rebelo,,Rebelo,
Q762634,Q101352,Carbonneau,Carbonneau,,,,,,,Carbonneau,Carbonneau,Carbonneau,Carbonneau,Carbonneau,Carbonneau,Carbonneau,Carbonneau,Carbonneau,Carbonneau,Carbonneau
Q771274,Q11879590,Auksutė,Auksutė,,,,,,,Auksutė,Auksutė,Auksutė,Auksutė,Auksutė,Auksutė,Auksutė,Auksutė,Auksutė,Auksutė,Auksutė
Q773050,Q12308941,Anizjusz,Anizjusz,,,,,,,Anizjusz,Anizjusz,Anizjusz,Anizjusz,Anizjusz,Anizjusz,Anizjusz,Anizjusz,Anizjusz,Anizjusz,Anizjusz
Q777226,Q11879590,Arita,Arita,,阿丽塔/阿里塔,,,,,Arita,Arita,Arita,,,,,,,,
Q777290,Q12308941,Arián,Arián,,,,,,,Arián,Arián,Arián,Arián,Arián,Arián,Arián,Arián,Arián,Arián,Arián
Q783322,Q101352,Казаков,Kazakov,カザコフ,卡扎科夫,,كازاكوف,,Казаков,Kasakow,Kazakov,Kazakov,Kazakov,Kazakov,Kazakov,,,Kazakov,,
Q789130,Q12308941,Balabán,Balabán,バラバーン,,,,,,Balabán,Balabán,Balabán,Balabán,Balabán,Balabán,Balabán,Balabán,Balabán,Balabán,Balabán
Q789146,Q12308941,,Balambér,,,,,,,Balambér,Balambér,,,,,,,,,
Q791178,Q11879590,Aviva,Aviva,アヴィーヴァ,阿維娃,,,אביבה,Авива,Aviva,Aviva,Aviva,Aviva,Aviva,Aviva,Aviva,Aviva,Aviva,Aviva,Aviva
Q793066,Q11879590,,Aylin,,艾琳,,,איילין,Айлин,Aylin,Aylin,Aylin,Aylin,Aylin,Aylin,Aylin,Aylin,Aylin,Aylin,Aylin
Q793802,Q12308941,Bertram,Bertram,ベルトラム,伯特伦,버트람,برترام,ברטרם,Бертрам,Bertram,Bertram,Bertram,Bertram,Bertram,Bertram,Bertram,Bertram,Bertram,Bertram,Bertram
Q794282,Q11879590,Bettina,Bettina,ベティーナ,贝蒂娜,베티나,بيتينا,בטינה,Беттина,Bettina,Bettina,Bettina,Bettina,Bettina,Bettina,Bettina,Bettina,Bettina,Bettina,Bettina
Q804234,Q101352,Bakalorz,Bakalorz,,,,,,,Bakalorz,Bakalorz,Bakalorz,Bakalorz,Bakalorz,Bakalorz,Bakalorz,Bakalorz,Bakalorz,Bakalorz,Bakalorz
Q804650,Q101352,,Balashov,バラショーフ,,,بالاشوف,,Балашов,Balaschow,Balachov,Balashov,Balashov,Balashov,Balashov,Balasjov,,Balashov,Balašov,
Q804970,Q101352,,Liu,劉,劉,류,ليو,ליו,Лю,Liu,Liu,Liu,Liu,Liú,Liú,Liu,,Liu,Liu,Liu
Q805546,Q101352,Baltakis,Baltakis,,,,,,,Baltakis,Baltakis,,,,,,,,,
Q813594,Q101352,Becherer,Becherer,,,,,,,Becherer,Becherer,Becherer,Becherer,Becherer,Becherer,Becherer,Becherer,Becherer,Becherer,Becherer
Q816778,Q101352,Bendig,Bendig,,本迪格,,,,,Bendig,Bendig,Bendig,Bendig,Bendig,Bendig,Bendig,Bendig,Bendig,Bendig,Bendig
Q818202,Q12308941,Bent,Bent,ベント,巴特  (名字),,بنت,בנט,Бент,Bent,Bent,Bent,Bent,Bent,Bent,Bent,Bent,,Bent,
Q820106,Q101352,,Bergqvist,ベリクヴィスト,贝格奎斯特,,,,Бергквист,Bergqvist,Bergqvist,Bergqvist,Bergqvist,Bergqvist,Bergqvist,Bergqvist,Bergqvist,Bergqvist,Bergqvist,Bergqvist
Q820698,Q11879590,Berit,Berit,ベリット,贝丽特,,بريت,בריט,Берит,Berit,Berit,Berit,Berit,Berit,Berit,Berit,Berit,Berit,Berit,Berit
Q820810,Q12308941,Berkay,Berkay,,贝尔卡伊,,,,,Berkay,Berkay,Berkay,Berkay,Berkay,Berkay,Berkay,Berkay,Berkay,Berkay,Berkay
Q831434,Q11879590,Betina,Betina,ベティーナ,贝蒂娜,,,,Бетина,Betina,Betina,Betina,Betina,Betina,Betina,Betina,Betina,Betina,Betina,Betina
Q833546,Q11879590,,Bogáta,,,,,,,,,,,,,,,,,
Q833690,Q12308941,Bojta,Bojta,,,,,,,,Bojta,,,,,,,,,
Q833882,Q12308941,,Aimé,エメ,艾梅,,أيميه,,Эме,Aimé,Aimé,Aimé,Aimé,Aimé,Aimé,Aimé,Aimé,Aimé,Aimé,Aimé
Q839482,Q101352,,Xing,邢,邢,,,,Син,Xing,Xing,Xing,Xing,Xing,Xing,,,Xing,,
Q848170,Q11879590,Boróka,Boróka,,,,,,,Boróka,Boróka,Boróka,Boróka,Boróka,Boróka,Boróka,Boróka,Boróka,Boróka,Boróka
Q851786,Q12308941,Bulcsú,Bulcsú,,,,,,,Bulcsú,Bulcsú,Bulcsú,Bulcsú,Bulcsú,Bulcsú,Bulcsú,Bulcsú,Bulcsú,Bulcsú,Bulcsú
Q853450,Q11879590,Bársonyka,Bársonyka,,,,,,,Bársonyka,,,,,,,,,,
Q854202,Q11879590,Oriana,Oriana,,奥丽安娜,,أوريانا,אוריאנה,Ориана (имя),Oriana,Oriana,Oriana,Oriana,Oriana,Oriana,Oriana,Oriana,Oriana,Oriana,Oriana
Q870986,Q12308941,,Csegő,,,,,,,Csegő,Csegő,,,,,,,,,
Q872266,Q202444,,,,,,,,,,,,,,,,,,,
Q876362,Q12308941,Csörsz,Csörsz,,,,,,,,,,,,,,,,,
Q884954,Q101352,Blomdahl,Blomdahl,,,,,,Блумдаль,Blomdahl,Blomdahl,Blomdahl,Blomdahl,Blomdahl,Blomdahl,Blomdahl,Blomdahl,Blomdahl,Blomdahl,Blomdahl
Q893914,Q101352,Born,Born,ボルン,,,بورن,בורן,Борн,Born,Born,Born,Born,Born,Born,Born,Born,Born,Born,Born
Q901242,Q101352,Dajka,Dajka,,,,,,,Dajka,Dajka,Dajka,Dajka,Dajka,Dajka,Dajka,Dajka,Dajka,Dajka,Dajka
Q905946,Q12308941,Corrado,Corrado,コッラード,科拉多,,,קורדו,Коррадо,Corrado,Corrado,Corrado,Corrado,Corrado,Corrado,Corrado,Corrado,Corrado,Corrado,Corrado
Q908794,Q202444,,,,,,,,,,,,,,,,,,,
Q912218,Q12308941,Velibor,Velibor,,,,,,,Velibor,Velibor,Velibor,Velibor,Velibor,Velibor,Velibor,Velibor,Velibor,Velibor,Wielebor
Q923674,Q101352,Brockenbrough,Brockenbrough,,,,,,,Brockenbrough,Brockenbrough,Brockenbrough,Brockenbrough,Brockenbrough,Brockenbrough,Brockenbrough,Brockenbrough,Brockenbrough,Brockenbrough,Brockenbrough
Q928698,Q101352,Horak,Horak,,,,هوراك,,Хорак,Horak,Horak,Horak,Horak,,Horak,Horak,Horak,Horak,Horak,Horak
Q928986,Q11879590,けいこ,Keiko,けいこ,,게이코,كيكو,קייקו,Кэйко,Keiko,Keiko,Keiko,Keiko,Keiko,Keiko,Keiko,Keiko,Keiko,Keiko,Keiko
Q939850,Q12308941,Bartolomeo,Bartolomeo,バルトロメオ,巴托洛梅奥,,,ברתולומאו,Бартоломео,Bartolomeo,Bartolomeo,Bartolomeo,Bartolomeo,Bartolomeo,Bartolomeo,Bartolomeo,Bartolomeo,Bartolomeo,Bartolomeo,Bartolomeo
Q943434,Q101352,Henner,Henner,,,,هينر,,Хеннер,Henner,Henner,Henner,Henner,Henner,Henner,Henner,Henner,Henner,Henner,Henner
Q955866,Q101352,,Jessop,ジェソップ,杰索普,제솝,جيسوب,,Джессоп,Jessop,Jessop,Jessop,Jessop,Jessop,Jessop,Jessop,Jessop,Jessop,Jessop,Jessop
