token	ja	ja_count	zh	zh_count
Richard	リチャード	644	理查德	312
Richardis	リヒャルディス	4		0
Richards	リチャーズ	24	理查兹	8
Richardson	リチャードソン	31	理查森	22
Riche	リッシュ	2		0
Richenda		0	里奇达	2
Richer		0	里切尔	2
Richert		0	理徹特	2
Richie	リッチー	7	里奇	10
Richilde	リシルド	2		0
Richman	リッチマン	2	里奇曼	2
Richmond	リッチモンド	11	里士满	5
Richrath	リッチラス	2		0
Richter	リヒター	8	里希特	8
Richthofen	リヒトホーフェン	9	里希特霍芬	5
Rick	リック	26	里克	13
Rickard	リカード	2	里卡德	2
Rickart	リッカート	3		0
Rickert	リッケルト	2		0
Ricketts	リケッツ	11	里基茨	6
Rickey	リッキー	3	里基	2
Rickie	リッキー	2		0
Rickles	リックルズ	2		0
Rickman	リックマン	4	里克曼	2
Rickmann	リックマン	2		0
Ricksen	リックセン	2		0
Ricky	リッキー	9	瑞奇	4
Rico	リコ	3	里科	3
Ricordi	リコルディ	4		0
Ricou		0	里库	2
Ricucci		0	里奇	2
Riddell	リデル	3	里德尔	4
Ridder		0	里德	2
Riddle	リドル	4	里德爾	2
Rider	ライダー	4		0
Ridgway	リッジウェイ	4	里奇韦	5
Ridha	リダ	2		0
Ridley	リドリー	7	里德利	4
Ridolfi	リドルフィ	3		0
Ridout	リダウト	4		0
Rie	リー	3		0
Riecke		0	里克	2
Riefenstahl	リーフェンシュタール	2		0
Rieff	リーフ	2		0
Riehl	リール	3		0
Rieke	リーケ	2		0
Riel	リエル	2	瑞尔	2
Riemann	リーマン	2		0
Rieneck	リーネック	2		0
Riera	リエラ	2	列拉	2
Ries	リース	5	里斯	3
Riess	リース	2	里斯	2
Rietberg	リートベルク	3		0
Riethmüller	リートミュラー	2		0
Rietveld		0	里特费尔德	2
Rieu		0	瑞欧	2
Rifer		0	里弗	2
Rigal		0	里加尔	2
Rigaud	リゴー	2	里戈	3
Rigby	リグビー	16	里格比	2
Riggs	リッグス	3	里格斯	3
Righi	リーギ	2	里吉	2
Rignon	リニョン	3		0
Rigotti		0	里戈蒂	2
Rihanna	リアーナ	2	蕾哈娜	2
Riikka	リイッカ	2		0
Riina	リイナ	4	里纳	2
Riis	リース	2		0
Riise	リーセ	2	里瑟	2
Riitta	リーッタ	2	丽塔	2
Rijk	Rijk	2		0
Rijkaard	ライカールト	2		0
Rijke	レーケ	2		0
Rik	リク	2	里克	3
Rika	リカ	4		0
Rikard	リカルド	3	里卡尔德	2
Riki	リキ	2		0
Riku	リク	2		0
Riley	ライリー	14	莱利	6
Rim	リム	2	里姆	3
Rima	リマ	2		0
Rimas	リマス	2		0
Rimbaud	ランボー	5		0
Rimington	リミントン	3		0
Rimsky	リムスキー	5		0
Rina	リナ	6	丽娜	3
Rinaldi		0	里纳尔迪	4
Rinaldo	リナルド	6		0
Rindom	リンダム	2		0
Rindt		0	林特	2
Rinehart	ラインハート	2	莱因哈特	2
Ring	リング	4		0
Ringgold	リングゴールド	3		0
Ringo	リンゴ	4	林哥	2
Ringwald	リングウォルド	2	林沃德	2
Rinne	リンネ	6		0
Rino	リノ	2		0
Rinta	リンタ	2		0
Rintoul		0	瑞托	2
Rinuccini	リヌッチーニ	3		0
Rinus	リヌス	3	里努斯	2
Rio	リオ	2		0
Rion	リオン	2		0
Rios	リオス	2		0
Rip	リップ	5		0
Ripa	リパ	3		0
Riphagen		0	里普哈根	2
Ripken	リプケン	2		0
Ripley	リプリー	4	里普利	3
Ripper	リッパー	2		0
Rippon	リッポン	2		0
Riquelme		0	里克尔梅	2
Riri	リリ	2		0
Risch		0	里施	2
Risher		0	里舍尔	2
Rishi	リシ	4	里希	2
Rishton	リシュトン	3		0
Risi	リージ	4	里西	2
Riskin	リスキン	2		0
Riso	リーゾ	2	里索	2
Rissone	リッソーネ	2		0
Rist	リスト	2		0
Rista	リスタ	5		0
Ristić	リスティッチ	2	里斯蒂奇	2
Risto	リスト	2	里斯托	5
Rita	リタ	23	丽塔	11
Ritchie	リッチー	10	里奇	4
Rittenhouse		0	里滕豪斯	2
Ritter	リッター	14	里特	5
Rittershaus	リッタースハウス	2		0
Riva	リヴァ	2	里瓦	6
Rivas		0	里瓦斯	4
Rivelles		0	里弗尔斯	2
River	リヴァー	2	里弗	3
Rivera	リベラ	10	里维拉	12
Rivero	リベロ	2	里维罗	3
Rivers	リヴァーズ	4	里弗斯	7
Rives		0	里夫斯	2
Rivest		0	李维斯特	2
Rivet	リヴェット	3		0
Rivett	リヴェット	2	里維特	2
Rivière	リヴィエール	4	里维埃	2
Rivlin	リブリン	4	里夫林	3
Rix		0	里克斯	2
Riza	リザ	2		0
Rizal	リサール	2		0
Rizwan		0	里兹万	2
Rizzo	リゾ	2	里佐	2
Rizzoli	リッツォーリ	2	里索利	4
Rizzotto	リッツォット	2		0
Rizzuto		0	里兹图	3
Ro	ロウ	2	罗	2
Roach	ローチ	5	罗奇	3
Roache	ローチ	2		0
Roald	ロアルド	4	罗阿尔	2
Roan		0	罗恩	2
Rob	ロブ	29	罗伯	10
Robards	ロバーズ	3	罗巴兹	3
Robartes	ロバーツ	3		0
Robayo		0	罗巴约	2
Robb	ロブ	2	罗伯	2
Robbe	ロブ	2	罗伯	2
Robberds	ロバーズ	2		0
Robbert		0	罗贝特	2
Robberts		0	罗伯茨	2
Robbie	ロビー	9	罗比	9
Robbins	ロビンス	11	罗宾斯	8
Robby	ロビー	4	罗比	2
Roberson		0	罗伯逊	2
Robert	ロバート	902	罗伯特	401
Roberta	ロベルタ	6	罗伯塔	4
Roberti	ロベルティ	3		0
Roberto	ロベルト	50	罗伯托	37
Roberts	ロバーツ	62	罗伯茨	34
Robertson	ロバートソン	35	罗伯逊	14
Robeson	ローブソン	2	罗伯逊	2
Robespierre	ロベスピエール	3	罗伯斯庇尔	2
Robin	ロビン	45	罗宾	24
Robinette	ロビネット	2		0
Robins	ロビンズ	3	罗宾斯	2
Robinson	ロビンソン	63	罗宾逊	25
Robison	ロビソン	4		0
Robles	ロブレス	6	罗夫莱斯	3
Robsahm		0	罗布萨姆	2
Robson	ロブソン	6		0
Roby	ロビー	3		0
Robyn	ロビン	5	罗宾	2
Roca	ロカ	5	罗加	3
Rocard		0	罗卡尔	2
Rocasolano		0	罗卡索拉诺	4
Rocca	ロッカ	2		0
Rocco	ロッコ	11	罗科	2
Roch		0	罗奇	2
Rocha	ローチャ	2		0
Roche	ロッシュ	4		0
Rochechouart		0	罗什舒阿尔	3
Rochefort	ロシュフォール	3	罗什福尔	2
Rochefoucauld	ロシュフーコールド	3	巴耶	2
Rochejaquelein	ロシュジャクラン	3		0
Rochelle	ロシェル	4		0
Rochester	ロチェスター	4	罗切斯特	2
Rochfort	ロッチフォート	2		0
Rocio		0	罗西奥	2
Rock	ロック	12	罗克	6
Rockefeller	ロックフェラー	18	洛克菲勒	9
Rocket		0	罗基特	2
Rockin'	ロッキン	2		0
Rockmore	ロックモア	2		0
Rockne		0	羅克尼	2
Rockwell	ロックウェル	14	洛克威尔	3
Rocky	ロッキー	6	洛基	2
Rocío	ロシオ	2		0
Rod	ロッド	15	罗德	6
Roda	ローダ	2	羅達	2
Roddam	ロダム	4	罗达姆	4
Roddenberry	ロッデンベリー	3	罗登伯里	2
Roddick	ロディック	2	罗迪克	2
Roddy	ロディ	4	罗迪	2
Roden		0	羅登	2
Roderic	ロデリック	7	罗德里克	3
Roderich	ローデリヒ	2		0
Roderick	ロデリック	13	罗德里克	7
Rodger	ロジャー	6	罗杰	3
Rodgers	ロジャース	10	罗杰斯	6
Rodham	ロダム	3	罗德姆	3
Rodin		0	罗丹	3
Rodion		0	罗迪翁	3
Rodman	ロッドマン	6	罗德曼	4
Rodney	ロドニー	21	罗德尼	12
Rodolfo	ロドルフォ	8	鲁道夫	6
Rodolphe	ロドルフ	2	鲁道夫	3
Rodrigo	ロドリゴ	6	罗德里戈	5
Rodrigue		0	罗德里格	2
Rodrigues	ロドリゲス	7	罗德里格斯	4
Rodriguez	ロドリゲス	7	罗德里格斯	8
Rodríguez	ロドリゲス	17	罗德里格斯	19
Rodzianko	ロジャンコ	2		0
Roe	ロー	3	罗伊	2
Roebling	ローブリング	3	羅布林	2
Roebuck	ローバック	3	罗巴克	2
Roelant	ルーラント	2		0
Roelof	ロエロフ	2	罗劳夫	2
Roemer	ローマー	2	罗默	2
Roerich	リョーリフ	2		0
Roethlisberger		0	罗斯利斯伯格	2
Rogan	ローガン	2		0
Roger	ロジャー	115	罗杰	63
Rogerio		0	罗杰里奥	2
Rogers	ロジャース	29	罗杰斯	25
Rogerson	ロジャーソン	2		0
Rogge	ロッゲ	2		0
Rogger	ロガー	2		0
Rogier	ロヒール	2		0
Rogneda	ログネダ	2		0
Rogvolod	ログヴォロド	2		0
Rohan	ロアン	15	罗汉	3
Rohde	ローデ	2		0
Rohit		0	罗希特	2
Rohlfs		0	罗尔夫斯	2
Rohrbach	ロールバッハ	2		0
Roi		0	罗伊	2
Roiko	ロイコ	2		0
Rojas	ロハス	4	罗哈斯	8
Rojo	ロホ	3	罗霍	3
Rok		0	罗克	2
Rokas		0	罗卡斯	2
Roker	ローカー	2	罗克	3
Rol		0	罗尔	2
Rola	ローラ	4	罗拉	2
Roland	ローランド	22	罗兰	12
Rolandas	ロランダス	2	羅蘭達斯	2
Rolando	ロランド	2	罗兰多	2
Roldán		0	罗尔丹	3
Rolf	ロルフ	26	罗尔夫	18
Rolfe	ロルフ	4	罗尔夫	4
Rolin		0	罗兰	3
Roll	ロール	2	罗尔	2
Rolla	ローラ	2		0
Rolland	ローランド	3	罗兰	4
Rolle	ロール	4		0
Rolleston		0	罗尔斯顿	3
Rollin	ローリン	5		0
Rollins	ロリンズ	2		0
Rollo	ロロ	4	罗洛	2
Rolls	ロールズ	2		0
Rolph	ロルフ	2		0
Rolt	ロルト	3		0
Romagnoli	ロマニョーリ	3		0
Romagnosi		0	罗马尼奥西	2
Romain	ロマン	4	罗曼	5
Romaine		0	罗马伊内	2
Roman	ロマン	30	罗曼	23
Romana		0	罗曼娜	3
Romanelli		0	罗曼内利	2
Romani	ロマーニ	2	罗马尼	2
Romano	ロマーノ	9	罗马诺	5
Romanov	ロマノフ	5	罗曼诺夫	3
Romanovich	ロマノヴィチ	5	罗曼诺维奇	4
Romanowicz	ロマノヴィチ	2		0
Romantowska		0	罗曼拖拉斯卡	2
Romberg	ロンベルク	2		0
Romel	ロメル	2		0
Romeo	ロメオ	9	罗密欧	7
Romer	ローマー	3	罗默	3
Romero	ロメロ	4	罗梅罗	13
Romi		0	罗米	3
Romijn		0	罗梅恩	2
Romilly	ロミリー	2	罗米利	3
Romina	ロミナ	2		0
Rommel	ロンメル	2	隆美尔	3
Romney	ロムニー	6	罗姆尼	4
Romo	ロモ	2	罗莫	2
Romolo	ロモロ	5	罗莫洛	2
Romuald	ロムアルト	2		0
Romualdez	ロムアルデス	2	罗穆亚尔德斯	2
Romualdo	ロムアルド	2	罗穆阿尔多	2
Romualds		0	罗穆阿尔德	2
Romulus	ロムルス	4	罗慕路斯	2
Romy	ロミー	2	罗密	2
Romà		0	罗马	2
Román	ロマン	2	罗曼	2
Roméo	ロメオ	3	罗密欧	2
Ron	ロン	32	罗恩	17
Ronald	ロナルド	46	罗纳德	35
Ronaldo	ロナウド	4	罗纳尔多	3
Ronalds	ロナルズ	2		0
Ronan	ローナン	5	罗南	3
Ronconi	ロンコーニ	3	隆科尼	2
Rondi		0	隆迪	2
Rondón		0	朗登	2
Roney		0	罗尼	2
Rong	容	2	荣	2
Ronis		0	罗尼斯	2
Ronne	ロンネ	2	龙尼	2
Ronner		0	罗纳	3
Ronnie	ロニー	15	罗尼	6
Ronny	ロニー	3		0
Ronson	ロンソン	4		0
Roo	ルー	2		0
Rooke	ルーク	2		0
Rooney	ルーニー	9	鲁尼	2
Roos	ルース	4	鲁斯	2
Roosa	ロオサ	2		0
Roosenboom	ローゼンボーム	2		0
Roosevelt	ルーズベルト	47	罗斯福	16
Root	ルート	9	鲁特	2
Roots	ルーツ	2		0
Roper	ローパー	7	罗珀	5
Roque	ロケ	2	罗克	5
Rorschach	ロールシャッハ	2		0
Rory	ローリー	6	罗里	2
Ros	ロス	8	罗斯	2
Rosa	ローザ	21	罗莎	18
Rosado		0	罗萨多	2
Rosal		0	罗萨尔	2
Rosalba		0	罗萨尔芭	2
Rosaldo		0	罗萨尔多	2
Rosales	ロサレス	2	罗萨莱斯	4
Rosalia	ロザリア	4	罗莎莉娅	2
Rosalie	ロザリー	8	罗萨丽	2
Rosalind	ロザリンド	8	罗莎琳德	4
Rosalinda	ロザリンダ	2		0
Rosalinde		0	罗莎琳德	3
Rosalino		0	罗萨里诺	2
Rosalyn		0	罗莎琳	2
Rosalía	ロザリア	2	罗萨莉娅	2
Rosamond	ロザモンド	4		0
Rosamund		0	罗莎蒙德	2
Rosand	ローザンド	2		0
Rosanna	ロザンナ	4		0
Rosaria	ロザリア	2		0
Rosario	ロサリオ	5	罗萨里奥	6
Rosas	ロサス	2	罗萨斯	2
Rosato		0	罗萨托	2
Rosbaud		0	罗斯鲍德	2
Rosberg	ロズベルグ	2	罗斯伯格	2
Roschier	ロッシアー	3		0
Roscoe	ロスコー	10	羅斯科	4
Rose	ローズ	69	罗斯	27
Roseanne	ロザンヌ	2		0
Rosel	ローゼル	2		0
Rosella	ロゼッラ	2		0
Roselli		0	罗塞利	2
Rosemarie	ローズマリー	4	罗斯玛丽	2
Rosemary	ローズマリー	15	罗斯玛丽	4
Rosemund	ローズムンド	2		0
Rosen	ローゼン	18	罗森	8
Rosenbaum	ローゼンバウム	2		0
Rosenberg	ローゼンバーグ	10	罗森伯格	6
Rosenblatt	ローゼンブラット	3	罗森布拉特	2
Rosenbloom	ローゼンブルーム	2		0
Rosenblum	ローゼンブルム	2		0
Rosenborg	ローセンボー	2		0
Rosencrantz		0	罗森克兰茨	2
Rosenfeld	ローゼンフェルド	2	罗森菲尔德	3
Rosengren		0	罗森格伦	2
Rosenheim	ローゼンハイム	2		0
Rosenkrantz	ローゼンクランツ	2	罗森克兰茨	3
Rosenqvist		0	罗森奎斯特	2
Rosenstein	ローゼンシュタイン	3		0
Rosenthal	ローゼンタール	4	罗森塔尔	5
Rosenzweig	ローゼンツヴァイク	2	罗森茨维格	2
Rosetta	ロゼッタ	2		0
Rosette		0	罗塞特	2
Rosetti	ロゼッティ	2		0
Roshan	ローシャン	2		0
Roshchin		0	罗辛	2
Rosie	ロージー	5	罗茜	3
Rosina	ロジーナ	2	罗西娜	2
Rosine		0	罗西娜	2
Rosita	ロジータ	5	罗西塔	2
Roskill	ロスキル	4	罗斯基尔	4
Rosling	ロスリング	3		0
Roslyn	ロズリン	2		0
Rosnay	ロスネー	2	罗斯奈	5
Rosner		0	罗斯纳	3
Rosput		0	罗斯帕特	2
Ross	ロス	74	罗斯	29
Rossana	ロッサーナ	2	罗桑娜	2
Rossano	ロッサーノ	2	罗萨诺	2
Rossdale	ロスデイル	2		0
Rossella	ロッセッラ	2	萝塞拉	2
Rosselli	ロッセッリ	3	罗塞利	2
Rossellini	ロッセリーニ	6	罗塞里尼	2
Rosser	ロッサー	2		0
Rosset		0	罗塞	2
Rossetti	ロセッティ	6	罗塞蒂	3
Rossi	ロッシ	25	罗西	8
Rossini	ロッシーニ	2	罗西尼	2
Rossiter	ロシター	5	罗西特	2
Rosson	ロッソン	2	罗森	4
Rossum		0	罗森	2
Rost	ロスト	4		0
Rostand	ロスタン	3		0
Rosten	ロステン	2		0
Rosti	ロスティ	2		0
Rostislav	ロスチスラフ	10	罗斯季斯拉夫	5
Rostislavich	ロスチスラヴィチ	6	羅斯季斯拉維奇	3
Rostopchin	ロストプチン	2	罗斯托普钦	3
Rostopchina	ロストプチナ	3	罗斯托普奇纳	3
Rostovtsev	ロストフツェフ	2		0
Rostyslav	ロスチスラフ	2		0
Roswell	ロズウェル	7		0
Rosé	ロゼ	2	罗斯	3
Rosén		0	罗森	2
Rot	ロット	3		0
Rota	ロータ	2	罗塔	2
Rotem		0	罗特姆	3
Roth	ロス	10	罗斯	7
Rothenfels	ローテンフェルス	2		0
Rothko	ロスコ	4		0
Rothman	ロスマン	2		0
Rothschild	ロスチャイルド	31	罗斯柴尔德	13
Rothstein	ロススタイン	2		0
Rothwell	ロスウェル	5		0
Rotta	ロッタ	2	罗塔	2
Rottenberg	ロッテンベルク	2	罗滕伯格	2
Rotter	ロッター	2		0
Rottluff	ロットルフ	2		0
Rottmann	ロットマン	2		0
Rouart	ルアール	3		0
Roucy	ルシー	2		0
Rougerie	ルージュリー	2		0
Rouhani	ロウハーニー	2		0
Roundell	ラウンデル	2		0
Rous	ラウス	2		0
Rouse		0	劳斯	3
Rousseau	ルソー	6	卢梭	8
Roussel	ルーセル	3	鲁塞尔	3
Rousset		0	鲁塞特	2
Roussy		0	鲁西	2
Routh	ラウス	3		0
Routhier		0	鲁蒂埃	2
Routt	ラウト	3		0
Rouvier	ルーヴィエ	2		0
Roux	ルー	6	鲁	3
Rovanperä	ロバンペラ	2	罗万佩雷	2
Roveda	ロヴェーダ	2		0
Roven		0	罗文	2
Rovere	ローヴェレ	7	羅維雷	11
Rovira		0	罗维拉	2
Rovito		0	罗维托	2
Rowan	ローワン	12	罗万	2
Rowe	ロウ	6	罗	2
Rowell	ローウェル	2	罗威尔	2
Rowland	ローランド	17	罗兰	9
Rowlands	ローランズ	2		0
Rowlandson		0	罗兰森	2
Rowlatt	ローラット	2	罗拉特	2
Rowley	ロウリー	8	罗利	3
Rowling	ローリング	6	罗琳	3
Roxana	ロクサナ	2		0
Roxy	ロキシー	2		0
Roy	ロイ	62	羅伊	20
Roya	ロヤ	2	羅亞	2
Royal	ロイヤル	2	罗亚尔	5
Royce	ロイス	6	羅伊斯	5
Roye		0	罗伊	3
Royle		0	罗伊尔	2
Royster	ロイスター	2	罗伊斯特	2
Roza	ローザ	3		0
Rozalia	ロザリア	2		0
Rozendaal	ローゼンダール	2		0
Rozhdestvensky	ロジェストヴェンスキー	2		0
Rube	ルーブ	4	鲁布	2
Ruben	ルーベン	9	鲁本	5
Rubens	ルーベンス	9	鲁本斯	5
Rubeš		0	鲁贝什	2
Rubin	ルービン	6	鲁宾	7
Rubina	ルビーナ	3		0
Rubini	ルビーニ	3	鲁比尼	2
Rubinstein	ルビンスタイン	2	鲁宾斯坦	6
Rubio	ルビオ	3	鲁维奥	2
Ruby	ルビー	9	鲁比	11
Rubén	ルベン	2	鲁本	2
Rucker	ラッカー	10	拉克	5
Rudd	ラッド	5	路德	2
Rudel	ルーデル	2	鲁德尔	3
Rudge	ラッジ	2	鲁奇	2
Rudi	ルディ	5	鲁迪	5
Rudin	ルーディン	3	鲁丁	2
Rudolf	ルドルフ	117	鲁道夫	43
Rudolph	ルドルフ	21	鲁道夫	13
Rudolphi	ルドルフィ	2		0
Rudy	ルディ	9	鲁迪	6
Rudyard	ラドヤード	2		0
Rudyk	ルディク	2		0
Rue	ルー	2		0
Ruffalo	ラファロ	2	鲁弗洛	4
Ruffelle	ラッフェル	2		0
Ruffin	ラフィン	5	鲁芬	5
Ruffini	ルッフィーニ	3	魯菲尼	2
Ruffner	ラフナー	2		0
Ruffo	ルッフォ	5		0
Rufino		0	鲁菲诺	2
Rufinus	ルフィヌス	2		0
Rufus	ルーファス	18	鲁弗斯	6
Ruge	ルーゲ	3		0
Rugeles	ルゲレス	2		0
Ruggero	ルッジェーロ	8	鲁杰罗	6
Ruggieri	ルッジェリ	2		0
Ruggiero	ルッジェーロ	4	魯傑羅	2
Ruggles	ラグルズ	6	拉格尔斯	5
Rui	ルイ	2	芮	2
Ruick	ルイック	2		0
Ruiz	ルイス	16	鲁伊斯	9
Rule	ルール	3		0
Rumbold	ランボルド	2		0
Rumer	ルーマー	3		0
Rumi	ルミ	3	鲁米	2
Rumpler	ルンプラー	3		0
Rumsey	ランジー	2		0
Rumsfeld	ラムズフェルド	2		0
Rumyantsev		0	鲁缅采夫	2
Runcie	ランシー	2		0
Runciman	ランシマン	2	朗西曼	2
Rundgren	ラングレン	2		0
Rune	ルネ	2	鲁内	2
Runeberg	ルーネベリ	3	鲁内贝里	3
Runge	ルンゲ	5	龙格	3
Runnel	ランナー	2	朗内尔	2
Runnels	ラネルズ	2		0
Runyon	ラニアン	2	魯尼恩	2
Rupert	ルパート	21	鲁珀特	6
Rupnik	ルプニク	2		0
Rupp	ルップ	2		0
Ruppert	ルパート	2		0
Rupprecht	ループレヒト	2		0
Ruprecht	ループレヒト	2	魯普雷希特	2
Ruqayya	ルカイヤ	2		0
Ruqayyah	ルカイヤ	2		0
Rurik	リューリク	2	留里克	2
Rusca	ルスカ	2		0
Rusconi	ルスコーニ	2		0
Rush	ラッシュ	16	拉什	11
Rushdie	ラシュディ	3		0
Rushmore		0	拉什莫尔	2
Rushworth	ラッシュワース	2	拉什沃思	3
Rusk	ラスク	3		0
Ruska	ルスカ	3	鲁斯卡	2
Ruskin	ラスキン	2		0
Ruspoli	ルスポリ	6	鲁斯波利	5
Russ	ラス	5	拉斯	4
Russel	ラッセル	5	拉塞尔	2
Russell	ラッセル	108	羅素	31
Russo	ルッソ	9	鲁索	4
Rust	ラスト	3		0
Rustem		0	鲁斯泰姆	2
Rustichelli	ルスティケッリ	3	鲁斯蒂奇利	2
Ruston	ラストン	4	拉斯顿	2
Rusty	ラスティ	3		0
Ruta		0	鲁塔	3
Rutger	ルトガー	3		0
Ruth	ルース	68	露丝	22
Rutherford	ラザフォード	14	拉瑟福德	4
Rutherfurd		0	拉瑟弗德	2
Ruthven	ラスヴェン	3		0
Rutland	ラトランド	2		0
Rutledge	ラトリッジ	4	拉特利奇	3
Rutten		0	吕滕	2
Ruud	ルート	4	吕德	3
Ruy	ルイ	5	魯伊	3
Ruz		0	鲁兹	2
Ryan	ライアン	57	瑞安	20
Ryburn	ライバーン	2		0
Rydberg	リュードベリ	4	里德伯	2
Rydell	ライデル	2		0
Ryder	ライダー	13	赖德	3
Ryding		0	雷丁	2
Rydman		0	吕德曼	2
Rye		0	拉伊	2
Ryerson	ライアーソン	2		0
Ryland	ライランド	4		0
Ryle	ライル	3	赖尔	2
Rysselberghe	レイセルベルヘ	2		0
Ryszard	リシャルト	3	理夏德	3
Ryti	リュティ	6		0
Ryu	リュ	2		0
Ryumin	リューミン	4	留明	2
Ryves	ライヴズ	6		0
Ryōen	良円	2		0
Rzewuski	ジェヴスキ	3		0
Rääts		0	拉阿茨	2
Rådström		0	罗德斯特罗姆	2
Rèn	仞	2	仞	2
Récamier	レカミエ	2		0
Rée	レー	2		0
Régine	レジーヌ	2	雷吉娜	2
Régis	レジス	3	雷吉斯	3
Régnier	レニエ	3	雷尼埃	2
Rémi	レミ	2	雷米	2
Rémy	レミー	2	雷米	4
Rénier	レニエ	2		0
Réveillaud		0	雷韦约	2
Río	リオ	3		0
Ríos	リオス	5	里奥斯	3
Rómulo	ロムロ	3	罗慕洛	2
Rózsa	ロージャ	2		0
Róża	ルーザ	2		0
Różycki	ルジツキ	3	鲁日茨基	2
Röhl		0	罗赫	2
Röntgen	レントゲン	4		0
Rú	茹	2	茹	2
Rüchel	リュッヒェル	2		0
Rüdiger	リュディガー	6	吕迪格	4
Rütting		0	鲁廷	3
Rüütel		0	吕特尔	2
Rıza	リザ	3	里扎	2
Rūdolfs	ルードルフス	2		0
S	S	124	S	72
Sa	サ	2	萨	2
Sa'id	サイード	3		0
Saad		0	萨阿德	3
Saalfeld	ザールフェルト	2		0
Saanio		0	萨尼奥	2
Saar		0	萨尔	3
Saara	サーラ	5	萨拉	3
Saarela		0	萨雷拉	2
Saari		0	萨里	2
Saarinen	サーリネン	3	萨里宁	5
Saarisalo	サアリサロ	2		0
Saatchi		0	萨奇	2
Saavedra	サアベドラ	5	萨维德拉	4
Saba	サバ	7	萨巴	5
Sabah	サバーハ	8		0
Sabaneyev	サバネーエフ	2		0
Sabani		0	萨巴尼	2
Sabat	サバト	2		0
Sabatier		0	萨巴捷	2
Sabatino	サバティーノ	2		0
Sabbat		0	萨巴特	2
Sabel	サベル	2		0
Sabela	サベラ	2		0
Sabetta	サベッタ	2		0
Sabin	サビン	3		0
Sabina	サビナ	4	萨比娜	3
Sabine	サビーン	4	萨宾	4
Sabinianus	サビニアヌス	5		0
Sabino	サビノ	3		0
Sabinus	サビヌス	4		0
Sablé	サブレ	2		0
Sabonis	サボニス	2		0
Sabri	サブリ	3	萨布里	3
Sabrina	サブリナ	5	萨布丽娜	2
Sabrit		0	萨布里特	2
Sacasa	サカサ	2	萨卡萨	2
Sacca	サッカ	2		0
Saccardo	サッカルド	3		0
Sacchetti		0	萨凯蒂	2
Sacchi	サッキ	4	萨基	3
Saccomandi	サッコマンディ	2		0
Sacconi	サッコーニ	4		0
Sacha	サシャ	2		0
Sacher	ザッハー	4		0
Sachi	幸	2		0
Sachs	サックス	9	萨克斯	9
Sachsen	ザクセン	20		0
Sacken	ザッケン	3		0
Sackler	サックラー	9	薩克勒	2
Sacks	サックス	3	薩克斯	2
Sackville	サックヴィル	12	萨克维尔	3
Saddam	サッダーム	2	萨达姆	2
Sade		0	萨德	2
Sadie	セイディ	2	萨迪	3
Sadiq		0	萨迪克	2
Sadler	サドラー	2		0
Saeed	サイード	5	赛义德	4
Saenredam	サーンレダム	2		0
Saenz		0	萨恩斯	2
Safi	サフィ	2	萨菲	2
Safia		0	萨菲亚	2
Safonov	サフォーノフ	2	萨福诺夫	2
Safra	サフラ	3	萨夫拉	2
Safran	サフラン	3		0
Saga		0	萨加	2
Sagal	セイガル	3	薩加爾	2
Sagami		0	相模	2
Sagan	サガン	2	萨根	4
Sagara	サガラ	2		0
Sagasta	サガスタ	2		0
Sage	セイジ	3	塞奇	6
Sager	セイガー	2		0
Saget	サゲット	2		0
Sagild		0	萨吉尔德	2
Sagir		0	萨吉尔	2
Sagredo	サグレード	2		0
Sahar		0	萨哈尔	2
Sahle	サーレ	2		0
Sahm	サーム	2		0
Said	サイード	8	赛义德	5
Saidye		0	赛义德	2
Saif		0	赛义夫	2
Saijō		0	西條	2
Sailo	サリオ	2		0
Sainsbury	セインズベリー	3	塞恩斯伯里	4
Saint	サン	21	圣	11
Sainte	サント	3		0
Sainz		0	塞恩斯	3
Sajid	サジード	2		0
Sak	サク	2		0
Saka	サカ	2		0
Sakae	栄	2		0
Sakakibara		0	榊原	2
Sakari	サカリ	5	萨卡里	4
Sakharov	サハロフ	3	萨哈罗夫	2
Sakhno		0	萨赫诺	2
Saklatvala	サクラトヴァラ	2		0
Sakon	左近	2		0
Saks	サックス	2	萨克斯	2
Sakse	サクセ	2		0
Sakuraba	桜庭	2		0
Sakurai		0	櫻井	2
