qid,geni_id,label
Q11573214,6000000075481611272,Wang Zan
Q11584630,6000000075502589931,Zhīlǐ
Q11626507,6000000074738686824,Yuan Shu
Q11635056,6000000074770796844,Zànníng
Q11636647,6000000074688750100,Zhao Pin
Q11691731,6000000075502129082,Cuiyan Kezhen
Q11699105,6000000075502752822,Fushan Fayuan
Q11733314,6000000075503031933,Kaifu Daoning
Q1187531,6000000075501890269,Yuanwu Keqin
Q11996682,6000000074685358898,Qiao Weiyue
Q1261786,6000000075427000168,Yi Yuanji
Q1273590,6000000074692649941,Xu Daoning
Q1278559,6000000075421275050,Fan Kuan
Q13167271,6000000074705543930,Wang Yande
Q15725570,6000000074787565844,Mu Xiu
Q15889444,6000000075499438944,Deng Chunqing
Q15891292,6000000074705413825,Wang Bin
Q15891296,6000000075498378227,Zheng Cai
Q15894382,6000000074745538336,Qin Gou
Q15895033,6000000074728553978,Xue Yi
Q15895402,6000000074727247944,Wang Huaiyin
Q15895504,6000000075326412059,Fei Gun
Q15895638,6000000075407677948,Guo Linsun
Q15895756,6000000075485111830,Chen Zhu
Q15896589,6000000075501511895,Xue Shanggong
Q15896922,6000000075423429846,Wang Dong
Q15896989,6000000075488243886,Cheng Xiang
Q15897223,6000000075484574428,Chen Juzhong
Q15898825,6000000074759078998,Wang Huilong
Q15898900,6000000074737137000,Chong Shimin
Q15898902,6000000075412308907,Weng Juan
Q15898972,6000000075429553872,Lin Ruxia
Q15900599,6000000075487925014,Cheng Gai
Q15901001,6000000075501331835,Xie Lin
Q15901763,6000000075429053099,Ma Ji
Q15902025,6000000075421346915,Niu Fu
Q15908292,6000000075483017014,Guo Jing
Q15908444,6000000074725967867,Zhao Xie
Q15910005,6000000074737531920,She Kecun
Q15911533,6000000075486089956,Zhuang Xia
Q15915195,6000000075419570833,Wang Yansheng
Q15918149,6000000074744922013,Chen Wenlong
Q15927808,6000000075423322936,Wang Yan
Q15930778,6000000074737324976,Chong Shizhong
Q15934778,6000000074733352942,Xie Yi
Q15937652,6000000075492954979,Zhao Yanhui
Q15938830,6000000074750205869,Rao Huchen
Q15940782,6000000074783160926,Xiao Guoliang
Q15941193,6000000075502599862,Dharmadeva
Q15941419,6000000074706342876,Yan Yi
Q15942472,6000000075502503997,Shi Shengchang
Q16075465,6000000074791931190,Zhang Jie
Q16075511,6000000074727388830,Chen Ye
Q16075838,6000000074691564032,Fan Tong
Q16075840,6000000074758254166,Deng Zhongchen
Q16075978,6000000074725837451,Fan Zhixu
Q16076119,6000000075481502110,Xu Wenwei
Q16076183,6000000074697951384,Huangfu Xuan
Q16076413,6000000074770656038,Kong Yanzhou
Q16076618,6000000074725496645,Lu Yundi
Q16076643,6000000075429785915,Ma Shao
Q16076827,6000000075497564956,Pan You
Q16077121,6000000075421262930,Shi Xiaoyou
Q16077214,6000000074692283902,Xie Qingcai
Q16077395,6000000074705582822,Wang Dechen
Q16077416,6000000075419674822,Wang Zhongzhi
Q16077481,6000000074759081944,Wang Juan
Q16077497,6000000075420452906,Wang Yan
Q16078526,6000000075426604832,Yu Fu
Q16078652,6000000074747272822,Fan Chuyi
Q16128506,6000000075426823914,Qi Xu
Q16137271,6000000075424301852,Song Ruzhi
Q16259996,6000000075502157848,Su Dexiang
Q16260006,6000000074783378861,Xiao Dezao
Q16260012,6000000075425701966,Ruan Dengbing
Q16260083,6000000075483620961,Zhang Gui
Q16260159,6000000074731325878,Xiong He
Q16260213,6000000074745405963,Zheng Huchen
Q16260365,6000000074734111842,Zheng Kexue
Q16260485,6000000074725889949,Zheng Mu
Q16260525,6000000075499223935,Zheng Nansheng
Q16260619,6000000074745550884,Zheng Ruxie
Q16260699,6000000074727153023,Xu Shuwei
Q16260786,6000000075429908825,Huangfu Tan
Q16260796,6000000074787293913,Ye Tinggui
Q16538619,6000000075503061034,Dagui Muzhe
Q16570755,6000000075503252922,Shi Huijiao
Q16903773,6000000075406399924,Pan Lang
Q16904086,6000000074768784916,Wang Zhi
Q16905658,6000000075406683010,Wen Ge
Q16905692,6000000074747679892,Pan Weiji
Q16906054,6000000075420405056,Wang Rixiu
Q16906366,6000000075421341867,Shi Tai
Q16907136,6000000074726545739,Xie Fangshu
Q16907919,6000000074728487826,Cisheng Chen
Q16908331,6000000074753320961,Wei Ruxian
Q17008013,6000000074737590882,Wu Ziliang
Q17008751,6000000075407655877,Wang Zhuo
Q17011792,6000000074787062328,Zhan Chu
Q17025166,6000000075406351971,Peng Shuxia
Q17026459,6000000074704978058,Wang Xiaoxian
Q17030675,6000000075488277845,Cheng Zhang
Q17031081,6000000074734372183,Fan Zhiming
Q17033641,6000000074733917014,Ye Dayou
Q17033925,6000000075485359935,Chen Liangbiao
Q17035919,6000000074726100162,Xue Ang
Q17035986,6000000075488729832,Lei Yungong
Q17059213,6000000075499892862,Teng Chuhou
Q17062302,6000000075429985912,Chen Zhao
Q17066771,6000000075431443960,Yuan Fu
Q17161824,6000000074745752341,Jiang Xian
Q17238711,6000000074736439833,Gao Hengsun
Q17498678,6000000075496864068,Zhao Fenglong
Q17500183,6000000074782982299,Wei Jiang
Q17500217,6000000075501482985,Zhong Chuan
Q18015067,6000000075426730836,Gao Keming
Q18110192,6000000074751068855,Gao Wenshan
Q18110198,6000000074705608866,Wei Qi
Q18110319,6000000074744771449,Zhao Dunlin
Q18198522,6000000075430563946,Sun Jie
Q18233377,6000000075425144827,Sixin Wuxin
Q18905728,6000000075499191117,Ju Kejiu
Q18905927,6000000074704448377,Li Shangjiao
Q18906089,6000000075405176034,Liu Changshi
Q18906277,6000000075501609858,Nie Chongyi
Q18907129,6000000075423893916,Wang Taifu
Q18909101,6000000075500558345,Yan Kan
Q18909170,6000000075405885184,Ma Yongqing
Q19653935,6000000074705457858,Wang Shiyong
Q197165,6000000075484399822,Zhang Boduan
Q197818,6000000075501246019,Zhong Xiang
Q19825348,6000000074705483853,Wang Sui
Q19825422,6000000075480445381,Zhang Jian
Q19825624,6000000075481785511,Xu Bingzhe
Q20031486,6000000075484915997,Chen Nan
Q20062469,6000000074746924106,Fan Zhong
Q20062514,6000000074727769836,Jiang Fu
Q20062546,6000000075419661257,Li Zongmian
Q20062730,6000000074704653918,Zeng Huai
Q20063869,6000000074704786311,Wang Lun
Q2045040,6000000075501090834,Wei Pu
Q22078653,6000000075428251354,Gao Yansun
Q22078983,6000000075487477164,Peng Ji
Q22079223,6000000074736340822,Lu Rui
Q22098906,6000000075419731072,Wang Junmin
Q22099827,6000000075423728834,Ren Yuan
Q22100489,6000000074725755202,Shen Xun
Q22101411,6000000074747812922,He Wen
Q22101440,6000000074692885822,Xu Yin
Q22773775,6000000075482190328,Ni Wenyi
Q23612023,6000000075424479934,Fayun Faxiu
Q23930781,6000000075489071044,Yang Rui
Q24089096,6000000075415864065,Xu Xi
Q24831821,6000000075424733062,Li Xian
Q24831842,6000000075480530618,Hu Zaixing
Q24831852,6000000075481966789,Zhang Wei
Q24832644,6000000074759393890,Wu Tao
Q24833666,6000000074730316900,Su Jiong
Q24834242,6000000075426658843,He Dagui
Q24836564,6000000075482367161,Xu Wen
Q24837254,6000000075488591416,Dong Shilian
Q24839044,6000000074768337054,Ye Longli
Q25206000,6000000075429921882,Ma Sui
Q2671678,6000000075502371923,Juran
Q28082270,6000000075484811999,Chen Yuan
Q28409061,6000000075420700920,Wang Zhu
Q28409186,6000000075483959030,Zhang Yuniang
Q28409290,6000000074771364900,Bi Jian
Q28410813,6000000075500885901,Lu Zugao
Q28411276,6000000075428922824,Hong Wenfu
Q28412037,6000000074715838829,Peng Rufang
Q28412590,6000000075424471966,Zhu Quan
Q28413654,6000000074727296424,Bao Xun
Q28414375,6000000075419661435,Yu Ge
Q28414656,6000000075483697284,Chen Chong
Q28415434,6000000075426259177,Wu Xingde
Q28415760,6000000075426890159,Ji Guangbi
Q28415783,6000000075411427326,Wu Ruyu
Q28415801,6000000075421073884,Wang Jixun
Q28415973,6000000075499347105,Jiang Yuanzhong
Q28416003,6000000075483561834,Zhang Zhong
Q28416014,6000000075493088921,Zhao Jianda
Q28416059,6000000074751540033,Lou E
Q28417128,6000000074750964999,Lan Yuanzhen
Q28417130,6000000074699016900,Lan Jizong
Q28417132,6000000075483455193,Zhang Quwei
Q28417133,6000000075421499867,Wang Shougui
Q28417138,6000000075486157002,Feng Yi
Q28417142,6000000075420613862,Wang Zhongzheng
Q28417232,6000000075421624829,Wang Laozhi
Q28417848,6000000075500817489,Guan Li
Q28417899,6000000075484252090,Zhang Weiji
Q28417901,6000000075423721923,Ren Shouzhong
Q28418011,6000000075420559038,Wang Deqian
Q28418012,6000000074758375048,Song Yongchen
Q28418014,6000000075426567206,Shao Chengzhang
Q28418028,6000000074732522144,Cheng Fang
Q28418070,6000000075501763840,Lan Gui
Q28418075,6000000075429100822,Kang Lv
Q28418205,6000000075429476895,Gao Jujian
Q285429,6000000074793225834,Lin Bu
Q30017821,6000000075499314951,Deng Guangjian
Q30018065,6000000075485422047,Chen Baoji
Q30086653,6000000074747311198,Bao Biao
Q30086706,6000000075487007110,Huang Sheng
Q30086718,6000000075422405916,Shi Rong
Q30086725,6000000074770854881,Shi Fayun
Q30086730,6000000074730508884,Su Xiangxian
Q30086740,6000000075481121959,Zhang Qiao
Q30086742,6000000075481677078,Zhang You
Q3048317,6000000075502611915,Muqi
Q3082375,6000000075423605956,Zhu Shuzhen
Q3083484,6000000075500537853,Liu Songnian
Q30921230,6000000075502853939,Huqiu Shaolong
Q30922031,6000000075503135007,Shi Huihui
Q30943119,6000000074744795504,Cao Shi
Q30946242,6000000075491438087,Zhao Shiya
Q30947182,6000000075491813913,Zhao Bu?
Q30947225,6000000075491775951,Zhao Buwen
Q30947399,6000000075491716035,Zhao Bupiao
Q30948051,6000000075497278854,Zhao Guiqian
Q30948422,6000000075492665969,Zhao Zhangqing
Q30948591,6000000075491775946,Zhao Buxi
Q30949188,6000000075497395916,Zhao Yuze
Q30949366,6000000075491812851,Zhao Shijian
Q30949557,6000000075424972987,Li Anbi
Q3120915,6000000074727637943,Guo Ruoxu
Q3126647,6000000075501223915,Han Zhuo
Q3136543,6000000075481080897,Xu Xi
Q3206102,6000000075426867877,Yan Wengui
Q3273450,6000000075429559958,Ma Kui
Q3570963,6000000075423240822,Xiao Zhao
Q3575387,6000000075420670137,Zhao Chang
Q3575391,6000000075491253975,Zhao Gan
Q3575394,6000000075491536282,Zhao Lingrang
Q3575428,6000000075501940202,Zhongren
Q4271316,6000000075499851993,Liu Fu
Q4502334,6000000075326906068,Huihong
Q45354569,6000000074299835960,Chai Tianyin
Q45354571,6000000074684840926,Chang Jin
Q45354574,6000000074684054785,Chang Renzhi
Q45354664,6000000074684790963,Chen Cha
Q45354668,6000000074684304400,Chen Qizong
Q45354671,6000000074684330361,Chen Qian
Q45354678,6000000074684855909,Chen Chong
Q45354726,6000000074684640210,Chen Jian
Q45354731,6000000074684314636,Chen Zhi
Q45354740,6000000074684649219,Chen Zhilun
Q45354743,6000000074684823037,Chen Zhiyuan
Q45354746,6000000074685041822,Chen Jing
Q45354751,6000000074684862056,Chen Ju
Q45354754,6000000074684504389,Chen Zhu
Q45354757,6000000074684823042,Chen Ju
Q45354761,6000000074684618223,Chen Fu
Q45354765,6000000074684387677,Chen Han
Q45354767,6000000074685021861,Chen Xi
Q45354773,6000000074684993912,Chen Xiang
Q45354775,6000000074685057822,Chen Xiangyu
Q45354780,6000000074684941912,Chen Xunxiang
Q45354782,6000000074684248720,Chen Hu
Q45354783,6000000074684949993,Chen Hui
Q45354793,6000000074684655239,Chen Ruxi
Q45354800,6000000074684843153,Chen Kangguo
Q45354811,6000000074685028100,Chen Gu
Q45354813,6000000074685321823,Chen Kuo
Q45354827,6000000074685085156,Chen Longshou
Q45354828,6000000074685008139,Chen Mizuo
Q45354829,6000000074685058027,Chen Minshi
Q45354831,6000000074684455733,Chen Bangguang
Q45354833,6000000074685252932,Chen Shan
Q45354848,6000000074685098082,Chen Shu
Q45354853,6000000074685005131,Chen Shu
Q45354860,6000000074685040069,Chen Di
Q45354863,6000000074684658490,Chen Ding
Q45354867,6000000074685107057,Chen Cui
Q45354875,6000000074685291898,Chen Dunfu
Q45354881,6000000074685121120,Chen Wei
Q45354923,6000000074685289914,Chen Yan
Q45354941,6000000074685089216,Chen Yuanzhi
Q45354943,6000000074685194977,Chen Yuanyou
Q45354951,6000000074684900297,Cheng Changbi
Q45354952,6000000074685145090,Cheng Changyu
Q45354965,6000000074684884390,Cheng Fu
Q45354978,6000000074684793429,Cheng Neng
Q45354980,6000000074685041200,Cheng Bowen
Q45354991,6000000074685304973,Cheng Dunzhi
Q45354994,6000000074685035278,Cheng Dunlin
Q45354996,6000000074685194121,Cheng Wendu
Q45354999,6000000074685441822,Cheng Youzhi
Q45355003,6000000074685164135,Cheng Yuanzuo
Q45355010,6000000074685416860,Cheng Yi
Q45355012,6000000074685375919,Cheng Daheng
Q45355015,6000000074685267929,Qi Dan
Q45355021,6000000074685364938,Qiang Youliang
Q45355025,6000000074685326986,Qiao Fangyun
Q45355026,6000000074685362921,Qiao Xu
Q45355038,6000000074685085266,Qian Changwu
Q45355041,6000000074685201107,Qian Jingshan
Q45355049,6000000074685214061,Qian Bingzhi
Q45355059,6000000074685112242,Qian Duanying
Q45355067,6000000074685020295,Qian Yao
Q45355069,6000000074685467822,Qin Changshi
Q45355073,6000000074684743460,Qin Zhong
Q45355077,6000000074685402885,Qin Xifu
Q45355081,6000000074685231092,Qin Boxiang
Q45355089,6000000074685355923,Qiu Yong
Q45355091,6000000074685342973,Qiu Duojian
Q45355094,6000000074685317934,Chu Jianzhong
Q45355099,6000000074685234166,Zhan Gongjian
Q45355113,6000000074685357955,Zhan Yu
Q45355116,6000000074685351945,Zhang Anshang
Q45355120,6000000074684762605,Zhang Chang
Q45355128,6000000074685107304,Zhang Chen
Q45355132,6000000074685087226,Zhang Cheng
Q45355136,6000000074685020327,Zhang Chengxian
Q45355147,6000000074685281232,Zhang Xue
Q45355153,6000000074685552847,Zhang Que
Q45355156,6000000074685259207,Zhang Chun
Q45355158,6000000074685159153,Zhang Chongzong
Q45355159,6000000074685304085,Zhang Zhen
Q45355161,6000000074685535856,Zhang Zhen
Q45355168,6000000074685249263,Zhang Ji
Q45355177,6000000074685231226,Zhang Jie
Q45355188,6000000074685660856,Zhang Jin
Q45355189,6000000074685005522,Zhang Jing
Q45355191,6000000074685020447,Zhang Jingchen
Q45355197,6000000074685496103,Zhang Jingxian
Q45355202,6000000074685660863,Zhang Jingwen
Q45355204,6000000039000887900,Zhang Zhu
Q45355207,6000000074685592999,Zhang Zhuang
Q45355210,6000000074684794738,Zhang Zhongqin
Q45355216,6000000074685701867,Zhang E
Q45355226,6000000074685723850,Zhang Fuli
Q45355229,6000000074685548064,Zhang Hanyan
Q45355234,6000000074685611952,Zhang Ho
Q45355240,6000000074685581017,Zhang Xi
Q45355253,6000000074685515056,Zhang Xian
Q45355261,6000000074685716887,Zhang Xing
Q45355264,6000000074685498136,Zhang Xiu
Q45355268,6000000074685800837,Zhang Xun
Q45355271,6000000074685624938,Zhang Xun
Q45355274,6000000074685784836,Zhang Huaibao
Q45355277,6000000074685510197,Zhang Huan
Q45355279,6000000074685764901,Zhang Hui
Q45355283,6000000074685306350,Zhang Hui
Q45355285,6000000074685568029,Zhang Hui
Q45355288,6000000074685389192,Zhang Huiyan
Q45355293,6000000074685778863,Zhang Hongjian
Q45355295,6000000074685306357,Zhang Yi
Q45355299,6000000074685795837,Zhang Yiqian
Q45355301,6000000074685307274,Zhang Rihua
Q45355308,6000000074685638966,Zhang Ruji
Q45355310,6000000074685063505,Zhang Ruxian
Q45355320,6000000074686370170,Zhang Kui
Q45355327,6000000074686660951,Zhang Gao
Q45355329,6000000074685988560,Zhang Gao
Q45355336,6000000074686442103,Zhang Guan
Q45355344,6000000074686711939,Zhang Maozong
Q45355354,6000000074686755940,Zhang Muzhi
Q45355358,6000000074686666993,Zhang Bangguang
Q45355360,6000000074685761589,Zhang Bao
Q45355369,6000000074686652937,Zhang Bo
Q45355382,6000000074686813910,Zhang Shen
Q45355385,6000000074685645786,Zhang Shi
Q45355387,6000000074686849850,Zhang Shi
Q45355390,6000000074686687985,Zhang Shichen
Q45355398,6000000074686527180,Zhang Shicai
Q45355403,6000000074686555135,Zhang Shou
Q45355404,6000000074686957824,Zhang Shu
Q45355408,6000000074686938843,Zhang Shu
Q45355415,6000000074686424265,Zhang Shu
Q45355426,6000000074686515174,Zhang Shuyan
Q45355432,6000000074686583102,Zhang Su
Q45355434,6000000074686972822,Zhang Su
Q45355438,6000000074686092479,Zhang Xun
Q45355442,6000000074686768015,Zhang Ting
Q45355445,6000000074686915873,Zhang Taining
Q45355456,6000000074686782087,Zhang Cong
Q45355461,6000000074686699042,Zhang Ze
Q45355464,6000000074686574976,Zhang Zonge
Q45355476,6000000074686967871,Zhang Zongdao
Q45355482,6000000074686635153,Zhang Duan
Q45355494,6000000074687050828,Zhang Ziyi
Q45355497,6000000074686908887,Zhang Zimu
Q45355510,6000000074686995896,Zhang Yazhi
Q45355512,6000000074686642103,Zhang Yaochen
Q45355517,6000000074686905937,Zhang Ying
Q45355523,6000000074686803990,Zhang You
Q45355534,6000000074686226548,Zhang Yuan
Q45355545,6000000074686207649,Zhang Yong
Q45355549,6000000074686184252,Zhang Jie
Q45355554,6000000074686742100,Zhang Jin
Q45355560,6000000074686632115,Zhang Hu
Q45355563,6000000074686866949,Zhang Huanwen
Q45355570,6000000074687021877,Zhang Gongbi
Q45355573,6000000074686829855,Zhang Lin
Q45355578,6000000074687232893,Zhang Ba
Q45355586,6000000074687232901,Zhao Ao
Q45355594,6000000074299827045,Zhao Qi
Q45355611,6000000074687411822,Zhao Jian
Q45355615,6000000074688566084,Zhao Zhonghe
Q45355619,6000000074688814928,Zhao Fu
Q45355641,6000000074688491243,Zhao Gonghong
Q45355643,6000000074688590086,Zhao Liangdan
Q45355655,6000000074688735979,Zhao Pang
Q45355666,6000000074688404222,Zhao Binmian
Q45355702,6000000074688741114,Zhao Shixiong
Q45355707,6000000074689041861,Zhao Shicai
Q45355716,6000000074688879883,Zhao Song
Q45355720,6000000074688632118,Zhao Ting
Q45355727,6000000074689028866,Zhao Zai
Q45355730,6000000074688641126,Zhao Ziji
Q45355762,6000000074690663873,Zheng Ji
Q45355771,6000000074690680878,Zheng Zhigang
Q45355779,6000000074690753834,Zheng Zhongxiong
