qid,geni_id,label
Q1008018,6000000075424933863,Dahui Zonggao
Q10125270,6000000075481396885,Sun Sigong
Q1014899,6000000075502551864,Yongming Yanshou
Q10244158,6000000074784398185,Jia Xuanweng
Q10265327,6000000075423972039,Yin Qishen
Q10271262,6000000074704226057,Cui Taifu
Q10282143,6000000075426999843,Xing Yinxun
Q10287656,6000000074783367864,Liao Deming
Q10292658,6000000074770862883,Zhang Wumeng
Q10293151,6000000075484126216,Zhang Duanyi
Q10294042,6000000075484356826,Zhang Gongxiang
Q10294985,6000000075484666857,Zhang Mengde
Q10295880,6000000037889287747,Zhang Biaochen
Q10296421,6000000075326158468,Xu Ziming
Q10296423,6000000074771478868,Xu Fan
Q10307923,6000000074792884020,Fang Shao
Q10323734,6000000074704378049,Cao Yingshu
Q10332182,6000000075425133822,Li Jiuling
Q10334752,6000000075405364893,Li Youwu
Q10334812,6000000074736917090,Li Zhi
Q10335039,6000000075425764860,Li Dechu
Q10337438,6000000074735626121,Li Zhixiao
Q10337824,6000000075424585196,Li Zun
Q10338313,6000000075425847889,Li Shunju
Q10338351,6000000074699014438,Li Ruoxu
Q10341540,6000000074771301902,Yang Hongzhong
Q10346479,6000000075427056913,Lin Qianzhi
Q10346666,6000000074771354963,Lin Danai
Q10347349,6000000074782456514,Lin Jingxi
Q10348617,6000000074727965444,Lin Ting
Q10353016,6000000075405012028,Gui Wanrong
Q10378427,6000000075422628947,Shaoyu Jiang
Q10379457,6000000075424189868,Wang Yifeng
Q10379479,6000000075423723133,Wang Chucai
Q10379511,6000000075503047827,Fenyang Shanzhao
Q10379533,6000000074727711062,Shen Zuozhe
Q10379589,6000000074771306943,Shen Jizu
Q10381917,6000000074727367964,Hong Qin
Q10412584,6000000074736441843,Wang Ze
Q10414324,6000000074751196346,Wang Weizhong
Q10414568,6000000075419950888,Wang Cao
Q10414594,6000000075418902373,Wang Zhengzhong
Q10415352,6000000075420955032,Wang Ruyi
Q10416241,6000000075420092840,Wang Ji
Q10417288,6000000074727807075,Wang Pizhi
Q10430257,6000000075422530838,Bai Zhongzan
Q10452130,6000000074745522964,Cheng Ruoyong
Q10455076,6000000074792391970,Zhang Ruyu
Q10489897,6000000074771520848,Hu Hong
Q10497131,6000000074703625964,Shu Dan
Q10503599,6000000074745494830,Fan Tianshun
Q10513347,6000000075490053922,Ye Xiufa
Q10514163,6000000074716205881,Su Shidan
Q10525283,6000000074690026303,Ji Yougong
Q10526342,6000000074731774882,Xu Yi
Q10529363,6000000075481078360,Xu Dunren
Q10531548,6000000074748886065,Xie Tang
Q10532586,6000000074728553987,Feng Cunfang
Q10542620,6000000075491156957,Zhao Kui
Q10554236,6000000074771742823,Deng Mingshi
Q10554325,6000000074771313004,Deng Xiaofu
Q10556091,6000000075414843861,Qiu Kui
Q10559784,6000000075482425382,Guo Jin
Q10562559,6000000074745020186,Zheng Ke
Q10563821,6000000075424228033,Shi Huaishen
Q10563824,6000000075503124822,Shi Sizhi
Q10564550,6000000075499817515,Yan Rixin
Q10564901,6000000075404219479,Ruan Yue
Q10565049,6000000075485219000,Chen Yunping
Q10565385,6000000075419654339,Chen Xuan
Q10565478,6000000075484349157,Chen Shan
Q10565528,6000000075484951366,Chen Zhensun
Q10565629,6000000074786612248,Chen Shunyu
Q10566301,6000000075424175958,Shoushan Xingnian
Q10566512,6000000075428942891,Zhao Liangsi
Q10566822,6000000075429016122,Gao He
Q10566915,6000000074705265132,Wei Anxing
Q10566948,6000000074707158488,Yu Zhouxun
Q10566997,6000000075426497934,Bao Yunlong
Q10567154,6000000075486952113,Huang Shiyi
Q10567174,6000000074727874040,Huang Gan
Q10567184,6000000075326672908,Chaoying Huang
Q10567228,6000000075486725342,Huang Yigang
Q10567376,6000000075431272845,Long Dayuan
Q10567407,6000000074698637159,Gong Yuan
Q1060944,6000000075502187072,Hongzhi Zhengjue
Q10743129,6000000075501777319,Baiyun Shouduan
Q108048019,6000000075503319862,Fojian Huiqin
Q10877280,6000000074783483825,Sun Daofu
Q10884676,6000000074748986762,Ren Xiyi
Q10886013,6000000074726031087,He Li
Q10886102,6000000074787583902,He Menggui
Q10886241,6000000074692228886,He Changyan
Q10886484,6000000074717854885,Yu Zhong
Q10886521,6000000074727463142,Yu Tianren
Q10886706,6000000075501960092,Shi Liaoyuan
Q10886783,6000000075502321513,Shi Huiyuan
Q10887831,6000000075429306859,Yu Wenbao
Q10889061,6000000074692075876,Fu Songqing
Q10889139,6000000075488225848,Fu Qian
Q10889520,6000000075502261003,Shi Yunkan
Q10895376,6000000075485869291,Feng Mengde
Q10897091,6000000075405432851,Liu Xianlun
Q10897989,6000000074787342015,Liu Guo
Q10899556,6000000075500442828,Liu Kui
Q10899902,6000000074700852968,Liu Fang
Q10900301,6000000075500712887,Liu Xisou
Q10900444,6000000074784752567,Liu Hui
Q10916068,6000000074727921853,Shi Yaobi
Q10916215,6000000075422340029,Shi Dazu
Q10916334,6000000075490251847,Ye Daqing
Q10916427,6000000074738367822,Ye Zuxia
Q10916434,6000000074768801822,Ye Shaoweng
Q10918673,6000000074759074115,Wu Shiqing
Q10918943,6000000075424880414,Wu Yu
Q10919348,6000000075425815859,Wu Ji
Q10919368,6000000074783426905,Wu Jian
Q10919534,6000000075482617839,Wu Wenying
Q10919608,6000000074759460844,Wu Hang
Q10919881,6000000074701692920,Lü Jiawen
Q10919887,6000000075422052168,Lv Dagui
Q10920228,6000000074727518879,Zhou Qufei
Q10920578,6000000075427409898,Zhou Huaizheng
Q10921064,6000000074746129239,Zhou Bangyan
Q10923013,6000000075427554260,Tang Zhong
Q10924354,6000000075501524128,Yan Ren
Q10942390,6000000075406578107,Qisong
Q10943380,6000000075430047873,Yao Huan
Q10943533,6000000075428370081,Jiang Cai
Q10945524,6000000074751006118,Sun Fu
Q11040594,6000000075424179889,Yin Se
Q11057332,6000000075422269906,Zuo Yu
Q11066492,6000000075484210975,Zhang Boyu
Q11066542,6000000075484356886,Zhang Guanghan
Q11067422,6000000074725996046,Zhang Zheng
Q11067782,6000000075483981829,Zhang Shun
Q11068115,6000000075483192058,Zhang Yuan
Q11068117,6000000074751477843,Zhang Yuangan
Q11068286,6000000075484033987,Zhang Shouyue
Q11068335,6000000075484228041,Zhang Shizheng
Q11068366,6000000075483989099,Zhang Tinghan
Q11068631,6000000074736854923,Zhang Shu
Q11068683,6000000075483640139,Zhang Ruzhou
Q11068721,6000000075484332997,Zhang Yuanwei
Q11068808,6000000075482194562,Zhang Jue
Q11068853,6000000075484002903,Zhang Qiong
Q11069070,6000000075483932031,Zhang Jiao
Q11069090,6000000074737445008,Zhang Du
Q11070830,6000000075431685843,Xu Zhao
Q11070863,6000000074692588875,Xu Di
Q11075713,6000000075481656970,Hu Yanke
Q11079190,6000000074734147822,Ao Taosun
Q11085164,6000000075428783842,Shi Yisheng
Q11085292,6000000075502786860,Dānapāla
Q11088228,6000000074702023822,Ming Hao
Q11089707,6000000075501942197,Shi Yinsu
Q11090252,6000000075502687123,Shi Zhiyuan
Q11090943,6000000074716896935,Cao Xiugu
Q11091403,6000000074716831130,Zeng Conglong
Q11091461,6000000075486923853,Zeng Anzhi
Q11091512,6000000074704476167,Zeng Zao
Q11091644,6000000075431336832,Zeng Di
Q11092984,6000000075420964905,Mu Daiwen
Q11094200,6000000074736981848,Zhu Xiyan
Q11094757,6000000075424689837,Zhu Guan
Q11094932,6000000075423565950,Zhu Zhen
Q11095246,6000000074698829187,Li Zhichun
Q11096315,6000000075425840010,Li Qingsun
Q11096655,6000000075405119998,Li You
Q11096682,6000000074725965249,Li Wenhui
Q11097044,6000000074698990089,Li Chunnian
Q11097544,6000000075424283621,Li Qi
Q11097893,6000000074727940834,Li Ruoshui
Q11099421,6000000075425081886,Du Chun
Q11099565,6000000075425158911,Du Mo
Q11100340,6000000074787299040,Yang Guanqing
Q11101080,6000000074768326072,Yang Fang
Q11105369,6000000075427186829,Lin Biao
Q11105505,6000000074734787854,Lin Guangshi
Q11105577,6000000075426720842,Lin Sheng
Q11105851,6000000075426780829,Lin Wai
Q11106062,6000000075425467719,Lin Xun
Q11106521,6000000075405318923,Lin Hong
Q11109043,6000000074684353530,Zha Yue
Q11109221,6000000075428881057,Ke Xi
Q11114041,6000000075483163901,Liang Chengda
Q11117697,6000000075407725836,Yang Zhongliang
Q11117757,6000000074725960833,Yi Yang
Q11118006,6000000075489389926,Yang Shouzhen
Q11119335,6000000075489262905,Yang Shi
Q11119812,6000000074685450910,Chu Zhaofu
Q11119880,6000000075488571870,Chu Yan
Q11121079,6000000074727617932,Lou Fang
Q11123144,6000000074771470912,Ouyang Che
Q11136264,6000000075486790823,Tang Shu
Q11137128,6000000074787054199,Wang Shen
Q11138500,6000000075423679852,Shen Ruxie
Q11138797,6000000074703408046,Shen Mo
Q11146576,6000000074737231958,Hong Xingzu
Q11152597,6000000074769327429,Ling Wanqing
Q11176825,6000000075487658897,Huang Baoguang
Q11176877,6000000075487310907,Huang Tong
Q11177322,6000000074697732475,Huang Zongdan
Q11177924,6000000075487023005,Huang Qia
Q113330592,6000000075485168824,Chen Xuan
Q11388067,6000000075422567849,Yuan Da
Q11398301,6000000075500369138,Liu Shenqiong
Q11481389,6000000075486175822,Chang Side
Q11522470,6000000075424339138,Li Bin
Q11541113,6000000074746948030,Yang Guangmei
Q1155987,6000000075326793953,Xin Qiji
