qid	n_geni	n_in_corpus	n_absent	closest_hops	one_export_covers	missing_first_degree	first_degree_total	already_refreshed	sources	geni_in_corpus	geni_absent	names
Q126366563	2	0	2		no	0	0	no	wikidata-p2600		6000000215243826837;6000000215455004821	
Q126372961	2	0	2		no	0	0	no	wikidata-p2600		6000000025429099117;6000000041089139211	
Q126373358	2	0	2		no	0	0	no	wikidata-p2600		6000000025428974520;6000000214940315826	
Q126373376	2	0	2		no	0	0	no	wikidata-p2600		6000000025429162170;6000000214940457822	
Q126373382	2	0	2		no	0	0	no	wikidata-p2600		6000000025428888535;6000000214940326832	
Q126373405	2	0	2		no	0	0	no	wikidata-p2600		6000000025429093687;6000000214970981838	
Q126373443	2	0	2		no	0	0	no	wikidata-p2600		6000000025428692430;6000000214971078831	
Q126373448	2	0	2		no	0	0	no	wikidata-p2600		6000000025428628520;6000000214971212825	
Q126373457	2	0	2		no	0	0	no	wikidata-p2600		6000000025429049638;6000000214971150834	
Q126373557	2	0	2		no	0	0	no	wikidata-p2600		6000000025428753483;6000000214914709879	
Q126373579	2	0	2		no	0	0	no	wikidata-p2600		6000000025428771709;6000000214914723878	
Q126373581	2	0	2		no	0	0	no	wikidata-p2600		6000000025428362552;6000000214914872849	
Q126378052	2	0	2		no	0	0	no	wikidata-p2600		6000000009204867285;6000000040385939837	
Q126391829	2	0	2		no	0	0	no	wikidata-p2600		6000000080500560084;6000000171920387833	
Q12658811	2	0	2		no	0	0	no	wikidata-p2600		6000000012156490683;6000000080760138938	
Q12659748	3	0	3		no	0	0	no	wikidata-p2600		6000000002188456857;6000000221118390938;6000000221147201863	
Q126673825	2	0	2		no	0	0	no	wikidata-p2600		6000000012381114388;6000000044148224042	
Q126678460	2	0	2		no	0	0	no	wikidata-p2600		6000000057495829832;6000000109334887174	
Q126746139	2	0	2		no	0	0	no	wikidata-p2600		6000000002860816677;6000000014428465424	
Q12675087	2	0	2		no	0	0	no	wikidata-p2600		6000000014659931318;6000000076958569606	
Q126759014	2	0	2		no	0	0	no	wikidata-p2600		6000000018454696993;6000000141703684854	
Q126855301	2	0	2		no	0	0	no	wikidata-p2600		6000000039673362859;6000000086322902870	
Q126879754	2	0	2		no	0	0	no	wikidata-p2600		6000000005953961752;6000000084650922589	
Q126890385	2	0	2		no	0	0	no	wikidata-p2600		6000000008436070702;6000000180292870822	
Q126890386	2	0	2		no	0	0	no	wikidata-p2600		6000000008436153689;6000000180293000821	
Q126896105	2	0	2		no	0	0	no	wikidata-p2600		6000000002659221628;6000000214946894821	
Q126901381	2	0	2		no	0	0	no	wikidata-p2600		6000000002659221129;6000000214767567852	
Q126902284	2	0	2		no	0	0	no	wikidata-p2600		6000000211472141830;6000000214402245829	
Q126902816	2	0	2		no	0	0	no	wikidata-p2600		6000000016933530617;6000000108341934949	
Q126905516	2	0	2		no	0	0	no	wikidata-p2600		6000000057404518912;6000000150007213833	
Q126905567	2	0	2		no	0	0	no	wikidata-p2600		6000000126768574821;6000000184240265841	
Q126905653	2	0	2		no	0	0	no	wikidata-p2600		6000000032128153229;6000000038339058264	
Q126905658	2	0	2		no	0	0	no	wikidata-p2600		6000000007629574850;6000000029242904510	
Q126907795	2	0	2		no	0	0	no	wikidata-p2600		6000000025847828911;6000000189042248868	
Q126911321	2	0	2		no	0	0	no	wikidata-p2600		6000000022953231352;6000000076170873046	
Q126911695	2	0	2		no	0	0	no	wikidata-p2600		6000000024934267303;6000000048343232163	
Q126911877	2	0	2		no	0	0	no	wikidata-p2600		6000000174873795027;6000000198251616854	
Q126947740	2	0	2		no	0	0	no	wikidata-p2600		6000000007470989762;6000000073074922865	
Q126962759	2	0	2		no	0	0	no	wikidata-p2600		6000000082780226843;6000000153707053841	
Q126962902	2	0	2		no	0	0	no	wikidata-p2600		6000000009850111708;6000000013698431165	
Q126962903	2	0	2		no	0	0	no	wikidata-p2600		6000000013698410136;6000000019242746764	
Q126964431	2	0	2		no	0	0	no	wikidata-p2600		6000000011489067545;6000000016123001808	
Q126965025	2	0	2		no	0	0	no	wikidata-p2600		6000000033000008900;6000000043156444182	
Q126972677	2	0	2		no	0	0	no	wikidata-p2600		6000000017678699046;6000000083167617932	
Q126973124	2	0	2		no	0	0	no	wikidata-p2600		6000000083396170613;6000000189199114831	
Q126973152	2	0	2		no	0	0	no	wikidata-p2600		6000000073410425996;6000000205006874897	
Q126973153	2	0	2		no	0	0	no	wikidata-p2600		6000000059620772015;6000000205007112840	
Q126973973	2	0	2		no	0	0	no	wikidata-p2600		6000000179661043826;6000000196229177851	
Q126997229	2	0	2		no	0	0	no	wikidata-p2600		6000000025155129192;6000000167564152893	
Q126998549	2	0	2		no	0	0	no	wikidata-p2600		6000000179661477828;6000000196229746824	
Q127038633	2	0	2		no	0	0	no	wikidata-p2600		6000000024824149381;6000000046722105491	
Q127038747	2	0	2		no	0	0	no	wikidata-p2600		6000000011710956172;6000000024824362338	
Q127043434	2	0	2		no	0	0	no	wikidata-p2600		6000000000945056818;6000000033243712085	
Q127167299	2	0	2		no	0	0	no	wikidata-p2600		6000000003177587980;6000000204237378834	
Q127203488	2	0	2		no	0	0	no	wikidata-p2600		6000000002860855799;6000000032435874025	
Q127325175	2	0	2		no	0	0	no	wikidata-p2600		6000000014067937624;6000000015405646016	
Q127327324	2	0	2		no	0	0	no	wikidata-p2600		6000000014068470224;6000000018441512732	
Q127327340	2	0	2		no	0	0	no	wikidata-p2600		6000000014068554747;6000000044790893146	
Q127328728	2	0	2		no	0	0	no	wikidata-p2600		6000000003680221482;6000000143191661152	
Q127328742	2	0	2		no	0	0	no	wikidata-p2600		6000000003539495310;6000000019254490127	
Q127328835	2	0	2		no	0	0	no	wikidata-p2600		6000000002066226982;6000000003635253881	
Q127328952	2	0	2		no	0	0	no	wikidata-p2600		6000000000250147119;6000000026338315459	
Q127427296	2	0	2		no	0	0	no	wikidata-p2600		6000000002589268983;6000000050242742906	
Q127504124	2	0	2		no	0	0	no	wikidata-p2600		6000000005011309159;6000000199221686826	
Q127514594	2	0	2		no	0	0	no	wikidata-p2600		6000000044360830885;6000000084383896987	
Q127514884	2	0	2		no	0	0	no	wikidata-p2600		6000000024988413045;6000000085099493941	
Q127518496	2	0	2		no	0	0	no	wikidata-p2600		6000000016750159540;6000000038236765721	
Q1275350	2	0	2		no	0	0	no	wikidata-p2600		6000000074785507107;6000000074785721968	
Q127603336	2	0	2		no	0	0	no	wikidata-p2600		6000000011422597142;6000000018171189155	
Q1276598	2	0	2		no	0	0	no	wikidata-p2600		6000000000393789485;6000000014260599007	
Q127684527	2	0	2		no	0	0	no	wikidata-p2600		316333344700008179;6000000194936220026	
Q127695847	2	0	2		no	0	0	no	wikidata-p2600		6000000014224718225;6000000021426450788	
Q127719223	2	0	2		no	0	0	no	wikidata-p2600		6000000094268529821;6000000182739339821	
Q127808958	2	0	2		no	0	0	no	wikidata-p2600		6000000006128046932;6000000193579550856	
Q127868875	2	0	2		no	0	0	no	wikidata-p2600		6000000014570673052;6000000027157378917	
Q127952034	2	0	2		no	0	0	no	wikidata-p2600		6000000195209993821;6000000210468380844	
Q127954553	2	0	2		no	0	0	no	wikidata-p2600		6000000195209935829;6000000210468368892	
Q128047844	2	0	2		no	0	0	no	wikidata-p2600		6000000015180434591;6000000017365531059	
Q128048434	3	0	3		no	0	0	no	wikidata-p2600		6000000018397770740;6000000114703904002;6000000118832682855	
Q128048993	2	0	2		no	0	0	no	wikidata-p2600		6000000018454177839;6000000019937975575	
Q128067589	2	0	2		no	0	0	no	wikidata-p2600		6000000034884911363;6000000108712594891	
Q128072018	2	0	2		no	0	0	no	wikidata-p2600		6000000059620420970;6000000205007255828	
Q128134540	2	0	2		no	0	0	no	wikidata-p2600		6000000024947554792;6000000179216819829	
Q128165243	2	0	2		no	0	0	no	wikidata-p2600		6000000026338349164;6000000177446746824	
Q128197553	2	0	2		no	0	0	no	wikidata-p2600		6000000116502366892;6000000184788198840	
Q128210234	2	0	2		no	0	0	no	wikidata-p2600		6000000032580589928;6000000176734243852	
Q128210482	2	0	2		no	0	0	no	wikidata-p2600		6000000098094383878;6000000111209261823	
Q128210548	2	0	2		no	0	0	no	wikidata-p2600		6000000024557337037;6000000126974109098	
Q128215133	2	0	2		no	0	0	no	wikidata-p2600		6000000024824362379;6000000053596199455	
Q128215150	2	0	2		no	0	0	no	wikidata-p2600		6000000037019198447;6000000041525668947	
Q128238187	2	0	2		no	0	0	no	wikidata-p2600		6000000211472654835;6000000214436962859	
Q128373492	2	0	2		no	0	0	no	wikidata-p2600		6000000024954813254;6000000089214862922	
Q128373971	2	0	2		no	0	0	no	wikidata-p2600		6000000023996153845;6000000025165259657	
Q128374551	2	0	2		no	0	0	no	wikidata-p2600		6000000000320658719;6000000056839626977	
Q128450724	2	0	2		no	0	0	no	wikidata-p2600		6000000017115508249;6000000179419088822	
Q128519452	2	0	2		no	0	0	no	wikidata-p2600		6000000090463810720;6000000094265824821	
Q128633431	2	0	2		no	0	0	no	wikidata-p2600		6000000008231421873;6000000008369853247	
Q128693751	2	0	2		no	0	0	no	wikidata-p2600		6000000001915228713;6000000080834192744	
Q128801734	2	0	2		no	0	0	no	wikidata-p2600		6000000021897234740;6000000021917876128	
Q128801912	2	0	2		no	0	0	no	wikidata-p2600		6000000014782588853;6000000029857297322	
Q1290835	2	0	2		no	0	0	no	wikidata-p2600		6000000055530009896;6000000074758485075	
Q129255441	2	0	2		no	0	0	no	wikidata-p2600		6000000085540705897;6000000174743558191	
Q129419699	2	0	2		no	0	0	no	wikidata-p2600		6000000012965440376;6000000060236660846	
Q129676340	2	0	2		no	0	0	no	wikidata-p2600		6000000026862425888;6000000029858116481	
Q129676931	2	0	2		no	0	0	no	wikidata-p2600		6000000174709249933;6000000224022342876	
Q129683095	2	0	2		no	0	0	no	wikidata-p2600		6000000001391783810;6000000013839996692	
Q129736726	2	0	2		no	0	0	no	wikidata-p2600		6000000003941146878;6000000010440569713	
Q129770293	2	0	2		no	0	0	no	wikidata-p2600		6000000006412883753;6000000177080552835	
Q129843481	2	0	2		no	0	0	no	wikidata-p2600		6000000016820874683;6000000079146214823	
Q129922479	2	0	2		no	0	0	no	wikidata-p2600		6000000033769346895;6000000217988131826	
Q129925147	2	0	2		no	0	0	no	wikidata-p2600		6000000003796649666;6000000008439599909	
Q129926258	2	0	2		no	0	0	no	wikidata-p2600		6000000000561660123;6000000193332705894	
Q129926314	2	0	2		no	0	0	no	wikidata-p2600		6000000003939897269;6000000193333036849	
Q129978825	2	0	2		no	0	0	no	wikidata-p2600		6000000002466717406;6000000035399509164	
Q130003846	2	0	2		no	0	0	no	wikidata-p2600		6000000002918754314;6000000195379175857	
Q130094497	2	0	2		no	0	0	no	wikidata-p2600		6000000008439675979;6000000206780488867	
Q130098233	2	0	2		no	0	0	no	wikidata-p2600		6000000008809309202;6000000206776449828	
Q130159054	2	0	2		no	0	0	no	wikidata-p2600		6000000014984432566;6000000043443506962	
Q130214837	2	0	2		no	0	0	no	wikidata-p2600		6000000003942861910;6000000166015825342	
Q130214838	2	0	2		no	0	0	no	wikidata-p2600		6000000003942861903;6000000166017974843	
Q130214962	2	0	2		no	0	0	no	wikidata-p2600		6000000044420765919;6000000077634057708	
Q130214964	2	0	2		no	0	0	no	wikidata-p2600		6000000044420659924;6000000170034165065	
Q130215085	2	0	2		no	0	0	no	wikidata-p2600		6000000006102569561;6000000034703587799	
Q130215087	2	0	2		no	0	0	no	wikidata-p2600		6000000000185911420;6000000006103032131	
Q130215109	2	0	2		no	0	0	no	wikidata-p2600		6000000006339903480;6000000006412879059	
Q130252005	2	0	2		no	0	0	no	wikidata-p2600		6000000024947965170;6000000025412563275	
Q130260116	2	0	2		no	0	0	no	wikidata-p2600		6000000014883361093;6000000224021657081	
Q130269732	2	0	2		no	0	0	no	wikidata-p2600		6000000109055776060;6000000109120021954	
Q130271127	2	0	2		no	0	0	no	wikidata-p2600		6000000038357291613;6000000046211216009	
Q130273096	2	0	2		no	0	0	no	wikidata-p2600		6000000003177891482;6000000217062956181	
Q130279498	2	0	2		no	0	0	no	wikidata-p2600		6000000016281076508;6000000038239593163	
Q130283264	2	0	2		no	0	0	no	wikidata-p2600		6000000014066830534;6000000032120911171	
Q130283323	2	0	2		no	0	0	no	wikidata-p2600		6000000014066921973;6000000032120902095	
Q130283488	2	0	2		no	0	0	no	wikidata-p2600		6000000014066944998;6000000032120912137	
Q130283553	2	0	2		no	0	0	no	wikidata-p2600		6000000014066959404;6000000032119884801	
Q13028456	2	0	2		no	0	0	no	wikidata-p2600		6000000003523354151;6000000022875250616	
Q13028463	2	0	2		no	0	0	no	wikidata-p2600		6000000039919774121;6000000053550152908	
Q13028484	2	0	2		no	0	0	no	wikidata-p2600		6000000011157098831;6000000211748941821	
Q130299049	2	0	2		no	0	0	no	wikidata-p2600		6000000021658937654;6000000190450528245	
Q13030416	2	0	2		no	0	0	no	wikidata-p2600		6000000024779435475;6000000028265935701	
Q13030549	2	0	2		no	0	0	no	wikidata-p2600		6000000016776251930;6000000191155470849	
Q130305701	2	0	2		no	0	0	no	wikidata-p2600		6000000008506843252;6000000019415335741	
Q130305729	2	0	2		no	0	0	no	wikidata-p2600		6000000008501498843;6000000019415255598	
Q130308447	2	0	2		no	0	0	no	wikidata-p2600		6000000006603545389;6000000215427008824	
Q13031211	3	0	3		no	0	0	no	wikidata-p2600		6000000024948474283;6000000220953082833;6000000224022562849	
Q13031216	2	0	2		no	0	0	no	wikidata-p2600		6000000025875163844;6000000219768699967	
Q13031410	2	0	2		no	0	0	no	wikidata-p2600		6000000043454840201;6000000083821666970	
Q13031411	2	0	2		no	0	0	no	wikidata-p2600		6000000040415934025;6000000055622508831	
Q13032415	2	0	2		no	0	0	no	wikidata-p2600		6000000041191681823;6000000042841491337	
Q13032479	2	0	2		no	0	0	no	wikidata-p2600		6000000010762386010;6000000148754536351	
Q13033589	2	0	2		no	0	0	no	wikidata-p2600		6000000016957651171;6000000085422027945	
Q130350969	2	0	2		no	0	0	no	wikidata-p2600		6000000000980290412;6000000017614705460	
Q130364402	2	0	2		no	0	0	no	wikidata-p2600		6000000013321807470;6000000184735972821	
Q130364840	2	0	2		no	0	0	no	wikidata-p2600		6000000024789257205;6000000184735927821	
Q130394384	2	0	2		no	0	0	no	wikidata-p2600		6000000090933597831;6000000206988407828	
Q130394978	2	0	2		no	0	0	no	wikidata-p2600		6000000016457689530;6000000046285440102	
Q130415948	2	0	2		no	0	0	no	wikidata-p2600		6000000024824150492;6000000184824602852	
Q130446899	2	0	2		no	0	0	no	wikidata-p2600		6000000042970004271;6000000206560316865	
Q130456793	2	0	2		no	0	0	no	wikidata-p2600		6000000038367756308;6000000046208684692	
Q130456794	2	0	2		no	0	0	no	wikidata-p2600		6000000038367633259;6000000046209070104	
Q130457036	2	0	2		no	0	0	no	wikidata-p2600		6000000004106674471;6000000086474168978	
Q130457039	2	0	2		no	0	0	no	wikidata-p2600		6000000038367759675;6000000210468834822	
Q130457231	2	0	2		no	0	0	no	wikidata-p2600		6000000038368134441;6000000086472259872	
Q130478446	2	0	2		no	0	0	no	wikidata-p2600		6000000054874787895;6000000217495172821	
Q130478664	2	0	2		no	0	0	no	wikidata-p2600		6000000057036256821;6000000217496058822	
Q130485123	2	0	2		no	0	0	no	wikidata-p2600		6000000016457530714;6000000029497030162	
Q130485999	2	0	2		no	0	0	no	wikidata-p2600		6000000033254638988;6000000046253501971	
Q130547479	3	0	3		no	0	0	no	wikidata-p2600		6000000021331401513;6000000039893500158;6000000053550002918	
Q130564091	2	0	2		no	0	0	no	wikidata-p2600		6000000015153126937;6000000019777504038	
Q130565113	2	0	2		no	0	0	no	wikidata-p2600		6000000014882664930;6000000027126521954	
Q130569676	2	0	2		no	0	0	no	wikidata-p2600		6000000015354326708;6000000040811680510	
Q130569743	2	0	2		no	0	0	no	wikidata-p2600		6000000015354188879;6000000040812077198	
Q130570161	2	0	2		no	0	0	no	wikidata-p2600		6000000080108243928;6000000105269482894	
Q130573422	2	0	2		no	0	0	no	wikidata-p2600		6000000002659223985;6000000033770497114	
Q130574434	2	0	2		no	0	0	no	wikidata-p2600		6000000030883378944;6000000030883386969	
Q130607921	2	0	2		no	0	0	no	wikidata-p2600		6000000004047512052;6000000174196683129	
Q130611777	2	0	2		no	0	0	no	wikidata-p2600		6000000022671668162;6000000041177786350	
Q130611792	3	0	3		no	0	0	no	wikidata-p2600		6000000019890563149;6000000022671644025;6000000174720156358	
Q130617458	2	0	2		no	0	0	no	wikidata-p2600		6000000043660167828;6000000053550091944	
Q130618013	2	0	2		no	0	0	no	wikidata-p2600		6000000053597203840;6000000086650479841	
Q130619559	2	0	2		no	0	0	no	wikidata-p2600		6000000024947681786;6000000052256693938	
Q130619564	2	0	2		no	0	0	no	wikidata-p2600		6000000024947505492;6000000053593349251	
Q130634110	2	0	2		no	0	0	no	wikidata-p2600		6000000015717954260;6000000079330486929	
Q130634122	2	0	2		no	0	0	no	wikidata-p2600		6000000015717555432;6000000079330098130	
Q130643634	2	0	2		no	0	0	no	wikidata-p2600		6000000020009058635;6000000177802189827	
Q130643672	2	0	2		no	0	0	no	wikidata-p2600		6000000077250892294;6000000141592738883	
Q130709801	2	0	2		no	0	0	no	wikidata-p2600		6000000015933169055;6000000143848332852	
Q130710644	2	0	2		no	0	0	no	wikidata-p2600		6000000037399484053;6000000053604475002	
Q130711783	2	0	2		no	0	0	no	wikidata-p2600		6000000006704897469;6000000190176730838	
Q130717866	2	0	2		no	0	0	no	wikidata-p2600		6000000011371822303;6000000187808622948	
Q130717869	2	0	2		no	0	0	no	wikidata-p2600		6000000024447204247;6000000187808622954	
Q130729006	2	0	2		no	0	0	no	wikidata-p2600		6000000006439788566;6000000178484911870	
Q130732710	2	0	2		no	0	0	no	wikidata-p2600		6000000039322298885;6000000044763876914	
Q130742176	2	0	2		no	0	0	no	wikidata-p2600		6000000039798312624;6000000153185774821	
Q130900909	2	0	2		no	0	0	no	wikidata-p2600		6000000039320571835;6000000044763587902	
Q131008252	2	0	2		no	0	0	no	wikidata-p2600		6000000000770134471;6000000006795243716	
Q131062325	2	0	2		no	0	0	no	wikidata-p2600		6000000039039440356;6000000186183820072	
Q131085251	2	0	2		no	0	0	no	wikidata-p2600		6000000039436361334;6000000077611247427	
Q131085392	2	0	2		no	0	0	no	wikidata-p2600		6000000077611384260;6000000077611470975	
Q131085395	2	0	2		no	0	0	no	wikidata-p2600		6000000077610683708;6000000077611399212	
Q131085397	2	0	2		no	0	0	no	wikidata-p2600		6000000039437349182;6000000077611171410	
Q131161079	2	0	2		no	0	0	no	wikidata-p2600		6000000024970844918;6000000086324067003	
Q131161081	3	0	3		no	0	0	no	wikidata-p2600		6000000014121552815;6000000024970700324;6000000082418149859	
Q131163826	2	0	2		no	0	0	no	wikidata-p2600		6000000082418070926;6000000224601671847	
Q131170565	2	0	2		no	0	0	no	wikidata-p2600		6000000077611494742;6000000080757482241	
Q131179532	2	0	2		no	0	0	no	wikidata-p2600		6000000019568014310;6000000173937538492	
Q131279499	2	0	2		no	0	0	no	wikidata-p2600		6000000171730881026;6000000182063665821	
Q131309895	2	0	2		no	0	0	no	wikidata-p2600		6000000013195491496;6000000069198252905	
Q131311032	2	0	2		no	0	0	no	wikidata-p2600		6000000001817623623;6000000208252581822	
Q131325318	2	0	2		no	0	0	no	wikidata-p2600		6000000039481481804;6000000039481741156	
Q13132828	2	0	2		no	0	0	no	wikidata-p2600		6000000011706755341;6000000024948115346	
Q131333185	2	0	2		no	0	0	no	wikidata-p2600		6000000074416643828;6000000110969991856	
Q13133749	2	0	2		no	0	0	no	wikidata-p2600		6000000015186369332;6000000190455000327	
Q131342151	2	0	2		no	0	0	no	wikidata-p2600		6000000001481353707;6000000023738325397	
Q131348186	2	0	2		no	0	0	no	wikidata-p2600		6000000001219608038;6000000148339395942	
Q131354587	2	0	2		no	0	0	no	wikidata-p2600		6000000000020082489;6000000014349682149	
Q131355863	2	0	2		no	0	0	no	wikidata-p2600		6000000026177983066;6000000221648329284	
Q131364659	2	0	2		no	0	0	no	wikidata-p2600		6000000176180922821;6000000187309434907	
Q131364660	2	0	2		no	0	0	no	wikidata-p2600		6000000007372247342;6000000176180790827	
Q131370606	2	0	2		no	0	0	no	wikidata-p2600		6000000112492233999;6000000209415459836	
Q131370618	2	0	2		no	0	0	no	wikidata-p2600		6000000020999322567;6000000209415233855	
Q131375817	2	0	2		no	0	0	no	wikidata-p2600		6000000027125878711;6000000038900880856	
Q131385563	2	0	2		no	0	0	no	wikidata-p2600		6000000086346587854;6000000119183927902	
Q131386778	2	0	2		no	0	0	no	wikidata-p2600		6000000037304654154;6000000160092070832	
Q131427080	2	0	2		no	0	0	no	wikidata-p2600		6000000008917422494;6000000049285710952	
Q131430192	2	0	2		no	0	0	no	wikidata-p2600		6000000008868123432;6000000014949340182	
