geni_id	qid	round	slot	method	chain_depth	root_geni_id	status	reason
6000000000474104128	Q3099363	8	child	date	8	6000000002188578738	CORROBORATED	via 6000000002188578732: structural-walk
6000000000474162884	Q110578639	8	father	solo	8	6000000171668476453	CORROBORATED	via 6000000016648298615: structural-walk
6000000000505937196	Q253704	8	child	name	8	6000000007764169228	INFERRED	
6000000000628847717	Q105803054	8	spouse	solo	8	6000000003904573736	CORROBORATED	via 6000000003216108573: structural-walk
6000000000641004670	Q99303973	8	mother	solo	8	6000000007033906052	INFERRED	
6000000000641070567	Q101499961	8	father	solo	8	6000000001500835116	INFERRED	
6000000000641070666	Q101499971	8	mother	solo	8	6000000001500835116	INFERRED	
6000000000700898606	Q99022978	8	mother	solo	8	6000000002447335327	INFERRED	
6000000000701021057	Q99022896	8	child	name	8	6000000002447335327	INFERRED	
6000000000769914561	Q75494763	8	mother	solo	8	6000000006444665556	CORROBORATED	via 6000000002950926330: structural-walk
6000000000792328976	Q31192210	8	child	name	8	6000000003827612093	CORROBORATED	via 6000000004533200207: structural-walk
6000000000806381073	Q100901141	8	father	solo	8	6000000003087110618	CORROBORATED	via 6000000002106131629: structural-walk
6000000000861706024	Q110385375	8	child	solo	8	6000000014025309469	CORROBORATED	via 6000000002576772299: structural-walk
6000000000966147597	Q110622244	8	father	solo	8	6000000003615547826	CORROBORATED	via 6000000013778850803: structural-walk
6000000001025651054	Q76183814	8	father	solo	8	6000000010123487718	INFERRED	
6000000001054697159	Q5984568	8	father	solo	8	6000000011578975454	CORROBORATED	via 6000000009242361305: structural-walk
6000000001091890666	Q116004503	8	father	solo	8	6000000000116753717	INFERRED	
6000000001147917568	Q116004505	8	mother	solo	8	6000000000116753717	INFERRED	
6000000001322060247	Q110560319	8	father	solo	8	6000000003649751740	INFERRED	
6000000001323265153	Q110636681	8	father	solo	8	6000000003649711117	INFERRED	
6000000001353889239	Q3094903	8	spouse	solo	8	6000000003714576466	INFERRED	
6000000001501057135	Q113680006	8	mother	solo	8	6000000001849119443	CORROBORATED	via 6000000003122417840: structural-walk
6000000001751704988	Q1132756	8	father	solo	8	6000000001750900591	INFERRED	
6000000001762536296	Q11516852	8	father	solo	8	6000000012011805638	CORROBORATED	via 6000000011627019431: structural-walk
6000000001770946105	Q107296820	8	spouse	solo	8	6000000008261026303	INFERRED	
6000000001774161721	Q11374462	8	father	solo	8	6000000008261026303	INFERRED	
6000000001774191323	Q17225720	8	father	solo	8	6000000001750900591	INFERRED	
6000000001774367189	Q10729440	8	father	solo	8	6000000008261026303	INFERRED	
6000000001774468944	Q4803443	8	child	date	8	6000000008261026303	CORROBORATED	via 6000000001748382730: structural-walk
6000000001775134621	Q11068703	8	child	date	8	6000000008261026303	CORROBORATED	via 6000000001748382730: structural-walk
6000000001775737103	Q859948	8	child	date	8	6000000008261026303	CORROBORATED	via 6000000001748382730: structural-walk
6000000001782785771	Q11353159	8	father	solo	8	6000000008261026303	INFERRED	
6000000001825991705	Q21010822	8	spouse	solo	8	6000000011150623224	CORROBORATED	via 6000000000297440514: structural-walk
6000000001829477635	Q349277	8	father	solo	8	6000000011627413251	CORROBORATED	via 6000000001829353551: structural-walk
6000000001829615295	Q11075749	8	mother	solo	8	6000000011627413251	CORROBORATED	via 6000000001829353551: structural-walk
6000000001860233615	Q11121925	8	spouse	solo	8	6000000011627413251	CORROBORATED	via 6000000001829353551: structural-walk
6000000001860430212	Q106095999	8	mother	solo	8	6000000011627413251	CORROBORATED	via 6000000001829353551: structural-walk
6000000001868362418	Q6639705	8	father	solo	8	6000000008261026303	INFERRED	
6000000001868783054	Q6639877	8	father	solo	8	6000000008261026303	INFERRED	
6000000001874370551	Q11068774	8	father	solo	8	6000000008261026303	CORROBORATED	via 6000000001748382730: structural-walk
6000000001882100174	Q3125469	8	spouse	solo	8	6000000008261026303	INFERRED	
6000000001885953681	Q108440706	8	child	solo	8	6000000008261026303	INFERRED	
6000000001891501432	Q13365626	8	spouse	solo	8	6000000011626756021	CORROBORATED	via 6000000001998436373: structural-walk
6000000001896445997	Q106386259	8	father	solo	8	6000000011627126557	CORROBORATED	via 6000000001896703385: structural-walk
6000000001902996211	Q1191233	8	father	solo	8	6000000011627413251	INFERRED	
6000000001903054386	Q11586292	8	child	solo	8	6000000011627413251	INFERRED	
6000000001903206106	Q298057	8	child	date	8	6000000011627413251	CORROBORATED	via 6000000001829353551: structural-walk
6000000001907132105	Q50286794	8	father	solo	8	6000000011630124423	INFERRED	
6000000001907546106	Q20040068	8	father	solo	8	6000000001760353856	CORROBORATED	via 6000000001798416508: structural-walk
6000000001908057009	Q11376939	8	father	solo	8	6000000008261026303	INFERRED	
6000000001908616805	Q17226885	8	father	solo	8	6000000011630124423	INFERRED	
6000000001914026101	Q3341475	8	father	solo	8	6000000001750900591	CORROBORATED	via 6000000001749883334: structural-walk
6000000001930975517	Q24871647	8	father	solo	8	6000000001760353891	CORROBORATED	via 6000000001931748904: structural-walk
6000000001931019520	Q6998366	8	father	solo	8	6000000012570835514	CORROBORATED	via 6000000209125111825: structural-walk
6000000001950633478	Q11623498	8	father	solo	8	6000000002416431387	CORROBORATED	via 6000000002416276234: structural-walk
6000000001976255607	Q3200260	8	father	solo	8	6000000001750900591	CORROBORATED	via 6000000001749883334: structural-walk
6000000001977551481	Q11619170	8	father	solo	8	6000000011626980739	CORROBORATED	via 6000000011627068106: structural-walk
6000000001998394481	Q11623254	8	spouse	solo	8	6000000012562127252	INFERRED	
6000000001999592033	Q13309047	8	father	solo	8	6000000011626980739	CORROBORATED	via 6000000011627068106: structural-walk
6000000001999622358	Q106410752	8	mother	solo	8	6000000011626980739	CORROBORATED	via 6000000002416067384: structural-walk
6000000002024141807	Q105803050	8	father	solo	8	6000000003904573736	CORROBORATED	via 6000000003216108573: structural-walk
6000000002104150471	Q774848	8	spouse	date	8	6000000014083876717	INFERRED	
6000000002106220275	Q20733941	8	child	name	8	6000000003615547826	CORROBORATED	via 6000000004287448743: structural-walk
6000000002116013098	Q76254937	8	spouse	solo	8	6000000002188056246	POISONED	via 6000000002188056957: structural-walk says Q1801768
6000000002123050763	Q12719645	8	father	solo	8	6000000000424586295	INFERRED	
6000000002134908143	Q116812368	8	mother	solo	8	6000000003827328593	CORROBORATED	via 6000000002048053250: structural-walk
6000000002143078313	Q728080	8	father	solo	8	5544182020970135787	INFERRED	
6000000002173015731	Q2828006	8	father	solo	8	6000000002462627020	INFERRED	
6000000002187564424	Q98962365	8	spouse	solo	8	6000000003827521373	INFERRED	
6000000002187622519	Q79999	8	father	solo	8	6000000000065187287	CORROBORATED	via 6000000008021505316: structural-walk
6000000002187718848	Q28405515	8	father	solo	8	6000000006011320007	INFERRED	
6000000002187876111	Q59417593	8	spouse	solo	8	6000000003827464516	CORROBORATED	via 6000000003827464510: structural-walk
6000000002187887773	Q61139907	8	child	solo	8	6000000003827535965	CORROBORATED	via 6000000026520331911: structural-walk
6000000002187891516	Q116170060	8	mother	solo	8	6000000003827535965	CORROBORATED	via 6000000026520331911: structural-walk
6000000002187952357	Q2613624	8	father	solo	8	6000000000011075006	INFERRED	
6000000002187952404	Q18354554	8	father	solo	8	6000000000897737992	INFERRED	
6000000002187988220	Q76298723	8	mother	solo	8	6000000003827158601	CORROBORATED	via 6000000003827535971: structural-walk
6000000002187988322	Q76299387	8	father	solo	8	6000000003827158601	CORROBORATED	via 6000000003827535971: structural-walk
6000000002188008079	Q120940070	8	mother	solo	8	6000000006727863775	CORROBORATED	via 6000000016394099960: structural-walk
6000000002188045268	Q112476773	8	mother	solo	8	6000000003858820967	INFERRED	
6000000002188097351	Q75605542	8	spouse	solo	8	6000000006290586183	INFERRED	
6000000002188140149	Q75507655	8	father	solo	8	6000000004976393187	CORROBORATED	via 6000000001745445540: structural-walk
6000000002188195536	Q11077247	8	father	solo	8	6000000002188195243	CORROBORATED	via 6000000002188195181: structural-walk
6000000002188286812	Q66114026	8	spouse	solo	8	6000000038666262119	CORROBORATED	via 6000000003827529444: structural-walk
6000000002188311682	Q21155669	8	child	name	8	5544182020970135787	INFERRED	
6000000002188311688	Q888953	8	child	name	8	5544182020970135787	INFERRED	
6000000002188578036	Q112038948	8	child	name	8	6000000006444746169	CORROBORATED	via 6000000007235808624: structural-walk
6000000002188662821	Q5622361	8	father	solo	8	6000000006444270556	CORROBORATED	via 6000000002899270120: structural-walk
6000000002188684472	Q116109739	8	father	solo	8	6000000001173860005	INFERRED	
6000000002191030487	Q11536099	8	father	solo	8	6000000011627413251	INFERRED	
6000000002191155550	Q106361602	8	father	solo	8	6000000002416431387	CORROBORATED	via 6000000002416276234: structural-walk
6000000002202569275	Q11623384	8	father	solo	8	6000000011627278817	CORROBORATED	via 6000000012634564281: structural-walk
6000000002213564060	Q3073000	8	father	solo	8	6000000011626756021	CORROBORATED	via 6000000001998436373: structural-walk
6000000002269116306	Q10791131	8	father	solo	8	6000000008261026303	INFERRED	
6000000002294668099	Q110538155	8	mother	solo	8	6000000010123487718	INFERRED	
6000000002294678916	Q76263058	8	father	solo	8	6000000013814343166	CORROBORATED	via 6000000013814239531: structural-walk
6000000002294678922	Q76263060	8	mother	solo	8	6000000013814343166	CORROBORATED	via 6000000013814239531: structural-walk
6000000002367835068	Q12194387	8	father	solo	8	6000000002998015969	CORROBORATED	via 6000000003025207487: structural-walk
6000000002415351228	Q3072210	8	father	solo	8	6000000011626980739	CORROBORATED	via 6000000011627068106: structural-walk
6000000002416239180	Q11355816	8	father	solo	8	6000000011630495224	CORROBORATED	via 6000000012623500057: structural-walk
6000000002417835278	Q1059336	8	father	solo	8	6000000011626980739	CORROBORATED	via 6000000011627068106: structural-walk
6000000002418368815	Q11623168	8	father	solo	8	6000000011627278817	CORROBORATED	via 6000000012634564281: structural-walk
6000000002418555167	Q759338	8	father	solo	8	6000000011626980739	CORROBORATED	via 6000000002416067384: structural-walk
6000000002418857099	Q11544192	8	child	name	8	6000000011627413251	INFERRED	
6000000002419815206	Q11623305	8	mother	solo	8	6000000011627224453	CORROBORATED	via 6000000012561739526: structural-walk
6000000002433310637	Q101199949	8	father	solo	8	6000000011627413251	INFERRED	
6000000002453204597	Q127413849	8	father	solo	8	6000000003086712395	CORROBORATED	via 6000000003086690861: structural-walk
6000000002492752800	Q5118983	8	father	solo	8	6000000001750900591	INFERRED	
6000000002517190525	Q108957356	8	father	solo	8	6000000011626756021	CORROBORATED	via 6000000001998436373: structural-walk
6000000002579108251	Q108842651	8	father	solo	8	6000000012592351467	CORROBORATED	via 6000000012592118612: structural-walk
6000000002580718989	Q11422785	8	father	solo	8	6000000012592351467	CORROBORATED	via 6000000012592118612: structural-walk
6000000002592836331	Q108782932	8	spouse	solo	8	6000000001750900591	CORROBORATED	via 6000000001749883334: structural-walk
6000000002593071078	Q11355814	8	father	solo	8	6000000011626756021	CORROBORATED	via 6000000001998436373: structural-walk
6000000002603688944	Q127413834	8	child	solo	8	6000000003086712395	CORROBORATED	via 6000000003086690861: structural-walk
6000000002659991429	Q75253090	8	spouse	solo	8	6000000055827843979	CORROBORATED	via 6000000213031866825: structural-walk
6000000002766483982	Q2454783	8	child	solo	8	6000000004533093915	CORROBORATED	via 6000000002906954937: structural-walk
6000000002816950951	Q6086140	8	father	solo	8	6000000011627224453	CORROBORATED	via 6000000012561739526: structural-walk
6000000002827433754	Q106645119	8	mother	solo	8	6000000011626980739	CORROBORATED	via 6000000011627068106: structural-walk
6000000002839642792	Q108873966	8	mother	solo	8	6000000011627413251	INFERRED	
6000000002840061672	Q11623002	8	child	date	8	6000000011627413251	INFERRED	
6000000002846028387	Q99084731	8	father	solo	8	6000000003087037037	CORROBORATED	via 6000000000796819389: structural-walk
6000000002848713696	Q451991	8	child	date	8	6000000011627224453	CORROBORATED	via 6000000012561739526: structural-walk
6000000002848874329	Q106189066	8	mother	solo	8	6000000011627224453	CORROBORATED	via 6000000012561739526: structural-walk
6000000002849498572	Q106241562	8	mother	solo	8	6000000011627413251	INFERRED	
6000000002849626216	Q10514092	8	spouse	solo	8	6000000011627413251	INFERRED	
6000000002930960155	Q75494762	8	father	solo	8	6000000006444665556	CORROBORATED	via 6000000002950926330: structural-walk
6000000002979923474	Q75488578	8	spouse	solo	8	6000000003858820967	INFERRED	
6000000003036862605	Q76297970	8	mother	solo	8	4229916861440069622	INFERRED	
6000000003041749135	Q110521971	8	mother	solo	8	6000000003493056901	CORROBORATED	via 6000000003493138717: structural-walk
6000000003043300131	Q76037967	8	child	name	8	6000000007980630642	CORROBORATED	via 6000000007980630648: structural-walk
6000000003069270053	Q108616170	8	mother	solo	8	6000000001750900591	INFERRED	
6000000003086822811	Q19949757	8	father	solo	8	6000000006134944581	CORROBORATED	via 6000000003926000139: structural-walk
6000000003127511707	Q17212479	8	father	solo	8	6000000011626980739	CORROBORATED	via 6000000011627068106: structural-walk
6000000003153390223	Q6646622	8	father	solo	8	6000000013503946568	CORROBORATED	via 6000000004313804007: structural-walk
6000000003163881171	Q10347450	8	father	solo	8	6000000003493056901	CORROBORATED	via 6000000003493138717: structural-walk
6000000003169918115	Q135663233	8	mother	solo	8	6000000012403063724	CORROBORATED	via 6000000007196580673: structural-walk
6000000003175488458	Q22813419	8	father	solo	8	6000000074733749160	CORROBORATED	via 6000000003175649423: structural-walk
6000000003241723562	Q7344875	8	child	date	8	6000000023512861428	CORROBORATED	via 6000000023501643394: structural-walk
6000000003331293365	Q110663041	8	mother	solo	8	6000000000436328266	INFERRED	
6000000003480138129	Q19894912	8	father	solo	8	6000000003493056901	CORROBORATED	via 6000000003493138717: structural-walk
6000000003484264278	Q75896149	8	child	solo	8	6000000003827330256	INFERRED	
6000000003484298683	Q75494767	8	spouse	solo	8	6000000006444665556	CORROBORATED	via 6000000002950926330: structural-walk
6000000003493476055	Q2529344	8	father	solo	8	6000000009959617099	CORROBORATED	via 6000000006713778572: structural-walk
6000000003637342160	Q116004433	8	mother	solo	8	6000000000138705143	INFERRED	
6000000003645716695	Q110457254	8	father	solo	8	5291213138660106567	CORROBORATED	via 6000000005768276739: structural-walk
6000000003645870259	Q718994	8	spouse	solo	8	6000000007169246313	CORROBORATED	via 6000000002106146504: structural-walk
6000000003645919933	Q2525039	8	father	solo	8	6000000008248156335	CORROBORATED	via 5585928797380086234: structural-walk
6000000003649641276	Q76214369	8	spouse	name	8	6000000003649751740	INFERRED	
6000000003649734049	Q110636682	8	mother	solo	8	6000000003649711117	INFERRED	
6000000003649734932	Q116146050	8	father	solo	8	6000000003649751740	CORROBORATED	via 6000000007151556104: structural-walk
6000000003649745992	Q110152906	8	father	solo	8	6000000000436328266	INFERRED	
6000000003769443228	Q116004430	8	father	solo	8	6000000000138705143	INFERRED	
6000000003827191399	Q18576257	8	father	solo	8	6000000003615547826	CORROBORATED	via 6000000004287448743: structural-walk
6000000003827438559	Q15614595	8	mother	solo	8	6000000017477217096	CORROBORATED	via 6000000020732528411: structural-walk
6000000003827445477	Q31192112	8	father	solo	8	6000000003827765765	CORROBORATED	via 6000000003827765777: structural-walk
6000000003827445483	Q110603913	8	mother	solo	8	6000000003827765765	CORROBORATED	via 6000000003827765777: structural-walk
6000000003827467716	Q27230991	8	father	solo	8	6000000003827612093	CORROBORATED	via 6000000004533200207: structural-walk
6000000003827470453	Q30980094	8	spouse	solo	8	6000000003858572796	CORROBORATED	via 6000000003897519131: structural-walk
6000000003827496449	Q21416144	8	father	solo	8	6000000014987970760	CORROBORATED	via 6000000006727826704: structural-walk
6000000003827497590	Q1655949	8	child	name	8	6000000003827363831	INFERRED	
6000000003827497597	Q1403615	8	spouse	solo	8	6000000003827363831	INFERRED	
6000000003827521745	Q96626715	8	child	name	8	6000000089435321862	CORROBORATED	via 6000000011082119237: structural-walk
6000000003827524720	Q56071679	8	child	date	8	6000000003827368104	INFERRED	
6000000003827527566	Q60800222	8	father	solo	8	6000000003827535965	CORROBORATED	via 6000000026520331911: structural-walk
6000000003827527945	Q75359982	8	spouse	solo	8	6000000003827368104	INFERRED	
6000000003827529678	Q44192505	8	child	date	8	6000000003827737275	INFERRED	
6000000003827535077	Q116030386	8	child	name	8	6000000000269766653	INFERRED	
6000000003827535724	Q102816231	8	child	solo	8	6000000014268931108	CORROBORATED	via 6000000003828245708: structural-walk
6000000003827535808	Q102837805	8	father	solo	8	6000000014268931108	CORROBORATED	via 6000000003828245708: structural-walk
6000000003827535815	Q102837852	8	mother	solo	8	6000000014268931108	CORROBORATED	via 6000000003828245708: structural-walk
6000000003827573616	Q87422636	8	child	name	8	6000000000531580778	INFERRED	
6000000003827576073	Q110104407	8	spouse	solo	8	6000000006444585585	CORROBORATED	via 6000000000474020487: structural-walk
6000000003827583236	Q96244912	8	father	solo	8	6000000000531580778	INFERRED	
6000000003827587110	Q116471985	8	mother	solo	8	6000000004533664172	CORROBORATED	via 4479332664060024502: structural-walk
6000000003827624270	Q31191267	8	child	name	8	6000000001504993353	INFERRED	
6000000003827661029	Q110153578	8	child	name	8	6000000007104027624	INFERRED	
6000000003827711044	Q107211752	8	mother	solo	8	6000000004576195508	CORROBORATED	via 6000000003827542089: structural-walk
6000000003827731103	Q116170732	8	spouse	solo	8	6000000006727800262	CORROBORATED	via 6000000006727800197: structural-walk
6000000003827731539	Q101518640	8	mother	solo	8	6000000003827612093	CORROBORATED	via 6000000004533200207: structural-walk
6000000003827746257	Q110602236	8	mother	solo	8	6000000014339977594	CORROBORATED	via 6000000010181891083: structural-walk
6000000003827746290	Q116004197	8	father	solo	8	6000000021245466256	INFERRED	
6000000003827751399	Q101466963	8	spouse	solo	8	6000000002188578738	CORROBORATED	via 6000000002188578732: structural-walk
6000000003827755335	Q116007518	8	mother	solo	8	6000000003827363831	INFERRED	
6000000003827755341	Q116007513	8	father	solo	8	6000000003827363831	INFERRED	
6000000003827765011	Q107211785	8	father	solo	8	6000000006727863775	CORROBORATED	via 6000000016394099960: structural-walk
6000000003827781254	Q113679946	8	father	solo	8	6000000001849119443	CORROBORATED	via 6000000003122417840: structural-walk
6000000003827791694	Q111724823	8	father	solo	8	6000000000531580778	INFERRED	
6000000003827890372	Q131915210	8	father	solo	8	6000000003827542188	INFERRED	
6000000003827928803	Q110378054	8	mother	solo	8	6000000000269766653	INFERRED	
6000000003828064306	Q347143	8	child	name	8	5020177483010087236	INFERRED	
6000000003828074961	Q65224503	8	spouse	solo	8	6000000003858563666	INFERRED	
6000000003828078055	Q61140618	8	father	solo	8	6000000003858563666	INFERRED	
6000000003828078983	Q61140613	8	father	solo	8	6000000003858563666	INFERRED	
6000000003828092912	Q97014100	8	mother	solo	8	6000000029562205106	CORROBORATED	via 6000000029562239029: structural-walk
6000000003828092918	Q44191671	8	father	solo	8	6000000029562205106	CORROBORATED	via 6000000029562239029: structural-walk
6000000003828092930	Q44191660	8	child	solo	8	6000000003827464516	CORROBORATED	via 6000000003827464510: structural-walk
6000000003828092937	Q108838897	8	spouse	solo	8	6000000003827464516	CORROBORATED	via 6000000003827464510: structural-walk
6000000003828100403	Q116170048	8	mother	solo	8	6000000000796886787	INFERRED	
6000000003828180045	Q3099487	8	father	solo	8	6000000001745058525	INFERRED	
6000000003828250444	Q110602413	8	father	solo	8	6000000001849195435	CORROBORATED	via 6000000000641034413: structural-walk
6000000003828330105	Q108827717	8	father	solo	8	1077060	CORROBORATED	via 1077697: structural-walk
6000000003828375848	Q1227209	8	father	solo	8	6000000041406080313	CORROBORATED	via 6000000003828396008: structural-walk
6000000003828385315	Q1491524	8	father	solo	8	6000000003828382317	INFERRED	
6000000003828399249	Q25478264	8	mother	solo	8	6000000000701119762	INFERRED	
6000000003828418148	Q75591866	8	father	solo	8	4229916861440069622	INFERRED	
6000000003914489214	Q100436809	8	mother	solo	8	6000000000123057197	INFERRED	
6000000003988684007	Q21030590	8	child	name	8	6000000003904573736	CORROBORATED	via 6000000003216108573: structural-walk
6000000004064318896	Q116003942	8	father	solo	8	6000000000131404602	CORROBORATED	via 5266885271690139524: structural-walk
6000000004064318903	Q116003943	8	mother	solo	8	6000000000131404602	CORROBORATED	via 5266885271690139524: structural-walk
6000000004105928298	Q75552106	8	child	name	8	6000000018661361506	CORROBORATED	via 6000000020999780678: structural-walk
6000000004109768401	Q76135638	8	child	name	8	6000000015801218335	CORROBORATED	via 6000000006444130480: structural-walk
6000000004167457036	Q110622488	8	father	solo	8	6000000003649728631	CORROBORATED	via 6000000004095526559: structural-walk
6000000004275688871	Q75982885	8	spouse	solo	8	6000000023512861428	CORROBORATED	via 6000000023501643394: structural-walk
6000000004328661581	Q11623020	8	child	solo	8	6000000012562127252	INFERRED	
6000000004533255527	Q22678380	8	spouse	solo	8	6000000006727902278	CORROBORATED	via 5233537874200043084: structural-walk
6000000004533255541	Q738402	8	father	solo	8	6000000006727902278	CORROBORATED	via 5233537874200043084: structural-walk
6000000004611995009	Q116005526	8	mother	solo	8	6000000011578975454	CORROBORATED	via 6000000009242361305: structural-walk
6000000004666570218	Q110049745	8	mother	solo	8	6000000008261026303	INFERRED	
6000000004667088047	Q111367396	8	child	solo	8	6000000001809638693	INFERRED	
6000000004868825198	Q110578643	8	mother	solo	8	6000000171668476453	CORROBORATED	via 6000000016648298615: structural-walk
6000000004868829920	Q99304006	8	father	solo	8	6000000004869217894	CORROBORATED	via 6000000014894265607: structural-walk
6000000004868829929	Q99304015	8	mother	solo	8	6000000004869217894	CORROBORATED	via 6000000014894265607: structural-walk
6000000004868846200	Q110385376	8	mother	solo	8	6000000014025309469	CORROBORATED	via 6000000002576772299: structural-walk
6000000004868910399	Q97783450	8	child	solo	8	6000000005250594003	CORROBORATED	via 6000000001772898279: structural-walk
6000000004869208933	Q110315284	8	father	solo	8	6000000001500947329	CORROBORATED	via 6000000005076742255: structural-walk
6000000005010098852	Q1036575	8	child	date	8	6000000014422470339	CORROBORATED	via 6000000013020969736: structural-walk
6000000005010132722	Q7070839	8	child	name	8	6000000014422470339	CORROBORATED	via 6000000013020969736: structural-walk
6000000005049966397	Q7635305	8	father	solo	8	6000000000350979840	CORROBORATED	via 6000000002188050222: structural-walk
6000000005239286840	Q116126431	8	child	solo	8	6000000007104027624	INFERRED	
6000000005285289001	Q110398674	8	mother	solo	8	6000000003087110618	CORROBORATED	via 6000000002106131629: structural-walk
6000000005609384982	Q19950650	8	father	solo	8	6000000003243418196	CORROBORATED	via 6000000002187982465: structural-walk
6000000005931147613	Q111457125	8	father	solo	8	6000000007361054747	CORROBORATED	via 6000000012672593869: structural-walk
6000000005931710162	Q111457126	8	mother	solo	8	6000000007361054747	CORROBORATED	via 6000000012672593869: structural-walk
6000000006092334305	Q75558675	8	child	name	8	5340710055950059116	CORROBORATED	via 6000000002238577722: structural-walk
6000000006099456448	Q110509346	8	mother	solo	8	6000000009600542761	CORROBORATED	via 6000000007021711716: structural-walk
6000000006099706018	Q110509345	8	father	solo	8	6000000009600542761	CORROBORATED	via 6000000007021711716: structural-walk
6000000006101340459	Q75507674	8	father	solo	8	6000000004976393187	CORROBORATED	via 6000000001745445540: structural-walk
6000000006101423487	Q30939230	8	child	name	8	6000000007169246313	CORROBORATED	via 6000000002106146504: structural-walk
6000000006101423491	Q30939220	8	child	name	8	6000000007169246313	CORROBORATED	via 6000000002106146504: structural-walk
6000000006103971265	Q75451570	8	father	solo	8	6000000006103447029	CORROBORATED	via 6000000004533630082: structural-walk
6000000006245667451	Q10285353	8	child	name	8	6000000014339977594	CORROBORATED	via 6000000010181891083: structural-walk
6000000006251516737	Q6534412	8	mother	solo	8	5102404071680114676	INFERRED	
6000000006280667281	Q586439	8	father	solo	8	6000000017477217096	CORROBORATED	via 6000000020732528411: structural-walk
6000000006290701611	Q116052949	8	father	solo	8	6000000008788960422	CORROBORATED	via 6000000002459913855: structural-walk
6000000006322214724	Q61140607	8	father	solo	8	6000000000269766653	INFERRED	
6000000006444283937	Q99084389	8	mother	solo	8	6000000003615547826	CORROBORATED	via 6000000004287448743: structural-walk
6000000006444283980	Q99084376	8	father	solo	8	6000000003615547826	CORROBORATED	via 6000000004287448743: structural-walk
6000000006444357197	Q76135636	8	spouse	solo	8	6000000015801218335	CORROBORATED	via 6000000006444130480: structural-walk
6000000006727785276	Q75391839	8	child	date	8	6000000014349086293	CORROBORATED	via 6000000006727796742: structural-walk
6000000006727785735	Q99689763	8	spouse	date	8	6000000014349086293	CORROBORATED	via 6000000006727796742: structural-walk
6000000006727845400	Q65224066	8	spouse	solo	8	6000000016752318349	CORROBORATED	via 6000000025925796200: structural-walk
6000000006790710102	Q139040404	8	spouse	solo	8	6000000008261026303	INFERRED	
6000000006895360215	Q11668788	8	father	solo	8	6000000001750900591	INFERRED	
6000000006906294594	Q116054851	8	mother	solo	8	6000000003827328593	CORROBORATED	via 6000000002048053250: structural-walk
6000000006906787289	Q75384411	8	mother	solo	8	6000000002462627020	INFERRED	
6000000006963933297	Q116469773	8	child	name	8	6000000003087037037	CORROBORATED	via 6000000000796819389: structural-walk
6000000006993840787	Q11449185	8	father	solo	8	6000000001750900591	INFERRED	
6000000007006802230	Q116146070	8	child	solo	8	6000000003615547826	CORROBORATED	via 6000000013778850803: structural-walk
6000000007006840365	Q116146073	8	spouse	solo	8	6000000003615547826	CORROBORATED	via 6000000013778850803: structural-walk
6000000007020262279	Q11447194	8	father	solo	8	6000000008261026303	CORROBORATED	via 6000000001748661095: structural-walk
