geni_id	descendants	ancestors	blood_relatives	family_tree	followers	at
6000000013804873913	15000	8562	15000	9284	18	2026-09-14T11:17:19.939Z
6000000020933724788	1110	15000	15000	15000	5	2026-09-14T11:16:35.076Z
6000000004370325082	1051	14988	15000	15000	10	2026-09-14T11:19:37.562Z
6000000014928781024	970	11974	15000	15000	2	2026-09-14T11:17:39.997Z
6000000016698893297	414	5800	15000	4808	13	2026-09-14T11:17:59.732Z
6000000116219800844	87	11102	15000	15000	3	2026-09-14T11:12:32.633Z
6000000041114103436	50	13555	15000	15000	2	2026-09-14T11:19:09.505Z
6000000175433804898	46	15000	15000	15000	1	2026-09-14T11:18:29.387Z
6000000083773367839	28	2337	15000	316	1	2026-09-14T11:13:51.741Z
6000000017927209196	25	6805	15000	3697	2	2026-09-14T11:18:16.338Z
6000000223232459745	24	15000	15000	15000	1	2026-09-14T11:14:56.266Z
6000000017962489722	17	15000	15000	15000	3	2026-09-14T11:19:22.827Z
6000000182967352435	17	14073	15000	15000	2	2026-09-14T11:20:27.175Z
6000000205339583522	15	12464	15000	15000	2	2026-09-14T11:12:16.567Z
6000000008112761943	15	12293	15000	5537	1	2026-09-14T11:18:56.418Z
6000000223231341716	8	15000	15000	15000	1	2026-09-14T11:12:03.920Z
6000000011278893217	5	6683	15000	15000	1	2026-09-14T11:15:31.300Z
6000000223233150020	4	13319	15000	15000	1	2026-09-14T11:14:43.651Z
6000000015367758522	4	11201	15000	3163	2	2026-09-14T11:18:44.827Z
6000000186986488131	0	14409	15000	15000	1	2026-09-14T11:12:29.062Z
6000000161548734937	0	9060	15000	15000	1	2026-09-14T11:12:43.752Z
6000000016936198235	0	9802	15000	10982	3	2026-09-14T11:13:32.317Z
6000000032959623102	0	1649	15000	307	1	2026-09-14T11:13:42.702Z
6000000014928904720	0	6571	15000	4946	1	2026-09-14T11:14:04.783Z
6000000053156318922	0	13421	15000	15000	2	2026-09-14T11:14:18.573Z
6000000175925141931	0	15000	15000	1389	1	2026-09-14T11:14:31.940Z
6000000224812087330	0	6980	15000	7010	1	2026-09-14T11:15:06.570Z
6000000182967351871	0	15000	15000	15000	1	2026-09-14T11:15:19.530Z
6000000223692947052	0	15000	15000	15000	1	2026-09-14T11:15:43.971Z
6000000208462566895	0	14447	15000	15000	2	2026-09-14T11:16:20.493Z
6000000172073404893	0	12408	15000	2055	1	2026-09-14T11:16:48.911Z
6000000137164992825	0	13169	15000	13797	1	2026-09-14T11:17:02.033Z
6000000223775536937	0	15000	15000	15000	1	2026-09-14T11:17:15.215Z
6000000223231490524	0	14967	15000	8163	1	2026-09-14T11:17:52.562Z
6000000005951117348	0	13508	15000	15000	3	2026-09-14T11:19:41.350Z
6000000018932443692	0	14965	15000	15000	1	2026-09-14T11:20:01.329Z
367784867700005151	0	8705	15000	2072	1	2026-09-14T11:20:11.919Z
6000000223775200279	0	15000	15000	15000	1	2026-09-14T11:20:40.240Z
