card_id	slot	side	sex	options	geni_id	our_name	qid	candidate_name
sibling|6000000005101123915|F|ours	sibling	ours	F	3	6000000034043265898	Hillevi Olofsdotter Oxehufvud	Q110386234	Maria Olofsdotter av Hov
child|6000000005218503123|F|ours	child	ours	F	2	6000000002198417588	Lleucu verch Gruffydd of Deuheubarth, of Dynevor	Q133462371	Lleucu ferch Gruffudd ap Rhys
child|6000000005218503123|F|ours	child	ours	F	2	6000000004094879494	Mawd verch Gruffudd	Q133462371	Lleucu ferch Gruffudd ap Rhys
child|6000000005223993675|F|ours	child	ours	F	2	6000000037809549841	Александра Дмитриевна Зарина	Q123035542	Maria Dmitrievna Kropotkina
child|6000000005223993675|F|ours	child	ours	F	2	6000000037809328111	Мария Дмитриевна Стенбок-Фермор	Q123035542	Maria Dmitrievna Kropotkina
child|6000000005229279787|F|ours	child	ours	F	4	6000000005229801046	Anna Magdalena Juliana von der Pahlen	Q116913000	Q116913000
child|6000000005229279787|F|ours	child	ours	F	4	6000000005229795907	Charlotte Margarethe Elisabeth von der Pahlen	Q116913000	Q116913000
child|6000000005229279787|F|ours	child	ours	F	4	6000000005229635873	Alexandra Emilie Pauline Редерн	Q116913000	Q116913000
child|6000000005229279787|F|ours	child	ours	F	4	6000000007652896773	Johanna von der Pahlen	Q116913000	Q116913000
child|6000000005229632645|F|ours	child	ours	F	3	6000000002188059208	Marjorie Grant	Q76141844	Katherine Ross
child|6000000005229632645|F|ours	child	ours	F	3	6000000041056364836	Margaret Grant	Q76141844	Katherine Ross
child|6000000005229632645|F|ours	child	ours	F	3	6000000042168873218	Christina Grant	Q76141844	Katherine Ross
sibling|6000000005229855942|M|ours	sibling	ours	M	2	6000000006128024857	Carl Johan Ridderstolpe	Q48562341	Fredrik Ulrik Ridderstolpe
sibling|6000000005229855942|M|ours	sibling	ours	M	2	6000000006128024871	Fredrik Ulrik Ridderstolpe	Q48562341	Fredrik Ulrik Ridderstolpe
child|6000000005241132653|F|ours	child	ours	F	3	6000000018952540196	Elisabeth Sophia Machteld van der Muelen	Q136028656	Elisabeth Sophia van der Muelen
child|6000000005241132653|F|ours	child	ours	F	3	6000000016289545101	Louise van der Muelen	Q136028656	Elisabeth Sophia van der Muelen
child|6000000005241132653|F|ours	child	ours	F	3	6000000020572319845	Isabella Sophia van der Muelen	Q136028656	Elisabeth Sophia van der Muelen
child|6000000005241132698|M|ours	child	ours	M	3	6000000023474942818	Anthonie Gustaaf de Geer	Q136109510	Jhr. Jan Jacob de Geer, Heer van Vliet en Rijnhuizen
child|6000000005241132698|M|ours	child	ours	M	3	6000000023475030328	Eger Tamminga de Geer	Q136109510	Jhr. Jan Jacob de Geer, Heer van Vliet en Rijnhuizen
child|6000000005241132698|M|ours	child	ours	M	3	6000000017302436450	Jan Jacob de Geer	Q136109510	Jhr. Jan Jacob de Geer, Heer van Vliet en Rijnhuizen
child|6000000005241433177|M|ours	child	ours	M	2	6000000005088859950	Thomas de Holland	Q75983565	Sir Robert Holland
child|6000000005241433177|M|ours	child	ours	M	2	6000000010544531562	William de Holland	Q75983565	Sir Robert Holland
child|6000000005241706738|F|ours	child	ours	F	4	6000000008744268802	Ludmiła Piastowie	Q23009970	Więcesława
child|6000000005241706738|F|ours	child	ours	F	4	6000000008744365634	Agnieszka Piastowie	Q23009970	Więcesława
child|6000000005241706738|F|ours	child	ours	F	4	6000000008744567214	Ryksa Piastowie	Q23009970	Więcesława
child|6000000005241706738|F|ours	child	ours	F	4	6000000010244922164	Więcesława	Q23009970	Więcesława
sibling|6000000005241706738|F|ours	sibling	ours	F	4	6000000008744268802	Ludmiła Piastowie	Q23009970	Więcesława
sibling|6000000005241706738|F|ours	sibling	ours	F	4	6000000008744365634	Agnieszka Piastowie	Q23009970	Więcesława
sibling|6000000005241706738|F|ours	sibling	ours	F	4	6000000008744567214	Ryksa Piastowie	Q23009970	Więcesława
sibling|6000000005241706738|F|ours	sibling	ours	F	4	6000000010244922164	Więcesława	Q23009970	Więcesława
sibling|6000000005248835643|F|theirs	sibling	theirs		2	6000000006727873216	Judith? Bolesławówna	Q324913	Judith of Poland
sibling|6000000005248835643|F|theirs	sibling	theirs		2	6000000006727873216	Judith? Bolesławówna	Q5286811	Dobroniega of Poland
child|6000000005249949099|F|ours	child	ours	F	2	6000000024309694337	Eleanor Holles	Q75492410	Eleanor Sheffield
child|6000000005249949099|F|ours	child	ours	F	2	6000000071220255996	Frances Metham	Q75492410	Eleanor Sheffield
child|6000000005331024001|F|ours	child	ours	F	3	6000000004537370485	Margaret Hamilton	Q75875083	Margaret Hamilton
child|6000000005331024001|F|ours	child	ours	F	3	6000000176096346879	Catherine Hamilton	Q75875083	Margaret Hamilton
child|6000000005331024001|F|ours	child	ours	F	3	6000000176096346905	Grizel Hamilton	Q75875083	Margaret Hamilton
sibling|6000000005331024001|M|ours	sibling	ours	M	6	6000000004385445923	John Hamilton	Q16840891	Frederick Hamilton
sibling|6000000005331024001|M|ours	sibling	ours	M	6	6000000005330638050	George Hamilton	Q16840891	Frederick Hamilton
sibling|6000000005331024001|M|ours	sibling	ours	M	6	6000000013738812167	Frederick Hamilton	Q16840891	Frederick Hamilton
sibling|6000000005331024001|M|ours	sibling	ours	M	6	6000000013738856705	Henry Hamilton	Q16840891	Frederick Hamilton
sibling|6000000005331024001|M|ours	sibling	ours	M	6	6000000032194034249	Anthony Hamilton	Q16840891	Frederick Hamilton
sibling|6000000005331024001|M|ours	sibling	ours	M	6	6000000013738786673	Claud Hamilton	Q16840891	Frederick Hamilton
sibling|6000000005332056003|M|ours	sibling	ours	M	4	6000000013901375716	Gavin Hamilton	Q711983	John Hamilton
sibling|6000000005332056003|M|ours	sibling	ours	M	4	6000000025543516429	George Hamilton	Q711983	John Hamilton
sibling|6000000005332056003|M|ours	sibling	ours	M	4	6000000091331860065	James Hamilton	Q711983	John Hamilton
sibling|6000000005332056003|M|ours	sibling	ours	M	4	6000000017845335924	John Hamilton	Q711983	John Hamilton
child|6000000005380808740|M|ours	child	ours	M	2	6000000002116147142	Thomas Lindsay	Q75866652	Norman Lindsay
child|6000000005380808740|M|ours	child	ours	M	2	6000000052216505065	John Lindsay	Q75866652	Norman Lindsay
child|6000000005381077114|F|theirs	child	theirs		2	6000000008630789791	Christian Stewart	Q76083056	Lady Isabel Stewart
child|6000000005381077114|F|theirs	child	theirs		2	6000000008630789791	Christian Stewart	Q76083076	Lady Elizabeth Stewart
child|6000000005382274493|F|theirs	child	theirs		2	6000000056952863874	Mary Hay	Q76293945	Mary Hay
child|6000000005382274493|F|theirs	child	theirs		2	6000000056952863874	Mary Hay	Q76001262	Beatrice Hay
child|6000000005382438667|M|ours	child	ours	M	3	6000000002187965018	Alexander Seton V	Q76297993	Alexander Seton
child|6000000005382438667|M|ours	child	ours	M	3	6000000009085278177	William Seton Kt.	Q76297993	Alexander Seton
child|6000000005382438667|M|ours	child	ours	M	3	6000000018974264071	Thomas de Seton	Q76297993	Alexander Seton
child|6000000005385817681|M|ours	child	ours	M	6	5061239860800133368	David Wemyss	Q75535673	Sir David Wemyss of that Ilk
child|6000000005385817681|M|ours	child	ours	M	6	6000000017447757593	Thomas Wemyss	Q75535673	Sir David Wemyss of that Ilk
child|6000000005385817681|M|ours	child	ours	M	6	6000000017447040607	Henry Wemyss	Q75535673	Sir David Wemyss of that Ilk
child|6000000005385817681|M|ours	child	ours	M	6	6000000042714308101	gavin Wemyss	Q75535673	Sir David Wemyss of that Ilk
child|6000000005385817681|M|ours	child	ours	M	6	6000000042714623858	Charles Wemyss	Q75535673	Sir David Wemyss of that Ilk
child|6000000005385817681|M|ours	child	ours	M	6	6000000151061908823	John Wemyss	Q75535673	Sir David Wemyss of that Ilk
child|6000000005385817681|F|ours	child	ours	F	2	6000000042714523084	Elizabeth Clephane	Q76303305	Elizabeth Wemyss
child|6000000005385817681|F|ours	child	ours	F	2	6000000031987051390	Agnes Kinnimonth	Q76303305	Elizabeth Wemyss
child|6000000005386049034|F|ours	child	ours	F	2	6000000007401864391	Grisel Wemyss	Q130336696	Grizel Wemyss
child|6000000005386049034|F|ours	child	ours	F	2	6000000174111377830	Isabel Wemyss	Q130336696	Grizel Wemyss
child|6000000005393550715|M|ours	child	ours	M	2	6000000002188378820	Jean de Valois	Q75767525	Jean de France
child|6000000005393550715|M|ours	child	ours	M	2	6000000002188376121	Philippe de Valois	Q75767525	Jean de France
child|6000000005393550715|F|theirs	child	theirs		1	6000000002188376100	Marie de Valois	Q75767535	Jeanne de France
child|6000000005398287081|M|ours	child	ours	M	4	6000000000628827795	Somairle mac Dubgaill	Q3552697	Óspakr-Hákon
child|6000000005398287081|M|ours	child	ours	M	4	6000000003791467457	Amlaib mac Dubgaill	Q3552697	Óspakr-Hákon
child|6000000005398287081|M|ours	child	ours	M	4	6000000008177334255	Raynald mac Dubgaill	Q3552697	Óspakr-Hákon
child|6000000005398287081|M|ours	child	ours	M	4	6000000159252431921	Uspak Haakon	Q3552697	Óspakr-Hákon
sibling|6000000005398287081|M|ours	sibling	ours	M	4	6000000000628827795	Somairle mac Dubgaill	Q3552697	Óspakr-Hákon
sibling|6000000005398287081|M|ours	sibling	ours	M	4	6000000003791467457	Amlaib mac Dubgaill	Q3552697	Óspakr-Hákon
sibling|6000000005398287081|M|ours	sibling	ours	M	4	6000000008177334255	Raynald mac Dubgaill	Q3552697	Óspakr-Hákon
sibling|6000000005398287081|M|ours	sibling	ours	M	4	6000000159252431921	Uspak Haakon	Q3552697	Óspakr-Hákon
sibling|6000000005410215525|F|ours	sibling	ours	F	3	6000000005410619187	Hildegard Montelius	Q101236913	Anna Montelius
sibling|6000000005410215525|F|ours	sibling	ours	F	3	6000000007305025290	Sigrid Maria Montelius	Q101236913	Anna Montelius
sibling|6000000005410215525|F|ours	sibling	ours	F	3	6000000007304936825	Anna Katarina Montelius	Q101236913	Anna Montelius
sibling|6000000005410399480|F|ours	sibling	ours	F	3	6000000005410619187	Hildegard Montelius	Q101236913	Anna Montelius
sibling|6000000005410399480|F|ours	sibling	ours	F	3	6000000007305025290	Sigrid Maria Montelius	Q101236913	Anna Montelius
sibling|6000000005410399480|F|ours	sibling	ours	F	3	6000000007304936825	Anna Katarina Montelius	Q101236913	Anna Montelius
child|6000000005411786114|M|ours	child	ours	M	3	6000000005411848253	Uchtred MacDowall	Q75267426	Uchtred Macdowall, 11th of Garthland
child|6000000005411786114|M|ours	child	ours	M	3	6000000005412043619	John MacDowell II	Q75267426	Uchtred Macdowall, 11th of Garthland
child|6000000005411786114|M|ours	child	ours	M	3	6000000005411761185	Thomas MacDowall	Q75267426	Uchtred Macdowall, 11th of Garthland
child|6000000005411786114|F|ours	child	ours	F	1	6000000014092864683	Janet Hay	Q75994924	Catherine Macdowall
child|6000000005412070019|M|ours	child	ours	M	3	6000000005411848253	Uchtred MacDowall	Q75267426	Uchtred Macdowall, 11th of Garthland
child|6000000005412070019|M|ours	child	ours	M	3	6000000005412043619	John MacDowell II	Q75267426	Uchtred Macdowall, 11th of Garthland
child|6000000005412070019|M|ours	child	ours	M	3	6000000005411761185	Thomas MacDowall	Q75267426	Uchtred Macdowall, 11th of Garthland
child|6000000005412245713|M|theirs	child	theirs		2	6000000006444490533	Henry Stewart	Q75765079	John Stewart
child|6000000005412245713|M|theirs	child	theirs		2	6000000006444490533	Henry Stewart	Q75268457	Henry Stewart, 2nd Lord Methven
child|6000000005413176846|F|ours	child	ours	F	4	6000000003199638176	Elizabeth Douglas	Q110689102	Lady Elizabeth Douglas
child|6000000005413176846|F|ours	child	ours	F	4	6000000035139238383	Alice Douglas	Q110689102	Lady Elizabeth Douglas
child|6000000005413176846|F|ours	child	ours	F	4	6000000035139055513	Egidia Douglas	Q110689102	Lady Elizabeth Douglas
child|6000000005413176846|F|ours	child	ours	F	4	6000000002187868482	Elizabeth Carmichael	Q110689102	Lady Elizabeth Douglas
sibling|6000000005413176846|F|ours	sibling	ours	F	4	6000000003199638176	Elizabeth Douglas	Q110689102	Lady Elizabeth Douglas
sibling|6000000005413176846|F|ours	sibling	ours	F	4	6000000035139238383	Alice Douglas	Q110689102	Lady Elizabeth Douglas
sibling|6000000005413176846|F|ours	sibling	ours	F	4	6000000035139055513	Egidia Douglas	Q110689102	Lady Elizabeth Douglas
sibling|6000000005413176846|F|ours	sibling	ours	F	4	6000000002187868482	Elizabeth Carmichael	Q110689102	Lady Elizabeth Douglas
child|6000000005422979323|M|ours	child	ours	M	2	6000000003734463722	Detlev Bülow	Q131757501	Detleff Bylow
child|6000000005422979323|M|ours	child	ours	M	2	6000000036341957125	Busso von Bülow til Wehningen	Q131757501	Detleff Bylow
child|6000000005422979323|F|theirs	child	theirs		2	6000000005586871705	Anna Johansdotter Bülow	Q131757503	Ermegard Johansdotter
child|6000000005422979323|F|theirs	child	theirs		2	6000000005586871705	Anna Johansdotter Bülow	Q131757509	Anna Bylow
sibling|6000000005422979323|M|ours	sibling	ours	M	2	6000000003734463722	Detlev Bülow	Q131757501	Detleff Bylow
sibling|6000000005422979323|M|ours	sibling	ours	M	2	6000000036341957125	Busso von Bülow til Wehningen	Q131757501	Detleff Bylow
sibling|6000000005422979323|F|theirs	sibling	theirs		2	6000000005586871705	Anna Johansdotter Bülow	Q131757503	Ermegard Johansdotter
sibling|6000000005422979323|F|theirs	sibling	theirs		2	6000000005586871705	Anna Johansdotter Bülow	Q131757509	Anna Bylow
child|6000000005435473983|F|ours	child	ours	F	4	6000000082828999235	Amalie von Stubenberg	Q110152066	Katharina Khevenhüller
child|6000000005435473983|F|ours	child	ours	F	4	6000000015545201022	Johanna Jakobina von Khevenhüller	Q110152066	Katharina Khevenhüller
child|6000000005435473983|F|ours	child	ours	F	4	6000000023728950337	Katharine von Weyher	Q110152066	Katharina Khevenhüller
child|6000000005435473983|F|ours	child	ours	F	4	6000000082828713217	Christine von Khevenhüller	Q110152066	Katharina Khevenhüller
child|6000000005435771642|F|ours	child	ours	F	4	6000000082828999235	Amalie von Stubenberg	Q110152066	Katharina Khevenhüller
child|6000000005435771642|F|ours	child	ours	F	4	6000000015545201022	Johanna Jakobina von Khevenhüller	Q110152066	Katharina Khevenhüller
child|6000000005435771642|F|ours	child	ours	F	4	6000000023728950337	Katharine von Weyher	Q110152066	Katharina Khevenhüller
child|6000000005435771642|F|ours	child	ours	F	4	6000000082828713217	Christine von Khevenhüller	Q110152066	Katharina Khevenhüller
child|6000000005436379438|F|ours	child	ours	F	7	6000000128270789906	Johanna Natalia Kuhlström	Q76002942	Frederique Natalie Kuhlstrom
child|6000000005436379438|F|ours	child	ours	F	7	6000000128263188974	Frédrique Wright	Q76002942	Frederique Natalie Kuhlstrom
child|6000000005436379438|F|ours	child	ours	F	7	6000000128271083856	Alexandra Kuhlström	Q76002942	Frederique Natalie Kuhlstrom
child|6000000005436379438|F|ours	child	ours	F	7	6000000128271524857	Anna Teresia Kuhlström	Q76002942	Frederique Natalie Kuhlstrom
child|6000000005436379438|F|ours	child	ours	F	7	6000000000146817194	Lovisa Larsdotter Kuhlström	Q76002942	Frederique Natalie Kuhlstrom
child|6000000005436379438|F|ours	child	ours	F	7	6000000007160724902	Emma Sofia Viktoria Forsman	Q76002942	Frederique Natalie Kuhlstrom
child|6000000005436379438|F|ours	child	ours	F	7	6000000128272956842	S. H. Kuhlström	Q76002942	Frederique Natalie Kuhlstrom
child|6000000005436454389|M|ours	child	ours	M	3	6000000006375244313	Knut Uddsson (Vinstorp)	Q131793584	Knut Uddsson (Vinstorpaätten)
child|6000000005436454389|M|ours	child	ours	M	3	6000000012055192601	Sigge Uddsson (Vinstorp)	Q131793584	Knut Uddsson (Vinstorpaätten)
child|6000000005436454389|M|ours	child	ours	M	3	6000000083438160628	Karl Uddsson (Vinstorp)	Q131793584	Knut Uddsson (Vinstorpaätten)
sibling|6000000005436454389|M|ours	sibling	ours	M	3	6000000006375244313	Knut Uddsson (Vinstorp)	Q131793584	Knut Uddsson (Vinstorpaätten)
sibling|6000000005436454389|M|ours	sibling	ours	M	3	6000000012055192601	Sigge Uddsson (Vinstorp)	Q131793584	Knut Uddsson (Vinstorpaätten)
sibling|6000000005436454389|M|ours	sibling	ours	M	3	6000000083438160628	Karl Uddsson (Vinstorp)	Q131793584	Knut Uddsson (Vinstorpaätten)
child|6000000005436471835|M|ours	child	ours	M	6	6000000011580336482	Lars Lorenz Olofsson Meurling	Q111248234	Nicolaus Meurling
child|6000000005436471835|M|ours	child	ours	M	6	6000000011580244665	Håkan Olofson Meurling	Q111248234	Nicolaus Meurling
child|6000000005436471835|M|ours	child	ours	M	6	6000000012089026448	Nils Meurling	Q111248234	Nicolaus Meurling
child|6000000005436471835|M|ours	child	ours	M	6	6000000002577196874	Magnus Olofson Meurling	Q111248234	Nicolaus Meurling
child|6000000005436471835|M|ours	child	ours	M	6	6000000011580468306	Carl Meurling	Q111248234	Nicolaus Meurling
child|6000000005436471835|M|ours	child	ours	M	6	6000000011580380996	Johan Olofson Meurling	Q111248234	Nicolaus Meurling
sibling|6000000005436471835|M|ours	sibling	ours	M	6	6000000011580336482	Lars Lorenz Olofsson Meurling	Q111248234	Nicolaus Meurling
sibling|6000000005436471835|M|ours	sibling	ours	M	6	6000000011580244665	Håkan Olofson Meurling	Q111248234	Nicolaus Meurling
sibling|6000000005436471835|M|ours	sibling	ours	M	6	6000000012089026448	Nils Meurling	Q111248234	Nicolaus Meurling
sibling|6000000005436471835|M|ours	sibling	ours	M	6	6000000002577196874	Magnus Olofson Meurling	Q111248234	Nicolaus Meurling
sibling|6000000005436471835|M|ours	sibling	ours	M	6	6000000011580468306	Carl Meurling	Q111248234	Nicolaus Meurling
sibling|6000000005436471835|M|ours	sibling	ours	M	6	6000000011580380996	Johan Olofson Meurling	Q111248234	Nicolaus Meurling
child|6000000005436567477|F|ours	child	ours	F	2	284133423960001043	Christina Teet	Q135480146	noble Kristina Henriksdotter of Teet
child|6000000005436567477|F|ours	child	ours	F	2	6000000005436567495	Anna Henriksdotter Teet	Q135480146	noble Kristina Henriksdotter of Teet
child|6000000005436673029|M|ours	child	ours	M	3	6000000005436567487	Mårten Larsson Teit	Q135480160	squire Martti Lassinpoika of Teitomi, sheriff of Pernaja, lord of Teitomi manor
child|6000000005436673029|M|ours	child	ours	M	3	6000000005436673189	Melker Larsson Teit	Q135480160	squire Martti Lassinpoika of Teitomi, sheriff of Pernaja, lord of Teitomi manor
child|6000000005436673029|M|ours	child	ours	M	3	6000000005436673177	Bengt Larsson Teit	Q135480160	squire Martti Lassinpoika of Teitomi, sheriff of Pernaja, lord of Teitomi manor
child|6000000005436673029|F|theirs	child	theirs		2	6000000011260675654	Carin Larsdotter Teit	Q127270304	noble Kaarina Lassintytär
child|6000000005436673029|F|theirs	child	theirs		2	6000000011260675654	Carin Larsdotter Teit	Q112969108	noble Inkeri Lassintytär of Teitomi
child|6000000005441648603|M|ours	child	ours	M	4	6000000001504646757	Jens Mogensen Kaas	Q135663227	Erik Mogensen Kaas, Lord of Aas and Nibstrup
child|6000000005441648603|M|ours	child	ours	M	4	6000000115697598868	Iver Mogensen Kaas Sparre til Ørndrup	Q135663227	Erik Mogensen Kaas, Lord of Aas and Nibstrup
child|6000000005441648603|M|ours	child	ours	M	4	6000000002627330075	Erik Kaas(Sparre)	Q135663227	Erik Mogensen Kaas, Lord of Aas and Nibstrup
child|6000000005441648603|M|ours	child	ours	M	4	6000000115697302858	Niels Mogensen Kaas Sparre til Ørndrup	Q135663227	Erik Mogensen Kaas, Lord of Aas and Nibstrup
child|6000000005442236652|M|ours	child	ours	M	5	6000000005442236611	Reinhold Vilhelm Fock	Q112968243	Friherre NN Fock
child|6000000005442236652|M|ours	child	ours	M	5	6000000007652470497	Gideon Edward von Fock	Q112968243	Friherre NN Fock
child|6000000005442236652|M|ours	child	ours	M	5	6000000007652644420	Carl Gustaf Fock	Q112968243	Friherre NN Fock
child|6000000005442236652|M|ours	child	ours	M	5	6000000007511982578	Fredrik Bogislaus Fock	Q112968243	Friherre NN Fock
child|6000000005442236652|M|ours	child	ours	M	5	6000000052596621952	Johan Otto von Fock	Q112968243	Friherre NN Fock
child|6000000005442303525|F|ours	child	ours	F	4	5563372447040065474	Hebla Helena Gisselkors	Q135668964	noble Kirsti Maaria of Metsästystorvi
child|6000000005442303525|F|ours	child	ours	F	4	6000000005442303518	Ebba Catarina Jägerhorn af Spurila	Q135668964	noble Kirsti Maaria of Metsästystorvi
child|6000000005442303525|F|ours	child	ours	F	4	6000000000030380508	Christina Maria Jägerhorn af Spurila	Q135668964	noble Kirsti Maaria of Metsästystorvi
child|6000000005442303525|F|ours	child	ours	F	4	6000000000033751533	Anna Elisabeth Johansdotter Jägerhorn	Q135668964	noble Kirsti Maaria of Metsästystorvi
child|6000000005480330002|M|ours	child	ours	M	2	6000000010028759573	John Maitland	Q1700956	John Maitland, 1st Earl of Lauderdale
child|6000000005480330002|M|ours	child	ours	M	2	6000000051575498298	Thomas Maitland	Q1700956	John Maitland, 1st Earl of Lauderdale
sibling|6000000005480330002|M|ours	sibling	ours	M	2	6000000010028759573	John Maitland	Q1700956	John Maitland, 1st Earl of Lauderdale
sibling|6000000005480330002|M|ours	sibling	ours	M	2	6000000051575498298	Thomas Maitland	Q1700956	John Maitland, 1st Earl of Lauderdale
sibling|6000000005482834004|M|ours	sibling	ours	M	3	6000000020798018061	Knud Jacobsen Ulfeldt	Q137995523	Flemming Ulfeldt
sibling|6000000005482834004|M|ours	sibling	ours	M	3	6000000029487913892	Flemming Jacobsen Ulfeldt til Orebygaard	Q137995523	Flemming Ulfeldt
sibling|6000000005482834004|M|ours	sibling	ours	M	3	6000000020797965467	Eiler Jacobsen Ulfeldt	Q137995523	Flemming Ulfeldt
child|6000000005559823494|M|ours	child	ours	M	2	6000000006252824478	William Gordon-Sutherland	Q75252694	Alexander Gordon
child|6000000005559823494|M|ours	child	ours	M	2	6000000002187768882	Alexander Gordon	Q75252694	Alexander Gordon
child|6000000005576074621|F|ours	child	ours	F	3	6000000006733448138	Karin Turesdotter	Q4965650	Margareta Thuresdotter
child|6000000005576074621|F|ours	child	ours	F	3	6000000006733400254	Ragnhild Turesdotter (Svarte Skåning)	Q4965650	Margareta Thuresdotter
child|6000000005576074621|F|ours	child	ours	F	3	6000000023274300754	Märta Turesdotter Svarte Skåning	Q4965650	Margareta Thuresdotter
child|6000000005576148099|F|ours	child	ours	F	3	6000000006733448138	Karin Turesdotter	Q4965650	Margareta Thuresdotter
child|6000000005576148099|F|ours	child	ours	F	3	6000000006733400254	Ragnhild Turesdotter (Svarte Skåning)	Q4965650	Margareta Thuresdotter
child|6000000005576148099|F|ours	child	ours	F	3	6000000023274300754	Märta Turesdotter Svarte Skåning	Q4965650	Margareta Thuresdotter
sibling|6000000005584911010|M|ours	sibling	ours	M	7	6000000004670820729	Malthe Conrad Bruun	Q980235	Conrad Malte-Brun
sibling|6000000005584911010|M|ours	sibling	ours	M	7	6000000024903552678	Adolph Christian Bruun	Q980235	Conrad Malte-Brun
sibling|6000000005584911010|M|ours	sibling	ours	M	7	6000000001504425656	Jens Jacob Bruun	Q980235	Conrad Malte-Brun
sibling|6000000005584911010|M|ours	sibling	ours	M	7	6000000024915916869	Palle Fridrich Bruun	Q980235	Conrad Malte-Brun
sibling|6000000005584911010|M|ours	sibling	ours	M	7	6000000024915913943	Hans Nicolaj Bruun	Q980235	Conrad Malte-Brun
sibling|6000000005584911010|M|ours	sibling	ours	M	7	6000000015772745442	Hans Andreas Bruun (døde lille)	Q980235	Conrad Malte-Brun
sibling|6000000005584911010|M|ours	sibling	ours	M	7	6000000001504422605	Palle Christian Bruun	Q980235	Conrad Malte-Brun
child|6000000005585060837|M|ours	child	ours	M	3	6000000003243439420	Payne de Chaworth	Q16508889	Payn III de Chaworth
child|6000000005585060837|M|ours	child	ours	M	3	6000000003243439469	Hervey de Chaworth	Q16508889	Payn III de Chaworth
child|6000000005585060837|M|ours	child	ours	M	3	6000000000318547949	Robert Carducis de Chaworth	Q16508889	Payn III de Chaworth
child|6000000005587789441|M|ours	child	ours	M	2	6000000001544508860	Hugues de France of France	Q2051323	Philip of France, Archdeacon of Paris
child|6000000005587789441|M|ours	child	ours	M	2	6000000002198417233	Philippe de France archevêque de Reims	Q2051323	Philip of France, Archdeacon of Paris
sibling|6000000005587789441|M|ours	sibling	ours	M	2	6000000001544508860	Hugues de France of France	Q2051323	Philip of France, Archdeacon of Paris
sibling|6000000005587789441|M|ours	sibling	ours	M	2	6000000002198417233	Philippe de France archevêque de Reims	Q2051323	Philip of France, Archdeacon of Paris
child|6000000005587855694|F|ours	child	ours	F	3	6000000000337167320	Matilde von Sachsen Princesse	Q21784185	Godesdiu of Saxony
child|6000000005587855694|F|ours	child	ours	F	3	6000000006906534698	Godesti von Sachsen princess, abbess von Meteln & Herford	Q21784185	Godesdiu of Saxony
child|6000000005587855694|F|ours	child	ours	F	3	6000000000337167330	Emma von Sachsen Princesse	Q21784185	Godesdiu of Saxony
sibling|6000000005587855694|F|ours	sibling	ours	F	3	6000000000337167320	Matilde von Sachsen Princesse	Q21784185	Godesdiu of Saxony
sibling|6000000005587855694|F|ours	sibling	ours	F	3	6000000006906534698	Godesti von Sachsen princess, abbess von Meteln & Herford	Q21784185	Godesdiu of Saxony
sibling|6000000005587855694|F|ours	sibling	ours	F	3	6000000000337167330	Emma von Sachsen Princesse	Q21784185	Godesdiu of Saxony
child|6000000005597005418|F|ours	child	ours	F	4	6000000008248545212	Agnes de Snede	Q75240515	Margaret de Sutton
child|6000000005597005418|F|ours	child	ours	F	4	6000000003243294254	Katherine Sutton de Dudley	Q75240515	Margaret de Sutton
child|6000000005597005418|F|ours	child	ours	F	4	6000000003243294278	Margaret Sutton	Q75240515	Margaret de Sutton
child|6000000005597005418|F|ours	child	ours	F	4	6000000000209614275	Anne Lane	Q75240515	Margaret de Sutton
sibling|6000000005597005418|M|ours	sibling	ours	M	3	6000000003077355284	William Sutton Bishop of Durham	Q8008049	William Dudley
sibling|6000000005597005418|M|ours	sibling	ours	M	3	6000000006444108909	Oliver Sutton Knight	Q8008049	William Dudley
sibling|6000000005597005418|M|ours	sibling	ours	M	3	6000000010090860913	Thomas Sutton-Dudley de Clonard ...	Q8008049	William Dudley
child|6000000005597706841|M|ours	child	ours	M	3	6000000002188104819	George Graham	Q76112850	George Graham
child|6000000005597706841|M|ours	child	ours	M	3	6000000000040621660	Patrick Graham	Q76112850	George Graham
child|6000000005597706841|M|ours	child	ours	M	3	6000000000040645688	Oliver Graham	Q76112850	George Graham
child|6000000005597706841|F|ours	child	ours	F	2	6000000012398434270	Margaret Graham	Q75665260	Agnes Graham
child|6000000005597706841|F|ours	child	ours	F	2	6000000002188104813	Agnes Graham	Q75665260	Agnes Graham
child|6000000005597860801|F|ours	child	ours	F	4	6000000017601195594	Margery Astley	Q110623641	Margery (Mary) Aston
child|6000000005597860801|F|ours	child	ours	F	4	6000000001901541906	Eleanor Bouldinge	Q110623641	Margery (Mary) Aston
child|6000000005597860801|F|ours	child	ours	F	4	6000000031961877851	Mary Colyer	Q110623641	Margery (Mary) Aston
child|6000000005597860801|F|ours	child	ours	F	4	6000000011426257117	Jane Crompton	Q110623641	Margery (Mary) Aston
sibling|6000000005598904003|M|ours	sibling	ours	M	2	6000000037030247315	Bules Count of Blois and Chartres	Q372118	Odo III, Count of Champagne
sibling|6000000005598904003|M|ours	sibling	ours	M	2	6000000011703866887	Gilbert De Venables I	Q372118	Odo III, Count of Champagne
child|6000000005607119240|M|ours	child	ours	M	2	6000000005607119268		Q31502280	Per Oftedal
child|6000000005607119240|M|ours	child	ours	M	2	6000000009317711281		Q31502280	Per Oftedal
