qid,classes,mul,en,ja,zh,ko,ar,he,ru,de,fr,es,pt,it,nl,sv,nb,da,fi,pl
Q393389,Q12308941,Žarko,Žarko,ジャルコ,,,جاركو,זרקו,,Žarko,Žarko,Žarko,Žarko,Žarko,Žarko,Žarko,Žarko,Žarko,Žarko,Žarko
Q400509,Q101352,Ahlgrimm,Ahlgrimm,,,,,,,Ahlgrimm,Ahlgrimm,Ahlgrimm,Ahlgrimm,Ahlgrimm,Ahlgrimm,Ahlgrimm,Ahlgrimm,Ahlgrimm,Ahlgrimm,Ahlgrimm
Q403277,Q12308941,Borut,Borut,ボルト,博鲁特,보루트,,בורוט,Борут,Borut,Borut,Borut,Borut,Borut,Borut,Borut,Borut,Borut,Borut,Borut
Q403821,Q11879590,Aida,Aida,アイーダ,艾达,,عايدة,איידה,Аида,Aida,Aida,Aida,Aida,Aida,Aida,Aida,Aida,Aida,Aida,Aida
Q409677,Q101352,Ambrosini,Ambrosini,アンブロジーニ,,,أمبروزيني,,Амброзини,Ambrosini,Ambrosini,Ambrosini,Ambrosini,Ambrosini,Ambrosini,Ambrosini,Ambrosini,Ambrosini,Ambrosini,Ambrosini
Q410605,Q101352,Aitkenhead,Aitkenhead,,,,,,,Aitkenhead,Aitkenhead,Aitkenhead,Aitkenhead,Aitkenhead,Aitkenhead,Aitkenhead,Aitkenhead,Aitkenhead,Aitkenhead,Aitkenhead
Q411069,Q12308941,Aivar,Aivar,アイヴァル,,,إيفار,,,Aivar,Aivar,Aivar,Aivar,Aivar,Aivar,Aivar,Aivar,Aivar,Aivar,Aivar
Q424429,Q101352,,Akyol,アクヨル,,,,,Акйол,Akyol,Akyol,Akyol,Akyol,Akyol,Akyol,Akyol,Akyol,Akyol,Akyol,Akyol
Q450765,Q101352,Burman,Burman,,,,برمان,,Бурман,Burman,Burman,Burman,Burman,Burman,Burman,Burman,Burman,Burman,Burman,Burman
Q490557,Q101352,Andergassen,Andergassen,,,,,,,Andergassen,Andergassen,Andergassen,Andergassen,Andergassen,Andergassen,Andergassen,Andergassen,Andergassen,Andergassen,Andergassen
Q493293,Q3409032,Andrea,Andrea,アンドレア,Andrea,안드레아,أندريا,אנדראה,Андреа,Andrea,Andrea,Andrea,Andrea,Andrea,Andrea,Andrea,Andrea,Andrea,Andrea,Andrea
Q503229,"Q202444,Q101352",Andreou,Andreou,アンドレウ,,,,,Андреу,Andreou,Andreou,Andreou,Andreou,Andreou,Andreou,,,Andreou,,
Q505357,Q12308941,Adon,Adon,,,,,,,Adon,Adon,Adon,Adon,Adon,Adon,Adon,Adon,Adon,Adon,Adon
Q505437,Q12308941,Adorján,Adorján,,阿多詹,,,אדוריאן,,Adorján,Adorján,Adorján,Adorján,Adorján,Adorján,Adorján,Adorján,Adorján,Adorján,Adorján
Q513325,Q11879590,Fehérke,Fehérke,,,,,,,Fehérke,Fehérke,Fehérke,Fehérke,Fehérke,Fehérke,Fehérke,Fehérke,Fehérke,Fehérke,Fehérke
Q516253,Q101352,,Rosselli,ロッセッリ,罗塞利,,روسيلي,,Росселли,Rosselli,Rosselli,Rosselli,Rosselli,Rosselli,Rosselli,Rosselli,Rosselli,Rosselli,Rosselli,Rosselli
Q520045,Q101352,Procter,Procter,プロクター,普罗克特,,بروكتر,פרוקטר,Проктер,Procter,Procter,Procter,Procter,Procter,Procter,Procter,Procter,Procter,Procter,Procter
Q523677,Q11879590,Tertulia,Tertulia,,,,,,,Tertulia,Tertulia,Tertulia,Tertulia,Tertulia,Tertulia,Tertulia,Tertulia,Tertulia,Tertulia,Tertulia
Q533053,Q12308941,Elio,Elio,エリオ,埃利奥,엘리오,إليو,אליו,Элио,Elio,Elio,Elio,Elio,Elio,Elio,Elio,Elio,Elio,Elio,Elio
Q539581,Q12308941,Victor,Victor,ヴィクトル,维克托,빅터,فكتور,ויקטור,Виктор,Victor,Victor,,,,,,,,,
Q556189,Q101352,Aknai,Aknai,,,,,,,Aknai,Aknai,Aknai,Aknai,Aknai,Aknai,Aknai,Aknai,Aknai,Aknai,Aknai
Q563325,Q11879590,,Anna Sophia,アンナ・ソフィア,,,,,Анна София,Anna Sophia,Anna Sophia,Anna Sophia,Anna Sophia,Anna Sophia,Anna Sophia,Anna Sophia,Anna Sophia,Anna Sophia,Anna Sophia,Anna Sophia
Q566045,"Q202444,Q11879590",Anneke,Anneke,アネケ,安内克,,,אנקה,Аннеке,Anneke,Anneke,Anneke,Anneke,Anneke,Anneke,Anneke,Anneke,Anneke,Anneke,Anneke
Q566093,Q11879590,Annelie,Annelie,アンネリー,安妮丽,,,אנלי,Аннели,Annelie,Annelie,Annelie,Annelie,Annelie,Annelie,Annelie,Annelie,Annelie,Annelie,Annelie
Q566477,Q11879590,Annett,Annett,,安妮特,,أنِت,אנט,Аннетт,Annett,Annett,Annett,Annett,Annett,Annett,Annett,Annett,Annett,Annett,Annett
Q566893,Q11879590,Annie,Annie,アニー,安妮,,آني,אנני,Анни / Энни,Annie,Annie,Annie,Annie,Annie,Annie,Annie,Annie,Annie,Annie,Annie
Q570669,Q12308941,Antal,Antal,アンタル,安塔尔,,أنتال,אנטל,Антал,Antal,Antal,Antal,Antal,Antal,Antal,Antal,Antal,Antal,Antal,Antal
Q590893,Q11879590,Victoria,Victoria,ヴィクトリア,维多利亚,빅토리아,فكتوريا,ויקטוריה,Виктория,Victoria,,,,,,,,,,
Q600381,Q11879590,Elmira,Elmira,エルミラ,埃尔米拉,,الميرة,אלמירה,Эльмира,Elmira,Elmira,Elmira,Elmira,Elmira,Elmira,Elmira,Elmira,Elmira,Elmira,Elmira
Q601533,Q11879590,Montserrat,Montserrat,モンセラート,蒙特塞拉特,,مونتسيرات,מונטסראט,Монтсеррат / Монсеррат,Montserrat,Montserrat,Montserrat,Montserrat,Montserrat,Montserrat,Montserrat,Montserrat,Montserrat,Montserrat,Montserrat
Q602589,Q11879590,Smeralda,Smeralda,,,,,,Смеральда,Smeralda,Smeralda,Smeralda,Smeralda,Smeralda,Smeralda,Smeralda,Smeralda,Smeralda,Smeralda,Smeralda
Q605821,Q12308941,Rufus,Rufus,ルーファス,鲁弗斯,,روفوس,רופוס,Руф / Руфус,Rufus,Rufus,Rufus,Rufus,Rufus,Rufus,Rufus,Rufus,Rufus,Rufus,Rufus
Q619325,Q11879590,Apollonia,Apollonia,アポロニア,,,,אפולוניה,Аполлония,Apollonia,Apollonia,Apollonia,Apollonia,Apollonia,Apollonia,Apollonia,Apollonia,Apollonia,Apollonia,Apollonia
Q636461,Q11879590,Kendra,Kendra,,肯德拉,,,קנדרה,Кендра,Kendra,Kendra,Kendra,Kendra,Kendra,Kendra,Kendra,Kendra,Kendra,Kendra,Kendra
Q639085,Q3409032,,Deniz,デニズ,德尼兹,,دنيز,דניז,Дениз,Deniz,Deniz,Deniz,Deniz,Deniz,Deniz,Deniz,Deniz,Deniz,Deniz,Deniz
Q639901,Q101352,Леонтьев,Leontyev,レオンチェフ,列昂季耶夫,레온티예프,ليونتيف,,Леонтьев,Leontjew,Leontiev,Leóntiev,Leontyev,Leont'ev,Leontyev,Leontiev,,Leontjev,,Leontjew
Q645757,Q12308941,Arne,Arne,アルネ,阿尔内/阿恩,,آرنه,ארנה,Арне,Arne,Arne,Arne,Arne,Arne,Arne,Arne,Arne,,Arne,
Q646973,Q12308941,Torgny,Torgny,,托尼,,,טורגני,,Torgny,Torgny,Torgny,Torgny,Torgny,Torgny,Torgny,Torgny,Torgny,Torgny,Torgny
Q649085,Q12308941,Saddam,Saddam,サッダーム,,,صدام,סדאם,Саддам,Saddam,Saddam,Saddam,Saddam,Saddam,Saddam,Saddam,Saddam,Saddam,Saddam,Saddam
Q652685,Q101352,McKibbin,McKibbin,,,,مَاكيبين,,Маккиббин,McKibbin,McKibbin,McKibbin,McKibbin,McKibbin,McKibbin,McKibbin,McKibbin,McKibbin,McKibbin,McKibbin
Q659757,Q11879590,Dragana,Dragana,,,,,דראגאנה,Драгана,Dragana,Dragana,Dragana,Dragana,Dragana,Dragana,Dragana,Dragana,Dragana,Dragana,Dragana
Q673677,Q11879590,Giuseppina,Giuseppina,ジュゼッピーナ,朱塞平娜,,,ג'וזפינה,Джузеппина,Giuseppina,Giuseppina,Giuseppina,Giuseppina,Giuseppina,Giuseppina,Giuseppina,Giuseppina,Giuseppina,Giuseppina,Giuseppina
Q688637,Q101352,Armit,Armit,,,,,,,Armit,Armit,Armit,Armit,Armit,Armit,Armit,Armit,Armit,Armit,Armit
Q714893,Q11879590,Enid,Enid,イーニッド,伊妮德,,إنيد,אניד,Энид,Enid,Enid,Enid,Enid,Enid,Enid,Enid,Enid,Enid,Enid,Enid
Q714957,Q12308941,,Szörény,,瑟雷尼,,,,,Szörény,Szörény,Szörény,Szörény,Szörény,Szörény,Szörény,Szörény,Szörény,Szörény,Szörény
Q751549,Q11879590,Corinna,Corinna,コリンナ,科琳娜,,كورينا,קורינה,Коринна,Corinna,Corinna,Corinna,Corinna,Corinna,Corinna,Corinna,Corinna,Corinna,Corinna,Corinna
Q759213,Q101352,Auerbach,Auerbach,アウエルバッハ,,,أورباخ,אוארבך,Ауэрбах,Auerbach,Auerbach,Auerbach,Auerbach,Auerbach,Auerbach,Auerbach,Auerbach,Auerbach,Auerbach,Auerbach
Q770333,Q11879590,Anissza,Anissza,,,,,,,Anissza,,,,,,,,,,
Q772029,Q101352,Липатов,Lipatov,,,,,,Липатов,Lipatow,Lipatov,,,,,,,,,
Q773037,Q11879590,Anzelma,Anzelma,,,,,,,Anzelma,Anzelma,Anzelma,Anzelma,Anzelma,Anzelma,Anzelma,Anzelma,Anzelma,Anzelma,Anzelma
Q773725,Q11879590,Apolka,Apolka,,,,,,Аполка,Apolka,Apolka,Apolka,Apolka,Apolka,Apolka,Apolka,Apolka,Apolka,Apolka,Apolka
Q782509,Q12308941,Bjarne,Bjarne,ビャーネ,比亚内,,بيارن,ביארן,Бьярне,Bjarne,Bjarne,Bjarne,Bjarne,Bjarne,Bjarne,Bjarne,Bjarne,,Bjarne,
Q783677,Q11879590,Henrietta,Henrietta,ヘンリエッタ,亨丽埃塔,,هنريتا,הנרייטה,Генриетта,Henrietta,Henrietta,Henrietta,Henrietta,Henrietta,Henrietta,Henrietta,Henrietta,Henrietta,Henrietta,Henrietta
Q785821,Q101352,Janes,Janes,,简氏,,جينس,,,Janes,Janes,Janes,Janes,Janes,Janes,Janes,Janes,Janes,Janes,Janes
Q786989,Q11879590,Edita,Edita,エディタ,艾迪塔,,إديتا,אדיטה,Эдита,Edita,Edita,Edita,Edita,Edita,Edita,Edita,Edita,Edita,Edita,Edita
Q790941,Q101352,Barton,Barton,バートン,巴顿,,بارتون,ברטון,Бартон,Barton,Barton,Barton,Barton,Barton,Barton,Barton,Barton,Barton,Barton,Barton
Q791709,Q11879590,,Bebóra,,,,,,,Bebóra,Bebóra,,,,,,,,,
Q799725,Q101352,Baehr,Baehr,,,,بايهر,,,Baehr,Baehr,Baehr,Baehr,Baehr,Baehr,Baehr,Baehr,Baehr,Baehr,Baehr
Q803661,Q11879590,Bahriye,Bahriye,,,,,בהריה,,Bahriye,Bahriye,Bahriye,Bahriye,Bahriye,Bahriye,Bahriye,Bahriye,Bahriye,Bahriye,Bahriye
Q803693,Q101352,백,Baek,白,白,백,بايك,פאק,Пэк,Baek,Baek,Bai,Baek,Baek,Baek,,Bai,Baek,,Baek
Q804909,Q101352,張,Zhang,張,張,장,تشانغ,צ'אנג,Чжан / Чён,Zhang,Zhang,Zhang,Zhang,Zhāng,Zhang,Zhang,,,Zhang,Zhang
Q824669,Q101352,Bernhard,Bernhard,ベルンハルト,伯恩哈德,,برنهارد,ברנהרד,Бернхард,Bernhard,Bernhard,Bernhard,Bernhard,Bernhard,Bernhard,Bernhard,Bernhard,Bernhard,Bernhard,Bernhard
Q827789,Q11879590,Bertheid,Bertheid,,,,,,,Bertheid,Bertheid,Bertheid,Bertheid,Bertheid,Bertheid,Bertheid,Bertheid,Bertheid,Bertheid,Bertheid
Q831069,Q3409032,Elisha,Elisha,イライシャ,以利沙,,إليشا,אלישע,Элиша,Elisha,Elisha,Elisha,Elisha,Elisha,Elisha,Elisha,Elisha,Elisha,Elisha,Elisha
Q831245,Q11879590,Ivana,Ivana,イヴァナ,Ivana,이바나,إيفانا,איוואנה,Ивана,Ivana,Ivana,Ivana,Ivana,Ivana,Ivana,Ivana,Ivana,Ivana,Ivana,Ivana
Q831629,Q12308941,Vuk,Vuk,ヴク,,,,ווק,Вук,Vuk,Vuk,Vuk,Vuk,Vuk,Vuk,Vuk,Vuk,Vuk,Vuk,Vuk
Q836573,Q12308941,Oelfke,Oelfke,,,,,,,Oelfke,Oelfke,Oelfke,Oelfke,Oelfke,Oelfke,Oelfke,Oelfke,Oelfke,Oelfke,Oelfke
Q837421,Q101352,,Yan,厳,嚴,옌,,,,Yan,Yan,Um,,Yan,Yan,,,,,
Q842157,Q101352,,Wei,魏,魏,웨이,وي,ויי,Вэй,Wei,Wei,Wei,Wei,Wei,Wei,,,Wei,Wei,
Q842365,"Q3409032,Q11879590",Saba,Saba,サバ,萨巴,,صبا,סאבא,Саба,Saba,Saba,Saba,Saba,Saba,Saba,Saba,Saba,Saba,Saba,Saba
Q845069,Q101352,,Yang,楊,楊,양,يانغ,יאנג,Ян,Yang,Yang,Yang,Yang,Yáng,Yang,Yang,Yang,Yang,Yang,Yang
Q854653,Q11879590,Biborka,Biborka,,,,,,,Biborka,Biborka,Biborka,Biborka,Biborka,Biborka,Biborka,Biborka,Biborka,Biborka,Biborka
Q857485,Q101352,Bienemann,Bienemann,,,,,,,Bienemann,Bienemann,Bienemann,Bienemann,Bienemann,Bienemann,Bienemann,Bienemann,Bienemann,Bienemann,Bienemann
Q865885,Q11879590,Birte,Birte,,比尔特,,,,,Birte,Birte,Birte,Birte,Birte,Birte,Birte,Birte,Birte,Birte,Birte
Q870141,Q101352,Gloor,Gloor,,格洛尔,,,,Глоор,Gloor,Gloor,Gloor,Gloor,Gloor,Gloor,Gloor,Gloor,Gloor,Gloor,Gloor
Q873789,Q101352,,Csizmadia,,,,,,,Csizmadia,Cszimadia,Csizmadia,Cszimadia,Cszimadia,Csizmadia,Cszimadia,Cszimadia,Cszimadia,Cszimadia,Cszimadia
Q874157,Q12308941,Csongor,Csongor,,,,,,,Csongor,Csongor,Csongor,Csongor,Csongor,Csongor,Csongor,Csongor,Csongor,Csongor,Csongor
Q884653,Q101352,Block,Block,ブロック,布洛克,,بلوك,בלוק,Блок,Block,Block,Block,Block,Block,Block,Block,Block,Block,Block,Błok
Q889117,Q101352,Bock,Bock,ボック,博克,,بوك,בוק,Бокк,Bock,Bock,Bock,Bock,Bock,Bock,Bock,Bock,Bock,Bock,Bock
Q893357,Q11879590,Borbora,Borbora,バルボラ,,,,,Борбора,Borbora,Borbora,Borbora,Borbora,Borbora,Borbora,Borbora,Borbora,Borbora,Borbora,Borbora
Q898909,Q101352,Brantner,Brantner,,,,,,,Brantner,Brantner,Brantner,Brantner,Brantner,Brantner,Brantner,Brantner,Brantner,Brantner,Brantner
Q901293,Q11879590,Dalia,Dalia,ダリア,达莉娅,,داليا,דליה,Далия,Dalia,Dalia,Dalia,Dalia,Dalia,Dalia,Dalia,Dalia,Dalia,Dalia,Dalia
Q903405,Q12308941,,,,,,,,,,,,,,,,,,,
Q903741,Q11879590,Ingrid,Ingrid,インフリット,英格丽德,잉리,إنغريد,אינגריד,Ингрид,Ingrid,Ingrid,Ingrid,Ingrid,Ingrid,Ingrid,Ingrid,Ingrid,Ingrid,Ingrid,Ingrid
Q904221,Q12308941,,,,,,,,,,,,,,,,,,,
Q905085,Q12308941,Aaron,Aaron,アーロン,亚伦,에런,أرون,אהרן,Аарон,Aaron,Aaron,Aaron,Aaron,Aaron,Aaron,Aaron,Aaron,Aaron,Aaron,Aaron
Q905581,Q11879590,Dina,,ディナ,迪娜,디나,دينا,דינה,Дина,Dina,Dina,Dina,Dina,Dina,Dina,Dina,Dina,,Dina,
Q913581,Q12308941,,Yavuz,,亚武兹,,ياووز,יבוז,,Yavuz,Yavuz,Yavuz,Yavuz,Yavuz,Yavuz,Yavuz,Yavuz,Yavuz,Yavuz,Yavuz
Q914829,Q11879590,Emilía,Emilía,エミリア,,,,,,Emilía,Emilía,Emilía,Emilía,Emilía,Emilía,Emilía,Emilía,Emilía,Emilía,Emilía
Q917501,Q101352,Brinkman,Brinkman,,,,برينكمان,,,Brinkman,Brinkman,Brinkman,Brinkman,Brinkman,Brinkman,Brinkman,Brinkman,Brinkman,Brinkman,Brinkman
Q918013,Q11879590,Brita,,ブリッタ,布里塔 (名字),,,בריטה,Брита,,,,,,,,,,,
Q923005,Q11879590,Miroslava,Miroslava,ミロスラヴァ,米罗斯拉娃,,,,Мирослава,Miroslava,Miroslava,Miroslava,Miroslava,Miroslava,Miroslava,Miroslava,Miroslava,Miroslava,Miroslava,Miroslava
Q924589,Q11879590,Eudoxia,Eudoxia,エウドキア,,,,יודוקסיה,Евдоксия,Eudoxia,Eudoxia,Eudoxia,Eudoxia,Eudoxia,Eudoxia,Eudoxia,Eudoxia,Eudoxia,Eudoxia,Eudoksja
Q930493,Q101352,McWherter,McWherter,,,,,,,McWherter,McWherter,McWherter,McWherter,McWherter,McWherter,McWherter,McWherter,McWherter,McWherter,McWherter
Q945725,Q12308941,Balthazar,Balthazar,バルサザール,巴尔萨泽,,,בלת'זר,Бальтазар,Balthazar,Balthazar,Balthazar,Balthazar,Balthazar,Balthazar,Balthazar,Balthazar,Balthazar,Balthazar,Balthazar
Q950093,Q12308941,,Kartal,カータル,,,,קרטל,,Kartal,Kartal,Kartal,Kartal,Kartal,Kartal,Kartal,Kartal,Kartal,Kartal,Kartal
Q951741,Q3409032,Mikoto,Mikoto,みこと,,,ميكوتو,,,Mikoto,Mikoto,Mikoto,Mikoto,Mikoto,Mikoto,Mikoto,Mikoto,Mikoto,Mikoto,Mikoto
Q963181,Q11879590,Ignacja,Ignacja,,,,,,,Ignacja,Ignacja,Ignacja,Ignacja,Ignacja,Ignacja,Ignacja,Ignacja,Ignacja,Ignacja,Ignacja
Q968749,Q101352,Bušić,Bušić,,,,,,,Bušić,Bušić,Bušić,Bušić,Bušić,Bušić,Bušić,Bušić,Bušić,Bušić,Bušić
Q971245,Q11879590,Kira,Kira,キラ,奇拿,,كيرا,קירה,Кира,Kira,Kira,Kira,Kira,Kira,Kira,Kira,Kira,Kira,Kira,Kira
Q986813,Q11879590,,,,,,,,,,,,,,,,,,,
Q987885,Q12308941,Egmont,Egmont,エグモント,埃格蒙特,,,אגמונט,,Egmont,Egmont,Egmont,Egmont,Egmont,Egmont,Egmont,Egmont,Egmont,Egmont,Egmont
Q988701,Q12308941,Elek,Elek,エレク,埃莱克,,,אלק,,Elek,Elek,Elek,Elek,Elek,Elek,Elek,Elek,Elek,Elek,Elek
Q988989,Q12308941,Ellák,Ellák,,,,,,,Ellák,,,,,,,,,,
Q992125,Q101352,Bruckmann,Bruckmann,,布鲁克曼,,,ברוקמן,,Bruckmann,Bruckmann,Bruckmann,Bruckmann,Bruckmann,Bruckmann,Bruckmann,Bruckmann,Bruckmann,Bruckmann,Bruckmann
Q993469,Q101352,Xǔ,Xu,許,許,쉬,شي,שו,Сюй,Xu,Xu,Xu,Xu,Xu,Xu,Xu,Xu,Xu,Xu,Xu
Q994749,Q11879590,Wórša,Wórša,,,,,,Ворша,Wórša,Wórša,Wórša,Wórša,Wórša,Wórša,Wórša,Wórša,Wórša,Wórša,Wórša
Q994797,Q101352,Ottmann,Ottmann,,奥特曼,,,,,Ottmann,Ottmann,Ottmann,Ottmann,Ottmann,Ottmann,Ottmann,Ottmann,Ottmann,Ottmann,Ottmann
Q996909,Q101352,Brühl,Brühl,,布尔,,برول,בריהל,Брюль,Brühl,Brühl,Brühl,Brühl,Brühl,Brühl,Brühl,Brühl,Brühl,Brühl,Brühl
Q1001293,Q12308941,Filemon,Filemon,,,,,פילמון,,Filemon,Filemon,Filemon,Filemon,Filemon,Filemon,Filemon,Filemon,Filemon,Filemon,Filemon
Q1003165,Q12308941,Fortunato,Fortunato,フォルトゥナート,福群纳多,,فورتوناتو,,Фортунато,Fortunato,Fortunato,Fortunato,Fortunato,Fortunato,Fortunato,Fortunato,Fortunato,Fortunato,Fortunato,Fortunato
Q1006637,Q11879590,,,,,,,,,,,,,,,,,,,
Q1006797,Q11879590,,Főbe,,,,,,,Főbe,Főbe,,,,,,,,,
Q1009821,Q12308941,Gerhárd,Gerhárd,,,,,,,Gerhárd,Gerhárd,Gerhárd,Gerhárd,Gerhárd,Gerhárd,Gerhárd,Gerhárd,Gerhárd,Gerhárd,Gerhárd
Q1010157,Q12308941,,Burak,,布拉克,,براق,בוראק,Бурак,Burak,Burak,Burak,Burak,Burak,Burak,Burak,Burak,Burak,Burak,Burak
Q1010781,Q11879590,Gitta,Gitta,,吉塔,,,,,Gitta,Gitta,Gitta,Gitta,Gitta,Gitta,Gitta,Gitta,Gitta,Gitta,Gitta
Q1011309,Q11879590,Godiva,,,,,,,,,,Godiva,Godiva,Godiva,,Godiva,,,,
Q1015565,Q101352,,Ou,欧,歐,어우,,,Оу,Ou,Ou,Ou,Ou,Ōu,Ou,,Ou,Ou,,Ou
Q1016301,Q12308941,Burim,Burim,,,,,,,Burim,Burim,Burim,Burim,Burim,Burim,Burim,Burim,Burim,Burim,Burim
Q1018205,Q101352,Бутурлин,Buturlin,ブトゥルリン,,,,,Бутурлин,Buturlin,Boutourline,Buturlin,Buturlin,Buturlin,Buturlin,,,Buturlin,,
Q1019005,Q101352,Bär,Bär,ベア,巴尔,,,,Бэр,Bär,Bär,Bär,Bär,Bär,Bär,Bär,Bär,,Bär,
Q1019597,Q101352,Böckler,Böckler,ベックラー,伯克勒,,,,,Böckler,Böckler,Böckler,Böckler,Böckler,Böckler,Böckler,Böckler,Böckler,Böckler,Böckler
Q1027325,Q11879590,Callista,Callista,,,,,,Каллиста,Callista,Callista,Callista,Callista,Callista,Callista,Callista,Callista,Callista,Callista,Callista
Q1028621,Q12308941,Gujdó,Gujdó,,,,,,,Gujdó,,,,,,,,,,
Q1032733,Q11879590,Hajnalka,Hajnalka,,,,,היינלקה,,Hajnalka,Hajnalka,Hajnalka,Hajnalka,Hajnalka,Hajnalka,Hajnalka,Hajnalka,Hajnalka,Hajnalka,Hajnalka
