round	slot	from_geni	from_fs_id	ours_unmatched	theirs_unmatched
10	child	6000000005609322879	GS1G-CC7	6000000110981977884;6000000016371032451;6000000110981977859;6000000110981977863;6000000110981977868;6000000110981977876	273Z-58T;273Z-5D5;L88J-2ZV;LH7H-26G;LH7H-2JC;LH7H-L2C;LQ5T-4D1
10	child	6000000002187826932	LCXF-VYN	6000000003827512040;6000000002187826966;6000000002187826994;6000000008879480688;6000000008879498315;6000000009098871774;361906793460003667;6000000003897541297	9QQF-HRT;LCXF-JDS;LCXZ-8MN
10	child	6000000007742911468	LHPF-5Q9	6000000007742063049;6000000013589668063;6000000009305470582	L789-G7V;LWJB-4W6;MFX1-WKK;MFXB-THW;MFXB-TWB;MFXK-2FD
10	child	6000000002188304160	GZCT-SQC	371367105380011098;6000000000687251121	GZB3-KR3
10	child	6000000007895877248	LHQW-LZF	6000000003095146992;6000000007895264075	27NZ-8L1;K45W-845;K4V7-VTX;KG9K-791;KG9K-7HL;KG9K-7KK;KL4V-6RX;KZH6-RK5;LHQW-L6B;M7KM-ZKV;MQ88-HL3
10	child	6000000002512230594	LZVZ-JNP	6000000018823496302	94K9-MFN;K2QN-4GN;MTP4-GN6
10	child	6000000024671185100	27BV-SQ6	6000000200861940920	27BV-Q94
10	child	6000000005609547730	27YM-22D	6000000011726217358;6000000011568557635;6000000011726175832;6000000011725581097	27R1-KMR;K8KB-4KG;KCPN-BCM;KH2K-GQ7;MFVX-G6B
10	child	6000000003491933551	KLXC-2NB	6000000003491933649	27RP-TMK;KCMG-3XM;MFV5-SNQ;MFVX-LTS
10	child	6000000003350115352	P6N8-CKK	6000000068899558848;6000000003645839601;6000000055876255019	GBC6-LKF;GPFG-MKN;GPNZ-VS9;GRNW-L28
10	child	6000000002836313613	27SD-3GY	6000000002844467117;5226457177810115940	K6M3-B32;LQ5D-7RN
10	child	6000000003098031833	KN84-BQR	6000000002188166742	G44G-BCT
10	child	6000000008191341327	L4MB-XB3	6000000008191284557;6000000007744721430;6000000025171691227	KZKZ-6LM;L4MB-F9Q;L4MB-XP9
10	child	6000000026505566260	KZ26-9TJ	6000000026505394313	K46Z-F3B;MFFZ-17L;MFVD-B8C
10	child	6000000005609304839	LHKN-BRY	6000000020930808953;6000000013062319707;6000000020930710942;6000000020930897858;6000000020930719006;6000000020930760904;6000000030085852982;6000000020930730945;6000000020930778893;6000000174339315850;6000000174338378443	GXF1-5D8;KD3T-VQG;MCW2-LKP;MF2S-BFL;MF2S-BJQ;MFK7-SFJ;MFK7-SN5;MFK8-LS1;MFKB-ZL4;MFKF-RNX;MFKM-LSR
10	child	6000000005609325708	GPSK-YRG	6000000110804331843;6000000110804331850;6000000110804331864	GPSG-H74;GPSG-QHR;GPSL-8ST
10	child	6000000002187812584	GXZX-4Z9	6000000003828367615;6000000009143967089	G5FN-M2Q;GL7N-7P8;GQFM-627;GQFM-LYB
10	child	6000000002882233045	GFG3-51P	6000000002188578568;6000000002188578599;6000000024644590248	9M9V-Q78;G36G-1BK;G5GC-DT2;G5KB-V6T;GPMK-NR2;GXSY-83K;GXSY-WBC;LWMS-R8W;M44N-THP
10	child	6000000003492033776	LXM5-GGB	6000000003492033784;6000000003492033789	2ZSH-8H3;G3HB-3GM;KHCD-TC7;LC6L-X9G;MFV3-LX1
10	child	6000000003828061401	LZJK-SRB	6000000003939720804;6000000004533205907	GLGZ-3ZN
10	child	6000000005607402019	KLZB-MHQ	6000000005606930776;6000000116889890845;6000000116889890834;6000000194370383853	KLZY-1K5
10	child	6000000006979615129	27NH-17L	6000000008759113313;6000000003095195141	9N41-P34;9N41-P37;9N41-P3Q;9N41-P3W;L7T6-1L3
10	child	6000000009665839880	GRW7-WNP	6000000003827496317	GBN9-C4X;GR7V-9PC;K88N-R6K;PSP2-BVX
10	child	6000000019769961753	GK71-BKQ	6000000002187805188	GCGV-L4H;GXYB-C1S
10	child	6000000001311917463	27SD-7DW	6000000003094971045;6000000003094971050;6000000005607146656;6000000116694852965	27SD-Q2H;27SD-QG3;27SD-QLR
10	child	6000000005607086930	KZXV-7KG	6000000121848985845	M37H-4DN;M37H-4NZ
10	child	6000000008264795922	GYQS-6MG	6000000011286698836	GYQS-K8K
10	child	6000000003491958307	KJ5D-DNL	6000000003492037888	L7LP-KXB
10	child	6000000006880358217	GP3M-M42	6000000007516111282	GP39-CFY;LDNZ-YQR
10	child	6000000011043803107	LZ2K-V1J	6000000023661227102	KHHF-SKS
10	child	6000000009149401409	2Z83-253	6000000005607685010	2HM3-QP3;MFJT-2LN
10	child	6000000005609325669	LRT7-DSV	6000000026069372791;6000000002313471249	27SV-X9C;K4NP-1DG;K8DY-RCG;KHMF-6Y8;KZLM-1LX;LCC4-Y9C;LRT7-VLK
10	child	6000000196292602859	G7JT-WBF	6000000003827675114	G1DL-TR5;GKXR-5QJ;LT6B-9J2
10	child	340324484050012647	KH4K-YRR	6000000002735003448;5425673334480122005;6000000010686524400	MFXW-4LW
10	child	6000000000260928967	LHFW-JZV	6000000082814320024	KHJL-NLV
10	child	6000000005609271149	LHNN-49P	6000000011573220978	KN74-LB4;LHDJ-STN
10	child	6000000003049548759	LDP6-J3G	6000000068899558848;6000000003645839601;6000000055876255019	GBC6-LKF;GPFG-MKN;GPNZ-VS9;GRNW-L28
10	child	6000000003025725880	27SD-7XC	6000000003025866430;6000000003094971084	2QB1-W7M;L4SB-74V
10	child	6000000005609534659	L7P9-HCP	6000000030868403829;6000000003686206816	G7PF-7VS;K4P5-VDN;K6W7-Z71;K6WC-FVK;KCJW-LL9;KH16-Q11;L7P9-4YC;LHRQ-NNW;MFN9-PFJ;MFN9-PNP
10	child	6000000003094961266	27SD-72C	6000000003095022990;6000000150602247022	27SF-ZBQ
10	child	6000000003491940778	LHX3-X96	6000000003492037888	L7LP-KXB
10	child	6000000007244376077	LZJD-LQR	371367105380011098;6000000000687251121	GZB3-KR3
10	child	5206037195990079715	K81G-NJF	6000000002866418372;6000000002866541129;6000000002866528284;6000000002866552954	9ZCJ-ZSB;9ZCJ-ZSL;9ZCJ-ZSV;LZNR-Z9R;MSC9-ZS5;MWB3-R6B;MWB3-R6D;MWB3-R6L;MWB3-RXD;MWB3-RXW
10	child	6000000027876110865	LZ8H-1BH	6000000027875591494	LTQD-86H;LTQD-ZY2;LTQH-BP7
10	child	6000000001209626897	P4H9-R66	6000000003243418352	9358-4XC;KH5Z-WNP;LRBL-B6T;M63H-6FD;P4H9-15G;P4H9-6CJ;PZCV-19Y
10	child	6000000003094967990	27SD-QMT	6000000003094971045;6000000003094971050;6000000005607146656;6000000116694852965	27SD-Q2H;27SD-QG3;27SD-QLR
10	child	362185222750011958	G4FF-FYC	6000000003827512040;6000000002187826966;6000000002187826994	9QQF-HRT;LCXF-JDS;LCXZ-8MN
10	child	6000000006962547085	PXZJ-ND6	6000000012357686197;6000000006199198076;6000000006207052825;6000000076714069071;6000000001950981568	GBCD-LLP;GBCD-LLR;MPP5-5S8;PMDZ-KSC
10	child	6000000006776176038	M17M-8QJ	6000000016335657348	KCXY-FSW;KLZB-Q3F
10	child	6000000005606976869	LHCS-RWR	6000000017956997817	K69T-467
10	child	6000000006724783945	GQW7-HSZ	6000000006724950981	9JQV-P81;9JQV-PD9;KL76-7J5;L89N-RVT;LWKQ-C7T
10	child	6000000008348998208	L7FL-8S8	6000000015297251019;6000000012837646565;6000000013059926795;6000000012824597692	G7MT-RV8;K239-13B;K2M3-FRC;K2M3-N9W;K2M3-NSR;LH7H-NXW
10	child	6000000001353737222	LZ8H-11Y	6000000001354324165;6000000027875768409;6000000027875591494;6000000028831663073	LTQD-86H;LTQD-Z8S;LTQD-ZY2;LTQD-ZZV;LTQH-BP7;LZ8H-159
10	child	6000000003094967525	27SQ-P1P	6000000006979636284;6000000001311638851;6000000195357273900	KL67-BKS;KZJM-M5V;MFFW-H61;MFNQ-WTY
10	child	6000000006607278340	L7FS-GNF	6000000003095094517;6000000003095094524;6000000013944021469;6000000006605834807	LC3H-9QF;LQ5V-JDP;MFL4-4GC;MST2-C65
10	child	6000000009549459797	27TN-DD7	6000000003491933649	27RP-TMK;KCMG-3XM;MFV5-SNQ;MFVX-LTS
10	child	6000000028707116966	L7PC-3Y7	6000000028707177991;6000000028707033155	2M7P-X4Y;GFK9-WFS;KCP8-B8X;L7D4-2XR;MFFR-8ND;MFFX-NT7;MFNS-3WZ
10	child	6000000000351087690	G915-LRC	6000000000351087679;6000000002187978656;6000000000351087662	9WS2-48B;G1RG-PW7;LZY4-QKX
10	spouse	6000000000437032028	L87D-4G2	6000000003272727563	GS77-VFL;GWRV-D37;PFBG-VR3;PFR6-GHG
10	child	6000000000420989018	GX99-P7J	6000000003827488393;6000000050475244395	G6WQ-6MB;G7HH-RZN;GGFZ-TFL;GMZC-1PN
10	child	6000000011893867632	L2Z2-SZ6	6000000003095038826	9K9L-GR2;9K9L-GRJ;MFN9-P83;MFN9-PCB
10	child	6000000003492045949	G3CT-LRG	6000000005609447740;6000000195940459844;6000000195940066874	L4WN-2F3;L4WN-2KP;L4WN-2XZ
10	child	6000000003492033751	2ZSH-FJ9	6000000003492033784;6000000003492033789	2ZSH-8H3;G3HB-3GM;KHCD-TC7;LC6L-X9G;MFV3-LX1
10	child	6000000011284638203	GTCY-62C	6000000002187794993	2S3P-BTG;L4SP-J2Q
10	child	6000000002188166652	GLW3-DS1	6000000004533774070;6000000002188166675;6000000176833791903	GHGP-SL7;GY5Q-7HV
10	child	6000000004839304936	PH78-YQ1	6000000028766464614;6000000036510070044;6000000003795416211	PH7D-7LB;PH7D-83X
10	child	6000000002738578723	G6DK-YFB	6000000000141509547	9SBM-HY5;GVXN-FTY;GVXN-KQ3
10	child	6000000006994904996	K235-6KN	6000000003094961272	L7FS-GX5;L7FS-GZW
10	child	6000000002866300605	LQ58-1KC	6000000005607421980;6000000005609275821	K159-K6V
10	child	6000000000437507557	K8K2-683	6000000002187855258;6000000001500893561;6000000003828058380;6000000026710006540	GJYX-84N
10	child	6000000227892521880	L4P9-XGJ	6000000227892521867	9J3R-7X6;9J3R-7XF;K45L-ZDN
10	child	6000000001744846220	GSCT-6ST	6000000000437379968	G52B-QRT;LZFB-W1L;PH93-PV7
10	child	6000000009152586086	GHD2-HFW	6000000002575846076;6000000071476427890;6000000071475998175;6000000071476400974	G8XJ-QH9;P7DZ-JPT;PHXF-7PQ;PHXF-85Z;PHXW-JM9
10	child	6000000118401483866	LR6D-JX2	6000000196766718828;6000000196766502851;6000000196766719833	K2S7-WKD;KZ5L-VWQ;MFFQ-ZFH
10	child	6000000010069489525	LHP2-9Q5	6000000005607086172;6000000008725568442;6000000005607082821	LHT1-C88;LYH3-NTP;MFFB-QXF;MFFD-D9S;MFFZ-55G;MFGD-YQF
10	child	6000000004533725607	LZ4F-QP4	6000000006197675244;6000000001169228691	GY3P-R5S;L4Q5-GB6
10	child	383210033600012449	GJ8J-J96	6000000003827488393	G6WQ-6MB;G7HH-RZN;GGFZ-TFL;GMZC-1PN
10	child	6000000007417141707	LZDT-BC8	6000000028979697648;6000000002188113401;6000000009045723050	GGCD-MTV
10	child	6000000002005852025	GG6D-7PX	6000000002188271013	GG63-T2S;GR2R-PLT;GRQ5-9GX;L1QB-18J;PSZY-6Q1
10	child	6000000006776171427	LDH2-27J	6000000005607007994;6000000005607012001	9KGM-VCP;9NR4-C5X
10	child	6000000002833890772	L2H4-Q74	6000000018014666445;6000000056109788849	LTVZ-8TK;LTVZ-WFT;LTVZ-ZR5;LVT2-3DK;M66W-J6L
10	child	6000000002893346298	LCZ9-HN4	6000000001669611995;6000000001669612001;6000000010280033510;6000000002893354886	GVPQ-6XV;GVPQ-C75
10	child	6000000010514003893	9N88-9YR	6000000009441853729	KZ44-7C9;PQTV-6JP
10	child	6000000026323783946	MNNJ-PSV	6000000025767998288;6000000025769082428;6000000025793788004;6000000026312037101	9J7Y-M3V;K486-F7D;KFPS-58D
10	child	6000000002619031504	K2S7-W9J	6000000005607160885	K6Q7-BY9;K879-VZN;K8BQ-92M;K8JM-X4Q;K8JW-7X5;KCBV-8Z5;KDMM-YXD;KHR8-W63;MFFN-SWQ
10	child	6000000004533221691	KNC1-9VV	6000000179508431867;6000000203386145821;6000000203032863857	G23H-NGS
10	spouse	4771125430840074465	LZ2J-DJB	6000000006171211577;6000000038996501981	9WT8-LB7;MFG7-YRN
10	child	6000000008777364122	LZLR-S5F	6000000008759113313;6000000003095195141	9N41-P34;9N41-P37;9N41-P3Q;9N41-P3W;L7T6-1L3
10	child	6000000002866301405	M5T9-XJF	6000000005607421980;6000000005609275821	K159-K6V
10	child	340324056590012630	L2Z2-4GX	6000000002735003448;5425673334480122005;6000000010686524400	MFXW-4LW
10	spouse	6000000083960494929	276N-VQ6	6000000083960261924	MRPF-ZTV
10	child	6000000026577406389	GX91-4RG	6000000003827488483;6000000062686602847	G219-ZS2;P4RD-PM1
10	child	6000000003094956749	GDLY-RMV	5338682689340074568	KL7H-2RM
10	child	6000000001669615911	GYQ9-1Z3	6000000004533872671;6000000001169087511;6000000001169229426	G311-6F2;G311-D6P;GP8S-RPN;GYQ9-XX3
10	child	6000000005606855208	LDH2-26H	6000000005606855177;6000000005607007994;6000000005607012001	9KGM-VCP;9NR4-C5X
10	spouse	6000000190523189821	M29H-3PG	6000000058045891183	MFGL-BDM
10	child	6000000019952799375	K4Y5-736	6000000040589674893	L8SF-Q9V
10	child	6000000004533200527	GL9C-LM3	6000000004533774070;6000000002188166675;6000000176833791903	GHGP-SL7;GY5Q-7HV
10	child	6000000006906543961	G6RG-6XQ	6000000186959962855;6000000002187818758	GDGK-RWN;GMM5-BV9;GVM4-C54
10	child	6000000000351128377	G851-4SB	6000000018823496302	94K9-MFN;K2QN-4GN;MTP4-GN6
10	child	6000000003014935457	27SD-72B	6000000003094961272	L7FS-GX5;L7FS-GZW
10	child	6000000011718309025	M17M-841	6000000016335657348	9J72-FVR;KCXY-FSW;KLZB-Q3F
10	child	6000000004089072850	GN9D-BXS	6000000002575846076;6000000071476427890;6000000071475998175;6000000071476400974	G8XJ-QH9;P7DZ-JPT;PHXF-7PQ;PHXF-85Z;PHXW-JM9
10	child	6000000003492072263	LCRM-7V3	6000000002387544007	MHD1-716
10	child	6000000006776171892	LH1H-FZH	6000000150597764932;6000000150597764897	LH1H-JM4
10	child	6000000002187796127	LVCS-SMK	6000000002187794993	2S3P-BTG;L4SP-J2Q
10	child	6000000005608888920	L44C-NFN	6000000003491976516	L7N1-S4P
10	child	6000000006608072164	LWM4-1JX	6000000006605882617	KZVT-8TP;L9PS-1P8;LCM4-8TN;MFFR-HRW;MHKX-72K;MHKX-7G3;MHKX-7GG;MHKX-7LN;MS76-YLX
10	child	6000000116694298927	KVG4-TWH	6000000116694298943;6000000116694298948	LHZM-XSN;LHZM-XST;LHZM-XSZ
10	child	4627273	LHD5-C2Y	6000000003095156680	2WCM-GQR
10	child	6000000003827618249	GR4J-8WH	6000000003827488483;6000000062686602847	G219-ZS2;P4RD-PM1
10	child	6000000023853122972	9V1T-N95	6000000023852412790;6000000055086931821;6000000055086760853	KCWF-2GX;KF5C-SPH;MRZ8-3J6
10	child	6000000002387058317	LCRM-7J4	6000000002387544007	MHD1-716
10	child	6000000002893354938	4BR6-LF5	6000000003134446968	9ZHV-G8V;GVBH-JMW;GYQF-D5Q
10	spouse	6000000003492031119	LCWK-YY7	6000000003492031147	K8BR-K2J
10	spouse	6000000002889162728	GJBS-K9W	6000000023032974913	G6QY-SNF;PML6-2K9
10	child	6000000002836363103	KLF3-WCL	6000000002844467117;5226457177810115940	K6M3-B32;LQ5D-7RN
10	child	6000000019509842607	GWFX-FG5	6000000002187818440	G9WV-LPZ;GB3L-F27
10	child	5709972759930135327	LHDQ-473	6000000003025866430;6000000003094971084	2QB1-W7M;L4SB-74V
10	child	6000000006890396715	GPS2-HPX	6000000005609338004;6000000006350519085	LRT7-2PT;LRT7-T2S
10	child	6000000006907072659	276V-C25	6000000018014666445;6000000056109788849	LTVZ-8TK;LTVZ-WFT;LTVZ-ZR5;LVT2-3DK;M66W-J6L
10	child	6000000005608945139	LH7H-J5L	6000000002801159496	KC5K-CPK;KZP1-3J2;L7R4-P3G;L83T-PPD;L83T-PTN
10	child	6000000017492925327	97M5-68H	6000000017493062181	9J7R-879
10	child	6000000011077365624	KCBP-M75	6000000056108919500;6000000037913180856	K45Q-2DV;KC61-2D2;KCPQ-QFR;KCYP-7DM;KZ1P-LGH;L4BH-YKV
10	child	6000000003865794618	PH7D-3NM	6000000028766464614;6000000036510070044	PH7D-83X
10	child	6000000006277467384	P7H5-CS6	6000000186959962855;6000000002187818758	GDGK-RWN;GMM5-BV9;GVM4-C54
10	child	6000000005609428801	KLZB-MH6	6000000005606930776;6000000116889890845;6000000116889890834;6000000194370383853	KLZY-1K5
10	child	6000000002619360784	MFGD-LRY	6000000025070796417;6000000196766718828;6000000196766502851;6000000196766719833	K2S7-WKD;KZ5L-VWQ;MFFQ-ZFH
10	child	6000000005609304829	KCH7-ZRK	6000000020930808953;6000000013062319707;6000000020930710942;6000000020930897858;6000000020930719006;6000000020930760904;6000000030085852982;6000000020930730945;6000000020930778893;6000000174339315850;6000000174338378443	GXF1-5D8;KD3T-VQG;MCW2-LKP;MF2S-BFL;MF2S-BJQ;MFK7-SFJ;MFK7-SN5;MFK8-LS1;MFKB-ZL4;MFKF-RNX;MFKM-LSR
10	child	6000000004533414335	L2WT-FB5	6000000006762772119;6000000004533414305;6000000001195468133;6000000004533169036;6000000013668565335	GB4D-ZM4;GMDQ-DDG;GVGZ-47G;GVGZ-W6L;L217-KJD
10	child	6000000004533774225	GKZH-YSZ	6000000002187805188	GCGV-L4H;GXYB-C1S
10	child	6000000003492045839	LQRS-59P	6000000005609447740;6000000195940459844;6000000195940066874	L4WN-2F3;L4WN-2KP;L4WN-2XZ
10	child	6000000005609322869	LZJ3-L4S	6000000110981977884;6000000016371032451;6000000110981977859;6000000110981977863;6000000110981977868;6000000110981977876	273Z-58T;273Z-5D5;L88J-2ZV;LH7H-26G;LH7H-2JC;LH7H-L2C;LQ5T-4D1
10	child	6000000005607193719	27SD-3KV	6000000005607193728;6000000005607193737;6000000014228814335	L7GR-VJ5
10	child	6000000001169296643	GF87-Q2L	6000000025261734856;6000000010280033510;6000000002893354886	GVPQ-6XV;GVPQ-C75
10	child	6000000005609256046	LZ5Y-7M3	6000000014521025579;6000000014521795040	G4TY-FL5
10	child	6000000005758041019	LDHS-DWJ	6000000007394963376;6000000002187592997;6000000014037297804	G1LB-5SF;KFSR-W9F;L62H-Z9T;P36Z-QQP
10	child	6000000005081497052	L82W-TJY	6000000005218828366	GY35-DJL;K2WS-L5L;L8PD-L7J
10	spouse	6000000000496970049	LWM4-1VZ	6000000005606976880	GPPD-F5S;K2SW-Z11;MDWN-9PS
10	child	6000000000496970049	LWM4-1VZ	6000000013021605891;6000000005606976819;6000000003491947946;6000000005606976905	GPPX-7QV;K2SW-8TV;K2SW-8XF;LCTG-X3T;LCZ1-F7D
10	child	6000000007224151132	LXQF-311	6000000004066243249	GYQQ-ZQQ;LRBL-B7N
10	child	6000000003645760154	GYQM-HDF	6000000004533384337;6000000009404203361;6000000008248195520	2CB1-T2T;2Z96-JH3;GK63-5B5;L619-Y6X
10	child	6000000007224533676	GYQ9-JCP	6000000004066243249	GYQQ-ZQQ;LRBL-B7N
10	child	6000000005608934515	LCX7-R5C	6000000005608917758;6000000003095094658	KD1V-HYK;M8HL-YK5
10	child	6000000003094967535	27SH-NFZ	6000000006979636284;6000000001311638851;6000000195357273900	KL67-BKS;KZJM-M5V;MFFW-H61;MFNQ-WTY
10	child	6000000011077211567	9S6Q-MD4	6000000056108919500;6000000037913180856	K45Q-2DV;KC61-2D2;KCPQ-QFR;KCYP-7DM;KZ1P-LGH;L4BH-YKV
10	child	6000000011368352928	GKC7-92Y	6000000002188271013	GG63-T2S;GR2R-PLT;GRQ5-9GX;L1QB-18J;PSZY-6Q1
10	child	6000000002711365308	K637-69H	6000000002711380568;6000000002711469101;6000000010556723248;6000000010556750210	GFK7-2LR;KZ7C-6CM;KZCV-TJZ;LHX8-H6H;M5HW-S8W;MFVM-24S;MT3W-DWN
10	child	6000000065992571951	L71P-L9Z	6000000150605810958;6000000009897636612	K1DS-FYC;K8LQ-K85;MFFN-Y1F
10	child	6000000003491944060	MFV7-P7F	6000000003491976516	L7N1-S4P
10	child	6000000007559278400	LRT7-TX9	6000000000172092183;6000000012420596367;6000000020590248445;6000000011985526145	GP23-KS5;GP23-VLR;GP2Q-DRB;LRTW-MWR
10	child	6000000004696293763	218B-F54	6000000005608934541;6000000018845822884;6000000005609333550	9VGF-DZL;LD1Q-698
10	child	6000000003209091929	GC4W-PWW	6000000003209131788;6000000008248363898	2R1S-KPQ;GT88-Y27;GT8D-3P7;LH23-T69
10	child	6000000003094961330	LCX7-R1L	6000000005608917758;6000000003095094658	KD1V-HYK;M8HL-YK5
10	child	6000000007616458527	P45C-NY9	6000000003308890990;6000000020697300063;6000000020697429295	P45H-1C6;PHNW-JVS
10	child	6000000003491940112	KZ8C-FXF	6000000003492077482;6000000003492077487;6000000003491940095;6000000003492077492;6000000003492077497;6000000003492077502;6000000018626229872;6000000018626229876	KCWV-W8Q;KHHL-KZX;L6Q9-2NL;MFFC-7G7;MFFJ-2Y1;MFN3-SX7
10	child	6000000001950561785	GBWC-P17	6000000012357686197;6000000006199198076;6000000006207052825;6000000076714069071;6000000001950981568	GBCD-LLP;GBCD-LLR;MPP5-5S8;PMDZ-KSC
10	child	6000000006607966008	L7FS-GCH	6000000003095094517;6000000003095094524;6000000013944021469;6000000006605834807	LC3H-9QF;LQ5V-JDP;MFL4-4GC;MST2-C65
10	child	6000000036566411602	L4MY-MLY	6000000039500905905;5111203869010137196;6000000036554830644;5111175614640115076	2Z3J-6B6;G5FM-DTN;GSSM-WD9;L244-YQ7;M6VL-C1Z;PMTK-GYT;PQYT-M32
10	child	6000000011713920415	LDTQ-Q4X	6000000003095255929	KZKV-L38
10	child	6000000016398055447	MSK6-SBC	6000000007142406984;6000000003319879438	2MRX-B16;2Z34-7LY;KF52-XGZ;KF5R-HML
10	child	6000000005607335630	2Z3J-HMR	6000000002726900648;6000000002701473398;6000000002711971020	KHXY-N5F;KP9S-D49;MFF5-922;MFF5-9J5;MFFR-2TF
10	child	6000000001744902450	9MWR-GHW	6000000215586115832;6000000026998467007;6000000000431287130	GV79-6KC;GV79-HL5;GV79-KJ2;GV79-L7Q;GV79-P84;PCH2-1CQ
10	child	6000000009442069546	27CW-GHC	6000000170626783563	GBBK-26H;KV5M-D8C;LQ5K-MF2;LQ5K-MXC;LZQ5-MLR
10	child	6000000006906550173	LD9R-9TN	6000000001531202546;6000000003827464200;6000000002187723061;6000000002187721997;6000000002188166742	G44G-BCT;GDXW-RHL;GSKB-QSC;GXQT-DLW;LD9R-9TY;PFXV-1QH
10	child	5352797478440100328	KNYR-HRZ	5352811457980050405;6000000005607193009	9V3Z-CFQ;9VW4-HFW;KC57-1XN;KN8H-QB1;LLW3-CCW;MFF4-4VY
10	child	6000000013402833286	GTHZ-N6T	6000000013401823173;6000000006127526748;6000000069712874076	27NL-D2C;GTHZ-FB5;KN1F-X44;LZ6R-F2Z;M4WS-6LR;PCH8-2FJ;PCHD-6MG;PCHD-B8X
10	child	6000000003827477206	GSSG-YMR	6000000004533196864	GDPH-XR4
10	child	6000000003492033761	G44X-8VW	6000000005606913719	27XP-KWD;MFJB-GMG;MFJB-L1Z;MFJY-KCC;MFVM-XSC
10	mother	5413393304250084700	LHD5-CGX	4627292	G441-7V7;L7J5-QHN
10	child	5413393304250084700	LHD5-CGX	6000000003095156680	2WCM-GQR
10	child	6000000004533221408	GX92-VDM	6000000003828367588	GLCW-RG9;GPNV-M37;LTX7-NST
10	child	6000000037336304480	LK4J-X5Z	6000000212876798826;6000000212876296854	94N9-FCJ;MFJB-T5T;MFJT-4S3
10	child	6000000007548814131	GB85-13M	6000000028979697648;6000000002188113401;6000000009045723050	GGCD-MTV
10	spouse	6000000003492007823	KP4F-PF8	6000000003492007614	KLXC-K1V
10	child	6000000009214755609	GJY9-FRK	6000000002187855258;6000000001500893561;6000000003828058380;6000000026710006540	GJYX-84N
10	child	6000000002350777345	27NL-NBL	6000000006127526748;6000000069712874076	G573-SK6;GTHZ-FB5;KN1F-X44;LZ6R-F2Z;PSN8-MSY;PSNZ-627;PSNZ-FTH;PSNZ-JXB
10	child	6000000010479781937	MRC6-82R	6000000005606913719	27XP-KWD;MFJB-GMG;MFJB-L1Z;MFJY-KCC;MFVM-XSC
10	child	6000000055909030855	LKDZ-MYF	6000000001169174304;6000000012010207011	G681-R2J;KLLG-NN4
10	child	6000000005609265493	LWYJ-M9G	6000000203119258893;6000000203119204862	LWYJ-MQF
10	child	6000000014215442166	LWLQ-WM8	6000000028673527013;6000000028673487362	LQR6-4MK;LQR6-WBF;LQR6-WYS;LWLQ-71S
10	child	6000000005606976376	L47M-J5P	6000000005606983803;6000000005607201190;6000000005607506285;6000000005607387471;6000000007661859262	KL6C-7MJ;L47M-JJH;L78B-1G3;LH7K-RJG
10	child	6000000003827618255	GLQ3-DMV	6000000004533196864	GDPH-XR4
10	child	6000000007895860271	L7PV-BWV	6000000003095146992;6000000007895264075	27NZ-8L1;K45W-845;K4V7-VTX;KG9K-791;KG9K-7HL;KG9K-7KK;KL4V-6RX;KZH6-RK5;LHQW-L6B;M7KM-ZKV;MQ88-HL3
10	child	6000000003492033766	KZT2-WZG	6000000028708694024;6000000025457179900;6000000007433602272;6000000028708516165;6000000196703555831	K4B2-43V;KH19-DFW;KHT2-HLC;LQR5-J6Q;MFGL-MQ4
10	child	6000000003645734792	G8L6-NX3	6000000004533384337;6000000009404203361;6000000008248195520	2CB1-T2T;2Z96-JH3;GK63-5B5;L619-Y6X
10	spouse	5381159762450127210	LKDZ-MRK	6000000024569157926	GNH7-TTP;P618-7X3
10	child	5381159762450127210	LKDZ-MRK	4076230;6000000001169174304;6000000012010207011	G681-R2J;KLLG-NN4;L1WD-GN4
10	child	6000000003828050266	G481-8B7	6000000021874562205	9C7F-KSV;G5KF-1YT;G5KJ-97Z;G5KV-8PW;GR3W-CPL
10	child	3137346	LHKN-1L2	6000000003209131788;6000000008248363898	2R1S-KPQ;GT88-Y27;GT8D-3P7;LH23-T69
10	child	6000000003024493976	LQ5V-11T	6000000015604213547	KC7Z-38M;PXQ5-GTT
10	child	6000000013725067073	L7LY-1WF	6000000014515688401	KCB3-LP9;LB2Q-4D6
10	child	6000000005609547739	L41C-3HR	6000000011726217358;6000000011568557635;6000000011726175832;6000000011725581097	27R1-KMR;K8KB-4KG;KCPN-BCM;KH2K-GQ7;MFVX-G6B
10	child	6000000002866367282	LHT4-WN7	5206025401080127175;6000000002857078444	LCX7-34D;LKRN-TL6
10	child	6000000001744902441	LZ1V-KT6	6000000215586115832;6000000026998467007	GV79-6KC;GV79-HL5;GV79-KJ2;GV79-L7Q;GV79-P84;PCH2-1CQ
10	spouse	6000000003014794957	L6PH-39F	6000000003095013106	LH19-C56
10	child	6000000003014794957	L6PH-39F	6000000005606886379;6000000005607432532;6000000005607432514;6000000005609333629;6000000005607432551;6000000005607432574	2185-Y1F;2185-YBK;LCCP-4Q5;LH7H-NCD;M8HL-12Z;M8HL-1L6
10	child	6000000005607146061	LTQD-YMH	6000000081784528939;6000000005607335973	LZV5-GBT;MFFP-SFL
10	child	6000000004533221996	GLD1-Y62	6000000026050653069;6000000051569287099;6000000002187794933;6000000002187794921;6000000051569497951;6000000051569683970	L1ZH-F9P;LHNK-N5B
