qid	geni_id	mul	culture	culture_evidence
Q45420461	6000000057294455022	奣 河東聞喜	zh	carries the clan seat 河東聞喜, which is Chinese
Q45420454	6000000057600067009	潁 河東聞喜	zh	carries the clan seat 河東聞喜, which is Chinese
Q45420651	6000000057600116079	道子 復泰 河東聞喜	ja	name ends in 子, a Japanese given-name ending
Q45662286	6000000057600277038	瞿曇 河東聞喜	zh	carries the clan seat 河東聞喜, which is Chinese
Q45420689	6000000057600940941	希惇 處實 河東聞喜	zh	carries the clan seat 河東聞喜, which is Chinese
Q45422204	6000000057628015909	稹 道安 河東聞喜	zh	carries the clan seat 河東聞喜, which is Chinese
Q45422207	6000000057628519894	儆 九思 河東聞喜	zh	carries the clan seat 河東聞喜, which is Chinese
Q116921814	6000000057634147174	渾 拓跋	zh	graph traversal, 3 hop(s)
Q28416250	6000000057634174251	庫汗 拓跋	zh	graph traversal, 2 hop(s)
Q468709	6000000057634441178	稹 微之 河南洛陽	zh	carries the clan seat 河南洛陽, which is Chinese
Q45645054	6000000057635100830	臯 河東聞喜	zh	carries the clan seat 河東聞喜, which is Chinese
Q45644444	6000000057635130106	汯 河東聞喜	zh	carries the clan seat 河東聞喜, which is Chinese
Q45402912	6000000058104022070	助 蘇州長洲	zh	graph traversal, 1 hop(s)
Q45360322	6000000063342884868	思恭 子禮 潭州衡山	zh	graph traversal, 3 hop(s)
Q45389169	6000000063343839846	炤 越州山陰	zh	carries the clan seat 越州山陰, which is Chinese
Q45378088	6000000074299783145	損之 濟州鉅野	zh	carries the clan seat 濟州鉅野, which is Chinese
Q45378051	6000000074299923985	公諤 澶州清豐	zh	graph traversal, 1 hop(s)
Q45354621	6000000074300021992	謙之 恭道 濟州鉅野	zh	carries the clan seat 濟州鉅野, which is Chinese
Q45365353	6000000074300061905	仲約 濟州鉅野	zh	carries the clan seat 濟州鉅野, which is Chinese
Q45366180	6000000074300074893	宗愨 世良 世長 澶州清豐	zh	graph traversal, 1 hop(s)
Q45405872	6000000074300132845	宗藻 開封	zh	graph traversal, 3 hop(s)
Q45363708	6000000074300156253	棣州商河	zh	graph traversal, 1 hop(s)
Q45427820	6000000074300160871	渙之 濟州鉅野	zh	carries the clan seat 濟州鉅野, which is Chinese
Q45378053	6000000074310147909	公耄 澶州	zh	graph traversal, 1 hop(s)
Q45360425	6000000074310168016	遘 澶州清豐	zh	graph traversal, 1 hop(s)
Q45426205	6000000074310499896	端矩 虔州贛縣	zh	graph traversal, 4 hop(s)
Q45377965	6000000074310536864	宗愿 濟州任城	zh	graph traversal, 2 hop(s)
Q45378058	6000000074312043929	子誰 撫州臨川	zh	carries the clan seat 撫州臨川, which is Chinese
Q45360460	6000000074312148864	子與 點仲 濟州鉅野	zh	carries the clan seat 濟州鉅野, which is Chinese
Q5945163	6000000074331837827	補之 無咎 濟州鉅野	zh	carries the clan seat 濟州鉅野, which is Chinese
Q45428758	6000000074350083860	璹 濟州鄆城	zh	graph traversal, 1 hop(s)
Q45428716	6000000074350095860	璘 濟州鄆城	zh	graph traversal, 1 hop(s)
Q45451577	6000000074351672982	模 叔範 處州縉雲	zh	graph traversal, 1 hop(s)
Q45362837	6000000074352953025	欽卨 寬伯 濮州鄄城	zh	graph traversal, 1 hop(s)
Q45426951	6000000074353389378	琯 開封杞縣	zh	graph traversal, 1 hop(s)
Q45384227	6000000074353674120	璆 開封雍邱	zh	carries the clan seat 開封雍邱, which is Chinese
Q45362143	6000000074353823158	希說 濮州鄄城	zh	graph traversal, 2 hop(s)
Q45384232	6000000074354582910	黯 少汲 開封雍邱	zh	carries the clan seat 開封雍邱, which is Chinese
Q45427203	6000000074354756858	珉 開封杞縣	zh	graph traversal, 1 hop(s)
Q45384197	6000000074354815830	瑨 君表 開封雍邱	zh	carries the clan seat 開封雍邱, which is Chinese
Q45426916	6000000074370218351	庶中 宣州太平	zh	graph traversal, 8 hop(s)
Q45365862	6000000074370526140	切問 舜從 河南	zh	graph traversal, 1 hop(s)
Q45364597	6000000074370964866	袁州宜春	zh	graph traversal, 2 hop(s)
Q45428679	6000000074371022821	仲棐 河南洛陽	zh	carries the clan seat 河南洛陽, which is Chinese
Q45364592	6000000074381683980	明州鄞縣	zh	graph traversal, 1 hop(s)
Q45387551	6000000074382157932	柟 汝良 魏州莘縣	zh	graph traversal, 4 hop(s)
Q45425629	6000000074382232917	縠 開封	zh	graph traversal, 1 hop(s)
Q45387557	6000000074382338905	明州鄞縣	zh	graph traversal, 2 hop(s)
Q45428304	6000000074382574868	棠 蘇州長洲	zh	graph traversal, 4 hop(s)
Q45428098	6000000074382681834	棣 蘇州長洲	zh	graph traversal, 4 hop(s)
Q45428343	6000000074382744845	枃 蘇州長洲	zh	graph traversal, 4 hop(s)
Q45428182	6000000074382748821	樞 蘇州長洲	zh	graph traversal, 4 hop(s)
Q45425674	6000000074382773821	轂 開封	zh	graph traversal, 1 hop(s)
Q45387439	6000000074458732085	公援 伯劭 明州鄞縣	zh	graph traversal, 2 hop(s)
Q45373896	6000000074471672575	幽州薊縣	zh	graph traversal, 4 hop(s)
Q45427410	6000000074472066119	次卿 常州武進	zh	carries the clan seat 常州武進, which is Chinese
Q45378388	6000000074472155947	杲 常州武進	zh	carries the clan seat 常州武進, which is Chinese
Q45373902	6000000074472172049	約 廬州合肥	zh	graph traversal, 2 hop(s)
Q45363499	6000000074472232923	廬州合肥	zh	graph traversal, 1 hop(s)
Q45378554	6000000074472314025	垂 舜諧 虞臣 揚州廣陵	zh	graph traversal, 1 hop(s)
Q45355366	6000000074472348014	佖 子澄 常州武進	zh	carries the clan seat 常州武進, which is Chinese
Q45365050	6000000074472357982	次元 希一 常州武進	zh	carries the clan seat 常州武進, which is Chinese
Q45355507	6000000074472384002	昷之 景山 揚州廣陵	zh	graph traversal, 1 hop(s)
Q45373909	6000000074472470936	璆 常州武進	zh	carries the clan seat 常州武進, which is Chinese
Q45378371	6000000074472559911	爰卿 常州武進	zh	carries the clan seat 常州武進, which is Chinese
Q45429754	6000000074472560916	常州武進	zh	carries the clan seat 常州武進, which is Chinese
Q45355488	6000000074472585912	次山 希元 常州武進	zh	carries the clan seat 常州武進, which is Chinese
Q45378390	6000000074473323857	宧 養正 常州武進	zh	carries the clan seat 常州武進, which is Chinese
Q45363986	6000000074684504373	鄭州管城	zh	carries the clan seat 鄭州管城, which is Chinese
Q45379572	6000000074684545375	省恭 閬州閬中	zh	carries the clan seat 閬州閬中, which is Chinese
Q45426964	6000000074684560344	逾 開封	zh	graph traversal, 2 hop(s)
Q45409931	6000000074684573714	惇謹 眉州眉山	zh	carries the clan seat 眉州眉山, which is Chinese
Q45360530	6000000074684602350	知默 子思 鄭州管城	zh	carries the clan seat 鄭州管城, which is Chinese
Q45360660	6000000074684638665	敦書 通叟 眉州眉山	zh	carries the clan seat 眉州眉山, which is Chinese
Q45364911	6000000074684720212	鄭州管城	zh	carries the clan seat 鄭州管城, which is Chinese
Q45379361	6000000074684763055	詡 閬州閬中	zh	carries the clan seat 閬州閬中, which is Chinese
Q45354928	6000000074684793027	兗 景淵 衡州衡陽	zh	graph traversal, 1 hop(s)
Q45364523	6000000074684841023	鄭州管城	zh	carries the clan seat 鄭州管城, which is Chinese
Q18654093	6000000074684878426	眉州眉山	zh	carries the clan seat 眉州眉山, which is Chinese
Q45379575	6000000074684962893	漸 鴻漸 閬州閬中	zh	carries the clan seat 閬州閬中, which is Chinese
Q45632368	6000000074684968724	克恭 張	zh	graph traversal, 2 hop(s)
Q45379334	6000000074685008833	遊古 鄭州管城	zh	carries the clan seat 鄭州管城, which is Chinese
Q45427351	6000000074685061209	仔 眉州眉山	zh	carries the clan seat 眉州眉山, which is Chinese
Q45378521	6000000074685159391	䙼 劍州沙縣	zh	graph traversal, 1 hop(s)
Q45382130	6000000074685266054	陟明 杭州錢塘	zh	carries the clan seat 杭州錢塘, which is Chinese
Q45378734	6000000074685305921	敦厚 子山 家山 眉州眉山	zh	carries the clan seat 眉州眉山, which is Chinese
Q45360777	6000000074685307278	奎 劍州沙縣	zh	graph traversal, 1 hop(s)
Q45355018	6000000074685377893	浚明 杭州錢塘	zh	carries the clan seat 杭州錢塘, which is Chinese
Q45363816	6000000074685390857	河南洛陽	zh	carries the clan seat 河南洛陽, which is Chinese
Q45378292	6000000074685570974	幽州薊縣	zh	graph traversal, 1 hop(s)
Q45378289	6000000074685616939	幽州薊縣	zh	graph traversal, 2 hop(s)
Q45378304	6000000074685744866	峭 青州益都	zh	graph traversal, 1 hop(s)
Q45363912	6000000074685744873	青州益都	zh	graph traversal, 3 hop(s)
Q45430697	6000000074686757016	邠州新平	zh	graph traversal, 2 hop(s)
Q45382965	6000000074689518806	正辭 江陵	zh	graph traversal, 4 hop(s)
Q45361049	6000000074689971747	葆光 衡州衡山	zh	graph traversal, 2 hop(s)
Q45382960	6000000074690385380	正彝 江陵	zh	graph traversal, 4 hop(s)
Q45429087	6000000074690867256	婺州武義	zh	graph traversal, 2 hop(s)
Q45384011	6000000074691266041	璲 成都華陽	zh	carries the clan seat 成都華陽, which is Chinese
Q45367406	6000000074691377855	泰州海陵	zh	graph traversal, 2 hop(s)
Q45427320	6000000074691449925	正紀 江陵	zh	graph traversal, 4 hop(s)
Q45355955	6000000074691497821	穜 仁熟 婺州金華	zh	carries the clan seat 婺州金華, which is Chinese
Q45364077	6000000074691634903	盱貽天長	zh	graph traversal, 1 hop(s)
Q45378702	6000000074691673915	仲較 世卿 開封祥符	zh	graph traversal, 2 hop(s)
Q45377491	6000000074691745019	宗翊 越州山陰	zh	carries the clan seat 越州山陰, which is Chinese
Q45425938	6000000074691773051	曮 信州上饒	zh	graph traversal, 3 hop(s)
Q45356325	6000000074691806017	球 美成 信州上饒	zh	graph traversal, 2 hop(s)
Q45425979	6000000074691941039	歷 信州上饒	zh	graph traversal, 3 hop(s)
Q45377495	6000000074691955933	玨 越州山陰	zh	carries the clan seat 越州山陰, which is Chinese
Q45425626	6000000074692015899	天敘 越州山陰	zh	carries the clan seat 越州山陰, which is Chinese
Q45363949	6000000074692071847	嚴州桐廬	zh	graph traversal, 1 hop(s)
Q45364495	6000000074692100867	越州山陰	zh	carries the clan seat 越州山陰, which is Chinese
Q45382985	6000000074692148831	鄂州武昌	zh	graph traversal, 3 hop(s)
Q45364965	6000000074692168857	越州山陰	zh	carries the clan seat 越州山陰, which is Chinese
Q65820396	6000000074692216916	螺 韓	zh	graph traversal, 1 hop(s)
Q45377470	6000000074698645102	注 子東 越州會稽	zh	graph traversal, 2 hop(s)
Q45562187	6000000074699087194	㻌 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45561553	6000000074699120201	揔 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45542629	6000000074699162155	璵 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45357328	6000000074699276861	稙 元直 泗州臨淮	zh	graph traversal, 1 hop(s)
Q45602538	6000000074699315067	璫 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45357396	6000000074699317105	含章 明用 宣州宣城	zh	graph traversal, 4 hop(s)
Q45576762	6000000074699360972	琂 青州益都	zh	graph traversal, 1 hop(s)
Q45561616	6000000074699376988	愻 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45392816	6000000074699382937	思恭 臨州狄道	zh	graph traversal, 2 hop(s)
Q45392831	6000000074699384927	磻 宣州宣城	zh	graph traversal, 6 hop(s)
Q45603560	6000000074699410983	怤 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45562439	6000000074699462923	慇 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45651325	6000000074699491861	玭 慈州文城	zh	graph traversal, 1 hop(s)
Q45562375	6000000074699523856	惎 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45448080	6000000074699560848	縞 縞 李	zh	graph traversal, 2 hop(s)
Q45562312	6000000074699583864	琟 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q18118511	6000000074699600849	聽 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45553863	6000000074699610835	係 京兆長安	zh	carries the clan seat 京兆長安, which is Chinese
Q45383513	6000000074700925175	握 湖州長興	zh	graph traversal, 1 hop(s)
Q45383569	6000000074700925190	崧 伯高 湖州歸安	zh	graph traversal, 2 hop(s)
Q45361929	6000000074700947308	嶠 仲高 湖州歸安	zh	graph traversal, 2 hop(s)
Q45396429	6000000074701240386	廬州合肥	zh	graph traversal, 3 hop(s)
Q45361922	6000000074701412864	歛止 湖州歸安	zh	graph traversal, 1 hop(s)
Q45396432	6000000074701476144	廬州合肥	zh	graph traversal, 3 hop(s)
Q45537891	6000000074701553221	珹 中玉 博州	zh	graph traversal, 4 hop(s)
Q45360335	6000000074701727950	廬州合肥	zh	graph traversal, 4 hop(s)
Q45358263	6000000074701892888	瑊 中玉 忠玉 廬州合肥	zh	graph traversal, 4 hop(s)
Q45358286	6000000074701924842	玿 廬州合肥	zh	graph traversal, 1 hop(s)
Q45378732	6000000074702511805	沼 眉州通義	zh	graph traversal, 1 hop(s)
Q45364015	6000000074702613979	閬州南部	zh	graph traversal, 1 hop(s)
Q45391520	6000000074702876632	杲 眉州眉山	zh	carries the clan seat 眉州眉山, which is Chinese
Q45391338	6000000074703251389	簣 常州宜興	zh	graph traversal, 1 hop(s)
Q45424883	6000000074703504281	焞 趙州平棘	zh	carries the clan seat 趙州平棘, which is Chinese
Q45362433	6000000074703563016	不欺 子正 眉州眉山	zh	carries the clan seat 眉州眉山, which is Chinese
Q45362415	6000000074703564052	峴 叔子 常州宜興	zh	graph traversal, 2 hop(s)
Q45391373	6000000074703622009	諤 伯昌 婺州金華	zh	carries the clan seat 婺州金華, which is Chinese
Q45398704	6000000074703626178	鄭州管城	zh	carries the clan seat 鄭州管城, which is Chinese
Q45391516	6000000074703627034	祜 眉州通義	zh	graph traversal, 1 hop(s)
Q65903071	6000000074703636989	鎬 金華	zh	graph traversal, 3 hop(s)
Q45391513	6000000074703668938	釿 眉州通義	zh	graph traversal, 2 hop(s)
Q45391529	6000000074703686976	惟演 眉州通義	zh	graph traversal, 1 hop(s)
Q45365224	6000000074703703623	續 鎮江丹徒	zh	graph traversal, 1 hop(s)
Q10125565	6000000074703721018	抃 夢得 道卿 眉州眉山	zh	carries the clan seat 眉州眉山, which is Chinese
Q45391342	6000000074703751975	嶠 季真 常州宜興	zh	graph traversal, 2 hop(s)
Q45414162	6000000074703866896	恬 金華	zh	graph traversal, 6 hop(s)
Q45364756	6000000074703871909	眉州眉山	zh	carries the clan seat 眉州眉山, which is Chinese
Q45364673	6000000074703898863	眉州眉山	zh	carries the clan seat 眉州眉山, which is Chinese
Q45391396	6000000074703900853	籍 季文 眉州眉山	zh	carries the clan seat 眉州眉山, which is Chinese
Q45400353	6000000074703906389	覺 道濟 建昌南豐	zh	graph traversal, 2 hop(s)
Q45424980	6000000074703911858	栘 常州宜興	zh	graph traversal, 3 hop(s)
Q45363518	6000000074704023917	絪 趙州平棘	zh	carries the clan seat 趙州平棘, which is Chinese
Q45394872	6000000074704064296	縱 鎮江丹徒	zh	graph traversal, 1 hop(s)
Q45365214	6000000074704175091	天球 粹夫 宋州宋城	zh	carries the clan seat 宋州宋城, which is Chinese
Q45389175	6000000074704182824	紹恭 彥安 越州山陰	zh	carries the clan seat 越州山陰, which is Chinese
Q45359225	6000000074704214178	紆 鎮江丹徒	zh	graph traversal, 1 hop(s)
Q45373491	6000000074704284993	陟 宋州宋城	zh	carries the clan seat 宋州宋城, which is Chinese
Q45400351	6000000074704308053	曅 叔茂 建昌南豐	zh	graph traversal, 1 hop(s)
Q45400345	6000000074704393061	訏 泰州海陵	zh	graph traversal, 1 hop(s)
Q45363781	6000000074704424247	撫州臨川	zh	carries the clan seat 撫州臨川, which is Chinese
Q45362674	6000000074704427946	拯 仲仁 宋州宋城	zh	carries the clan seat 宋州宋城, which is Chinese
Q11091512	6000000074704476167	慥 端伯 泉州晉江	zh	carries the clan seat 泉州晉江, which is Chinese
Q45359067	6000000074704580830	朦 宋州宋城	zh	carries the clan seat 宋州宋城, which is Chinese
Q45364107	6000000074704610929	泉州晉江	zh	carries the clan seat 泉州晉江, which is Chinese
Q45425105	6000000074704682943	掄 湖州德清	zh	graph traversal, 4 hop(s)
Q45427382	6000000074704682990	耒 泉州晉江	zh	carries the clan seat 泉州晉江, which is Chinese
Q45425054	6000000074704694911	蘇州常熟	zh	graph traversal, 2 hop(s)
Q45380813	6000000074704709847	喚 茂昭 潤州金壇	zh	graph traversal, 3 hop(s)
Q45400342	6000000074704726863	穜 獻之 泉州晉江	zh	carries the clan seat 泉州晉江, which is Chinese
Q19653904	6000000074704750798	積善 弘農華陰	zh	carries the clan seat 弘農華陰, which is Chinese
Q45359441	6000000074704891966	珏 德全 湖州烏程	zh	graph traversal, 1 hop(s)
Q65801313	6000000074704929821	越州山陰	zh	carries the clan seat 越州山陰, which is Chinese
Q45402041	6000000074704961891	棣 儀仲 撫州臨川	zh	carries the clan seat 撫州臨川, which is Chinese
Q45389730	6000000074704977903	沆 撫州臨川	zh	carries the clan seat 撫州臨川, which is Chinese
Q45362897	6000000074705074024	護 福州侯官	zh	graph traversal, 5 hop(s)
Q45401731	6000000074705095052	伸 福州侯官	zh	graph traversal, 4 hop(s)
Q45359822	6000000074705219194	約 魏州莘縣	zh	graph traversal, 1 hop(s)
Q11541049	6000000074705361477	异 文殊 弘農華陰	zh	carries the clan seat 弘農華陰, which is Chinese
Q45427896	6000000074705519135	耆老 杭州錢塘	zh	carries the clan seat 杭州錢塘, which is Chinese
