geni_id	qid	name	property	verdict	model	reality
6000000012561575227	Q11382323		P734	extra		Q346569
6000000012562003977	Q18236076	Yoriyasu En'ya	P106	extra		Q1975935
6000000012562003977	Q18236076	Yoriyasu En'ya	P1814	extra		えんや よりやす
6000000012562003977	Q18236076	Yoriyasu En'ya	P2600	missing	6000000012562003977	
6000000012562003977	Q18236076	Yoriyasu En'ya	P2671	extra		/g/11b5q751q_
6000000012562003977	Q18236076	Yoriyasu En'ya	P569	extra		null
6000000012562003977	Q18236076	Yoriyasu En'ya	P734	extra		Q131148791
6000000012789160423	Q135579354	Tsusa-no-mikoto	P22	CONFLICT	Q86734749	Q135284917
6000000012789160423	Q135579354	Tsusa-no-mikoto	P2600	missing	6000000012789160423	
6000000012789160423	Q135579354	Tsusa-no-mikoto	P53	extra		Q11395856
6000000012789241315	Q86734749	Kushini-no-mikoto	P1038	extra		Q965742
6000000012789241315	Q86734749	Kushini-no-mikoto	P11250	extra		shinto:Kushiyatama-no-kami
6000000012789241315	Q86734749	Kushini-no-mikoto	P22	extra		Q11065428
6000000012789241315	Q86734749	Kushini-no-mikoto	P25	extra		Q106160485
6000000012789241315	Q86734749	Kushini-no-mikoto	P2600	missing	6000000012789241315	
6000000012789241315	Q86734749	Kushini-no-mikoto	P2671	extra		/g/11j00rppn7
6000000012789241315	Q86734749	Kushini-no-mikoto	P31	CONFLICT	Q5	Q524158
6000000012789241315	Q86734749	Kushini-no-mikoto	P40	missing	Q135579354	
6000000012789241315	Q86734749	Kushini-no-mikoto	P460	extra		Q17193127
6000000012789283534	Q135579355	Kushimikasaki-no-mikoto	P2600	missing	6000000012789283534	
6000000012789283534	Q135579355	Kushimikasaki-no-mikoto	P53	extra		Q11395856
6000000012789332311	Q135579359	Kushida-no-mikoto	P2600	missing	6000000012789332311	
6000000012789332311	Q135579359	Kushida-no-mikoto	P53	extra		Q11395856
6000000012789365875	Q135579360	Chiri-no-mikoto	P2600	missing	6000000012789365875	
6000000012789365875	Q135579360	Chiri-no-mikoto	P53	extra		Q11395856
6000000012789418407	Q55533077	Izumo-Furune-no-mikoto	P11250	extra		shinto:Izumo no Furune
6000000012789418407	Q55533077	Izumo-Furune-no-mikoto	P1196	extra		Q18663901
6000000012789418407	Q55533077	Izumo-Furune-no-mikoto	P1441	extra		Q813935
6000000012789418407	Q55533077	Izumo-Furune-no-mikoto	P22	CONFLICT	Q135579362	Q135579361
6000000012789418407	Q55533077	Izumo-Furune-no-mikoto	P2600	missing	6000000012789418407	
6000000012789418407	Q55533077	Izumo-Furune-no-mikoto	P2671	extra		/g/11g0ld26n5
6000000012789418407	Q55533077	Izumo-Furune-no-mikoto	P3373	extra		Q55533680
6000000012789418407	Q55533077	Izumo-Furune-no-mikoto	P40	extra		Q55533680
6000000012789418407	Q55533077	Izumo-Furune-no-mikoto	P734	extra		Q123400097
6000000012789429513	Q135579358	Kushimikatomi-no-mikoto	P2600	missing	6000000012789429513	
6000000012789429513	Q135579358	Kushimikatomi-no-mikoto	P53	extra		Q11395856
6000000012789489311	Q135579356	Kishitsuki-no-mikoto	P2600	missing	6000000012789489311	
6000000012789489311	Q135579356	Kishitsuki-no-mikoto	P53	extra		Q11395856
6000000012789539255	Q135579361	Morosu-no-mikoto	P2600	missing	6000000012789539255	
6000000012789539255	Q135579361	Morosu-no-mikoto	P40	CONFLICT	Q135579362	Q136908598;Q55533077;Q55533680
6000000012789539255	Q135579361	Morosu-no-mikoto	P53	extra		Q11395856
6000000019403016022	Q135579407	Yasutaka 52 Izumo-kokuso	P21	missing	Q6581097	
6000000019403016022	Q135579407	Yasutaka 52 Izumo-kokuso	P22	missing	Q135579406	
6000000019403016022	Q135579407	Yasutaka 52 Izumo-kokuso	P2600	missing	6000000019403016022	
6000000019403016022	Q135579407	Yasutaka 52 Izumo-kokuso	P40	missing	Q135579409;Q135579410;Q135579411	
6000000019403016022	Q135579407	Yasutaka 52 Izumo-kokuso	P53	extra		Q11395856
6000000019459119872	Q135579471	Takatoshi Senge	P21	missing	Q6581097	
6000000019459119872	Q135579471	Takatoshi Senge	P22	missing	Q135579464	
6000000019459119872	Q135579471	Takatoshi Senge	P2600	missing	6000000019459119872	
6000000019459119872	Q135579471	Takatoshi Senge	P40	missing	Q135579478	
6000000019459119872	Q135579471	Takatoshi Senge	P53	extra		Q11395856;Q135579748
6000000019459238863	Q135579410	Sadataka Hiraoka	P21	missing	Q6581097	
6000000019459238863	Q135579410	Sadataka Hiraoka	P22	missing	Q135579407	
6000000019459238863	Q135579410	Sadataka Hiraoka	P2600	missing	6000000019459238863	
6000000019459238863	Q135579410	Sadataka Hiraoka	P53	extra		Q11395856
6000000019459424477	Q135579411	Takakage Azuma	P21	missing	Q6581097	
6000000019459424477	Q135579411	Takakage Azuma	P22	missing	Q135579407	
6000000019459424477	Q135579411	Takakage Azuma	P2600	missing	6000000019459424477	
6000000019459424477	Q135579411	Takakage Azuma	P40	missing	Q135579418	
6000000019459424477	Q135579411	Takakage Azuma	P53	extra		Q11395856
6000000019459698488	Q135579409	Takatoki Izumo-kokuso	P21	missing	Q6581097	
6000000019459698488	Q135579409	Takatoki Izumo-kokuso	P22	missing	Q135579407	
6000000019459698488	Q135579409	Takatoki Izumo-kokuso	P2600	missing	6000000019459698488	
6000000019459698488	Q135579409	Takatoki Izumo-kokuso	P40	missing	Q135579414;Q135579415;Q135579416	
6000000019459698488	Q135579409	Takatoki Izumo-kokuso	P53	extra		Q11395856
6000000019459773306	Q135579415	Takamune Senge	P21	missing	Q6581097	
6000000019459773306	Q135579415	Takamune Senge	P22	missing	Q135579409	
6000000019459773306	Q135579415	Takamune Senge	P2600	missing	6000000019459773306	
6000000019459773306	Q135579415	Takamune Senge	P40	missing	Q135579420	
6000000019459773306	Q135579415	Takamune Senge	P53	extra		Q11395856
6000000019459822378	Q135579464	Naonobu Senge	P21	missing	Q6581097	
6000000019459822378	Q135579464	Naonobu Senge	P22	missing	Q135579455	
6000000019459822378	Q135579464	Naonobu Senge	P2600	missing	6000000019459822378	
6000000019459822378	Q135579464	Naonobu Senge	P40	missing	Q135579471;Q135579472	
6000000019459822378	Q135579464	Naonobu Senge	P53	extra		Q11395856
6000000019459850459	Q135579441	Takakuni Senge	P21	missing	Q6581097	
6000000019459850459	Q135579441	Takakuni Senge	P22	missing	Q135579424	
6000000019459850459	Q135579441	Takakuni Senge	P2600	missing	6000000019459850459	
6000000019459850459	Q135579441	Takakuni Senge	P40	missing	Q135579455	
6000000019459850459	Q135579441	Takakuni Senge	P53	extra		Q11395856
6000000019459854230	Q135579416	Sadataka Kitajima	P21	missing	Q6581097	
6000000019459854230	Q135579416	Sadataka Kitajima	P22	missing	Q135579409	
6000000019459854230	Q135579416	Sadataka Kitajima	P2600	missing	6000000019459854230	
6000000019459854230	Q135579416	Sadataka Kitajima	P40	missing	Q135579421	
6000000019459854230	Q135579416	Sadataka Kitajima	P53	extra		Q11395856;Q135579737
6000000019459881225	Q135579455	Mochikuni Senge	P21	missing	Q6581097	
6000000019459881225	Q135579455	Mochikuni Senge	P22	missing	Q135579441	
6000000019459881225	Q135579455	Mochikuni Senge	P2600	missing	6000000019459881225	
6000000019459881225	Q135579455	Mochikuni Senge	P40	missing	Q135579464	
6000000019459881225	Q135579455	Mochikuni Senge	P53	extra		Q11395856
6000000019459924115	Q135579420	Naokuni Senge	P21	missing	Q6581097	
6000000019459924115	Q135579420	Naokuni Senge	P22	missing	Q135579415	
6000000019459924115	Q135579420	Naokuni Senge	P2600	missing	6000000019459924115	
6000000019459924115	Q135579420	Naokuni Senge	P53	extra		Q11395856
6000000019460072018	Q135579414	Kiyotaka Izumo	P21	missing	Q6581097	
6000000019460072018	Q135579414	Kiyotaka Izumo	P22	missing	Q135579409	
6000000019460072018	Q135579414	Kiyotaka Izumo	P2600	missing	6000000019460072018	
6000000019460072018	Q135579414	Kiyotaka Izumo	P53	extra		Q11395856
6000000019460177052	Q135579478	Toyotoshi Senge	P21	missing	Q6581097	
6000000019460177052	Q135579478	Toyotoshi Senge	P22	missing	Q135579471	
6000000019460177052	Q135579478	Toyotoshi Senge	P2600	missing	6000000019460177052	
6000000019460177052	Q135579478	Toyotoshi Senge	P53	extra		Q11395856;Q135579748
6000000227331577963	Q135579499	Toyomi 74 Senge	P21	missing	Q6581097	
6000000227331577963	Q135579499	Toyomi 74 Senge	P22	missing	Q135579493	
6000000227331577963	Q135579499	Toyomi 74 Senge	P2600	missing	6000000227331577963	
6000000227331577963	Q135579499	Toyomi 74 Senge	P53	extra		Q11395856;Q135579748
6000000227331577978	Q135579462	Yasunori Higashi	P21	missing	Q6581097	
6000000227331577978	Q135579462	Yasunori Higashi	P22	missing	Q135579454	
6000000227331577978	Q135579462	Yasunori Higashi	P2600	missing	6000000227331577978	
6000000227331577978	Q135579462	Yasunori Higashi	P40	missing	Q135579470	
6000000227331577978	Q135579462	Yasunori Higashi	P53	extra		Q11395856
6000000227331605900	Q135579494	Takafusa 69 Senge	P21	missing	Q6581097	
6000000227331605900	Q135579494	Takafusa 69 Senge	P22	missing	Q135579490	
6000000227331605900	Q135579494	Takafusa 69 Senge	P2600	missing	6000000227331605900	
6000000227331605900	Q135579494	Takafusa 69 Senge	P53	extra		Q11395856;Q135579748
6000000227331607945	Q135579404	Masataka 50 Izumo	P21	missing	Q6581097	
6000000227331607945	Q135579404	Masataka 50 Izumo	P22	missing	Q135579402	
6000000227331607945	Q135579404	Masataka 50 Izumo	P2600	missing	6000000227331607945	
6000000227331607945	Q135579404	Masataka 50 Izumo	P40	missing	Q135579406	
6000000227331607945	Q135579404	Masataka 50 Izumo	P53	extra		Q11395856
6000000227331611963	Q135579418	Tokitaka Azuma	P21	missing	Q6581097	
6000000227331611963	Q135579418	Tokitaka Azuma	P22	missing	Q135579411	
6000000227331611963	Q135579418	Tokitaka Azuma	P2600	missing	6000000227331611963	
6000000227331611963	Q135579418	Tokitaka Azuma	P40	missing	Q135579423	
6000000227331611963	Q135579418	Tokitaka Azuma	P53	extra		Q11395856
6000000227331619947	Q135579389	Kunitake 41 Izumo	P21	missing	Q6581097	
6000000227331619947	Q135579389	Kunitake 41 Izumo	P22	missing	Q135579388	
6000000227331619947	Q135579389	Kunitake 41 Izumo	P2600	missing	6000000227331619947	
6000000227331619947	Q135579389	Kunitake 41 Izumo	P40	missing	Q135579391	
6000000227331619947	Q135579389	Kunitake 41 Izumo	P53	extra		Q11395856
6000000227331623899	Q135579493	Munetoshi 71 Senge	P21	missing	Q6581097	
6000000227331623899	Q135579493	Munetoshi 71 Senge	P2600	missing	6000000227331623899	
6000000227331623899	Q135579493	Munetoshi 71 Senge	P40	missing	Q135579498;Q135579499	
6000000227331623899	Q135579493	Munetoshi 71 Senge	P53	extra		Q11395856;Q135579748
6000000227331623962	Q135579399	Munetaka 47 Izumo	P21	missing	Q6581097	
6000000227331623962	Q135579399	Munetaka 47 Izumo	P22	missing	Q135579397	
6000000227331623962	Q135579399	Munetaka 47 Izumo	P2600	missing	6000000227331623962	
6000000227331623962	Q135579399	Munetaka 47 Izumo	P40	missing	Q135579400	
6000000227331623962	Q135579399	Munetaka 47 Izumo	P53	extra		Q11395856
6000000227331650867	Q135579500	Higashisadatsune Senge	P21	missing	Q6581097	
6000000227331650867	Q135579500	Higashisadatsune Senge	P22	missing	Q135579495	
6000000227331650867	Q135579500	Higashisadatsune Senge	P2600	missing	6000000227331650867	
6000000227331650867	Q135579500	Higashisadatsune Senge	P40	missing	Q135579505	
6000000227331650867	Q135579500	Higashisadatsune Senge	P53	extra		Q11395856
6000000227331674896	Q135579490	Nobutoshi Higashi	P21	missing	Q6581097	
6000000227331674896	Q135579490	Nobutoshi Higashi	P22	missing	Q135579486	
6000000227331674896	Q135579490	Nobutoshi Higashi	P2600	missing	6000000227331674896	
6000000227331674896	Q135579490	Nobutoshi Higashi	P40	missing	Q135579494;Q135579495	
6000000227331674896	Q135579490	Nobutoshi Higashi	P53	extra		Q11395856
6000000227331674921	Q135579498	Toyomasa 73 Senge	P21	missing	Q6581097	
6000000227331674921	Q135579498	Toyomasa 73 Senge	P22	missing	Q135579493	
6000000227331674921	Q135579498	Toyomasa 73 Senge	P2600	missing	6000000227331674921	
6000000227331674921	Q135579498	Toyomasa 73 Senge	P53	extra		Q11395856;Q135579748
6000000227331690863	Q135579508	Toshihide 76 Senge	P21	missing	Q6581097	
6000000227331690863	Q135579508	Toshihide 76 Senge	P22	missing	Q135579505	
6000000227331690863	Q135579508	Toshihide 76 Senge	P2600	missing	6000000227331690863	
6000000227331690863	Q135579508	Toshihide 76 Senge	P53	extra		Q11395856;Q135579748
6000000227331690912	Q135579486	Sadanobu Higashi	P21	missing	Q6581097	
6000000227331690912	Q135579486	Sadanobu Higashi	P22	missing	Q135579483	
6000000227331690912	Q135579486	Sadanobu Higashi	P2600	missing	6000000227331690912	
6000000227331690912	Q135579486	Sadanobu Higashi	P40	missing	Q135579490	
6000000227331690912	Q135579486	Sadanobu Higashi	P53	extra		Q11395856
6000000227331694933	Q135579454	Takanori Higashi	P21	missing	Q6581097	
6000000227331694933	Q135579454	Takanori Higashi	P22	missing	Q135579434	
6000000227331694933	Q135579454	Takanori Higashi	P2600	missing	6000000227331694933	
6000000227331694933	Q135579454	Takanori Higashi	P40	missing	Q135579462	
6000000227331694933	Q135579454	Takanori Higashi	P53	extra		Q11395856
6000000227331698868	Q135579495	Naoharu 70 Senge	P21	missing	Q6581097	
6000000227331698868	Q135579495	Naoharu 70 Senge	P22	missing	Q135579490	
6000000227331698868	Q135579495	Naoharu 70 Senge	P2600	missing	6000000227331698868	
6000000227331698868	Q135579495	Naoharu 70 Senge	P40	missing	Q135579500	
6000000227331698868	Q135579495	Naoharu 70 Senge	P53	extra		Q11395856;Q135579748
6000000227331698934	Q135579483	Yoshiakira Higashi	P21	missing	Q6581097	
6000000227331698934	Q135579483	Yoshiakira Higashi	P22	missing	Q135579477	
6000000227331698934	Q135579483	Yoshiakira Higashi	P2600	missing	6000000227331698934	
6000000227331698934	Q135579483	Yoshiakira Higashi	P40	missing	Q135579486	
6000000227331698934	Q135579483	Yoshiakira Higashi	P53	extra		Q11395856
6000000227331711977	Q135579377	Hitonaga 30 Izumo	P21	missing	Q6581097	
6000000227331711977	Q135579377	Hitonaga 30 Izumo	P22	missing	Q95161959	
6000000227331711977	Q135579377	Hitonaga 30 Izumo	P2600	missing	6000000227331711977	
6000000227331711977	Q135579377	Hitonaga 30 Izumo	P40	missing	Q135579380	
6000000227331711977	Q135579377	Hitonaga 30 Izumo	P53	extra		Q11395856
6000000227331719906	Q135579470	Anatsuu Higashi	P21	missing	Q6581097	
6000000227331719906	Q135579470	Anatsuu Higashi	P22	missing	Q135579462	
6000000227331719906	Q135579470	Anatsuu Higashi	P2600	missing	6000000227331719906	
6000000227331719906	Q135579470	Anatsuu Higashi	P40	missing	Q135579477	
6000000227331719906	Q135579470	Anatsuu Higashi	P53	extra		Q11395856
6000000227331729823	Q135579505	Toshikatsu 75 Senge	P21	missing	Q6581097	
6000000227331729823	Q135579505	Toshikatsu 75 Senge	P22	missing	Q135579500	
6000000227331729823	Q135579505	Toshikatsu 75 Senge	P2600	missing	6000000227331729823	
6000000227331729823	Q135579505	Toshikatsu 75 Senge	P40	missing	Q135579508	
6000000227331729823	Q135579505	Toshikatsu 75 Senge	P53	extra		Q11395856;Q135579748
6000000227331729891	Q135579400	Takafusa 48 Izumo	P21	missing	Q6581097	
6000000227331729891	Q135579400	Takafusa 48 Izumo	P22	missing	Q135579399	
6000000227331729891	Q135579400	Takafusa 48 Izumo	P2600	missing	6000000227331729891	
6000000227331729891	Q135579400	Takafusa 48 Izumo	P40	missing	Q135579402	
6000000227331729891	Q135579400	Takafusa 48 Izumo	P53	extra		Q11395856
6000000227331730867	Q135579397	Kanetada 45 Izumo	P21	missing	Q6581097	
6000000227331730867	Q135579397	Kanetada 45 Izumo	P22	missing	Q135579395	
6000000227331730867	Q135579397	Kanetada 45 Izumo	P2600	missing	6000000227331730867	
6000000227331730867	Q135579397	Kanetada 45 Izumo	P40	missing	Q135579399	
6000000227331730867	Q135579397	Kanetada 45 Izumo	P53	extra		Q11395856
6000000227331730906	Q135579463	Shigeyasu Takaoka	P21	missing	Q6581097	
6000000227331730906	Q135579463	Shigeyasu Takaoka	P2600	missing	6000000227331730906	
6000000227331730906	Q135579463	Shigeyasu Takaoka	P53	extra		Q11395856
6000000227331756829	Q135579481	Yoshihiro 65 Senge	P21	missing	Q6581097	
6000000227331756829	Q135579481	Yoshihiro 65 Senge	P22	missing	Q135579477	
6000000227331756829	Q135579481	Yoshihiro 65 Senge	P2600	missing	6000000227331756829	
6000000227331756829	Q135579481	Yoshihiro 65 Senge	P53	extra		Q11395856;Q135579748
6000000227331762828	Q135579477	Yoshikatsu 64 Senge	P21	missing	Q6581097	
6000000227331762828	Q135579477	Yoshikatsu 64 Senge	P22	missing	Q135579470	
6000000227331762828	Q135579477	Yoshikatsu 64 Senge	P2600	missing	6000000227331762828	
6000000227331762828	Q135579477	Yoshikatsu 64 Senge	P40	missing	Q135579481;Q135579483	
6000000227331762828	Q135579477	Yoshikatsu 64 Senge	P53	extra		Q11395856;Q135579748
6000000227331789887	Q135579388	Kuniaki 40 Izumo	P21	missing	Q6581097	
6000000227331789887	Q135579388	Kuniaki 40 Izumo	P22	missing	Q135579387	
6000000227331789887	Q135579388	Kuniaki 40 Izumo	P2600	missing	6000000227331789887	
6000000227331789887	Q135579388	Kuniaki 40 Izumo	P40	missing	Q135579389	
6000000227331789887	Q135579388	Kuniaki 40 Izumo	P53	extra		Q11395856
6000000227331796880	Q135579391	Yukikane 42 Izumo	P21	missing	Q6581097	
6000000227331796880	Q135579391	Yukikane 42 Izumo	P22	missing	Q135579389	
6000000227331796880	Q135579391	Yukikane 42 Izumo	P2600	missing	6000000227331796880	
6000000227331796880	Q135579391	Yukikane 42 Izumo	P40	missing	Q135579394;Q135579395	
6000000227331796880	Q135579391	Yukikane 42 Izumo	P53	extra		Q11395856
6000000227331840857	Q135579402	Takatsuna 49 Izumo	P21	missing	Q6581097	
6000000227331840857	Q135579402	Takatsuna 49 Izumo	P22	missing	Q135579400	
6000000227331840857	Q135579402	Takatsuna 49 Izumo	P2600	missing	6000000227331840857	
6000000227331840857	Q135579402	Takatsuna 49 Izumo	P40	missing	Q135579404	
6000000227331840857	Q135579402	Takatsuna 49 Izumo	P53	extra		Q11395856
6000000227331845853	Q135579423	Takataka Azuma	P21	missing	Q6581097	
6000000227331845853	Q135579423	Takataka Azuma	P22	missing	Q135579418	
6000000227331845853	Q135579423	Takataka Azuma	P2600	missing	6000000227331845853	
6000000227331845853	Q135579423	Takataka Azuma	P40	missing	Q135579434	
6000000227331845853	Q135579423	Takataka Azuma	P53	extra		Q11395856
6000000227331852838	Q135579406	Yoshitaka 51 Izumo	P21	missing	Q6581097	
6000000227331852838	Q135579406	Yoshitaka 51 Izumo	P22	missing	Q135579404	
6000000227331852838	Q135579406	Yoshitaka 51 Izumo	P2600	missing	6000000227331852838	
6000000227331852838	Q135579406	Yoshitaka 51 Izumo	P40	missing	Q135579407	
6000000227331852838	Q135579406	Yoshitaka 51 Izumo	P53	extra		Q11395856
6000000227331852896	Q135579374	Obitake 23 Izumo	P21	missing	Q6581097	
6000000227331852896	Q135579374	Obitake 23 Izumo	P22	missing	Q135579373	
6000000227331852896	Q135579374	Obitake 23 Izumo	P2600	missing	6000000227331852896	
6000000227331852896	Q135579374	Obitake 23 Izumo	P40	missing	Q95161958	
6000000227331852896	Q135579374	Obitake 23 Izumo	P53	extra		Q11395856
6000000227331880928	Q123511663	Raihita no Wiho 14 no Mikoto	P11250	extra		shinto:キヒサツミ
6000000227331880928	Q123511663	Raihita no Wiho 14 no Mikoto	P21	missing	Q6581097	
6000000227331880928	Q123511663	Raihita no Wiho 14 no Mikoto	P2600	missing	6000000227331880928	
6000000227331880928	Q123511663	Raihita no Wiho 14 no Mikoto	P31	CONFLICT	Q5	Q524158
6000000227331880928	Q123511663	Raihita no Wiho 14 no Mikoto	P40	missing	Q135579366	
6000000227331882876	Q135579381	Toyomochi 34 Izumo	P21	missing	Q6581097	
6000000227331882876	Q135579381	Toyomochi 34 Izumo	P22	missing	Q135579380	
6000000227331882876	Q135579381	Toyomochi 34 Izumo	P2600	missing	6000000227331882876	
6000000227331882876	Q135579381	Toyomochi 34 Izumo	P40	missing	Q135579382	
6000000227331882876	Q135579381	Toyomochi 34 Izumo	P53	extra		Q11395856
6000000227331884904	Q135579386	Harutoshi 38 Izumo	P21	missing	Q6581097	
6000000227331884904	Q135579386	Harutoshi 38 Izumo	P22	missing	Q135579385	
6000000227331884904	Q135579386	Harutoshi 38 Izumo	P2600	missing	6000000227331884904	
6000000227331884904	Q135579386	Harutoshi 38 Izumo	P40	missing	Q135579387	
6000000227331884904	Q135579386	Harutoshi 38 Izumo	P53	extra		Q11395856
6000000227331885873	Q135579387	Yoshitada 39 Izumo	P21	missing	Q6581097	
6000000227331885873	Q135579387	Yoshitada 39 Izumo	P22	missing	Q135579386	
6000000227331885873	Q135579387	Yoshitada 39 Izumo	P2600	missing	6000000227331885873	
6000000227331885873	Q135579387	Yoshitada 39 Izumo	P40	missing	Q135579388	
6000000227331885873	Q135579387	Yoshitada 39 Izumo	P53	extra		Q11395856
6000000227331888821	Q135579434	Sadayori Higashi	P21	missing	Q6581097	
6000000227331888821	Q135579434	Sadayori Higashi	P22	missing	Q135579423	
6000000227331888821	Q135579434	Sadayori Higashi	P2600	missing	6000000227331888821	
6000000227331888821	Q135579434	Sadayori Higashi	P40	missing	Q135579454	
6000000227331888821	Q135579434	Sadayori Higashi	P53	extra		Q11395856
6000000227331888918	Q135579369	Funei 19 Izumo	P21	missing	Q6581097	
6000000227331888918	Q135579369	Funei 19 Izumo	P22	missing	Q135579368	
6000000227331888918	Q135579369	Funei 19 Izumo	P2600	missing	6000000227331888918	
6000000227331888918	Q135579369	Funei 19 Izumo	P40	missing	Q135579370	
6000000227331888918	Q135579369	Funei 19 Izumo	P53	extra		Q11395856
6000000227331898861	Q135579371	Miho 21 Izumo	P21	missing	Q6581097	
6000000227331898861	Q135579371	Miho 21 Izumo	P22	missing	Q135579370	
6000000227331898861	Q135579371	Miho 21 Izumo	P2600	missing	6000000227331898861	
6000000227331898861	Q135579371	Miho 21 Izumo	P40	missing	Q135579373	
6000000227331898861	Q135579371	Miho 21 Izumo	P53	extra		Q11395856
6000000227331898875	Q135579370	Ihohiku 20 Izumo	P21	missing	Q6581097	
6000000227331898875	Q135579370	Ihohiku 20 Izumo	P22	missing	Q135579369	
6000000227331898875	Q135579370	Ihohiku 20 Izumo	P2600	missing	6000000227331898875	
6000000227331898875	Q135579370	Ihohiku 20 Izumo	P40	missing	Q135579371	
6000000227331898875	Q135579370	Ihohiku 20 Izumo	P53	extra		Q11395856
6000000227331911824	Q135579367	Miyamukasu 17 Ashinazu-ni-Mikoto	P21	missing	Q6581097	
6000000227331911824	Q135579367	Miyamukasu 17 Ashinazu-ni-Mikoto	P22	missing	Q55406423	
6000000227331911824	Q135579367	Miyamukasu 17 Ashinazu-ni-Mikoto	P2600	missing	6000000227331911824	
6000000227331911824	Q135579367	Miyamukasu 17 Ashinazu-ni-Mikoto	P40	missing	Q135579368	
6000000227331911824	Q135579367	Miyamukasu 17 Ashinazu-ni-Mikoto	P53	extra		Q11395856
6000000227331915821	Q135579395	Kanemune 44 Izumo	P21	missing	Q6581097	
6000000227331915821	Q135579395	Kanemune 44 Izumo	P22	missing	Q135579391	
6000000227331915821	Q135579395	Kanemune 44 Izumo	P2600	missing	6000000227331915821	
6000000227331915821	Q135579395	Kanemune 44 Izumo	P40	missing	Q135579397	
6000000227331915821	Q135579395	Kanemune 44 Izumo	P53	extra		Q11395856
6000000227331924854	Q95161958	Ka'an 24 Izumo	P22	missing	Q135579374	
6000000227331924854	Q95161958	Ka'an 24 Izumo	P2600	missing	6000000227331924854	
6000000227331924854	Q95161958	Ka'an 24 Izumo	P2671	extra		/g/11ftwcd6x0
6000000227331924854	Q95161958	Ka'an 24 Izumo	P39	extra		Q11395856
6000000227331924854	Q95161958	Ka'an 24 Izumo	P40	missing	Q95161949	Q92924732
6000000227331924854	Q95161958	Ka'an 24 Izumo	P569	extra		+0650-00-00/7
6000000227331939856	Q135579385	Ujihiro 36 Izumo	P21	missing	Q6581097	
6000000227331939856	Q135579385	Ujihiro 36 Izumo	P22	missing	Q135579384	
6000000227331939856	Q135579385	Ujihiro 36 Izumo	P2600	missing	6000000227331939856	
6000000227331939856	Q135579385	Ujihiro 36 Izumo	P40	missing	Q135579386	
6000000227331939856	Q135579385	Ujihiro 36 Izumo	P53	extra		Q11395856
6000000227331940846	Q135579380	Tabito 33 Izumo	P21	missing	Q6581097	
6000000227331940846	Q135579380	Tabito 33 Izumo	P22	missing	Q135579377	
