geni_id	descendants	ancestors	blood_relatives	family_tree	followers	at
6000000044431322731	1662	15000	15000	15000	8	2026-09-14T17:21:32.385Z
6000000075865111899	144	14051	15000	15000	3	2026-09-14T17:16:13.941Z
6000000184036275900	41	14783	15000	11648	2	2026-09-14T17:23:24.133Z
6000000071740273018	35	13915	15000	15000	2	2026-09-14T17:21:07.119Z
6000000017927209196	25	6805	15000	3697	2	2026-09-14T17:18:08.169Z
6000000011146613707	21	13616	15000	15000	2	2026-09-14T17:15:47.025Z
6000000013344198446	19	15000	15000	15000	3	2026-09-14T17:16:39.842Z
6000000205236830890	14	15000	15000	2265	1	2026-09-14T17:20:11.000Z
6000000218597375849	14	13204	15000	15000	1	2026-09-14T17:22:34.453Z
6000000223233522326	13	15000	15000	15000	1	2026-09-14T17:20:38.856Z
6000000223808662631	12	6088	15000	8504	1	2026-09-14T17:17:11.716Z
6000000041099322963	5	15000	15000	15000	1	2026-09-14T17:17:08.421Z
6000000015531779825	2	11202	15000	1698	2	2026-09-14T17:18:51.961Z
6000000109023247874	0	8221	15000	585	1	2026-09-14T17:15:09.920Z
6000000050954222119	0	10229	15000	9640	1	2026-09-14T17:15:22.608Z
6000000001421982882	0	9499	15000	11982	2	2026-09-14T17:15:26.808Z
6000000182964718118	0	14758	15000	15000	1	2026-09-14T17:16:00.230Z
6000000020921277768	0	9282	15000	7301	9	2026-09-14T17:16:26.981Z
6000000019404491371	0	15000	15000	2604	1	2026-09-14T17:16:54.248Z
6000000182965087091	0	15000	15000	9013	1	2026-09-14T17:17:23.474Z
6000000008908826057	0	13839	15000	6251	0	2026-09-14T17:17:41.719Z
6000000208328985317	0	10704	15000	7183	1	2026-09-14T17:17:52.548Z
6000000137667379821	0	10782	15000	6506	1	2026-09-14T17:18:04.102Z
6000000207710230342	0	15000	15000	15000	1	2026-09-14T17:18:19.084Z
6000000223807667958	0	14410	15000	15000	1	2026-09-14T17:18:38.182Z
6000000032910638863	0	9449	15000	6987	1	2026-09-14T17:19:03.630Z
6000000135541682867	0	14772	15000	15000	3	2026-09-14T17:19:39.841Z
6000000095095246821	0	8909	15000	2646	2	2026-09-14T17:19:59.664Z
6000000223868973630	0	15000	15000	15000	1	2026-09-14T17:20:24.208Z
6000000019004808542	0	14894	15000	15000	1	2026-09-14T17:20:53.713Z
6000000014220503330	0	6502	15000	2634	3	2026-09-14T17:21:17.923Z
6000000021569068567	0	15000	15000	15000	1	2026-09-14T17:21:44.487Z
6000000115186431833	0	14227	15000	15000	1	2026-09-14T17:21:56.178Z
6000000024670316999	0	14301	15000	15000	1	2026-09-14T17:22:08.441Z
6000000019005044362	0	13124	15000	15000	1	2026-09-14T17:22:21.930Z
6000000160959611833	0	10137	15000	13735	1	2026-09-14T17:22:47.270Z
6000000049583366942	0	2344	15000	637	1	2026-09-14T17:22:52.278Z
6000000011278910287	0	15000	15000	15000	1	2026-09-14T17:23:10.411Z
6000000181077513846	0	7758	15000	1858	1	2026-09-14T17:23:35.783Z
