a_qid	b_qid	a_name	b_name	hops	people_to_create	via
Q18228691	Q12360621	Ture Nilsson Bielke	Christina Catherina De la Gardie	4	3	6000000008415609134;6000000008415188200;6000000000182082027
Q18228691	Q128043661	Ture Nilsson Bielke	Erik Gustaf Stenbock	4	3	6000000008415609134;6000000008415188200;6000000000182082027
Q136375935	Q11854977	Ture Bengtsson Ribbing RSO	Carl Falkenberg af Trystorp	4	3	6000000008366817417;6000000008161240865;6000000008161385579
Q136375935	Q103773947	Ture Bengtsson Ribbing RSO	Ebba Jacquette Sparre	4	3	6000000008366817417;6000000008161240865;6000000008161385579
Q112161299	Q127270495	Andreas Haraldsson Wising	Helena (Elin) Königsdotter	4	3	6000000007675883553;6000000006595825517;6000000007920792258
Q112161299	Q116779732	Andreas Haraldsson Wising	Jonas Olofsson Gammal	4	3	6000000007675883553;6000000006595825517;6000000006595813437
Q112161299	Q5605668	Andreas Haraldsson Wising	Petrus Eliae Gavelius till Lidboholm	4	3	6000000007675883553;6000000046751478093;6000000010807476638
Q105705007	Q73762349	Jakob Edgren	Susanna Meisner	4	3	6000000030384260673;6000000000583643059;6000000001864870637
Q105705007	Q68430192	Jakob Edgren	Jonas Gustafsson Cajanus	4	3	6000000030384260673;6000000000583643059;6000000010760135378
Q116141658	Q117007343	Mathilda Horn af Åminne	Claes Horn	4	3	6000000006128061904;6000000012712297347;6000000009036467920
Q115870620	Q112970892	Katarina Eriksdotter Slang till Balkis	Anna Boije af Gennäs	4	3	6000000001343384419;6000000001343274451;6000000001037746266
Q109835791	Q126281366	Jonas Jonsson Bure	Ulrika Fredrika Piper	4	3	6000000006127550579;6000000006127557060;6000000020839153855
Q6014602	Q6014618	Olof Nordenfeldt	Enar Vilhelm Nordenfelt	4	3	6000000013344659670;2247294;2249131
Q97963406	Q105705577	Anna Johanna Samuelsdotter Forsén	Lars Henriksson Sacklinius	4	3	6000000010110021754;6000000010110055174;6000000010109768115
Q97963406	Q53858175	Anna Johanna Samuelsdotter Forsén	Simon Jakob Wennerstedt	4	3	6000000020389265249;6000000040754927084;6000000029137307213
Q116761073	Q111424504	Johan Nordenfelt	Magdalena Robsahm	4	3	6000000007366278205;6000000008503451501;6000000012267291285
Q5040021	Q123668541	Carl Daniel Ekman	Alida Dorothea Indebetou	4	3	6000000005021757798;6000000008258069758;6000000008260659627
Q128045629	Q115974234	Per Reinhold Söderhielm	Christina Elenora Börstelia	4	3	6000000002057920394;6000000012566732488;6000000002057995919
Q6014618	Q5805065	Enar Vilhelm Nordenfelt	Lars Hierta till Häggatorp	4	3	6000000001994951163;6000000008507926141;6000000008508097243
Q6014618	Q122962093	Enar Vilhelm Nordenfelt	Maria Christina Bonde till Borrö och Jula	4	3	6000000001994951163;6000000008507926141;6000000008508097243
Q6014618	Q110457015	Enar Vilhelm Nordenfelt	Cecilia Nordenfeldt	4	3	2249131;2247294;6000000013344659670
Q6014618	Q6014594	Enar Vilhelm Nordenfelt	Olof Nordenfeldt	4	3	2249131;2247294;6000000013344659670
Q19822664	Q140428644	Olof Adlerberg till Säby	Henrik Geijer	4	3	6000000019028120435;6000000007791583392;6000000006429443033
Q19822664	Q53093056	Olof Adlerberg till Säby	Gustaf Wilhelm von Köhler till Vilsta	4	3	6000000013081298656;6000000013081439309;6000000013081278653
Q115631695	Q10608167	Anna Königsdotter	Olaus Persson	4	3	6000000003684977429;6000000031671058617;6000000007511892894
Q115631695	Q6082487	Anna Königsdotter	Nicolaus Iohannis Johansson Jr.	4	3	6000000003684977429;6000000007694730563;284146109110005997
Q22670971	Q99301955	Christina Anna Svantesdotter Banér till Gamla Karleby	Per Nilsson till Säby	4	3	6000000006944924061;6000000003891272255;6000000013300341888
Q22670971	Q103774060	Christina Anna Svantesdotter Banér till Gamla Karleby	Brita Stensdotter Leijonhufvud till Visingsborg	4	3	6000000006944924061;6000000003891133580;6000000003733036105
Q22670971	Q12360621	Christina Anna Svantesdotter Banér till Gamla Karleby	Christina Catherina De la Gardie	4	3	6000000008415609134;6000000008415188200;6000000000182082027
Q22670971	Q128043661	Christina Anna Svantesdotter Banér till Gamla Karleby	Erik Gustaf Stenbock	4	3	6000000008415609134;6000000008415188200;6000000000182082027
Q110505403	Q128803924	Barbro Stiernfelt	Anna Christina Claesdotter Slatte	4	3	6000000012951910984;6000000013296507689;6000000013296621451
Q116779732	Q123977835	Jonas Olofsson Gammal	Per Gudmund Lindencrona	4	3	6000000006595807724;6000000011514614540;6000000012499132410
Q116779732	Q127270495	Jonas Olofsson Gammal	Helena (Elin) Königsdotter	4	3	6000000006595813437;6000000006595825517;6000000007920792258
Q116779732	Q16649267	Jonas Olofsson Gammal	Elias Pedersson Pedersson Gavelius	4	3	6000000006595813437;6000000006595825517;6000000046751478093
Q99301955	Q103774060	Per Nilsson till Säby	Brita Stensdotter Leijonhufvud till Visingsborg	4	3	6000000013300341888;6000000003891133580;6000000003733036105
Q53818369	Q79163190	Beata Charlotta Wennerstedt	Andreas Olderman	4	3	6000000008392871355;6000000012501647369;6000000009914082307
Q53818369	Q133445424	Beata Charlotta Wennerstedt	Anna Gerdes	4	3	6000000008392871355;6000000012501647369;6000000009914082307
Q53818369	Q110505296	Beata Charlotta Wennerstedt	Helena Swebilia	4	3	6000000008392871355;6000000012501647369;6000000012501660382
Q53818369	Q53858175	Beata Charlotta Wennerstedt	Simon Jakob Wennerstedt	4	3	6000000009969443102;6000000040754927084;6000000029137307213
Q53818369	Q4069675	Beata Charlotta Wennerstedt		4	3	6000000009969443102;6000000009969541205;6000000009968931168
Q104550242	Q126995669	Claes Hansson Wachtmeister	Sophie Elisabeth von Lieven	4	3	6000000007522203204;6000000012118867657;6000000008753867642
Q49104593	Q110950823	Claes Christoffer Ekeblad	Otto Henrik Adam Lagerberg	4	3	6000000006127598615;6000000008780163083;6000000018667325797
Q49104593	Q118496209	Claes Christoffer Ekeblad	Claes Sven Lagerberg	4	3	6000000006127598615;6000000008780163083;6000000018667325797
Q5613467	Q23009813	Gustaf Cronhielm af Flosta	Erik Gustaf Lindencrona	4	3	6000000008846578311;6000000006127601876;6000000008851983734
Q5613467	Q5715550	Gustaf Cronhielm af Flosta	Ulrik Gustaf Lindencrona	4	3	6000000008846578311;6000000006127601876;6000000008851983734
Q5613467	Q53092130	Gustaf Cronhielm af Flosta	Georg Reinhold von Köhler	4	3	6000000008178103926;6000000013081430247;6000000008506586138
Q5613467	Q5756980	Gustaf Cronhielm af Flosta	Albrekt Gerner	4	3	6000000008178103926;6000000013081278653;6000000013081439309
Q5613467	Q98545629	Gustaf Cronhielm af Flosta	Anna Gyllenborg	4	3	6000000008178103926;6000000013081278653;6000000013081439309
Q123178226	Q5581529	Mats Kagg	Carl Filipsson Bonde af Laihela till Laihela	4	3	6000000006127223221;6000000007353427898;6000000007511906443
Q123178226	Q138661554	Mats Kagg	Gustaf Berling Berencreutz	4	3	6000000008769078223;6000000008787909846;6000000031731020188
Q137806522	Q137613807	Carl von Numers	Christoffer Freudenberg	4	3	6000000008385595891;6000000017516769150;6000000017670832620
Q137806522	Q5629850	Carl von Numers	Petrus Ekerman	4	3	6000000008391104730;6000000021327773121;6000000008391184274
Q137806522	Q66086126	Carl von Numers	Anna Törner	4	3	6000000008391104730;6000000021327773121;6000000008391184274
Q137806522	Q5562596	Carl von Numers	Pehr Fabian Aurivillius	4	3	6000000008391104730;6000000021327773121;6000000008391184274
Q4980659	Q5557702	Margareta Hansdotter	Johannes Olofsson	4	3	5085563125980043506;4063046;6000000000161702795
Q4980659	Q117185256	Margareta Hansdotter	Samuel Troilius	4	3	5085563125980043506;4377259;6000000006595648939
Q4980659	Q1168365	Margareta Hansdotter	Samuel Olofsson Troilius	4	3	6000000005436567477;284133423960001043;6000000002810895810
Q4980659	Q111628527	Margareta Hansdotter	Petrus Klementsson	4	3	3679726;6000000002797426903;6000000002797426918
Q4980659	Q639832	Margareta Hansdotter	Laurentius Matthiæ Mattsson	4	3	3679726;6000000007648530742;6000000007645338406
Q4980659	Q110322713	Margareta Hansdotter	Kristina Jakobsdotter Zebrozynthius	4	3	3679726;6000000007648530742;6000000007645338406
Q5427694	Q5952020	Fabian Wrede af Elimä	Axel Lillie	4	3	6000000006127307137;6000000001920917200;6000000007960793918
Q5427694	Q4989787	Fabian Wrede af Elimä	Maria Elisabet Stenbock	4	3	6000000006127307137;6000000001920917200;6000000007960793918
Q5427694	Q103410175	Fabian Wrede af Elimä	Johan Gabriel Sack	4	3	6000000006127307137;6000000001920917200;6000000007960793918
Q96183001	Q6180436	Jacob Lenæus	Samuel Skunck	4	3	6000000008883663531;6000000008394484862;6000000008394390957
Q96183001	Q639832	Jacob Lenæus	Laurentius Matthiæ Mattsson	4	3	6000000020488764955;6000000007511893198;6000000007645338406
Q96183001	Q110322713	Jacob Lenæus	Kristina Jakobsdotter Zebrozynthius	4	3	6000000020488764955;6000000007511893198;6000000007645338406
Q96183001	Q5712215	Jacob Lenæus	Jakob Johansson Engeström adl von Engeström	4	3	6000000020488764955;6000000012640936007;6000000008918863111
Q96183001	Q5712209	Jacob Lenæus	Gustaf von Engeström	4	3	6000000020488764955;6000000012640936007;6000000008918863111
Q96183001	Q5712237	Jacob Lenæus	Johan Engeström	4	3	6000000020488764955;6000000012640936007;6000000008918863111
Q96183001	Q5712251	Jacob Lenæus	Jonas von Engeström	4	3	6000000020488764955;6000000012640936007;6000000008918863111
Q96183001	Q4992085	Jacob Lenæus	Lars von Engeström	4	3	6000000020488764955;6000000012640936007;6000000008918863111
Q96183001	Q5712203	Jacob Lenæus	Adolf Engeström	4	3	6000000020488764955;6000000012640936007;6000000008918863111
Q96183001	Q5940195	Jacob Lenæus	Olaus Olaus Svensson	4	3	6000000007511893174;6000000012566609340;6000000008123724590
Q96183001	Q126014289	Jacob Lenæus	Catharina Gyldenklou	4	3	6000000007511893174;6000000012566609340;6000000007511906213
Q5924883	Q126995681	Hans Abraham Kruse till Varchow	Hedwig Beata von Nolcken	4	3	6000000006127846590;6000000009294418886;6000000012421742929
Q56300061	Q5952020	Gustaf Robertson Douglas	Axel Lillie	4	3	6000000008601969828;6000000012922754402;6000000006423360587
Q56300061	Q19977020	Gustaf Robertson Douglas	Adolf Rudbeck	4	3	6000000010984575034;6000000009441183675;6000000011715377926
Q128163815	Q5588413	Christina Lithman	Ericus Brunnius	4	3	6000000008394484862;6000000008883663531;6000000007511893108
Q6082487	Q1168365	Nicolaus Iohannis Johansson Jr.	Samuel Olofsson Troilius	4	3	6000000005436567477;284133423960001043;6000000002810895810
Q6082487	Q115631693	Nicolaus Iohannis Johansson Jr.	Jonas Estonis Halenius	4	3	284146109110005997;6000000007694730563;6000000003684977429
Q5805065	Q24298875	Lars Hierta till Häggatorp	Anders Larsson Wennerstedt	4	3	6000000008508097243;6000000008508010957;6000000008541457637
Q5805065	Q122962059	Lars Hierta till Häggatorp	Catharina Rosenberg	4	3	6000000008508097243;6000000008508010957;6000000008541457637
Q5805065	Q116760927	Lars Hierta till Häggatorp	Johan Niklas Nordenfelt	4	3	6000000008508097243;6000000008507926141;6000000001994951163
Q5805065	Q116761477	Lars Hierta till Häggatorp	Regina Christina Christina Nordenfeldt	4	3	6000000008508097243;6000000008507926141;6000000001994951163
Q5805065	Q98545697	Lars Hierta till Häggatorp	Maria Charlotta Nordenfeldt	4	3	6000000008508097243;6000000008507926141;6000000001994951163
Q5805065	Q116761455	Lars Hierta till Häggatorp	Johanna Frederika Nordenfeldt	4	3	6000000008508097243;6000000008507926141;6000000001994951163
Q5805065	Q120876944	Lars Hierta till Häggatorp	Johan Åke Nordenfeldt	4	3	6000000008508097243;6000000008507926141;6000000001994951163
Q5805065	Q1168365	Lars Hierta till Häggatorp	Samuel Olofsson Troilius	4	3	6000000008508097243;6000000017683001824;6000000018223035013
Q5805065	Q71534192	Lars Hierta till Häggatorp	Birgitta Elisabet Silfverstolpe	4	3	6000000008508097243;6000000017683001824;6000000018223035013
Q137613807	Q5576250	Christoffer Freudenberg	Johan Bilmark	4	3	6000000011056194525;6000000001720805390;6000000025912306226
Q137613807	Q705772	Christoffer Freudenberg	Bengt Lidner	4	3	6000000011056194525;6000000001720805390;6000000041406531892
Q120876944	Q122962093	Johan Åke Nordenfeldt	Maria Christina Bonde till Borrö och Jula	4	3	6000000001994951163;6000000008507926141;6000000008508097243
Q112974047	Q61109624	Elisabet Olofsdotter Bure	Berndt Johan von Gertten	4	3	6000000007511982913;6000000012819895411;6000000009437609571
Q127270437	Q135479880	Kristina Samuelsdotter	Margareta Königsdotter	4	3	6000000007548088462;6000000013900694640;6000000004246944191
Q5630693	Q123668541	Otto Christian Ekman	Alida Dorothea Indebetou	4	3	6000000005021757798;6000000008258069758;6000000008260659627
Q116761455	Q122962093	Johanna Frederika Nordenfeldt	Maria Christina Bonde till Borrö och Jula	4	3	6000000001994951163;6000000008507926141;6000000008508097243
Q96743203	Q75604178	Daniel Caméen	Judit Rokes	4	3	6000000007755441299;6000000007755382504;6000000007755528251
Q5805081	Q6204657	Per Larsson Hierta till Häggatorp	Evert Fredrik Taube till Odenkat	4	3	6000000012768029437;6000000006127682707;6000000006127636733
Q5805081	Q110303111	Per Larsson Hierta till Häggatorp	Beata Elisabet Didriksdotter Wrangel av Adinal	4	3	6000000012768029437;6000000006127682707;6000000006127636733
Q109668936	Q5698210	Anna Henriksdotter Kock	Samuel Chydenius	4	3	6000000007367523351;6000000007367019257;6000000007774748338
Q109668936	Q490870	Anna Henriksdotter Kock	Anders Jacobsson Chydenius	4	3	6000000007367523351;6000000007367019257;6000000007774748338
Q109668936	Q109852817	Anna Henriksdotter Kock	Jakob Jakobsson Chydenius	4	3	6000000007367523351;6000000007367019257;6000000007774748338
Q109668936	Q136387201	Anna Henriksdotter Kock	Samuel Olofsson Wallenius	4	3	5105683222340114694;5105674015590032367;6000000000631663663
Q99302232	Q112968341	Elisabet Eriksdotter Kyle	Margareta Claesdotter Kyle	4	3	6000000006127582567;5291213138660106567;6000000006127214583
Q99302232	Q125974067	Elisabet Eriksdotter Kyle	Ulf Filipsson Bonde	4	3	6000000006127582567;6000000007246546214;6000000007245829131
Q99302232	Q131740942	Elisabet Eriksdotter Kyle	Margareta Eriksdotter Stake	4	3	6000000006127582567;6000000007246546214;6000000007245829131
Q6327228	Q5959493	Nicolaus Andersson Hyltén till Össjö	Jonas Petri Linnerius	4	3	6000000013237766229;6000000007885629389;6000000007802056456
Q110304613	Q5805053	Hedvig Maria Piper	Gustaf Adolf Hierta	4	3	6000000001545811320;6000000001545723232;6000000006128024559
Q110304613	Q5805045	Hedvig Maria Piper	Fredrik Philip Hierta	4	3	6000000001545811320;6000000001545723232;6000000006128024559
Q110304613	Q6070024	Hedvig Maria Piper	Bengt Johansson Ribbing till Koberg	4	3	6000000007398276365;6000000007398385281;6000000007397972550
Q110304613	Q110286890	Hedvig Maria Piper	Ulrika Eleonora Piper	4	3	6000000007398276365;6000000007398385281;6000000007397972550
Q12360621	Q4989787	Christina Catherina De la Gardie	Maria Elisabet Stenbock	4	3	6000000000182082027;6000000001834726248;6000000003883175964
Q110457109	Q5609935	Sofia Anna Chemnitz	Hans Hansson Clerck till Väster Lagnö	4	3	6000000008681455095;6000000056588236903;6000000012118892581
Q19819158	Q115871015	Jacob Jakobsson Lang	Christoffer Larsson Grubbe	4	3	6000000037165993052;6000000037115689729;6000000020182902294
Q24298875	Q122962093	Anders Larsson Wennerstedt	Maria Christina Bonde till Borrö och Jula	4	3	6000000008541457637;6000000008508010957;6000000008508097243
Q24298875	Q5805053	Anders Larsson Wennerstedt	Gustaf Adolf Hierta	4	3	6000000008541457637;6000000008508010957;6000000017683001824
Q140373687	Q115870655	Bengta Pedersdotter Svart	Anna Carlsdotter Månesköld af Seglinge	4	3	6000000006128097448;6000000012920469669;6000000007329057179
Q122937403	Q115870909	Carl Fredrik Aminoff	Gregori Gregorinpoika Aminoff	4	3	6000000071345100823;6000000050493814876;6000000000503727045
Q122937403	Q115870919	Carl Fredrik Aminoff	Margareta Elisabet von Konow	4	3	6000000071345100823;6000000050493814876;6000000000503727045
Q115870653	Q5979754	Erik Pedersson Soop	Johannes Matthiae Upplänning Oljeqvist	4	3	6000000000410682915;6000000008964783970;6000000006979678067
Q115870653	Q115870623	Erik Pedersson Soop	Jakob Bagge af Boo d.y.	4	3	6000000006828546427;6000000006828417723;6000000010935211890
Q5805045	Q52714485	Fredrik Philip Hierta	Sten Arvidsson Natt och Dag till Strömsta	4	3	6000000006128024559;6000000001545723232;6000000001545811320
Q6184917	Q128043661	Claes Gustafsson Sparre till Sövdeborg	Erik Gustaf Stenbock	4	3	6000000004235861942;6000000006077263530;6000000007978065604
Q5893923	Q20736660	Johan Jacob Julin	Frans Olof af Brunér	4	3	6000000000465256446;6000000000325079856;6000000002804771576
Q10608167	Q19976400	Olaus Persson	Abraham Sundius	4	3	6000000002994839418;6000000000159955623;6000000003966326458
Q10608167	Q16649517	Olaus Persson	Gerhard Jonæ	4	3	6000000011104177044;6000000011104373202;6000000007547902731
Q10608167	Q112968210	Olaus Persson	Magdalena Rudbeckia	4	3	6000000002994864380;6000000010984773975;6000000031500197424
Q10608167	Q456456	Olaus Persson	Matthias Petri Persson	4	3	315821360860001721;6000000002994864727;5117661362950072593
Q10608167	Q115631693	Olaus Persson	Jonas Estonis Halenius	4	3	6000000007511892894;6000000031671058617;6000000003684977429
Q5930802	Q79163190	Sven Herlund	Andreas Olderman	4	3	6000000006127496276;6000000006127496267;6000000012462370624
Q5930802	Q133445424	Sven Herlund	Anna Gerdes	4	3	6000000006127496276;6000000006127496267;6000000012462370624
Q5930802	Q109296514	Sven Herlund	Melcher Garbrielsson Falkenberg af Trystorp	4	3	6000000007574128690;6000000018661208806;6000000018661379298
Q64219006	Q127283336	Brita Hansdotter Anthelia	Per Larsson Welt	4	3	6000000009849489216;6000000000165090584;6000000013048796792
Q5979754	Q115870655	Johannes Matthiae Upplänning Oljeqvist	Anna Carlsdotter Månesköld af Seglinge	4	3	6000000006979678067;6000000008964783970;6000000000410682915
Q105350525	Q127270484	Andreas Jonæ Hyltenius	Robert Petrie	4	3	6000000007673855233;6000000007633617374;6000000012432068827
Q105350525	Q127270486	Andreas Jonæ Hyltenius	Margareta Lorentzdotter Höijer	4	3	6000000007673855233;6000000007633617374;6000000012432068827
Q105350525	Q123977835	Andreas Jonæ Hyltenius	Per Gudmund Lindencrona	4	3	6000000007673855233;6000000008365389049;6000000008851967177
Q110505296	Q109294737	Helena Swebilia	Gabriel Wennerstedt	4	3	6000000012501660382;6000000012501647369;6000000008392871355
Q112968341	Q109120190	Margareta Claesdotter Kyle	Gustaf Ekegren till Forsvik	4	3	6000000006127214583;6000000013082348176;6000000007602048798
Q112968341	Q112973886	Margareta Claesdotter Kyle	Elsa Christina von Liewen	4	3	6000000006127214583;6000000013082348176;6000000007818873377
Q112968341	Q131740942	Margareta Claesdotter Kyle	Margareta Eriksdotter Stake	4	3	6000000006127214592;6000000006127214489;6000000012126822831
Q112968341	Q111370724	Margareta Claesdotter Kyle	Beata Gustafsdotter Bonde	4	3	6000000007621895321;6000000026134498809;6000000002948698421
Q112968341	Q126373385	Margareta Claesdotter Kyle	Märta Johansdotter Ulfsparre af Broxvik till Broxvik	4	3	6000000007621397047;6000000008022309134;6000000007433831172
Q112968341	Q140373664	Margareta Claesdotter Kyle	Ingeborg Haraldsdotter Stake	4	3	6000000006127214158;6000000006127214168;6000000003274806698
Q133825293	Q5884400	Christina Ebba Bielkenstierna	Johan Månsson Ulfsparre af Broxvik	4	3	6000000011791608376;6000000011791593383;6000000008022309134
Q68430192	Q73762349	Jonas Gustafsson Cajanus	Susanna Meisner	4	3	6000000010760135378;6000000000583643059;6000000001864870637
Q134301396	Q110304550	Johan Bengtsson Ribbing till Hagbyberga	Anders Nilsson Krokius till Kaulansuu	4	3	6000000006127401088;6000000001594259940;6000000001559287983
Q134301396	Q110304553	Johan Bengtsson Ribbing till Hagbyberga	Maria Mårtensdotter Mums	4	3	6000000006127401088;6000000001594259940;6000000001559287983
Q6204657	Q127270706	Evert Fredrik Taube till Odenkat	Märta Hansdotter Lindelöf af Kedom till Häggatorp	4	3	6000000006127636733;6000000006127682707;6000000012768029437
Q6204657	Q99301884	Evert Fredrik Taube till Odenkat	Beata von Schulman	4	3	6000000013207340326;6000000013207216147;6000000006127529490
Q6204657	Q124606874	Evert Fredrik Taube till Odenkat	Hans Didrik Mörner af Morlanda	4	3	6000000013207340326;6000000013207216147;6000000006127529490
Q111370724	Q89002567	Beata Gustafsdotter Bonde	Bleckert Wachtmeister af Björkö	4	3	6000000002947165395;6000000002948731388;6000000004646466564
Q111370724	Q109835430	Beata Gustafsdotter Bonde	Barbara Christina Wolffradt	4	3	6000000002947165395;6000000002948731388;6000000004646466564
Q111370724	Q6219217	Beata Gustafsdotter Bonde	Åke Hansson Ulfsparre till Broxvik	4	3	6000000002948698421;6000000026134498809;6000000007621895321
Q109835638	Q110950823	Beata Christina Strömfelt	Otto Henrik Adam Lagerberg	4	3	6000000009035233594;6000000007431770562;6000000007182904317
Q104550175	Q5939340	Mårten Nilsson Boije	Lars Olofsson	4	3	6000000001777678028;6000000006953184322;6000000007819736514
Q104550175	Q110621433	Mårten Nilsson Boije	Anna Andersdotter	4	3	6000000001777678028;6000000006953184322;6000000007819736514
Q104550175	Q128043760	Mårten Nilsson Boije	Göran Henriksson Horn till Vuorentaka	4	3	6000000001777678028;6000000006953184322;6000000006704088298
Q104550175	Q128043764	Mårten Nilsson Boije	Henrik Horn till Haapaniemi	4	3	6000000001777678028;6000000006953184322;6000000006704088298
Q104550175	Q110313557	Mårten Nilsson Boije	Anna Larsdotter Fleming	4	3	6000000001777678028;6000000003035029545;6000000008604251229
Q104550175	Q119465737	Mårten Nilsson Boije	Anna Turesdotter Stålarm	4	3	5679742121770049316;5679736659070050177;5546472765310026088
Q71386569	Q126995669	Sigrid Nilsdotter Bielke af Åkerö	Sophie Elisabeth von Lieven	4	3	6000000006617100008;6000000007819516230;6000000008753886937
Q16649517	Q5720609	Gerhard Jonæ	Jacob Abrahamsson	4	3	6000000007547902731;6000000011104373202;6000000007923591364
Q16649517	Q135443129	Gerhard Jonæ	Nicolaus Jacobi Eurenius	4	3	6000000007547902731;6000000011104373202;6000000007923591364
Q16649517	Q135479879	Gerhard Jonæ	Karin Persdotter	4	3	6000000013900694640;6000000004246944191;6000000003562175598
Q116760927	Q122962093	Johan Niklas Nordenfelt	Maria Christina Bonde till Borrö och Jula	4	3	6000000001994951163;6000000008507926141;6000000008508097243
Q112414301	Q639832	Johan Jakob Benzelius	Laurentius Matthiæ Mattsson	4	3	6000000012640936007;6000000007511893198;6000000007645338406
Q112414301	Q110322713	Johan Jakob Benzelius	Kristina Jakobsdotter Zebrozynthius	4	3	6000000012640936007;6000000007511893198;6000000007645338406
Q73762349	Q123977835	Susanna Meisner	Per Gudmund Lindencrona	4	3	6000000007802186575;6000000000023287107;6000000008852160446
Q73762349	Q23009813	Susanna Meisner	Erik Gustaf Lindencrona	4	3	6000000007802186575;6000000000023287107;6000000008852160446
Q73762349	Q124369418	Susanna Meisner	Christian Fredrik Lindencrona	4	3	6000000007802186575;6000000000023287107;6000000008852160446
Q73762349	Q16165489	Susanna Meisner	Abraham Laurentii Burman	4	3	6000000007589910239;6000000000160733345;6000000000160723283
Q127270486	Q75604188	Margareta Lorentzdotter Höijer	Patrick Lyell	4	3	6000000008669928683;6000000009243470721;6000000008932706423
Q127270486	Q75604195	Margareta Lorentzdotter Höijer	Eufemia (Luphemia) Simson	4	3	6000000008669928683;6000000009243470721;6000000008932706423
Q127270486	Q112968210	Margareta Lorentzdotter Höijer	Magdalena Rudbeckia	4	3	6000000008669928683;6000000018531801225;6000000007103823684
Q131729941	Q115870932	Christina Kolthoff	Jonas Svensson	4	3	6000000006594780481;6000000011852121780;6000000019360189736
Q131729941	Q131729938	Christina Kolthoff	Olof Hedengren	4	3	6000000006594780481;6000000011852121780;6000000003107392550
Q5940195	Q126014289	Olaus Olaus Svensson	Catharina Gyldenklou	4	3	6000000008123724590;6000000012566609340;6000000007511906213
Q5940195	Q119636825	Olaus Olaus Svensson	Elisabet Gyllenstierna af Ulaborg	4	3	6000000008123724590;6000000020182154418;6000000020182157289
Q53093056	Q19822661	Gustaf Wilhelm von Köhler till Vilsta	Anna Sofia Gyllenborg	4	3	6000000013081278653;6000000013081439309;6000000013081298656
Q5557702	Q18246625	Johannes Olofsson	Uno Trulsson	4	3	6000000000161702795;4063046;5085563125980043506
Q64941846	Q5869087	Ida Reinholdina Selma Sofia Rudbeck	Carl Henrik Gyllenhaal	4	3	6000000006450473205;6000000012641179202;6000000014419275749
Q64941846	Q123053906	Ida Reinholdina Selma Sofia Rudbeck	Carl Alexander Fredrik Gyllenhaal	4	3	6000000006450473205;6000000012641179202;6000000014419275749
Q64941846	Q108283960	Ida Reinholdina Selma Sofia Rudbeck	Reinhold Thure Gustaf Carl Gabriel Rudbeck	4	3	6000000006450473205;6000000012641179202;6000000006127612406
Q110313438	Q115870618	Ebba Stålhandske	Elisabeth Munck af Fulkila	4	3	6000000000356856507;6000000009457575224;6000000012056774715
Q5724502	Q96461734	Melcher von Falkenberg	Axel Johan von Köhler	4	3	6000000008497004299;6000000035973246619;6000000035973220798
Q130684369	Q138661554	Agneta Johansdotter Ållongren	Gustaf Berling Berencreutz	4	3	6000000008769078223;6000000008787909846;6000000031731020188
Q117185256	Q18246625	Samuel Troilius	Uno Trulsson	4	3	6000000006595648939;4377259;5085563125980043506
Q6082440	Q5936860	Olof Fredrik Rudbeck	Anders Larsson Höök	4	3	342023904050013623;6000000008212085579;6000000007223878479
Q133445424	Q639832	Anna Gerdes	Laurentius Matthiæ Mattsson	4	3	6000000006419604023;6000000018637050938;6000000018637199538
Q133445424	Q110322713	Anna Gerdes	Kristina Jakobsdotter Zebrozynthius	4	3	6000000006419604023;6000000018637050938;6000000018637199538
Q133445424	Q5970955	Anna Gerdes	Isak Rolfsson Mackey	4	3	6000000006419604023;6000000018637050938;6000000006595692396
Q133445424	Q109294737	Anna Gerdes	Gabriel Wennerstedt	4	3	6000000009914082307;6000000012501647369;6000000008392871355
Q110313557	Q4993297	Anna Larsdotter Fleming	Magnus Pedersson Brahe	4	3	6000000000064480109;6000000000064412280;6000000003733204245
Q110313557	Q550657	Anna Larsdotter Fleming	Gustaf Carlsson Horn af Kanckas	4	3	5542816611280080763;6000000008936886935;6000000008927433833
Q639832	Q5970955	Laurentius Matthiæ Mattsson	Isak Rolfsson Mackey	4	3	6000000018637199538;6000000018637050938;6000000006595692396
Q639832	Q18246625	Laurentius Matthiæ Mattsson	Uno Trulsson	4	3	6000000007645338406;6000000007648530742;3679726
Q639832	Q1340357	Laurentius Matthiæ Mattsson	Jakob Benzelius	4	3	6000000007645338406;6000000007511893198;6000000012640936007
Q639832	Q1910650	Laurentius Matthiæ Mattsson	Matthias Benzelius	4	3	6000000007645338406;6000000007511893198;6000000012640936007
Q5715550	Q111954774	Ulrik Gustaf Lindencrona	Maria Wallenstedt	4	3	6000000008851983734;6000000006127601876;6000000008846578311
Q5715550	Q127270702	Ulrik Gustaf Lindencrona	Per Filip Larsson Hierta till Häggatorp	4	3	6000000006127517617;6000000011715164415;6000000006127517525
Q119465737	Q18632469	Anna Turesdotter Stålarm	Johann Claesson Galle	4	3	5546472765310026088;5546472786370026094;6000000007328366345
Q119465737	Q104550183	Anna Turesdotter Stålarm	Margareta Hansdotter Björnram	4	3	5546472765310026088;5679736659070050177;5679742121770049316
Q5952020	Q4960032	Axel Lillie	Brita Larsdotter Cruus af Gudhem	4	3	6000000007960793918;6000000001920917200;6000000006127307137
