store	geni_id	qid	language	label	normalised	marker	position	vocabulary
geni	6000000045033019012		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000045408381155		label_en	Name Not Known	Name	not known	tail	word
geni	6000000045408381155		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000049699250491		label_en	Name Not Known	Name	not known	tail	word
geni	6000000049699250491		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000049700684060		label_en	Name Not Known	Name	not known	tail	word
geni	6000000049700684060		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000053371479042		label_en	Name Not Known	Name	not known	tail	word
geni	6000000053371479042		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000053414775255		label_en	Name Not Known	Name	not known	tail	word
geni	6000000053414775255		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000055562453176		label_en	Name Not Known	Name	not known	tail	word
geni	6000000055562453176		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000055991110829		label_en	Name Not Known	Name	not known	tail	word
geni	6000000055991110829		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000056431403197		label_en	Name Not Known	Name	not known	tail	word
geni	6000000056431403197		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000056444188821		label_en	Name Not Known	Name	not known	tail	word
geni	6000000056444188821		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000056536771874		label_en	Name Not Known	Name	not known	tail	word
geni	6000000056536771874		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000057862421946		label_en	Name Not Known	Name	not known	tail	word
geni	6000000057862421946		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000078166803900	Q75388621	label_en	Name Not Known	Name	not known	tail	word
geni	6000000078166803900	Q75388621	label_mul	Name Not Known	Name	not known	tail	word
geni	6000000079364042500		label_en	Name Not Known	Name	not known	tail	word
geni	6000000079364042500		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000079364320292		label_en	Name Not Known	Name	not known	tail	word
geni	6000000079364320292		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000079365079852		label_en	Name Not Known	Name	not known	tail	word
geni	6000000079365079852		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000079437548437		label_en	Name Not Known	Name	not known	tail	word
geni	6000000079437548437		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000091503784863		label_en	Name Not Known	Name	not known	tail	word
geni	6000000091503784863		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000108152897869		label_en	Name Not Known	Name	not known	tail	word
geni	6000000108152897869		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000116720162821		label_en	Name Not Known	Name	not known	tail	word
geni	6000000116720162821		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000117190605849		label_en	Name Not Known	Name	not known	tail	word
geni	6000000117190605849		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000137881219821		label_en	Name Not Known	Name	not known	tail	word
geni	6000000137881219821		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000137990256888		label_en	Name Not Known	Name	not known	tail	word
geni	6000000137990256888		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000138039834821		label_en	Name Not Known	Name	not known	tail	word
geni	6000000138039834821		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000138987467941		label_en	Name Not Known	Name	not known	tail	word
geni	6000000138987467941		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000140062675289		label_en	Name Not Known	Name	not known	tail	word
geni	6000000140062675289		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000145757060197		label_en	Name Not Known	Name	not known	tail	word
geni	6000000145757060197		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000146475640971		label_en	Name Not Known	Name	not known	tail	word
geni	6000000146475640971		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000146477294844		label_en	Name Not Known	Name	not known	tail	word
geni	6000000146477294844		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000147001526822		label_en	Name Not Known	Name	not known	tail	word
geni	6000000147001526822		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000150670869826		label_en	Name Not Known	Name	not known	tail	word
geni	6000000150670869826		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000151361058596	Q75388564	label_en	Name Not Known	Name	not known	tail	word
geni	6000000151361058596	Q75388564	label_mul	Name Not Known	Name	not known	tail	word
geni	6000000163847855133		label_en	Name Not Known	Name	not known	tail	word
geni	6000000163847855133		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000164271568821		label_en	Name Not Known	Name	not known	tail	word
geni	6000000164271568821		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000176594338837		label_en	Name Not Known	Name	not known	tail	word
geni	6000000176594338837		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000176656820821		label_en	Name Not Known	Name	not known	tail	word
geni	6000000176656820821		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000177191545947		label_en	Name Not Known	Name	not known	tail	word
geni	6000000177191545947		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000179022762821		label_en	Name Not Known	Name	not known	tail	word
geni	6000000179022762821		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000179265127821		label_en	Name Not Known	Name	not known	tail	word
geni	6000000179265127821		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000179275347001		label_en	Name Not Known	Name	not known	tail	word
geni	6000000179275347001		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000179286553839		label_en	Name Not Known	Name	not known	tail	word
geni	6000000179286553839		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000181967307849		label_en	Name Not Known	Name	not known	tail	word
geni	6000000181967307849		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000182132925853		label_en	Name Not Known	Name	not known	tail	word
geni	6000000182132925853		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000183915841861		label_en	Name Not Known	Name	not known	tail	word
geni	6000000183915841861		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000183935402822		label_en	Name Not Known	Name	not known	tail	word
geni	6000000183935402822		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000184212841847		label_en	Name Not Known	Name	not known	tail	word
geni	6000000184212841847		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000184286544830		label_en	Name Not Known	Name	not known	tail	word
geni	6000000184286544830		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000185826393822		label_en	Name Not Known	Name	not known	tail	word
geni	6000000185826393822		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000186917523841		label_en	Name Not Known	Name	not known	tail	word
geni	6000000186917523841		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000189909645863		label_en	Name Not Known	Name	not known	tail	word
geni	6000000189909645863		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000191433432824		label_en	Name Not Known	Name	not known	tail	word
geni	6000000191433432824		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000191576055822		label_en	Name Not Known	Name	not known	tail	word
geni	6000000191576055822		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000194182869856		label_en	Name Not Known	Name	not known	tail	word
geni	6000000194182869856		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000194838138821		label_en	Name Not Known	Name	not known	tail	word
geni	6000000194838138821		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000197887242826		label_en	Name Not Known	Name	not known	tail	word
geni	6000000197887242826		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000199123468830		label_en	Name Not Known	Name	not known	tail	word
geni	6000000199123468830		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000199262344876		label_en	Name Not Known	Name	not known	tail	word
geni	6000000199262344876		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000206221157849		label_en	Name Not Known	Name	not known	tail	word
geni	6000000206221157849		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000206507490871		label_en	Name Not Known	Name	not known	tail	word
geni	6000000206507490871		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000207126139821		label_en	Name Not Known	Name	not known	tail	word
geni	6000000207126139821		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000210622493838		label_en	Name Not Known	Name	not known	tail	word
geni	6000000210622493838		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000221526218865		label_en	Name Not Known	Name	not known	tail	word
geni	6000000221526218865		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000221541090009		label_en	Name Not Known	Name	not known	tail	word
geni	6000000221541090009		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000221883435857		label_en	Name Not Known	Name	not known	tail	word
geni	6000000221883435857		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000225706613858		label_en	Name Not Known	Name	not known	tail	word
geni	6000000225706613858		label_mul	Name Not Known	Name	not known	tail	word
geni	6000000164257943844		label_en	Name Not known	Name	not known	tail	word
geni	6000000164257943844		label_mul	Name Not known	Name	not known	tail	word
geni	6000000184368849822		label_en	Name not known	Name	not known	tail	word
geni	6000000184368849822		label_mul	Name not known	Name	not known	tail	word
geni	6000000002151435751		label_en	Name not known Son of Licinius	Name Son of Licinius	not known	inside	word
geni	6000000002151435751		label_mul	Name not known Son of Licinius	Name Son of Licinius	not known	inside	word
geni	6000000149664066843		label_en	Names Not Known	Names	not known	tail	word
geni	6000000149664066843		label_mul	Names Not Known	Names	not known	tail	word
geni	6000000019570191515		label_en	Navn NN 1 Hallsteinsdatter	Navn 1 Hallsteinsdatter	nn	inside	narrow
geni	6000000019570191515		label_mul	Navn NN 1 Hallsteinsdatter	Navn 1 Hallsteinsdatter	nn	inside	narrow
geni	6000000013859704940		label_en	Navn NN Jensen/Jensdatter	Navn Jensen/Jensdatter	nn	inside	narrow
geni	6000000013859704940		label_mul	Navn NN Jensen/Jensdatter	Navn Jensen/Jensdatter	nn	inside	narrow
geni	6000000010741661797		label_en	Navn NN Tjørhom	Navn Tjørhom	nn	inside	narrow
geni	6000000010741661797		label_mul	Navn NN Tjørhom	Navn Tjørhom	nn	inside	narrow
geni	6000000009928666211		label_en	Navn NN von Oldenburg	Navn von Oldenburg	nn	inside	narrow
geni	6000000009928666211		label_mul	Navn NN von Oldenburg	Navn von Oldenburg	nn	inside	narrow
geni	6000000000437388499		label_en	Nerses NN Of Kamsarakan	Nerses Of Kamsarakan	nn	inside	narrow
geni	6000000000437388499		label_mul	Nerses NN Of Kamsarakan	Nerses Of Kamsarakan	nn	inside	narrow
geni	6000000171366794831		label_en	Nicolasa NN esclava	Nicolasa esclava	nn	inside	narrow
geni	6000000171366794831		label_mul	Nicolasa NN esclava	Nicolasa esclava	nn	inside	narrow
geni	6000000083777255821		label_en	Niels (unknown)	Niels	unknown	tail	word
geni	6000000083777255821		label_mul	Niels (unknown)	Niels	unknown	tail	word
geni	6000000034519868116		label_en	Nils (unknown)	Nils	unknown	tail	word
geni	6000000034519868116		label_mul	Nils (unknown)	Nils	unknown	tail	word
geni	6000000005609557881		label_en	Olaug NN Utsola	Olaug Utsola	nn	inside	narrow
geni	6000000005609557881		label_mul	Olaug NN Utsola	Olaug Utsola	nn	inside	narrow
geni	6000000002525840286		label_en	Ole Olsen [ukjent]	Ole Olsen	ukjent	tail	word
geni	6000000002525840286		label_mul	Ole Olsen [ukjent]	Ole Olsen	ukjent	tail	word
geni	6000000225736431836		label_en	Partenaire NN de Gaston I de Foix Grailly	Partenaire de Gaston I de Foix Grailly	nn	inside	narrow
geni	6000000225736431836		label_mul	Partenaire NN de Gaston I de Foix Grailly	Partenaire de Gaston I de Foix Grailly	nn	inside	narrow
geni	6000000078004725980		label_en	Peder (unknown)	Peder	unknown	tail	word
geni	6000000078004725980		label_mul	Peder (unknown)	Peder	unknown	tail	word
geni	6000000002588976261		label_en	Peter No name	Peter	no name	tail	word
geni	6000000002588976261		label_mul	Peter No name	Peter	no name	tail	word
geni	6000000044268337036		label_en	Petter no name	Petter	no name	tail	word
geni	6000000044268337036		label_mul	Petter no name	Petter	no name	tail	word
geni	6000000003645912374		label_en	Prince NN Son of Nabopolassar II Babylon	Prince Son of Nabopolassar II Babylon	nn	inside	narrow
geni	6000000003645912374		label_mul	Prince NN Son of Nabopolassar II Babylon	Prince Son of Nabopolassar II Babylon	nn	inside	narrow
geni	6000000002188198388		label_en	Princess NN of Bithynia	Princess of Bithynia	nn	inside	narrow
geni	6000000002188198388		label_mul	Princess NN of Bithynia	Princess of Bithynia	nn	inside	narrow
geni	6000000002188099837		label_en	Princess NN of the Tang Dynasty	Princess of the Tang Dynasty	nn	inside	narrow
geni	6000000002188099837		label_mul	Princess NN of the Tang Dynasty	Princess of the Tang Dynasty	nn	inside	narrow
geni	6000000002187614368		label_en	Princesse NN de Babylone	Princesse de Babylone	nn	inside	narrow
geni	6000000002187614368		label_mul	Princesse NN de Babylone	Princesse de Babylone	nn	inside	narrow
geni	6000000026176907080		label_en	Ragvald NN (tre rutor)	Ragvald (tre rutor)	nn	inside	narrow
geni	6000000026176907080		label_mul	Ragvald NN (tre rutor)	Ragvald (tre rutor)	nn	inside	narrow
geni	6000000003494774978		label_en	Raingarde NN comtesse d'Angoulême	Raingarde comtesse d'Angoulême	nn	inside	narrow
geni	6000000003494774978		label_mul	Raingarde NN comtesse d'Angoulême	Raingarde comtesse d'Angoulême	nn	inside	narrow
geni	6000000007231494750		label_en	Randi Gift, NN navn	Randi Gift, navn	nn	inside	narrow
geni	6000000007231494750		label_mul	Randi Gift, NN navn	Randi Gift, navn	nn	inside	narrow
geni	6000000010404613249		label_en	Rd Anggadipa I or Dlm Sawidak or R Tmg Wiradadaha III Sawidak [3] (No Name)	Rd Anggadipa I or Dlm Sawidak or R Tmg Wiradadaha III Sawidak [3]	no name	tail	word
geni	6000000010404613249		label_mul	Rd Anggadipa I or Dlm Sawidak or R Tmg Wiradadaha III Sawidak [3] (No Name)	Rd Anggadipa I or Dlm Sawidak or R Tmg Wiradadaha III Sawidak [3]	no name	tail	word
geni	6000000015530848152		label_en	Rogayah Abdullah [Versi 1 NN Sufyan]	Rogayah Abdullah	nn	inside	narrow
geni	6000000015530848152		label_mul	Rogayah Abdullah [Versi 1 NN Sufyan]	Rogayah Abdullah	nn	inside	narrow
geni	6000000017699679038		label_en	Rui NN comendador de Almourol	Rui comendador de Almourol	nn	inside	narrow
geni	6000000017699679038		label_mul	Rui NN comendador de Almourol	Rui comendador de Almourol	nn	inside	narrow
geni	6000000016753887875		label_en	Rut Elisabet no name	Rut Elisabet	no name	tail	word
geni	6000000016753887875		label_mul	Rut Elisabet no name	Rut Elisabet	no name	tail	word
geni	6000000224819466837		label_en	Samuel NN Fask	Samuel Fask	nn	inside	narrow
geni	6000000224819466837		label_mul	Samuel NN Fask	Samuel Fask	nn	inside	narrow
geni	6000000224783454893		label_en	Silas NN Harris	Silas Harris	nn	inside	narrow
geni	6000000224783454893		label_mul	Silas NN Harris	Silas Harris	nn	inside	narrow
geni	6000000000437388574		label_en	Son Of Aschawir NN Of Kamsarakan	Son Of Aschawir Of Kamsarakan	nn	inside	narrow
geni	6000000000437388574		label_mul	Son Of Aschawir NN Of Kamsarakan	Son Of Aschawir Of Kamsarakan	nn	inside	narrow
geni	6000000000437438744		label_en	Son Of Boso NN Vicount Of Beziers	Son Of Boso Vicount Of Beziers	nn	inside	narrow
geni	6000000000437438744		label_mul	Son Of Boso NN Vicount Of Beziers	Son Of Boso Vicount Of Beziers	nn	inside	narrow
geni	6000000006290731130		label_en	St. Cywair NN of Ireland, Queen of the Pennines	St. Cywair of Ireland, Queen of the Pennines	nn	inside	narrow
geni	6000000006290731130		label_mul	St. Cywair NN of Ireland, Queen of the Pennines	St. Cywair of Ireland, Queen of the Pennines	nn	inside	narrow
geni	6000000129562486879		label_en	Svanehilde I NN comtesse de Metz	Svanehilde I comtesse de Metz	nn	inside	narrow
geni	6000000129562486879		label_mul	Svanehilde I NN comtesse de Metz	Svanehilde I comtesse de Metz	nn	inside	narrow
geni	6000000019871085100		label_en	Sønn NN Jenssøn	Sønn Jenssøn	nn	inside	narrow
geni	6000000019871085100		label_mul	Sønn NN Jenssøn	Sønn Jenssøn	nn	inside	narrow
geni	6000000224819488028		label_en	Thomas NN Fask	Thomas Fask	nn	inside	narrow
geni	6000000224819488028		label_mul	Thomas NN Fask	Thomas Fask	nn	inside	narrow
geni	6000000043070338684		label_en	Tidak diketahui nama NN name	Tidak diketahui nama name	nn	inside	narrow
geni	6000000043070338684		label_mul	Tidak diketahui nama NN name	Tidak diketahui nama name	nn	inside	narrow
geni	6000000009915682642		label_en	Unconfirmed & NN Mother(S) of Elizabeth Joan or Emma mother of Elizabeth Joan or Emma	Unconfirmed & Mother(S) of Elizabeth Joan or Emma mother of Elizabeth Joan or Emma	nn	inside	narrow
geni	6000000009915682642		label_mul	Unconfirmed & NN Mother(S) of Elizabeth Joan or Emma mother of Elizabeth Joan or Emma	Unconfirmed & Mother(S) of Elizabeth Joan or Emma mother of Elizabeth Joan or Emma	nn	inside	narrow
geni	6000000003148442468		label_en	Unnamed NN Cox (Cock)	Unnamed Cox (Cock)	nn	inside	narrow
geni	6000000003148442468		label_mul	Unnamed NN Cox (Cock)	Unnamed Cox (Cock)	nn	inside	narrow
geni	4640926092070022668		label_en	Viki (Unknown)	Viki	unknown	tail	word
geni	4640926092070022668		label_mul	Viki (Unknown)	Viki	unknown	tail	word
geni	6000000214769969822		label_en	Werner NN ?Graf von Rothenburg	Werner ?Graf von Rothenburg	nn	inside	narrow
geni	6000000214769969822		label_mul	Werner NN ?Graf von Rothenburg	Werner ?Graf von Rothenburg	nn	inside	narrow
geni	6000000000810225463		label_en	Wichmann NN I	Wichmann I	nn	inside	narrow
geni	6000000000810225463		label_mul	Wichmann NN I	Wichmann I	nn	inside	narrow
geni	6000000183543533883		label_en	Wife of NN Abraham	Wife of Abraham	nn	inside	narrow
geni	6000000183543533883		label_mul	Wife of NN Abraham	Wife of Abraham	nn	inside	narrow
geni	6000000181112467848		label_en	Wife of NN Brilliant	Wife of Brilliant	nn	inside	narrow
geni	6000000181112467848		label_mul	Wife of NN Brilliant	Wife of Brilliant	nn	inside	narrow
geni	6000000082061831977		label_en	Wife of NN Son of R' Ephraim Fischel Zamosc	Wife of Son of R' Ephraim Fischel Zamosc	nn	inside	narrow
geni	6000000082061831977		label_mul	Wife of NN Son of R' Ephraim Fischel Zamosc	Wife of Son of R' Ephraim Fischel Zamosc	nn	inside	narrow
geni	6000000007203236362		label_en	Wife of NN Son of R' Meir Derbarmdiker	Wife of Son of R' Meir Derbarmdiker	nn	inside	narrow
geni	6000000007203236362		label_mul	Wife of NN Son of R' Meir Derbarmdiker	Wife of Son of R' Meir Derbarmdiker	nn	inside	narrow
geni	6000000001361790588		label_en	[ NN ] Scheufele	Scheufele	nn	inside	narrow
geni	6000000001361790588		label_mul	[ NN ] Scheufele	Scheufele	nn	inside	narrow
geni	6000000040309304526		label_en	[17] NN bint Fulan	[17] bint Fulan	nn	inside	narrow
geni	6000000040309304526		label_mul	[17] NN bint Fulan	[17] bint Fulan	nn	inside	narrow
geni	6000000040958182707		label_en	[24] NN bint Fulan	[24] bint Fulan	nn	inside	narrow
geni	6000000040958182707		label_mul	[24] NN bint Fulan	[24] bint Fulan	nn	inside	narrow
geni	6000000040958629898		label_en	[25] NN bint Fulan	[25] bint Fulan	nn	inside	narrow
geni	6000000040958629898		label_mul	[25] NN bint Fulan	[25] bint Fulan	nn	inside	narrow
geni	6000000040958518055		label_en	[26] NN bint Fulan	[26] bint Fulan	nn	inside	narrow
geni	6000000040958518055		label_mul	[26] NN bint Fulan	[26] bint Fulan	nn	inside	narrow
geni	6000000040958468076		label_en	[27] NN bint Fulan	[27] bint Fulan	nn	inside	narrow
geni	6000000040958468076		label_mul	[27] NN bint Fulan	[27] bint Fulan	nn	inside	narrow
geni	6000000040957627990		label_en	[28] NN bint Fulan	[28] bint Fulan	nn	inside	narrow
geni	6000000040957627990		label_mul	[28] NN bint Fulan	[28] bint Fulan	nn	inside	narrow
geni	6000000040958839074		label_en	[28] NN bint Fulan	[28] bint Fulan	nn	inside	narrow
geni	6000000040958839074		label_mul	[28] NN bint Fulan	[28] bint Fulan	nn	inside	narrow
geni	6000000040958268145		label_en	[31] NN bint Fulan	[31] bint Fulan	nn	inside	narrow
geni	6000000040958268145		label_mul	[31] NN bint Fulan	[31] bint Fulan	nn	inside	narrow
geni	6000000040975149298		label_en	[40] NN bin Mpu Daksa	[40] bin Mpu Daksa	nn	inside	narrow
geni	6000000040975149298		label_mul	[40] NN bin Mpu Daksa	[40] bin Mpu Daksa	nn	inside	narrow
geni	6000000040978688864		label_en	[40] NN bin NN (Cicit Balaputradewa)	[40] bin (Cicit Balaputradewa)	nn	inside	narrow
geni	6000000040978688864		label_mul	[40] NN bin NN (Cicit Balaputradewa)	[40] bin (Cicit Balaputradewa)	nn	inside	narrow
geni	6000000040968011903		label_en	[40] NN bint Fulan	[40] bint Fulan	nn	inside	narrow
geni	6000000040968011903		label_mul	[40] NN bint Fulan	[40] bint Fulan	nn	inside	narrow
geni	6000000040978614035		label_en	[40] NN bint Fulan	[40] bint Fulan	nn	inside	narrow
geni	6000000040978614035		label_mul	[40] NN bint Fulan	[40] bint Fulan	nn	inside	narrow
geni	6000000040976421860		label_en	[41] NN bin NN (Putra Mpu Daksa)	[41] bin (Putra Mpu Daksa)	nn	inside	narrow
geni	6000000040976421860		label_mul	[41] NN bin NN (Putra Mpu Daksa)	[41] bin (Putra Mpu Daksa)	nn	inside	narrow
geni	6000000040967392387		label_en	[41] NN bint Fulan	[41] bint Fulan	nn	inside	narrow
geni	6000000040967392387		label_mul	[41] NN bint Fulan	[41] bint Fulan	nn	inside	narrow
geni	6000000040968129885		label_en	[41] NN bint Fulan	[41] bint Fulan	nn	inside	narrow
geni	6000000040968129885		label_mul	[41] NN bint Fulan	[41] bint Fulan	nn	inside	narrow
geni	6000000040978246380		label_en	[41] NN bint Fulan	[41] bint Fulan	nn	inside	narrow
geni	6000000040978246380		label_mul	[41] NN bint Fulan	[41] bint Fulan	nn	inside	narrow
geni	6000000040978635984		label_en	[41] Sri Udayaditya Warmadewa bin NN (Keturunan ke-4 Balaputradewa)	[41] Sri Udayaditya Warmadewa bin (Keturunan ke-4 Balaputradewa)	nn	inside	narrow
geni	6000000040978635984		label_mul	[41] Sri Udayaditya Warmadewa bin NN (Keturunan ke-4 Balaputradewa)	[41] Sri Udayaditya Warmadewa bin (Keturunan ke-4 Balaputradewa)	nn	inside	narrow
geni	6000000040969498097		label_en	[42] NN bint Fulan	[42] bint Fulan	nn	inside	narrow
geni	6000000040969498097		label_mul	[42] NN bint Fulan	[42] bint Fulan	nn	inside	narrow
geni	6000000040978788836		label_en	[42] NN bint Fulan	[42] bint Fulan	nn	inside	narrow
geni	6000000040978788836		label_mul	[42] NN bint Fulan	[42] bint Fulan	nn	inside	narrow
geni	6000000040969443934		label_en	[43] NN bint Fulan	[43] bint Fulan	nn	inside	narrow
geni	6000000040969443934		label_mul	[43] NN bint Fulan	[43] bint Fulan	nn	inside	narrow
geni	6000000040978481451		label_en	[43] NN bint Fulan	[43] bint Fulan	nn	inside	narrow
geni	6000000040978481451		label_mul	[43] NN bint Fulan	[43] bint Fulan	nn	inside	narrow
geni	6000000040970002033		label_en	[44] NN bint Fulan	[44] bint Fulan	nn	inside	narrow
geni	6000000040970002033		label_mul	[44] NN bint Fulan	[44] bint Fulan	nn	inside	narrow
geni	6000000040976054151		label_en	[44] NN bint Fulan	[44] bint Fulan	nn	inside	narrow
geni	6000000040976054151		label_mul	[44] NN bint Fulan	[44] bint Fulan	nn	inside	narrow
geni	6000000040978571310		label_en	[44] NN bint Fulan	[44] bint Fulan	nn	inside	narrow
geni	6000000040978571310		label_mul	[44] NN bint Fulan	[44] bint Fulan	nn	inside	narrow
geni	6000000040338361380		label_en	[45] NN bin Sangrama-Vijayottunggawarman	[45] bin Sangrama-Vijayottunggawarman	nn	inside	narrow
geni	6000000040338361380		label_mul	[45] NN bin Sangrama-Vijayottunggawarman	[45] bin Sangrama-Vijayottunggawarman	nn	inside	narrow
geni	6000000040976940858		label_en	[45] NN bint Fulan	[45] bint Fulan	nn	inside	narrow
geni	6000000040976940858		label_mul	[45] NN bint Fulan	[45] bint Fulan	nn	inside	narrow
geni	6000000040976803863		label_en	[46] NN bint Dharmawangsa Teguh	[46] bint Dharmawangsa Teguh	nn	inside	narrow
geni	6000000040976803863		label_mul	[46] NN bint Dharmawangsa Teguh	[46] bint Dharmawangsa Teguh	nn	inside	narrow
geni	6000000040976962011		label_en	[46] NN bint Fulan	[46] bint Fulan	nn	inside	narrow
geni	6000000040976962011		label_mul	[46] NN bint Fulan	[46] bint Fulan	nn	inside	narrow
geni	6000000040970857384		label_en	[47] NN bint Fulan	[47] bint Fulan	nn	inside	narrow
geni	6000000040970857384		label_mul	[47] NN bint Fulan	[47] bint Fulan	nn	inside	narrow
geni	6000000040979937366		label_en	[47] NN bint Fulan	[47] bint Fulan	nn	inside	narrow
geni	6000000040979937366		label_mul	[47] NN bint Fulan	[47] bint Fulan	nn	inside	narrow
geni	6000000040971456999		label_en	[49] NN bint Fulan	[49] bint Fulan	nn	inside	narrow
geni	6000000040971456999		label_mul	[49] NN bint Fulan	[49] bint Fulan	nn	inside	narrow
geni	6000000040977423070		label_en	[49] NN bint Fulan	[49] bint Fulan	nn	inside	narrow
geni	6000000040977423070		label_mul	[49] NN bint Fulan	[49] bint Fulan	nn	inside	narrow
geni	6000000040980011893		label_en	[49] NN bint Fulan	[49] bint Fulan	nn	inside	narrow
geni	6000000040980011893		label_mul	[49] NN bint Fulan	[49] bint Fulan	nn	inside	narrow
geni	6000000040980343677		label_en	[49] NN bint Fulan	[49] bint Fulan	nn	inside	narrow
geni	6000000040980343677		label_mul	[49] NN bint Fulan	[49] bint Fulan	nn	inside	narrow
geni	6000000040980458495		label_en	[49] NN bint Fulan	[49] bint Fulan	nn	inside	narrow
geni	6000000040980458495		label_mul	[49] NN bint Fulan	[49] bint Fulan	nn	inside	narrow
geni	6000000040980573220		label_en	[49] NN bint Fulan	[49] bint Fulan	nn	inside	narrow
geni	6000000040980573220		label_mul	[49] NN bint Fulan	[49] bint Fulan	nn	inside	narrow
geni	6000000040980582355		label_en	[50] NN bint Fulan	[50] bint Fulan	nn	inside	narrow
geni	6000000040980582355		label_mul	[50] NN bint Fulan	[50] bint Fulan	nn	inside	narrow
geni	6000000040980777023		label_en	[50] NN bint Fulan	[50] bint Fulan	nn	inside	narrow
geni	6000000040980777023		label_mul	[50] NN bint Fulan	[50] bint Fulan	nn	inside	narrow
geni	6000000040981276451		label_en	[50] NN bint Fulan	[50] bint Fulan	nn	inside	narrow
geni	6000000040981276451		label_mul	[50] NN bint Fulan	[50] bint Fulan	nn	inside	narrow
geni	6000000040982181038		label_en	[51] NN Bint Fulan	[51] Bint Fulan	nn	inside	narrow
geni	6000000040982181038		label_mul	[51] NN Bint Fulan	[51] Bint Fulan	nn	inside	narrow
geni	6000000040362304708		label_en	[51] NN bint Fulan	[51] bint Fulan	nn	inside	narrow
geni	6000000040362304708		label_mul	[51] NN bint Fulan	[51] bint Fulan	nn	inside	narrow
geni	6000000040982264549		label_en	[51] NN bint Fulan	[51] bint Fulan	nn	inside	narrow
geni	6000000040982264549		label_mul	[51] NN bint Fulan	[51] bint Fulan	nn	inside	narrow
geni	6000000040982328191		label_en	[52] NN Bint Anusapati	[52] Bint Anusapati	nn	inside	narrow
geni	6000000040982328191		label_mul	[52] NN Bint Anusapati	[52] Bint Anusapati	nn	inside	narrow
geni	6000000040982302294		label_en	[52] NN bint Fulan	[52] bint Fulan	nn	inside	narrow
geni	6000000040982302294		label_mul	[52] NN bint Fulan	[52] bint Fulan	nn	inside	narrow
geni	6000000040982321606		label_en	[52] NN bint Fulan	[52] bint Fulan	nn	inside	narrow
