geni_id	qid	cjk_names	label_en	culture	state
6000000074739340859	Q45616779	守節 趙州贊皇	Shou Jie	zh	romanised from Wikidata name items
6000000074739347830	Q45419939	野王 趙州贊皇	Ye Wang	zh	romanised from Wikidata name items
6000000074739347847	Q45624058	幼 趙州贊皇	You	zh	romanised from Wikidata name items
6000000074739361835	Q45625307	慶業 趙州贊皇	Qing Ye	zh	romanised from Wikidata name items
6000000074739371837	Q45625369	庭光 趙州贊皇	Ting Guang	zh	romanised from Wikidata name items
6000000074739376821	Q45578965	全昌 趙州贊皇	Quan Chang	zh	romanised from Wikidata name items
6000000074739378828	Q45419933	慶業 趙州贊皇 | 慶業 趙州贊皇 一	Qing Ye	zh	romanised from Wikidata name items
6000000074739405952	Q45606593	遵王 趙州柏鄉	Zun Wang	zh	romanised from Wikidata name items
6000000074739410868	Q45612044	崇業 趙州柏鄉	Chong Ye	zh	romanised from Wikidata name items
6000000074739417835	Q45625247	知業 趙州贊皇	Zhi Ye	zh	romanised from Wikidata name items
6000000074739417894	Q45532271	允王 趙州柏鄉	Yun Wang	zh	romanised from Wikidata name items
6000000074739417942	Q45610477	敬同 趙州柏鄉	Jing Tong	zh	romanised from Wikidata name items
6000000074739420836	Q45623870	元珪 趙州贊皇	Yuan Gui	zh	romanised from Wikidata name items
6000000074739423822	Q45616717	彥莊 趙州贊皇	Yan Zhuang	zh	romanised from Wikidata name items
6000000074739424821	Q45616467	奉胤 趙州贊皇	Feng Yin	zh	romanised from Wikidata name items
6000000074739428847	Q45625122	潤 趙州贊皇	Run	zh	romanised from Wikidata name items
6000000074739430844	Q45624242	重光 趙州贊皇	Zhong Guang	zh	romanised from Wikidata name items
6000000074739430873	Q45623744	泌 京兆長安	Mi	zh	romanised from Wikidata name items
6000000074739432821	Q45420995	孝威 趙州贊皇 | 孝威 趙州贊皇 四	Xiao Wei	zh	romanised from Wikidata name items
6000000074739432830	Q45623806	固 趙州贊皇	Gu	zh	romanised from Wikidata name items
6000000074739437936	Q45606911	昭 河南府	Zhao	zh	romanised from Wikidata name items
6000000074739442822	Q45624936	昭業 趙州贊皇	Zhao Ye	zh	romanised from Wikidata name items
6000000074739446830	Q45624119	隆業 趙州贊皇	Long Ye	zh	romanised from Wikidata name items
6000000074739456833	Q45624747	延業 趙州贊皇	Yan Ye	zh	romanised from Wikidata name items
6000000074739458821	Q45623932	伯成 趙州贊皇	Bo Cheng	zh	romanised from Wikidata name items
6000000074739458881	Q45622936	太初 趙州贊皇	Tai Chu	zh	romanised from Wikidata name items
6000000074739476886	Q45611354	敬臣 趙州柏鄉	Jing Chen	zh	romanised from Wikidata name items
6000000074739484876	Q45606785	敬忠 趙郡平棘	Jing Zhong	zh	romanised from Wikidata name items
6000000074739502821	Q45626256	志廣 趙州贊皇	Zhi Guang	zh	romanised from Wikidata name items
6000000074739503914	Q45610855	夢周 趙州柏鄉	Meng Zhou	zh	romanised from Wikidata name items
6000000074739514821	Q45621237	澤 趙州贊皇	Ze	zh	romanised from Wikidata name items
6000000074739515888	Q45422127	文政 趙州贊皇 | 文政 趙州贊皇 三	Wen Zheng	zh	romanised from Wikidata name items
6000000074739520889	Q45611040	少彌 趙州柏鄉	Shao Mi	zh	romanised from Wikidata name items
6000000074739522883	Q45606720	師王 趙州柏鄉	Shi Wang	zh	romanised from Wikidata name items
6000000074739534911	Q45610731	晦 趙州柏鄉	Hui	zh	romanised from Wikidata name items
6000000074739536863	Q45490005	來王 歸道 趙州平棘	Lai Wang	zh	romanised from Wikidata name items
6000000074739557821	Q45622999	宣道 趙州贊皇	Xuan Dao	zh	romanised from Wikidata name items
6000000074739560863	Q45610605	暉 趙州柏鄉	Hui	zh	romanised from Wikidata name items
6000000074739579821	Q45490711	思諒 趙州柏鄉	Si Liang	zh	romanised from Wikidata name items
6000000074739583847	Q45607676	節 行滿 趙州平棘	Jie	zh	romanised from Wikidata name items
6000000074739614868	Q45606531	賓王 趙州柏鄉	Bin Wang	zh	romanised from Wikidata name items
6000000074739627828	Q45611603	盈 趙州柏鄉	Ying	zh	romanised from Wikidata name items
6000000074739629890	Q45610047	敬本 趙州柏鄉	Jing Ben	zh	romanised from Wikidata name items
6000000074739633857	Q45530817	崗 趙州贊皇	Gang	zh	romanised from Wikidata name items
6000000074739640842	Q45608954	昕 趙州柏鄉	Xin	zh	romanised from Wikidata name items
6000000074739665843	Q45610792	望仙 趙州柏鄉	Wang Xian	zh	romanised from Wikidata name items
6000000074739720845	Q45611792	檀陀 趙州柏鄉	Tan Tuo	zh	romanised from Wikidata name items
6000000074739722833	Q45610222	敬一 趙州柏鄉	Jing Yi	zh	romanised from Wikidata name items
6000000074739732855	Q45610979	敬之 趙州柏鄉	Jing Zhi	zh	romanised from Wikidata name items
6000000074739735821	Q45609921	敬玄 趙州柏鄉	Jing Xuan	zh	romanised from Wikidata name items
6000000074739771827	Q45606656	讓王 趙州柏鄉	Rang Wang	zh	romanised from Wikidata name items
6000000074739788821	Q45422131	晉 趙州贊皇 | 晉 趙州贊皇 三	Jin	zh	romanised from Wikidata name items
6000000074739809862	Q45599459	文立 趙州贊皇	Wen Li	zh	romanised from Wikidata name items
6000000074739828845	Q45599547	公曾 趙州贊皇	Gong Zeng	zh	romanised from Wikidata name items
6000000074739859847	Q45600176	昌 趙州贊皇	Chang	zh	romanised from Wikidata name items
6000000074739904821	Q45599397	文琬 趙州贊皇	Wen Wan	zh	romanised from Wikidata name items
6000000074743774347	Q45605450	嵩 趙州贊皇	Song	zh	romanised from Wikidata name items
6000000074744284034	Q45599990	慎 趙州贊皇	Shen	zh	romanised from Wikidata name items
6000000074744476069	Q45602258	岑 趙州贊皇	Cen	zh	romanised from Wikidata name items
6000000074744501961	Q45605325	峯 趙州贊皇	Feng	zh	romanised from Wikidata name items
6000000074744506585	Q45614850	萬 鉅鹿曲城	Wan	zh	romanised from Wikidata name items
6000000074744607929	Q45599925	嶷 趙州贊皇	Yi	zh	romanised from Wikidata name items
6000000074744650151	Q45605770	同愛 趙州贊皇	Tong Ai	zh	romanised from Wikidata name items
6000000074744667979	Q45599674	思過 趙州贊皇	Si Guo	zh	romanised from Wikidata name items
6000000074744668522	Q45418729	瞻 鉅鹿曲城	Zhan	zh	romanised from Wikidata name items
6000000074744671892	Q45497852	晉客 趙州贊皇	Jin Ke	zh	romanised from Wikidata name items
6000000074744732898	Q45599737	南容 趙州贊皇	Nan Rong	zh	romanised from Wikidata name items
6000000074744746860	Q45600052	貞道 趙州贊皇	Zhen Dao	zh	romanised from Wikidata name items
6000000074744768859	Q45605387	貞恕 趙州贊皇	Zhen Shu	zh	romanised from Wikidata name items
6000000074744793051	Q45605578	文乂 趙州贊皇	Wen Yi	zh	romanised from Wikidata name items
6000000074744795875	Q45599799	忠順 趙州贊皇	Zhong Shun	zh	romanised from Wikidata name items
6000000074744815886	Q45599611	文正 趙州贊皇	Wen Zheng	zh	romanised from Wikidata name items
6000000074744832843	Q45602384	珍 趙州贊皇	Zhen	zh	romanised from Wikidata name items
6000000074744868846	Q45599863	當璧 趙州贊皇	Dang Bi	zh	romanised from Wikidata name items
6000000074744951998	Q45606085	相 趙州贊皇	Xiang	zh	romanised from Wikidata name items
6000000074744965995	Q45605895	恪 趙州贊皇	Ke	zh	romanised from Wikidata name items
6000000074745016087	Q45380742	良臣 鄭州管城	Liang Chen	zh	romanised from Wikidata name items
6000000074745154871	Q45605641	文友 趙州贊皇	Wen You	zh	romanised from Wikidata name items
6000000074745193844	Q45606021	抗 趙州贊皇	Kang	zh	romanised from Wikidata name items
6000000074745259828	Q45605707	守仁 趙州贊皇	Shou Ren	zh	romanised from Wikidata name items
6000000074745261842	Q45422126	仲卿 趙州贊皇 | 仲卿 趙州贊皇 二	Zhong Qing	zh	romanised from Wikidata name items
6000000074745352073	Q45418715	處 鉅鹿曲城	Chu	zh	romanised from Wikidata name items
6000000074745556100	Q45614915	長信 鉅鹿曲城	Chang Xin	zh	romanised from Wikidata name items
6000000074745564037	Q45682148	萬 鉅鹿曲城	Wan	zh	romanised from Wikidata name items
6000000074745661959	Q45380979	釗 鉅鹿曲城	Zhao	zh	romanised from Wikidata name items
6000000074745665926		得臣 宋 | 得臣 宋 三	De Chen	zh	romanised from Wikidata name items
6000000074745693885	Q10947801	白 太素 素臣 鄭州管城	Bai	zh	romanised from Wikidata name items
6000000074745707864		唐臣 宋 | 唐臣 宋 一	Tang Chen	zh	romanised from Wikidata name items
6000000074745740834		憲臣 宋 | 憲臣 宋 二	Xian Chen	zh	romanised from Wikidata name items
6000000074745766957	Q45418727	華 鉅鹿曲城	Hua	zh	romanised from Wikidata name items
6000000074745789904	Q45380980	彥 鉅鹿曲城	Yan	zh	romanised from Wikidata name items
6000000074745798712	Q28414491	德敏 徐州	De Min	zh	romanised from Wikidata name items
6000000074745864889	Q45681959	憑 鉅鹿曲城	Ping	zh	romanised from Wikidata name items
6000000074745899873	Q45522983	載 鉅鹿曲城	Zai	zh	romanised from Wikidata name items
6000000074745948891	Q45614978	孟莊 鉅鹿曲城	Meng Zhuang	zh	romanised from Wikidata name items
6000000074745952865	Q45682117	隋 鉅鹿曲城	Sui	zh	romanised from Wikidata name items
6000000074745957851	Q45681927	明 鉅鹿曲城	Ming	zh	romanised from Wikidata name items
6000000074746050174	Q45382976	嘉正 會之 江陵	Jiang Ling Jia Zheng	zh	romanised from Wikidata name items
6000000074746329431	Q45420199	慶 彭城 | 慶 彭城 一	Peng Cheng Qing	zh	romanised from Wikidata name items
6000000074746695154	Q45673232	悅 徐州	Yue	zh	romanised from Wikidata name items
6000000074746812039	Q45673277	德智 徐州彭城	De Zhi	zh	romanised from Wikidata name items
6000000074746843980	Q45420197	敏 彭城 | 敏 彭城 一	Peng Cheng Min	zh	romanised from Wikidata name items
6000000074746875003	Q45383520	仁 劉	Liu Ren	zh	romanised from Wikidata name items
6000000074746892367	Q45455714	孝舉 晉昌冥安	Xiao Ju	zh	romanised from Wikidata name items
6000000074747002901	Q45673363	崇直 徐州彭城	Chong Zhi	zh	romanised from Wikidata name items
6000000074747014869	Q45673185	崇術 徐州	Chong Shu	zh	romanised from Wikidata name items
6000000074747016853	Q45673622	軌 彭城	Peng Cheng Gui	zh	romanised from Wikidata name items
6000000074747020843	Q45673320	延嗣 徐州彭城	Yan Si	zh	romanised from Wikidata name items
6000000074747192693	Q45455968	秀實 晉昌冥安	Xiu Shi	zh	romanised from Wikidata name items
6000000074747192731	Q45459649	文會 晉昌冥安	Wen Hui	zh	romanised from Wikidata name items
6000000074747218679	Q45463266	智堯 晉昌冥安	Zhi Yao	zh	romanised from Wikidata name items
6000000074747246960	Q1074804	暐 慕容 | 暐 慕容 三	Mu Rong Wei	zh	romanised from Wikidata name items
6000000074747253970	Q1078573	盛 道運 慕容	Mu Rong Sheng	zh	romanised from Wikidata name items
6000000074747280686	Q45462593	行實 晉昌冥安	Xing Shi	zh	romanised from Wikidata name items
6000000074747331921	Q1076801	寶 道祐 慕容 | 寶 道祐 慕容 四	Mu Rong Bao	zh	romanised from Wikidata name items
6000000074747442632	Q45468772	玄逸 晉昌冥安	Xuan Yi	zh	romanised from Wikidata name items
6000000074747452886	Q1071329	雋 宣英 慕容 | 雋 宣英 慕容 二	Mu Rong Juan	zh	romanised from Wikidata name items
6000000074747475281	Q26197227	仲牟 深州安平 | 仲牟 深州安平 二	Zhong Mou	zh	romanised from Wikidata name items
6000000074747478876	Q45518543	晦 齊州臨淄	Hui	zh	romanised from Wikidata name items
6000000074747580395	Q45460974	文才 晉昌冥安	Wen Cai	zh	romanised from Wikidata name items
6000000074747584312	Q45387478	輝 鄆 子產 瓜州晉昌	Hui	zh	romanised from Wikidata name items
6000000074747625518	Q45465405	茂倫 晉昌冥安	Mao Lun	zh	romanised from Wikidata name items
6000000074747635445	Q45458823	修政 晉昌冥安	Xiu Zheng	zh	romanised from Wikidata name items
6000000074747743378	Q45419087	世宗 晉昌冥安	Shi Zong	zh	romanised from Wikidata name items
6000000074747761304	Q45457045	文度 晉昌冥安	Wen Du	zh	romanised from Wikidata name items
6000000074747813117	Q45419076	瑤 昌仁 晉昌冥安 | 瑶 | 瑤 昌仁 晉昌冥安 一	Yao	zh	romanised from Wikidata name items
6000000074747813122	Q45455651	懷義 晉昌冥安	Huai Yi	zh	romanised from Wikidata name items
6000000074747817209	Q7682754	璿 休璟 晉昌冥安 | 璿 休璟 晉昌冥安 一	Xuan	zh	romanised from Wikidata name items
6000000074747827983	Q45459076	孝讓 晉昌冥安	Xiao Rang	zh	romanised from Wikidata name items
6000000074747839376	Q45459267	文儼 晉昌冥安	Wen Yan	zh	romanised from Wikidata name items
6000000074747843066	Q26197225	業 貝州清河 | 業 貝州清河 一	Ye	zh	romanised from Wikidata name items
6000000074747843173	Q45456031	行敏 晉昌冥安	Xing Min	zh	romanised from Wikidata name items
6000000074747850365	Q45465530	嗣宗 瓜州晉昌	Si Zong	zh	romanised from Wikidata name items
6000000074747851031	Q26197234	欽 深州安平	Qin	zh	romanised from Wikidata name items
6000000074747858383	Q45464522	珪 晉昌冥安	Gui	zh	romanised from Wikidata name items
6000000074747863259	Q45458759	禮政 晉昌冥安	Li Zheng	zh	romanised from Wikidata name items
6000000074747867226	Q45419081	歡 晉昌冥安	Huan	zh	romanised from Wikidata name items
6000000074747885215	Q45463768	振 晉昌冥安	Zhen	zh	romanised from Wikidata name items
6000000074747885239	Q45464773	璿 晉昌冥安	Xuan	zh	romanised from Wikidata name items
6000000074747908365	Q45456917	行直 晉昌冥安	Xing Zhi	zh	romanised from Wikidata name items
6000000074747930311	Q45691930	濬 君賾 北海中山	Jun	zh	romanised from Wikidata name items
6000000074747939134	Q45455590	廣貴 晉昌冥安	Guang Gui	zh	romanised from Wikidata name items
6000000074747939139	Q45455776	翼 保相 晉昌冥安	Yi	zh	romanised from Wikidata name items
6000000074747963249	Q45463644	詢明 晉昌冥安	Xun Ming	zh	romanised from Wikidata name items
6000000074747967007	Q45387491	永 思遠 北海中山	Yong	zh	romanised from Wikidata name items
6000000074747981119	Q45457301	藝臣 晉昌冥安	Yi Chen	zh	romanised from Wikidata name items
6000000074747981248	Q45419706	靈芝 晉昌冥安	Ling Zhi	zh	romanised from Wikidata name items
6000000074748000198	Q45456411	行基 晉昌冥安	Xing Ji	zh	romanised from Wikidata name items
6000000074748004194	Q45457490	固儉 晉昌冥安	Gu Jian	zh	romanised from Wikidata name items
6000000074748010092	Q45459583	文琮 晉昌冥安	Wen Cong	zh	romanised from Wikidata name items
6000000074748017180	Q45464963	小師 晉昌冥安	Xiao Shi	zh	romanised from Wikidata name items
6000000074748018127	Q45457427	懷一 晉昌冥安	Huai Yi	zh	romanised from Wikidata name items
6000000074748023186	Q45458063	思忠 晉昌冥安	Si Zhong	zh	romanised from Wikidata name items
6000000074748023196	Q45458697	行滿 晉昌冥安	Xing Man	zh	romanised from Wikidata name items
6000000074748024069	Q45456727	文安 晉昌冥安	Wen An	zh	romanised from Wikidata name items
6000000074748029086	Q45457237	文壽 晉昌冥安	Wen Shou	zh	romanised from Wikidata name items
6000000074748036111	Q45458570	世徹 晉昌冥安	Shi Che	zh	romanised from Wikidata name items
6000000074748042125	Q45461035	文軌 晉昌冥安	Wen Gui	zh	romanised from Wikidata name items
6000000074748055187	Q45462403	修文 晉昌冥安	Xiu Wen	zh	romanised from Wikidata name items
6000000074748080985	Q26197231	石 深州安平	Shi	zh	romanised from Wikidata name items
6000000074748081187	Q45464023	晟 遵明 晉昌冥安	Sheng	zh	romanised from Wikidata name items
6000000074748085087	Q45461164	文智 晉昌冥安	Wen Zhi	zh	romanised from Wikidata name items
6000000074748116140	Q45462151	禕 晉昌冥安	Yi	zh	romanised from Wikidata name items
6000000074748117998	Q45459203	文廓 晉昌冥安	Wen Kuo	zh	romanised from Wikidata name items
6000000074748121150	Q45464461	珽 晉昌冥安	Ting	zh	romanised from Wikidata name items
6000000074748128038	Q45463073	伯華 晉昌冥安	Bo Hua	zh	romanised from Wikidata name items
6000000074748135039	Q45456346	行立 晉昌冥安	Xing Li	zh	romanised from Wikidata name items
6000000074748135108	Q45461333	紹伯 晉昌冥安	Shao Bo	zh	romanised from Wikidata name items
6000000074748148050	Q45459392	世寵 晉昌冥安	Shi Chong	zh	romanised from Wikidata name items
6000000074748148994	Q45456282	行表 晉昌冥安	Xing Biao	zh	romanised from Wikidata name items
6000000074748150068	Q45458949	世榮 晉昌冥安	Shi Ei	zh	romanised from Wikidata name items
6000000074748150121	Q45419713	惠兒 晉昌冥安 | 惠兒 晉昌冥安 二	Hui Ni	zh	romanised from Wikidata name items
6000000074748150171	Q45469346	壽 晉昌冥安	Shou	zh	romanised from Wikidata name items
6000000074748160156	Q45690594	諒 君直 北海中山	Liang	zh	romanised from Wikidata name items
6000000074748169009	Q45457938	思孝 晉昌冥安	Si Xiao	zh	romanised from Wikidata name items
6000000074748169084	Q45462026	仲璨 晉昌冥安	Zhong Can	zh	romanised from Wikidata name items
6000000074748169104	Q45419704	純 玄粹 晉昌冥安 | 純 玄粹 晉昌冥安 二	Chun	zh	romanised from Wikidata name items
6000000074748172085	Q45458633	朝政 晉昌冥安	Chao Zheng	zh	romanised from Wikidata name items
6000000074748174883	Q712752	茂 涼州姑臧	Mao	zh	romanised from Wikidata name items
6000000074748177913	Q712568	祚 涼州姑臧	Zuo	zh	romanised from Wikidata name items
6000000074748181062	Q45465150	文教 晉昌冥安	Wen Jiao	zh	romanised from Wikidata name items
6000000074748185030	Q45459714	固本 晉昌冥安	Gu Ben	zh	romanised from Wikidata name items
6000000074748186911	Q45387476	熙 涼州姑臧	Xi	zh	romanised from Wikidata name items
6000000074748191029	Q45461648	太素 萊州膠水	Tai Su	zh	romanised from Wikidata name items
6000000074748192892	Q712757	駿 涼州姑臧	Jun	zh	romanised from Wikidata name items
6000000074748192979	Q45461101	文實 晉昌冥安	Wen Shi	zh	romanised from Wikidata name items
6000000074748193051	Q45467939	玘 晉昌冥安	Qi	zh	romanised from Wikidata name items
6000000074748194922	Q700840	軌 涼州姑臧	Gui	zh	romanised from Wikidata name items
6000000074748199060	Q45461398	楷 子武 晉昌冥安	Kai	zh	romanised from Wikidata name items
6000000074748201979	Q45420162	弘 君裕 北海中山	Hong	zh	romanised from Wikidata name items
6000000074748202058	Q45459519	文協 晉昌冥安	Wen Xie	zh	romanised from Wikidata name items
6000000074748202903	Q16904945	朝 深州安平	Chao	zh	romanised from Wikidata name items
6000000074748205069	Q45460343	乾蓋 晉昌冥安	Qian Gai	zh	romanised from Wikidata name items
6000000074748206068	Q45461461	萬壽 萊州膠水	Wan Shou	zh	romanised from Wikidata name items
6000000074748208847	Q26197230	融 深州安平	Rong	zh	romanised from Wikidata name items
6000000074748210083	Q45458380	玄都 晉昌冥安	Xuan Du	zh	romanised from Wikidata name items
6000000074748210193		璋 北海中山	Zhang	zh	romanised from Wikidata name items
6000000074748213054	Q45456791	文舉 晉昌冥安	Wen Ju	zh	romanised from Wikidata name items
6000000074748214848	Q26197214	意如 萊州掖縣	Yi Ru	zh	romanised from Wikidata name items
6000000074748216062	Q45463136	德宗 晉昌冥安	De Zong	zh	romanised from Wikidata name items
6000000074748222906	Q10922775	彬 京兆長安	Bin	zh	romanised from Wikidata name items
6000000074748232050	Q45459900	敬 晉昌冥安	Jing	zh	romanised from Wikidata name items
6000000074748247939	Q45420160	儼 整之 北海中山	Yan	zh	romanised from Wikidata name items
6000000074748251821	Q26197232	廓 深州安平	Kuo	zh	romanised from Wikidata name items
6000000074748251829	Q45387086	明之 開封	Ming Zhi	zh	romanised from Wikidata name items
6000000074748254089	Q45462466	奉禮 晉昌冥安	Feng Li	zh	romanised from Wikidata name items
6000000074748272781	Q45422677	琰 河東汾陰 | 琰 河東汾陰 一	Yan	zh	romanised from Wikidata name items
6000000074748273024	Q45458885	弘政 晉昌冥安	Hong Zheng	zh	romanised from Wikidata name items
6000000074748283016	Q45461584	師 晉昌冥安	Shi	zh	romanised from Wikidata name items
6000000074748293070	Q45468388	南金 晉昌冥安	Nan Jin	zh	romanised from Wikidata name items
6000000074748298935	Q45461963	旭 保光 晉昌冥安	Xu	zh	romanised from Wikidata name items
6000000074748305920	Q45455464	茂 字興 晉昌冥安	Mao	zh	romanised from Wikidata name items
6000000074748311066	Q45464275	玄靜 晉昌冥安	Xuan Jing	zh	romanised from Wikidata name items
6000000074748312973	Q45457554	劍客 晉昌冥安	Jian Ke	zh	romanised from Wikidata name items
6000000074748314878	Q45457365	仁儉 晉昌冥安	Ren Jian	zh	romanised from Wikidata name items
6000000074748315105	Q45419706	靈 晉昌冥安	Ling	zh	romanised from Wikidata name items
6000000074748319918	Q45460911	仕遵 晉昌冥安	Shi Zun	zh	romanised from Wikidata name items
6000000074748323929	Q45464151	世才 晉昌冥安	Shi Cai	zh	romanised from Wikidata name items
6000000074748328010	Q45463327	德俊 晉昌冥安	De Jun	zh	romanised from Wikidata name items
6000000074748328040	Q45419715	守臣 晉昌冥安	Shou Chen	zh	romanised from Wikidata name items
6000000074748329999	Q45463202	智節 晉昌冥安	Zhi Jie	zh	romanised from Wikidata name items
6000000074748330084		安 北海中山	An	zh	romanised from Wikidata name items
6000000074748335948	Q45458191	玄成 晉昌冥安	Xuan Cheng	zh	romanised from Wikidata name items
6000000074748336018	Q45462632	仕琰 晉昌冥安	Shi Yan	zh	romanised from Wikidata name items
6000000074748342871	Q45455840	毅 仲卿 晉昌冥安	Yi	zh	romanised from Wikidata name items
6000000074748345933	Q45457619	文表 晉昌冥安	Wen Biao	zh	romanised from Wikidata name items
6000000074748355914	Q45459328	文毓 晉昌冥安	Wen Yu	zh	romanised from Wikidata name items
6000000074748355931	Q45460089	善行 晉昌冥安	Shan Xing	zh	romanised from Wikidata name items
6000000074748357861	Q45455905	世達 晉昌冥安	Shi Da	zh	romanised from Wikidata name items
6000000074748358908	Q45462758	孝睦 晉昌冥安	Xiao Mu	zh	romanised from Wikidata name items
6000000074748360832	Q15927489	瑾 子瑗 北海中山	Jin	zh	romanised from Wikidata name items
6000000074748364894	Q45455526	文祖 晉昌冥安	Wen Zu	zh	romanised from Wikidata name items
6000000074748366834	Q45420161	輪 文轉 北海中山	Lun	zh	romanised from Wikidata name items
6000000074748367891	Q45458127	濟 晉昌冥安	Ji	zh	romanised from Wikidata name items
6000000074748380899	Q45463897	日輪 晉昌冥安	Ri Lun	zh	romanised from Wikidata name items
6000000074748386875	Q45456980	文豪 晉昌冥安	Wen Hao	zh	romanised from Wikidata name items
6000000074748391941	Q45461226	延澄 晉昌冥安	Yan Cheng	zh	romanised from Wikidata name items
6000000074748392009	Q11418521	和 稚起 晉昌冥安 | 和 稚起 晉昌冥安 二	He	zh	romanised from Wikidata name items
6000000074748392927	Q45461710	太力 萊州膠水	Tai Li	zh	romanised from Wikidata name items
6000000074748399943	Q45460154	善言 晉昌冥安	Shan Yan	zh	romanised from Wikidata name items
6000000074748408874	Q45459013	文哲 晉昌冥安	Wen Zhe	zh	romanised from Wikidata name items
6000000074748409057	Q24838965	陵 子雲 北海中山	Ling	zh	romanised from Wikidata name items
6000000074748409950	Q45464213	世進 晉昌冥安	Shi Jin	zh	romanised from Wikidata name items
6000000074748414838	Q45419701	契 晉昌冥安 | 契 晉昌冥安 一	Qi	zh	romanised from Wikidata name items
6000000074748415909	Q45462529	崇德 晉昌冥安	Chong De	zh	romanised from Wikidata name items
6000000074748416861	Q45458255	玄德 晉昌冥安	Xuan De	zh	romanised from Wikidata name items
6000000074748416883	Q45460281	世慎 晉昌冥安	Shi Shen	zh	romanised from Wikidata name items
6000000074748426836	Q45457107	處一 晉昌冥安	Chu Yi	zh	romanised from Wikidata name items
6000000074748427891	Q45419087	宗 晉昌冥安	Zong	zh	romanised from Wikidata name items
6000000074748434021	Q45690623	令則 君憲 北海中山	Ling Ze	zh	romanised from Wikidata name items
6000000074748434882	Q45459454	世雅 晉昌冥安	Shi Ya	zh	romanised from Wikidata name items
6000000074748437828	Q45456853	行端 晉昌冥安	Xing Duan	zh	romanised from Wikidata name items
6000000074748444880	Q45459776	守一 晉昌冥安	Shou Yi	zh	romanised from Wikidata name items
6000000074748446849	Q45463391	智英 晉昌冥安	Zhi Ying	zh	romanised from Wikidata name items
6000000074748455839	Q45458001	元一 晉昌冥安	Yuan Yi	zh	romanised from Wikidata name items
6000000074748464859	Q45460216	善見 晉昌冥安	Shan Jian	zh	romanised from Wikidata name items
6000000074748467838	Q45460406	希一 晉昌冥安	Hiu Yi	zh	romanised from Wikidata name items
6000000074748470877	Q45463012	儼 晉昌冥安	Yan	zh	romanised from Wikidata name items
6000000074748473857	Q45419705	岳 令世 晉昌冥安	Yue	zh	romanised from Wikidata name items
6000000074748476832	Q45458443	玄通 晉昌冥安	Xuan Tong	zh	romanised from Wikidata name items
6000000074748479876	Q45461523	白澤 萊州膠水	Bai Ze	zh	romanised from Wikidata name items
6000000074748479895	Q45464898	石師 晉昌冥安	Shi Shi	zh	romanised from Wikidata name items
6000000074748484863	Q45460469	乾肅 晉昌冥安	Qian Su	zh	romanised from Wikidata name items
6000000074748496861	Q45462822	保建 晉昌冥安	Bao Jian	zh	romanised from Wikidata name items
6000000074748496924	Q45468515	玄表 晉昌冥安	Xuan Biao	zh	romanised from Wikidata name items
6000000074748505853	Q45462214	奉義 晉昌冥安	Feng Yi	zh	romanised from Wikidata name items
6000000074748507872	Q45464400	玄道 晉昌冥安	Xuan Dao	zh	romanised from Wikidata name items
6000000074748509845	Q45462341	仕超 晉昌冥安	Shi Chao	zh	romanised from Wikidata name items
6000000074748510826	Q45460531	世昊 晉昌冥安	Shi Hao	zh	romanised from Wikidata name items
6000000074748511871	Q45461900	世珍 晉昌冥安	Shi Zhen	zh	romanised from Wikidata name items
6000000074748511918	Q45469411	休琰 晉昌冥安	Xiu Yan	zh	romanised from Wikidata name items
6000000074748519834	Q45461836	世儁 晉昌冥安	Shi Jun	zh	romanised from Wikidata name items
6000000074748520911	Q45468452	爭臣 晉昌冥安	Zheng Chen	zh	romanised from Wikidata name items
6000000074748534821	Q45461290	雄 休彥 晉昌冥安	Xiong	zh	romanised from Wikidata name items
6000000074748541847	Q45463580	智亮 晉昌冥安	Zhi Liang	zh	romanised from Wikidata name items
6000000074748545825	Q45462884	伯裕 晉昌冥安	Bo Yu	zh	romanised from Wikidata name items
6000000074748554858	Q45468321	瑾 晉昌冥安	Jin	zh	romanised from Wikidata name items
6000000074748559976	Q45471568	怡 君長 北海中山	Yi	zh	romanised from Wikidata name items
6000000074748576505	Q45390367	永 成都	Yong	zh	romanised from Wikidata name items
6000000074748579821	Q45463515	智深 晉昌冥安	Zhi Shen	zh	romanised from Wikidata name items
6000000074748594875	Q45468064	琰 晉昌冥安	Yan	zh	romanised from Wikidata name items
6000000074748594924	Q45470111	儉 晉昌冥安	Jian	zh	romanised from Wikidata name items
6000000074748603833	Q45468259	瑜 晉昌冥安	Yu	zh	romanised from Wikidata name items
6000000074748613900	Q45470867	正心 瓜州晉昌	Zheng Xin	zh	romanised from Wikidata name items
6000000074748613924	Q45690795	歆 無擇 北海中山	Xin	zh	romanised from Wikidata name items
6000000074748618821	Q45419712	敏 季卿 晉昌冥安	Min	zh	romanised from Wikidata name items
6000000074748635836	Q45419078	欽 孟直 晉昌冥安 | 欽 孟直 晉昌冥安 一	Qin	zh	romanised from Wikidata name items
6000000074748639824	Q45465468	茂言 晉昌冥安	Mao Yan	zh	romanised from Wikidata name items
6000000074748680922	Q45472330	懿 君德 北海中山	Yi	zh	romanised from Wikidata name items
6000000074748710528	Q45629455	鎮 蒲州寶鼎	Zhen	zh	romanised from Wikidata name items
6000000074748710558	Q45422634	昂 河東汾陰 | 昂 河東汾陰 四	Ang	zh	romanised from Wikidata name items
