geni_id	qid	cjk_names	label_en	culture	state
6000000002849359796		志貴の子 | 志貴皇子の子		ja	unknown: no Latin form for this name
6000000002849370756		鴨 | 鴨王		ja	unknown: no Latin form for this name
6000000002849375108		浄橋 | 浄橋女王		ja	unknown: no Latin form for this name
6000000002849383434		不破 | 不破内親王		ja	unknown: no Latin form for this name
6000000002849397075		広世 | 広世皇子		ja	unknown: no Latin form for this name
6000000002849402397		竈門娘 紀 | 文武天皇嬪(紀竈門娘)		ja	unknown: no Latin form for this name
6000000002849407510		山背 真人 当麻 | 当麻真人山背		ja	unknown: no Latin form for this name
6000000002849413462		老 当麻 | 当麻老		ja	unknown: no Latin form for this name
6000000002849414546		船 | 船王		ja	unknown: no Latin form for this name
6000000002849419763		守部 | 守部王		ja	unknown: no Latin form for this name
6000000002849496486		飛鳥田 | 飛鳥田女王		ja	unknown: no Latin form for this name
6000000002849498572		藤原蔵下麻呂妻 粟田 | 藤原蔵下麻呂妻(粟田馬養娘)		ja	unknown: no Latin form for this name
6000000002849500933		縄主娘 藤原 | 平城天皇東宮妃		ja	unknown: no Latin form for this name
6000000002849505545		継子 伊勢 | 伊勢継子		ja	unknown: no Latin form for this name
6000000002849522123		池田 | 池田王		ja	unknown: no Latin form for this name
6000000002849526271		諸姉 粟田 | 粟田諸姉		ja	unknown: no Latin form for this name
6000000002849535193		御浦 | 御浦王		ja	unknown: no Latin form for this name
6000000002849542173		室 | 室女王		ja	unknown: no Latin form for this name
6000000002849626216		薬子 藤原 | 藤原薬子		ja	unknown: no Latin form for this name
6000000002849627138		馬養 粟田 | 粟田馬養		ja	unknown: no Latin form for this name
6000000002849628133		縄主 藤原 | 藤原縄主		ja	unknown: no Latin form for this name
6000000002849692844		高岳 | 高岳親王		ja	unknown: no Latin form for this name
6000000002849728346		巨勢 | 巨勢親王		ja	unknown: no Latin form for this name
6000000002849739404		石上 | 石上内親王		ja	unknown: no Latin form for this name
6000000002849750540		飯麻呂 紀 | 紀飯麻呂		ja	unknown: no Latin form for this name
6000000002849794014		魚員 紀 | 紀魚員		ja	unknown: no Latin form for this name
6000000002849798027		老人 伊勢 | 伊勢老人		ja	unknown: no Latin form for this name
6000000002849798052		大原 | 大原内親王		ja	unknown: no Latin form for this name
6000000002849801278		百継 紀 | 紀百継		ja	unknown: no Latin form for this name
6000000002849806017		上毛野 | 上毛野内親王		ja	unknown: no Latin form for this name
6000000002849807482		最弟 紀 | 紀最弟		ja	unknown: no Latin form for this name
6000000002849851477		古麻呂 紀 | 紀古麻呂		ja	unknown: no Latin form for this name
6000000002849863811		通具 堀川 | 堀川通具		ja	unknown: no Latin form for this name
6000000002849872105		叡奴 | 叡奴内親王		ja	unknown: no Latin form for this name
6000000002850428376		勝直 鈴木 | 鈴木勝直		ja	unknown: no Latin form for this name
6000000002850646763		季兼 藤原 | 藤原季兼		ja	unknown: no Latin form for this name
6000000002850717851		藤原季兼室 尾張 | 藤原季兼室(尾張員職娘)		ja	unknown: no Latin form for this name
6000000002850789409		員職 尾張 | 尾張員職		ja	unknown: no Latin form for this name
6000000002850802004		範忠 藤原 | 藤原範忠		ja	unknown: no Latin form for this name
6000000002851013508		憲定 源 | 源憲定		ja	unknown: no Latin form for this name
6000000002861210171		文賛		ja	unknown: no Latin form for this name
6000000002861934950		重俊 大夫 六条 | 六条大夫重俊		ja	unknown: no Latin form for this name
6000000002862126119		嫄子 藤原 | 藤原嫄子		ja	unknown: no Latin form for this name
6000000002862229375		兼資 源 | 源兼資		ja	unknown: no Latin form for this name
6000000002862343467		則成 源 | 源則成		ja	unknown: no Latin form for this name
6000000002862652317		吉右衛門 岡 | 岡吉右衛門		ja	unknown: no Latin form for this name
6000000002862652374		重政 岡 | 岡重政		ja	unknown: no Latin form for this name
6000000002864470916		信達 大井 | 大井信達		ja	unknown: no Latin form for this name
6000000002864584803		重家 藤枝 | 藤枝重家		ja	unknown: no Latin form for this name
6000000002864598219		秀治 堀 | 堀秀治		ja	unknown: no Latin form for this name
6000000002864767444		茂吉 大野 | 大野茂吉		ja	unknown: no Latin form for this name
6000000002886137798		南御方 町 | 南御方		ja	unknown: no Latin form for this name
6000000002886515080		経元 井口 | 井口経元		ja	unknown: no Latin form for this name
6000000002899189189		時広 中東 | 中東時広		ja	unknown: no Latin form for this name
6000000002908869912		久姫 桂香院 徳川 | 桂香院久姫		ja	unknown: no Latin form for this name
6000000002908972708		菊子 涼月院 徳川 | 涼月院菊子		ja	unknown: no Latin form for this name
6000000002908992600		吉泰 池田 | 池田吉泰		ja	unknown: no Latin form for this name
6000000002909136456		仲澄 池田 | 池田仲澄		ja	unknown: no Latin form for this name
6000000002909586407		伊波己里和気		ja	unknown: no Latin form for this name
6000000002909607480		阿那爾比弥		ja	unknown: no Latin form for this name
6000000002909621583		阿加波智君		ja	unknown: no Latin form for this name
6000000002910385274		三常 久賀 | 久賀三常		ja	unknown: no Latin form for this name
6000000002910430030		三夏 久賀 | 久賀三夏		ja	unknown: no Latin form for this name
6000000002910833249		景斉 藤原 | 藤原景斉		ja	unknown: no Latin form for this name
6000000002911600824		業平妻 紀 | 在原業平妻		ja	unknown: no Latin form for this name
6000000002911624263		紀有常妻 藤原 | 紀有常妻(藤原内麻呂娘)		ja	unknown: no Latin form for this name
6000000002911660232		名虎 紀 | 紀名虎		ja	unknown: no Latin form for this name
6000000002911673215		有常 紀 | 紀有常		ja	unknown: no Latin form for this name
6000000002911727089		静子 紀 | 紀静子		ja	unknown: no Latin form for this name
6000000002911755393		種子 紀 | 紀種子		ja	unknown: no Latin form for this name
6000000002911920805		正光 加賀守 | 加賀守正光		ja	unknown: no Latin form for this name
6000000002911938833		壱岐守 後藤 | 後藤壱岐守		ja	unknown: no Latin form for this name
6000000002912063961		賢豊 後藤 | 後藤賢豊		ja	unknown: no Latin form for this name
6000000002912239173		高治 後藤 | 後藤高治		ja	unknown: no Latin form for this name
6000000002912283407		但馬守 後藤 | 後藤但馬守		ja	unknown: no Latin form for this name
6000000002920739145		親広 源 | 源親広		ja	unknown: no Latin form for this name
6000000002921210049		二条良実室 坊門 | 二条良実室(坊門基信娘)		ja	unknown: no Latin form for this name
6000000002921240853		宗正 太郎兵衛 北小路 | 北小路宗正		ja	unknown: no Latin form for this name
6000000002921296324		朝臣 片野 | 片野朝臣		ja	unknown: no Latin form for this name
6000000002921345443		宗資 本庄 | 本庄宗資		ja	unknown: no Latin form for this name
6000000002921365501		宗正室 鍋田 | 鍋田氏		ja	unknown: no Latin form for this name
6000000002921418025		道芳 北小路 | 北小路道芳		ja	unknown: no Latin form for this name
6000000002922320375		小弁 | 祐子内親王家小弁		ja	unknown: no Latin form for this name
6000000002923093898		師信 藤原 | 藤原師信		ja	unknown: no Latin form for this name
6000000002932163648		源俊賢室 藤原 | 源俊賢室(藤原忠君娘)		ja	unknown: no Latin form for this name
6000000002932384748		禅念 小野宮 | 小野宮禅念		ja	unknown: no Latin form for this name
6000000002932439885		唯善 小野宮 | 唯善		ja	unknown: no Latin form for this name
6000000002932457224		恵信尼 三善 | 恵信尼		ja	unknown: no Latin form for this name
6000000002932607100		諏訪頼重側室 小見(麻績) | 諏訪頼重側室(小見(麻績)氏)		ja	unknown: no Latin form for this name
6000000002932766826		康道 二条 | 二条康道		ja	unknown: no Latin form for this name
6000000002932818640		完子 豊臣 | 豊臣完子		ja	unknown: no Latin form for this name
6000000002932867575		兼孝 九条 | 九条兼孝		ja	unknown: no Latin form for this name
6000000002932908014		義久 宮原 | 宮原義久		ja	unknown: no Latin form for this name
6000000002933018008		幸家 九条 | 九条幸家		ja	unknown: no Latin form for this name
6000000002933379786		比企尼		ja	unknown: no Latin form for this name
6000000002933379937		能員 比企 | 比企能員		ja	unknown: no Latin form for this name
6000000002933404825		河越尼 比企 | 河越尼		ja	unknown: no Latin form for this name
6000000002933445764		源範頼室 安達 | 源範頼室(安達盛長娘)		ja	unknown: no Latin form for this name
6000000002933483180		平賀義信室 比企 | 平賀義信室(比企掃部允娘)		ja	unknown: no Latin form for this name
6000000002933495640		若狭局 比企 | 若狭局(源頼家側室)		ja	unknown: no Latin form for this name
6000000002933515380		比企能員室 笠原 | 比企能員室(笠原親景娘)		ja	unknown: no Latin form for this name
6000000002933535179		掃部允 比企 | 比企掃部允		ja	unknown: no Latin form for this name
6000000002933550225		比企能員の父		ja	unknown: no Latin form for this name
6000000002933559058		朝雅 平賀 | 平賀朝雅		ja	unknown: no Latin form for this name
6000000002933568869		一幡 源 | 源一幡		ja	unknown: no Latin form for this name
6000000002933734904		宣隆 岩城 | 岩城宣隆		ja	unknown: no Latin form for this name
6000000002933740413		なほ 顕性院 真田 | 顕性院 | なほ		ja	unknown: no Latin form for this name
6000000002934051248		順業 高階 | 高階順業		ja	unknown: no Latin form for this name
6000000002934180406		胤長 相馬 | 相馬胤長		ja	unknown: no Latin form for this name
6000000002934408417		源頼家側室 | 源頼家側室(昌寛娘)		ja	unknown: no Latin form for this name
6000000002934491968		為朝孫娘 源 | 源為朝孫娘		ja	unknown: no Latin form for this name
6000000002934580717		公暁 源 | 公暁(源頼家二男)		ja	unknown: no Latin form for this name
6000000002934763248		禅暁		ja	unknown: no Latin form for this name
6000000002934795982		栄実 源 | 栄実		ja	unknown: no Latin form for this name
6000000002934800931		元親 三村 | 三村元親		ja	unknown: no Latin form for this name
6000000002934801002		鞠子 竹御所 源 | 竹御所(源鞠子)		ja	unknown: no Latin form for this name
6000000002934803041		越後局 | 越後局(北条政子の官女)		ja	unknown: no Latin form for this name
6000000002934803820		親成 三村 | 三村親成		ja	unknown: no Latin form for this name
6000000002934890996		親屯 三村 | 三村親屯		ja	unknown: no Latin form for this name
6000000002934908113		源頼家室 足助 | 源頼家室(足助重長娘)		ja	unknown: no Latin form for this name
6000000002935054755		親良 三村 | 三村親良		ja	unknown: no Latin form for this name
6000000002935104933		親基 三村 | 三村親基		ja	unknown: no Latin form for this name
6000000002935175554		楢崎元兼室 三村 | 楢崎元兼室(三村家親娘)		ja	unknown: no Latin form for this name
6000000002935176480		能實 三村 | 三村能實		ja	unknown: no Latin form for this name
6000000002935222532		元祐 荘(穂井田) | 荘(穂井田)元祐		ja	unknown: no Latin form for this name
6000000002935229888		吉親 三村 | 三村吉親		ja	unknown: no Latin form for this name
6000000002935239131		上野隆徳室 三村 | 上野隆徳室(三村家親娘)		ja	unknown: no Latin form for this name
6000000002935257329		親経 三村 | 三村親経		ja	unknown: no Latin form for this name
6000000002935259762		宗親 三村 | 三村宗親		ja	unknown: no Latin form for this name
6000000002935264365		親宣 三村 | 三村親宣		ja	unknown: no Latin form for this name
6000000002935289430		親隆 三村 | 三村親隆		ja	unknown: no Latin form for this name
6000000002935297241		勝親 三村 | 三村勝親		ja	unknown: no Latin form for this name
6000000002935305568		元範 三村 | 三村元範		ja	unknown: no Latin form for this name
6000000002935315918		家親 三村 | 三村家親		ja	unknown: no Latin form for this name
6000000002935342401		親頼 三村 | 三村親頼		ja	unknown: no Latin form for this name
6000000002935353273		時親 三村 | 三村時親		ja	unknown: no Latin form for this name
6000000002935362192		実親 上田 | 上田実親		ja	unknown: no Latin form for this name
6000000002935395128		親實 三村 | 三村親實		ja	unknown: no Latin form for this name
6000000002935448512		春継 従五位上常陸介 藤原 | 藤原春継		ja	unknown: no Latin form for this name
6000000002935523282		黒麻呂 藤原 | 藤原黒麻呂		ja	unknown: no Latin form for this name
6000000002937151777		巨勢麻呂妻(宇合女) 藤原 | 藤原巨勢麻呂妻(宇合女)		ja	unknown: no Latin form for this name
6000000002937355556		巨勢麻呂妻 藤原 | 藤原巨勢麻呂妻(永手女)		ja	unknown: no Latin form for this name
6000000002937543584		今河 藤原 | 藤原今河		ja	unknown: no Latin form for this name
6000000002944278851		弟藤 藤原 | 藤原弟藤		ja	unknown: no Latin form for this name
6000000002944287032		村田 藤原 | 藤原村田		ja	unknown: no Latin form for this name
6000000002944323209		百城 藤原 | 藤原百城		ja	unknown: no Latin form for this name
6000000002944361231		五百城 藤原 | 藤原五百城		ja	unknown: no Latin form for this name
6000000002944393050		三成 藤原 | 藤原三成		ja	unknown: no Latin form for this name
6000000002944426993		三成室 飯高 | 飯高多人女		ja	unknown: no Latin form for this name
6000000002944462073		三成妻 藤原 | 藤原真夏女		ja	unknown: no Latin form for this name
6000000002944500872		岳守 藤原 | 藤原岳守		ja	unknown: no Latin form for this name
6000000002944528954		三成妻 淡海 | 淡海清方女		ja	unknown: no Latin form for this name
6000000002944555054		岳雄 藤原 | 藤原岳雄		ja	unknown: no Latin form for this name
6000000002944578921		季縄 藤原 | 藤原季縄		ja	unknown: no Latin form for this name
6000000002944603805		右近 藤原 | 右近(歌人)		ja	unknown: no Latin form for this name
6000000002944639012		宜行 藤原 | 藤原宜行		ja	unknown: no Latin form for this name
6000000002944644852		正五位下藤原村田室 県犬養 | 正五位下藤原村田室(県犬養以綱女)		ja	unknown: no Latin form for this name
6000000002944657494		千乗 藤原 | 藤原千乗		ja	unknown: no Latin form for this name
6000000002944659140		是行 藤原 | 藤原是行		ja	unknown: no Latin form for this name
6000000002944659469		滋柯 藤原 | 滋柯		ja	unknown: no Latin form for this name
6000000002944701572		以綱 県犬養 | 県犬養以綱		ja	unknown: no Latin form for this name
6000000002944757994		滋実 藤原 | 藤原滋実		ja	unknown: no Latin form for this name
6000000002944779363		敏行 藤原 | 藤原敏行		ja	unknown: no Latin form for this name
6000000002944789791		藤原富士麻呂室 紀 | 藤原富士麻呂室(紀名虎女)		ja	unknown: no Latin form for this name
6000000002944791492		富士麻呂 藤原 | 藤原富士麻呂		ja	unknown: no Latin form for this name
6000000002944803495		善文 藤原 | 藤原善文		ja	unknown: no Latin form for this name
6000000002944803573		朝範 藤原 | 藤原朝範		ja	unknown: no Latin form for this name
6000000002944815528		藤原敏行室 紀 | 藤原敏行室(紀有常娘)		ja	unknown: no Latin form for this name
6000000002944846563		令名 藤原 | 藤原令名		ja	unknown: no Latin form for this name
6000000002944866233		興世 従四位下左兵衛権佐陸奥守 藤原 | 従四位下左兵衛権佐陸奥守 藤原興世		ja	unknown: no Latin form for this name
6000000002944875476		藤原滋実室 上毛野 | 藤原滋実室(上毛野氏)		ja	unknown: no Latin form for this name
6000000002944876626		朝鑑 藤原 | 藤原朝鑑		ja	unknown: no Latin form for this name
6000000002944885241		藤原興世室 大中臣 | 藤原興世室(大中臣実阿女)		ja	unknown: no Latin form for this name
6000000002944913270		貴子 従五位下 布勢 | 従五位下布勢貴子		ja	unknown: no Latin form for this name
6000000002944922204		好風 藤原 | 藤原好風		ja	unknown: no Latin form for this name
6000000002944935353		藤原敏行室 小野 | 藤原敏行室(小野峯守娘)		ja	unknown: no Latin form for this name
6000000002944944084		当峯 藤原 | 藤原当峯		ja	unknown: no Latin form for this name
6000000002945006267		藤原敏行室 紀 | 藤原敏行室(紀吉女)		ja	unknown: no Latin form for this name
6000000002945017826		弟梶 多治 | 多治弟梶		ja	unknown: no Latin form for this name
6000000002945030367		休樹 藤原 | 藤原休樹		ja	unknown: no Latin form for this name
6000000002945035207		峯守 小野 | 小野峯守		ja	unknown: no Latin form for this name
6000000002945035228		有快 藤原 | 藤原有快		ja	unknown: no Latin form for this name
6000000002945036701		伊衡 藤原 | 藤原伊衡		ja	unknown: no Latin form for this name
6000000002945046300		道忠 藤原 | 藤原道忠		ja	unknown: no Latin form for this name
6000000002945046395		吉備雄 藤原 | 藤原吉備雄		ja	unknown: no Latin form for this name
6000000002945058148		伊辛 藤原 | 藤原伊辛		ja	unknown: no Latin form for this name
6000000002945059379		利平 藤原 | 藤原利平		ja	unknown: no Latin form for this name
6000000002945085095		藤原敏行室 多治 | 藤原敏行室(多治弟梶娘)		ja	unknown: no Latin form for this name
6000000002945087316		春海 藤原 | 藤原春海		ja	unknown: no Latin form for this name
6000000002945092291		敏行室 藤原 | 藤原敏行室(休樹娘)		ja	unknown: no Latin form for this name
6000000002945098191		伊望 藤原 | 藤原伊望		ja	unknown: no Latin form for this name
6000000002945144012		季方 藤原 | 藤原季方		ja	unknown: no Latin form for this name
6000000002945757621		忠房 渡辺 | 渡辺忠房		ja	unknown: no Latin form for this name
6000000002945762604		経 渡辺 | 渡辺経		ja	unknown: no Latin form for this name
6000000002945772281		重綱 渡辺 | 渡辺重綱		ja	unknown: no Latin form for this name
6000000002945805514		満綱 渡辺 | 渡辺満綱		ja	unknown: no Latin form for this name
6000000002945834053		重綱室 杉浦 | 渡辺重綱室		ja	unknown: no Latin form for this name
6000000002945853773		授 渡辺 | 渡辺授		ja	unknown: no Latin form for this name
6000000002945854119		元綱 渡辺 | 渡辺元綱		ja	unknown: no Latin form for this name
6000000002945864133		省 渡辺 | 渡辺省		ja	unknown: no Latin form for this name
6000000002945872841		俊忠 渡辺 | 渡辺俊忠		ja	unknown: no Latin form for this name
6000000002945876050		企 渡辺 | 渡辺企		ja	unknown: no Latin form for this name
6000000002945888187		仕 源 | 源仕		ja	unknown: no Latin form for this name
6000000002945902012		繁 渡辺 | 渡辺繁		ja	unknown: no Latin form for this name
6000000002945902407		綱 渡辺 | 渡辺綱		ja	unknown: no Latin form for this name
6000000002945955062		宛 源 | 源宛		ja	unknown: no Latin form for this name
6000000002946807908		氏昭 丹羽 | 丹羽氏昭		ja	unknown: no Latin form for this name
6000000002946956600		氏賢 丹羽 | 丹羽氏賢		ja	unknown: no Latin form for this name
6000000002946999407		氏昭正室 松平 | 丹羽氏昭正室		ja	unknown: no Latin form for this name
6000000002947000501		氏賢正室 本多 | 丹羽氏賢正室		ja	unknown: no Latin form for this name
6000000002947036925		興栄 細川 | 細川興栄		ja	unknown: no Latin form for this name
6000000002947078955		興誠 細川 | 細川興誠		ja	unknown: no Latin form for this name
6000000002947080253		忠顕 本多 | 本多忠顕		ja	unknown: no Latin form for this name
6000000002947158236		興虎 細川 | 細川興虎		ja	unknown: no Latin form for this name
6000000002947213028		光輪院 細川 | 光輪院		ja	unknown: no Latin form for this name
6000000002947222200		興誠正室 細川 | 細川興誠正室		ja	unknown: no Latin form for this name
6000000002947241105		興虎正室 牧野 | 細川興虎正室		ja	unknown: no Latin form for this name
6000000002947284114		興貞 細川 | 細川興貞		ja	unknown: no Latin form for this name
6000000002947375038		興栄正室 本多 | 細川興栄正室		ja	unknown: no Latin form for this name
6000000002947406099		重同 板倉 | 板倉重同		ja	unknown: no Latin form for this name
6000000002949475705		松光院 京極 | 松光院		ja	unknown: no Latin form for this name
6000000002949534397		康俊正室 菅沼 | 本多康俊正室		ja	unknown: no Latin form for this name
6000000002949696199		富成 牧野 | 牧野富成		ja	unknown: no Latin form for this name
6000000002956188507		頼殷継室 牧野 | 土岐頼殷継室		ja	unknown: no Latin form for this name
6000000002956191777		政長正室 酒井 | 建部政長正室		ja	unknown: no Latin form for this name
6000000002956284879		嘉隆正室 牧野 | 小浜嘉隆正室		ja	unknown: no Latin form for this name
6000000002956325698		隆常継々室 建部 | 九鬼隆常継々室 | 隆常継々室		ja	unknown: no Latin form for this name
6000000002956357613		政明 建部 | 建部政明		ja	unknown: no Latin form for this name
6000000002956359987		隆常 九鬼 | 九鬼隆常		ja	unknown: no Latin form for this name
6000000002956399445		親成 牧野 | 牧野親成		ja	unknown: no Latin form for this name
6000000002956463417		重利 池田 | 池田重利		ja	unknown: no Latin form for this name
6000000002956557820		忠総室 堀尾 | 石川忠総室		ja	unknown: no Latin form for this name
6000000002956654146		隆常正室 石川 | 九鬼隆常正室		ja	unknown: no Latin form for this name
6000000002956657088		隆季 九鬼 | 九鬼隆季		ja	unknown: no Latin form for this name
6000000002956711923		清秀 井上 | 井上清秀		ja	unknown: no Latin form for this name
6000000002956726061		石川家成室 松平 | 石川家成室(松平清善娘)		ja	unknown: no Latin form for this name
6000000002956765992		隆季継室 井上 | 九鬼隆季継室		ja	unknown: no Latin form for this name
6000000002956801252		隆季正室 土方 | 九鬼隆季正室		ja	unknown: no Latin form for this name
6000000002956838812		安長 佐久間 | 佐久間安長		ja	unknown: no Latin form for this name
6000000002956964963		忠吉 鳥居 | 鳥居忠吉(忠明息子)		ja	unknown: no Latin form for this name
6000000002956995287		九鬼		ja	unknown: no Latin form for this name
6000000002957007169		勝俊正室 九鬼 | 水野勝俊正室		ja	unknown: no Latin form for this name
6000000002957059639		輝綱正室 板倉 | 松平輝綱正室		ja	unknown: no Latin form for this name
6000000002957080780		政武正室 板倉 | 本多政武正室		ja	unknown: no Latin form for this name
6000000002957097594		輝綱継室 板倉 | 松平輝綱継室		ja	unknown: no Latin form for this name
6000000002957116009		芳樹院 九鬼 | 芳樹院		ja	unknown: no Latin form for this name
6000000002957128489		資宗正室 板倉 | 太田資宗正室		ja	unknown: no Latin form for this name
6000000002957131406		良隆 九鬼 | 九鬼良隆		ja	unknown: no Latin form for this name
6000000002957183159		政武 本多 | 本多政武		ja	unknown: no Latin form for this name
6000000002957188237		良隆正室 本多 | 九鬼良隆正室		ja	unknown: no Latin form for this name
6000000002957191104		重宗 板倉 | 板倉重宗		ja	unknown: no Latin form for this name
6000000002957216253		典信正室 板倉 | 松平典信正室		ja	unknown: no Latin form for this name
6000000002957285390		重宗継室 戸田 | 板倉重宗継室		ja	unknown: no Latin form for this name
6000000002957302461		氏鉄正室 松平 | 戸田氏鉄正室 | 氏鉄正室		ja	unknown: no Latin form for this name
6000000002957632250		一西室 真木 | 真木氏		ja	unknown: no Latin form for this name
6000000002957721247		重澄正室 井上 | 酒井重澄正室		ja	unknown: no Latin form for this name
6000000002957915811		重形 板倉 | 板倉重形		ja	unknown: no Latin form for this name
6000000002957944654		重形正室 高木 | 板倉重形正室		ja	unknown: no Latin form for this name
6000000002957956347		元茂正室 板倉 | 神保元茂正室		ja	unknown: no Latin form for this name
6000000002958047555		正弘 高木 | 高木正弘		ja	unknown: no Latin form for this name
6000000002958052231		元茂 神保 | 神保元茂		ja	unknown: no Latin form for this name
6000000002958053141		泰和 加藤 | 加藤泰和		ja	unknown: no Latin form for this name
6000000002958084408		景明 直江 | 直江景明		ja	unknown: no Latin form for this name
6000000002958086586		信綱 直江 | 直江信綱		ja	unknown: no Latin form for this name
6000000002958093240		お船の方 直江 | お船の方(直江兼続正室) | お船の方		ja	unknown: no Latin form for this name
6000000002958500960		阿虎 直江 | 阿虎(直江兼続養女)		ja	unknown: no Latin form for this name
6000000002958502428		於松 直江 | 於松(本多政重正室)		ja	unknown: no Latin form for this name
6000000002958645086		政重継室 西洞院 | 本多政重継室		ja	unknown: no Latin form for this name
6000000002958645557		政次 本多 | 本多政次		ja	unknown: no Latin form for this name
6000000002958646772		政勝 戸田 | 戸田政勝		ja	unknown: no Latin form for this name
6000000002958689733		時直 宰相 西洞院 | 西洞院時直		ja	unknown: no Latin form for this name
6000000002958698317		政遂 本多 | 本多政遂		ja	unknown: no Latin form for this name
6000000002958756173		政朝 本多 | 本多政朝(加賀本多氏)		ja	unknown: no Latin form for this name
6000000002958782654		貞昌 片桐 | 片桐貞昌		ja	unknown: no Latin form for this name
6000000002958788018		政長 本多 | 本多政長		ja	unknown: no Latin form for this name
6000000002958802606		一色範親室 片桐 | 一色範親室(片桐貞隆娘)		ja	unknown: no Latin form for this name
6000000002958921281		信明 片桐 | 片桐信明		ja	unknown: no Latin form for this name
6000000002958934104		信隆 片桐 | 片桐信隆		ja	unknown: no Latin form for this name
6000000002958970093		範親 一色 | 一色範親		ja	unknown: no Latin form for this name
6000000002958982907		正勝正室 戸田 | 本多正勝正室		ja	unknown: no Latin form for this name
6000000002959031552		有純 六条 | 六条有純		ja	unknown: no Latin form for this name
6000000002959062080		康道 牧野 | 牧野康道		ja	unknown: no Latin form for this name
6000000002959064172		貞経 片桐 | 片桐貞経		ja	unknown: no Latin form for this name
6000000002959098708		忠国正室 戸田 | 松平忠国正室		ja	unknown: no Latin form for this name
6000000002959136541		為春 戸田 | 戸田為春		ja	unknown: no Latin form for this name
6000000002959147665		広治 六角 | 六角広治		ja	unknown: no Latin form for this name
6000000002959173786		氏興 戸田 | 戸田氏興		ja	unknown: no Latin form for this name
6000000002959225552		有純室 戸田 | 六条有純室		ja	unknown: no Latin form for this name
6000000002959228134		広治正室 本庄 | 六角広治正室		ja	unknown: no Latin form for this name
6000000002959282028		氏興正室 六角 | 戸田氏興正室		ja	unknown: no Latin form for this name
6000000002959772388		宗春正室 九鬼 | 柳生宗春正室		ja	unknown: no Latin form for this name
6000000002959786004		定隆 九鬼 | 九鬼定隆		ja	unknown: no Latin form for this name
6000000002960210791		宗冬室 京極 | 柳生宗冬室		ja	unknown: no Latin form for this name
6000000002960325317		高通 京極 | 京極高通		ja	unknown: no Latin form for this name
6000000002960354033		宗春 柳生 | 柳生宗春		ja	unknown: no Latin form for this name
6000000002960436966		則綱正室 柳生 | 朽木則綱正室		ja	unknown: no Latin form for this name
6000000002960560955		俊方正室 亀井 | 柳生俊方正室		ja	unknown: no Latin form for this name
6000000002960566846		宗在 柳生 | 柳生宗在		ja	unknown: no Latin form for this name
6000000002960700407		則綱 朽木 | 朽木則綱		ja	unknown: no Latin form for this name
6000000002960733571		俊方継室 岩城 | 柳生俊方継室		ja	unknown: no Latin form for this name
6000000002960764587		俊方 柳生 | 柳生俊方		ja	unknown: no Latin form for this name
6000000002961136115		宗在正室 五条 | 柳生宗在正室		ja	unknown: no Latin form for this name
6000000002967948597		紀子 眉寿 山内 | 山内紀子		ja	unknown: no Latin form for this name
6000000002967976670		実万 三条 | 三条実万		ja	unknown: no Latin form for this name
6000000002967989981		直通 井伊 | 井伊直通		ja	unknown: no Latin form for this name
6000000002968003707		直定 井伊 | 井伊直定		ja	unknown: no Latin form for this name
6000000002968008996		公兼正室 広幡 | 三条公兼正室		ja	unknown: no Latin form for this name
6000000002968012396		実起 三条 | 三条実起		ja	unknown: no Latin form for this name
6000000002968012673		季晴正室 井伊 | 三条季晴正室		ja	unknown: no Latin form for this name
6000000002968012993		実秀正室 日野 | 三条実秀正室		ja	unknown: no Latin form for this name
6000000002968029509		公兼 三条 | 三条公兼		ja	unknown: no Latin form for this name
6000000002968040971		実治 左大臣 三条 | 三条実治		ja	unknown: no Latin form for this name
6000000002968043580		泰長女 堀尾 | 堀尾右京泰長女		ja	unknown: no Latin form for this name
6000000002968046306		公充 三条 | 三条公充		ja	unknown: no Latin form for this name
6000000002968054575		実宣 西園寺 | 西園寺実宣		ja	unknown: no Latin form for this name
6000000002968077297		実顕 三条 | 三条実顕		ja	unknown: no Latin form for this name
6000000002968079877		実顕正室 三条 | 三条実顕正室		ja	unknown: no Latin form for this name
6000000002968082251		実秀 左大臣 三条 | 三条実秀		ja	unknown: no Latin form for this name
6000000002968093528		公仲 正親町三条 | 正親町三条公仲		ja	unknown: no Latin form for this name
6000000002968103146		公富 三条 | 三条公富		ja	unknown: no Latin form for this name
6000000002968110318		直通室 三条 | 井伊直通室		ja	unknown: no Latin form for this name
6000000002968153217		公広正室 正親町三条 | 三条公広正室		ja	unknown: no Latin form for this name
6000000002968199204		公国 内大臣 三条西 | 三条西公国		ja	unknown: no Latin form for this name
6000000002968202015		公国室 西園寺 | 三条西公国室		ja	unknown: no Latin form for this name
6000000002968245119		直興室 玉米 | 玉米氏		ja	unknown: no Latin form for this name
6000000002968342746		公仲正室 勧修寺 | 正親町三条公仲正室		ja	unknown: no Latin form for this name
6000000002968412285		公満 西園寺 | 西園寺公満		ja	unknown: no Latin form for this name
6000000002968430223		通名室 西園寺 | 久我通名室		ja	unknown: no Latin form for this name
6000000002968570168		実福 正親町三条 | 正親町三条実福		ja	unknown: no Latin form for this name
6000000002968671699		実益正室 久我 | 西園寺実益正室		ja	unknown: no Latin form for this name
6000000002968681083		家女房 西園寺 | 西園寺公朝家女房		ja	unknown: no Latin form for this name
6000000002968740082		徳 細川 | 徳姫		ja	unknown: no Latin form for this name
