date	batch	n	round	geni_id	our_name	qid	their_name	verdict	her_words
2026-09-09	family-adjudication-gui			6000000017261004010	James Crichton	Q75255852	James Crichton of Frendraught	SAME	
2026-09-09	family-adjudication-gui			6000000024528459501	Philipp Conrad von Hessen	Q68377	Philip II, Landgrave of Hesse-Rheinfels	SAME	
2026-09-09	family-adjudication-gui			6000000016948836802	Viačeslav Jaroslavič Smolensko kun	Q4130535	Vyacheslav Yaroslavich	SAME	
2026-09-09	family-adjudication-gui			6000000006727869026	Béla	Q854240	Béla, Duke of Slavonia	SAME	
2026-09-09	family-adjudication-gui			6000000013400320667	NN de Portugal	Q114672214	Infanta Maria of Portugal	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000000632011834	Æðelswyð	Q3577177	Æthelswith	SAME	
2026-09-09	family-adjudication-gui			6000000008047760179	Charles Marie Jérôme Victor Napoléon Bonaparte	Q704776	Prince Charles Bonaparte	SAME	
2026-09-09	family-adjudication-gui			6000000000841185274	Ester Berggren	Q18944165	Ester Berggren	SAME	
2026-09-09	family-adjudication-gui			6000000063312359876	Ulrich II von Münzenberg	Q55519408	Cuno III von Münzenberg	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000028184166638	Richard de Normandie	Q3498141	Edward of Normandy	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000014849033732	Hermann II von Salm	Q1542013	Herman II, Count of Salm	SAME	
2026-09-09	family-adjudication-gui			6000000005932519917	Cornelia Pompeia Magna	Q15709216	Cornelia Sulla	UNSURE	
2026-09-09	family-adjudication-gui			6000000008501396339	Catherine Elisabeth Alberique Marie Napoleon	Q75392866	Princess Catherine Napoléon	SAME	
2026-09-09	family-adjudication-gui			6000000058100875535	Luise Clamorine von Bothmer	Q135647285	Eleonore Peterson	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000007215677278	Radulf bisbe d'Urgell	Q4387970	Radulf	SAME	
2026-09-09	family-adjudication-gui			6000000000192128168	Catherine de Luxembourg	Q4942240	Catherine of Luxembourg-Saint-Pol	SAME	
2026-09-09	family-adjudication-gui			6000000017783819009	Kunigunde van Bronckhorst	Q2569084	Kunigunde van Bronckhorst	SAME	
2026-09-09	family-adjudication-gui			6000000019772400748	Francesco d'Este signore di Reggio	Q17319639	Francesco d'Este	SAME	
2026-09-09	family-adjudication-gui			6000000092182105100	Sibilla	Q62083853	Sibylla of Sicily	SAME	
2026-09-09	family-adjudication-gui			6000000000868541973	Nunila Iñiguez de Pamplona	Q3879462	Nunilona Íñiguez of Pamplona	SAME	
2026-09-09	family-adjudication-gui			6000000208723359842	Adolf Ludvig Gustaf Fredric Albert Badin Couschi	Q88505543	Adolf Fredriksson	SAME	
2026-09-09	family-adjudication-gui			6000000080610954150	Berthold I. von Querfurt Maidburg Hardegg Retz	Q110613409	Berthold II, Burggraf von Magdeburg, Graf von Hardegg	SAME	
2026-09-09	family-adjudication-gui			6000000007761163335	Ot de Montcada	Q110402866	Ot III de Montcada	SAME	
2026-09-09	family-adjudication-gui			6000000011050675449	Louise de Savoie	Q450894	Louise of Savoy	SAME	
2026-09-09	family-adjudication-gui			6000000006127423825	Agneta Christina Leonardsdotter Ribbing af Zernava	Q108914778	Agneta Christina Ribbing	SAME	
2026-09-09	family-adjudication-gui			6000000011669461781	Frederik Christian Brockenhuus Schack	Q12300578	Adolph Brockenhuus-Schack	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000018172863727	Maximianius Constans	Q46734	Constantine II	UNSURE	
2026-09-09	family-adjudication-gui			6000000041218317302	Quinctilia	Q91351356	Quinctilla Vara	SAME	
2026-09-09	family-adjudication-gui			6000000003493176527	Leonor de Guzman	Q101402820	Teresa Pérez de Guzmán y Meneses	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000004549096098	Elisabeth von Hessen	Q108379177	Elisabeth von Hessen	SAME	
2026-09-09	family-adjudication-gui			6000000017323799525	Hieronymus Wenzel von Thurn-Valsassina	Q94621240	Hieronymus Wenzel Thurn-Valsassina	SAME	
2026-09-09	family-adjudication-gui			6000000016838032990	Eleonora di Savoia	Q97784976	Eleonore de Savoie	SAME	
2026-09-09	family-adjudication-gui			6000000000437633835	William de Beaumont	Q4020195	William de Beaumont, 3rd Earl of Warwick	SAME	
2026-09-09	family-adjudication-gui			6000000012240151321	María García de Sousa	Q57983439	Maria Garcia de Sousa	SAME	
2026-09-09	family-adjudication-gui			6000000007337390586	Helène Lazarević	Q31181694	Helena Gattilusio	SAME	
2026-09-09	family-adjudication-gui			6000000008498422493	Maria Louisa Giuseppa Cristina Rosa di Toscana Erzherzogin	Q50475909	Archduchess Maria Luisa of Austria	SAME	
2026-09-09	family-adjudication-gui			6000000081728145996	Leonardo Malaspina	Q116796070	Leonardo III Malaspina, Marquis of Gragnola	SAME	
2026-09-09	family-adjudication-gui			6000000004548968436	Hermann von Hessen Landgraf von Hessen-Nordeck	Q1611583	Hermann I. von Hessen	SAME	
2026-09-09	family-adjudication-gui			6000000018379174950	Alvaro Núñez de Lara	Q129912	Álvaro Núñez de Lara	SAME	
2026-09-09	family-adjudication-gui			6000000002483947092	Ludvig von Schantz	Q120434952	Ludvig von Schantz	SAME	
2026-09-09	family-adjudication-gui			6000000005088879225	John Sinclair	Q75272467	Sir John Sinclair	SAME	
2026-09-09	family-adjudication-gui			6000000018514868748	Anna Catharina Lillie	Q126364971	Anna Catharina Lillie	SAME	
2026-09-09	family-adjudication-gui			6000000021542229776	Catharina Quadt von Landscron	Q107211410	Katharina Scheiffart von Merode, Heiress of Beffort	SAME	
2026-09-09	family-adjudication-gui			6000000012126473179	Judas Maccabaeus br. #3	Q111559	Judah Maccabee	SAME	
2026-09-09	family-adjudication-gui			6000000003051231404	William Harington	Q18672779	William Harrington, 5th Baron Harrington	SAME	
2026-09-09	family-adjudication-gui			6000000009144912137	Titus Flavius Titianus, Consul c200	Q7810305	Titus Flavius Titianus	SAME	
2026-09-09	family-adjudication-gui			6000000059567975907	Carl Stuart	Q111369706	Carl Stuart	SAME	
2026-09-09	family-adjudication-gui			6000000004593643447	Sofia Eriksdotter Stenbock	Q133230020	Brita Stenbock	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000006127177289	Öllegård Joakimsdotter Brahe	Q126191310	Öllegård Brahe	SAME	
2026-09-09	family-adjudication-gui			6000000014920635833	Marguerite de Saint-Nectaire	Q97014195	Marguerite de Saint-Nectaire	SAME	
2026-09-09	family-adjudication-gui			6000000057138662867	Owain ap Rhydderch Ddu	Q116812392	Owain ap Rhydderch Ddû	SAME	
2026-09-09	family-adjudication-gui			6000000193210556821	Gustaf Gyldenstolpe	Q111292649	Gustaf Gyldenstolpe	SAME	
2026-09-09	family-adjudication-gui			6000000008316124870	Martim Pires da Maia o Jami	Q60619097	Martim Pires da Maia	SAME	
2026-09-09	family-adjudication-gui			6000000003669568307	Elizabeth Fleming	Q128851984	Elizabeth Preston	SAME	
2026-09-09	family-adjudication-gui			6000000008207725329	Antonia Hybrida Major	Q9157762	Antonia Hybrida Major	SAME	
2026-09-09	family-adjudication-gui			6000000011789536603	Juan Téllez Girón y Enríquez de Ribera VI Duque de Osuna	Q16863793	Juan Tellez-Girón y Enriquez de Ribera, 4th Duke of Osuna	SAME	
2026-09-09	family-adjudication-gui			6000000012664416893	Santiago Ospina Vásquez	Q104383427	Mariano Ospina Vásquez	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000014863360380	Martim Vasques de Soverosa	Q85875399	Martim Vasques I de Soverosa	SAME	
2026-09-09	family-adjudication-gui			6000000016236339958	Pedro Ponces de Baião	Q57173320	Pedro Ponces de Baião	SAME	
2026-09-09	family-adjudication-gui			6000000022866815164	Katherine Devereux	Q75969330	Katherine Devereux	SAME	
2026-09-09	family-adjudication-gui			6000000096529485886	Charles de Prunelé	Q107293812	Charles de Prunelé	SAME	
2026-09-09	family-adjudication-gui			6000000098117790876	Jean IV de Montboissier Beauffort Canillac	Q110586778	Jean IV de Montboissier	SAME	
2026-09-09	family-adjudication-gui			6000000017550321832	Melosine Agnes Freiin von Spörcken	Q108654845	Melusine Agnes von Spörcken	SAME	
2026-09-09	family-adjudication-gui			4171476789890072533	Zaynab Al-Hashemi	Q1111208	Zaynab bint Ali	SAME	
2026-09-09	family-adjudication-gui			6000000006101234977	Laodice V	Q40027	Cleopatra Selene of Egypt and Syria	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000008076529118	Guy van Dampierre van Zeeland	Q2490318	Henry, Count of Lodi	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000000390270298	Ismail al-Mubarak Al-Husayni	Q1650217	Isma'il ibn Jafar	SAME	
2026-09-09	family-adjudication-gui			6000000002188091715	Geoffroy	Q1581954	Geoffrey of Hauteville	SAME	
2026-09-09	family-adjudication-gui			6000000002187991036	Beketmut	Q1035391	Henuttawy	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000006444493739	Louis De Valois	Q3263567	Louis of Valois	SAME	
2026-09-09	family-adjudication-gui			6000000003087193552	Bretislav II Przemyslides	Q251752	Bretislaus II	SAME	
2026-09-09	family-adjudication-gui			6000000002187726706	Isabel Martha de Kilconquhar	Q21856413	Elizabeth Bruce	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000187678740914	Cadwallon ab Owain Gwynedd	Q5989988	Iefan ab Owain Gwynedd	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000006743380687	Ankhesenpaaten I	Q469611	Neferneferure	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000011970626764	Margaret Fraser	Q75256808	Margaret Fraser	SAME	
2026-09-09	family-adjudication-gui			6000000001500928354	Waléran de Luxembourg	Q478034	Waleran I of Luxembourg, Lord of Ligny	SAME	
2026-09-09	family-adjudication-gui			6000000003645908697	Eirene	Q1310565	Irene	SAME	
2026-09-09	family-adjudication-gui			6000000006337740804	Aisha Al-Taymi	Q4730963	Aisha	SAME	
2026-09-09	family-adjudication-gui			6000000011667059305	Al-Waleed Al-Abshamsi	Q16121272	Al-Walid ibn Utba ibn Rabi'a	SAME	
2026-09-09	family-adjudication-gui			6000000000114360346	Ximena Alfonso de León	Q8199849	Jimena of León	SAME	
2026-09-09	family-adjudication-gui			6000000007417361268	Udilhilde von Dillingen	Q61140548	Udilhild von Dillingen	SAME	
2026-09-09	family-adjudication-gui			6000000019384582884	NN Cameron	Q75534229	unknown daughter Cameron	SAME	
2026-09-09	family-adjudication-gui			6000000041039572315	Alexander	Q886688	Alexander	SAME	
2026-09-09	family-adjudication-gui			6000000019763806759	Leonardino della Scala principe di Verona	Q1346426	Mastino I della Scala	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000006366351816	Helene von Hohenzollern	Q1601917	Helena von Hohenzollern	SAME	
2026-09-09	family-adjudication-gui			6000000041193050963	Quintus Servilius Caepio	Q15628809	Gnaeus Servilius Caepio	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000008238963226	Sextus Julius Caesar IV	Q4341271	Paullus Aemilius Regillus	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000002188179780	Walther IV	Q133502745	Étienne de Vienne	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000011105796199	Urraca d'Aragón	Q56510596	Urraca of Aragon	SAME	
2026-09-09	family-adjudication-gui			6000000019827350173	Louise von Bülow	Q22250012	Anna Sophia Ehrengart	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000089574766839	Eleonora de Bas-Serra giudicessa d'Arborea	Q155244	Eleanor of Arborea	SAME	
2026-09-09	family-adjudication-gui			6000000000307274628	Máel Coluim IV mac Eanric	Q122479	Malcolm IV of Scotland	SAME	
2026-09-09	family-adjudication-gui			6000000029124587412	Margarethe von Burgau Markgräfin	Q130635823	Margareta von Hohenberg	SAME	
2026-09-09	family-adjudication-gui			6000000117761499887	Carl Törnsköld	Q109118497	Carl Törnsköld	SAME	
2026-09-09	family-adjudication-gui			6000000005066624523	Agnes Hamilton	Q76148009	Agnes Hamilton	SAME	
2026-09-09	family-adjudication-gui			6000000089981631935	Gianbattista Malaspina marchese d'Olivola	Q116839806	Gian Battista Malaspina of Fosdinovo	SAME	
2026-09-09	family-adjudication-gui			6000000002187818470	Margareta von Thüringen	Q20498971	Margaret of Cleves	SAME	
2026-09-09	family-adjudication-gui			6000000011565342833	Giovanni di Piero de' Medici	Q3768495	Giovanni de' Medici	SAME	
2026-09-09	family-adjudication-gui			6000000021445665516	Andrew Bruce	Q75283507	Charles Bruce, Lord Bruce	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000011472729400	Statira II	Q5429464	Stateira	SAME	
2026-09-09	family-adjudication-gui			6000000016328130026	Rudolph Liechtenstein von Murau	Q110154132	Rudotto von Liechtenstein, Herr von Murau & Seltenheim	SAME	
2026-09-09	family-adjudication-gui			6000000041324454927	Lutatia Q. Hortensi	Q12285131	Lutatia	SAME	
2026-09-09	family-adjudication-gui			6000000156421848833	Johann Kantakouzenos	Q16851600	John Kantakouzenos	SAME	
2026-09-09	family-adjudication-gui			6000000001720701399	Hedvig Maria von Mell	Q115870524	Lady Heta Maaria Mell, heiress of Kuitia manor	SAME	
2026-09-09	family-adjudication-gui			6000000001329713424	Nils Turesson	Q5575620	Nils Turesson	SAME	
2026-09-09	family-adjudication-gui			6000000003827731485	Gerhard	Q76207695	Gerard I van Limburg-Arlon Edelherr von Wassenberg	SAME	
2026-09-09	family-adjudication-gui			6000000083422536152	Federico Gonzaga signore di Bozzolo	Q3741743	Federico Gonzaga	SAME	
2026-09-09	family-adjudication-gui			6000000006728419095	Joanne Radcliffe	Q105819478	Jane Trafford	SAME	
2026-09-09	family-adjudication-gui			6000000002738865504	William Reichserbtruchseß von Waldburg	Q1653445	Wilhelm Truchsess von Waldburg	SAME	
2026-09-09	family-adjudication-gui			6000000022992017974	Russell Sabine Pasley	Q76125201	Russell Sabine Pasley	SAME	
2026-09-09	family-adjudication-gui			6000000015731027131	Gaucher de Châtillon	Q65129455	Gaucher II de Châtillon-Porcéan, Comte de Porcein	SAME	
2026-09-09	family-adjudication-gui			6000000002134908727	Maredudd Gethin ap Rhys	Q99302524	Maredudd Gethin ab Yr Arglwydd Rhys	SAME	
2026-09-09	family-adjudication-gui			6000000108377333949	Federico Pico	Q28374049	Federico I Pico	SAME	
2026-09-09	family-adjudication-gui			6000000003572841726	Jose Bernardino Fernández de Velasco y Mendoza I duque de Frías	Q4893846	Bernardino Fernández de Velasco, 1st Duke of Frías	SAME	
2026-09-09	family-adjudication-gui			6000000007361128662	Felipa de Fois vecomtessa consort de Coserans	Q112706948	Philippa de Foix	SAME	
2026-09-09	family-adjudication-gui			6000000003827467150	Johann Philipp von Leiningen-Dagsburg-Hartenburg	Q31191593	Johann Philipp I von Leiningen-Dagsburg-Hardenburg	SAME	
2026-09-09	family-adjudication-gui			6000000006727820242	Wandelberte	Q75288997	Wandelberte von Hohenzollern	SAME	
2026-09-09	family-adjudication-gui			6000000008197040743	García Fernández Manrique de Lara Señor de Estar	Q10288304	Garci III Fernández Manrique de Lara	SAME	
2026-09-09	family-adjudication-gui			6000000002187564405	Anna von Aichelberg	Q98962364	Anna von Aichelberg	SAME	
2026-09-09	family-adjudication-gui			6000000005957471033	Sempronia	Q3656094	Sempronia	SAME	
2026-09-09	family-adjudication-gui			6000000007412720498	Carl von Linné Jr.	Q178823	Carl Linnaeus the Younger	SAME	
2026-09-09	family-adjudication-gui			6000000002478207345	Marianna Buonaparte	Q57731302	Marianna Buonaparte	SAME	
2026-09-09	family-adjudication-gui			6000000003714487380	Martha Parke Custis	Q21004273	Martha Parke Custis	SAME	
2026-09-09	family-adjudication-gui			6000000014037796607	Hendrik van Brabant IV	Q520568	Henry IV, Duke of Brabant	SAME	
2026-09-09	family-adjudication-gui			6000000015088452596	Battistina d'Aragona	Q131126210	Battistina Usodimare Cibo	SAME	
2026-09-09	family-adjudication-gui			6000000059099885945	Arnoldine Katharina von Pöllnitz	Q94733253	Maria Franziska Gräfin von Manderscheid	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000004868786391	Alasacie de Châteauneuf	Q97784623	Alazie de Châteauneuf	SAME	
2026-09-09	family-adjudication-gui			6000000021801820504	Munio Guterres de Celanova III Conde del Sobrado	Q139042001	Munio Gutiérrez	SAME	
2026-09-09	family-adjudication-gui			6000000006099711242	Johan Christian	Q107976667	Count Henrik Bille-Brahe	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000012419491711	Willem van Beieren-Schagen	Q4832332	Willem I van Beieren-Burghorn	SAME	
2026-09-09	family-adjudication-gui			6000000005076814779	Étienne de Courtenay	Q75617573	Stephen de Courtenay	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000016764963751	Aymar de La Rochefoucauld	Q110521333	Aimar de La Rochefoucauld, Sire de Montbazon de Sainte-Maure et de Nouatre	SAME	
2026-09-09	family-adjudication-gui			6000000002187899737	Elizabeth Stewart	Q75268381	Elizabeth Stewart	SAME	
2026-09-09	family-adjudication-gui			6000000015735919719	Aimar de Clermont	Q116126758	Aymar de Clermont, seigneur d'Hauterive	SAME	
2026-09-09	family-adjudication-gui			4612958	Margareta Stensdotter (Bielke)	Q123158323	Margareta Stensdotter	SAME	
2026-09-09	family-adjudication-gui			6000000002187888435	Rudolf von Altenburg I	Q1332128	Rudolph I	SAME	
2026-09-09	family-adjudication-gui			6000000007283508357	Dirck Isaacs op den Graeff	Q123690154	Derick op den Graeff	SAME	
2026-09-09	family-adjudication-gui			6000000009056631335	John Asen	Q83276398	Johannes Asanes	SAME	
2026-09-09	family-adjudication-gui			6000000102170161933	Philippe de La Rochefoucaud	Q110574671	Philippine de La Rochefoucauld	SAME	
2026-09-09	family-adjudication-gui			6000000185645519992	Anna Christina von Wedderkop	Q66722417	Anne Wedderkop	SAME	
2026-09-09	family-adjudication-gui			6000000003827711407	Ramón V de Pailhars Conde de Pailhars	Q11944654	Raymond VI de Pallars Jussà	SAME	
2026-09-09	family-adjudication-gui			6000000003828092096	Ita von Bickenbach	Q110352548	Ida von Bickenbach	SAME	
2026-09-09	family-adjudication-gui			6000000007915298090	Isabel de Castañeda Guzmán	Q116004568	Isabel Rodriguez de Castañeda	SAME	
2026-09-09	family-adjudication-gui			6000000207456779848	Henry Etienne Edouard Victurnian De Beauvau	Q98593776	Edmond-Henry-Étienne-Victurnien de Beauvau, prince de Craon	SAME	
2026-09-09	family-adjudication-gui			6000000017561774914	Francesca Acciaiuoli	Q10511229	Francesca Acciaiuoli	SAME	
2026-09-09	family-adjudication-gui			6000000002187991201	Ptolemy Alexander	Q39996	Ptolemy XI Alexander II	SAME	
2026-09-09	family-adjudication-gui			6000000014322614698	Callinicus	Q5022209	Callinicus	SAME	
2026-09-09	family-adjudication-gui			6000000002987218776	Alhed Knudsdtr Urne	Q98000331	Margrete Urne	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000007818378500	Hans Henrik Hansson Ramel	Q136376226	Friherre Hans Henrik Ramel	SAME	
2026-09-09	family-adjudication-gui			6000000008798323789	Johannes Jacobi Jacobi Bureus	Q5590208	Johannes Jacobi Bureus	SAME	
2026-09-09	family-adjudication-gui			6000000018065755404	Frans Ernst Berg van Middelburgh	Q110616162	Frans Ernst Berg	SAME	
2026-09-09	family-adjudication-gui			6000000000269766458	Elisabeth Von Dagersheim	Q131256410	Elisabeth von Dagersheim	SAME	
2026-09-09	family-adjudication-gui			6000000017895846865	Catharina van Hesse	Q110102894	Katharina van Hesse van Piershil	SAME	
2026-09-09	family-adjudication-gui			6000000021931484984	Mechild von Gleichen F5	Q76299803	Mechthild von Gleichen-Tonna	SAME	
2026-09-09	family-adjudication-gui			6000000176026979952	Joneta Abernethy	Q76159168	Joneta Abernethy	SAME	
2026-09-09	family-adjudication-gui			6000000008470064331	Nuño González de Lara y León	Q5643854	Nuño González de Lara	SAME	
2026-09-09	family-adjudication-gui			6000000009013810291	Erik Henrik Vilhelm Haij	Q108870661	Erik Henrik Vilhelm Haij	SAME	
2026-09-09	family-adjudication-gui			6000000015274709131	Federico Spinola	Q110586625	Ambrogio Spinola, 1.Marquess of Los Balbases	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000018059875014	Frans Jacob Berg	Q116045628	Frans Jacob Berg	SAME	
2026-09-09	family-adjudication-gui			6000000015269061545	Johann Philipp von Salm	Q110588399	Johann Philipp, Graf von Salm, Wild- und Rheingraf in Dhaun	SAME	
2026-09-09	family-adjudication-gui			6000000038736442162	Caswallon ap Cynan	Q116147392	Cadwallon ap Cynan ab Owain Gwynedd	SAME	
2026-09-09	family-adjudication-gui			6000000015201679806	Stefano Colonna signore di Palestrina	Q116469293	Stefano Colonna, Signore di Palestrina, 1.Marchese della Penna	SAME	
2026-09-09	family-adjudication-gui			6000000026392411139	Adelaide de Mello	Q117052931	Adélaïde de Montréal	SAME	
2026-09-09	family-adjudication-gui			6000000015892184315	Marguerite Alamandi Dame d'Aubonne	Q116006417	Marguerite Alleman	SAME	
2026-09-09	family-adjudication-gui			6000000029126828050	Eduard August Gustav von Mickwitz	Q137590220	Carl Robert von Mickwitz	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000013762562544	Diego López de Haro Señor de Vizcaya	Q3027416	Diego López IV de Haro	SAME	
2026-09-09	family-adjudication-gui			6000000021214448945	Sven Fadersson (Sparre av Hjulsta och Ängsö)	Q132673672	Bengt Fadersson	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000194106062823	Ednyfed ap Madog	Q110067806	Ednyfed ap Madog ap Gruffudd Ddû ap Gruffudd Gôch of Brochdyn	SAME	
2026-09-09	family-adjudication-gui			6000000032834675069	Infant son of Bavaria	Q75384438	son von Sachsen	SAME	
2026-09-09	family-adjudication-gui			6000000014064887223	Otto Friedrich v. Stackelberg	Q55891431	Ernst Freiherr von Stackelberg	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000185402443821	Antonio Lante Montefeltro Della Rovere	Q742522	Alessandro Lante Montefeltro della Rovere	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000008681870697	Muhsin Al-Hashemi	Q4165342	محسنؑ ابنِ علیؑ Mohsinؑ ibn Aliؑ	SAME	
2026-09-09	family-adjudication-gui			6000000014618734837	Fakhita Al-Hashemi	Q3738508	Fakhitah bint Abi Talib	SAME	
2026-09-09	family-adjudication-gui			6000000002188118590	Godfried van Gaasbeek van Leuven Sint-Pieters-Leeuw Herstal Heer van Gaasbeek	Q2679174	Godfrey, Lord of Gaesbeek	SAME	
2026-09-09	family-adjudication-gui			6000000001501047037	Marguerite d'Ibelin	Q58378893	Marguerite of Ibelin	SAME	
2026-09-09	family-adjudication-gui			6000000000474020786	Isabelle de Blâmont	Q96244935	Isabella of Salm-Blâmont	SAME	
2026-09-09	family-adjudication-gui			6000000005598803170	Dorothea von Brandenburg Markgräfin	Q76327924	Dorothea von Brandenburg	SAME	
2026-09-09	family-adjudication-gui			6000000004533239291	Henry IV the Faithful	Q480572	Bolesław of Oleśnica	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000005687639365	NN de Genève	Q89659780	Comtesson de Genève	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000007417306400	Friedrich III V von Zollern	Q86052	Frederick V, Count of Zollern	SAME	
2026-09-09	family-adjudication-gui			6000000009209489764	Maria Komnene Branaina Laskarina Doukaina Tornikina Palaiologina	Q61014344	Μαρία Παλαιολογίνα Τορνικίνα	SAME	
2026-09-09	family-adjudication-gui			6000000009587181298	Harald Vilhelm Widmark	Q18613032	Lorentz Widmark	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000032565247209	Lucius Cornelius Cornelius-Sulla	Q11915650	Cornelius Sulla	UNSURE	
2026-09-09	family-adjudication-gui			6000000015137126039	Jacques d'Harcourt	Q20732053	Jacques I d'Harcourt,	SAME	
2026-09-09	family-adjudication-gui			6000000114724176241	Obicino III Malaspina marchese di Filattiera	Q116871443	Obizzo Malaspina, Marquis of Godiasco	SAME	
2026-09-09	family-adjudication-gui			6000000002187805225	Hermann	Q68247	Herman II	SAME	
2026-09-09	family-adjudication-gui			6000000004250708393	María de Pallars Sobirá	Q100369234	Maria de Pallars Sobirà	SAME	
2026-09-09	family-adjudication-gui			6000000000112086823	Perronelle de Montfort	Q48548490	Petronille of Montfort	SAME	
2026-09-09	family-adjudication-gui			6000000006727845862	Ruprecht	Q2176714	Rupert of Palatinate-Mosbach	SAME	
2026-09-09	family-adjudication-gui			6000000021373007660	Amna Al-Umawi	Q106836569	Amina bint Affan	SAME	
2026-09-09	family-adjudication-gui			6000000006727838731	Jadwiga	Q2593820	Hedwig of Legnica	SAME	
2026-09-09	family-adjudication-gui			6000000016838683360	Manfredo V del Vasto 1°signore di Cardè	Q612669	Manfred V, Marquess of Saluzzo	SAME	
2026-09-09	family-adjudication-gui			6000000000474020777	Eudes de Grancey IV	Q96244910	Eudes V de Grancey, Sire de Grancey	SAME	
2026-09-09	family-adjudication-gui			6000000004533250087	Mathilde	Q3298994	Matilda, Countess of Rethel	SAME	
2026-09-09	family-adjudication-gui			6000000065050698905	Ludwig von Schlik	Q56032108	Julius Schlick von Passaun	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000003493287388	García d'Aragón	Q8963478	García Ramírez de Aragón	SAME	
2026-09-09	family-adjudication-gui			6000000003827826066	Swigger von Gundelfingen X	Q87593012	Swigger von Gundelfingen, Lord of Niedergundelfingen	SAME	
2026-09-09	family-adjudication-gui			6000000066579650867	Mathilde Amalie Pauline Becker	Q49168249	Louise Perthes	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000002187834128	Otto von Henneberg-Schleusingen herzug	Q827935	Berthold I. von Henneberg	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000003210324146	Adelaida or Stephania de Barcelona	Q3058882	Estefania Ramon	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000005018061457	Guido d'Ivrea marchese d'Ivrea	Q2720038	Guy of Ivrea	SAME	
2026-09-09	family-adjudication-gui			6000000007318350417	Predislav Nemanjić	Q169584	Sava II	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000037838725857	Vladimir Konstantinovich	Q4113051	Vladimir Konstantinovich	SAME	
2026-09-09	family-adjudication-gui			6000000081802470231	Ippolito Pico	Q112302365	Hippolyte Pic	SAME	
2026-09-09	family-adjudication-gui			6000000015767278849	Renée de Couesme Vicomtesse de St.Nazaire	Q102818863	Renée de Coësmes, Vicomtesse de St.Nazaire	SAME	
2026-09-09	family-adjudication-gui			6000000003827675270	Hildebald	Q59813887	Hildebold von Oldenburg-Altbruchhausen	SAME	
2026-09-09	family-adjudication-gui			6000000074698845066	Isabel Mencía de la Cerda y Manuel de Portugal	Q122701340	Luisa de la Cerda	DIFFERENT	
2026-09-09	family-adjudication-gui			6000000018909078351	Bertold von Plettenberg zu Meyerich	Q16408094	Bertold von Plettenberg	SAME	
2026-09-09	family-adjudication-gui			6000000003827590199	Hedwige de Roucy	Q48925112	Hedwige de Roucy	SAME	
2026-09-09	family-adjudication-gui			6000000000034930234	Elvira Pérez de Lara	Q40686243	Elvira Pérez de Lara	SAME	
2026-09-09	family-adjudication-gui			6000000001500841840	Jean de Valois	Q110643466	Jean de France	SAME	
2026-09-09	family-adjudication-gui			6000000002115996328	Janet Erskine	Q76090518	Janet Erskine	SAME	
2026-09-09	family-adjudication-gui			6000000002188140679	Bezprym	Q31647	Bezprym	SAME	
2026-09-09	family-adjudication-gui			6000000014632150324	Leonardo II di Tocco conte di Zante	Q942585	Leonardo II Tocco	SAME	
2026-09-09	family-adjudication-gui			6000000007006870276	Owain ap Caradog	Q116146069	Owain ap Caradog ap Gwilym ap Meurig	SAME	
2026-09-09	family-adjudication-gui			6000000007481626249	Joakim Joakimsson Fleming	Q131143022	Joakim Fleming	SAME	
