geni_id	our_name	qid	candidate_name	via_child	shared_kid_words	shared_spouse_words
6000000003142057437	Анна Михайловна Одоевская	Q107652610	Anna Pronskaya	Anna Yakovlevna Голицына	anna	
6000000024387052095		Q105535393	Sergei Aleksandrovich Khovansky			
6000000009164338954	Nikolay Ivanovich Troubetzkoy	Q20968045	Nikolay Trubetskoy	Екатерина Николаевна Орлова		
6000000024451865087	Ketevan Bagration of Mukhrani (Great Martyress Ketevan) Queen of Kakheti	Q1972824	Ketevan the Martyr	Teimuraz I Bagrationi	kakheti marta teimuraz	david
6000000014721717929	Sophie Ludovica Wilhelmina zu Windisch-Graetz 6a)	Q61813768	Sophie Luise Gräfin zu Windisch-Graetz	Sophia Maria Theresia Prinzessin zu Löwenstein-Wertheim-Rosenberg	adelheid lowensteinwertheimrosenberg maria sophie theresia	
6000000017865928109	Dmitry Petrovich Buturlin	Q3712324	Dmitry Buturlin	Elisabeth Дмитриевна di Seyssel	buturlin mikhail	
6000000074310388022	Gastone Guerrieri di Mirafiori	Q19622266	Gastone Guerrieri di Mirafiori	Vittoria Gromis	vittoria	
6000000027069027221	Isabel María Pio de Saboya y Spinola VII marquesa de Castel-Rodrigo	Q116053346	Isabel María Pío de Saboya y Spínola	Antonio Valcárcel Pio de Saboya y Moura VII marqués de Almonacid de los Oteros	antonio marques moura pio	
6000000002188470290	Augustus Berkeley	Q4821385	Augustus Berkeley, 4th Earl of Berkeley	George Cranfield Berkeley	berkeley cranfield craven elizabeth frederick george	
6000000004391463549	Vasili Mikhailovich Михайлович Prince Dolgorukov-Krymsky	Q1976610	Vasily Dolgorukov-Krymsky	Vasili Vasilevich Prince Dolgorukov	dolgorukov musinapushkina	
6000000012773880257	Lars Nilsen Bergendal	Q60463682	Lars Nilsen Bergendahl	Lauritz Larsen Bergendahl	bergendahl lauritz	
6000000012773626198	Anne Karine Mikkelsdatter	Q60463757	Karine Michaelsen	Lauritz Larsen Bergendahl	bergendahl lauritz	
6000000011429749844	Aleksei Dmitrievitch Golitsyn	Q4141538	Aleksey Golitsyn	Анна Алексеевна Маслова		
6000000019499201013	Paston Herne	Q75514833	Paston Herne	Anne Buckworth-Herne	anne	
6000000000952440861	Ludovico Filiberto di Borbone Parma Re di Etruria.	Q444290	Louis of Parma, king of Etruria	Maria Luisa Carlota di Borbone-Parma Kronprinzessin von Sachseness of Saxony	carlota luisa maria	luisa
6000000002188517394	Charlotte Dillon	Q20119069	Charlotte Lee	Arthur Dillon	12th arthur charles charlotte dillon frances henry viscount	
6000000009080475569	Nadejda Vladimirovna Stenbock~Fermor	Q111543463	Nadejda Vladimirovna Stenbock-Fermor	Irina Vladimirovna Démidoff	bezobrazov irina	
6000000025453464054	Georgiana Caroline Scott	Q75306947	Lady Georgiana Caroline Scott	John Peachey	georgiana john peachey	
6000000020278769130	Jayme Caetano Álvares Pereira de Melo 10.º Duque de Cadaval	Q75369409	Jaime Álvares Pereira de Melo, 10th Duke of Cadaval	Diana Mariana Vitoria Álvares Pereira de Melo 11.ª duquesa de Cadaval	cadaval diana lvares melo pereira	
6000000008854304671		Q4368673	Ivan Pozharsky	Agraphena Ivanovna Golitsyna	ivanovna	
6000000013453164205	Sergey Grigoryevich Stroganov	Q3479728	Sergey Stroganov	Sophia Сергеевна Толстая	pavel stroganov	
6000000007230117391	Nathalie Paulovna Строганова	Q105494242	Nataliya Stroganova	Sophia Сергеевна Толстая	pavel stroganov	sergey stroganov
6000000188706654844	Maria Davydovna Чавчавадзе	Q101663218	Mariam Chavchavadze	Aleksandr Zacharovich Chavchavadze	chavchavadze	
6000000091378532104	Сергей Николаевич Каменский	Q28359244	Sergey Kamensky			
6000000002188470677	Aubrey Beauclerk 5th Duke of St. Albans	Q3629430	Aubrey Beauclerk, 5th Duke of St Albans	William Beauclerk 8th Duke of St. Albans	6th 8th albans amelius aubrey beauclerk caroline duke frederick william	
6000000008855443656	Евдокия Шереметева	Q56282690	Yevdokiya	Pyotr Nikitich Sheremetev	pyotr sheremetev	
6000000036963478240	FILIPPO Corsini	Q108935666	Filippo Corsini, 2nd Prince of Sismano	Andrea Corsini	andrea corsini maria sismano vittoria	ottavia strozzi
6000000022996499238	Sophie* Thusnelde Wilhelmine	Q131730247	Gräfin Sophie zu Münster, Freiin von Grothaus	Helene Lina Olga Vera von Nostitz-Wallwitz	helene von	
6000000006809510687	Анна Львовна Трубецкая	Q76367307	Anna Naryshkina	Iwan Jan Trubecki h. Pogoń Litewska	sergey trubetskoy	aleksey trubetskoy
6000000019965967307	Sergey Alexeyevich Sheremetev	Q4523088	Sergey Sheremetev	Boris Sergeevitch Sheremetiev	boris	
6000000002188450197	Henri Jules de Bourbon	Q444087	Henri Jules, Prince of Condé	Anne Marie Victoire Bourbon-Condé	anne benedicte bourbon chteaubriant julie louis louise marie therse	henriette
6000000002188450203	Anna Henriette Julia Henriette von Pfalz-Simmern Princess Palatine and Condé, Countess Palatine of Simmern	Q65146	Anne Henriette of Bavaria	Anne Marie Victoire Bourbon-Condé	anne benedicte bourbon louis louise marie therse	henri jules
6000000008603020494	Hatice Muazzez Osmanoğlu	Q129575	Muazzez Sultan	Ahmed Osmanoğlu II	ahmed	
6000000000307271844	Vittorio Amedeo Francesco di Savoia	Q209579	Victor Amadeus II of Savoy	Carlo Emanuele III di Savoia re di Sardegna	carlo emanuele francesco iii luisa maria savoia savoy vittoria vittorio	anne dorleans marie
6000000003846076006	Anne Marie d'Orléans Queen consort of Sardinia and Sicily, Duchess consort of Savoy	Q230873	Anne Marie d'Orléans	Carlo Emanuele III di Savoia re di Sardegna	carlo emanuele iii luisa maria savoia savoy	
6000000015367723032	Costanza de' Medici	Q108432890	Costanza de' Medici di Ottajano	Francesco Maria Pignatelli	daragona ettore francesco maria monteleone pignatelli	
6000000001827509664		Q135557776	Aleksey Dolgorukov	Maria Alekseevna Princess Obolenskaya	maria	
6000000006706137529	Pyotr Alexandrovich Tolstoy	Q2629245	Pyotr Aleksandrovich Tolstoy		aleksandr petrovich petrovna tolstoy vladimir	
6000000027912897673	Мария Алексеевна графиня Толстая	Q101537282	Mariya Golitsyna		aleksandr petrovich petrovna tolstoy vladimir	pyotr tolstoy
6000000017884414231	Emmanuil Vasilevich Galitzine (Golitsyn)	Q76232283	Emmanuil Golitsyn	Vladimir Emanuilovich Galitzine (Golitsyn)	galitzine vladimir	
6000000003946158015	Maria Varvara Petrovna Orlova	Q101082110	Varvara Shuvalova	Varvara Davidovna Vorontsov-Dashkov	ivan orlov orlova varvara	
6000000010791635442	Irina Vasilievna Trubetskaya	Q61866509	Irina Galitzina	Yury Yuryevich Trubetskoy	ivan trubetskoy yury	trubetskoy
6000000006257885007	Natalia Pavlovna Zubova	Q104150606	Natalya Zubova			
6000000012932621974	Александра Ивановна Кантакузен	Q105946694	Aleksandra Ribeaupierre			
6000000026189920299	Anna Nikolajevna Bsse. Pirch	Q116215260	Anna Nikolaevna Pirch (nee Musina-Pushkina)	Adelaida Albertovna Kamarovsky		
6000000024518729615	Janet Sinclair	Q75532540	Janet Ewing	Donald Sinclair	david donald janet margaret sinclair	david
6000000007241414417	Ivan Dmitriyevich Saltykov	Q103855939	Ivan Saltykov			
6000000006895166933	Elizaveta Pavlovna Павловна gr. Stroganov	Q103852755	Yelizaveta Saltykova			ivan saltykov
6000000017338330367	Yelizaveta Николаевна Dolgorukov	Q104155859	Yelizaveta Saltykova	Maria Andreevna Lvova	andreyevich dolgorukov ilya vasily	
6000000017822525189		Q105768856	Pavel Shcherbatov	Анна Павловна Каменская		
6000000017822690024	Мария Федоровна Щербатова	Q125890820	Мария Фёдоровна Голицына	Анна Павловна Каменская		
6000000017377784289	Bakar III Bagration-Gruzinsky	Q2043420	Prince Bakar of Kartli		alexander gruzinsky	
6000000006608547167	Александра Андреевна Оленина	Q105772764	Alexandra Olenina			
6000000016469047023	Hugh Leslie Gibb Sr.	Q110394860	Hugh Gibb	Hugh Leslie Gibb Jr.	gibb hugh	
6000000008690016307	Levan III Dadiani	Q12866197	Levan III Dadiani	Mzekhatun Левановна Дадиани	dadiani levan mzekhatun	tamar
4281437710010045823	Maria de las Mercedes Isabel Teresa Christina Alfonsa Jacinta de Borbón y Habsburgo-Lorena Infanta de España	Q129179	María de las Mercedes, Princess of Asturias	Isabel Alfonsa Maria Teresa Antonia Cristina Mercedes Carolina Adelaide Raphaela de Borbón-Dos Sicilias y Borbón	alfonsa alfonso calabria infante isabel	
6000000015651774718		Q75970281	Yuliya Sheremeteva			
6000000017921118148	გიორგი / Giorgi X ბაგრატიონი / Bagrationi	Q3039577	George X of Kartli	ლუარსაბ / Luarsab II Георгиевич ბაგრატიონი / Bagrationi	kartli luarsab princess	lipartiani mariam
6000000186761889822	Mariam Tamar Георгиевна Lipartiani Queen of Kartli	Q83106001	Mariam Lipartiani	ლუარსაბ / Luarsab II Георгиевич ბაგრატიონი / Bagrationi	kartli luarsab princess	
5010084086280107531	Eleonore Paar	Q130280189	Eleonore, Prinzessin zu Windisch-Graetz	Alfons Paar	alfons paar	
6000000010129848045	Elisabeth Петровна Pistohlkors	Q124293502	Елизавета Петровна Рудилова			
6000000008511313736	Nilüfer Hatun	Q468123	Nilufer hatun	Murad 3rd ottoman sultan	murad	
6000000017339659057	Varvara Vladimirovna Владимировна Voeikova	Q104038713	Varvara Dolgorukova	Vladimir Nikolaevich Woyeikow	vladimir	
6000000024422990079	Anna Schmemann	Q116949653	Anne Schmemann	Alexander Schmemann	alexander schmemann	
6000000004047443175	Luis Antonio Jaime de Borbón y Farnesio XIII Conde de Chinchón, Cardenal	Q2343300	Infante Luis, Count of Chinchón	Luis Maria de Borbón y Vallabriga XIV Conde de Chinchón, Cardenal	borbn chinchn luis luisa mara teresa vallabriga	
6000000020919045157		Q16488802	Assarai	Вера Ионовна Дондукова-Корсакова		
6000000018060214756		Q32502056	Pyotr Livanovich Melikov	Levan Petrovich Melikov	levan maximilian melikov	
6000000018126261512	Anna Максимилиановна Melikov	Q76113333	Freiin unknown d'Osten-Sachsen	Levan Petrovich Melikov	levan maximilian melikov	
6000000023072203490		Q75318235	Sergey Isakov	Anna Sergeevna Rakovitch	anna isakov sergey	
6000000008854862795	Ekaterina Pavlovna Sheremeteva	Q4523093	Yekaterina Sheremeteva	Anna Sergeevna Гадон	anna dmitry sheremetev	sergey sheremetev
6000000026419876381	Анна Петровна Симанская	Q115958831	Анна Петровна Арцыбашева			
6000000021614270422	Archil II of Imereti	Q2568260	Archil II			ketevan
6000000021613008321	Ketevan Bagrationi	Q13635568	Ketevan of Kakheti			archil
6000000009690732907	John Suffield	Q110717145	John Suffield	John Suffield Jr.	john suffield	
6000000009690883812	Jane Suffield	Q110717149	Jane Oliver	John Suffield Jr.	john suffield	
6000000020574744275	Nicolas Borisovich Youssoupov	Q19478933	Nikolay Yusupov	Зинаида Николаевна Юсупова		
6000000003645832358	Thomas Randolph	Q75561416	Thomas Randolph	Thomas Randolph	randolph thomas	
6000000013639699111	Sergey Vasiljevich Trubetskoy	Q4464172	Sergey Trubetskoy	Sofia Sergeïevna Де-Морни Duchesse de Morny, marquesa de Alcañices	sergeevna	
6000000008874068786	Ivan Andreyevich Shuisky	Q4527407	Ivan Shuysky		dmitry shuisky	
6000000008874192680	Ona Fiodoraitė Šuiskaja	Q134963662	Anna Fedorovna		dmitry shuisky	ivan
6000000004094874623	Sara Grierson	Q75630947	Sara Grierson	Nicolas Ferguson	fergusson john robert	
6000000049849419502	Nikolai Borisovich Delaune	Q4157231	Nikolai Borisovich Delone	Vadim Nikolaevich Delaunay	delaunay vadim	
6000000025564282661	Jelena Ilijnichna Ильинична Svechina	Q111036450	Elena Ilyinichna Bibikova	Vladimir Vladimirovich Svechin	svechin vladimir vladimirovich	
6000000015325895363	Vittoria Salviati Patrizia di Firenze	Q116469232	Vittoria Salviati	Giulio Cesare Colonna	cesare colonna giulio	
6000000016461154984	Gabrielle Windisch-Graetz	Q55773762	Gabriela von Auersperg	Maria-Aglaë Christiane Hedwig Gabriele Wilhelmine Hygina Ernestine Gräfin Apponyi de Nagy-Appony	agnes hedwig mariaagla mathilde szapry windischgratz	
6000000017322432471	Vinzenz Georg Wilhelm von Thurn und Valsassina-Como-Vercelli	Q76282629	Vincenz Georg Wilhelm Graf von Thurn und Valsassina-Como-Vercelli	GEORG Vincenz Duclas von Thurn und Valsassina-Como-Vercelli	duclas georg thurn und valsassinacomovercelli vincenz von	
6000000025905404462		Q125447452	Vasilii Semevskii			
6000000048608707941	Tinatin Бардзимовна Багратион	Q83110445	Tinatin Amilakhvari	David I	david	
6000000009690152634	Emily Jane Suffield	Q76335495	Emily Jane Sparrow	Mabel Tolkien	jane mabel neave suffield	john suffield
6000000011980676228	Natalia Mikhailovna gr. Sollogub	Q112872115	Наталья Михайловна Боде	Вера Федоровна Левшина		
6000000002188468457	Caroline Adair	Q42796899	Caroline Keppel	Robert Adair	adair elizabeth robert	
6000000008777380032	Maria Vladimirovna Владимировна von Wrangell	Q124727905	Мария Владимировна Скарятина			
6000000010998246656	Charlotte	Q117025145	Charlotte, Gräfin von Walderode	Wilhelm Karl Graf zu Leiningen-Billigheim	joseph wenzel wilhelm	
6000000016227548220	Iphygenia Kinsky	Q130364302	noble Iphigenie Dadan de Ghiulvaz	Oktavian Kinsky	kinsky	
6000000004378641894	Marie Amélie de Bachasson de Montalivet	Q136027738	Marie Amélie Bachasson de Montalivet	Pierre François Camille Guyot de Villeneuve	camille guyot villeneuve	
6000000025374907999		Q16062297	Mikheil Imeretinsky	George Imeretinsky	george imeretinsky	
6000000015908958941	François de La Trémoille	Q61439125	François de La La Trémoille, Marquis de Royan, Comte d'Olonne	Marie Anne de La Trémoïlle		
6000000014585399699	Robert Fergusson	Q75630949	Robert Fergusson, 9th of Craigdarroch	William Ferguson 11th Laird	11th fergusson john william	lady
6000000178761339887	Name Not Known	Q76045741	Lady Jean Cuninghame	William Ferguson 11th Laird	11th fergusson john william	fergusson robert
6000000014839828422	Maria von Arco-Zinneberg	Q75365202	Sidonia Gräfin von und zu Arco-Zinneberg	Maria Immaculata ZDENKA Anna Hedwig Josephine Benedicta Walburga Freiin von Twickel	elisabeth huberta ignatius johannes josephine ludwig maria theresia twickel von zdenka	
6000000007605227167	Pyotr Borisovich Sheremetev	Q1963244	Pyotr Sheremetev	Nikolay Petrovich Sheremetev	sheremetev	varvara
6000000003141797709	Varvara Alekseevna Sheremeteva	Q70592028	Varvara Cherkasskaya	Nikolay Petrovich Sheremetev	sheremetev	pyotr sheremetev
6000000048192390930	Мария Владимировна Исленьева	Q75970308	Mariya Sheremeteva			
6000000008116290688	Анна Пия Саксонская	Q2124683	Princess Anna of Saxony	Maria Kynga Beatrix von Österreich	annatheresia austria geza joseph kynga margarethe maria michael	
6000000008855176470	Dmitry Nikolayevich Sheremetev	Q3028111	Dmitriy Nikolaevich Sheremetev	Sergey Dmitriyevich Sheremetev	aleksandr sergey sheremetev	
6000000019965894204	Анна Сергеевна Шереметевa	Q61637793	Anna Sheremeteva	Sergey Dmitriyevich Sheremetev	sergey sheremetev	sheremetev
6000000014159844106	Sergey Alexeevich Trubetskoy	Q100231060	Sergey Trubetskoy	Vasily Sergeevich Trubetskoy	anna sergeevna trubetskoy vasily	
6000000015651045944		Q75970301	Yelena Golitsyna			
6000000029696619609	Bülbül Hatun	Q18121943	Bülbül Hatun	Şehzade Ahmed	ahmed ehzade gevhermuluk hatice hundi sultan	
6000000017121820762		Q4204013	Vladimir Islavin	Michel Vadimirovitch Islavine		
6000000049374801961	Анна Владимировна Долгорукова	Q61759970	Anna Vladimirovna Dolgorukova	Grigori Feodorovich Prince Dolgorukov	dolgorukov	dolgorukov
6000000006290202728	Henrietta Paulet	Q55418288	Henrietta Paulet, Duchess of Bolton	Nassau Paulet Powlett KB	nassau powlett	
6000000006367211312	James Clement Radclyffe 4th Earl of Newburgh	Q66732796	James Bartholomew Radclyffe, 4th Earl of Newburgh	Anthony James Radclyffe	anthony james radclyffe	
6000000082777278891	William Baillie	Q116033288	Sir William Baillie, 7th of Lamington	William Baillie	baillie william	
6000000091503788859	Jean Hamilton	Q116033291	Jean Hamilton	William Baillie	baillie william	
6000000098126050060	Charlotte Félicité Ghislaine Gaudérique Marie Philomène de La Forest Divonne	Q2978154	Claude Silve	Florence Roussel	florence	
6000000010894692051	Paraskevia Александровна Zubova	Q99895956	Praskovya Vyazemskaya	Elisabeth Dmitrievna von Rosen	dmitrievna ekaterina nikolay varvara zubov	
6000000022420705105	Vasiliy Pavlovich Попов	Q15081165	Vasily Popov	Pavel Vasilyevich Popov	pavel popov	
6000000008854224723		Q4309024	Mutsal Cherkassky			
6000000029878627208	Георгий Александрович Багратион Имеретинский	Q5535873	Prince George of Imereti			
6000000002188386542	Marie Emilie Fitzjames	Q75362214	Marie Emilie de Fitzjames	Jean François de Pérusse des Cars	cars des franois jacques louis perusse	
6000000007792384984		Q60839106	Fyodor Apraksin	Stepan Fedorovich Count Apraxine	stepan	
6000000006944688103	Vera Николаевна Завадовская	Q3696501	Vera Apraksina	александр петрович завадовский	tatyana vasily zavadovsky	
6000000026037742605	Maria Isabella Fiammetta Soderini Patrizia Romana	Q104785335	Isabella Fiammetta Soderini	Francesco Camillo VII Massimo IV marchese di Roccasecca	camillo francesco massimo vii	
6000000203465538878		Q61136819	Khutunia Sharvashidze			
6000000032720301072	Charles François Henri Jean Marie de Lévis-Mirepoix	Q113857866	Henri de Lévis-Mirepoix, 4.Duque de San Fernando Luis	Antoine Pierre Marie François Joseph de Lévis	antoine levis	
6000000013568187057	Peter Alexandrovitch Dolgorukov	Q75513917	Pyotr Dolgorukov	Sofka Petrovna Skipwith	skipwith sofka	
6000000006726262583		Q101835940	Sergey Meshchersky	Sofia Sergeevna Ignatieva		
6000000006726499123	Мария Владимировна Мещерская	Q101831758	Mariya Vladimirovna Apraksina	Sofia Sergeevna Ignatieva		
6000000015749554245	Henri Goyon de Matignon	Q107293857	Henri Goyon, Seigneur de Matignon, Comte de Thorigny	Catherine Thérèse Goyon de Matignon	catherine charlotte goyon matignon	
6000000007664858090	Anne van Savoie-Namours	Q2498165	Anne of Lorraine, duchess of Aumale	Charles Amédée de Savoie duc d'Aumale	charles henri louis	henri
6000000018126491266	Alexandra Mamukovna Princess Melikova	Q108874264	Alexandra Makarovna Jambakur-Orbeliani	Maria Levanovna von Krusenstiern	melikov	
6000000002333539255	Charles Lennox	Q1065334	Charles Lennox, 3rd Duke of Richmond	Caroline Napier	caroline clerc henrietta	
6000000004056372003	Helen Buchanan	Q75273062	Helen Buchanan	Jean Colquhoun	adam colquhoun humphrey jean john katherine nancy	alexander colquhoun
6000000006764609595	Vassili Vasilivich Dolgorukov	Q4164704	Vasily Dolgorukov	Maria Vassilievna Нарышкина	dolgorukova varvara	varvara
6000000006766199048	Varvara Sergeevna Dolgoroukova	Q101620928	Varvara Dolgorukova	Maria Vassilievna Нарышкина	dolgorukova varvara	dolgorukov
6000000006287063766	Marie Jeanne Desrosiers	Q131449719	Marie Jeanne Desrosiers	Denis-Didier Drouet de Richerville	drouet	
6000000055814444128	宣度 崔	Q45501618	Cui Xuandu	公業 崔		
6000000000624767625	Jean Lyle	Q106509369	Jean Lyle	Neil Montgomery	montgomery neil	
6000000004003683410	María Isabel Francisca de Asís Antonia Luisa Fernanda Cristina Amelia Felipa Adelaida Josefa Elena Enriqueta Carolina Justina Rufina Gasparina Melchora Baltasara Matea d'Orléans y de Bourbon infante d'Espagne et comtesse de Paris	Q242879	Princess María Isabel of Orléans	Louis Philippe Robert d'Orléans duc d'Orleans	amelie charles dorleans ferdinand helne isabelle jacques louise montpensier philippe	
6000000029047899005	Henri de Faucigny-Lucinge	Q75359587	Henri de Faucigny-Lucinge	Agnes Marie Charlotte Ferdinande de Faucigny-Lucinge	agnes faucignylucinge	
6000000019347881547	Yuri Dmitriyevich Urusov	Q104163610	Yury Urusov	Elena Jurjevna Юрьевна Raevskaia	elena	
6000000144779499889		Q16643529	Алкас Джамурзин			
6000000013272574120	Ferdinando Carlo di Gonzaga	Q714792	Ferdinando Carlo Gonzaga, Duke of Mantua and Montferrat	Giovanni Gonzaga	carlo giovanni gonzaga	anna gonzaga isabella
6000000002681692072	Ivan Vladimirovich Khovrin	Q61866953	Ivan Vladimirovitch Golova Chovrin	Pyotr Ivanovich Golovin		anna
6000000002729907273	Anna Danilovna Khovrina	Q61866955	Anna Kholmskaya	Pyotr Ivanovich Golovin		ivan
6000000012385543152	Robert Laurie	Q61955536	Sir Robert Laurie, 1st Baronet	Anna Laurie	agnes catherine john laurie mary robert susanna walter	dalzell jean mary riddell
6000000001396500000	Jean Riddell	Q75616840	Jean Riddell	Anna Laurie	catherine john laurie robert susanna walter	laurie robert
6000000008477433293	კონსტანტინე IV / Constantine IV მუხრანბატონი / Mukhrani	Q11915397	Constantine IV, Prince of Mukhrani		bagration irakli mukhrani	
6000000001294828878	Александра Петровна Охотникова	Q138510961	Alexandra Pétrovna Troubetskoy	Elena Vladimirovna Половцова	vladimirovna	
6000000022651633480	Maria Joseph Max Antonius Ludwig Melchior von Arco-Zinneberg	Q75365043	Joseph Graf von und zu Arco-Zinneberg	Maria LUDWIG Gottfried Engelbert Ignatius Franziskus Judas Thaddäus Konrad Aloysius Katharina Melchior Graf von und zu Arco-Zinneberg	arcozinneberg ferdinand graf josephine ludwig maria sophie und von walburga	wilhelmine
6000000022652280871	Wilhelmine Arco-Zinneberg	Q75365044	Wilhelmine Prinzessin von Auersperg	Maria LUDWIG Gottfried Engelbert Ignatius Franziskus Judas Thaddäus Konrad Aloysius Katharina Melchior Graf von und zu Arco-Zinneberg	arcozinneberg ferdinand graf josephine ludwig maria und von walburga	arcozinneberg joseph von
6000000016352182348	Marie Gabriele Fürstin von Wrede	Q75392174	Gabrielle Prinzessin von Wrede	Anne Eugénie d'Arenberg		
6000000018580052204		Q121818886	Владимир Платонович Голубцов			
6000000163897844832	Louis-Anasthase David	Q2868982	Athanase David	Simone David-Raymond	david davidraymond paul simone	
300372958340002567	Vittorio Amedeo Amédée di Savoia-Carignano	Q2254102	Victor Amadeus I, Prince of Carignano	Anna Teresa di Savoia-Carignano	carignano louis prince savoy victor	maria vittoria
5063024209060079320	Anastasia Lvovna Boratynskaya	Q56280918	Anastasiya Baratynskaya	Dmitry Eugenyevich Boratynsky	lev nikolay	
6000000003412919626	Gabriele von Hatzfeldt-Wildenburg	Q67514629	Gabriele von Dietrichstein-Proskau-Leslie	Antonia Althann	antonia franz hatzfeldt	
6000000006976894359	Pyotr Nikolayevich Trubetskoy	Q4464170	Pyotr Trubetskoy	Lyubov Petrovna Obolenskaya	lyubov trubetskaya trubetskoy vladimir	
6000000007892089474	Piotr Petrovitch Sheremetev	Q101209652	Pyotr Sheremetev			
6000000018281426275	Софья Ивановна Всеволожская	Q103899454	Sofya Trubetskaya	Dmitry Alexandrovich Vsevolzhsky		
6000000003139146601	Aleksandra Nikolaevna Lobanova-Rostova	Q104155770	Aleksandra Saltykova	Maria Yacovlevna Narushkina		
6000000008450637373	Елена Петровна Бобринская	Q104474754	Yelena Shuvalova	Petr Andreevich Count Bobrinsky	bobrinsky	
6000000024451602220	Tuta Кайхосровна Багратион-Мухранская	Q110737641	princess Tuta Gurieli	Vakhtang VI Bagrationi, King of Kartli	kartli vakhtang	
6000000017589240057	François Emmanuel de Crussol	Q80908963	François-Emmanuel de Crussol d'Uzès	Marie François Emmanuel de Crussol	crussol	
6000000001018912522	William Crichton	Q75267003	William Crichton, 1st Earl of Dumfries	Mary Swift	catherine crichton mary william	euphemia seton ursula
6000000001019035008	Euphemia Seton	Q75267004	Euphemia Seton	Mary Swift	catherine crichton mary william	crichton william
6000000019021529838		Q104034330	Yury Urusov			
6000000008102594661	Enguerrand II de Fiennes	Q56285638	Enguerrand II de Fiennes	Guillaume Ii de Fiennes	fiennes guillaume	
6000000011980115859	Александра Ивановна Боде	Q107412834	Aleksandra Chertkova	Maria Mikhailovna Sukhotina		
6000000021531080887	Petras Urusovas	Q16710428	Pyotr Urusov	Eudoxia Petrovna Lobanov-Rostovsky		
6000000021531080894	Евдокия Прокофьевна Урусова	Q4477404	Yevdokiya Urusova	Eudoxia Petrovna Lobanov-Rostovsky		
385242052580012797	Mahfiruze Hatice Hatice	Q2682717	Mahfiruz Hatice Sultan	Genç Osman II Ottoman Sultan II	bayezid ehzade osman	ahmed
6000000013712156841	Henry O'Brien	Q5726429	Henry O'Brien, 7th Earl of Thomond	Mary Dudley	anne auberie elizabeth henry horatio ibrackan lady lord mary obrien penelope	anne obrien sarah
6000000019264270514	Sarah O'Brien	Q75278619	Sarah Russell	Mary Dudley	anne auberie elizabeth henry horatio mary obrien penelope	henry obrien
6000000001919459518	Marie Anne Charlotte de Croÿ dama de la princesa	Q110934826	Marie Anne Charlotte de Croÿ, Princesse de Croÿ d'Havré	Rafaela de Palafox y Croÿ de Havre	antonio croy felipe palafox rafaela	
6000000008477489082	Irakli Konstantines dze Bagration of Mukhrani	Q16062298	Irakli Bagration of Mukhrani	Alexander Ираклиевич Bagration of Mukhrani	alexander bagration mukhrani	
6000000011643151279	Nikolay Дмитриевич Zubov	Q16465757	Nikolay Zubov	Nikolay Nikolayevich Zubov	nikolay zubov	
6000000011644189254	Aleksandra Гавриловна ZUBOV	Q102077470	Alexandra Raimond-Modène	Nikolay Nikolayevich Zubov	nikolay zubov	nikolay zubov
4311657199340067455	Alexandre Alexandrovitch Александрович Lodygensky	Q4265302	Aleksandr Lodyzhensky	Fedor Alexandrovich Lodygensky		
385230746280012727	Aleksandra Sultan Hürrem Haseki Sultan	Q255809	Hürrem Sultan	Selim Osmanoğlu Sultan of the Ottoman Empire	abdullah bayezid cihangir ehzade mehmed mihrimah selim sultan	the
6000000014332359207	Olympiada Vladimirovna Барятинская	Q102184692	Olimpiada Kablukova	Vladimir Anatoliévitch Bariatinsky	vladimir	
6000000022566988075	Marie Charlotte Joséphine Sabine Isabelle de Croÿ	Q110355424	Marie Charlotte de Croÿ, Princesse de Croÿ d'Havré	Armand Maximilien François Joseph Olivier de Saint-Georges de Couhé	olivier saintgeorges verac	
6000000205030969874	Devlet	Q3706312	Devlet Hatun	Mehmed 1 Çelebi ottoman sultan	mehmed	
6000000015803520047	Louis Ferdinand Joseph de Croÿ 6.Duc d'Havré et de Croÿ	Q18012165	Louis-Ferdinand de Croÿ	Louise Élisabeth Félicité Françoise Armande Anne Marie Jeanne Joséphine de Croÿ d'Havré	charlotte cro dhavre elisabeth joseph louise marie	
6000000037573249941		Q30346665	V. S. Arsenʹev			
6000000007852261512		Q75970198	Sergey Sheremetev			
6000000020867977443	Наталья Яковлевна Шереметева	Q75970199	Natalya Golitsyna			
6000000010850176428	Camille Bachasson	Q240902	Marthe Camille Bachasson, Count of Montalivet	Marthe Bachasson de Montalivet	amelie bachasson marie marthe montalivet	
6000000015896630025	Прасковья Ивановна Мятлева	Q25340817	Praskovya Myatleva	София Петровна Галахова		
6000000008864599410	Софья Ивановна Одоевская	Q107673448	Sofya Odoyevskaya			
6000000035633883927	Aleksandre Ираклиевич ბაგრატიონი / Bagrationi	Q2596537	Prince Alexander of Georgia			
6000000178765750871	Elizabeth Grierson	Q75630974	Elizabeth Grierson	John Fergusson	fergusson john sarah	fergusson robert
6000000037573370135	Mamia III Gurieli	Q2618183	Mamia III Gurieli	Gurieli	gurieli tamar	
6000000009413050466	Clotilde Pegger	Q75288068	Clothilde Wallburg	Lydia Pegger	edith lydia pegger	
6000000033228157860		Q284385	Arkadi Stolypine	Дмитрий Аркадьевич Stolypin		
6000000024276444916		Q107300206	Dmitry Tatishchev			
6000000036370422412	Nikolai Dadiani	Q29052704	Didi-Niko Dadiani		dadiani	
