n	geni_id	qid
157213	6000000032273379847	Q1594223
157214	6000000012627474302	Q15942969
157215	6000000030802127173	Q1594388
157216	6000000038195750049	Q15944146
157217	6000000045963212991	Q15944242
157218	6000000008124039729	Q15944804
157219	6000000079807593082	Q15944829
157220	6000000016964212481	Q15945080
157221	6000000034277990268	Q15945354
157222	6000000181948517822	Q1594647
157223	6000000027541046162	Q159478
157224	6000000016382641672	Q1594860
157225	6000000012784341324	Q1594897
157226	6000000155099967901	Q1594934
157227	6000000075507643868	Q15952765
157228	6000000026268683832	Q1595515
157229	6000000023865966893	Q1595837
157230	6000000156920041825	Q15958432
157231	6000000182430083848	Q15958468
157232	6000000009027364072	Q15958774
157233	6000000119009521902	Q15958810
157234	6000000104869681246	Q1595933
157235	6000000012629183135	Q15959334
157236	6000000014607557348	Q1596058
157237	6000000028857201008	Q159612
157238	6000000039367669257	Q159619
157239	6000000039574847277	Q15962220
157240	6000000003050663102	Q1596236
157241	6000000018709202096	Q1596306
157242	6000000011647002438	Q1596321
157243	6000000088910949223	Q15963638
157244	6000000035804399923	Q15963996
157245	6000000145783793822	Q159648
157246	6000000024434929385	Q1596504
157247	6000000076678316100	Q15965110
157248	6000000066646994020	Q1596513
157249	6000000006126938319	Q15965253
157250	6000000021088167302	Q15965277
157251	6000000212122689821	Q1596544
157252	6000000014095154469	Q15965505
157253	6000000145757527837	Q15965552
157254	6000000182696116829	Q15965574
157255	6000000018567535657	Q15966200
157256	6000000072084801822	Q1596651
157257	6000000157306947847	Q15966653
157258	6000000172536705933	Q1596681
157259	6000000071155771035	Q15967336
157260	6000000074356608964	Q1596762
157261	6000000183983366868	Q1596787
157262	6000000009752704200	Q15968032
157263	6000000076254861867	Q15968045
157264	6000000084969615832	Q159681
157265	6000000001956959964	Q1596834
157266	6000000065606796977	Q159684
157267	6000000126719432021	Q15968801
157268	6000000023937557070	Q1596893
157269	6000000109851226827	Q15968962
157270	6000000028318875039	Q15969
157271	6000000088818447925	Q15969022
157272	6000000010983577519	Q15969236
157273	6000000012801041919	Q15969243
157274	6000000023524356002	Q1596942
157275	6000000031513485833	Q1596952
157276	6000000173573903274	Q15969562
157277	6000000018952830076	Q1596959
157278	6000000049242284028	Q15969655
157279	6000000022613830985	Q15969677
157280	6000000018240934304	Q1596973
157281	6000000027572727587	Q1596981
157282	6000000025186669260	Q1596983
157283	6000000129466961989	Q1597012
157284	6000000132657572842	Q15970146
157285	6000000003273320690	Q15970383
157286	6000000023822404217	Q15970535
157287	6000000011193459283	Q15970583
157288	6000000013838811482	Q15970672
157289	6000000078715220830	Q1597078
157290	6000000054473132821	Q15970849
157291	6000000076779287914	Q1597112
157292	6000000023956601836	Q1597113
157293	6000000040409839391	Q1597123
157294	6000000088829186420	Q1597136
157295	6000000008129199351	Q15971366
157296	6000000030813663599	Q15971386
157297	6000000001702279304	Q15971837
157298	6000000180597251856	Q15972021
157299	6000000083119040167	Q15972412
157300	6000000143174226959	Q15972671
157301	6000000182711245846	Q15972775
157302	6000000022849691071	Q1597288
157303	6000000173192662277	Q15973031
157304	6000000136638809832	Q1597324
157305	6000000003393919994	Q15973449
157306	6000000006774685368	Q15973689
157307	6000000088325189929	Q1597371
157308	6000000035358020052	Q1597387
157309	6000000177696378836	Q15973957
157310	6000000086547627839	Q1597413
157311	6000000180641287860	Q15974244
157312	6000000104938914880	Q1597437
157313	6000000088252649138	Q1597483
157314	6000000006727849456	Q1597491
157315	6000000001406770688	Q1597541
157316	6000000007014432097	Q15975519
157317	6000000105286470890	Q1597568
157318	6000000177001622892	Q15975694
157319	6000000027050012220	Q159758
157320	6000000148863333835	Q15976254
157321	6000000070751802888	Q15976315
157322	6000000006881820214	Q15977177
157323	6000000077015953056	Q15977943
157324	6000000100316624048	Q15978525
157325	6000000064622186193	Q1597860
157326	6000000140735447846	Q15979417
157327	6000000016804680138	Q15979725
157328	6000000086945986944	Q15979779
157329	6000000022464850355	Q1597982
157330	6000000174999909245	Q1597990
157331	6000000042279698032	Q15980110
157332	6000000176470977858	Q15980426
157333	6000000010663784894	Q15980442
157334	6000000083174300095	Q1598058
157335	6000000052545409857	Q1598060
157336	6000000006589171431	Q1598072
157337	6000000145277608860	Q1598095
157338	6000000183032611862	Q15981161
157339	6000000178699932875	Q1598164
157340	6000000036982833700	Q1598175
157341	6000000090466656901	Q1598194
157342	6000000038292684922	Q1598224
157343	6000000078371030864	Q1598233
157344	4327827316770055996	Q15982375
157345	6000000017221577336	Q15982503
157346	6000000085652845834	Q1598255
157347	6000000071151051650	Q1598273
157348	6000000005573709715	Q15982774
157349	6000000171900637976	Q15982796
157350	6000000151402863256	Q15983167
157351	6000000023897159188	Q1598324
157352	6000000179221765863	Q15983755
157353	6000000183166733838	Q1598379
157354	6000000141111018015	Q15983883
157355	6000000180295159825	Q15983929
157356	6000000182610829889	Q15983956
157357	6000000097775800822	Q15983977
157358	6000000086228396829	Q15983994
157359	6000000177301403898	Q1598409
157360	6000000014428942288	Q15984124
157361	6000000038292330245	Q1598452
157362	6000000014967240410	Q1598470
157363	6000000005219142472	Q15984970
157364	6000000003456497001	Q1598506
157365	6000000164252982976	Q15985147
157366	6000000054013569821	Q1598570
157367	6000000055260717115	Q1598633
157368	6000000043055452845	Q1598690
157369	6000000012419600775	Q1598707
157370	6000000080462377007	Q15987239
157371	6000000068373796835	Q1598734
157372	6000000172755893822	Q1598737
157373	6000000055299997821	Q15987616
157374	6000000046811605351	Q15987640
157375	6000000032945332074	Q1598810
157376	6000000038015164109	Q1598813
157377	4600245110190024469	Q1598827
157378	6000000057673858055	Q1598881
157379	6000000013316148449	Q1598916
157380	6000000057046289958	Q1598924
157381	6000000148370051854	Q15989272
157382	6000000066597961821	Q1598932
157383	6000000184786799858	Q15989403
157384	6000000002765635848	Q1598949
157385	6000000183585010869	Q15989717
157386	6000000031157556042	Q1598985
157387	6000000014940963997	Q15989852
157388	6000000011966256430	Q15989980
157389	6000000003218473743	Q15990
157390	6000000027745048649	Q15990177
157391	6000000081983824861	Q1599032
157392	6000000019135716971	Q15990390
157393	6000000157681373894	Q15991452
157394	6000000014213324466	Q15991628
157395	6000000003954530210	Q15991807
157396	6000000008743612591	Q15992029
157397	6000000026051067089	Q15992042
157398	6000000036192501439	Q15992051
157399	6000000017142572050	Q15992053
157400	6000000017616715364	Q1599218
157401	4733886892370038433	Q15992190
157402	6000000075599266854	Q15992235
157403	6000000000618324490	Q15992244
157404	6000000001383763143	Q1599243
157405	6000000177974646824	Q15992510
157406	6000000150680872822	Q15992554
157407	6000000023822362098	Q15992801
157408	6000000121898548997	Q15992832
157409	6000000074309205821	Q15992854
157410	6000000010181547293	Q15992896
157411	6000000066099652822	Q1599294
157412	6000000021291030924	Q15993015
157413	6000000029369081422	Q15993019
157414	6000000184918671884	Q15993261
157415	6000000073202260022	Q15993274
157416	6000000052433941825	Q15993279
157417	6000000081556566857	Q15993315
157418	285838432600004079	Q15993342
157419	4724344234950126915	Q15993353
157420	6000000002054741755	Q15993455
157421	5288761819180122524	Q15993550
157422	6000000004109259173	Q15993577
157423	6000000058744684863	Q1599365
157424	6000000042146559222	Q15994013
157425	6000000037185973865	Q1599416
157426	6000000012386716911	Q15994323
157427	6000000029343188220	Q15994383
157428	6000000139511349823	Q1599449
157429	6000000024184437029	Q15994613
157430	6000000029611177965	Q15994617
157431	6000000080899177034	Q15994629
157432	6000000069583987891	Q15994632
157433	6000000091675865507	Q1599481
157434	6000000125367120840	Q15994922
157435	6000000077258248912	Q1599496
157436	6000000030260844977	Q15995041
157437	6000000023248528949	Q15995114
157438	6000000036862513872	Q1599521
157439	6000000041281830686	Q1599541
157440	6000000174205880241	Q15995542
157441	6000000020653032998	Q15995566
157442	6000000016490263034	Q1599566
157443	6000000012676999911	Q15995741
157444	6000000010308592348	Q15995750
157445	6000000007365652459	Q15995780
157446	6000000003652900400	Q15995811
157447	6000000015732786308	Q15995817
157448	6000000046701286421	Q15995849
157449	6000000051332235905	Q15995879
157450	6000000002765606368	Q15995899
157451	6000000029776589219	Q1599590
157452	6000000104542258096	Q15995917
157453	6000000016115213813	Q15996000
157454	6000000003761824402	Q15996051
157455	6000000064235359823	Q15996072
157456	6000000227465016916	Q15996073
157457	6000000046616827936	Q15996093
157458	6000000143972401833	Q15996098
157459	6000000001462333731	Q15996100
157460	6000000055809421994	Q1599614
157461	6000000021053267576	Q15996143
157462	6000000060028238823	Q15996156
157463	6000000174321168042	Q15996177
157464	6000000059915539930	Q1599618
157465	6000000011376667312	Q15996215
157466	6000000178670480823	Q15996219
157467	6000000003403175244	Q15996234
157468	6000000016206426030	Q15996259
157469	6000000039703639240	Q15996277
157470	6000000016477129404	Q15996328
157471	6000000067945820875	Q1599633
157472	6000000063151927991	Q15996335
157473	6000000043290465189	Q15996348
157474	6000000009679814774	Q15996373
157475	6000000043351401278	Q15996445
157476	6000000182260889830	Q15996450
157477	6000000024337300842	Q15996496
157478	6000000003093329976	Q15996528
157479	6000000074587437855	Q1599672
157480	6000000004097643026	Q1599681
157481	6000000073177344854	Q15996853
157482	6000000064305187918	Q1599686
157483	6000000067938572062	Q15996924
157484	331631272630002197	Q15996993
157485	6000000042364333985	Q15997104
157486	6000000013311081989	Q1599723
157487	6000000017641623799	Q15997311
157488	6000000020353609187	Q15997413
157489	6000000119536899883	Q15997567
157490	6000000009591560410	Q15997572
157491	6000000022873721932	Q1599761
157492	6000000011658943981	Q15997619
157493	6000000038634332351	Q15997638
157494	6000000016498121571	Q15997707
157495	324684511890002860	Q15997764
157496	6000000021438308854	Q15997773
157497	6000000127649370368	Q15997837
157498	6000000041583509002	Q15997856
157499	6000000052566775968	Q15997884
157500	6000000184412300843	Q15997962
157501	6000000015321082098	Q15998034
157502	6000000182197802832	Q15998057
157503	6000000000250172302	Q15998059
157504	6000000040925620778	Q15998079
157505	6000000074748328430	Q15998080
157506	6000000105509636845	Q15998186
157507	6000000034752276406	Q15998191
157508	6000000029579938982	Q15998200
157509	6000000021921937834	Q15998222
157510	6000000035981574812	Q15998229
157511	6000000039087617316	Q15998267
157512	6000000019900577254	Q15998287
157513	6000000037420371846	Q15998289
157514	6000000026378729107	Q15998315
157515	6000000004987933911	Q15998374
157516	6000000183340215823	Q15998459
157517	6000000065544980042	Q15998529
157518	6000000009686369490	Q15998589
157519	6000000042632680778	Q15998625
157520	6000000000038768273	Q15998662
157521	6000000006821828745	Q15998677
157522	6000000005754252419	Q15998701
157523	6000000037480851249	Q15998762
157524	6000000071748898163	Q15998777
157525	6000000039053905631	Q15998786
157526	6000000008009562264	Q15998804
157527	6000000012554219721	Q15998813
157528	6000000012431628008	Q15998848
157529	6000000175898799860	Q15998861
157530	6000000029443354814	Q15998885
157531	6000000035267725082	Q15998911
157532	6000000046329457124	Q15998924
157533	6000000026506232766	Q15998948
157534	6000000006587172710	Q15998975
157535	6000000002526043633	Q15999006
157536	6000000032551103866	Q15999008
157537	6000000028359510002	Q15999036
157538	6000000014311705602	Q15999062
157539	6000000079361323858	Q15999163
157540	6000000024796839311	Q15999187
157541	6000000007379537201	Q15999206
157542	6000000177550215859	Q15999212
157543	6000000047567464909	Q1599925
157544	6000000001501922136	Q15999261
157545	5631864966770053943	Q15999278
157546	6000000038964630189	Q15999321
157547	6000000053546842846	Q15999332
157548	6000000009108156475	Q15999379
157549	6000000011658607623	Q1599938
157550	6000000032619445051	Q15999397
157551	6000000076057534198	Q15999418
157552	6000000037475883832	Q15999456
157553	6000000171063080961	Q15999473
157554	6000000180131409834	Q15999502
157555	6000000015985430771	Q15999556
157556	6000000174172173320	Q15999558
157557	6000000141038399857	Q15999561
157558	6000000078311846597	Q15999567
157559	6000000072573879813	Q1599997
157560	6000000041516102423	Q1600080
157561	6000000001940286281	Q16001447
157562	6000000182386566882	Q1600202
157563	6000000011909473004	Q16002686
157564	6000000133469453832	Q1600282
157565	6000000070779051867	Q16002960
157566	6000000082242293858	Q16002970
157567	6000000014875000116	Q16002974
157568	6000000001538423687	Q16003078
157569	6000000166070719826	Q16003092
157570	6000000119054987908	Q16003739
157571	6000000043311528459	Q16003807
157572	6000000044189481597	Q16003808
157573	6000000184226735100	Q16003827
157574	6000000001356748190	Q16003829
157575	6000000012677277389	Q16003894
157576	6000000041416059201	Q16003904
157577	6000000015702419437	Q16003927
157578	6000000176951128876	Q16003929
157579	6000000002390496208	Q16003998
157580	6000000033742966044	Q16004000
157581	6000000181920463851	Q16004001
157582	6000000139713762829	Q16004021
157583	6000000181303338867	Q16004081
157584	333492963040014318	Q16004103
157585	6000000044128945927	Q16005796
157586	6000000026298816159	Q16005805
157587	6000000006327215780	Q16005807
157588	6000000041307773868	Q16005866
157589	6000000031801744863	Q16006182
157590	6000000071658783413	Q16006347
157591	6000000178301405824	Q16006351
157592	6000000025467629274	Q16006354
157593	6000000006559268285	Q16006386
157594	6000000179931133824	Q16006437
157595	6000000100421858927	Q16006439
157596	6000000177592040860	Q16006457
157597	6000000184509626922	Q16006460
157598	6000000045380707833	Q16006487
157599	6000000176912786821	Q16006488
157600	6000000077907466875	Q16006521
157601	6000000012677190982	Q16006531
157602	6000000059446165171	Q16006562
157603	6000000115685629928	Q16006655
157604	6000000012198804614	Q16006667
157605	6000000009850075151	Q16006674
157606	6000000011970328461	Q16006767
157607	6000000009517983702	Q16006811
157608	6000000016942969693	Q16006822
157609	6000000009676627480	Q1600690
157610	6000000011183618957	Q16006942
157611	6000000114774032086	Q16007013
157612	6000000041093410427	Q16007120
157613	6000000000469208182	Q16007125
157614	6000000075001082928	Q16007127
157615	6000000046572923956	Q16007153
157616	6000000077885955151	Q1600720
157617	6000000056730795822	Q16007284
157618	6000000056730726843	Q16007286
157619	6000000179544838856	Q16007374
157620	6000000044496691577	Q16007375
157621	6000000009234174932	Q16007467
157622	6000000042556126304	Q16007503
157623	6000000082733959867	Q16007549
157624	6000000171917899402	Q16007580
157625	6000000180967247593	Q16007620
157626	6000000001199898531	Q16007707
157627	6000000179212327823	Q16007784
157628	6000000023371836519	Q16007810
157629	6000000013205666982	Q16007899
157630	6000000061516715821	Q16007986
157631	6000000110274889872	Q16007996
157632	6000000028299360245	Q16008041
157633	6000000008218880220	Q16008090
157634	6000000001565371763	Q16008098
157635	6000000174512804215	Q16008197
157636	6000000067510597848	Q16008217
157637	6000000077437406482	Q16008237
157638	6000000005620155489	Q16008243
157639	6000000163669753822	Q16008260
157640	6000000021050684343	Q16008293
157641	6000000077125799002	Q16008411
157642	6000000041613823991	Q16008444
157643	6000000041074091360	Q16008462
157644	6000000114104658168	Q16008619
157645	6000000075405191125	Q16008682
157646	6000000025299534712	Q16008705
157647	6000000020699599949	Q16008799
157648	6000000015986226919	Q16008800
157649	6000000026326293784	Q16008808
157650	6000000019414559916	Q16009
157651	6000000018476565219	Q16009221
157652	6000000002880722577	Q16009346
157653	6000000114661630821	Q16009519
157654	6000000081322151891	Q16009633
157655	6000000037366317618	Q16009685
157656	6000000082818402903	Q16009894
157657	6000000047447583181	Q16009905
157658	6000000129670876016	Q16009921
157659	6000000177050974821	Q16009948
157660	6000000001474753438	Q16010079
157661	6000000004227318959	Q1601008
157662	6000000037150175416	Q1601010
157663	6000000017739185242	Q16010290
157664	6000000076229121129	Q16010336
157665	6000000026605420897	Q16010358
157666	6000000004661463528	Q16010376
157667	6000000074902985880	Q16010921
157668	6000000081529215581	Q16010967
157669	6000000165591860863	Q16011028
157670	6000000114719242828	Q16011031
157671	6000000130991832827	Q16011051
157672	6000000065990823899	Q16011208
157673	6000000082696271368	Q16011312
157674	6000000002717571262	Q16011313
157675	6000000009559399254	Q16011363
157676	6000000006568326962	Q16011480
157677	6000000145778848854	Q16011484
157678	6000000141144387836	Q16011624
157679	6000000035064021308	Q16011643
157680	6000000001555076879	Q16011683
157681	6000000140291055873	Q16011791
157682	6000000074307443999	Q16011904
157683	6000000013304125308	Q16011914
157684	6000000149565250896	Q16012053
157685	6000000042867759897	Q16012062
157686	6000000005942367443	Q1601207
157687	6000000073303422055	Q16012145
157688	6000000043066788130	Q16012162
157689	6000000000836235907	Q16012167
157690	6000000049183465944	Q1601220
157691	6000000016553246677	Q16012228
157692	6000000008275054078	Q16012299
157693	6000000022228633240	Q1601237
157694	6000000000468164759	Q16012387
157695	6000000184125659823	Q16012471
157696	6000000004539216701	Q16012497
157697	6000000096564062827	Q16012514
157698	6000000000034853863	Q16012616
157699	6000000002992416885	Q16012635
157700	6000000057419167090	Q16012670
157701	6000000183938995172	Q16012698
157702	6000000037479530301	Q16012753
157703	6000000116383228911	Q16012777
157704	356038192960012325	Q16012794
157705	6000000003917637091	Q16012803
157706	337160576810012816	Q16012821
157707	6000000163577540865	Q16012922
157708	6000000102166856264	Q16012981
157709	6000000003231191717	Q16013215
157710	6000000000825820749	Q16013259
157711	4534917596840020701	Q16013265
157712	6000000011813394267	Q16013335
157713	6000000142219729836	Q16013368
157714	6000000001436183499	Q16013480
157715	6000000027375430459	Q16013574
157716	6000000143567741955	Q16013638
157717	6000000012609037942	Q16013641
157718	6000000007105267558	Q16013664
157719	6000000003329715641	Q16013672
157720	6000000079607117969	Q16013690
157721	6000000033623840396	Q16013705
157722	6000000004096266329	Q16013759
157723	6000000025744324507	Q16013826
157724	6000000027899271514	Q16013862
157725	6000000007258640292	Q16013935
157726	6000000026576267368	Q16014013
157727	6000000075139999331	Q16014033
157728	6000000060235772888	Q16014037
157729	6000000002410150679	Q160141
157730	6000000032790955263	Q16014146
157731	6000000030161915942	Q16014189
157732	6000000039558749089	Q1601422
157733	6000000007732276230	Q16014237
157734	6000000176845946830	Q16014334
157735	6000000169008619121	Q16014366
157736	323685888490004442	Q16014367
157737	6000000040762828153	Q16014422
157738	6000000134991439837	Q16014459
157739	6000000010134547257	Q16014986
157740	6000000154785727823	Q16015101
157741	6000000214434409538	Q16015149
157742	6000000011780061648	Q16015187
157743	6000000003112423012	Q16015248
157744	6000000000676588641	Q16015253
157745	6000000051511073495	Q16015274
157746	6000000149848397874	Q16015277
157747	6000000018174923586	Q16015294
157748	6000000029744171232	Q16015301
157749	6000000009307090823	Q16015321
157750	6000000016123761676	Q16015417
157751	6000000006574556305	Q16015426
157752	6000000009234539845	Q16015453
157753	6000000022512688356	Q16015587
157754	6000000024802040415	Q16015595
157755	6000000022670239955	Q16015655
157756	6000000032842007481	Q16015739
157757	6000000019046266248	Q16015776
157758	6000000047661626852	Q16015793
157759	6000000101501397829	Q16015813
157760	6000000177419602823	Q16015874
157761	6000000181136871839	Q16015909
157762	6000000037975021307	Q16016091
157763	6000000041220897817	Q1601612
157764	4373806735910023138	Q16016132
157765	6000000011997295451	Q16016146
157766	6000000035824659436	Q16016205
157767	6000000141568294821	Q16016257
157768	6000000079201208884	Q16016450
157769	6000000000796573140	Q16016453
157770	6000000011736417714	Q16016498
157771	6000000000955910049	Q16016499
157772	6000000046702838069	Q16016509
157773	6000000014387102140	Q16016605
157774	6000000025113043538	Q16017374
157775	6000000000832849569	Q16017478
157776	6000000000366163027	Q16017552
157777	6000000005391427952	Q16017585
157778	352286956570013887	Q16017763
157779	6000000000702686795	Q16017824
157780	6000000007223985127	Q16017904
157781	6000000019112823730	Q16018055
157782	6000000041721979256	Q16018109
157783	6000000040099789509	Q1601813
157784	6000000182667529842	Q16018152
157785	6000000182819234822	Q1601816
157786	6000000060728022209	Q16018181
157787	6000000000321778102	Q16018256
157788	6000000009551954602	Q16018283
157789	3204031	Q16018343
157790	6000000011503072753	Q16018406
157791	6000000032884782069	Q16018420
157792	6000000002665643489	Q16018437
157793	6000000077480828868	Q16018496
157794	6000000066658820897	Q16018537
157795	6000000014300585761	Q16018544
157796	6000000041169335924	Q16018584
157797	6000000011360088023	Q16018631
157798	6000000179549162836	Q16018782
157799	6000000007951580228	Q16018803
157800	6000000000456787915	Q16018906
157801	6000000035966219135	Q16018916
157802	6000000028809813440	Q16018921
157803	39378	Q16018987
157804	6000000097509844826	Q16018996
157805	5710967946980110323	Q16019072
157806	6000000182552535833	Q16019125
157807	6000000084937792842	Q16019192
157808	6000000007380470046	Q16019297
157809	6000000077796609675	Q16019401
157810	6000000028168965859	Q16019459
157811	6000000001369640065	Q16019510
157812	6000000179323886854	Q16019523
157813	6000000140192328822	Q16019651
157814	6000000032412707541	Q16019707
157815	6000000001714326946	Q16019816
157816	6000000045829914166	Q16019820
157817	6000000045621788900	Q16019823
157818	6000000057960430139	Q1602004
157819	6000000016019879185	Q1602030
157820	6000000163846635928	Q1602035
157821	6000000161767794821	Q160219
157822	6000000003540887671	Q16022933
157823	6000000034817214001	Q16023209
157824	6000000084510075884	Q1602321
157825	6000000148065841878	Q16023259
157826	6000000082950485231	Q16023286
157827	6000000082900398888	Q16023312
157828	6000000048021254921	Q16023397
157829	6000000014874735040	Q16023411
157830	6000000014090124140	Q16023455
157831	6000000036199142743	Q16025065
157832	6000000022023230990	Q16025132
157833	6000000030954351446	Q16025137
157834	6000000013557764009	Q16025220
157835	6000000039739923727	Q16025230
157836	6000000041575922666	Q16025278
157837	6000000013664314456	Q16025468
157838	6000000138035837147	Q16025589
157839	6000000080674466821	Q160257
157840	6000000025810098219	Q16025942
157841	6000000099417128821	Q16025957
157842	6000000043256854261	Q16026031
157843	6000000202903860843	Q16026118
157844	6000000083186529967	Q16026175
157845	6000000122598046974	Q16026185
157846	6000000176842829881	Q16026207
157847	6000000148357240018	Q16026238
157848	6000000024317925357	Q16026281
157849	6000000010972542843	Q160263
157850	6000000138627360834	Q16026527
157851	6000000090955472834	Q16026715
157852	6000000033967716005	Q16027143
157853	336364613400014157	Q16027157
157854	6000000006444140834	Q16027198
157855	6000000166881480870	Q16027579
157856	6000000050747619855	Q16027805
157857	6000000002739306176	Q16028001
157858	6000000014685075080	Q1602806
157859	6000000047291706973	Q16028106
157860	6000000024682995865	Q16028157
157861	6000000000875365857	Q16028162
157862	6000000017756114772	Q1602833
157863	6000000056011072833	Q16029101
157864	6000000001500151028	Q16029154
157865	6000000028125285864	Q16029158
157866	6000000029431329967	Q16029170
157867	6000000001264352052	Q16029194
157868	6000000011157145940	Q16029208
157869	6000000022670671281	Q16029231
157870	6000000003940955501	Q16029285
157871	6000000145677904822	Q16029290
157872	6000000172510614585	Q16029305
157873	6000000027897809550	Q16029310
157874	6000000175842030830	Q16029314
157875	6000000021955564933	Q16029332
157876	6000000019549283076	Q16029340
157877	6000000145277698835	Q1602936
157878	6000000034440428850	Q16029363
157879	6000000090325945939	Q16029383
157880	6000000070707075932	Q16029388
157881	6000000020862246093	Q16029424
157882	6000000128543422821	Q16029963
157883	6000000057901491267	Q16029972
157884	6000000085013150518	Q16029991
157885	6000000182260121841	Q16030062
157886	6000000025259377637	Q16030063
157887	6000000009234522824	Q16030071
157888	6000000156882932893	Q16030085
157889	6000000003796026107	Q16030093
157890	6000000000113246510	Q16030110
157891	6000000078455249868	Q16030113
157892	6000000012668929280	Q16030125
157893	6000000005250154845	Q16030126
157894	6000000035252711495	Q16030143
157895	6000000013852094892	Q16030164
157896	6000000019496300284	Q16030171
157897	6000000027810337796	Q16030228
157898	6000000178878002827	Q16030260
157899	6000000028104305251	Q16030280
157900	1989350	Q16030330
157901	6000000010354945794	Q16030341
157902	6000000014771556199	Q16030437
157903	6000000055299550198	Q16030463
157904	6000000029647013842	Q16030511
157905	6000000043265809916	Q16030549
157906	6000000044469485605	Q16030560
157907	6000000014874559665	Q16030570
157908	6000000014804947094	Q16030580
157909	6000000054261176866	Q16030598
157910	6000000026448989885	Q16030599
157911	6000000176847031827	Q16030607
157912	6000000012762249435	Q16030608
157913	6000000074069004896	Q16030652
157914	6000000000677537355	Q16030669
157915	6000000151127992832	Q16030784
157916	6000000185238426822	Q16030827
157917	6000000090289162265	Q16030923
157918	6000000047756298977	Q16030931
157919	6000000108887098833	Q16030944
157920	6000000065784112821	Q16030968
157921	6000000015223471840	Q16030973
157922	6000000026336274522	Q16031012
157923	6000000012677176325	Q16031086
157924	6000000010271680508	Q16031157
157925	6000000030992892053	Q16031160
157926	6000000150770114973	Q16031169
157927	6000000035279039427	Q16031185
157928	6000000012677133521	Q16031208
157929	6000000025497034069	Q16031214
157930	6000000022498057082	Q16031217
157931	6000000004229195285	Q16031229
157932	6000000003075735316	Q16031297
157933	6000000047210026886	Q16031298
157934	6000000111953265024	Q16031324
157935	6000000061229088943	Q16031337
157936	6000000018906839366	Q16031424
157937	6000000027896093110	Q16031425
157938	6000000051436034019	Q16031426
157939	6000000184343729848	Q16031447
157940	6000000080529538821	Q16031469
157941	6000000172590255683	Q16031554
157942	6000000011223281257	Q16031556
157943	6000000074272015854	Q16031559
157944	6000000014875055150	Q16031583
157945	6000000059569502868	Q16031585
157946	6000000070910159833	Q16031607
157947	6000000002115953165	Q16031642
157948	6000000012677148400	Q16031662
157949	6000000176509998850	Q16031671
157950	6000000030412124982	Q16031679
157951	6000000043359701276	Q16031715
157952	6000000163579761835	Q16031719
157953	6000000033394393394	Q16031745
157954	6000000086245718946	Q16031749
157955	6000000175640159840	Q16031786
157956	6000000011937977221	Q16031856
157957	6000000002141638265	Q16032080
157958	297050639680005406	Q16033606
157959	6000000078668254500	Q1603705
157960	6000000070271850962	Q1603706
157961	6000000076568890910	Q1603744
157962	6000000179503052991	Q16037632
157963	6000000023289211506	Q16037656
157964	6000000095352834822	Q16037711
157965	6000000015169233660	Q16037748
157966	6000000010821953398	Q16037755
157967	6000000015732791909	Q16037820
157968	6000000180579645875	Q16037829
157969	6000000013287428764	Q16037843
157970	6000000002503576844	Q16037905
157971	6000000137803156904	Q16039171
157972	6000000166563653967	Q16039214
157973	6000000156266169841	Q16039227
157974	6000000041345728368	Q1603944
157975	6000000007381599909	Q1604069
157976	6000000044584559304	Q160411
157977	6000000175148500834	Q1604165
157978	6000000039915610114	Q16043415
157979	6000000101124737821	Q16043420
157980	6000000017512945091	Q16043423
157981	6000000096311251828	Q16043441
157982	6000000008100586323	Q16043469
157983	6000000006437163520	Q16043479
157984	6000000021342096728	Q16043495
157985	6000000178826438824	Q16043513
157986	6000000166953665822	Q16043556
157987	6000000044300701890	Q16043570
157988	6000000071061127292	Q16043573
157989	6000000001617251093	Q16043618
157990	6000000033546735051	Q16043643
157991	6000000026550249857	Q16043655
157992	6000000014874759354	Q16043683
157993	6000000071688257844	Q16043697
157994	6000000176994643824	Q16043758
157995	6000000156872359910	Q16043802
157996	6000000076673451372	Q1604381
157997	6000000174042963893	Q16043816
157998	6000000034526336645	Q1604437
157999	6000000034095955721	Q1604941
158000	6000000046659851006	Q1604955
158001	6000000069790718935	Q1605021
158002	6000000173720505995	Q1605025
158003	6000000038596894709	Q1605126
158004	6000000069187260938	Q1605231
158005	6000000043252662808	Q1605242
158006	6000000179288841845	Q1605262
158007	6000000077603121262	Q1605272
158008	6000000025902319675	Q1605340
158009	6000000027609844683	Q16054200
158010	6000000020574758117	Q16054218
158011	6000000001915420518	Q16054298
158012	6000000179239990841	Q16054415
158013	6000000015738852561	Q16054478
158014	6000000024502266564	Q1605461
158015	6000000001504768713	Q1605607
158016	6000000077138260976	Q1605608
158017	6000000030490398883	Q1605709
158018	6000000018380454787	Q1605838
158019	6000000073738452881	Q16058472
158020	6000000000821356650	Q16058491
158021	6000000034851804308	Q16058534
158022	6000000182711254836	Q16058660
158023	6000000013580811971	Q16058670
158024	6000000032127978380	Q16058724
158025	6000000021121551847	Q16058843
158026	6000000165980437212	Q16058849
158027	6000000046036830936	Q16058976
158028	6000000017096590773	Q16059018
158029	6000000011600201306	Q16059043
158030	6000000000987913269	Q16059046
158031	6000000003869363545	Q16059083
158032	6000000002860936717	Q16059093
158033	6000000036409531876	Q16059099
158034	6000000020053169312	Q16059115
158035	6000000018326607698	Q16059117
158036	6000000010144726425	Q16059120
158037	6000000046664427346	Q16059218
