geni_id	descendants	ancestors	blood_relatives	family_tree	followers	at
6000000001500764211	12786	7257	15000	3910	31	2026-09-14T04:24:06.669Z
6000000019458449590	6927	142	15000	6991	22	2026-09-14T04:21:42.194Z
6000000001500800596	2726	5813	15000	6064	27	2026-09-14T04:23:09.629Z
6000000185140436382	2252	9470	15000	14400	2	2026-09-14T04:22:03.278Z
6000000014015156412	1968	8149	15000	1158	7	2026-09-14T04:18:51.130Z
6000000001660301767	1820	166	15000	6277	10	2026-09-14T04:20:26.685Z
6000000019459680063	1231	9365	15000	7786	11	2026-09-14T04:19:46.629Z
6000000037343899434	873	391	15000	864	3	2026-09-14T04:21:33.284Z
6000000117702209908	670	8690	15000	4097	1	2026-09-14T04:24:26.998Z
6000000003493250613	580	115	15000	624	1	2026-09-14T04:19:31.774Z
6000000086087259041	330	7565	15000	4543	2	2026-09-14T04:22:16.134Z
6000000127137418868	304	395	15000	436	1	2026-09-14T04:21:11.041Z
6000000146007292992	224	6767	15000	4687	2	2026-09-14T04:18:13.782Z
6000000172421954632	148	171	15000	6397	2	2026-09-14T04:22:35.300Z
6000000079888328963	100	8151	15000	342	1	2026-09-14T04:19:23.618Z
6000000205244309822	75	8685	15000	4426	2	2026-09-14T04:22:58.456Z
6000000179385485822	12	129	15000	2217	1	2026-09-14T04:19:10.361Z
6000000205240140830	12	8689	15000	3975	1	2026-09-14T04:23:30.834Z
6000000052359229823	6	152	15000	3182	3	2026-09-14T04:22:45.573Z
6000000196831474910	6	4917	15000	9598	1	2026-09-14T04:25:33.592Z
6000000152673015296	2	4699	15000	4865	1	2026-09-14T04:23:54.281Z
6000000003493266102	1	98	15000	704	4	2026-09-14T04:19:53.249Z
6000000012049841175	1	40	15000	185	2	2026-09-14T04:20:48.418Z
6000000001275679781	0	0	0	23	0	2026-09-14T04:18:20.952Z
6000000003896586589	0	9437	15000	2739	6	2026-09-14T04:18:41.033Z
6000000204909438211	0	8687	15000	4269	1	2026-09-14T04:19:03.299Z
6000000096714156064	0	156	15000	3985	2	2026-09-14T04:20:06.045Z
6000000001500820054	0	7259	15000	3116	0	2026-09-14T04:20:18.732Z
6000000121574159853	0	167	15000	3903	1	2026-09-14T04:20:38.181Z
6000000129047821212	0	40	15000	247	2	2026-09-14T04:21:00.201Z
6000000129473639847	0	68	15000	283	1	2026-09-14T04:21:20.776Z
6000000152657278879	0	4694	15000	5439	1	2026-09-14T04:22:21.298Z
6000000182965529958	0	401	15000	352	1	2026-09-14T04:23:19.225Z
6000000152669788314	0	4818	15000	9033	1	2026-09-14T04:23:42.435Z
6000000188175413173	0	213	15000	7329	1	2026-09-14T04:24:14.269Z
6000000008772973182	0	0	0	2	0	2026-09-14T04:24:31.231Z
6000000196831475518	0	4793	15000	9167	1	2026-09-14T04:24:48.750Z
6000000103171809377	0	160	15000	3526	1	2026-09-14T04:24:57.016Z
6000000100382642989	0	8689	15000	3940	1	2026-09-14T04:25:10.900Z
6000000184874728870	0	6767	15000	4504	1	2026-09-14T04:25:16.964Z
