qid	classes
Q134296262	Q101352
Q134296273	Q101352
Q134296274	Q101352
Q134296288	Q101352
Q134296328	Q101352
Q134296337	Q101352
Q134296358	Q101352
Q134296366	Q101352
Q134296642	Q101352
Q134296716	Q101352
Q134296763	Q101352
Q134296838	Q11879590
Q134296892	Q101352
Q134297035	Q101352
Q134297051	Q101352
Q134297070	Q11879590
Q134297072	Q101352
Q134297075	Q11879590
Q134297111	Q101352
Q134297140	Q11879590
Q134297195	Q101352
Q134297474	Q11879590
Q134297487	Q11879590
Q134297642	Q101352
Q134297702	Q101352
Q134297738	Q101352
Q134297754	Q101352
Q134298696	Q101352
Q134298738	Q12308941
Q134298835	Q12308941
Q134298889	Q101352
Q134299947	Q202444
Q134299950	Q101352
Q134300010	Q101352
Q134300017	Q12308941
Q134300018	Q101352
Q134300041	Q101352
Q134300203	Q202444
Q134300214	Q101352
Q134300225	Q101352
Q134300232	Q101352
Q134300236	Q101352
Q134300246	Q101352
Q134300247	Q101352
Q134300262	Q101352
Q134300269	Q101352
Q134300272	Q101352
Q134300338	Q101352
Q134300343	Q101352
Q134300347	Q101352
Q134300349	Q101352
Q134300387	Q101352
Q134300394	Q101352
Q134300503	Q12308941
Q134300508	Q101352
Q134300596	Q101352
Q134300608	Q101352
Q134300612	Q101352
Q134300613	Q101352
Q134300614	Q101352
Q134300615	Q101352
Q134300619	Q101352
Q134300621	Q101352
Q134300622	Q101352
Q134300630	Q101352
Q134300634	Q101352
Q134300648	Q101352
Q134300651	Q202444
Q134300670	Q101352
Q134300682	Q101352
Q134300684	Q101352
Q134300689	Q101352
Q134300704	Q101352
Q134300705	Q101352
Q134300716	Q101352
Q134300721	Q11879590
Q134300723	Q101352
Q134300726	Q101352
Q134300730	Q101352
Q134300740	Q101352
Q134300746	Q101352
Q134300747	Q101352
Q134300751	Q101352
Q134300769	Q101352
Q134300852	Q101352
Q134300867	Q101352
Q134300887	Q101352
Q134300925	Q101352
Q134300934	Q101352
Q134300972	Q101352
Q134300983	Q101352
Q134300989	Q101352
Q134300995	Q101352
Q134301000	Q101352
Q134301074	Q101352
Q134301096	Q101352
Q134301097	Q101352
Q134301116	Q101352
Q134301202	Q101352
Q134301205	Q101352
Q134301240	Q101352
Q134301269	Q101352
Q134301305	Q101352
Q134301310	Q101352
Q134301319	Q101352
Q134301324	Q101352
Q134301359	Q101352
Q134301370	Q101352
Q134301379	Q101352
Q134301385	Q101352
Q134301489	Q101352
Q134301499	Q101352
Q134301519	Q101352
Q134301520	Q11879590
Q134301521	Q101352
Q134301531	Q202444
Q134301681	Q101352
Q134301755	Q101352
Q134301815	Q101352
Q134301819	Q101352
Q134301836	Q101352
Q134301868	Q101352
Q134301879	Q101352
Q134301887	Q202444
Q134301895	Q101352
Q134301901	Q101352
Q134302038	Q101352
Q134302057	Q101352
Q134302080	Q101352
Q134302089	Q101352
Q134302091	Q202444
Q134302094	Q101352
Q134302098	Q101352
Q134302122	Q101352
Q134302123	Q101352
Q134302157	Q101352
Q134302163	Q101352
Q134302169	Q101352
Q134302173	Q101352
Q134302191	Q101352
Q134302192	Q101352
Q134302197	Q101352
Q134302203	Q101352
Q134302213	Q101352
Q134302215	Q101352
Q134302231	Q101352
Q134302311	Q12308941
Q134302312	Q12308941
Q134302313	Q12308941
Q134302314	Q12308941
Q134302315	Q12308941
Q134302316	Q12308941
Q134302317	Q12308941
Q134302318	Q12308941
Q134302319	Q12308941
Q134302320	Q12308941
Q134302321	Q12308941
Q134302368	Q101352
Q134302392	Q101352
Q134302395	Q101352
Q134302420	Q101352
Q134302533	Q101352
Q134302540	Q101352
Q134302548	Q101352
Q134302554	Q101352
Q134302555	Q101352
Q134302561	Q101352
Q134302562	Q101352
Q134302563	Q101352
Q134302564	Q101352
Q134302567	Q101352
Q134302569	Q101352
Q134302571	Q101352
Q134302574	Q101352
Q134302642	Q101352
Q134302643	Q101352
Q134302644	Q101352
Q134302646	Q101352
Q134302666	Q101352
Q134302686	Q101352
Q134302691	Q101352
Q134302705	Q101352
Q134302710	Q101352
Q134302714	Q101352
Q134302729	Q11879590
Q134302734	Q101352
Q134302736	Q101352
Q134302740	Q101352
Q134302751	Q101352
Q134302754	Q101352
Q134302805	Q101352
Q134302882	Q101352
Q134302884	Q101352
Q134302885	Q101352
Q134302888	Q101352
Q134302893	Q101352
Q134302894	Q101352
Q134302937	Q101352
Q134303010	Q101352
Q134303011	Q101352
Q134303014	Q101352
Q134303031	Q101352
Q134303037	Q101352
Q134303043	Q101352
Q134303046	Q101352
Q134303052	Q101352
Q134303054	Q101352
Q134303058	Q101352
Q134303066	Q101352
Q134303069	Q101352
Q134303074	Q101352
Q134303083	Q202444
Q134303087	Q101352
Q134303089	Q101352
Q134303095	Q101352
Q134303101	Q101352
Q134303107	Q101352
Q134303119	Q101352
Q134303122	Q101352
Q134303135	Q101352
Q134303141	Q101352
Q134303145	Q101352
Q134303150	Q101352
Q134303152	Q101352
Q134303154	Q101352
Q134303224	Q101352
Q134303226	Q101352
Q134303237	Q101352
Q134303312	Q101352
Q134303328	Q101352
Q134303335	Q101352
Q134303343	Q101352
Q134303355	Q101352
Q134303362	Q101352
Q134303371	Q101352
Q134303381	Q101352
Q134303397	Q101352
Q134303406	Q101352
Q134303415	Q101352
Q134303420	Q12308941
Q134303428	Q101352
Q134303429	Q101352
Q134303434	Q101352
Q134303477	Q101352
Q134303504	Q101352
Q134303516	Q101352
Q134303523	Q202444
Q134303593	Q101352
Q134303597	Q101352
Q134303607	Q101352
Q134303611	Q101352
Q134303612	Q101352
Q134303614	Q101352
Q134303624	Q101352
Q134303633	Q11879590
Q134303634	Q101352
Q134303652	Q101352
Q134303656	Q101352
Q134303660	Q101352
Q134303690	Q101352
Q134303697	Q101352
Q134303711	Q101352
Q134303735	Q101352
Q134303744	Q101352
Q134303751	Q101352
Q134303755	Q101352
Q134303758	Q101352
Q134303762	Q101352
Q134303770	Q101352
Q134303772	Q101352
Q134303773	Q101352
Q134303778	Q101352
Q134303779	Q101352
Q134303781	Q101352
Q134303783	Q101352
Q134303789	Q101352
Q134303791	Q101352
Q134303793	Q101352
Q134303800	Q101352
Q134303802	Q101352
Q134303804	Q101352
Q134303814	Q101352
Q134303815	Q101352
Q134303816	Q101352
Q134303820	Q101352
Q134303840	Q101352
Q134303842	Q101352
Q134303847	Q101352
Q134303848	Q101352
Q134303849	Q101352
Q134303857	Q101352
Q134303859	Q101352
Q134303860	Q101352
Q134303866	Q101352
Q134303868	Q101352
Q134303873	Q101352
Q134303874	Q101352
Q134303876	Q101352
Q134303878	Q101352
Q134303879	Q101352
Q134303881	Q101352
Q134303884	Q12308941
Q134303888	Q101352
Q134303889	Q101352
Q134303891	Q101352
Q134303894	Q101352
Q134303896	Q101352
Q134303897	Q101352
Q134303898	Q101352
Q134303900	Q101352
Q134303901	Q101352
Q134303902	Q101352
Q134303911	Q101352
Q134303920	Q101352
Q134303923	Q101352
Q134303924	Q101352
Q134303925	Q101352
Q134303926	Q101352
Q134303937	Q101352
Q134303938	Q101352
Q134303939	Q101352
Q134303944	Q101352
Q134303945	Q101352
Q134303947	Q101352
Q134303948	Q101352
Q134303952	Q101352
Q134303955	Q101352
Q134303960	Q101352
Q134303961	Q101352
Q134303963	Q101352
Q134303965	Q101352
Q134303966	Q101352
Q134303974	Q101352
Q134303977	Q101352
Q134303978	Q101352
Q134303980	Q101352
Q134303982	Q101352
Q134303983	Q101352
Q134303986	Q101352
Q134303987	Q101352
Q134303991	Q101352
Q134303993	Q101352
Q134304004	Q101352
Q134304009	Q101352
Q134304032	Q101352
Q134304035	Q101352
Q134304042	Q101352
Q134304045	Q101352
Q134304053	Q101352
Q134304056	Q101352
Q134304057	Q101352
Q134304058	Q101352
Q134304059	Q101352
Q134304062	Q101352
Q134304064	Q101352
Q134304068	Q101352
Q134304070	Q101352
Q134304072	Q101352
Q134304074	Q101352
Q134304077	Q101352
Q134304145	Q101352
Q134304146	Q101352
Q134304149	Q101352
Q134304171	Q101352
Q134304174	Q101352
Q134304185	Q101352
Q134304189	Q101352
Q134304191	Q101352
Q134304197	Q101352
Q134304203	Q101352
Q134304205	Q101352
Q134304208	Q101352
Q134304211	Q101352
Q134304215	Q101352
Q134304228	Q101352
Q134304232	Q101352
Q134304274	Q101352
Q134304278	Q101352
Q134304294	Q11879590
Q134304300	Q101352
Q134304410	Q101352
Q134304411	Q101352
Q134304443	Q101352
Q134304444	Q101352
Q134304470	Q101352
Q134304497	Q101352
Q134304514	Q101352
Q134304519	Q101352
Q134304536	Q101352
Q134304539	Q101352
Q134304592	Q101352
Q134304597	Q101352
Q134304616	Q101352
Q134304757	Q101352
Q134304867	Q202444
Q134304962	Q202444
Q134305074	Q101352
Q134305117	Q101352
Q134305135	Q101352
Q134305219	Q101352
Q134305311	Q101352
Q134305332	Q101352
Q134305404	Q101352
Q134305491	Q12308941
Q134305540	Q101352
Q134305906	Q12308941
Q134305911	Q101352
Q134306643	Q101352
Q134307000	Q11879590
Q134307259	Q101352
Q134307325	Q101352
Q134307461	Q3409032
Q134307781	Q11879590
Q134307948	Q101352
Q134308066	Q101352
Q134308188	Q11879590
Q134308261	Q101352
Q134308461	Q101352
Q134308487	Q101352
Q134308490	Q101352
Q134308600	Q101352
Q134308621	Q101352
Q134308636	Q101352
Q134308650	Q101352
Q134308710	Q101352
Q134308984	Q202444
Q134309196	Q11879590
Q134309227	Q11879590
Q134309303	Q101352
Q134309484	Q101352
Q134309679	Q101352
Q134309688	Q101352
Q134310059	Q101352
Q134310070	Q101352
Q134310899	Q101352
Q134310955	Q101352
Q134311026	Q11879590
Q134311077	Q101352
Q134311109	Q101352
Q134311170	Q12308941
Q134311219	Q101352
Q134311466	Q101352
Q134311500	Q101352
Q134311545	Q101352
Q134311551	Q101352
Q134311647	Q101352
Q134311661	Q101352
Q134311746	Q101352
Q134311945	Q101352
Q134311966	Q202444
Q134311977	Q101352
Q134312197	Q101352
Q134312274	Q101352
Q134312575	Q101352
Q134312610	Q101352
Q134312613	Q101352
Q134312681	Q101352
Q134312747	Q101352
Q134312760	Q101352
Q134312776	Q101352
Q134312996	Q101352
Q134313460	Q101352
Q134313652	Q101352
Q134313693	Q101352
Q134313722	Q101352
Q134313920	Q101352
Q134313975	Q101352
Q134314130	Q101352
Q134314158	Q101352
Q134314350	Q101352
Q134314415	Q101352
Q134314444	Q12308941
Q134314508	Q101352
Q134314562	Q12308941
Q134314572	Q101352
Q134314581	Q101352
Q134314584	Q101352
Q134314634	Q12308941
Q134314765	Q12308941
Q134315311	Q12308941
Q134315516	Q11879590
Q134315707	Q101352
Q134315904	Q12308941
Q134315915	Q101352
Q134316056	Q12308941
Q134316262	Q11879590
Q134316283	Q101352
Q134316557	Q101352
Q134316719	Q101352
Q134316751	Q101352
Q134316788	Q101352
Q134316856	Q101352
Q134317122	Q101352
Q134317193	Q101352
Q134317223	Q101352
Q134317260	Q101352
Q134317763	Q101352
Q134317973	Q101352
Q134318239	Q101352
Q134318458	Q202444,Q11879590
Q134318603	Q202444
Q134318882	Q12308941
Q134318897	Q101352
Q134318914	Q101352
Q134319101	Q12308941
Q134319199	Q12308941
Q134319230	Q12308941
Q134319250	Q12308941
Q134319297	Q12308941
Q134319387	Q101352
Q134319444	Q101352
Q134319516	Q101352
Q134319623	Q101352
Q134319683	Q12308941
Q134319806	Q101352
Q134320139	Q101352
Q134320702	Q12308941
Q134320829	Q101352
Q134322292	Q101352
Q134322394	Q101352
Q134323692	Q101352
Q134324332	Q101352
Q134325982	Q101352
Q134329951	Q101352
Q134330191	Q101352
Q134330421	Q101352
Q134330506	Q101352
Q134330519	Q101352
Q134331557	Q11879590
Q134331801	Q101352
Q134333697	Q101352
Q134335103	Q101352
Q134335620	Q11879590
Q134336438	Q101352
Q134338540	Q101352
Q134340432	Q101352
Q134340586	Q101352
Q134340598	Q101352
Q134342017	Q101352
Q134342230	Q101352
Q134343011	Q202444,Q101352
Q134343062	Q101352
Q134343826	Q101352
Q134345486	Q101352
Q134346642	Q12308941
Q134346677	Q202444
Q134346720	Q101352
Q134346942	Q101352
Q134347022	Q101352
Q134347035	Q101352
Q134347295	Q101352
Q134347407	Q101352
Q134347420	Q101352
Q134347815	Q101352
Q134347853	Q101352
Q134347992	Q12308941
Q134348474	Q101352
Q134348519	Q101352
Q134348521	Q101352
Q134348525	Q101352
Q134348526	Q101352
Q134348554	Q101352
Q134348560	Q101352
Q134348562	Q101352
Q134348567	Q101352
Q134348569	Q101352
Q134348572	Q101352
Q134348575	Q101352
Q134348614	Q202444
Q134348633	Q11879590
Q134348692	Q11879590
Q134348977	Q12308941
Q134349365	Q101352
Q134349428	Q12308941
Q134349785	Q11879590
Q134349894	Q101352
Q134349961	Q11879590
Q134350006	Q101352
Q134350011	Q12308941
Q134350044	Q101352
Q134350180	Q101352
Q134350244	Q12308941
Q134350389	Q101352
Q134350390	Q101352
Q134350419	Q101352
Q134350424	Q101352
Q134350514	Q101352
Q134350517	Q12308941
Q134350534	Q202444
Q134350715	Q101352
Q134350734	Q101352
Q134350743	Q101352
Q134350810	Q101352
Q134350834	Q101352
Q134351259	Q202444
Q134351428	Q101352
Q134351429	Q101352
Q134351689	Q101352
Q134351701	Q101352
Q134351766	Q101352
Q134351776	Q101352
Q134351893	Q101352
Q134352140	Q101352
Q134352533	Q101352
Q134353168	Q101352
Q134353200	Q101352
Q134353563	Q101352
Q134353676	Q101352
Q134353725	Q101352
Q134353795	Q101352
Q134353991	Q101352
Q134354755	Q101352
Q134355046	Q101352
Q134355068	Q101352
Q134355120	Q101352
Q134355225	Q101352
Q134355325	Q101352
Q134355883	Q101352
Q134355895	Q101352
Q134356088	Q101352
Q134356571	Q101352
Q134356855	Q101352
Q134356886	Q101352
Q134357455	Q202444
Q134357535	Q101352
Q134357703	Q101352
Q134358311	Q101352
Q134359260	Q101352
Q134359339	Q101352
Q134359543	Q101352
Q134359571	Q101352
Q134359603	Q101352
Q134359612	Q101352
Q134359617	Q101352
Q134360027	Q101352
Q134360183	Q101352
Q134360221	Q101352
Q134360346	Q101352
Q134360410	Q12308941
Q134360419	Q101352
Q134361543	Q101352
Q134361790	Q101352
Q134361915	Q101352
Q134362320	Q101352
Q134362641	Q101352
Q134362783	Q101352
Q134365092	Q3409032
Q134366217	Q101352
Q134366423	Q101352
Q134366614	Q101352
Q134366791	Q101352
Q134366794	Q101352
Q134366805	Q101352
Q134366807	Q101352
Q134366851	Q101352
Q134366964	Q101352
Q134366995	Q101352
Q134366999	Q101352
Q134367019	Q101352
Q134367035	Q101352
Q134367058	Q12308941
Q134367059	Q12308941
Q134367060	Q3409032
Q134367061	Q3409032
Q134367062	Q3409032
Q134367105	Q12308941
Q134367183	Q101352
Q134367234	Q101352
Q134367418	Q101352
Q134367658	Q12308941
Q134367659	Q12308941
Q134367660	Q12308941
Q134367661	Q12308941
Q134367662	Q12308941
Q134367663	Q12308941
Q134368690	Q101352
Q134368972	Q101352
Q134369008	Q101352
Q134369277	Q101352
Q134369308	Q12308941
Q134369412	Q202444
Q134369429	Q101352
Q134369537	Q202444
Q134369541	Q101352
Q134369593	Q101352
Q134369629	Q101352
Q134369837	Q101352
Q134369874	Q101352
Q134369892	Q101352
Q134369977	Q101352
Q134370464	Q101352
Q134370726	Q101352
Q134370740	Q101352
Q134370801	Q101352
Q134370865	Q101352
Q134370877	Q101352
Q134370963	Q101352
Q134371263	Q12308941
Q134371345	Q101352
Q134371360	Q101352
Q134371373	Q101352
Q134371378	Q101352
Q134371406	Q101352
Q134371441	Q101352
Q134371470	Q12308941
Q134371471	Q101352
Q134371476	Q101352
Q134371480	Q101352
Q134371513	Q101352
Q134371803	Q101352
Q134372437	Q101352
Q134373149	Q12308941
Q134373262	Q101352
Q134373343	Q101352
Q134373715	Q101352
Q134373861	Q101352
Q134373879	Q101352
Q134373945	Q101352
Q134373995	Q101352
Q134375122	Q101352
Q134375205	Q101352
Q134375655	Q202444
Q134375833	Q11879590
Q134375843	Q11879590
Q134376095	Q101352
Q134376135	Q101352
Q134376190	Q101352
Q134376242	Q101352
Q134376553	Q101352
Q134376560	Q101352
Q134376972	Q101352
Q134377433	Q12308941
Q134377445	Q12308941
Q134377452	Q101352
Q134377665	Q101352
Q134377849	Q101352
Q134378105	Q3409032
Q134378130	Q11879590
Q134378160	Q101352
Q134378181	Q11879590
Q134378244	Q11879590
Q134378250	Q11879590
Q134378318	Q11879590
Q134378358	Q11879590
Q134378400	Q12308941
Q134378440	Q12308941
Q134378450	Q11879590
Q134378498	Q12308941
Q134378504	Q11879590
Q134378548	Q101352
Q134378858	Q101352
Q134378866	Q101352
Q134379009	Q202444
Q134379120	Q101352
Q134379904	Q101352
Q134379971	Q11879590
Q134380191	Q101352
Q134380874	Q101352
Q134381264	Q202444,Q12308941
Q134381990	Q101352
Q134382216	Q101352
Q134382423	Q101352
Q134382524	Q101352
Q134382648	Q11879590
Q134382743	Q12308941
Q134382785	Q101352
Q134382786	Q101352
Q134383050	Q12308941
Q134383756	Q101352
Q134383761	Q101352
Q134383967	Q11879590
Q134383980	Q3409032
Q134384002	Q12308941
Q134384179	Q101352
Q134384493	Q202444
Q134384509	Q101352
Q134384615	Q202444
Q134384634	Q101352
Q134385113	Q101352
Q134385161	Q12308941
Q134385167	Q101352
Q134385307	Q101352
Q134385339	Q101352
Q134385405	Q101352
Q134385480	Q11879590
Q134385492	Q11879590
Q134385503	Q202444
Q134385551	Q12308941
Q134385658	Q101352
Q134385670	Q101352
Q134385801	Q101352
Q134385802	Q101352
Q134385927	Q101352
Q134385956	Q202444
Q134385986	Q101352
Q134385997	Q202444
Q134386008	Q101352
Q134386016	Q101352
Q134386017	Q101352
Q134386022	Q101352
Q134386042	Q101352
Q134386059	Q101352
Q134386223	Q101352
Q134386246	Q101352
Q134386253	Q101352
Q134386267	Q101352
Q134386270	Q101352
Q134386311	Q11879590
Q134386349	Q101352
Q134386431	Q101352
Q134386477	Q101352
Q134386702	Q11879590
Q134386833	Q101352
Q134386903	Q101352
Q134386929	Q101352
Q134386960	Q11879590
Q134386961	Q101352
Q134387000	Q202444
Q134387418	Q101352
Q134387511	Q101352
Q134387777	Q101352
Q134388119	Q101352
Q134388288	Q101352
Q134388582	Q12308941
Q134388692	Q12308941
Q134389267	Q101352
Q134389316	Q101352
Q134389592	Q202444
Q134389662	Q101352
Q134389711	Q101352
Q134389793	Q101352
Q134389822	Q202444
Q134389836	Q202444
Q134389846	Q101352
Q134389885	Q101352
Q134389907	Q101352
Q134389940	Q101352
Q134390110	Q101352
Q134390124	Q101352
Q134390129	Q101352
Q134390186	Q202444
Q134390190	Q101352
Q134390247	Q202444
Q134390311	Q101352
Q134390323	Q101352
Q134390463	Q101352
Q134390486	Q101352
Q134390633	Q101352
Q134390674	Q101352
Q134390695	Q101352
Q134390838	Q101352
Q134391084	Q101352
Q134391097	Q11879590
Q134391161	Q101352
Q134391213	Q101352
Q134391278	Q101352
Q134391279	Q101352
Q134391378	Q101352
Q134391387	Q101352
Q134391423	Q101352
Q134391430	Q101352
Q134391465	Q101352
Q134391645	Q101352
Q134391656	Q101352
Q134391690	Q101352
Q134391744	Q101352
Q134391753	Q11879590
Q134391763	Q101352
Q134391780	Q12308941
Q134391781	Q101352
Q134391789	Q101352
Q134392005	Q101352
Q134392007	Q101352
Q134392099	Q101352
Q134392818	Q202444
Q134393173	Q101352
Q134393298	Q101352
Q134393305	Q101352
Q134393349	Q11879590
Q134393394	Q101352
Q134393425	Q11879590
Q134393452	Q202444
Q134393515	Q101352
Q134393540	Q101352
Q134393543	Q101352
Q134393660	Q101352
Q134393812	Q101352
Q134393813	Q101352
Q134393847	Q101352
Q134393944	Q101352
Q134393957	Q101352
Q134393970	Q101352
Q134394212	Q101352
Q134394213	Q202444
Q134394292	Q101352
Q134394386	Q101352
Q134394497	Q12308941
Q134394504	Q101352
Q134394505	Q12308941
Q134394517	Q12308941
Q134394575	Q101352
Q134394895	Q101352
Q134394901	Q101352
Q134394931	Q101352
Q134394950	Q101352
Q134394955	Q101352
Q134394986	Q101352
Q134394991	Q101352
Q134395024	Q101352
Q134395056	Q101352
Q134395134	Q12308941
Q134395191	Q101352
Q134395203	Q101352
Q134395207	Q101352
Q134395236	Q101352
Q134395298	Q101352
Q134395346	Q101352
Q134395373	Q101352
Q134395376	Q101352
Q134395380	Q101352
Q134395397	Q101352
Q134395406	Q101352
Q134395418	Q101352
Q134395444	Q101352
Q134395449	Q11879590
Q134395456	Q101352
Q134395464	Q101352
Q134395544	Q101352
Q134395575	Q101352
Q134395590	Q101352
Q134395622	Q202444
Q134395647	Q12308941
Q134395671	Q101352
Q134395678	Q101352
Q134395718	Q202444
Q134395729	Q101352
Q134395740	Q101352
Q134395853	Q101352
Q134395864	Q101352
Q134395935	Q101352
Q134395936	Q202444
Q134395981	Q101352
Q134396125	Q101352
Q134396135	Q12308941
Q134396155	Q101352
Q134396162	Q101352
Q134396169	Q101352
Q134396172	Q12308941
Q134396176	Q101352
Q134396197	Q101352
Q134396229	Q202444
Q134396273	Q12308941
Q134396301	Q101352
Q134396393	Q12308941
Q134396400	Q3409032
Q134396405	Q12308941
Q134396422	Q12308941
Q134396430	Q101352
Q134396452	Q101352
Q134396506	Q101352
Q134396568	Q101352
Q134396657	Q101352
Q134396781	Q101352
Q134396858	Q101352
Q134396896	Q101352
Q134397137	Q101352
Q134397175	Q101352
Q134397201	Q101352
Q134397712	Q101352
Q134397717	Q202444
Q134397810	Q101352
Q134397834	Q101352
Q134397889	Q101352
Q134397924	Q11879590
Q134398097	Q101352
Q134398203	Q101352
Q134398693	Q101352
Q134399273	Q101352
Q134399485	Q101352
Q134399626	Q101352
Q134399783	Q101352
Q134399882	Q101352
Q134399897	Q12308941
Q134399935	Q101352
Q134401340	Q101352
Q134401495	Q12308941
Q134403326	Q101352
Q134403471	Q101352
Q134403628	Q101352
Q134404041	Q101352
Q134404100	Q12308941
Q134404235	Q101352
Q134404741	Q101352
Q134405048	Q101352
Q134405304	Q101352
Q134405322	Q101352
Q134405349	Q101352
Q134405377	Q101352
Q134405391	Q101352
Q134405407	Q101352
Q134405432	Q101352
Q134405464	Q101352
Q134405511	Q12308941
Q134405588	Q101352
Q134405644	Q12308941
Q134405840	Q101352
Q134405978	Q101352
Q134405988	Q101352
Q134406091	Q101352
Q134406261	Q101352
Q134406271	Q101352
Q134406388	Q101352
Q134406391	Q101352
Q134406744	Q12308941
Q134406924	Q101352
Q134407036	Q101352
Q134407208	Q12308941
Q134407221	Q101352
Q134407456	Q101352
Q134407695	Q12308941
Q134407859	Q12308941
Q134407982	Q202444
Q134408178	Q101352
Q134408338	Q202444
Q134408839	Q101352
Q134408840	Q101352
Q134409242	Q101352
Q134409306	Q101352
Q134409816	Q101352
Q134409903	Q101352
Q134409930	Q101352
Q134410252	Q101352
Q134410258	Q12308941
Q134410272	Q101352
Q134410279	Q101352
Q134410284	Q101352
Q134410309	Q101352
Q134410313	Q101352
Q134410326	Q101352
Q134410339	Q101352
Q134410350	Q101352
Q134410358	Q101352
Q134410374	Q101352
Q134410390	Q12308941
Q134410404	Q12308941
Q134410421	Q101352
Q134410426	Q101352
Q134410448	Q101352
Q134410467	Q101352
Q134410481	Q101352
Q134410482	Q101352
Q134410486	Q101352
Q134410495	Q101352
Q134410604	Q12308941
Q134410605	Q101352
Q134410646	Q101352
Q134410705	Q101352
Q134410799	Q101352
Q134410801	Q101352
Q134410819	Q101352
Q134410838	Q101352
Q134410853	Q11879590
Q134410856	Q101352
Q134410859	Q101352
Q134410932	Q101352
Q134410942	Q101352
Q134411160	Q101352
Q134411212	Q101352
Q134411324	Q12308941
Q134411332	Q12308941
Q134411358	Q12308941
Q134411368	Q12308941
Q134411371	Q101352
Q134411383	Q101352
Q134411384	Q101352
Q134411395	Q101352
Q134411406	Q12308941
Q134411407	Q12308941
Q134411410	Q12308941
Q134411411	Q12308941
Q134411412	Q12308941
Q134411413	Q11879590
Q134411414	Q11879590
Q134411416	Q3409032
Q134411417	Q11879590
Q134411418	Q11879590
Q134411419	Q11879590
Q134411420	Q11879590
Q134411443	Q101352
Q134411458	Q101352
Q134411493	Q101352
Q134411601	Q101352
Q134411605	Q101352
Q134411615	Q101352
Q134411631	Q101352
Q134411645	Q101352
Q134411651	Q101352
Q134411663	Q101352
Q134411680	Q101352
Q134411689	Q101352
Q134411698	Q101352
Q134411837	Q202444
Q134411855	Q101352
Q134411949	Q202444
Q134411976	Q101352
Q134412143	Q101352
Q134412195	Q101352
Q134412208	Q101352
Q134412213	Q101352
Q134412224	Q101352
Q134412333	Q12308941
Q134412368	Q101352
Q134412539	Q101352
Q134412645	Q101352
Q134412828	Q101352
Q134412980	Q101352
Q134413055	Q11879590
Q134413057	Q101352
Q134413159	Q101352
Q134413250	Q12308941
Q134413290	Q101352
Q134413423	Q202444
Q134413542	Q101352
Q134413694	Q101352
Q134414153	Q101352
Q134414378	Q101352
Q134414900	Q101352
Q134415743	Q12308941
Q134416097	Q101352
Q134416360	Q202444
Q134416605	Q101352
Q134419422	Q101352
Q134419468	Q101352
Q134421658	Q101352
Q134422164	Q101352
Q134422187	Q11879590
Q134422744	Q101352
Q134422794	Q101352
Q134422805	Q101352
Q134422887	Q101352
Q134422926	Q101352
Q134422940	Q101352
Q134423054	Q101352
Q134423275	Q101352
Q134423391	Q12308941
Q134423617	Q101352
Q134423954	Q101352
Q134424177	Q101352
Q134424196	Q101352
Q134424281	Q101352
Q134424491	Q101352
Q134424543	Q101352
Q134424563	Q101352
Q134424570	Q101352
Q134424610	Q101352
Q134424636	Q101352
Q134424638	Q101352
Q134424673	Q12308941
Q134424779	Q101352
Q134424785	Q101352
Q134424810	Q101352
Q134424847	Q101352
Q134424856	Q101352
Q134425117	Q101352
Q134425193	Q101352
Q134425250	Q101352
Q134425368	Q12308941
Q134425550	Q12308941
Q134425595	Q101352
Q134425629	Q101352
Q134425715	Q101352
Q134425916	Q101352
Q134426006	Q101352
Q134426037	Q101352
Q134426103	Q101352
Q134426147	Q101352
Q134426159	Q202444
Q134426225	Q101352
Q134426257	Q101352
Q134426279	Q101352
Q134426311	Q101352
Q134426313	Q11879590
Q134426364	Q12308941
Q134426370	Q101352
Q134426472	Q101352
Q134426576	Q101352
Q134426591	Q101352
Q134426761	Q101352
Q134426866	Q101352
Q134427279	Q101352
Q134427384	Q101352
Q134427470	Q101352
Q134427514	Q101352
Q134427517	Q12308941
Q134427687	Q101352
Q134427754	Q12308941
Q134427880	Q101352
Q134427953	Q101352
Q134427973	Q101352
Q134428209	Q101352
Q134428223	Q101352
Q134428271	Q101352
Q134428318	Q101352
Q134428383	Q101352
Q134428495	Q101352
Q134428621	Q101352
Q134428729	Q12308941
Q134428747	Q12308941
Q134428750	Q11879590
Q134428806	Q101352
Q134428862	Q101352
Q134429067	Q11879590
Q134429186	Q202444
Q134429312	Q101352
Q134429462	Q101352
Q134429894	Q101352
Q134429916	Q101352
Q134429926	Q101352
Q134429957	Q101352
Q134429990	Q101352
Q134430049	Q101352
Q134430074	Q101352
Q134430084	Q101352
Q134430287	Q12308941
Q134430370	Q101352
Q134430619	Q202444
Q134431426	Q101352
Q134431498	Q101352
Q134431568	Q11879590
Q134431732	Q101352
Q134431867	Q101352
Q134432270	Q101352
Q134432686	Q101352
Q134433102	Q101352
Q134433130	Q101352
Q134433376	Q101352
Q134433412	Q11879590
Q134433921	Q101352
Q134434218	Q101352
Q134434219	Q11879590
Q134434220	Q202444,Q11879590
Q134434224	Q11879590
Q134434234	Q101352
Q134434240	Q101352
Q134434436	Q101352
Q134434471	Q101352
Q134434660	Q101352
Q134434761	Q12308941
Q134434768	Q101352
Q134434845	Q101352
Q134434902	Q101352
Q134434940	Q101352
