geni_id	label	why
6000000001050631452	Trond Thorleivsson Benkestok, III	never-scraped
6000000001056501127	Deolinda Leite da Fonseca e Silva	never-scraped
6000000001063055862	Maddalena Maria Romola de' Medici	never-scraped
6000000001063289132	Pope Leo X	never-scraped
6000000001072315309	Frans Viktor Sandelin	never-scraped
6000000001088021553	Arnaldo Narciso da Fonseca	never-scraped
6000000001089860317	Edith Gessow	never-scraped
6000000001094868777	Pope Stephen di Orsini, II	never-scraped
6000000001094898430	Pope Celestine III	never-scraped
6000000001094931481	Constantino di Orsini	never-scraped
6000000001095058592	Pope Paul di Orsini, I	never-scraped
6000000001116583134	José Narcizo da Fonseca e Silva, the second	never-scraped
6000000001136798072	Trond Tordsson Benkestok	never-scraped
6000000001138735296	Anders Jacobsson	never-scraped
6000000001142245959	Matilda of England, Duchess of Saxony	never-scraped
6000000001142600408	Anders Larssøn Vethe	never-scraped
6000000001142759879	Joachim Berendsen	never-scraped
6000000001144914191	Jacob Andersson	never-scraped
6000000001148059110	Hiram E. Carter	never-scraped
6000000001165655151	Eyvor Gautesdatter	never-scraped
6000000001169082706	Søfren Lauritzsøn Heiberg af Talle	never-scraped
6000000001169143209	Torbjørn Gauteson Dahl	never-scraped
6000000001169147765	Sigve Sigveson Skeie	never-scraped
6000000001169254430	Hans Anderson Heiberg af Fuhr	never-scraped
6000000001169313832	Væpner Amund Jonsson Holter	never-scraped
6000000001169345482	Karen Sybille Barth	never-scraped
6000000001184035610	Ingild	never-scraped
6000000001186265745	Pauline Marie Amalia Glahn	never-scraped
6000000001186439834	"Gøril ""Tulla"" Havrevold"	never-scraped
6000000001186543270	Stig Egede-Nissen	never-scraped
6000000001196257237	Sancho I, o Povoador, rei de Portugal	never-scraped
6000000001217812386	Матрена Глоба	never-scraped
6000000001226959770	Caterina Calandrini	never-scraped
6000000001249364967	Thomas Sturge Moore	never-scraped
6000000001249504219	G. E. Moore	never-scraped
6000000001290865851	Guri Aslaksdatter Helland	never-scraped
6000000001311996277	Malena Helgesdatter Ålgård	never-scraped
6000000001335702813	Dr. Hans Johann Jan Ritter	blood-only-miss
6000000001344452722	Mentz Christophersen Darre	never-scraped
6000000001354338841	Arégonde, Queen of the Franks	never-scraped
6000000001360673738	Anne Johannesdatter Harstad	never-scraped
6000000001365390577	Eivind Ådnesson Nomeland	never-scraped
6000000001368806809	Надежда Алексенко	never-scraped
6000000001381395280	Gisèle (Gille) de Bourgogne	never-scraped
6000000001383238953	Børge Henriksen Rosenkilde	never-scraped
6000000001401610924	Bengt Mårtenson Stenius	never-scraped
6000000001412881746	Afonso II, o Gordo, rei de Portugal	never-scraped
6000000001423098194	Khyan, Pharaoh of Egypt	never-scraped
6000000001427967190	Чеслав Генрихович Гарабурда	never-scraped
6000000001428699132	Sofia Wilhelmina Schönbeck	never-scraped
6000000001435499299	D. Domingos Maria do Espirito Santo José Francisco de Paula de Sousa e Holstein Beck, 5.º duque de Palmela	never-scraped
6000000001435499359	D. Maria Luisa de Sousa e Holstein Beck	never-scraped
6000000001435499368	António José Maria Correia de Sá e Benevides Velasco da Câmara, 10.° Visconde de Asseca	never-scraped
6000000001462368664	Ole Nielsen Hauge	never-scraped
6000000001463345179	Gyrid Eriksdatter Galtung	never-scraped
6000000001463346572	Trond Aspa	never-scraped
6000000001480184213	Gjertrud Guttormsdatter	never-scraped
6000000001498695003	Nils Olsen Rødser	never-scraped
6000000001498704338	Chaia Leah Plitt	never-scraped
6000000001498919169	Olea Jakobsdatter Vestgård	never-scraped
6000000001498964982	Ole Johannesen Buer	never-scraped
6000000001498965037	Ivar Johannsen Buer	never-scraped
6000000001500893042	Maria Anjou, of Calabria	never-scraped
6000000001501057114	Alixente de Mercoeur	never-scraped
6000000001504367032	Catharine Elisabeth Gloxin	never-scraped
6000000001504493761	Edel Dorothea von Scheel	never-scraped
6000000001504897425	Aage Westenholz	never-scraped
6000000001504897446	Karen Westenholz	never-scraped
6000000001504897455	Georg Sass	never-scraped
6000000001504987829	Papa Innocenzo IV	never-scraped
6000000001506306014	Henrik Johan Björklöf	never-scraped
6000000001506899998	Bispedatter Adriane Jensd Schielderup	never-scraped
6000000001507025206	Peder Jensen	never-scraped
6000000001520375603	Anna Olofsdotter	never-scraped
6000000001525520299	Johan Werner Limón	never-scraped
6000000001530911471	Леонард Генрихович Гарабурда	never-scraped
6000000001535833485	Amalia Josefina Henriette Karlsdotter Limón	never-scraped
6000000001536107417	Fredrik Napoleon Fredriksson Ottelin	never-scraped
6000000001544616895	Ingeborg Valdemarsdr. of Denmark, Queen of France	never-scraped
6000000001561742484	Josephine of Leuchtenberg Queen Consort of Sweden and Norway	never-scraped
6000000001573969601	Anna Sophia Francke	never-scraped
6000000001584382671	Peder Olofsson	never-scraped
6000000001588269903	Erik Eriksen Orm, til Vatne og Valvatne	never-scraped
6000000001588464379	Gaitelgrima di Salerno, regent	never-scraped
6000000001593991258	Ida of Saxony	never-scraped
6000000001603240890	<private> Ong	never-scraped
6000000001609356764	Carl Fredrik Nordenskiöld	never-scraped
6000000001610448055	Vsevolod Yaroslavich, Grand Prince of Kiev	never-scraped
6000000001614845637	Ingeborg Bengtsdotter Sparre över blad	never-scraped
6000000001623460113	Steen Christophersen Darre	never-scraped
6000000001655560955	Elen Mortina Aronsdatter	never-scraped
6000000001655586475	Thomas Prestenget	never-scraped
6000000001655697689	Kirsten Jensen	never-scraped
6000000001708611078	Simon Olsson	never-scraped
6000000001723086572	Solomon Murphree	never-scraped
6000000001723086738	Moses Murphree	never-scraped
6000000001744825392	Reginar III, count of Hainaut	never-scraped
6000000001745028799	Adela of Nordgau	never-scraped
6000000001750060539	Alma Rosa Sylvia Nordenswan	never-scraped
6000000001753015586	Carl Holst-Knudsen	never-scraped
6000000001771796622	James Patty, II	never-scraped
6000000001784558539	Frances Doss	never-scraped
6000000001822537101	Maria Magdalene Rossdatter	never-scraped
6000000001826339630	Leopold Stiefel	blood-only-miss
6000000001827593928	Søren Schjelderup Holst Giæver	never-scraped
6000000001827610153	Gerdt Henrikson Miltzow	never-scraped
6000000001827619573	"Eleonore ""Lella"" Holmboe"	never-scraped
6000000001838879990	Kirsten Christensdatter Thrane	never-scraped
6000000001841992452	Piero de' Medici, 'il Fatuo'	never-scraped
6000000001846197347	Goju Kotohime Mononobe	never-scraped
6000000001886024014	小笠原忠真	never-scraped
6000000001887768509	... of Thüringia	never-scraped
6000000001888501770	Victor Hägerstrand	never-scraped
6000000001893602506	Lucrezia Maria Romola Salviati	never-scraped
6000000001913829276	Bente Kristin Grongstad-Borsheim	never-scraped
6000000001926836603	Heidi Anita Oppøyen	never-scraped
6000000001931509640	Minnie Edith Solomon	never-scraped
6000000001969506851	Berit Bakken Borsheim	never-scraped
6000000001969599119	Bernt Sikinius Borsheim	never-scraped
6000000001984683283	Clara Emilie Juliane Ludowika Mommsen	never-scraped
6000000001985930157	Mary Seeley	never-scraped
6000000001990743624	Iisak Iisakinpoika Pajuluoma	never-scraped
6000000001994951163	Friherrinna Anna Wilhelmina Posse af Säby	never-scraped
6000000002006348319	Anders Torleivson Benkestok	never-scraped
6000000002017898070	Jon Trondson Benkestok	never-scraped
6000000002039880063	Mononobe no Ikoto	never-scraped
6000000002058353965	Malin Svensdotter	never-scraped
6000000002078094635	Peder Paulsen Borsheim	never-scraped
6000000002078145156	Rakel Larsdatter Borsheim	never-scraped
6000000002082113861	Godfrey III, the Bearded, duke of Lorraine	never-scraped
6000000002092886255	Else Hansdatter Torgersen	never-scraped
6000000002106139599	Harriet Emily Jones	never-scraped
6000000002115146846	Elen Kristine Larsdatter Refve	never-scraped
6000000002115751499	Rachel Priscilla Wilson	never-scraped
6000000002117403820	Maria Matilda Alcenius	never-scraped
6000000002172969121	Frans Fredrik Lundström	never-scraped
6000000002185555116	Katarina Maria Norenius (Gidlöf)	never-scraped
6000000002185604056	Erik Wilhelm Gidlöf	never-scraped
6000000002187622904	NN .	never-scraped
6000000002187818674	NN, daughter of Reginar II	never-scraped
6000000002187851434	Pope Sergius III	never-scraped
6000000002187887953	Adalbert II, Graf von Calw	never-scraped
6000000002188101251	Empress Wenxian née Dugu	never-scraped
6000000002188304178	Gavril Radomir, tsar of Bulgaria	never-scraped
6000000002188304379	Marozia	never-scraped
6000000002188409379	Henri d'Orléans, Prince de France	never-scraped
6000000002188458238	Theodelinda Louise Eugénie Auguste Napoléone de Leuchtenberg, Gräfin zu Württemberg, Herzogin zu Urach	never-scraped
6000000002188578769	Baroness Marie of Mercoeur	never-scraped
6000000002188625450	Joanna I of Anjou, queen of Naples	never-scraped
6000000002207897723	Simon Persson	never-scraped
6000000002213340177	Arnulf I the Great, count of Flanders	never-scraped
6000000002214470590	Anna Halldorsdatter Mosafinn	never-scraped
6000000002222709933	Maren Karlsdatter Kleppe	never-scraped
6000000002226068159	Rakel Gurine Espedal	never-scraped
6000000002236872569	Bethóc ingen Maíl Coluim meic Cináeda	never-scraped
6000000002244370573	"Afonso I, ""the Conqueror"", king of Portugal"	never-scraped
6000000002244397940	Carlo di Gravina, duca di Durazzo	never-scraped
6000000002246156034	Erik Peter Hägerstrand	never-scraped
6000000002248342023	Otto II, duke of Swabia	never-scraped
6000000002267060068	Anna Knutsdtr Nakka	never-scraped
6000000002267060099	Gjertrud Knutsdatter Skjervaeggen	never-scraped
6000000002276887401	NN Asbjørnsdotter Ims	never-scraped
6000000002325846183	Anna Christophersdatter Boldich	never-scraped
6000000002328661571	Karina Nilsdtr. Kristiansen	never-scraped
6000000002335691359	Johan Ellingson Lea	never-scraped
6000000002335691756	Jesper Jesperson Ravndal	never-scraped
6000000002335691974	<private> Idland (Sleveland)	never-scraped
6000000002336697043	Jens Christian Hvoslef	never-scraped
6000000002339520786	Tobias Tobiassen Røiseland	never-scraped
6000000002339671198	Inger Nilsdtr. Røiseland	never-scraped
6000000002342416311	Jon Olofsson Haard	never-scraped
6000000002370640619	Viktor Lorentsson Runeberg	never-scraped
6000000002375565387	Pope Urban VIII	never-scraped
6000000002382839431	Sidsel Marie Andersdatter	never-scraped
6000000002382889233	Ole Larsen Velund	never-scraped
6000000002391761511	Eline Eriksdatter Orm til Kjærland	never-scraped
6000000002391959353	Sigrid Jonsdatter Seim	never-scraped
6000000002397858397	Ida Tobiasdtr. Røiseland Chamness	never-scraped
6000000002400087443	Johan Viktor Johnsson	never-scraped
6000000002400899638	Mieszko III the Old	never-scraped
6000000002403898091	Sarah Schwartzman	never-scraped
6000000002403898117	Esther Stusser	never-scraped
6000000002432853327	Johan Magnus Norenius	never-scraped
6000000002441720163	Robert I, Count of Flanders	never-scraped
6000000002445993247	Carolina Vilhelmina Ervast	never-scraped
6000000002446066050	Konrad Fredriksson Ottelin	never-scraped
6000000002447844443	OH Ann Neo	never-scraped
6000000002447973757	OH Leh Neo (Mrs. L. Oorloff)	never-scraped
6000000002452040360	Lorenzo Onofrio Colonna, conte di Celano e signore di Cave	never-scraped
6000000002452467661	Knut E Sandberg	never-scraped
6000000002452992211	Anna Charlotta Bursell	never-scraped
6000000002459929920	HH Duchess Louise Amalie von Guelph of Brunswick-Luneburg	never-scraped
6000000002477426003	Helena Sofia Wilskman	never-scraped
6000000002482084257	Guri Pedersdatter Foss	never-scraped
6000000002493606442	<private> Wee (Ong)	never-scraped
6000000002498438493	Henrich Vincentsen Stoltenberg	never-scraped
6000000002503379547	"Jan ""Hollender"" Pietersen van Amsterdam Pollepel"	never-scraped
6000000002514077488	Lars Larsson	never-scraped
6000000002516491073	Peder Adriansøn Falkener	never-scraped
6000000002517120595	Hans Ludvigsen Munthe	never-scraped
6000000002527174273	Rudolph  Charles William Duerre	never-scraped
6000000002543195983	Mary Henrietta Johannesdatter Quist	never-scraped
6000000002565671585	Laura Frederikke Gustafson	never-scraped
6000000002569683950	Reinhold Lange	never-scraped
6000000002572783163	Märta Ulfsdotter (Ulvåsa)	never-scraped
6000000002576683788	Marie Duèze	never-scraped
6000000002585337401	Tørres Hansson Lea	never-scraped
6000000002585455740	Jorina Ommundsdatter Hauge	never-scraped
6000000002585562372	Maren Ommundsdatter Øvregaard	never-scraped
6000000002588972589	Helena Blondina Hornborg	never-scraped
6000000002608101548	<private> Strømskag (Lundhaug)	never-scraped
6000000002692928463	Ernest Frederick Duerre	never-scraped
6000000002723847193	Hugo Emil Liljestrand	never-scraped
6000000002735003375	Gunhild Kristensdatter Løland	never-scraped
6000000002735003984	Gunnar Tormodson Oaland	never-scraped
6000000002736882707	Margareta Henriksdatter Miltzow	never-scraped
6000000002744891329	Osmund Larsson Nese	never-scraped
6000000002760999215	Hulda Sofia Långfors	never-scraped
6000000002767708000	Johan Ludvig Runeberg	never-scraped
6000000002770896230	Elisabeth Björkenstam	never-scraped
6000000002782381615	Fritjof Iverson Wist	never-scraped
6000000002782501547	Marie Iversdatter Vorum	never-scraped
6000000002785337209	Esther Trumpy	never-scraped
6000000002797432088	Archbishop Matthias Petri Steuchius	never-scraped
6000000002827882946	Prinzessin Helena von Dänemark	never-scraped
6000000002834094538	Gjertrud Jakobsdatter Bjørgo	never-scraped
6000000002835598280	Anna Svensdatter Lima	never-scraped
6000000002837351971	Helena Komitopulo	never-scraped
6000000002837446466	Piye, Pharaoh of Egypt	never-scraped
6000000002847207216	Elisabeth Berntsdatter Vagle	never-scraped
6000000002857078444	Anna Kristine Olasdatter Sørbø	never-scraped
6000000002857250151	Peder Aadnesen Oftedal	never-scraped
6000000002866077692	Stine Olsdatter Bore	never-scraped
6000000002866078652	Rasmus Viby Andersson Øystre Bore	never-scraped
6000000002866301405	Berit Tørresdatter Grannes	never-scraped
6000000002893299272	Holmfrid Erlingsdatter Losna	never-scraped
6000000002893322314	Ridder Håkon Gautesson Reve	never-scraped
6000000002893375079	Henning Rømer	never-scraped
6000000002915639561	Prinsesse Margaretha av Sverige	never-scraped
6000000002916189513	Lisbeth Jensdatter Trane	never-scraped
6000000002916252452	Prince Carl Bernadotte	never-scraped
6000000002920620224	Bente Andersdatter Heiberg	never-scraped
6000000002945762130	Anna Guntersberg Axelsdatter	never-scraped
6000000002954209767	Marta Gurine Ivarsdatter Kvadsheim	never-scraped
6000000002954315535	Siri Kristine Ivarsdatter Garborg	never-scraped
6000000002954367055	Oline (Lina) Iversdatter Mortenson	never-scraped
6000000002964237068	Reiar Torkelson Kyllingstad	never-scraped
6000000002969078825	Abraham Schwartzman	never-scraped
6000000002969217246	Bryna (Bertha) Slapack	never-scraped
6000000002979409665	Anna Christina Cnattingius	never-scraped
6000000002986406975	Katarina Charlotta Krogius	never-scraped
6000000002986989100	Jacob Axel Cnattingius	never-scraped
6000000002994864727	Christina Petrusdotter Steuchius	never-scraped
6000000002997399960	Anton Lukman	never-scraped
6000000002997399969	Paula Mühleisen	never-scraped
6000000002997402404	Ljubica Ksenija Milena Paal	never-scraped
6000000003002231602	Kristofer Sahlin	never-scraped
6000000003011726526	Anne Marie Gulliksdatter	never-scraped
6000000003020007786	Peder Olsen	never-scraped
6000000003020260250	Karina Maria Olsdatter Skjæveland	never-scraped
6000000003025466581	Lars Ådnesen Haukamork	never-scraped
6000000003025629229	Gunnar Monsson Gjesdal	never-scraped
6000000003025853747	Tora Gunnarsdatter Vølstad	never-scraped
6000000003026039395	Kristi Gunnarsdatter Vølstad	never-scraped
6000000003037661445	Flora Laetitia Gisela Tigerstedt	never-scraped
6000000003046981015	Børge Petersen von Fyren	never-scraped
6000000003071366559	Ragna (Mommo) Kerr	never-scraped
6000000003076188615	Howard Joseph Gavin	never-scraped
6000000003094916337	Bonde Rasmus Andersson Litle Vatne	never-scraped
6000000003094936831	Kari Asbjørnsdatter Ims	never-scraped
6000000003094941433	Eli Kristensdatter Nedre Espedal	never-scraped
6000000003094941842	Gunhild Nilsdatter Litle Nerabø	never-scraped
6000000003094949523	Bjørn Torbjørnson Eikeskog	never-scraped
6000000003094961449	Ola Tjølson Brekko	never-scraped
6000000003094961773	Søren Ådneson Helland	never-scraped
6000000003094967990	Eli Larsdatter Auestad	never-scraped
6000000003094971035	Eli Helgesdatter Auestad	never-scraped
6000000003094971876	Kristine Jespersdtr. Rage	never-scraped
6000000003095003918	Todni Tormodsdatter Oaland	never-scraped
6000000003095047800	Tjøl Sørenson Helland	never-scraped
6000000003095047808	Søren Sørenson Gjesdal	never-scraped
6000000003095060610	Nils Torsteinson Kjosavik	never-scraped
6000000003095080287	Rasmus Rasmusson Rage	never-scraped
6000000003095209403	Marita Osmundsdtr. Kommedal	never-scraped
6000000003095237260	Osmund Gudmundsen Ile	never-scraped
6000000003095237986	Sten Aadneson Sandvik	never-scraped
6000000003098215498	Pope Leo IX	never-scraped
6000000003118360764	Marit Jonsdotter	never-scraped
6000000003122318746	Pope Urban III	never-scraped
6000000003122318798	Marie-Christine Visconti	never-scraped
6000000003122427250	Crivelli	never-scraped
6000000003125122695	Elisabeth Andersdotter	never-scraped
6000000003125245090	Sara Schönbeck	never-scraped
6000000003133670452	Maria Carlberg	never-scraped
6000000003146073276	Johanna Karolina Leván	never-scraped
6000000003150159601	Albertine Philipine Wardrum	never-scraped
