geni_id,orderlife_qid,en,ja,zh,hi,ar,ru,el,mul
6000000007307724757,Q93876,Yehudah ben Shimon III,,,,,,,
6000000007310989980,Q93895,Unknown ca 30 progeny Generations  to Ovadyah I HaDayan,,,,,,,
6000000007316332923,Q115600,Charles van Vlaanderen,,,,,,,
6000000007316403023,Q113606,"Adrian, Count of Orléans",アドリアン,奥尔良的阿德里安,,,Адриан,Άντριαν της Ορλεάνης,
6000000007317481262,Q117427,Mieszko Bolesławowic,,,,,Мешко Болеславич,Μιέσκο Μπολεσλαβόβιτς,
6000000007324185777,Q171258,Adikeshava Somayaji,,,,,,,
6000000007324265312,Q171172,Laxmikumara -Raja Pillaiyarashu-Nambi,,,,,,,
6000000007324283042,Q171253,Pillai-Thirumalai-nambi Srisailapurna,,,,,,,
6000000007324295897,Q171259,Ramanuja Yathiraja Bhashyakarar,,,,,,,
6000000007324321876,Q206858,Helletrude de Lorraine,,,,,,,
6000000007324397243,Q171171,Devadhiraja Daivattakarshu-nambi,,,,,,,
6000000007324421262,Q171173,Sriranga Raja Tiruvaranga-perumal-Araiyar,,,,,,,
6000000007324424257,Q171170,Srishwara-Muni Shottaimabi,,,,,,,
6000000007324435547,Q171099,Ishwaramuni Bhattar,,,,,,,
6000000007324438217,Q171125,Yamunamuni Alavandar,,,,,,,
6000000007324464689,Q171124,Vangipurattachi,,,,,,,
6000000007324488336,Q171224,Sridevi Periya Pirati,,,,,,,
6000000007324515481,Q171076,Nathamuni,,,,,,,
6000000007324534550,Q171255,Tulasi,,,,,,,
6000000007324606249,Q171257,Parankusha Nambi Jatavallabha award by Maharaja ),,,,,,,
6000000007324687247,Q171056,Ishwaramuni,,,,,,,
6000000007324724224,Q171098,Aravinda-ppavaiyaar,,,,,,,
6000000007324729247,Q171032,Shrishailar,,,,,,,
6000000007327473953,Q170639,SudarsHana,,,,,,,
6000000007327474010,Q169441,SHaTha-marsHaNa,,,,,,,
6000000007327648139,Q170703,MEdhaavi,,,,,,,
6000000007327740134,Q170943,Swatantra-muni,,,,,,,
6000000007327810683,Q171005,PuNDaree-kaaksHa,,,,,,,
6000000007327815641,Q169720,VisHNu-vRddha,,,,,,,
6000000007327961825,Q170753,Veetaraaga-muni,,,,,,,
6000000007327967398,Q170976,Brahma-tantra,,,,,,,
6000000007327972416,Q170840,Guru-Muni,,,,,,,
6000000007328074371,Q170907,Brahma-nandee,,,,,,,
6000000007328099533,Q170131,SHaTha-marsHaNa,,,,,,,
6000000007328121884,Q170875,ChaturvEda-muni,,,,,,,
6000000007328130402,Q170795,AruNa,,,,,,,
6000000007328130439,Q170481,Brahma-tantra,,,,,,,
6000000007328147305,Q170356,VEdaanti,,,,,,,
6000000007328170289,Q170559,PuNDareeka-aksHa,,,,,,,
6000000007328208295,Q169204,Trasadasyu,,,,,,,
6000000007328254588,Q171075,taamaraiyaaz,,,,,,,
6000000007328417314,Q171055,Kamala Valli,,,,,,,
6000000007329688915,Q154017,Florentinus,,,,,,,
6000000007329725483,Q206859,Ermengarde de Nevers,,,,,,,
6000000007330732472,Q92649,Yoyada,,,,,,,
6000000007330736458,Q93225,Yonathan,,,,,,,
6000000007330741307,Q92651,Yochanan,,,,,,,
6000000007330743718,Q206860,"Werner I, Graf von Habsburg",,,,,,,
6000000007330811201,Q93858,Yiduo,,,,,,,
6000000007331031347,Q125925,Werner II,,韋爾納二世,,فيرنر الثاني كونت هابسبورغ,Вернер II,Βέρνερ Β΄ του Χάμπσμπουργκ,
6000000007331108288,Q120364,Guntram the Rich,グントラム金満公,富人贡特拉姆,,غونترام الغني,Гунтрам Богатый,,
6000000007331177218,Q206861,Ita de Lorraine,,,,,,,
6000000007331622581,Q206862,"Hugues II ""le Mefiant"", comte de Tours",,,,,,,
6000000007331733313,Q118674,"Liutfrid, Duke of Alsace",,,,,Лиутфрид,,
6000000007331834341,Q164465,Pangeran Rojoyo,,,,,,,
6000000007335484017,Q114254,Ximena  Gomez de Carrion,,,,,,,
6000000007335906838,Q104391,Maria  Rodriguez de Asturias,,,,,,,
6000000007335981362,Q104678,Diego  Gomez de Sandoval,,,,,,,
6000000007337261308,Q147124,"Albert III, Count of Habsburg",,阿爾布雷希特三世,,ألبرخت الثالث كونت هابسبورغ,Альбрехт III,Αλβέρτος Γ΄ του Χάμπσμπουργκ,
6000000007338979252,Q206863,Richenza von Habsburg,,,,,,,
6000000007344921957,Q166431,Eutropia,,,,,,,
6000000007351413848,Q98501,Muhammad al-Makki Al-Husayni,,,,,,,
6000000007360223893,Q91582,Inigo  Lopez Davalos y Ayala,,,,,,,
6000000007360549770,Q92034,Juana  de Rivera,,,,,,,
6000000007360583984,Q91783,Juan  de Rojas y Escobar,,,,,,,
6000000007360875527,Q89767,Aldonza  de Ayala y Romero,,,,,,,
6000000007361102207,Q89534,Mencia  Romero,,,,,,,
6000000007361186497,Q123499,Ermengarde of Narbonne,,,,,Эрменгарда Нарбоннская,,
6000000007368408524,Q162119,KING OF MAJAPAHIT,,,,,,,
6000000007368480488,Q143895,Alv Erlingssøn,,,,,,,
6000000007368525426,Q161778,RAJA JOHOR SRI MAHARAJA SANG NILA UTAMA,,,,,,,
6000000007368677202,Q162441,Raja Jawa,,,,,,,
6000000007368679230,Q161877,BRAWIJAYA,,,,,,,
6000000007369880557,Q206864,Aleidis van Vermandois,,,,,,,
6000000007370175678,Q73365,Seleucus IV Philopator,セレウコス4世,塞琉古四世,,سلوقس الرابع,Селевк IV Филопатор,Σέλευκος Δ' Φιλοπάτωρ,
6000000007370482833,Q168970,Paurakutsa aka Purukutsa,,,,,,,
6000000007373484281,Q122619,Heinrich I von Hoya,,,,,Генрих I,,
6000000007376492703,Q73362,Antiochus III the Great,アンティオコス3世,安条克三世,एंटिओकस तृतीय महान,أنطيوخوس الثالث,Антиох III Великий,Αντίοχος Γ' ο Μέγας,
6000000007376783807,Q73515,Laodice,ラオディケ,勞迪絲（三世之妻）,,,Лаодика,Λαοδίκη,
6000000007376819364,Q73359,Laodice III,ラオディケ3世,勞迪絲三世,,,Лаодика III,Λαοδίκη Γ' της Συρίας,
6000000007377454354,Q118489,Maria  Rodrigues de Luesia,,,,,,,
6000000007383300812,Q100649,Ermigio  de Saavedra,,,,,,,
6000000007384683866,Q168923,GANGA \ Jahnavi \ Devakulya Jahnavi,,,,,,,
6000000007384965471,Q2076,Bharata,バーラタ (皇帝),杜施因德,भरत,,Бхарата,,
6000000007384965558,Q169107,DEVAVRATA aka BHISHMA aka Gangadatta or Gangaputra,,,,,,,
6000000007385605773,Q92734,Mariana  de Guevara y Barrios,,,,,,,
6000000007385723086,Q31689,Juan Alonso Alonso  de Sosa y Estrada,,,,,,,
6000000007385797425,Q33045,Antonia  de Sosa y Guevara,,,,,,,
6000000007386566361,Q127840,"William de Warenne, 5th Earl of Surrey",ウィリアム・ド・ワーレン (第5代サリー伯爵),,,,"Уильям де Варенн, 5-й граф Суррей",,
6000000007386692192,Q101465,Osorio  Garcia,,,,,,,
6000000007386881233,Q145067,Eleanor of Provence,エリナー・オブ・プロヴァンス,普罗旺斯的埃莉诺,,إليانور من بروفانس,Элеонора Прованская,Ελεονώρα της Προβηγκίας,
6000000007386995918,Q101327,Martim  Moniz,,,,,,,
6000000007387096731,Q101323,Maria  Nunes de Grijo,,,,,,,
6000000007387136841,Q105795,Gontinha  Gomes de Penagate,,,,,,,
6000000007387160702,Q101325,Monio  Osorez de Cabrera,,,,,,,
6000000007387164617,Q105932,Rodrigo Anes  de Vasconcelos,,,,,,,
6000000007387264577,Q103623,Joao Peres  Peres Vasconcelos,,,,,,,
6000000007387303479,Q113761,D. Soeiro  Pires da Silva,,,,,,,
6000000007387392346,Q113763,Dna. Fruilhe  Viegas de Lanhoso,,,,,,,
6000000007387447360,Q93359,Elvira  de Renteria,,,,,,,
6000000007387506405,Q113565,Munio  Fernandez de Toro,,,,,,,
6000000007387709280,Q100148,Muni de  Novelas,,,,,,,
6000000007391051017,Q122996,Constance of Hungary,コンスタンツィエ・ウヘルスカー,匈牙利的康斯坦絲,,كونستانس من المجر,Констанция Венгерская,Κωσταντία της Ουγγαρίας,
6000000007393858883,Q118966,"Garzia Sanchez, Infant de Navarra",,,,,,,
6000000007394007913,Q118964,"Garzia, Rei titular de Navarra",,,,,,,
6000000007394938990,Q167119,,,,,,,,
6000000007394963376,Q116741,"Adelolf, Count of Boulogne",,阿德罗夫,,,Адалульф,Αδαλούλφος της Βουλώνης,
6000000007395297233,Q167136,,,,,,,Νικηφόρος /Βοτανειάτης/,
6000000007395315362,Q167110,Marta of Georgia,,,,,,,
6000000007395323305,Q167111,,,,,,,,
6000000007395435272,Q167113,,,,,,,,
6000000007395438231,Q167112,,,,,,,,
6000000007398909436,Q206866,Wulfhild VonBayern,,,,,,,
6000000007398909446,Q206867,Mathilde von Bayern,,,,,,,
6000000007398909451,Q206868,"Heinrich der Stolze, Herzog von Bayern",,,,,,,
6000000007409211549,Q100669,N.N.,,,,,,,
6000000007409259511,Q101385,Pedro  Yanez de Figueroa,アーネム＝ナイメーヘン都市圏,阿納姆-奈梅亨都會區,,,,,
6000000007409317511,Q101383,N.N.,,,,,,,
6000000007409382319,Q100671,Juan Remon  Gonzalez de Figueroa,ウォルフガング・フォングロナウ,,,,,,
6000000007410868784,Q104829,"Ines de Barcelone, comtesse consort d'Albon",,,,,,,
6000000007412336339,Q148946,Elizabeth de Clare,エリザベス・ド・クレア,,,,Элизабет де Клер,Ελισάβετ του Κλερ,
6000000007416227921,Q139296,"Saint Wenceslaus I, Duke of Bohemia",ヴァーツラフ1世,聖瓦茨拉夫,,,Вацлав,Βεγκέσλαος Α΄ της Βοημίας,
6000000007427191859,Q105467,Ourtigueira,,,,,,,
6000000007427366483,Q103248,Dordia Pais  Azevedo,,,,,,,
6000000007427508274,Q103547,Dna. Ouroana,,,,,,,
6000000007427569283,Q102721,Unknown,,,,,,,
6000000007427665201,Q100350,Auria o Oria,,,,,,,
6000000007427915422,Q99933,Adosinda  Romanez de Monterroso,,,,,,,
6000000007427927262,Q65363,Fatima daughter of  Zaidah,,,,فاطمة بنت زائدة,Фатима бинт Заида,,
6000000007427965254,Q100413,Teresa  Eriz,,,,,,,
6000000007428532275,Q171432,Sayyid Ali Murtadho (R. Santri),,,,,,,
6000000007428629223,Q171570,P. Undung \ Sunan Ngudung (Usman Haji,,,,,,,
6000000007428633231,Q162590,Nyai Mas Gandasari [Versi 1] Nyai Mas Panguragan .,,,,,,,
6000000007434181181,Q206875,Carloman Le Pieux,,,,,,,
6000000007434286643,Q96484,Syed Mahmood  Masood,,,,,,,
6000000007434456503,Q96480,Syed Abdullah,,,,,,,
6000000007434602232,Q96482,Syed Mohsin Daood,,,,,,,
6000000007434611218,Q96478,Abdur Rasheed,,,,,,,
6000000007434765704,Q206876,Hunfried von Sundgau,,,,,,,
6000000007435042950,Q206877,"Luitfried V, count of Upper Alsace",,,,,,,
6000000007435063348,Q206878,Hugues IV von Sundgau,,,,,,,
6000000007435221271,Q206879,Luitfried VI Count of Upper Alsace,,,,,,,
6000000007436435418,Q164717,1 Pangeran Santri \ Kusumadinata-1 (R. Solih) Kusumadinata-1 (R. Solih) -26 [MP],,,,,,,
6000000007437161793,Q163092,Ratu Ayu Pembayun (Fatimah) .,,,,,,,
6000000007438198799,Q105662,Teresa  Martins,,,,,,,
6000000007438611276,Q100527,Raimundo  Pais de Riba de Vizela,アーネム＝ナイメーヘン都市圏,阿納姆-奈梅亨都會區,,,,,
6000000007455722476,Q4889,Beatriz Panantzin,,,,,,,
6000000007458867515,Q114379,Mieszko Kazimierzowic,,,,,Мешко Казимирович,Μιέσκο Καζιμιερζόβιτς,
6000000007462870097,Q33813,Maria  de Onate y Tolosa Cortes Moctezuma,,,,,,,
6000000007462904783,Q206880,Adele,,,,,,,
6000000007463347384,Q92416,Cristobal de Onate,,,,,,,
6000000007463374622,Q90031,Antonio  de la Cadena Maluenda,,,,,,,
6000000007465424145,Q92964,Francisca  de Morales Trevino,,,,,,,
6000000007467211424,Q95894,Fatima daughter of Ali al-Rida,,,,,,,
6000000007467596870,Q95896,Husayn son of Ali al-Rida,,,,,,,
6000000007472051048,Q118338,"Gaston V, Viscount of Béarn",,貝亞恩子爵加斯頓五世,,,Гастон V (виконт Беарна),,
6000000007479707449,Q141673,Mariamne,,米利暗二世,,مريمان الثانية,Мариамна,Μαριάμνη Β΄,
6000000007484638189,Q78303,Marcus Aufidius Lurco,,,,,Марк Ауфидий Луркон,,
6000000007495231593,Q169130,PULAHa Brahma,,,,,,,
6000000007495878854,Q62704,Lucius Aurellius Commodus Pompeianus,,,,,Луций Аврелий Коммод Помпеян,Λεύκιος Αυρήλιος Κόμμοδος Πομπηιανός,
6000000007499251986,Q77785,Marcus Junius Silanus Torquatus,マルクス・ユリウス・シラヌス,马库斯·尤尼乌斯·西拉努斯·托尔夸图斯,,,Марк Юний Силан,Μάρκος Ιούνιος Σιλανός Τορκουάτος,
6000000007510043633,Q114123,Adelheid (?),,,,,Аделаида,,
6000000007510081879,Q206882,Wife of Udalrich im Breisgau,,,,,,,
6000000007510799277,Q72532,Lucius Vipsanius Major,,,,,Луций Випсаний,,
6000000007511114828,Q138423,Gaius Caesar,ガイウス・カエサル,盖乌斯·恺撒,,غايوس قيصر,Гай Юлий Цезарь Випсаниан,Γάιος Καίσαρας,
6000000007512954111,Q40436,Li Xi,,李熙,,,,,
6000000007513339285,Q19253,Li Hu,李虎,李虎,,,,,
6000000007513435091,Q55774,Xing Zu   Li ,,Xing Zu 兴族  Lǐ 李,,,,,
6000000007513839354,Q55974,Tan   Li ,,Tan 昙  Lǐ 李,,,,,
6000000007513895370,Q55601,Hong Gong   Li ,,Hong Gong 洪公  Lǐ 李,,,,,
6000000007530656976,Q144327,Cassia Lepida,,,,,Кассия Лепида,,
6000000007531887429,Q148243,Emperor Avidius Cassius,ガイウス・アウィディウス・カッシウス,阿維迪烏斯·卡修斯,,,Авидий Кассий,Αβίδιος Κάσσιος,
6000000007548814131,Q206883,Kunigunde or Hadwich von Rheinfelden,,,,,,,
6000000007548989546,Q78030,Marcus Valerius Messalla Messallinus,,,,,,,
6000000007549309632,Q143899,Margrete Skulesdatter,マルグレーテ・スクーレスダッテル,瑪格麗特·斯庫勒斯多塔,,,Маргрете Скулесдоттер,Μαργαρίτα Σκούλεσνταττερ,
6000000007549309759,Q206884,Ottar Asulvsson Rein,,,,,,,
6000000007549954322,Q78201,Consul (31 BC) - Marcus Valerius Messalla Corvinus (up),,,,,,,
6000000007550518826,Q78198,Calpurnia,,,,,,,
6000000007550597526,Q78369,Consul (61 BC) - Marcus Valerius Messalla Niger (Up),,,,,,,
6000000007551283275,Q77731,Marcus Plautius  Silvanus,,,,,,,
6000000007552732127,Q161878,Raden Rua (Raden Cakradara),,,,,,,
6000000007552888541,Q171516,Bhre Kahuripan 1 (cendrawasih),,,,,,,
6000000007553068236,Q161735,Raden Wijaya (Andera Kala),,,,,,,
6000000007553446454,Q160082,Raja Kediri X - Mahesa Wong Ateleng (1222-1230),,,,,,,
6000000007560754994,Q162122,Raden Paku,,,,,,,
6000000007560960438,Q162123,Raden Ayu Ratna,,,,,,,
6000000007566148508,Q91731,Mayor Flores  De Guevara y Diaz Franco,,,,,,,
6000000007566186648,Q89327,Catalina  De la Caballeria De la Cabra,,,,,,,
6000000007576125274,Q72699,Lucius Appuleius Saturninus,ルキウス・アップレイウス・サトゥルニヌス,萨图尔尼努斯,,,Луций Аппулей Сатурнин,Λεύκιος Απουλήιος Σατουρνίνος,Lucius Appuleius Saturninus
6000000007589859284,Q141534,Marcus Junius Silanus,マルクス・ユリウス・シラヌス (46年の執政官),,,ماركوس جونيوس سيلانوس,Марк Юний Силан,Μάρκος Ιούνιος Σιλανός (ύπατος το 46_,
6000000007593862015,Q122941,Isabella of Angoulême,イザベラ・オブ・アングレーム,伊莎貝拉,,إيزابيلا من أنغوليم,Изабелла Ангулемская,Ισαβέλλα του Ανγκουλέμ,
6000000007601543914,Q120243,Brian of Brittany,ブライアン・オブ・ブルターニュ,,,,Бриан Бретонский,Μπριέν της Βρετάνης,
6000000007601578496,Q206885,Rotilde de Hainault,,,,,,,
6000000007601619846,Q206886,"Ragelinde, Of Lorraine",,,,,,,
6000000007601620014,Q206887,Ermengarde Queen of Burgundy,,,,,,,
6000000007601767905,Q96414,Syed Abi Muhammad Abdullah  Hasany,,,,,,,
6000000007601841544,Q97783,Abu Jaffar  Hasany,,,,,,,
6000000007602004302,Q95355,Muhaamad Abdullah al-Asghar  Hasany,,,,,,,
6000000007602043374,Q98396,Abu al-Hassan  Hasany,,,,,,,
6000000007602111455,Q98920,Hassan  Hasany,,,,,,,
6000000007602142320,Q97099,Qasim  Hasany,,,,,,,
6000000007602193270,Q93972,Hasan ibn Ali,,,,,,,
6000000007602203201,Q94956,Abdullah al-Alshtar Alkabli Hasany,,,,,,,
6000000007603449604,Q95357,Hassan  Hasany,,,,,,,
6000000007603851221,Q165607,Arsinoe,,,,,,,
6000000007603881234,Q73827,Arsinoe,,,,,Арсиноя,Αρσινόη,
6000000007609639632,Q98928,Syaikh Abdul Qadir Al Jailani,,,,,,,
6000000007609720568,Q98404,Nur al-Din Musa Al-Hasani,,,,,,,
6000000007615753662,Q103103,Rubio  Diaz de las Asturias,,,,,,,
6000000007622640406,Q206888,Airard Fitz Stephen,,,,,,,
6000000007624466659,Q95674,Abdullah al-Mansur Al-Abbasi,,,,,,,
6000000007624693483,Q162253,Puteri Dewi Sarah Abdul Rahim (Aria Teja-Bupati Tuban),,,,,,,
6000000007624847343,Q171585,1 Maulana Makdum Ibrahim Sunan Bonang,,,,,,,
6000000007626293686,Q124960,Agnès de Baudement,,阿涅丝·德·博德蒙,,,Агнесса де Бодман,Αγνή του Μπωντεμάν,
6000000007634426366,Q166486,Honorius,,,,,,,
6000000007635659610,Q206889,Princess of Italy / Gundrada,,,,,,,
6000000007636823553,Q206890,Haziga Liutpold,,,,,,,
6000000007648421422,Q93800,Eleasar,,,,,,,
6000000007678081818,Q166573,Placidia,,,,,,,
6000000007679269764,Q70325,Thermantia,,,,,,,
6000000007690981645,Q143290,Kruto the Wend,クルト,,,,Круто,,
6000000007713064818,Q161901,Raja Jiran Raja Suran Padshah,,,,,,,
6000000007713135748,Q161902,Raja Chulan Raja Suran Padshah,,,,,,,
6000000007713190464,Q161661,Maharaja Pagar Ruyong,,,,,,,
6000000007713254307,Q161903,Raja Pandayan Raja Suran Padshah,,,,,,,
6000000007713525260,Q105959,Teresa  Alfonso,,,,,,,
6000000007713525457,Q171519,?,,,,,,,
6000000007719529004,Q170161,lakshmana -,,,,,,,
6000000007726999607,Q160066,Dewi Suprabha Wijayatunggadewi,,,,,,,
6000000007728125080,Q89191,Judah  de la Cavalleria,,,,,,,
6000000007728477677,Q91404,Catalina,,,,,,,
6000000007728655276,Q91386,Leonor  de Cabrera,,,,,,,
6000000007728736354,Q91346,Orovida  de la Cavalleria,,,,,,,
6000000007728817336,Q88960,Hasdai  Ha Levi de la Cavalleria,,,,,,,
6000000007742585804,Q93337,Myriam  bat Abraham Ha-Levi Abulafia,,,,,,,
6000000007742609737,Q37088,Lopez Coronel,,,,,,,
6000000007742631634,Q31649,Eliyahu  ben Daniel Senneor,,,,,,,
6000000007751198276,Q104811,Isabel de Beziers  Countess of Barcelona & Urgel,,,,,,,
6000000007753994294,Q34709,Maria  de Castro y Polanco,,,,,,,
6000000007753994653,Q93556,Alonso  de Vera Aragon y Hoces,,,,,,,
6000000007754008596,Q92876,Alonso  Martinez-Vera Tinoco,,,,,,,
6000000007754008640,Q92888,Rodrigo  de Vera y Aragon y Torres,,,,,,,
6000000007754008644,Q92886,Pedro Diaz  de Torres y Vera y Aragon,,,,,,,
6000000007754008648,Q92884,Francisco  de Vera y Aragon y Torres,,,,,,,
6000000007754008652,Q92880,Juan  de Torres de Vera y Aragon,,,,,,,
6000000007754008854,Q43806,Juana  Ortiz de Zarate y Yupanqui,,,,,,,
6000000007754008868,Q44297,Juan Alonso  de Vera y Zarate,,,,,,,
6000000007754008886,Q93558,Catalina  Calderon,,,,,,,
6000000007754054030,Q118675,Maria  Ruiz de Narvaez,,,,,,,
6000000007754293886,Q105215,,,,,,,,
6000000007754293907,Q103191,Ruy  Gonzalez de Maya,アーネム＝ナイメーヘン都市圏,阿納姆-奈梅亨都會區,,,,,
6000000007754293912,Q105213,Constanza  Pires Admirino,,,,,,,
6000000007754293944,Q103189,Monina  de Maya,,,,,,,
6000000007754293948,Q105211,Rodrigo  Forjaz,,,,,,,
6000000007754293964,Q100882,"Gonzalo Nunez, II Juez de Castilla",アーネム＝ナイメーヘン都市圏,阿納姆-奈梅亨都會區,,,,,
6000000007754294045,Q102725,Alboazar  ibn Albucadan,,,,,,,
6000000007754294050,Q100342,Ortiga  Ramirez,先発ユリウス暦,,,التقويم الجولياني,,,
6000000007757363657,Q161508,pangeran arya kenceng,,,,,,,
6000000007757400756,Q161509,pangeran arya kutawandira,,,,,,,
6000000007757466306,Q171395,Puti Reno Mandi Sari Lawik,,,,,,,
6000000007757539450,Q161511,pangeran arya belog,,,,,,,
6000000007757572745,Q161510,pangeran arya sentong,,,,,,,
6000000007773513684,Q154075,N.N.,,,,,,,
6000000007774655553,Q77833,Nero Claudius Drusus,大ドルスス,尼禄·克劳狄·德鲁苏斯,,نيرون كلاوديوس دروسوس,Друз Старший,Νέρων Κλαύδιος Δρούσος,Nero Claudius Drusus
6000000007794626569,Q170307,Dhusmanta,,,,,,,
6000000007794704396,Q170588,Zulu,,,,,,,
6000000007794726348,Q170448,Yadawa,,,,,,,
6000000007794742217,Q170526,XY,,,,,,,
6000000007794913240,Q170302,Resi Sukra,,,,,,,
6000000007800472985,Q170591,Z,,,,,,,
6000000007800507937,Q170590,AZ,,,,,,,
6000000007800609978,Q170671,Sura,,,,,,,
6000000007800615105,Q170276,Udrayaka,,,,,,,
6000000007800705631,Q170727,Kunti Nalingbrata,,,,,,,
6000000007800726531,Q170670,Srutadewa,,,,,,,
6000000007800757249,Q170592,A,,,,,,,
6000000007800779365,Q170672,Kuntibhodja,,,,,,,
6000000007800813250,Q170726,Basudewa,,,,,,,
6000000007801175995,Q170589,Alpha,,,,,,,
6000000007801364201,Q170447,Syakuntala,,,,,,,
6000000007801394613,Q170668,Kuntibhodja,,,,,,,
6000000007801438603,Q170769,Drestaketu,,,,,,,
6000000007801498339,Q170725,Sisupala,,,,,,,
6000000007801574181,Q169962,Srutayu,,,,,,,
6000000007801612184,Q169966,Chitrasena,,,,,,,
6000000007801624223,Q169783,Nagagini Antaboga,,,,,,,
6000000007801670280,Q169784,Antareja,,,,,,,
6000000007801674470,Q169787,Antasena Jayakatwang,,,,,,,
6000000007801695293,Q169786,URANG AYU Varuna dev,,,,,,,
6000000007801712685,Q170669,Raja Chedi,,,,,,,
6000000007801849265,Q170290,CHALA Shalya,,,,,,,
6000000007801850455,Q170012,DUSHKARNA Dhritarashtra,,,,,,,
6000000007801867267,Q169965,Jayatsena,,,,,,,
6000000007801876245,Q169964,Sudarsena,,,,,,,
6000000007801923410,Q170266,SATANIKA,,,,,,,
6000000007801952510,Q170070,DURJAYA Dhritarashtra,,,,,,,
6000000007806371578,Q206892,Berta,,,,,,,
6000000007809218563,Q170327,SANJAYA Vidura,,,,,,,
6000000007815238292,Q109644,Childebert I,キルデベルト1世,希尔德贝尔特一世,,شيلديبيرت الأول,Хильдеберт I,Χιλδεβέρτος Α´,
6000000007818789797,Q104535,Garcia  Ordonez,,,,,,,
6000000007818790141,Q101611,Maria  Pelaez de Cisneros,,,,,,,
6000000007818815046,Q104680,Gonzalo  Gomez Salvadores,,,,,,,
6000000007818897614,Q118988,Elvira  Garcia de Villamayor,,,,,,,
6000000007819155230,Q118984,"Fernan  Garcia de Villamayor, senor de la Casa de Villamayor",,,,,,,
6000000007821686289,Q101267,N.N.,,,,,,,
6000000007825337302,Q94563,Musa Al-Jawn Al-Hasani,,,,,,,
6000000007825370257,Q95361,Musa al-Thani Al-Hasani,,,,,,,
6000000007828121430,Q138238,Maer (?),,,,,,,
6000000007831757178,Q167483,   - ,,,,عالم شاه بگیم - حلیمه,,,
6000000007832246488,Q167536,Yaghoub Sultan Qajar Qovanlu,,,,,,,
6000000007832331249,Q167482,Maryam Aq Qoyunlu,,,,,,,
6000000007832357362,Q167537,,,,,شاه اسماعیل بن شیخ حیدر بن شیخ جنید معروف به ابوالمظفر بهادرخان حسینی,,,
6000000007839237375,Q65285,A'idz bin  'Abdullah al-Makhzumi,,,,,,,
6000000007839369386,Q64570,'Abdullah bin 'Umar al-Makhzumi,,,,,,,
6000000007839418355,Q66203,'Atiq bin  A'idz,,,,,,,
6000000007847453842,Q31777,Jorge  Alvarado y Contreras,,,,,,,
6000000007847541840,Q92772,Catalina  De Villafane Y Carbajal,,,,,,,
6000000007847569803,Q33165,Jorge  De Alvarado y Villafane,,,,,,,
6000000007847625669,Q35045,Gil  de Alvarado y Benavides,,,,,,,
6000000007847670836,Q90221,Luisa  de Estrada y Gutierrez de la Caballeria,,,,,,,
6000000007849421001,Q206893,Charles,,,,,,,
6000000007850410986,Q206894,Ranulph Avenell or d'Avenel,,,,,,,
6000000007850654452,Q206895,Adelisa Macabeo,,,,,,,
6000000007863298198,Q105461,Soeiro Viegas  Cardoso,,,,,,,
6000000007863333055,Q118447,Sancha Bermudes  de Trava,,,,,,,
6000000007871130589,Q73650,Numerius Julius Caesar,,,,,,,
6000000007871197382,Q73527,"Lucius Julius Caesar, I",,,,,,,
6000000007871257305,Q73761,II,,,,,,,
6000000007873873832,Q165883,"Sanatruces II, king of Parthia",,,,,,,
6000000007875679261,Q135223,Alexander the Great,アレクサンドロス3世,亚历山大大帝,सिकंदर महान,الإسكندر الأكبر,Александр Македонский,Αλέξανδρος ο Μέγας,
6000000007877964312,Q165844,Αργαίαδος,,,,,,Αργαίαδος,
6000000007877971275,Q165902,Cleopatra of Macedon,,,,,,,
6000000007878195769,Q74780,Aristomachus,,,,,,,
6000000007878254694,Q166789,Poesas of Argos,,,,,,,
6000000007878282438,Q166643,Eurybrades of Argos,,,,,,,
6000000007878313372,Q166713,Kleodaeus of Argos,,,,,,,
6000000007878332530,Q166563,Lachares,,,,,,,
6000000007878381314,Q74771,Temenos King of Argos,,,,,,,
6000000007884224128,Q195444,Tashedkhonsu of Egypt Queen Consort of Egypt,,,,,,,
6000000007887175612,Q195446,"Psusennes II . . High Priest of Amun, Pharaoh of Egypt",,,,,,,
6000000007887400325,Q206896,Maria di Salerno d'Antiochia,,,,,,,
6000000007892332453,Q77614,Livilla,リウィッラ,黎薇拉,,ليفيلا,Ливилла,Λιβίλλα,
6000000007898581909,Q89467,Benvevisti Ha'Levi,,,,,,,
6000000007898776901,Q206897,Amaltrud of Vienne,,,,,,,
6000000007899194438,Q206898,Richbod,,,,,,,
6000000007901795412,Q206899,"Thierry I ""the Chamberlain"", count of Autun",,,,,,,
6000000007907751260,Q206900,Mathilde Van Lotharingen,,,,,,,
6000000007915200317,Q162557,Pangeran Sunyarani [Versi 2] \ Pangeran Suniararas Pangeran Suniararas,,,,,,,
6000000007915209283,Q163061,Ratu Pembayun .,,,,,,,
6000000007922641252,Q113085,Carloman,カールマン,卡洛曼,,,Карломан,Καρλομάνος,
6000000007922731122,Q206904,Gisela,,,,,,,
6000000007922806867,Q206905,Henri,,,,,,,
6000000007947489857,Q167532,,,,,شیخ حیدر صفوی,,,
6000000007947647281,Q167531,,,,,شیخ جنید,,,
6000000007947744434,Q167473,   -   -  ,,,,ابوالنصر حسن بیک - اوزون حسن - اذن حسن,,,
6000000007948026658,Q167397,Theodora Kantakouzene,,,,,,,
6000000007948039276,Q167436,,,,,دسپینا خاتون,,,
