child_geni_id	child_name	child_birth_year	parent_geni_id	parent_name	parent_qid	hops_from_arne
6000000005397051114	Ole Gabriel Ueland	1867	6000000002735007377	Gabriel Olson Ueland	Q12714978	8
6000000006619662005	Peder Ueland	1857	6000000002954044864	Jonas Mikal Olson Ueland	Q12715890	8
6000000005437679733	Per Olivarius Bugge	1918	6000000005437340000	Alf Bugge	Q42856979	8
6000000186396742821	Per Wilhelm Hiorth-Schøyen	1927	6000000014468132134	Rolf Hiorth-Schøyen	Q15177126	8
6000000002954122211	Petra Ueland	1874	6000000002735007377	Gabriel Olson Ueland	Q12714978	8
6000000083024663102	Private		6000000014468132134	Rolf Hiorth-Schøyen	Q15177126	8
6000000083024012458	Private		6000000014468132134	Rolf Hiorth-Schøyen	Q15177126	8
6000000029788168402	Private		6000000029787309374	Ingri Mortenson	Q17118093	8
6000000014468038392	Rolf Inge Hiorth-Schøyen	1925	6000000014468132134	Rolf Hiorth-Schøyen	Q15177126	8
6000000003514119775	Serina Christoffersdatter Aasland	1818	6000000003477224912	Christoffer Christoffersen Vetteland	Q108793090	8
6000000002954045499	Siri Kristine Gabrielsdatter Ueland	1861	6000000002735007377	Gabriel Olson Ueland	Q12714978	8
6000000002954121676	Siri Kristine Ueland	1867	6000000002954044864	Jonas Mikal Olson Ueland	Q12715890	8
3810334	Axeliane Christine Bull	1765	3810353	Jens Jacobsen Bull	Q138000172	9
6000000003525084562	Bertha Serine Åsland	1860	6000000003491951018	Christoffer Christofferson Aasland	Q111269645	9
6000000005606907787	Carl Ingebretson Grude	1829	6000000005606907453	Ingebret Gullikson Grude	Q12715681	9
6000000003515113799	Carl Johan Aasland	1848	6000000003491951018	Christoffer Christofferson Aasland	Q111269645	9
4125536611380049497	Christina Maria Christina Maria Sahlin	1858	4125426609450123864	Carl Yngve Sahlin	Q6088516	9
6000000003525158022	Christoffer Christoffersen Aasland	1844	6000000003491951018	Christoffer Christofferson Aasland	Q111269645	9
6000000003524906703	Christoffer Stoffersen Aasland	1861	6000000003476772964	Stoffer Christofferson Aasland	Q109420399	9
6000000003491958751	Christoffer Stofferson Kristofferson død som nyfødt	1857	6000000003476772964	Stoffer Christofferson Aasland	Q109420399	9
6000000011467234059	Elen Christoffersdatter Vetteland Njå	1779	6000000003477158307	Gjertrud Gardsdatter Heigrestad	Q110658191	9
6000000010521291263	Elisabeth Ingebretsdatter Ingebrethsd	1837	6000000005606907453	Ingebret Gullikson Grude	Q12715681	9
6000000003002443392	Fredrik Wiking	1941	6000000003002438092	Bo Sture Wiking	Q88485682	9
6000000010910182964	Gabriel Kristofferson Vetteland	1777	6000000003477158307	Gjertrud Gardsdatter Heigrestad	Q110658191	9
6000000005609522861	Gjertrud Kristoffersdatter Vetteland	1787	6000000003477158307	Gjertrud Gardsdatter Heigrestad	Q110658191	9
6000000003491958791	Gjertrud Serina Agnette Aasland	1873	6000000003476772964	Stoffer Christofferson Aasland	Q109420399	9
6000000003492031104	Hanna Elisabeth Garmansdatter Grude	1864	6000000003521493989	Johan Garman Ingebretsen Grude	Q138355295	9
6000000028542854365	Hanna Malena Aasland	1867	6000000003476772964	Stoffer Christofferson Aasland	Q109420399	9
6000000003525133348	Hanna Åsland	1862	6000000003491951018	Christoffer Christofferson Aasland	Q111269645	9
6000000015832083834	Hans Andreas Kristofferson Åsland	1858	6000000003491951018	Christoffer Christofferson Aasland	Q111269645	9
6000000015832250188	Hans Andreas Kristofferson Åsland	1869	6000000003491951018	Christoffer Christofferson Aasland	Q111269645	9
6000000011905549029	Helena Flohr		6000000003002438092	Bo Sture Wiking	Q88485682	9
6000000005606907851	Ingebret Garmanson Grude	1853	6000000003521493989	Johan Garman Ingebretsen Grude	Q138355295	9
6000000015832157613	Ingebret Kristofferson Åsland	1867	6000000003491951018	Christoffer Christofferson Aasland	Q111269645	9
6000000003491958766	Ingebret Stofferson Aasland	1863	6000000003476772964	Stoffer Christofferson Aasland	Q109420399	9
6000000001838607806	Jens Jørgensen	1578	6000000001838588451	Jørgen Erikssøn	Q11979685	9
6000000015763204436	Johan Garmann Garmanson Grude	1867	6000000003521493989	Johan Garman Ingebretsen Grude	Q138355295	9
6000000010521158343	Karen Amalie Regina Ingebretsdatter Grude	1846	6000000005606907453	Ingebret Gullikson Grude	Q12715681	9
6000000003491958771	Karen Kristine Aasland	1865	6000000003476772964	Stoffer Christofferson Aasland	Q109420399	9
4125545507900032726	Karl Yngve Sahlin	1861	4125426609450123864	Carl Yngve Sahlin	Q6088516	9
6000000084572290611	Kristi Ingebretsdatter	1821	6000000005606907453	Ingebret Gullikson Grude	Q12715681	9
6000000003491958796	Kristian Stofferson Aasland	1876	6000000003476772964	Stoffer Christofferson Aasland	Q109420399	9
6000000003491958781	Kristina Marie Stoffersdatter Aasland	1869	6000000003476772964	Stoffer Christofferson Aasland	Q109420399	9
4125555046260123974	Leonard Johannes Sahlin	1863	4125426609450123864	Carl Yngve Sahlin	Q6088516	9
6000000003513071506	Malene Kristoffersdatter Vetteland	1773	6000000003477158307	Gjertrud Gardsdatter Heigrestad	Q110658191	9
6000000015763123474	Maren Garmannsdatter Grude	1855	6000000003521493989	Johan Garman Ingebretsen Grude	Q138355295	9
2249131	Maria Elisabet Wærn	1807	2247294	Leonard Magnus Wærn	Q138391889	9
3929307420620079984	Maria Gustava Cnattingius	1799	3929291183050026485	Claes Magnus Cnattingius	Q106390344	9
6000000010521286544	Maria Ingebretsdatter Grude	1827	6000000005606907453	Ingebret Gullikson Grude	Q12715681	9
6000000003515336211	Marta Dortea Kristoffersdatter Kristoffersdatter Åsland	1855	6000000003491951018	Christoffer Christofferson Aasland	Q111269645	9
6000000008302352751	Marta Maria Aasland	1853	6000000003491951018	Christoffer Christofferson Aasland	Q111269645	9
6000000015832202001	Marta Maria Kristoffersdatter Åsland	1851	6000000003491951018	Christoffer Christofferson Aasland	Q111269645	9
6000000003491958756	Marte Maria Stoffersdatter Aasland	1858	6000000003476772964	Stoffer Christofferson Aasland	Q109420399	9
6000000015763193437	Martha Maria Garmansdatter Grude	1862	6000000003521493989	Johan Garman Ingebretsen Grude	Q138355295	9
6000000015831936950	Mathilde Dortea Gustava Åsland	1865	6000000003491951018	Christoffer Christofferson Aasland	Q111269645	9
6000000016662763595	Mikkel Christofferson Vetteland	1775	6000000003477158307	Gjertrud Gardsdatter Heigrestad	Q110658191	9
6000000016662952464	Mikkel Christofferson Vetteland	1781	6000000003477158307	Gjertrud Gardsdatter Heigrestad	Q110658191	9
6000000005606907836	Nikolai Ingebretson Grude	1844	6000000005606907453	Ingebret Gullikson Grude	Q12715681	9
6000000028378838859	Nikoline Johansdatter Grude	1867	6000000003521493989	Johan Garman Ingebretsen Grude	Q138355295	9
6000000016662883854	Nils Christofferson Vetteland	1798	6000000003477158307	Gjertrud Gardsdatter Heigrestad	Q110658191	9
4125557685950059979	Olof Vendel Sahlin	1865	4125426609450123864	Carl Yngve Sahlin	Q6088516	9
6000000003002333658	Olov Harald Eklund	1901	6000000021770113050	Johan Alfred Eklund	Q1691914	9
6000000010520908056	Petter Theodor Ingebretsen	1848	6000000005606907453	Ingebret Gullikson Grude	Q12715681	9
6000000010521305517	Reinert Enevald Grude	1834	6000000005606907453	Ingebret Gullikson Grude	Q12715681	9
6000000003491958814	Samuel Stofferson Aasland	1885	6000000003476772964	Stoffer Christofferson Aasland	Q109420399	9
6000000003491958806	Sven Stofferson Aasland	1880	6000000003476772964	Stoffer Christofferson Aasland	Q109420399	9
6000000003521731074	Svend Christoffersen Kristofferson Aasland	1846	6000000003491951018	Christoffer Christofferson Aasland	Q111269645	9
6000000009099803774	Tore Kristoffersen Kristofferson	1790	6000000003477158307	Gjertrud Gardsdatter Heigrestad	Q110658191	9
6000000016662825611	Torger Christofferson Vetteland	1795	6000000003477158307	Gjertrud Gardsdatter Heigrestad	Q110658191	9
6000000016663233494	Torger Christofferson Vetteland død som barn	1793	6000000003477158307	Gjertrud Gardsdatter Heigrestad	Q110658191	9
4125560631560033153	Torsten Rudolph Sahlin	1869	4125426609450123864	Carl Yngve Sahlin	Q6088516	9
6000000003491958801	Ådne Stofferson Kristofferson	1878	6000000003476772964	Stoffer Christofferson Aasland	Q109420399	9
6000000003491958819	Åsbjørn Stofferson Aasland	1887	6000000003476772964	Stoffer Christofferson Aasland	Q109420399	9
6000000009537206978	<private> Astad		6000000009465293437	Ottar Overskott	Q108524084	10
6000000009534556462	<private> Overskott		6000000009465293437	Ottar Overskott	Q108524084	10
6000000009537284745	<private> Overskott		6000000009465293437	Ottar Overskott	Q108524084	10
6000000008969853004	<private> Ryssdal		6000000011505133753	Rolv Einar Ryssdal	Q370238	10
6000000009535010335	<private> Vatne		6000000009465293437	Ottar Overskott	Q108524084	10
6000000006375762821	Aadne Olson Kverneland	1889	6000000002607381870	Ole Gabriel Gabrielson Kverneland	Q15814770	10
6000000005607407067	Aadne Olson Kverneland II	1897	6000000002607381870	Ole Gabriel Gabrielson Kverneland	Q15814770	10
6000000001506899998	Adriane Jensdatter Schielderup	1554	6000000001506883754	Jens Pedersen Schielderup	Q11978440	10
6000000003492083313	Agnes Grude	1885	6000000003491948782	Martin Adolf Grude	Q138355527	10
6000000014482181058	Alf Wilhelm Hiorth Schøyen	1889	6000000014481819567	Wilhelm Maribo Schøyen	Q15177070	10
6000000152518507836	Andreas Hansen		6000000012812771372	Hans Hansen Asper	Q12715292	10
4520155	Anna Cicilia Nordenfelt	1831	4198641	Enar Vilhelm Nordenfelt	Q6014618	10
6000000018870750890	Anna Elisabet Carolina Matilda Sjögreen	1838	6000000018842875909	Christian Magnus August Sjögreen	Q110457078	10
6000000016463108193	Anna Lilliehöök	1868	6000000014736140481	Gustaf Arvid Arfvid Lilliehöök	Q5952198	10
6000000006375708889	Anna Malena Olesdatter Kverneland	1895	6000000002607381870	Ole Gabriel Gabrielson Kverneland	Q15814770	10
6000000004565430224	Anna Maria Sahlin	1903	6000000004565255638	Mauritz Reinhold Sahlin	Q6088529	10
6000000003011907914	Anna-Greta Centerwall	1907	6000000002986867502	Anna Katarina Matilda Kastman	Q52145024	10
6000000152518507829	Anne Hansen		6000000012812771372	Hans Hansen Asper	Q12715292	10
6000000041199840063	"Anne Kathrine Sophie ""Thrine"" Jørgensdatter Henschien"	1819	6000000051323765155	Jørgen Hans-Jørgensenen Henschien	Q13553647	10
6000000007042553139	Arne Hognestad	1900	6000000003491958786	Gabrielle Dorthea Aasland	Q109420138	10
310720600980006457	Astrid Gaard Øglænd	1918	6000000018822054551	Lars Øglænd	Q138356338	10
6000000023076808033	Bertil Yngve Sahlin	1897	6000000023073624991	Enar Vilhelm Sahlin	Q6088489	10
6000000002834409123	Bjarne Olson Kverneland	1904	6000000002607381870	Ole Gabriel Gabrielson Kverneland	Q15814770	10
6000000009534584334	Bjørn Overskott	1917	6000000009465293437	Ottar Overskott	Q108524084	10
6000000003012164032	Brita Centerwall	1905	6000000002986867502	Anna Katarina Matilda Kastman	Q52145024	10
6000000004565359256	Carl Yngve Sahlin	1888	6000000004565255638	Mauritz Reinhold Sahlin	Q6088529	10
6000000003123709362	Cecilia Lilliehöök	1866	6000000014736140481	Gustaf Arvid Arfvid Lilliehöök	Q5952198	10
6000000007853087657	Christofer Hognestad	1899	6000000003491958786	Gabrielle Dorthea Aasland	Q109420138	10
6000000093531985048	Christoffer Torstensen Vetteland	1817	6000000006265019302	Torsten Kristoffersen Wetteland	Q107489272	10
6000000002986387821	Claës Johan Kastman	1830	6000000002986501302	Jonas Otto Kastman	Q115987645	10
6000000000186731050	Dagmar Anna Sahlin	1905	6000000004565255638	Mauritz Reinhold Sahlin	Q6088529	10
6000000018842457578	Didrika Elisabet Matilda Burén	1804	6000000001440355582	Hedvig Elisabet Waller	Q108910870	10
6000000004565430802	Ebba Augusta Sahlin	1892	6000000004565255638	Mauritz Reinhold Sahlin	Q6088529	10
6000000003492083298	Elisabeth Grude Grude	1878	6000000003491948782	Martin Adolf Grude	Q138355527	10
310719324620008274	Else Øglænd	1906	6000000018822054551	Lars Øglænd	Q138356338	10
6000000002986515434	Emilia Maria Kastman	1825	6000000002986501302	Jonas Otto Kastman	Q115987645	10
6000000003492083308	Emilie Margrete Karoline Martinsdatter Grude	1882	6000000003491948782	Martin Adolf Grude	Q138355527	10
4520230	Emma Nordenfelt	1839	4198641	Enar Vilhelm Nordenfelt	Q6014618	10
4125035967690071431	Emma Sahlin	1831	6000000007981560317	Mauritz Reinhold Sahlin	Q116698391	10
6000000008249521948	Enar Jonas Nordenfeldt	1835	4198641	Enar Vilhelm Nordenfelt	Q6014618	10
6000000178195105206	Erik Grimelund	1860	6000000003821012057	Andreas Hansen Asper	Q3360436	10
6000000003012295065	Ester Centerwall	1912	6000000002986867502	Anna Katarina Matilda Kastman	Q52145024	10
6000000014362033283	Frithjof Grude	1894	6000000005606907877	Kristoffer Garmanson Grude	Q138473515	10
6000000002834160701	Gabriel Olson Kverneland	1887	6000000002607381870	Ole Gabriel Gabrielson Kverneland	Q15814770	10
6000000004565352287	Georg Lennart* Sahlin	1891	6000000004565255638	Mauritz Reinhold Sahlin	Q6088529	10
6000000028586561810	Gerhardine Nikoline Joakimsdatter Grude	1880	6000000028570171853	Joakim Ingebretson Grude	Q110393855	10
6000000223503796882	Gjertrud Torstensdatter Vetteland	1819	6000000006265019302	Torsten Kristoffersen Wetteland	Q107489272	10
6000000006376174224	Gudrun Torine Olesdatter Kverneland	1901	6000000002607381870	Ole Gabriel Gabrielson Kverneland	Q15814770	10
310719855850006435	Gunnar Øglænd	1914	6000000018822054551	Lars Øglænd	Q138356338	10
6000000024376236965	Gunvor Sahlin	1905	6000000023073624991	Enar Vilhelm Sahlin	Q6088489	10
6000000014361752155	Hanna Eckhoff Grude	1888	6000000005606907877	Kristoffer Garmanson Grude	Q138473515	10
6000000105275702144	Hans Frederik Hammerich Henschien	1825	6000000051323765155	Jørgen Hans-Jørgensenen Henschien	Q13553647	10
6000000069129575874	Hans Grimelund	1857	6000000003821012057	Andreas Hansen Asper	Q3360436	10
6000000127344218884	Hans Jørgen Henschien		6000000051323765155	Jørgen Hans-Jørgensenen Henschien	Q13553647	10
6000000007699429122	Hans Olav Hognestad	1896	6000000003491958786	Gabrielle Dorthea Aasland	Q109420138	10
6000000024376236973	Harald Axel Sahlin	1911	6000000023073624991	Enar Vilhelm Sahlin	Q6088489	10
6000000007853191500	Harald Hognestad	1906	6000000003491958786	Gabrielle Dorthea Aasland	Q109420138	10
6000000007853236402	Helga Hognestad	1906	6000000003491958786	Gabrielle Dorthea Aasland	Q109420138	10
6000000009670569416	Hilda Caroline Theodora Grimelund	1839	6000000003821012057	Andreas Hansen Asper	Q3360436	10
6000000020234709939	Hilma Anna Elisabet Sahlin	1829	6000000007981560317	Mauritz Reinhold Sahlin	Q116698391	10
4125020433170062799	Hugo Edvard Sahlin	1826	6000000007981560317	Mauritz Reinhold Sahlin	Q116698391	10
6000000005607407087	Håkon Kristoffer Olson Kverneland	1906	6000000002607381870	Ole Gabriel Gabrielson Kverneland	Q15814770	10
6000000003492083283	Inga Marie Martinsdtr. Grude	1869	6000000003491948782	Martin Adolf Grude	Q138355527	10
6000000026380113767	Inga Marie Olesdatter Kverneland	1885	6000000002607381870	Ole Gabriel Gabrielson Kverneland	Q15814770	10
6000000014362240269	Ingeborg Laura Sofie Grude	1900	6000000005606907877	Kristoffer Garmanson Grude	Q138473515	10
6000000006375640964	Ingeborg Olesdatter Kverneland	1908	6000000002607381870	Ole Gabriel Gabrielson Kverneland	Q15814770	10
6000000028587225278	Ingebret Grude	1866	6000000028570171853	Joakim Ingebretson Grude	Q110393855	10
6000000003492083293	Ingebret Mossige Grude	1874	6000000003491948782	Martin Adolf Grude	Q138355527	10
6000000214297043824	Ingebreth Joakimson Grude	1875	6000000028570171853	Joakim Ingebretson Grude	Q110393855	10
6000000002986731589	Jacob Otto Kastman	1835	6000000002986501302	Jonas Otto Kastman	Q115987645	10
6000000014235591402	Jens Helmich Gabrielsen Grimelund	1844	6000000003821012057	Andreas Hansen Asper	Q3360436	10
6000000216680186844	Jette Wetteland	1818	6000000006265019302	Torsten Kristoffersen Wetteland	Q107489272	10
6000000013482980335	Jochum Bugge Sognepræst	1800	5146898078500067057	Peter Olivarius Bugge Biskop i Trondheim	Q1785260	10
6000000009535173664	Jofrid Overskott	1923	6000000009465293437	Ottar Overskott	Q108524084	10
6000000014361025374	Johan Garman Grude	1882	6000000005606907877	Kristoffer Garmanson Grude	Q138473515	10
4520147	Johan Niklas Nordenfelt	1829	4198641	Enar Vilhelm Nordenfelt	Q6014618	10
6000000021579300337	Johanne Augusta Ferdinanda Grimelund	1841	6000000003821012057	Andreas Hansen Asper	Q3360436	10
6000000028587244976	Johanne Joakimsdatter Grude	1883	6000000028570171853	Joakim Ingebretson Grude	Q110393855	10
6000000028587130104	Johanne Joakimsdatter Grude	1885	6000000028570171853	Joakim Ingebretson Grude	Q110393855	10
6000000002986462676	Jon Alfred Kastman	1823	6000000002986501302	Jonas Otto Kastman	Q115987645	10
310719956570004542	Jonas L. Øglænd	1908	6000000018822054551	Lars Øglænd	Q138356338	10
6000000002801147492	Karen Pernille Jensdatter Bull	1769	3810353	Jens Jacobsen Bull	Q138000172	10
6000000014361821480	Karl Edvard Nicolai Grude	1890	6000000005606907877	Kristoffer Garmanson Grude	Q138473515	10
6000000003492083318	Karl Edvard Nikolai Martinsson Grude	1887	6000000003491948782	Martin Adolf Grude	Q138355527	10
6000000014361672300	Karl Nicolai Grude	1892	6000000005606907877	Kristoffer Garmanson Grude	Q138473515	10
6000000023076725169	Karl Olof Sahlin	1892	6000000023073624991	Enar Vilhelm Sahlin	Q6088489	10
6000000028586581549	Kristiane Fredrikke Joakimsdatter Grude	1873	6000000028570171853	Joakim Ingebretson Grude	Q110393855	10
6000000014361938523	Kristoffer Grude	1896	6000000005606907877	Kristoffer Garmanson Grude	Q138473515	10
4520190	Lovisa Sofia Nordenfelt	1834	4198641	Enar Vilhelm Nordenfelt	Q6014618	10
6000000003492083303	Magnus Gottfried Grude	1880	6000000003491948782	Martin Adolf Grude	Q138355527	10
6000000028586910408	Maren Elisabet Grude	1871	6000000028570171853	Joakim Ingebretson Grude	Q110393855	10
6000000028501211174	Maren Grude	1867	6000000003491948782	Martin Adolf Grude	Q138355527	10
310718393990001401	Margot Øglænd	1903	6000000018822054551	Lars Øglænd	Q138356338	10
6000000003492083323	Margrete Martinsdatter Grude	1889	6000000003491948782	Martin Adolf Grude	Q138355527	10
6000000007853166453	Mari Hognestad	1902	6000000003491958786	Gabrielle Dorthea Aasland	Q109420138	10
6000000004565519097	Maria Sahlin	1890	6000000004565255638	Mauritz Reinhold Sahlin	Q6088529	10
6000000028587009272	Marie Joakimsdatter Grude	1878	6000000028570171853	Joakim Ingebretson Grude	Q110393855	10
6000000089724642866	Marie Josefa Grimelund	1856	6000000003821012057	Andreas Hansen Asper	Q3360436	10
6000000006375489361	Marta Dortea Olesdatter Kverneland	1883	6000000002607381870	Ole Gabriel Gabrielson Kverneland	Q15814770	10
3929322773890026578	Mathilda Kastman	1827	6000000002986501302	Jonas Otto Kastman	Q115987645	10
6000000003095166292	Mette Thomasdatter Wegner	1615	6000000005421141184	Thomas Cortsen Wegner	Q12006062	10
6000000014361628180	Michael Eckhoff Grude	1886	6000000005606907877	Kristoffer Garmanson Grude	Q138473515	10
6000000014361268076	Nicoline Grude	1884	6000000005606907877	Kristoffer Garmanson Grude	Q138473515	10
6000000002834223413	Olaus Andreas Olson Kverneland	1892	6000000002607381870	Ole Gabriel Gabrielson Kverneland	Q15814770	10
6000000002834243762	Ole Gabriel Kverneland	1899	6000000002607381870	Ole Gabriel Gabrielson Kverneland	Q15814770	10
6000000004565152962	Olof Edvard Sahlin	1902	6000000004565255638	Mauritz Reinhold Sahlin	Q6088529	10
4520240	Olof* Elias Nordenfelt	1845	4198641	Enar Vilhelm Nordenfelt	Q6014618	10
6000000127199131821	Oscar Henrich Hammerich Henschien	1833	6000000051323765155	Jørgen Hans-Jørgensenen Henschien	Q13553647	10
5499476372520086174	Otto Mauritz Sahlin	1892	6000000004565255638	Mauritz Reinhold Sahlin	Q6088529	10
6000000018846668090	Per Waller	1770	6000000018846767215	Erik Waller	Q6230837	10
310721416610004599	Private		6000000018822054551	Lars Øglænd	Q138356338	10
310070841190001422	Randi Øglænd	1905	6000000018822054551	Lars Øglænd	Q138356338	10
6000000009537265177	Rannveig Overskott	1926	6000000009465293437	Ottar Overskott	Q108524084	10
4125039298730123565	Robert Sahlin	1837	6000000007981560317	Mauritz Reinhold Sahlin	Q116698391	10
6000000014362311065	Rolf Eckhoff Grude	1905	6000000005606907877	Kristoffer Garmanson Grude	Q138473515	10
6000000176921065562	Rolf Sahlin	1895	6000000023073624991	Enar Vilhelm Sahlin	Q6088489	10
6000000003011951764	Ruth Centerwall	1910	6000000002986867502	Anna Katarina Matilda Kastman	Q52145024	10
4125043951990061615	Selma Sahlin	1839	6000000007981560317	Mauritz Reinhold Sahlin	Q116698391	10
6000000002834236110	Serina Olesdatter Kverneland	1881	6000000002607381870	Ole Gabriel Gabrielson Kverneland	Q15814770	10
6000000028586965453	Serine Joakimsdatter Grude	1869	6000000028570171853	Joakim Ingebretson Grude	Q110393855	10
6000000023076760080	Sigurd Gösta Sahlin	1890	6000000023073624991	Enar Vilhelm Sahlin	Q6088489	10
6000000014481773822	Sofie Heiss Schøyen	1892	6000000014481819567	Wilhelm Maribo Schøyen	Q15177070	10
6000000007853201275	Tone Hognestad	1897	6000000003491958786	Gabrielle Dorthea Aasland	Q109420138	10
6000000018816702846	Tor L Øglænd	1910	6000000018822054551	Lars Øglænd	Q138356338	10
6000000004565201648	Torsten Olof Sahlin	1899	6000000004565255638	Mauritz Reinhold Sahlin	Q6088529	10
6000000007981547378	Vendla Augusta Augusta Sahlin	1830	6000000007981560317	Mauritz Reinhold Sahlin	Q116698391	10
6000000089724685882	Wilhelm Andreas Wexel Grimelund	1847	6000000003821012057	Andreas Hansen Asper	Q3360436	10
3961947726370122718	Aarestrup		6000000013720982509	Carl Ludvig Emil Aarestrup	Q350408	11
6000000019199119014	Aase Kvikne	1921	6000000019198799417	Marta Maria Fotland	Q139556504	11
6000000089725235852	Agnes Wefring	1873	6000000009670630617	Mads Iver Larsson Wefring	Q24283700	11
6000000002986625922	Alida Maria Kastman	1865	6000000002986605647	Carl Wilhelm Kastman	Q5903377	11
6000000006127013351	Amelie Klingspor	1873	6000000006127013313	Philip Otto Leonard Klingspor	Q5914189	11
6000000038899783353	Anna Maximiliana Ottilia Sjögreen	1863	6000000013715027513	Christian Vilhelm Sjögreen	Q6178395	11
6000000007151735797	Anna Nordenfeldt	1859	4198655	Leonard Magnus Nordenfelt	Q6014635	11
297075656540007943	Anna Nordenfeldt	1797	6000000001994770966	Johan Niklas Nordenfelt	Q116760927	11
6000000029136154944	Arne Gunnar Eklund	1913	6000000021770113050	Johan Alfred Eklund	Q1691914	11
6000000037885945228	Astrid Maria Eklund	1902	6000000021770113050	Johan Alfred Eklund	Q1691914	11
6000000037413117612	Augusta Louise +	1875	6000000009670630617	Mads Iver Larsson Wefring	Q24283700	11
297078413110004914	Augusta Vilhelmina Nordenfeldt	1808	6000000001994770966	Johan Niklas Nordenfelt	Q116760927	11
6000000218230472228	Augusta Wilhelmina Nordenfelt	1808	6000000001994770966	Johan Niklas Nordenfelt	Q116760927	11
