qid,classes,mul,en,ja,zh,ko,ar,he,ru,de,fr,es,pt,it,nl,sv,nb,da,fi,pl
Q307948,Q101352,,Öztorun,,,,,,,Öztorun,Öztorun,Öztorun,Öztorun,Öztorun,Öztorun,Öztorun,Öztorun,Öztorun,Öztorun,Öztorun
Q340348,Q12308941,,Achim,アヒム,阿基姆,,أكيم,אכים,Ахим,Achim,Achim,Achim,Achim,Achim,Achim,Achim,Achim,Achim,Achim,Achim
Q342908,Q101352,Madariaga,Madariaga,マダリアガ,,,مادارياغا,,Мадарьяга,Madariaga,Madariaga,Madariaga,Madariaga,Madariaga,Madariaga,Madariaga,Madariaga,Madariaga,Madariaga,Madariaga
Q344924,Q101352,Pandey,Pandey,,,,باندي,פנדיי,Пандей,Pandey,Pandey,Pandey,Pandey,Pandey,Pandey,Pandey,Pandey,Pandey,Pandey,Pandey
Q345052,Q101352,Acél,Acél,,,,,,,Acél,Acél,Acél,Acél,Acél,Acél,Acél,Acél,Acél,Acél,Acél
Q345596,Q101352,Юровский,Yurovsky,,尤罗夫斯基,,,,Юровский,Jurowski,Iourovski,Yurovski,,,,,,,,
Q345708,Q12308941,,Taichi,たいち,,,تايتشي,,,Taichi,Taichi,Taichi,Taichi,Taichi,Taichi,Taichi,Taichi,Taichi,Taichi,Taichi
Q346860,Q101352,,Schaller,シャラー,沙勒,,شالر,,Шаллер,Schaller,Schaller,Schaller,Schaller,Schaller,Schaller,Schaller,Schaller,Schaller,Schaller,Schaller
Q348332,Q12308941,Adalward,Adalward,,,,,,,Adalward,Adalward,Adalward,Adalward,Adalward,Adalward,Adalward,Adalward,Adalward,Adalward,Adalward
Q353404,Q101352,Adduono,Adduono,,,,,,Аддуоно,Adduono,Adduono,Adduono,Adduono,Adduono,Adduono,Adduono,Adduono,Adduono,Adduono,Adduono
Q360604,Q101352,Groulx,Groulx,,,,,,Гру,Groulx,Groulx,Groulx,Groulx,Groulx,Groulx,Groulx,Groulx,Groulx,Groulx,Groulx
Q363820,Q11879590,Delia,Delia,デリア,迪莉娅,,ديليا,דליה,,Delia,Delia,Delia,Delia,Delia,Delia,Delia,Delia,Delia,Delia,Delia
Q371852,Q101352,Josipović,Josipović,ヨシポヴィッチ,,,يجوسيبوفيتش,,Йосипович,Josipović,Josipović,Josipović,Josipović,Josipović,Josipović,Josipović,Josipović,Josipović,Josipović,Josipović
Q385468,Q11879590,Elizabeth,Elizabeth,エリザベス,伊丽莎白,엘리자베스,إليزابيث,אליזבת,Элизабет,Elizabeth,,,,,,,,,,
Q386156,Q11879590,Waltraud,Waltraud,ヴァルトラウド,,,,וולטרוד,,Waltraud,Waltraud,Waltraud,Waltraud,Waltraud,Waltraud,Waltraud,Waltraud,Waltraud,Waltraud,Waltraud
Q392492,Q101352,,Štrukelj,,,,,,,Štrukelj,Štrukelj,Štrukelj,Štrukelj,Štrukelj,Štrukelj,Štrukelj,Štrukelj,Štrukelj,Štrukelj,Štrukelj
Q394380,Q12308941,Žygimantas,Žygimantas,,,,,,,Žygimantas,Žygimantas,Žygimantas,Žygimantas,Žygimantas,Žygimantas,Žygimantas,Žygimantas,Žygimantas,Žygimantas,Žygimantas
Q397820,Q101352,Stravinsky,Stravinsky,ストラヴィンスキー,,,سترافينسكي,,Стравинский,Stravinsky,Stravinsky,Stravinsky,Stravinsky,Stravinsky,Stravinsky,Stravinsky,Stravinsky,Stravinsky,Stravinsky,Stravinsky
Q400508,Q101352,Ahlgren,Ahlgren,,,,,,Альгрен,Ahlgren,Ahlgren,Ahlgren,Ahlgren,Ahlgren,Ahlgren,Ahlgren,Ahlgren,Ahlgren,Ahlgren,Ahlgren
Q401836,Q12308941,Edmund,Edmund,エドマンド,埃德蒙,,إدموند,אדמונד,Эдмунд,Edmund,Edmund,Edmund,Edmund,Edmund,Edmund,Edmund,Edmund,,Edmund,
Q405772,Q11879590,Aimee,Aimee,エイミー,艾米,,أيمي,איימי,Эйми,Aimee,Aimee,Aimee,Aimee,Aimee,Aimee,Aimee,Aimee,Aimee,Aimee,Aimee
Q406044,Q11879590,Aino,Aino,アイノ,阿伊诺,,أينو,איינו,Айно,Aino,Aino,Aino,Aino,Aino,Aino,Aino,Aino,Aino,Aino,Aino
Q413404,Q12308941,Харитон,Khariton,,哈里顿,,,,Харитон,Chariton,Khariton,Харитон,,Chariton,Харитон,,,,,Chariton
Q415564,Q101352,Akalın,Akalın,,阿卡林,,,,Акалын,Akalın,Akalın,Akalın,Akalın,Akalın,Akalın,Akalın,Akalın,Akalın,Akalın,Akalın
Q420588,Q101352,Akoto,Akoto,,阿科托,,,,,Akoto,Akoto,Akoto,Akoto,Akoto,Akoto,Akoto,Akoto,Akoto,Akoto,Akoto
Q429948,Q11879590,Laura,Laura,ローラ,勞拉,로라,لورا,לורה,Лора / Лаура,Laura,,,,,,,,,,
Q442524,Q101352,Altmann,Altmann,アルトマン,奥尔特曼/阿尔特曼,,التمان,אלטמן,Альтманн,Altmann,Altmann,Altmann,Altmann,Altmann,Altmann,Altmann,Altmann,Altmann,Altmann,Altmann
Q453020,Q11879590,Amalia,Amalia,アマーリア,阿马利娅,,أماليا,עמליה,Амалия,Amalia,Amalia,Amalia,Amalia,Amalia,Amalia,Amalia,Amalia,Amalia,Amalia,Amalia
Q453452,Q101352,Borkowski,Borkowski,ボーコウスキー,,,,,Борковский,Borkowski,Borkowski,Borkowski,Borkowski,Borkowski,Borkowski,Borkowski,Borkowski,Borkowski,Borkowski,Borkowski
Q465164,Q3409032,Nima,Nima,ニマ,尼玛,,نيما,נימה,,Nima,Nima,Nima,Nima,Nima,Nima,Nima,Nima,Nima,Nima,Nima
Q471788,Q12308941,Joseph,Joseph,ヨセフ,约瑟夫,요셉 (동음이의),جوزيف,ג'וזף,Джозеф / Жозеф / Йозеф,Joseph,Joseph,Joseph,Joseph,Joseph,Joseph,Joseph,Joseph,Joseph,Joseph,Joseph
Q484236,Q11879590,Anahí,Anahí,アナイ,,,,אנאהי,,Anahí,Anahí,Anahí,Anahí,Anahí,Anahí,Anahí,Anahí,Anahí,Anahí,Anahí
Q497612,Q11879590,Paulette,Paulette,ポーレット,波莱特 (法语),,,פולט,,Paulette,Paulette,Paulette,Paulette,Paulette,Paulette,Paulette,Paulette,Paulette,Paulette,Paulette
Q529452,Q11879590,Anett,Anett,アネット,安妮特,,,אנט,Анетт,Anett,Anett,Anett,Anett,Anett,Anett,Anett,Anett,Anett,Anett,Anett
Q539788,Q101352,Coignet,Coignet,,,,كونييه,,Куанье,Coignet,Coignet,Coignet,Coignet,Coignet,Coignet,Coignet,Coignet,Coignet,Coignet,Coignet
Q543740,Q11879590,Apolinaria,Apolinaria,アポリナリア,,,,,Аполинария,Apolinaria,Apolinaria,Apolinaria,Apolinaria,Apolinaria,Apolinaria,Apolinaria,Apolinaria,Apolinaria,Apolinaria,Apolinaria
Q544124,Q12308941,Яков,Yakov,ヤコブ,雅科夫,,جاكوف,יעקב,Яков,Jakow,Iakov,Yakov,,Jakov,Jakov,Jakov,Jakov,Jakov,Jakov,Jakow
Q545244,Q12308941,Nataraja,Nataraja,,纳塔羅闍,,,נטראג'ה,Натараджа,Nataraja,Nataraja,Nataraja,Nataraja,Nataraja,Nataraja,Nataraja,Nataraja,Nataraja,Nataraja,Nataraja
Q547852,Q101352,Hetsch,Hetsch,,,,,,Хеч,Hetsch,Hetsch,Hetsch,Hetsch,Hetsch,Hetsch,Hetsch,Hetsch,Hetsch,Hetsch,Hetsch
Q552092,Q12308941,Agád,Agád,,,,,,,Agád,Agád,Agád,Agád,Agád,Agád,Agád,Agád,Agád,Agád,Agád
Q554684,Q11879590,Ajsa,Ajsa,,,,,,,Ajsa,,,,,,,,,,
Q564684,Q11879590,Anne,Anne,アンネ,安妮,앤,آن,אן,Энн / Анн / Анне,Anne,Anne,Anne,Anne,Anne,Anne,Anne,Anne,Anne,Anne,Anne
Q575692,Q12308941,Alap,Alap,,,,,,,Alap,,,,,,,,,,
Q588700,Q12308941,Joel,Joel,ジョエル,Joel,,جويل,ג'ואל,Джоэл / Джоэль,Joel,Joel,Joel,Joel,Joel,Joel,Joel,Joel,Joel,Joel,Joel
Q606764,Q12308941,Leo,Leo,レオ,Leo,,ليو,לאו,Лео,Leo,Leo,Leo,Leo,Leo,Leo,Leo,Leo,Leo,Leo,Leo
Q609564,Q12308941,Antti,Antti,アンッティ,安蒂,,أنتي,אנטי,Антти,Antti,Antti,Antti,Antti,Antti,Antti,Antti,Antti,Antti,Antti,Antti
Q621036,Q101352,Appice,Appice,アピス,,,,,,Appice,Appice,Appice,Appice,Appice,Appice,Appice,Appice,Appice,Appice,Appice
Q621180,Q12308941,Alen,Alen,アレン,,,ألين,אלן,,Alen,Alen,Alen,Alen,Alen,Alen,Alen,Alen,Alen,Alen,Alen
Q626620,Q101352,Araújo,Araújo,アラウージョ,阿劳若,아라우호,أراوخو,,Араужу,Araújo,Araújo,Araújo,Araújo,Araújo,Araújo,Araújo,Araújo,Araújo,Araújo,Araújo
Q626780,Q11879590,Araxi,Araxi,,,,,,,Araxi,Araxi,Araxi,Araxi,Araxi,Araxi,Araxi,Araxi,Araxi,Araxi,Araxi
Q634940,Q3409032,Kai,Kai,カイ,Kai,,كاي,קאי,Кай,Kai,Kai,Kai,Kai,Kai,Kai,Kai,Kai,Kai,Kai,Kai
Q639292,Q12308941,Dennis,Dennis,デニス,,,دنيس,דניס,Деннис,Dennis,Dennis,Dennis,Dennis,Dennis,Dennis,Dennis,Dennis,Dennis,Dennis,Dennis
Q642492,Q12308941,Arsaces,Arsaces,,阿爾沙克,,أرشك,ארסאקס,,Arsaces,Arsaces,Arsaces,Arsaces,Arsaces,Arsaces,Arsaces,Arsaces,Arsaces,Arsaces,Arsaces
Q647372,Q11879590,Krescencja,Krescencja,,,,,,,Krescencja,Krescencja,Krescencja,Krescencja,Krescencja,Krescencja,Krescencja,Krescencja,Krescencja,Krescencja,Krescencja
Q657436,Q12308941,Miksa,Miksa,ミクシャ,,,,מיקשה,,Miksa,Miksa,Miksa,Miksa,Miksa,Miksa,Miksa,Miksa,Miksa,Miksa,Miksa
Q660892,Q12308941,Arik,Arik,エーリッヒ,,,أرئيل,אריק,Арик,Arik,Arik,Arik,Arik,Arik,Arik,Arik,Arik,Arik,Arik,Arik
Q661884,Q12308941,,Alpár,,,,,,,Alpár,Alpár,Alpár,Alpár,Alpár,Alpár,Alpár,Alpár,Alpár,Alpár,Alpár
Q681468,Q12308941,Enrique,Enrique,エンリケ,恩里克,,إنريكي,אנריקה,Энрике,Enrique,Enrique,Enrique,Enrique,Enrique,Enrique,Enrique,Enrique,Enrique,Enrique,Enrique
Q685740,Q11879590,,Alóma,,,,,,,Alóma,Alóma,,,,,,,,,
Q686636,Q12308941,Amand,Amand,アムラン,,,,אמנד,,Amand,Amand,Amand,Amand,Amand,Amand,Amand,Amand,,Amand,
Q688492,Q12308941,Armindo,Armindo,アルマンド,,,,,,Armindo,Armindo,Armindo,Armindo,Armindo,Armindo,Armindo,Armindo,Armindo,Armindo,Armindo
Q693532,Q101352,Arnheim,Arnheim,アーンハイム,,,ارنهييم,,Арнгейм,Arnheim,Arnheim,Arnheim,Arnheim,Arnheim,Arnheim,Arnheim,Arnheim,Arnheim,Arnheim,Arnheim
Q694764,Q101352,Arnold,Arnold,アーノルド,阿诺德,,أرنولد,ארנולד,Арнольд,Arnold,Arnold,Arnold,Arnold,Arnold,Arnold,Arnold,Arnold,,Arnold,
Q714588,Q11879590,Domitilla,Domitilla,,多米蒂拉,,,דומיטילה,,Domitilla,Domitilla,Domitilla,Domitilla,Domitilla,Domitilla,Domitilla,Domitilla,Domitilla,Domitilla,Domitilla
Q722780,Q101352,,Ashkenazi,アシュケナージ,,,اشكنازي,אשכנזי,Ашкенази,Aschkenasi,Ashkenazi,Ashkenazi,Ashkenazi,Ashkenazi,Ashkenazi,,,Ashkenazi,,
Q723740,Q101352,Асенов,Asenov,,阿森诺夫,,,,Асенов,Assenow,Asenov,Asenov,Asenov,Asenov,Asenov,,,Asenov,,
Q732780,Q101352,Asllani,Asllani,アスラニ,,아슬라니,,,Аслани,Asllani,Asllani,Asllani,Asllani,Asllani,Asllani,Asllani,Asllani,Asllani,Asllani,Asllani
Q733436,Q101352,Asmussen,Asmussen,アスムッセン,,,أسموسين,,Асмуссен,Asmussen,Asmussen,Asmussen,Asmussen,Asmussen,Asmussen,Asmussen,Asmussen,Asmussen,Asmussen,Asmussen
Q744012,Q11879590,Estelle,Estelle,エステル,埃丝特尔,,إستيل,אסטל,Эстель,Estelle,Estelle,Estelle,Estelle,Estelle,Estelle,Estelle,Estelle,Estelle,Estelle,Estelle
Q746076,Q12308941,Gustav,Gustav,グスターヴ,古斯塔夫,,غوستاف,גוסטב,Густав / Гюстав,Gustav,Gustav,Gustav,Gustav,Gustav,Gustav,Gustav,Gustav,Gustav,Gustav,Gustav
Q759036,Q12308941,Audronius,Audronius,アウグステ,,,,,,Audronius,Audronius,Audronius,Audronius,Audronius,Audronius,Audronius,Audronius,Audronius,Audronius,Audronius
Q770236,Q11879590,Anikó,Anikó,,阿尼科,,,אניקו,,Anikó,Anikó,Anikó,Anikó,Anikó,Anikó,Anikó,Anikó,Anikó,Anikó,Anikó
Q771948,Q12308941,Aulis,Aulis,,,,,,,Aulis,Aulis,Aulis,Aulis,Aulis,Aulis,Aulis,Aulis,Aulis,Aulis,Aulis
Q771980,Q202444,Antea,Antea,,,,,,,Antea,Antea,Antea,Antea,Antea,Antea,Antea,Antea,Antea,Antea,Antea
Q772156,Q11879590,Szellő,Szellő,,,,,,,Szellő,,,,,,,,,,
Q775244,Q11879590,Aurélie,Aurélie,オレリー,奥雷莉,,,אורלי,Орели,Aurélie,Aurélie,Aurélie,Aurélie,Aurélie,Aurélie,Aurélie,Aurélie,Aurélie,Aurélie,Aurélie
Q781212,Q12308941,,,,,,,,,,Augusztusz,,,,,,,,,
Q786556,Q11879590,Fanchon,Fanchon,,,,,,,Fanchon,Fanchon,Fanchon,Fanchon,Fanchon,Fanchon,Fanchon,Fanchon,Fanchon,Fanchon,Fanchon
Q790540,Q12308941,,,,,,,,,,,,,,,,,,,
Q791660,Q12308941,,Beatus,,,,,,Беатус,Beatus,Beatus,Beatus,Beatus,Beatus,Beatus,Beatus,Beatus,Beatus,Beatus,Beatus
Q792844,Q11879590,Benedikta,Benedikta,ベネディクタ,本尼迪塔,,,,,Benedikta,Benedikta,Benedikta,Benedikta,Benedikta,Benedikta,Benedikta,Benedikta,Benedikta,Benedikta,Benedikta
Q792972,Q12308941,Aykut,Aykut,,艾库特,,,אייקוט,,Aykut,Aykut,Aykut,Aykut,Aykut,Aykut,Aykut,Aykut,Aykut,Aykut,Aykut
Q793292,Q101352,Aysan,Aysan,,艾桑,,,,,Aysan,Aysan,Aysan,Aysan,Aysan,Aysan,Aysan,Aysan,Aysan,Aysan,Aysan
Q799180,Q101352,Badjie,Badjie,,,,,,,Badjie,Badjie,Badjie,Badjie,Badjie,Badjie,Badjie,,Badjie,,
Q804524,Q11879590,Blondina,Blondina,,,,,,,Blondina,Blondina,Blondina,Blondina,Blondina,Blondina,Blondina,Blondina,Blondina,Blondina,Blondina
Q804988,Q101352,,Chen,陳,陳,천,تشان,צ'ן,Чэнь / Чхань,Chen,Chen,Chen,Chen,Chén,Chen,Chen,Chen,Chen,Chen,Chen
Q806812,Q101352,Banko,Banko,,,,,,,Banko,Banko,Banko,Banko,Banko,Banko,Banko,Banko,Banko,Banko,Banko
Q809708,Q12308941,Barış,Barış,バルシュ,巴勒什,,,,,Barış,Barış,Barış,Barış,Barış,Barış,Barış,Barış,Barış,Barış,Barış
Q812604,Q101352,Bayrhoffer,Bayrhoffer,,,,,,,Bayrhoffer,Bayrhoffer,Bayrhoffer,Bayrhoffer,Bayrhoffer,Bayrhoffer,Bayrhoffer,Bayrhoffer,Bayrhoffer,Bayrhoffer,Bayrhoffer
Q814860,Q101352,Beisel,Beisel,,,,,,Бейсел,Beisel,Beisel,Beisel,Beisel,Beisel,Beisel,Beisel,Beisel,Beisel,Beisel,Beisel
Q817244,Q101352,Bengtson,Bengtson,,,,بينغتسون,,,Bengtson,Bengtson,Bengtson,Bengtson,Bengtson,Bengtson,Bengtson,Bengtson,Bengtson,Bengtson,Bengtson
Q826460,Q101352,Bernhart,Bernhart,,,,,,,Bernhart,Bernhart,Bernhart,Bernhart,Bernhart,Bernhart,Bernhart,Bernhart,Bernhart,Bernhart,Bernhart
Q826636,Q101352,Bernini,Bernini,ベルニーニ,贝尔尼尼,,,,Бернини,Bernini,Bernini,Bernini,Bernini,Bernini,Bernini,Bernini,Bernini,Bernini,Bernini,Bernini
Q833532,Q11879590,Bogárka,Bogárka,,,,,,,Bogárka,Bogárka,Bogárka,Bogárka,Bogárka,Bogárka,Bogárka,Bogárka,Bogárka,Bogárka,Bogárka
Q853724,Q12308941,,,,,,,,,,,,,,,,,,,
Q854652,Q101352,,Bešlagić,,,,,,,Bešlagić,Bešlagić,Bešlagić,Bešlagić,Bešlagić,Bešlagić,Bešlagić,Bešlagić,Bešlagić,Bešlagić,Bešlagić
Q854748,Q11879590,Timea,Timea,,,,,טימאה,Тимея,Timea,Timea,Timea,Timea,Timea,Timea,Timea,Timea,Timea,Timea,Timea
Q856300,"Q202444,Q101352",,Meng,孟,孟,멍,,,,Meng,Meng,,,Meng,,,,Meng,,
Q866108,Q101352,Bischof,Bischof,ビショフ,比朔夫,,,,Бишоф,Bischof,Bischof,Bischof,Bischof,Bischof,Bischof,Bischof,Bischof,Bischof,Bischof,Bischof
Q867180,Q12308941,,,,,,,,,,,,,,,,,,,
Q867420,Q11879590,,,,,,,,,,,,,,,,,,,
Q871580,Q12308941,Csenger,Csenger,,,,,,,,,,,,,,,,,
Q873084,Q12308941,,,,,,,,,,,,,,,,,,,
Q892780,Q101352,Bonnet,Bonnet,ボネ,博内特,,بونيت,,Бонне,Bonnet,Bonnet,Bonnet,Bonnet,Bonnet,Bonnet,Bonnet,Bonnet,Bonnet,Bonnet,Bonnet
Q892844,Q101352,,Bonomo,ボノモ,博诺莫,,,,Бономо,Bonomo,Bonomo,Bonomo,Bonomo,Bonomo,Bonomo,Bonomo,Bonomo,Bonomo,Bonomo,Bonomo
Q897164,Q101352,Braendlin,Braendlin,,,,,,,Braendlin,Braendlin,Braendlin,Braendlin,Braendlin,Braendlin,Braendlin,Braendlin,Braendlin,Braendlin,Braendlin
Q904028,Q12308941,Denton,Denton,デントン,,,,,,Denton,Denton,Denton,,Denton,Denton,Denton,,,Denton,
Q917132,Q12308941,Cem,Cem,ジェム,杰姆,,شيم,ג'ם,Джем,Cem,Cem,Cem,Cem,Cem,Cem,Cem,Cem,Cem,Cem,Cem
Q917420,Q11879590,Bringfriede,Bringfriede,,,,,,,Bringfriede,Bringfriede,Bringfriede,Bringfriede,Bringfriede,Bringfriede,Bringfriede,Bringfriede,Bringfriede,Bringfriede,Bringfriede
Q922876,Q11879590,Sidonia,Sidonia,シドニア,西顿,,,סידוניא,Сидония,Sidonia,Sidonia,Sidonia,Sidonia,Sidonia,Sidonia,Sidonia,Sidonia,Sidonia,Sidonia,Sidonia
Q950780,Q11879590,Florence,Florence,フローレンス,弗洛伦丝,,فلورنس,פלורנס,Флоренс / Флоранс,Florence,Florence,Florence,Florence,Florence,Florence,Florence,Florence,Florence,Florence,Florence
Q965276,Q12308941,Kwame,Kwame,クワメ,夸梅,콰메,كوامي,קוואמה,Кваме,Kwame,Kouamé,Kwame,Kwame,Kwame,Kwame,Kwame,Kwame,Kwame,Kwame,Kwame
Q971212,Q12308941,Ilmari,Ilmari,イルマリ,伊尔马利,,,אילמרי,Илмари,Ilmari,Ilmari,Ilmari,Ilmari,Ilmari,Ilmari,Ilmari,Ilmari,Ilmari,Ilmari,Ilmari
Q980636,Q101352,García,García,ガルシア,加西亚,가르시아,غارسيا,גארסיה,Гарсия,García,García,García,García,García,García,García,García,García,García,García
Q987212,Q12308941,Döme,Döme,,,,,דמה,Дёме,Döme,Döme,Döme,Döme,Döme,Döme,Döme,Döme,Döme,Döme,Döme
Q987628,Q11879590,,,,,,,,,,,,,,,,,,,
Q989292,Q11879590,Emeryta,Emeryta,,,,,,,Emeryta,Emeryta,Emeryta,Emeryta,Emeryta,Emeryta,Emeryta,Emeryta,Emeryta,Emeryta,Emeryta
Q993484,Q12308941,Eutim,Eutim,,,,,,,Eutim,,,,,,,,,,
Q993708,Q12308941,Everard,Everard,エヴァラード,埃弗拉德,,إيفيرارد,,Эверард,Everard,Everard,Everard,Everard,Everard,Everard,Everard,Everard,Everard,Everard,Everard
Q994140,Q11879590,Dimitra,Dimitra,,,,,,,Dimitra,Dimitra,Dimitra,Dimitra,Dimitra,Dimitra,Dimitra,Dimitra,Dimitra,Dimitra,Dimitra
Q994364,Q12308941,Ezechiele,Ezechiele,,,,,,,Ezechiele,Ezechiele,Ezechiele,Ezechiele,Ezechiele,Ezechiele,Ezechiele,Ezechiele,Ezechiele,Ezechiele,Ezechiele
Q995484,Q11879590,Fabrícia,Fabrícia,,,,,,,,Fabrícia,,Fabrícia,,,,,,,
Q1001948,Q12308941,Albin,Albin,アルビン,阿尔宾,,ألبين,אלבין,Альбин / Альбен,Albin,Albin,Albin,Albin,Albin,Albin,Albin,Albin,Albin,Albin,Albin
Q1002620,Q12308941,Folkus,Folkus,,,,,,,Folkus,Folkus,,,,,,,,,
Q1004172,Q101352,Fröhlich,Fröhlich,フローリック,弗洛里希,,فروليش,,Фрёлих,Fröhlich,Fröhlich,Fröhlich,Fröhlich,Fröhlich,Fröhlich,Fröhlich,Fröhlich,,Fröhlich,
Q1016412,Q12308941,Burkhard,Burkhard,ブルクハルト,伯克哈德,,بوركهارد,בורקארד,Буркхард,Burkhard,Burkhard,Burkhard,Burkhard,Burkhard,Burkhard,Burkhard,Burkhard,Burkhard,Burkhard,Burkhard
Q1016572,Q101352,Burkholder,Burkholder,,,,بيركهولدر,,,Burkholder,Burkholder,Burkholder,Burkholder,Burkholder,Burkholder,Burkholder,Burkholder,Burkholder,Burkholder,Burkholder
Q1025452,Q12308941,Caesarius,Caesarius,,,,,,,Caesarius,Caesarius,Caesarius,Caesarius,Caesarius,Caesarius,Caesarius,Caesarius,Caesarius,Caesarius,Caesarius
Q1030956,Q12308941,Gallo,Gallo,ガーロ,,,غالو,,,Gallo,Gallo,Gallo,Gallo,Gallo,Gallo,Gallo,Gallo,Gallo,Gallo,Gallo
Q1034508,Q11879590,,,,,,,,,,,,,,,,,,,
Q1035612,Q11879590,Hermia,Hermia,,,,,,,Hermia,Hermia,Hermia,Hermia,Hermia,Hermia,Hermia,Hermia,Hermia,Hermia,Hermia
Q1042460,Q12308941,Rajmund,Rajmund,ライムンド,,,,,Раймунд,Rajmund,Rajmund,Rajmund,Rajmund,Rajmund,Rajmund,Rajmund,Rajmund,Rajmund,Rajmund,Rajmund
Q1043068,Q101352,,Shi,石,石,스,,שי,,Shi,Shi,Seok,Shi,Shi,Shi,Shi,Shi,Shi,Shi,Shi
Q1050684,Q11879590,Caterina,Caterina,カテリーナ,卡泰丽娜,,كاترينا,קתרינה,Катерина,Caterina,Caterina,Caterina,Caterina,Caterina,Caterina,Caterina,Caterina,,Caterina,
Q1055020,Q12308941,,,,,,,,,,,,,,,,,,,
Q1057724,Q11879590,Cethlenn,Cethlenn,セスリーン,,케흘렌,,,,Cethlionn,Cethlenn,Cethlenn,Cethlenn,Cethlenn,Cethlenn,Cethlenn,Cethlenn,Cethlenn,Cethlenn,Cethlenn
