geni_id	qid	label	created	note
6000000005607426327	Q11959067
6000000003492005111	Q141152512
6000000003491986946	Q141152523
6000000003492005121	Q141152600
6000000003492005126	Q141152614
6000000003492005131	Q141162040
6000000003492005136	Q141162041
6000000003492005141	Q141162043
6000000003492005146	Q141162044
6000000003492005151	Q141162045
6000000003492005156	Q141162046
6000000021079935250	Q141168784
6000000021197722738	Q141168785
6000000035698611873	Q141168786
6000000033774070464	Q141168787
6000000037693739967	Q141168788
6000000035698494074	Q141168789
6000000006572523374	Q141168792
6000000037737979829	Q141168794
6000000009126453497	Q141168797
6000000033773908408	Q141168801
6000000021197841042	Q141168803
6000000035698546990	Q141168805
6000000033773925586	Q141168809
6000000006570861816	Q141168811
6000000003492005176	Q141168816
6000000035698428095	Q141168820
6000000035698619913	Q141168824
6000000005607426344	Q141168827
6000000006573130134	Q141168830
6000000003492005171	Q141168833
6000000006572799149	Q141168837
6000000005606976813	Q3143008
6000000003492005116	Q467497
