path,files,bytes,workflow_refs,pipeline_code_refs,test_refs,doc_refs,example_refs
paths_for_wikidata_isolates/Geni - Johan Browallius (1707-1755)- Turku-Åbo_files/,56,4109970,0,0,0,0,
paths_for_wikidata_isolates/Geni - Johan Carl Wilcke (1732-1796)- Stockholm_files/,52,4115670,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Johan Ernst Gunnerus, Biskop i Trondheim (1718-1773)- Kristiansund_files/",55,4112346,0,0,0,0,
paths_for_wikidata_isolates/Geni - Johan Floderius (Floderus) (1721-1789)_files/,59,4120524,0,0,0,0,
paths_for_wikidata_isolates/Geni - Johan Friis (1820-1875)- Kristiansand_files/,52,4183913,0,0,0,0,
paths_for_wikidata_isolates/Geni - Johan Gottschalk Wallerius (1709-1785)- Uppsala_files/,55,4139950,0,0,0,0,
paths_for_wikidata_isolates/Geni - Johan Hjalmar Théel (Tjäder) (1848-1937)- Stockholm_files/,52,4104908,0,0,0,0,
paths_for_wikidata_isolates/Geni - Johan Marnburg (1882-1966)- Stavanger_files/,52,4187848,0,0,0,0,
paths_for_wikidata_isolates/Geni - Johan Peter Weisse (1832-1886)- Kristiania_files/,60,4119633,0,0,0,0,
paths_for_wikidata_isolates/Geni - Johan Severin Axell (1843-1892)- Wiesbaden_files/,53,4142018,0,0,0,0,
paths_for_wikidata_isolates/Geni - Johan Wolter Arnberg (1832-1900)_files/,52,4109671,0,0,0,0,
paths_for_wikidata_isolates/Geni - Johann Christian Ernesti (1695-1768)- Bad Langensalza_files/,51,4182853,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Johann Christian von Klein (Klein), Dr. (1659-1732)_files/",51,4097495,0,0,0,0,
paths_for_wikidata_isolates/Geni - Johann Christoph Mylius (1710-1756)- Jena_files/,52,4194085,0,0,0,0,
paths_for_wikidata_isolates/Geni - Johann Vollrath Christian Heinrich Bünger (1782-1842)_files/,51,4187253,0,0,0,0,
paths_for_wikidata_isolates/Geni - Johannes Alle Faber (1925-2007)- Bennekom_files/,51,4115227,0,0,0,0,
paths_for_wikidata_isolates/Geni - Johannes Botvid Elias Melin (1889-1979)_files/,58,4112909,0,0,0,0,
paths_for_wikidata_isolates/Geni - Johannes Hendrikus Becking (1890-1972)_files/,52,4182671,0,0,0,0,
paths_for_wikidata_isolates/Geni - Johannes Jonasson Columbus (Columbus) (1640-1684)- Uppsala_files/,50,4102285,0,0,0,0,
paths_for_wikidata_isolates/Geni - Johannes Svenonis Raumannus (c.1570-1614)- Uppsala_files/,56,4114723,0,0,0,0,
paths_for_wikidata_isolates/Geni - John Johnsen Norem (1888-1976)- Stavanger_files/,52,4189451,0,0,0,0,
paths_for_wikidata_isolates/Geni - John Kirk Train Varnedoe (1946-2003)_files/,52,4103792,0,0,0,0,
paths_for_wikidata_isolates/Geni - John Lawrence Ashbery (1927-2017)- Hudson_files/,60,4201594,0,0,0,0,
paths_for_wikidata_isolates/Geni - John Ugelstad (1921-1997)- Trondheim_files/,53,4112820,0,0,0,0,
paths_for_wikidata_isolates/Geni - Jonas Hallenberg (1748-1834)- Stockholm_files/,51,4186161,0,0,0,0,
paths_for_wikidata_isolates/Geni - Joonas Kokkonen (1921-1996)- Järvenpää_files/,72,4263155,0,0,0,0,
paths_for_wikidata_isolates/Geni - Josef Svennung (1895-1985)- Uppsala_files/,51,4105206,0,0,0,0,
paths_for_wikidata_isolates/Geni - Joseph Aloisius Ratzinger (1927-2022)- Vatican City_files/,62,4158131,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Joseph Hooton Taylor, Jr._files/",53,4111268,0,0,0,0,
paths_for_wikidata_isolates/Geni - Josip Plemelj (1873-1967)- Ljubljana_files/,52,4105545,0,0,0,0,
paths_for_wikidata_isolates/Geni - Jouko Matti Virkkunen (1933-2011)- Espoo_files/,55,4194667,0,0,0,0,
paths_for_wikidata_isolates/Geni - Juan Antonio Orrego Salas (1919-2019)- Bloomington_files/,56,4118778,0,0,0,0,
paths_for_wikidata_isolates/Geni - Juho Heikki Vennola (Karhu) (1872-1938)- Helsinki_files/,56,4114603,0,0,0,0,
paths_for_wikidata_isolates/Geni - Jukka Ammondt (Riiluoto)_files/,55,4196692,0,0,0,0,
paths_for_wikidata_isolates/Geni - Julius Severin Wilhelm Lassen (1847-1923)- København Ø_files/,56,4108987,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Just Henrich von Ely, Eidsvollsmann (1759-1824)- Kristiansand, Vest-Agder_files/",55,4118069,0,0,0,0,
paths_for_wikidata_isolates/Geni - Jöns Ivan Hjalmar Frisk (1900-1984)_files/,53,4125486,0,0,0,0,
paths_for_wikidata_isolates/Geni - Kaare Alexander Ørnung (1931-2013)_files/,50,4100566,0,0,0,0,
paths_for_wikidata_isolates/Geni - Kaarlo Rafael Koskimies (Forsman) (1898-1977)- Helsinki_files/,59,4200731,0,0,0,0,
paths_for_wikidata_isolates/Geni - Kaarlo Veikko Paatero (Pelin) (1903-1986)- Helsinki_files/,54,4191436,0,0,0,0,
paths_for_wikidata_isolates/Geni - Kaj Gabriel Franck (1911-1989)_files/,63,4242447,0,0,0,0,
paths_for_wikidata_isolates/Geni - Kalle Putkisto (1919-1997)- Helsinki_files/,58,4123256,0,0,0,0,
paths_for_wikidata_isolates/Geni - Kansleri Ernst Philip Palmén (1916-1991)- Helsinki_files/,63,4234725,0,0,0,0,
paths_for_wikidata_isolates/Geni - Karl Aimo (_Kalle_) Achté (1928-2019)- Helsinki_files/,63,4244426,0,0,0,0,
paths_for_wikidata_isolates/Geni - Karl August Julius Schmitt-Walter (1900-1985)- Kreuth_files/,60,4146922,0,0,0,0,
paths_for_wikidata_isolates/Geni - Karl Bertil Mathias Qvist (1920-1991)- S_t Karins - Kaarina_files/,52,4105873,0,0,0,0,
paths_for_wikidata_isolates/Geni - Karl Frithiof Sundman (1873-1949)- Helsinki_files/,56,4190894,0,0,0,0,
paths_for_wikidata_isolates/Geni - Karl Gösta_ Liebert (1916-1998)_files/,50,4096970,0,0,0,0,
paths_for_wikidata_isolates/Geni - Karl Oskar Karl Medin (1847-1927)- Stockholm_files/,50,4102258,0,0,0,0,
paths_for_wikidata_isolates/Geni - Karl Reinhard Müller (1774-1861)_files/,50,4180801,0,0,0,0,
paths_for_wikidata_isolates/Geni - Karl-Birger Blomdahl (1916-1968)- Kungsängen_files/,56,4108637,0,0,0,0,
paths_for_wikidata_isolates/Geni - Karsten Olai Johannessen (1920-1997)- Copenhagen_files/,61,4218482,0,0,0,0,
paths_for_wikidata_isolates/Geni - Katri Elina Rehtijärvi (Tynni) (1912-1987)- Helsinki_files/,56,4110247,0,0,0,0,
paths_for_wikidata_isolates/Geni - Kichimatsu Kishi (1872-1956)- Orange_files/,52,4196708,0,0,0,0,
paths_for_wikidata_isolates/Geni - Kjetil Jansrud_files/,52,4105807,0,0,0,0,
paths_for_wikidata_isolates/Geni - Knut Emil Lundmark (1889-1958)- Apotekaren 5_files/,49,4105582,0,0,0,0,
paths_for_wikidata_isolates/Geni - Kristen Nygaard (1926-2002)- Oslo_files/,51,4098501,0,0,0,0,
paths_for_wikidata_isolates/Geni - Kristian Olaf Bernard Birkeland (1867-1917)_files/,63,4137914,0,0,0,0,
paths_for_wikidata_isolates/Geni - Kristoffer Bertram Louis Berg (1867-1944)- Stavanger_files/,54,4186531,0,0,0,0,
paths_for_wikidata_isolates/Geni - Kylee Curtis (1994-1994)- Payson_files/,49,4097527,0,0,0,0,
paths_for_wikidata_isolates/Geni - Kyösti Haataja (1881-1956)- Pälkäne_files/,55,4117468,0,0,0,0,
paths_for_wikidata_isolates/Geni - Lars Arvid Axel von Haartman (1919-1998)- Helsinki_files/,61,4217778,0,0,0,0,
paths_for_wikidata_isolates/Geni - Lars Fridthjofsen Tokstad Sem Platou (1920-2003)_files/,51,4103269,0,0,0,0,
paths_for_wikidata_isolates/Geni - Lars Kristian Holm Brynildsen (1954-2009)- Bergen_files/,50,4097633,0,0,0,0,
paths_for_wikidata_isolates/Geni - Lars Larsen Hertervig (1830-1902)- Stavanger_files/,53,4119919,0,0,0,0,
paths_for_wikidata_isolates/Geni - Lars Magnus Möller (1857-1912)- Stockholm_files/,51,4187728,0,0,0,0,
paths_for_wikidata_isolates/Geni - Lars Martinsson Ramndal (Dysjaland) (1893-1971)_files/,54,4113909,0,0,0,0,
paths_for_wikidata_isolates/Geni - Laurentius Petri Gothus (1529-1579)- Uppsala_files/,60,4228360,0,0,0,0,
paths_for_wikidata_isolates/Geni - Lauri Einari Kettunen (1885-1963)- Helsinki_files/,71,4144409,0,0,0,0,
paths_for_wikidata_isolates/Geni - Laurids Engelstoft (1774-1851)_files/,53,4115174,0,0,0,0,
paths_for_wikidata_isolates/Geni - Lauritz Scavenius (1562-1626)- Stavanger_files/,61,4129328,0,0,0,0,
paths_for_wikidata_isolates/Geni - Lauritz Wilhelm Hansen (1879-1953)- Stavanger_files/,51,4183285,0,0,0,0,
paths_for_wikidata_isolates/Geni - Lehre Livingston Dantzler (1878-1958)- Lexington_files/,53,4105335,0,0,0,0,
paths_for_wikidata_isolates/Geni - Leo Reino Sario (1916-2009)- Santa Monica_files/,53,4188711,0,0,0,0,
paths_for_wikidata_isolates/Geni - Leon Detela (1902-1982)_files/,50,4102258,0,0,0,0,
paths_for_wikidata_isolates/Geni - Leonard Wickstrøm (1910-1944)_files/,52,4186428,0,0,0,0,
paths_for_wikidata_isolates/Geni - Leonid Hurwicz (1917-2008)- Minneapolis_files/,61,4219461,0,0,0,0,
paths_for_wikidata_isolates/Geni - Lewis Edward Yablonsky (1924-2014)_files/,57,4155058,0,0,0,0,
paths_for_wikidata_isolates/Geni - Lindor Serrurier (1846-1901)_files/,51,4188244,0,0,0,0,
paths_for_wikidata_isolates/Geni - Lorenz Jacob Wasmer Ritter von Stein (1815-1890)_files/,52,4111495,0,0,0,0,
paths_for_wikidata_isolates/Geni - Lorenzo Corsini (1652-1740)- Rome_files/,58,4118226,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Lothar of Segni, pope Innocent III (1160-1216)- Perugia_files/",56,4207011,0,0,0,0,
paths_for_wikidata_isolates/Geni - Luciano Anceschi (1911-1995)_files/,50,4107620,0,0,0,0,
paths_for_wikidata_isolates/Geni - Ludovico Paolo Francesco Buglio (1606-1682)- Pechino_files/,53,4112198,0,0,0,0,
paths_for_wikidata_isolates/Geni - Ludvig Holm-Olsen (1914-1990)- Bergen_files/,53,4185004,0,0,0,0,
paths_for_wikidata_isolates/Geni - Luka Modrić_files/,60,4109943,0,0,0,0,
paths_for_wikidata_isolates/Geni - Léopold Sancke (1815-1874)- Brussels_files/,50,4097837,0,0,0,0,
paths_for_wikidata_isolates/Geni - Maffeo Vincenzo Barberini (1568-1644)- Rome_files/,58,4119185,0,0,0,0,
paths_for_wikidata_isolates/Geni - Magnus Bernhard Olsen (1878-1963)_files/,59,4197695,0,0,0,0,
paths_for_wikidata_isolates/Geni - Marcel Paul Junod (1904-1961)- Geneva_files/,51,4114558,0,0,0,0,
paths_for_wikidata_isolates/Geni - Marinus Jan Granpré Molière (1883-1972)- Wassenaar_files/,52,4187255,0,0,0,0,
paths_for_wikidata_isolates/Geni - Martin Hans Christian Knudsen (1871-1949)- Gentofte_files/,55,4113022,0,0,0,0,
paths_for_wikidata_isolates/Geni - Martin Henriksson Stodius (1590-1676)- Nådendal_files/,55,4109462,0,0,0,0,
paths_for_wikidata_isolates/Geni - Martin Nag (1927-2015)- Oslo_files/,62,4219862,0,0,0,0,
paths_for_wikidata_isolates/Geni - Martin Welker (1819-1902)- Wooster_files/,54,4113068,0,0,0,0,
paths_for_wikidata_isolates/Geni - Mary Noble Garretson (Welleck) (1896-1971)_files/,50,4103309,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Masami Ehara-Kuni, (Pak Yeong-in) (1908-2007)- Los Angeles_files/",55,4188039,0,0,0,0,
paths_for_wikidata_isolates/Geni - Michael Heltzer (1928-2010)- Haifa_files/,54,4112604,0,0,0,0,
paths_for_wikidata_isolates/Geni - Michael Malvin Michaelsen (1889-1966)- Stavanger_files/,50,4180741,0,0,0,0,
paths_for_wikidata_isolates/Geni - Michelangelo Conti (1655-1724)- Rome_files/,57,4113591,0,0,0,0,
paths_for_wikidata_isolates/Geni - Minnie Bruce Pratt (1946-d.)_files/,53,4112874,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Mordechai Zeev Ettinger, A.B.D. Lwow (1804-1863)- Jochberg_files/",53,4103169,0,0,0,0,
paths_for_wikidata_isolates/Geni - Morten Smith Petersen (1751-1825)- Sem_files/,57,4196636,0,0,0,0,
paths_for_wikidata_isolates/Geni - Moses Coit Tyler (1835-1900)- Ithaca_files/,55,4193173,0,0,0,0,
paths_for_wikidata_isolates/Geni - Muhammad Al-Hashemi (570-632)- Al Madinah_files/,67,4216960,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Möngkä~Tämur, Khan of the Golden Horde (c.1245-1283)_files/",58,4191312,0,0,0,0,
paths_for_wikidata_isolates/Geni - Nelly Leonie Sachs (1891-1970)- Stockholm urban area_files/,62,4249196,0,0,0,0,
paths_for_wikidata_isolates/Geni - Niccolò Sfondrati (1535-1591)- Rome_files/,55,4118001,0,0,0,0,
paths_for_wikidata_isolates/Geni - Nick Bostrom_files/,53,4106739,0,0,0,0,
paths_for_wikidata_isolates/Geni - Nicola Jaeger (1903-1975)- Milan_files/,54,4199663,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Nicolai Edinger Sørensen Balle (1744-1816)- København, Vor Frue_files/",58,4117820,0,0,0,0,
paths_for_wikidata_isolates/Geni - Niels Carl Michael(ius) Flindt Dahl (1812-1865)- Frederiksberg_files/,53,4208184,0,0,0,0,
paths_for_wikidata_isolates/Geni - Niels Henning Ørsted Pedersen (1946-2005)- Ishøj_files/,52,4109335,0,0,0,0,
paths_for_wikidata_isolates/Geni - Niels Thorkild Rovsing (1862-1927)_files/,57,4116007,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Niels Wilhelm Gade (1817-1890)- Holmens Sogn, København_files/",61,4136139,0,0,0,0,
paths_for_wikidata_isolates/Geni - Nikòlaos de Bari (270-352)_files/,55,4142966,0,0,0,0,
paths_for_wikidata_isolates/Geni - Nils Alstrup Dahl (1911-2001)- Oslo_files/,56,4198729,0,0,0,0,
paths_for_wikidata_isolates/Geni - Nils Bernhard Gregor Paulsson (1889-1977)_files/,51,4113074,0,0,0,0,
paths_for_wikidata_isolates/Geni - Nils Gustaf Axelsson Wollin (Axelsson) (1892-1964)_files/,55,4110171,0,0,0,0,
paths_for_wikidata_isolates/Geni - Nils Karlsen Ørvik (1918-2005)_files/,51,4101008,0,0,0,0,
paths_for_wikidata_isolates/Geni - Nils Olof Holst (1846-1918)_files/,53,4185871,0,0,0,0,
paths_for_wikidata_isolates/Geni - Nils Olof Zeilon (1886-1958)_files/,51,4103729,0,0,0,0,
paths_for_wikidata_isolates/Geni - Olaf Helliesen Lange (1875-1965)- Stavanger_files/,53,4106656,0,0,0,0,
paths_for_wikidata_isolates/Geni - Olaf Pedersen (1920-1997)_files/,50,4180597,0,0,0,0,
paths_for_wikidata_isolates/Geni - Olav Hindahl (1892-1963)_files/,49,4101865,0,0,0,0,
paths_for_wikidata_isolates/Geni - Olavi Valdemar Peräsalo (1913-1966)- Helsinki_files/,55,4128840,0,0,0,0,
paths_for_wikidata_isolates/Geni - Ole Arnt Buer Rosholdt (1940-2018)_files/,50,4099343,0,0,0,0,
paths_for_wikidata_isolates/Geni - Ole Fredrik Olden (1879-1963)- Stavanger_files/,59,4124116,0,0,0,0,
paths_for_wikidata_isolates/Geni - Ole Gabriel Gabrielson Kverneland (1854-1941)- Time_files/,56,4125496,0,0,0,0,
paths_for_wikidata_isolates/Geni - Ole Mathias Abrahamsen (1883-1980)_files/,51,4104466,0,0,0,0,
paths_for_wikidata_isolates/Geni - Ole Myrvoll (Jensen) (1911-1988)- Bergen_files/,51,4184190,0,0,0,0,
paths_for_wikidata_isolates/Geni - Ole RØISLAND (1911-c.1975)- Stavanger_files/,49,4101856,0,0,0,0,
paths_for_wikidata_isolates/Geni - Olli Juhani Järvinen (1950-1990)_files/,52,4182770,0,0,0,0,
paths_for_wikidata_isolates/Geni - Oluf Eilert Løseth (1858-1945)_files/,49,4096485,0,0,0,0,
paths_for_wikidata_isolates/Geni - Oscar Stig Wikander (1908-1983)- Uppsala (C)_files/,60,4192687,0,0,0,0,
paths_for_wikidata_isolates/Geni - Oskar Carl Gustaf Sillén (1883-1965)- Stockholm_files/,54,4185463,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Ottaviano, dei conti di Tuscolo (c.936-964)- Rome_files/",58,4117330,0,0,0,0,
paths_for_wikidata_isolates/Geni - Otto Adolf Ludwig Intze (1843-1904)- Aachen_files/,51,4196606,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Otto Colonna, pope Martin V (1368-1431)- Roma_files/",55,4114897,0,0,0,0,
paths_for_wikidata_isolates/Geni - Otto Halpern (1899-1982)- London_files/,58,4134325,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Ottobono Fieschi, pope Adrian V (1205-1276)- Viterbo_files/",57,4130527,0,0,0,0,
paths_for_wikidata_isolates/Geni - PM Ralf Johan Gustaf Törngren (1899-1961)- Turku_files/,64,4205443,0,0,0,0,
paths_for_wikidata_isolates/Geni - Paavo Ilmari Ravila (1902-1974)- Helsinki_files/,60,4206288,0,0,0,0,
paths_for_wikidata_isolates/Geni - Paavo Matti Väyrynen_files/,76,4249759,0,0,0,0,
paths_for_wikidata_isolates/Geni - Paolo Vinassa de Regny (1871-1957)_files/,50,4100365,0,0,0,0,
paths_for_wikidata_isolates/Geni - Papa Inocêncio VI Étienne Aubert (1282-1362)- Avignon_files/,59,4127148,0,0,0,0,
paths_for_wikidata_isolates/Geni - Paul Lawrence Modrich_files/,55,4116036,0,0,0,0,
paths_for_wikidata_isolates/Geni - Paul Stohrer (1909-1975)- Stuttgart_files/,50,4102984,0,0,0,0,
paths_for_wikidata_isolates/Geni - Peder Hansen Resen (1625-1688)- København_files/,58,4201066,0,0,0,0,
paths_for_wikidata_isolates/Geni - Peder Pavels Hielm (1781-1846)- Skien_files/,53,4226888,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Peder Valentin Rosenkilde, Eidsvollsmann (1772-1836)- Stavanger_files/",55,4149105,0,0,0,0,
paths_for_wikidata_isolates/Geni - Pedro Calmon Moniz de Bittencourt (1902-1985)- Rio de Janeiro_files/,67,4217626,0,0,0,0,
paths_for_wikidata_isolates/Geni - Pedro Julião Rebolo (c.1215-1277)- Viterbo_files/,58,4122539,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Pedro Martínez de Luna y Pérez de Gotor, papa Benedicto XIII, el Papa Luna (1328-1423)- Peníscola_Peñíscola_files/",54,4112186,0,0,0,0,
paths_for_wikidata_isolates/Geni - Pehr Kalm (1716-1779)- Turku_files/,65,4135141,0,0,0,0,
paths_for_wikidata_isolates/Geni - Pehr Victor Edman (1916-1977)- Munich_files/,61,4127133,0,0,0,0,
paths_for_wikidata_isolates/Geni - Pehr Wilhelmsson Wargentin (1717-1783)_files/,62,4149305,0,0,0,0,
paths_for_wikidata_isolates/Geni - Pekka Gustaf Grenquist (1907-1981)_files/,58,4199126,0,0,0,0,
paths_for_wikidata_isolates/Geni - Pekka Juhana Myrberg (1892-1976)- Helsinki_files/,60,4122109,0,0,0,0,
paths_for_wikidata_isolates/Geni - Pentti Juha Kalervo Kouri (1949-2009)- Los Angeles_files/,64,4230932,0,0,0,0,
paths_for_wikidata_isolates/Geni - Per Asbjørn Pedersen Tjøstland (1918-2004)- Stavanger_files/,52,4196644,0,0,0,0,
paths_for_wikidata_isolates/Geni - Per Gustaf Einar Sjövall (1879-1964)_files/,54,4112503,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Per Inge Torkelsen (1953-2021)- Radiumhospitalet, Oslo_files/",52,4121838,0,0,0,0,
paths_for_wikidata_isolates/Geni - Per Johan Magnus Ohlin (1910-1974)- Uppsala (C)_files/,53,4100114,0,0,0,0,
paths_for_wikidata_isolates/Geni - Per Nils Staffan Bergsten (1932-2022)_files/,52,4105918,0,0,0,0,
paths_for_wikidata_isolates/Geni - Per-Ingvar Brånemark (1929-2014)_files/,52,4121830,0,0,0,0,
paths_for_wikidata_isolates/Geni - Peter Moltesen (1914-2009)- Birkerød_files/,50,4102924,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Peter Petersen Waage (1833-1900)- Karl Johans gate 47, Oslo_files/",56,4108806,0,0,0,0,
paths_for_wikidata_isolates/Geni - Peter Wilhelm Bøckman (K. Bøckman) (1927-2006)_files/,54,4182775,0,0,0,0,
paths_for_wikidata_isolates/Geni - Peter_ Edvard Holm (1833-1915)- København_files/,56,4196007,0,0,0,0,
paths_for_wikidata_isolates/Geni - Philip Fischel Vineberg (1914-1987)- Montreal East_files/,56,4371324,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Philip Heinrich Kriebel, tegnelærer (1771-1846)- Stavanger_files/",53,4193550,0,0,0,0,
paths_for_wikidata_isolates/Geni - Phillip James Edwin _Jim_ Peebles_files/,56,4123203,0,0,0,0,
paths_for_wikidata_isolates/Geni - Pierre Roger de Beaufort (1329-1378)- Rome_files/,65,4196168,0,0,0,0,
paths_for_wikidata_isolates/Geni - Pietro Barbo (1417-1471)- Rome_files/,57,4132911,0,0,0,0,
paths_for_wikidata_isolates/Geni - Pietro Francesco Orsini (1649-1730)- Rome_files/,59,4116232,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Pietro Tomacelli, _Perrino_ (1356-1404)- Rome_files/",54,4121234,0,0,0,0,
paths_for_wikidata_isolates/Geni - Polde Bibič (1933-2012)- Ljubljana_files/,53,4113498,0,0,0,0,
paths_for_wikidata_isolates/Geni - Pope Adrian I di via Lata (c.700-795)- Roma_files/,58,4126878,0,0,0,0,
paths_for_wikidata_isolates/Geni - Pope Benedict VII (b. - 983)- Rome_files/,54,4196711,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Pope Calixtus III, Alfonso de Borja y Cavanilles (1378-1458)- Roma_files/",56,4117805,0,0,0,0,
paths_for_wikidata_isolates/Geni - Pope John Sicco (954-1003)- Rome_files/,54,4196031,0,0,0,0,
paths_for_wikidata_isolates/Geni - Pope John X (c.860-929)- Roma_files/,54,4114829,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Pope Paul di Orsini, I (700-767)- Roma_files/",57,4133046,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Pope Stephen di Orsini, II (714-757)- Roma_files/",59,4129405,0,0,0,0,
paths_for_wikidata_isolates/Geni - Poppo de' Curagnoni (b. - 1048)- Palestrina_files/,58,4131563,0,0,0,0,
paths_for_wikidata_isolates/Geni - Povl Ole Fanger (1934-2006)_files/,54,4109900,0,0,0,0,
paths_for_wikidata_isolates/Geni - Prof. Arne Wilhelm Kaurin Tiselius (1902-1971)_files/,56,4188824,0,0,0,0,
paths_for_wikidata_isolates/Geni - Prof. Carl Frithjof Smith (1859-1917)- Weimar_files/,51,4172616,0,0,0,0,
paths_for_wikidata_isolates/Geni - Prof. Dr. August Maria Leopold Karl Knoll (1900-1963)- Wien_files/,59,4222974,0,0,0,0,
paths_for_wikidata_isolates/Geni - Prof. Dr. Dr. h.c. mult Fritz Richard Baltzer (1884-1974)- Bern_files/,50,4105427,0,0,0,0,
paths_for_wikidata_isolates/Geni - Prof. Dr. Ernst Hermann Riesenfeld (1877-1957)- Stockholm_files/,51,4103066,0,0,0,0,
paths_for_wikidata_isolates/Geni - Prof. Dr. Julius Hirschwald (1845-1928)_files/,52,4110570,0,0,0,0,
paths_for_wikidata_isolates/Geni - Prof. Dr. med. August Ludolph Brauer (1865-1951)- Munich_files/,55,4114938,0,0,0,0,
paths_for_wikidata_isolates/Geni - Prof. Dr. phil. David Holde (1864-1938)- Berlin-Wilmersdorf_files/,54,4194004,0,0,0,0,
paths_for_wikidata_isolates/Geni - Prof. Dr. phil. Karl Wilhelm Baedeker (1877-1914)_files/,53,4190209,0,0,0,0,
paths_for_wikidata_isolates/Geni - Prof. Frank Johnson Goodnow (1859-1939)_files/,51,4106377,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Prof. Johann FRIEDRICH von Herrenschwand, Dr. (1881-1959)_files/",51,4102865,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Prof. Kai Viktor Johannes von Fieandt, Ph.D. (1909-2000)- Espoo_files/",63,4236297,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Prof. Richard MacGillivray Dawkins, FBA (1871-1955)- Oxford_files/",54,4104910,0,0,0,0,
paths_for_wikidata_isolates/Geni - Prof. Sigfrid Rafael Karsten (1879-1956)- Helsinki_files/,77,4160025,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Prof. Torsten Evert Karsten, Ph.D. (1870-1942)- Helsinki_files/",67,4131667,0,0,0,0,
paths_for_wikidata_isolates/Geni - Professor Abraham Thorberg (1759-1790)_files/,51,4122256,0,0,0,0,
paths_for_wikidata_isolates/Geni - Professor Axel Thue (1863-1922)- Oslo_files/,50,4100574,0,0,0,0,
paths_for_wikidata_isolates/Geni - Professor Stig Fredrik Sigurd Lindberg (1916-1982)- Circeo-Terracina_files/,56,4109841,0,0,0,0,
paths_for_wikidata_isolates/Geni - Ragnar Schreiner (1915-d.)_files/,51,4103655,0,0,0,0,
paths_for_wikidata_isolates/Geni - Ramon Prieto Bances (1889-1972)- Oviedo_files/,50,4102272,0,0,0,0,
paths_for_wikidata_isolates/Geni - Raphael (Jan) Høegh-Krohn (Krohn) (1938-1988)- Bærum_files/,55,4191908,0,0,0,0,
paths_for_wikidata_isolates/Geni - Reginald Aubrey Fessenden (1866-1932)_files/,54,4197640,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Representative Garland Hale Barr, IV_files/",55,4102014,0,0,0,0,
paths_for_wikidata_isolates/Geni - Richard Royce Schrock (1945-d.)_files/,55,4130521,0,0,0,0,
paths_for_wikidata_isolates/Geni - Rinaldo di Jenne dei Conti di Segni (c.1199-1261)- Viterbo_files/,52,4113488,0,0,0,0,
paths_for_wikidata_isolates/Geni - Risto Kalevi Tuomikoski (1911-1989)- Helsinki_files/,51,4188015,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Robert Francis Prevost, OSA_files/",57,4121732,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Roderic Llançol i de Borja (Borja), pope Alexander VI (1431-1503)- Rome_files/",62,4137448,0,0,0,0,
paths_for_wikidata_isolates/Geni - Rolf Rainer Otto Robert Westman (1927-2017)- Åbo_files/,53,4186699,0,0,0,0,
paths_for_wikidata_isolates/Geni - Roman_ August Adelheim (1881-1938)_files/,59,4112761,0,0,0,0,
paths_for_wikidata_isolates/Geni - Romanus di Tuscolo (b. - 1032)- Roma_files/,57,4117943,0,0,0,0,
paths_for_wikidata_isolates/Geni - Rudolf Max Isay (1886-1956)- Bonn_files/,47,4088353,0,0,0,0,
paths_for_wikidata_isolates/Geni - Rudolph Sophus Bergh (1859-1924)- Davos_files/,56,4121780,0,0,0,0,
paths_for_wikidata_isolates/Geni - Salomon Munk (1803-1867)- Paris_files/,58,4225690,0,0,0,0,
paths_for_wikidata_isolates/Geni - Samson Eitrheim (1872-1966)- Oslo_files/,53,4196537,0,0,0,0,
paths_for_wikidata_isolates/Geni - Samuel Karl Anders Wide (Pettersson) (1861-1918)- Uppsala_files/,50,4120469,0,0,0,0,
paths_for_wikidata_isolates/Geni - Sergius (864-911)- Roma_files/,62,4210304,0,0,0,0,
paths_for_wikidata_isolates/Geni - Shah Sultan Hossein Safavi (1668-1726)_files/,55,4118237,0,0,0,0,
