path,files,bytes,workflow_refs,pipeline_code_refs,test_refs,doc_refs,example_refs
paths_for_wikidata_isolates/Geni - Carlo Giacinto Antonio Pignatelli (1615-1700)- Rome_files/,57,4116444,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Carlo della Torre di Rezzonico, Pope Clemente Xlll (1693-1769)- Rome_files/",58,4119082,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Carolus 'Magnus', Rex Francorum & Imperator Romanorum (c.747-814)- Aachen_files/",68,4515257,0,0,0,0,
paths_for_wikidata_isolates/Geni - Carsten Høeg (1896-1961)_files/,51,4187163,0,0,0,0,
paths_for_wikidata_isolates/Geni - Caspar Frederich Harsdorff (1735-1799)- Copenhagen_files/,50,4102270,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Cencio Savelli, pope Honorius III (1160-1227)- Rome_files/",55,4195908,0,0,0,0,
paths_for_wikidata_isolates/Geni - Charles Folsom (1794-1872)- Cambridge_files/,57,4141282,0,0,0,0,
paths_for_wikidata_isolates/Geni - Charles Frankel (1917-1979)- Bedford Hills_files/,50,4102275,0,0,0,0,
paths_for_wikidata_isolates/Geni - Charles Harold Williams (1895-1981)_files/,49,4101830,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Charles Poor _Charlie_ Kindleberger, Jr. (1910-2003)_files/",54,4104953,0,0,0,0,
paths_for_wikidata_isolates/Geni - Christen Christian Dreyer Collin (1857-1926)- Oslo_files/,52,4100084,0,0,0,0,
paths_for_wikidata_isolates/Geni - Christen Thomsen Barfoed (1815-1889)_files/,56,4114899,0,0,0,0,
paths_for_wikidata_isolates/Geni - Christer Thorn (1879-1956)- Stockholm_files/,50,4096969,0,0,0,0,
paths_for_wikidata_isolates/Geni - Christian Frederik Lütken (1827-1901)_files/,53,4187401,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Christian I of Oldenburg, King of Denmark, Norway and Sweden (1426-1481)- København_files/",64,4207889,0,0,0,0,
paths_for_wikidata_isolates/Geni - Christian Sørensen Blinkenberg (1863-1948)_files/,67,4270278,0,0,0,0,
paths_for_wikidata_isolates/Geni - Christian Ulrich Kastrup (1784-1850)_files/,53,4103959,0,0,0,0,
paths_for_wikidata_isolates/Geni - Claus Winther Rosenkilde (1765-1814)- Sogndal_files/,52,4190803,0,0,0,0,
paths_for_wikidata_isolates/Geni - Confucius 孔 (子姓) (-551--479)- Jining_files/,54,4200774,0,0,0,0,
paths_for_wikidata_isolates/Geni - Cord Aslakssøn (Aslaksen) (1564-1624)- Copenhagen_files/,52,4190741,0,0,0,0,
paths_for_wikidata_isolates/Geni - Cornelius Middelthon (1869-1934)- Stavanger_files/,55,4116373,0,0,0,0,
paths_for_wikidata_isolates/Geni - Cosimo Migliorati (1336-1406)_files/,53,4147589,0,0,0,0,
paths_for_wikidata_isolates/Geni - Cristóbal Holzapfel Ossa (1953-d.)_files/,52,4108819,0,0,0,0,
paths_for_wikidata_isolates/Geni - Cyrus Thomas (1825-1910)_files/,51,4101626,0,0,0,0,
paths_for_wikidata_isolates/Geni - Cæsar Peter Møller Boeck (1845-1917)_files/,54,4127524,0,0,0,0,
paths_for_wikidata_isolates/Geni - Dagfinn Aarskog (1928-2014)- Bergen_files/,50,4096931,0,0,0,0,
paths_for_wikidata_isolates/Geni - Dammes Paulus Dirk Fabius (1851-1931)- 's-Gravenhage_files/,55,4104961,0,0,0,0,
paths_for_wikidata_isolates/Geni - Daniel Gerhard Brown_files/,59,4199326,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Dauferio Epifani Del Zotto, _Desiderio da Montecassino_ (1027-1087)_files/",59,4195582,0,0,0,0,
paths_for_wikidata_isolates/Geni - Dennis MacAlistair Ritchie (1941-2011)- Berkeley Heights_files/,55,4181712,0,0,0,0,
paths_for_wikidata_isolates/Geni - Dezső Tóth (1925-1985)_files/,55,4124725,0,0,0,0,
paths_for_wikidata_isolates/Geni - Dr Olav Gjærevoll (1916-1994)- Trondheim_files/,50,4097647,0,0,0,0,
paths_for_wikidata_isolates/Geni - Dr. Franz August Otto Pieper (1852-1931)_files/,53,4105122,0,0,0,0,
paths_for_wikidata_isolates/Geni - Dr. Georg Pauly (Plaut) (1883-1950)- Buenos Aires_files/,54,4106907,0,0,0,0,
paths_for_wikidata_isolates/Geni - Dr. Henry Khunrath Pancoast (1875-1939)- Merion Station_files/,53,4183856,0,0,0,0,
paths_for_wikidata_isolates/Geni - Dr. Jacob Mendes da Costa (1833-1900)- Villanova_files/,55,4117706,0,0,0,0,
paths_for_wikidata_isolates/Geni - Dr. Markku Ilari Linnoila (1947-1998)- Bethesda_files/,68,4250604,0,0,0,0,
paths_for_wikidata_isolates/Geni - Dr. Phil. Arthur Mahler (1871-1916)- Vienna_files/,65,4197902,0,0,0,0,
paths_for_wikidata_isolates/Geni - Dr. Phil. Otto Antscherl (1895-1942)_files/,56,4252671,0,0,0,0,
paths_for_wikidata_isolates/Geni - Dr. Raphael Lemkin (1900-1959)- New York City_files/,64,4166841,0,0,0,0,
paths_for_wikidata_isolates/Geni - Dr. Ulrich Helmuth Adolf Friedemann (1877-1949)- New York_files/,58,4117540,0,0,0,0,
paths_for_wikidata_isolates/Geni - Dr. Werner Curt Ferdinand Wachsmuth (1900-1990)- Würzburg_files/,57,4212186,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Duke Amadeus VIII _the Peaceful_ of Savoy, antipope Felix V (1383-1451)_files/",67,4183475,0,0,0,0,
paths_for_wikidata_isolates/Geni - Désiré-Félicien-François-Josep Mercier (1851-1926)- Brussels_files/,55,4222150,0,0,0,0,
paths_for_wikidata_isolates/Geni - Edvard Wilhelm Welander (1846-1917)- Stockholm_files/,53,4111936,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Edward Franklin Albee, III (1928-2016)- Montauk_files/",54,4111107,0,0,0,0,
paths_for_wikidata_isolates/Geni - Eemeli Knaap(e) (1883-1933)- Helsinki_files/,54,4130673,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Eilif Dahl (1916-1993)- Oslo (Ås, Akershus)__files/",51,4106370,0,0,0,0,
paths_for_wikidata_isolates/Geni - Einar Gram Borch (1870-1952)- Jevnaker_files/,51,4196385,0,0,0,0,
paths_for_wikidata_isolates/Geni - Einar Ljunggren (1896-1986)- Göteborg (O)_files/,55,4106484,0,0,0,0,
paths_for_wikidata_isolates/Geni - Eino Armas Saari (1894-1971)_files/,52,4121152,0,0,0,0,
paths_for_wikidata_isolates/Geni - Eliel Lagercrantz (1894-1973)- Helsinki_files/,58,4117633,0,0,0,0,
paths_for_wikidata_isolates/Geni - Embrik Strand (1876-1947)- Rīga_files/,52,4209476,0,0,0,0,
paths_for_wikidata_isolates/Geni - Emil Spjøtvoll (1940-2002)_files/,52,4098338,0,0,0,0,
paths_for_wikidata_isolates/Geni - Emilio Bonaventura Altieri (1590-1676)- Rome_files/,57,4117773,0,0,0,0,
paths_for_wikidata_isolates/Geni - Emma Charlotte Duerre Watson_files/,62,4218368,0,0,0,0,
paths_for_wikidata_isolates/Geni - Emperor Jimmu no Mikoto (-711--585)- Kashihara_files/,53,4111011,0,0,0,0,
paths_for_wikidata_isolates/Geni - Emperor Xuanyuan 有熊氏 (-2711--2597)_files/,63,4210365,0,0,0,0,
paths_for_wikidata_isolates/Geni - Endre Aanensen (1907-1991)- Stavanger_files/,52,4107885,0,0,0,0,
paths_for_wikidata_isolates/Geni - Endre Nedre Lekve (Torkelson) (1833-d.)_files/,50,4096941,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Endre Qvie Berner, Jr. (1893-1983)- Oslo_files/",59,4126131,0,0,0,0,
paths_for_wikidata_isolates/Geni - Enevaldus Svenonius (1617-1688)- Åbo_files/,59,4141130,0,0,0,0,
paths_for_wikidata_isolates/Geni - Erik Albrecht Sparre Andersen (1919-2003)_files/,49,4101832,0,0,0,0,
paths_for_wikidata_isolates/Geni - Erik Anders Allardt (1925-2020)- Helsingfors_files/,57,4127139,0,0,0,0,
paths_for_wikidata_isolates/Geni - Erik Björkman (1872-1919)- Uppsala_files/,50,4102287,0,0,0,0,
paths_for_wikidata_isolates/Geni - Erik Edlund (1819-1882)_files/,52,4186167,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Erik Nissen _Ericus Nissenius_ Viborg, døbenavn Ericus Nissenius Viborg (1759-1822)_files/",60,4198277,0,0,0,0,
paths_for_wikidata_isolates/Geni - Erik Oscar von Kraemer (1911-1980)_files/,59,4206016,0,0,0,0,
paths_for_wikidata_isolates/Geni - Erik Robert Lindahl (1891-1960)_files/,53,4110049,0,0,0,0,
paths_for_wikidata_isolates/Geni - Erik Sjöqvist (1903-1975)- Ekerö (B)_files/,52,4103895,0,0,0,0,
paths_for_wikidata_isolates/Geni - Erik Wilhelm Hulthén (1891-d.)_files/,51,4104683,0,0,0,0,
paths_for_wikidata_isolates/Geni - Erkki Juhani _ Erik Johan Koskenmaa _ Berggren (1878-1957)_files/,53,4112442,0,0,0,0,
paths_for_wikidata_isolates/Geni - Erkki Kivalo (Mittler) (1920-2009)- Helsinki_files/,60,4121566,0,0,0,0,
paths_for_wikidata_isolates/Geni - Erkki Voipio (1917-1995)- Helsinki_files/,55,4109975,0,0,0,0,
paths_for_wikidata_isolates/Geni - Erland Jacob Ehnmark (1903-1966)_files/,61,4145757,0,0,0,0,
paths_for_wikidata_isolates/Geni - Erling Bolt Holst (1849-1915)_files/,61,4198674,0,0,0,0,
paths_for_wikidata_isolates/Geni - Erling Christophersen (1898-1994)- Oslo_files/,54,4102585,0,0,0,0,
paths_for_wikidata_isolates/Geni - Erling Hansson Kvadsheim (1885-1967)_files/,57,4127656,0,0,0,0,
paths_for_wikidata_isolates/Geni - Erling Torkelsen (1919-1987)- Gothenburg_files/,51,4103325,0,0,0,0,
paths_for_wikidata_isolates/Geni - Ernest Ezra Mandel (1923-1995)_files/,58,4154192,0,0,0,0,
paths_for_wikidata_isolates/Geni - Ernst Albin Kock (1864-1943)_files/,62,4141312,0,0,0,0,
paths_for_wikidata_isolates/Geni - Ernst Alexander Homén (1851-1926)- Helsingfors_files/,60,4120514,0,0,0,0,
paths_for_wikidata_isolates/Geni - Ernst Ensio Kivikoski (Stenfors) (1891-1973)- Helsinki_files/,52,4106403,0,0,0,0,
paths_for_wikidata_isolates/Geni - Ernst Heinrich Graser (1860-1929)- Munich_files/,50,4102256,0,0,0,0,
paths_for_wikidata_isolates/Geni - Ernst Jakob Lennart von Post (1884-1951)_files/,54,4119427,0,0,0,0,
paths_for_wikidata_isolates/Geni - Eudes (Odo) de Châtillon (c.1035-1099)- Rome_files/,58,4204206,0,0,0,0,
paths_for_wikidata_isolates/Geni - Eugène Napoleon Theodor Fredrik Gustaf Tigerstedt (1907-1979)_files/,58,4194108,0,0,0,0,
paths_for_wikidata_isolates/Geni - Ewald Benedictus Ziervogel (1728-1765)- Uppsala_files/,56,4115004,0,0,0,0,
paths_for_wikidata_isolates/Geni - Fabio Chigi (1599-1667)_files/,58,4119435,0,0,0,0,
paths_for_wikidata_isolates/Geni - Feliks Szlachtowski (1820-1896)_files/,53,4186743,0,0,0,0,
paths_for_wikidata_isolates/Geni - Fernando Luis Cardoso de Meneses de Tavares e Tavora (1923-2005)- Porto_files/,51,4114041,0,0,0,0,
paths_for_wikidata_isolates/Geni - Finn Prosper Nørbech Berner (1891-1947)- Trondheim_files/,51,4103613,0,0,0,0,
paths_for_wikidata_isolates/Geni - Francis Barton Gummere (1855-1919)- Haverford_files/,52,4105165,0,0,0,0,
paths_for_wikidata_isolates/Geni - Francisco Caldeira Cabral (1908-1992)- Coimbra_files/,58,4118569,0,0,0,0,
paths_for_wikidata_isolates/Geni - Franciszek Longchamps (1912-1969)- Wrocław_files/,52,4186165,0,0,0,0,
paths_for_wikidata_isolates/Geni - Frank Conroy (1936-2005)- Iowa City_files/,58,4141283,0,0,0,0,
paths_for_wikidata_isolates/Geni - Frank Henrik Aarebrot (1947-2017)- Bergen_files/,55,4120739,0,0,0,0,
paths_for_wikidata_isolates/Geni - Frans Josua Linders (1882-1938)_files/,53,4105948,0,0,0,0,
paths_for_wikidata_isolates/Geni - Frederick Chapman Robbins (1916-2003)- Cleveland_files/,52,4111626,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Frederick of Lorraine, pope Stephen IX (c.1020-1058)- Florence_files/",64,4128192,0,0,0,0,
paths_for_wikidata_isolates/Geni - Fredrik Amadeus Wulff (1845-1930)- Lund_files/,53,4112446,0,0,0,0,
paths_for_wikidata_isolates/Geni - Fredrik Berg (1887-1974)_files/,49,4101820,0,0,0,0,
paths_for_wikidata_isolates/Geni - Fredrik Petersen (1839-1903)- (Oslo_files/,52,4178568,0,0,0,0,
paths_for_wikidata_isolates/Geni - Freiherr Karl Heinrich Ernst_ Stromer von Reichenbach (1871-1952)_files/,50,4122046,0,0,0,0,
paths_for_wikidata_isolates/Geni - Friedlieb Ferdinand Runge (1795-1867)- Oranienburg_files/,52,4219589,0,0,0,0,
paths_for_wikidata_isolates/Geni - Friedrich Wilhelm Hans Ludendorff (1873-1941)_files/,58,4206215,0,0,0,0,
paths_for_wikidata_isolates/Geni - Gabriel Adolf Gustafson (1853-1915)- Oslo_files/,51,4104541,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Gabriele Condulmer, Eugenius IV (1383-1447)- Rome_files/",55,4114374,0,0,0,0,
paths_for_wikidata_isolates/Geni - Gardner Murphy (1895-1979)_files/,53,4186345,0,0,0,0,
paths_for_wikidata_isolates/Geni - Garmann Granfoss (Schmidt) (1910-2008)- Sundbyberg_files/,52,4188266,0,0,0,0,
paths_for_wikidata_isolates/Geni - Gaudenzio Fantoli (1867-1940)_files/,51,4106791,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Gebhard II von Calw, Pope Victor II (1005-1057)_files/",62,4134155,0,0,0,0,
paths_for_wikidata_isolates/Geni - Geir Lundestad (1945-2023)- Oslo_files/,57,4123037,0,0,0,0,
paths_for_wikidata_isolates/Geni - Geir Vegar Hoel (1973-2021)_files/,50,4104648,0,0,0,0,
paths_for_wikidata_isolates/Geni - Georg Backer (Berg) (1900-1980)_files/,56,4195359,0,0,0,0,
paths_for_wikidata_isolates/Geni - Georg Henrik von Wright (1916-2003)- Helsinki_files/,66,4137968,0,0,0,0,
paths_for_wikidata_isolates/Geni - Georg Stein Rokkan (1921-1979)- Bergen_files/,55,4190462,0,0,0,0,
paths_for_wikidata_isolates/Geni - Georg Washington Magnus (1863-1917)- Stavanger_files/,52,4116834,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Georg von Engelbrecht, auf Uddach (1626-1693)_files/",60,4147062,0,0,0,0,
"paths_for_wikidata_isolates/Geni - George Armitage Miller, PhD (1920-2012)- Plainsboro Township_files/",53,4107988,0,0,0,0,
paths_for_wikidata_isolates/Geni - George Edward Moore (1873-1958)- Cambridge_files/,54,4109619,0,0,0,0,
paths_for_wikidata_isolates/Geni - George Raymond Richard Martin_files/,55,4097362,0,0,0,0,
paths_for_wikidata_isolates/Geni - Gerald L. Pearson (1905-1987)_files/,53,4114816,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Gerd Margreta Enequist (1903-1989)- Uppsala, Domkyrkoförs_files/",53,4105223,0,0,0,0,
paths_for_wikidata_isolates/Geni - Gerhard Alexander Leist (1862-1918)- Göttingen_files/,51,4112042,0,0,0,0,
paths_for_wikidata_isolates/Geni - Gerhard De Jonge (1875-1943)_files/,51,4181127,0,0,0,0,
paths_for_wikidata_isolates/Geni - Gerhard Otto Heinzelmann (1884-1951)- Halle (Saale)_files/,49,4102141,0,0,0,0,
paths_for_wikidata_isolates/Geni - Gertrude Mary Cox (1900-1978)_files/,51,4105312,0,0,0,0,
paths_for_wikidata_isolates/Geni - Giacinto di Pietro di Bobone (c.1106-1198)- Rome_files/,56,4195090,0,0,0,0,
paths_for_wikidata_isolates/Geni - Giacomo Paolo Giovanni Battista della Chiesa (1854-1922)- Rome_files/,61,4118651,0,0,0,0,
paths_for_wikidata_isolates/Geni - Giacomo Savelli (1210-1287)- Rome_files/,56,4117298,0,0,0,0,
paths_for_wikidata_isolates/Geni - Gian Carlo Wick (1909-1992)_files/,54,4109175,0,0,0,0,
paths_for_wikidata_isolates/Geni - Gian Pietro Carafa (1476-1559)- Rome_files/,54,4120460,0,0,0,0,
paths_for_wikidata_isolates/Geni - Giovanni Battista Cybo (1432-1492)- Rome_files/,56,4123691,0,0,0,0,
paths_for_wikidata_isolates/Geni - Giovanni Battista Enrico Antonio Maria Montini (1897-1978)- Castel Gandolfo_files/,71,4198563,0,0,0,0,
paths_for_wikidata_isolates/Geni - Giovanni Battista Pamphilj (1574-1655)- Rome_files/,56,4116237,0,0,0,0,
paths_for_wikidata_isolates/Geni - Giovanni Crescenzi (b. - 972)- Roma_files/,54,4190013,0,0,0,0,
paths_for_wikidata_isolates/Geni - Giovanni Gaetano Orsini (1215-1280)- Viterbo_files/,58,4123959,0,0,0,0,
paths_for_wikidata_isolates/Geni - Giovanni XI (909-935)- Rome_files/,59,4119603,0,0,0,0,
paths_for_wikidata_isolates/Geni - Giovanni di Lorenzo de' Medici (1475-1521)- Rome_files/,67,4145239,0,0,0,0,
paths_for_wikidata_isolates/Geni - Giulio Prosperetti_files/,51,4107313,0,0,0,0,
paths_for_wikidata_isolates/Geni - Giulio de' Medici (1478-1534)- Rome_files/,60,4142852,0,0,0,0,
paths_for_wikidata_isolates/Geni - Gottfried Feder (1883-1941)- Murnau am Staffelsee_files/,56,4118116,0,0,0,0,
paths_for_wikidata_isolates/Geni - Gottlob Friedrich Lipps (1865-1931)- Zürich_files/,53,4181285,0,0,0,0,
paths_for_wikidata_isolates/Geni - Graf Philipp Christian Friedrich von Normann-Ehrenfels (1756-1817)- Tübingen_files/,57,4118798,0,0,0,0,
paths_for_wikidata_isolates/Geni - Gregers Otto Bruun Begtrup (1769-1841)- København_files/,55,4105743,0,0,0,0,
paths_for_wikidata_isolates/Geni - Guillaume de Grimoard (1310-1370)- Avignon_files/,53,4112059,0,0,0,0,
paths_for_wikidata_isolates/Geni - Gunder Larsen Aas (1785-1853)- Stavanger_files/,55,4196778,0,0,0,0,
paths_for_wikidata_isolates/Geni - Gunn-Rita Dahle Flesjå_files/,52,4109207,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Gunnar Brodin (1931-2009)- Hedvig Eleonora, Stockholm_files/",54,4111197,0,0,0,0,
paths_for_wikidata_isolates/Geni - Gunnar Bull-Gundersen (1929-d.)- Ramnes_files/,50,4102320,0,0,0,0,
paths_for_wikidata_isolates/Geni - Gunnar Emil Sixten Martinsson (1924-2012)_files/,51,4182530,0,0,0,0,
paths_for_wikidata_isolates/Geni - Gunnar Fougstedt (1908-1986)_files/,64,4248080,0,0,0,0,
paths_for_wikidata_isolates/Geni - Gunnar Henrik Julius Ekman (1883-1937)- Helsinki_files/,61,4124438,0,0,0,0,
paths_for_wikidata_isolates/Geni - Gunvor Margareta Widmark (Gustafsson) (1920-2013)- Uppsala_files/,56,4129387,0,0,0,0,
paths_for_wikidata_isolates/Geni - Gustav Schmahl (1929-2003)- Schwielowsee_files/,56,4208313,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Guy de Bourgogne, Pope Callixtus II (1052-1124)_files/",70,4227643,0,0,0,0,
paths_for_wikidata_isolates/Geni - Gösta Valdemar Edman (Gråberg) (1887-1972)- Stockholm_files/,60,4149125,0,0,0,0,
paths_for_wikidata_isolates/Geni - Gøte Wilhelm Turesson (1892-d.)_files/,50,4098625,0,0,0,0,
paths_for_wikidata_isolates/Geni - Haaken Hasberg Gran (1870-1955)- Oslo_files/,54,4109492,0,0,0,0,
paths_for_wikidata_isolates/Geni - Hallvard Sandnes (1893-1968)_files/,54,4188024,0,0,0,0,
paths_for_wikidata_isolates/Geni - Hanne Marthe Narud (1958-d.)_files/,50,4182723,0,0,0,0,
paths_for_wikidata_isolates/Geni - Hanns Hopp (1890-1981)_files/,49,4102500,0,0,0,0,
paths_for_wikidata_isolates/Geni - Hans Brøchner (1820-1875)_files/,56,4200922,0,0,0,0,
paths_for_wikidata_isolates/Geni - Hans Christian Aage Huitfelt Kragelund (1894-1985)_files/,51,4110170,0,0,0,0,
paths_for_wikidata_isolates/Geni - Hans Christian Tscherning (1804-1886)- København Skt. Mattheus sogn_files/,55,4107081,0,0,0,0,
paths_for_wikidata_isolates/Geni - Hans Emil Andersin (1930-2010)- Helsinki_files/,53,4185589,0,0,0,0,
paths_for_wikidata_isolates/Geni - Hans Gram (1685-1748)- København_files/,60,4118496,0,0,0,0,
paths_for_wikidata_isolates/Geni - Hans Henrik Fattenborg (1769-1849)- Kaarina_files/,53,4113051,0,0,0,0,
paths_for_wikidata_isolates/Geni - Hans Mathias Velschow (1796-1862)- København_files/,50,4104693,0,0,0,0,
paths_for_wikidata_isolates/Geni - Hans Ramberg (1917-1998)_files/,56,4129092,0,0,0,0,
paths_for_wikidata_isolates/Geni - Hans Robert Viktor Buch (1883-1964)- Helsinki_files/,56,4195520,0,0,0,0,
paths_for_wikidata_isolates/Geni - Hans Torsten Alarik Rynell (1913-1992)_files/,56,4207660,0,0,0,0,
paths_for_wikidata_isolates/Geni - Hans_ Gregor Gunnar Nilsson-Ehle (1910-1983)_files/,51,4103014,0,0,0,0,
paths_for_wikidata_isolates/Geni - Harald Ernst Riesenfeld (Risenfeld) (1913-2008)- Helga Trefaldighet_files/,55,4187647,0,0,0,0,
paths_for_wikidata_isolates/Geni - Harald Felix Ludwig Sioli (1910-2004)_files/,49,4104774,0,0,0,0,
paths_for_wikidata_isolates/Geni - Harald Natvig (1872-1947)- Hjerkinn_files/,50,4104427,0,0,0,0,
paths_for_wikidata_isolates/Geni - Harald Skjervold (1917-1995)_files/,56,4120094,0,0,0,0,
paths_for_wikidata_isolates/Geni - Harald Wiig (Vik) (1891-1959)_files/,51,4185468,0,0,0,0,
paths_for_wikidata_isolates/Geni - Harriet Randolph (1856-1926)_files/,52,4181016,0,0,0,0,
paths_for_wikidata_isolates/Geni - Harry Austryn Wolfson (1887-1974)- Cambridge_files/,61,4141436,0,0,0,0,
paths_for_wikidata_isolates/Geni - Harry Woodburn Chase (1883-1955)_files/,50,4104150,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Hartvig Sverdrup Eckhoff (1855-1928)- Gausel, Hetland (nå Stavanger)_files/",66,4163374,0,0,0,0,
paths_for_wikidata_isolates/Geni - Heimo Pekka Hirsjärvi (1919-2007)_files/,52,4187744,0,0,0,0,
paths_for_wikidata_isolates/Geni - Helge Finn Rancken (1857-1912)- Helsinki_files/,67,4212076,0,0,0,0,
paths_for_wikidata_isolates/Geni - Helge Fiskaa (1942-d.)_files/,50,4178695,0,0,0,0,
paths_for_wikidata_isolates/Geni - Helmer Smith (1882-1956)- Lidingö_files/,53,4133046,0,0,0,0,
paths_for_wikidata_isolates/Geni - Henrik Finne (1898-1992)_files/,52,4188337,0,0,0,0,
paths_for_wikidata_isolates/Geni - Herbert W. B. Skinner (1900-1960)- Geneva_files/,55,4138942,0,0,0,0,
paths_for_wikidata_isolates/Geni - Herman Valentiner (1850-1913)- Frederiksberg_files/,51,4104335,0,0,0,0,
paths_for_wikidata_isolates/Geni - Hermann Theodor Simon (1870-1918)_files/,52,4106544,0,0,0,0,
paths_for_wikidata_isolates/Geni - Hisaakira Kanō (1886-1963)_files/,63,4256851,0,0,0,0,
paths_for_wikidata_isolates/Geni - Hjalmar Johnssen (1852-1901)_files/,49,4102387,0,0,0,0,
paths_for_wikidata_isolates/Geni - Hjalmar Torp (1924-d.)_files/,51,4175766,0,0,0,0,
paths_for_wikidata_isolates/Geni - Hodaviah ._files/,58,4193003,0,0,0,0,
paths_for_wikidata_isolates/Geni - Holger Antero Markelin (1931-2005)_files/,52,4104817,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Holger Christian Begtrup (1859-1937)- Hillerød Sogn, Hillerød_files/",58,4114435,0,0,0,0,
paths_for_wikidata_isolates/Geni - Holger Pedersen (1867-1953)- Copenhagen_files/,57,4120365,0,0,0,0,
paths_for_wikidata_isolates/Geni - Hubert Utterback (1880-1942)_files/,49,4101837,0,0,0,0,
paths_for_wikidata_isolates/Geni - Hugh MacMaster Kingery (1860-1927)- Denver_files/,53,4141750,0,0,0,0,
paths_for_wikidata_isolates/Geni - Hugo Bernhard Rahamägi (1886-1941)- город Киров_files/,73,4143311,0,0,0,0,
paths_for_wikidata_isolates/Geni - Håkon Nilsen (1913-1976)- Stavanger_files/,61,4196897,0,0,0,0,
paths_for_wikidata_isolates/Geni - Ignacio Braulio Anzoátegui Sáenz (1905-1978)- Buenos Aires_files/,50,4105982,0,0,0,0,
paths_for_wikidata_isolates/Geni - Ignaz Paul Vital Troxler (1780-1866)- Aarau_files/,53,4110471,0,0,0,0,
paths_for_wikidata_isolates/Geni - Inger Axelsdatter Güntersberg (1571-1613)- Voss_files/,61,4139669,0,0,0,0,
paths_for_wikidata_isolates/Geni - Ingvald Enersen (1859-1938)_files/,52,4116837,0,0,0,0,
paths_for_wikidata_isolates/Geni - Isak Björklund (1686-1740)- Turku _ Åbo_files/,53,4121470,0,0,0,0,
paths_for_wikidata_isolates/Geni - Ivar Christian Hallström (1826-1901)_files/,52,4102818,0,0,0,0,
paths_for_wikidata_isolates/Geni - Ivar Giæver (1929-2025)- Schenectady_files/,55,4192017,0,0,0,0,
paths_for_wikidata_isolates/Geni - Jaakko Alfred Ahokas (1923-2007)_files/,56,4115906,0,0,0,0,
paths_for_wikidata_isolates/Geni - Jaakko Wilhelm Suolahti (1918-1987)- Helsinki_files/,58,4117279,0,0,0,0,
paths_for_wikidata_isolates/Geni - Jacques (Jacob) Ludvig Borelius (1859-1921)- Lund_files/,52,4102489,0,0,0,0,
paths_for_wikidata_isolates/Geni - Jacques Duèze (1244-1334)- Avignon_files/,60,4120962,0,0,0,0,
paths_for_wikidata_isolates/Geni - Jakob Lennart Simons (1905-1986)- Helsingfors_files/,51,4110260,0,0,0,0,
"paths_for_wikidata_isolates/Geni - James Fred Rippy, PhD (1892-1977)- Wilmington_files/",51,4107354,0,0,0,0,
"paths_for_wikidata_isolates/Geni - James VI_I Stewart, King of Scots, King of England & Ireland, (1566-1625)- Chestnut_files/",70,4216030,0,0,0,0,
paths_for_wikidata_isolates/Geni - Jan Arvid Hellström (1941-1994)- Växjö_files/,52,4181295,0,0,0,0,
paths_for_wikidata_isolates/Geni - Jan Groth (1938-2022)_files/,55,4200774,0,0,0,0,
paths_for_wikidata_isolates/Geni - Jarl Axel Wasastjerna (1896-1972)- Helsinki_files/,66,4216598,0,0,0,0,
paths_for_wikidata_isolates/Geni - Jean-Noël Tremblay C. M (1926-2020)_files/,51,4102849,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Jens Erichstrup, Eidsvollsmann (1775-1826)_files/",53,4106005,0,0,0,0,
paths_for_wikidata_isolates/Geni - Jens Glad Balchen (1926-2009)- Trondheim_files/,51,4134225,0,0,0,0,
"paths_for_wikidata_isolates/Geni - Jens Gregoriussen Riber, 1480 (1480-1571)_files/",54,4112298,0,0,0,0,
paths_for_wikidata_isolates/Geni - Jens Jenssen (1842-1905)- Trondheim_files/,50,4096929,0,0,0,0,
paths_for_wikidata_isolates/Geni - Jens Johannesen Tvedt (1857-1935)- Stavanger_files/,50,4102296,0,0,0,0,
paths_for_wikidata_isolates/Geni - Joachim Jungius (Junge) (1587-1657)- Hamburg_files/,50,4186833,0,0,0,0,
paths_for_wikidata_isolates/Geni - Joachim Völschow (1591-1664)_files/,50,4102972,0,0,0,0,
paths_for_wikidata_isolates/Geni - Johan August Malmström (1829-1901)- Stockholm_files/,55,4116384,0,0,0,0,
