geni_id	label	why
6000000008860596253	Karen Halvardsdatter Helland	P3448 stepparent Q141510797 held: over the 40-a-day cap
6000000008889872098	Magdalena Christina Appelbom	P3373 sibling Q141521069 held: over the 60-a-day cap
6000000008890247904	Gustaf Adolf Lagerfelt	P3373 sibling Q141249618 held: over the 60-a-day cap
6000000008890247904	Gustaf Adolf Lagerfelt	P3373 sibling Q141244211 held: over the 60-a-day cap
6000000008890350233	Brita Odencrantz	P3373 sibling Q109547445 held: over the 60-a-day cap
6000000008897593297	Adolf Ludvig Ribbing	P3373 sibling Q141497496 held: over the 60-a-day cap
6000000008897593297	Adolf Ludvig Ribbing	P3373 sibling Q141290196 held: over the 60-a-day cap
6000000008908495417	Catharina Heerdhielm	P3373 sibling Q141498488 held: over the 60-a-day cap
6000000008908495417	Catharina Heerdhielm	P3373 sibling Q141353779 held: over the 60-a-day cap
6000000008908495417	Catharina Heerdhielm	P3373 sibling Q141447142 held: over the 60-a-day cap
6000000008908495417	Catharina Heerdhielm	P3373 sibling Q141510608 held: over the 60-a-day cap
