qid,current_en,geni_id,sex,via_relation,via_qid,proposed_en
Q136289706,NN,,F,child,Q136289629,mother of noble Piriitta Sipintytär of Strömma
Q136335981,NN,,F,child,Q136335979,mother of Teuntgen Hendricksdr. Berckel
Q136335985,NN,,F,child,Q136335983,mother of Petrus Dirksz. Blockhovius
Q130359558,NN,,F,child,Q61466278,mother of Nikita Fyodorovich Vorontsov
Q110540252,NN,,F,child,Q75852963,mother of Katherine Grant of Ballindalloch
Q121745797,NN,,F,child,Q121745795,mother of Feodor Iastreb Volkonsky
Q110386407,NN,,F,child,Q110386405,mother of Raffaele de' Medici
Q116005495,NN,,F,child,Q116005493,"mother of Everard I Ralph de Mortagne, Castellan of Tournai, Sire de Mortagne"
Q139560076,N.N.,,F,child,Q139560074,mother of Eberhard Mayer
Q110619131,NN,,F,child,Q110619066,mother of Margaret de Herle
Q116854524,NN,,F,child,Q75249593,mother of James Johnstone of Johnstone
Q103790032,NN,,F,child,Q75262263,mother of Sir John Gordon of Lochinvar
Q110641532,NN,,F,spouse,Q4333785,wife of Olivier Ier
Q105983485,NN,,F,child,Q105983482,mother of Luts van Burmania
Q110604082,NN,,M,child,Q110604079,father of Arnold I van Wesemaele
Q116150133,NN,,F,child,Q11927551,mother of Vok I of Kravaře
Q110152009,NN,,F,child,Q110152002,"mother of Johann Georg Wilhelm, Freiherr von Keller"
Q113500549,NN,,F,child,Q113500285,mother of Johann Friedrich Daniel Janssen
Q105938998,NN,,F,child,Q105938996,mother of Catharina van Gelre
Q136135657,NN,,F,child,Q136135655,mother of Anna Maria Deusing
Q116169266,NN,,F,child,Q116169258,mother of Thomas de Multon
Q110611781,NN,,F,child,Q110611778,"mother of Piers (III) de Mauley, 1st Lord Mauley"
Q116085003,NN,,F,child,Q116084996,mother of Johann Nicholas Schweppenhäuser
Q110503730,NN,,F,child,Q110503728,"mother of Felicitas, Freiin Colonna von Völs"
Q116005325,NN,,F,child,Q109533593,mother of Doroteja Gorjanska
Q110578227,NN,,F,spouse,Q1635232,wife of Hugh II of Lusignan
Q110641553,NN,,F,child,Q3105904,mother of Gilbert de Lacy
Q96202785,NN,,F,child,Q96202783,mother of Charlotte Smith
Q110369260,NN,,F,child,Q343273,"mother of Jean I, Lord of Monaco"
Q116028841,NN,,F,child,Q116028836,"mother of John Wroth, of Enfield et al"
Q110562128,NN,,F,spouse,Q1782079,wife of Konrad I.
Q110367049,NN,,F,child,Q110367048,mother of Cecilia Serbelloni
Q110367062,NN,,F,child,Q110367060,"mother of Federico dal Verme, Conte di Bobbio"
Q108603007,NN,,F,child,Q108602998,mother of Dirck Helmer Janszn.
Q96075792,Unknown,,F,spouse,Q96075785,wife of Edward Bacon
Q116170402,NN,,F,child,Q75383185,mother of Konstantin Yushkov
Q112642073,NN,,F,child,Q112642072,"mother of boier Neculai Buhush, hatman of Moldavia"
Q105820719,NN,,F,child,Q105820714,mother of Sarah Wynne
Q102813312,NN,,F,child,Q102813288,"mother of Charles François, Comte de La Rivière, Seigneur de Saint-Quilhoët"
Q116168480,NN,,F,child,Q76183971,mother of Henry de Sudeley
Q110939169,NN,,F,child,Q110939092,"mother of Johann Wolters, Leviensz."
Q103779063,NN,,F,child,Q103779024,"mother of Hugh Halcro, of Halcro"
Q99153874,NN,,F,child,Q75880671,mother of Sir John de Mountfort
Q96091059,Unknown,,F,spouse,Q247473,wife of Charles Reade
Q110603019,NN,,F,spouse,Q110603011,"wife of Hugues Damas, Seigneur de Dyo, Lugny et de Couzan"
Q110538151,NN,,F,child,Q110538148,mother of Otto II van Heukelom
Q125524401,NN,,F,child,Q75662155,"mother of Nicholas de la Haye, younger of Erroll"
Q116053878,NN,,F,child,Q116053876,mother of Johann Rappard
Q130333905,NN,,F,child,Q130333904,"mother of Philippe I de Namur, Seigneur de Dhuy"
Q110153558,NN,,F,child,Q76189615,mother of Maria van Cuyk Vrouwe van Herpen
Q116004390,NN,,F,child,Q116004389,"mother of Rodrigo Portocarrero y Monroy, 1.Conde de Medellin"
Q109853180,NN,,F,child,Q109853178,mother of Henry de Vere
Q110151256,NN,,F,child,Q110151230,mother of Ulrich Czernohorsky von Boskowicz
Q105983076,NN,,F,child,Q105983074,"mother of Arent III van Haamstede, Heer van Moermont"
Q105983189,NN,,F,child,Q105983176,mother of Maria de Gavre
Q99210489,NN,,F,spouse,Q65224637,wife of Eberhard III von Nellenburg
Q110738126,NN,,F,child,Q3856737,mother of Michael Palaiologos
Q110738123,NN,,F,father,Q3856737,daughter of Michael Palaiologos
Q110715298,NN,,F,child,Q61973403,mother of John Komnenos Angelos
Q110506149,NN,,F,child,Q110506146,mother of Arend Sloet tot Nyerwal
Q110506156,NN,,F,child,Q110506151,mother of Mechtelt Sloet tot Oldhuis
Q116134085,NN,,F,spouse,Q25907447,wife of Siegfried I von Blankenburg
Q116118607,NN,,F,child,Q108602673,"mother of Johann 'der Jüngere', Herr von Wartenberg zu Wartha und Priesen"
Q110603918,NN,,F,spouse,Q110260798,"wife of Gottfried I, Wildgraf in Dhaun und Grumbach"
Q116030503,NN,,F,spouse,Q11953916,wife of Ulric III de Rappolstein
Q110369308,NN,,F,child,Q110369303,mother of Leonetto Sanseverino
Q103945771,NN,,F,child,Q75933672,mother of Sir William Stapleton
Q110603045,NN,,F,spouse,Q4267368,wife of Lothar I. von Walbeck
Q108838939,NN,,F,spouse,Q60675820,"wife of Johann I von Vinstingen, Herr von Vinstingen, Malberg & Falkenberg"
Q110539308,NN,,F,child,Q110539304,mother of Waira de Jaitorie
Q105768387,NN,,F,child,Q105768376,"mother of Sir Gerard Salvin, of North Duffield & Herswell"
Q116041861,NN,,F,child,Q116041859,mother of Eugénia Uzquierdo de Rivera
Q101248915,NN,,F,child,Q101248913,mother of Constantine Ypsilanti
Q99023525,NN,,F,child,Q75586846,"mother of William Deincourt, 2nd Lord Deincourt"
Q110104145,NN,,F,child,Q76183698,mother of Hendrik II van De-Leck
Q76019520,unknown,,M,child,Q76019517,father of Bruno Roland Thurnherr
Q136192753,NN,,F,child,Q75944614,mother of Countess Xenia Tolstoy-Miloslavsky
Q116042599,NN,,F,spouse,Q116042596,"wife of Pietro d'Aragona, Barone di Avola"
Q101248417,NN,,M,,,
Q110459195,NN,,F,child,Q110459111,mother of Anna Maria Doria
Q110459199,NN,,F,child,Q110459114,mother of Anna Centurione
Q127270803,NN,,M,child,Q6193870,father of Anund Sture
Q110616351,NN,,F,child,Q110616348,mother of Anna Scheuting
Q97570427,NN,,F,spouse,Q97570422,wife of Hervey FitzAkaris
Q110414293,NN,,F,child,Q110414201,mother of Jacques de Maffé
Q112898955,NN,,F,spouse,Q13652700,wife of Roger I of Gabarret
Q110386343,NN,,F,child,Q108935764,mother of Giovanna Baglioni
Q110386377,NN,,F,child,Q108935774,mother of Vittoria Velli
Q100326502,NN,,F,child,Q100326472,"mother of Sir James 'the Elder' Strangways, of West Harsley, Yorks"
Q111457097,NN,,F,spouse,Q16673078,wife of Roger II de Couserans
Q110662800,NN,,F,child,Q110662799,mother of Susanna ferch Yr Arglwydd Rhys
Q131346762,NN,,F,child,Q131346761,mother of Gwladys ferch Rhys ap Gruffudd ap Tewdwr
Q116149960,NN,,F,child,Q116149931,mother of Hugo I van Naaldwijk
Q110537501,NN,,F,child,Q75926621,mother of Jan I Persijn
Q100438045,NN,,F,father,Q2660310,daughter of Sergius I of Naples
Q116006649,NN,,F,child,Q116006644,mother of Arnaud-Guilhem I de La Barthe
Q110509136,NN,,F,child,Q110509134,mother of Marguerite bâtarde de Bretagne
Q116168942,NN,,F,child,Q75902515,"mother of Sir Archibald Dundas, 13th of Dundas"
Q113294309,NN,,F,child,Q113294306,mother of Cornelis Jacobs van Ceters
Q104471753,NN,,F,,,
Q110355897,NN,,F,child,Q110355889,mother of Lavinia Maffei di Volterra
Q139571233,N.N.,,F,child,Q76299596,mother of Sieghard IV Count of Büren
Q139571235,N.N.,,F,child,Q76299593,mother of Berta von Büren
Q110611671,NN,,F,child,Q110611666,mother of Wouter van Egmond
Q116177497,NN,,F,spouse,Q1611573,"wife of Herman I, Lord of Lippe"
Q116086621,NN,,F,spouse,Q24717971,wife of Ulrich of Are
Q110737919,NN,,F,child,Q888663,mother of David I of Iberia
Q131389936,NN,,F,child,Q75534789,mother of Anthony Wright
Q131389944,NN,,F,child,Q131389942,mother of Catherine Dutry
Q116149964,NN,,F,child,Q76263047,mother of Beatrix van Duivenvoorde
Q116150058,NN,,F,child,Q110785737,mother of Folmar I/III
Q131347380,NN,,F,child,Q131347316,mother of John Betham
Q110315214,NN,,F,child,Q110315209,"mother of Geoffroy II, Sire de Marcillac et de Taillebourg"
Q99202996,NN,,F,spouse,Q31191223,"wife of Heinrich, Graf von Diez"
Q130635603,NN,,F,child,Q130635561,mother of Mary Gore
Q101248917,NN,,F,child,Q112641973,mother of Theodora Ypsilantaina
Q117378704,NN,,F,child,Q75811923,"mother of Edmund Hay, 2nd of Megginch"
Q110585572,NN,,M,,,
Q105924777,NN,,F,child,Q105924746,"mother of Godfried bastaard van Loon, Heer van Gruitrode"
Q99203043,NN,,F,spouse,Q99203041,"wife of Gozmar, Graf von Reichenbach"
Q112329614,NN,,F,child,Q112329612,mother of Anne Hubert
Q116170962,NN,,F,child,Q116170961,mother of Jenneke bastaard van Arkel
Q104773026,NN,,F,child,Q85280536,mother of Hynek Krusina z Lichtemburka
Q103568917,NN,,F,child,Q7324852,"mother of Richard Comyn, Lord of Tynedale"
Q135855409,NN,,F,father,Q110377797,daughter of Olavi
Q110384443,NN,,F,child,Q110384327,mother of Filon Afanasievich Ignatiev
Q106703591,NN,,F,child,Q106703588,mother of Margaret Harleston
Q127414193,NN,,F,child,Q75605518,mother of Alexander Ramsay of Dalhousie
Q110369117,NN,,F,spouse,Q110369116,"wife of Ugonino, Signore di Cardé e Piozzo"
Q110423496,NN,,F,child,Q110423494,mother of Albiera Gucci
Q110386463,NN,,F,child,Q110386459,mother of Faustina Vitelli
Q129094658,NN,,F,child,Q105815775,"mother of Giovanella (Cella) Orsini, Nobile Romana"
Q101499971,NN,,F,child,Q101499959,"mother of Guillaume III, Seigneur de Roquebrune"
Q101499923,NN,,F,child,Q101499918,mother of Manuel Lascaris
Q100438109,NN,,F,child,Q100438102,mother of Sichelgaita di Capua
Q96238328,NN,,F,child,Q96238323,mother of János III Báthori de Ecsed
Q96238335,NN,,F,child,Q96238329,mother of Katalin Petöfi de Szantó
Q116474210,NN,,F,child,Q116474204,mother of Feodor Nelidov
Q100439834,NN,,F,spouse,Q77210398,wife of Giuliano I de' Medici
Q110425538,NN,,F,child,Q110425536,mother of Jan van Cuyck van Meteren
Q122259851,NN,,F,child,Q122259849,mother of Walburga van Cuyck van Meteren
Q129094778,NN,,F,child,Q129094774,mother of Elvira della Marra
Q135682338,NN,,M,child,Q135682337,father of Shashitu Yeshimebet Guma of Welega
Q109394342,NN,,F,child,Q75516255,"mother of John 'Mor' Grant, 1st of Glenmoriston"
Q102227727,NN,,F,child,Q102227725,mother of Gonzalo de Mendoza
Q130338176,NN,,F,child,Q75550919,mother of Constance Herbert
Q97570433,NN,,F,spouse,Q97570419,wife of Henry FitzRandolph
Q116054286,NN,,F,spouse,Q116054280,wife of Thomas Neville
Q116032872,NN,,F,spouse,Q44192354,wife of Gerhard II of Blankenheim
Q110578173,NN,,F,spouse,Q2993518,wife of Conon
Q116031107,NN,,F,child,Q116031093,mother of Girard de Fouvent
Q116477813,NN,,F,child,Q116477812,mother of Madog Gôch ap Bleddyn ap Cynfyn of Mawddwy
Q110622019,NN,,F,child,Q110622016,mother of Joan ferch Rhys
Q101466795,NN,,F,spouse,Q101466790,wife of Albert I de La Tour
Q116156772,NN,,F,child,Q76298332,mother of George Campbell of Loudoun
Q110379122,NN,,F,child,Q75902508,mother of James de Dundas
Q110379124,NN,,F,child,Q66384762,mother of James Dundas of Dundas
Q130335899,NN,,F,child,Q130335898,"mother of Margaret Douglas, of Drumlanrig"
Q101576235,NN,,F,child,Q6835316,mother of Michael Whinney
Q110540257,NN,,F,child,Q76144422,"mother of George Gordon, 1st of Beldorney"
Q101247438,NN,,F,child,Q56300001,mother of Algot Bengtsson
Q110332139,NN,,F,child,Q110332133,mother of Nicholas Timperley
Q105906046,NN,,F,child,Q102823172,mother of Jacques Bourdin
Q105805064,NN,,F,child,Q105805062,mother of Thomas Jennings
Q110730738,NN,,F,child,Q75260909,mother of Sir William de Argentine
Q110378929,NN,,F,child,Q75821637,mother of Sir Robert Maitland of Thirlestane and Levington
Q105818321,NN,,F,child,Q105801460,mother of Jane Annesley
Q112630282,NN,,F,child,Q112630210,mother of Isabella Visconti
Q113295609,NN,,F,child,Q113295603,mother of Adriaan Sloet
Q116007128,NN,,F,child,Q116007126,mother of Onesta Strozzi
Q100438113,NN,,F,spouse,Q100438092,wife of Landome III d'Aquino
Q110850933,NN,,F,child,Q110850929,"mother of Matias Nuutinpoika, Lord of Sarvilahti"
Q104773082,NN,,F,child,Q12024872,mother of Jindřich of Žitava
Q110519036,NN,,F,child,Q110519030,mother of Lijsbeth Gerritsdr. Pancras
Q110519044,NN,,F,child,Q110519038,mother of Claes Simonsz. van Hoorn
Q116150282,NN,,M,child,Q110548782,father of Gregers Christjerrnsson [Leijonhufvud] på Brunsberg
Q116150284,NN,,F,child,Q110548782,mother of Gregers Christjerrnsson [Leijonhufvud] på Brunsberg
Q110302168,NN,,F,child,Q96075899,mother of Lambra Fernandes de Acevedo
Q116005009,NN,,F,spouse,Q116005004,"wife of Gerlach III, Graf von Veldenz"
Q110659102,NN,,F,child,Q110659100,mother of Griete Hendricksdr.
Q127283321,NN,,F,child,Q127283311,mother of Johannes Rekonpoika
Q110152631,NN,,F,child,Q110152601,mother of Tommaso della Torre
Q103807383,NN,,F,child,Q4497568,"mother of Prince Vassili Khilkov, Voivode of Orel and Rzhev"
Q110571208,NN,,F,spouse,Q110571206,wife of Rudolf VII von Rapperswil
Q139571195,N.N.,,F,child,Q60797478,mother of Otto II of Ochsenstein
Q116004701,NN,,F,spouse,Q56071710,wife of Hermann IV von Sulz
Q110623602,NN,,F,child,Q75276205,mother of Sir Thomas of Astley
Q112974587,NN,,F,child,Q112974584,mother of Olof Persson
Q112963048,NN,,F,spouse,Q75709541,"wife of Thomas fitz John, 13th Knight of Glin"
Q99175783,NN,,F,child,Q99175759,mother of Thomas Gerard
Q125524369,NN,,F,child,Q110929595,"mother of Alexander Hay, 4th of Delgaty"
Q139559787,N.N.,,F,child,Q139559785,mother of Konrad Herdlin
Q102537696,NN,,F,child,Q102537669,mother of Mihaly Illesházy
Q139566474,N.N.,,F,child,Q139563240,mother of Daniel Eisenmenger
Q139566477,N.N.,,F,child,Q139563242,mother of Catharina Seizinger
Q116006974,NN,,F,child,Q1291568,mother of Paul I Šubić of Bribir
Q116030817,NN,,F,spouse,Q74020,"wife of Frederick VIII, Count of Zollern"
Q130358408,NN,,F,child,Q130358407,mother of Margred ferch John ap Thomas ap Gruffudd
Q106704803,NN,,F,child,Q76239787,mother of Hawise de Paynell
Q131784477,NN,,F,child,Q131784394,mother of Charlotte Dunbar
Q116170702,NN,,F,child,Q116170700,mother of Peter FitzHenry
Q116232392,NN,,F,child,Q116232386,mother of Philip King
Q99073335,NN,,F,child,Q99071897,mother of Llywelyn ab Ynyr
Q99209578,NN,,F,child,Q99209573,mother of William Umfreville
Q112378700,NN,,F,child,Q112378312,mother of Elizabeth Aylworth
Q110428784,NN,,F,child,Q99175334,mother of Margaret Power (Poher|Poer)
Q110618774,NN,,F,child,Q76292979,"mother of Alexander Maxtone, 4th of Cultoquhey"
Q105814553,NN,,F,child,Q76190812,mother of Dorothy Leeke
Q127687130,NN,,F,child,Q127687120,mother of Dorothy Stradling
Q105771231,NN,,F,child,Q76163155,mother of Humphrey Sebright
Q116029966,NN,,F,child,Q43448454,mother of Adelheid von Hohenlohe-Brauneck-Neuhaus
Q131446951,NN,,F,child,Q131446949,mother of Graf Ludwig von Blanckenstein
Q108180115,NN,,F,child,Q75321578,mother of Richard Bagot
Q136118344,NN,,F,child,Q136118341,mother of Mary Augier
Q110412755,NN,,F,child,Q75856741,mother of Price Hartstonge
Q110688706,NN,,F,child,Q76312202,"mother of John Graham, 1st of Claverhouse"
Q116143299,NN,,F,child,Q7343160,mother of Robert Cowley
Q108912704,NN,,F,child,Q108912702,mother of Mary Bostock
Q116028766,NN,,F,child,Q96243009,mother of Joan Leake
Q105872741,NN,,F,child,Q75494784,mother of Lawrence Towneley
Q116178118,NN,,F,child,Q75520040,mother of Sir Warin de Mainwaring
Q112960027,NN,,F,child,Q75539897,mother of Francis Brodie of Milton and Inverlochtie
Q129168217,NN,,F,child,Q76242121,mother of Margaret Baker
Q105872866,NN,,F,child,Q105872840,mother of Edward Poyntz
Q110268832,NN,,F,child,Q75989498,mother of unknown Burscough
Q111452997,NN,,F,spouse,Q3094902,wife of Galéran II de Meulan
Q116161968,NN,,F,child,Q75512277,mother of Sir Walter Scott of Branxholm
Q110549859,NN,,F,child,Q110549852,mother of Orsina Visconti
Q105805056,NN,,F,child,Q105805053,mother of Katherine|Catherine Mobberley
Q101499786,NN,,F,child,Q101499773,mother of Madeleine Le Sueur
Q116027003,NN,,F,child,Q116027001,mother of John Hooker
Q110622703,NN,,F,child,Q110622679,"mother of Joseph Walker, of Aston upon Trent"
Q116025937,NN,,F,child,Q116025932,mother of Walter Carlyon
Q115958887,NN,,F,child,Q115958885,mother of Rebecca C. Binninger
Q105804879,NN,,F,child,Q105804876,"mother of Hamon Sutton, of Burton-by-Lincoln"
Q110580838,NN,,F,child,Q110580836,mother of David Callmann Weisweiller
Q110354032,NN,,F,child,Q110354028,mother of Lucas Boissavin dict Boussavy
Q96242198,NN,,F,child,Q96242196,mother of Melchior bastaardzn van Culemborg
Q110580271,NN,,F,child,Q96244767,"mother of Peronne de Saint Omer, Vrouwe van Basserode, Buggenhout"
Q107211732,NN,,F,child,Q107211728,mother of Konrad von Müllenark
Q116163177,NN,,F,child,Q75404296,mother of James Gordon of Methlic and Haddo
Q122260873,NN,,F,child,Q122260868,"mother of Neil McNeill, of Faughart"
Q110616530,NN,,F,child,Q110616521,mother of Walraven van Ackoy
Q112573708,NN,,F,child,Q112573706,mother of Margaret Challoner
Q112611300,NN,,F,child,Q112611003,mother of Marion Cruce (Cruise)
Q110395289,NN,,F,child,Q110395284,"mother of Robert Eyre, of Putney"
Q130335047,NN,,F,child,Q75241326,mother of Sir William Elmeden
Q109533374,NN,,F,child,Q109533364,"mother of Imre, Baron Luzénszky de Luzsna et Reglicze"
Q110440665,NN,,F,child,Q110440662,mother of Dulcia|Dowsabel Ashley
Q110370082,NN,,F,child,Q110370080,mother of Johann Steinpeiss
Q110562388,NN,,F,spouse,Q1223807,wife of Dietrich of Are
Q110367031,NN,,F,child,Q110367028,"mother of Georg, Freiherr von Firmian"
Q96076013,Unknown,,F,spouse,Q96076012,wife of William Elyot
Q139559981,N.N.,,F,child,Q98962455,mother of Jakob Baur
Q104472334,NN,,F,child,Q104472321,"mother of John de Draycott, of Paynsley"
Q129256991,NN,,F,child,Q1311468,mother of Johann Baptist von Paar
Q96311106,NN,,F,child,Q96200222,mother of Anna Maria Elisabeth Brune
Q96217680,NN,,F,child,Q96217678,mother of Doña Leonor Moquiracé
Q96221303,NN,,F,child,Q96221298,"mother of Marzell Ramminger gen. Schreiber, Vogt"
Q110557911,NN,,F,child,Q110557831,mother of Laurens Pit
Q110557914,NN,,F,child,Q110557835,mother of Elisabeth Vogels
Q99209584,NN,,F,child,Q97103651,mother of Roger Umfreville
Q98698887,NN,,F,child,Q98698883,mother of Alveric
Q97014142,NN,,F,child,Q97014138,mother of Armand Crommelinck
Q110558675,NN,,F,child,Q110558671,"mother of Matthias|Albert Finck, Herr von Finckenstein auf Roggenhausen"
Q111488238,NN,,F,child,Q111488200,mother of Anders Boije af Gennäs
Q110377796,NN,,F,father,Q110377797,daughter of Olavi
Q110851200,NN,,F,child,Q110851018,mother of Kirsti
Q101421220,NN,,F,child,Q101421218,"mother of Konrad von Rybenicz, Herr auf Kaubitz"
Q101499819,NN,,F,child,Q101499807,"mother of Pierre Chabaud, Seigneur de Tourettes, de Peillon, de La Roque Saint-Andre"
Q126283204,NN,,F,child,Q126283180,mother of Robert von Rollingen
Q110377879,NN,,M,spouse,Q107211708,husband of Agnes von Rodemachern
Q101353780,NN,,F,spouse,Q101353758,"wife of Dietrich von Brandenburg, Herr von Brandenburg, Lieser, Montzel"
Q110399587,NN,,F,child,Q110399482,mother of Ileana Costachi
Q110363044,NN,,F,child,Q102544079,mother of Dorottya Rozgonyi de Rozgony
Q116471510,NN,,F,child,Q24846686,mother of Tamás Pálffy
Q136010501,NN,,F,child,Q136010499,"mother of Affonso Martins de Sousa-Chicorro, 19.Prior of Santa Cruz de Coimbra"
Q100437703,NN,,F,spouse,Q100437699,"wife of Geofroi Reforciat, Vicomte de Marseille"
Q110324457,NN,,F,child,Q110313619,"mother of Gyrild|Gyrith Bengtsdotter, heiress of Heggetorp"
Q105805435,NN,,F,child,Q105805424,mother of Colombe (Cécile) de Grandson
Q101469342,NN,,F,child,Q101469335,"mother of Agnes de Villars, Heiress de Villars"
Q106501295,NN,,F,child,Q106501289,mother of Raymond de Montauban
Q115861314,NN,,F,child,Q115861309,mother of Stephen Gayer
Q107305279,NN,,F,child,Q107305277,mother of Kersten von der Pahlen
Q108410270,NN,,F,child,Q108410268,mother of Erasmus van Brederode
Q121745806,NN,,F,child,Q121745726,mother of Xenia Pavlovna Pisarev
Q108840658,NN,,F,child,Q108840638,mother of Rörich Riedesel the Younger
Q110457527,NN,,F,child,Q110457525,mother of Flaminia Bembo
Q110386513,NN,,F,child,Q110386347,"mother of Girolamo Orsini, Signore di Bomarzo"
Q116042397,NN,,F,child,Q116042389,mother of Dimitrios Rodocanachi
Q110385376,NN,,F,child,Q102822259,"mother of Hugues I d'Arpajon, Seigneur de Calmont"
Q109807953,NN,,F,child,Q109807946,mother of Paulus van Haastrecht
Q105802201,NN,,F,child,Q105802197,"mother of John Lister, of Wakefield"
Q110589318,NN,,F,child,Q110589236,mother of Wicher Rotgersz.
Q116045701,NN,,F,child,Q116045663,mother of Johan Jacobs Schimmelpenninck
Q110557976,NN,,F,child,Q110557956,mother of Gerrit Fredericksz. van Nyvelt
Q116007422,NN,,F,child,Q13638605,mother of Ivan Frankopan Cetinski
Q110151914,NN,,F,child,Q110151528,mother of Rosine Klauenflügel
Q110441162,NN,,F,child,Q110152198,mother of Rosina von Mosheim
Q110572208,NN,,F,spouse,Q110572205,"wife of Otto Bertold, Truchsess von Waldburg"
Q116030635,NN,,F,child,Q116030631,mother of Hartmut (Hartmann) von Kronberg
Q98698438,NN,,F,child,Q98698424,"mother of Lohv Tuve, Lord of Purtse, co-lord of Ise"
Q110324652,NN,,F,child,Q110324640,mother of Christina von Buseck
Q110354814,NN,,F,child,Q110354805,"mother of Vaes|Servaes Panhuys, of van Limbourg"
Q100440396,NN,,F,child,Q100440391,mother of Maria Scanderbegh Castriota
Q116150926,NN,,F,child,Q96238903,mother of Anna de Gönyü
Q116150917,NN,,F,child,Q116150915,mother of Gergely Bethlen de Bethlen
Q110363280,NN,,F,child,Q110363273,mother of Elek Zicsi
Q110370133,NN,,F,child,Q110363591,mother of Judith von Rindscheidt zu Schieleiten
Q116031955,NN,,F,child,Q116031953,mother of Maria de Henestrosa Ponce de León
Q110426479,NN,,F,child,Q110426477,mother of Heinrich Knigge
Q110504148,NN,,F,child,Q110503561,"mother of Vaclav Karel, Freiherr Hildprandt von und zu Ottenhausen"
Q136009203,NN,,F,child,Q136009195,"mother of Mechteld Sloet tot Buckhorst, Vrouwe van Zalk en Veecaten"
Q110572327,NN,,F,spouse,Q31987753,"wife of Conrad III, Count of Kirchberg"
Q110574607,NN,,F,child,Q110574603,"mother of Gaston de Lannes, Seigneur de Roche-Alais"
Q102832463,NN,,F,child,Q102832392,mother of Guérin de Castelnau
Q110385589,NN,,F,child,Q96244527,"mother of Raoul de Roye, Seigneur de Guerbigny, Moncy, Dury et La Ferté-en-Ponthieu"
Q110611644,NN,,F,child,Q110611602,mother of Joachim Neander
Q112973541,NN,,M,,,
Q113295095,NN,,F,child,Q113295093,mother of Cornelis Bastaard van Borselen
Q116041741,NN,,F,child,Q116041739,mother of Claes van der Welle
Q111444091,NN,,F,child,Q111444087,mother of Christian Nicolaï Abo
Q111465480,NN,,F,child,Q111465478,mother of William Stewart
Q111488202,NN,,F,child,Q111488198,mother of Karl Henrik Boije af Gennäs
Q115870374,NN,,F,child,Q110371502,mother of Tamás I Bosnyák de Magyarbél
Q130364065,NN,,F,child,Q130364052,mother of Margareta von Dietrichstein
Q113500500,NN,,F,child,Q113500270,mother of Catharina Schwansee
Q113504411,NN,,F,child,Q113500656,mother of Joachim Heinrich von Wenckstern
Q136027660,NN,,F,child,Q136027657,"mother of Govert Verploegh, Heer van Hellouw"
Q101164960,NN,,F,child,Q110612633,mother of Philip de Bodrugan
Q116031044,NN,,F,child,Q116031036,"mother of Guillaume VII de Pesmes, Sire de Pesmes"
Q116042144,NN,,F,child,Q116042142,mother of Marguerite Sabourin
Q110635611,NN,,F,child,Q96244027,mother of Efa ferch Madog ab Elise ap Iorwerth
Q116183325,NN,,F,child,Q94936369,mother of Jakob Schropp
Q116183329,NN,,F,child,Q116183327,mother of Margarete Streit
Q102837885,NN,,F,child,Q102837860,"mother of Jacques Paynel, Seigneur d'Olonde"
Q117268446,NN,,F,child,Q117268444,mother of Sara Breyel
Q116005102,NN,,F,spouse,Q81826697,wife of Wolfrad II von Crutheim
Q122359392,NN,,F,spouse,Q105983699,"wife of Lodewijk Bloys van Treslong, Heer van Cabouw"
Q96221795,NN,,F,child,Q96221783,mother of Johann von Petershain
Q110381670,NN,,F,child,Q110381668,mother of Marthe Madeleine de Foulé de Prunevaux
Q111442615,NN,,F,child,Q111442613,mother of Fedor Grigorievich Naryshkin
Q116170393,NN,,F,child,Q56273649,mother of Andrey Streshnev
Q111442625,NN,,F,child,Q111442623,mother of Ivan Stepanovitch Raevsky
Q111442621,NN,,F,child,Q111442602,mother of Boris Ivanovitch Leontiev
Q139670448,N.N.,,F,child,Q139670446,mother of Gerichtsverwandter Hans Kodweiss
Q131731621,NN,,M,child,Q116471680,father of Gallus
Q131731622,NN,,F,child,Q116471680,mother of Gallus
Q110505683,NN,,F,child,Q96221106,mother of Johannes Neuffer
Q116185068,NN,,F,child,Q55904054,mother of Johann Mynsinger
Q96221196,NN,,F,child,Q96221185,mother of Anna Buob
Q96221230,NN,,F,child,Q96221217,mother of Agnes Kindsvatter
Q116086516,NN,,F,spouse,Q61140874,wife of Otto of Neuenahr
Q110616411,NN,,F,child,Q110616409,mother of Roland bastard van Moerkerke
Q96312007,NN,,F,child,Q96312005,mother of Cynwrig ap Llywelyn
Q105905430,NN,,F,child,Q105905428,mother of Belia van Arkel van Leyenburg
Q110538537,NN,,F,child,Q110538533,mother of Sabine Ossinger von Haibach
Q110324291,NN,,F,child,Q110324288,mother of Emma Stürken
Q116004142,NN,,F,child,Q116004129,mother of Senebrun I de Goth
Q139560487,N.N.,,F,child,Q98962477,mother of Conrad Vaut
Q110562348,NN,,F,child,Q29424560,mother of Heinrich von Weikersheim-Hohenlohe
Q110386468,NN,,F,child,Q110386466,"mother of Carlo Muti, 1.Duca di Valle Mutia"
Q110578144,NN,,F,child,Q17622265,mother of Bouchard III of Montmorency
Q110366204,NN,,M,child,Q110366203,father of Benita Esnar Joanes Arambúru
Q116170400,NN,,F,child,Q110629431,mother of Alexander Ivanovitch Volkonsky
Q130359557,NN,,F,child,Q130359555,mother of Fedor Vasil'evich Vorontsov
