geni_id	qids	in_our_tree
6000000074737530027	Q45379815	yes
6000000074737531920	Q15910005	yes
6000000074737531980	Q45379608	yes
6000000074737531994	Q45379666	yes
6000000074737533865	Q45426999	yes
6000000074737533882	Q45379293	yes
6000000074737534968	Q45394452	yes
6000000074737536943	Q45381686	yes
6000000074737540024	Q45379759	yes
6000000074737545933	Q45379443	yes
6000000074737545951	Q45379491	yes
6000000074737546052	Q45379714	yes
6000000074737546058	Q45379805	yes
6000000074737547822	Q45379198	yes
6000000074737548917	Q45425818	yes
6000000074737553133	Q45380150	yes
6000000074737554827	Q45379207	yes
6000000074737557974	Q45403443	yes
6000000074737560822	Q45379288	yes
6000000074737566837	Q45379295	yes
6000000074737566957	Q16904346	yes
6000000074737568834	Q45379240	yes
6000000074737572035	Q45379752	yes
6000000074737574868	Q45379416	yes
6000000074737574913	Q45403445	yes
6000000074737574973	Q45379685	yes
6000000074737574994	Q45379699	yes
6000000074737575843	Q45379344	yes
6000000074737576878	Q45379323	yes
6000000074737576921	Q45379468	yes
6000000074737578977	Q45379586	yes
6000000074737580863	Q45379333	yes
6000000074737581824	Q45379265	yes
6000000074737583853	Q45379251	yes
6000000074737587009	Q45379748	yes
6000000074737587850	Q45427124	yes
6000000074737587858	Q45401803	yes
6000000074737589823	Q45379234	yes
6000000074737590882	Q17008013	yes
6000000074737590982	Q45379734	yes
6000000074737591911	Q45379407	yes
6000000074737596827	Q45379254	yes
6000000074737598846	Q45391124	yes
6000000074737604855	Q45379321	yes
6000000074737616067	Q45380254	yes
6000000074737621861	Q45379319	yes
6000000074737622032	Q45379816	yes
6000000074737626822	Q45379270	yes
6000000074737633910	Q45379405	yes
6000000074737634975	Q17034012	yes
6000000074737635047	Q45379749	yes
6000000074737643822	Q45429364	yes
6000000074737649823	Q45426873	yes
6000000074737649841	Q45379327	yes
6000000074737650948	Q45394558	yes
6000000074737651237	Q45380167	yes
6000000074737651823	Q45427082	yes
6000000074737653975	Q45379614	yes
6000000074737657889	Q45382318	yes
6000000074737667865	Q45379476	yes
6000000074737691859	Q45434178	yes
6000000074737692956	Q45379522	yes
6000000074737694823	Q45379291	yes
6000000074737695996	Q45379661	yes
6000000074737704825	Q45425861	yes
6000000074737704862	Q15916332	yes
6000000074737704961	Q45379613	yes
6000000074737704991	Q45379704	yes
6000000074737705028	Q45379741	yes
6000000074737705111	Q45379935	yes
6000000074737714999	Q45379781	yes
6000000074737715043	Q45379973	yes
6000000074737717890	Q45379581	yes
6000000074737720995	Q16904053	yes
6000000074737721199	Q45380168	yes
6000000074737721278	Q45380426	yes
6000000074737723913	Q45360520	yes
6000000074737724070	Q45380101	yes
6000000074737724091	Q17010451	yes
6000000074737724835	Q45417850	yes
6000000074737724888	Q45379446	yes
6000000074737724982	Q45379709	yes
6000000074737733927	Q45379609	yes
6000000074737736840	Q45382325	yes
6000000074737738840	Q45379365	yes
6000000074737738880	Q45379545	yes
6000000074737739111	Q45380262	yes
6000000074737740882	Q15928636	yes
6000000074737744887	Q45379599	yes
6000000074737744896	Q45379626	yes
6000000074737746932	Q45379630	yes
6000000074737747001	Q45379859	yes
6000000074737756125	Q45380232	yes
6000000074737764849	Q45379373	yes
6000000074737764855	Q10359721	yes
6000000074737766942	Q45379602	yes
6000000074737767067	Q45379824	yes
6000000074737768849	Q45379421	yes
6000000074737769845	Q8048487	yes
6000000074737776225	Q45425564	yes
6000000074737776238	Q45380360	yes
6000000074737776953	Q45379720	yes
6000000074737787974	Q45379760	yes
6000000074737793833	Q45382317	yes
6000000074737793891	Q45379550	yes
6000000074737793909	Q45405144	yes
6000000074737795888	Q45379544	yes
6000000074737797918	Q45379514	yes
6000000074737797957	Q45405148	yes
6000000074737803824	Q45382315	yes
6000000074737805844	Q45379438	yes
6000000074737805890	Q45379624	yes
6000000074737815855	Q45379410	yes
6000000074737815863	Q45379489	yes
6000000074737815929	Q45380487	yes
6000000074737815988	Q45379810	yes
6000000074737816901	Q45379553	yes
6000000074737818851	Q45379465	yes
6000000074737820830	Q45379406	yes
6000000074737825928	Q45379615	yes
6000000074737826918	Q45379551	yes
6000000074737829864	Q45379486	yes
6000000074737835821	Q45382320	yes
6000000074737838915	Q45379683	yes
6000000074737843828	Q45379473	yes
6000000074737848940	Q45379692	yes
6000000074737849986	Q45379718	yes
6000000074737850080	Q45379809	yes
6000000074737852056	Q45379984	yes
6000000074737852851	Q45379632	yes
6000000074737865907	Q45379619	yes
6000000074737867126	Q45380149	yes
6000000074737871922	Q45379684	yes
6000000074737883984	Q45512845	yes
6000000074737883990	Q45379743	yes
6000000074737888825	Q45379470	yes
6000000074737892859	Q45379543	yes
6000000074737896845	Q45379493	yes
6000000074737897829	Q45379469	yes
6000000074737902841	Q45379515	yes
6000000074737903964	Q45379990	yes
6000000074737906987	Q45379802	yes
6000000074737908901	Q45605687	yes
6000000074737912822	Q16904347	yes
6000000074737915823	Q17030309	yes
6000000074737920924	Q45379711	yes
6000000074737921880	Q45379596	yes
6000000074737927867	Q45379620	yes
6000000074737931861	Q45379587	yes
6000000074737931928	Q45379717	yes
6000000074737931933	Q16907127	yes
6000000074737941923	Q45379700	yes
6000000074737942856	Q45379597	yes
6000000074737942937	Q45379728	yes
6000000074737943878	Q45379716	yes
6000000074737977825	Q45379571	yes
6000000074737977990	Q45380543	yes
6000000074737978026	Q45379945	yes
6000000074737978954	Q45379848	yes
6000000074737979025	Q45380099	yes
6000000074737979850	Q45406893	yes
6000000074737990832	Q45379554	yes
6000000074737994908	Q45379803	yes
6000000074737995966	Q45380122	yes
6000000074737996825	Q45379558	yes
6000000074738001827	Q45379592	yes
6000000074738001989	Q45379997	yes
6000000074738002849	Q45379623	yes
6000000074738002863	Q45379625	yes
6000000074738003884	Q45379662	yes
6000000074738005935	Q45379878	yes
6000000074738008837	Q45405147	yes
6000000074738013849	Q45379629	yes
6000000074738022822	Q45379582	yes
6000000074738024830	Q45428489	yes
6000000074738024922	Q45379725	yes
6000000074738024944	Q45379771	yes
6000000074738024960	Q45380584	yes
6000000074738029922	Q45379782	yes
6000000074738032861	Q45379648	yes
6000000074738035020	Q45380260	yes
6000000074738035047	Q45405462	yes
6000000074738036923	Q16076934	yes
6000000074738040880	Q45428450	yes
6000000074738044857	Q45379682	yes
6000000074738044935	Q45379821	yes
6000000074738045933	Q45379876	yes
6000000074738047202	Q701534	yes
6000000074738049822	Q45379600	yes
6000000074738049827	Q45379605	yes
6000000074738054977	Q25418103	yes
6000000074738056883	Q45379812	yes
6000000074738058953	Q45379801	yes
6000000074738059821	Q45379606	yes
6000000074738059902	Q45379758	yes
6000000074738060955	Q45380109	yes
6000000074738062876	Q45379694	yes
6000000074738063955	Q45380104	yes
6000000074738066821	Q45380551	yes
6000000074738071829	Q45379618	yes
6000000074738071833	Q45379638	yes
6000000074738072833	Q45379621	yes
6000000074738072845	Q45379667	yes
6000000074738072852	Q45379680	yes
6000000074738074912	Q45379895	yes
6000000074738074925	Q45379940	yes
6000000074738081821	Q45379612	yes
6000000074738081864	Q45379705	yes
6000000074738081884	Q45379755	yes
6000000074738082871	Q45379707	yes
6000000074738087978	Q45380103	yes
6000000074738087990	Q45380136	yes
6000000074738090897	Q45380542	yes
6000000074738091855	Q45379675	yes
6000000074738101910	Q45379722	yes
6000000074738102834	Q45379633	yes
6000000074738102954	Q45380086	yes
6000000074738103008	Q45380156	yes
6000000074738110930	Q45379819	yes
6000000074738115893	Q45379780	yes
6000000074738116852	Q45379674	yes
6000000074738121907	Q45379829	yes
6000000074738123903	Q45379744	yes
6000000074738125848	Q45379702	yes
6000000074738125861	Q45379712	yes
6000000074738129903	Q45379968	yes
6000000074738132846	Q45379742	yes
6000000074738132885	Q45379827	yes
6000000074738140921	Q45619161	yes
6000000074738141862	Q45428372	yes
6000000074738147834	Q45379690	yes
6000000074738147843	Q5154455	yes
6000000074738157846	Q45379719	yes
6000000074738157918	Q45379836	yes
6000000074738162917	Q45380124	yes
6000000074738163007	Q45380365	yes
6000000074738163909	Q45379877	yes
6000000074738164842	Q45379698	yes
6000000074738166035	Q45380371	yes
6000000074738167876	Q45379806	yes
6000000074738179896	Q45379845	yes
6000000074738179990	Q45380102	yes
6000000074738181826	Q45379695	yes
6000000074738181869	Q45379807	yes
6000000074738188862	Q45379813	yes
6000000074738208842	Q45379737	yes
6000000074738209822	Q45379713	yes
6000000074738209925	Q65865992	yes
6000000074738211841	Q45379765	yes
6000000074738220945	Q45380007	yes
6000000074738225827	Q45379736	yes
6000000074738226898	Q45379924	yes
6000000074738226978	Q45380293	yes
6000000074738229822	Q45379745	yes
6000000074738229827	Q45379753	yes
6000000074738237877	Q45379967	yes
6000000074738248845	Q45379783	yes
6000000074738254822	Q45379800	yes
6000000074738258970	Q45380154	yes
6000000074738259873	Q45380052	yes
6000000074738260893	Q45379828	yes
6000000074738263850	Q45379939	yes
6000000074738264835	Q45379751	yes
6000000074738268964	Q45380123	yes
6000000074738272821	Q45379754	yes
6000000074738275821	Q45379756	yes
6000000074738275891	Q45379855	yes
6000000074738287821	Q45379761	yes
6000000074738287844	Q45379861	yes
6000000074738296836	Q45379987	yes
6000000074738307857	Q45379983	yes
6000000074738311834	Q45379922	yes
6000000074738325840	Q45379857	yes
6000000074738329997	Q45380244	yes
6000000074738330022	Q559744	yes
6000000074738331854	Q45379873	yes
6000000074738331884	Q15932740	yes
6000000074738331919	Q45380116	yes
6000000074738333945	Q45380248	yes
6000000074738335821	Q45487097	yes
6000000074738339824	Q45379822	yes
6000000074738339920	Q45380266	yes
6000000074738345858	Q45379923	yes
6000000074738345867	Q45379977	yes
6000000074738346956	Q45380132	yes
6000000074738358913	Q45380197	yes
6000000074738361822	Q45379820	yes
6000000074738363843	Q25418104	yes
6000000074738364831	Q45379850	yes
6000000074738367822	Q10916427	yes
6000000074738377853	Q45379980	yes
6000000074738379839	Q45379875	yes
6000000074738379863	Q45379938	yes
6000000074738381822	Q45379979	yes
6000000074738381895	Q45380134	yes
6000000074738384030	Q45571129	yes
6000000074738384822	Q45379849	yes
6000000074738386867	Q45379985	yes
6000000074738387821	Q45379837	yes
6000000074738387855	Q45379969	yes
6000000074738387876	Q45380125	yes
6000000074738394012	Q45380265	yes
6000000074738394082	Q45380378	yes
6000000074738404895	Q45380133	yes
6000000074738404991	Q45380374	yes
6000000074738416913	Q45380105	yes
6000000074738417822	Q45379872	yes
6000000074738418864	Q45380163	yes
6000000074738418895	Q45380314	yes
6000000074738433902	Q45380300	yes
6000000074738435926	Q45380312	yes
6000000074738435950	Q45380336	yes
6000000074738437849	Q45379976	yes
6000000074738443001	Q45380427	yes
6000000074738444880	Q45380253	yes
6000000074738448824	Q45379936	yes
6000000074738457825	Q45379974	yes
6000000074738457830	Q45379986	yes
6000000074738459872	Q45380170	yes
6000000074738460975	Q45380431	yes
6000000074738478822	Q45379981	yes
6000000074738479870	Q45380146	yes
6000000074738479909	Q45380328	yes
6000000074738479914	Q45380355	yes
6000000074738488844	Q45380100	yes
6000000074738499924	Q16907047	yes
6000000074738500821	Q45379991	yes
6000000074738515836	Q45435948	yes
6000000074738516823	Q45380012	yes
6000000074738524914	Q45380311	yes
6000000074738531858	Q45428636	yes
6000000074738547858	Q45380141	yes
6000000074738562849	Q45380148	yes
6000000074738565861	Q45380160	yes
6000000074738566913	Q45380342	yes
6000000074738569887	Q45380361	yes
6000000074738570861	Q45380151	yes
6000000074738572882	Q45380256	yes
6000000074738572927	Q45380344	yes
6000000074738580855	Q45380143	yes
6000000074738583859	Q45380162	yes
6000000074738586933	Q45405996	yes
6000000074738588040	Q45571006	yes
6000000074738590863	Q45380166	yes
6000000074738590879	Q45380264	yes
6000000074738593909	Q45380364	yes
6000000074738597899	Q45380316	yes
6000000074738605902	Q45380310	yes
6000000074738621840	Q45380115	yes
6000000074738624858	Q45380158	yes
6000000074738632930	Q45396439	yes
6000000074738640830	Q45380147	yes
6000000074738643825	Q45380117	yes
6000000074738646821	Q45380120	yes
6000000074738652882	Q45380359	yes
6000000074738654883	Q45425524	yes
6000000074738656830	Q45380152	yes
6000000074738656871	Q45380315	yes
6000000074738659894	Q45380353	yes
6000000074738662823	Q45380164	yes
6000000074738665899	Q45380376	yes
6000000074738669869	Q45395130	yes
6000000074738669887	Q45380321	yes
6000000074738677888	Q45395435	yes
6000000074738678875	Q45380305	yes
6000000074738681925	Q45380425	yes
6000000074738686824	Q11626507	yes
6000000074738687939	Q10900370	yes
6000000074738688872	Q45380381	yes
6000000074738689827	Q45380249	yes
6000000074738689972	Q45571808	yes
6000000074738702838	Q45380171	yes
6000000074738705821	Q45380161	yes
6000000074738707846	Q45380250	yes
6000000074738707949	Q45571067	yes
6000000074738727864	Q45380263	yes
6000000074738727889	Q45380331	yes
6000000074738727916	Q45380368	yes
6000000074738756832	Q45380255	yes
6000000074738762851	Q45380282	yes
6000000074738764846	Q45395441	yes
6000000074738765845	Q45395443	yes
6000000074738769833	Q45380301	yes
6000000074738774866	Q11118980	yes
6000000074738776997	Q45571744	yes
6000000074738779841	Q45380354	yes
6000000074738780821	Q45380259	yes
6000000074738785085	Q65803889	yes
6000000074738790841	Q45380320	yes
6000000074738796849	Q45380318	yes
6000000074738802883	Q45380380	yes
6000000074738805831	Q45380308	yes
6000000074738807830	Q45380306	yes
6000000074738820826	Q45380322	yes
6000000074738821830	Q45380309	yes
6000000074738822822	Q45380307	yes
6000000074738825860	Q45405463	yes
6000000074738832834	Q45380363	yes
6000000074738833826	Q45380357	yes
6000000074738834829	Q45380370	yes
6000000074738839833	Q45380372	yes
6000000074738843822	Q45379069	yes
6000000074738848909	Q45380434	yes
6000000074738849859	Q45395448	yes
6000000074738891823	Q45380373	yes
6000000074738891904	Q45571506	yes
6000000074738892822	Q45380367	yes
6000000074738913824	Q45380382	yes
6000000074738914831	Q45380383	yes
6000000074738924822	Q45380379	yes
6000000074738983846	Q45380432	yes
6000000074739007824	Q45380429	yes
6000000074739122842	Q45571615	yes
6000000074739187834	Q45571444	yes
6000000074739242842	Q45571558	yes
6000000074739707849	Q45569312	yes
6000000074740422821	Q1294853	yes
6000000074742583492	Q45380669	yes
6000000074742704059	Q2638560	yes
6000000074743352264	Q105526967	yes
6000000074743653758	Q45380824	yes
6000000074743808570	Q45380518	yes
6000000074743979154	Q105526940	yes
6000000074744078538	Q45380730	yes
6000000074744090832	Q104657932	yes
6000000074744273423	Q45380665	yes
6000000074744273440	Q45424679	yes
6000000074744316911	Q105527026	yes
6000000074744318958	Q105616462	yes
6000000074744478210	Q45405167	yes
6000000074744478233	Q45380490	yes
6000000074744478933	Q105526932	yes
6000000074744516896	Q105616506	yes
6000000074744593445	Q45380664	yes
6000000074744600511	Q45380693	yes
6000000074744637297	Q45380785	yes
6000000074744637342	Q45404551	yes
6000000074744650253	Q24831828	yes
6000000074744672561	Q45381422	yes
6000000074744696189	Q45380501	yes
6000000074744696214	Q45380507	yes
6000000074744696355	Q45380594	yes
6000000074744697571	Q45381197	yes
6000000074744705302	Q45380652	yes
6000000074744744177	Q45380468	yes
6000000074744744551	Q45381009	yes
6000000074744744724	Q45381717	yes
6000000074744744798	Q45382056	yes
6000000074744747171	Q45380585	yes
6000000074744747221	Q45380828	yes
6000000074744747246	Q45380869	yes
6000000074744747502	Q45381337	yes
6000000074744747574	Q45381594	yes
6000000074744758201	Q45380786	yes
6000000074744770318	Q45380759	yes
6000000074744771408	Q45380953	yes
6000000074744771449	Q18110319	yes
6000000074744793244	Q45380636	yes
6000000074744793395	Q45404553	yes
6000000074744795338	Q45406176	yes
6000000074744795423	Q45451903	yes
6000000074744795487	Q45384104	yes
6000000074744795504	Q30943119	yes
6000000074744813139	Q45381073	yes
6000000074744813359	Q45383109	yes
6000000074744818146	Q45380484	yes
6000000074744822843	Q105601234	yes
6000000074744832668	Q45583071	yes
6000000074744835251	Q45380708	yes
6000000074744857210	Q45380745	yes
6000000074744858161	Q45380550	yes
6000000074744867224	Q11068496	yes
6000000074744869004	Q105527030	yes
6000000074744887161	Q45380732	yes
6000000074744907142	Q45380634	yes
6000000074744909073	Q45380720	yes
6000000074744918979	Q10451687	yes
6000000074744922013	Q15918149	yes
6000000074744942947	Q45380476	yes
6000000074744949137	Q45380539	yes
6000000074744952177	Q45380816	yes
6000000074744952242	Q45380930	yes
6000000074744952248	Q45380974	yes
6000000074744952337	Q45381118	yes
6000000074744958143	Q45380533	yes
6000000074744958386	Q45380927	yes
6000000074744958524	Q45381157	yes
6000000074744958597	Q45410307	yes
6000000074744958625	Q45381313	yes
6000000074744984246	Q45380668	yes
6000000074744984553	Q45381230	yes
6000000074745016076	Q45380733	yes
6000000074745020072	Q45380506	yes
6000000074745020186	Q10562559	yes
6000000074745043326	Q1206650	yes
6000000074745056010	Q45405164	yes
6000000074745056032	Q45380503	yes
6000000074745069292	Q16077398	yes
6000000074745091095	Q45424790	yes
6000000074745091201	Q45380821	yes
6000000074745091655	Q45382027	yes
6000000074745091820	Q45383149	yes
6000000074745102138	Q45380859	yes
6000000074745102143	Q45380866	yes
6000000074745127857	Q105526952	yes
6000000074745140993	Q45380523	yes
6000000074745153960	Q16908207	yes
6000000074745154117	Q45382141	yes
6000000074745154250	Q45383016	yes
6000000074745154965	Q45380521	yes
6000000074745155100	Q45380666	yes
6000000074745155173	Q45380796	yes
6000000074745155388	Q45381178	yes
6000000074745155488	Q45404154	yes
6000000074745173396	Q45381249	yes
6000000074745175200	Q45404557	yes
6000000074745179348	Q45381757	yes
6000000074745179355	Q45381766	yes
6000000074745189064	Q45380678	yes
6000000074745189110	Q45380788	yes
6000000074745189115	Q45380822	yes
6000000074745189124	Q45380804	yes
6000000074745189165	Q45380868	yes
6000000074745194010	Q45425688	yes
6000000074745209002	Q45380575	yes
6000000074745216949	Q45605900	yes
6000000074745228080	Q45380677	yes
6000000074745234895	Q45380504	yes
6000000074745242921	Q45380482	yes
6000000074745244963	Q45380526	yes
6000000074745248032	Q45380578	yes
6000000074745250968	Q45406728	yes
6000000074745251108	Q45380670	yes
6000000074745251127	Q45380705	yes
6000000074745251203	Q45380834	yes
6000000074745254054	Q45380635	yes
6000000074745259903	Q45380500	yes
6000000074745262018	Q45380631	yes
6000000074745267988	Q8017712	yes
6000000074745269361	Q45381526	yes
6000000074745269610	Q45382537	yes
6000000074745272008	Q45380582	yes
6000000074745272013	Q45380622	yes
6000000074745280001	Q45380648	yes
6000000074745280006	Q45380674	yes
6000000074745280010	Q45380675	yes
6000000074745281001	Q45380593	yes
6000000074745283273	Q45381419	yes
6000000074745287923	Q45673195	yes
6000000074745289905	Q71191	yes
6000000074745292881	Q45380497	yes
6000000074745293507	Q45382096	yes
6000000074745293881	Q15929761	yes
6000000074745296965	Q45403085	yes
6000000074745297039	Q15938456	yes
6000000074745301243	Q45380965	yes
6000000074745301956	Q45380615	yes
6000000074745325046	Q45380707	yes
6000000074745325120	Q11677795	yes
6000000074745325491	Q45411933	yes
6000000074745325526	Q45381672	yes
6000000074745331908	Q45380475	yes
6000000074745339974	Q45380713	yes
6000000074745341924	Q45380719	yes
6000000074745341947	Q45380803	yes
6000000074745341952	Q45380827	yes
6000000074745343031	Q45380663	yes
6000000074745343125	Q45380952	yes
6000000074745343134	Q45380964	yes
6000000074745344843	Q45405161	yes
6000000074745345277	Q5090970	yes
6000000074745347873	Q45380522	yes
6000000074745348069	Q11178625	yes
6000000074745348075	Q45380855	yes
6000000074745352018	Q45380835	yes
6000000074745354905	Q15913743	yes
6000000074745355876	Q45405753	yes
6000000074745360076	Q45380825	yes
6000000074745360229	Q45412817	yes
6000000074745360829	Q45380470	yes
6000000074745360892	Q45380535	yes
6000000074745363167	Q45381237	yes
6000000074745363855	Q45405169	yes
6000000074745363909	Q45380629	yes
6000000074745366868	Q45380502	yes
6000000074745371953	Q45380761	yes
6000000074745371974	Q45425331	yes
6000000074745373970	Q45380630	yes
6000000074745376890	Q45380627	yes
6000000074745381852	Q45405754	yes
6000000074745388973	Q45380632	yes
6000000074745389013	Q45424667	yes
6000000074745389076	Q45380860	yes
6000000074745396849	Q45380480	yes
6000000074745402860	Q718017	yes
6000000074745404838	Q45380473	yes
6000000074745404907	Q45380536	yes
6000000074745405963	Q16260213	yes
6000000074745406022	Q10323658	yes
6000000074745406864	Q45405751	yes
6000000074745407834	Q45673149	yes
6000000074745413873	Q45380528	yes
6000000074745425028	Q45380865	yes
6000000074745426057	Q45380900	yes
6000000074745430836	Q45380516	yes
6000000074745431413	Q45449128	yes
6000000074745440978	Q45380711	yes
6000000074745441004	Q45380817	yes
6000000074745441953	Q45380607	yes
6000000074745443823	Q45380483	yes
6000000074745451978	Q45380679	yes
6000000074745452105	Q45380877	yes
6000000074745453018	Q45380777	yes
6000000074745453090	Q45380937	yes
6000000074745453899	Q45380581	yes
6000000074745458989	Q45380799	yes
6000000074745459839	Q45380510	yes
6000000074745459922	Q45380637	yes
6000000074745459935	Q45380716	yes
6000000074745459985	Q45380901	yes
6000000074745461959	Q45380770	yes
6000000074745462001	Q45426533	yes
6000000074745462286	Q45425014	yes
6000000074745463983	Q45426759	yes
6000000074745464010	Q45380823	yes
6000000074745465915	Q45380592	yes
6000000074745465934	Q45380651	yes
6000000074745466262	Q45381231	yes
6000000074745466296	Q45381442	yes
6000000074745466366	Q45381733	yes
6000000074745468851	Q45380534	yes
6000000074745468856	Q45380540	yes
6000000074745473822	Q45380496	yes
6000000074745480906	Q45380672	yes
6000000074745480947	Q45380768	yes
6000000074745483822	Q45380499	yes
6000000074745484987	Q45380662	yes
6000000074745485045	Q45380831	yes
6000000074745485051	Q45380846	yes
6000000074745486979	Q45380957	yes
6000000074745487031	Q45381092	yes
6000000074745493277	Q45410306	yes
6000000074745493822	Q45380505	yes
6000000074745494830	Q10503599	yes
6000000074745496253	Q45381186	yes
6000000074745497853	Q45474675	yes
6000000074745500822	Q45380514	yes
6000000074745505821	Q45380519	yes
6000000074745507917	Q45380703	yes
6000000074745507947	Q45380820	yes
6000000074745508008	Q45380888	yes
6000000074745508021	Q45380946	yes
6000000074745508061	Q45380977	yes
6000000074745512926	Q45380676	yes
6000000074745514932	Q45380574	yes
6000000074745521002	Q45380936	yes
6000000074745522821	Q45406738	yes
6000000074745522838	Q45380537	yes
6000000074745522964	Q10452130	yes
6000000074745523148	Q45380997	yes
6000000074745523185	Q45401676	yes
6000000074745523239	Q45381179	yes
6000000074745528180	Q45380999	yes
6000000074745528613	Q45382744	yes
6000000074745529990	Q45380791	yes
6000000074745530039	Q45380844	yes
6000000074745531918	Q45380689	yes
6000000074745533931	Q45380746	yes
6000000074745538316	Q45381434	yes
6000000074745538336	Q15894382	yes
6000000074745538357	Q45381728	yes
6000000074745538598	Q45406161	yes
6000000074745538614	Q45473906	yes
6000000074745538631	Q45382767	yes
6000000074745538731	Q45383342	yes
6000000074745539941	Q45380691	yes
6000000074745547979	Q45425247	yes
6000000074745550884	Q16260619	yes
6000000074745550892	Q1268388	yes
6000000074745550935	Q45380805	yes
6000000074745551951	Q45380845	yes
6000000074745551968	Q45380850	yes
6000000074745552244	Q45381310	yes
6000000074745557916	Q45380747	yes
6000000074745566084	Q45380975	yes
6000000074745566951	Q45380769	yes
6000000074745567905	Q45380614	yes
6000000074745571902	Q45380760	yes
6000000074745571909	Q45380776	yes
6000000074745573877	Q45424750	yes
6000000074745575925	Q45380753	yes
6000000074745576993	Q45380848	yes
6000000074745577078	Q45380951	yes
6000000074745577220	Q45381228	yes
6000000074745580918	Q45380643	yes
6000000074745592885	Q45380771	yes
6000000074745601880	Q45380650	yes
6000000074745601909	Q45380764	yes
6000000074745603850	Q45380633	yes
6000000074745606856	Q45380613	yes
6000000074745613880	Q45380849	yes
6000000074745613909	Q45380956	yes
6000000074745614203	Q45382382	yes
6000000074745615883	Q45380749	yes
6000000074745617906	Q45380709	yes
6000000074745620033	Q45380966	yes
6000000074745627853	Q16076841	yes
6000000074745627859	Q45380595	yes
6000000074745628877	Q45380624	yes
6000000074745628953	Q45380795	yes
6000000074745628969	Q45380826	yes
6000000074745630827	Q45380625	yes
6000000074745634988	Q45380838	yes
6000000074745638173	Q45381557	yes
6000000074745638184	Q45436183	yes
6000000074745638279	Q45411864	yes
6000000074745642876	Q45380757	yes
6000000074745644002	Q45380879	yes
6000000074745646880	Q45380806	yes
6000000074745647858	Q45380576	yes
6000000074745652840	Q45425729	yes
6000000074745653050	Q45380986	yes
6000000074745656312	Q45382134	yes
6000000074745656318	Q16075518	yes
6000000074745656326	Q45382166	yes
6000000074745656893	Q45380798	yes
6000000074745657045	Q45380993	yes
6000000074745657159	Q45381216	yes
6000000074745657904	Q45380772	yes
6000000074745660878	Q45380810	yes
6000000074745661954	Q45380973	yes
6000000074745664878	Q45380734	yes
6000000074745664945	Q45380940	yes
6000000074745665352	Q45382765	yes
6000000074745665939	Q45380752	yes
6000000074745666115	Q45381001	yes
6000000074745666151	Q45381134	yes
6000000074745666877	Q45380706	yes
6000000074745676315	Q45381681	yes
6000000074745676878	Q45380763	yes
6000000074745678834	Q45380653	yes
6000000074745678890	Q45693042	yes
6000000074745679114	Q45381126	yes
6000000074745690866	Q45380714	yes
6000000074745690888	Q45380750	yes
6000000074745694003	Q45380904	yes
6000000074745697860	Q45380690	yes
6000000074745698982	Q45380898	yes
6000000074745699981	Q45380889	yes
6000000074745704936	Q45380832	yes
6000000074745705904	Q45412650	yes
6000000074745706053	Q45381104	yes
6000000074745706080	Q45412809	yes
6000000074745706906	Q45380833	yes
6000000074745707050	Q45412807	yes
6000000074745707894	Q45380790	yes
6000000074745711833	Q45539646	yes
6000000074745711895	Q45380807	yes
6000000074745713925	Q45380837	yes
6000000074745717129	Q45381315	yes
6000000074745717395	Q45382586	yes
6000000074745717419	Q45382732	yes
6000000074745717602	Q45441050	yes
6000000074745717665	Q45453605	yes
6000000074745717922	Q45380872	yes
6000000074745718125	Q45410303	yes
6000000074745718258	Q45381751	yes
6000000074745718400	Q45382231	yes
6000000074745718846	Q45380781	yes
6000000074745720904	Q45380857	yes
6000000074745725054	Q45381018	yes
6000000074745725425	Q45382341	yes
6000000074745725467	Q45382541	yes
6000000074745726869	Q45380861	yes
6000000074745726995	Q45381017	yes
6000000074745727884	Q45380847	yes
6000000074745729836	Q45380694	yes
6000000074745731853	Q45380754	yes
6000000074745731871	Q45380766	yes
6000000074745731895	Q45380809	yes
6000000074745734965	Q45380862	yes
6000000074745736969	Q45380972	yes
6000000074745737888	Q45380801	yes
6000000074745737924	Q45380863	yes
6000000074745740897	Q45380963	yes
6000000074745741073	Q45381181	yes
6000000074745741149	Q45404156	yes
6000000074745741972	Q45380871	yes
6000000074745742109	Q45381114	yes
6000000074745742155	Q45381172	yes
6000000074745742562	Q45382665	yes
6000000074745742886	Q45380779	yes
6000000074745743041	Q45381113	yes
6000000074745743058	Q45381124	yes
6000000074745743154	Q45381359	yes
6000000074745743464	Q45382724	yes
6000000074745744091	Q45381219	yes
6000000074745744222	Q45381678	yes
6000000074745744278	Q45582752	yes
6000000074745744322	Q45382270	yes
6000000074745744409	Q45382609	yes
6000000074745747959	Q45380942	yes
6000000074745752341	Q17161824	yes
6000000074745752707	Q45443074	yes
6000000074745755822	Q45380710	yes
6000000074745755984	Q45381028	yes
6000000074745756045	Q45381143	yes
6000000074745756250	Q45381754	yes
6000000074745756392	Q45382515	yes
6000000074745760986	Q45381016	yes
6000000074745766850	Q45380811	yes
6000000074745768875	Q45380748	yes
6000000074745769992	Q45412814	yes
6000000074745769999	Q45381117	yes
6000000074745770088	Q45381318	yes
6000000074745771822	Q45380784	yes
6000000074745772830	Q45380755	yes
6000000074745772871	Q45380955	yes
6000000074745773822	Q45380729	yes
6000000074745774011	Q45381212	yes
6000000074745774205	Q45381857	yes
6000000074745774249	Q45382104	yes
