geni_id	qids	in_our_tree
6000000012272768848	Q882532	yes
6000000012272863971	Q105209	yes
6000000012272920037	Q42901666	yes
6000000012273775219	Q93123380	yes
6000000012274029731	Q139384329	yes
6000000012274037942	Q2915432	yes
6000000012274368467	Q139384222	yes
6000000012274679930	Q2742696	yes
6000000012275258212	Q10388146	yes
6000000012275714034	Q6915804	yes
6000000012280870018	Q135471154	yes
6000000012281302308	Q162793	yes
6000000012281721471	Q126710480	yes
6000000012282104511	Q265855	yes
6000000012282902283	Q5561551	yes
6000000012282937418	Q138819445	yes
6000000012283459413	Q182455	yes
6000000012283955951	Q116037832	yes
6000000012284007178	Q105510105	yes
6000000012284551284	Q9369765	yes
6000000012284791198	Q172911	yes
6000000012285108583	Q765213	yes
6000000012285115189	Q128046324	yes
6000000012285156922	Q356699	yes
6000000012285282134	Q12309982	yes
6000000012285851319	Q126996014	yes
6000000012286331929	Q128046326	yes
6000000012286420267	Q2364614	yes
6000000012286810419	Q11867956	yes
6000000012286932085	Q17123063	yes
6000000012287581844	Q434323	yes
6000000012288182451	Q122624388	yes
6000000012288426443	Q6404476	yes
6000000012289595912	Q88550	yes
6000000012289598850	Q93697	yes
6000000012290637733	Q59531684	yes
6000000012290978862	Q6288024	yes
6000000012291101899	Q1220105	yes
6000000012291293441	Q1966080	yes
6000000012291426107	Q3479018	yes
6000000012291802631	Q186123	yes
6000000012291857344	Q105457955	yes
6000000012292142866	Q678279	yes
6000000012292599083	Q105522100	yes
6000000012293042809	Q2425246	yes
6000000012293379236	Q116464867	yes
6000000012293449220	Q105521696	yes
6000000012294047772	Q12341547	yes
6000000012295477827	Q3719981	yes
6000000012295687972	Q15454104	yes
6000000012297744476	Q1462322	yes
6000000012297824847	Q138165202	yes
6000000012297951730	Q7412556	yes
6000000012298043245	Q887218	yes
6000000012298471096	Q139270759	yes
6000000012298523337	Q12371377	yes
6000000012298589321	Q21035899	yes
6000000012298610615	Q3286537	yes
6000000012298988712	Q18225042	yes
6000000012300732325	Q15522418	yes
6000000012301223950	Q64273677	yes
6000000012301387936	Q5542102	yes
6000000012301551300	Q3847970	yes
6000000012301626392	Q12359424	yes
6000000012302061211	Q256809	yes
6000000012302185841	Q2343498	yes
6000000012302401378	Q373590	yes
6000000012302876012	Q105456984	yes
6000000012303221907	Q87083	yes
6000000012303255303	Q5730451	yes
6000000012303464015	Q922066	yes
6000000012304236894	Q4584711	yes
6000000012304655388	Q1300347	yes
6000000012304767720	Q1432688	yes
6000000012304849657	Q9322571	yes
6000000012304967887	Q5218427	yes
6000000012305352000	Q19606793	yes
6000000012306359057	Q106630046	yes
6000000012306673390	Q741409	yes
6000000012306705554	Q106630048	yes
6000000012307119822	Q62031904	yes
6000000012307161867	Q106706779	yes
6000000012307545825	Q105457738	yes
6000000012308818962	Q105610969	yes
6000000012309833979	Q3215815	yes
6000000012310587313	Q54824306	yes
6000000012310673595	Q60169466	yes
6000000012312191668	Q120824986	yes
6000000012312238503	Q105465871	yes
6000000012312613244	Q105465877	yes
6000000012312884977	Q106871814	yes
6000000012313264698	Q9263548	yes
6000000012313277671	Q7659433	yes
6000000012313303885	Q326584	yes
6000000012313339646	Q12350087	yes
6000000012313876482	Q1357154	yes
6000000012315951357	Q16407707	yes
6000000012315994272	Q128158480	yes
6000000012316416173	Q6915383	yes
6000000012316592950	Q216539	yes
6000000012317401224	Q137567123	yes
6000000012317678653	Q12309485	yes
6000000012320015491	Q19893848	yes
6000000012320849625	Q133886183	yes
6000000012321832781	Q27300017	yes
6000000012326458758	Q104546788	yes
6000000012327031633	Q729330	yes
6000000012327085939	Q2604205	yes
6000000012328548475	Q3321231	yes
6000000012328864179	Q231983	yes
6000000012329059893	Q105573693	yes
6000000012329588209	Q24005741	yes
6000000012330052615	Q237615	yes
6000000012330131904	Q2218305	yes
6000000012330388923	Q2603914	yes
6000000012330513193	Q128158481	yes
6000000012330687742	Q532248	yes
6000000012330741226	Q15650699	yes
6000000012330746561	Q5376014	yes
6000000012330752049	Q4097171	yes
6000000012331346630	Q272504	yes
6000000012331609034	Q2204367	yes
6000000012331641339	Q481874	yes
6000000012331861255	Q5919304	yes
6000000012332047744	Q430720	yes
6000000012332127728	Q8004442	yes
6000000012332434506	Q773912	yes
6000000012332600221	Q234615	yes
6000000012332600528	Q125903057	yes
6000000012332699577	Q79479417	yes
6000000012332725864	Q445333	yes
6000000012332839731	Q503956	yes
6000000012333030403	Q242462	yes
6000000012333061455	Q447559	yes
6000000012333082008	Q28802818	yes
6000000012333126167	Q95382041	yes
6000000012333526341	Q1436390	yes
6000000012334022454	Q1610360	yes
6000000012334290663	Q346052	yes
6000000012335221121	Q94833367	yes
6000000012335505851	Q97483895	yes
6000000012336161857	Q356696	yes
6000000012336365558	Q1359046	yes
6000000012336560729	Q5075406	yes
6000000012339931379	Q4395110	yes
6000000012341645168	Q2916876	yes
6000000012343035566	Q51844325	yes
6000000012343300325	Q131436799	yes
6000000012343516234	Q1333404	yes
6000000012343668428	Q63349342	yes
6000000012344922244	Q139915734	yes
6000000012346495293	Q1287651	yes
6000000012346705335	Q104547149	yes
6000000012347235707	Q8017414	yes
6000000012347503789	Q17312157	yes
6000000012347731267	Q138370350	yes
6000000012347967258	Q132851268	yes
6000000012348322175	Q128046332	yes
6000000012348512175	Q128046333	yes
6000000012348732374	Q128158487	yes
6000000012348745546	Q909989	yes
6000000012348795294	Q126996023	yes
6000000012348971606	Q105456983	yes
6000000012349005432	Q126907014	yes
6000000012349185466	Q105463697	yes
6000000012349431545	Q4415614	yes
6000000012349970608	Q132851283	yes
6000000012350376049	Q60819130	yes
6000000012350963318	Q19965708	yes
6000000012352531357	Q79311706	yes
6000000012353925761	Q105607016	yes
6000000012354106045	Q111514540	yes
6000000012355766235	Q604016	yes
6000000012357425804	Q5479915	yes
6000000012357879365	Q616138	yes
6000000012357898909	Q9381748	yes
6000000012358149387	Q60263	yes
6000000012358170707	Q60317	yes
6000000012358244661	Q1160530	yes
6000000012358900701	Q105459145	yes
6000000012359010500	Q7702094	yes
6000000012359283426	Q8020642	yes
6000000012359471380	Q105459146	yes
6000000012359471719	Q133158529	yes
6000000012360924504	Q15769686	yes
6000000012360926072	Q13362204	yes
6000000012361247941	Q6688322	yes
6000000012361608319	Q15428384	yes
6000000012361608322	Q1243597	yes
6000000012362127939	Q1538269	yes
6000000012362194097	Q104703502	yes
6000000012362557069	Q136378439	yes
6000000012362755451	Q309882	yes
6000000012362950433	Q676449	yes
6000000012362989430	Q93797	yes
6000000012363038333	Q7410945	yes
6000000012363056544	Q5504813	yes
6000000012363084841	Q113290454	yes
6000000012363092614	Q431614	yes
6000000012363259146	Q76623527	yes
6000000012363611515	Q17120264	yes
6000000012365330845	Q1625923	yes
6000000012365339070	Q1432598	yes
6000000012365540536	Q84280	yes
6000000012365603264	Q1041068	yes
6000000012365781669	Q2918876	yes
6000000012365872772	Q124692958	yes
6000000012366353066	Q2832230	yes
6000000012366549100	Q110728800	yes
6000000012367516175	Q10342511	yes
6000000012367640069	Q107324334	yes
6000000012367794444	Q4980575	yes
6000000012367985981	Q101045967	yes
6000000012368319531	Q5393603	yes
6000000012368832956	Q2808	yes
6000000012368992705	Q107324327	yes
6000000012370062798	Q12301332	yes
6000000012371779748	Q135481456	yes
6000000012372999278	Q6756451	yes
6000000012374549541	Q3047272	yes
6000000012375019532	Q105361335	yes
6000000012375083461	Q105458427	yes
6000000012375255867	Q118020	yes
6000000012376374605	Q2355269	yes
6000000012376702590	Q3101732	yes
6000000012377146454	Q52155544	yes
6000000012377313333	Q50353342	yes
6000000012377392990	Q128046339	yes
6000000012377480053	Q5657768	yes
6000000012377510060	Q126996025	yes
6000000012377938339	Q128046344	yes
6000000012378010636	Q129019136	yes
6000000012378015385	Q10648	yes
6000000012378106860	Q129018826	yes
6000000012378320160	Q1793801	yes
6000000012378349488	Q129018305	yes
6000000012378398542	Q108807386	yes
6000000012378401905	Q104447286	yes
6000000012378581573	Q111748953	yes
6000000012378751213	Q106647852	yes
6000000012378889334	Q102590302	yes
6000000012379207395	Q23760	yes
6000000012379298222	Q111142764	yes
6000000012379476482	Q104706113	yes
6000000012379793983	Q9619830	yes
6000000012380407079	Q108476112	yes
6000000012380804319	Q127424019	yes
6000000012380827512	Q128158493	yes
6000000012381169946	Q128046353	yes
6000000012381305720	Q127004151	yes
6000000012381319795	Q128158494	yes
6000000012381399989	Q38460106	yes
6000000012381580192	Q8008882	yes
6000000012381590744	Q61759753	yes
6000000012381644480	Q894718	yes
6000000012381693646	Q104208117	yes
6000000012381889708	Q2156408	yes
6000000012383976402	Q169535	yes
6000000012384329227	Q17439596	yes
6000000012384810391	Q6224658	yes
6000000012385253383	Q126903995	yes
6000000012385560403	Q6224661	yes
6000000012385572719	Q94686133	yes
6000000012385861742	Q1702669	yes
6000000012386032571	Q16066048	yes
6000000012386518128	Q1360180	yes
6000000012386716911	Q15994323	yes
6000000012387046252	Q111420996	yes
6000000012387052675	Q105456979	yes
6000000012387570318	Q105456981	yes
6000000012387710071	Q11881299	yes
6000000012388076513	Q7317484	yes
6000000012388118483	Q105362392	yes
6000000012388445383	Q1260033	yes
6000000012388677824	Q139890060	yes
6000000012388712545	Q6775330	yes
6000000012388993777	Q369143	yes
6000000012389038282	Q2850616	yes
6000000012389137805	Q105579897	yes
6000000012389170355	Q23944630	yes
6000000012389525797	Q105598628	yes
6000000012389644809	Q105598618	yes
6000000012389708317	Q109414124	yes
6000000012390051831	Q217280	yes
6000000012390362904	Q23062497	yes
6000000012391278072	Q127004153	yes
6000000012391486454	Q104656967	yes
6000000012391492304	Q105563876	yes
6000000012391703859	Q105598625	yes
6000000012391948756	Q1344625	yes
6000000012391951353	Q128158499	yes
6000000012392172817	Q11688868	yes
6000000012395994445	Q16200395	yes
6000000012396069305	Q6217983	yes
6000000012396253564	Q8479028	yes
6000000012396315993	Q3844770	yes
6000000012396535789	Q126996027	yes
6000000012397220112	Q109239661	yes
6000000012397500213	Q105463589	yes
6000000012397514475	Q137847297	yes
6000000012397728113	Q105457073	yes
6000000012397773729	Q105392487	yes
6000000012397938758	Q105598626	yes
6000000012398070047	Q105651261	yes
6000000012398132930	Q134436981	yes
6000000012398179461	Q105651263	yes
6000000012398201637	Q105598620	yes
6000000012398249910	Q105651260	yes
6000000012398409185	Q11961337	yes
6000000012399067856	Q129420	yes
6000000012400041989	Q10944376	yes
6000000012400508925	Q105589	yes
6000000012400642613	Q79172	yes
6000000012400726797	Q106706884	yes
6000000012400782761	Q3429562	yes
6000000012400973347	Q12279040	yes
6000000012401003569	Q17120536	yes
6000000012401034084	Q12714130	yes
6000000012401181707	Q12330113	yes
6000000012401194204	Q104683407	yes
6000000012401223427	Q105579900	yes
6000000012401299245	Q105642367	yes
6000000012401507009	Q42139335	yes
6000000012401940639	Q3568556	yes
6000000012401966770	Q820374	yes
6000000012402204356	Q128046360	yes
6000000012402257247	Q27573548	yes
6000000012402672685	Q77091806	yes
6000000012402711203	Q4137903	yes
6000000012405849651	Q105602915	yes
6000000012407028527	Q1356381	yes
6000000012407255616	Q8068337	yes
6000000012407815580	Q2092744	yes
6000000012407845622	Q107287585	yes
6000000012408258479	Q510424	yes
6000000012408302656	Q8003946	yes
6000000012408438017	Q16407855	yes
6000000012408620451	Q670050	yes
6000000012408943937	Q5751815	yes
6000000012409121796	Q4756269	yes
6000000012409991648	Q6074252	yes
6000000012409999408	Q5536068	yes
6000000012410004904	Q45373241	yes
6000000012410017745	Q111227360	yes
6000000012410028810	Q1289157	yes
6000000012410325199	Q63246799	yes
6000000012410342338	Q45373245	yes
6000000012410368209	Q45373243	yes
6000000012410579925	Q105354184	yes
6000000012411212164	Q325704	yes
6000000012411823794	Q712157	yes
6000000012412055232	Q14571300	yes
6000000012412456257	Q12345757	yes
6000000012412518483	Q228904	yes
6000000012412858325	Q7407878	yes
6000000012413283622	Q7504668	yes
6000000012413667124	Q105597001	yes
6000000012414203040	Q130345	yes
6000000012414279727	Q126996028	yes
6000000012414386817	Q104547	yes
6000000012415432897	Q4937863	yes
6000000012416091979	Q107287952	yes
6000000012416171557	Q1238144	yes
6000000012416366429	Q4182038	yes
6000000012417782051	Q59909	yes
6000000012417791969	Q104405791	yes
6000000012418015534	Q2149704	yes
6000000012418025086	Q2119983	yes
6000000012418078748	Q1360749	yes
6000000012418184619	Q11769315	yes
6000000012418452785	Q1458345	yes
6000000012418578562	Q132851426	yes
6000000012418590967	Q12364431	yes
6000000012418706442	Q16650164	yes
6000000012418815885	Q133159962	yes
6000000012418962554	Q110786933	yes
6000000012419413269	Q1143428	yes
6000000012419579345	Q111273678	yes
6000000012419600775	Q1598707	yes
6000000012419899413	Q29080097	yes
6000000012419943279	Q128046368	yes
6000000012420032739	Q1495688	yes
6000000012420445675	Q7083216	yes
6000000012420489760	Q5677495	yes
6000000012421377522	Q1424964	yes
6000000012421394408	Q319969	yes
6000000012421769529	Q110278368	yes
6000000012421779600	Q110278369	yes
6000000012421785593	Q110278371	yes
6000000012421929128	Q24034945	yes
6000000012422335234	Q105389310	yes
6000000012422362143	Q110278367	yes
6000000012422385170	Q880645	yes
6000000012422444475	Q889119	yes
6000000012422526870	Q229631	yes
6000000012422526873	Q5217103	yes
6000000012422567846	Q73774954	yes
6000000012422578858	Q125283691	yes
6000000012422606303	Q884083	yes
6000000012422663184	Q10869197	yes
6000000012422784258	Q62022605	yes
6000000012422792843	Q45511873	yes
6000000012422825237	Q18916958	yes
6000000012422844691	Q5967931	yes
6000000012422912667	Q104420670	yes
6000000012422970703	Q105471357	yes
6000000012423112368	Q105643048	yes
6000000012423123250	Q105503725	yes
6000000012423569357	Q1701960	yes
6000000012423613225	Q1375506	yes
6000000012423667556	Q530682	yes
6000000012423830602	Q80184015	yes
6000000012424221067	Q2578804	yes
6000000012426287546	Q11891476	yes
6000000012427315620	Q726087	yes
6000000012427375142	Q94745276	yes
6000000012427399955	Q12008855	yes
6000000012427584508	Q140969752	yes
6000000012428483995	Q15303124	yes
6000000012428777960	Q105374815	yes
6000000012429228740	Q870743	yes
6000000012429286306	Q329839	yes
6000000012429319983	Q104546127	yes
6000000012429393723	Q6965023	yes
6000000012429595557	Q3436299	yes
6000000012429713609	Q104546173	yes
6000000012429958268	Q104653396	yes
6000000012430089424	Q105566222	yes
6000000012430251112	Q19959711	yes
6000000012430431630	Q1555892	yes
6000000012430439710	Q137131211	yes
6000000012430468184	Q77977392	yes
6000000012430567932	Q4535540	yes
6000000012430635164	Q126996031	yes
6000000012430685077	Q1555894	yes
6000000012430979771	Q105578656	yes
6000000012430998454	Q105580553	yes
6000000012431007752	Q106821574	yes
6000000012431061247	Q105578456	yes
6000000012431292459	Q128158508	yes
6000000012431628008	Q15998848	yes
6000000012431648483	Q6998671	yes
6000000012431673059	Q33192483	yes
6000000012431753850	Q12035862	yes
6000000012431822578	Q104248683	yes
6000000012432135444	Q28343172	yes
6000000012432351026	Q16065644	yes
6000000012432374950	Q6134548	yes
6000000012432403469	Q1225089	yes
6000000012432480446	Q257083	yes
6000000012437316789	Q2579192	yes
6000000012437328822	Q55765768	yes
6000000012437331577	Q357958	yes
6000000012437605895	Q975506	yes
6000000012437752571	Q1365011	yes
6000000012437758097	Q1250401	yes
6000000012438530552	Q3066123	yes
6000000012438622868	Q1402	yes
6000000012439962117	Q105354736	yes
6000000012439992907	Q1606663	yes
6000000012440043432	Q130470057	yes
6000000012440269408	Q655809	yes
6000000012440424009	Q60172398	yes
6000000012440441882	Q104420413	yes
6000000012441011207	Q105496033	yes
6000000012441530600	Q104656573	yes
6000000012441717793	Q140761389	yes
6000000012441763937	Q12310499	yes
6000000012441814496	Q1358961	yes
6000000012441874245	Q49487450	yes
6000000012442001730	Q1067	yes
6000000012442175558	Q4726018	yes
6000000012442275273	Q3903630	yes
6000000012442684539	Q105504778	yes
6000000012442920756	Q15966102	yes
6000000012443202971	Q105521667	yes
6000000012443468046	Q105521766	yes
6000000012443588224	Q104685719	yes
6000000012443630290	Q105521725	yes
6000000012444358041	Q16855141	yes
6000000012448201016	Q229190	yes
6000000012448449135	Q105521710	yes
6000000012448553182	Q105521685	yes
6000000012448637123	Q1579444	yes
6000000012449106581	Q1401	yes
6000000012449176902	Q105521641	yes
6000000012449375261	Q104657122	yes
6000000012449604162	Q1305920	yes
6000000012449679942	Q5076369	yes
6000000012449737775	Q12038699	yes
6000000012449738522	Q1398	yes
6000000012449915641	Q105521692	yes
6000000012449915892	Q7103716	yes
6000000012449948058	Q105610985	yes
6000000012450152901	Q5076368	yes
6000000012450502483	Q130643926	yes
6000000012450998737	Q4355696	yes
6000000012451570031	Q105518454	yes
6000000012451572112	Q38281796	yes
6000000012451706986	Q69482903	yes
6000000012451774641	Q105473019	yes
6000000012452083731	Q95681592	yes
6000000012452271761	Q1395791	yes
6000000012452308323	Q289705	yes
6000000012452367244	Q15996410	yes
6000000012452420208	Q5478959	yes
6000000012452449284	Q105518458	yes
6000000012452686326	Q106820079	yes
6000000012452687521	Q27299914	yes
6000000012452703833	Q1233974	yes
6000000012452809218	Q106820080	yes
6000000012453172778	Q1568143	yes
6000000012453445591	Q1395573	yes
6000000012454262145	Q23873	yes
6000000012454382214	Q11963654	yes
6000000012454431034	Q104546899	yes
6000000012457481826	Q1792689	yes
6000000012457715864	Q4889021	yes
6000000012458923511	Q7938945	yes
6000000012458927086	Q1705180	yes
6000000012458935626	Q109230971	yes
6000000012458966786	Q1236734	yes
6000000012459022853	Q669028	yes
6000000012459073947	Q104252116	yes
6000000012459095142	Q5570376	yes
6000000012459195563	Q1792010	yes
6000000012459271054	Q104544618	yes
6000000012459291048	Q5545536	yes
6000000012459291314	Q106706888	yes
6000000012459323329	Q104252117	yes
6000000012459488745	Q1416629	yes
6000000012459599612	Q99600249	yes
6000000012459892153	Q104210329	yes
6000000012459897600	Q36501171	yes
6000000012459980861	Q12798428	yes
6000000012459990407	Q1507410	yes
6000000012460197744	Q1117673	yes
6000000012460264477	Q104210366	yes
6000000012461168360	Q1263748	yes
6000000012461199889	Q107375179	yes
6000000012461475444	Q107375178	yes
6000000012461475625	Q202854	yes
6000000012461676181	Q6840749	yes
6000000012461866643	Q105598776	yes
6000000012461995416	Q78289999	yes
6000000012462017109	Q14565727	yes
6000000012462018636	Q71694493	yes
6000000012462066953	Q11977538	yes
6000000012462190142	Q21903476	yes
6000000012462265392	Q25621918	yes
6000000012462283246	Q131550171	yes
6000000012462314602	Q5345267	yes
6000000012462702745	Q1908406	yes
6000000012463127524	Q1305263	yes
6000000012463151659	Q8012451	yes
6000000012463843528	Q286339	yes
6000000012467429411	Q128046370	yes
6000000012468300223	Q4178758	yes
6000000012468310353	Q5564968	yes
6000000012468487304	Q2655793	yes
6000000012469033248	Q1680390	yes
6000000012469284209	Q95215517	yes
6000000012470340949	Q140773856	yes
6000000012470508099	Q87737237	yes
6000000012470657653	Q692793	yes
6000000012470697403	Q16649850	yes
6000000012470950253	Q95162531	yes
6000000012471570244	Q128046372	yes
6000000012471577270	Q1523143	yes
6000000012471675919	Q3163965	yes
6000000012471725202	Q3508680	yes
6000000012471730440	Q126905013	yes
6000000012471922573	Q94509617	yes
6000000012472133201	Q105466181	yes
6000000012472615663	Q3444286	yes
6000000012472737079	Q14716549	yes
6000000012472925624	Q116162	yes
6000000012472999314	Q1334685	yes
6000000012473024100	Q128046374	yes
6000000012473027635	Q56247744	yes
6000000012473037555	Q56247745	yes
6000000012473134273	Q5259203	yes
6000000012473311078	Q3495208	yes
6000000012473599603	Q333372	yes
6000000012473836933	Q6218204	yes
6000000012474960627	Q1657691	yes
6000000012475316261	Q487724	yes
6000000012475316563	Q11858505	yes
6000000012475626679	Q75470975	yes
6000000012476139393	Q17382252	yes
6000000012478871345	Q105705249	yes
6000000012478982292	Q73543623	yes
6000000012479713154	Q104449841	yes
6000000012479839209	Q20528478	yes
6000000012479945222	Q104449840	yes
6000000012480053795	Q659775	yes
6000000012480411349	Q4109468	yes
6000000012481066824	Q170356	yes
6000000012481068775	Q2218300	yes
6000000012481130218	Q2172655	yes
6000000012481206998	Q93866	yes
6000000012481255771	Q108254415	yes
6000000012481417225	Q89527	yes
6000000012481426139	Q1310669	yes
6000000012482572075	Q2441094	yes
6000000012482746373	Q627864	yes
6000000012482776701	Q126907012	yes
6000000012482862744	Q127004170	yes
6000000012482904130	Q5616162	yes
6000000012482923920	Q105521768	yes
6000000012482926031	Q105521720	yes
6000000012483047533	Q97777912	yes
6000000012483818797	Q2302368	yes
6000000012483923376	Q127004173	yes
6000000012484186279	Q204852	yes
6000000012485428396	Q17109160	yes
6000000012487726535	Q11763321	yes
6000000012488025121	Q11738159	yes
6000000012488679240	Q102400590	yes
6000000012489268130	Q2021328	yes
6000000012489435633	Q4394205	yes
6000000012489793583	Q382414	yes
6000000012490433836	Q4292942	yes
6000000012490440507	Q116188332	yes
6000000012490505931	Q7609977	yes
6000000012490769504	Q106865724	yes
6000000012491887670	Q6190929	yes
6000000012492055376	Q1680843	yes
6000000012492834967	Q7348012	yes
6000000012493195903	Q4902519	yes
6000000012493346515	Q42010751	yes
6000000012493519590	Q105521142	yes
6000000012493529119	Q105521042	yes
6000000012493556524	Q96630645	yes
6000000012493631786	Q105521002	yes
6000000012494636538	Q135334891	yes
6000000012494648571	Q4955250	yes
6000000012496078339	Q16408415	yes
6000000012496466668	Q23615238	yes
6000000012501334591	Q131466260	yes
6000000012501680346	Q12310815	yes
6000000012501808081	Q28049287	yes
6000000012501860869	Q125813283	yes
6000000012501908615	Q2595932	yes
6000000012502050447	Q182730	yes
6000000012502187492	Q126996036	yes
6000000012502458403	Q126906479	yes
6000000012502458409	Q128158511	yes
6000000012502540752	Q105466911	yes
6000000012503295683	Q105456950	yes
6000000012503308722	Q5769023	yes
6000000012503311513	Q104703470	yes
6000000012503331723	Q105638451	yes
6000000012503437414	Q25202756	yes
6000000012503691529	Q128046390	yes
6000000012503748018	Q4759335	yes
6000000012503914637	Q265980	yes
6000000012503972807	Q104545060	yes
6000000012504023168	Q105655630	yes
6000000012504085258	Q11314363	yes
6000000012504108902	Q74205777	yes
6000000012504241521	Q42381906	yes
6000000012504499613	Q797748	yes
6000000012504568545	Q12644844	yes
6000000012504716753	Q104544937	yes
6000000012504750765	Q6060093	yes
6000000012504873293	Q105461515	yes
6000000012504892481	Q1480364	yes
6000000012504892486	Q61638	yes
6000000012505144464	Q4355927	yes
6000000012505361599	Q1201452	yes
6000000012505491404	Q105509759	yes
6000000012505567565	Q52155035	yes
6000000012507272509	Q133715757	yes
6000000012507668248	Q21480639	yes
6000000012507845750	Q545888	yes
6000000012508331130	Q126919933	yes
6000000012508464641	Q128046393	yes
6000000012508464646	Q128158524	yes
6000000012508507276	Q7617497	yes
6000000012508897477	Q128046399	yes
6000000012509322376	Q16404841	yes
6000000012509369270	Q128158528	yes
6000000012509415209	Q127004188	yes
6000000012509682135	Q886090	yes
6000000012511626180	Q7358299	yes
6000000012512718883	Q106469243	yes
6000000012512719461	Q153890	yes
6000000012512719467	Q183181	yes
6000000012512994855	Q6969649	yes
6000000012513126133	Q105503895	yes
6000000012513536878	Q94826182	yes
6000000012514076610	Q12322970	yes
6000000012514209776	Q6192961	yes
6000000012514305201	Q105471277	yes
6000000012514444760	Q128046404	yes
6000000012514896064	Q1079508	yes
6000000012515678832	Q55855287	yes
6000000012515897453	Q94787237	yes
6000000012515942947	Q105047305	yes
6000000012516111523	Q55843179	yes
6000000012516196845	Q109977827	yes
6000000012516232101	Q1468456	yes
6000000012516511468	Q49744	yes
6000000012516644438	Q109978051	yes
6000000012516713791	Q4140918	yes
6000000012516892323	Q356881	yes
6000000012516892486	Q6227257	yes
6000000012516979772	Q106172354	yes
6000000012517014911	Q1141740	yes
6000000012517152353	Q358556	yes
6000000012517182256	Q137727	yes
6000000012517794584	Q126996046	yes
6000000012517800120	Q126996048	yes
6000000012518039119	Q105557718	yes
6000000012518142414	Q5532286	yes
6000000012520834530	Q326823	yes
6000000012521341739	Q6250534	yes
6000000012522580825	Q21618784	yes
6000000012522655736	Q117815048	yes
6000000012522707341	Q104702692	yes
6000000012523100982	Q17382280	yes
6000000012523600552	Q105638308	yes
6000000012523605249	Q1702132	yes
6000000012523688641	Q105638313	yes
6000000012523808391	Q104218963	yes
6000000012524571461	Q1696712	yes
6000000012525087683	Q3388847	yes
6000000012525381456	Q556013	yes
6000000012526311995	Q11977661	yes
6000000012526377508	Q11994343	yes
6000000012526493018	Q6272606	yes
6000000012526555317	Q14192745	yes
6000000012526574263	Q3062855	yes
6000000012526576205	Q14753470	yes
6000000012526703423	Q94893025	yes
6000000012526744395	Q21102589	yes
6000000012526755053	Q1681333	yes
6000000012526933756	Q280539	yes
6000000012527086443	Q129652338	yes
6000000012527383468	Q5750626	yes
6000000012527791008	Q105606205	yes
6000000012527791012	Q105606216	yes
6000000012528368450	Q2094237	yes
6000000012528368754	Q11370658	yes
6000000012528368777	Q11370608	yes
6000000012528383795	Q456380	yes
6000000012528535805	Q11370664	yes
6000000012528822193	Q16169299	yes
6000000012529076449	Q41699070	yes
6000000012529106847	Q41699051	yes
6000000012529289861	Q11370659	yes
6000000012529445535	Q61749217	yes
6000000012529454501	Q701104	yes
6000000012529533293	Q11370663	yes
6000000012529599243	Q11370661	yes
6000000012530160488	Q16169283	yes
6000000012531069083	Q104446715	yes
6000000012531125456	Q378450	yes
6000000012533159870	Q7121582	yes
6000000012533389417	Q200867	yes
6000000012533610184	Q19976117	yes
6000000012534123261	Q16745066	yes
6000000012534367513	Q695553	yes
6000000012534388877	Q139582447	yes
6000000012534516967	Q105559960	yes
6000000012534610737	Q105559993	yes
6000000012534700567	Q104654850	yes
6000000012534761174	Q5545957	yes
6000000012534860563	Q105559870	yes
6000000012534904411	Q105559810	yes
6000000012534907331	Q105639311	yes
6000000012534918346	Q104654857	yes
6000000012534924499	Q105521747	yes
6000000012534966237	Q104655332	yes
6000000012534992684	Q105521644	yes
6000000012535003756	Q105643647	yes
6000000012535066430	Q105521735	yes
6000000012535425813	Q45374	yes
6000000012535666470	Q106863862	yes
6000000012536127480	Q6140059	yes
6000000012536157360	Q104207272	yes
6000000012536190480	Q3699206	yes
6000000012536528711	Q4720248	yes
6000000012536592279	Q12358452	yes
6000000012537584710	Q6213150	yes
6000000012538625272	Q534949	yes
6000000012539257470	Q6776864	yes
6000000012539594224	Q30570	yes
6000000012542880358	Q6687411	yes
6000000012543547843	Q137245058	yes
6000000012543834600	Q17380518	yes
6000000012543913259	Q112031580	yes
6000000012544004500	Q6284729	yes
6000000012544082606	Q13858957	yes
6000000012544202281	Q11860037	yes
6000000012544221868	Q14192809	yes
6000000012544223428	Q6143932	yes
6000000012544257451	Q13658946	yes
6000000012544270560	Q6063861	yes
6000000012544299411	Q11997809	yes
6000000012544313810	Q11963156	yes
6000000012544403794	Q645216	yes
6000000012544522209	Q4582424	yes
6000000012544621084	Q48671	yes
6000000012544799946	Q104447093	yes
6000000012545353355	Q104779177	yes
6000000012545373813	Q136746400	yes
6000000012545786427	Q2218590	yes
6000000012545940816	Q355130	yes
6000000012546180511	Q2915387	yes
6000000012546206233	Q719215	yes
6000000012546581210	Q16063069	yes
6000000012546633874	Q1045429	yes
6000000012546647061	Q131684405	yes
6000000012546701106	Q15858309	yes
6000000012546748768	Q133963001	yes
6000000012546851807	Q115647414	yes
6000000012547480408	Q182589	yes
6000000012547487186	Q128158537	yes
6000000012547551133	Q468394	yes
6000000012547558205	Q269360	yes
6000000012547654252	Q3846745	yes
6000000012547658361	Q128158538	yes
6000000012548235679	Q105505517	yes
6000000012548287211	Q4303510	yes
6000000012548432419	Q350619	yes
6000000012548499901	Q3857253	yes
6000000012548509691	Q11957357	yes
6000000012548555935	Q55720620	yes
