anchors	qid	geni_id	wikidata_label	geni_name	evidence
2	Q6085344	6000000004251327826	Isobel of Huntingdon	Isabel of Huntingdon	father: Q1177456 carries 6000000004287155704, and so does our tree | mother: Q6787527 carries 6000000000424875913, and so does our tree
2	Q60943	6000000000531148722	Ramon Berenguer II, Count of Barcelona	Ramon Berenguer II 'Cap d'Estopes' Berenger comte de Barcelona	father: Q536326 carries 6000000000011333058, and so does our tree | mother: Q291372 carries 6000000000656886819, and so does our tree
2	Q6156789	6000000003897431973	Nils Eriksson (Gyllenstierna)	Nils Eriksson Gyllenstierna till Fågelvik	father: Q5715537 carries 4117527068020122146, and so does our tree | mother: Q4959912 carries 6000000001156801591, and so does our tree
2	Q61819	6000000002632708244	Elizabeth Charlotte of the Palatinate	Elizabeth Charlotte von Pfalz-Simmern Wittelsbach Kurfürstin zu Brandenburg Herzogin in Preußen Kurfürstin zu Brandenburg Herzogin in Preußen	father: Q60746 carries 6000000006727753675, and so does our tree | mother: Q265243 carries 6000000006727753685, and so does our tree
2	Q6185125	6000000006127291190	Svante Sparre	Svante Larsson Sparre	father: Q6185058 carries 6000000003945621536, and so does our tree | mother: Q22670913 carries 6000000003945592689, and so does our tree
2	Q61871317	6000000003858786767	Agnes of Brunswick-Lüneburg	Agnes Herzogin von Braunschweig-Lüneburg	father: Q703249 carries 6000000003646057185, and so does our tree | mother: Q1309296 carries 6000000003646057190, and so does our tree
2	Q61911166	6000000010039651217	Ada de Huntingdon	Ada of Huntingdon Heiress of Yardley	father: Q1177456 carries 6000000004287155704, and so does our tree | mother: Q6787527 carries 6000000000424875913, and so does our tree
2	Q61911183	6000000001745092779	Alianore Lestrange	Alianore le Strange Baroness Grey of Ruthyn	father: Q18021266 carries 6000000007124748501, and so does our tree | mother: Q76154592 carries 6000000003827551456, and so does our tree
2	Q61912322	6000000003243294269	John Dudley	John Sutton VII, Knight of Atherington, 1st Baron Dudley	father: Q11803259 carries 6000000005597005418, and so does our tree | mother: Q61912339 carries 6000000000339704926, and so does our tree
2	Q61912606	6000000003827529224	Elizabeth of Wied	Elisabeth Philippina von Wied-Runkel	father: Q25487395 carries 6000000003827158488, and so does our tree | mother: Q1697011 carries 6000000003827158482, and so does our tree
2	Q6205050	6000000004287066261	Joan FitzGerald, Countess of Carrick	Joan FitzGerald Countess of Carrick	father: Q180574 carries 6000000002188662237, and so does our tree | mother: Q75453205 carries 6000000003077097251, and so does our tree
2	Q6205633	6000000000151718860	Joan of Lancaster	Joan of Lancaster Baroness de Mowbray	father: Q950456 carries 6000000009890006762, and so does our tree | mother: Q3852373 carries 6000000002318533609, and so does our tree
2	Q6206413	6000000019549923176	Jacob Nils Tersmeden	Jakob Nils Tersmeden	father: Q98690001 carries 6000000009856159559, and so does our tree | mother: Q109278534 carries 6000000002833924440, and so does our tree
2	Q6216872	6000000003899313470	Ture Bengtsson (Bielke) the Younger	Ture Bengtsson till Örby	father: Q5569998 carries 6000000003885415237, and so does our tree | mother: Q18326113 carries 6000000005230642398, and so does our tree
2	Q6219132	6000000002601894005	Ulf Gudmarsson	Ulf Gudmarsson (Ulvåsa)	father: Q5775141 carries 6000000005037358032, and so does our tree | mother: Q101247393 carries 6000000195206694875, and so does our tree
2	Q62261	6000000002188458238	Princess Theodolinde de Beauharnais of Leuchtenberg	Theodelinda Louise Eugénie Auguste Napoléone de Beauharnais Gräfin zu Württemberg, Herzogin zu Urach	father: Q155545 carries 6000000002388364458, and so does our tree | mother: Q232155 carries 6000000007329537290, and so does our tree
2	Q6226378	6000000004571348868	John Clifford, 7th Baron de Clifford	John de Clifford 7th Baron Clifford	father: Q7795466 carries 6000000003086973890, and so does our tree | mother: Q56371919 carries 6000000007606890913, and so does our tree
2	Q6229276	6000000006444174547	John Devereux, 8th Baron Ferrers of Chartley	John Devereux	father: Q7964675 carries 6000000016439000078, and so does our tree | mother: Q27890982 carries 6000000016438890863, and so does our tree
2	Q6230619	6000000002699171921	Oscar Wallenberg	Jacob Oscar Wallenberg	father: Q522153 carries 6000000004213938183, and so does our tree | mother: Q16616050 carries 6000000004213760892, and so does our tree
2	Q6231896	6000000002188043948	John Erskine, 5th Lord Erskine	John Erskine 5th Lord Erskine	father: Q15842663 carries 6000000007980590039, and so does our tree | mother: Q75512481 carries 6000000002188045170, and so does our tree
2	Q62884	6000000003522036482	Frederick VI, Margrave of Baden-Durlach	Friedrich VI Zähringen	father: Q84361 carries 6000000009214864409, and so does our tree | mother: Q3634700 carries 6000000003827438829, and so does our tree
2	Q63125663	6000000000335714346	Idonia de Clifford	Idonea de Clifford Baronness Percy	father: Q7351392 carries 6000000003770209204, and so does our tree | mother: Q20171448 carries 6000000004571348945, and so does our tree
2	Q6314586	6000000027896801361	Maria of Pomerania	Maria pomorska	father: Q519179 carries 6000000013300819055, and so does our tree | mother: Q107722 carries 6000000015051011866, and so does our tree
2	Q632303	6000000002204465217	Theodoric II	Dietrich II von Wettin Markgraf von der Ostmark	father: Q520301 carries 6000000003858812164, and so does our tree | mother: Q75247727 carries 6000000003318546921, and so does our tree
2	Q632966	6000000003232543495	Princess Augusta of Württemberg	Augusta Wilhelmine Henriette von Württemberg Herzogin zu Sachsen-Weimar-Eisenach	father: Q170398 carries 312473166720001563, and so does our tree | mother: Q234703 carries 6000000000717970404, and so does our tree
2	Q64125	4369463	Christina Magdalena of the Palatinate-Zweibrücken	Christina Magdalena Wittelsbach zu Baden-Durlach	father: Q62247 carries 6000000000722027727, and so does our tree | mother: Q2073728 carries 6000000001340213001, and so does our tree
2	Q64691112	6000000015678894338	Ernst von der Howen	Ernst von der Howen	father: Q2038425 carries 6000000003141363324, and so does our tree | mother: Q98807375 carries 6000000003141439009, and so does our tree
2	Q6470129	6000000003098054173	Elizabeth Percy	Elizabeth Percy Countess of Westmoreland	father: Q471421 carries 6000000001874251910, and so does our tree | mother: Q5363245 carries 6000000003649630665, and so does our tree
2	Q648201	6000000006727778846	John, Margrave of Brandenburg-Küstrin	"Johann I ""der Weise"" Hohenzollern Markgraf"	father: Q61814 carries 4104286, and so does our tree | mother: Q66516 carries 4104280, and so does our tree
2	Q65236	6000000009214924920	Georg Friedrich of Baden	Georg Friedrich Zähringen Markgraf	father: Q513315 carries 6000000006727796218, and so does our tree | mother: Q70019 carries 6000000006727849125, and so does our tree
2	Q6597639	6000000000550492763	Robert Ferrers, 2nd Baron Ferrers of Wem	Robert de Ferrers	father: Q27891061 carries 6000000006444385814, and so does our tree | mother: Q61971294 carries 6000000004867827616, and so does our tree
2	Q6673369	6000000008708483039	Isabella of Brittany	Isabelle de Bretagne	father: Q454013 carries 6000000005393571042, and so does our tree | mother: Q2280226 carries 6000000000769996736, and so does our tree
2	Q6688543	6000000010554169569	Louisa Montagu, Countess of Sandwich	Louisa Mary Anne Julia Harriet Lowry-Corry Countess of Sandwich	father: Q4792879 carries 6000000014528343325, and so does our tree | mother: Q47468414 carries 6000000002188496979, and so does our tree
2	Q6698357	6000000002188542178	Lucy Hastings	Lucy Davies Countess of Huntingdon	father: Q2529003 carries 6000000007061552128, and so does our tree | mother: Q16859685 carries 6000000003904573736, and so does our tree
2	Q671707	6000000004382727482	Elizabeth of Hungary, Duchess of Bavaria	Elisabeth Árpád(házi) princess of Hungary	father: Q152370 carries 6000000000153344904, and so does our tree | mother: Q237076 carries 6000000003484293258, and so does our tree
2	Q6759121	6000000003827688043	Margaret, Countess of Mar	Margaret of Mar Countess of Mar	father: Q1237391 carries 6000000001713383244, and so does our tree | mother: Q75388010 carries 6000000002187899771, and so does our tree
2	Q6759745	6000000002702668453	Margaret Mortimer	Margaret de Mortimer Baroness de Mortimer	father: Q312990 carries 6000000003815319051, and so does our tree | mother: Q3766298 carries 6000000001611675939, and so does our tree
2	Q6760071	6000000006241607051	Margaret of Lusignan, Queen of Armenia	Marguerite de Lusignan	father: Q544496 carries 6000000001500847862, and so does our tree | mother: Q460955 carries 6000000006101354384, and so does our tree
2	Q6761172	6000000013429094794	Maria Eleonora I Boncompagni	Maria Eleonora Boncompagni	father: Q5606721 carries 6000000015749016570, and so does our tree | mother: Q3801717 carries 6000000015748447743, and so does our tree
2	Q6867927	6000000002702620229	Sir Richard Butler of Polestown	Richard of Polestown Butler	father: Q6867710 carries 6000000003637238618, and so does our tree | mother: Q4768196 carries 6000000003636924162, and so does our tree
2	Q69450	6000000011049664389	Henry III of Nassau-Breda	Heinrich III of von Nassau-Dillenburg III	father: Q78282 carries 6000000003827368098, and so does our tree | mother: Q2501340 carries 6000000003827368091, and so does our tree
2	Q69927	6000000003827355977	Henry Frederick, Count of Hohenlohe-Langenburg	Heinrich Friedrich Prinz zu Hohenlohe-Langenburg	father: Q86740 carries 6000000003827368738, and so does our tree | mother: Q78018 carries 6000000008274614688, and so does our tree
2	Q700607	6000000006365407973	Matthias I, Duke of Lorraine	Mathieu le Débonnaire de Lorraine	father: Q252024 carries 6000000008568510486, and so does our tree | mother: Q4681825 carries 6000000008568510482, and so does our tree
2	Q70811	6000000006727781306	Francis, Duke of Gifhorn	Franz Welf Herzog zu Braunschweig-Lüneburg-Gifhorn	father: Q64595 carries 6000000002395369434, and so does our tree | mother: Q527324 carries 6000000004117518263, and so does our tree
2	Q709699	6000000006906506405	Henry I, Duke of Burgundy	Eudes Otto (Henri) 'Le Grand' duc de Bourgogne	father: Q317933 carries 348989271720012699, and so does our tree | mother: Q43961 carries 6000000003726054418, and so does our tree
2	Q71167880	6000000025982477555	Wilhelm Ludvig von der Howen		father: Q129934766 carries 6000000025970913016, and so does our tree | mother: Q138597847 carries 6000000025971819850, and so does our tree
2	Q7147046	6000000003443355948	Patrick Lyon, 3rd Earl of Strathmore and Kinghorne	Patrick Lyon 3rd Earl of Strathmore and Kinghorne	father: Q75248514 carries 6000000002176608790, and so does our tree | mother: Q75248516 carries 6000000003714100233, and so does our tree
2	Q715919	6000000005241130709	John Holland, 1st Duke of Exeter	John de Holand 1st Duke of Exeter	father: Q1031944 carries 6000000002384754616, and so does our tree | mother: Q234156 carries 6000000001140272001, and so does our tree
2	Q71819975	6000000001126498796	Eleanor de Warenne	Eleanor de Warenne	father: Q976367 carries 6000000006413253264, and so does our tree | mother: Q4726170 carries 6000000000560074228, and so does our tree
2	Q7184742	365411847800006405	Philippa de Beauchamp	Philippa de Beauchamp Countess of Stafford	father: Q923162 carries 6000000002217597857, and so does our tree | mother: Q3813372 carries 6000000002217559631, and so does our tree
2	Q720944	6000000000721390809	John I, Count of La Marche	Jean de Bourbon-La Marche comte de la Marche	father: Q628624 carries 6000000000721348306, and so does our tree | mother: Q61717391 carries 6000000024065426918, and so does our tree
2	Q723472	6000000002187699572	Anicius Probinus	Anicius Probinus	father: Q1542092 carries 6000000000316744035, and so does our tree | mother: Q1154373 carries 6000000001450476253, and so does our tree
2	Q72364	6000000029683026367	Henry V, Count of Luxembourg	"Henry V ""el Rubio"" van Duke of Limburg"	father: Q83660 carries 6000000019511741569, and so does our tree | mother: Q266160 carries 6000000009688464215, and so does our tree
2	Q72586	6000000016670600444	John George of Brandenburg	Johann Georg Hohenzollern Markgraf, Herzog zu Brandenburg-Jägerndorf	father: Q57920 carries 6000000001480249149, and so does our tree | mother: Q267483 carries 6000000003232579985, and so does our tree
2	Q72589	6000000016359573154	Margaret of Sicily	Margherita di Sicilia	father: Q130221 carries 6000000000424888017, and so does our tree | mother: Q237858 carries 6000000004303586351, and so does our tree
2	Q7351393	6000000003769897803	Robert de Clifford, 3rd Baron de Clifford	Robert de Clifford	father: Q7351392 carries 6000000003770209204, and so does our tree | mother: Q20171448 carries 6000000004571348945, and so does our tree
2	Q740096	6000000006127594073	Olof Rudbeck the Younger	Olof Rudbeck d.y.	father: Q350198 carries 6000000002513909848, and so does our tree | mother: Q47680827 carries 339436681670011011, and so does our tree
2	Q74673	6000000009965850702	Countess Palatine Eleonora Catherine of Zweibrücken	Eleonora Katharine Wittelsbach, Pfalz-Zweibrücken Landgräfin zu Hessen-Eschewege	father: Q62247 carries 6000000000722027727, and so does our tree | mother: Q2073728 carries 6000000001340213001, and so does our tree
2	Q75239660	6000000006444209442	Anne Talbot	Anne Talbot	father: Q75248205 carries 6000000002113522375, and so does our tree | mother: Q75248207 carries 6000000003243328531, and so does our tree
2	Q75240526	6000000009826070297	Joan Dacre	Joan d'Acre	father: Q7788808 carries 6000000008248267700, and so does our tree | mother: Q7184744 carries 6000000001588458205, and so does our tree
2	Q75243229	6000000008248262784	Marion Stuart	Marion Stuart	father: Q1701827 carries 6000000002991797769, and so does our tree | mother: Q75243232 carries 6000000015303274923, and so does our tree
2	Q75243290	4229810402330033993	Catherine de Balsac	Katherine de Balsac	father: Q75243291 carries 6000000003904581256, and so does our tree | mother: Q75243293 carries 6000000003904581730, and so does our tree
2	Q75248341	6000000006444545366	Philippa l'Arcedekne	Philippa l' Archedekne	father: Q75248343 carries 6000000006444566810, and so does our tree | mother: Q75260796 carries 6000000006444115049, and so does our tree
2	Q75251068	6000000003210296512	Hawise de Quincy	Hawise de Quincy Countess of Oxford	father: Q1703908 carries 6000000003146930404, and so does our tree | mother: Q61497599 carries 6000000000191983296, and so does our tree
2	Q75251079	6000000000769890622	Lady Mary FitzAlan	Mary FitzAlan Baroness Strange of Blackmere	father: Q2004845 carries 6000000004533233742, and so does our tree | mother: Q4726175 carries 6000000000796852558, and so does our tree
2	Q75253226	6000000014409286483	Frances Stuart	Frances Stuart Countess of Harrowby	father: Q275336 carries 6000000010381502214, and so does our tree | mother: Q16760643 carries 6000000014409234637, and so does our tree
2	Q75257558	6000000003615721268	James Arbuthnott of that Ilk	James Arbuthnott	father: Q75257566 carries 6000000000083661491, and so does our tree | mother: Q75257567 carries 6000000003615721280, and so does our tree
2	Q75262771	6000000003615703230	Lady Jean Gordon	Jean Gordon	father: Q351198 carries 6000000002116081167, and so does our tree | mother: Q4881 carries 6000000002187894136, and so does our tree
2	Q75263742	6000000002045238090	Elizabeth Hay	Elizabeth Hay	father: Q70010478 carries 6000000002116112148, and so does our tree | mother: Q75388617 carries 6000000005382274493, and so does our tree
2	Q75263829	6000000008661263440	Hugh Montgomerie, 4th Earl of Eglinton	Hugh Montgomerie	father: Q16844117 carries 6000000009336321958, and so does our tree | mother: Q75263821 carries 6000000006444130576, and so does our tree
2	Q75266645	6000000000351064723	John Lestrange, 1st Lord Strange (of Blackmere)	John le Strange 4th Lord Strange of Blackmere	father: Q18021266 carries 6000000007124748501, and so does our tree | mother: Q76154592 carries 6000000003827551456, and so does our tree
2	Q75266693	6000000005049705321	Lady Joan de Stafford	Jane de Stafford Baroness of Cherleton	father: Q942577 carries 5614178293470033239, and so does our tree | mother: Q15040852 carries 6000000000516253417, and so does our tree
2	Q75266797	6000000006507872001	Lady Elizabeth Lyon	Elizabeth Lyon	father: Q75248514 carries 6000000002176608790, and so does our tree | mother: Q75248516 carries 6000000003714100233, and so does our tree
2	Q75274008	6000000002032127301	Lady Elizabeth Douglas	Elizabeth Beatrice Douglas Mistress of Keith	father: Q7617702 carries 5201952706010126513, and so does our tree | mother: Q75274011 carries 6000000002005852344, and so does our tree
2	Q75299041	6000000004880970096	Margaret FitzAlan	Margaret FitzAlan Lady Ros	father: Q6233263 carries 6000000000229824266, and so does our tree | mother: Q5354324 carries 6000000004881002269, and so does our tree
2	Q75360235	6000000012946485699	Rene Armand de Gramont	René Armand Antoine de Gramont	father: Q3260854 carries 6000000011834263830, and so does our tree | mother: Q112892731 carries 6000000012945250867, and so does our tree
2	Q75375983	6000000057405797821	Marquis Antoine de Grammont	Antoine Pierre Marie Théodule Louis Gustave de Gramont	father: Q75375981 carries 6000000057393912964, and so does our tree | mother: Q75375980 carries 6000000057393912946, and so does our tree
2	Q75382152	6000000004041140484	John Stuart, 5th Seigneur d'Aubigny	John Stewart	father: Q1701831 carries 6000000003858686203, and so does our tree | mother: Q61268438 carries 6000000000307262542, and so does our tree
2	Q75382154	6000000006444290405	Catherine Sinclair	Katherine Sinclair	father: Q3568958 carries 6000000006112178099, and so does our tree | mother: Q61466193 carries 6000000011081666697, and so does our tree
2	Q75385091	6000000012767608632	Margaret Stewart	Margaret Stewart Princess of Scots	father: Q312592 carries 6000000000174222887, and so does our tree | mother: Q1987004 carries 6000000000174634160, and so does our tree
2	Q75385096	6000000001142143368	Elizabeth Stewart	Elizabeth Stewart Princess of Scots	father: Q312592 carries 6000000000174222887, and so does our tree | mother: Q1987004 carries 6000000000174634160, and so does our tree
2	Q75386749	6000000007130861524	Isabella de Warenne	Isabella de Warenne	father: Q524181 carries 6000000006592340139, and so does our tree | mother: Q516503 carries 6000000006592017657, and so does our tree
2	Q75387546	6000000006444211255	Margaret Woodville, Countess of Arundel	Margaret Woodville	father: Q934384 carries 6000000001288536821, and so does our tree | mother: Q448289 carries 6000000003472446950, and so does our tree
2	Q75387557	6000000006444780862	Jacquetta Woodville	Jacquetta Woodville Baroness Strange	father: Q934384 carries 6000000001288536821, and so does our tree | mother: Q448289 carries 6000000003472446950, and so does our tree
2	Q75392185	5099757972810062889	Philippine de Noailles	Philippine Marie Cécile Douce de Noailles	father: Q3084972 carries 5100019662190032286, and so does our tree | mother: Q75539088 carries 5100019747280032292, and so does our tree
2	Q75393275	6000000003266026096	Count Eugene von Rosen	Eugen Erik Adalbert August von Rosen	father: Q75445637 carries 5552609313030136323, and so does our tree | mother: Q75445680 carries 5552609429120136329, and so does our tree
2	Q75393276	6000000008803714206	Eleonore Wijk	Eleonore Wijk	father: Q6240991 carries 6000000008803328924, and so does our tree | mother: Q50512430 carries 6000000008803837957, and so does our tree
2	Q75453224	6000000007606311618	Lady Eleanor Butler	Alianore Butler Countess of Desmond	father: Q6130590 carries 6000000003243324279, and so does our tree | mother: Q5362504 carries 6000000006444270556, and so does our tree
2	Q75488508	6000000008439616916	Lady Agnes Montgomerie	Agnes Montgomery	father: Q16844117 carries 6000000009336321958, and so does our tree | mother: Q75263821 carries 6000000006444130576, and so does our tree
2	Q75495666	6000000007605160742	Catherine Herbert	Catherine Herbert Countess of Kent	father: Q1261083 carries 6000000000436244357, and so does our tree | mother: Q16829521 carries 6000000000435641916, and so does our tree
2	Q75527985	6000000013517308470	Deborah Pilkington	Deborah Pilkington	father: Q6141289 carries 6000000013535107345, and so does our tree | mother: Q106503061 carries 6000000014120878961, and so does our tree
2	Q75539073	6000000006101404831	Princesse Anna Murat	Anna Murat	father: Q712889 carries 6000000006101404795, and so does our tree | mother: Q20931228 carries 6000000003005168877, and so does our tree
2	Q75551254	6000000004868779922	Antoine de Castelnau, Seigneur de Castelnau et de Bretenoux	Antoine de Castelnau-Caylus Seigneur de Castelnau	father: Q110574913 carries 6000000003828248322, and so does our tree | mother: Q110574919 carries 6000000003828248315, and so does our tree
2	Q75572899	6000000016911915987	François de Balzac, Seigneur d'Entragues	François de Balzac	father: Q75243291 carries 6000000003904581256, and so does our tree | mother: Q75243293 carries 6000000003904581730, and so does our tree
2	Q75576825	6000000046633891882	Prince Paul Murat	Paul Jerome Michel Joachim Napoleon Murat	father: Q2392078 carries 6000000018016935812, and so does our tree | mother: Q20931543 carries 6000000020170318743, and so does our tree
2	Q75586826	6000000002644696115	Lady Alice Fitzalan	Alice FitzAlan Baroness Segrave	father: Q2034626 carries 6000000002447085644, and so does our tree | mother: Q3611717 carries 6000000001744825617, and so does our tree
2	Q75623529	6000000046741827727	Lucy Parry	Lucy Parry	father: Q437310 carries 6000000021156762796, and so does our tree | mother: Q76175765 carries 6000000046742659841, and so does our tree
2	Q75740134	6000000003005286020	Eugène de Riquet, Prince de Caraman-Chimay	Eugène Eugène Auguste de Riquet	father: Q2801772 carries 6000000009968657655, and so does our tree | mother: Q286802 carries 6000000003005136400, and so does our tree
2	Q75764363	6000000000769914999	Agnes de Ros	Agnes de Ros	father: Q8020818 carries 6000000004881099123, and so does our tree | mother: Q56372331 carries 364493767690007647, and so does our tree
2	Q75766351	6000000052622099924	Elisabetta Pepoli	Elisabetta Pepoli	father: Q75766329 carries 6000000014688121595, and so does our tree | mother: Q3831059 carries 6000000003538057735, and so does our tree
2	Q75766358	6000000037849783095	Paolina Pepoli	Paolina Pepoli	father: Q75766329 carries 6000000014688121595, and so does our tree | mother: Q3831059 carries 6000000003538057735, and so does our tree
2	Q75819109	6000000003147071533	Mary Porter	Mary Porter	father: Q75819105 carries 6000000000436494125, and so does our tree | mother: Q75820640 carries 6000000000436734994, and so does our tree
2	Q75903524	6000000015521175714	Jean II d'Estouteville, Seigneur d'Estouteville et Valmont	Jean II d'Estouteville seigneur d’Estouteville, Valmont, baron de Cleuville, Hotot, B	father: Q75903532 carries 6000000015091486781, and so does our tree | mother: Q75901474 carries 6000000015091355939, and so does our tree
2	Q75969268	6000000004990807011	Elizabeth Devereux	Elizabeth Devereux	father: Q7964675 carries 6000000016439000078, and so does our tree | mother: Q27890982 carries 6000000016438890863, and so does our tree
2	Q76059017	6000000002006380972	Lady Agnes Douglas	Agnes Douglas of Morton	father: Q7617702 carries 5201952706010126513, and so does our tree | mother: Q75274011 carries 6000000002005852344, and so does our tree
2	Q76125139	6000000022991426576	William Sabine Pasley	William Sabine Pasley	father: Q76125125 carries 6000000022989443372, and so does our tree | mother: Q76125128 carries 6000000022989583608, and so does our tree
2	Q76286837	6000000017665110222	Elisabeth Sophia Marcelis	Elisabeth Sophia Marcelis	father: Q76286838 carries 6000000017664592653, and so does our tree | mother: Q76286840 carries 6000000017665034467, and so does our tree
2	Q76298312	6000000003681364639	Anne de Greystoke	Anne Greystoke	father: Q18534837 carries 6000000001818984922, and so does our tree | mother: Q61971645 carries 6000000001069578027, and so does our tree
2	Q76356079	6000000011255811912	Guichard VI de Beaujeu, Seigneur de Beaujeu	Guichard de Beaujeu seigneur de Beaujeu, seigneur de Semur-en-Brionnais	father: Q101469384 carries 6000000003827711220, and so does our tree | mother: Q101469442 carries 6000000006290773294, and so does our tree
2	Q773815	6000000013042218251	García Sánchez I of Pamplona	García I Sánchez I de Pamplona rey de Navarra	father: Q914160 carries 6000000003795473559, and so does our tree | mother: Q2288810 carries 6000000013503946568, and so does our tree
2	Q775563	6000000000653288115	Odon of Poznań	Odon Mieszkowic książę	father: Q54013 carries 6000000002400899638, and so does our tree | mother: Q5363813 carries 6000000003243185408, and so does our tree
2	Q78071	6000000002188383167	Elisabeth of Bavaria	Elisabeth Wittelsbach Herrin von Verona und Gräfin von Württemberg	father: Q57161 carries 4202780705000039134, and so does our tree | mother: Q467019 carries 6000000005599098019, and so does our tree
2	Q807710	6000000001504993688	Barbara of Brandenburg-Ansbach-Kulmbach	Barbara Barbara Hohenzollern Landgräfin zu Leuchtenberg	father: Q700425 carries 6000000001479974048, and so does our tree | mother: Q457586 carries 6000000001479998258, and so does our tree
2	Q827676	6000000002134778785	Bertha	Bertrada	father: Q3044 carries 6000000002457013227, and so does our tree | mother: Q234410 carries 6000000003715297906, and so does our tree
2	Q83437732	6000000000669194044	Corbin Washington	Corbin Washington	father: Q6219733 carries 6000000007408934870, and so does our tree | mother: Q96083076 carries 6000000000669139281, and so does our tree
2	Q835242	6000000003827737577	Godfrey, Count Palatine of Lotharingia	Gottfried Graf im Jülichgau Pfalzgraf von Lothringen	father: Q1928688 carries 6000000092625553891, and so does our tree | mother: Q7163638 carries 6000000080003501639, and so does our tree
2	Q84303	6000000006444283100	Catherine of Cleves	Katherina von Kleve Duchess of Guelders	father: Q362618 carries 6000000005394508003, and so does our tree | mother: Q3847614 carries 6000000005394256371, and so does our tree
2	Q8557454	6000000006727757638	Anna Augusta of Brunswick-Wolfenbüttel	Anna Augusta von Braunschweig-Wolfenbüttel Gräfin zu Nassau-Dillenburg	father: Q77557 carries 311695983200008268, and so does our tree | mother: Q2616482 carries 6000000007329725674, and so does our tree
2	Q85979652	6000000001188871893	Axel Mickwitz	Alexander August Emil Mickwitz	father: Q125217111 carries 6000000001912177120, and so does our tree | mother: Q137242820 carries 6000000001912085598, and so does our tree
2	Q86456574	6000000002525331691	Margareta Arvidsdatter Trolle	Margrethe Arvidsdatter Trolle	father: Q4802450 carries 6000000001322567074, and so does our tree | mother: Q96240810 carries 6000000004017552797, and so does our tree
2	Q87610	6000000001783686848	Empress Michiko	Michiko Shōda Empress Emerita of Japan	father: Q11545577 carries 6000000010701057613, and so does our tree | mother: Q54779334 carries 6000000011631395213, and so does our tree
2	Q87783197	4015183362770034969	Mercy Tyng	Mercy Tyng	father: Q96199884 carries 6000000000350942569, and so does our tree | mother: Q84528461 carries 6000000000350942463, and so does our tree
2	Q87876	6000000006727753743	Louis Philip, Count Palatine of Simmern-Kaiserslautern	Ludwig Philipp Wittelsbach Pfalzgraf	father: Q60746 carries 6000000006727753675, and so does our tree | mother: Q265243 carries 6000000006727753685, and so does our tree
2	Q888141	6000000013019075408	Thoros III	Thoros III King of Armenia	father: Q743783 carries 6000000003695602736, and so does our tree | mother: Q3814737 carries 6000000003696065270, and so does our tree
2	Q88948546	6000000008209370354	Carl Philip Sack	Carl Philip Filip Sack	father: Q71600375 carries 6000000012057130479, and so does our tree | mother: Q71386789 carries 6000000012057249495, and so does our tree
2	Q9026788	6000000002106275821	Matilde d'Altavilla	Mathilde Hauteville of Apulia	father: Q203792 carries 6000000000011361541, and so does our tree | mother: Q640793 carries 6000000000728657032, and so does our tree
2	Q91880	6000000001892741001	Philip III, Count of Hanau-Münzenberg	Philipp III Hanau Graf	father: Q91218 carries 6000000001892741029, and so does our tree | mother: Q202566 carries 6000000003827368069, and so does our tree
2	Q92033526	6000000001849154063	François II. de La Tour	François de la Tour d'Auvergne vicomte de Turenne	father: Q109010853 carries 6000000001849119443, and so does our tree | mother: Q109010854 carries 6000000001849128737, and so does our tree
2	Q92198	6000000006727853450	Christian William of Brandenburg	Christian Wilhelm Hohenzollern Markgraf, Erzbischof von Magdeburg	father: Q57920 carries 6000000001480249149, and so does our tree | mother: Q267483 carries 6000000003232579985, and so does our tree
2	Q92944468	6000000031070663838	Cornelia van Vollenhoven	Cornelia van Vollenhoven	father: Q27646858 carries 6000000016198258338, and so does our tree | mother: Q76286836 carries 6000000016198580618, and so does our tree
2	Q93122028	6000000001180329995	Betty Lewis	Elizabeth 'Bettie' Lewis	father: Q5447176 carries 6000000003165357577, and so does our tree | mother: Q850421 carries 6000000007409223684, and so does our tree
2	Q939667	6000000001412951156	Alphonso of Brienne	Alphonse d'Acre de Brienne	father: Q332704 carries 6000000000351094637, and so does our tree | mother: Q457667 carries 6000000000351094629, and so does our tree
2	Q94776452	6000000004097276697	Cäcilie von Andrian-Werburg	Cäcilie Meyerbeer	father: Q105237 carries 6000000008595380780, and so does our tree | mother: Q94752898 carries 6000000008595233903, and so does our tree
2	Q94784942	6000000000961695313	Abraham Gugenheim	Abraham Joseph Guggenheim	father: Q135438304 carries 6000000002764969760, and so does our tree | mother: Q135438348 carries 6000000000348829573, and so does our tree
2	Q94786561	6000000021706455716	Georg Christoph Lichtenberg	Georg Christoph Lichtenberg	father: Q57554 carries 6000000000068098208, and so does our tree | mother: Q94744809 carries 6000000021706453359, and so does our tree
2	Q94937062	6000000018214839860	Hermann Friedrich von Keyserlingk	Hermann Friedrich I von Keyserlingk, a.d.H. Ottlau	father: Q95317044 carries 6000000019528034067, and so does our tree | mother: Q109807623 carries 6000000019527837339, and so does our tree
2	Q95640278	6000000009186569641	Friedrich Adolf von Rosen	Friedrich Adolf von Rosen	father: Q107305202 carries 6000000008639467235, and so does our tree | mother: Q107305204 carries 6000000007455410474, and so does our tree
2	Q96240779	6000000001504201103	Markvard Claussen Ronnov	Markvard Rønnow	father: Q96240780 carries 6000000002249341043, and so does our tree | mother: Q96240781 carries 6000000002503688537, and so does our tree
