qid	label	slot	n	parents	parent_labels
Q4827396	Ava of Cerdanya	father	2	Q2069285;Q4333747	Bernardo I de Ribagorza | Oliba II de Carcassona
Q7844111	Tristan DeVere Cole	father	2	Q562540;Q2519938	Augustus John | Horace de Vere Cole
Q248335	Theodoric I of Wettin	father	2	Q2531480;Q1182189	Volkmar I | Dedo I
Q7529790	Sir William Talbot, 1st Baronet	father	2	Q76187394;Q76187552	Patrick Talbot | Robert Talbot
Q3022846	Denis Olivennes	father	2	Q2374534;Q117269490	Armand Olivennes | Benjamin Olivennes
Q76346688	Armand d'Eu	father	2	Q2573359;Q631142	William, Count of Eu | Robert I, Count of Eu
Q76346688	Armand d'Eu	mother	2	Q61883175;Q61883631	Lesceline de Pont-Audemer | Béatrice
Q25923048	Li Sishun	father	2	Q25925998;Q25923061	Li Xiudao | Li Mu
Q61896237	Hawise de Vitré	father	2	Q30729440;Q3121851	André I of Vitré | Guy II de Laval
Q61896237	Hawise de Vitré	mother	2	Q63436701;Q113218486	Agnes de Mortain | Cécilie
Q3361768	Pamela FitzGerald	father	2	Q311637;Q110653228	Louis Philippe II, Duke of Orléans | Guillaume de Brixey
Q3361768	Pamela FitzGerald	mother	2	Q55037230;Q110653229	Stéphanie Félicité Ducrest de Saint-Aubin de Genlis | Mary Sims
Q16076627	Lu Congyuan	father	2	Q26186460;Q45632744	Lu Jingyi | Lu Mou
Q2487300	Cunedda	father	2	Q107529686;Q116052769	Edern ap Padarn Beisrudd | Brenin Prydain ab Edeyrn ap Padarn Beisrudd ap Tegyd
Q75493905	Elizabeth Montague	father	2	Q5344491;Q5542570	Edward Montagu | George Montagu, 1st Earl of Halifax
Q75493905	Elizabeth Montague	mother	2	Q75272911;Q75272915	Elizabeth Pelham | Lady Mary Lumley
Q11953946	Marcus Claudius Ummidius Quadratus	father	2	Q717806;Q26471	Gnaeus Claudius Severus | Marcus Ummidius Quadratus Annianus
Q12298565	Chrodelinde	mother	2	Q289060;Q266215	Irmina of Oeren | Bertrada of Prüm
Q75791792	Frances Cecil	father	2	Q2976180;Q26877874	Edward Cecil, 1st Viscount Wimbledon | Thomas Cecil
Q75791792	Frances Cecil	mother	2	Q75257529;Q75672764	Theodosia Noel | Anne Lee
Q75292162	Beatrix von Kyrburg Wildgräfin von Dhaun	father	2	Q75292163;Q61140675	Wildgraf Konrad I von Kyrburg | Gerhard I of Kyrburg
Q75382691	Dearbforgail (?)	father	2	Q272498;Q3036790	Brian Boru | Donnchad mac Briain
Q1692522	Niall, Earl of Carrick	father	2	Q16206412;Q1241816	Cailean of Carrick | Donnchadh, Earl of Carrick
Q5669725	Arwa bint Abd al-Muttalib	mother	2	Q5437878;Q27859518	Fatima bint Amr | Sumra bint Jundab
Q13132051	Tudur ab Ednyfed	mother	2	Q76214315;Q75382478	Tangwystl ferch Llywarch | Tangwystyl Goch
Q6679066	Lord Charles Townshend	mother	2	Q5086169;Q46152036	Charlotte Townshend, Viscountess Townshend | Anne Montgomery
Q3175646	Jean de Poitiers, Seigneur de Saint Vallier	mother	2	Q101509678;Q3292941	Jeanne de La Tour d'Auvergne | Marie de Valois
Q116813824	Caleb Goddard	father	2	Q39792;Q1900067	Jack Nicholson | Mark Goddard
Q672741	Tokugawa Iesato	father	2	Q7813724;Q348466	Tokugawa Yoshiyori | Tokugawa Iemochi
Q75428821	Frances Stuart	father	2	Q75420867;Q16859575	Alexander Stewart, 4th Lord Blantyre | Alexander Stuart, 5th Lord Blantyre
Q135654823	Henriette Chodowiecka	father	2	Q696720;Q135654760	Daniel Nikolaus Chodowiecki | Jeanne Barez
Q143945	Carla Bruni	father	2	Q116027064;Q2831747	Maurizio Remmert | Alberto Bruni Tedeschi
Q11067344	Zhang Yongde	father	2	Q45384142;Q28416004	Zhang Ying | Zhang Zhong
Q22994279	Stanisław Antoni Wróblewski	father	2	Q55160251;Q28814392	Antoni August Wróblewski | Wincenty Wróblewski
Q61733480	Pernelle de Villiers	father	2	Q61733509;Q75882228	Adam dit le Bègue, seigneur de Villiers le Sec | Adam de Villiers, Seigneur de Villiers et l'Isle-Adam
Q61733480	Pernelle de Villiers	mother	2	Q61733524;Q75882230	Alix de Méry | Alix de Cressy
Q236882	Joanna la Beltraneja	father	2	Q310918;Q816218	Henry IV of Castile | Beltrán de la Cueva, 1st Duke of Alburquerque
Q75617232	Diana Graves	father	2	Q75617195;Q75617181	Alfred Perceval Graves | Richard Massie Graves
Q2718796	Godred Crovan	father	2	Q3127260;Q3156261	Harald le Noir | Ímar mac Arailt
Q268004	Ida of Formbach-Ratelnberg	father	2	Q10357576;Q110570732	Ratpoto IV de Cham | Tiemo von Formbach
Q268004	Ida of Formbach-Ratelnberg	mother	2	Q110426592;Q101510177	NN von Braunschweig | Mathilde
Q110154224	近衛好君	father	2	Q3072642;Q923621	Konoe Hisatsugu | Konoe Nobuhiro
Q109830545	Louis Nicolas de Pérusse des Cars	father	2	Q75362221;Q117206172	Comte Francois Marie de Pérusse des Cars | Louis François de Pérusse, comte des Cars
Q110665349	Takano Osako	father	2	Q109836337;Q110167635	葉室頼熙 | 高野保香
Q11372683	Fujiwara no Chūshi	mother	2	Q109321052;Q110811647	卜部兼直の娘 (五辻忠継の妻) | 平高輔の娘 (五辻忠継の妻)
Q96715320	Minbukyō no Sanmi	father	2	Q20042592;Q38278432	Hirohashi Tsunemitsu | 北畠師親
Q11400637	Kōtōnonaishi	father	4	Q106695959;Q106695971;Q11362031;Q11362030	世尊寺経朝 | 世尊寺経尹 | 世尊寺行房 | Yukitada Sesonji
Q11610941	Shōjo-hosshinnō	father	2	Q313942;Q11481488	Go-Daigo | Tokiwai-no-miya Tsuneaki-shinnō
Q11501719	Noriko-naishinno	father	2	Q440447;Q313942	Go-Murakami | Go-Daigo
Q11501719	Noriko-naishinno	mother	2	Q11657998;Q106687761	Ano Renshi | Kitabatake Akiko
Q2593	Matthew Vaughn	father	2	Q75345238;Q314834	George Albert Harley de Vere Drummond | Robert Vaughn
Q4959926	Christina of Sweden	father	2	Q315055;Q312594	Karl Sverkersson | William the Lion
Q3198348	Kojijū	father	2	Q106645041;Q3530487	Ki no Mitsukiyo | Tokudaiji Sanesada
Q3192646	Kangan Giin	father	2	Q357249;Q316658	Juntoku | Go-Toba
Q11673215	Takashina no Eishi	father	2	Q110860204;Q110860062	澄雲 | Takashina no Akitada
Q11658097	In no Miko	father	2	Q5507533;Q317984	Fujiwara no Narichika | Emperor Go-Shirakawa
Q349287	Emperor Sutoku	father	2	Q349284;Q60949	Emperor Toba | Emperor Shirakawa
Q76191921	Katherine Stewart	father	2	Q3183663;Q3246672	Robert Stewart, 1st Earl of Orkney | Patrick Stewart, 2nd Earl of Orkney
Q2256348	Shealtiel	father	2	Q319049;Q25668652	Jeconiah | Neri
Q100906	Herbert of Wetterau	father	2	Q2473209;Q76299666	Odo, Count of Wetterau | Konrad Herzog von Elsass
Q75307578	Charles Greville	father	2	Q3313263;Q323773	Francis Greville, 5th Earl of Warwick | Charles Beresford
Q3515003	Tancrède de Rohan	father	2	Q701048;Q3133206	Henri II de Rohan | Henry de Nogaret de La Valette
Q17221862	Toshiko-naishinnō	mother	2	Q106269195;Q108055990	Minamoto no Chikako | Fujiwara no Senshi
Q55850654	Wilhelm Heinrich Goschen	mother	2	Q23672488;Q126362690	Henriette Heun | Johanna Henriette Göschen
Q56226079	Harriet Cholmondeley	mother	2	Q75633961;Q445005	unknown Saint Albans | Grace Elliott
Q75574343	Harriett Douglas-Pennant	mother	2	Q53735058;Q75256398	Maria Louisa FitzRoy | Juliana Isabella Mary Dawkins-Pennant
Q35500	Aphrodite	father	2	Q34201;Q79999	Zeus | Uranus
Q35500	Aphrodite	mother	3	Q199923;Q1374029;Q93172	Dione | Evonyme | Gaia
Q44384	Hephaestus	father	2	Q34201;Q60849902	Zeus | Talus
Q45967	Persephone	mother	2	Q40730;Q542758	Demeter | Styx
Q41680	Dionysus	mother	2	Q776139;Q40730	Semele | Demeter
Q2294502	Arcesius	father	4	Q34201;Q643504;Q57558535;Q41484	Zeus | Cephalus | Kileus | Hermes
Q2294502	Arcesius	mother	2	Q1139470;Q124411944	Procris | Euryodeia
Q165938	Hesperides	father	5	Q34201;Q130818;Q131122;Q200382;Q59697	Zeus | Atlas | Erebos | Phorcys | Hesperus
Q165938	Hesperides	mother	4	Q131203;Q159168;Q209489;Q3134740	Nyx | Themis | Ceto | Hesperis
Q16737262	Adrasteia	mother	2	Q159168;Q332246	Themis | Ananke
Q12046224	Pollux	father	2	Q34201;Q192946	Zeus | Tyndareus
Q3088918	Aegipan	father	2	Q34201;Q37340	Zeus | Apollo
Q182101	Tantalus	father	2	Q34201;Q17996944	Zeus | Tmolus
Q465875	Dike	father	2	Q34201;Q6682784	Zeus | Nomos
Q465875	Dike	mother	2	Q159168;Q61410291	Themis | Eusebia
Q1235379	Pasithea	father	2	Q34201;Q41680	Zeus | Dionysus
Q1235379	Pasithea	mother	2	Q548099;Q38012	Eurynome | Hera
Q502156	Pirithous	father	2	Q271891;Q34201	Ixion | Zeus
Q606422	Arcas	father	3	Q34201;Q501667;Q7139775	Zeus | Lycaon | Parrhasius
Q102884	Mnemosyne	father	2	Q79999;Q34201	Uranus | Zeus
Q102884	Mnemosyne	mother	2	Q93172;Q2344103	Gaia | Clymene
Q656887	Tityos	mother	3	Q1133495;Q116214099;Q93172	Elara | Elate | Gaia
Q849438	Iasion	father	2	Q34201;Q2753233	Zeus | Corythus
Q31256	Corinthos	father	2	Q34201;Q1638952	Zeus | Marathon
Q193609	Rhadamanthus	father	2	Q34201;Q44384	Zeus | Hephaestus
Q1663351	Colaxes	father	2	Q34201;Q2361827	Zeus | Targitaus
Q762520	Sarpedon	father	2	Q34201;Q17200894	Zeus | Evander
Q762520	Sarpedon	mother	2	Q1601938;Q1183173	Laodamia | Deidameia
Q140406	Zagreus	father	2	Q41410;Q34201	Hades | Zeus
Q180325	Ersa	mother	2	Q131585;Q178417	Selene | Eos
Q591622	Palici	father	3	Q366533;Q44384;Q34201	Adranus | Hephaestus | Zeus
Q591622	Palici	mother	2	Q3086495;Q634575	Thalia | Aetna
Q742680	Astraea	father	2	Q34201;Q250588	Zeus | Astraeus
Q742680	Astraea	mother	2	Q159168;Q178417	Themis | Eos
Q753294	Atropos	mother	2	Q131203;Q159168	Nyx | Themis
Q829669	Clotho	mother	2	Q131203;Q159168	Nyx | Themis
Q898947	Lachesis	mother	2	Q131203;Q159168	Nyx | Themis
Q1884324	Magnes son of Aeolus	father	2	Q172549;Q34201	Aeolus | Zeus
Q1884324	Magnes son of Aeolus	mother	2	Q48665;Q1388093	Enarete | Thyia
Q3043953	Makedon	father	3	Q34201;Q406388;Q501667	Zeus | Aiolos | Lycaon
Q7674863	Taenarus	father	2	Q34201;Q41127	Zeus | Poseidon
Q213440	Tyche	father	3	Q161419;Q34201;Q41484	Oceanus | Zeus | Hermes
Q213440	Tyche	mother	2	Q184216;Q35500	Tethys | Aphrodite
Q272047	Endymion	father	2	Q381931;Q34201	Aethlius | Zeus
Q272047	Endymion	mother	2	Q1722781;Q106808293	Calyce | Phoenissa
Q607170	Achaeus	father	2	Q514746;Q34201	Xuthus | Zeus
Q607170	Achaeus	mother	2	Q2196048;Q25486480	Creusa | Phthia
Q9164605	Balius	father	2	Q467515;Q34201	Zephyrus | Zeus
Q21560612	Xanthus	father	2	Q467515;Q34201	Zephyrus | Zeus
Q336428	Hellen	father	3	Q207715;Q34201;Q83160	Deucalion | Zeus | Prometheus
Q336428	Hellen	mother	3	Q622809;Q836792;Q122829903	Pyrrha | Klymene | Antiope
Q1134694	Scamander	father	2	Q161419;Q34201	Oceanus | Zeus
Q1134694	Scamander	mother	2	Q184216;Q726279	Tethys | Doris
Q622781	Asopus	father	3	Q161419;Q41127;Q34201	Oceanus | Poseidon | Zeus
Q622781	Asopus	mother	4	Q184216;Q548099;Q2071595;Q57157139	Tethys | Eurynome | Pero | Celusa
Q132582	Pan	father	2	Q41484;Q34201	Hermes | Zeus
Q132582	Pan	mother	5	Q29788463;Q203673;Q3411841;Q58619667;Q14321610	Dryope | Callisto | Penelope | Contumelia | Hybris
Q1977078	Nemea	father	2	Q622781;Q34201	Asopus | Zeus
Q184353	Charites	father	3	Q34201;Q41680;Q134270	Zeus | Dionysus | Helios
Q184353	Charites	mother	3	Q548099;Q35500;Q26276980	Eurynome | Aphrodite | Aegle
Q4998063	Bura	father	2	Q853462;Q34201	Ion son of Xuthus | Zeus
Q631406	Korybantes	father	2	Q34201;Q37340	Zeus | Apollo
Q631406	Korybantes	mother	4	Q103975;Q108019;Q12884196;Q3684005	Calliope | Thalia | Rhytia | Combe
Q60320570	Ellops	father	4	Q34201;Q853462;Q737306;Q514746	Zeus | Ion son of Xuthus | Tithonus | Xuthus
Q140001	Eris	father	2	Q131122;Q34201	Erebos | Zeus
Q140001	Eris	mother	2	Q131203;Q38012	Nyx | Hera
Q37122	Athena	mother	2	Q190565;Q58818193	Metis | Coryphe
Q4078991	Basileia	father	2	Q34201;Q79999	Zeus | Uranus
Q111210877	Opus II	father	2	Q34201;Q11933884	Zeus | Locrus
Q3085602	Isabella of Urgell	mother	2	Q18666851;Q11914077	Adelaide of Besalú | Clemence de Bigorra
Q4448472	Suzanne	mother	2	Q76299131;Q23930949	unknown wife (?) | Alpaïs of Paris
Q134437840	伊予局 (後奈良天皇の宮人)	father	2	Q118697913;Q85878527	壬生雅久 | 壬生晴富
Q193047	Lucius Tarquinius Superbus	father	2	Q13030457;Q212671	Gnaeus Tarquinius | Lucius Tarquinius Priscus
Q2864244	Arruns Tarquinius	father	2	Q13030457;Q212671	Gnaeus Tarquinius | Lucius Tarquinius Priscus
Q110602339	Marsilie de Montmorency	father	2	Q607218;Q351610	Mathieu III de Montmorency | Mathieu II de Montmorency
Q113011166	Alix de Montmorency	father	2	Q351610;Q894966	Mathieu II de Montmorency | Bouchard VI de Montmorency
Q15700447	Yasuda Zenzaburō	father	2	Q15700479;Q3571972	Iomi Chūichi | Yasuda Zenjirō
Q56085905	Anne Bacon	mother	2	Q22998093;Q475067	Jane Ferneley | Anne Bacon
Q3507840	Střezislava	father	2	Q552696;Q360112	Vratislaus I, Duke of Bohemia | Boleslaus I, Duke of Bohemia
Q60311943	Aloisia of Ceva	father	2	Q75397081;Q116169038	Giorgio di Ceva, Marquis di Ceva | Guglielmo II del Vasto, Marchese de Ceva
Q60311943	Aloisia of Ceva	mother	2	Q97784949;Q116169039	NN | NN del Vasto
Q472224	Basil of Trebizond	mother	2	Q6191429;Q4881573	Jiajak Jaqeli | Beka I Jaqeli
Q60632593	Zampia Palaiologina	father	2	Q37070;Q37097	John V Palaiologos | Manuel II Palaiologos
Q3512524	Maria of Rascia, Duchess of Znojmo	father	2	Q2142592;Q250731	Uroš I of Rascia | Álmos, Duke of Nitra
Q377758	Theodora Tocco	father	2	Q942585;Q878387	Leonardo II Tocco | Carlo I Tocco
Q1062720	Biryu	father	2	Q378502;Q12608995	King Dongmyeong of Goguryeo | Utae
Q3122188	Guy V de Laval	mother	2	Q18607690;Q96245269	Emma de Dunstanville | Agathe
Q110267820	Yozen	mother	2	Q110090813;Q108782876	Kasan'noin Kaneko | Kanjūji Fusako
Q18528699	Henry Seymour	father	2	Q508360;Q4356938	Casimir, Comte de Montrond | Francis Seymour-Conway, 3rd Marquess of Hertford
Q75460073	Edward Young	mother	2	Q75401383;Q75463602	Mauatua | Toofaiti
Q75484377	Dorothy Young	mother	2	Q75401383;Q75401386	Mauatua | Teraura
Q1064	Alessandro Manzoni	father	2	Q938872;Q3904035	Giovanni Verri | Pietro Manzoni
Q21165610	Robert Clifford	father	2	Q40132899;Q40132102	Hugh Edward Henry Clifford, 5th Baron Clifford of Chudleigh | Hugh Clifford, 4th Baron Clifford of Chudleigh
Q4224621	Denis Kmit	father	2	Q26047;Q4149806	Leonid Kmit | Nikolai Gritsenko
Q4329545	Semyon Obolensky	father	2	Q4195614;Q103805480	Ivan Konstantinovich | Ivan Obolensky
Q110256318	sister or daughter of Kadashman-Enlil I.	father	2	Q603556;Q471335	Kurigalzu I | Kadashman-Enlil I
Q45581250	Li Zhen	father	2	Q717965;Q45499622	Li Shiji | Li Jin
Q3331104	Grzymislawa of Luck	father	2	Q428154;Q4060918	Ingvar of Kiev | Alexander Vsevolodovich
Q4195537	Ivan Aleksandrovich	father	2	Q22045532;Q4060936	Aleksandr Yaroslavich | Aleksandr Mikhaylovich
Q715428	Mihnea cel Rău	mother	2	Q6001059;Q116150736	Ilona Szilágyi | NN
Q110387022	Lucrezia d'Aragona	mother	2	Q110387056;Q131447283	Giovanna Caracciolo | Eulalia Ravignano
Q30114674	Bruno the Young	father	2	Q9667604;Q320348	Bruno II de Harcourt | Widukind
Q125454	Richlind	father	2	Q43915;Q504535	Otto I the Great | Liudolf, Duke of Swabia
Q125454	Richlind	mother	2	Q237510;Q25487193	Eadgyth | Ida von Schwaben
Q4774763	Antigone of Gloucester	mother	2	Q25583;Q130340457	Eleanor, Duchess of Gloucester | NN
Q45482568	Guo Lingqi	father	2	Q45381470;Q45518940	Guo Hui | Guo Hai
Q65822472	Yu Houzu	father	2	Q45386788;Q65822468	Yu Kan | Yu Nanqiang
Q45586124	Wu Bing	father	2	Q45406339;Q45586059	Wu Shi | Wu Bin
Q65818547	Zhen&1 Yi	father	2	Q45411848;Q65818543	Chen Tingjun | Zhen&1 Wenshou
Q45597914	Mou Ji	father	2	Q45419312;Q65804160	Yang Wang | Mou Wang
Q45495663	Li Xiren	father	2	Q45419933;Q24832547	Li Qingye | Li Xian
Q45605572	Wei Yu	father	2	Q45420853;Q45592574	Wei Yue | Wei Yuezi
Q18908302	Sun Xiang	mother	2	Q65806380;Q65806381	Li Shi | Pei Shi
Q45532777	Liu Gai	father	2	Q45421705;Q45635493	Liu Huaisu | Liu Huaibiao
Q45533158	Liu Mo	father	2	Q45421705;Q45635493	Liu Huaisu | Liu Huaibiao
Q699657	Li Sujie	father	2	Q9703;Q45422136	Emperor Gaozong of Tang | Li Yuanshan
Q45495834	Li Jing	father	2	Q45422136;Q45530817	Li Yuanshan | Li Gang
Q45542224	Lu Yujun	father	2	Q45424298;Q45542162	Lu Xi | Lu Pengzu
Q45644141	Lu Kai	father	2	Q45428024;Q45644020	Lu Chun | Lu Chun
Q45554686	Li Qu	father	2	Q45495834;Q45602957	Li Jing | Li Jing
Q45534850	Lu Shiqiong	father	2	Q45525127;Q45553143	Lu Rong | Lu Rong
Q45633165	Bai Jingzong	father	2	Q45442414;Q45551602	Bai Ji | Bai Gongji
Q45590197	Lu Chou	father	2	Q45534850;Q45553460	Lu Shiqiong | Lu Shiyu
Q45625938	Li Ying	father	2	Q45446474;Q45497767	Li Ding | Li Mou
Q45556755	Cui Zhi	mother	2	Q45535103;Q65806652	Li Zhen | Yang Shi
Q45524784	Zheng Huai	father	2	Q45454854;Q45518012	Zheng Run | Zheng Run
Q45445136	Lu Yun	father	2	Q45459396;Q45572186	Lu Congyuan | Lu Congyuan
Q45572252	Lu Zuan	father	2	Q45459396;Q45572186	Lu Congyuan | Lu Congyuan
Q45500793	Wei Tongyi	father	2	Q45475851;Q45669146	Wei Feng | Wei Feng
Q45480504	Jing Mou	father	2	Q45516591;Q45476137	Jing Jianggong | Jing Jiangmou
Q45483458	Zhao Jianzhang	father	2	Q45485504;Q45519322	Zhao Yuan | Zhao Guangye
Q45456500	Yuan Chao	father	2	Q45487107;Q45473271	Yuan Guan | Zhang Shouyu
Q45618752	Li Qun	father	2	Q45490199;Q45451319	Li Wei | Li Zhou
Q65803301	Lu Shi	father	2	Q45526848;Q45604791	Lu Zhuan | Lu Kaozhuan
Q45538096	Li Cong	father	2	Q45542566;Q45562439	Li Yin | Li Yin
Q65803610	Zheng Shi	father	2	Q45493590;Q45583513	Zheng Mou | Zheng Mou
Q45555945	Cui Maozao	father	2	Q45447109;Q45618281	Cui Gun | Cui Yan
Q45453005	Cui Shui	father	2	Q45621408;Q65806377	Cui Chao | Cui Mou
Q45561051	Lu Hang	father	2	Q45560621;Q45639383	Lu Ci | Lu Ci
Q45374332	Zhang Shilao	father	2	Q45374329;Q45693533	Zhang Zhongmu | Zhang Zhongmo
Q59653381	Charles Gaulis Clairmont	father	2	Q96075690;Q75590164	Charles Gaulis | Charles Clairmont
Q96088549	Ælfgifu	father	2	Q16863932;Q6909515	Sigeferth | Morcar
Q117273537	David Gresham	father	2	Q938844;Q9204	William Lindsay Gresham | C. S. Lewis
Q354538	Douglas Gresham	father	2	Q938844;Q9204	William Lindsay Gresham | C. S. Lewis
Q17329564	Jelena Karlović	father	2	Q109533585;Q124079323	Karolyi 'Carolus Torquatus', Graf Korbavis, Graf von Corbau und Lyka | Karlo IV Kurjaković
Q136099215	Ivan I. Zrinski	father	2	Q261367;Q17329564	Nikola III Zrinski | Jelena Karlović
Q20445256	Wang Tae	mother	2	Q6743224;Q12626208	Queen Sinmyeongsunseong | lady HongBuk
Q990836	Ermengarde of Lower Lotharingia	father	2	Q699248;Q469603	Otto II , Duke of Lower Lorraine | Charles, Duke of Lower Lorraine
Q544382	Marcus Livius Drusus Libo	father	2	Q431201;Q720855	Lucius Scribonius Libo | Marcus Livius Drusus Claudianus
Q75922534	Elizabeth Stewart	father	2	Q75268585;Q4707841	Sir Alexander Stewart, 3rd of Garlies | Alan Stewart of Darnley
Q75922534	Elizabeth Stewart	mother	2	Q75715039;Q61481948	Elizabeth Douglas | Catherine Seton
Q11581719	Naohito-shinnō	father	2	Q440503;Q471885	Emperor Hanazono | Kōgon
Q165769	Penelope	mother	2	Q17197552;Q2102882	Periboea | Polycaste
Q3907372	Poliporthes	father	2	Q47231;Q192482	Odysseus | Telemachus
Q3907372	Poliporthes	mother	2	Q165769;Q135224	Penelope | Nausicaa
Q782308	Auson	father	2	Q47231;Q2722978	Odysseus | Italus
Q782308	Auson	mother	3	Q48961;Q187602;Q9021947	Calypso | Circe | Leucaria
Q42159717	Janet Mortimer	father	2	Q679266;Q75580991	Roger Mortimer, 2nd Earl of March | Sir Roger Mortimer
Q110426592	NN von Braunschweig	father	2	Q110426593;Q476342	Liudolf von Braunschweig | Brun I, Count of Brunswick
Q76143229	Jane Champernowne	mother	2	Q76260435;Q96075116	Margaret Courtenay | Catherine Carew
Q3024596	Ebles I of Roucy	father	2	Q3107795;Q107387353	Gislebert de Roucy | Ebles of Poitiers
Q361092	Alexander Gordon, 3rd Earl of Huntly	mother	2	Q2912335;Q75269394	Annabella of Scotland | Lady Elizabeth Hay
Q496285	Iziaslav IV Vladimirovich	father	2	Q4113047;Q497107	Vladimir III Igorevich | Mstislav III of Kyiv
Q1342360	Sunifred, Count of Barcelona	father	2	Q816018;Q2358732	Bello of Carcassonne | Borrell, Count of Ausona
Q16077182	Wanyan Chala	father	2	Q8007620;Q7968204	Wanyan Zongjun | Helibo
Q1283545	Lucius Gellius Poplicola	father	2	Q431311;Q722935	Lucius Gellius | Marcus Valerius Messalla Niger
Q76283958	Laetitia Frances Mary à Court Repington	mother	2	Q75971063;Q75717984	Melloney Catherine Scobell | Mary Isabella North
Q51783	Arda of Armenia	father	2	Q3516083;Q51728	Tatoul de Marach | Thoros of Edessa
Q22678387	Hodierne of Courtenay	mother	2	Q15649012;Q75617570	Elizabeth of Montlhéry | Hildegarde de Gâtinais
Q273137	Dey Young	father	2	Q75761294;Q75761320	Carl Taylor | Donald Young
Q102051	Werner Körte	father	2	Q30301579;Q76432	Friedrich Körte | Rudolf Virchow
Q3053434	Emund Eriksson	father	2	Q529984;Q1400410	Eric Anundsson | Erik Ringsson
Q75300802	Elizabeth Newport	father	2	Q75300825;Q110730500	John Newport | George Newport, of Furneaux Pelham
Q75387783	Afrika Macduff	father	2	Q5561994;Q3041239	Gille Míchéil, Earl of Fife | Donnchad I, Earl of Fife
