qid	kind	leading_title	live_mul	live_en	langs_carrying_live	geni_ids	created_by	created_at
Q75339816	title	Sir		Sir Lyonel Tollemache, 7th Baronet	en			
Q75339825	title	Sir		Sir Cecil Tollemache, 5th Baronet	en			
Q75339831	title	Sir		Sir Richard Tollemache, 8th Baronet	en			
Q75339863	title	Lady		Lady Mary Theresa Parker	en nl			
Q75339877	title	Lady		Lady Doune Ogilvy	en			
Q75339879	title	Lady		Lady Jane Ogilvy	en			
Q75339880	title	Lady		Lady Elizabeth Ogilvy	en			
Q75339906	title	Lady		Lady Rebecca Moulin Murray	en nl			
Q75339908	title	Lady		Lady Kate Rodel Murray	en nl			
Q75339911	title	Lady		Lady Marjorie Murray	en			
Q75339928	title	Lady		Lady Mary Elizabeth Murray	en nl			
Q75339945	title	Lady		Lady Grace Murray	en nl	6000000014423620529		
Q75339951	title	Lady		Lady Muriel Murray	en nl	6000000002188493350		
Q75339952	title	Lady		Lady Victoria Alexandrina Murray	en nl			
Q75339953	title	Lady	Lady Mildred Murray	Lady Mildred Murray	mul en nl	6000000002188493365		
Q75339974	title	Lady		Lady Elizabeth Compton	en nl			
Q75340002	title	Sir		Sir Walter Pollen	en			
Q75340091	title	Lady		Lady Mary Cecilia Legge	en nl	6000000002188551334		
Q75340093	title	Lady		Lady Barbara Legge	en nl	6000000002188551356		
Q75340111	title	Lady		Lady Heather Mary Margaret Legge	en nl			
Q75340119	title	Sir		Sir Edward Goschen, 2nd Baronet	en	6000000006110854009		
Q75340127	title	Sir		Sir Everard Meynell	en			
Q75340184	title	Lady		Lady Winifred Clements	en			
Q75340185	title	Lady		Lady Mary Clements	en	6000000001368765012		
Q75340187	title	Lady		Lady Maude Clements	en nl	6000000010240399466		
Q75340189	title	Lady		Lady Kathleen Clements	en nl			
Q75340198	title	Lady		Lady Lily Clements	en nl			
Q75340214	title	Sir		Sir J. Stewart, Bt.	en nl			
Q75340309	title	Lady		Lady Augusta Brudenell	en nl	6000000011650896902		
Q75340324	title	Sir		Sir Richard Halliwell	en nl			
Q75340410	title	Sir		Sir Edward Mann, 1st Bt.	en nl			
Q75340413	title	Sir		Sir Rupert Edward Mann, 3rd Bt.	en nl			
Q75340475	title	Sir		Sir David Henry Hawley, 7th Bt.	en nl			
Q75340536	title	Sir		Sir Cornelius Henderickson Kortright	en nl			
Q75340661	title	Lady		Lady Isabella Blount	en nl			
Q75340938	title	Sir		Sir John Charles Harford, 1st Bt.	en nl	6000000011336863622		
Q75340941	title	Sir		Sir George Arthur Harford, 2nd Bt.	en nl	6000000011336347157		
Q75340951	title	Sir		Sir John Timothy Harford, 3rd Bt.	en nl	6000000011336923513		
Q75340964	title	Sir		Sir Francis Maurice Grosvenor Glyn	en nl	6000000011336846418		
Q75340966	title	Sir		Sir Alfred Ernest Tritton, 2nd Bt.	en nl	6000000030096161214		
Q75340975	title	Sir		Sir Mark John Harford, 4th Bt.	en nl			
Q75341350	title	Sir		Sir George Ferdinand Radzivill Forestier-Walker, 2nd Bt.	en nl	6000000030633807051		
Q75341376	title	General		General Godfrey Basil Meynell Mundy	en nl			
Q75341471	title	Lord		Lord Charles Gascoyne-Cecil	en			
Q75341472	title	Lord		Lord Valentine Gascoyne-Cecil	en			
Q75341475	title	Lord		Lord Michael Cecil	en			
Q75341476	title	Lady		Lady Rose Cecil	en			
Q75341480	title	Lord		Lord Roderic Pratt	en			
Q75341483	title	Lady	Lady Mabel Brassey	Lady Mabel Brassey	mul en sv	6000000014386774437		
Q75341489	title	Lord		Lord James Gascoyne-Cecil	en			
Q75341491	title	Lady		Lady Elizabeth Gascoyne-Cecil	en			
Q75341494	title	Lady		Lady Georgiana Gascoyne-Cecil	en nl			
Q75341495	title	Lady		Lady Katherine Gascoyne-Cecil	en nl			
Q75341523	title	Sir		Sir John Hales, 4th Bt.	en nl	6000000015095583764		
Q75341533	title	Lady		Lady Arabella Onslow	en			
Q75341632	title	Sir		Sir John Brocklehurst, 3rd Baronet	en			
Q75341770	title	Sir		Sir Claude Scott, 4th Bt.	en nl			
Q75341779	title	Sir		Sir Frederick Black	en nl sv			
Q75341784	title	Lady		Lady Sarah Russell	en			
Q75341786	title	Lady		Lady Lucy Russell	en			
Q75341799	title	Lady		Lady Harriet Russell	en			
Q75341812	title	Sir		Sir William Jackson, 7th Baronet	en			
Q75341814	title	Sir		Sir William Jackson, 8th Baronet	en			
Q75341831	title	Sir		Sir William Jackson, 9th Baronet	en			
Q75341911	title	Lady		Lady Catherine Henrietta Boyle	en nl	6000000023083310548		
Q75341942	title	Sir		Sir Thomas Steele	en nl			
Q75341974	title	Sir		Sir George Arthur Ponsonby	en nl	6000000111186290845		
Q75342022	title	Sir		Sir Reginald Culcheth Holcroft, 2nd Bt.	en nl	6000000094193096191		
Q75342060	title	Sir		Sir Edward Rokewood-Gage, 9th Bt.	en	6000000029792369186		
Q75342073	title	Sir		Sir Gilbert Lewis, 3rd Baronet	en			
Q75342080	title	Sir		Sir St Vincent Hammick, 3rd Baronet	en			
Q75342119	title	Sir		Sir John Smythe, 3rd Baronet	en			
Q75342263	title	Lady		Lady Willa Balfour	en			
Q75342268	title	Lady		Lady Juliana Mary Philomena Butler	en nl			
Q75342286	title	Sir		Sir Joseph Radcliffe, 6th Bt.	en	6000000056919940823		
Q75342297	title	Sir		Sir Sebastian Radcliffe, 7th Bt.	en			
Q75342342	title	Sir		Sir George Forestier-Walker, 3rd Baronet	en fr de es pt			
Q75342370	title	Lady		Lady Serena Lumley	en	6000000010371835805		
Q75342378	title	Lady		Lady Lillian Lumley	en			
Q75342405	title	Sir		Sir Matthew Sausse	en nl			
Q75342428	title	Sir		Sir Anthony Rupert Milburn, 5th Bt.	en nl			
Q75342434	title	Sir		Sir Leonard John Milburn, 3rd Bt.	en nl			
Q75342439	title	Sir		Sir John Davidson Milburn, 1st Bt.	en nl			
Q75342458	title	Sir		Sir Richard Eustace Renwick, 4th Bt.	en nl			
Q75342462	title	Sir		Sir Eustace Deuchar Renwick, 3rd Bt.	en nl			
Q75342554	title	Sir		Sir Pyers Edward Mostyn, 12th Bt.	en nl			
Q75342645	title	Sir		Sir Geoffrey Lewin Watson, 3rd Bt.	en nl			
Q75342748	title	Baron		Baron Alfred Hainguerlot	en nl			
Q75342873	title	Lady		Lady Maria Balfour	en			
Q75342875	title	Lady		Lady Candida Balfour	en			
Q75342889	title	Sir		Sir Walter Ross of Cromarty	en	6000000055571270172		
Q75342928	title	Lady		Lady Marjorie Mary Winifrede Feilding	en nl			
Q75342956	title	Lady		Lady Mabel Stafford Northcote	en nl sv	6000000117820015992		
Q75342977	title	Baroness		Baroness Jadwiga Golez	en nl			
Q75343058	title	Baron		Baron Charles Paul Marie Moreau de la Rochette	en nl			
Q75343071	title	Baron		Baron Edward Hainguerlot	en nl			
Q75343113	title	Sir		Sir William Murray of Dunerne, 9th Bt.	en nl			
Q75343196	title	Lady		Lady Sophia Mordaunt	en nl			
Q75343212	title	Princess		Princess Ilinca Mary Elizabeth Cantacuzino	en nl			
Q75343213	title	Princess		Princess Marina Anne Cantacuzino	en nl			
Q75343273	title	Lady		Lady Mary Lee	en nl			
Q75343274	title	Lady		Lady Ann Bligh	en nl	6000000013343216195		
Q75343275	title	Lady		Lady Frances Lee	en nl			
Q75343277	title	Lady		Lady Anne Lee	en nl	6000000008428562174		
Q75343369	title	Lady		Lady Imelda Clare Feilding	en nl			
Q75343430	title	Lady		Lady Agnes Mary Mabel Feilding	en nl			
Q75343434	title	Lady		Lady Clare Mary Cecilia Feilding	en nl			
Q75343439	title	Lady		Lady Elizabeth Mary Feilding	en nl			
Q75343443	title	Lady		Lady Victoria Mary Dolores Feilding	en nl			
Q75343482	title	Prince		Prince John Sherban Cantacuzino	en nl			
Q75343509	title	Lady		Lady Laura Octavia Dundas	en nl			
Q75343546	title	Sir		Sir Hew Dalrymple, 11th Baronet	en			
Q75343569	title	Sir		Sir Richard St George, 2nd Baronet	en	6000000007608388253		
Q75343694	title	Sir		Sir Joseph Radcliffe, 3rd Bt.	en	6000000056964047847		
Q75343700	title	Sir		Sir Joseph Radcliffe, 4th Bt.	en	6000000056963700969		
Q75343903	title	Lady		Lady Elizabeth Lee	en nl sv			
Q75343956	title	Sir		Sir Frederick Eden, 3rd Bt.	en nl			
Q75343957	title	Sir		Sir William Eden, 4th/6th Bt.	en nl			
Q75343973	title	Sir		Sir Timothy Calvert Eden, 6th/8th Bt.	en nl	6000000050254489251		
Q75344023	title	Sir		Sir Robert Eden, 8th/10th Baronet	en			
Q75344045	title	Sir		Sir Edward St. Lo Malet, 5th Bt.	en nl	6000000027449659175		
Q75344047	title	Sir		Sir Harry Charles St. Lo Malet, 7th Bt.	en fr de nl es pt			
Q75344052	title	Sir		Sir Charles St. Lo Malet, 6th Bt.	en nl	6000000027449739552		
Q75344056	title	Sir		Sir Edward William St. Lo Malet, 8th Bt.	en fr de nl es pt	6000000027449717561		
Q75344075	title	Sir		Sir Harry Douglas St. Lo Malet, 9th Bt.	en nl			
Q75344122	title	Sir		Sir William Parker, 9th Bt.	en nl	6000000026557776100		
Q75344262	title	Sir		Sir Richard William Hyde Parker, 12th Bt.	en nl			
Q75344269	title	Sir		Sir Henry John Lindores Leslie, 9th Bt.	en nl			
Q75344389	title	Sir		Sir Robert Ward, 1st and last Bt.	en nl			
Q75344414	title	Sir		Sir Pyers Mostyn, 6th Baronet	en			
Q75344425	title	Sir		Sir Edward Smythe, 4th Baronet	en			
Q75344468	title	Sir		Sir Jeremy John Anthony Mostyn, 14th Bt.	en nl			
Q75344471	title	Sir		Sir William Basil John Mostyn, 15th Bt.	en nl			
Q75344582	title	Sir		Sir Thomas Stanley-Massey-Stanley, 7th Bt.	en nl			
Q75344583	title	Sir		Sir Thomas Stanley-Massey-Stanley, 9th Bt.	en nl	6000000022923276347		
Q75344630	title	Sir		Sir Frederick Slade, 2nd Baronet	en	6000000013490899433		
Q75344793	title	Sir		Sir John Home of Blackadder, 12th Bt.	en nl	6000000028343253426		
Q75344797	title	Sir		Sir Henry Herbert Wombwell, 5th Bt.	en nl	6000000013346256251		
Q75344814	title	Sir		Sir David George Home of Blackadder, 13th Bt.	en nl			
Q75344823	title	Sir		Sir David Malcolm of Balbedie, 11th Bt.	en	6000000013370543855		
Q75344830	title	Sir		Sir William Dundas Home of Blackadder, 14th Bt.	en nl			
Q75344833	title	Sir		Sir Alfred Slade, 3rd Baronet	en			
Q75344837	title	Sir		Sir Cuthbert Slade, 4th Baronet	en			
Q75344842	title	Sir		Sir Alfred Slade, 5th Baronet	en	6000000013490831348		
Q75344847	title	Sir		Sir Michael Slade, 6th Baronet	en	6000000013487499858		
Q75344888	title	Don		Don Oliviero Lopez y Royo, Duca di Taurisano e Monteroni	en nl			
Q75344889	title	Don		Don Francesco Lopez y Royo, Duca di Taurisano e Monteroni	en nl			
Q75345036	title	Comte		Comte Jean d'Agoult	en nl			
Q75345037	title	Comte		Comte Antoine d'Agoult	en nl			
Q75345038	title	Comte		Comte François d'Agoult	en fr de nl es it pt			
Q75345041	title	Baron		Baron Antoine Marie Jean Seguir	en nl			
Q75345044	title	Count		Count Charles le Groing de la Romagere	en nl			
Q75345047	title	Count		Count Andre Camille Marie Regis de Charpin-Feugerolles	en nl			
Q75345158	title	Sir		Sir John Montagu Burgoyne, 9th Bt.	en fr de nl es pt			
Q75345214	title	Lord		Lord Michael James Andrew Gordon	en nl			
Q75345216	title	Lady		Lady Emma Cecile Gordon	en nl			
Q75345218	title	Lady		Lady Sophia Katherine Gordon	en nl			
Q75345219	title	Lady		Lady Jessamine Gordon	en			
Q75345234	title	Lady		Lady Theodosia Bligh	en nl			
Q75345265	title	Baron		Baron Antoine Pouget	en nl			
Q75345346	title	Sir		Sir Michael Nairn, 4th Baronet	en			
Q75345380	title	Sir		Sir Edward Archibald Hamilton, 4th Bt.	en nl	6000000020269289841		
Q75345384	title	Sir		Sir Thomas Sydney Perceval Hamilton, 6th Bt.	en nl			
Q75345516	title	Comte		Comte François Charles Christian Chauvin de Précourt	en nl			
Q75345522	title	Comte		Comte Claude Antoine Chauvin de Précourt	en nl			
Q75345530	title	Miles		Miles Malcolm Acheson	en nl			
Q75345545	title	Comte		Comte Charles Leschevin de Précourt	en nl			
Q75345547	title	Comte		Comte Philippe Etienne Chauvin de Précourt	en nl			
Q75345548	title	Comte		Comte Jean Yves Chauvin de Précourt	en nl			
Q75345698	title	Miles		Miles Chambré Ponsonby	en nl			
Q75345769	title	Lady		Lady Sybil Capell	en sv	6000000002188502467		
Q75345777	title	Lady		Lady Helen Brassey	en sv			
Q75345778	title	Sir		Sir John Murray	en de nl es pt			
Q75345780	title	Sir		Sir John Murray of Folla	en nl			
Q75345821	title	Sir		Sir Thomas Noel Harris	en de nl es pt			
Q75345839	title	Sir		Sir Montague Aubrey Rowley Cholmeley, 4th Bt.	en nl			
Q75345846	title	Sir		Sir John Lambert	en nl			
Q75345866	title	Lady		Lady Sylvia Gwendoline Eva Maitland	en nl			
Q75345925	title	Sir		Sir John Lister-Kaye, 3rd Baronet	en fr de es pt	6000000035444606478		
Q75345938	title	Sir		Sir Lister Lister-Kaye, 6th Bt.	en nl			
Q75345994	title	Sir		Sir Francis Astley-Corbett, 4th Baronet	en			
Q75346022	title	Sir		Sir Ralph St. George Gore, 7th Bt.	en nl			
Q75346158	title	Don		Don José M. de Zamora	en nl			
Q75346344	title	Sir		Sir John Bridger Shiffner, 6th Baronet	en	6000000076278258336		
Q75346358	title	Sir		Sir Salusbury Payne, 5th Baronet	en	6000000055470693087		
Q75346526	title	Count		Count Balint Széchényi von Sarvar und Felsovidek	en nl			
Q75346597	title	Sir		Sir Arthur George Ramsay Mackenzie of Coul, 11th Bt.	en nl			
Q75346632	title	Baroness		Baroness Elisabeth Ullmann von Baranyavar	en nl			
Q75346635	title	Baron		Baron Valentin Heereman von Zuydtwyck	en nl			
Q75346641	title	Donna		Donna Maria Vittoria Colonna di Summonte	en nl			
Q75346660	title	Baron		Baron Michel de Mevius	en fr nl			
Q75346672	title	Baron		Baron Nicolaus Heereman von Zuydtwyck	en nl			
Q75346673	title	Baroness		Baroness Monika Heereman von Zuydtwyck	en nl			
Q75346674	title	Baroness		Baroness Ida Heereman von Zuydtwyck	en nl			
Q75346757	title	Gräfin		Gräfin Lucia von Wilczek	en nl	6000000024388481197		
Q75346764	title	Princess		Princess Maximiliane, Princess of Fürstenberg	en			
Q75346828	title	Princess		Princess Luise Caroline of Hohenlohe-Langenburg	en			
Q75346842	title	Princess		Princess Elisabeth of Hohenlohe-Langenburg	en			
Q75347042	title	Prince		Prince Friedrich of Hohenlohe-Langenburg	en			
Q75347107	title	Count		Count Julio Constancio de Villeneuve	en nl			
Q75347159	title	Countess		Countess Luitgard of Castell-Rüdenhausen	en			
Q75347171	title	Princess		Princess Octavia Spinelli	en nl	6000000002188475894		
Q75347175	title	Lady		Lady Mary Maitland	en			
Q75347179	title	Lady		Lady Elizabeth Maitland	en			
Q75347207	title	Princess		Princess Johanna of Hohenlohe-Langenburg	en			
Q75347271	title	Prince		Prince Gustav Heinrich of Hohenlohe-Langenburg	en			
Q75347280	title	Prince		Prince Heinrich of Hohenlohe-Langenburg	en			
Q75347318	title	Sir		Sir Joseph Henry Bernard Doughty-Tichborne, 13th Bt.	en nl	6000000017122132277		
Q75347325	title	Sir		Sir Anthony Joseph Henry Doughty-Tichborne, 14th Bt.	en nl	6000000017099663575		
Q75347369	title	Sir		Sir Charles Cradock-Hartopp, 6th Baronet	en			
Q75347375	title	Sir		Sir Frederick Cradock-Hartopp, 7th Baronet	en			
Q75347391	title	Lady		Lady Joan Stuart-Wortley	en			
Q75347410	title	Sir		Sir Charles Forbes of Newe, 4th Bt.	en	6000000017072808202		
Q75347427	title	Lady		Lady Ann Cole	en			
Q75347431	title	Lady		Lady Frances Cole	en			
Q75347457	title	Lady		Lady Kathleen Cole	en			
Q75347472	title	Sir		Sir George Julius Jackson, 3rd Bt.	en nl			
Q75347626	title	Sir		Sir John Courtenay Throckmorton, 5th Bt.	en nl	6000000014591310516		
Q75347630	title	Lady		Lady Mary Tudor Radclyffe	en nl			
Q75347642	title	Lady		Lady Anne Clifford	en fr nl	6000000011835660965		
Q75347659	title	Lady		Lady Maria Radclyffe	en			
Q75347677	title	Lady		Lady Anne Radclyffe	en nl			
Q75347682	title	Sir		Sir Thomas Webb, 6th Bt.	en nl			
Q75347688	title	Lady		Lady Ellinor Gordon-Lennox	en			
Q75347700	title	Lady		Lady Louisa Gordon-Lennox	en nl			
Q75347720	title	Sir		Sir Hedworth Williamson, 6th Bt.	en nl			
Q75347722	title	Sir		Sir James Hamilton	en nl			
Q75347738	title	Lady		Lady Amy Gwendoline Gordon-Lennox	en nl	6000000013422339178		
Q75347747	title	Sir		Sir Alastair Francis Stuart Coats, 4th Bt.	en nl			
Q75347753	title	Sir		Sir Alexander Coats, 5th Baronet	en			
Q75347772	title	Lady		Lady Doris Gordon-Lennox	en	6000000009495468701		
Q75347776	title	Sir		Sir William Cooper, 3rd Baronet	en	6000000014759002330		
Q75347801	title	Marchese		Marchese Camillo Casati Stampa di Soncino	en nl	6000000007043668347		
Q75347803	title	Lady		Lady Moorea Hastings	en nl	6000000010162985604		
Q75347811	title	Lady		Lady Caroline Harriet Hastings	en nl			
Q75347914	title	Princess		Princess Elise of Hohenlohe-Langenburg	en			
Q75347941	title	Lord		Lord Francis Gordon-Lennox	en			
Q75347955	title	Lord		Lord Henry Loftus	en			
Q75347985	title	Lady		Lady Caroline Gordon-Lennox	en en-ca nl da es it pt			
Q75347987	title	Lady		Lady Florence Gordon-Lennox	en nl			
Q75348031	title	Sir		Sir John Gordon Sinclair, 8th Baronet	en	6000000018440971005		
Q75348054	title	Lord		Lord Henry Adam Lennox	en nl	6000000002188412715		
Q75348064	title	Lord		Lord Frederick Lennox	en nl			
Q75348086	title	Sir		Sir George Russell, 5th Bt.	en			
Q75348096	title	Lady		Lady Caroline Kerr	en	6000000050357682137		
Q75348108	title	Sir		Sir George Michael Russell, 7th Bt.	en nl	6000000050234372140		
Q75348123	title	Sir		Sir Arthur Mervyn Russell, 8th Bt.	en nl			
Q75348156	title	Lady		Lady Marcia Leveson-Gower	en			
Q75348201	title	Lady		Lady Sarah Lennox	en nl da			
Q75348202	title	Lady		Lady Louisa Maddelena Lennox	en nl			
Q75348204	title	Lady		Lady Charlotte Lennox	en nl	6000000002188412745		
Q75348206	title	Lady		Lady Sophia Georgiana Lennox	en nl			
Q75348288	title	Sir		Sir Thomas William Clinton Murdoch	en nl			
Q75348327	title	Sir		Sir Rose Price, 1st Baronet	en fr de es pt			
Q75348355	title	Count		Count St. John Vivian Beaumont de Beaufort Molyneux	en nl	6000000027485138730		
Q75348414	title	Sir		Sir Thomas Richard Troubridge, 7th Bt.	en nl			
Q75348416	title	Sir		Sir Peter Troubridge, 6th Bt.	en nl			
Q75348471	title	Sir		Sir Edward Thomas Le Marchant, 4th Bt.	en nl	6000000015857175399		
Q75348476	title	Sir		Sir Denis Le Marchant, 5th Bt.	en nl	6000000015857034738		
Q75348513	title	Sir		Sir Charles Wilfrid Bennett, 2nd Bt.	en fr de nl es pt	6000000068036314877		
Q75348522	title	Sir		Sir William Watkin Phillips	en nl			
Q75348751	title	Sir		Sir Charles Cave, 4th Baronet	en			
Q75348752	title	Sir		Sir John Cave, 5th Baronet	en			
Q75348758	title	Sir		Sir George Cave, 6th Baronet	en			
Q75348814	title	Sir		Sir Rupert John Hardy, 4th Bt.	en fr de nl es pt	6000000020382063702		
Q75348817	title	Sir		Sir Richard Charles Chandos Hardy, 5th Bt.	en nl	6000000024963074166		
Q75348821	title	Sir		Sir Robert David Black, 3rd Bt.	en nl			
Q75348822	title	Sir		Sir Robert Andrew Stransham Black, 2nd Bt.	en nl	6000000047336441821		
Q75348825	title	Sir		Sir Samuel Herbert Wilson	en nl			
Q75348866	title	Baron		Baron Thomas Flowa	en nl			
Q75348877	title	Lady		Lady Georgina Meriel Bathurst	en nl			
Q75348880	title	Lady		Lady Evelyn Bathurst	en			
Q75348906	title	Lady		Lady Henrietta Mary Lilias Bathurst	en nl			
Q75348938	title	Lady		Lady Meriel Olivia Bathurst	en nl	6000000005760123169		
Q75348940	title	Lord		Lord Alastair Mungo Graham	en nl	6000000005759747482		
Q75349029	title	Lady		Lady Caroline Home	en nl			
Q75349191	title	Sir		Sir Herbert Napier Bunbury	en fr de nl es pt	6000000027434219375		
Q75349232	title	Sir		Sir Edmund Jeune Loder, 4th Bt.	en nl			
Q75349407	title	Don		Don Francisco Larios	en nl			
Q75349410	title	Sir		Sir John Barran, 3rd Baronet	en	6000000026212929844		
Q75349412	title	Sir		Sir John Barran, 4th Baronet	en	6000000026874822941		
Q75349435	title	Sir		Sir Thomas Colyer Colyer-Fergusson, 3rd Bt.	en nl	6000000076280716057		
Q75349445	title	Sir		Sir John Barran, 5th Baronet	en			
Q75349563	title	Sir		Sir James Malcolm, 9th Bt.	en	6000000011797014806		
Q75349571	title	Sir		Sir James Malcolm of Balbedie, 12th Baronet	en	6000000017675650631		
Q75349573	title	Sir		Sir Alexander Malcolm, 13th Baronet	en			
Q75349601	title	Lady		Lady Elizabeth Augusta Gore	en nl			
Q75349603	title	Lady		Lady Mary Napier Gore	en nl	6000000023516281108		
Q75349813	title	Baroness		Baroness Anne Louise de Graevenitz	en nl			
