geni_id	descendants	ancestors	blood_relatives	family_tree	followers	at
6000000010774335429	1555	8247	15000	8094	14	2026-09-14T16:24:40.019Z
6000000013010620738	1532	10866	15000	15000	22	2026-09-14T16:17:46.809Z
6000000000413735676	1360	4469	15000	6627	6	2026-09-14T16:18:24.879Z
6000000015830416092	1061	10018	15000	7404	6	2026-09-14T16:18:02.597Z
6000000010135378020	969	4472	15000	6648	4	2026-09-14T16:17:33.383Z
6000000023272951058	703	11280	15000	15000	7	2026-09-14T16:21:01.578Z
6000000051038000948	617	12462	15000	15000	5	2026-09-14T16:19:27.428Z
6000000111405442824	504	4392	15000	4722	5	2026-09-14T16:20:21.379Z
6000000017395613158	489	11222	15000	15000	5	2026-09-14T16:18:37.497Z
6000000105261822869	427	4455	15000	4104	1	2026-09-14T16:22:52.883Z
6000000019026000805	284	14113	15000	15000	4	2026-09-14T16:23:40.827Z
6000000001866962048	242	11173	15000	1427	0	2026-09-14T16:20:36.080Z
6000000018835685134	234	10510	15000	15000	3	2026-09-14T16:21:52.098Z
6000000135181412833	20	12019	15000	15000	2	2026-09-14T16:22:19.847Z
6000000001500713873	12	9342	15000	11768	2	2026-09-14T16:22:41.233Z
6000000117451168823	8	12258	15000	15000	1	2026-09-14T16:19:00.948Z
6000000014003254638	2	15000	15000	1395	4	2026-09-14T16:18:14.153Z
6000000174355490851	2	9977	15000	15000	2	2026-09-14T16:20:13.755Z
6000000010299350137	1	10938	15000	3807	3	2026-09-14T16:17:22.243Z
6000000026549252855	1	9471	15000	1084	1	2026-09-14T16:20:00.545Z
6000000223232753697	1	13145	15000	15000	1	2026-09-14T16:23:05.585Z
6000000182965529937	0	401	15000	352	1	2026-09-14T16:16:38.693Z
6000000014294753774	0	8169	15000	15000	3	2026-09-14T16:16:54.097Z
6000000013622272778	0	14773	15000	6692	1	2026-09-14T16:17:09.510Z
6000000104796063927	0	0	0	45739262	0	2026-09-14T16:18:41.484Z
6000000227081023919	0	10276	15000	11736	1	2026-09-14T16:19:14.159Z
6000000001500724101	0	9331	15000	8928	0	2026-09-14T16:19:31.669Z
6000000185140436690	0	10868	15000	12476	1	2026-09-14T16:19:50.713Z
6000000011877094670	0	10970	15000	4046	2	2026-09-14T16:20:49.248Z
6000000083847767053	0	10784	15000	7508	1	2026-09-14T16:21:14.301Z
6000000059487752335	0	13820	15000	15000	2	2026-09-14T16:21:27.487Z
6000000174356502927	0	13145	15000	15000	2	2026-09-14T16:21:40.394Z
6000000224696683091	0	8155	15000	15000	1	2026-09-14T16:22:03.734Z
6000000205037274582	0	12103	15000	15000	1	2026-09-14T16:22:07.954Z
6000000037498745620	0	6766	15000	509	2	2026-09-14T16:23:13.985Z
6000000087579247097	0	10925	15000	1574	1	2026-09-14T16:23:28.085Z
6000000186184791616	0	9965	15000	14636	1	2026-09-14T16:23:53.438Z
6000000105262064834	0	4455	15000	3414	1	2026-09-14T16:24:03.849Z
6000000115407533919	0	7840	15000	15000	4	2026-09-14T16:24:15.320Z
6000000223789477176	0	12303	15000	15000	1	2026-09-14T16:24:28.742Z
