cycle	length	step	geni_id	name	url	next_in_cycle
1	4	0	6000000030593052856	Amra Bint Ilyas	https://www.geni.com/people/x/6000000030593052856	Layla Al-Quda'i
1	4	1	6000000002447318469	Layla Al-Quda'i	https://www.geni.com/people/x/6000000002447318469	Salma Al-Raba'i
1	4	2	6000000002188187676	Salma Al-Raba'i	https://www.geni.com/people/x/6000000002188187676	Wabra Al-Qaysi
1	4	3	6000000021228993311	Wabra Al-Qaysi	https://www.geni.com/people/x/6000000021228993311	Amra Bint Ilyas
2	2	0	6000000012669256848	Joseph Schweizer	https://www.geni.com/people/x/6000000012669256848	Toret Schweizer
2	2	1	6000000013175490692	Toret Schweizer	https://www.geni.com/people/x/6000000013175490692	Joseph Schweizer
3	2	0	6000000004880541686	Halldor Arnesson Holar	https://www.geni.com/people/x/6000000004880541686	Arne Holar
3	2	1	6000000007351784249	Arne Holar	https://www.geni.com/people/x/6000000007351784249	Halldor Arnesson Holar
4	12	0	6000000011801509099	DAKSHA Prachetas Prajāpati Daksha Reborn	https://www.geni.com/people/x/6000000011801509099	PRACHETAS (10 sons)
4	12	1	6000000011801717492	PRACHETAS (10 sons)	https://www.geni.com/people/x/6000000011801717492	PRACHINBARHI (Barhisman )
4	12	2	6000000019396831975	PRACHINBARHI (Barhisman )	https://www.geni.com/people/x/6000000019396831975	HAVIRDHANA
4	12	3	6000000011801821324	HAVIRDHANA	https://www.geni.com/people/x/6000000011801821324	Vijitashva (a.k.a Antardhana )
4	12	4	6000000012637359535	Vijitashva (a.k.a Antardhana )	https://www.geni.com/people/x/6000000012637359535	ARCHIS (Lakshmi's amsam)
4	12	5	6000000012633552700	ARCHIS (Lakshmi's amsam)	https://www.geni.com/people/x/6000000012633552700	VENA Anga
4	12	6	6000000012622425779	VENA Anga	https://www.geni.com/people/x/6000000012622425779	SUNĪTA Anga
4	12	7	6000000012622603311	SUNĪTA Anga	https://www.geni.com/people/x/6000000012622603311	YAMA Dharma King of Death
4	12	8	6000000010067657668	YAMA Dharma King of Death	https://www.geni.com/people/x/6000000010067657668	SANJNA Saranyu
4	12	9	6000000013186790969	SANJNA Saranyu	https://www.geni.com/people/x/6000000013186790969	TVAŚTAR Kashyapa
4	12	10	6000000009707868541	TVAŚTAR Kashyapa	https://www.geni.com/people/x/6000000009707868541	Aditi Kashyapa
4	12	11	6000000019255947675	Aditi Kashyapa	https://www.geni.com/people/x/6000000019255947675	DAKSHA Prachetas Prajāpati Daksha Reborn
5	2	0	6000000003388796068	Chananya Pavlov	https://www.geni.com/people/x/6000000003388796068	Private
5	2	1	6000000069549259869	Private	https://www.geni.com/people/x/6000000069549259869	Chananya Pavlov
6	2	0	6000000008640413244	Shapur 16th Sassanian King r.420	https://www.geni.com/people/x/6000000008640413244	Bahram
6	2	1	6000000007872745180	Bahram	https://www.geni.com/people/x/6000000007872745180	Shapur 16th Sassanian King r.420
7	3	0	6000000006346445176	Diego de Cáceres y Solís	https://www.geni.com/people/x/6000000006346445176	Gómez Fernández de Solís Señor de Malpartida
7	3	1	6000000006345876909	Gómez Fernández de Solís Señor de Malpartida	https://www.geni.com/people/x/6000000006345876909	Fernán Gómez de Solís duque de Badajoz
7	3	2	6000000013319483221	Fernán Gómez de Solís duque de Badajoz	https://www.geni.com/people/x/6000000013319483221	Diego de Cáceres y Solís
8	3	0	6000000027287494042	Lucius Junius Brutus	https://www.geni.com/people/x/6000000027287494042	C. Junius Junius Brutus Brutus
8	3	1	6000000027287341110	C. Junius Junius Brutus Brutus	https://www.geni.com/people/x/6000000027287341110	C. Junius Brutus
8	3	2	6000000027284293772	C. Junius Brutus	https://www.geni.com/people/x/6000000027284293772	Lucius Junius Brutus
9	5	0	6000000004868812755	Mentuhotep Queen of Egypt, Khenemetneferhedjet	https://www.geni.com/people/x/6000000004868812755	Senebhenaf Vizier
9	5	1	6000000002187610199	Senebhenaf Vizier	https://www.geni.com/people/x/6000000002187610199	Yauyebi of Egypt
9	5	2	6000000002187610215	Yauyebi of Egypt	https://www.geni.com/people/x/6000000002187610215	Sebekemsaf
9	5	3	6000000010608965620	Sebekemsaf	https://www.geni.com/people/x/6000000010608965620	Sankhenre Mentuhotep VI Pharaoh of Egypt
9	5	4	6000000002837450025	Sankhenre Mentuhotep VI Pharaoh of Egypt	https://www.geni.com/people/x/6000000002837450025	Mentuhotep Queen of Egypt, Khenemetneferhedjet
10	6	0	6000000004868812735	Sekhemre Sankhtawy Neferhotep III Pharaoh of Egypt	https://www.geni.com/people/x/6000000004868812735	Mentuhotep Queen of Egypt, Khenemetneferhedjet
10	6	1	6000000004868812755	Mentuhotep Queen of Egypt, Khenemetneferhedjet	https://www.geni.com/people/x/6000000004868812755	Senebhenaf Vizier
10	6	2	6000000002187610199	Senebhenaf Vizier	https://www.geni.com/people/x/6000000002187610199	Yauyebi of Egypt
10	6	3	6000000002187610215	Yauyebi of Egypt	https://www.geni.com/people/x/6000000002187610215	Sebekemsaf
10	6	4	6000000010608965620	Sebekemsaf	https://www.geni.com/people/x/6000000010608965620	Sankhenre Mentuhotep VI Pharaoh of Egypt
10	6	5	6000000002837450025	Sankhenre Mentuhotep VI Pharaoh of Egypt	https://www.geni.com/people/x/6000000002837450025	Sekhemre Sankhtawy Neferhotep III Pharaoh of Egypt
12	3	0	6000000010180703506	Lorenzo González de Alderete	https://www.geni.com/people/x/6000000010180703506	Antonio González de Velazco
12	3	1	6000000019105555455	Antonio González de Velazco	https://www.geni.com/people/x/6000000019105555455	Juan Gonzalez de Alderete Velasco
12	3	2	6000000186524715845	Juan Gonzalez de Alderete Velasco	https://www.geni.com/people/x/6000000186524715845	Lorenzo González de Alderete
13	2	0	6000000003513227792	Quintus Cæcilius Metellus consul of 60 BCE	https://www.geni.com/people/x/6000000003513227792	Quintus Caecilius Metellus Nepos Cæcilius Metellus consul of 98 BCE
13	2	1	6000000041176311852	Quintus Caecilius Metellus Nepos Cæcilius Metellus consul of 98 BCE	https://www.geni.com/people/x/6000000041176311852	Quintus Cæcilius Metellus consul of 60 BCE
14	2	0	6000000003825736664	Hanna Dorothea Hansdatter Smidt	https://www.geni.com/people/x/6000000003825736664	Hans Brodersen Smidt
14	2	1	6000000101468969856	Hans Brodersen Smidt	https://www.geni.com/people/x/6000000101468969856	Hanna Dorothea Hansdatter Smidt
15	3	0	6000000051090497083	Diogo Borges da Cunha	https://www.geni.com/people/x/6000000051090497083	Francisca Fogaça de Castro
15	3	1	6000000016151562676	Francisca Fogaça de Castro	https://www.geni.com/people/x/6000000016151562676	Diogo Borges Borges da Cunha
15	3	2	6000000058075074180	Diogo Borges Borges da Cunha	https://www.geni.com/people/x/6000000058075074180	Diogo Borges da Cunha
16	7	0	6000000031142485553	Venkatacharya Jatavallabha (Jatavallabha award by Maharaja )	https://www.geni.com/people/x/6000000031142485553	Rangacharya Jatavallabha (Jatavallabha award by Maharaja )
16	7	1	6000000031142727065	Rangacharya Jatavallabha (Jatavallabha award by Maharaja )	https://www.geni.com/people/x/6000000031142727065	Venkatacharyar Jatavallabha (Jatavallabha award by Maharaja )
16	7	2	6000000031142511474	Venkatacharyar Jatavallabha (Jatavallabha award by Maharaja )	https://www.geni.com/people/x/6000000031142511474	Rangacharya Jatavallabha (Jatavallabha award by Maharaja )
16	7	3	6000000031142745051	Rangacharya Jatavallabha (Jatavallabha award by Maharaja )	https://www.geni.com/people/x/6000000031142745051	Venkatacharya Jatavallabha (Jatavallabha award by Maharaja )
16	7	4	6000000031142404762	Venkatacharya Jatavallabha (Jatavallabha award by Maharaja )	https://www.geni.com/people/x/6000000031142404762	Srinivasacharyar Jatavallabha (Jatavallabha award by Maharaja )
16	7	5	6000000031142381754	Srinivasacharyar Jatavallabha (Jatavallabha award by Maharaja )	https://www.geni.com/people/x/6000000031142381754	Srinivasacharya Jatavallabha
16	7	6	6000000130994676050	Srinivasacharya Jatavallabha	https://www.geni.com/people/x/6000000130994676050	Venkatacharya Jatavallabha (Jatavallabha award by Maharaja )
17	2	0	6000000017162202398	Esther bat Sahlān ben Abraham	https://www.geni.com/people/x/6000000017162202398	Esther bat Yosef ben 'Amram haDayyan al-Sijilmasa
17	2	1	6000000019214447900	Esther bat Yosef ben 'Amram haDayyan al-Sijilmasa	https://www.geni.com/people/x/6000000019214447900	Esther bat Sahlān ben Abraham
18	2	0	6000000018361536570	Homme Tjallings van Camstra	https://www.geni.com/people/x/6000000018361536570	Tjalling Hommes van Camstra
18	2	1	6000000018330916757	Tjalling Hommes van Camstra	https://www.geni.com/people/x/6000000018330916757	Homme Tjallings van Camstra
19	2	0	6000000176339751843	Ange-Michel FILIPPINI	https://www.geni.com/people/x/6000000176339751843	Hyacinthe Horace FILIPPINI
19	2	1	6000000081294404917	Hyacinthe Horace FILIPPINI	https://www.geni.com/people/x/6000000081294404917	Ange-Michel FILIPPINI
20	5	0	6000000178917816821	Abisha ben Pinḥas ben Josef of Eleazar	https://www.geni.com/people/x/6000000178917816821	Abishua II ben Pinḥas ben Abisha Samaritan High Priest
20	5	1	6000000178917191862	Abishua II ben Pinḥas ben Abisha Samaritan High Priest	https://www.geni.com/people/x/6000000178917191862	Phinehas VI Samaritan High Priest
20	5	2	6000000178917880821	Phinehas VI Samaritan High Priest	https://www.geni.com/people/x/6000000178917880821	Raban Abishah
20	5	3	6000000178917872822	Raban Abishah	https://www.geni.com/people/x/6000000178917872822	Phinehas VI Samaritan High Priest
20	5	4	6000000178917140855	Phinehas VI Samaritan High Priest	https://www.geni.com/people/x/6000000178917140855	Abisha ben Pinḥas ben Josef of Eleazar
