889 people across 1 Garborg batches, 11599 already holding a QID
2416 token(s) are already pointed at by their own bearers
5263 tokens already have an item and are linked, not created
2631 need creating, 0 are ambiguous and are not
100 token(s) held: never a first given name in the corpus but attested as a family name -- Laurentii (5), Byre (3), lll (3), Viby (2), Ænes (2), Rosenberg (2)
145 token(s) RESCUED by the bearers' own statements -- these would have been created a second time:
   Adalasia             given        Q62102498
  create  Branaina             family       1
  create  Bratt                given        1
  create  Brattval             family       1
  create  Brauner af Säby      family       1
  create  Braunschweig-Wolfenbüttel family       1
  create  Breda-Schoten        family       1
  create  Brehna               family       1
  create  Bricquebec           family       1
  create  Browallia            family       1
  create  Broyes-Commercy      family       1
  create  Brunau               family       1
  create  Brungstöm            family       1
  create  Bruning              given        1
  create  Brunlöf              family       1
  create  Brunnelius           family       1
  create  Brunnera             family       1
  create  Brunér               family       1
  create  Bryngelsson          patronymic   1
  create  Bryniolf             given        1
  create  Bryniolfsson         patronymic   1
  create  Brynjulfson          family       1
  create  Brynjulfson          patronymic   1
  create  Bråstein             family       1
  create  Bugge-Hanssen        family       1
  create  Bukhorn              family       1
  create  Burga                given        1
  create  Burghausen           family       1
  create  Burgundians          family       1
  create  Busseck              family       1
  create  Bålby                family       1
  create  Bårdsen              patronymic   1
  create  Bæreim               family       1
  create  Böckenförde-Schüngel family       1
  create  Börgesson            family       1
  create  Börjesdotter         family       1
  create  Börjesson            patronymic   1
  create  Börstelia            family       1
  create  Bølle av Stege       family       1
  create  Børel                given        1
  create  Børelson             patronymic   1
  create  Børgesdotter         patronymic   1
  create  Børgeson             patronymic   1
  create  Caeseria             given        1
  create  Cajsson              family       1
  create  Callinus             family       1
  create  Calw-Löwenstein      family       1
  create  Candelberg           family       1
  create  Canillac             family       1
  create  Canthera             family       1
  create  Canuti               given        1
  create  Capet                given        1
  create  Carolii              given        1
  create  Cartlett             family       1
  create  Casparsdotter        patronymic   1
  create  Casparson            patronymic   1
  create  Caswallon            given        1
  create  Cathering            given        1
  create  Celanova             family       1
  create  Centulio             given        1
  create  Cenwealh             given        1
  create  Cerdanya             family       1
  create  Chateauvillain       family       1
  create  Cherstin             given        1
  create  Chichimecacihatzin   given        1
  create  Chiny                family       1
  create  Christensson         patronymic   1
  create  Christenssøn         patronymic   1
  create  Christersdotter      patronymic   1
  create  Christiansdotter     patronymic   1
  create  Christofersson       patronymic   1
  create  Christoffersdatter   patronymic   1
  create  Christoffersdotter   patronymic   1
  create  Christoffersson      patronymic   1
  create  Christophersdatter   patronymic   1
  create  Christophersson      patronymic   1
  create  Christopherus        given        1
  create  Chydenia             family       1
  create  Cináed               family       1
  create  Claravallius         family       1
  create  Clason               patronymic   1
  create  Claudia-Pulchra      family       1
  create  Clausdatter          patronymic   1
  create  Clausdotter          patronymic   1
  create  Clemetsson           family       1
  create  Clémence            given        1
  create  Clodt                family       1
  create  Coel                 given        1
  create  Coichi               family       1
  create  Colville of Ochiltree family       1
  create  Commercy             family       1
  create  Comninos-Palaiologos family       1
  create  Confessio            given        1
  create  Conowen              family       1
  create  Conradsdotter        patronymic   1
  create  Correggio-Fogliano   family       1
  create  Corsbeth             given        1
  create  Corsindae            family       1
  create  Cottemore            family       1
  create  Couesme              family       1
  create  Couschi              family       1
  create  Crichton of Frendraught family       1
  create  Criol                family       1
  create  Crito                given        1
  create  Cronberg-Kronen      family       1
  create  Cunegonda            given        1
  create  Cunninghame of Glencairn family       1
  create  Cynwrig              given        1
  create  Czetwertynski        family       1
  create  Dadildis             given        1
  create  Dagersheim           family       1
  create  Dagfinn              family       1
  create  Dagfinnsson          family       1
  create  Dagfinnsson          patronymic   1
  create  Dagfinsson           patronymic   1
  create  Dagworth             family       1
  create  Dahlslee             family       1
  create  Dalecarlia           family       1
  create  Dalecarlus           family       1
  create  Dallathy             family       1
  create  Danielis             patronymic   1
  create  Dasharatha           family       1
  create  Daumantas-Siesicka   family       1
  create  Dautentopet          given        1
  create  Davidsdaughter       given        1
  create  Davidsdotter         patronymic   1
  create  Davidsen             patronymic   1
  create  Ddu                  family       1
  create  Detlevsdatter        patronymic   1
  create  Dillingen            family       1
  create  Dimbodius            family       1
  create  Djupædia             family       1
  create  Dmitriyevna          patronymic   1
  create  Dollendorf           family       1
  create  Domhild              given        1
  create  Dominicidotter       patronymic   1
  create  Dominikusdatter      patronymic   1
  create  Domitia              given        1
  create  Dotter               given        1
  create  Douglas of Whittinghame family       1
  create  Doukaina             family       1
  create  Dowlandi             given        1
  create  Dowoyno-Sollohub     family       1
  create  Drostenhof           family       1
  create  Dubblare             family       1
  create  Dubh                 given        1
  create  Dukstad              family       1
  create  Dulcia               given        1
  create  Duréel               family       1
  create  Dylander             family       1
  create  Dyresdatter          patronymic   1
  create  Dyresson             patronymic   1
  create  Dysjaland            family       1
  create  Dønåt                given        1
  create  EVINDSDOTTER         patronymic   1
  create  Ealhflæd             given        1
  create  Eanswythe            given        1
  create  Ebbesen              patronymic   1
  create  Ebbesson             patronymic   1
  create  Eberhardine          given        1
  create  Eberhardsson         patronymic   1
  create  Ebersköld            family       1
  create  Ebles                given        1
  create  Ebna                 family       1
  create  Ebriaci              family       1
  create  Ecgfrið              given        1
  create  Echach               given        1
  create  Edelia               family       1
  create  Edhelius             family       1
  create  Edlland              family       1
  create  Edvardi              family       1
  create  Efjestad             family       1
  create  Egehard              given        1
  create  Eggertsdotter        patronymic   1
  create  Egisheim             family       1
  create  Egypt                family       1
  create  Ehrencreutz          family       1
  create  Eiel                 given        1
  create  Eikanes              family       1
  create  Eilefsen             family       1
  create  Eilevsdatter         patronymic   1
  create  Eilevsdotter         patronymic   1
  create  Ein                  given        1
  create  Eindridesson         patronymic   1
  create  Einridesdatter       patronymic   1
  create  Eiríksson            family       1
  create  Eivindsdotter        patronymic   1
  create  Eivinsdatter         family       1
  create  Ekenbom              family       1
  create  Ekenäs               family       1
  create  Ekerman              family       1
  create  Ektefelle            given        1
  create  Ekwald               family       1
  create  Elbingen             family       1
  create  Elfvedalius          family       1
  create  Elfvia               family       1
  create  Eliaanpoika          patronymic   1
  create  Eliae                patronymic   1
  create  Eliassen             patronymic   1
  create  Elistfer             family       1
  create  Ellefer              family       1
  create  Ellette              given        1
  create  Ellingsdatr          given        1
  create  Elliv                given        1
  create  Elseby               given        1
  create  Eltonhead            family       1
  create  Elvindson            family       1
  create  Emfred               given        1
  create  Emmeke               given        1
  create  Emmikesson           patronymic   1
  create  End                  given        1
  create  Endsdatter           patronymic   1
  create  Enevaldsdatter       patronymic   1
  create  Enevalsdotter        patronymic   1
  create  Engbregtsdatter      family       1
  create  Engebregtsen         family       1
  create  Engelbertsson        family       1
  create  Engelbrechsson       family       1
  create  Engilrada            given        1
  create  Engneseie            family       1
  create  Enoksen              patronymic   1
  create  Enoksson             patronymic   1
  create  Enríquez y Toledo    family       1
  create  Enstadia             family       1
  create  Enstadius            family       1
  create  Eorcongota           given        1
  create  Epirus               family       1
  create  Erasmusson           patronymic   1
  create  Erbschenkin          family       1
  create  Ericdotter           patronymic   1
  create  Erichsen             patronymic   1
  create  Erlendson            patronymic   1
  create  Erlingsdotter        patronymic   1
  create  Erlingson            patronymic   1
  create  Ermenane             given        1
  create  Ermentrud            given        1
  create  Ernaldsson           patronymic   1
  create  Ersson               patronymic   1
  create  Ertenstein           family       1
  create  Eskilsdotter         patronymic   1
  create  Essen af Zellie      family       1
  create  Estridsen            family       1
  create  Estridson            family       1
  create  Estridsøn            patronymic   1
  create  Eupator              given        1
  create  Evertsdotter         patronymic   1
  create  Evertson             patronymic   1
  create  Faae                 family       1
  create  Fabrel               family       1
  create  Fahlsten             family       1
  create  Fakhita              given        1
  create  Falchor              given        1
  create  Falkenklo            family       1
  create  Faltinsdatter        patronymic   1
  create  Falztburg            family       1
  create  Fartegnsdotter       patronymic   1
  create  Fartegnsen           patronymic   1
  create  Fartegnsson          patronymic   1
  create  Farteinsdatter       family       1
  create  Farteinsdotter       patronymic   1
  create  Faydive              given        1
  create  Fectil               family       1
  create  Feed                 family       1
  create  Fegræa               family       1
  create  Feiff                family       1
  create  Felthus              family       1
  create  Felthuus             family       1
  create  Felthuusen           family       1
  create  Feltria              given        1
  create  Ferdinad             given        1
  create  Fergillandra         family       1
  create  Fernandez            patronymic   1
  create  Fernell              family       1
  create  Ferri                given        1
  create  Figgve               family       1
  create  Fillippusdatter      patronymic   1
  create  Finecke              family       1
  create  Finnsdatter          patronymic   1
  create  Finstaätten          family       1
  create  Fintland             family       1
  create  FitzPayne            family       1
  create  FitzWarin            family       1
  create  Fjodorovna           patronymic   1
  create  Flachsenia           family       1
  create  Flechtingen          family       1
  create  Fleming af Lais      family       1
  create  Flesberg             family       1
  create  Flodalin             family       1
  create  Flodroff             family       1
  create  Flodrop              family       1
  create  Floen                family       1
  create  Folkesson            patronymic   1
  create  Folkunga             family       1
  create  Folkungaätt          family       1
  create  Folkvor              family       1
  create  Forrsman             family       1
  create  Forsselius           family       1
  create  Foss-Vatne           family       1
  create  Franceschino         given        1
  create  Francisci            given        1
  create  Fransdatter          patronymic   1
  create  Fransson             patronymic   1
  create  Franzsson            patronymic   1
  create  Fraunberg            family       1
  create  Frederun             given        1
  create  Fredriksdotter       patronymic   1
  create  Friderichsdatter     patronymic   1
  create  Friherrinnan         given        1
  create  Friuli               family       1
  create  Frodbom              family       1
  create  Frohburg             family       1
  create  Frondinus            family       1
  create  Frosten              given        1
  create  Fru                  given        1
  create  Frusen               family       1
  create  Fryksell             family       1
  create  Fugelstad            family       1
  create  Fujiwara             given        1
  create  Futohime             given        1
  create  Få                   family       1
  create  Fåle                 family       1
  create  Fårenes              family       1
  create  G                    given        1
  create  GABRIELSSON          patronymic   1
  create  Gaasbeek             family       1
  create  Gabrielsdtatter      given        1
  create  Gabrielsson          patronymic   1
  create  Gaildorf             family       1
  create  Gaitelgrima          given        1
  create  Galitsyn             family       1
  create  Gamla                family       1
  create  Gardsdotter          patronymic   1
  create  Gardsen              patronymic   1
  create  Gardson              family       1
  create  Gardson              patronymic   1
  create  Gardsson             patronymic   1
  create  Garå                 family       1
  create  Gattilusaina         family       1
  create  Gautesdotter         patronymic   1
  create  Gauteset             family       1
  create  Gautesson            patronymic   1
  create  Gavlensis            family       1
  create  Gdanskie             family       1
  create  Gebin                given        1
  create  Gebino               given        1
  create  Geer af Finspång     family       1
  create  Geer af Leufsta      family       1
  create  Geirlaugsdatter      patronymic   1
  create  Geirleifsdóttir      patronymic   1
  create  Geirtrud             given        1
  create  Geitreim             family       1
  create  Georgsson            patronymic   1
  create  Gerdruta             given        1
  create  Gerdtsdotter         patronymic   1
  create  Gerhardi             patronymic   1
  create  Gerlachsdotter       patronymic   1
  create  Geroldseck           family       1
  create  Gese                 given        1
  create  Geusmid              family       1
  create  Gevelius             family       1
  create  Gezelia              family       1
  create  Gibson               patronymic   1
  create  Gie                  family       1
  create  Giljabrekken         family       1
  create  Girenia              family       1
  create  Girón y Enríquez     family       1
  create  Gislesdatter         patronymic   1
  create  Gissursdatter        patronymic   1
  create  Gjeitreim            family       1
  create  Gjerdrem             family       1
  create  Gjeruldsdatter       patronymic   1
  create  Gjös                 family       1
  create  Gjøa                 family       1
  create  Glinskis             family       1
  create  Glømmen              family       1
  create  Godehildis           given        1
  create  Godeset              family       1
  create  Godtskalksdatter     patronymic   1
  create  Godwinsen            patronymic   1
  create  Godwinsson           family       1
  create  Godwinsson           patronymic   1
  create  Goeg                 family       1
  create  Goraae               given        1
  create  Gorick               family       1
  create  Goseck               family       1
  create  Gotaland             family       1
  create  Gothilander          family       1
  create  Gothilandra          family       1
  create  Gotinha              given        1
  create  Gotskalksson         patronymic   1
  create  Gotthardsberg        family       1
  create  Gottschalksdotter    patronymic   1
  create  Gousel               family       1
  create  Goussel              family       1
  create  Graccha              given        1
  create  Gramont              family       1
  create  Graneberg            family       1
  create  Gregersson           patronymic   1
  create  Gregorinpoika        patronymic   1
  create  Grelsson             family       1
  create  Grev                 given        1
  create  Grigorevna           patronymic   1
  create  Grigorievich         patronymic   1
  create  Grim                 given        1
  create  Grimsson             family       1
  create  Gripenflycht         family       1
  create  Gryg                 family       1
  create  Gró                  given        1
  create  Grögling-Hirschberg  family       1
  create  Guaimar              given        1
  create  Gubia                given        1
  create  Gubiør               given        1
  create  Gudbrandsen          patronymic   1
  create  Gudbrandson          patronymic   1
  create  Gudfastarsson        family       1
  create  Gudlaugsdatter       patronymic   1
  create  Gudmundsen           patronymic   1
  create  Gudmundsson          patronymic   1
  create  Gudmunsdatter        family       1
  create  Gudrodsson           family       1
  create  Guiges               given        1
  create  Gulbandsen           patronymic   1
  create  Gulbrandsdatter      family       1
  create  Gulbrandsen          patronymic   1
  create  Guldhaug             family       1
  create  Gulleik              given        1
  create  Gulliksdatter        patronymic   1
  create  Gulsen               patronymic   1
  create  Gunbjorn             given        1
  create  Gunbjørnsdatter      patronymic   1
  create  Gunbjørnsson         patronymic   1
  create  Gundborg             given        1
  create  Gundelfingen         family       1
  create  Gundersdatter        family       1
  create  Gundraadsdatter      family       1
  create  Gunela               given        1
  create  Gunleivsdatter       patronymic   1
  create  Gunnarsdatter        family       1
  create  Gunnarsdotter        patronymic   1
  create  Gunnbjørnsdotter     patronymic   1
  create  Gunnbjørnsen         patronymic   1
  create  Gunnbjørnson         patronymic   1
  create  Gunneria             family       1
  create  Gunraad              given        1
  create  Guntersberg          family       1
  create  Gunzelin             given        1
  create  Guota                given        1
  create  Gustafsdotter        family       1
  create  Gustava              family       1
  create  Gustavsson           patronymic   1
  create  Guthræa              family       1
  create  Guthræus             family       1
  create  Gutorm               given        1
  create  Guttormsdotter       patronymic   1
  create  Guttormsson          patronymic   1
  create  Gweirydd             family       1
  create  Gwyr                 family       1
  create  Gyllenhöök           family       1
  create  Gyllenstjerna        family       1
  create  Gyntesdotter         patronymic   1
  create  Gyrete               given        1
  create  Gyrild               given        1
  create  Gårdsrud             family       1
  create  Géofrine             given        1
  create  Gödiksdotter         patronymic   1
  create  Gölug                given        1
  create  Göransdotter         patronymic   1
  create  Gös                  family       1
  create  Gøysa                family       1
  create  Głogów-Żagań         family       1
  create  H                    given        1
  create  Haavarstad           family       1
  create  Hafridsson           family       1
  create  Haijock              family       1
  create  Hailaga              given        1
  create  Haldorsen            patronymic   1
  create  Haldorson            patronymic   1
  create  Halfdansdatter       patronymic   1
  create  Hallkjellsdatter     patronymic   1
  create  Hallkjellsson        patronymic   1
  create  Hallkjelsdatter      patronymic   1
  create  Hallorm              given        1
  create  Hallormson           patronymic   1
  create  Hallorsson           patronymic   1
  create  Hallvard             family       1
  create  Hallvardsdotter      patronymic   1
  create  Hallvardson          family       1
  create  Hallvardsson         family       1
  create  Hallvarsdatter       patronymic   1
  create  Hallvord             given        1
  create  Haltoun              family       1
  create  Halvarsdatter        patronymic   1
  create  Halvarsdsdatter      family       1
  create  Halvarsen            patronymic   1
  create  Halvorsson           family       1
  create  Hampusdotter         patronymic   1
  create  Hananias             given        1
  create  Hannibalianus        given        1
  create  Hanssøn              patronymic   1
  create  Harlverg             given        1
  create  Harneyt              given        1
  create  Hartnik              given        1
  create  Hartniksdatter       patronymic   1
  create  Hasmonean            family       1
  create  Hatleskog            family       1
  create  Haukali              family       1
  create  Haukemork            family       1
  create  Hauske               family       1
  create  Haveskercke          family       1
  create  Håland              family       1
  create  Hebbla               given        1
  create  Hederhielm           family       1
  create  Heerholdt            family       1
  create  Heijne-Lillienberg   family       1
  create  Heinrichssen         family       1
  create  Heinsberg-Valkenburg family       1
  create  Helgadóttir          family       1
  create  Helgasson            family       1
  create  Helgers              family       1
  create  Hellbag              family       1
  create  Helmiksdatter        patronymic   1
  create  Helmstatt            family       1
  create  Hemmingsen           patronymic   1
  create  Hendricksdatter      family       1
  create  Hendriksdotter       family       1
  create  Henegouwen           family       1
  create  Henfenfeld           family       1
  create  Henneberg-Aschach    family       1
  create  Henneberg-Hartenberg family       1
  create  Henneberg-Schleusingen family       1
  create  Henningsdatter       patronymic   1
  create  Henningsen           patronymic   1
  create  Henningsson          patronymic   1
  create  Henrikintytär        patronymic   1
  create  Heraea               family       1
  create  Hermanfried          given        1
  create  Herngross            family       1
  create  Hernodia             family       1
  create  Hernodius            family       1
  create  Herse                given        1
  create  Hersesson            family       1
  create  Herstal              family       1
  create  Hertzen              family       1
  create  Hertzfelt            family       1
  create  Hesbø                family       1
  create  Hesselia             family       1
  create  Hesten               family       1
  create  Hibo                 family       1
  create  Hidda                given        1
  create  Hieronymidotter      patronymic   1
  create  Hierzèel             family       1
  create  Hijar y Alagón       family       1
  create  Hikeström            family       1
  create  Hillebor             given        1
  create  Hindrichdotter       family       1
  create  Hindriksson          family       1
  create  Hitrovo              family       1
  create  Hittites             family       1
  create  Hizkiya              given        1
  create  Hjerta               family       1
  create  Hjornevik            family       1
  create  Hjortö               family       1
  create  Hohenlohe-Kirchberg  family       1
  create  Hohenlohe-Neunstein  family       1
  create  Hohenlohe-Rottingen  family       1
  create  Hohenstaufen         family       1
  create  Holgersdatter        patronymic   1
  create  Holgersdotter        family       1
  create  Holgerson            patronymic   1
  create  Holgersson           patronymic   1
  create  Holgersón            given        1
  create  Holiczky             family       1
  create  Holstein-Schauenburg family       1
  create  Holteson             patronymic   1
  create  Hommersaak           family       1
  create  Honterus             family       1
  create  Honthera             family       1
  create  Hordeel              family       1
  create  Horn Af Åminne       family       1
  create  Horn af Kanckas      family       1
  create  Horsnäs              family       1
  create  Hoskuldsen           patronymic   1
  create  Hrothilidis          given        1
  create  Humle                family       1
  create  Hundingr             given        1
  create  Hundingsdottir       patronymic   1
  create  Hustru               given        1
  create  Hutten-Czapska       family       1
  create  Hybrida              given        1
  create  Hylestad             family       1
  create  Hyltèn               family       1
  create  Hässling             family       1
  create  Håkan                family       1
  create  Håkansdotter         patronymic   1
  create  Hærnæs               family       1
  create  Hødlesli             family       1
  create  Ichten               family       1
  create  Imagine              given        1
  create  Immedingians         family       1
  create  Inal                 given        1
  create  Ingebrethsdatter     patronymic   1
  create  Ingebretsdatter      family       1
  create  Ingebretsson         patronymic   1
  create  Ingebrigtsdatter     family       1
  create  Ingebrigtsdatter     patronymic   1
  create  Ingebrigtsen         patronymic   1
  create  Ingeldus             given        1
  create  Ingeleiv             given        1
  create  Ingelotz             family       1
  create  Ingemarsdotter       patronymic   1
  create  Ingemundsdatter      patronymic   1
  create  Ingemundsen          patronymic   1
  create  Ingemundsson         patronymic   1
  create  Ingerborg            family       1
  create  Ingvold              given        1
  create  Insen                family       1
  create  Iohannis             given        1
  create  Iry-Hor              given        1
  create  Isaaci               given        1
  create  Isaea                family       1
  create  Isaksdotter          patronymic   1
  create  Isborg               given        1
  create  Isendorf             given        1
  create  Iserhielm            family       1
  create  Israelsson           patronymic   1
  create  Isæus                family       1
  create  Ivanander            family       1
  create  Ivari                family       1
  create  Iverson              patronymic   1
  create  Ivesdal              family       1
  create  Ivrea                family       1
  create  Iñiguez              family       1
  create  J                    given        1
  create  Jacobson             patronymic   1
  create  Jahnsdatter          patronymic   1
  create  Jannikinus           given        1
  create  Jansdotter           patronymic   1
  create  Jansen               patronymic   1
  create  Jaroslavič           given        1
  create  Jehans               given        1
  create  Jensdtr.             patronymic   1
  create  Jenson               patronymic   1
  create  Jeramiasdatter       patronymic   1
  create  Jesine               given        1
  create  Jindrich             given        1
  create  Joakimsdotter        patronymic   1
  create  Jochimsdatter        patronymic   1
  create  Jochimsson           patronymic   1
  create  Jochumsdatter        patronymic   1
  create  Jochumsen            patronymic   1
  create  Jodokus              given        1
  create  Jogrim               given        1
  create  Jogrimsdatter        patronymic   1
  create  Johanna              family       1
  create  Johannassen          patronymic   1
  create  Johannesdotter Av Hökhufvud family       1
  create  Johanneson           patronymic   1
  create  Johannisdatter       patronymic   1
  create  Johnsdotter          patronymic   1
  create  Jokild               given        1
  create  Jonassen             patronymic   1
  create  Jonesen              patronymic   1
  create  Jonsdtr.             patronymic   1
  create  Jonsonsdatter        family       1
  create  Jonssøn              family       1
  create  Jonssøn              patronymic   1
  create  Jorann               given        1
  create  Josefsdotter         patronymic   1
  create  Josefsen             patronymic   1
  create  Josserande           given        1
  create  Josteinson           patronymic   1
  create  Jostssøn             patronymic   1
  create  Jönsson             family       1
  create  Juditte              given        1
  create  Juhel                given        1
  create  Juhonpoika           patronymic   1
  create  Julbach              family       1
  create  Juliea               given        1
  create  Jussà                family       1
  create  Jämse                family       1
  create  Jön                  given        1
  create  Jørgina              given        1
  create  Jülich-Berg          family       1
  create  Jürgensburg          family       1
  create  KOPERVIK             family       1
  create  Kalvatn              family       1
  create  Kamberud             family       1
  create  Kaributaitienė       family       1
  create  Karlson              patronymic   1
  create  Karlö                family       1
  create  Kartavoll            family       1
  create  Kateline             given        1
  create  Keckonius            family       1
  create  Kenicius             family       1
  create  Ketteler zu Assen    family       1
  create  Khodabandeh          family       1
  create  Kierstin             family       1
  create  Kierstine            given        1
  create  Kiesten              given        1
  create  Kinndøl              family       1
  create  Kittilsdatter        patronymic   1
  create  Kjaerulf             family       1
  create  Kjeldsen             patronymic   1
  create  Kjellsen             patronymic   1
  create  Kjelsen              patronymic   1
  create  Kjetilsdotter        patronymic   1
  create  Kjetilsen            patronymic   1
  create  Kjetilson            patronymic   1
  create  Klausen              patronymic   1
  create  Kleef                family       1
  create  Klementsdatter       family       1
  create  Klementsson          patronymic   1
  create  Klemetsen            patronymic   1
  create  Klemetsson           patronymic   1
  create  Klöfverskjöld        family       1
  create  Knudt                given        1
  create  Knudtsen             patronymic   1
  create  Knutdsdatter         patronymic   1
  create  Knutsdottir          patronymic   1
  create  Kolbeinsen           patronymic   1
  create  Kolbeinson           patronymic   1
  create  Kolbeinsson          patronymic   1
  create  Kollungsen           patronymic   1
  create  Kolnæs               family       1
  create  Koloboff             family       1
  create  Komitopulo           family       1
  create  Komnenos             given        1
  create  Konradiner           family       1
  create  Kopervik             family       1
  create  Kopparslagare        family       1
  create  Korikos              family       1
  create  Kornatzki            family       1
  create  Köhler              family       1
  create  Kristensdotter       patronymic   1
  create  Kristensson          patronymic   1
  create  Kristiernsson        patronymic   1
  create  Kristoffersdtr.      patronymic   1
  create  Kristofferssen       patronymic   1
  create  Krokia               family       1
  create  Krokius              family       1
  create  Kruch                family       1
  create  Kruskopp             family       1
  create  Kråka                family       1
  create  Kulsdorf             family       1
  create  Kungaätten           family       1
  create  Kusse                family       1
  create  Kuvung               family       1
  create  Kvalbeid             family       1
  create  Kvartesmastare       family       1
  create  Kvasselbakken        family       1
  create  Kvemshagen           family       1
  create  Kvåvik               family       1
  create  Kyburg               family       1
  create  Källbjörnsson        patronymic   1
  create  Kärnten              family       1
  create  Kärtnen              family       1
  create  Kåda                 family       1
  create  König                given        1
  create  Königsdotter         patronymic   1
  create  Körning              family       1
  create  Kønningham           given        1
  create  L'Isle-Jourdain      family       1
  create  Lagård              family       1
  create  Lagerbeck            family       1
  create  Lagesdatter          family       1
  create  Lagesen              patronymic   1
  create  Lagi                 family       1
  create  Lagus                given        1
  create  Lambrigt             given        1
  create  Landscron            family       1
  create  Landsdal             family       1
  create  Langeac              family       1
  create  Langlia              family       1
  create  Langobardi           family       1
  create  Lannera              family       1
  create  Lantingshausen       family       1
  create  LarsenLauritsen      family       1
  create  Larsson/Lauritsson   family       1
  create  Latavri              given        1
  create  Latvo                family       1
  create  Lauritssen           patronymic   1
  create  Lauritzdatter        family       1
  create  Lauritzdotter        patronymic   1
  create  Laursdatter          patronymic   1
  create  Lechander            family       1
  create  Lechandra            family       1
  create  Lecke                family       1
  create  Legnica              family       1
  create  Leifsson             patronymic   1
  create  Leijonstolpe         family       1
  create  Leikvam              family       1
  create  Leiningen-Dagsburg-Hartenburg family       1
  create  Leivsen              family       1
  create  Leivson              patronymic   1
  create  Lenjé                given        1
  create  Lennartsson          patronymic   1
  create  Leonardsdatter       patronymic   1
  create  Leonardsdotter       patronymic   1
  create  Leonardsson          patronymic   1
  create  Leonhardsson         family       1
  create  Leonhardsson         patronymic   1
  create  Lesh'chinska         family       1
  create  Leufsta              family       1
  create  Leufstadia           family       1
  create  Leukardis            given        1
  create  Levinsdatter         patronymic   1
  create  Liboriusdotter       patronymic   1
  create  Lichtenberg-Lichtenau family       1
  create  Licinia              given        1
  create  Liecher              family       1
  create  Lifa                 given        1
  create  Lilja av Värnäs      family       1
  create  Limingius            family       1
  create  Limpurg              family       1
  create  Lindbergius          family       1
  create  Lindevald            family       1
  create  Lindow-Ruppin        family       1
  create  Linie                family       1
  create  Linnartsson          patronymic   1
  create  Linnerhjelm          family       1
  create  Lintjorn             family       1
  create  Lintrathen           family       1
  create  Lisbetha             given        1
  create  Lisbetta             given        1
  create  Lisebet              given        1
  create  Lisebette            given        1
  create  Lisikiewicz          patronymic   1
  create  Lisken               given        1
  create  Liçana               family       1
  create  Llofan               family       1
  create  Llyw                 given        1
  create  Lodigia              family       1
  create  Lodigius             family       1
  create  Lokatt               family       1
  create  Lollia               given        1
  create  Lomakova             family       1
  create  Lood                 family       1
  create  Lotharingen          family       1
  create  Lotheé               given        1
  create  Lothringen-Darney    family       1
  create  Lowisa               given        1
  create  Lubechanka           family       1
  create  Luceen               given        1
  create  Ludemira             given        1
  create  Ludvigsdatter        patronymic   1
  create  Ludvigsen            patronymic   1
  create  Lupfen               family       1
  create  Lupfen-Stühlingen    family       1
  create  Lutatia              given        1
  create  Luyrieux             family       1
  create  Lydeksen             patronymic   1
  create  Lydik                given        1
  create  Lydikson             patronymic   1
  create  Lydvø                family       1
  create  Lyell of Balmaleedie family       1
  create  Lyseneie             family       1
  create  Lythraeus            family       1
  create  Lythræa              family       1
  create  Låge                 family       1
  create  Löja                 family       1
  create  Löschern             family       1
  create  Löwenhjelm           family       1
  create  MONTBELIARD          family       1
  create  Mac Domhnaill        patronymic   1
  create  Maccabaeus           family       1
  create  Madela               given        1
  create  Madsdatter           patronymic   1
  create  Madsen               patronymic   1
  create  Madsson              patronymic   1
  create  Maehle               family       1
  create  Magdelana            given        1
  create  Magle                given        1
  create  Magneson             patronymic   1
  create  Magreta              given        1
  create  Magrete              given        1
  create  Maidburg             family       1
  create  Majström             family       1
  create  Makhir               given        1
  create  Malberg-Vinstingen   family       1
  create  Malkovna             patronymic   1
  create  Mallene              given        1
  create  Malusha              given        1
  create  Manassès             given        1
  create  Manderstierna        family       1
  create  Manilva              given        1
  create  Marcherita           given        1
  create  Mareta               family       1
  create  Marete               given        1
  create  Marghareta           given        1
  create  Margred              given        1
  create  Mariota              given        1
  create  Maritte              given        1
  create  Marselius            given        1
  create  Marsh-Caldwell       family       1
  create  Martini              given        1
  create  Martinsdatter        patronymic   1
  create  Mathisen             patronymic   1
  create  Mattathias           given        1
  create  Mattiasdatter        patronymic   1
  create  Mattiasson           patronymic   1
  create  Mattiæ               family       1
  create  Mattson              patronymic   1
  create  Mattssons            family       1
  create  Mauritsen            patronymic   1
  create  Mauritzdotter        patronymic   1
  create  Mauvoisin            family       1
  create  Maça                 family       1
  create  Mårtensdotter       family       1
  create  Mårtensson          family       1
  create  Mechild              given        1
  create  Megala               family       1
  create  Meilyr               family       1
  create  Melartopaea          family       1
  create  Meldercreutz         family       1
  create  Mele-Nordland        family       1
  create  Mereta               given        1
  create  Metalla              family       1
  create  Meulan               family       1
  create  Mickelsson           patronymic   1
  create  Middelburgh          family       1
  create  Mieszkowic           family       1
  create  Mikaelsdotter        patronymic   1
  create  Mikaelsdotter-Törne  family       1
  create  Mikaelsson           patronymic   1
  create  Mikalsdatter         patronymic   1
  create  Mikkelsdotter        patronymic   1
  create  Mikkelson            patronymic   1
  create  Mikkjelsdatter       patronymic   1
  create  Mikolay              given        1
  create  Mikontytär           patronymic   1
  create  Minningerode         family       1
  create  Moderus              family       1
  create  Mogensen             patronymic   1
