qid,redirected_to,geni_id,lang,wikidata,ours,state,live_is_our_alias,wikidata_aliases
Q141198382,,6000000003095034654,mul,Berita Larsdatter Rossavik,Berita Larsdatter Rossavik,match,false,Berita Larsdatter Nedre Rossavik | Berita Rossavik
Q141198382,,6000000003095034654,en,Berita Larsdatter Rossavik,Berita Larsdatter Rossavik,match,false,
Q141198382,,6000000003095034654,ja,,ベリタ・ラーシュダッテル・ロサヴィク,absent_on_wikidata,false,
Q141198382,,6000000003095034654,zh,,贝里塔·拉尔斯达特·罗萨维克,absent_on_wikidata,false,
Q141198384,,6000000055825108079,mul,Carl Johan Edlund,Carl Johan Edlund,match,false,
Q141198384,,6000000055825108079,en,Carl Johan Edlund,Carl Johan Edlund,match,false,
Q141198384,,6000000055825108079,ja,,カルル・ヨハン・エドルンド,absent_on_wikidata,false,
Q141198384,,6000000055825108079,zh,,卡尔尔·永哈恩·埃德卢恩德,absent_on_wikidata,false,
Q141198387,,6000000180042586884,mul,Donald Herbert Pierson,Donald Herbert Pierson,match,false,
Q141198387,,6000000180042586884,en,Donald Herbert Pierson,Donald Herbert Pierson,match,false,
Q141198387,,6000000180042586884,ja,,ドナルド・ヘルベルト・ピアソン,absent_on_wikidata,false,
Q141198387,,6000000180042586884,zh,,多纳尔德·赫尔贝尔特·皮尔森,absent_on_wikidata,false,
Q141198389,,6000000003495348447,mul,Eberhard margrave & duke of Friuli,Eberhard margrave & duke of Friuli,match,false,Everardo
Q141198389,,6000000003495348447,en,Eberhard margrave & duke of Friuli,Eberhard margrave & duke of Friuli,match,false,
Q141198390,,6000000224702448856,mul,Elisabet Marie Osmundsdatter Sør-Reime,Elisabet Marie Osmundsdatter Sør-Reime,match,false,Elisabet Marie Osmundsdatter Nygaard | Elisabet Marie Sør-Reime
Q141198390,,6000000224702448856,en,Elisabet Marie Osmundsdatter Sør-Reime,Elisabet Marie Osmundsdatter Sør-Reime,match,false,
Q141198390,,6000000224702448856,ja,,エリサベート・マリー・オスムンドスダッテル・セール・レイメ,absent_on_wikidata,false,
Q141198390,,6000000224702448856,zh,,伊丽莎白·玛丽·奥斯穆恩德斯达特·瑟尔·雷梅,absent_on_wikidata,false,
Q141198393,,6000000011198194484,mul,Erik Erikson Stangeland,Erik Erikson Stangeland,match,false,Erik Erikson Time | Erik Foss-Eikeland Stangeland | Erik Stangeland
Q141198393,,6000000011198194484,en,Erik Erikson Stangeland,Erik Erikson Stangeland,match,false,
Q141198393,,6000000011198194484,ja,,エリク・エリクソン・スタンゲラン,absent_on_wikidata,false,
Q141198393,,6000000011198194484,zh,,埃里克·埃里克松·斯坦格兰,absent_on_wikidata,false,
Q141198396,,6000000003002459585,mul,Erling Juel Wendt,Erling Juel Wendt,match,false,
Q141198396,,6000000003002459585,en,Erling Juel Wendt,Erling Juel Wendt,match,false,
Q141198396,,6000000003002459585,ja,,エルリング・ユエル・ヴェント,absent_on_wikidata,false,
Q141198396,,6000000003002459585,zh,,埃尔利恩格·尤埃尔·温特,absent_on_wikidata,false,
Q141198399,,6000000180028300872,mul,Eugene LeRoy Tunheim,Eugene LeRoy Tunheim,match,false,
Q141198399,,6000000180028300872,en,Eugene LeRoy Tunheim,Eugene LeRoy Tunheim,match,false,
Q141198399,,6000000180028300872,ja,,エウゲネ・レロイ・トゥンヘイム,absent_on_wikidata,false,
Q141198399,,6000000180028300872,zh,,厄盖内·莱罗伊·通海姆,absent_on_wikidata,false,
Q141198401,,6000000003358192683,mul,Hedvig Svantepolks de Gdańsk of Danzig,Hedvig Svantepolks de Gdańsk of Danzig,match,false,Hedwig of Pomorze Gdanskie de Gdańsk
Q141198401,,6000000003358192683,en,Hedvig Svantepolks de Gdańsk of Danzig,Hedvig Svantepolks de Gdańsk of Danzig,match,false,
Q141198408,,6000000039512930731,mul,Herbert August Pierson,Herbert August Pierson,match,false,
Q141198408,,6000000039512930731,en,Herbert August Pierson,Herbert August Pierson,match,false,
Q141198408,,6000000039512930731,ja,,ヘルベルト・アウグスト・ピアソン,absent_on_wikidata,false,
Q141198408,,6000000039512930731,zh,,赫尔贝尔特·奥古斯特·皮尔森,absent_on_wikidata,false,
Q141198414,,6000000002954137517,mul,Ingeborg Olsdatter Sandsmark,Ingeborg Olsdatter Sandsmark,match,false,Ingeborg Olsdatter Ueland | Ingeborg Sandsmark
Q141198414,,6000000002954137517,en,Ingeborg Olsdatter Sandsmark,Ingeborg Olsdatter Sandsmark,match,false,
Q141198414,,6000000002954137517,ja,,インゲボルグ・オルスダッテル・サンスマルク,absent_on_wikidata,false,
Q141198414,,6000000002954137517,zh,,英厄堡·奥尔斯达特·桑斯马克,absent_on_wikidata,false,
Q141198422,,6000000002954100954,mul,Iver Pedersen Sandsmark,Iver Pedersen Sandsmark,match,false,
Q141198422,,6000000002954100954,en,Iver Pedersen Sandsmark,Iver Pedersen Sandsmark,match,false,
Q141198422,,6000000002954100954,ja,,イヴェル・ペデルセン・サンスマルク,absent_on_wikidata,false,
Q141198422,,6000000002954100954,zh,,伊韦尔·佩德尔森·桑斯马克,absent_on_wikidata,false,
Q141198428,,6000000019384694298,mul,Jacob Johannessen Jacobson,Jacob Johannessen Jacobson,match,false,Jacob Johannessen Aabø | Jacob Jacobson
Q141198428,,6000000019384694298,en,Jacob Johannessen Jacobson,Jacob Johannessen Jacobson,match,false,
Q141198428,,6000000019384694298,ja,ヤコブ・ヨハンネセン・オーベー,ヤコブ・ヨハンネセン・ヤコブソン,differs,false,ヤコブ・ヨハンネセン・オーベー
Q141198428,,6000000019384694298,zh,雅各布·约翰内森·奥贝,雅各布·约翰内森·雅各布松,differs,false,雅各布·约翰内森·奥贝
Q141198435,,6000000003095137629,mul,Jon Nilsson Espedal,Jon Nilsson Espedal,match,false,
Q141198435,,6000000003095137629,en,Jon Nilsson Espedal,Jon Nilsson Espedal,match,false,
Q141198435,,6000000003095137629,ja,,ヨン・ニルソン・エスペダール,absent_on_wikidata,false,
Q141198435,,6000000003095137629,zh,,永·尼尔松·埃斯佩达尔,absent_on_wikidata,false,
Q141198441,,6000000019668822075,mul,Kirsten Olsdatter Grøtheim,Kirsten Olsdatter Grøtheim,match,false,
Q141198441,,6000000019668822075,en,Kirsten Olsdatter Grøtheim,Kirsten Olsdatter Grøtheim,match,false,
Q141198441,,6000000019668822075,ja,,シシュテン・オルスダッテル・グレートヘイム,absent_on_wikidata,false,
Q141198441,,6000000019668822075,zh,,谢什滕·奥尔斯达特·格勒特海姆,absent_on_wikidata,false,
Q141198447,,340342479380013975,mul,Kristina Tolvesdotter Näs,Kristina Tolvesdotter Näs,match,false,Tolveætten Näs
Q141198447,,340342479380013975,en,Kristina Tolvesdotter Näs,Kristina Tolvesdotter Näs,match,false,
Q141198453,,6000000194934774831,mul,Lars Jonsen Kvam,Lars Jonsen Kvam,match,false,
Q141198453,,6000000194934774831,en,Lars Jonsen Kvam,Lars Jonsen Kvam,match,false,
Q141198453,,6000000194934774831,ja,,ラーシュ・ヨンセン・クヴァム,absent_on_wikidata,false,
Q141198453,,6000000194934774831,zh,,拉尔斯·永森·克瓦姆,absent_on_wikidata,false,
Q141198454,,6000000011198310542,mul,Lisabeth Larsdotter Stangeland,Lisabeth Larsdotter Stangeland,match,false,Lisabeth Larsdotter Vasshus | Lisabet Stangeland | Lisabeth Stangeland
Q141198454,,6000000011198310542,en,Lisabeth Larsdotter Stangeland,Lisabeth Larsdotter Stangeland,match,false,
Q141198454,,6000000011198310542,ja,,リサベト・ラーシュドッテル・スタンゲラン,absent_on_wikidata,false,
Q141198454,,6000000011198310542,zh,,利萨贝特·拉尔斯多特·斯坦格兰,absent_on_wikidata,false,
Q141198464,,6000000055822300842,mul,Maren Olsdatter,Maren Olsdatter,match,false,
Q141198464,,6000000055822300842,en,Maren Olsdatter,Maren Olsdatter,match,false,
Q141198464,,6000000055822300842,ja,,マーレン・オルスダッテル,absent_on_wikidata,false,
Q141198464,,6000000055822300842,zh,,马伦·奥尔斯达特,absent_on_wikidata,false,
Q141198472,,6000000033773801550,mul,Olga E. Garborg Oswald,Olga E. Garborg Oswald,match,false,Olga E. Tunheim
Q141198472,,6000000033773801550,en,Olga E. Garborg Oswald,Olga E. Garborg Oswald,match,false,
Q141198472,,6000000033773801550,ja,オルガ・E.・トゥンヘイム,オルガ・E.・ガルボルグ・オスヴァルド,differs,false,
Q141198472,,6000000033773801550,zh,奥尔加·E.·通海姆,奥尔加·E.·加尔博格·奥斯瓦尔德,differs,false,
Q141198482,,6000000021080190248,mul,NN,Private,differs,false,
Q141198482,,6000000021080190248,en,daughter of Erling Juel Wendt,Private,differs,false,
Q141198484,,6000000021122137597,mul,Rangdi Rasmusdatter Sollienseie,Rangdi Rasmusdatter Sollienseie,match,false,Rangdi Sollienseie
Q141198484,,6000000021122137597,en,Rangdi Rasmusdatter Sollienseie,Rangdi Rasmusdatter Sollienseie,match,false,
Q141198484,,6000000021122137597,ja,,ラングディ・ラスムスダッテル・ソリエンセイエ,absent_on_wikidata,false,
Q141198484,,6000000021122137597,zh,,拉恩格迪·拉斯穆斯达特·索利埃恩塞伊埃,absent_on_wikidata,false,
Q141198489,,6000000006571991649,mul,Sigrid Garborg,Sigrid Garborg,match,false,
Q141198489,,6000000006571991649,en,Sigrid Garborg,Sigrid Garborg,match,false,
Q141198489,,6000000006571991649,ja,シーグリ・ガルボルグ,シーグリ・ガルボルグ,match,false,
Q141198489,,6000000006571991649,zh,西格丽·加尔博格,西格丽·加尔博格,match,false,
Q141198499,,6000000006571580688,mul,Solveig Garborg,Solveig Garborg,match,false,
Q141198499,,6000000006571580688,en,Solveig Garborg,Solveig Garborg,match,false,
Q141198499,,6000000006571580688,ja,ソルヴェイグ・ガルボルグ,ソルヴェイグ・ガルボルグ,match,false,
Q141198499,,6000000006571580688,zh,索尔维格·加尔博格,索尔维格·加尔博格,match,false,
Q141198503,,6000000003095166856,mul,Tore Erikson Håland,Tore Erikson Håland,match,false,Tore Håland
Q141198503,,6000000003095166856,en,Tore Erikson Håland,Tore Erikson Håland,match,false,
Q141198503,,6000000003095166856,ja,,トレ・エリクソン・ホーランド,absent_on_wikidata,false,
Q141198503,,6000000003095166856,zh,,托雷·埃里克松·霍兰,absent_on_wikidata,false,
Q141198507,,6000000007980617631,mul,Tormod Bjørnson Mele,Tormod Bjørnson Mele,match,false,Tormod Mele
Q141198507,,6000000007980617631,en,Tormod Bjørnson Mele,Tormod Bjørnson Mele,match,false,
Q141198507,,6000000007980617631,ja,,トルモド・ブヨルンソン・メーレ,absent_on_wikidata,false,
Q141198507,,6000000007980617631,zh,,托尔莫德·布永尔恩松·梅勒,absent_on_wikidata,false,
Q141198510,,6000000003491995164,mul,Tønnes Emil Enokson Ronneberg,Tønnes Emil Enokson Ronneberg,match,false,Tønnes Emil Enokson Rønneberg | Thom Ronneberg | Tønnes Emil Ronneberg
Q141198510,,6000000003491995164,en,Tønnes Emil Enokson Ronneberg,Tønnes Emil Enokson Ronneberg,match,false,
Q141198510,,6000000003491995164,ja,テンネス・エミール・エノクソン・レンネベルグ,テンネス・エミール・エノクソン・ロンネベルグ,differs,false,テンネス・エミール・エノクソン・レンネベルグ
Q141198510,,6000000003491995164,zh,滕内斯·埃米尔·埃诺克松·伦内贝格,滕内斯·埃米尔·埃诺克松·龙内贝格,differs,false,滕内斯·埃米尔·埃诺克松·伦内贝格
Q141198538,,6000000005609418157,mul,nn Gunnarsdatter Frafjord,nn Gunnarsdatter Frafjord,match,false,nn Frafjord
Q141198538,,6000000005609418157,en,Daughter of Gunnar Torsteinson Frafjord,nn Gunnarsdatter Frafjord,differs,false,
Q141198548,,6000000186285688269,mul,덕장 부여,,we_have_none,false,
Q141198751,,6000000007980728982,mul,Lars Person Nedre Rossavik,Lars Person Nedre Rossavik,match,false,
Q141198751,,6000000007980728982,en,Lars Person Nedre Rossavik,Lars Person Nedre Rossavik,match,false,
Q141198751,,6000000007980728982,ja,,ラーシュ・ペルソン・ネドレ・ロサヴィク,absent_on_wikidata,false,
Q141198751,,6000000007980728982,zh,,拉尔斯·佩尔松·内德雷·罗萨维克,absent_on_wikidata,false,
Q141198755,,6000000007980728952,mul,,Anna Ingebretsdatter Voster,absent_on_wikidata,false,
Q141198755,,6000000007980728952,en,Anna Ingebretsdatter Voster,Anna Ingebretsdatter Voster,match,false,
Q141198755,,6000000007980728952,ja,,アンナ・インゲブレトスダッテル・ヴォステル,absent_on_wikidata,false,
Q141198755,,6000000007980728952,zh,,安娜·伊恩盖布雷特斯达特·沃斯特尔,absent_on_wikidata,false,
Q141198831,,6000000003095034944,mul,Peder Larsen Mjølhus,Peder Larsen Mjølhus,match,false,
Q141198831,,6000000003095034944,en,Peder Larsen Mjølhus,Peder Larsen Mjølhus,match,false,
Q141198831,,6000000003095034944,ja,,ペデル・ラーシェン・ムヨルフス,absent_on_wikidata,false,
Q141198831,,6000000003095034944,zh,,佩德尔·拉尔森·姆永尔胡斯,absent_on_wikidata,false,
Q141198832,,6000000005608959093,mul,Lars Gunnbjørnsen Mjølhus,Lars Gunnbjørnsen Mjølhus,match,false,
Q141198832,,6000000005608959093,en,Lars Gunnbjørnsen Mjølhus,Lars Gunnbjørnsen Mjølhus,match,false,
Q141198832,,6000000005608959093,ja,,ラーシュ・グンブヨルンセン・ムヨルフス,absent_on_wikidata,false,
Q141198832,,6000000005608959093,zh,,拉尔斯·古恩布永尔恩森·姆永尔胡斯,absent_on_wikidata,false,
Q141198834,,6000000005607359959,mul,Gunnbjørn Jonson Aukland,Gunnbjørn Jonson Mjølhus,differs,true,
Q141198834,,6000000005607359959,en,Gunnbjørn Jonson Aukland,Gunnbjørn Jonson Mjølhus,differs,true,
Q141198834,,6000000005607359959,ja,,グンブヨルン・ヨンソン・ムヨルフス,absent_on_wikidata,false,
Q141198834,,6000000005607359959,zh,,古恩布永尔恩·永松·姆永尔胡斯,absent_on_wikidata,false,
Q141198835,,6000000002481819312,mul,Bergitte Gunnbjørnsdatter Tengs,Bergitte Gunnbjørnsdatter Aukland,differs,true,
Q141198835,,6000000002481819312,en,Bergitte Gunnbjørnsdatter Tengs,Bergitte Gunnbjørnsdatter Aukland,differs,true,
Q141198835,,6000000002481819312,ja,,ベルギテ・グンブヨルンスダッテル・アウクランド,absent_on_wikidata,false,
Q141198835,,6000000002481819312,zh,,贝尔吉特·古恩布永尔恩斯达特·奥克拉恩德,absent_on_wikidata,false,
Q141199704,,6000000004334566448,mul,Andreas Olai,Andreas Olai,match,false,Andreas Olofsson | Anders Olofsson Olai
Q141199704,,6000000004334566448,en,Andreas Olai,Andreas Olai,match,false,
Q141199704,,6000000004334566448,ja,,アンドレアス・オライ,absent_on_wikidata,false,
Q141199704,,6000000004334566448,zh,,阿恩德雷阿斯·奥拉伊,absent_on_wikidata,false,
Q141199809,,6000000007896103690,mul,Ane Marie Helgesdatter Bø,Ane Marie Helgesdatter Bø,match,false,Anna Maria Bø
Q141199809,,6000000007896103690,en,Ane Marie Helgesdatter Bø,Ane Marie Helgesdatter Bø,match,false,
Q141199809,,6000000007896103690,ja,,アーネ・マリー・ヘルゲスダッテル・ベー,absent_on_wikidata,false,
Q141199809,,6000000007896103690,zh,,安内·玛丽·赫尔盖斯达特·贝,absent_on_wikidata,false,
Q141199819,,6000000003125438035,mul,Anna Andersdotter,Anna Andersdotter,match,false,
Q141199819,,6000000003125438035,en,Anna Andersdotter,Anna Andersdotter,match,false,
Q141199819,,6000000003125438035,ja,アンナ・アンデシュドッテル,アンナ・アンデシュドッテル,match,false,
Q141199819,,6000000003125438035,zh,安娜·安德斯多特,安娜·安德斯多特,match,false,
Q141199822,,6000000027470336201,mul,Anna Jönsdotter,Anna Jönsdotter,match,false,
Q141199822,,6000000027470336201,en,Anna Jönsdotter,Anna Jönsdotter,match,false,
Q141199826,,6000000029983034410,mul,Anna Maria Samuelsdatter Tunheim,Anna Maria Samuelsdtr. Tunheim,differs,false,
Q141199826,,6000000029983034410,en,Anna Maria Samuelsdatter Tunheim,Anna Maria Samuelsdtr. Tunheim,differs,false,
Q141199826,,6000000029983034410,ja,,アンナ・マリア・サムエルスダッテル・トゥンヘイム,absent_on_wikidata,false,
Q141199826,,6000000029983034410,zh,,安娜·马里阿·萨穆埃尔斯达特·通海姆,absent_on_wikidata,false,
Q141199830,,6000000008176804564,mul,Anna Rasmusdatter Grøtheim,Anna Rasmusdatter Grøtheim,match,false,Anna Rasmusdatter Årsland | Anna Grøtheim
Q141199830,,6000000008176804564,en,Anna Rasmusdatter Grøtheim,Anna Rasmusdatter Grøtheim,match,false,
Q141199830,,6000000008176804564,ja,アンナ・ラスムスダッテル・グレートヘイム,アンナ・ラスムスダッテル・グレートヘイム,match,false,
Q141199830,,6000000008176804564,zh,安娜·拉斯穆斯达特·格勒特海姆,安娜·拉斯穆斯达特·格勒特海姆,match,false,
Q141199833,,6000000039507595739,mul,Bertha Ingeborg Tunheim,Bertha Ingeborg Tunheim,match,false,Bertha Ingeborg Moen
Q141199833,,6000000039507595739,en,Bertha Ingeborg Tunheim,Bertha Ingeborg Tunheim,match,false,
Q141199833,,6000000039507595739,ja,,ベルタ・インゲボルグ・トゥンヘイム,absent_on_wikidata,false,
Q141199833,,6000000039507595739,zh,,贝尔塔·英厄堡·通海姆,absent_on_wikidata,false,
Q141199836,,6000000039511001067,mul,Florence June Tunheim Cosman,Florence June Tunheim Cosman,match,false,Florence June Williams | Anderson Tunheim Cosman
Q141199836,,6000000039511001067,en,Florence June Tunheim Cosman,Florence June Tunheim Cosman,match,false,
Q141199836,,6000000039511001067,ja,,フロレンセ・ユネ・トゥンヘイム・コスマン,absent_on_wikidata,false,
Q141199836,,6000000039511001067,zh,,夫洛雷恩塞·尤内·通海姆·科斯马恩,absent_on_wikidata,false,
Q141199845,,6000000021223635839,mul,NN Garborg,<private> Garborg,differs,false,
Q141199845,,6000000021223635839,en,daughter of  Arne Olaus Fjørtoft Garborg,<private> Garborg,differs,false,
Q141199845,,6000000021223635839,ja,ガルボルグ,,we_have_none,false,
Q141199845,,6000000021223635839,zh,加尔博格,,we_have_none,false,
Q141199851,,6000000002463510938,mul,Gunnbjørn Toresson Tengs,Gunnbjørn Toresson Tengs,match,false,Tordsen Tengs | Gunnbjørn Tengs
Q141199851,,6000000002463510938,en,Gunnbjørn Toresson Tengs,Gunnbjørn Toresson Tengs,match,false,
Q141199851,,6000000002463510938,ja,,グンブヨルン・トレソン・テングス,absent_on_wikidata,false,
Q141199851,,6000000002463510938,zh,,古恩布永尔恩·托雷松·特恩格斯,absent_on_wikidata,false,
Q141199856,,6000000007896387570,mul,Guri Hansdatter Garborg,Guri Hansdatter Garborg,match,false,Guri Hansdatter Risa | Guri Garborg
Q141199856,,6000000007896387570,en,Guri Hansdatter Garborg,Guri Hansdatter Garborg,match,false,
Q141199856,,6000000007896387570,ja,,グリ・ハンスダッテル・ガルボルグ,absent_on_wikidata,false,
Q141199856,,6000000007896387570,zh,,古里·汉斯达特·加尔博格,absent_on_wikidata,false,
Q141199862,,6000000004697849241,mul,Helga Bjørnsdatter Tengs,Helga Bjørnsdatter Tengs,match,false,Helga Bjørnsdatter Bjørnsdatter | Helga Tengs
Q141199862,,6000000004697849241,en,Helga Bjørnsdatter Tengs,Helga Bjørnsdatter Tengs,match,false,
Q141199862,,6000000004697849241,ja,,ヘルガ・ブヨルンスダッテル・テングス,absent_on_wikidata,false,
Q141199862,,6000000004697849241,zh,,赫尔加·布永尔恩斯达特·特恩格斯,absent_on_wikidata,false,
Q141199868,,6000000035698131765,mul,"Ingvold ""Pinkie"" Remmie",Ingvold (Pinkie) Remmie,differs,false,Pinkie Remmie | Ingvold Remmie
Q141199868,,6000000035698131765,en,"Ingvold ""Pinkie"" Remmie",Ingvold (Pinkie) Remmie,differs,false,
Q141199868,,6000000035698131765,ja,イングヴォル・ピンキー・レミー,,we_have_none,false,
Q141199868,,6000000035698131765,zh,英瓦尔·平基·雷米,,we_have_none,false,
Q141199881,,6000000006571784497,mul,Ivar Sandsmark Garborg,Ivar Sandsmark Garborg,match,false,Ivar Garborg
Q141199881,,6000000006571784497,en,Ivar Sandsmark Garborg,Ivar Sandsmark Garborg,match,false,
Q141199881,,6000000006571784497,ja,イーヴァル・サンスマルク・ガルボルグ,イーヴァル・サンスマルク・ガルボルグ,match,false,イーヴァル・ガルボルグ
Q141199881,,6000000006571784497,zh,伊瓦尔·桑斯马克·加尔博格,伊瓦尔·桑斯马克·加尔博格,match,false,伊瓦尔·加尔博格
Q141199891,,6000000002452595429,mul,Ivar Valheim,Ivar Valheim,match,false,
Q141199891,,6000000002452595429,en,Ivar Valheim,Ivar Valheim,match,false,
Q141199891,,6000000002452595429,ja,,イーヴァル・ヴァルヘイム,absent_on_wikidata,false,
Q141199891,,6000000002452595429,zh,,伊瓦尔·瓦尔赫伊姆,absent_on_wikidata,false,
Q141199892,,6000000003491986736,mul,Jon Olsen Heigre,Jon Olsen Heigre,match,false,
Q141199892,,6000000003491986736,en,Jon Olsen Heigre,Jon Olsen Heigre,match,false,
Q141199892,,6000000003491986736,ja,ヨン・オルセン・ヘイグレ,ヨン・オルセン・ヘイグレ,match,false,
Q141199892,,6000000003491986736,zh,永·奥尔森·海格勒,永·奥尔森·海格勒,match,false,
Q141199899,,6000000002391120029,mul,Jon Tollakson Aukland IV,Jon Tollakson Aukland IV,match,false,
Q141199899,,6000000002391120029,en,Jon Tollakson Aukland IV,Jon Tollakson Aukland IV,match,false,
Q141199899,,6000000002391120029,ja,,ヨン・トラクソン・アウクランド・イヴ,absent_on_wikidata,false,
Q141199899,,6000000002391120029,zh,,永·托拉克松·奥克拉恩德·伊夫,absent_on_wikidata,false,
Q141199909,,6000000021137401277,mul,Karen Sophie Pedersdatter,Karen Sophie Pedersdatter,match,false,
Q141199909,,6000000021137401277,en,Karen Sophie Pedersdatter,Karen Sophie Pedersdatter,match,false,
Q141199909,,6000000021137401277,ja,カーレン・ソフィー・ペーデシュダッテル,カーレン・ソフィー・ペーデシュダッテル,match,false,
Q141199909,,6000000021137401277,zh,卡伦·索菲·佩德斯达特,卡伦·索菲·佩德斯达特,match,false,
Q141199918,,6000000087451897836,mul,Kirsten Hansdatter Grøtheim,Kirsten Hansdatter Grøtheim,match,false,Kirsten Hansdatter Låge-Håland | Kirsten Grøtheim
Q141199918,,6000000087451897836,en,Kirsten Hansdatter Grøtheim,Kirsten Hansdatter Grøtheim,match,false,
Q141199918,,6000000087451897836,ja,,シシュテン・ハンスダッテル・グレートヘイム,absent_on_wikidata,false,
Q141199918,,6000000087451897836,zh,,谢什滕·汉斯达特·格勒特海姆,absent_on_wikidata,false,
Q141199925,,6000000007896295466,mul,Knut Elvindson Garborg,Knut Elvindson Garborg,match,false,
Q141199925,,6000000007896295466,en,Knut Elvindson Garborg,Knut Elvindson Garborg,match,false,
Q141199925,,6000000007896295466,ja,,クヌート・エルヴィンドソン・ガルボルグ,absent_on_wikidata,false,
Q141199925,,6000000007896295466,zh,,克努特·埃尔维恩德松·加尔博格,absent_on_wikidata,false,
Q141199930,,6000000019668338861,mul,Knut Olsen Gudmestad,Knut Olsen Gudmestad,match,false,Knut Olsen Grøtheim | Knut Gudmestad
Q141199930,,6000000019668338861,en,Knut Olsen Gudmestad,Knut Olsen Gudmestad,match,false,
Q141199930,,6000000019668338861,ja,,クヌート・オルセン・グドメスタド,absent_on_wikidata,false,
Q141199930,,6000000019668338861,zh,,克努特·奥尔森·古德梅斯塔德,absent_on_wikidata,false,
Q141199937,,6000000005607155237,mul,Maren Halvorsdatter Øksnevad,Maren Halvorsdatter Øksnevad,match,false,Maren Halvorsdatter Storhaug | Mari Halvorsdatter Øksnevad Øksnevad | Maren Øksnevad
Q141199937,,6000000005607155237,en,Maren Halvorsdatter Øksnevad,Maren Halvorsdatter Øksnevad,match,false,
Q141199937,,6000000005607155237,ja,,マーレン・ハルヴォルスダッテル・エクスネヴァード,absent_on_wikidata,false,
Q141199937,,6000000005607155237,zh,,马伦·哈尔沃尔斯达特·厄克斯内瓦,absent_on_wikidata,false,
Q141199952,,6000000177204223824,mul,Marie Garborg,Marie Garborg,match,false,Marie Tverdahl | lill Garborg
Q141199952,,6000000177204223824,en,Marie Garborg,Marie Garborg,match,false,
Q141199952,,6000000177204223824,ja,マリー・ガルボルグ,マリー・ガルボルグ,match,false,
Q141199952,,6000000177204223824,zh,玛丽·加尔博格,玛丽·加尔博格,match,false,
Q141199959,,6000000006828782200,mul,Martinus Johannis,Martinus Johannis,match,false,Martinus Johannis Johannis
Q141199959,,6000000006828782200,en,Martinus Johannis,Martinus Johannis,match,false,
Q141199959,,6000000006828782200,ja,,マルティヌス・ヨハニス,absent_on_wikidata,false,
Q141199959,,6000000006828782200,zh,,马尔蒂努斯·永哈尼斯,absent_on_wikidata,false,
Q141199966,,6000000180009386839,mul,Mildred Lorraine Schantzen,Mildred Lorraine Schantzen,match,false,Mildred Lorraine Tunheim
Q141199966,,6000000180009386839,en,Mildred Lorraine Schantzen,Mildred Lorraine Schantzen,match,false,
Q141199966,,6000000180009386839,ja,,ミルドレド・ロライネ・シャントゼン,absent_on_wikidata,false,
Q141199966,,6000000180009386839,zh,,米尔德雷德·洛拉伊内·沙恩特泽恩,absent_on_wikidata,false,
Q141199976,,6000000162536870947,mul,Mona Beth Carney Castro,Mona Beth Carney Castro,match,false,Mona Beth Tunheim
Q141199976,,6000000162536870947,en,Mona Beth Carney Castro,Mona Beth Carney Castro,match,false,
Q141199976,,6000000162536870947,ja,,モナ・ベト・カルネイ・カストロ,absent_on_wikidata,false,
Q141199976,,6000000162536870947,zh,,莫纳·贝特·卡尔内伊·卡斯特罗,absent_on_wikidata,false,
Q141199992,,6000000037693663051,mul,Myrtle Lenora Tunheim,Myrtle Lenora Tunheim,match,false,
Q141199992,,6000000037693663051,en,Myrtle Lenora Tunheim,Myrtle Lenora Tunheim,match,false,
Q141199992,,6000000037693663051,ja,マートル・レノーラ・トゥンヘイム,マートル・レノーラ・トゥンヘイム,match,false,
Q141199992,,6000000037693663051,zh,默特尔·莱诺拉·通海姆,默特尔·莱诺拉·通海姆,match,false,
Q141200016,,6000000006127859612,mul,Nils Andersson,Nils Andersson,match,false,
Q141200016,,6000000006127859612,en,Nils Andersson,Nils Andersson,match,false,
Q141200016,,6000000006127859612,ja,,ニルス・アンデルソン,absent_on_wikidata,false,
Q141200016,,6000000006127859612,zh,,尼尔斯·阿恩德尔松,absent_on_wikidata,false,
Q141200019,,6000000002989071216,mul,Ola Olsen Vaule,Ola Olsen Vaule,match,false,Ola Olsen Grøtheim | Ola Vaule
Q141200019,,6000000002989071216,en,Ola Olsen Vaule,Ola Olsen Vaule,match,false,
Q141200019,,6000000002989071216,ja,オーラ・オルセン・グレートヘイム,オーラ・オルセン・ヴァウレ,differs,false,
Q141200019,,6000000002989071216,zh,,乌拉·奥尔森·瓦乌莱,absent_on_wikidata,false,
Q141200028,,6000000005606907249,mul,Per Jonson Øksnevad,Per Jonson Øksnevad,match,false,Per Jonson Grude | Per Øksnevad
Q141200028,,6000000005606907249,en,Per Jonson Øksnevad,Per Jonson Øksnevad,match,false,
Q141200028,,6000000005606907249,ja,,ペル・ヨンソン・エクスネヴァード,absent_on_wikidata,false,
Q141200028,,6000000005606907249,zh,,佩尔·永松·厄克斯内瓦,absent_on_wikidata,false,
Q141200047,,6000000180039903952,mul,NN,Private,differs,false,
Q141200047,,6000000180039903952,en,daughter of Tollef Bud Tunheim,Private,differs,false,
Q141200054,,6000000003491986761,mul,Rakel Jonsdatter Jonsdotter Vatne,Rakel Jonsdatter Jonsdotter Vatne,match,false,Rakel Vatne
Q141200054,,6000000003491986761,en,Rakel Jonsdatter Jonsdotter Vatne,Rakel Jonsdatter Jonsdotter Vatne,match,false,
