geni_id,qid,person,agrees,conflicts,comparable,margin
6000000045460618205,Q23502804,Catalina Fernández de Córdoba y Enríquez de Ribera,0,4,4,4
4102701,Q442876,Canute I Erikska,0,3,3,3
6000000000044861300,Q107149472,Thomas Nelson,1,3,4,2
348889594040013469,Q100327211,Ermengarde,0,2,2,2
6000000022293564329,Q10564129,忱 伯誠 杭州錢塘,0,2,2,2
6000000074750508938,Q11097190,汭 隴西狄道,0,2,2,2
6000000001504918209,Q129025052,Sidsel Lykke,0,2,2,2
6000000045461685045,Q134986412,Pedro Matías Fernández de Córdoba y Enríquez de Ribera,0,2,2,2
6000000045462191887,Q134986414,Catalina María Fernández de Córdoba y Enríquez de Ribera,0,2,2,2
6000000013146763714,Q134986439,Inés,0,2,2,2
6000000129473617878,Q134986453,Tzihuacpopoca,0,2,2,2
6000000129473639847,Q134986454,Axayac,0,2,2,2
6000000008050887319,Q134986461,Angela,0,2,2,2
6000000152671926848,Q134986463,Luis,0,2,2,2
6000000152671926877,Q134986464,Jerónimo,0,2,2,2
6000000008780522267,Q134986470,Catarina Cortés Osorio,0,2,2,2
6000000009533008858,Q134986473,Diego,0,2,2,2
6000000005024494891,Q134986475,Simon Pérez,0,2,2,2
6000000012228920656,Q134986477,Pedro Andrés,0,2,2,2
6000000012428190511,Q134986478,Agustín,0,2,2,2
6000000031409185077,Q134986483,Juana,0,2,2,2
6000000031409292021,Q134986484,Luis,0,2,2,2
6000000000300820562,Q134986487,Fernando,0,2,2,2
6000000039812665318,Q134986488,García,0,2,2,2
6000000003493012136,Q134986494,Juan Pedro Cano Moctezuma,0,2,2,2
6000000003493266276,Q134986498,Joaquin de San Francisco Cano Moctezuma,0,2,2,2
6000000004559785731,Q134986499,Estéban,0,2,2,2
6000000004559963690,Q134986500,Mayor,0,2,2,2
6000000004560031059,Q134986501,Fernando,0,2,2,2
6000000007150889075,Q134986621,María,0,2,2,2
6000000025597166084,Q134986622,Alfonso,0,2,2,2
6000000025597463924,Q134986623,Isabel,0,2,2,2
6000000001504918152,Q1992398,Niels Jacobsen Lykke,0,2,2,2
6000000001500820357,Q20015206,García,0,2,2,2
6000000010762819250,Q2337199,Semion Sunigajłowicz Sapiega,0,2,2,2
6000000009901999247,Q272148,Æthelbald,0,2,2,2
6000000009432252772,Q333748,Constantín II,0,2,2,2
6000000002517869069,Q352629,Adasi,0,2,2,2
6000000000424702247,Q353675,Ariobarzanes,0,2,2,2
6000000042171376049,Q374630,Lucius Cornelius Scipio,0,2,2,2
6000000008537579083,Q4097582,Bracheslav Vasylkovich Polozki,0,2,2,2
6000000075369021833,Q45420733,希球 國珍 河南洛陽,0,2,2,2
6000000023683609204,Q5726246,Bienvenis,0,2,2,2
6000000014313369606,Q5953607,Juan Alvaro Flores y Valdez de la Cueva,0,2,2,2
6000000003232583515,Q62022,Christian Karl Friedrich Ludwig,0,2,2,2
6000000003645919420,Q698909,昌 姬姓,0,2,2,2
6000000001142154198,Q75288135,Elizabeth Grey,0,2,2,2
6000000002187992428,Q75818392,Eustache II “le Vieux” de Fiennes,0,2,2,2
6000000007456333287,Q778550,Tezozomoc,0,2,2,2
6000000003897579687,Q887967,Samos Theosebes Dikaios,0,2,2,2
6000000003493266132,Q134986496,Maria Cano Moctezuma,1,2,3,1
3080341,Q1621801,Bengt Folkesson,1,2,3,1
6000000196295317826,Q196031,Gerard von Jülichgau,1,2,3,1
6000000002106239618,Q236259,Aemilia Lepida Minor,1,2,3,1
6000000012419353640,Q2464815,Willem van Beieren van Beieren-Schagen,1,2,3,1
6000000008518113379,Q270585,Stratonice,1,2,3,1
6000000001503906263,Q332578,Deioces,1,2,3,1
6000000005924906190,Q380371,Ariobarzanes,1,2,3,1
6000000010942398566,Q4098841,Dmitry Ivanovich Bulgakov,1,2,3,1
6000000014192291815,Q4458172,Tyt Mstislavich,1,2,3,1
6000000000115658521,Q462856,Ealdgyth,1,2,3,1
6000000007455965639,Q4817451,Atotoztli,1,2,3,1
6000000003493243566,Q50824534,Martín Cortés de Monroy,1,2,3,1
6000000074730532821,Q5956587,頲 廷碩 京兆武功,1,2,3,1
6000000003243167090,Q75240461,"Anonym frille, Mother of Brusi, Sumarlidi & Einar",1,2,3,1
6000000003408989816,Q75273509,Eleanor Brandon,1,2,3,1
6000000015730300314,Q102815925,Pons de Gontaut Biron,0,1,1,1
6000000000172359533,Q102826817,Luce,0,1,1,1
6000000074750751869,Q10335214,恂 隴西狄道,0,1,1,1
6000000005744903659,Q103780526,Sidsel Rommelsdatter Brun,0,1,1,1
6000000028265875155,Q103899525,Barbara Sapieha h. Lis,0,1,1,1
6000000011242827610,Q104538482,Vasily Aleksandrovich,0,1,1,1
6000000000392429148,Q106077,Godgifu,0,1,1,1
6000000094083325861,Q106351533,Motiejus,0,1,1,1
6000000074767492999,Q10719160,琰 隴西狄道,0,1,1,1
6000000074767178309,Q10719402,璲 隴西狄道,0,1,1,1
6000000074767734907,Q10720201,珙 隴西狄道,0,1,1,1
6000000074767464979,Q10721524,公主 隴西狄道,0,1,1,1
6000000091286606826,Q1095218,Altruda of Salerno,0,1,1,1
6000000075061150883,Q10975505,元嬰 隴西狄道,0,1,1,1
6000000074750858951,Q11095360,係 京兆萬年,0,1,1,1
6000000074750593921,Q11095378,倚 隴西狄道,0,1,1,1
6000000074750388230,Q11095388,偲 京兆萬年,0,1,1,1
6000000074750859969,Q11095395,僅 京兆萬年,0,1,1,1
6000000074750325380,Q11095397,僙 京兆萬年,0,1,1,1
6000000075061100883,Q11095431,元祥 隴西狄道,0,1,1,1
6000000075060953885,Q11095437,元裕 隴西狄道,0,1,1,1
6000000074735508908,Q11097430,瑋 隴西狄道,0,1,1,1
6000000074750527009,Q11097583,祺 隴西狄道,0,1,1,1
6000000003585154826,Q111989163,Bo Pedersen Flemming,0,1,1,1
6000000005059424801,Q117477378,Sigurd Brynjulfsson Brynjulfson Aga,0,1,1,1
6000000001169087690,Q11979148,Jon Guttormson Larsgård,0,1,1,1
6000000080892097734,Q12085112,Брячислав Борисович,0,1,1,1
6000000014980818308,Q121029260,Anna Wołłowicz h. Bogoria,0,1,1,1
6000000000294572174,Q12330243,Olof Stigsson Stigsson Krognos,0,1,1,1
6000000006946431249,Q1254885,Gratianus Funarius Major,0,1,1,1
6000000000172782992,Q1270114,Gaius Livius Drusus,0,1,1,1
6000000000700945532,Q1282468,Areobindus,0,1,1,1
6000000080877835024,Q13028650,Борис Глебович,0,1,1,1
6000000080799128829,Q13031603,Николай Владимирович,0,1,1,1
6000000014926332501,Q133825518,Anna Anna Gastold,0,1,1,1
6000000080795374822,Q13478492,Владимир Васильевич,0,1,1,1
6000000080797215850,Q13478512,Изяслав Васильевич,0,1,1,1
6000000080810860893,Q13478569,Александра Брячиславовна,0,1,1,1
6000000052945292242,Q134986442,Maria Cortés,0,1,1,1
6000000052945617042,Q134986443,Isabel Cortés Dorada,0,1,1,1
6000000052945815832,Q134986444,Diego,0,1,1,1
6000000023793282200,Q138302787,Erik Amundsson Holter,0,1,1,1
6000000003827611157,Q15966933,Briant de Châteaubriant,0,1,1,1
6000000008173864486,Q165479,Patrick mac Calpuirn o Éireann,0,1,1,1
6000000074750574043,Q16603665,某 隴西狄道,0,1,1,1
6000000003768386624,Q1782094,"Conrad II ""the Younger""",0,1,1,1
6000000007331733313,Q1845160,Luitfried,0,1,1,1
6000000071619545883,Q2026887,Sofija Volodaraitė,0,1,1,1
6000000074739148854,Q20688547,奕 趙國柏仁,0,1,1,1
6000000033201846251,Q2241510,Ryksa,0,1,1,1
6000000074758467512,Q22774427,瑱 京兆長安,0,1,1,1
6000000002187617608,Q237156,Laodice I,0,1,1,1
6000000003146957164,Q24962987,Otto II de Chiny,0,1,1,1
6000000184583916097,Q2587652,Constantine Olgerdovich,0,1,1,1
6000000013613884627,Q26856832,Amiel d'Agoult,0,1,1,1
6000000003645847827,Q295225,Cyrus,0,1,1,1
6000000003827953174,Q31192370,Lambert,0,1,1,1
6000000003635746575,Q3141679,Hoël Mawr ap Emyr Llydaw,0,1,1,1
6000000008657376354,Q314549,Friedrich Edelfreier von Truhendingen,0,1,1,1
6000000002277151794,Q3188019,Judith de Nantes,0,1,1,1
6000000003509153197,Q3265884,Lucius Julius Jullus,0,1,1,1
6000000011536253175,Q346380,Ada van Holland,0,1,1,1
6000000001169179252,Q3480155,Höskuldur Dala-Kollsson Dalakollson Skapte,0,1,1,1
6000000011242594971,Q4060947,Alexander Patrikeyevich,0,1,1,1
6000000000138405383,Q4129783,Æthelflæd,0,1,1,1
4363207859050048951,Q4228577,Patirg Kęstutaitis of Lithuania,0,1,1,1
6000000002003837593,Q4273436,Pakubuwono,0,1,1,1
6000000020062171094,Q4302750,Maurice FitzMaurice,0,1,1,1
6000000003584770312,Q433502,Fermín,0,1,1,1
6000000003645753292,Q435213,Gaius Antonius Hybrida,0,1,1,1
6000000001355641630,Q4535441,Tudwal,0,1,1,1
6000000074692243826,Q45356303,傳正 越州山陰,0,1,1,1
6000000074690693308,Q45377531,傳師 越州山陰,0,1,1,1
6000000074788168966,Q45413415,白驎 滎陽開封,0,1,1,1
6000000074758704275,Q45418903,英 京兆長安,0,1,1,1
6000000075338108887,Q45419289,思昭 弘農華陰,0,1,1,1
6000000075346362852,Q45420120,永 陳郡長平,0,1,1,1
6000000075344329032,Q45420613,當 博陵安平,0,1,1,1
6000000075402710923,Q45422396,路孤 幽州薊縣,0,1,1,1
6000000074787853345,Q45422579,少微 鄭州榮澤,0,1,1,1
6000000075375351821,Q45422720,士淹 河東聞喜,0,1,1,1
6000000075059069334,Q45424455,擇言 隴西狄道,0,1,1,1
6000000074767235118,Q45537845,琮 隴西狄道,0,1,1,1
6000000074766900377,Q45538987,瑤 隴西狄道,0,1,1,1
6000000074766619674,Q45539563,琚 隴西狄道,0,1,1,1
6000000074750078367,Q45553482,祤 隴西狄道,0,1,1,1
6000000074749345782,Q45553547,禊 隴西狄道,0,1,1,1
6000000074750597932,Q45553673,禕 隴西狄道,0,1,1,1
6000000074750677897,Q45553734,祕 隴西狄道,0,1,1,1
6000000074750668918,Q45553862,禛 隴西狄道,0,1,1,1
6000000074750507970,Q45553926,祥 隴西狄道,0,1,1,1
6000000074750405847,Q45673637,慎辭 太原,0,1,1,1
6000000074750065142,Q45673680,承台 太原,0,1,1,1
6000000074749711372,Q45673722,慎思 太原,0,1,1,1
6000000074749675364,Q45678086,鋼 太原,0,1,1,1
6000000074750371894,Q45678418,鉟 太原,0,1,1,1
6000000074735425865,Q45698921,瓌 孝偉 隴西狄道,0,1,1,1
6000000074735437914,Q45700634,道興 隴西狄道,0,1,1,1
6000000064526129883,Q47306394,Sofija Sapiegaitė,0,1,1,1
6000000002198362511,Q536899,Welf I von Altdorf,0,1,1,1
3624121,Q6032078,Ingeborga Tryggvės duktė,0,1,1,1
6000000008596626487,Q6119517,Yaakov Hirsch Levenshtam,0,1,1,1
6000000005784777539,Q61310641,Al-Husayn Al-Hasani,0,1,1,1
6000000118402179068,Q629336,Giacomo,0,1,1,1
6000000000522977268,Q645857,Niall Noígiallach mac Echdach,0,1,1,1
6000000014013164881,Q653617,Gonzalo Fernández de Lara,0,1,1,1
6000000074751000835,Q6539114,倓 京兆萬年,0,1,1,1
6000000053733525296,Q65966762,Walter von Barby-Arnstein,0,1,1,1
6000000024777532686,Q66534565,Mikhail Romanovich of Slonim,0,1,1,1
6000000001407495086,Q66660290,Helena Wołłowicz (podskarbianka Litewska),0,1,1,1
6000000011927175372,Q688914,Wigerich,0,1,1,1
6000000003827963052,Q703346,Marcus Livius Salinator Drusus,0,1,1,1
6000000002187600052,Q712202,Marcus Fulvius Flaccus Bambalus,0,1,1,1
6000000006444774484,Q75256268,Margaret,0,1,1,1
6000000009402651783,Q75393602,Ingeborg Sverresdatter,0,1,1,1
6000000002043192318,Q75402865,Hildegard Lancelote de Beaugency,0,1,1,1
