geni_id	qid	geni_name	jawiki_title	reading	state	evidence_strength
6000000210408647882	Q10870554	坂上	東漢駒	やまとのあや の こま	reading	1 hop(s)
6000000002831351553	Q24875376	仲遠 橘	橘仲遠	たちばな の なかとお	reading	1 hop(s)
6000000007162505749	Q11544267	島田麻呂 橘	橘島田麻呂	たちばな の しまだまろ	reading	1 hop(s)
6000000007162873400	Q11544325	澄清 橘	橘澄清	たちばな の すみきよ	reading	1 hop(s)
6000000208925745854	Q11545656	公則 正親町三条	正親町三条公則	おおぎまちさんじょう きんのり	reading	1 hop(s)
6000000037090753149	Q11552418	穆夫 沈	沈穆夫	しん ぼくふ	reading	1 hop(s)
6000000001758376766	Q11560258	深芳野 斎藤	深芳野 (斎藤道三側室)	みよしの	reading	1 hop(s)
6000000008025332401	Q17502448	清仁	清仁親王	きよひとしんのう	reading	1 hop(s)
6000000002837049030	Q18336830	夏野 清原	清原道雄	きよはら の みちお	reading	1 hop(s)
6000000001914309038	Q11564032	国信 源	源国信	みなもと の くにざね	reading	1 hop(s)
6000000001809557155	Q11564069	師房 源	源師房	みなもと の もろふさ	reading	1 hop(s)
6000000002440474568	Q11564070	師隆 源	源師隆	みなもと の もろたか	reading	1 hop(s)
6000000012562147201	Q11564103	源扶義	源扶義	みなもと の すけのり	reading	1 hop(s)
6000000001933440156	Q18235612	隆俊 源	源隆俊	みなもと の たかとし	reading	1 hop(s)
6000000007171289537	Q11567175	為尊	為尊親王	ためたかしんのう	reading	1 hop(s)
6000000002440591934	Q11567177	為平	為平親王	ためひらしんのう	reading	1 hop(s)
6000000001751715788	Q11071642	珠 天徳院 徳川	珠姫	たまひめ	reading	1 hop(s)
6000000006805449343	Q11573615	満宮	理豊女王	りほうじょおう	reading	1 hop(s)
6000000001903698846	Q11604780	糠手	糠手姫皇女	ぬかでひめのひめみこ	reading	1 hop(s)
6000000001749058424	Q11608264	信光 孫三郎 織田	織田信光	おだ のぶみつ	reading	1 hop(s)
6000000001748867302	Q11608270	信吉 織田	織田信吉	おだ のぶよし	reading	1 hop(s)
6000000001749021258	Q11608277	信定 織田	織田信定	おだ のぶさだ	reading	1 hop(s)
6000000001749170506	Q11608386	敏定 織田	織田敏定	おだ としさだ	reading	1 hop(s)
6000000007323307374	Q7141693	義演 二条	義演	ぎえん	reading	1 hop(s)
6000000001752120627	Q11613124	振 自証院 岡	自証院	じしょういん	reading	1 hop(s)
6000000001922493256	Q30119663	総継 藤原	菅野高年	すがの の たかとし	reading	1 hop(s)
6000000021260871234	Q4391801	承之 嗣伯 南蘭陵	蕭承之	しょう しょうし	reading	1 hop(s)
6000000007179224352	Q110206665	伊実 藤原	藤原伊実	ふじわら の これざね	reading	1 hop(s)
6000000007161385263	Q11623024	伊通 藤原	藤原伊通	ふじわら の これみち	reading	1 hop(s)
6000000012055674592	Q3090629	公季 藤原	藤原公季	ふじわら の きんすえ	reading	1 hop(s)
6000000002841286235	Q11623133	大継 藤原	藤原大継	ふじわら の おおつぐ	reading	1 hop(s)
6000000002415964471	Q11623143	経実 藤原	藤原季成	ふじわら の すえなり	reading	1 hop(s)
6000000001977692739	Q11623184	宣孝 藤原	藤原宣孝	ふじわら の のぶたか	reading	1 hop(s)
6000000001906690494	Q11623214	山蔭 藤原	藤原山蔭	ふじわら の やまかげ	reading	1 hop(s)
6000000002177649260	Q22126851	忠君 藤原	藤原忠君	ふじわら の ただきみ	reading	1 hop(s)
6000000002175669163	Q11623317	時姫 藤原	藤原時姫	ふじわら の ときひめ	reading	1 hop(s)
6000000002848296255	Q3090622	浜成 藤原	藤原浜成	ふじわら の はまなり	reading	1 hop(s)
6000000001977847579	Q11623396	為輔 藤原	藤原為輔	ふじわら の ためすけ	reading	1 hop(s)
6000000009103594401	Q11623444	長穀 小笠原	藤原範兼	ふじわら の のりかね	reading	1 hop(s)
6000000002415177442	Q11623462	経平 藤原	藤原経平	ふじわら の つねひら	reading	1 hop(s)
6000000002849628133	Q11623477	縄主 藤原	藤原縄主	ふじわら の ただぬし	reading	1 hop(s)
6000000001934946355	Q583698	道隆 関白 藤原	藤原道隆	ふじわらの みちたか	reading	1 hop(s)
6000000002417016265	Q106410415	頼成 藤原	藤原頼成	ふじわら の よりなり	reading	1 hop(s)
6000000007180381330	Q109287795	頼房 藤原	藤原頼房	ふじわら の よりふさ	reading	1 hop(s)
6000000002369402702	Q11623649	顕頼 藤原	藤原顕頼	ふじわら の あきより	reading	1 hop(s)
6000000007162364222	Q11630325	覚快	覚快法親王	かくかいほっしんのう	reading	1 hop(s)
6000000001904877082	Q985724	託基	託基皇女	たきのひめみこ	reading	1 hop(s)
6000000001749849221	Q8011153	捨 豊臣	豊臣鶴松	とよとみ つるまつ	reading	1 hop(s)
6000000009103365864	Q106653129	長穀正室 小笠原	関口夫人	せきぐちふじん	reading	1 hop(s)
6000000002848872048	Q11657231	阿保 親王	阿保親王	あぼしんのう	reading	1 hop(s)
6000000007170580029	Q11658871	隆円 藤原	隆円	りゅうえん	reading	1 hop(s)
6000000007170257948	Q11673209	成忠 高階	高階成忠	たかしな の なりただ	reading	1 hop(s)
6000000001752381265	Q923033	信房 鷹司	鷹司信房	たかつかさ のぶふさ	reading	1 hop(s)
6000000001751329692	Q10436552	亀 相応院 志水	お亀の方	おかめのかた	reading	2 hop(s)
6000000001758539879	Q109918523	信豊室 六角	お牧の方	おまきのかた	reading	2 hop(s)
6000000008737044883	Q13565736	南加 中山	中山南加	なかやま なか	reading	2 hop(s)
6000000001998943132	Q109795830	忠尹 中山	中山忠尹	なかやま ただまさ	reading	2 hop(s)
6000000001751670163	Q4489959	亀 盛徳院 徳川	亀姫 (徳川家康長女)	かめひめ	reading	2 hop(s)
6000000003266344683	Q11376346	仁実 藤原	仁実	にんじつ	reading	2 hop(s)
6000000001893949378	Q10368377	松姫 信松尼 武田	信松尼	しんしょうに	reading	2 hop(s)
6000000001770743870	Q5365763	定頼 六角	六角定頼	ろっかく さだより	reading	2 hop(s)
6000000003029045711	Q8514963	政晴 内藤	内藤政晴	ないとう まさはる	reading	2 hop(s)
6000000001752046615	Q7004785	初 興安院 徳川	初姫	はつひめ	reading	2 hop(s)
6000000002493382022	Q11397442	利治 前田	前田利治	まえだ としはる	reading	2 hop(s)
6000000001763705564	Q6729103	長種 前田	前田長種	まえだ ながたね	reading	2 hop(s)
6000000001932117148	Q11400597	尹豊 勧修寺	勧修寺尹豊	かじゅうじ ただとよ	reading	2 hop(s)
6000000001760353891	Q11400603	新上東門院	勧修寺晴子	かじゅうじ はるこ	reading	2 hop(s)
6000000002580718989	Q11422785	英知 小出	園基福	その もとよし	reading	2 hop(s)
6000000006903824096	Q11423481	有脩 土御門	土御門有脩	つちみかど ありなが	reading	2 hop(s)
6000000002705978289	Q11432010	教寛 大久保	大久保教近	おおくぼ のりちか	reading	2 hop(s)
6000000002125954147	Q11432119	大井の方 大井	大井の方	おおいのかた	reading	2 hop(s)
6000000001905998462	Q11445795	貞能 奥平	奥平定能	おくだいら さだよし	reading	2 hop(s)
6000000001806576165	Q7005005	熊 妙光院 松平	妙高院	みょうこういん	reading	2 hop(s)
6000000001752224123	Q5362720	蘭 宝樹院 青木	宝樹院 (徳川家光側室)	ほうじゅいん	reading	2 hop(s)
6000000208813828827	Q11464914	尼子娘 胸形	尼子娘	あまこのいらつめ	reading	2 hop(s)
6000000001891501432	Q13365626	豊昌 山内	山内豊昌	やまうち とよまさ	reading	2 hop(s)
6000000001751782068	Q5367216	市 徳川	市姫	いちひめ	reading	2 hop(s)
6000000001896757102	Q17996186	知信 平	平知信	たいら の とものぶ	reading	2 hop(s)
6000000007212885310	Q7140443	鶴 松平	廉貞院	れんていいん	reading	2 hop(s)
6000000008025252074	Q95162004	延信 源	延信王	のぶざねおう	reading	2 hop(s)
6000000007170078581	Q7813728	徳一 藤原	徳一	とくいつ	reading	2 hop(s)
6000000002368889503	Q11090427	利治 新五郎 斎藤	斎藤利治	さいとう としはる	reading	2 hop(s)
6000000001758642410	Q11087937	光安 明智	明智光安	あけち みつやす	reading	2 hop(s)
6000000001775378135	Q11068750	経景 朝倉	朝倉経景	あさくら つねかげ	reading	2 hop(s)
6000000001775268263	Q11068758	貞景 朝倉	朝倉貞景 (4代当主)	あさくら さだかげ	reading	2 hop(s)
6000000001806854034	Q11093359	忠高 本多	本多忠高	ほんだ ただたか	reading	2 hop(s)
6000000002968892289	Q11523022	長次 村井	村井長次	むらいながつぐ	reading	2 hop(s)
6000000001774367189	Q10729440	朝久 島津	松平定行	まつだいら さだゆき	reading	2 hop(s)
6000000001774856024	Q11530401	定頼 松平	松平定頼	まつだいら さだより	reading	2 hop(s)
6000000211692993829	Q10729498	家乗 松平	松平家乗	まつだいら いえのり	reading	2 hop(s)
6000000001765040424	Q22124554	新左衛門尉 長井	松波庄五郎	ながい しんさえもんのじょう	reading	2 hop(s)
6000000007162911281	Q11544271	常主 橘	橘常主	たちばな の つねぬし	reading	2 hop(s)
6000000002211460688	Q111023915	忠知正室 内藤	正寿院 (蒲生忠知正室)	しょうじゅいん	reading	2 hop(s)
6000000001751704574	Q4489975	振 正清院 徳川	正清院	しょうせいいん	reading	2 hop(s)
6000000001908509086	Q20039035	公秀 正親町三条	正親町三条公秀	おおぎまちさんじょう きんひで	reading	2 hop(s)
6000000001908484250	Q20040421	公明 正親町三条	正親町三条実仲	さんじょう さねなか	reading	2 hop(s)
6000000001894712005	Q6639853	信清 武田	武田信清	たけだ のぶきよ	reading	2 hop(s)
6000000001868455854	Q6639945	信縄 武田	武田信縄	たけだ のぶつな	reading	2 hop(s)
6000000001758580408	Q11546111	信豊 武田	武田信豊 (若狭武田氏)	たけだ のぶとよ	reading	2 hop(s)
6000000008384731047	Q1142657	為賢 藤谷	毛利輝元	もうり てるもと	reading	2 hop(s)
6000000001748945395	Q10470260	永 玉泉院 織田	永姫	えいひめ	reading	2 hop(s)
6000000001881624069	Q17192875	恒利 池田	池田恒利	いけだ つねとし	reading	2 hop(s)
6000000001893668943	Q6639601	信玄側室 油川	油川殿	あぶらかわどの	reading	2 hop(s)
6000000001765775305	Q1185281	亮政 浅井	浅井亮政	あざい すけまさ	reading	2 hop(s)
6000000002232706479	Q11557318	光晟 浅野	浅野光晟	あさの みつあきら	reading	2 hop(s)
6000000007163899677	Q11563993	保光 源	源保光	みなもと の やすみつ	reading	2 hop(s)
6000000001749058207	Q17217673	充房正室 織田	源光院 (人物)	げんこういん	reading	2 hop(s)
6000000007164530269	Q17214196	延光 源	源延光	みなもと の のぶみつ	reading	2 hop(s)
6000000009880139347	Q11564249	源経頼	源経頼	みなもと の つねより	reading	2 hop(s)
6000000007164407323	Q11564322	重光 源	源重光	みなもと の しげみつ	reading	2 hop(s)
6000000218454708883	Q11564521	溶姫 德川	溶姫	やすひめ	reading	2 hop(s)
6000000008118669418	Q45828490	教俊 百済王	百済王教俊	くだらのこにきし きょうしゅん	reading	2 hop(s)
6000000001748980084	Q10470236	冬 相応院 織田	相応院 (蒲生氏郷正室)	そうおういん	reading	2 hop(s)
6000000002420197205	Q11582687	県犬養 広刀自	県犬養広刀自	あがたいぬかい の ひろとじ	reading	2 hop(s)
6000000001894269549	Q11594499	禰津御寮人 武田	禰津御寮人	ねづごりょうにん	reading	2 hop(s)
6000000001751536197	Q4415657	瀬名 築山殿 関口	築山殿	つきやまどの	reading	2 hop(s)
6000000002160065116	Q24868439	橡媛 紀	紀橡姫	き の とちひめ	reading	2 hop(s)
6000000008115568617	Q50640448	緒継	緒継女王	おつぐじょおう	reading	2 hop(s)
6000000001750082027	Q1079925	信包 織田	織田信包	おだ のぶかね	reading	2 hop(s)
6000000001748688217	Q4215814	信時 織田	織田信時	おだ のぶとき	reading	2 hop(s)
6000000001748672602	Q10470120	信正 織田	織田信正	おだ のぶまさ	reading	2 hop(s)
6000000001809284272	Q11608327	信良 織田	織田信良	おだ のぶよし	reading	2 hop(s)
6000000001748654436	Q10470212	信高 織田	織田信高	おだ のぶたか	reading	2 hop(s)
6000000001749770464	Q11610207	秀勝 羽柴	羽柴秀勝 (石松丸)	はしば ひでかつ	reading	2 hop(s)
6000000004302197568	Q11611016	聖恵法親王	聖恵法親王	しょうえほっしんのう	reading	2 hop(s)
6000000002232925571	Q11612770	満姫 前田	自昌院	じしょういん	reading	2 hop(s)
6000000007162104355	Q11615207	在良女 菅原	花園左大臣家小大進	はなぞのさだいじんけのこだいしん	reading	2 hop(s)
6000000001752147371	Q24875659	お琴の方 芳心院	芳心院 (徳川家光側室)	ほうしんいん	reading	2 hop(s)
6000000001809973003	Q11618436	善次 荒尾	荒尾善次	あらお よしつぐ	reading	2 hop(s)
6000000001977551481	Q11619170	孝標 菅原	菅原孝標	すがわら の たかすえ	reading	2 hop(s)
6000000001894523083	Q6639684	菊 武田	菊姫 (上杉景勝正室)	きくひめ	reading	2 hop(s)
6000000021261145902	Q11622122	道度 蘭陵	蕭道度	しょう どうど	reading	2 hop(s)
6000000021260918603	Q11622123	道生 南蘭陵	蕭道生	しょう どうせい	reading	2 hop(s)
6000000004328661581	Q11623020	伊房 藤原	藤原伊房	ふじわら の これふさ	reading	2 hop(s)
6000000002202343280	Q11623060	元名 藤原	藤原元名	ふじわら の もとな	reading	2 hop(s)
6000000001934551042	Q11623128	基頼 藤原	藤原基頼	ふじわら の もとより	reading	2 hop(s)
6000000007180646210	Q11623152	守義 藤原	藤原守義	ふじわら の もりよし	reading	2 hop(s)
6000000002416500120	Q11623155	宗俊 藤原	藤原宗俊	ふじわら の むねとし	reading	2 hop(s)
6000000002416128495	Q11623164	宗通 藤原	藤原宗通	ふじわら の むねみち	reading	2 hop(s)
6000000012054694908	Q7223087	実宗 藤原	藤原実宗	ふじわら の さねむね	reading	2 hop(s)
6000000012055006047	Q11623176	実成 藤原	藤原実成	ふじわら の さねなり	reading	2 hop(s)
6000000001907023679	Q11623183	実綱 藤原	藤原実綱	ふじわら の さねつな	reading	2 hop(s)
6000000012051338196	Q11623222	師保 藤原	藤原師保	ふじわら の もろやす	reading	2 hop(s)
6000000002416619310	Q11623223	師兼 藤原	藤原師兼	ふじわら の もろかね	reading	2 hop(s)
6000000012053742323	Q11623226	師氏 藤原	藤原師氏	ふじわら の もろうじ	reading	2 hop(s)
6000000002415127989	Q11623275	懐平 藤原	藤原懐平	ふじわら の かねひら	reading	2 hop(s)
6000000003126637970	Q11623295	敦敏 藤原	藤原敦敏	ふじわら の あつとし	reading	2 hop(s)
6000000003127468974	Q11623301	斉敏 藤原	藤原斉敏	ふじわら の ただとし	reading	2 hop(s)
6000000002838114502	Q11623336	有貞 藤原	藤原有貞	ふじわら の ありさだ	reading	2 hop(s)
6000000001977716610	Q15043477	朝頼 藤原	藤原朝頼	ふじわら の あさより	reading	2 hop(s)
6000000002202569275	Q11623384	清経 藤原	藤原清経	ふじわら の きよつね	reading	2 hop(s)
6000000007180401211	Q11623395	為通 藤原	藤原為通	ふじわら の ためみち	reading	2 hop(s)
6000000001907439024	Q11623425	真夏 藤原	藤原真夏	ふじわら の まなつ	reading	2 hop(s)
6000000002415081732	Q11623467	経通 藤原	藤原経通	ふじわら の つねみち	reading	2 hop(s)
6000000001931435056	Q11623585	通基 藤原	藤原通基 (大蔵卿)	ふじわら の みちもと	reading	2 hop(s)
6000000012051931144	Q11623587	通季 藤原	藤原通季	ふじわら の みちすえ	reading	2 hop(s)
6000000007170742522	Q11623596	道頼 藤原	藤原道頼	ふじわら の みちより	reading	2 hop(s)
6000000001977907478	Q15839369	隆光 藤原	藤原隆光	ふじわら の たかみつ	reading	2 hop(s)
6000000009302575451	Q79736697	隆方 藤原	藤原隆方	ふじわら の たかかた	reading	2 hop(s)
6000000002372093131	Q11623642	頼任 藤原	藤原頼任	ふじわら の よりとう	reading	2 hop(s)
6000000007170880427	Q24863699	頼親 藤原	藤原頼親	ふじわら の よりちか	reading	2 hop(s)
6000000002157973224	Q106495270	顕憲 藤原	藤原顕憲	ふじわら の あきのり	reading	2 hop(s)
6000000001906746410	Q11623651	高房 藤原	藤原高房	ふじわら の たかふさ	reading	2 hop(s)
6000000002995244956	Q26213743	高嶷 藤堂	藤堂高兌	とうどう たかさわ	reading	2 hop(s)
6000000001751551064	Q1045995	西郷局 竜泉院 戸塚	西郷局	さいごうのつぼね	reading	2 hop(s)
6000000001894266160	Q8193299	諏訪御料人 諏訪	諏訪御料人	すわごりょうにん	reading	2 hop(s)
6000000001809591607	Q11653022	お保良 長昌院	長昌院	ちょうしょういん	reading	2 hop(s)
6000000001773875613	Q11654929	長齢院 竹野	長齢院	ちょうれいいん	reading	2 hop(s)
6000000004163104529	Q106650694	清次 内藤	関兼貞	せき かねさだ	reading	2 hop(s)
6000000001806438433	Q109595830	玄鉄 右衛門 阿知和	阿知和玄鉄	あちわ げんてつ	reading	2 hop(s)
6000000002849180662	Q24868480	難波	難波内親王	なにわないしんのう	reading	2 hop(s)
6000000001752140473	Q7005290	千代姫 霊仙院 徳川	霊仙院	れいせんいん	reading	2 hop(s)
6000000002980543691	Q7138704	教輔室 池田	靖厳院	せいげんいん	reading	2 hop(s)
6000000001752215185	Q5362031	夏 順性院 藤枝	順性院	じゅんしょういん	reading	2 hop(s)
6000000007157019273	Q110713840	実顕 阿野	風早公雄	かざはや きみお	reading	2 hop(s)
6000000007156854482	Q110726422	公景 姉小路	風早実秋	かざはや さねあき	reading	2 hop(s)
6000000001748573794	Q11666829	養徳院 池田	養徳院	ようとくいん	reading	2 hop(s)
6000000002241744479	Q6636811	春 高原院 浅野	高原院	こうげんいん	reading	2 hop(s)
6000000008025421829	Q106433835	明順 高階	高階明順	たかしな の あきのぶ	reading	2 hop(s)
6000000001782852630	Q11353132	元有 細川	一色満範	いっしき みつのり	reading	3 hop(s)
6000000001908014037	Q11376938	能通 藤原	今川範忠	いまがわ のりただ	reading	3 hop(s)
6000000001931983684	Q109287985	貞遠 伊勢	伊勢貞遠	いせ さだとお	reading	3 hop(s)
6000000001770917132	Q2890348	高頼 六角	六角高頼	ろっかく たかより	reading	3 hop(s)
6000000002232978085	Q10517436	亀 本多	円照院	えんしょういん	reading	3 hop(s)
6000000133689267860	Q26248568	和乙継	和乙継	やまと の おとつぐ	reading	3 hop(s)
6000000013331296246	Q109173757	石霞 怡瑩 唐	唐石霞	とうせきか	reading	3 hop(s)
6000000002580852776	Q109796885	英利 小出	園基勝	その もとかつ	reading	3 hop(s)
6000000003186859965	Q109799130	英貞 小出	園基香	その もとたか	reading	3 hop(s)
6000000210408834830	Q97341863	坂上	坂上大国	さかのうえ の おおくに	reading	3 hop(s)
6000000210409014823	Q97341865	坂上	坂上首名	さかのうえ の くびな	reading	3 hop(s)
6000000002232468766	Q10856541	忠知 小笠原	小笠原忠知	おがさわら ただとも	reading	3 hop(s)
6000000001882094627	Q8192119	秀政 小笠原	小笠原秀政	おがさわら ひでまさ	reading	3 hop(s)
6000000002232975225	Q10856584	長宣 小笠原	小笠原長宣	おがさわら ながのぶ	reading	3 hop(s)
6000000002681148002	Q11483151	武綱 秩父	平武綱	たいら の たけつな	reading	3 hop(s)
6000000008652935068	Q89521260	行親 平	平行親	たいら の ゆきちか	reading	3 hop(s)
6000000008652993646	Q17225467	親信 平	平親信	たいら の ちかのぶ	reading	3 hop(s)
6000000008737237569	Q701641	蘭 瓜爾佳	幼蘭	ようらん	reading	3 hop(s)
6000000008261513710	Q106708896	重資 庭田	庭田重資	にわた しげすけ	reading	3 hop(s)
6000000016130573875	Q99517149	登美 恩地	恩地トミ	おんち とみ	reading	3 hop(s)
6000000001874392418	Q11068736	氏景 朝倉	朝倉氏景 (3代当主)	あさくら うじかげ	reading	3 hop(s)
6000000001806828275	Q11520040	忠豊 本多	本多忠豊	ほんだ ただとよ	reading	3 hop(s)
6000000001809171449	Q7004359	光松院 織田	松孝院	しょうこういん	reading	3 hop(s)
6000000007212103289	Q11530400	定長 松平	松平定長	まつだいら さだなが	reading	3 hop(s)
6000000006855687440	Q8515976	重直 松平	松平重直	まつだいら しげなお	reading	3 hop(s)
6000000007162799539	Q11544185	三夏 橘	橘三夏	たちばな の みなつ	reading	3 hop(s)
6000000007162950201	Q11544232	安喜雄 橘	橘安吉雄	たちばな の あきお	reading	3 hop(s)
6000000001908572106	Q11545659	公氏 正親町三条	正親町三条公氏	おおぎまちさんじょう きんうじ	reading	3 hop(s)
6000000001916965494	Q5369237	信勝 武田	武田信勝	たけだ のぶかつ	reading	3 hop(s)
6000000002367680991	Q11546122	信高 武田	武田元光	たけだ もとみつ	reading	3 hop(s)
6000000008132916184	Q106760246	基家 小机	河崎重家	かわさき しげいえ	reading	3 hop(s)
6000000009894821218	Q7223074	実雄 洞院	洞院実雄	とういん さねお	reading	3 hop(s)
6000000001762032228	Q6997589	大姫 清泰院 徳川	清泰院 (前田光高正室)	せいたいいん	reading	3 hop(s)
6000000001773332170	Q11574913	家宗 生駒	生駒家宗	いこま いえむね	reading	3 hop(s)
6000000002210376049	Q10856577	登久 峯高院 松平	登久姫	とくひめ	reading	3 hop(s)
6000000008118941417	Q11580789	俊哲 百済王	百済王俊哲	くだらのこにきし しゅんてつ	reading	3 hop(s)
6000000002159893414	Q11605109	諸人 紀	紀諸人	き の もろひと	reading	3 hop(s)
6000000007730719661	Q109849406	頼業 葉室	葉室頼業	はむろ よりかず	reading	3 hop(s)
6000000001773861856	Q8513824	忠知 蒲生	蒲生忠知	がもう ただとも	reading	3 hop(s)
6000000002839207398	Q97636286	人数 藤原	藤原人数	ふじわら の ひとかず	reading	3 hop(s)
6000000007180389448	Q106293021	仲保 藤原	藤原公利	ふじわら の きみとし	reading	3 hop(s)
6000000007162730277	Q11623104	吉野 藤原	藤原吉野	ふじわら の よしの	reading	3 hop(s)
6000000002416479066	Q11623159	宗忠 藤原	藤原宗忠	ふじわら の むねただ	reading	3 hop(s)
6000000002416276234	Q11623162	宗能 藤原	藤原宗能	ふじわら の むねよし	reading	3 hop(s)
6000000009880095594	Q11623181	実経 藤原	藤原実経	ふじわら の さねつね	reading	3 hop(s)
6000000002157976148	Q11623412	盛実 藤原	藤原盛実	ふじわら の もりざね	reading	3 hop(s)
6000000007162629640	Q11623474	縄継 藤原	藤原綱継	ふじわら の つなつぐ	reading	3 hop(s)
6000000009879973346	Q124483480	良経 藤原	藤原良経 (平安時代中期の貴族)	ふじわら の よしつね	reading	3 hop(s)
6000000008201989052	Q11623529	行経 藤原	藤原行経	ふじわら の ゆきつね	reading	3 hop(s)
6000000007162293692	Q11623624	関雄 藤原	藤原関雄	ふじわら の せきお	reading	3 hop(s)
6000000002494644742	Q10856319	衛友 谷	谷衛友	たに もりとも	reading	3 hop(s)
